-0.00091819+0.00010433i,-0.0013524-0.00056322i,-0.0015608-0.0014611i,-0.0019954-0.0013147i,-0.0029962+0.00020345i,-0.0033928+0.0018471i,-0.0012351+0.0026226i,0.0010142+0.0016103i,0.00091454+0.00025366i,0.0001884-0.00024688i,-7.0222e-05-0.00039629i,-4.2857e-05-0.0009933i,-3.3709e-05-0.0011276i,-0.00041574-0.00052424i,-0.00061664+0.00023993i,-0.00033904-5.0105e-05i,-0.00021574-0.00019007i,-0.00041177+0.00013618i,-0.00058781+0.00027446i,-0.00035685+0.00031342i,-6.2126e-05+0.00014215i,0.00024743+0.00028383i,0.00066136+0.00043828i
3.6371e-05+0.00029441i,0.00048719+0.00086503i,0.00023576+0.00055198i,-0.00010526-0.00067539i,0.00068013-0.00063973i,0.00075103-0.00064444i,2.6338e-05-0.0011324i,-0.00068542-0.0011953i,-0.0016244-0.0012656i,-0.002547-0.00079241i,-0.0023734-0.0002356i,-0.0010146-1.2654e-05i,-0.00010676-0.0001498i,-2.9173e-06-0.00017874i,-2.2076e-05+4.4436e-05i,0.00032163+0.0010179i,0.00026391+0.0010117i,-0.0003359+0.00090678i,-0.00045942+0.00069492i,0.00024108-0.00050015i,0.00026079-0.00031854i,0.00041026+0.00013601i,0.00022238-0.00030819i
-0.0025836-0.00046906i,-0.0030069+0.0006423i,-0.0023049+0.001762i,-0.00046547+0.002528i,0.0011004+0.0029145i,0.0015592+0.0015218i,0.00053042-8.9345e-05i,-0.0003795+0.0002541i,-0.0009935+0.00022569i,-0.0017675-0.00075609i,-0.0013845-0.0013523i,-0.00055538-0.0016562i,-0.00045345-0.00044286i,-0.00085867+4.9305e-05i,-0.00072147-0.00015119i,-0.00021661-0.00017928i,0.00042312+0.00085213i,0.00067136+0.0017999i,0.00072498+0.00129i,0.0012317+0.0010295i,0.0010587+0.0008857i,0.0005695+0.00046253i,0.00050285-0.00043122i
0.0010315-0.00087992i,0.00027419-0.0016494i,-0.00010614-0.0023343i,-0.0004517-0.0011938i,-0.00054964+0.00011827i,8.7079e-05+0.0011031i,0.00031545+0.0012432i,1.9205e-05+0.00038896i,-0.00016236-9.3914e-05i,-0.0007982+0.00054554i,-0.00085909+0.0010214i,-0.00048751+0.00050745i,-0.00056332+0.0001636i,-0.00037146-0.00012631i,0.00033578-2.8101e-05i,0.00080749+0.0010496i,2.2619e-05+0.0012327i,-0.0010273+0.0014219i,-0.0010406+0.0013769i,-0.00053734+0.00084514i,-0.00049866-0.0002297i,-0.00032689-0.0011069i,4.4766e-05-0.00096324i
0.00058699+0.0014945i,0.00029327+0.00075605i,0.00051996+0.0004768i,0.00091033+0.00033318i,-0.00041637+0.00084021i,-0.00094065+0.00092502i,-0.00052261+0.00043896i,-0.0011617-0.00064939i,-0.0015309-0.0012078i,-0.00077346-0.00098386i,-0.0007941-0.0003017i,-0.0011071+8.6585e-05i,-0.00040182-0.00075067i,-0.00068374-0.00070418i,-0.00048493+0.00057342i,0.00057023+0.00082565i,0.00085691+7.9186e-05i,0.00043628+0.00017577i,0.00025179+0.0011122i,0.0007966+0.0010118i,0.00078904+0.00047362i,0.00061125+0.00093328i,0.00042553+0.00053561i
0.0017732-2.5604e-05i,0.0010032+1.264e-05i,7.3518e-05-9.7178e-05i,0.00023967-0.00015225i,0.0006458-0.00029394i,0.00017051-0.00085456i,-0.00053732-0.00079773i,-0.00092351-0.0011792i,-0.0013224-0.0012098i,-0.0013941-0.00024984i,-0.0013335+2.2384e-05i,-0.0013776+0.00025519i,-0.00061033+0.00057845i,9.1963e-05+0.00083259i,0.00062951+0.00096587i,0.00083419+0.00095009i,0.00040402+0.00062208i,-6.4235e-05+0.00057141i,-2.9415e-05+0.00076925i,5.9933e-06+0.00029704i,0.00038631+0.00037821i,0.00063246+0.00038655i,-2.2378e-05-9.5865e-05i
-0.00079387+0.0016928i,-0.00088964+0.00099176i,-0.00053993+0.00058535i,0.000606-0.00056305i,0.0010154-0.00064556i,0.00048009-0.00033766i,-0.00015578-0.00089403i,-0.00078972-0.0017585i,-0.0013616-0.0021168i,-0.0015858-0.00087299i,-0.0012008-0.00018646i,-0.00057057-0.00083141i,-0.00026754-0.00042953i,-0.00069424+2.6779e-05i,-0.00035049-0.00018588i,0.00028147+0.0002471i,0.00019949+0.00078331i,-0.0002831+0.00023293i,-0.00039428-0.00011813i,-0.00031604+0.00030474i,-8.7228e-05+9.6357e-05i,-0.0002-0.00010985i,-0.00053222+7.2721e-06i
0.0018952-0.00019189i,0.0017279-0.00066344i,0.0014393-0.0010051i,0.00021282-0.00065218i,-0.00082785+3.0758e-05i,-0.00043248+0.00088063i,-0.00014192+0.00036016i,-0.00044429-0.00020836i,-0.00071997-0.00078731i,-0.0011678-0.0012838i,-0.0011137-0.00065746i,-0.00076046-0.00012806i,-0.00066865+0.00025109i,-0.00014968+0.0010371i,0.00028693+0.0012825i,0.00090127+0.00073537i,0.00086977+0.00053753i,0.0003049+0.00077086i,0.00069899+0.00024902i,0.0012157-8.4306e-05i,0.001248+0.00018434i,0.0012132+0.00043634i,0.00037357+1.6301e-05i
-0.00056651-0.00031119i,-0.0009865-0.00014381i,-0.00060759+0.00049816i,0.00031343-0.00032141i,0.00061265+0.00012355i,0.0014244+0.0014229i,0.0014353+0.0011264i,-0.00013278+0.00027991i,-0.0012987-0.0003171i,-0.0018791-0.00020565i,-0.0023972-0.00024555i,-0.0020263-0.00033065i,-0.00083506+0.00023465i,5.8035e-05+0.0011154i,0.00040496+0.0014182i,0.00051468+0.001305i,-0.00019437+0.0014025i,-0.00018329+0.00088662i,0.00034101-0.00014641i,7.6035e-05-0.00032069i,0.00016447-0.00051387i,0.00021533-0.0010479i,8.5212e-05-0.00093463i
-0.0010769-0.0016573i,-0.0012068-0.0014609i,-0.002735-0.0011647i,-0.0023361-4.7841e-05i,-0.0009433+0.00090885i,0.00019702+0.00086896i,0.00078715-0.00032406i,0.000315-0.0006344i,-0.0006468+0.00073542i,-0.0017742+0.00078263i,-0.0018511+0.00024755i,-0.00031702+6.7316e-05i,0.00069913-0.00017366i,0.00049738-0.00017679i,0.0005033+0.0003837i,0.00052528+0.00095872i,0.00015404+0.00098086i,0.00050036+0.001068i,0.0011199+0.001386i,0.00087652+0.001443i,0.00067003+0.00025468i,0.00022146-0.00064739i,-0.00046075-0.00055706i
4.5492e-05+0.00035977i,-0.00018413-0.00028963i,0.00055223-0.00082961i,0.0012868-0.00047045i,0.00073314+0.00024501i,0.00036512+0.00015105i,0.00023525-0.00021206i,-0.00033696-4.4166e-05i,-0.00093729-0.00018792i,-0.0015763-0.00041649i,-0.0013196-0.00064831i,-0.00040965-0.00077779i,-0.0005915-0.00046882i,-0.00075524+0.00029585i,-0.00065775+0.00093517i,-0.00013664+0.001003i,-9.2867e-06+0.0011281i,-0.00039158+0.001144i,-0.00050873+0.00077699i,0.00021879+2.3288e-05i,0.00062829-0.00064397i,-3.2856e-05-0.0012226i,-0.00030471-0.0012026i
0.00057922-0.0014455i,0.0013054-0.0012047i,0.0012069+9.1675e-05i,-0.00017737+0.0012494i,-0.0011938+0.0016627i,-0.00045451+0.001461i,0.00022227+0.00050881i,0.00034279+0.00060633i,-0.00083343+2.2935e-05i,-0.00176-0.00080916i,-0.0011635+3.9646e-06i,-0.00043389+0.00040275i,-9.3064e-05+0.00065513i,9.5395e-05+0.0017216i,0.00047887+0.001573i,0.00047557+0.00063696i,-0.00011029+0.00058304i,-0.00017004+0.0010512i,-0.00012589+0.00088061i,0.00029693+0.00063283i,0.00065296+0.00078472i,0.0002296+8.8348e-05i,0.00033539-0.00013244i
0.00084885-0.0018745i,0.00044228-0.0016308i,0.00041286-0.001748i,0.00010693-0.00027405i,3.1249e-06+0.001348i,0.00013853+0.0013084i,0.00040912+0.00062648i,-5.2827e-05+8.893e-05i,-0.0011834+0.00021316i,-0.002147-0.00014975i,-0.0014902-0.00036321i,-0.00061357+0.00014652i,-0.00078324+0.00045868i,-0.00047721+0.00064314i,0.0010019+0.00010763i,0.0013499-0.00035137i,-6.7342e-05+0.00014564i,-0.00094836+0.00072676i,-0.00051218+0.00071875i,0.00040457-8.1768e-05i,0.00010629-0.00033362i,0.00029803-0.00039012i,0.00085981-0.00070444i
0.00092363-0.0016641i,0.00016776-0.0014428i,-0.00058639-0.0014083i,-0.00075901-0.00073803i,-0.00078962-0.00031484i,-0.00079532+0.00041417i,-0.00083252+0.00016083i,-0.0015621-0.00071431i,-0.0016412-0.00098535i,-0.0012997+0.00017289i,-0.00082115+0.00053162i,-0.00048931+0.00053065i,-0.00058643+0.0010016i,-0.00054152+0.0012661i,-0.00016961+0.00094007i,0.0005057+0.00022924i,0.00038361+0.00035852i,-2.1927e-05+0.0011504i,-0.00039954+0.0015772i,6.7166e-05+0.0013169i,0.00093137+0.00053293i,0.0010567-0.0004775i,0.00052341-0.0005125i
2.6338e-05-0.0015507i,2.1231e-05-0.001113i,-0.0005184-0.0015896i,-0.0013402-0.00070658i,-0.00050284+0.00013027i,0.00067239+0.00040702i,0.00079739-0.00012523i,-3.2269e-05-0.0010488i,-0.0013042-0.0011933i,-0.001989-0.0011873i,-0.0010637-0.00089018i,-0.00011426-0.00050354i,-0.00011454-8.3846e-05i,-0.0003783+0.00025763i,-0.00021309+0.00023336i,0.00012682+0.00016428i,-0.00013064+6.2148e-05i,-0.00013476+0.00072779i,-2.1045e-05+0.00088335i,0.0002519-4.451e-05i,0.00038605-0.00045091i,0.0005446+2.0491e-05i,0.00045332+0.00035836i
0.00080806-0.0037407i,0.00078339-0.0030678i,-0.0013162-0.0029263i,-0.0027385-0.0019202i,-0.0025401+7.4709e-05i,-0.00086505+0.0011039i,-0.00064609+0.0004015i,-0.0012016-0.00056754i,-0.001364-0.00038046i,-0.0014558+2.2365e-05i,-0.0016406+0.0001379i,-0.0016516+0.00033635i,-0.00054796+0.00025719i,0.0005968+0.00046092i,0.0011191+0.00022125i,0.00094807+0.00018312i,0.00017071+0.0010939i,-0.0003815+0.0015376i,-3.4031e-05+0.001094i,0.00033215+0.00053317i,0.00059129+0.00031317i,-0.00029979+0.00024701i,-0.00071122+0.00035039i
0.0004805+0.00083212i,0.0011192+0.00025502i,0.0014908+0.00039703i,0.00045113+0.00098332i,0.00033233+0.0010827i,0.00028388+0.0012214i,0.00012807+0.001187i,0.00033303+0.00034535i,-0.00043381-0.000318i,-0.001395-0.00084485i,-0.00061159-0.00094932i,0.00020689-0.00036101i,-0.00065518-0.00025553i,-0.0012872-6.4453e-05i,-0.00063591+0.0008817i,0.00028598+0.0014865i,-5.312e-05+0.0014498i,-0.00047717+0.0019389i,-0.00025369+0.0024358i,-0.000269+0.0016001i,-0.0008927+0.00091432i,-0.0010782+0.00061219i,-0.0005299-3.8499e-05i
0.0031218+0.00045777i,0.0028316+0.00067869i,0.0033372-0.00045166i,0.0022854-0.0017689i,0.00067832-0.0023081i,-0.00054725-0.0011003i,-0.00093216-0.00085629i,-0.00075116-0.00098438i,-0.00086544-0.00060605i,-0.00095138-0.0010851i,-0.00095161-0.00097008i,-0.00077479-0.00032256i,-0.00034755+0.00045406i,-0.00025124+0.0012448i,-0.00063465+0.001494i,-0.00083398+0.00067996i,-0.00010215+0.00012594i,-9.1234e-05+0.00082684i,-6.8276e-05+0.00096973i,0.00046632+0.00027309i,-0.00011795+3.4198e-05i,-0.00032085+2.7379e-05i,7.5397e-05-0.00037686i
0.0017602+0.00064087i,0.00056065+0.00023081i,0.00034767+0.0003837i,0.0018571-0.00018622i,0.0028685+0.0001527i,0.00243+0.00034461i,0.0010879-0.00082549i,0.00016388-0.0014822i,0.00038668-0.0014724i,0.00017502-0.0015361i,-0.00025683-0.0014192i,4.6252e-05-0.00096669i,0.00040261-0.0005363i,0.00047808+0.00044611i,0.00089885+0.0011836i,0.00085894+0.0016284i,0.00024976+0.0012902i,0.00047249+0.00048221i,0.0012261+0.0004854i,0.0014973+0.0004246i,0.0013321+0.00033864i,0.00066902+0.00060747i,-0.00028036+5.8614e-06i
0.0011866+0.0017968i,0.00044374+0.0017119i,0.00061353+0.0011955i,0.00068002+0.00073513i,0.0013807+0.00060042i,0.0016467+0.00068334i,0.00075755+0.0004652i,8.0056e-05+0.00012674i,-0.00047924+9.7767e-05i,-0.00087361+0.00025806i,-0.0016251+0.00046005i,-0.0019023+3.2889e-05i,-0.0011958-0.00032086i,-0.00052189+0.0006398i,-0.00034236+0.00085756i,-0.00041001+0.0005641i,-0.00097228+0.00071453i,-0.00083929+0.00076323i,0.00011457+0.00092526i,2.9791e-05+0.00077117i,-0.00020608+0.00080076i,-0.00021295+0.00048462i,-0.0003227-0.0004191i
0.00026705-0.00091645i,-0.00053833-0.00072141i,-0.0007331-0.0012344i,-0.00092448-0.00061662i,-0.0015158+0.00036418i,-0.0011978+0.00073432i,-0.00088384-0.00026911i,-0.0007848-0.00049532i,-0.0012953+0.00015254i,-0.0016021+5.6278e-05i,-0.00090422+0.00011485i,-0.000549+0.00016949i,-0.00026646+6.8189e-05i,-8.3196e-05+0.0006024i,0.0003886+0.0010467i,0.00018646+0.0013123i,-0.00071668+0.0011354i,-0.00084572+0.00065214i,1.3647e-05+0.0007136i,0.00058103+0.001003i,0.00088393+0.0010446i,0.00054343+0.00034725i,0.00010263-0.00067034i
-0.00045236-0.0027804i,-0.00012495-0.0025421i,-0.0010735-0.001984i,-0.0015977-0.00075577i,-0.00067955+0.000162i,0.00016051+0.0004139i,0.00050718+0.00029943i,8.3338e-05-0.00035112i,-0.00107-0.00058576i,-0.0015458+0.00025573i,-0.0009249-0.00015902i,-8.9975e-05-0.0011889i,0.00037393-0.00020693i,-4.7928e-05+0.001159i,-0.0001284+0.00082649i,0.00044115-0.0004267i,0.0004588-4.5919e-06i,-0.00024256+0.0012972i,-0.00040639+0.0014812i,-0.00014305+0.0011956i,6.2687e-05+0.00078341i,-0.0004567+6.489e-05i,-0.00067985+1.1925e-05i
-0.0010965-0.0028365i,-0.00049696-0.0011362i,-0.0015572-0.00017854i,-0.0027619+0.00033135i,-0.002139+0.0014754i,-0.0007687+0.0017381i,-0.00029607+0.001129i,-0.00056879+0.00017478i,-0.0012808-0.00041898i,-0.0016447+0.00019396i,-0.0013845+0.00081111i,-0.00082673+0.00089854i,0.00028837+0.00047348i,0.0010008+0.00045581i,0.0006657+0.00023311i,0.00034953-0.00046812i,0.00028408+0.00033989i,-0.00018361+0.0011164i,-0.00020385+0.0018212i,0.00042072+0.0012907i,0.00045772+0.00023792i,0.00035804-0.00014154i,-9.1376e-05-0.00044668i
-0.0019293-9.0406e-05i,-0.0021521-0.00070912i,-0.0027783-0.00087722i,-0.0022608+0.00051373i,-0.0011571+0.0017593i,0.00046422+0.0015781i,0.00097027+0.0011506i,0.000442+0.00077638i,-0.0002746-9.2965e-05i,-0.0017046-0.00054212i,-0.0022058-0.0005878i,-0.0013298-0.00038922i,-0.00062877+0.00095341i,-0.00022293+0.0004006i,0.00015206-0.00088162i,0.00034251-9.1649e-06i,0.00017585+0.0013374i,-0.00045331+0.0013833i,-0.00067964+0.0005863i,-3.5408e-05+5.1121e-05i,-0.00046947-0.00026823i,-0.00065394-0.00051562i,-8.1866e-05-0.00045346i
-0.001806+0.00042071i,-0.0014272+0.0014656i,0.00076305+0.0016031i,0.0013107+0.0005042i,0.00053307+0.00073104i,0.0001878+0.0010776i,0.00046006-0.00014755i,0.00032512-0.0010482i,-0.00049324-0.0013663i,-0.00061795-0.00067573i,-0.00071061-4.464e-05i,-0.001426-0.00047244i,-0.0013457+0.00012319i,-0.00079644+0.0006959i,-0.00017236+0.0010206i,-9.1556e-05+0.0011838i,-0.00051472+0.00094234i,-0.00043415+0.001019i,0.00053115+0.0011534i,0.00086634+0.0010665i,0.00036599+0.00067252i,0.00055446+0.00046281i,0.00062516-0.00021693i
-0.0016376-0.00081188i,-0.0017438-0.00026214i,-0.0012941+0.0010594i,-0.00090145+0.0018501i,-0.00025624+0.00080714i,0.00016565-0.0003791i,0.00016771-0.00082688i,0.00013069-0.00091534i,-0.00059508-0.0013802i,-0.0017354-0.001537i,-0.0013615-0.00050951i,-0.00072459+0.00051248i,-7.0256e-07+1.5016e-06i,0.00017041-0.00038323i,0.00032117+0.00039492i,0.0011396+0.00096176i,0.00058421+0.00082642i,-0.00043323+0.0017675i,-3.2031e-05+0.0016472i,0.00056055+0.00088835i,0.00056813+0.0010575i,0.00075704+0.00048987i,0.00065168-0.00072038i
-0.00093234-0.00034071i,-0.0005443+0.00015763i,-0.00014688+0.00047602i,0.00077999+0.0011633i,0.0012265+0.0016758i,0.00060417+0.00083256i,-0.00021133-0.00030986i,-8.5161e-05-0.00052947i,-0.00032084-0.0007762i,-0.0014184-0.00043232i,-0.0019398+0.0010288i,-0.0014176+0.00097603i,-0.00042798-0.00039844i,-0.00012192-0.00034471i,-0.0002031+0.00031483i,-0.0001142+0.00010045i,-0.00010349+0.00054876i,4.9449e-05+0.0013761i,-0.0002858+0.00086886i,-0.00046784-0.0001279i,-4.9092e-05-0.00057804i,-8.7989e-05-0.0005159i,-0.00056726-0.00045953i
0.00096896-0.0017542i,-0.00051903-0.0016317i,-0.0020052-0.0019952i,-0.0019358-0.0020055i,-0.00093061-0.00089617i,-0.00037023+0.00066264i,-0.00018531+0.00077826i,-0.00072586-4.145e-05i,-0.0010539-0.00063327i,-0.0012712-0.00078834i,-0.0008953-0.00013556i,-3.207e-05+0.00054557i,9.4417e-06+0.00063308i,-0.00030977-0.0001246i,-0.0003293-0.00050536i,-0.00023932-6.9466e-05i,-0.00030574+6.865e-05i,-7.1247e-06+0.00071788i,9.5853e-05+0.0015585i,-0.0002984+0.0018129i,0.00074204+0.0012691i,0.0016036+0.00034525i,0.0013179-8.1706e-07i
0.0011476-0.0014663i,0.00039689-0.0018265i,0.00073722-0.0023774i,0.0010229-0.0018575i,-0.00016297+0.00015995i,-0.00082946+0.0012153i,-0.00047803-5.6504e-05i,-0.00067111-0.00086017i,-0.0013375-0.00045376i,-0.0017776+0.00011807i,-0.0016519+0.00016181i,-0.0012342+0.00028785i,-0.00018862+0.00078761i,-0.00013935+0.00038062i,-0.00080981-0.00078601i,-0.0006074-0.00092144i,0.00032223+0.00027866i,0.0008343+0.001633i,0.00037286+0.0013355i,5.8879e-05+0.00063944i,0.00013859+0.000707i,0.00075148+0.00034555i,0.00043552+0.00027203i
-2.4728e-05-0.00019115i,-0.00015845-0.00041945i,-0.00033816-0.00031924i,-0.00047351-0.00013479i,-0.00018991-0.00031612i,0.00038748+0.00028349i,0.00035636+0.00062816i,-0.00026985-1.2614e-05i,-0.00055865-0.00033399i,-0.0013474-0.00062841i,-0.0016794-0.00053035i,-0.00048908+1.1074e-05i,-6.585e-05+0.00076758i,-0.00074507+0.00096987i,-0.00068704+0.0010462i,4.8123e-05+0.0012739i,7.5607e-05+0.00098186i,0.00010884+0.00022937i,0.000347-0.00010948i,0.00040686+0.00025474i,0.00050695+0.00038063i,0.00076446-0.00045791i,0.00035885-0.00086825i
2.7619e-05+0.0023854i,-7.7945e-05+0.0015445i,0.00025424+0.0006462i,0.00073023+5.2606e-05i,0.0016712-0.00019002i,0.001867+0.00029786i,0.001374+1.0293e-05i,0.00067221-0.00028499i,-0.00054271-0.00028255i,-0.0019857-0.00046094i,-0.0023617-0.00028197i,-0.0021791-0.00037922i,-0.0018343-0.0002777i,-0.0002895+0.00072155i,0.001191+0.00077241i,0.0010807+0.00070108i,-0.00010315+0.0010502i,-0.0012201+0.0017029i,-0.00079484+0.0012917i,0.00048082+0.0010267i,0.00081825+0.0010945i,0.00040477+0.00059495i,-0.00026203-0.0004308i
-0.0021472+7.7584e-05i,-0.0019892+0.0011599i,-0.0025366+0.0015685i,-0.0021823+0.0012609i,-0.00104+0.0016631i,-0.00053079+0.0014439i,-0.0001334-0.00029522i,8.9275e-05-0.00066573i,-0.00018694-0.00071859i,-0.00076963-0.0010615i,-0.00067217-0.0005486i,-0.00024293+0.00042877i,-0.00072225+0.0011017i,-0.000837+0.0011073i,-0.00065088+0.00044121i,-0.00037885+0.00021382i,5.3732e-06+0.00023951i,-0.000148+0.00059739i,-2.4858e-05+0.0016068i,8.2167e-05+0.001899i,-0.00063707+0.0013251i,-0.0014643-0.00033517i,-0.00095531-0.0010643i
-0.00068538+0.00073352i,0.00029483+0.0013612i,0.0012699+0.0011954i,0.0017175+0.00022476i,0.0016459-0.0002687i,0.0017634-0.00027683i,0.0016479-0.00028783i,0.00082591-0.00029315i,-0.00028499-0.0008314i,-0.0012435-0.0011681i,-0.0012798-0.00055875i,-0.00061561+1.7998e-05i,-0.00039561-9.2307e-05i,-0.00074095-0.00034272i,-0.00086244-0.00018437i,-0.00059803-4.3752e-05i,5.5707e-06+5.024e-05i,-0.00037035+0.00078805i,-0.0010263+0.00060678i,-0.00053146+0.00028892i,-0.00011524+0.00061882i,0.00011454-0.00018565i,0.00050706-0.0010971i
-0.0014935+0.0014798i,-0.0011626+0.0021619i,0.00014695+0.0017924i,-2.2802e-05+0.0010199i,-0.00030265+0.00024749i,0.00035362-6.565e-05i,0.00069172-0.00024665i,-0.00021011-0.00099601i,-0.00097377-0.0012105i,-0.0010131-0.00089135i,-0.00097862-0.00024623i,-0.00078948+0.00019114i,-0.00050949+0.00053033i,-0.00010632+0.00039024i,0.00013447+0.00018109i,0.00039614+0.00040155i,0.00054493+0.00025102i,0.00075624+0.00035685i,0.00080181+0.00074792i,0.00067963+0.00089386i,0.00033628+0.00064628i,-0.00063458+0.00027169i,-0.0008622-0.00014386i
-0.0019005-0.00050935i,-0.0018507-0.0001256i,-0.0015363+0.00053486i,-0.00070829+0.0001965i,0.00040266+0.00054914i,0.00054434+0.0011499i,0.00074495+0.00074434i,0.0003862-0.00020627i,-0.00086887-0.0016629i,-0.001864-0.0019683i,-0.0011722-0.00080427i,-0.00029781-1.3463e-05i,-0.00038988-0.00010906i,-0.00025922+2.7126e-05i,-0.00044331-1.0529e-05i,-0.00026147-0.00017056i,0.00011893+0.00028971i,4.0923e-05+0.00068684i,0.00034083+0.0011729i,0.00043271+0.00081066i,0.00020389+6.9662e-05i,3.5781e-05+0.00061639i,0.00031329+0.00089486i
-0.00047172+0.00065294i,-0.0016037+0.0011871i,-0.0014773+0.00088138i,-0.00072746+0.0009684i,0.00025143+0.00072487i,0.00055678+0.00034713i,0.00023379-0.00048138i,-0.00015797-0.0012438i,-0.00057128-0.0012797i,-0.0010768-0.001069i,-0.00054225-0.00080759i,0.00041315-0.00089222i,-8.9305e-05-0.00058182i,-0.00019157+0.00021581i,0.00012087+0.00046434i,-0.00027087+0.00069046i,-0.00067147+0.00066246i,-0.0011903+0.0010808i,-0.0010926+0.0013575i,-0.0009409+0.00039488i,-0.00065009-0.00027298i,2.3258e-05-0.00078165i,-3.1995e-05-0.0010089i
-0.0010267-0.00012878i,-0.00049464-0.00099933i,-0.00084732+3.0523e-05i,-0.00082597+0.00098074i,8.2831e-05+0.00099112i,6.569e-05+0.00047628i,-0.00018846+3.6551e-05i,-0.00047157-6.6226e-05i,-0.001086+0.00011057i,-0.0018451+0.00034451i,-0.0019182+0.00055738i,-0.00099388+0.00042836i,-0.00039665+1.2506e-05i,-0.00099297+0.0002789i,-0.0013358+0.00080022i,-0.00053924+0.00099173i,-0.00049152+0.0012946i,-0.00078275+0.0014258i,-0.00043942+0.001096i,-4.1411e-05+0.001022i,0.00060457+0.0010005i,0.00098578+0.00070906i,0.00091232+0.00035911i
0.00019753+0.0010196i,-0.00010519+0.0013591i,0.00047027+0.0017703i,0.001221+0.0015246i,0.00093168+0.001504i,0.00062563+0.00093812i,0.00079617+0.00035727i,0.0003196+8.1087e-05i,-0.0010335-0.00050591i,-0.0011823-0.00082886i,-0.00035652-0.00057321i,-0.00046098-0.00038642i,-0.00057967-0.00032354i,-0.00054438+1.7907e-05i,8.5945e-05+0.00024526i,0.0010059+0.00048465i,0.00055889+0.00012234i,0.00018325+0.00019376i,0.00023001+0.00038853i,0.00014446+0.00049102i,0.00012734+0.00095305i,0.000172+0.00038664i,0.0004357-0.0010895i
0.00073835+0.001657i,0.00092375+0.0010303i,0.00023473+0.0011047i,-4.3518e-05+0.00065473i,0.00025899-0.00073436i,0.00046155-0.0010924i,0.000264-0.00087222i,-0.00084473-0.00093842i,-0.0017744-0.0010735i,-0.0012997-0.00046772i,-0.0010909+8.618e-05i,-0.0011723+0.00015807i,-0.00066063+0.00028554i,0.00031673+0.00036418i,0.0010943+0.00068536i,0.00061298+0.0012242i,-0.00015289+0.0013704i,-0.00057552+0.0004106i,-0.00042121+3.8462e-05i,4.505e-05+0.00079817i,-4.3271e-05+0.0011133i,0.0001088+0.00056639i,0.00039602+0.00023564i
0.00043311-0.0014913i,-0.00010019-0.0011223i,-0.0016831-0.00064056i,-0.0012827+0.00014728i,-0.00049767+0.0007673i,-0.00012511+0.00065648i,-0.00049164+3.1783e-05i,-0.0012758-0.00069031i,-0.0010697-0.00099743i,-0.0014922-0.00076333i,-0.0016981-0.00020977i,-0.00090837+4.4366e-05i,-0.0001748-0.00034656i,1.6602e-05-0.00043252i,0.00021671-5.9421e-05i,-6.3242e-05+0.00084821i,-0.00039557+0.0013084i,-0.00021363+0.001501i,-0.00050756+0.0018088i,-0.0003059+0.0010339i,0.00050031+0.00023838i,0.0010398+0.00037811i,0.001004+0.00015379i
-0.00088921-0.00047472i,0.00042954-0.00013166i,0.00068011+6.7199e-05i,0.00092782+0.00046042i,0.00065757+0.0014801i,0.0003994+0.0009919i,0.00043486+0.00021231i,0.00058393-0.00033494i,0.00061578-0.00082359i,-0.00044248-0.00071238i,-0.001094-0.00056726i,-0.00041712-0.00083127i,-0.00049959-0.00057551i,-1.3967e-05+0.00063944i,-0.00016518+0.0015034i,-0.0013319+0.00083106i,-0.0014761+0.00041452i,-0.0010844+0.00042213i,-0.00027695-5.559e-05i,0.00054405-9.1156e-05i,0.00024394+0.00041947i,-0.00026422+0.0007584i,-0.00046377+0.00071766i
0.00097674+0.0014826i,0.00044827+0.0014438i,0.00089045+0.00063751i,0.0021373-1.0402e-05i,0.0026227+0.00026622i,0.00038355+0.00042524i,-0.00054128+0.00055151i,0.00010179+0.0013108i,-0.00017557+0.00053757i,-0.001248-0.00072538i,-0.0021233-0.0011834i,-0.0021349-0.0008181i,-0.0017311+1.0903e-06i,-0.00090846+0.00044469i,-0.00015702+0.00047369i,0.00010812+0.00045543i,0.00075163+0.0011876i,0.00033428+0.0018758i,-0.00020352+0.0013048i,4.3756e-05+0.00078942i,3.3892e-05+0.00032407i,0.0005547+0.0002869i,0.00029504+0.0002528i
0.00072912+0.001974i,0.0014219+0.0026319i,0.0018017+0.001896i,0.00086964+0.0010558i,-0.00028978-0.00061236i,-0.00053507-0.0013539i,-0.00048188-0.00045223i,-0.00066846-0.00048294i,-0.0010556-0.00095768i,-0.00088008-0.0011923i,-0.00012474-0.0015461i,0.00035654-0.001056i,-0.00062806-8.1822e-05i,-0.00127+0.00061289i,-0.00071186+0.0012077i,5.8019e-05+0.0013561i,0.0008866+0.00066885i,0.0010044+0.00103i,0.00056525+0.0018178i,-8.7952e-05+0.0012452i,0.00016+0.00036592i,0.00090044+8.4129e-05i,0.00042002-0.0011157i
