-0.00012768+0.00023251i,0.00058061-0.00031892i,-0.0010593-0.00055529i,-0.001246-4.0922e-05i,-0.0010099+0.0012318i,-0.0016989+0.0018386i,-0.0014804+0.0022883i,-0.00059932+0.0024312i,0.00082272+0.0014664i,0.0010498+0.00048415i,-2.5294e-05-0.0002827i,-0.00035239-0.00063394i,-0.00070886-0.00040001i,-0.00063185+0.0001344i,0.00039976+0.00050512i,0.0013647+0.0007262i,0.0016994+0.00036713i,0.0011205+0.00041832i,0.00079432-0.00037586i,0.00087534-0.00126i,0.00052485-0.0011295i,0.00031169-0.00036497i,-0.00024883-6.9145e-06i
0.00092925-0.00044706i,0.00099832-0.00098391i,0.00091345-0.0011047i,0.0015666-0.00056706i,0.00053942+0.00045313i,-0.0010764+0.0010033i,-0.0004857+0.001012i,-0.00017389+0.0011819i,-0.0001861+0.0015703i,-0.0001005+0.0010758i,-0.0003517+0.0003526i,-0.00041712-4.9647e-05i,-0.00056871+0.00045472i,-0.00055623+0.00087214i,-0.00013871+0.0004122i,-0.00026759+0.00043765i,0.00025348+0.00027497i,0.00050459-0.000132i,-1.1954e-05-0.00089824i,-0.00031439-0.00090308i,-0.00010218-0.00012372i,0.00043505+0.00013087i,0.0004387-0.00026942i
-0.0023435+0.00042445i,-0.0023659+0.0012282i,-0.0018915+0.0016736i,-0.0011663+0.0010044i,-0.00072352+0.00041502i,-0.00062253+0.00054689i,-0.001057+0.0011088i,-0.0013359+0.0019772i,-0.00083765+0.003295i,-5.452e-05+0.0036486i,-6.8637e-06+0.0022647i,-6.8832e-05+0.00030227i,-0.00017798-0.00055377i,0.0004698-0.000409i,0.0015103-0.00067295i,0.00060489-0.0007291i,-0.00056588+0.00045529i,-0.00063872+0.0011131i,-0.00034871+0.00016524i,0.00024404-0.00023853i,0.00072304+0.0002651i,0.00056691-0.00030366i,0.00032228-0.00043791i
-0.0015651+0.0014339i,-4.8762e-05+0.0023344i,0.0012136+0.0044643i,0.00091016+0.003922i,0.0003704+0.0017766i,-0.00056245+0.0011249i,-0.0032371+0.0026895i,-0.0048998+0.0053555i,-0.0032271+0.0079394i,0.00012307+0.007778i,0.0017175+0.0053859i,0.002161+0.0034745i,0.0023597+0.0013585i,0.0015088-0.00051948i,0.00093284-0.0011051i,0.00050042-0.00089366i,-0.0001636-0.00022255i,-0.00045811-0.00041171i,-0.00034885-0.0012706i,-2.2721e-06-0.0010871i,-0.00045029-0.00067944i,-0.0003647-0.00076633i,-8.4657e-05-0.0010328i
-0.001489+0.00037636i,-0.00076482+3.441e-05i,-0.00041348+0.00090421i,1.5729e-05+0.00055527i,0.00091827-0.00041359i,0.00068199+2.3846e-05i,0.00095108+6.7005e-05i,0.0019206-0.00069503i,0.0016269-0.0014878i,9.9106e-05-0.0014817i,-0.0010734-0.0016535i,-0.0021364-0.0018345i,-0.0027165-0.00063263i,-0.0015669+0.00051489i,-0.00063756+0.00039786i,-0.00018563+0.00044193i,0.00036351+0.00039417i,0.00080732-0.00064711i,0.00026376-0.00072697i,-9.896e-05+4.0937e-05i,0.00054523+0.0005186i,0.00065864+0.00023838i,0.00056443-0.00049105i
-0.0010299-0.0006543i,-0.0025219+0.00034785i,-0.0030586-0.00027411i,-0.0023495+0.0004902i,-0.0017026+0.0013538i,-0.001187+0.0018098i,-0.00063653+0.0013279i,0.00040895+0.00062441i,0.00078418+0.00040528i,-0.00026613-0.00042335i,-0.0012677-0.0005133i,-0.001458-0.0002769i,-0.00093125-0.00076842i,0.00013265-0.00057148i,0.0008722+0.00020466i,0.00026452+2.9871e-05i,-0.00069341-0.00070851i,-0.00051098-0.00063224i,0.00041571-4.54e-05i,0.00044442-0.0002773i,-0.00032166-0.00037676i,-0.00016334-0.00026452i,-0.00049631-0.00045887i
0.0021983-0.00048466i,0.0019963-0.0012025i,0.0025218-0.0023727i,0.0018519-0.0017458i,0.00075391-0.00067728i,-0.00016999-4.7791e-06i,-0.00054609+0.0009376i,0.0006847+0.0014219i,0.0011328+0.00046605i,0.00050012-0.00091073i,-0.00016438-0.0015189i,-0.00020043-0.00066835i,-0.00032716+0.00011064i,-0.00037392-2.5954e-05i,-1.1397e-05+5.3975e-05i,0.0010194+0.00035222i,0.0011056+0.00034736i,-0.00046665-0.00016799i,-0.00051125-0.00071815i,0.00058992-0.00042295i,0.00015968-0.0001484i,0.00036531-0.00055205i,0.001112-0.0010288i
9.1497e-05-0.00037156i,-0.00032005-0.00051943i,-0.00045769+9.8608e-05i,0.00018724+0.00019497i,0.00014511+1.2708e-05i,0.00036218+0.0010979i,0.00046492+0.0019846i,0.00082131+0.0014133i,0.00095453+0.00011475i,0.00053287-0.00073755i,-0.00011528-0.00094679i,-0.00079447-0.00078656i,-0.001277-0.00014201i,-0.0010728+0.00032127i,-0.00051336+6.9593e-05i,-0.00021424+5.9933e-05i,-6.4479e-05+0.00058374i,-0.0002072-0.00016978i,-0.0001437-0.00045176i,0.00013682-0.00017377i,-9.9691e-05-0.00019896i,-0.00075092-0.00056178i,-0.00053868-0.00017717i
-0.0012684-0.0010331i,-0.00090728+3.2931e-05i,-0.00074307+0.00084143i,-0.0011778+0.0013204i,-0.0010794+0.0017014i,-0.00083616+0.002019i,-0.00034931+0.0014539i,0.00034005+0.00016789i,0.00085969-0.00052934i,0.00063217-0.00061736i,0.00024057-0.00048588i,2.6434e-05-0.00092304i,-0.00020132-0.0012859i,-0.0002507-0.0011292i,0.0006218-0.00041235i,0.0012484-6.1165e-05i,0.00083971+8.8137e-05i,-0.0002183-0.00019695i,-0.00070526-0.00032523i,-0.00055587-0.00012055i,-0.00053064-0.00026294i,-9.45e-05-4.8092e-05i,-1.498e-05+4.0914e-05i
0.0012227+0.0010643i,0.0016265+0.00033734i,0.0021757+0.00040611i,0.002101-0.00017702i,0.0010731-0.0014353i,0.0004961-0.0016138i,0.00099827-0.00042484i,0.0010808+0.0002961i,7.2883e-05+0.0001992i,-0.00051306-9.3445e-05i,-0.00044178-0.00085458i,-0.0007046-0.0010367i,-0.00032906+8.9107e-05i,-0.00029132+0.0008943i,-0.00040726+0.00067431i,0.00035753+0.00037542i,0.00049669+0.00043078i,0.00011389+0.00018296i,4.673e-05+0.00026916i,-0.00014607+0.00047111i,-0.00060478+1.279e-05i,-0.00051042-0.00018565i,0.00020613-0.00036942i
-6.2848e-05-2.6926e-05i,0.000226+2.7677e-05i,0.0001178+0.00014852i,-0.00029203+0.00033035i,0.00015457+4.8075e-05i,4.0134e-05-0.00038835i,-0.00056872+0.0003165i,-0.00064507+0.00068426i,-0.00037718+0.00022198i,7.3196e-05+0.00024246i,-0.0003479+0.0002121i,-0.0015652-2.0027e-05i,-0.0017478-0.00044093i,-0.0006682-0.00035024i,0.00020688+4.0943e-05i,0.00048026-0.00013681i,0.00055161-0.00064496i,0.00023132-0.00025341i,3.7912e-06+0.00014591i,-0.00015317-0.00079749i,-0.0004606-0.0013153i,-0.00084698-0.00040592i,-0.00096744+0.00041299i
0.00071577-0.00017005i,0.0016724+0.00035767i,0.0022938+0.0018656i,0.0015149+0.0020602i,0.00032474+0.00027112i,-0.00030153-0.0007287i,6.3046e-05-2.1187e-05i,0.001008+0.0011932i,0.0015032+0.0017114i,0.00082909+0.00037903i,0.00017861-0.0011002i,-0.00046598-0.00095453i,-0.0013267-0.0002813i,-0.0012802+0.00077575i,-0.00048531+0.00079655i,0.00069774+0.00020542i,0.0016029+0.00013793i,0.0013927-0.00013662i,0.00076563+5.6448e-05i,0.00037479+4.2971e-05i,0.00040444-0.00064309i,0.00087699-0.00012973i,0.001307+0.00024013i
-1.7306e-05+0.0011251i,-0.00078016+0.0012637i,-0.00085706+0.001533i,0.00039593+0.0010746i,0.0013954+0.00076208i,0.0010731+0.0007873i,-7.5111e-05+0.0013037i,-0.00039723+0.0017289i,-0.00017162+0.0015903i,-1.5497e-05+0.00082446i,0.00012111-0.00030324i,-0.0012178-0.00081475i,-0.0013498-0.00075933i,0.00023137-0.00052242i,0.001298-0.0005106i,0.0016902-0.00054575i,0.0016994-0.00028344i,0.0013573-0.00011804i,0.00054658-0.00021828i,-0.00036615-0.00021846i,-0.00076686-0.00032212i,-0.00073838-0.00069347i,-0.00062928-0.00035398i
-0.0011157-0.00013491i,-0.001134+0.00018527i,-0.001328-8.1508e-05i,-0.00098091-0.00040089i,-0.00035987+0.00017834i,-4.2157e-05+0.0001265i,0.00057878-6.8599e-05i,0.00087943+0.00018574i,0.00091661-0.00012199i,0.0012954-0.00010373i,0.00072121-0.0003709i,-0.00029424-0.00095306i,-0.00080873-0.00066773i,-0.00087883-0.00054806i,-0.00055995-0.00060431i,6.0438e-05-0.00045747i,0.00032472+7.102e-05i,-0.00021084+0.00018081i,-0.00093554-0.00029447i,-7.5473e-05-0.00020987i,0.00059565-0.00029013i,0.00087702-0.0010221i,0.00086294-0.00060476i
-0.00019897-0.00026438i,0.00041107+0.00029079i,0.00088305-0.00025648i,0.0009761-0.0011357i,0.00087837-0.00072024i,0.00059897+0.00079875i,0.00014285+0.0014297i,0.00053487+0.00092761i,0.00077871+0.00052431i,0.00081239-3.2303e-05i,0.0005573-0.00039725i,-9.1175e-05-0.00044905i,-0.00033839-0.00062709i,0.000332+1.8337e-05i,0.0011256+0.0012294i,0.0012332+0.0010796i,0.00084288+0.00012761i,0.00074956-0.00053075i,-0.00014941-0.00039394i,-0.00094118+0.00086943i,-0.00040314+0.00060742i,0.00012965-0.00092257i,-3.9606e-05-0.00072956i
-0.00012473+0.0018783i,0.00086187+0.0015144i,0.00087673+0.0013361i,0.00085484+0.0013227i,0.00071596+0.0016278i,0.00097059+0.00088564i,0.00054835-0.00012975i,-0.00031682-0.00045895i,-0.00075581-0.00017095i,0.00027002-0.00037078i,0.0013997-0.00095588i,0.00045364-0.0011643i,-0.00059985-0.00050641i,-0.00069426+0.00050614i,-0.00025238+0.001097i,0.0011852+0.0011685i,0.0012388+0.00032128i,0.00028111-0.00054675i,6.203e-06-0.0011404i,0.00017567-0.0016085i,-0.00046747-0.001076i,-0.00052602-0.00035854i,0.00080625-0.00020105i
0.0006537-0.00045739i,0.00039226+0.00023598i,-0.0008002+0.00026643i,-0.0015164-0.00051747i,-0.001667-0.0014222i,-0.0010285-0.0011004i,-0.00012999+3.4477e-05i,-7.7511e-05+0.0010473i,-0.00048917+0.0011659i,-0.0006305+0.00013503i,-0.00044357-0.00015452i,-0.00039387-0.00033599i,-0.00067154-0.00040525i,-0.0001127+0.00018707i,0.00041427+0.00087631i,0.00074062+0.00050505i,0.0011063+8.7837e-05i,0.00074891-0.00055979i,0.00026715-0.00043926i,0.00030266-0.00017642i,0.00024509-0.00031868i,-6.0423e-05-0.00025977i,-0.00083038-8.8787e-05i
0.00034549-0.0030225i,-3.7983e-05-0.0030179i,-0.00032016-0.0022647i,-4.9466e-05-0.0012247i,-0.001091+8.0463e-06i,-0.0018199+0.0011182i,-0.00067373+0.0011354i,0.00036297+0.00029609i,0.00028829+0.00021265i,-0.00071709+0.00041626i,-0.00055304+0.00070283i,-0.00015243-0.00029151i,4.0618e-05-0.00063389i,-2.9983e-05+0.00068356i,-0.00027379+0.00045329i,0.00021039-0.00016901i,0.00056345+0.00066344i,0.00017052+0.00061213i,7.2999e-05+5.1928e-05i,0.00041932+0.00094985i,0.00061031+0.0013516i,0.00078676+0.00084657i,0.0009175+0.0008028i
-0.00039299+0.002274i,4.3799e-05+0.0020552i,0.00013097+0.0013847i,0.0010753+0.00096601i,0.0019381+0.0003486i,0.0020032-4.2465e-06i,0.0018998+0.00048478i,0.0010972+0.0013148i,0.00061383+0.0013235i,0.00043022+0.00082263i,-8.4998e-05+7.1874e-05i,-0.00072059-0.00058378i,-0.0012241-0.00099526i,-0.00081087-0.00051429i,0.00053011+0.00022682i,0.0012891+0.00023665i,0.0011195+0.00017754i,0.00069057-0.00013873i,8.8896e-05-0.00016777i,-0.0008652-0.0001899i,-0.00082243-0.0004555i,-9.4159e-05-0.00050545i,1.8717e-05+3.1293e-05i
0.00027963+0.0010788i,0.00096762+0.0017022i,0.001891+0.0025515i,0.0023882+0.0010877i,0.0018879-3.2568e-05i,0.00072565+0.0008067i,-3.2137e-05+0.0012754i,0.00040029+0.001024i,0.00057234+0.0011457i,0.00013008+0.00042839i,-0.00030693-0.00057494i,-0.00013076-0.00071851i,3.0363e-05-0.00072732i,-0.00058988-0.00040301i,-0.00084718-0.00011052i,-8.7059e-05-0.00031978i,0.00079006+0.00010603i,0.00047621+0.00036713i,-0.00045091-0.00010498i,-0.00075821-0.00012421i,-0.00030345+0.000654i,-0.00035902+0.00087871i,-0.00048726+0.0003096i
-0.00029248-0.00031598i,-0.0015648+0.0012262i,-0.0019888+0.0019028i,-0.0013805+0.0010593i,-0.00038018-0.00026122i,-0.00050998-3.758e-05i,0.0003315+0.00093634i,0.0010086+0.00088717i,0.00044878+0.0010167i,0.00050503+0.00073251i,0.00046679+0.00039785i,-7.5162e-05+0.00021178i,-0.00065585-0.00015799i,-0.00066383-0.00029512i,0.00017462-0.00029681i,0.00049126-0.00095542i,0.00019735-0.0014655i,1.4841e-05-0.00075578i,-0.00043645-7.4345e-05i,-0.00095961-0.00035414i,-0.00054631+0.00027348i,0.00050627+0.00083561i,0.00086598+8.6743e-05i
-0.00052233+0.0019045i,0.00013642+0.0017061i,0.0017646+0.0012196i,0.0024394+0.0013514i,0.0016493+0.00015893i,4.768e-05-0.00037717i,-0.001021+0.00096112i,-0.00071026+0.0016013i,-0.00011577+0.0011456i,-0.00084056+0.00028229i,-0.0013239-0.00072461i,-0.00047573-0.0012492i,4.2959e-06-0.0012369i,-0.00037121-0.0012418i,-0.00045045-0.0010889i,0.00050973-0.00057519i,0.0011819+0.00045261i,0.00084183+0.00071435i,-0.00014159+0.0002125i,-0.00046122+0.00047989i,-0.0003571+0.0011312i,2.14e-05+0.00038059i,0.00013878-0.00033123i
0.00069961+6.5254e-05i,0.00026342-0.00037294i,-0.00013067+0.00060638i,-0.00030242+0.0013124i,-0.00027882+0.00072342i,-0.00067967+0.00090449i,-0.00070649+0.0019861i,0.00041957+0.0022949i,0.0014823+0.0014742i,0.001351+0.00044101i,0.00078287-0.00034693i,0.00019258-0.00026207i,-0.0011774+0.00021451i,-0.0013555+8.6261e-05i,-0.00068395+0.00048517i,-0.00011289+0.00028666i,0.00062256-0.00042179i,0.00031814-0.00032635i,-0.00017132+0.00023556i,-0.00030033+0.00031088i,-0.00031833-0.00069691i,-0.00010622-0.00054659i,0.00013416-5.8547e-05i
0.00011009+0.0019124i,0.00021367+0.0012404i,0.001142+0.0017364i,0.0014888+0.0019609i,0.00098732+0.0010013i,0.00072701-0.00029405i,0.00071701+0.00028279i,0.00057937+0.0010212i,0.00051387+0.00074813i,0.00063007-0.00021649i,0.000825-0.0013009i,0.00076313-0.00064429i,0.00046944+0.00032906i,0.00061771+6.4e-05i,0.00042015+0.00041782i,-0.00063918+0.0012476i,-0.00081714+0.0010537i,4.2719e-05+0.00055721i,0.0003796+0.00020464i,0.00031289-0.0001193i,3.0983e-05-6.9929e-05i,8.8799e-05-1.3796e-05i,0.00066032+0.00046679i
-0.001239+0.00082811i,-0.0010368+0.00097945i,-0.00053086+0.00094639i,0.0003731+0.00076893i,0.00082479+0.00129i,0.00038082+0.0020681i,1.8319e-05+0.0012289i,-0.00022369+0.00062531i,-0.00036418+0.0010477i,-3.6593e-05+0.00072828i,-0.00067058-0.00020073i,-0.0018489-0.00067531i,-0.001452-0.00067983i,-0.00037316-0.00018533i,0.00085537+0.00018611i,0.0010864-0.00016521i,-0.00014172-0.00043245i,-0.00048376-8.8514e-06i,-6.8572e-05+1.9314e-05i,0.00014156-8.5948e-06i,0.00031233+6.8871e-05i,0.00016041-0.00026054i,-0.0005048-0.00043192i
0.0025027+0.00053991i,0.0022504+0.00033742i,0.0012208-0.00073271i,2.4412e-05-0.0015881i,0.00033778-0.00082181i,0.00052154-0.00017184i,-0.00012761+0.00068751i,0.0002326+0.0010481i,0.00051777+0.0005447i,-0.00033905+0.00030477i,-0.0012793-0.00072673i,-0.0011406-0.0011003i,-0.00044651+0.00011899i,0.00023337+0.001361i,0.00034411+0.0012082i,0.00050447+0.00042888i,0.0010042+0.0001223i,0.00017798-0.00017757i,-0.00026447-0.00013934i,-3.1513e-05+3.9096e-05i,0.00033816-0.00044504i,0.0010224-0.0005811i,0.00024714-8.4952e-05i
0.0006793-0.0023878i,-7.4896e-05-0.0020378i,-0.00073599-0.0015553i,-0.0010637-0.00052091i,-0.0016028+0.00028515i,-0.0012986+0.0014703i,-0.00071477+0.0018144i,-0.0006149+0.0012362i,-0.00033764+0.00046284i,-0.00065184+0.00020602i,-0.00082927-0.00026288i,-0.00072229-0.00056788i,-0.00043441-0.00043575i,0.00035505+7.9121e-05i,0.00071854+0.00030406i,0.00086445-0.00038909i,0.00054463-0.0003353i,0.00059138+0.00038468i,0.00089728+0.0011181i,0.00011685+0.0014882i,-0.0010219+0.0010151i,-0.0010921+0.00016292i,-0.001174-0.00019144i
6.3966e-05+0.0015899i,0.00032543+0.000996i,0.0014778+0.00095009i,0.0020224+0.00098077i,0.00099499+0.0015355i,0.00035291+0.0014726i,-0.00023288+0.0012721i,0.0004804+0.0010902i,0.0015342+0.0010913i,0.00064597+0.0012236i,0.00011226+0.00071764i,-0.00017705+0.00033028i,-0.00064065+0.00061626i,-0.00066602+0.0010461i,-0.00025466+0.00095473i,0.00012654+0.0012383i,-0.00049544+0.0011299i,-6.2092e-06+0.00020696i,0.00068405-0.00018864i,7.5381e-05-7.8729e-05i,-0.00048966+0.00014116i,-0.00055436+0.00022867i,1.2591e-05+0.00026944i
0.0012574+0.00051143i,0.00092686+0.0012064i,0.00022598+0.0011615i,1.6334e-05+0.0005494i,0.00011289-0.00010334i,-0.0003698-0.00067597i,-0.00021631-0.00062294i,0.00069445+0.0002518i,0.00057668+0.00077025i,-8.8405e-05+0.00057248i,-0.00012848-5.0835e-05i,-0.00061512-0.00021815i,-0.0014303+0.00031861i,-0.00084496+0.00041639i,0.00050155+0.00053538i,0.000504+0.00067332i,0.00064004+0.00074938i,0.00073267+0.00076336i,-3.4462e-06+0.00026212i,-0.00064317-2.4136e-05i,-0.00036789-7.5768e-06i,-0.0001823+7.6627e-05i,0.00045028+0.00045707i
0.0019893-0.0010757i,0.0016411-0.0016732i,0.0019707-0.001878i,0.001652-0.00098418i,0.00014946+0.00017564i,-0.00073793+0.00052196i,-0.00053543+0.00085244i,-0.00014477+0.00081469i,6.9595e-05+0.0003947i,8.7567e-05-0.00026814i,-6.7062e-05-0.00089737i,-0.00061284-0.0014092i,-0.00038794-0.00034991i,-0.00012669+0.0007249i,-1.1401e-05+0.00013423i,0.00080663-0.00043172i,0.0010788-0.00050813i,0.0002967-0.00099167i,-0.00019517-0.0011792i,0.0003465-0.00014824i,0.00018193+0.00093805i,-0.0010657+0.00044059i,-0.00099216-0.000258i
0.0010497+0.001884i,0.001912+0.0013978i,0.0028316+0.000922i,0.0029001-0.00085083i,0.0021272-0.0013889i,0.00040915+0.00038723i,-0.00081046+0.00054961i,-0.0003072+0.0007524i,4.3196e-05+0.0018244i,-0.00073673+0.0015483i,-0.0008767+0.00054396i,-0.00081018-0.00041463i,-0.00087836-0.00046666i,-0.0011774-0.00033123i,-0.00066791+0.00015431i,2.1408e-05+0.00099095i,0.0004228+0.00085641i,0.00023189-5.6179e-05i,-0.0011988-0.00052713i,-0.0013983-0.00028492i,-0.00056109+0.00027688i,-0.00043421+0.00065465i,-0.0004207+0.0010351i
0.00065602+0.00076306i,-6.1183e-05+0.00066327i,-0.00024702+0.0014687i,-0.00037026+0.0018573i,4.2253e-05+0.0012616i,-0.00031075-2.5636e-05i,-0.00073362+6.0179e-05i,-0.00018205+0.00083834i,8.1457e-05+0.00091909i,0.00031391-0.00026356i,-0.0001077-0.001225i,-0.00053189-0.0011921i,-0.00014545-0.00075245i,-0.00015254-0.00021531i,0.00039493+9.6213e-05i,0.00071799-0.00012959i,0.00034525-0.00081387i,-0.00019302-0.0012535i,-0.00010032-0.0011677i,-0.00046006-0.0011993i,-0.00090443-0.00045814i,-4.1289e-05+1.9544e-05i,0.000584-0.00022158i
-0.00052239-0.00027883i,-0.0005539+0.00079728i,-0.0003532+0.00089225i,-0.00021539+0.00089082i,-6.8069e-06+0.00068605i,0.00018513-6.6941e-05i,0.0010564+5.6591e-05i,0.0016153+0.00090715i,0.0012103+0.0011604i,0.001437+0.00046149i,0.0011691-0.00094242i,-0.00018836-0.0015609i,-0.00077918-0.00046588i,0.00020402+0.000273i,0.00077969-2.0595e-05i,0.00078289+0.00020352i,0.00037774+0.0003753i,0.00018282-9.0735e-05i,0.00022262+3.9595e-05i,-2.1127e-05+9.8433e-06i,-0.0007463-0.00012672i,-0.0011267-5.7772e-05i,-0.001092-0.00049934i
-0.00037799-0.0020052i,-0.001971-0.0019157i,-0.0026225-0.0023913i,-0.0026212-0.0015551i,-0.0020614-0.00029046i,-0.0012246+0.0010663i,-0.00034298+0.0021079i,0.00093407+0.0017434i,0.0014483+0.0010317i,0.00067545+0.00084907i,0.0001638+0.00063878i,-0.00032718+0.00034155i,-0.00037724+7.2293e-05i,-0.0003022+0.00029872i,9.0008e-05+0.00034272i,0.00073082-0.00023487i,0.00073673-0.00059937i,0.00037281-0.00076615i,-0.00022329-0.00026481i,-6.6244e-05+0.00049016i,0.00017608+0.0006607i,-0.00053737+0.00046574i,-0.00019109+6.5357e-05i
-0.0010427+0.00066846i,-8.8879e-05+0.00083488i,0.0006207+0.0011574i,0.00055349+0.0010105i,0.00060023+0.00046812i,0.00067665+0.00066351i,-7.121e-05+0.0011745i,-0.00014106+0.0011898i,0.00036019+0.00022583i,0.00055034-0.00022937i,0.00029756-0.00026202i,-0.00047808-0.00049465i,-0.0011488-6.3963e-05i,-0.00052654+0.0002322i,0.00059428+0.00079533i,0.00090845+0.0012195i,0.00068542+0.00028684i,-0.00012312-0.00077457i,-0.00061224-0.00077126i,-0.00024398-9.4542e-06i,0.00057328+0.00083235i,0.00066704+0.00056084i,0.0005517-0.00082251i
-0.0018196-0.00069409i,-0.00071694+4.7704e-06i,-0.00038185+0.00092865i,-0.00023729+0.0022137i,0.00058821+0.0031896i,0.0003937+0.0023121i,-2.6476e-05+0.00078009i,3.3775e-05+0.00065851i,0.00010279+0.00069924i,0.00063672+1.8916e-05i,0.00017575-0.00070628i,-0.00024839-0.00039449i,0.0003994-0.00010059i,0.0005439-0.00010106i,0.00063215-0.00033393i,0.00077989-0.00030896i,0.00046197+9.6813e-05i,0.00068658-6.7398e-05i,0.00092379-0.00043089i,0.00060474-0.00034582i,-0.00034369-0.0001222i,-0.00078632-8.7725e-05i,-0.00069131-0.000604i
-0.0011231-0.00055556i,-0.00045949+0.00028161i,-0.0002396+0.0012809i,-0.00074989+0.0015211i,-0.00058266+0.0012404i,-0.00071818+0.0014106i,-0.0011562+0.00064735i,-0.00067336+0.00025004i,0.00013368+0.001263i,0.00015877+0.0014582i,0.00069072+0.00031384i,0.00092591-0.00049613i,0.00048909-0.00090838i,0.00025102-0.00029016i,0.001108+3.1271e-05i,0.0016346-0.00060432i,0.0013621-0.0010423i,0.0005268-0.00066084i,-0.00017428-0.00042783i,5.4523e-05-0.0008158i,0.00041953-0.00055026i,-0.00031918+0.00012859i,-0.00064409+0.00025074i
0.0012478-0.00069028i,0.0019117+0.00011904i,0.0017004+0.0010272i,0.00069678+0.00047379i,-0.00051929-0.00064778i,-0.00049865-0.0006929i,-0.00010706+0.00018884i,-8.0452e-05+0.0013449i,-0.0007333+0.00060607i,-0.0012492-0.00066055i,-0.0011279-0.00075562i,-0.001016-0.0009331i,-0.00057394+1.3226e-05i,-0.00025733+0.0015612i,-0.00010871+0.0011656i,0.00054833+0.00040212i,0.00056495+0.00032536i,0.00024614+6.3305e-05i,-0.00030649-0.0003527i,-0.00037371-3.7251e-05i,0.00043166+0.00090027i,0.00031477+0.00047394i,-0.00062524-0.0004332i
-0.0011278+0.0011013i,-0.0003408+0.00066415i,0.00038166+0.00076289i,0.0014367+0.0017437i,0.0018139+0.0012089i,0.0010355-0.00028314i,0.00039366-0.00027351i,-8.7834e-05+0.00040464i,3.7007e-05+0.0010645i,1.494e-05+0.001256i,0.00016019-0.00014476i,0.00026205-0.001174i,0.00027759-0.00073555i,0.00032755+6.3314e-06i,0.00028699+0.00068899i,-1.1696e-05+0.00094821i,-0.00027304+0.00054963i,0.000363+0.00011702i,0.00049429-0.00045439i,0.00061597+0.00033466i,0.001297+0.0013312i,0.0012751+0.00080193i,0.0003464+0.0001552i
-0.0010923-0.00094683i,-0.0010529-0.00068307i,-0.00036676-0.00057242i,-0.00010082+0.0003378i,-0.00051124+0.0019183i,-0.00047563+0.0022861i,0.00034242+0.0016074i,0.00067784+0.0014162i,0.00019109+0.0014739i,0.0003243+0.0012021i,0.00047711+0.00087218i,0.00034617+0.00056016i,0.00028842-0.00016591i,-9.2524e-05-0.00020383i,0.00010196+7.2333e-05i,0.00048484+0.00041795i,0.00041992+0.00054891i,0.0004685+0.00016164i,0.00013223-8.7449e-05i,-0.001007+0.00026669i,-0.0012848+0.00071622i,-0.00051127+0.00035898i,4.173e-05+9.509e-05i
-0.00026498+0.00029594i,-0.00018665+0.0011571i,0.00094451+0.0026881i,0.0017584+0.0024865i,0.0010736+0.00077792i,0.00013525-0.00020083i,0.00029183+0.00050001i,0.0010098+0.00044917i,0.0012651-0.00042009i,0.0011889-0.00024039i,0.0004392-0.0002713i,-1.9044e-05+3.0547e-05i,-4.0934e-05+0.0008513i,-0.00023899+0.00099048i,-0.00015647+0.00078483i,1.4329e-05+0.00038512i,0.00029224+0.00015689i,0.00067791+5.2375e-05i,0.00039966-0.0004317i,-0.00043088-0.00026164i,-0.00086586+0.00020188i,-0.001+9.6281e-05i,-0.00038709-0.00023782i
-0.00056059-0.0005254i,-0.0013329-0.00050397i,-0.00046438-0.00025337i,0.00048341+0.00045302i,0.00059568+0.0017149i,-5.9388e-05+0.0017672i,-0.00019383+0.0016918i,0.00061473+0.0011029i,0.0010795+0.00060243i,0.00073792+8.2994e-05i,-0.00031178-0.00061712i,-0.00048307+0.00014761i,-0.00013124+0.00080434i,0.00047054+0.0010222i,0.00050353+0.0012811i,1.5071e-05+0.0010108i,-5.244e-05+0.00014338i,0.00054927-0.00038298i,0.00016624-0.00062759i,-0.00024914-0.0001943i,-0.00011817+0.00079061i,1.1152e-05+0.0012018i,0.00010375+0.00071388i
-0.0003654-0.00011812i,-0.00011783+7.2688e-05i,-0.00087875-0.00045266i,-0.00023639-0.00013767i,9.8732e-05+0.0014261i,-0.00081568+0.0018101i,-0.0006776+0.0012095i,-0.00070895+0.00083965i,-0.00076486+0.00036115i,-0.00021037+0.0002914i,-0.00032484-2.2515e-05i,-0.00084272-0.0010171i,-0.00037233-0.00077526i,0.00027213+3.0518e-05i,-3.8437e-05+7.6763e-05i,-0.00033747+0.00034823i,-0.00039819+0.00024321i,-0.00048688-0.00064898i,-0.00030492-0.0011926i,-0.00045828-0.00077991i,-4.2677e-05-3.1791e-06i,0.00049532-0.00022915i,0.00026999-0.00065186i
