0.0010836+0.0036047i,0.0013048+0.0022808i,0.00073343+0.00059861i,0.00092935-0.0010165i,-0.00030143-0.0017205i,-0.0026876-0.0011959i,-0.0028529+0.0002081i,-0.0012769+0.00092263i,0.00064169+0.00045683i,0.0016366-0.00017003i,0.0009701+0.00024244i,-0.00052381+0.00026507i,-0.00054882-0.0005622i,-7.3377e-05-0.0010822i,-0.00010518-0.0010241i,-0.00029257-0.00043506i,0.00032483+0.00037149i,0.00084713+0.00080919i,0.00056365+0.00079794i,8.2604e-05+0.00030742i,0.00026051-0.00074186i,0.00043428-0.00068697i,0.00085141+6.9505e-05i
0.00020746+0.0018258i,0.0010151+0.0021805i,0.0017101-0.00011458i,0.00071187-0.0018037i,-0.00059155-0.0016795i,-0.0015416-0.0021744i,-0.0013497-0.0026432i,-0.00028167-0.0016493i,0.00067038-0.0010918i,0.00014745-0.0011029i,-0.00046283-0.0011791i,-0.00019348-0.00065951i,-0.00085163+0.00016236i,-0.00097413+0.0001984i,-0.0002665+0.00063066i,-5.7671e-05+0.00080232i,0.00073405+0.00044862i,0.00064752+0.00011669i,-0.0005+4.7001e-06i,-0.000435+3.5294e-06i,0.00017753+0.0001289i,-6.0038e-05+0.00014824i,-0.00014696+0.00011997i
0.000694+0.00012331i,0.00067443+0.0021969i,0.0006019+0.0025339i,0.00042003+0.00096811i,-0.00025027-0.00049106i,-0.0010747-0.0010205i,-0.0023618-0.0011563i,-0.0025165-0.00089091i,-0.0010299-0.00079339i,0.00043287-0.0012119i,0.0012043-0.0011486i,0.00099838-0.00040615i,5.6756e-05+0.00019901i,-0.00041239+0.0012772i,-0.00014693+0.0010824i,0.00022527+0.00014536i,-0.00013114+9.0199e-05i,-0.0012301-0.00038905i,-0.0011045-0.00045884i,-0.00040317+0.00047646i,-0.00071257+0.0010235i,-0.00073168+0.00076562i,-3.15e-05+0.00059461i
0.0010782+0.0015229i,0.0018012+0.00032464i,0.00080009-0.0011297i,4.5123e-05-0.0017791i,-0.00073728-0.0020074i,-0.0011744-0.0014539i,-0.0007623-0.00084072i,-0.00063903-0.00023966i,-7.0672e-05-3.4904e-06i,0.00026526-0.00021739i,-0.00034962+0.00030187i,-0.00073484+0.00071046i,-0.001085+0.00086108i,-0.0012492+0.00068209i,-0.001211+0.00086198i,-0.00071484+0.001394i,0.00036978+0.001132i,0.00031247+0.0007266i,0.00025196+0.00062383i,0.0004213+0.00025091i,3.5564e-05-0.00028866i,-0.0001417-0.00064659i,-0.00037852-0.0011792i
0.0014365+0.0016008i,0.0022778+0.0012544i,0.0031515+0.00025195i,0.0019858-0.00048841i,-0.00012316-0.0014357i,-0.0011626-0.0016048i,-0.0014489-0.0012042i,-0.00069965-0.0004731i,-0.00029852+0.00065883i,-0.00012634+0.00090906i,0.00038316+0.0010924i,0.00056908+0.001399i,0.00011221+0.00091515i,6.7614e-05+0.00071574i,0.00078676+0.00032641i,0.00037853+0.00019957i,-0.00041036+0.00032977i,-0.00059321-0.00014042i,-0.00039499-0.00053496i,6.5536e-05-0.00031853i,0.00053608-7.6977e-05i,0.00053062-0.00031099i,0.00041855+0.00010042i
-0.00061043-0.0005619i,-0.0001572+0.00085436i,-0.00099588+0.00097098i,-0.00080689+0.0013609i,-0.001029+0.0018526i,-0.0019332+0.00025541i,-0.0020384-0.0010284i,-0.0017046-0.00094792i,-0.00065522+0.00017843i,0.00010183+0.0012018i,0.00015017+0.0010345i,0.00036214-0.00048804i,-0.00014393-0.00094626i,-0.00017511-0.00059795i,0.00082817-0.00018368i,0.0014961+0.00016634i,0.0014355-0.00016411i,0.00097897-0.00015756i,0.00077717+0.00075569i,0.00065236+0.00095112i,0.00018393-1.1453e-05i,1.5741e-05-5.15e-05i,-0.00018542-0.00016641i
0.0018774+0.0012841i,0.0018661+0.0014132i,0.0015375+0.00028947i,0.00020941-0.0018737i,-0.0011826-0.002336i,-0.0012238-0.001506i,-0.00080949-0.0013733i,-0.0010525-0.00087475i,-0.00067464+0.00027188i,-3.7632e-05+0.00095515i,-0.000567+0.00051478i,-0.001268+1.0751e-05i,-0.0013696+3.3382e-05i,-0.0007159-0.00017688i,-0.00022621+0.00017466i,0.00010267+0.00050119i,0.0003542+0.0010233i,-0.0002027+0.0010045i,-0.0005331+0.00044979i,-0.0002971+0.00026682i,0.00012189+0.0001958i,0.00015185+0.00069546i,-0.00047129+0.00085713i
-0.00097191+0.00098628i,-0.00048142+0.00092554i,-0.0010881+0.00037984i,-0.0012827+5.954e-05i,-0.0017949-0.00095581i,-0.0025819-0.0020682i,-0.0023651-0.0018058i,-0.0016869-0.00097657i,-0.00076031-0.00048251i,-0.00017065+0.00065048i,-0.00023377+0.001162i,-0.00059542-3.8876e-05i,-0.00058251-0.00066502i,-0.00023584-0.00010359i,0.00011126+0.0004539i,0.00049095+0.00056233i,0.00041236+0.00019812i,0.00025442+0.00071353i,0.00039755+0.001215i,7.0924e-05+0.00059136i,-7.4196e-05+0.00039067i,0.00023023+0.00072902i,0.00025641+0.00014317i
0.0011389+0.001534i,0.002454+0.00089648i,0.0044192-0.00057133i,0.0043787-0.0016077i,0.001831-0.0013571i,-0.00058205-0.0011922i,-0.0011849-0.0013615i,-0.00098462-0.00063088i,-0.00096001+0.00025513i,-0.00082867+0.00076987i,-0.00045793+0.00056266i,0.00011911-0.00062944i,0.00038534-0.0013376i,-0.00015988-0.00057678i,-0.00077148+1.4888e-05i,-0.00045942+0.00048401i,8.0387e-05+0.00083535i,0.00044654+0.00084697i,0.00041836+0.00061247i,0.00013878+0.00055738i,0.00019971+0.00062342i,1.7547e-05+0.00075718i,-0.00010623+0.00058821i
-0.0017547-0.000682i,-0.0018854+0.0016083i,-0.0025824+0.0030797i,-0.0022874+0.0031629i,-0.0017166+0.0022705i,-0.0014286+0.00036899i,-0.00054459-0.001407i,-0.0003441-0.0013429i,-0.00086767-0.00052782i,-0.0006314+5.146e-05i,-0.00045701+0.00010057i,2.2836e-05+0.0010854i,0.0013245+0.0013139i,0.0022029+0.00031017i,0.0017019-0.00025922i,0.0011013-0.00020498i,0.00099734-0.00016279i,0.00067876-0.00013847i,0.00025723+0.00022754i,-0.00028226+0.0005926i,5.2318e-05+0.00027427i,0.00076865-0.0002948i,0.00054093-0.00061993i
0.0021939+0.0011025i,0.0031894+0.00012196i,0.0023351-0.00147i,0.00013448-0.002194i,-0.00084976-0.0025247i,-0.0010825-0.0028017i,-0.00050328-0.0020346i,0.00032824-0.0012836i,0.00015563-0.0013041i,0.0002399-0.00077068i,0.00044562-0.00022921i,-7.7888e-05+0.00046794i,-0.00010647+0.00059563i,2.9762e-05+0.00084422i,-3.0275e-05+0.0012828i,-0.00030148+0.0013489i,-0.00059554+0.00078i,0.00013101+0.00017482i,0.00048732-0.00018785i,-0.00010013+0.00016371i,-0.00046864+0.00031731i,-0.0010066-0.00011589i,-0.0014119-0.00016385i
-0.00011981-0.00032613i,-0.00038079+0.00022293i,-0.00059192-0.00045808i,-0.0011103-0.0011079i,-0.0013375-0.00073337i,-0.00090441-0.00087398i,-0.0005431-0.0013277i,-0.00032855-0.0012912i,-0.00025829-0.0010881i,-0.00079433-0.00074857i,-0.00085341-0.00043717i,0.00021439-1.0049e-05i,3.4946e-05+0.00043567i,-0.00032543-0.00011258i,0.00012635-0.00078493i,-3.2053e-05-0.00049576i,-0.00022027+4.8493e-05i,0.0002724+0.00054295i,0.0004753+0.00086872i,0.00055339+0.00062672i,6.8745e-05+0.00032252i,-0.00065297-0.00047361i,-0.00024643-0.0007988i
-0.001695-0.00056018i,-0.00054078+0.00043247i,0.00029663+0.0013251i,0.00072759+0.00082401i,0.00047226-0.00063375i,0.00070942-0.0021032i,0.00033656-0.0020219i,-0.00055853-0.00072827i,-0.00074436-0.00044313i,-0.0013239-0.0011574i,-0.00067161-0.00060174i,0.0010773+0.00058939i,0.0017461+0.00091713i,0.0012666+0.00074003i,0.00076199+0.00055821i,0.00086357+8.3033e-05i,0.00091973-0.0003223i,0.00073319-0.00072487i,0.0005126-0.00064507i,-0.00027843-0.0001043i,-0.0010937-0.0003572i,-0.0007293-0.0011748i,-0.00027391-0.00034279i
-0.0016625+0.0017229i,-0.00045372+0.002172i,-0.00012087+0.0020069i,0.00022625+0.0011458i,0.00077277-0.00014304i,-0.00017803-0.00080893i,-0.0012048-0.0010307i,-0.0009261-0.00088436i,-0.00016157-0.0005656i,-0.0001162-0.00012772i,-0.00031193+0.00048431i,-0.00084092+6.382e-05i,-0.00069161-0.00038905i,5.604e-05+0.00016379i,0.0003284-0.00022872i,0.00046539-0.0003701i,-1.1755e-05+0.0010939i,-0.00069712+0.0013713i,-0.0010371+0.0003642i,-0.00064901-0.00051926i,-0.00047334-0.0007251i,-0.00096744-0.00027411i,-0.00099255+0.00017528i
0.00042772-8.4893e-06i,0.00072975+9.4449e-05i,-0.00048671+0.00028296i,-0.0010197+4.4758e-05i,-0.00073921-0.00043044i,-0.0011007-0.0012641i,-0.0017337-0.0017225i,-0.0022543-0.0010266i,-0.0012764-0.00011255i,-0.00076846+0.00084032i,-0.00015592+0.0014342i,0.0011421+0.0011465i,0.0010706+0.00064212i,4.4005e-05+0.00023314i,-0.00014449-0.00015655i,0.00016221+0.00011495i,-0.00014829+0.00057801i,-0.00032218+0.00060457i,0.00020544-0.00044596i,0.0007563-0.00096759i,0.0002725-0.0002499i,-0.00053527+0.00062127i,-0.00029142+0.00091819i
0.0012911+0.0018081i,0.0013934+0.0012945i,0.00031365+0.0002583i,-0.00060394-0.00094275i,-0.0014951-0.0012663i,-0.0022754-0.0016538i,-0.0016703-0.0014142i,-0.0013673-0.00026661i,-0.00058119-5.3317e-05i,0.00050601+1.5053e-05i,0.0001114+0.00017516i,-3.4014e-05+0.00092646i,0.00013746+0.0015245i,0.00014013+0.00026443i,0.00024801-9.4537e-05i,-5.8744e-06+0.00082348i,-8.4276e-05+0.00044137i,5.3035e-05-4.5471e-05i,-1.7535e-05+5.6839e-05i,-0.00015091+0.00032722i,8.6305e-05+0.0006104i,-0.00026566+0.0010761i,2.7353e-05+0.001232i
0.0010812+0.00016601i,0.00095076-0.00090456i,0.0017057-0.0013479i,0.0012001-0.0022105i,0.00017445-0.002421i,-0.00087045-0.0024952i,-0.0015801-0.0031263i,-0.0014881-0.0019118i,-0.00079901-0.0001525i,-6.7182e-05+0.0001723i,-0.00081093+2.2313e-05i,-0.0013422+9.1102e-05i,-0.00015339-0.00067116i,0.00093869-0.0004748i,0.0009613+0.00021794i,0.0003775+0.00038263i,0.00012449+0.0001301i,0.00029414+0.00039798i,0.0010594+0.0013862i,0.0014161+0.0012001i,0.00082052+0.00067532i,-3.139e-05+0.00031136i,-0.00040993-0.00020306i
-0.00052862+0.0016272i,0.00033588+0.0022135i,0.00060929+0.0024803i,0.00071764+0.0018155i,0.00012862+0.00020087i,-0.00053496-0.0012902i,-0.0017225-0.0010303i,-0.0019273-0.00084199i,-0.0010692-0.00059637i,-0.00064952-0.00028785i,-6.8533e-05+0.00052286i,0.0011856+0.00080521i,0.0016999-0.00058618i,0.0009931-0.00052267i,9.0895e-05+0.00028909i,2.2312e-05-0.00021122i,0.00023174-0.00035794i,9.4365e-05+0.00047779i,-8.1863e-05+0.0011387i,-0.00024931+0.00057511i,-0.00043814-0.00031292i,-0.00049983-0.00075915i,-0.00035943-0.00011847i
0.00077828+0.00018485i,0.00091485-0.00096486i,0.0009695-0.0016535i,0.00051288-0.0014757i,0.00018694-0.00069513i,-0.00039388-0.0012924i,-0.00096143-0.0020159i,-0.00090964-0.0012947i,-0.00034853-0.0001955i,-0.0001751+0.00018976i,-0.00084415-0.00051395i,-0.00078298-0.00076544i,-0.00059357-0.00056202i,-0.0003249-0.00053864i,0.00066829+0.0001732i,0.00064026+0.00035907i,0.00014607-5.2132e-05i,0.00039712+3.2144e-05i,0.00089071+0.00077523i,0.0011302+0.00076978i,0.00054195-0.0001371i,-0.00056647+7.9483e-05i,-0.00032736+0.00065814i
3.8347e-05+0.002348i,0.00049772+0.0028542i,0.00032952+0.0023231i,0.00037238+0.00084221i,0.00039366-0.00067725i,-0.00071635-0.0014751i,-0.0011057-0.0018633i,0.00023993-0.001456i,0.0009843-0.00040156i,0.00048702+0.00042625i,0.00021327+7.8894e-05i,0.00021471-0.00013093i,0.00046043-5.0148e-05i,0.00059175+0.00055495i,-6.9834e-06+0.00066109i,4.3627e-05-7.0521e-05i,0.0006791-0.00056976i,0.001055-0.0005055i,0.00024594+0.00046832i,-0.00086024+0.00072272i,-0.00081502+0.0005201i,-0.00054828+0.00025351i,-2.7138e-05-0.00015727i
-0.0019304+0.00036848i,-0.00071914+0.0017546i,-0.00069839+0.0012701i,-0.00056547+0.00097422i,-7.9073e-05+0.0010231i,-2.1019e-05-0.00017928i,-0.00041875-0.001232i,-0.00085793-0.00097993i,-0.0013237-0.00051755i,-0.00085552+0.00023315i,-0.00024756+0.0013136i,6.5806e-05+0.00066771i,0.00059362-4.7673e-05i,0.00091255-0.0008017i,0.0014563-0.00066678i,0.00060649-0.00014812i,-0.00028827-0.00016596i,-0.0001609+0.00019575i,-0.00027784+0.00048286i,-0.00022367+2.4116e-05i,-0.00032716+1.4708e-05i,-0.00040113+0.00038551i,-0.00024249+0.00046658i
0.00023316+0.0018325i,0.00012905+0.0019024i,-4.0144e-05+0.0013508i,-2.4778e-05-0.0001097i,0.00065501-0.0015004i,0.00014909-0.0017265i,-0.0010773-0.00113i,-0.00088635-0.00099447i,-0.00041032-0.00060695i,-8.3487e-05-0.00018203i,0.00018744+9.0756e-05i,2.9929e-05-0.00010924i,-0.00039181-0.00070635i,-0.0003833-0.0011411i,-0.00053387-0.00036387i,-0.00032367+0.00011532i,0.00021948-0.00011921i,0.00043164+0.00011171i,0.00027352+0.00023112i,-0.00017166+3.9692e-05i,-5.381e-06-0.00049354i,0.00031013-0.00056487i,0.00020942-7.6309e-05i
-0.00085729+0.0001765i,-0.0010946-0.0004519i,-0.00077846-0.0014284i,6.7511e-05-0.0014431i,9.6487e-05-0.0013415i,-0.00083222-0.0020119i,-0.0015196-0.0023352i,-0.0020846-0.0021623i,-0.0017994-0.0015865i,-0.00063917-0.00057401i,-0.00016377+0.000186i,-0.00023758+0.00020855i,-0.00053628+0.00050349i,-0.00034027+0.00086012i,0.00032646+0.00058651i,0.00083381-0.00018047i,0.0008782-0.00064341i,0.00056651-0.00088189i,-5.1605e-05-0.0010317i,-0.00044097-0.00057216i,-0.00033497+0.00014782i,-0.00052254+0.00054986i,-0.00036675+0.00051634i
0.001798+0.00086989i,0.0027271-0.00036716i,0.0022762-0.00028879i,0.00044141-0.00018783i,-0.00091808-0.001376i,-0.00070655-0.001007i,-0.0009762-0.00039767i,-0.0012878-0.00086491i,-0.00035442-0.0007178i,0.00035663+0.00010049i,0.00038143+1.4112e-05i,0.0004048-0.00067133i,3.9751e-05-0.00049377i,4.6907e-06-1.5186e-05i,0.00068368-8.6656e-05i,0.00044526-1.8402e-05i,0.00028758-8.7594e-05i,0.0011829-0.00014082i,0.0010518+0.00046841i,0.00066182+0.00084686i,0.00066171+0.00039041i,0.00038985+1.1908e-05i,8.6289e-05+4.0464e-05i
-0.00059292+0.0013147i,-0.0008752+0.001698i,-0.0011797+0.0014329i,-0.0014486+0.00082061i,-0.0010393-0.0003136i,-0.00061519-0.0017067i,-0.00082308-0.0018558i,-0.0010763-0.0015519i,-0.00078371-0.0011167i,-0.00078847-0.0004638i,-0.00088009-8.1246e-05i,-0.00028945-0.00037344i,0.0007034-0.0010746i,0.00098031-0.00072536i,5.5067e-05+0.00021039i,-0.00052437-8.3817e-06i,-0.00027795+0.00022201i,-2.9949e-05-7.5838e-05i,-0.00015296-0.00047152i,-0.00053943+0.00037168i,-0.0005954+0.00063364i,-1.8365e-05-0.00010722i,0.00037049-0.00028654i
0.0012003+0.0008985i,0.0015086+0.00058088i,0.0014141+0.00055751i,0.00020055-0.00028695i,-0.00017795-0.0014782i,-0.00067896-0.0018042i,-0.0010684-0.0020469i,-0.00078287-0.0017192i,-0.00080645-0.0010771i,-0.00032203-0.00043262i,0.00022415-5.5003e-05i,0.00023042-0.00047285i,0.00044999-0.00059351i,0.00025746-0.00078009i,-3.7278e-05-0.0013597i,-0.00013207-0.00056018i,-0.00010803+0.00088781i,5.3958e-05+0.0015994i,0.00065774+0.0010308i,0.00075818-1.4566e-05i,0.00035629-0.0001686i,-3.8941e-05+0.00055428i,0.00040069+0.0010303i
0.00069863+0.00085948i,0.00014243+0.0022798i,0.00029647+0.0019915i,0.00038633+0.00019584i,-0.00038433-0.00081381i,-0.00039811-0.0010495i,-0.00015659-0.00037552i,-0.00058487+6.5334e-05i,-0.00058112-0.0004668i,-0.00070598-0.00024511i,-0.00056193+0.0001045i,0.00032914-5.9469e-05i,0.00076307+0.00023919i,0.00048576+0.00065385i,0.00055689+2.656e-05i,0.0009462-0.00061701i,0.00072093-0.0003307i,4.1839e-06+0.00013591i,0.00037203+0.00012058i,0.00091999+0.00044796i,0.00011038+0.00053088i,-0.00057585+0.00049224i,-0.00048745+0.00081611i
-0.0005071+0.00075164i,-0.0010067+0.0016309i,-0.00024182+0.00093681i,0.00070098+0.00080008i,1.6409e-05+0.00046196i,-0.00019315-0.00073497i,-0.00079974-0.0014791i,-0.0011607-0.00076389i,-0.00036963-0.00034654i,-0.00095062+0.00050026i,-0.0013011+0.0011223i,0.00024202+0.00064772i,0.00090896+0.0004393i,0.00027393+0.00051019i,0.00074974+0.00015202i,0.0012306-0.00043533i,0.00045405+2.9955e-05i,-0.00049698+0.00049144i,-0.00054491+0.00042415i,-0.0003441+0.00037253i,-0.00034763-0.00043236i,0.00016015-0.00097311i,0.00020262-0.00053488i
0.0011669+0.00095763i,0.0009281+0.00060758i,0.0013325-0.00067466i,0.00079559-0.0014244i,-0.0009357-0.0020054i,-0.0019025-0.0025221i,-0.0015289-0.0022085i,-0.00097295-0.00095508i,-0.00068371-2.137e-05i,-0.00059438-0.00019418i,-0.00059834-0.0010828i,-0.00020175-0.00078405i,8.7507e-05+0.00039863i,0.00028432+0.00032286i,0.00013859-0.00036046i,0.00036005-0.00085986i,0.00024935-0.00031337i,-0.00014414+0.0005731i,1.4283e-06+3.2354e-05i,0.00016262-7.6607e-05i,0.00062153+0.00098567i,0.00031399+0.0011289i,-0.0004302+0.00062184i
-0.00095145+0.0010822i,-0.00075158+0.001358i,-0.0003623+0.0011284i,-0.00029851+0.00099462i,-8.3451e-05+0.00043282i,-0.00046996-0.00087177i,-0.00050289-0.0016205i,-0.0005986-0.0012384i,-1.9165e-05-0.00099125i,6.2449e-05-0.00074427i,-0.0005895-0.00047573i,-0.00025446-8.7692e-05i,0.00015041+0.00038173i,0.00018197+0.00020371i,0.00096955-0.00035281i,0.00078192-0.00061631i,0.0004185-0.00068448i,0.00046551-0.00041491i,0.00015567+5.7444e-05i,0.00012216-0.00035278i,0.00069976-0.0001175i,0.00057109+0.00027349i,1.1256e-05+0.0004662i
-0.00039242-0.00070193i,0.00073274+0.00047374i,0.0013012+0.00047626i,0.00039821-0.00073073i,-0.0001407-0.0013891i,-0.00046459-0.0019602i,-0.0011863-0.0018088i,-0.0014639-0.00090412i,-0.0013761-0.00022989i,-0.00088351-0.00010307i,-3.7197e-05+6.3716e-05i,0.00067874+0.00010911i,0.00043511+0.00089265i,0.00025761+0.0015025i,0.00046687+0.0015053i,0.00044307+0.00097093i,3.1876e-05+0.00032232i,3.646e-05+0.00055373i,-0.00013525+0.0003197i,-0.00026088-0.00027387i,0.0003417-0.00051341i,0.00013824-0.00043274i,3.7346e-06-6.4294e-05i
7.0485e-05-0.00011788i,-0.00057522-0.00025512i,0.00016743-0.00013727i,0.00068608-0.00048836i,0.00084399-0.0012692i,0.00085228-0.0017685i,0.00030295-0.0010698i,-0.0002738-0.00037785i,-0.0003106-0.000724i,-0.00035538-0.00069695i,-0.00042006-4.112e-05i,-0.00016134+0.00048918i,-0.000291+0.00011835i,0.00012078+1.3793e-06i,0.00035786+0.00035259i,-5.6958e-06-0.00018189i,-0.00027202-0.00049188i,-0.00014417-0.00019887i,1.996e-05-0.0002449i,-0.00026362+8.8049e-05i,-0.0005797-0.00021223i,-6.4018e-05-0.00065871i,0.00025234+0.0001459i
0.0019361+0.00078728i,0.0019889+0.0010761i,0.0010209-2.2999e-06i,1.0314e-05-0.00061764i,-0.00043095-0.00081625i,-0.0014399-0.00092303i,-0.002449-0.0012536i,-0.0019582-0.001209i,-0.00071802-0.0007029i,-9.7977e-05-0.00045208i,0.0004565-0.00021265i,5.7624e-05+8.5067e-05i,-0.00024733+0.00027133i,-0.00022826+1.99e-06i,0.00035167-0.00013135i,0.00089768-0.00010397i,0.00065956-0.00029418i,-2.576e-05+0.00013143i,-0.00060062+0.00092193i,7.8238e-06+0.00033767i,0.00078925-0.00054558i,0.0011925-0.00050144i,0.0015192+0.00014706i
0.0013939+0.00062523i,0.00097726-0.00029327i,0.00041568-0.0023656i,0.00011669-0.0031043i,-0.00068057-0.002778i,-0.00071171-0.0022539i,-0.00080319-0.0013762i,-0.0012066-0.00049633i,-0.00079334+0.00017321i,-0.00012097+0.00011894i,0.0004257+0.00019399i,0.00015097+0.00029614i,0.00017809+0.00052628i,-6.2713e-05+0.00052018i,-0.00021079-1.4605e-05i,0.00034393+0.00016239i,0.00075569+0.00028784i,0.00045749+0.0010128i,0.00033738+0.001772i,0.00026908+0.0011465i,-0.00025337+0.00019221i,-0.00032798-0.0004076i,-0.00026847-6.8416e-05i
0.00058245+0.003198i,0.0015831+0.0032731i,0.0026318+0.0031528i,0.0014547+0.0010208i,0.00019117-0.0011019i,-0.00072958-0.0019694i,-0.001348-0.0022069i,-0.0011789-0.0015694i,-0.00099119-0.00085537i,-0.00087566-0.00066647i,-0.0006296-0.00023342i,-0.00079495-0.00026377i,-0.00067987-0.0013076i,2.8124e-05-0.0015565i,-0.00043356-0.00089066i,-0.00082812-0.00020733i,-0.00052229+0.00056825i,-0.00024446+0.0006157i,9.013e-05+0.00028969i,9.9093e-05+0.00080772i,0.00049157+0.0009904i,0.00065493+0.00039588i,0.00021787-0.00022396i
-0.0020706+0.0032746i,-0.00086144+0.0034766i,0.0013402+0.002705i,0.0016339+0.0016349i,0.00054596+0.00039065i,-7.8922e-05-0.00032634i,-0.0012737-0.00043224i,-0.0022142-0.00074865i,-0.00089728-0.00077759i,0.00045701-2.2502e-06i,0.00038126+0.00028648i,0.00015859-3.1219e-05i,0.0004004-0.00090708i,0.00019827-0.0014941i,-9.3301e-05-0.0013205i,7.6038e-05-0.00072345i,0.00057843-9.981e-05i,0.00061705+0.00057655i,-0.00031727+0.00049939i,-0.00094043+0.00012211i,-0.0007311+0.00013094i,-0.00029728+0.00044103i,-0.00049794+0.00077769i
-0.0018403+0.00053663i,-0.0013308+0.0012595i,-0.0014121+0.0014673i,-0.001039+0.00147i,-0.00023804+0.00015859i,-0.00036179-0.0015003i,-0.0006675-0.0016825i,-0.00069906-0.00068927i,-0.00079714-1.5897e-05i,-0.00073732+0.00053614i,-0.00075817+0.00099541i,-0.00033653+0.00040374i,0.00053173-0.00012787i,0.00085425-0.00030699i,0.00021791-0.00029505i,-0.00069466-6.071e-05i,-0.00016828-5.4987e-05i,0.00056992+0.00017329i,0.00017792-6.7547e-06i,-4.7892e-05-0.00051962i,0.00058291-0.00060604i,0.00044544+0.00012403i,-0.00077271+0.00053835i
0.00094857+0.001338i,0.0011583+0.0016842i,0.00080739+0.001203i,2.3862e-05+0.00081813i,-0.00039508-0.00068152i,-0.00059338-0.0015714i,-0.001015-0.0011185i,-0.0011981-0.00027221i,-0.00092373+0.00017886i,-0.00077597-5.6859e-05i,-0.00070198+7.5311e-05i,-0.00046972+0.00017557i,-8.2604e-05-0.00032746i,-0.0001568-0.00025642i,-0.00027281-0.00035345i,0.00062703-0.00010452i,0.00038576-0.00035769i,-9.764e-05-0.0009566i,0.00035244-0.00035871i,0.00039531+0.00047967i,5.963e-05+0.0012629i,-0.00034355+0.0015179i,-0.00062764+0.00071639i
0.00073659+0.0043817i,0.0012966+0.0032778i,0.0030552+0.0023717i,0.0036323+1.8607e-05i,0.0029158-0.0020702i,0.0010806-0.0029609i,-0.00088591-0.0021927i,-0.0015699-0.00012436i,0.00011164+0.0009912i,0.0015677+0.00053603i,0.0012588-0.00053117i,0.00017984-0.00052535i,-0.00070566-0.00058654i,-0.00063531-0.00093435i,-0.000354-0.0014135i,-0.00073751-0.00087344i,-0.001041+8.6681e-05i,-0.00038506+0.00010327i,-0.00035344+0.00032405i,-8.8416e-05+0.00063715i,0.00082039+0.00107i,0.00082202+0.00090313i,0.00032347+5.3108e-05i
0.00035227+0.00034539i,0.00030396+0.00085691i,0.00036572+0.0010339i,0.00046323-0.00010283i,0.00020293-0.00039448i,-0.00041628-0.00024328i,-0.00070087-0.00070746i,-0.00020884-9.0278e-05i,0.0001315+0.00077222i,2.64e-05+0.00064466i,-0.00039979+0.00048593i,-0.00067279+0.0005337i,-0.00051516+0.00041249i,0.00022701+0.00024737i,0.0012739+7.61e-06i,0.00097104-0.00012516i,0.00046817-0.00037269i,0.00080586-0.00029197i,0.00043634-0.00015018i,0.00050546-0.00017579i,0.00044341+0.00057755i,0.0002303+0.000407i,0.00058061-0.00014023i
0.0006982+0.0021164i,0.0012284+0.00068882i,0.0012826-0.00047711i,0.0015305-0.0010493i,0.00030274-0.0010696i,-0.0010305-0.0013291i,-0.0015495-0.0014201i,-0.0012683-0.0006312i,-0.0010464-0.00039282i,-0.00080557-0.00048202i,-0.00027822-0.00019693i,6.2909e-05-4.9693e-05i,-4.7785e-05-0.00037143i,-0.00065269-0.00052899i,-0.00071138-7.118e-05i,-0.00050514+0.00025097i,-9.6781e-05+0.00034317i,0.00025125-0.00042583i,-1.1148e-06-0.0011302i,-0.00071365-0.00074933i,-0.00057748-3.0594e-05i,-0.00015907+0.00010658i,6.9899e-05-0.00041616i
0.00023778+9.9125e-05i,0.0002273-0.00012105i,0.00055529-0.00045729i,0.00082208-0.00058445i,0.00052685-0.0011067i,-0.0002673-0.0012537i,-0.0016092-0.00088668i,-0.0014406-0.00019604i,-0.00036918+0.00042069i,8.3202e-05+0.00039763i,4.447e-05+0.00030087i,5.7283e-05-0.00042286i,2.8137e-05-0.00084149i,-2.5141e-05-0.00057561i,-1.1446e-05+0.0006531i,3.3543e-05+0.0013153i,0.00086503+0.00099926i,0.0015027+0.00050437i,0.0012371+0.0004706i,9.1001e-05-3.6237e-06i,-0.00027572-0.0003554i,-3.8084e-06-0.00045523i,-6.3481e-05-0.00072329i
0.00046499+0.0026941i,0.00093404+0.003255i,0.0021397+0.002541i,0.0025859+0.00037414i,0.001478-0.0016061i,-0.0006208-0.0027214i,-0.0020184-0.0028495i,-0.0022909-0.0019805i,-0.0011336-0.00066564i,0.00033156-0.00020344i,0.00074333+0.00037511i,0.00036473+4.5123e-05i,0.00010583-0.00087328i,-0.00071945-0.0010111i,-0.00056263-0.00081113i,-0.00047116-0.00029139i,6.2175e-05-0.0003058i,0.00044367-4.295e-05i,-4.6258e-05+0.00029662i,6.6568e-05+0.00014752i,1.4295e-05+0.00032565i,-0.0002925+0.00042699i,-0.00055696-0.00025028i
