-0.006809+0.00075237i,-0.0061676+0.00088556i,-0.0073318+0.00354i,-0.0060987+0.0044374i,-0.0032541+0.0046309i,-0.0011035+0.0032136i,0.00017194+0.0023117i,0.00012091+0.0028377i,0.00055894+0.0020124i,0.0016562+0.0019449i,0.0016239+0.0019542i,0.0016684+0.00022873i,0.00049521-0.0012535i,-0.00055368-0.0017946i,-0.00097879-0.00098237i,-0.0020369-0.00075571i,-0.0020644-0.00085327i,-0.0012276+1.3883e-05i,-0.00084796+0.00088171i,-0.00075165+0.00087075i,-0.0011242+0.00048341i,-0.001657+0.00042327i,-0.0011433+0.00041219i
0.00042402+0.00060535i,-0.00029308+0.00027223i,-0.00072472+0.00012977i,-0.00034926-0.0002153i,0.00011319-0.00027967i,0.00011975-0.00053105i,-0.00017805-0.00040777i,-0.00057473+0.00062053i,-0.0003997+0.00095986i,7.4443e-05+9.1693e-05i,0.00021483-0.00041789i,-0.00012961-0.00025047i,-0.00030044+0.00020081i,-0.00040457+0.00017165i,-0.00087546+0.00070524i,-0.0014549+0.0011195i,-0.0010896+9.2545e-07i,-0.0012905-0.00049686i,-0.0012833-0.00018929i,1.5478e-05+0.0001957i,0.00043504+0.00041618i,-0.00046766+0.00050342i,-0.00098134+0.0004399i
0.0010387+0.0030156i,0.001918+0.002346i,0.0029043+0.0015234i,0.003158+0.00058023i,0.001715-0.00012431i,0.0001592-0.00013699i,-0.00052611+0.00060986i,-0.00036228+0.00081966i,-0.00029288+0.00022464i,-0.00018192-4.8222e-05i,-0.00077756+2.6924e-05i,-0.0010393+0.00019762i,4.2909e-05+0.00053033i,0.00053514-0.00030439i,0.00096162-0.00044607i,0.0011006+0.0005268i,0.00058787+0.00096987i,0.00011252+0.00078055i,-2.3104e-05+0.00095968i,-0.00021791+0.0010003i,-0.00040646+0.00089242i,-0.0010363+0.00069784i,-0.00074585+0.00039602i
-0.00036063+0.00043063i,-0.00046346-0.00024997i,-0.0013643+0.0003194i,-0.0018173+0.00013552i,-0.0015255+0.00013794i,-0.00038913+0.0004299i,0.00044989+0.00084212i,0.00017574+0.0014116i,-0.00023578+0.00145i,-0.00012967+0.00098259i,-0.00015016+0.00056611i,9.0242e-05+0.00012259i,0.00025883-0.00027508i,0.00012316-0.0001599i,0.00013666+0.00014735i,-0.00058683+0.00031412i,-0.0013782+0.00036737i,-0.0007012+0.0011563i,-2.1542e-05+0.0011609i,-0.00062987+0.00076671i,-0.00089924+0.0006735i,-0.00015768+0.00037061i,0.00026789+0.0001509i
-0.00037667+0.00027357i,-2.7979e-05+0.00041077i,0.0014635+0.0016728i,0.0013016+0.0020661i,0.000931+0.0014985i,0.00059636+0.0010648i,0.00024885+0.00074349i,0.00037611+0.00072837i,0.00064493+0.0015616i,0.00077274+0.001852i,0.0005553+0.0017466i,-5.0491e-05+0.0014084i,0.00015998+6.8823e-05i,0.00028695-0.00049777i,-0.00035052+0.00044676i,-0.00083621+0.00023475i,-0.00090027-0.00077683i,-0.00075835-0.00079654i,-0.00015191-0.00038338i,-0.00017427+0.0005703i,-0.0004121+0.00084802i,-0.00013419+0.00034415i,6.5569e-05+0.0001006i
0.00065844-0.0018243i,0.00070424-0.001664i,0.0009716-0.002945i,-0.00092326-0.0026333i,-0.0018438-0.0011496i,-0.0014648+0.0004029i,-0.0011072+0.0017133i,-0.00093044+0.0014156i,-0.00089256+0.00028509i,-0.00077287-0.00012482i,-0.00087301+0.00058891i,-0.001116+0.00091343i,-0.001212+0.00033256i,-0.00054317+0.0007649i,-0.00037276+0.00061481i,-0.00046991-0.00041316i,-0.00096575-0.0015676i,-0.0012149-0.0013372i,-0.00068011+3.7275e-06i,-0.00037826+0.00038394i,-0.00058862-5.4657e-05i,-0.00082771-0.00061998i,-0.00079655-0.00080309i
-0.0016912+0.00053521i,-0.0020432+0.0010155i,-0.0016023+0.00179i,-0.0012104+0.0019757i,-0.00091725+0.0015473i,-0.0012684+0.0010448i,-0.000425+0.00087815i,0.0004005+0.00081078i,0.00079901+0.0012009i,0.0015375+0.0011896i,0.00067777+0.00030369i,-0.00062839-0.0004733i,-0.00081495-0.00022298i,-0.00065294+7.9034e-05i,-0.00085925-0.00026643i,-0.0011533-0.00016671i,-0.00067212-0.00010298i,-0.00018811-0.00033199i,-0.00010099-0.00014233i,-0.00015164+3.0361e-05i,0.00013872-0.00078942i,0.00055691-0.0010246i,0.0010853-0.00045143i
0.00025779+0.0011138i,0.0014175+0.00039604i,0.0016482+0.00077949i,0.00088049+0.0012135i,0.00034338+0.0013257i,0.00025578+0.00069022i,-0.00018264+0.00019584i,-0.00047046+0.00040093i,-7.0576e-05+0.00094929i,0.00039911+0.0014533i,0.0009154+0.0011434i,0.0008605+0.00035038i,4.9382e-05+0.00074847i,-0.00082298+0.0011696i,-0.0014282+0.00084848i,-0.0013054-2.6161e-05i,-0.0012262-0.00040973i,-0.0013554+0.00040392i,-0.0015867+0.00035346i,-0.00096247+0.00043506i,-0.00085318+0.00044453i,-0.0010605+0.00050143i,-0.0010706+0.0003728i
0.001405+0.0023847i,0.0019093+0.0015537i,0.0023782-6.5213e-05i,0.0010362-0.00096446i,-0.00041208-0.0013675i,-0.001134-0.00094031i,-0.000471+0.00078202i,0.00057516+0.0017494i,0.00066445+0.0012585i,-6.9862e-05+0.00074177i,-0.0004189+0.00070519i,-0.00055792+0.00064063i,-0.0011474+0.000936i,-0.0015439+0.00096209i,-0.0015821+0.00073076i,-0.00066259+0.00067053i,-6.122e-05+0.0010192i,-0.00029269+0.0012613i,-6.869e-05+0.00075607i,-0.00013815+0.00045336i,0.00020815+0.00027213i,0.00098813-0.00016409i,0.0011946-4.4451e-05i
-0.00078348-0.00017435i,-0.00030293+0.00059928i,-0.00014589+0.00097436i,0.00013767+0.00056586i,-0.00020429+0.00061292i,-0.00067195+0.00067784i,-0.0006196+0.00044117i,8.5714e-05+0.00090279i,-0.00027832+0.0012417i,-0.00059067+0.0012879i,9.4581e-05+0.00065347i,0.00075485+0.00033176i,0.00062076+0.00036963i,0.00036969-0.00016426i,0.00032746+0.0008679i,-4.1528e-05+0.0014523i,-0.00035768+0.00047695i,-0.00083294+0.00011593i,-0.00085607+0.00041517i,-0.00084504+0.00035395i,-0.00069979+9.0936e-06i,0.00013115+5.4853e-05i,-0.00032228+0.0002825i
-0.00062141+0.00072785i,-0.0011557+0.000503i,-0.0011671+0.00025974i,-5.1564e-05+0.00062528i,5.1936e-05+0.00046333i,-0.0008592+0.00038396i,-0.00077394+0.00032908i,-0.00052416+0.00080364i,-0.00026641+0.001102i,0.00063543+0.00083018i,0.00077485+0.0007971i,0.00028588+0.00092148i,-0.00022195+0.00066346i,-0.0010754+0.00066839i,-0.0014465+0.0009423i,-0.00057605+0.00040457i,-5.2091e-05+0.00065083i,-0.0007052+0.00068286i,-0.00036566-3.7303e-05i,0.00041666+6.2476e-05i,0.00074598+0.00037126i,0.00086644+0.00063077i,0.00048688+7.2267e-05i
-0.00019557-0.00083279i,-0.0011695-0.00011016i,-0.0016124+0.00049461i,-0.002174+0.0014432i,-0.0018904+0.001467i,-0.0010903+0.0009477i,-0.00073662+0.00069662i,-0.0004982+0.00060837i,-0.00074098+0.0013424i,-0.0010017+0.0021591i,-0.0011755+0.0015321i,-0.0012935+0.0007875i,-0.0012538+0.00035721i,-0.00049447-0.00027626i,0.00015731-0.00041423i,0.00030768-0.00029607i,-0.00018752-0.0005238i,-0.001026-0.00035395i,-0.0010557+0.00035704i,-0.00053255+0.001031i,7.5103e-05+0.00063119i,0.00015088+3.8235e-05i,-0.00063329+0.00021502i
-0.00048988+0.00074111i,0.00030971+0.00046822i,0.001574-0.00057478i,0.0023423-0.00066466i,0.001555-0.00046978i,0.00037545+7.4514e-06i,0.00010279+0.00089069i,0.00038445+0.0008301i,0.0007277+0.00086967i,0.00095974+0.00099781i,0.00043574+0.00052861i,-0.00053939-0.0001561i,-0.00049013-0.00025403i,-0.00028797+0.00055987i,-0.00063602+0.00083105i,-0.00075882+0.00041095i,-0.0011795+0.0008617i,-0.0010716+0.0012537i,-6.1826e-05+0.0010676i,0.00035774+0.001213i,0.00040255+0.0014487i,0.00012058+0.0014472i,-4.1332e-06+0.0010691i
-0.0021327-0.0001464i,-0.0018828+0.00016544i,-0.0024668+0.0016335i,-0.002172+0.0021347i,-0.0013802+0.0010121i,-0.00033589-0.00033614i,-0.00029109+7.6178e-05i,-0.0012639+0.0010194i,-0.00090517+0.0009888i,-0.00046081+0.0011877i,-3.1753e-05+0.0020785i,0.00060831+0.0017332i,0.00015177+0.00047139i,-0.00084967-0.00011109i,-0.0011586-0.00073215i,-0.00084401-0.00078875i,-0.00070549-0.00012498i,-0.00085068+0.00017735i,-0.001393+6.3739e-05i,-0.0011085-0.00018548i,-0.0002472-0.00080395i,0.00029962-0.00087334i,0.00014-0.00030733i
-0.00021156-0.00034997i,-0.00018979-0.00035324i,0.00050691+0.00066532i,0.00069205+0.0013527i,0.00050818+0.0011055i,-0.00020466+0.0014146i,-0.00035156+0.0010132i,0.00034212+0.00089086i,0.00032635+0.001397i,8.6698e-05+0.0008877i,0.0001212-8.6902e-05i,-0.00039212-0.00021009i,-0.0004235+0.00052161i,-0.000262+0.00080247i,-0.00025449+0.00019963i,0.00019456-0.00038669i,-6.424e-05-0.00087564i,-0.0012538-0.00016295i,-0.00063953+0.0010455i,1.7848e-05+0.0007567i,-0.00032947+0.00023733i,-9.8659e-05-0.00017656i,0.00036336-0.00032362i
0.0010678-0.0012015i,0.00035677-0.0017673i,-0.0003542-0.0024582i,-0.0014916-0.0018039i,-0.0017565-0.00037486i,-0.0012602+0.00075383i,-0.0011321+0.0013964i,-0.00027435+0.0014052i,-0.0001259+0.0010682i,-0.00044567+0.00036485i,-0.00033111+0.00080127i,7.8533e-06+0.0012506i,0.00039949+0.000401i,0.00063696+0.00051445i,0.00018003+0.001211i,-0.00058753+0.0010108i,-0.0010208+0.00042008i,-0.00058052-0.00038272i,-0.00069489-0.0008247i,-0.00080737-1.8889e-05i,-0.00073266+0.00068164i,-0.00058459+0.00050217i,-6.2397e-05+0.00072625i
0.0010716-0.00052937i,-6.3612e-05+0.00073791i,-0.00031724+0.0011074i,-0.00068978-9.8527e-05i,-0.00033708-0.001266i,0.00037753-0.0011926i,0.00049361-0.00017689i,-9.1383e-05+0.00065973i,-0.00025372+0.00112i,-0.00037939+0.0012502i,-0.00051179+0.00082753i,-2.7315e-05+0.00025757i,0.00017681-0.00044625i,0.00018406-0.00062367i,-0.00044894-0.00020498i,-0.0017313-0.00013908i,-0.0019496-0.00013982i,-0.0010531+0.00032468i,-0.00088278+0.00045989i,-0.0008904+0.00022929i,-0.00071236-2.7787e-06i,-0.00030608-0.00029739i,3.3028e-05-0.00031459i
-0.00084164-0.00044157i,-1.0952e-05+0.00036069i,0.00092423-0.0002623i,0.00019563+0.00010184i,-0.0013179-0.00033246i,-0.0015322-0.00030125i,-0.00061092+0.00016967i,0.00021188+0.00019716i,-7.342e-05+0.00075798i,-0.00083131+0.0010492i,-0.00068725+0.00092955i,-0.00049558+0.000685i,6.6287e-05+0.00033659i,0.00044535-0.00012262i,-0.00058768-0.0008156i,-0.00080376-0.00087868i,-0.00033719-0.00043172i,-0.0012046-0.00017618i,-0.001667+0.00013929i,-0.00091504+0.0010485i,-0.0007067+0.00066219i,-0.00083726-0.00029872i,-0.00025074-2.1462e-06i
-0.00022884+0.0010469i,-0.00056311+0.0013111i,-0.00013847+0.0019515i,0.00011602+0.0015707i,-0.00019334+0.00086486i,-0.0005557+0.00036935i,-0.00067832+0.001029i,-0.00050221+0.0012173i,-0.00065388+0.00015942i,-0.0013208+0.00037331i,-0.00056834+0.00070858i,0.00071495-1.6513e-05i,0.00039176-0.00017558i,-0.00076261-0.00011269i,-0.0012007-0.00011172i,-0.00090239+1.8131e-05i,-0.000848+0.00020942i,-0.0010258+0.00053806i,-0.0002527+0.00038404i,0.00047714+0.0003692i,0.00047647+4.3674e-05i,0.00010044-0.001185i,0.00014583-0.0014377i
0.00084639+0.0008435i,0.0017236-0.00014963i,0.0019976-0.0011227i,0.0016041-0.0015663i,0.00077187-0.00083942i,-0.00094407-9.4107e-05i,-0.0015703+0.0002668i,-0.00096211+0.0004262i,-0.00097777+0.00068798i,-0.00092315+0.0006796i,-0.00047928+0.0004187i,-0.00080685-0.00028522i,-0.0010064-9.1174e-05i,-0.00058642+0.00055261i,-0.00054476+0.00021462i,-0.00076511-0.00028374i,-0.00031378-0.00039055i,-0.0006912-8.8218e-05i,-0.0010268+0.00064602i,-0.00075161+0.001717i,-0.00097181+0.0012069i,-0.0012362+6.2659e-05i,-0.00089426-0.0002181i
-0.00024739+0.00049157i,-0.0011351+0.00060956i,-0.0014724+0.0016284i,-0.001208+0.0019085i,-0.00080384+0.0010905i,-0.00023609+0.0010253i,-0.00054676+0.0011047i,-0.00055058+0.00091431i,-0.00024313+0.00060998i,-0.00046843+0.00022231i,-0.00028645+0.00013825i,-0.00022739+0.00054286i,-0.00041809+0.00094693i,-0.0006749+0.00045931i,-0.001197-0.00047202i,-0.0015276-0.00075075i,-0.0012578-0.0001808i,-0.00088962+0.00014335i,-0.00099709+0.00031315i,-0.00048951-0.00025915i,-0.00021979-0.0001722i,-0.00028936+0.00029373i,-0.00017703-4.4945e-05i
-0.0012899+0.00088688i,-0.001259+0.00012594i,-0.0011194+1.3977e-05i,-7.5289e-05+0.00031935i,-7.1668e-05+0.00078819i,-0.00048696+0.00084477i,6.3256e-05+0.00095321i,0.00024223+0.00089364i,0.00021381+0.00029544i,0.00021888+0.00047459i,5.8016e-05+0.00037608i,-0.00053189+0.00011296i,-0.0008984+8.6532e-05i,-0.00061951-0.00012922i,-0.00067313+0.00022786i,-0.00075525+0.00053411i,-0.00042063+1.6594e-05i,-0.00043401+0.00026578i,-0.00030307+0.00016378i,8.6101e-05+0.00024189i,0.00035808+0.00017906i,0.00049453-0.00026998i,0.00017596-0.00025651i
0.0021605-0.0002155i,0.0021516+0.00014648i,0.0010366+0.00037874i,-0.00063426+0.00015064i,-0.0017517-0.00031081i,-0.0012314+0.00079902i,-0.00083711+0.00090922i,-0.0010344+0.00021761i,-0.0013243+0.00046468i,-0.0016773+0.00069896i,-0.0016517+0.00057022i,-0.0013581+0.00019513i,-0.00075573+0.00055093i,-0.00029008+0.00041267i,-0.00018229-0.00075902i,-0.00026641-0.0011308i,-0.00046245+0.00011352i,-0.00065069+0.00085913i,-0.0006871+0.00063076i,-0.00080181+0.00064422i,-0.00040048+0.00089515i,-0.00014594+0.0006048i,-0.00067775-5.879e-05i
-0.00061955+0.0017122i,0.00031326+0.00046782i,0.0018715-0.0012439i,0.0018906-0.00089736i,0.00092781-0.00054939i,-0.00031019-0.00029666i,-0.00079163+0.00019159i,-0.0013008+0.0002205i,-0.001275+4.3267e-05i,-0.00028547-7.3852e-05i,-0.00076879-0.00028774i,-0.0010675-0.00059174i,-0.00070024-8.8961e-05i,-0.00024885+0.00027582i,-0.00031462+0.00026116i,-0.00076429+9.5205e-05i,-0.0011335-0.00017356i,-0.0016266-0.00015012i,-0.0016615-0.00054623i,-0.00097472-0.00067179i,-0.00024671+0.0002317i,0.00029257+0.0006844i,0.00035882+0.00065453i
0.0010233-4.1041e-05i,0.00038919+0.0012082i,1.6977e-05+0.00086912i,-0.00013823-0.00089723i,-0.00080917-0.001413i,-0.0015138-0.00041622i,-0.0013407+0.00018882i,4.6374e-06+0.00077889i,8.3156e-05+0.0010632i,-0.00025085+0.00014626i,-0.00019403-0.00071752i,-0.00029579-0.00048209i,0.00010667+0.00025025i,-0.00020748+4.627e-05i,-0.00029953+0.00011652i,-0.00032888+0.00063114i,-0.00048012+0.00043626i,-4.2928e-05+0.0001734i,0.00013714+0.00054132i,-0.00019063+0.00015635i,-0.00041745-0.00048663i,-0.00077648-0.0009181i,-0.00065506-0.00055558i
0.0005249+0.00011121i,0.00011406+0.0005778i,0.00073927-0.00035013i,0.001405-0.00097827i,0.0012898-0.00016514i,0.00034311+0.00015776i,0.0003059+0.00042927i,0.00016278+0.00063013i,-4.6736e-05+0.00031012i,-2.2436e-05+0.00066145i,-0.00030207+0.0010298i,-0.00042318+0.00080301i,-0.00067108+0.00070696i,-0.0008598+0.00017391i,-0.00075754+0.00026023i,-0.00069379+0.00090218i,-0.00046927+0.000462i,-0.00016723-0.00024252i,-0.00066781-0.00022021i,-0.0011268+0.00027663i,-0.00040339-5.9058e-05i,6.1033e-06-0.00024271i,-7.1231e-05+0.00037686i
-0.00049633+0.0011362i,-0.00046402+0.001577i,-0.00072669+0.0018902i,-0.00067869+0.0020512i,-0.00012647+0.00094919i,3.8874e-05+9.2901e-05i,-0.00095743+0.00087615i,-0.0010625+0.0010118i,0.00020436+0.00098386i,0.0004469+0.0012771i,-4.2894e-05+0.00015568i,-0.00073404-0.00057128i,-0.0011739-0.00011096i,-0.0012315-0.00060443i,-0.0016963-0.00090746i,-0.0017215-0.00045068i,-0.0013125+4.3298e-05i,-0.0013344+0.00023157i,-0.0011381-0.00014227i,-0.00047713-0.00033123i,-0.00019645+0.00049374i,-0.00030307+0.00089323i,0.0003095+0.00059949i
-0.00097092+0.00042461i,-0.00031574+0.00069992i,-0.00036859+0.00042781i,-4.0717e-05-0.00041889i,0.00022805-0.0009365i,0.00024946-0.00030079i,0.00024092+0.00016528i,0.00017132+0.00067814i,-0.00021382+0.0009572i,-0.00076942+0.0011i,-0.00037703+0.0010221i,-0.00028062+0.00043078i,-0.00084823+0.0002165i,-0.0002318+0.00088469i,-9.2149e-05+0.0010973i,-0.00097551+0.00024662i,-0.0011051-0.00066264i,-0.00084594-0.00072524i,-0.0008059+6.1496e-05i,-6.4855e-05+0.0011673i,0.00057704+0.000993i,8.0002e-05+0.00049154i,-0.00038275+0.00075009i
-0.0008159+0.00064335i,-0.00092743+0.0006071i,-0.00083879+0.00043407i,-0.00076212+0.00087428i,-0.0016064+0.00051499i,-0.0016577-0.00024211i,-0.00096995-0.00027643i,-0.0010759+0.00091982i,-0.00094501+0.0014676i,-0.00071631+0.0008829i,-0.0012345+0.00071408i,-0.00070971+0.0010924i,-0.0002035+0.00073638i,-0.00012697+0.00013691i,-0.00038739-0.0001445i,-0.0011959-0.00033057i,-0.00065528-3.0758e-05i,-7.0044e-05+0.00079815i,0.0001144+0.0014054i,0.00032312+0.00084584i,-0.00022405+0.00026894i,-0.00069539+0.00037603i,-0.00094048+0.00016308i
8.554e-05-4.0236e-05i,0.0012005+0.00037608i,0.0020311+0.001147i,0.0012451+0.0010634i,-0.00028408+0.00089361i,-0.00085891+0.0010339i,-0.00025883+0.00081068i,0.00066203+0.00046019i,0.00038205+0.00097645i,0.00023731+0.0014511i,0.00035515+0.00058547i,1.5225e-05-0.00041407i,-0.00052084-0.0003551i,-0.00041525+0.00013215i,-0.00023485+0.00076293i,2.8462e-05+0.00092757i,0.00050269+0.00064777i,0.00043843+0.0008381i,0.00039368+0.0010153i,-0.00011003+0.00086603i,-0.00023063+0.00060224i,-3.1232e-05+9.8571e-05i,4.7264e-05+5.3011e-05i
0.00097283+0.0030135i,0.0011155+0.0029345i,0.0016753+0.002303i,0.0015032+0.00065901i,0.00050784-0.00091963i,-0.00026994-0.0015576i,0.0001573-0.00047351i,0.00058886+0.00068965i,0.00021746+0.0007117i,-0.00018859+0.00031202i,-0.00052721+0.00018234i,-0.00050244-6.6474e-06i,-0.00064977-0.00043732i,-0.00034627-8.8613e-05i,-0.00038169+0.00084027i,-0.0010138+0.0014325i,-0.0011717+0.00075374i,-0.0010676+0.00020233i,-0.00033954-0.00013836i,4.4559e-05+9.6101e-06i,-0.0003579+0.00032086i,-0.00029121+8.7712e-05i,-3.1602e-05-0.00011058i
-0.00027259-0.0027641i,-0.0011412-0.0014324i,-0.0015415-0.00023682i,-0.0013555+4.1163e-05i,-0.0013684-0.00015101i,-0.0015537-0.00033945i,-0.0017039+4.6283e-06i,-0.00069225-5.8438e-05i,0.00015349+0.00041437i,-0.0010617+0.0012629i,-0.0013491+0.0013274i,-0.00022226+0.0012729i,2.6179e-05+0.00076451i,-0.00035947+7.9083e-05i,-0.00050979-0.00020683i,-5.4868e-05-9.1163e-05i,-0.00042389+0.00019198i,-0.0010447+0.00068828i,-0.00091326+0.00076777i,-0.00048238-0.00017687i,-0.00041446-1.7928e-06i,-0.00053923+0.00056597i,-0.00058255+0.00025061i
-0.001639-0.0006139i,-0.0004979+3.4566e-05i,-0.00011082+0.00045766i,-0.00063566-9.7745e-05i,-0.00071523-0.00015549i,-0.0010118+0.00059298i,-0.0010971+0.0013073i,-0.00032258+0.0013059i,0.00010424+0.00095258i,-0.00025591+0.00062104i,-0.00063459+0.001023i,-0.00027132+0.0010399i,-0.000334+0.00070457i,-0.0011462+0.00063765i,-0.0011616+0.00051302i,-0.00077987+0.00027117i,0.00025298-0.00028782i,9.2331e-05-0.000876i,-0.0006651-0.00045637i,-5.3318e-05+0.0005269i,-0.00029745+0.00042263i,-0.00091103-0.00013053i,-0.00065832-0.0003471i
-0.00016178+0.0010061i,0.00012673+0.0017353i,0.00085943+0.0018667i,0.0010011+0.0013284i,0.00011862+0.00096017i,3.0587e-05+0.0005705i,-0.00022398+4.0448e-05i,4.4956e-06-0.00076043i,0.00049929+2.1063e-05i,0.00018039+0.0012219i,-0.00032157+0.00070031i,-0.00073154+0.00032666i,-0.0009216+0.000878i,-0.00086849+0.00055857i,-0.00025814-0.00028996i,0.00074834-0.00029045i,0.0010532+8.346e-05i,-0.00052737+0.00031432i,-0.0018329+4.8614e-05i,-0.0014225-2.1973e-05i,-0.0012367+8.1478e-05i,-0.0012549+6.4293e-05i,-0.00029342-8.792e-05i
0.0010212-0.0012608i,0.0009439-0.0012447i,0.0002757-0.001052i,-0.00053346-0.0011344i,-0.0013701-0.0004799i,-0.0012524+0.00045556i,-0.00025282+0.00078913i,0.00071871+0.00023314i,0.00077094-0.00013256i,-9.7846e-05+0.00070376i,-0.0003012+0.00089911i,-0.00042637+0.00086137i,-0.00036224+0.00041729i,-6.8492e-05-0.00078111i,0.00049619-0.0010957i,0.00031734-0.00057696i,-0.00059803-0.00055837i,-0.00094346-0.00067052i,-0.00034342-0.00036706i,-0.0001691-0.00069506i,-0.00058147-0.00059303i,-0.00065692-0.00018857i,-0.00087424-0.00042282i
0.0021718+0.00027119i,0.001945+0.0012191i,0.0005974+0.0015227i,-5.5731e-06-0.00038918i,-0.00080519-0.0012908i,-0.0011732+0.00014037i,-0.0008132+0.0013862i,0.00052954+0.0011206i,0.00097836+0.00062564i,0.00053056+0.00026256i,-6.3201e-05+0.0003927i,-5.5156e-06+0.00080357i,0.00011522+0.0010353i,-1.346e-05+0.00078878i,8.6959e-05+0.00023326i,-0.00020097-0.00014109i,-0.00045185-0.00026917i,-0.00061994-8.2833e-06i,-0.00056153-0.00059386i,-0.00032057-0.00081151i,-2.8218e-05-0.00073012i,0.00039741-0.00076765i,0.00025408+9.2169e-05i
-0.0021862+0.0010462i,-0.0038747+0.0011719i,-0.0012963+0.00051501i,0.0017008+0.00070483i,0.0020522+0.0018306i,0.0015137+0.0015633i,0.00092079+0.00073582i,0.0007775+0.00058599i,0.0013535+0.00069701i,0.0010709+0.00082071i,0.00067487-0.00013223i,-0.00011766-0.00086995i,-0.0008303-0.00099892i,-0.0015012-0.00051445i,-0.0018915+0.00022857i,-0.0010468+0.00016478i,-0.00089653+0.00028205i,-0.0014258+0.00087524i,-0.0015788+0.0015873i,-0.0005947+0.0016387i,0.00056484+0.0015135i,0.00083496+0.0013195i,0.0008428+0.00037666i
-8.9883e-05-0.00065071i,-0.00021815-0.000527i,-0.00036682-0.00071698i,-0.001322-0.00038597i,-0.0010259+0.00022559i,-0.000296+0.00057374i,-0.00012128+0.00056283i,0.00054291+0.00081712i,0.0012681+0.00096656i,0.0011705+0.0011388i,0.00012072+0.0013594i,-0.0003054+0.0005522i,0.00030437+0.00021212i,0.00020649+0.0012816i,-0.00018745+0.0016172i,-0.00036733+0.0018358i,-0.0002806+0.0014265i,-0.00014663-0.00028214i,-0.0003593-0.00039377i,-1.7946e-05+0.0011124i,0.00015924+0.001767i,9.4063e-05+0.0011228i,0.00039497+0.00058202i
0.00054121-0.00029119i,0.00037913-0.00087063i,0.00077374-0.00090761i,-0.00010847-0.0010875i,-0.00059607-0.00064527i,5.9264e-05-0.00049028i,0.00033149-4.4192e-06i,0.00059721+0.00063564i,0.00016765+0.00082263i,-0.00059625+0.00069492i,-0.00068546+0.00029465i,-0.00075484-0.00058219i,-0.00081373-0.00094093i,-0.0011182-0.00056441i,-0.0014648-0.00014959i,-0.00096384+0.00024632i,-0.00071714-0.00020657i,-0.00018587-0.00059926i,0.00081174+0.0001755i,0.0010897+0.00024668i,0.00048185+9.9261e-05i,7.1109e-05-4.4118e-05i,0.00038917-0.00091508i
-0.00039565-0.00034009i,-0.0003559+9.0541e-05i,-0.0009589+0.00010283i,-0.0010283-0.00023073i,-0.00041079+0.00042429i,0.00042645+0.00037067i,0.00069776+0.00012477i,0.00055681+0.00071186i,-0.00031148+0.0006577i,-0.00073225-0.00020958i,-6.3739e-05-0.00047768i,-0.00025796-0.00045888i,-0.00029643-0.0006261i,0.00051001-0.00027914i,9.2462e-05-0.00052743i,-0.00085175-0.0010883i,-0.00070589-0.0010147i,-2.5905e-07-0.00080124i,-1.7898e-05+0.00021941i,-0.00025548+0.00064476i,-4.4201e-05-0.0001599i,0.00022171-0.00039932i,-0.00032063-0.00022775i
-0.00022594+0.001745i,-1.3321e-06+0.0015717i,0.0012249+0.0015964i,0.0019363+0.00074879i,0.0015332+0.00023059i,0.00026749-0.00055731i,-0.00036802-0.0011493i,8.8043e-05+3.1933e-05i,-0.00064878+0.00095265i,-0.0010751+0.00048133i,0.00011811-0.00010985i,0.00061019-0.00033494i,-0.00028127-0.00060385i,-0.0012968-9.9444e-08i,-0.00093369+0.0012181i,-0.00072151+0.00088347i,-0.0010787+0.00044114i,-0.0010744+0.00096273i,-0.00074821+0.00093182i,-0.00051737+0.0010792i,-0.00055306+0.0010687i,-0.00043509+0.00085365i,-0.00031369+0.00060638i
-0.00036744-0.001991i,-0.00062534-0.0016922i,-0.0017507-0.0004466i,-0.0027078+0.00052475i,-0.0026744+0.0007299i,-0.0015101+0.00012237i,-0.00082307+0.00018282i,-0.00062086+0.0001806i,-0.00022884+0.00083923i,-0.0001949+0.001547i,-0.00027822+0.00074623i,-0.00042068+7.8224e-05i,-0.00060351+0.00026878i,-0.00059014-0.00030678i,-0.00069554-0.0014184i,-0.00083821-0.0013669i,-0.0010173-0.00050177i,-0.00076122-0.00073329i,0.00025146-0.00093106i,0.00046594-0.00094246i,-0.00028124-0.00073249i,-0.00065233-0.00013551i,-0.00085875+0.00029489i
0.0012457+3.3507e-05i,0.00063758-4.0912e-06i,0.00015728-0.00051442i,-0.00038355-0.0002285i,-0.0010157-0.0010452i,-0.0008643-0.0015096i,-0.00029161-0.00040795i,-0.0002166+0.00038911i,-5.5721e-05+0.00057355i,-0.00019696+0.00031856i,-0.00046255+0.00029547i,4.1516e-05+0.00077225i,0.00057037+0.00070712i,-0.00013178+8.7869e-05i,-0.0006778-0.00050191i,0.00032309-0.00044238i,0.00089984+0.00030421i,0.00061966+0.00069152i,-0.00016228+0.00036658i,-0.00071574+0.00014861i,-0.00070431+0.00030442i,-0.00047557+0.00079369i,0.00029985+0.00076546i
