-0.0032967+0.0009075i,-0.0021857+4.502e-05i,-0.0025073+0.00064835i,-0.002159+0.0014466i,-0.0012053+0.0017893i,-0.00054376+0.0011149i,-0.00058279+0.00072523i,-0.00085468+0.0017337i,0.00036475+0.0016935i,0.0024187+0.00019965i,0.0018923-0.0013062i,6.2392e-05-0.0018017i,0.00035707-0.0018236i,0.0010897-0.0018167i,0.00057194-0.0011142i,0.00015304-0.00069761i,0.00018269-0.00040169i,0.00044561+0.00027084i,0.00069112+0.00059354i,0.00056107+4.2685e-05i,0.00074607-0.00021354i,0.00042573-1.0411e-05i,-0.00045592-0.00016446i
-0.0012775+0.00094954i,-0.0011571+0.00034019i,-0.00063708+0.00029821i,5.5673e-07+0.00027053i,-0.00018646-0.00049263i,-0.00010249-0.0018915i,-8.1448e-05-0.0015087i,-0.00043287-2.4826e-05i,0.00056302-4.5479e-05i,0.00092392-0.00084122i,0.00028485-0.0010059i,0.00013014+0.00012287i,0.00022945+0.00057098i,-0.00025056-0.00068531i,-0.00080427-0.0015557i,-0.00078243-0.00057258i,-0.00072541-0.00026546i,6.1394e-06-0.00051637i,0.00066335+4.6089e-05i,0.00090145-0.00020271i,0.00049328-0.00050706i,-7.5758e-05+6.3571e-05i,0.0002287+0.00052227i
-0.00017592+0.0012895i,1.2146e-06+0.0016325i,0.0013839+0.00082725i,0.0023046-0.00055465i,0.0017136-0.0018519i,0.00045075-0.0026182i,7.8425e-05-0.0018662i,0.00013726-0.00016657i,0.0011955+0.00040305i,0.0013985-0.00040338i,0.0004144-0.00034358i,-0.00018592+0.00015084i,-0.0010431+0.00051766i,-0.0014069+0.00045569i,-0.0009803+0.00011616i,-0.00071287+9.5445e-08i,0.0002073-0.00020905i,0.001008+8.1385e-06i,0.0010706+0.00022672i,0.00066652+0.00027272i,0.00075096-0.00010844i,0.00058267-0.00037335i,0.00031362-0.00035083i
-0.00057533+0.00056791i,0.00056861+0.00060959i,0.00091306+0.00080025i,0.00015449+0.00031549i,0.00026952-0.00066925i,0.00022412-0.0016528i,-0.00014226-0.0020184i,-2.3121e-05-0.0014775i,0.00031621-0.00088049i,0.0001574-0.00084904i,-0.00018602-0.00040542i,-0.000656+0.000376i,-0.00072486-0.00015922i,-0.0003276-0.00071083i,-0.00054382-0.00061296i,0.0001026+0.00018848i,0.0007311+0.00046068i,0.00080847-0.00012808i,0.00043248-0.0004895i,-0.00019823+0.00015502i,-0.00046216+0.00030823i,-0.00035634-0.0002702i,-0.00033894-0.0004494i
0.00019094+0.0021785i,-0.00083245+0.0017626i,-0.00098127+0.00078488i,-4.0654e-05+0.00072319i,0.00023173+0.00034179i,-0.00023032-0.00077426i,-0.00069121-0.0012486i,1.669e-05-0.00070873i,0.00063106-0.00037i,-5.1055e-05-0.00085212i,-0.0009537-0.0012983i,-0.00063425-0.0010003i,-0.0001598-0.0010512i,-0.0002401-0.0013576i,-0.00047835-0.0010822i,-0.00059554-0.00048406i,-0.00014887-0.0002175i,0.0004131-0.00065428i,0.00076076-0.0010873i,0.00090307-0.00070373i,0.00068527-8.7848e-05i,0.0008528-0.00020151i,0.00024913-0.00023425i
0.0011101+0.00095716i,0.00062033-5.1853e-05i,0.00059196-0.0012345i,-0.00025676-0.0015728i,-0.0011134-0.0026616i,-0.0007015-0.0034344i,-0.00073779-0.0024711i,-0.00063676-0.0010909i,0.00037441-0.00023117i,0.00069485-0.0008573i,-0.0004806-0.00085871i,-0.0010109-0.00088545i,-0.00037474-0.00055649i,-0.00033367+0.00030866i,-0.00071013-0.00024488i,0.00017307-0.00083407i,0.0011423-0.00063849i,0.0013878-0.00024591i,0.0013251-0.00050166i,0.00072998-0.00092318i,0.00073184-0.00057718i,0.00079621-0.0002141i,0.00025404-0.00051606i
-0.00094388+0.00098332i,-0.00068118+0.00033741i,-4.9457e-05-0.00060681i,0.00010684-0.0010792i,-0.00053129-0.0014339i,-0.0011467-0.0018587i,-0.001041-0.0010939i,-0.00011324+0.00012207i,0.0017162-0.0001002i,0.0011909-0.00087669i,-0.0001302-0.00085126i,0.00070112-0.00060482i,0.00075373-0.0010268i,-0.00015828-0.0016982i,-0.00097489-0.0014248i,-0.0010721-0.00099768i,-0.0003736-0.0003991i,0.00021358+0.00027137i,0.00085909+8.7609e-06i,0.0011851+2.0317e-05i,0.00082178+0.00022169i,0.00094172+0.0001679i,0.00062187+0.00013379i
-0.0019742+0.0016886i,-0.0019868+0.0028075i,-0.0010448+0.0038285i,0.00070232+0.0030827i,0.001413+0.0010855i,0.00047908-0.00094941i,-0.00031997-0.0020668i,-1.4095e-05-0.00090914i,0.00066109+0.00044481i,0.00067583+6.1383e-05i,0.00022611-0.00073128i,-0.00023841-0.0010777i,0.00011057-0.00042001i,0.00063469-5.5768e-06i,-0.00036834+0.00013998i,-0.00153-0.00013939i,-0.00021779-0.00069837i,0.0016995+0.00016187i,0.001947+0.0011781i,0.0012065+0.00065421i,0.00053852+4.3452e-05i,0.00055987-0.00016146i,0.00025878-0.00024361i
-0.0003523+0.0013424i,-0.00067845+0.00056811i,-0.00019869+0.00048488i,0.00039538+0.00035298i,0.00047976-0.00016103i,0.00051556-0.0012547i,0.00039394-0.0016228i,0.00066785-0.00065921i,0.0011953-0.00049074i,0.0010825-0.0010164i,0.00014871-0.00092692i,-0.00057472-0.00086487i,-0.00041483-0.00020619i,-6.7813e-05+9.6131e-05i,-1.1297e-06-0.00025183i,0.00024456-0.00016458i,7.3729e-05-0.00018231i,-1.355e-05-0.00023936i,0.00034708-0.0003946i,0.0005276-0.00019849i,0.00054881+0.00038658i,0.0002352+0.00043141i,-0.0006384+0.0001326i
-0.00020452-0.00044099i,-0.0012828-0.00056934i,-0.00082284+8.874e-05i,-0.00039354-0.00030144i,-0.00019564-0.0012391i,-0.00019779-0.0017273i,-0.00033095-0.0015046i,-0.00050078-0.0006685i,-0.00015216-3.3007e-05i,0.00058287-0.0012831i,0.00057324-0.0022083i,9.5823e-05-0.0015003i,-0.00044306-0.00080869i,-0.0010001-0.0011748i,-0.00057619-0.0011288i,-0.00028075-0.00047432i,-0.00032327-0.00070295i,0.00039542-2.2761e-05i,0.0013175+0.00059431i,0.0020133+9.7633e-05i,0.001705-0.00025088i,0.00087714+0.00011447i,0.000225+0.00021823i
0.0030956+0.00055181i,0.0029467-0.00031986i,0.0032841-0.0010123i,0.0030464-0.0025582i,0.0006352-0.0032238i,-0.0010356-0.0027343i,-0.00098676-0.0018931i,-0.00067227-0.00090344i,0.00044727-0.00049787i,0.0013054-0.00094808i,0.00072042-0.0011432i,-0.00045954-0.00074277i,-0.0004893-0.00010995i,0.00037844+0.00060079i,0.00062109+0.00018229i,-4.7747e-05-0.00019665i,-2.6365e-05+0.00029726i,0.00093801+0.00054668i,0.0010721+0.00039742i,0.0006468+0.00031444i,0.00036119+0.00040241i,0.00014804+5.4207e-05i,-3.9764e-06-3.7571e-05i
0.0015386-0.0010892i,0.00067436-0.001065i,-0.00060698-0.00073943i,-0.00082651-0.00070247i,-0.00087275-0.0012156i,-0.00049727-0.0014712i,0.00043339-0.0014724i,0.00064085-0.0010832i,0.00048223-0.00080651i,0.00031095-0.0016068i,-6.2458e-05-0.0013216i,-0.00025262-0.0005722i,0.0002041-0.00055288i,0.00077244-0.00042692i,0.00028388-0.00065256i,-0.00025595-0.00072769i,0.00011688-0.0011108i,0.0010699-0.0008347i,0.0010502+0.00014524i,0.0011196-1.7718e-05i,0.0011384-0.00025211i,0.00014859-0.00012308i,-0.00037729+1.4352e-05i
-0.0025077+0.00078452i,-0.0015722-0.0012473i,-0.0016418-0.0015193i,-0.00090134+0.00011158i,0.00027641+0.00027316i,0.00086797-0.00094304i,-0.00013737-0.0014512i,-0.0005351-0.00063052i,0.00026152+0.00040273i,0.00080709+8.8049e-05i,0.00073776-0.00046758i,0.00047954-3.3406e-05i,0.00040977+2.7712e-05i,0.00016705-0.00031209i,-0.00076908-6.2368e-05i,-0.0012867+0.00036576i,-3.4929e-05+0.00021828i,0.00082287-0.0002687i,0.00077469+0.000287i,0.0001807+0.00096133i,-0.00084434+0.00095194i,-0.00098543+0.00018864i,-0.00034745-0.00054657i
-0.0015655+0.0029195i,-0.0012182+0.0024452i,-0.0013583+0.0028309i,-0.0010939+0.0019472i,-0.00020696+0.0003482i,0.0004034-0.0010492i,-6.7132e-05-0.0012857i,-4.6357e-05-0.00049379i,0.00098973-0.00065988i,0.001123-0.000845i,0.00022649-0.00041759i,-0.00036184-0.00032089i,-0.001122-0.00076773i,-0.0017959-0.0016342i,-0.0010285-0.0010238i,-0.00054152+6.1637e-05i,-0.00017229+0.00028106i,0.00062654+0.0003831i,0.00078322+8.2608e-05i,0.00059882+0.00024979i,0.00067521+0.00034032i,0.0006715+0.00015192i,0.00027778+0.00039807i
-0.00032402-0.001134i,-0.00051953-0.0012505i,-0.0010968-0.00089474i,-0.0010652-0.00083226i,-0.0008521-0.0015291i,-0.00045817-0.0016848i,-0.00085401-0.001153i,-0.00047674-0.00078i,-0.00010111-0.00039737i,0.00030224-0.00026564i,0.00019869-8.0339e-05i,-0.00074006-0.00021617i,-0.00086355-0.00036624i,-0.00031415-0.0010306i,0.00071993-0.0010795i,0.0012376-0.00076358i,0.00091888-0.001246i,0.00076451-0.00053736i,0.00031158-0.00056924i,-2.3182e-05-0.0015364i,0.00029955-0.00094607i,0.00044359-0.00018452i,0.00019695+0.00035175i
0.0005888+0.0036665i,0.0012832+0.0028115i,0.0018534+0.0029402i,0.002231+0.0013658i,0.001968-0.0011417i,0.00027186-0.0022465i,-0.00051266-0.0016117i,0.00018145-0.00066047i,0.001193-0.00048578i,0.0014572-0.00078967i,0.00014942-0.00072856i,-0.0011999-0.00032419i,-0.0014346-0.00021052i,-0.0012823-0.00059856i,-0.0011024-0.0005583i,-0.00063286+0.00036357i,-0.00090129+0.00058677i,-0.00068319-4.8828e-05i,5.5301e-05-0.00048237i,0.00047995-0.00051453i,0.00058771-0.00074304i,5.4502e-05-0.00026359i,-0.00056791+0.00027755i
-0.0017747+0.0015622i,-0.0011705+0.0022644i,-0.00021304+0.0032348i,0.00078414+0.002218i,0.0014369-8.7092e-05i,0.00098889-0.0017903i,-8.5724e-06-0.0018442i,-0.00028878-0.0010871i,0.00014516-0.00088734i,0.00018132-0.00047841i,-0.00039137-0.00040855i,-0.0011313-0.0005151i,-0.0011269-0.00099867i,-0.00066708-0.00068008i,-0.00076987-0.00050048i,-0.0011413-0.00033874i,-0.00091316-0.00059242i,0.00021981-0.0013476i,0.00065742-0.0012052i,0.00048338-0.00065046i,0.00034519-0.00021454i,0.0003678-2.7788e-06i,0.00057407-0.00039691i
-0.0002567+0.0025525i,-0.00040123+0.0019143i,4.0153e-05+0.0015638i,0.00014031+0.0015328i,-0.00052222-7.2065e-06i,-0.00064364-0.0022379i,-0.00028771-0.0022015i,0.00024168-0.00085714i,0.0008635+0.00024751i,9.7583e-06+0.00019327i,-0.0011194-9.3817e-05i,-0.00083902+0.00047978i,-0.00040172+0.00011539i,-0.0004789-0.000604i,-0.0008065-0.00047358i,-0.00049851-0.00066102i,-0.00019808-0.0010297i,-0.00034429-0.00079401i,-1.9687e-05+6.5868e-05i,0.0005702+0.00033256i,0.00059528-0.00067251i,-0.00019555-0.0009911i,-0.00057876-0.00024493i
-6.4964e-06+0.0012198i,0.0011431+0.00086245i,0.0016348-7.3736e-05i,0.0010236-0.0016595i,0.00022181-0.0024573i,-0.00070475-0.0017434i,-0.0011414-0.00090081i,-0.0010431-0.00060264i,0.00027548-0.00075505i,0.00024666-0.0011978i,-0.000426-0.001581i,-0.00012159-0.0012925i,0.00032509-0.0011454i,0.00027836-0.0015564i,3.8608e-05-0.0016043i,0.00023008-0.0013375i,0.00014904-0.00078081i,0.00054573-0.00010222i,0.00097585-0.00033702i,0.0013836-0.00072785i,0.00098618+0.00013971i,6.5952e-05+0.00049164i,9.1543e-05-6.1429e-05i
-0.0011612-0.00084664i,-0.0011112+3.1783e-05i,-0.00039897+0.00067981i,7.6642e-06+0.00082557i,-0.00019335+0.00050733i,-0.00017103-0.00085717i,-0.00033249-0.0011674i,-0.0009713-0.0011272i,-0.00081908-0.0011902i,-0.00014974-0.001497i,-0.00042501-0.001383i,-0.00053102-0.00038026i,-8.3264e-05-8.6486e-05i,-0.00044951-0.0012585i,-0.00088504-0.0019291i,-0.00069828-0.0010213i,-0.00012249-0.00029197i,0.00047779-0.0003843i,0.00066142-1.2112e-05i,0.00047956+0.00011354i,0.00044833+0.00057044i,0.00028678+0.0011272i,0.00013183+0.00055778i
-0.0014873+0.0011856i,0.00083961+0.0026624i,0.0019438+0.0023217i,0.0014737+0.00070703i,0.00063055-0.0003818i,0.00011147-0.0013607i,3.3858e-05-0.001091i,0.00050871+6.1342e-05i,0.0011117+0.00063782i,0.00074257+0.00022099i,-6.3672e-05-0.00088531i,-2.0946e-06-0.0018003i,0.00027146-0.0013385i,-0.00030184-0.00075434i,-0.00037546-0.0004894i,-0.0002859+0.00026991i,-0.00058577+0.00048877i,-0.0004549-7.8902e-05i,0.00077357-0.00055588i,0.00092003-0.00054587i,-0.00026541-6.2697e-05i,-0.00012289+0.00026845i,0.00022954+0.00044255i
-0.00076915-0.0017671i,-0.0012777-0.001293i,-0.0019712-0.0012128i,-0.0020089-0.00017916i,-0.0013015-0.00065468i,-0.0011124-0.0014206i,-0.0015493-0.0013439i,-0.00034931-0.00021557i,0.00055223+0.00066926i,0.00050132+0.00027501i,0.0004191-0.0004932i,0.00048403-0.00034959i,0.00071954-1.8181e-05i,0.00084372-0.00063294i,0.00080211-0.0012945i,-1.107e-05-0.0015768i,-0.00056499-0.0011963i,-0.00043526-0.00074383i,0.00026666-0.0007163i,0.0011854+0.00012696i,0.0016766+0.001381i,0.0011451+0.0011891i,-0.00032395+0.00041044i
0.002012-0.0014582i,0.0026295-0.0020263i,0.0015281-0.0012564i,-0.000524-0.00036439i,-0.0014905-0.00027798i,-0.001714-0.0010673i,-0.0021757-0.00074541i,-0.0011867-0.00081229i,0.0003855-0.0013259i,0.00072346-0.00070995i,0.000288-1.9616e-05i,-0.00084051-4.3799e-06i,-0.00089511+0.00019943i,-0.00073385+0.00064375i,-0.00037123+0.00051339i,0.00011758+2.484e-07i,0.00049657-0.000815i,0.00030718-0.0006007i,5.7685e-05-8.031e-05i,0.00012649-0.00034937i,0.00031888-0.00037497i,9.7455e-05+0.00025216i,-0.00034593+0.00023764i
-0.00087049-0.0021882i,-0.0013689-0.002109i,-0.0022117-0.0011585i,-0.0016713-0.00050812i,-0.00011232-0.0011328i,0.00023904-0.0021376i,3.2809e-05-0.0013152i,0.0002707-0.00038544i,0.00060582-0.00099599i,0.00028511-0.0011715i,-0.00026752-0.00086576i,-0.00054011-0.00049883i,0.00016796-0.00024369i,0.0010094-0.00098937i,0.00027525-0.0012381i,-2.0082e-05-0.00076951i,6.6814e-05-0.00062073i,0.00026356-0.0010276i,0.00048341-0.0012031i,0.00031892-0.00075117i,-0.00011967-0.0009711i,-0.00067597-0.00086794i,-0.0011571-0.00047748i
-0.00032762+0.00022176i,9.9551e-05+0.0010695i,-0.0010968+0.00050857i,-0.0022027+0.00031866i,-0.0018008-0.00026675i,-0.0010467-0.0015787i,-0.00099014-0.0012304i,-0.00080951+6.3761e-05i,8.9542e-05-0.00022184i,0.00059026-0.0018862i,0.00042857-0.0017481i,-4.0067e-05+8.4078e-05i,-0.00054631+0.00027907i,-9.837e-05-0.00071989i,-4.3215e-05-0.00024974i,0.00025267-0.00036376i,0.0011405-0.00061667i,0.00089686+2.0999e-05i,-8.4467e-05+9.8451e-05i,-9.0074e-06-0.00028707i,0.00067146+2.0972e-05i,0.00028535+0.00016152i,-0.00050162+9.4337e-05i
-0.00022028+0.0013791i,0.0003189+0.00072476i,0.00051317-0.00018526i,0.00067305-0.00012369i,-0.00016297+0.00040497i,-0.0014191-0.00018627i,-0.0018976-0.00039642i,-0.0014104+0.00042284i,0.0005237+0.00067321i,0.0014964+0.00014804i,-0.00010654-0.0001368i,-0.0005114-0.00030883i,0.00066039-0.00018028i,0.00062429-0.00030975i,0.00026389-0.00042992i,0.0005781-0.00047658i,0.0009172-0.00071953i,0.0007917+5.3479e-05i,0.00039737+0.00043528i,0.00038335+0.0005182i,0.00039001-6.2669e-05i,0.00057849-0.00083003i,0.00046936-0.00069041i
-0.0015502+0.0014359i,-0.0012883+0.00085371i,-0.00012104+0.00070144i,0.00051017+0.00049965i,0.00015066-0.000969i,-0.00077269-0.0022576i,-0.0015727-0.0023483i,-0.00093216-0.0013845i,0.00012531-0.0003908i,0.00050251-0.00046595i,0.00045769-0.00078067i,0.00029908-0.00067609i,0.00024519+0.00011994i,0.00010735-0.00022066i,-0.00079763-0.001046i,-0.00098018-0.00030044i,-7.927e-05+0.00038781i,0.00023701+0.00041662i,0.00078329+0.00034951i,0.0013812-4.3385e-06i,0.00084393-0.00015915i,0.0002216-0.00055168i,-1.7269e-05-0.00086588i
0.001351-0.0011452i,0.001355-0.00039205i,0.000937-0.00098155i,0.00079043-0.0011642i,0.00049364-0.00088324i,-0.00030138-0.00066177i,-0.00038156-0.0013441i,0.00027829-0.0010963i,0.0010067-0.00027844i,0.00072344+0.00010626i,-3.745e-05+0.00045247i,-0.00026335+0.00040078i,-7.6026e-05+0.00037976i,0.00014346-0.00019867i,-2.742e-05-0.00077382i,-0.00025042-0.00062548i,-3.1638e-05-0.00021025i,0.0001364+0.00025662i,0.00018369+0.00020174i,0.00021216-0.00061639i,-0.00016671-0.001087i,-0.00075836-0.0013865i,-0.00039269-0.0013692i
0.0001158-0.0013479i,-0.00019953-0.00027434i,-0.0010852-0.00029082i,-0.0015669-0.00092505i,-0.0012087-0.0014196i,-0.00073604-0.00074835i,-0.00096647-0.00044659i,-0.0009482-0.00037106i,0.00013549-0.00087725i,0.00036906-0.0014175i,-0.0002643+0.00012665i,-0.00051358+0.00072661i,-0.0004494-0.00010909i,0.00035935-0.00064072i,0.00066752-0.00086495i,0.00046965-0.00057713i,0.0001335+0.00028247i,-0.00025177+0.00010373i,0.00051584-0.0010287i,0.001084-0.00123i,0.00067579-0.00069238i,8.2332e-05-7.0151e-05i,-0.00061152-0.00026026i
-0.0014824-0.00075675i,-0.001634+0.00049091i,-0.0021556+0.00076962i,-0.0025887-0.00017871i,-0.0024963-0.00073333i,-0.0013321-0.0011255i,-0.00080384-0.0010785i,-0.001137-0.00089936i,-0.00074128-0.00069513i,0.0002814-0.00068423i,0.00068286-7.9372e-05i,0.00083983+0.00055501i,0.0011452+4.6805e-05i,0.0011689-0.00045819i,0.00088588-0.0012058i,0.00082377-0.0014171i,0.000628-0.00060067i,-8.1637e-06-0.00039247i,0.00041298-0.00021876i,0.00080884+0.00039176i,0.00015287+0.00079894i,-0.00013289+0.00037805i,-0.00077859+0.00054822i
0.00078024-0.00094621i,-0.00013052-0.00029063i,-0.00029207+0.00069866i,-0.00061319+9.7672e-05i,-0.0010778-0.0011899i,-0.00089572-0.0015363i,-0.00071718-0.0013762i,-0.0005589-0.0008618i,0.00065601-0.00081308i,0.00099589-0.0017565i,0.00041972-0.0017539i,-0.00062417-0.0005234i,-0.0013624+0.00010736i,-0.00072532+6.4459e-05i,-0.00033822-0.0006416i,0.00011272-0.0010785i,0.00045647-0.00044658i,0.00085482-0.00053699i,0.0009354-0.00081311i,0.00020947-8.5197e-05i,0.00026974-5.2452e-05i,0.00038771-0.00048127i,-0.00020686-0.0010324i
-0.0020372+0.00093816i,-0.0022584+0.0010889i,-0.0017739+0.00071592i,7.929e-05-0.00013111i,0.0007005-0.00074601i,0.00052069-0.0015737i,0.00014226-0.0025192i,2.335e-05-0.0016132i,0.00050752-0.00080789i,0.0010238-0.00073746i,0.00016026+3.3412e-05i,-0.00081974+0.00028143i,-0.00038016+3.6836e-05i,-0.00048767-0.00038796i,-0.0010344-0.00073929i,-0.00080272-0.00027416i,-0.00029968-2.7614e-05i,-0.0006391-0.0001427i,0.00011674+9.2711e-05i,0.00091806-0.00048152i,0.00056898-0.0011888i,-0.00053125-0.00055712i,-0.0011263+0.00029748i
0.0012087+0.00059582i,0.0014375+0.00073158i,0.0012688+0.00068334i,0.00041973-0.00081168i,0.00042178-0.0018289i,0.00087189-0.0012325i,0.00020955-0.0010248i,-0.00049369-0.0012462i,9.7548e-05-0.00056223i,0.00098182-0.00029276i,0.0015311-0.00018288i,0.0011396+0.0003602i,0.00030864+0.00032111i,9.8943e-05-0.00074177i,-0.00031749-0.0010188i,-0.00056773-0.00053566i,1.9651e-06-0.00014587i,0.0004743-0.00049852i,0.0004283-0.00078885i,0.00057567-0.00038516i,0.0010041-0.0002748i,0.00046662-9.6057e-05i,-0.00032333+0.00028947i
-0.00094616-0.0011502i,-0.00048123-0.00022035i,-0.00072873-0.00077302i,-0.0012915-0.00089428i,-0.00078492-0.0011817i,0.00016599-0.0015575i,-0.00026558-0.0007158i,-0.00080718+0.00018637i,-0.00034507-0.00035509i,0.00021461-0.0014343i,-2.0379e-05-0.0011517i,0.00013401+0.00017765i,0.00063531+0.00019002i,0.00083241-0.0010559i,0.00039316-0.0019592i,1.1978e-05-0.0017687i,0.00020601-0.00070493i,0.00034776-0.00017088i,-0.00010044-0.00028144i,0.00016336-0.00059648i,0.00070896-0.0010692i,-0.00044094-0.0010372i,-0.00093425-0.00025356i
0.00023715-0.00031738i,0.00015735-0.00051192i,0.00014486-0.00010093i,-2.775e-05-0.00061587i,-0.00011238-0.0020455i,-0.00036504-0.0024996i,-9.0528e-05-0.0018093i,-0.00034135-0.0010212i,3.9117e-05-0.00060008i,0.00080873-0.00063903i,0.00058071-0.0010992i,0.00039054-0.00090168i,0.00056186-0.00058133i,0.0012334-0.00064877i,0.0012836-0.0010517i,0.00072563-0.00059656i,8.0368e-05-0.00025059i,0.00031073-0.00034495i,0.00066513-0.00036742i,0.00057119-0.00067213i,0.00038629-0.00049221i,9.6327e-05-6.6639e-05i,0.00015542+0.00010718i
-0.00090852+0.0032097i,-1.2209e-05+0.0035729i,0.00048368+0.0032671i,0.0010413+0.0018002i,0.0012224-0.0008499i,0.00074164-0.0023972i,-7.8692e-05-0.0010827i,0.0001349-0.00030692i,0.0010513-0.00027262i,0.001313-0.00050949i,0.00061091-0.0010522i,0.00011822-0.0015007i,-9.9239e-05-0.0010918i,-0.00017899-0.00086928i,-0.00053019-0.00049133i,-0.0011251-6.5456e-05i,-0.00096653-0.00026253i,-0.00032744-0.00013402i,0.00053534+2.8966e-05i,0.0010276+0.00016335i,0.00064472-0.0001916i,-8.5512e-05-0.0005205i,-0.00018485-0.00020459i
-0.0018876-0.0013964i,-0.0029445-0.00088719i,-0.0026889-0.0002205i,-0.0014776-0.00020086i,-0.0011115-0.0005766i,-0.0018036-0.00093203i,-0.00077406-0.0010647i,0.00043997-4.9882e-05i,0.0012358+0.00032242i,0.0017383-0.00031098i,0.0012014-0.00031491i,-0.00027283+0.00024704i,-0.00078465-1.5563e-05i,0.00011918-0.0013731i,0.00096474-0.0018069i,0.0014454-0.0012317i,0.0012533-0.0008154i,0.00078106-0.00095285i,0.00036149-0.0011308i,-0.00055895-0.00020633i,-0.00097481+0.0001207i,-0.00067313-0.00043392i,-0.001235-6.6209e-05i
0.00013836+0.00087015i,0.00066017+0.00036368i,0.00024146-0.00019793i,-0.00032235-0.0004853i,-0.00092191-0.00086049i,0.00018837-0.0013856i,0.00037077-0.0010454i,0.00015849+0.00014366i,0.0007846+0.00017017i,0.00032847-0.00069112i,-0.00027004-0.00060814i,-3.1101e-05-0.00050112i,-0.00015397-0.0010421i,-0.00099035-0.00061316i,-0.00026469-0.00040917i,2.7586e-05-0.0013149i,-0.00040312-0.0011193i,-0.00017175+3.413e-05i,0.00010594-9.3292e-05i,0.00015914-3.6066e-05i,-0.0001098+0.00014004i,0.00012872-0.00021103i,0.00026183-0.00054159i
0.00082082-0.00094161i,0.0012582-0.00021251i,0.00065805+0.00037319i,0.00069363+0.00028012i,0.00084923-0.00040305i,0.00052686-0.0010218i,-0.00019942+2.3059e-05i,-0.00065852+0.00087021i,0.00014323+0.0003529i,6.4671e-05-0.0006408i,0.00010438-0.00060203i,0.00050112+0.00048846i,0.00050231-0.00018019i,0.0015204-0.0013851i,0.0018815-0.0015345i,0.00038767-0.0011827i,-4.7737e-05-0.00058016i,0.00032643-0.00078294i,0.00086285-0.00038233i,0.00085887-0.00015104i,0.00067443-0.001233i,0.00051373-0.0013811i,0.00027174-0.0002569i
0.0015123+0.0028376i,0.0018531+0.0021718i,0.0037566+0.002388i,0.0029582+0.00092066i,0.00025772-0.0014075i,-0.0011155-0.0026087i,-0.00067468-0.0020539i,-9.7501e-05-0.00045128i,0.0010508-0.00028516i,0.0019143-0.0011202i,0.0010543-0.0013871i,-0.00056618-0.0014697i,-0.00087904-0.00087146i,-0.00029742-8.3562e-05i,-0.00014321-0.00019866i,0.00036314-0.00021799i,0.00029689+0.00048719i,-0.00017355+0.00044253i,0.00080444+0.00073113i,0.001177+0.0016257i,0.00026632+0.0013669i,-0.00041128+0.00051327i,-0.00027216+0.00046786i
0.0019118+0.0028364i,0.0010049+0.0024371i,0.00049304+0.0025287i,0.00035652+0.00040212i,4.4016e-05-0.0017479i,-0.00050984-0.0020834i,-0.0010501-0.0016218i,-0.00013595-0.0003706i,0.0012554+0.00024037i,0.0012828-0.00072893i,0.00046785-0.00096771i,-0.00028376-0.00017708i,-0.00076747-2.6428e-05i,-0.00077349-0.00019605i,-0.00061341-1.0601e-05i,-0.00074761+7.9172e-05i,-0.00045354-0.00039799i,0.00033795-0.00049081i,0.0012101-0.00053488i,0.0018341-0.0010413i,0.0016874-0.00065957i,0.0017432-0.00023037i,0.0014368+6.8994e-05i
-0.000853+0.00051258i,-5.3118e-05+0.00075535i,0.00011368+0.0005192i,0.00046731+6.245e-05i,0.00030218-0.00049703i,-0.0010712-0.0014441i,-0.001801-0.0015209i,-0.00058114-0.00038753i,0.0008551+1.5266e-05i,0.00065378-8.0008e-05i,-0.00026116-8.2452e-05i,-0.00045564-0.00083642i,0.00012242-0.0011524i,0.00036243-0.00029311i,0.0003281-0.00043053i,0.00040816-0.0010083i,8.4114e-05-0.00045179i,-8.7196e-05-0.00053286i,-0.00029361-0.0011857i,-5.0311e-05-0.0005912i,0.00090044+4.3504e-05i,0.0008299+0.0004358i,0.00032668+2.1737e-05i
0.00021593+0.00091297i,6.7712e-05+0.00037871i,0.00020961+0.00045042i,0.00060834-0.00038317i,0.0004837-0.0014449i,-0.00063018-0.0022023i,-0.00080684-0.0011656i,-0.0002278+0.00091445i,0.00047243+0.00066319i,0.0011397-0.0011567i,0.00062436-0.0009331i,0.00076184+0.00042148i,0.00097322-0.00011494i,0.00040524-0.0010601i,-0.00038995-0.00061548i,-0.00080049-0.00038243i,-0.00027087-0.0011198i,0.00045627-0.00099241i,0.00025571-0.00048764i,0.00023665-0.00036039i,0.000473+3.5662e-06i,0.00082796+0.00018492i,0.00050704-4.0814e-05i
0.0037152+0.00038714i,0.003536+6.6047e-05i,0.0028957-0.00076086i,0.001999-0.0015615i,0.00039032-0.0026431i,-0.00084816-0.0029125i,-0.00055048-0.0016254i,-0.00030292-0.00050038i,0.00091931-0.00057031i,0.0016452-0.00099671i,0.00036308-0.00084747i,-0.00076309-0.00037815i,-0.00054569+0.00020076i,-3.5172e-05+0.00027294i,0.00019962-4.7833e-05i,0.0006233-6.4336e-05i,0.0011044-7.1928e-05i,0.0016504-0.00043778i,0.0013998-0.00058979i,0.0011419-0.00070569i,0.0011011+0.00010343i,0.00091456+0.00040566i,-9.8122e-05+0.00014241i
