-0.001702-0.00014878i,-0.0015351-0.00044137i,-0.0025741+0.00051363i,-0.0021379+0.0017511i,-0.0020535+0.0025298i,-0.0015081+0.0023329i,-0.0009318+0.0010485i,-0.001195+0.0002432i,-0.00075529-4.9574e-05i,-0.00032307+0.00045751i,-0.00055319+0.0012514i,-0.00018692+0.0012823i,0.00060959+0.0006416i,0.00047445+6.1728e-05i,-0.0002313+5.4094e-05i,-5.9079e-05+0.0011396i,0.00030577+0.0018117i,0.00030354+0.00062822i,-0.00034604-0.00045494i,-0.00027177-4.6328e-05i,0.0001228+0.00011251i,0.00045225-6.6248e-05i,0.00013308+0.00030269i
-0.00013226+0.0028274i,0.0011074+0.0021658i,0.0012242+0.0029715i,0.0012435+0.0037825i,0.002133+0.003318i,0.0016444+0.001614i,0.00025626-0.00019321i,-0.00042114-0.0010479i,-0.0010341-0.00077337i,-0.001278+0.00062387i,-0.0020057+0.0017196i,-0.0020633+0.0023604i,-0.00091217+0.0020991i,-0.00026384+0.00086791i,-0.00029567+0.00021769i,-0.00078961+9.5855e-05i,0.00034222-0.00015633i,0.0012303-0.00020392i,-0.00023202-0.00053837i,-0.0010012-0.0011501i,0.00033589-0.00094936i,0.00087373-0.00046826i,0.00025252-7.4383e-05i
0.0015628-0.0013683i,0.00082641-0.0013245i,0.00039932-0.0004148i,-0.0008213+0.00070699i,-0.0008557+0.0018712i,0.00049339+0.002739i,0.0012994+0.0019121i,-2.3021e-06+0.00042158i,-0.001629-0.0007132i,-0.0018191-0.00067225i,-0.001845-0.00019224i,-0.0023934-0.00020539i,-0.0021247-0.00011324i,-0.0015268+0.00021028i,-0.00077522-0.00015052i,-5.0046e-05-0.00036375i,-6.0256e-05-0.0008226i,0.00019669-0.0006565i,0.00030012+3.6786e-05i,-0.00012653+0.00034896i,-0.00044217+0.00047397i,-0.00092153-0.0003115i,-0.00089232-0.0005583i
-0.0014606-0.0012418i,-0.0012582-0.0006437i,-0.00089701+0.00027015i,-0.00082486+0.0017986i,-0.00020263+0.0030302i,0.00098778+0.0025755i,0.0018737+5.8212e-05i,0.0017134-0.0019273i,0.00080105-0.0023325i,1.6102e-05-0.0020029i,-0.00067259-0.0018657i,-0.00051409-0.0022886i,2.9753e-05-0.0014319i,4.0114e-06-0.00011152i,0.00030436+0.00093704i,0.00079267+0.00098558i,0.0011705+0.00018295i,0.00068355+0.00029153i,0.0001979+0.00060594i,-0.00071956+7.828e-05i,-0.00080113-0.00035698i,-3.1212e-06-0.00026575i,-0.00059139-2.3993e-05i
-0.00048204+0.001131i,0.00013403+0.0018963i,0.0011152+0.0016437i,0.0005797+0.0020314i,-0.00052047+0.0021156i,-0.00017119+0.0010474i,-0.00040229-0.00094691i,-0.00089828-0.0022313i,-0.00084227-0.0015733i,-0.00014493-0.001144i,0.00086448-0.00075189i,0.0018666-0.00025863i,0.0019313-0.00020818i,0.0010994+0.00035896i,0.00068374+0.00077211i,0.00085754+0.00022599i,0.0012482+0.00028509i,0.0014314+0.00066315i,0.00085778-5.6618e-05i,0.00026129-0.0010329i,0.00039725-0.0012236i,4.1786e-05-0.00027824i,-0.00090554+2.911e-05i
-0.00027123+0.00063741i,-0.0012855+0.0015401i,-0.00078529+0.0028651i,0.0010756+0.0030509i,0.0017576+0.0026516i,0.0011972+0.0022324i,0.00016093+0.00050887i,-0.00011643-0.0010185i,0.00016453-0.00045356i,0.00013479+0.0012852i,0.00095679+0.0024137i,0.0017984+0.0020514i,0.0020115+0.0010976i,0.0015857+0.00080879i,0.00074349+0.0012557i,0.000621+0.0016482i,0.00042599+0.0012526i,0.00050477+0.00063403i,0.00051369+0.00045588i,-9.46e-05-0.00034311i,-0.00012319-0.00041462i,-8.7055e-05+0.00018513i,-0.00074445+0.00038068i
0.0025738-0.00079064i,0.0021173-0.00012887i,0.0018457+0.00024858i,0.001838+0.00014473i,0.00082707+0.00043493i,-0.00019369+0.00026597i,0.00017406-0.0002697i,0.00044997+0.00013597i,-9.0995e-05+0.00059487i,-0.0012071+0.0011636i,-0.0013696+0.0015565i,-0.00084031+0.0019969i,-0.00062293+0.0020516i,-8.9116e-06+0.0014443i,0.00011571+0.0012678i,0.00017682+0.00090637i,0.00076013+0.00060571i,0.00095419+0.00025753i,0.00039836+2.5483e-05i,-0.0007424+4.2253e-05i,-0.0011958+6.868e-05i,-0.0013063-0.00054043i,-0.0015482-0.0005714i
-0.00061306-0.00028716i,4.0499e-06+0.0001809i,-0.00027443+0.0015621i,0.00018991+0.0023447i,0.0013921+0.0026175i,0.0021902+0.0016984i,0.0012836+1.866e-05i,-0.00060011-0.00030733i,-0.0011212-0.00024679i,-0.0014506+0.00029883i,-0.0023941+0.00070763i,-0.0024631+0.00024681i,-0.0015729+0.00036555i,-0.00053861+0.00027201i,2.7378e-05-0.00038068i,0.0005676-0.00041749i,0.00080658-0.00011355i,0.0011673-0.00022582i,0.0010607-0.00028486i,0.00036372-3.2393e-05i,0.00045459+0.00091099i,0.00079971+0.0013385i,-4.4581e-06+0.00084867i
-9.3983e-05+1.4231e-05i,-0.0012571+0.00017638i,-0.0012235+0.0012913i,-0.00090892+0.0021061i,-0.00041283+0.0018934i,0.00099792+0.0016342i,0.0011421+0.00064185i,-0.00025699-0.00088731i,-0.00085173-0.0015914i,-0.00058833-0.0013818i,-0.00085018-0.0013656i,-0.0014644-0.0013486i,-0.0011061-0.00088536i,-3.1183e-05+2.1262e-05i,0.00075864+0.0011683i,0.0013679+0.0017857i,0.0013855+0.00087522i,0.00092117-0.00054986i,0.0003817-0.0010602i,0.00016779-0.0011551i,0.00021958-0.00066108i,0.00024372+4.7881e-05i,0.00014974+1.6787e-05i
0.00043342-8.7114e-05i,-0.00020325-0.00017747i,-0.00020588-0.00024037i,-0.00074199+0.001126i,-0.00087049+0.0024521i,4.452e-05+0.0024525i,0.00053598+0.00018552i,0.00058931-0.0018357i,0.00064176-0.0020101i,-1.9942e-05-0.0017204i,-0.00035846-0.0011792i,0.00049815-0.00093456i,0.00098244-0.0010474i,0.0011409+0.00014277i,0.0010265+0.0016201i,8.1921e-05+0.0015536i,-3.1263e-06+0.00075134i,0.00041944+0.00064892i,0.00027005+0.00044307i,0.00052245-0.00018721i,0.00063559-0.00047506i,0.0006003-9.1486e-05i,0.00036387+0.00086917i
0.00033621+0.0019829i,0.00035841+0.0022427i,0.00064207+0.0035155i,0.0010526+0.004421i,0.00080997+0.0038139i,0.00044617+0.0019709i,0.00067342+5.8933e-05i,0.00043073-0.00080565i,3.6921e-05-0.00049179i,0.00041496+0.00051764i,0.0018569+0.0010412i,0.0029576+0.00088087i,0.0016194+0.0010848i,0.00062771+0.00059436i,0.0010238+0.00049111i,0.00073445+0.00070618i,0.00086386+0.00057245i,0.00083924-3.4177e-05i,0.00050954+0.00041575i,3.2912e-05+0.0014802i,-2.894e-05+0.00073186i,3.5622e-05+0.0001451i,-0.00038851+0.00063223i
0.00055892-0.00088753i,0.00073346-0.00067107i,0.0016299-8.1012e-05i,0.00082818+0.0012065i,0.00062896+0.0024815i,0.00091263+0.0014908i,0.00027932-0.00057742i,-0.0006608-0.0019473i,-0.00086854-0.0011429i,-0.00053054+0.0010248i,-4.5317e-05+0.0028865i,-6.3804e-05+0.0039676i,-0.0005176+0.0031181i,-0.00051373+0.0016678i,-0.00027625+0.0013577i,0.00056466+0.0013921i,0.0014509+0.00089024i,0.00062928+0.00067706i,0.00010264+0.00080375i,0.00058294+0.0010379i,0.00085279+0.00072381i,0.00011323+0.00033686i,-0.0001163+9.0961e-05i
6.9583e-05+0.0018077i,-0.00017597+0.00101i,-0.00018+0.0013911i,-9.4472e-05+0.0022096i,0.00035406+0.0018742i,0.00057631+0.0008245i,0.00031252-0.00058249i,-0.00027406-0.0010723i,-0.0010803-0.00062965i,-0.0014172+9.558e-05i,-0.0019991+0.0018828i,-0.0026126+0.0026378i,-0.0026807+0.0017081i,-0.0015652+0.000583i,0.0002115-0.00012877i,0.0013965-0.00031445i,0.0012688-0.00036505i,0.00018642-0.00054528i,-0.00026567-0.00068039i,2.8023e-06-0.00010654i,0.00011898+0.00058187i,-0.00022188-5.4009e-05i,-0.00023398-0.00067427i
-0.00043875+0.0006848i,0.00013191+0.0014549i,0.0006142+0.0023388i,0.00017447+0.0023804i,6.0775e-05+0.002022i,0.00032912+0.00082774i,0.00019545-0.00026694i,-0.001217-0.00065504i,-0.0021413-0.0010782i,-0.0019971-0.00097938i,-0.001652-0.00056755i,-0.0012773-0.00027172i,-0.001858-0.00056326i,-0.0019576-0.00063469i,-0.00096767-0.00027749i,-0.00025694-3.6832e-05i,0.00078308-3.4705e-06i,0.0016603-0.0004285i,0.0012634-0.0012019i,0.00052086-0.00067249i,0.00019232-6.9745e-05i,0.0003199-6.5952e-06i,0.00016238+0.000217i
-0.0016289+0.0024107i,-0.0010503+0.0015806i,7.6629e-05+0.0017971i,0.00099864+0.0028002i,0.0017891+0.0026653i,0.0016929+0.001473i,0.00073926-0.00025084i,-0.00016962-0.0013253i,-0.00097748-0.001219i,-0.00056825-0.0010506i,0.00076617-0.0018924i,0.00071461-0.0027332i,0.00064156-0.0020026i,0.001437-0.00043332i,0.0015252+0.00057175i,0.00073848-0.00020719i,0.0010123-0.00071411i,0.0011212-0.00037196i,0.00056805-0.00038539i,0.00030157+0.00015313i,0.00012035+0.00049079i,-0.00031547-0.00015874i,-0.00042289-0.0010173i
0.0028414+0.00033202i,0.0026624-0.0002425i,0.0039333-0.0011264i,0.0040035-0.00036022i,0.0021605+0.001028i,0.00045784+0.0013945i,0.00052503+0.00052523i,0.0011622-0.00074152i,0.00083017-0.00078358i,0.0003742-0.00037513i,0.001535-0.00010312i,0.0027484+5.3667e-05i,0.0026459+0.00024856i,0.0015667+0.00021222i,0.00063852+1.3148e-05i,0.00068156+0.00062361i,0.00064722+0.00096875i,-0.00033411-8.0139e-06i,-0.00013331-0.00093462i,9.9608e-05-0.00056908i,0.00048551-4.0296e-05i,0.0005791-0.00014817i,-7.2398e-05-0.00063509i
0.0001535+6.8508e-05i,8.2459e-05+0.00082428i,0.0015177+0.00057356i,0.0024105+0.0012204i,0.001318+0.0023675i,0.00018924+0.0020405i,0.00038047+0.0007552i,0.00018766-0.00037011i,0.00012815-0.00032018i,0.00039496+0.00023133i,0.0010288+0.0012258i,0.0022817+0.0023353i,0.0018726+0.0019052i,0.0010197+0.0018467i,0.00094357+0.0017942i,0.0012442+0.001122i,0.0015598+0.00035361i,0.0013416-0.00018723i,0.00052006-0.00024827i,-6.1843e-05-7.6516e-05i,-0.00069087+0.00039286i,-0.00088919+0.00077346i,-0.0008131+0.0010059i
0.0015557-0.00082235i,0.00088846-0.00046673i,0.00094091-0.0008811i,0.00068546-0.00043753i,0.00016807+0.00084082i,0.00035851+0.0013692i,-7.7663e-05+0.00016972i,-0.00039414-0.00087808i,1.5313e-05-0.0002108i,-2.4099e-05+0.0007592i,-0.00038735+0.0012187i,-0.0013908+0.0017392i,-0.0017653+0.0017366i,-0.0012179+0.00078597i,-0.00056522+0.0004529i,-1.4505e-05+0.00032604i,0.00072129-0.00037822i,0.00052912-0.00031517i,-0.00027044+5.5795e-06i,-0.00018558-0.00015259i,-5.184e-05-0.00069388i,-0.00034798-0.0012176i,-0.0005757-0.00022985i
0.0011205+0.00098209i,0.0014151-0.00034029i,0.0024829-0.001085i,0.0021647-0.00096092i,0.0014783-0.00033767i,0.0014524+0.00070345i,0.001295-0.0002203i,0.00038207-0.0013328i,-0.0010201-0.00078912i,-0.001657-0.0010434i,-0.0019007-0.0011468i,-0.0028818-0.00024015i,-0.0026629-0.00071105i,-0.0013511-0.0011019i,-0.00027536+0.00091273i,0.00091183+0.0011701i,0.0018906-8.5585e-05i,0.0020341-0.00021712i,0.0014044-0.00028812i,0.0002405-0.00072806i,-0.0012242-0.0012589i,-0.0013843-0.0017409i,-0.00037854-0.0017387i
-0.00058321+0.00018852i,-0.00089593+0.00025779i,0.00020919+5.5122e-05i,0.00055667+0.0011186i,0.00035188+0.0030169i,0.0003441+0.0028796i,-0.00039022+0.00066309i,-0.00082699-0.00040089i,-0.00049142-0.00065557i,-0.00010324-0.0014328i,3.0159e-05-0.0016085i,-0.00032033-0.0020304i,-0.00023429-0.0018831i,0.00014584-0.000832i,0.00041901-0.00063636i,0.00080261-0.00051303i,0.00086669+0.0001825i,0.0012117+0.00020432i,0.0005706-0.00045741i,-0.00088878-0.00059506i,-0.00046337-0.00044282i,0.00085059-0.00053534i,0.001021-1.1937e-05i
0.00059179-0.001032i,0.00085243-0.00039033i,0.0021469-0.0013346i,0.0021926+0.00010522i,0.00061105+0.0020572i,0.00074914+0.0018953i,0.00088502+0.00084493i,0.00021329-0.00068971i,0.00043375-0.0011988i,0.0012506-0.0002047i,0.0010948-0.00018655i,0.0018176-0.00053018i,0.0029494-6.7874e-05i,0.001939+0.00057586i,0.00092765+0.00049745i,0.00089027+0.00021097i,0.0010029+0.0010062i,0.0003289+0.0010625i,-0.00090614-0.00041519i,-0.00092729-0.0010483i,-0.00026536-0.0007819i,-0.00020375-0.00072323i,3.1708e-05+0.00014304i
0.0007535+0.00071489i,0.0001861+0.00031618i,0.00061926+0.00091518i,0.0011002+0.0013734i,0.00060796+0.0021534i,0.00034443+0.0016678i,0.00040323+0.00051505i,1.1833e-06+2.2828e-05i,3.1369e-05-0.00033529i,0.0001698-0.0001036i,5.397e-05+0.00067468i,0.00041635+0.00082835i,0.00044979+0.00056606i,0.00015478+0.00064624i,0.0005598+0.00083046i,0.001181+0.00080067i,0.0012907+0.00024887i,0.0014006-0.00018372i,0.0011376+0.00040223i,0.00054935+0.00091076i,0.0002047+0.00065418i,0.0004495+0.000616i,-4.9037e-06+0.0013017i
0.0013579-0.00049138i,0.0008103-0.00056215i,0.00099383-0.00042656i,0.00039458-0.00063165i,-0.00013242-5.7899e-05i,0.00071094+0.00028468i,0.0011923-0.00015512i,0.0008748+0.00016017i,0.00051486-5.3805e-05i,0.0003014-0.00049183i,-1.1648e-05+0.00019748i,-0.00035006+0.0014984i,-0.00057033+0.0025639i,-0.00073159+0.0025852i,-0.00061801+0.0012809i,0.00029289+0.00012275i,0.0013217+5.2836e-05i,0.0015227+0.00022831i,0.00026279-0.00012934i,-6.7488e-05-5.8833e-05i,0.00048389+0.00012088i,-0.00010657+1.1203e-05i,-0.00081472+0.00013413i
-0.0025568-0.00070798i,-0.0022089-4.6797e-06i,-0.0025219+0.00047542i,-0.0020258+0.0027698i,-0.00038119+0.0042534i,0.0013793+0.0040752i,0.0021656+0.002363i,0.0011838+6.5931e-05i,0.00017356-0.0005926i,-0.00041962-5.5361e-05i,-0.0013993-0.0001924i,-0.0016933-0.00017807i,-0.0013591+0.00062422i,-0.0011642+0.00081166i,-0.00094384+0.00018217i,-0.00010309-0.00058765i,0.0010673-0.00070004i,0.001078-0.00076793i,0.00026723-0.00079933i,-0.00018438-0.00028393i,-0.00029322+0.000313i,-0.0004108+0.00016395i,-0.0011597-0.00043037i
-0.0003369+0.0012879i,-0.00070344+0.00097003i,0.00054589+0.00086036i,0.0013956+0.0012934i,0.0009123+0.0014936i,0.0011855+0.0011185i,0.0018195+0.00064754i,0.0012477-0.00037155i,0.00047658-0.00088654i,0.00029771-0.00079268i,0.00033289-0.001267i,0.00025509-0.0018515i,-0.0001713-0.0013838i,8.2421e-05-0.00031124i,0.00062974-7.9387e-05i,0.00153-3.8933e-05i,0.0023624+0.00056162i,0.0015469+5.9378e-05i,0.00095187-0.00022241i,0.00076331+0.00030591i,0.00046812-0.00028242i,0.00064255-0.0013045i,-4.9121e-05-0.00098836i
-0.0024971+0.0015672i,-0.0017551+0.0023372i,-0.00052483+0.0030565i,-2.6292e-05+0.0033247i,0.00059541+0.003253i,0.0014919+0.001617i,0.0006917-0.00066627i,-0.0010376-0.0016014i,-0.0012123-0.00085763i,-0.00018375+0.00020681i,0.00011651-2.2624e-05i,0.00041926-0.00050703i,0.0011925-3.242e-05i,0.0010922+0.00085301i,0.00088838+0.0005146i,0.0015323+1.0606e-05i,0.0014038-0.00055722i,0.000227-0.0013058i,-6.9039e-06-0.00060944i,-5.9903e-05+0.00035803i,0.00026831+0.00039222i,0.0012033+0.00012003i,0.00119+0.00017951i
-0.0020024-3.9839e-05i,-0.0015344-0.00080434i,-0.0019787-0.0003726i,-0.0023884+0.0020262i,-0.0014832+0.0027544i,0.00019484+0.001477i,0.00039883-0.00034807i,-1.5671e-05-0.0011474i,-0.00023831-0.00044816i,0.00048203+0.00019839i,0.00091205+0.0010089i,0.0011074+0.0019918i,0.0013758+0.0021123i,0.001283+0.0012933i,0.00085331+0.00069698i,0.00057325+0.0013711i,0.00062731+0.0013389i,0.00066428+0.00029516i,0.00075349-0.0002425i,-0.00011089-0.00037477i,-0.00066338-0.00052401i,-4.5142e-05-0.00027416i,0.00039458+0.00025524i
-0.00026002+0.0013644i,0.00034337+0.00067239i,0.00016977+0.0012654i,0.0001302+0.0021145i,0.00097328+0.0031515i,0.0013925+0.0029084i,0.0015346+0.00096771i,0.0014458-0.00032823i,0.0011405-0.00071347i,0.00098696+2.2971e-05i,0.00056748+0.0010646i,0.00048272+0.0016209i,0.000182+0.0015482i,-0.00032034+0.0013724i,-0.00063884+0.0014076i,0.00030382+0.0012466i,0.0011272+0.00080997i,0.0004922+0.00043014i,6.2281e-05+0.00052446i,-0.00048632+0.0010855i,-0.0010096+0.00057816i,-0.0009812+0.00024202i,-0.00086877+9.0165e-05i
-0.00063071+0.0014346i,0.00092702+0.0018324i,0.0017164+0.0020556i,0.0010631+0.0023217i,0.00084539+0.0025289i,0.001535+0.0021914i,0.0012726+0.00090831i,0.0010742-0.00057048i,0.00086454-0.00055628i,-2.9384e-05+0.00016152i,-0.0012057+0.0011302i,-0.0021044+0.0015163i,-0.0014938+0.0010082i,-0.0008978+0.00067722i,-0.00014963+0.00056848i,0.00036612+0.00041646i,0.0002844+0.00041792i,0.00013204+0.00011982i,-0.00018545+0.00011723i,0.00051608+2.147e-05i,7.3374e-05+0.00033281i,-0.00060849+0.00083241i,-0.00038698+0.00052769i
0.00072658+0.002372i,0.00022997+0.0019315i,-0.00097475+0.0023357i,-0.00075236+0.0030919i,-9.174e-05+0.0033505i,0.00027527+0.0022426i,-0.00033144+0.00035504i,-0.00044097-0.00032033i,-0.0003591-0.00054578i,-0.00071429-0.00051252i,-0.0010228-0.0003053i,-0.0014823-0.0011346i,-0.0016165-0.00096067i,-0.0011111-6.9368e-05i,-0.00014422+0.00045765i,0.00091423+0.0011008i,0.0012589+0.001378i,0.0006038+0.00066178i,-0.00037107-0.00034517i,-0.00030438-0.00027473i,0.00061265-6.2474e-05i,0.00094669+0.00051019i,1.9748e-06+0.00029955i
0.0005805-0.00063236i,0.00060032-0.00033158i,0.00078227-0.00093917i,0.001432-5.9878e-06i,0.0012193+0.0017261i,0.0012611+0.0024428i,0.0013556+0.00077105i,0.00039729-0.00059748i,-0.00073955-0.00040394i,-0.0011307-0.0010957i,-1.374e-05-0.0014771i,0.0012501-0.00073717i,0.00054426-0.00020748i,5.6555e-05+0.00019504i,0.00078374+0.00027492i,0.0011363-0.0002288i,0.0011836-0.00036223i,0.00074098+0.00022281i,0.00059617+0.00037681i,0.0010609+0.00019019i,0.0013194+0.00060948i,0.00086872+0.00072574i,0.00010169+1.8545e-06i
0.00095207-0.00023476i,0.00051193+0.00031839i,0.0005043+0.00078504i,-0.00025725+0.0011622i,-0.00052032+0.0014744i,0.00042941+0.0014841i,0.00051395+0.00076567i,0.00059999-0.00066649i,0.00031343-0.00091176i,-4.22e-05-0.00020263i,-3.1466e-05+0.0010246i,0.00062829+0.0010037i,0.00017946+0.00067986i,-0.00034128+0.0014368i,0.00017263+0.0015909i,0.0013519+0.0007002i,0.001505-4.7895e-05i,0.00077071-5.5709e-05i,0.0010454+0.00060259i,0.0010172+0.00015581i,0.00040887-0.0007291i,0.00013208-0.00013813i,-3.7827e-05+0.00055992i
1.5027e-05+0.0011712i,0.00091006+0.001285i,0.0015398+0.0021257i,0.00069922+0.0025661i,0.0005653+0.002337i,0.0013489+0.0015851i,0.0011931-0.00021197i,0.00042076-0.00080741i,-0.00024287-0.00097166i,-0.00031777-0.00086775i,0.00025588+0.00020871i,0.00014078+0.0016889i,-4.2133e-05+0.0015224i,0.00018222+0.00092065i,0.00026713+0.00034715i,0.00095422+0.00019751i,0.0011965+0.00025874i,0.0013594-0.00027627i,0.001813-0.00032435i,0.00099159-0.00030977i,0.00011045-0.00087739i,6.2239e-05-0.00082182i,0.00060441-0.00015896i
-0.0018665+0.0023913i,-0.0016206+0.0019915i,0.00030673+0.0023989i,0.0016417+0.0033571i,0.0016968+0.0031883i,0.0015309+0.0015205i,0.00074435-0.00043489i,-0.0003057-0.0015222i,-0.0011724-0.0010378i,-0.0013847+0.00059224i,-0.00082038+0.0015502i,-0.00085766+0.0015116i,-0.00098784+0.00075941i,-0.00064417+0.00065831i,-0.00012781+0.00088601i,7.8411e-06+0.00063756i,0.00037359+0.00016435i,-0.00018681-0.00040496i,-0.00092151+9.2076e-05i,-0.00048676+0.0007777i,-9.3027e-05+0.00049174i,-0.00010346-0.00036063i,-4.2368e-05-0.00057594i
-0.0017927+4.6409e-05i,-0.0012479+0.0018991i,-0.00082401+0.0027042i,0.00051257+0.0031489i,0.0017052+0.0034427i,0.0018397+0.0020013i,0.00052809-0.0001085i,-1.3894e-05-0.00073882i,-0.00051167+0.00018402i,-0.00084856+0.00060645i,-0.0014677+0.00036877i,-0.0017406+4.7179e-05i,-0.00061206-0.00010261i,0.00039209-1.9333e-05i,0.00042651-0.00051128i,0.0006175-0.00060265i,0.00087519-0.00038873i,0.00051926-0.00048551i,-7.3736e-05-0.00035676i,-0.00027047-0.00018433i,0.00026947+2.9823e-05i,0.00072045+2.7632e-05i,0.0007376-2.5529e-05i
-0.0002646+0.00012296i,9.0683e-05+0.00011859i,0.00049841-5.2382e-05i,6.5208e-05+0.00070594i,-4.217e-06+0.0012005i,0.00050059+0.00098447i,0.00069284+0.00046983i,0.00012152-0.00094538i,-0.00047302-0.0018122i,-0.00070797-0.0014361i,-0.00061355-0.0010022i,0.00015655-0.0013037i,0.00094963-0.00114i,0.0012139-0.00026385i,0.0010043+0.00027004i,0.00027524+0.00052757i,0.0002689-0.00011566i,0.00060964-0.00060519i,-0.00032472-0.00058765i,-0.00018804-0.00036408i,0.00017368-0.00036062i,-0.0005037-0.00054473i,1.1058e-05-0.00056922i
-0.0019468+0.00013251i,-0.0018132+0.00051833i,-0.0012595+0.0018894i,-7.622e-05+0.0026135i,0.0017559+0.0023803i,0.0021307+0.0012945i,0.00090289+0.00047486i,0.00020099-9.4022e-05i,-0.00010331-0.000891i,-0.00054273-0.00059462i,-0.00034061+0.0003307i,0.00046399+0.00071632i,0.00055648+0.00056481i,0.00026136+0.00060211i,0.00038231+0.00095877i,0.00069006+0.00060151i,0.0012116-0.00027069i,0.00094702-0.00075755i,0.00056911-0.00026517i,0.00063351+5.1344e-05i,0.00050582-9.7886e-05i,-2.8615e-05-3.6007e-05i,-0.00052252+0.0005714i
-0.00050046+0.00066376i,-0.0011053+0.0010819i,9.6558e-05+0.0015836i,0.0011113+0.0013564i,0.00055575+0.0016609i,-1.1304e-05+0.00075983i,0.00025922-0.0011283i,0.00033319-0.0017661i,-0.00012293-0.0013681i,0.0003807+0.00010602i,0.001112+0.00063328i,0.001414+0.00069163i,0.001235+0.0015546i,0.0010878+0.0012519i,0.001115+0.00080244i,0.0011468+0.0011903i,0.00084656+0.0007784i,0.0006415-0.00040051i,0.0007449-0.00072351i,0.00049117-1.7405e-05i,0.00011142-6.1785e-05i,-0.00031283-0.00093912i,-0.00043057-0.0012073i
0.00018628+0.00031838i,0.00021046+0.00080117i,0.00023994+0.0015642i,0.00088073+0.0020834i,0.0018005+0.0022467i,0.0016873+0.0017106i,0.00051195+0.00031383i,-4.6578e-07-0.00027653i,0.00045053-0.00064769i,0.00036476-0.00051504i,0.00011991+0.00034995i,0.00038441+0.00064462i,-0.00028636+0.0005363i,-0.0012962+0.0002866i,-0.0008999+0.00023562i,-0.000504+9.332e-05i,0.00028392-6.8374e-05i,0.00064738+0.00013496i,9.1135e-05+5.387e-05i,0.00016123+2.2726e-05i,0.0003591-8.8483e-05i,0.00035188-0.00015535i,0.00067944+0.00013964i
-0.00010057-0.0013502i,-0.00047081-0.0011208i,-0.00061109-0.00049409i,-0.00036823+0.00013569i,-0.00028158+0.0012303i,0.00015815+0.00074147i,0.0005451-0.00027535i,4.4759e-05-2.0548e-05i,-0.00085185-0.00092986i,-0.0010803-0.0015108i,-0.00053322-0.00061208i,-0.00023235+0.00022457i,-0.00031753-0.00031732i,-0.00014464-0.00073859i,-0.00019271+3.1927e-05i,0.00029954-0.00053517i,0.00094139-0.0011133i,0.0001879-0.00075345i,-0.00061322-0.00093971i,-8.7941e-05-0.0012607i,0.00039209-0.00071818i,9.6825e-05+0.0003279i,-0.00028172+0.00084887i
-0.00198+0.00063697i,-0.0020719+0.00015657i,-0.0021921+0.00037526i,-0.0013468+0.0013989i,-0.00050048+0.0028392i,0.00030295+0.0026075i,0.00049606+0.00079902i,8.462e-05-0.00037843i,-0.00059733+8.6051e-05i,-0.0016805+0.00067273i,-0.0014585+0.00056111i,-0.00032833+0.00029353i,-0.00011337+0.00050526i,0.00022952+0.00048534i,0.0012326+3.553e-05i,0.0017881-0.00029679i,0.0019447-9.826e-05i,0.00093633-0.00051659i,-0.00022936-0.00087121i,-0.00010059-0.00049849i,0.00021491-0.00070471i,0.001141-0.0011052i,0.0011443-0.00062775i
-0.0011066+0.0020255i,-0.00054885+0.0017467i,0.00058201+0.0026554i,0.00036952+0.0025893i,0.00012581+0.0015291i,0.00079139+0.00053961i,0.0014407-0.00039752i,0.00081548-0.00068188i,-4.2077e-05+0.0002718i,0.00014281+0.00060682i,0.00036428-7.7198e-05i,-7.6639e-05+4.4509e-05i,-0.00032333+0.00043627i,0.00013738+0.00067912i,0.0010736+0.0010073i,0.0011384+0.00069464i,0.00046849+0.00040105i,0.00041403+0.00096623i,6.8287e-05+0.00083554i,0.00049697+0.00050454i,0.001211+0.00038622i,0.0005032+0.0003605i,0.0001292+0.00014612i
-0.00050345+0.00038831i,-0.0010338+0.00036674i,-0.0018337+0.0001854i,-0.001813+0.0010322i,-0.0013966+0.0027649i,-3.5938e-05+0.002601i,0.00066923-0.000242i,0.00064976-0.0018871i,-0.00020082-0.0016038i,-0.00084797-0.0011706i,-0.00074387-0.00026189i,0.00012211+0.00071323i,0.0011378+0.00075645i,0.00090007+0.00079556i,6.0754e-05+0.0014599i,6.9402e-05+0.0016611i,0.00073636+0.0015462i,0.00046399+0.00050564i,-0.00022961-0.0002653i,-0.00085609-0.00016331i,-0.00032817-2.1654e-05i,0.00019504+0.00066885i,0.00025577+0.00081572i
0.00049643+0.0020305i,0.00044176+0.0013385i,0.00075601+0.00082016i,0.0016903+0.0017387i,0.0020348+0.0032028i,0.00093809+0.0024096i,-0.00048781+0.00048717i,-0.00099749-0.00043696i,-0.00097433+0.00021971i,-0.00094467+0.0010688i,-0.00084275+0.0010578i,-0.00026332+0.0011439i,-0.00029537+0.0012067i,-0.0011834+0.0015315i,-0.0012922+0.0012007i,-0.00058588+0.00019085i,0.00021479+0.0003841i,0.00047609+0.0015662i,0.00039622+0.0011002i,0.00010359-0.00023831i,0.00036848-0.00066079i,0.00027484-1.1363e-05i,-0.00014497+0.00043613i
