-0.0010143+0.0016182i,0.00063768+0.00053647i,-5.8046e-05-0.00072845i,-0.0008932-0.00097199i,-0.00031181-0.0002956i,0.00027812+0.00026605i,0.00026741+0.0006678i,-0.00060414+0.00021123i,-0.00043467-0.00046139i,7.8014e-05-0.0001593i,-5.4905e-05-6.4519e-05i,-0.00027661+0.00011188i,-0.00092146-5.8563e-05i,-0.00075041-0.0006917i,0.00040076-0.00069315i,0.0011101-0.00010731i,0.0013212-0.00045024i,0.00082553-0.00056561i,-0.00030131+0.00010192i,-0.0003392+0.00091099i,-4.2579e-05+0.0013917i,-0.00029442+0.00074363i,-0.00050445-7.2963e-05i
-8.3971e-07-0.0018786i,-0.00038055-0.0013662i,-0.00036399-0.00082688i,-0.001897+0.00036555i,-0.0024497+0.00064337i,-0.0013616-0.00010418i,-0.00084387-0.00049494i,-0.0011726-0.00080065i,-0.0011637-0.00034945i,-0.0011987+0.00037745i,-0.00077795-0.00011287i,-0.00014957-0.00081718i,-0.00018442+0.00010582i,-0.00010452+0.00082794i,0.00022833+0.00064702i,0.00075543+0.00054851i,0.001022+0.00055969i,0.0011217+0.0012634i,0.0011183+0.0020649i,0.0010745+0.0011755i,0.00086629-0.00026197i,-0.00013845-0.00044902i,-0.0003168+0.00012178i
-0.0010125-0.0015894i,-0.00082339-0.0010808i,-0.0015361-0.00085104i,-0.0011815-0.00058792i,-0.00034826-0.0016645i,0.00041477-0.0029229i,0.00056513-0.0016746i,0.00038352-0.00057176i,0.00090547+4.7064e-06i,-8.7536e-05+0.00057827i,-0.0010092+0.00047105i,7.5773e-05+0.00018395i,0.00090684+0.00021749i,0.00037575-0.00063753i,0.00039985-0.0008079i,0.00025055-0.00033117i,-5.4454e-05-0.00071495i,-0.00033766-0.0014702i,-0.0006312-0.0017543i,-0.00062143-0.00061971i,-0.00022316+0.00068483i,-0.00026762+0.00054806i,-0.00051054-0.00030096i
0.0029317-0.0017477i,0.001859-0.0027938i,0.00023121-0.0040784i,-0.0012046-0.0045672i,-0.0012884-0.0034645i,-0.00043296-0.0014435i,-0.00053506-0.00071664i,-0.00073426-0.00086121i,-0.00086171-0.00035615i,-0.00086779-0.00061531i,-0.00047709-0.00080017i,-0.00022618-0.00011787i,0.00013927+0.0011448i,0.00024046+0.0014571i,0.00028329+0.00056825i,0.00010353+0.00035567i,-0.00028443+0.00090498i,-0.00069793+0.0017146i,-0.00079389+0.0018582i,-0.00052475+0.0013392i,-0.00016264+0.00099851i,6.5417e-05+0.0010357i,-0.0001752+0.0012367i
0.0030673-9.3887e-05i,0.001505-0.0002681i,-1.1856e-06-0.0013267i,-0.00094515-0.0014698i,-0.00094613-0.0013608i,-0.00024993-0.0009953i,-0.00068915-0.00032006i,-0.0011947+0.0007321i,-0.0014703+0.0013419i,-0.0015565+0.00093656i,-0.00047336+0.00025871i,0.00078127+0.00073742i,0.00055209+0.00067i,-0.00018833+4.9314e-05i,4.4148e-05-0.00018813i,0.0010461-0.00055443i,0.0014093-0.00086769i,0.0014675-0.00070303i,0.0014266-0.00037291i,0.0010104-0.00042953i,7.8532e-05-0.00022432i,-0.00065663+8.4235e-05i,-0.0008474+0.00014637i
-0.00049484-0.0015392i,-0.0013453-0.0011607i,-0.0011327-0.00093379i,-0.0002646-0.00077575i,0.00070537-0.00036131i,0.00037522-0.00035039i,-0.00057528-0.0013101i,-0.00015626-0.0011522i,-0.00038154-0.00014338i,-0.00099462+0.00056424i,-0.00069879+0.00043138i,-0.00035356+0.00050261i,-2.8979e-05+0.0006952i,0.00026612+0.0003987i,0.00014857-0.00037546i,-0.00039747-0.0011486i,-0.0010103-0.00084855i,-0.0013238-0.00076936i,-0.001804-0.000566i,-0.0018009+0.00029451i,-0.00069029+0.00078658i,0.00026598+0.00099442i,7.2436e-05+0.00089423i
-0.0025124+0.0016271i,-0.0026695+0.0010885i,-0.0022684+0.00084625i,-0.0015071+0.00034947i,-0.00082241-0.00013453i,-0.0006887-2.9285e-05i,-0.00098388-0.00043476i,-0.001156-0.00093056i,-0.00072377-0.00038869i,-7.9735e-05+0.00057772i,0.00035406+0.0006197i,0.00065116+0.00067014i,0.00095509+0.001105i,0.0007349+0.00088547i,0.00091214+0.00032218i,0.0013983+0.00040676i,0.00096997+0.00087242i,0.00047353+0.00077119i,0.00085875+0.00026899i,0.0014004+0.00048553i,0.0010822+0.00038387i,0.0003452-0.00020194i,0.00036072+0.00020635i
0.0031412-0.0013829i,0.002472-0.0016059i,0.001278-0.0023791i,0.00041982-0.0038129i,0.00054799-0.0046445i,0.00069531-0.0034254i,-4.7266e-05-0.00092546i,-0.00027948+0.00054382i,0.00049886-2.2857e-05i,0.00017307-0.00036348i,-0.00031422-0.00033225i,0.00045889-0.00038726i,0.00047497+0.00048125i,7.8292e-05+0.0006792i,-0.0002744-0.00040078i,-0.00044697-0.00096812i,-0.00055105-0.00018725i,-0.00098698-0.0001446i,-0.00048675-0.0008151i,2.1214e-05-0.0010459i,-6.8216e-05-0.0001985i,-0.00094346+0.00027037i,-0.0010454-1.7908e-05i
-0.00067651+0.0011816i,-9.2236e-05+0.0020142i,0.0016824+0.0012433i,0.0027135+0.00017879i,0.0023776-2.2999e-06i,0.0015111-0.00080944i,0.00026447-0.00085397i,-0.000142+0.00022689i,2.6209e-05+0.0011286i,0.00032884+0.00072635i,0.0003736-0.00011881i,6.6739e-05+3.2565e-05i,-0.0008135+0.00056156i,-0.0014315+0.00042181i,-0.00062222-5.2645e-06i,-0.00011298+3.8204e-05i,-2.4573e-05+0.00072137i,4.2445e-05+0.0016798i,-0.00040261+0.001708i,-0.0001986+0.0014987i,0.00015042+0.0014937i,0.00043197+0.0011148i,-7.3854e-05+0.00071791i
0.00076095-0.00067091i,-0.00067595-0.00076901i,-0.0016811-0.0013815i,-0.0025831-0.0010759i,-0.0031156+3.8525e-05i,-0.0018189-2.6501e-05i,-0.00044825-0.00014561i,-0.0008189+0.00012311i,-0.0010019+0.00039494i,-0.00092654+0.00054809i,-0.00093225+1.0519e-05i,-0.00062139-3.2262e-05i,-0.00022994+0.00027812i,-0.00040685+0.00070577i,-6.5849e-05+5.1745e-05i,0.00051036-0.0012487i,-7.1632e-05-0.0016735i,-0.0003103-0.0019871i,5.0899e-05-0.0024289i,0.00064341-0.0014212i,0.0010287-0.00058064i,0.0010407-6.1819e-05i,0.00094388+0.0010372i
-0.00030273+0.0011687i,0.00061595+0.0015344i,0.0021862+0.0012048i,0.00295-0.00030996i,0.0027936-0.00096898i,0.0015737-0.0024188i,0.00016633-0.0024342i,-0.00083914-0.00060078i,-0.0014169+0.00038303i,-0.0011156+0.00027595i,-0.00015305+2.7156e-05i,0.00016431+0.00062719i,-0.0004996+0.00083616i,-0.00085215+0.00033397i,-0.00098416-0.0001771i,-0.00070097-0.00047446i,-0.00080033-0.00031946i,-0.0010032+0.00026554i,-0.00091477+0.00052485i,-0.0007376-0.0002996i,-0.000829-0.00080885i,-0.00057825-8.3064e-05i,0.00022053+0.00079128i
-0.00046669-0.0018247i,-0.00049604-0.0023508i,-0.0013876-0.002085i,-0.0033478-0.001297i,-0.005092-0.0012315i,-0.0038291-0.00067515i,-0.0011912-5.1617e-05i,-0.0001355-0.00053525i,7.0306e-05+5.3156e-05i,-0.00015078+0.00071658i,0.00038561+0.00017089i,0.00087424+2.835e-05i,0.00085327+0.00010678i,0.00045758+0.00063195i,0.00060552+0.00077685i,0.00094821+0.0013916i,0.0010477+0.0021733i,0.0013632+0.0011333i,0.0010009+0.00035401i,0.00061032+0.00016576i,0.00072484-0.00093262i,0.00095355-0.0013824i,0.00036831-0.00030391i
0.001102-0.00044899i,0.00037621-0.00097058i,0.00090363-0.0011334i,0.0012256-0.0011103i,0.0022335-0.0013912i,0.0022415-0.0021384i,0.00089198-0.0012939i,-0.00025852+0.00020868i,-0.00087099+0.00023414i,-0.00087036+0.00013527i,-0.00032513-2.9884e-05i,0.00021192+0.00034582i,-0.00012422+0.000393i,-0.00066109-0.00085726i,-0.00054465-0.00088251i,-0.00034401-0.00087592i,-0.0004648-0.0013862i,-0.0009911-0.0015221i,-0.00051236-0.0012982i,-0.00018921-0.00082693i,-0.00031166-0.00024791i,1.9372e-05+0.00022907i,0.00016609+0.00016223i
-0.0014334+0.00078335i,-7.1979e-05+0.0010474i,0.00029873+0.00089723i,0.0002844-0.00015575i,0.0011172-0.00075951i,0.00072637-0.001889i,0.00034382-0.0030583i,0.00011475-0.002261i,-0.00075446-0.00031407i,-3.0373e-05+0.0012624i,0.00045668+0.0017628i,0.00021424+0.0011537i,0.00058329+0.00036319i,0.00066566+5.7343e-05i,0.00037459+0.00030588i,0.00015679+0.0013466i,-7.8319e-05+0.001498i,0.00021432+0.00070372i,0.00055656+6.8297e-05i,0.00069065+6.7331e-05i,0.00088973+0.00034976i,0.0011378+0.00073102i,0.00085246+0.00095944i
0.00084053+0.00030972i,-0.00083504+0.00044067i,-0.0016327+0.00033386i,-0.0021815-0.00012767i,-0.002689+0.0005817i,-0.0022591+0.0011552i,-0.0014937-0.00043647i,-0.00075059-0.00078902i,0.0002631+0.00060355i,-0.00010555+0.00058382i,-0.00030013+1.8973e-05i,-0.00039908-0.0003852i,-7.2211e-05-0.0010548i,0.00057854-0.00071063i,0.00059534+9.1875e-05i,0.00011489+0.00023426i,-0.0007878-0.00012642i,-0.00010003-0.00065052i,0.00069596-6.5497e-05i,0.00064514+0.00052063i,0.00047064+0.00023425i,-0.00029268+9.2768e-05i,-0.00043085-0.00038575i
-0.00056862+0.0013849i,-0.0011658+0.00096789i,0.00033528-0.00049605i,0.0023826-0.00068803i,0.0032441-0.00032846i,0.0028006-0.0013512i,0.0014347-0.0014254i,-0.00033074-0.00010535i,-0.00089337+0.00072714i,-0.00059141+0.00095933i,-0.00046814+0.00046199i,0.00016347-0.0003035i,-0.00026541-0.0002912i,-0.00057725-0.00049893i,0.0003811-0.00013763i,0.00097428+0.00079453i,0.00047253+0.00074091i,3.0096e-05+0.00037354i,0.00035199+0.0002917i,8.9592e-05-1.3965e-05i,-0.00015532+0.00031528i,0.00033998+0.0001543i,0.00066546+7.1185e-05i
-0.0017136-0.00012196i,-0.00090501-0.00031349i,-0.00045248+0.0013242i,-0.0012268+0.00086853i,-0.0018554-0.00036714i,-0.0016204-0.0013951i,-0.001234-0.0017086i,-0.0014285-0.00063414i,-0.0016682+0.0001913i,-0.00074853+0.00050456i,0.00049333+6.6733e-05i,0.00096405-0.00071947i,-4.0054e-05-0.0013939i,-0.00060299-0.00082608i,-0.00044523+0.00012172i,-8.9078e-05+0.0005857i,-2.98e-05+0.00035112i,-0.00025478+6.5233e-05i,0.00010925+0.00024548i,0.00039073+0.00022988i,0.00075234-0.00013464i,0.00043569-9.9067e-05i,-4.5604e-05+0.00037423i
-0.0017511-0.0024701i,-0.0024997-0.0016121i,-0.0044078-0.00073348i,-0.0040752-0.00073895i,-0.0017391+0.00031784i,-0.00024419+0.0015009i,-0.00013683+0.00078495i,-0.00052101-2.304e-06i,-0.00054038-1.932e-05i,-5.6464e-05-0.00073513i,1.6531e-05-0.0010814i,3.3213e-05-0.00015157i,-0.00011355+0.0004454i,-0.00031638+5.2611e-05i,-0.00020716-0.00028003i,-0.00024699-0.0011013i,-0.0010491-0.0020814i,-0.0010623-0.0014607i,-3.5033e-05+2.6405e-05i,0.00023431+0.00040226i,0.00072525+5.85e-05i,0.0012618-2.6727e-05i,0.0010924-0.00023447i
0.0006937+0.00056034i,0.0014576-0.00057174i,0.0016988-0.0015881i,0.0011524-0.0010945i,0.0014254-0.00085034i,0.0017553-0.0018204i,0.00032056-0.0014996i,-0.0013568+4.4192e-05i,-0.0013063+0.00085251i,-0.0006614+0.00016187i,-0.00031117-0.00027166i,0.00030943+0.00010327i,0.00093537-0.00066544i,0.00095176-0.00056311i,-0.0001645-2.427e-05i,-0.0010897-0.00027359i,-0.00052562+1.427e-06i,-0.0002006+0.00052448i,-1.9161e-05+0.00045868i,0.00014793+0.00033727i,-0.00021641+0.00034382i,-0.00015132+0.00014491i,9.1626e-05-0.00044968i
-0.00061721-0.0018055i,-0.0013293-0.0017963i,-0.0023726-0.0019692i,-0.0032926-0.0014854i,-0.0026609-0.00066523i,-0.0014782+0.00061139i,-0.0013929+0.00072147i,-0.0012638+0.00053601i,-0.00051794+0.001155i,0.00024649+0.0012255i,2.7175e-05+0.00059492i,-0.00033932-4.7332e-05i,0.00041208-0.00014588i,0.0011651-0.00044633i,0.0008603-0.00088526i,-0.00046735-0.0011617i,-0.00055478-0.0012959i,0.00060815-0.0010358i,0.0006295-0.00063346i,0.00013958-0.00045229i,0.00026295-2.5939e-05i,-0.00019652+0.00021262i,-0.00052948+0.00012176i
-0.0011912-0.0016009i,0.00026389+8.4921e-05i,0.00062939+0.00083732i,-0.0002863+0.0012874i,0.00056524+0.00116i,0.0020936+0.00042337i,0.0016104-8.0108e-05i,5.7033e-08+8.0686e-07i,-0.00095373+0.00063919i,-0.00086682+0.00087031i,-0.00061247+0.000394i,7.6198e-05+0.00086361i,0.00022639+0.0010494i,0.00045466+0.00035502i,-0.00010388+0.00015263i,-0.0008335+0.00036473i,-0.00042199+0.00051659i,-8.3687e-05+0.00051167i,0.00023592+0.00047881i,0.00088453+0.00028i,0.0016975+0.00078799i,0.0015599+0.00070062i,0.0013014+0.00037838i
-0.0016644-0.0012897i,-0.0024736+0.00042099i,-0.0026894+0.00088062i,-0.0021446+0.00018768i,-0.0010403-0.00029553i,0.0004303-0.00086615i,-0.00041106-0.0013796i,-0.0010268-0.00064249i,-0.00088631+0.00056229i,-0.00072523+0.0010137i,-8.5761e-05-0.00014969i,0.00085196-0.0010308i,0.0012242-0.00043232i,0.001284-0.00044221i,0.00088864-2.9441e-05i,-0.00042186+0.00046025i,-0.00066236+0.00057648i,0.00015788+0.00063226i,0.00081547+0.00038762i,0.00065754+0.00051087i,-9.1972e-06+0.00020292i,-0.00042954-0.00011999i,-0.00034246+0.00058521i
-0.00067607-0.0011307i,0.00078425-0.0014676i,0.00028392-0.0018133i,-0.0017012-0.0011858i,-0.0027303+0.00011963i,-0.0015602+0.00040852i,-0.00047053-0.00063713i,-0.00032603-0.0016975i,-0.00033829-0.00078706i,-0.0002763+0.0003579i,-0.00056113+0.00045821i,-0.0004416+0.00020181i,0.00040335+3.5298e-05i,0.00059765+0.0003586i,-9.6787e-05-6.539e-05i,0.00049204-0.0005157i,0.001129-0.00016851i,0.00035299-0.00068684i,-0.00049169-0.00097509i,-0.00011805-0.0011063i,0.0003193-0.00063936i,0.00013466+0.00032105i,-0.00015333+0.00071199i
0.0015506-0.00081649i,0.0014122-0.0010693i,0.0013715-0.0011514i,0.00089384-0.0019509i,0.00043038-0.0027259i,0.00074856-0.0022901i,0.0011587-0.00087115i,-0.00091995+0.00062267i,-0.0013854+0.00079638i,0.00033306+0.00010599i,0.00046711+0.00011128i,0.0003867-0.00020257i,0.00058989-0.00092409i,4.2422e-05-0.00072891i,-0.00017226-0.00067314i,-0.00013191+5.7998e-05i,-0.00023215-2.5613e-06i,-0.00019921-0.00083096i,0.0004024-0.00030473i,0.0010619+0.00019604i,0.00028743+0.00033967i,-0.00024313+6.4295e-05i,9.4009e-05-0.00029136i
-0.0011154+0.0034903i,0.00065787+0.0016562i,0.0015004+0.001148i,0.0021491+0.0015523i,0.0018462+0.00062419i,0.00046309-0.0015631i,-0.001119-0.0019078i,-0.0016891-5.4618e-05i,-0.0014834+0.0013929i,-0.00044508+0.00085664i,0.00067611+4.7539e-05i,0.00047412-0.00037631i,-0.00046545-0.00089218i,-0.0011098-0.00057269i,-0.0010687+2.3672e-05i,-0.00082212-8.0291e-05i,-0.00019956-0.00028561i,0.00069014+7.9901e-05i,0.001433-0.00016012i,0.0010566-0.00068797i,0.00028871-0.0010753i,-0.00012276-0.0012933i,0.00031209-0.00088862i
-0.00030172+0.0015742i,-0.00068574+0.0016357i,-0.00030085+0.0020309i,0.00094816+0.0027055i,0.0011985+0.0027242i,0.00077727+0.0006282i,0.00053051-0.00028958i,0.00027121+0.00039943i,0.00031401+0.00044569i,-7.9276e-05-3.1283e-05i,-0.00033904-0.00055173i,0.0001858-0.00023243i,0.00028946-0.00050489i,-0.00035064-0.00066155i,-0.00073564-0.00013003i,-0.00070082+0.0001829i,-0.0010287+0.00016328i,-0.0002361-9.2579e-05i,0.00077608-0.0006985i,0.00096455-0.00084292i,0.00047528-0.00013864i,0.00068704+0.00043765i,0.0018091+0.000444i
-0.0022688+0.0007135i,-0.0012756+0.00024837i,-0.00014434+0.00022995i,0.00015118-0.00078074i,0.00090429-0.0021959i,0.001722-0.0030104i,0.0010886-0.0020143i,-0.00010902-0.00097534i,-0.00093325-0.00054565i,-0.0013988+0.00023605i,-0.0011882+6.299e-05i,-0.00055089+0.00019731i,-3.8481e-05-0.00018711i,-1.4746e-05-0.00032228i,-0.00033726+0.00026419i,-0.00062556+0.00011211i,-0.00061212-0.0003432i,-0.00075002-0.00060193i,-0.00024435-0.00043398i,8.9247e-05-0.00014174i,-0.00089797-0.00024798i,-0.0012345-9.6343e-05i,-0.00025956+0.00030503i
0.00092375-0.00018771i,0.0010316+0.00065711i,0.00033898-0.00032243i,-0.0014846-0.0015973i,-0.0022858-0.0018587i,-0.0016368-0.0010718i,-0.00069748-0.00047658i,-1.0187e-06+0.00037632i,-0.00044391+0.00033498i,-0.0012255+7.0537e-05i,-0.0013114+0.0001786i,-0.00081876+0.00029593i,-0.00056451+0.00086634i,-0.00036116+0.00078689i,-0.00051446+0.0002223i,-0.00057442+9.5544e-05i,8.3742e-05-0.0006416i,3.71e-05-0.00096408i,-7.8454e-05-0.00024299i,0.00023258+0.00047857i,0.00010929+0.00035981i,-0.00016561+0.00029348i,9.3347e-05+0.00044837i
-0.0017758-0.00049995i,-0.0018356-0.00054099i,-0.0015269+0.00092169i,-0.00094804+0.0014873i,0.00084184+0.00064119i,0.0022228-0.00012195i,0.0013122-0.0010778i,-0.00017452+0.00010267i,-0.0012114+0.001372i,-0.0010671+0.00086149i,-0.00080487+0.0004235i,-0.00070768-0.00027532i,-0.0004466-0.00037742i,0.00019533-0.00010576i,0.00024936+5.3918e-05i,-0.00014432-0.00029253i,-0.00013478-0.00052754i,0.00011391+0.00027424i,-7.6119e-06+0.00040595i,-0.00012705-0.00042515i,-7.2124e-05-0.00019223i,-0.0002408+0.00061995i,-0.00034115+0.00033892i
-0.00099801+0.00099476i,-9.4452e-05+0.0014199i,0.00056066+0.00068365i,4.9563e-05-0.00041863i,1.2923e-05-0.0016793i,0.00062185-0.0027582i,0.00029657-0.0033518i,-0.00047367-0.0022235i,-9.7877e-05-0.00096293i,3.9229e-05-5.7338e-05i,-8.2692e-05-0.00016967i,-0.00048748-0.00014468i,-0.00061953+0.00050288i,0.00041121+0.00059883i,0.001014+3.9993e-05i,0.0001017-0.00048924i,-0.00064962-0.00038284i,-8.1924e-05-0.0002717i,0.00033985-0.00013242i,0.00026075+2.3484e-06i,0.00013307+0.00015551i,0.00052353-3.6871e-05i,-3.5963e-05-1.0192e-05i
-0.0016679+0.0012397i,-0.00032923+0.0017127i,7.8978e-05+0.0017845i,-2.9807e-05+0.001177i,0.00011332+0.00073182i,0.00069204+2.559e-05i,0.00039013-0.00022744i,-7.1907e-05-0.00026409i,-0.0005015-0.00058351i,-0.00090861-0.00052744i,-0.00022294-0.00080463i,0.00057992-0.00051841i,0.00027656-0.00012345i,-0.00055935-0.000354i,-0.0019647-0.0007444i,-0.0019346-0.00052654i,-0.0010655-0.00017002i,-0.00019672+0.00015197i,0.00022626+0.00017588i,0.00012694-0.00054496i,-0.00026288-0.0008932i,-0.00057847-0.00016628i,0.00030239+0.00093053i
-7.3363e-06+0.00021131i,-0.00036404+0.0012541i,-0.00070888+0.0021134i,-1.7598e-05+0.00045668i,0.0015631-0.0012673i,0.0020321-0.0006337i,0.00092875-0.00029018i,-8.3958e-05-0.0008476i,-0.00021183-0.00078577i,-2.403e-05-0.00034612i,-0.00025029+0.0001868i,-0.0011921+0.00062139i,-0.0008742+0.00026766i,-0.00060826-0.00022847i,-0.00052382-0.00032852i,0.00014993-4.0025e-05i,-0.00017667+0.00034002i,-0.00082368+0.00026924i,-7.0795e-05+3.5199e-05i,-8.8628e-05+3.3587e-05i,-0.00047057-0.00017478i,-0.00041842-0.00034635i,-0.00051192-0.00018505i
0.00051759+4.1515e-05i,0.00083866-0.0002179i,0.0014871-1.449e-05i,0.00053831-0.001179i,-0.00051248-0.0020872i,-0.001166-0.0019356i,-0.001232-0.0017914i,-0.0012019-0.00032564i,-0.00086348+0.0013864i,-0.00024303+0.00071493i,8.4325e-05-8.1357e-05i,-0.00010676+0.00072822i,-0.00050528+0.0014461i,-0.00022379+0.0019i,8.0138e-05+0.0020054i,0.00066191+0.0012339i,0.00058525+0.00036629i,-0.0004363-0.00013209i,-0.00021949-0.00040358i,-0.0003935-0.00018936i,-0.00070656-0.00030017i,-0.00028563+0.000154i,-0.00033482+0.00069234i
1.7728e-05+0.00059779i,-0.00049156+0.00059517i,-0.00016403+0.0011194i,0.00036157+0.0014271i,0.00029046+0.00047705i,-0.00026191-0.001495i,-0.00063438-0.0014328i,-0.00055194-0.00070099i,-0.001115-0.00019293i,-0.0016817+0.00028218i,-0.00090078+9.6549e-05i,-0.00034212-0.0006391i,-0.00059837-0.00068123i,-0.00014976-0.00093281i,-0.00021443-0.0013477i,-0.00098509-0.00091126i,-0.0012513+0.00012859i,-0.00065565+0.00080511i,0.00029053+0.0010603i,4.1005e-05+0.00075932i,-4.6418e-05-0.0007008i,1.7997e-05-0.0013426i,0.00033373-9.8454e-05i
-0.0012267+0.0025345i,0.00037096+0.001955i,0.0021244+0.0014912i,0.0026853+0.00051238i,0.0029606-0.0017111i,0.0027791-0.0038494i,0.0015124-0.0032028i,1.0693e-05-0.0012354i,-0.00047821-0.00043221i,-0.00027531+0.00018016i,-0.00021482+0.00075298i,-1.8473e-05+0.001319i,-0.00083226+0.0010417i,-0.0016299+0.00024214i,-0.001044+9.1027e-05i,-0.00075832-0.00049239i,-0.00051169-0.00059119i,6.7604e-05+0.00022657i,0.00052672+0.00080082i,0.00066845+6.8433e-05i,0.00016783-0.0011988i,-0.0010502-0.00084545i,-0.0018473+0.00015141i
0.00016483+0.0023233i,0.00096627+0.0015895i,0.0012308+0.00070728i,0.0008605-0.00041635i,0.0012972-0.0020267i,0.00091327-0.0025043i,-0.00015773-0.0021816i,0.00010912-0.0019629i,0.00057871-0.001266i,-4.0606e-05-0.00050494i,-0.00020983-0.00072134i,-0.00021424-0.00080315i,-0.0010788-0.00031132i,-0.00075405+0.00032343i,-0.00019868+0.00040403i,3.1242e-05+0.00022526i,-0.00013842+0.0002451i,-0.00086106-0.000102i,-0.00013106-0.00054123i,0.0009183-0.00037134i,0.00036833-0.00018419i,0.0001186+1.6798e-05i,0.00020521-1.8253e-05i
-0.00059534-0.00056464i,0.00071024-0.00058839i,0.0019828+8.667e-05i,0.0018176+0.00088036i,0.0014821+0.00078849i,0.0005918-0.00045911i,-5.3406e-05-0.0013016i,-0.00046451-0.00023273i,-0.00060218+0.00018867i,-0.00046788-0.00034284i,-0.00020164-0.00060714i,-0.00038272-0.00058462i,-0.00038822-0.00040341i,0.00029597-0.00024957i,0.00012601-0.0005769i,-0.00079781-0.00028302i,-0.0010883+0.00053752i,-0.00069394+0.00089676i,0.00027332+0.000256i,0.0008892-0.00039798i,0.00025535-0.00038653i,-0.00051091+4.4621e-05i,-0.00041903+0.00062025i
-0.0017251-0.0011271i,-0.0027628-0.0023015i,-0.0029122-0.0021427i,-0.001784-0.00070106i,-0.0010144-0.00081536i,-0.0003656-0.0013118i,-0.00029109-0.00095174i,-0.00047811+3.3814e-05i,-0.00033382+0.00083175i,-1.6867e-05+0.0011466i,7.579e-05+0.0006686i,0.00050965+4.5672e-05i,0.00079627-0.00027385i,0.00054743-0.00031497i,0.00074443-0.00041225i,0.00058297+2.0824e-05i,0.00029237-0.00036354i,0.00030332-0.00049591i,-0.00034015+0.00014814i,-5.9141e-05-4.1815e-05i,0.00027066-9.2779e-06i,-0.00049774-0.000198i,-0.00065451-0.00056517i
0.001215-0.00080005i,0.00035092+0.00029368i,0.0003725+0.00040582i,-0.001261+0.00015618i,-0.003075-0.00010456i,-0.0022628+0.00055696i,-0.0016758+0.00076864i,-0.001545+0.00084926i,-0.0014758+0.0012616i,-0.0013948+0.0008179i,-0.00147-0.00059744i,-0.0010999-0.00034126i,-0.00020386+0.00048725i,-0.00016497+0.00013311i,-7.4514e-05+0.00031789i,-1.6566e-05+0.00062748i,-0.00056051-5.0554e-06i,-0.00018464-0.00041812i,0.00011478-0.00028535i,8.7113e-07+0.0001247i,-0.00049923-0.00025508i,-0.00074949-0.00034823i,-0.00066122+0.00052825i
0.00098239+0.0013353i,0.0010845-0.00025339i,0.0015649+0.00015403i,0.0012427-0.00031367i,0.0016993-0.002012i,0.0020785-0.003106i,0.0011397-0.0028957i,0.00011137-0.0013006i,-0.00060484+0.00044975i,-0.00039692+0.00055781i,-4.2297e-05-0.00014356i,-0.00036787-8.936e-05i,-0.00068574+0.00018449i,-0.00092831+0.00024469i,-0.00042967-0.00013342i,0.00035986-0.00036342i,0.0010325-0.00033765i,0.00083992-0.00021573i,-0.00029482+2.4407e-05i,-0.00078247-0.00021653i,-0.00063157-0.00015792i,-0.0010805+0.0001722i,-0.0010223+0.00031628i
0.0015923+0.0011254i,0.0013401+0.00042702i,0.00055649-0.00043212i,0.00053455-0.0020337i,0.00056374-0.0032215i,0.00050755-0.0024973i,0.00020214-0.0014932i,0.00013647-0.0010674i,-2.3162e-05-0.00062327i,0.00055771-0.00065582i,0.00070111-0.0001334i,0.00042136+0.00076852i,-0.00015507+0.00042058i,3.3355e-05-0.00053487i,-5.7222e-05-0.0006935i,-0.00051523+0.00015017i,-0.00029894+0.0014433i,-0.00013715+0.00081763i,-7.1868e-05-0.00021143i,9.7777e-05-0.00074278i,0.00059078-0.00085473i,5.3876e-05-5.4819e-05i,-0.00036726-0.0003099i
3.6203e-05-0.00021062i,0.0013915+0.00056884i,0.0017717+0.001393i,0.0013737+0.00064578i,0.0017213-0.00053861i,0.0019854-0.001038i,0.001031-0.0012984i,-0.0003692-0.00094688i,-0.0011143-0.00038403i,-0.0011019-6.218e-06i,-0.00076246+0.0001737i,-0.00078752+0.00034136i,-0.0011988+0.00032488i,-0.00106+0.00012824i,-0.0010222-4.532e-05i,-0.00080496-0.00045727i,0.0003211-0.00058423i,0.00085225-0.00020119i,0.00034802-3.4799e-05i,-6.209e-05-5.282e-05i,0.00018499-0.0001612i,0.00021495+0.00013229i,-0.00017823+0.00058666i
-0.0013214+0.00024471i,-0.00084005+0.0003793i,-0.00071982+0.0011289i,-1.6127e-05+0.00065571i,0.0012582-0.000812i,0.0016401-0.0018049i,7.3581e-05-0.0021738i,-0.001172-0.0007491i,-0.0010505+0.00067055i,-0.00083219+0.00049685i,-0.00040782+0.00049407i,0.00040281+0.00063633i,0.0005794+0.00061029i,7.4905e-05+0.00059136i,-0.00069852+0.00057758i,-0.00083702+0.00039967i,-0.00025255+0.00011615i,0.00031175-0.00025343i,0.00099358-0.00053894i,0.00094778-0.00061252i,0.00045914-0.00021764i,0.00039087-2.7309e-05i,0.00031556+0.00038906i
