-0.0018771+0.00081752i,-7.4442e-05+0.00070496i,-0.00048025-0.00030825i,-0.00085057-0.0017197i,-0.0010957-0.0022926i,-0.00082112-0.0019549i,0.00063678-0.00049421i,0.0021402+0.00029603i,0.0028244-0.00033426i,0.0029307-0.00081639i,0.0017354-0.0010935i,0.00059187-0.0011523i,0.00016144-0.00044589i,-0.00015694-0.00063661i,-0.00039503-0.0011838i,-0.00056862-0.00094311i,-0.00072139-0.00089774i,-0.00071099-0.00045439i,-0.00022063-0.00034313i,0.0006228-0.00043552i,0.00024297+0.00021789i,-0.0005548+0.00028818i,-0.00061421-0.00040596i
0.00039597-0.0026478i,-0.00092912-0.001977i,-0.0027468-0.0018553i,-0.0033222-0.0025167i,-0.0021037-0.0033841i,-0.00043516-0.0022342i,0.00046162-0.0011256i,0.00094102-0.00058175i,0.00092678-0.00068095i,0.00039807-0.0012791i,0.00036635-0.00076175i,0.00087218+0.00016287i,0.00070668-1.7438e-06i,0.00031544-0.00039468i,0.00037948-0.00076294i,0.00015676-0.001389i,-0.00011376-0.0012535i,-0.00013329-0.00074892i,0.00028616-0.00021029i,2.0877e-05+0.00078553i,-0.00017102+0.00098558i,0.00044013-1.46e-05i,0.0003045-0.00041501i
0.00083515+0.00095642i,0.00044878-0.00076333i,0.0010061-0.0021182i,0.00057929-0.003607i,-0.001095-0.0039594i,-0.0010056-0.0027109i,0.00072074-0.0013176i,0.0013122-0.00092995i,0.00079241-0.0016209i,0.00045878-0.0019249i,0.00088809-0.00082824i,0.00073837+0.00021201i,0.00087538+0.00016898i,0.0010422+0.00034808i,0.00018096+0.0002943i,-0.00013573-0.00022689i,6.7631e-05-4.8954e-05i,-0.00016905+0.00092523i,-0.00065805+0.00081527i,-0.00099392+0.00071092i,-0.00024131+0.0003781i,0.00050623-0.00016007i,0.00052145-0.00019762i
-0.0010983+0.00080324i,-0.0005541+9.6925e-05i,-0.00077415-0.00089265i,-0.0013745-0.0019114i,-0.0017903-0.0016794i,-0.0021089-0.0011378i,-0.00075989-0.001223i,0.00060895-0.0010015i,0.0011314-0.0012592i,0.00054983-0.00094335i,-0.00043082-0.0003824i,-0.00050035-0.00075835i,0.00057669-0.0012738i,0.00096194-0.00081435i,3.8076e-05-7.1301e-05i,-0.00091114-0.00014789i,-0.00097133-0.00020127i,-0.00078697-0.00044066i,-0.0010734-0.00068971i,-0.00069083-0.00019026i,-0.00029564+3.146e-05i,0.00015524+0.00032909i,0.00041664+0.00055263i
0.0015738-5.7917e-05i,0.00028924-0.00062912i,-0.00047353-0.00088266i,-0.00048289-0.002889i,-0.00043726-0.0048997i,-7.5517e-05-0.0046468i,0.00087742-0.0030369i,0.0014583-0.0014265i,0.002123-0.0012819i,0.0026471-0.0013948i,0.0016175-0.00080316i,0.00015148-0.0002604i,-0.00045357-0.00024692i,-0.00080373-0.00023223i,-0.0010915+4.2622e-05i,-0.00059024-5.2813e-05i,5.6306e-05-0.00024278i,8.8897e-05-0.00069374i,-0.00021447-0.0011054i,-0.00023293-0.00087766i,-0.00078586-0.00077558i,-0.00083093-0.0006949i,-0.00024665-0.00069548i
0.0022342+0.0013064i,0.0027262-0.00045779i,0.0016785-0.0027648i,-0.00014442-0.0040946i,-0.002097-0.0040825i,-0.0024095-0.0020707i,-0.00014701-0.0005743i,0.0017735-0.00090202i,0.0022755-0.0012047i,0.0018679-0.0012544i,0.00080184-0.0015389i,0.00029245-0.0013519i,-0.00030012-0.00084331i,-0.00058732-0.00041201i,0.00013138-0.00018357i,0.00070049-0.00016659i,0.00074377-0.00016984i,0.00019578-0.0005818i,-0.00045364-0.00069004i,-0.00037428+6.3919e-05i,-0.00013925+0.00010202i,0.0005925-0.00018452i,0.0007987+0.00019743i
-0.00076404-0.00028764i,-0.00055473+0.0012595i,-0.0019157+7.5924e-05i,-0.003413-0.0026594i,-0.0031219-0.0040832i,-0.0015973-0.0027515i,-3.5558e-06-0.00071552i,0.00021222-0.00088169i,2.0104e-05-0.0011605i,0.0003301-0.00024245i,0.00071337-0.00013626i,0.00099093-0.00016866i,0.00094583-0.0003432i,0.00011796-0.00024979i,-0.00041735+0.00045408i,-0.00075496+0.00054904i,-0.00052786+1.1909e-05i,0.00031121-0.00042252i,0.00078517-0.00066994i,0.00098654-0.00039123i,0.00046348+0.00055064i,0.00067944+0.00013886i,0.00074778-0.00010074i
0.00080349+0.00041399i,-0.00039907+0.00070565i,0.00041336-0.0013127i,0.00019209-0.0033838i,-0.00043985-0.0042144i,-0.00055695-0.002714i,-0.00044556-0.0010574i,-7.5765e-06-0.001225i,0.00049627-0.0014046i,0.00066701-0.0010837i,0.00044638-0.0006336i,0.00054183-0.000237i,0.0016397-0.00033265i,0.0015625-0.00061958i,0.00023926-0.0004871i,-0.00029812+1.1499e-05i,-0.00094317+8.5753e-05i,-0.0010056+0.00012887i,-0.00052103+0.00046544i,-0.00019624+0.00041108i,-7.8701e-05+0.00023961i,-4.9042e-05+0.0002392i,0.00026094-3.4713e-05i
-0.0022654-0.00045i,-0.0022593-0.00031574i,-0.0030857-0.00074145i,-0.0035808-0.0015887i,-0.0033945-0.0010752i,-0.0027895-0.00071284i,-0.0015612-0.0017568i,0.00030811-0.0024936i,0.00099147-0.0022685i,0.0010814-0.0013258i,0.00085298+0.00011847i,0.00046306+0.0005729i,0.0007207-0.00026443i,0.00045895-0.00097623i,-0.00019852-0.00071203i,-0.00021887-0.00058292i,0.00018363-0.00097152i,0.00051017-0.0005844i,0.00076013-6.9258e-05i,0.0003839-4.8452e-05i,-0.00022245+0.00054939i,-0.00031611+0.0005386i,5.4232e-05-0.00026711i
0.00031814+0.0010629i,0.00054777+0.00014662i,0.0011486-0.00090822i,0.0021936-0.0024818i,0.001664-0.0033693i,0.0011003-0.002955i,0.0025402-0.0015147i,0.0030015-0.0016389i,0.0018384-0.0024948i,0.0015343-0.0016438i,0.0014548-0.00095227i,0.00047948-0.0010695i,0.00014097-0.0010467i,0.00050405-0.00062718i,0.00071873-0.00010983i,0.00097584+2.2891e-05i,0.00087416-0.00021934i,0.00013676-0.00058963i,6.9546e-05-0.00023171i,-0.00059605-3.0176e-05i,-0.00098201-6.1252e-05i,-7.7445e-05+5.4058e-05i,0.00019085-0.00010174i
-0.001065+0.00051241i,0.00042994+0.00033429i,0.001664-0.00028233i,0.00025159-0.0021305i,-0.0017759-0.0036407i,-0.0017018-0.0023002i,-0.00033641-0.0012577i,0.0015125-0.0016708i,0.0016613-0.001555i,0.00034076-0.00016561i,-0.00039827+0.00089742i,-0.00047643+0.00038908i,8.8314e-05-0.00068082i,0.00057914-0.0013358i,0.00040373-0.00065118i,-0.00027124-7.3942e-05i,-0.00042628-0.00048911i,-0.00010283-0.00050509i,-0.00036364-0.00032238i,-0.0002119-0.00017246i,9.9538e-05+0.00058751i,5.7892e-05+0.00079759i,-0.00012948-9.8943e-05i
-0.0016192-0.00092519i,-0.0018317+0.0011132i,-0.0019445+0.0015369i,-0.00046992+6.2023e-05i,0.0011225-0.00068707i,0.0019723-0.0009432i,0.0013924-0.00097921i,0.00053376-0.00099858i,0.0011653-0.0011642i,0.0015156-0.00065159i,0.0015218-0.00016941i,0.0011129-0.00020236i,0.00081064-0.00061441i,0.00085605-0.00059263i,-0.00030924-0.00059605i,-0.0010243-0.00060594i,-0.00087608+5.8516e-05i,-0.00035302-6.8849e-05i,-0.00020539-8.6675e-05i,-0.00054886+0.000334i,-0.00022496+0.00066355i,0.00040528-0.00011559i,0.00021452-0.0008047i
0.0021363+0.00024122i,0.0022596-0.0014325i,0.0027815-0.0035469i,0.002296-0.0050511i,-9.5815e-05-0.0049955i,-0.0022486-0.0035894i,-0.0012968-0.0025264i,0.00064443-0.0024206i,0.0014373-0.0021073i,0.001638-0.0014914i,0.0012385-0.00080623i,0.00055167-0.00095702i,6.9526e-05-0.00053982i,0.00018816+0.00047669i,-0.00013173+0.00071768i,-1.603e-05-4.2262e-05i,0.00025268-0.0011287i,-0.0003158-0.00087095i,-0.00082379-0.00036702i,-0.00047758-0.00035915i,0.00014461-7.3203e-05i,-7.9671e-05+0.000145i,-0.00015098-8.3375e-05i
0.001203+0.00018389i,0.0013685-0.00071621i,0.0013743-0.0021535i,0.00020869-0.003995i,-0.00195-0.0049195i,-0.0028601-0.003561i,-0.0012352-0.0021343i,0.00071378-0.0013989i,0.00098806-0.0008403i,0.00037689-0.0011235i,6.8012e-05-0.00072735i,-5.2453e-05-0.00026888i,0.00039232-0.0006521i,0.0004266-0.00037623i,0.00033443-0.00073614i,-0.00045818-0.00053573i,-0.00099283+7.016e-05i,-0.0008371+0.00016094i,-0.0010185-2.6792e-05i,-0.00046594-0.00021297i,0.00049279+0.00014592i,-0.00016678-0.0002248i,-0.0011131-0.00027819i
0.0010654+0.00048668i,0.00066934-0.00036388i,0.0016976-0.0007364i,0.0024842-0.0022434i,0.0021524-0.0034154i,0.0012933-0.0029583i,0.0004772-0.0016028i,0.00094065-0.0012711i,0.0012834-0.0013877i,0.00076619-0.00092774i,0.00038824-0.00038714i,0.00053228-0.00024488i,0.0007173-0.00025361i,8.9189e-05+0.00029386i,-0.00033887+0.00041575i,-0.00028046+0.0005553i,-0.00081072+0.00099094i,-0.00050797+0.00046623i,-3.7303e-06-0.00059991i,-0.00019024-0.0003634i,1.1295e-05+0.0005848i,0.00025246+2.5874e-05i,1.4801e-05-7.1957e-05i
0.00042154-0.00048197i,-0.0007573-0.00057852i,-0.0012128-0.0025783i,-0.0021799-0.0052671i,-0.0027505-0.0057966i,-0.0026646-0.0032695i,-0.0014064-0.0008654i,-0.00026839-0.0012783i,0.00022607-0.002254i,0.000776-0.00172i,0.0010169-0.00010308i,0.00069165+0.00029059i,0.00082027+0.00016845i,0.0003516+0.00020613i,7.9407e-05-0.0005451i,0.00030262-0.00063246i,-0.00054176+0.00013311i,-0.00073145+1.1518e-05i,1.6684e-05-0.00073884i,0.00093787-0.00065338i,0.0014062+0.00030269i,0.0013676+0.00069341i,0.0011698+3.1258e-05i
-0.002332+0.00010713i,-0.001332+0.00081319i,-0.00079403+0.00096466i,-0.0015209-0.00097678i,-0.0019121-0.0028113i,-0.0014535-0.0022477i,0.00014382-0.0014018i,0.0015998-0.0021831i,0.0015448-0.0023627i,0.0008301-0.0012835i,0.00045823-0.0004272i,-0.00015154+0.0003354i,-0.00039305+0.0002443i,-0.00013129-0.00086847i,0.00014054-0.001795i,0.00025796-0.0014863i,2.1312e-05-0.0005578i,-0.00016622-0.00092544i,-0.00014574-0.00099634i,-0.00062143+0.00023224i,-0.00014612+0.00091929i,0.00064902+0.00066839i,-0.00017873-0.00020044i
0.0015109-0.00044525i,0.0015687-0.00086972i,0.0018097-0.0024348i,0.00043678-0.0045816i,-0.00077224-0.0054276i,-0.00011162-0.0034767i,0.0015961-0.0014889i,0.0023057-0.0011739i,0.0022863-0.0013797i,0.0022081-0.00075371i,0.00111-0.00015859i,-0.0002302+0.00046375i,-0.00072252+0.00086054i,3.8736e-05+0.00048244i,0.00059762+8.2464e-05i,0.00028886-5.9727e-05i,-0.00015746-0.00025863i,-0.00024623-0.00089159i,-0.00028981-0.0013975i,0.00038151-0.0015126i,0.00095989-0.00087048i,0.00063585+0.00036874i,0.00050733+0.0006746i
0.00018389-0.0017468i,-0.00063824-0.0024735i,-0.00037161-0.0028606i,-0.0010634-0.0026633i,-0.0015488-0.0020771i,-0.00081846-0.00058532i,0.00015542+0.0006192i,0.00036022+3.1075e-05i,-0.00018016-0.00011731i,-3.6415e-06+0.0006401i,0.00075965+0.0002825i,0.00090919-6.2173e-05i,0.0018288+0.00028221i,0.0017091+0.00069462i,0.00047267+0.00022591i,-0.00021962-0.00061883i,-0.00034123-0.00063254i,-7.5286e-05-0.00022027i,8.8842e-05+3.6339e-05i,0.00011849+2.1636e-05i,0.00029798-9.4347e-05i,0.00041737-1.1813e-05i,0.00021433+0.00030468i
0.0010677+0.00084165i,0.0020579+0.00065491i,0.0023131-0.0011772i,0.0011153-0.0037373i,-0.00026056-0.0052012i,-0.00037791-0.0034764i,0.00045884-0.000348i,0.0008422+0.00032229i,0.0011388-0.00092349i,0.001524-0.0013412i,0.0014021-0.00031076i,0.0011615+0.00030225i,0.00084593-1.2004e-05i,0.00045572+9.9766e-05i,-0.00018797+9.8387e-05i,-0.00042744-0.00056641i,-0.00038194-0.00037218i,-0.00082165-0.00042891i,-0.00076282-0.00072951i,-0.00057378-0.00035116i,-0.00040723-0.00050428i,-0.00079033-0.00066473i,-0.00089556+6.8003e-05i
0.0018692-0.0015637i,0.0013349-0.002337i,0.00035655-0.0030721i,-0.00087055-0.0029721i,-0.0019547-0.0027066i,-0.0021194-0.0011624i,-0.00090591+0.00015411i,-0.00016855-0.00012766i,0.00023657-0.0011403i,0.00024418-0.0015319i,0.00063192-0.00092198i,0.0009094-7.8803e-05i,0.0007118+0.00033873i,0.0009394+0.00027036i,0.0010252-0.00016401i,0.00076124-0.00028763i,0.0002231-0.00053535i,0.00014676-0.00035047i,0.00064713+0.00043592i,0.0004552+0.00021298i,6.3708e-05-0.00021163i,2.1122e-05-0.00013159i,-2.6193e-06+4.2496e-05i
0.00074002+0.0016698i,0.0015882+0.00023601i,0.0021152-0.00064828i,0.00046629-0.0018996i,-0.00099865-0.0027048i,-0.00075062-0.0019904i,-0.00030966-0.00204i,0.00037771-0.0022493i,0.00079105-0.0017512i,0.0010055-0.0015399i,0.0014824-0.00064214i,0.0012467+0.0002727i,0.00096567-0.00027482i,0.0010508-0.0012055i,0.00058988-0.00069595i,0.00018144+8.4209e-05i,4.1893e-05-0.00043491i,3.6266e-05-0.00085255i,0.00029175-0.00082931i,-0.0003437-0.00027188i,-0.00014082+0.00044176i,0.00039911+0.00070997i,0.00010967+0.00017423i
-0.00025249-0.0010849i,0.00015314-0.0020055i,-5.711e-05-0.0032207i,-0.00070398-0.0037263i,-0.0010894-0.003566i,-0.0010557-0.0031687i,1.9632e-05-0.0023293i,0.00099379-0.0016831i,0.0016726-0.001331i,0.0015855-0.0004952i,0.00064586+6.612e-05i,0.0008051+0.00022886i,0.00090413+0.00026501i,0.00069311-1.4224e-05i,0.00084689-0.00045364i,8.9665e-05-0.00081856i,-0.00059079-0.0012896i,6.067e-05-0.00070293i,0.0001698+3.4168e-05i,-0.00030375+0.00017432i,-7.9663e-05+0.00039058i,0.00053759-7.5831e-05i,0.000461-0.00067972i
-0.00015884+0.0027812i,0.0006433+0.0029087i,0.0013327+0.0018593i,0.0012655-0.00098929i,0.0010927-0.0027843i,0.00079735-0.0010075i,9.1939e-05+0.00014737i,-6.0002e-05-0.00034897i,0.00067169-0.00062471i,0.0011939-0.0008013i,0.00047953-0.00044435i,-2.5553e-05-0.00062553i,7.1375e-05-0.00047756i,-0.00033878+0.0001393i,-0.00020361-0.0002409i,-0.00011766-0.0006765i,-0.00081585-9.9129e-05i,-0.0007451+0.00033528i,0.00032206+9.8913e-06i,0.00035045-0.0005768i,-0.00014942-0.00043318i,-0.00063119-0.00055256i,-0.00041692-0.00058168i
0.00013181+0.00023084i,1.5784e-05+0.0005436i,-0.00086133+0.00032225i,-0.00025936-0.0013937i,-0.00043454-0.0028003i,-0.0010968-0.0015152i,2.0649e-05-0.00075329i,0.0010235-0.00092912i,0.00090568-0.0012566i,0.00096171-0.0011735i,0.0013047-0.0006108i,0.00065195-0.00031143i,-0.00049349+0.00037568i,-0.00017283+0.00023861i,0.00034566-0.00051097i,0.00084024-0.00059149i,0.00063382-6.5918e-05i,-0.00087983-9.5843e-05i,-0.0010837-0.00058932i,-0.00013424-0.00058358i,0.00018505-0.00039957i,-0.00018236-0.00057956i,-0.00020798-0.0010593i
0.0014507-0.0011929i,-0.00027674-0.001074i,-0.0021605-0.001436i,-0.0024656-0.0010637i,-0.0023433-0.00086458i,-0.0014871-0.00091911i,9.0883e-05-0.0013038i,0.0011903-0.00201i,0.0014178-0.0016079i,0.0014559-0.00037562i,0.0013958+0.00079009i,0.00074961+0.00058502i,0.00019655-0.0003696i,0.00011818-0.00076435i,3.4977e-05+1.3654e-05i,-3.24e-05+0.00022982i,-0.00017899-0.00021485i,0.00028011-0.00065613i,0.00030237-0.00015488i,0.00018951-8.4058e-07i,0.00037714-0.00027978i,0.00075006-0.00029631i,0.00043076-0.000531i
0.00028974+0.0011182i,0.00071353+0.00043562i,0.00099026+0.00015547i,0.0018375-0.0012658i,0.0023096-0.0029088i,0.0017979-0.0017483i,0.0012163-0.00055659i,0.0011377-0.00097951i,0.0012538-0.00083331i,0.0010544-0.00062831i,0.00051919-0.00013441i,0.00044803+0.00035315i,2.7786e-05-0.00023614i,-5.5832e-05-0.00071274i,4.7514e-05-0.00053485i,-0.00029156-0.0005018i,-0.00039053-0.00034533i,0.00031029+3.8064e-05i,0.00072666+0.0003371i,0.00067147+0.00039319i,0.00066192-7.6127e-05i,6.674e-05-0.00036607i,-0.00023797-0.00030396i
0.001018-0.002i,-9.8841e-05-0.0024099i,-0.0010126-0.003156i,-0.0015256-0.0037304i,-0.0014915-0.0043112i,-0.00053816-0.0035213i,0.00077893-0.0011977i,0.00091422-0.0001548i,0.0011019-0.00043287i,0.001232-0.00068293i,0.0012795-0.00059444i,0.0013498-0.0004897i,0.00099243-0.00034544i,0.00055423+5.7567e-05i,0.00031095-0.00096223i,-0.00016377-0.0019471i,-0.00029097-0.0014896i,0.00044568-0.0007734i,0.00075859-0.00027397i,0.0005596-9.9003e-05i,0.00056882+0.00018887i,0.00033179+0.00053824i,0.00024446-0.00025569i
0.00096658+0.0010476i,0.0010675+0.00090771i,3.9065e-05-0.00099522i,-0.00061671-0.0036609i,-0.0015246-0.0039047i,-0.0023267-0.0023376i,-0.00070291-0.0010363i,0.00046209-0.00084874i,0.0001024-0.0011493i,3.5386e-05-0.00084047i,0.0002717-0.00046392i,0.00022766-0.00050943i,-0.00046095-0.00082172i,-0.00057991-0.00023732i,-0.00046028-4.8741e-05i,-0.0007327-0.00023372i,-0.00018422-1.7478e-05i,0.00020662+0.00028361i,-0.00026564+0.00052831i,-0.00043119+0.00041327i,-1.0362e-05+0.00042002i,0.00028484-2.3478e-06i,0.00049165-8.1084e-05i
-0.00059926-0.00025751i,-0.00082664-0.00075366i,-0.00049458-0.0017523i,-0.00068095-0.0028605i,-0.002396-0.0032619i,-0.00159-0.0024566i,0.00060755-0.0011788i,0.0020616-0.00089796i,0.0021586-0.0012544i,0.0011663-0.0010038i,0.00095015-0.00012915i,0.00072346+0.00028721i,-0.00013408-0.00022323i,-9.5141e-05-0.0001827i,-0.00019557+0.00010291i,-0.0011107+1.2006e-05i,-0.0009826-0.00013304i,-0.00052-0.00017975i,-0.0003333-0.00077617i,-0.00018643-0.0010665i,0.00015679-0.00077111i,0.00068902-0.00015892i,0.00051346+3.3315e-05i
-0.0013922+0.0013513i,-0.0014847+0.0016223i,-0.0018061+0.00015385i,-0.00076531-0.0013675i,0.00052331-0.00086676i,0.0004177-0.00020832i,0.00049619-0.00039121i,0.00053789-0.00044383i,0.00092859-0.00068312i,0.0017972-0.00094201i,0.0015052-0.00095331i,0.00060629-0.00050805i,-9.7157e-05-7.912e-05i,1.3722e-05-0.00054833i,0.00047323-0.001179i,0.00052876-0.00098481i,0.00067522+0.00012963i,0.00040236+0.00045656i,-0.00021054+0.00043762i,-0.00044763+0.0011698i,-9.5579e-05+0.0010262i,0.00065519+0.00012629i,0.00038168-0.00011875i
0.0012819-0.00012755i,0.00087838+0.00037913i,0.0013883-0.00068298i,0.0018208-0.001945i,0.0017501-0.001793i,0.0011432-0.00046409i,0.0012516+0.00023934i,0.0019856-0.00036167i,0.002789-0.0013781i,0.0022897-0.00088006i,0.00097955-0.00047509i,0.00071505-0.00055905i,0.00099435+0.00016126i,0.00042213+0.00021362i,-0.00031555-0.00066791i,-0.00032146-0.0007698i,9.855e-05-0.0005866i,-0.0002676-0.00066312i,-0.00050377+0.00018534i,-0.00045342+0.00053674i,-0.00018905-6.6292e-05i,8.2953e-05-0.00037552i,0.00024167-0.00014373i
0.0001309-9.1408e-05i,0.0012284-0.00036924i,0.00073561-0.0025314i,-0.00066625-0.0050842i,-0.0012813-0.0045463i,-0.0017875-0.0023434i,-0.0015708-0.00092185i,0.00048646-0.00041493i,0.0016339-0.00098464i,0.00078341-0.0016548i,0.00071495-0.00085912i,0.00099054+0.00015644i,0.00054604-0.00020128i,0.00039222-0.00038468i,-0.00015419-3.8599e-05i,-0.00082308-0.00017404i,-0.0010152-0.00021367i,-0.00088605+0.00022458i,-0.00038258+6.0554e-05i,-8.0748e-05+0.00024121i,0.00041223+0.00037625i,0.00016328-0.00074529i,2.8448e-05-0.0006446i
-0.0016757+0.00065372i,-0.0013114+0.0005379i,-0.00095293+0.00026482i,-0.00059888-0.0010536i,-0.00018482-0.0017737i,-0.00051177-0.00092183i,-0.00033215-0.00074328i,0.00020572-0.0014i,2.0276e-05-0.0015457i,0.00020439-0.00063665i,0.00025533-1.0879e-05i,0.00074597-0.00039039i,0.00095821-0.00079541i,-2.4767e-05-0.0012278i,-0.00017806-0.0016964i,0.0003336-0.00084685i,-9.7097e-05-0.00025661i,-0.00080626-0.00010514i,-0.00032884-5.7288e-06i,0.0012025-0.00043488i,0.0011767-0.00040796i,0.00017314+0.00054531i,-0.00012956+0.0007165i
-0.00049002+0.000964i,0.00053195+0.0012769i,0.0014055+0.0016286i,0.0022297-0.00094627i,0.0018186-0.0033836i,0.00095958-0.0032482i,0.00058089-0.0013565i,0.0010287-0.00094226i,0.0019988-0.0013312i,0.0012995-0.00091612i,0.00040381-0.00066595i,0.00066376-0.00074702i,0.00068621-0.00076012i,1.4366e-05-0.00056418i,-0.0004022-0.00061861i,-0.00070941-0.00090737i,-0.00058181-0.00049361i,0.0003728-0.00040425i,0.00034836-0.00065172i,-0.00043334-0.00036413i,0.00058806-0.00061607i,0.0022483+0.00010502i,0.002001+0.00071959i
-0.0011635+0.00073567i,-0.00023718+0.0010216i,0.00059504+0.0013098i,0.0011122+5.7102e-05i,0.0017493-0.0013334i,0.0021106-0.00125i,0.0019554-0.0006543i,0.0021534-0.0010452i,0.0016133-0.0013395i,0.00070045-0.0016201i,0.00078424-0.0019441i,0.00066146-0.0011824i,-5.7995e-05-0.00075993i,-0.00038018-0.00056561i,-0.00047175-0.00023913i,-0.00011931-2.3317e-06i,-5.6211e-05+0.0003424i,3.174e-05+0.00024471i,-0.00013216+0.00028098i,-0.00054911+4.0105e-05i,-0.00049257-0.00045796i,-0.00067331-0.00093754i,-0.00064102-0.00091247i
0.00018256-0.00042067i,0.00022725-0.0012439i,0.00039741-0.0026304i,0.0012531-0.0040936i,0.00023739-0.0038569i,-0.0012051-0.0020239i,0.0002145-0.00091901i,0.0015622-0.001124i,0.0021404-0.0014524i,0.0019832-0.0001859i,0.00094428+0.00051656i,0.0012886+0.00033043i,0.00092201-0.00016005i,-0.0003591-0.00026901i,-2.8597e-06-8.3944e-05i,0.00026088-7.7354e-05i,-7.4405e-07-0.00023941i,-0.0002006-0.0004531i,-0.00018427-0.00042173i,-0.00021924-0.00018544i,-0.00016887-7.036e-05i,-0.00019858-0.00041275i,-0.00082741-0.00033065i
0.0015019-0.00031049i,0.00026446-0.0009273i,-0.00067129-0.0030286i,-0.0016868-0.0044665i,-0.0025531-0.00425i,-0.0020627-0.0022915i,-0.00089171-0.00062713i,-0.00033811-0.00094454i,0.0014353-0.00061351i,0.0023853-0.00041282i,0.0013939-0.00045511i,0.00054649-0.00059034i,0.00058826-0.0012709i,0.0006287-0.0012963i,0.00061123-0.00048985i,0.0005172+0.00051082i,-0.00040966+0.00080828i,-0.00029656+0.00081738i,-0.00015071+0.00019221i,-0.00062158+2.1678e-05i,-0.00012999+0.00084506i,0.00010758+0.00087724i,0.00029814+5.0525e-05i
0.0001828+0.0016048i,0.00045139+0.0007746i,0.0016487+0.00028372i,0.0025313-0.0017879i,0.0020908-0.003807i,0.00043105-0.0033886i,-5.2008e-05-0.001956i,0.00045807-0.0010392i,0.00094424-0.00078952i,0.00085607-0.00096199i,0.00069537-0.00041911i,0.00064338+3.5084e-05i,5.2959e-05-8.3302e-05i,-0.00046074-8.306e-05i,-0.00010463+0.00054812i,0.000504+0.00046827i,0.00011389-0.00056246i,-0.0003216-0.0011584i,-0.00020067-0.00095271i,-0.00030507-0.00044923i,-0.000201-0.00053139i,-0.00029227-0.00051427i,-0.00043853+0.00011072i
0.001376-0.00020158i,0.00089603-0.00059344i,0.00061091-0.0018063i,6.9822e-05-0.0037917i,-0.0012199-0.0046491i,-0.0014617-0.0028102i,-0.00031084-0.0013073i,0.001026-0.00069986i,0.0014424-0.00098347i,0.0010455-0.0011557i,0.00015211-0.0003856i,-0.00042721-0.00029414i,0.00020964-0.00011384i,0.00035245+0.00013153i,-9.8948e-06-0.00064192i,0.00010353-0.0007896i,-0.00036956-0.00021203i,-0.00057431-0.0001831i,-0.00073426-0.00032829i,-0.00056802-0.00051618i,-0.00026051-0.00082178i,-0.00087018-0.00010861i,-0.0010372+0.00037497i
0.00079376-0.0001642i,0.00093156-0.00051564i,0.0012993-0.0016714i,0.00039972-0.0029273i,-0.0011429-0.0028344i,-0.0013215-0.0012836i,-0.00035589-0.00022472i,0.0011582-0.00047024i,0.0020982-0.0018366i,0.0017788-0.0020311i,0.0010711-0.00095648i,0.00030295+7.784e-06i,-0.00017468+0.00051274i,0.0001233+0.00057822i,0.00023078+0.0001118i,-0.00018104-0.00062912i,-0.00026457-0.00040223i,-0.00043122+0.00049987i,-0.0003841+0.00069911i,8.657e-05+0.00091492i,0.00025168+0.00037035i,0.00025132-7.2355e-05i,-4.676e-05+9.0084e-06i
0.00018201-0.0026432i,-0.00063437-0.0031934i,-0.0019822-0.0031106i,-0.0025461-0.004328i,-0.0028343-0.0047714i,-0.0030106-0.0022759i,-0.0017455-0.00073517i,0.0006287-0.00047135i,0.0022069-0.00051824i,0.0020623-0.001585i,0.0012439-0.0017923i,0.00052156-0.00093642i,0.00020305-0.00058308i,0.00034995-4.337e-06i,0.00054985+0.00044304i,0.00038859+0.00020458i,-0.00019698-0.00018183i,-0.00032391-0.00024752i,-0.00042724+0.00024709i,9.5206e-05+0.00039782i,0.00023872+0.00053678i,-0.00025376+0.0013896i,0.0001152+0.00072257i
-0.0014152-0.00065622i,-0.001645-0.00051732i,-0.0019648+0.00055923i,-0.001304+0.00018233i,0.00053145-0.0011168i,0.0015641-0.0010272i,0.0019323+6.4159e-05i,0.0013677-0.00031943i,0.0011037-0.00070728i,0.0011892-0.00051223i,0.00090695-0.00050532i,0.0012804+0.00016949i,0.0014734+0.00045429i,0.00042108+2.9118e-05i,-4.07e-05-0.00012684i,-0.00054486-0.00086235i,-0.00049966-0.0014376i,0.00024924-0.00053382i,0.00060561+0.00042291i,0.00071711+0.00072615i,0.00077215+0.00055609i,0.0011533+0.00019832i,0.0011085-0.00014918i
-0.0021409+0.00028517i,-0.001307+0.00012917i,-0.00011164-0.00051379i,0.0011896-0.001692i,0.0017846-0.0023i,0.0016922-0.0028055i,0.0020241-0.0028321i,0.0021873-0.0020363i,0.001754-0.0012808i,0.0013045-0.00106i,0.0014695-0.0005813i,0.0018425+0.00036359i,0.0010286+0.00029338i,-0.00041238-0.00081334i,-0.0014037-0.0012388i,-0.0017288-0.00089492i,-0.0017239-0.0012513i,-0.00094946-0.00081096i,0.00041495+0.00017089i,0.0011866+0.00074731i,0.001308+0.00057659i,0.0011907+1.9067e-05i,0.00011566+4.1478e-05i
