-0.0035126+0.0012978i,-0.0021509+0.00065372i,-0.0016543+0.00074233i,-0.0016571+0.0005539i,-0.0010687+0.00086737i,-0.00071968+0.0017477i,-0.00092969+0.001869i,-0.00097959+0.00074532i,0.00070782-2.1728e-05i,0.0025277+0.00095398i,0.002258+0.0010503i,0.0010852-0.00035734i,0.00050465-0.00054998i,0.00052936-0.00021468i,0.00096595-0.00021941i,0.0012807-0.00013708i,0.0007192-0.00062745i,0.0003956-0.00068502i,-2.2312e-05-0.00027191i,-0.00039449-0.00021455i,0.00042542-0.00042991i,0.00057941-0.00029964i,-0.00018634+9.7936e-05i
0.00020058-1.4374e-05i,-0.0012319+0.0011292i,-0.0023316+0.0015801i,-0.0017073+0.0013756i,6.8825e-06+0.0014285i,0.0010857+0.0012773i,0.00056644-0.00052882i,0.00035616-0.0014578i,0.00052915-0.00092587i,0.00058967-0.00068281i,0.00013297-0.00075739i,-0.00038985-0.00079886i,8.9881e-05-0.00061087i,0.00061561-0.00016474i,0.00073968+0.00018961i,0.00029802+0.00011344i,-0.00010786+0.00030171i,2.5855e-05+0.00078657i,0.00032258+0.00037398i,0.00019247+2.9494e-07i,-0.00038219-0.00023368i,-0.00067489-0.00017751i,-1.3897e-05+0.00021645i
-0.0012012+0.00026667i,-0.0018942-0.00031545i,-0.0018424-0.0011292i,-0.0016659-0.00109i,-0.00146+0.00057339i,-0.00020996+0.00032473i,0.00070823-0.00088575i,0.0011564-0.00073803i,0.0007361-0.00038627i,8.5715e-05-0.00035514i,0.00080079+0.00014907i,0.00080539+6.856e-05i,-0.00060452-0.0007512i,-0.0010202-0.0012649i,-0.00051021-0.0008125i,-0.00014679-0.00082668i,0.00025692-0.0010201i,0.00023192-0.00053288i,0.00026797-0.00040847i,0.00033155-0.00016906i,0.00033072+0.00037024i,0.00019359+0.00035668i,-0.00012175+1.4089e-05i
0.00075274+0.00086054i,-0.00012782+0.0014847i,-0.00098917+0.0017872i,-0.00045802+0.0011858i,0.00046118+0.00068692i,0.00015307+0.00024332i,-0.0012818-0.00091718i,-0.0022053-0.00095783i,-0.0011357-0.00041384i,0.00012098-0.00028118i,0.00017958+0.00023272i,0.00025665+0.00052689i,0.00072223+0.00055407i,0.00058549+0.0002786i,0.00056699-0.00099214i,0.00135-0.001368i,0.0011034+0.00015355i,0.00030877+0.0012827i,0.00030422+0.0010295i,0.00037213+7.9646e-05i,-0.00020185-5.6105e-05i,-0.00073138+0.00024957i,-0.00076403-0.00013553i
-0.00041623+0.00041868i,-0.001299+0.0012012i,-0.0020754+0.0017593i,-0.0014369+0.0012387i,-0.00090774+0.0011908i,-0.00048798+0.0015563i,0.00024429+0.00091223i,0.00036665-0.000647i,-0.00063265-0.0010446i,-0.00094343-0.00043858i,-0.00081682+0.0011652i,-0.00043634+0.001332i,0.00043731-5.7913e-06i,0.00070719-0.00041035i,0.00097476+0.00010318i,0.0012268-5.656e-05i,0.00032639-0.00056805i,-0.00081541-7.6738e-05i,-0.0010814+0.00038015i,-0.00094606+0.00058638i,-0.0010397+0.00049671i,-0.0014125+9.3749e-05i,-0.00063795+0.00054689i
-0.0037458-0.0010688i,-0.0034832+0.00016927i,-0.0036884+0.00043097i,-0.003083-0.00024793i,-0.0018216+0.00016366i,0.00017792+0.00061517i,0.001433-3.7299e-05i,0.00061589-0.00089942i,-0.00091273-0.00084352i,-0.00061079-7.7347e-05i,0.00029279+0.00034391i,0.00043473+0.00080322i,0.0013162+0.00058104i,0.0017724+0.00025837i,0.0011727-0.00037609i,0.00077417-0.00069038i,0.00023866-0.00066607i,-1.3105e-05-0.00090368i,0.00040606-0.0011077i,-0.00015291-0.000592i,-0.00038207+0.00063848i,-5.1871e-05+0.00046648i,-0.00020007-0.0002454i
-0.00064322-0.00040391i,-0.0022617-0.0010516i,-0.0037856-0.001136i,-0.0031042+0.00018055i,-0.00059101+0.0014424i,0.00081662+0.0022096i,0.00022017+0.0012314i,-3.1322e-05-3.0634e-05i,-0.00020781-0.00020271i,-0.00010544+0.00011279i,0.00030872+0.00091295i,0.00051063+0.00067465i,0.00068411-0.00052009i,0.00074058-0.001024i,0.00087271-0.0012257i,0.00045675-0.00089744i,-0.00045586-0.00067079i,-0.00060237-0.00017011i,-0.00048542+0.00022618i,-0.0010029+0.00026549i,-0.0009196-0.00032145i,-0.00012228-0.00026119i,-0.00017526+0.00029347i
-0.0059072-0.0015306i,-0.0062451-0.00024883i,-0.0081043+0.0019806i,-0.0056643+0.0030176i,-0.0020683+0.0035212i,0.0013474+0.0019388i,0.0022534-0.001566i,0.00076579-0.0028621i,-0.00052349-0.0018219i,-0.00074692-0.00021395i,0.00031584-8.0278e-06i,0.0015007-0.00065678i,0.0025929-0.00077666i,0.00301-0.0008552i,0.0034399-0.0011011i,0.0031311-0.0011227i,0.0011583-0.00048723i,-0.00029644-0.00013003i,9.3313e-05-0.00059874i,-0.00050198-0.001633i,-0.0011206-0.0014868i,-0.00044726-0.00052993i,-3.1226e-05-0.00046082i
0.0043386+0.0027184i,0.0053684+0.0024901i,0.0073488+0.00038014i,0.0054374-0.0016603i,0.0024962-0.0023674i,0.00065728-0.0019419i,0.00058365-9.1249e-05i,0.00084946+0.0013565i,0.00071966+0.0014804i,0.0010498+3.8259e-05i,0.00040675-0.0012532i,-0.0011709-0.0010823i,-0.0025095+0.00033933i,-0.00341+0.0011077i,-0.0030203-8.1504e-05i,-0.0012426-0.00094527i,0.00019478-0.00021475i,0.00033843+0.00014168i,0.00044858+0.00049815i,0.00027747+0.0006809i,-0.00076485+0.0003771i,-0.00057041-0.00036003i,-0.00029897-0.00083507i
0.0010543+0.0016805i,0.00094034+0.0012849i,0.0017757-0.00065229i,0.0010929-0.001465i,-0.00016987-0.001668i,-0.0010921-0.0020653i,-0.001396-0.0017846i,-0.00099359-0.0011466i,-6.0651e-05-0.00035981i,0.00015527+7.0551e-05i,0.00024271-0.00069193i,4.4052e-05-0.00065801i,-0.0003917+4.4874e-06i,-0.00061364+0.00017401i,-0.00077472+0.00020112i,-0.001186-0.00019184i,-0.00051434-0.00077035i,9.5733e-05-0.00054838i,-0.00029752-8.61e-05i,-0.000128+0.00010222i,-0.00019678+0.00030785i,-0.00087598+2.5575e-05i,-0.0010319-0.00029198i
0.00138+0.0013247i,0.00044931+0.00061617i,0.00036003-0.00049747i,0.00027589-0.0011561i,-0.0016274-0.0017555i,-0.002615-0.0018836i,-0.0017074-0.00055848i,-0.0011576+0.00057965i,-0.00030075+0.00035088i,0.00057277-0.00046198i,0.00026363-0.000145i,-0.00011451+0.00069574i,-0.00089865+0.00013186i,-0.0014193-4.4198e-05i,-0.00071627+0.00029633i,0.00024381+0.00086191i,-6.7273e-05+0.0012602i,-0.00068687+0.001054i,-0.00034863+0.0012281i,0.00048023+0.00089327i,0.00078786+0.00064922i,0.00022705-0.00012168i,-4.9025e-05-0.00099948i
-0.00165+0.0031419i,-0.0018814+0.002184i,-0.00027031+0.0017731i,0.0013831+0.0010269i,0.0010016-0.00051905i,0.00040787-0.0014739i,0.0012387-0.00098109i,0.00097096-0.00067706i,0.00021799+0.00024648i,0.00038381+0.001046i,0.00090428+0.00054617i,-0.00043869+0.0010135i,-0.0013661+0.0010058i,-0.0005083-0.00015667i,0.00025702-5.598e-05i,0.00016869+0.00078443i,-0.00020225+0.00044971i,-1.2204e-05+0.00050475i,0.00045794+0.00065384i,0.00066975-0.00055659i,0.00040016-0.00052939i,-0.00044027+0.00029109i,-0.0010793+1.817e-05i
0.00025939-0.0035561i,-0.00090621-0.003204i,-0.00043554-0.0019053i,-0.00019634-0.00070544i,-0.0002109-0.00048645i,-0.00025133-0.00044698i,-0.00033901-0.00070832i,-0.0005742-0.0016047i,-0.00038218-0.0012372i,-0.00043479-0.0010996i,-0.00081161-0.00039272i,-0.00075796+0.00084935i,-9.2947e-05+0.0008616i,0.00036712+0.00034844i,0.0012391-3.6047e-05i,0.0014938-0.00013347i,0.00038051-0.00073035i,3.9741e-05-0.00056804i,4.5185e-05+0.00025883i,-4.0718e-05+0.0006703i,-5.5662e-05+0.00069364i,-0.00043513+0.00091851i,-0.00018836+0.00048759i
-0.00014646-0.00014788i,-0.0018989+6.3176e-05i,-0.003059+0.00087451i,-0.0020944+0.00083948i,-0.0018313+0.00067286i,-0.0027175+0.0003553i,-0.0023612-0.00015233i,-0.0012038-4.4542e-05i,-0.00032551-0.0003329i,0.00030732-0.0012839i,0.00054027-0.0014883i,0.0008918-0.00042816i,0.0012122-0.00011347i,0.00066337-0.00025338i,0.00016513+0.00011105i,-0.00025685+0.00077816i,-0.00020152+0.00016264i,0.00072657-0.00071647i,0.0011434-0.00077514i,0.00083312-0.00037476i,0.00043678+8.9479e-05i,2.933e-05+0.00027515i,-0.00019323+0.00016976i
0.0012217+0.002504i,0.0019707+0.0022375i,0.00076941-0.00025385i,-0.00028065-0.0013059i,-0.00062009+0.0002389i,-0.00062759+0.00065615i,-0.00038209-0.00012841i,-0.00069377-0.00027807i,-0.00095643-0.000538i,-0.00016501-0.0011149i,0.00066785-0.00094074i,0.0007376-0.00022574i,0.00030858-0.00030923i,-0.00050385-0.00059528i,-0.00051877-7.5487e-05i,0.00041409-4.4231e-05i,0.00090715-0.00037232i,0.00043438-0.00048673i,0.00013712-0.00060896i,0.00033886-7.1947e-05i,-7.8646e-05+0.00015052i,7.4373e-05-0.00068317i,0.00019402-0.00064536i
-0.0006184+0.0004037i,-0.0015288-0.0002613i,-0.0018159-0.00064549i,-0.0018276-0.0009527i,-0.0013823-0.0013174i,-0.00022539-0.00089998i,5.9504e-05-0.00076311i,-0.00045423-0.00097964i,-0.0004397-0.00058122i,-0.0002864-0.00071073i,0.00028514-0.00034277i,0.00061303+0.00062336i,0.0004513+0.00047259i,0.00012038-0.00037825i,-1.6845e-05-0.0010686i,0.00046974-0.00073577i,0.00025503-4.6327e-05i,0.00032155+0.00020375i,0.00062296+0.00012537i,0.00021823+0.00027728i,0.00025261+0.00012868i,0.00086466+0.00029845i,0.00031734+0.00027711i
-0.0015669-0.00020691i,4.5401e-05+6.5973e-05i,0.00044316+6.7308e-05i,0.00037777+4.9385e-05i,4.8669e-05+0.00013016i,-0.0001133-0.00023611i,-0.00031599-0.00023002i,-0.0001223-0.00014014i,-1.6479e-05+0.0001576i,-0.00040528+0.00048972i,-0.00013132+0.00055733i,0.00068107+0.00068268i,0.0013009+0.00035215i,0.0014506+0.00019787i,0.0011837-0.00026619i,0.00062696-0.00084178i,0.00036711-0.00063812i,-4.7888e-05+9.9544e-05i,-0.00077676+6.1728e-05i,-0.0007679-0.00019013i,-0.00082097-5.6496e-05i,-0.0010699+0.0002851i,-0.00046149+0.00099959i
-0.0028443+0.00024888i,-0.0027994+0.0002713i,-0.0021029+0.00063413i,-0.0011751+0.00081681i,0.00027465+0.0002422i,0.0010177-0.00010151i,0.00077548-1.3318e-05i,-0.00018655-0.00013953i,-0.00056682-0.00063339i,-1.7739e-05-0.00081059i,0.00070879-0.0010675i,0.00088967-0.0010241i,0.0004873-0.0009657i,0.000417-0.00069321i,0.00038618+5.6032e-06i,0.00021294+0.00017i,-0.0011933+2.6196e-05i,-0.0014575+0.00023632i,-0.00059659-0.00018499i,-0.00018799-0.00036689i,-0.00034645+0.00053535i,-0.0012025+0.00029123i,-0.00091367-0.00050569i
-0.00035304+0.0019566i,-0.00028995+0.0018321i,0.00052713+0.0013358i,0.00031421-0.00033131i,-0.00065772-0.0019744i,-0.0013967-0.0018941i,-0.00075897-0.0011575i,0.00012043-0.00022715i,0.00059005+2.3949e-05i,0.00029959-0.00080745i,-0.00022554-0.0013833i,-0.00058767-0.00072788i,-0.0011793+0.00030103i,-0.0017624+0.00037383i,-0.0010082+0.00023028i,-0.00059586+0.00027804i,-0.00062756-5.7564e-05i,-0.00023088-0.00014315i,-0.00016946-8.3818e-06i,8.7875e-05+0.00026078i,0.00028949+0.00038043i,-0.00042728-0.00057322i,-0.00041807-0.00027664i
0.00015338+0.0005597i,0.00011317+4.2876e-05i,-0.00053743-0.00044838i,-0.0014012-0.00053739i,-0.0011605-0.00031206i,-0.0002815-0.00043726i,0.00033094-0.00095188i,-0.0001109-0.0010308i,-0.00042654-0.00050542i,0.00057441-0.00049348i,0.00067755-0.00029393i,0.00015262+0.00036886i,-0.00047996+0.00030182i,-0.0010191-2.873e-05i,-0.00089336-9.9288e-05i,-0.00078513-0.0002454i,-0.00023411+3.1709e-06i,0.00018195+0.00044673i,-0.00028356+2.0661e-05i,-0.00014891-0.00047357i,0.00079554-0.00035604i,0.00080368-8.6589e-05i,8.5649e-05-0.00024073i
-0.0027877+0.00064999i,-0.0019959+0.00035716i,-0.001179+0.00058907i,-0.001068+0.00038625i,-0.0010724+2.1806e-05i,-0.00046539-0.0001216i,-0.00010518+3.0075e-05i,0.00023592-7.4867e-05i,0.00096987-0.00062261i,0.0014259-0.0012646i,0.0014469-0.00081359i,0.00079208-0.00041158i,-0.00060319-0.00011153i,-0.00022748+5.8199e-05i,0.00095185-0.00019518i,0.00043577-0.00047068i,-0.00043691-2.6914e-05i,-0.0005291-0.00013191i,-0.00038977+0.00040435i,-0.00047422+0.0013154i,-0.00040831+0.00085658i,0.00011202+4.314e-05i,0.00012106-0.00011004i
-9.6806e-05-0.00020288i,-0.00083259+0.00031858i,-0.0011078+0.00022595i,-0.0013511+1.2048e-05i,-0.00058679+0.00029104i,-9.9354e-05+0.00054294i,-0.00022864+0.00079243i,-0.00044213+0.00060358i,-0.00040711+0.00026637i,0.00069755+3.25e-05i,0.0012945+0.00040827i,0.00074152+0.0011048i,0.00052725+0.0012839i,0.00059812+0.0010601i,0.00020693-0.00012723i,-0.0013144-0.0011171i,-0.0016183-0.00047003i,-0.0006682+0.00058729i,-8.7614e-05+0.00099794i,0.00018834+0.00053492i,-0.00020483-0.00020056i,-0.00035649-0.00047566i,0.00030557+3.7272e-06i
-0.0001499-0.00035575i,-0.0011013-0.00014587i,-0.0018513+0.00041027i,-0.0013505+0.00059688i,-0.0010053-0.00015814i,-0.00099727-0.00026905i,-0.00090772-0.0011707i,-0.00062475-0.0013558i,-0.00047866-0.00066235i,0.00010528-0.00070974i,-0.00012768-0.00045333i,-0.00063314-0.00038436i,-0.00014937-0.0003459i,0.00044318-0.00028162i,0.0010907+6.1098e-05i,0.00081139+0.00015269i,-0.00011141-1.6093e-05i,-0.00026508-0.00026445i,0.00037219-0.0002907i,0.00089486-0.00013833i,0.00082685-0.00054146i,-0.00010539-0.00048157i,-0.00066357-8.8079e-05i
0.00076398+0.0011241i,0.0010505-0.00044693i,0.0016-0.0025934i,0.00075904-0.0038177i,-0.00056678-0.0031043i,-0.0019548-0.0016099i,-0.0020529+9.1523e-05i,-0.0014114+0.0019559i,-0.00073484+0.0021886i,-8.1684e-05+0.00044824i,0.00024554-0.00053501i,0.00082602-0.00055973i,0.0008405-0.00067302i,-0.00036096-0.00082065i,-0.0012252-0.00056054i,-0.00095925+0.00011465i,-7.8283e-05+0.00072745i,0.0001487+0.00062954i,-1.0356e-05-0.00024693i,0.0003975-0.00035504i,0.0010558+0.00020765i,0.00039792-3.767e-05i,-0.00080029-0.00023039i
0.00086433-0.0007065i,0.00071506-0.00066906i,0.00017389-0.0011664i,-0.00028444-0.0011493i,-0.00011087-0.00064621i,0.00028154-0.00056134i,-6.2522e-05-0.00026503i,-0.00012924+0.00013245i,-0.00021522+0.00027692i,-0.00046247+0.00027233i,-5.0072e-05-0.0002532i,0.00050683-0.00094342i,8.5208e-05-0.00050059i,-8.745e-05+0.00018118i,0.00023704+0.00046811i,-0.00033046+0.0010607i,-0.00015544+0.0011291i,0.0005971+0.00020712i,0.0004405-0.00067108i,0.00036005-0.00080165i,0.00012602-0.00083399i,-0.00023162+8.3204e-05i,-0.00045028+0.0010062i
-0.00048721+0.0020849i,-0.0006407+0.0015915i,-0.00030703+0.00065752i,0.00020696+0.0001541i,1.1175e-05-0.00010476i,-1.7366e-05-0.00030158i,0.00015787-3.9606e-05i,3.6108e-05-4.6192e-05i,-0.0003203+9.3519e-05i,-0.00039136+0.00015046i,-0.0004177+2.762e-05i,-0.00021363-0.00078421i,6.3472e-05-0.00089073i,-0.00037897-0.00066219i,7.4721e-05-0.00045515i,0.00070286+0.00020937i,0.00017423-3.6694e-05i,-2.26e-05-0.00011418i,0.00012243-0.00026923i,-8.4741e-05-0.00046232i,-0.00015484+3.1399e-05i,-0.00034386+7.7384e-05i,-0.00039564+0.00023121i
-0.0024564+2.8271e-05i,-0.002644+0.00044983i,-0.0016287+0.0007733i,-0.0006814+0.00097886i,-0.00058334+0.0010871i,5.9952e-06+0.00057343i,0.0011891+8.1176e-05i,0.0014862-7.6378e-06i,0.00061196-0.00059692i,-0.00033999-0.00097888i,-0.00010668-0.00054207i,0.0006516+0.00038845i,0.00058638+0.00038306i,-0.00010497+6.5637e-05i,9.1814e-05-0.00060183i,0.00055628-0.00085281i,-2.5909e-05-0.00018173i,-0.00030585+0.00035643i,9.5691e-05+0.00054889i,-6.2313e-05+0.00057176i,0.00015089+8.3948e-05i,0.0011504-0.00023021i,0.00093708-0.00016859i
-0.00078931+0.0028326i,-0.00048028+0.0025972i,-0.00048787+0.0027735i,0.00031702+0.0017673i,0.0013677+0.00074918i,0.0007657-0.00026832i,0.00012034-0.00092409i,-0.00084015-0.00094144i,-0.00084779-0.00053609i,0.00064586-6.1406e-05i,0.0010788-0.00013005i,0.00024278+0.00061074i,0.00033063+0.00060554i,0.00014633-0.00038144i,-0.0005549-0.00081549i,-0.00068687-0.00032015i,-6.5739e-05+0.00061202i,0.00016704+0.00057676i,-0.00021332+0.00011397i,0.00023541-0.00018898i,0.00049543-0.00013616i,-0.0001059-0.00027465i,-0.00068644-0.00036424i
-0.0024508-0.00023686i,-0.002371-0.00026261i,-0.00090549+0.00029848i,0.00012641+0.00068186i,0.00019997-0.0003325i,-0.00016687-0.00032516i,-0.00070718+3.8825e-05i,-0.00085678-0.0003796i,-0.00050019-0.0006476i,0.00072056-0.00049545i,0.0010568-0.00053275i,0.00079533-0.00077179i,0.0012347-0.001546i,0.00085923-0.0010434i,0.00029988-0.00031847i,3.6385e-05-0.0003734i,0.00016372+0.00022739i,0.0004843+6.1961e-05i,0.00034978-0.00046759i,-3.0144e-05+0.00035634i,-0.00020598+0.0010507i,-0.00025649+0.00040303i,-0.0010131-1.8647e-05i
0.00045035+0.0020173i,-0.00084373-0.00016739i,-0.00064682-0.0017895i,-0.00016688-0.00070701i,0.00033464+0.00037453i,0.00062705+0.00058673i,0.00049613+0.00082887i,-0.00027192+0.00061968i,-0.00027989+0.00061421i,6.3791e-05+0.00087128i,-0.00033073+0.00061892i,-0.00034824+0.00060819i,0.00037574+0.00027238i,0.00072297+2.9983e-06i,0.0010445+1.194e-05i,0.00078811-0.00047324i,0.00050706-0.0011373i,0.00056958-0.00079346i,0.00036076-0.00040409i,-0.00020069-0.00073261i,-0.00018005-0.00072436i,0.00062652+0.00036083i,-0.00018438+0.0011109i
-0.00040745-4.2287e-06i,-0.0004591-0.00018031i,-0.00032032+0.00031342i,-0.00094979-2.2159e-05i,-0.0012505-0.00066335i,-0.00089561-0.00071765i,-0.000779-0.00056021i,-0.0010509-0.00018905i,-0.00066308-0.00046812i,0.00013066-0.0010682i,5.5044e-05-0.0010166i,0.00010998-0.00046467i,0.00033019-4.1482e-05i,-0.00017348-0.00021162i,-0.0001978-0.000475i,0.00065942+0.00020671i,0.00078246+0.00044102i,8.8955e-06+5.7675e-05i,-0.00022855+0.00031328i,-0.00030708+0.00054983i,-0.00021796+0.00046208i,-5.517e-05+0.00046823i,-0.00020431+0.00040613i
0.00023976+0.0011898i,0.00033649+0.0013059i,0.0013205+0.0010351i,0.0010379+0.00060122i,0.00019416+0.00030901i,0.00057461+0.00047696i,0.0007668+0.00077077i,0.00045125+0.00071469i,0.00015664+0.00091519i,-0.00031645+0.00075375i,-0.00062829+0.00028308i,-0.00033416+0.00064737i,7.5696e-05+0.0002935i,0.0002628-0.0001195i,0.00038938-0.00068181i,0.00042035-0.0016423i,8.3518e-06-0.0013009i,-0.00031584+1.2602e-05i,-0.0001144+0.00066538i,0.00017641+0.00063445i,-0.00032579+0.00018458i,-0.0005441+8.6402e-05i,-0.00075559+0.00065285i
-0.00085743+1.6148e-05i,-0.0011646-0.001704i,-0.00064135-0.00064477i,-0.00056118-0.00016574i,0.0002798-0.00067971i,0.00074766-0.00030443i,0.0006255-0.00038546i,-0.00044842-0.0010674i,-0.00065096-0.0011308i,-6.3469e-05-0.00062129i,0.00048258-1.3384e-05i,0.0011945+0.00067291i,0.0011725+0.00048941i,0.00117+0.00035716i,0.0011404+0.0004074i,0.0010645-0.00024049i,0.00067384-0.0001726i,0.00020471+0.00023436i,-0.0006911-0.00022286i,-0.00086596-0.00030728i,-1.9026e-05-1.2641e-05i,0.00030107+0.00029647i,-0.00020142+0.00044053i
-0.0012783-0.0021657i,-0.0015781-0.0021703i,-0.0019788-0.0021831i,-0.0017637-0.0012523i,-0.00094758-0.00088683i,0.00059108-0.00064265i,0.0019008-3.3418e-06i,0.0015547-9.4062e-05i,0.00010794+2.6184e-05i,-0.00078983+0.00072576i,-0.00029472+0.0012943i,0.00031038+0.0014141i,0.00085232+0.0010892i,0.0018035+0.0012514i,0.001683+0.0014775i,0.00079158+0.0011413i,8.0721e-05-2.816e-05i,0.0003549+8.434e-05i,0.00067071+0.00015699i,0.00042647+0.00023164i,9.0526e-05+0.00055853i,0.00018545+0.00036701i,-8.0368e-05+0.00058289i
-2.617e-05+0.0010973i,-0.0008011+0.0022721i,-0.00042269+0.0028203i,-0.00053805+0.0015431i,-0.00036377+0.00064552i,0.00027337+0.00020818i,0.00065214-0.00061943i,0.0007646-0.00082888i,0.00061441-0.00016554i,0.00058033-0.00037862i,0.00051563-0.00081472i,0.00058999-0.00066952i,0.00053012-0.00039637i,-4.6578e-05-0.00022193i,-0.00034196+1.3122e-05i,2.6734e-06+0.00032028i,0.00071368+0.00051512i,0.0004098-0.00012347i,-0.00011192-0.00034807i,-8.0666e-05+0.00029623i,-0.00013096+0.00041786i,0.00014973+0.0002451i,-0.00014247+0.00014958i
-0.0024042+0.0017809i,-0.0027329+0.00064759i,-0.0018266+0.00037198i,-0.00049759-0.00029009i,0.00070846-0.0017491i,0.0012553-0.001991i,0.00095283-0.0015073i,0.00041349-0.00034847i,0.00039877+0.00029527i,0.00051442-0.00029137i,0.00059739-0.00045915i,0.00015049+1.541e-05i,-0.0001263+0.00035862i,0.0001344+5.8237e-05i,-0.00049716-0.0006125i,-0.00042207-0.00042473i,0.00031268+0.00022313i,0.00015854-2.3475e-05i,4.5504e-05-0.00031188i,0.00016015-0.00044581i,4.5741e-05-0.00068455i,-9.0994e-05-0.00066642i,9.6539e-05-0.0004797i
0.00031551-0.00042083i,0.001886-2.5486e-05i,0.0023058+0.00054843i,0.0018284+0.000317i,0.00088137-0.00014846i,-7.6678e-05-0.00021998i,-0.00060971-6.5117e-05i,-0.00070336+0.00018707i,-0.00034043+0.00040114i,0.00014636+9.6491e-05i,0.00019881-0.0001386i,-3.4164e-05-0.00026059i,-0.00070088-0.00095035i,-0.0014956-0.000984i,-0.00082865-0.0006376i,0.00053815-0.00050753i,0.00020622-0.00046007i,-0.00046923-0.00054754i,-0.00069155+3.3148e-05i,-0.00070038+0.00053349i,-0.00064134+0.00071739i,-0.0006052+0.00037257i,-0.00024443-0.00017045i
0.0010176+0.00079183i,-2.6361e-05-8.9257e-06i,-6.5703e-06-0.0006299i,0.00058946-0.0003749i,-0.00036424-0.00074376i,2.8261e-05-0.0011461i,0.00041318-0.0010165i,0.00019232-0.0012524i,0.00050347-0.00098096i,-4.6354e-06-0.00031951i,-0.00058283+0.00036383i,-0.00076645+0.00061757i,-0.00087721-0.00011728i,-0.00032047-0.00034772i,-0.00019722+0.00012302i,-0.00030866-2.5882e-05i,-8.692e-05+0.00031549i,0.00014371+0.0012061i,-0.00026865+0.00090087i,-0.00029949+0.00011074i,-0.00015243+0.00083327i,-0.00035974+0.00032589i,0.00020239-0.00079627i
-0.00131+0.0012322i,-0.00097865+0.00063649i,0.00013561-2.8686e-05i,0.0001808+0.00011359i,-0.00063348-0.00010003i,-0.0010523-0.00079812i,-0.00060744-0.00023725i,0.0003017+0.00018048i,0.00052614-0.00069321i,-0.0001339-0.0016232i,-0.00069941-0.0011794i,-0.0011513-8.5028e-05i,-0.001262+0.00016956i,-0.00092852-0.00038795i,-0.00071774-0.00010357i,-0.00053209+0.00027963i,-4.5577e-05-6.3883e-05i,-0.00052327+0.00066898i,-0.0010369+0.0016951i,-0.00036177+0.0015037i,0.00022984-2.2208e-05i,0.00065704-0.00023463i,0.00023406+5.4269e-05i
0.0036943-0.0014341i,0.0024135-0.0018359i,0.00086689-0.0024929i,3.2034e-05-0.0018207i,3.9253e-05-0.00058681i,-0.00015878-0.00076108i,4.2954e-05-0.00056136i,-0.0001865-0.00053999i,-0.00048887-0.0014125i,-0.0004943-0.0013852i,-0.00042896-0.00056411i,-0.00017198+0.0005727i,0.0001232+0.0012536i,-0.00018737+0.0013402i,-0.00034236+0.00090948i,-0.00051935+8.006e-05i,-0.00082603-0.00018129i,-0.00080224+0.00015774i,-0.00023922+0.00037933i,0.00031915+0.00038132i,-0.00016255+0.00045999i,-0.00061617+0.00035601i,-0.00029141+0.00063418i
-0.0012338+0.0046314i,-0.00057681+0.005291i,0.00010675+0.0043003i,-0.00027844+0.0018012i,-0.00016593-1.2531e-06i,0.00078378-0.0012711i,0.00058864-0.0012261i,-0.00050496-0.00051697i,-1.7235e-05-0.00087893i,0.00088355-0.0014598i,0.00061205-0.00043434i,0.00014724+0.00058226i,-0.0001505+0.0004492i,-0.00023603+0.00020807i,-0.00026827+0.00018953i,-0.00016981-0.00052787i,-0.00049796-0.00064299i,-1.4669e-05-0.00026862i,0.0004925-0.00080598i,0.00038195-0.00085938i,0.00064595-0.001094i,0.0010056-0.00096591i,0.00082776-0.00023212i
0.00024912-0.0024846i,-1.0983e-05-0.0020129i,0.00070481-0.0012003i,0.00096293-0.0012743i,0.00024387-0.0010622i,0.00027467-0.00035019i,0.00012096-2.7954e-05i,-0.00068141-0.00016444i,-0.00064722-0.00068897i,-0.00031455-0.0011984i,-7.2715e-05-0.0014599i,-0.00069029-0.00091945i,-0.0012387-0.00030163i,-0.0008652-2.2416e-05i,-0.00070342+0.00029486i,-0.00018674+0.00062394i,-6.3935e-05+0.00068934i,-0.00026687+0.00096235i,-0.00016079+0.0012008i,0.00013504+0.0007972i,0.00015958+0.00035622i,0.00040009-0.0002087i,0.00020072-0.00016539i
-0.0011189+0.0035663i,-0.0011498+0.0027574i,-0.0019955+0.0019376i,-0.0011272+0.0012632i,0.00062392+0.0002227i,0.00079584-0.00019857i,0.00070977-0.00024128i,0.0008742-0.0002489i,0.00028136+0.00035792i,-2.6257e-05+0.00034768i,3.9151e-05-7.1055e-05i,0.00085302-0.00046551i,0.001823-0.00086154i,0.0014759-0.00052747i,0.00055495-0.00042465i,0.00044883-0.0012468i,0.0003556-0.0009302i,0.0001873-0.00071853i,-0.00014528-0.00051533i,-0.00070765-2.2993e-05i,-0.00062227+0.00023916i,0.00036782+6.1309e-06i,0.00091933-0.0010689i
