-0.0013559-0.0013926i,0.00023614-0.00074728i,-0.0011063-0.001907i,-0.0033089-0.0015033i,-0.0036679+0.00080533i,-0.0026583+0.0027577i,-0.001987+0.0026312i,-0.00070315+0.0013065i,0.00051125+0.00062955i,0.00075775+0.00032309i,0.001213+0.00056974i,0.0011332+0.00048639i,0.00075834+0.00045481i,0.00046183+0.00032396i,-0.00039967+0.00026828i,-0.0010983+0.0010612i,-0.00071567+0.00087227i,-1.5133e-05+0.00020663i,-9.9611e-05+0.00035543i,6.0822e-05+0.00066859i,0.0003811+0.00066494i,7.4891e-05+0.00017345i,0.0004162+4.9307e-05i
-0.00080277-0.0017971i,0.00027399-0.00051772i,-0.0017938+0.0013981i,-0.0041517+0.0027027i,-0.0038974+0.0042238i,-0.0017241+0.0041592i,-0.00043847+0.002501i,-0.0013261+0.00067881i,-0.0017663+0.00014481i,-0.00010607+0.00072937i,0.00071166+0.00079451i,0.00036921-0.00036147i,0.00010463-0.00050032i,-0.00015338+0.00029174i,-0.00020022-4.1916e-05i,0.00042682-0.00070791i,0.00047317-0.00039023i,0.00036634+0.0001084i,0.00042767+0.00032479i,-0.00019376+0.00032302i,-0.001235+0.00018484i,-0.0010222+0.00036856i,0.0002719+0.0010522i
0.001666-0.0023069i,0.0034507-0.0016177i,0.0016475-0.0027076i,-0.0014621-0.002063i,-0.0026854+0.0011268i,-0.0013728+0.0030864i,-0.00090177+0.0021337i,-0.00061191+0.00068013i,-0.00028515-0.00017832i,-0.001402+0.00030757i,-0.0016982+0.0010155i,-0.00061944+0.0014887i,0.00018149+0.00098416i,0.00052045+0.00017104i,0.00029724+0.00014293i,-0.00049089+0.00035173i,-0.0010602-7.9666e-05i,-0.0004164-0.0003639i,0.00011152-3.8479e-05i,-0.00034253+0.0004566i,0.00011074+0.00010514i,0.00036507-0.00024633i,0.00050183-0.00033581i
-0.00028167+0.0012351i,0.00072695+0.0010383i,0.00027161+0.0012077i,-0.00073692+0.0014427i,-0.00063055+0.0015389i,0.00053947+0.0018559i,0.001161+0.0017718i,0.0012213+0.00077721i,0.0010044+0.0002753i,0.00051032+0.00062882i,-0.00011979+0.00059223i,-0.00028778+0.00051954i,-0.00042131+0.00022334i,-0.00019101-0.00020694i,0.00019445-0.00038922i,8.9054e-05-0.00066662i,0.00039331-0.00094616i,0.00094365-0.001067i,0.0004633-0.00089042i,-0.00013195-0.00069656i,0.00040659-0.00069495i,-4.4186e-05-0.00094698i,-0.00082206-0.00089267i
-0.0020857+0.00032808i,-0.0013353+0.00089468i,-0.0018121+0.00086442i,-0.0022505+0.0011655i,-0.002418+0.0025726i,-0.00139+0.0037316i,8.8905e-05+0.0025322i,0.00075958+0.0007982i,7.9132e-05+0.0005901i,-0.00023889+0.00094128i,0.0006663+0.0019305i,0.00087232+0.0017515i,0.00032344+0.00026018i,-0.00014605-0.00020858i,0.00024376-5.7757e-05i,0.00093316-0.00055755i,0.00072943-0.0008359i,-0.0004233-0.0003745i,-0.00012029+0.00034788i,0.00053775+0.0012768i,0.00024339+0.0011192i,0.00024512+8.6127e-05i,0.000387-0.00021578i
0.003721-0.00053474i,0.0059434-0.00074809i,0.0043387-0.0018072i,-0.0014564-0.0013234i,-0.0050586+0.00085735i,-0.0032729+0.0028708i,-0.00028968+0.0027616i,0.00026618+0.0016228i,-0.0003803+0.00033038i,-0.00076312-9.8565e-05i,-0.00067937+0.00052549i,-0.00011671+0.00013779i,0.0001658-0.00044233i,-7.4304e-05-0.00040541i,-0.00031505-0.00014912i,-0.00048129-0.00023368i,-0.00080916-0.00036498i,-0.00078009-0.00033159i,-0.00032107+0.00031887i,2.5442e-05+0.00068738i,0.00044187+4.2965e-06i,0.00060318-0.00070648i,0.00032653-0.00053793i
-0.00058458+0.00038943i,0.00020524+0.00056997i,0.00010421+0.0010086i,-0.00066176+0.001865i,-0.00061791+0.0033674i,-0.00028455+0.0039253i,-1.8614e-05+0.0035018i,0.00066796+0.0022885i,0.00038847+0.0010061i,-0.00024108-0.00026977i,0.00015747-0.00088915i,0.00041534+4.1971e-05i,-0.00058944+0.00014898i,-0.00082907-0.0006389i,2.8123e-05-0.00039225i,0.00048337+0.00015931i,-6.0777e-06-0.00027374i,-0.0001413-0.00056462i,0.00036677-3.7566e-05i,0.0011996+0.00022736i,0.00058156+0.00013027i,4.848e-05-0.00024648i,0.00058963+0.00032831i
0.0015473-0.002035i,0.0031067-0.0027802i,0.0019689-0.0041373i,-0.00062375-0.0025918i,-0.0013704+0.0010824i,0.00063622+0.003072i,0.0021297+0.0028777i,0.001236+0.0017658i,-0.00048887+0.00084981i,-0.0010598+0.00093146i,0.00020299+0.0011976i,0.0004263+0.00073978i,-0.00021784+0.00014382i,-0.00077263-0.00011731i,-0.0015317+7.0333e-05i,-0.0010098-0.00041858i,1.8688e-06-0.0010442i,0.0005993-0.00064802i,0.00075213-1.8778e-05i,0.00067735+0.00011658i,6.748e-05+0.00044841i,-0.00030977+0.00099452i,2.5479e-05+0.0010288i
0.0037338-0.0011302i,0.0037772-0.00016314i,0.00097764-0.00094804i,-0.0026801+0.00025027i,-0.0043089+0.0036243i,-0.0037554+0.0052055i,-0.00094974+0.0028555i,0.00087618+0.00019077i,0.00064699-0.00041271i,-0.0011472-0.00051484i,-0.0019219-0.00015949i,-0.001041+0.00033573i,-0.00080849+0.00021317i,-0.00079423-0.00021913i,-0.00085005-0.00011177i,-0.00057441-0.00019404i,5.2219e-05-0.00082451i,0.0003193-0.00031446i,0.00028665-0.00016065i,0.00010778-0.00052971i,-0.00029951-0.0002154i,-0.00060069+8.06e-05i,-0.00046528+0.00052564i
-0.00049112-0.00056322i,0.00063573+0.0002033i,-0.00076327-0.00077926i,-0.002676-0.00086881i,-0.0028996+0.0013173i,-0.0012626+0.0027311i,-2.6826e-05+0.001303i,0.00091403-0.00041885i,0.00095861-0.00016444i,5.3794e-05+0.00067678i,-0.00049734+0.0011266i,-0.00028974+0.0010969i,0.00062216+0.00076107i,0.00061567+0.00034621i,-0.00028127+0.00024057i,-0.0003645+0.00034211i,0.00013972-0.00016601i,-0.00046474-9.3836e-05i,-0.00074643-0.00014098i,-0.00034344-0.00051537i,-0.00037739-0.00022191i,0.00017235+0.00063234i,-6.5249e-05+0.00046634i
0.0029099-0.00093061i,0.0035329+4.9347e-05i,0.00087212-0.0017183i,-0.0033849-0.0023594i,-0.0067815-0.00091366i,-0.0053719+0.0018027i,-0.0018467+0.002041i,-0.00050471+0.00060255i,-0.00016244-0.00018531i,-5.5934e-05-0.00048999i,0.00027101-9.0521e-05i,0.00088298+6.9808e-05i,0.0009011+0.0001191i,0.00063316+6.69e-05i,0.0002368+0.00026966i,-0.00049495+0.0005589i,-0.00046182+0.00010905i,0.00032597-0.00053835i,0.00027788-0.00019243i,-0.00040371+0.00079366i,-0.00033987+0.00086166i,0.00055447+0.00085612i,0.00082668+0.00094711i
0.0046217-0.0084929i,0.0043917-0.0060717i,-0.0029631-0.0063034i,-0.0087556-0.0014902i,-0.0097578+0.0057155i,-0.0047761+0.0092609i,0.00042715+0.0059764i,0.00085143+0.0014173i,-0.0012911-0.001251i,-0.0043757-0.00057488i,-0.0042284+0.0019434i,-0.0013141+0.0037421i,0.00071286+0.0036953i,0.00050858+0.0024754i,-0.0014766+0.0019983i,-0.0017549+0.0010102i,-0.00017276+0.00013194i,0.00027194-0.00014011i,0.00027193-0.00049634i,0.00038248-0.0007322i,-0.00052379-2.3003e-06i,-0.00050441+0.00060112i,0.00027049+0.00044599i
-0.0010384+0.0096434i,-0.00039166+0.0084986i,0.0035999+0.006843i,0.0061909+0.0024515i,0.0061133-0.0010097i,0.0019946-0.002132i,-0.0013377-0.00016719i,-0.00052857+0.001115i,0.0015071+0.0010182i,0.0030287+0.00021665i,0.0032353-0.0017311i,0.0018643-0.002457i,0.00043882-0.0021756i,0.00050774-0.0025648i,0.0011769-0.002687i,0.00088267-0.0020317i,0.000561-0.0011183i,-0.00014582-0.00094376i,-0.0004332-0.0014402i,0.00040084-0.00085604i,0.00042498-0.0006264i,4.3746e-05-0.0012218i,0.00018683-0.000636i
-0.0006351+0.0039732i,-0.00018747+0.0021957i,0.0013+0.0015259i,0.002552-0.00059962i,0.00086559-0.002093i,-0.00094668-0.00123i,-0.00054807+0.00037858i,0.00081111+0.00089793i,0.0011986+0.00144i,0.0012288+0.00098484i,0.0014239-0.00097981i,0.00056812-0.0019448i,-0.00067604-0.0011082i,-0.00042887-0.0010113i,0.00076817-0.001536i,0.00033494-0.00067093i,-6.3938e-05+8.8799e-05i,-0.00011521-0.00043771i,-0.00038022-0.0005821i,4.6732e-05+0.00020014i,0.00045464+0.00076631i,0.00075044+0.00059854i,0.00068253+3.8148e-05i
0.0012301+0.0036573i,0.003085+0.0046726i,0.0059815+0.0049536i,0.0040304+0.0018617i,-0.00066576+0.00045498i,-0.0030441+0.0015632i,-0.002274+0.0016738i,-0.0006007+0.0014808i,-2.1775e-05+0.00054051i,0.00033666-0.00037029i,0.0006168-0.00059838i,0.00020081-0.00065512i,-0.0010027-0.00017486i,-0.00063637+0.00014672i,0.0010916-0.00021624i,0.0011621-0.00045731i,-0.00016287-0.0010009i,-0.00067167-0.0010466i,-0.00014992-0.00039854i,8.4785e-05+0.00013607i,4.2078e-05+4.4201e-05i,8.7006e-05-0.00026156i,0.00023754+0.0001939i
0.0024384+0.0020444i,0.0029028+0.00050055i,0.0022389-0.0010775i,-7.1816e-05-0.0015485i,-0.0017463-0.00066637i,-0.0016642-0.00027161i,-0.00064858+0.0011362i,0.00032747+0.001332i,7.4136e-05+0.00014995i,-4.778e-05-0.00030265i,0.00070952+0.0002875i,0.00033993+0.0004438i,-0.00040021+0.00058585i,0.00029959+0.00042065i,0.00071651-5.7531e-06i,-4.1466e-06+0.00031936i,-4.509e-05+0.0002539i,0.00012607-4.6279e-05i,4.0609e-05+0.00061613i,-0.0008547+0.0010281i,-0.0011212+0.00058409i,-0.0002218+8.7239e-05i,-0.00016402-0.00028266i
0.00052616+0.001577i,0.0010295+0.00091356i,0.0011849+0.00042926i,0.00090688-0.00015458i,0.00078751+0.0012905i,0.00044031+0.0024587i,0.00036888+0.0026605i,0.00045016+0.0015617i,-0.00014523+0.00072518i,-6.9357e-05+0.0011519i,0.00056059+0.0010309i,0.00053395+0.00089982i,0.0002361+0.0003349i,0.00024975+0.00018645i,0.0012172+0.00081699i,0.00073652+0.00068814i,-0.00027638-0.00033564i,4.7898e-05-0.00030355i,7.6907e-05+0.00073215i,-0.0003273+0.0011265i,-0.0002981+0.00051445i,-8.1858e-05-0.00039773i,0.00058527-0.00030356i
-0.0017773+0.0031588i,0.00041698+0.0029334i,0.0025487+0.0033608i,0.0024628+0.0028601i,0.00052163+0.0019307i,-0.00031509+0.0017117i,-0.00023887+0.001637i,-0.00057373+0.001273i,-0.00056938+0.0011258i,0.00028067+0.0011304i,0.0013478+0.00093442i,0.0010541+0.00023791i,8.8355e-05-0.0007137i,-2.7715e-05-0.00050241i,3.402e-05-3.6778e-05i,-0.00043632-0.00037625i,-0.00033321-0.00015388i,0.00084619-0.00039413i,0.0007289-0.0007351i,-0.00043126-0.00038183i,-0.00013926+0.00037042i,0.00057491+0.0011939i,0.00040781+0.00083507i
0.0021479+0.0018966i,0.0033042+0.00098644i,0.0024771-0.00020045i,-0.0003521-0.00042638i,-0.0013563+0.00020107i,-0.001037+0.00062537i,-0.0002235+0.00051492i,0.00090028-0.0001259i,0.0013302-0.00028504i,0.0011634+0.00037714i,0.00066106+8.9591e-05i,-3.9251e-05-0.0010746i,-0.00027916-0.0014226i,-0.00036631-0.0012193i,-0.00039705-0.0013049i,0.00045339-0.00072154i,0.00037386-0.00034085i,-8.0851e-05-0.00083279i,-5.9276e-06-0.00040858i,0.00033679+0.00026388i,0.00099449+0.00026094i,0.00092639+0.00022867i,0.00037873+0.00019404i
0.0025647+0.0012886i,0.0032541+0.0012726i,0.003144-0.0010311i,0.00076442-0.0021026i,-0.0014192-0.0004445i,-0.0019089+0.0011141i,-0.0012552+0.0019401i,-0.00017351+0.0014728i,0.00019895+0.0008097i,0.00016642+0.00031906i,0.00014402+2.3182e-05i,-0.00043011-0.00029029i,-0.00042337-0.00022137i,-0.00018284-2.6554e-06i,-0.00025937-6.298e-05i,-0.00074819-0.00017033i,-0.00090387-5.39e-05i,-0.00046972+0.00010822i,3.4619e-05+3.0734e-06i,0.00018177+0.00024892i,4.9873e-05+6.6438e-05i,-8.5507e-05-0.00029219i,0.00017258+0.00016974i
0.00094485+0.0011235i,0.0019646+0.0016598i,0.0021778+0.00081919i,0.00061754-0.00068326i,-0.00063387+0.0003568i,-0.0013551+0.0028448i,-0.00077777+0.0030572i,1.1788e-05+0.0015569i,7.9469e-05+6.6996e-05i,0.00040247-0.00046774i,-9.1988e-05-0.00038578i,-0.00058709-0.00034928i,3.4784e-05-0.00041548i,-0.00018411+0.00066571i,-0.00052034+0.0014601i,-0.00012203+0.00091652i,-0.00019005+0.00043877i,-0.00019783+0.00014684i,-0.00016383+0.0002153i,-0.00029978-0.00035807i,-0.0002906-0.00017656i,-0.0003984+0.00011861i,-0.00034815+7.3815e-05i
0.0030031+0.0012163i,0.0040085+0.00243i,0.0025319+0.0026539i,-0.0013045+0.0023307i,-0.0033223+0.0022957i,-0.0025397+0.0027569i,-0.0016319+0.0032242i,-0.00053897+0.0022197i,0.00072434+0.00059616i,0.0012448-0.00010048i,0.0011166+7.2421e-05i,0.0004356+0.00077709i,0.0001805+0.00076808i,0.00068721+0.00070028i,0.00034145+0.00038784i,-0.00044286-0.00038348i,-0.00065326-0.00045679i,-0.00068324+0.00027522i,-0.0011906+0.00071794i,-0.00071131-0.00017774i,-0.00026781-0.00046431i,-4.6902e-05-6.7132e-05i,-9.5325e-05+0.00019701i
0.00023099-0.0001362i,0.0015072-0.0015425i,0.0018875-0.001647i,-0.00020967-0.00018949i,-0.0015653+0.00224i,-0.00047714+0.003339i,0.00042372+0.0024955i,0.00085716+0.00034888i,0.00085569-0.0010854i,-0.00010869-0.00047921i,-0.00087009-0.00030184i,-0.00021691-0.00046158i,-0.00042998+1.7693e-05i,-0.00069684+0.00056046i,9.7453e-05+0.00012176i,0.00038794-0.00061879i,-4.0646e-05-0.00026416i,-0.000473-0.00023182i,-0.00018158-0.00039081i,0.00028556+0.00022008i,0.00015046+0.00051547i,0.00052235+2.6972e-05i,0.0007264-0.00078222i
0.0017893+0.0016686i,0.0017946+0.00063956i,0.0015345-0.0001284i,8.3658e-05+0.00027385i,-0.0014158+0.0017735i,-0.00068906+0.0030541i,0.00039806+0.0025861i,0.00063108+0.0015518i,0.00030997+0.0011634i,0.00015481+0.00044319i,0.00035788-0.0006174i,-4.8227e-05-0.0013341i,-0.00039816-0.0009889i,-0.0007177-0.00045806i,-0.00012257-0.0008405i,0.00012402-0.00086236i,-0.00063656-0.00076793i,-0.00080172-0.00068009i,-0.00077553+0.00023135i,-0.00068022+0.00050781i,-0.00072223-8.5913e-06i,-0.00078315-0.00018285i,-0.00012385-0.00042888i
0.0024218+0.002525i,0.0037478+0.0030462i,0.004582+0.0023652i,0.0027596-0.00011951i,-0.00064911-0.0011155i,-0.0022414+0.0002851i,-0.0010547+0.0012808i,-0.00017929+0.00094129i,-0.00020167+0.00044826i,-0.00012371-0.00014142i,-0.00011051-0.00055121i,0.00019205-0.0008787i,0.00053431-0.00065191i,0.00059663-0.00040251i,0.00056238-0.00079348i,0.00048515-0.00038588i,0.00030074+0.00052393i,-3.3504e-05+0.00095691i,-0.00062397+7.2482e-05i,-0.00030851-0.00023089i,4.9584e-05+7.7536e-05i,0.00014864-0.00031443i,0.00013494-0.00024358i
0.0027059+0.00056767i,0.0024942-0.00075097i,0.00098037-0.0021791i,-0.0012281-0.00096373i,-0.0019403+0.000956i,-0.0016191+0.0013605i,-0.0015305+0.00063795i,-0.0010204+0.0002967i,-0.00077112+6.657e-05i,-0.00062243+5.7359e-05i,-0.00027841+0.00057382i,-0.00051832+0.00075587i,-0.00075935+0.00018044i,-9.3451e-05-0.00015102i,2.1441e-05-0.00026327i,-0.00044917-0.00032182i,-0.0010748-0.00058232i,-0.00080684-0.0011842i,-0.00034719-0.00075202i,3.8965e-05+9.3066e-05i,0.00079683+0.00034679i,0.00081344-7.5974e-05i,0.00066468-0.0006417i
0.0025966+0.00024092i,0.0034151+0.00046361i,0.0026161+0.00045523i,0.00049995+0.0010308i,-0.0017037+0.003188i,-0.0020489+0.004051i,-0.00048095+0.0024559i,0.00014997+0.0015522i,-0.0009916+0.0017347i,-0.00080335+0.0010197i,-0.00033238-0.00049128i,-0.00087513-0.00027376i,-0.00083087+0.00075334i,-0.00056679+0.00073481i,-0.00086226+0.00020452i,-0.00069416-4.227e-05i,9.9825e-06-0.00060281i,0.00043578-0.00057569i,0.00036486+0.00022244i,-0.0001614+0.00014136i,-0.00099992+0.00054966i,-0.00106+0.00076514i,-0.00057813+0.0002931i
0.0017329+0.00069886i,0.0019848+0.0017i,0.0014255+0.00017819i,-0.00026356-0.0008583i,-0.0023756+0.00011733i,-0.0022216+0.0021263i,-0.0010232+0.0026862i,0.00024405+0.0017956i,0.00039626+0.0011829i,0.00012955+0.00029897i,0.00046368-0.00016187i,0.00058016-0.00029092i,0.00013897-0.00021548i,-4.1195e-05-0.00014749i,-0.00041525-0.00049699i,-0.00070055-0.0011458i,-0.00048506-0.0011126i,-0.00010193-0.00089621i,0.00045279-0.0005862i,0.0004972-0.00019222i,2.4569e-05-8.6196e-05i,-0.00022903+0.00019579i,-0.0006813+0.00026899i
0.0015496+0.0024515i,0.0036381+0.0022137i,0.0037237+0.0021046i,0.0015093+0.0018324i,-0.0001064+0.0019423i,-0.00024185+0.0017108i,0.00044631+0.0010061i,0.00086771+0.00040718i,0.00079395+0.0002146i,0.00041246+0.00015874i,-0.0001766-0.00015632i,-0.0003423+0.00019995i,0.00015169+0.00031378i,0.00011847+1.2794e-05i,-0.00043071-0.00035749i,8.1603e-05-0.0006553i,0.00044723-0.00024711i,0.00027959+0.00013869i,0.00034592+0.0003362i,2.9593e-06+0.00073926i,-0.00048662+0.00069681i,-0.0003564-0.00012211i,-0.00093038-0.00069875i
-0.0002723+0.00086013i,-0.0011299+0.00026842i,-0.00040892+8.7202e-05i,-0.00064824+0.00013715i,-0.0013563+0.0010675i,-0.00083768+0.0028111i,0.00033489+0.0027418i,0.00025487+0.00071161i,-2.3765e-06-0.00031597i,0.00051927-0.00053018i,0.00021874-0.00078265i,-5.1403e-05-0.00047494i,0.00022484+8.1557e-05i,0.00032264+1.0337e-05i,0.00011271-0.00027228i,0.00018488-4.8877e-05i,0.00039183-0.00025795i,6.7689e-05-9.7159e-06i,8.2999e-05+0.00065623i,3.4734e-05+6.273e-05i,-5.7178e-06-0.0010643i,-9.1073e-05-0.0010203i,-0.00011604-0.00038397i
0.004488+0.0027268i,0.0065449+0.0032028i,0.0055547-9.2519e-06i,0.0016762-0.0017146i,-0.0013742-0.00014665i,-0.0015854+0.0018822i,-0.00088242+0.002458i,-0.0001483+0.000862i,0.00059987-0.00058487i,0.00044639-0.0003396i,0.00038416-0.00013896i,0.00021417-0.00010692i,-4.1998e-05-0.00033395i,0.00037702-0.00049362i,0.00037624-0.00023161i,-0.00060554+8.058e-05i,-0.0005967+0.00028731i,0.00060607+0.00060023i,0.0008059+0.00044013i,-4.889e-05+0.00012331i,-0.00011076+7.5814e-05i,0.0001263+0.00068817i,-0.00033754+0.0010979i
0.0040112+0.00092959i,0.0042503-0.00071515i,0.0026513-0.0013027i,-0.00057389-0.0013041i,-0.0030678-0.00055156i,-0.0035696+0.00084899i,-0.0021004+0.0022779i,-0.00051561+0.0019585i,-0.00018049+0.00084324i,-0.00012019+4.0083e-05i,-0.00042951-0.00086431i,-0.00070604-0.0010472i,-0.00031775-0.00028074i,-0.00042148+2.4297e-06i,-0.00025195-0.00090272i,4.8303e-05-0.00099175i,0.00044719+3.1428e-05i,0.00048234+0.00029361i,-0.00011478-0.00026143i,-8.6667e-05+0.00044806i,0.00046086+0.00078783i,0.00031943+6.6398e-05i,-7.6363e-05-7.7412e-05i
-0.00023445+0.0024833i,0.00026946+0.0029835i,0.0012272+0.0025265i,-0.00015898+0.0015611i,-0.0012142+0.0017646i,-0.00079951+0.0025452i,0.00010857+0.0019847i,0.00071018+0.0007253i,0.00055919+0.00022899i,0.00082592-4.7408e-05i,0.00048979-0.00016793i,-0.00020925-8.6821e-05i,-0.00069-0.0012362i,-0.0002314-0.0013432i,0.0008457+0.00028718i,0.00069015+0.00031181i,-0.00023163-0.00073649i,-0.00035452-0.00075587i,0.00027982+0.00039737i,0.00026624+0.00054688i,-3.0048e-05-0.00030717i,-0.00032939-6.6573e-05i,-0.00021701+0.00045497i
0.0018518+0.00096169i,0.0046883+0.00052247i,0.0043697+0.0014571i,0.0016949+0.0022753i,3.2306e-05+0.0033391i,2.0933e-05+0.0028626i,0.00014386+0.0018147i,-0.00035681+0.0011883i,-0.00057598+0.00066119i,0.00020384+0.00054892i,0.00069665+0.00052192i,0.0011978-6.9085e-05i,0.00095915-0.00050878i,8.3941e-06-0.00039421i,-0.00064292+1.0612e-07i,-0.0010153-0.00011777i,-0.0010128-0.00048944i,-0.00078856+4.1281e-05i,-0.00051219-0.00018408i,-0.00044991-0.00052605i,-0.00030784-0.00031888i,0.00032362-0.00060524i,0.00073771-3.776e-05i
0.0020327+0.0017923i,0.0012475+0.0018132i,0.00099219-5.9773e-06i,-0.00046294-0.0011386i,-0.0025133-0.0010802i,-0.0023841+6.9181e-05i,-0.00018149+0.0010726i,0.0010925+0.00076132i,0.0011784+0.00011675i,0.0008952-0.00049537i,0.0002111-0.0004553i,-0.00031356-8.9405e-05i,-0.0005046-0.00035982i,-0.00046706-0.00055069i,-0.00034542-0.00054826i,-0.00034077+6.1717e-05i,0.00034567+0.00017573i,0.00056383-0.0004771i,-0.00049095-0.00016094i,-0.00042472+0.00012603i,-2.8028e-06+8.7913e-05i,-0.00029551-3.8259e-05i,-9.9424e-05+9.2336e-06i
0.0043561+0.0037621i,0.005015+0.003672i,0.0048689+0.0017157i,0.0013274-0.00033572i,-0.0020884-0.0002682i,-0.0020929+0.00034368i,-0.00064709+0.0006665i,0.00036283+0.0010985i,0.00064467+0.00044061i,0.000268-0.00058059i,-0.00029853-0.00097941i,-0.00059235-0.00072963i,0.0001612+0.00018623i,-0.00017879+0.00092808i,-0.0011071+0.00065395i,-0.00072825-4.9665e-06i,9.9171e-05+0.00036999i,0.00073528+0.00011341i,0.00047635-5.6475e-05i,-0.00020233+0.00057632i,-0.00062806+0.001297i,-0.00071416+0.00086456i,-0.00053263-0.00036155i
0.0035338-0.00079311i,0.0036486-0.0031626i,0.00289-0.0033974i,0.0007242-0.0010021i,-0.000569+0.0019859i,-0.00087351+0.0031674i,-0.00055315+0.0021727i,-0.0003762+0.0015496i,-0.00041508+0.0010219i,8.0544e-05+0.00045058i,-0.00035734+0.0002528i,-0.0014827+0.00010188i,-0.001456-3.9292e-05i,-0.0012569-0.00047946i,-0.0010308-0.00029485i,-0.00041138-0.00017713i,-1.0056e-05-0.00029726i,0.00019808-0.00045997i,-0.00032695-0.00022428i,-0.00050728-0.0002466i,-4.95e-05-0.00050373i,1.5511e-05-0.00062018i,0.000233-0.00026766i
0.00078589+0.0024228i,0.0016043+0.0024088i,0.00023405+0.0014984i,-0.0015775+0.00085413i,-0.0026054+0.00153i,-0.0020705+0.0020193i,-0.00035684+0.0016179i,0.00033031+0.0016515i,4.4022e-05+0.0015855i,0.00034017+0.00073803i,0.00068525-1.0211e-05i,0.00032925-0.00071519i,-0.0003472-0.0011304i,-0.00091438-0.0012931i,-0.00018923-0.00067212i,0.00064731-0.00029846i,0.0003834-6.0019e-05i,0.00010793+0.00082178i,0.00031429+0.00029864i,2.1921e-05+0.00010624i,-0.00087832+0.00040651i,-0.00037385-0.00033679i,0.00094255-0.00089865i
0.00013153-0.001207i,0.0018664-0.0011742i,0.00056648-0.00073703i,-0.0023299+0.0012563i,-0.0030557+0.0033874i,-0.0015179+0.0038683i,-0.00049707+0.0028535i,-0.00021209+0.0012053i,-0.00023112-4.0918e-05i,0.0001447+0.00043537i,0.00040394+0.0011156i,0.00064771+0.000287i,0.00077124+0.00016337i,0.00074669+0.0006993i,0.001275+0.00073108i,0.00091351+0.00021195i,0.00051996-0.00040488i,0.00010296-0.00047261i,0.0002453+8.8321e-05i,0.00070394+0.0004984i,0.00076319+0.00038796i,0.00035374+0.00014459i,3.5787e-05+0.00025412i
0.0014764+0.00071509i,0.002775+0.00015376i,0.0018832-0.00080816i,-0.00053496-0.00050745i,-0.0014692+0.00094075i,-0.00083623+0.0021484i,0.00011332+0.0023107i,-0.00011489+0.0016605i,-0.00053118+0.00043789i,-0.00019953-0.00097368i,0.00033254-0.00092966i,0.0005452+0.00063349i,0.00011077+0.0011407i,-0.00022141+0.00019078i,-0.00016713+0.00012359i,-5.1069e-05+0.00060247i,-0.00018933+0.00054477i,0.00013094+0.00069926i,-0.00018843+0.00073712i,-0.00019833+0.0003572i,-2.6418e-05+0.00045773i,-0.00047523-7.6521e-05i,-0.00020498-0.00061667i
0.0013694+0.0018667i,0.0017447+0.0024692i,0.0022655+0.00086951i,-3.603e-05-0.00020423i,-0.0024406+0.00072167i,-0.0014685+0.0020686i,3.5834e-05+0.0019609i,0.00013587+0.00081927i,0.00012121-0.00043214i,-0.00028381-0.00097273i,-0.00093958-0.00021256i,-0.0011607+9.5515e-05i,-0.00075711+0.00037825i,-0.00044215+0.0010117i,7.2814e-05+0.0010065i,-8.2702e-05+0.00094945i,-0.00047358+0.00060828i,-0.00032942+0.00019151i,4.4013e-05-0.00043247i,0.00093754-0.00058937i,0.00074368-6.9426e-05i,0.00012966-9.7134e-05i,6.3394e-05+0.00039415i
0.00078919-0.001025i,0.0018053+4.1454e-05i,0.00090019+0.0013492i,-0.00096653+0.0025148i,-0.0017452+0.0038482i,-0.00077341+0.0046786i,-7.2106e-05+0.0033937i,0.00041346+0.0013255i,0.00076435+0.00071922i,0.00015581+0.00094532i,-0.00059529+0.00089221i,3.1873e-05+0.00079955i,0.00091565+0.00093623i,0.00052609+0.00064136i,0.00023724+0.00036596i,0.00044159+0.00016647i,0.00041155-0.00082316i,0.00027892-0.0006159i,0.00059487+0.00039984i,0.00063652+0.00025234i,0.00045685-0.00043313i,0.00063039-0.00070972i,0.00062302-0.00057463i
0.0012732+5.1637e-05i,0.0013295+0.00034125i,0.00086448-0.0010445i,-0.0010738-0.00055424i,-0.002592+0.0018615i,-0.0019252+0.0025754i,-0.00036048+0.0013308i,-0.00031455+0.00035447i,-0.00079723-3.8145e-05i,-0.0011766-0.00046798i,-0.0011489-0.00028809i,-0.00045246-0.00041296i,-0.00060289-0.0017054i,-0.00035721-0.0020248i,0.00030084-0.0010702i,0.00021771-0.00036579i,-3.6165e-05+0.00035136i,2.3068e-05+0.00070832i,0.00061386+0.00025451i,0.00077459+0.00025185i,0.00021897+0.001007i,-6.1687e-05+0.0013925i,-0.00055469+0.00084809i
0.0010728+0.00052766i,0.0020032+0.0011416i,0.0010947-0.00023009i,-0.00098747-0.00022578i,-0.0018862+0.0014247i,-0.0013089+0.0021203i,-0.00017345+0.0017965i,0.00051343+0.00069657i,0.00081819-0.00026933i,0.00047167-0.00047789i,0.00014828+0.0005003i,3.6705e-06+0.001019i,0.00021652+0.00063079i,0.00027029+0.00076501i,-0.00011604+0.00059094i,0.00032417+0.00022575i,-0.00025057-6.2775e-05i,-0.00072391-0.00034358i,-0.00045853-0.00071566i,-0.00029393-0.00038407i,-0.00012926+0.00030233i,0.0006571+0.00025221i,0.00050052-2.503e-05i
