-0.00087133-0.0002102i,0.0011691-0.0019664i,-0.00060471-0.0035207i,-0.0015677-0.003082i,-0.0011467-0.0020865i,-0.0012834-0.0014421i,-0.00049774-0.0001831i,0.00073416+0.00026092i,0.0012445-0.00050288i,0.0010711-0.0014253i,0.00091255-0.001121i,-0.00011291-0.00032564i,-0.00094367+2.3128e-06i,-0.00067588+0.0007104i,-0.00012417+0.00095477i,0.0011741+0.00045202i,0.0013697+0.00022861i,0.00024503+3.3656e-05i,-0.00057584-4.2086e-05i,-0.0003789-0.00060252i,0.00065058-0.0013844i,0.00039782-0.0009059i,-7.1913e-05-5.9107e-05i
0.00017037-0.0016212i,-0.00021287-0.0011637i,-0.00036576-0.00029289i,0.0003219-0.0012377i,0.0011412-0.0032434i,0.00099657-0.0029295i,0.00026019-0.0013734i,0.00049287-0.00071791i,2.7854e-05-0.0014073i,-0.00040456-0.0018218i,0.00036171-0.00087117i,0.00021501-0.00023906i,-0.00017181+0.00014286i,0.00050746+0.00010326i,0.0013104-0.00044101i,0.00092054-0.00083883i,7.2662e-05-0.00037372i,-9.996e-05+0.00055313i,8.0381e-05+0.0005311i,-0.00028465+2.3494e-05i,-0.00063315-0.0003426i,-0.00089816+0.00010924i,-0.00095918+0.00048406i
-0.0016934+0.0015457i,-0.0015529+0.0016015i,-0.0008221+0.0011798i,-0.00027512-0.00035294i,-0.00054603-0.0020451i,-0.001238-0.003745i,-0.00089793-0.0034887i,-0.0003384-0.0022298i,0.00013833-0.0012768i,0.00033433-0.00098008i,0.00045192-0.0010339i,0.00049804-0.00056139i,-0.0005077-0.00025745i,-0.00097277-0.00014662i,-0.00036199-9.5442e-06i,0.00037082-0.00035767i,0.00092159-0.00093094i,0.00045375+5.0237e-06i,-7.196e-05+0.00099445i,-0.00062457+0.00074468i,-0.00096437-0.00023613i,-0.00018845-0.00072026i,0.0010165-0.00046039i
0.000315-2.7962e-05i,5.7252e-05+0.00015501i,-0.00072485-0.00070514i,-0.0008287-0.0018366i,-0.0015192-0.0031711i,-0.00138-0.0030688i,-0.00023485-0.0017572i,0.0003157-0.0011608i,0.00030737-0.0014452i,-8.4301e-05-0.0013777i,-0.00031632-0.00098957i,0.00032897-0.00045153i,0.00085558+0.000236i,0.0010873+0.00013281i,0.0014654-0.00030782i,0.0012339+0.00032629i,0.00056295-4.9252e-05i,0.00042728-0.00081775i,-0.00027747-0.00023802i,-0.00068641+0.00032603i,-0.00082507+0.00017014i,-0.0010246+0.00050649i,-0.00035737+0.00051714i
-0.0026019-0.0010774i,-0.002738-0.000328i,-0.0014891+0.000262i,-0.0001182-0.00087918i,0.00080104-0.0025072i,0.00069009-0.0030589i,0.00017536-0.0025691i,-0.00027438-0.0018031i,-0.000617-0.0015464i,-0.00058274-0.0011044i,0.00024664-0.0011524i,0.001067-0.0010348i,0.0010396-0.00039053i,0.00062902+0.00033373i,0.00046999+0.0011518i,0.00059557+0.0011959i,0.00055175+0.0011998i,0.00041961+0.00055378i,0.00047295-0.00026574i,-0.00036786-0.00023119i,-0.0007878+0.0001298i,-0.00026197+0.00070448i,-0.00045267+0.00058856i
-0.00070539-0.00057384i,-0.0017579-0.0007062i,-0.0031895-0.00043502i,-0.002633-0.0016131i,-0.00279-0.0025139i,-0.0024574-0.0024142i,-0.00036079-0.0016167i,0.0011816-0.001542i,0.0018863-0.0012496i,0.0015116-0.00045664i,0.00058363+0.00010778i,0.00040442-0.00035447i,0.00098886-0.0009288i,0.00125-0.00035958i,0.00074772+0.00013109i,6.6515e-06+4.016e-05i,0.00045276-0.0013213i,0.00077645-0.0016512i,-0.00012417-0.00066011i,-0.00039456-0.00068928i,3.9468e-05-0.00043979i,0.0011356+0.00040797i,0.0012584+0.00038688i
0.0021311+0.0020151i,0.0023527+0.0020704i,0.0027129+0.00074076i,0.0027785-0.0029121i,0.0025037-0.0057801i,0.0019904-0.0052189i,0.0021455-0.0025987i,0.0022635-0.00086419i,0.0024992-0.00079775i,0.0012207-0.00075803i,-0.00013584-0.0002255i,0.00038142+0.00014731i,0.00058726+0.00061655i,-0.00043728+0.00078231i,-0.0010547-8.0514e-05i,-0.00073201-0.00010734i,-8.4028e-05+0.00066568i,0.00044097+0.00029706i,-9.3367e-05-0.00079747i,-2.271e-05-0.0010928i,0.00029446-0.00067337i,0.00031271-0.00041303i,0.00064225-0.00029214i
3.6885e-05-0.00091546i,0.00013486-0.00035843i,0.00017833-0.00082167i,-0.0002028-0.0022779i,-0.00070599-0.0039579i,-0.00078274-0.0048251i,-0.00041173-0.004003i,-9.9473e-05-0.0021179i,8.7215e-05-0.0010634i,0.00018702-0.00085282i,-4.5646e-05-0.00040933i,-0.00040076+0.00053737i,-0.0002453+0.00071953i,3.8702e-06-0.00026072i,0.00023747-0.00066611i,0.00027989-0.00021582i,9.0563e-05+4.9943e-05i,-4.1847e-05-0.00049i,-4.8815e-06-0.00016274i,-0.00018552+0.00039647i,0.0002258+0.00055438i,-0.00017072+0.0011779i,-0.0010969+0.00072847i
0.00099158-0.00088934i,1.4915e-05-0.0013001i,-0.0001636-0.00212i,-0.00082368-0.0036279i,-0.0018881-0.0042575i,-0.0023039-0.0039228i,-0.00084603-0.0025496i,0.00065579-0.0019289i,0.000714-0.0019686i,0.0010659-0.0011831i,0.00094863-7.4498e-05i,0.00076446-0.00011572i,0.00079802-0.00052464i,0.0006968+3.3783e-05i,0.00075396-0.00040569i,0.0005244-0.00068865i,0.00022496-0.00062201i,-8.1408e-06-0.0006416i,9.2845e-05-0.00030215i,-0.00049199-0.00011021i,-0.00090426+4.9659e-05i,-0.00026503+1.8335e-05i,-0.00054437+0.00036354i
0.00014908+0.00014935i,0.00018253+6.0351e-05i,-0.00057551-0.00037961i,0.00024546-0.0022956i,0.00012355-0.0041713i,0.00014718-0.0046621i,0.001493-0.0034512i,0.00090729-0.0024467i,0.00046765-0.0025575i,0.0013359-0.0022697i,0.0016869-0.00076353i,0.0014312+0.00088195i,0.00059014+0.00098669i,0.00028918+0.00038011i,0.00099224-0.00042338i,0.00077819-0.0005201i,0.00017863-0.00039748i,-2.9944e-05-0.00086795i,-0.00018979-0.00085179i,-0.00086546-0.00056881i,-0.0010781-0.00056559i,-0.00058999-0.00027174i,-0.00032678+0.00015433i
-0.0010732-0.0024998i,-0.0015898-0.0014271i,-0.00084571-0.0021223i,2.0942e-05-0.002861i,-0.00012037-0.0035285i,-0.00011681-0.0034026i,0.00060898-0.0022784i,0.0013183-0.001598i,0.00084639-0.0010839i,5.9617e-05-0.0008661i,0.00033428-0.00069648i,0.00092454-0.00016175i,0.00047961-0.00066757i,0.0004726-0.00085504i,0.00073032-6.234e-05i,0.00051522+0.00063717i,0.00059037+0.00096951i,0.0010315+0.00059467i,0.00071378+9.8403e-05i,0.00031574-0.00091493i,-0.00051016-0.0013584i,-0.00046719-0.00099783i,-0.00053161-0.0008881i
0.0013272-0.0015504i,0.0014871-0.0015022i,0.00057783-0.0026349i,0.00011223-0.0035997i,-0.00059952-0.0034445i,-0.0011263-0.0033707i,-0.000948-0.0024433i,-0.00069177-0.001533i,-0.00040619-0.0019043i,-0.0011853-0.0013736i,-0.0012426-0.00060864i,-0.00031988+8.785e-05i,0.00043697+0.00032778i,0.00099403-0.00018102i,0.00085938-0.00036161i,0.00089421-0.00053378i,0.00087326-0.00045855i,0.00029181-1.9326e-06i,-0.00034158+0.00013997i,-0.00058709-0.00046148i,-0.00033351-0.00085154i,8.902e-05-0.00054733i,0.00042202+9.684e-05i
-0.00042405+0.0014327i,-0.0011497+0.00026113i,-0.00053282-0.0017811i,0.00099733-0.0030326i,0.00091074-0.0027219i,-0.00058536-0.0028079i,-0.00038072-0.0032115i,0.00053675-0.0026471i,0.00013464-0.0016924i,0.00021111-0.0011395i,0.00067015-0.00071819i,0.00064016-0.0010431i,0.00043897-0.0010876i,0.0001337-0.00080071i,1.9491e-05-0.0004488i,0.00060018-0.00045777i,0.00067241-0.00074197i,5.3311e-06-0.00078435i,0.00020838-0.00020906i,2.8328e-05-0.00011265i,-0.00060971-0.00065324i,5.3072e-05-0.0004415i,0.00018392+0.00032578i
-0.00077017+0.0017915i,0.0017503+0.0010419i,0.0027091+0.0011255i,0.001559+0.00010335i,0.00022192-0.0017909i,-0.00072242-0.0031319i,-0.00098405-0.0029239i,-2.3293e-05-0.0018704i,0.00093036-0.0013732i,0.00068094-0.0011224i,-0.00041232-0.00069836i,-0.00044586-0.00046514i,-0.00041457-0.00098186i,-0.00070926-0.0011236i,-0.00066708-0.00055384i,-0.00024392-0.00017424i,0.00012132+0.00043004i,7.6978e-05+0.0013924i,-0.00053577+0.00064568i,-0.00051805-0.00031585i,-0.00029959-0.00043552i,-0.00072176-0.00098419i,-0.00075473-0.00059999i
-0.0014683-0.00089884i,-0.0011234-0.0010991i,1.9748e-06-0.0019096i,0.0011483-0.0024443i,0.00071508-0.0031399i,7.6966e-06-0.0037381i,0.00024622-0.0036503i,6.1976e-05-0.0026025i,0.00010119-0.0010974i,-8.4234e-05-0.00019823i,-0.00043146-0.00022336i,-0.00049597-0.00054963i,-0.00010449-0.00067777i,0.00042532-0.0006781i,0.0002278-0.00063628i,0.00013818-0.00060154i,-1.5017e-06-0.00044188i,-0.00026032-0.00083386i,-5.0428e-05-0.00033008i,-0.00030771+0.0011499i,-0.00061175+0.0017778i,-0.00078875+0.0014797i,-0.00076716+0.0010415i
-0.00045257+0.0010805i,-0.00049973+0.0014278i,-0.00068888+0.00051158i,-0.00062911-0.0013094i,-0.00055763-0.0029439i,-0.00021947-0.0035632i,0.00049869-0.0029971i,0.00096165-0.0016243i,0.001024-0.0015308i,0.00025373-0.0015054i,0.00023005-0.00025223i,0.00084391+0.00068959i,0.00092142-0.00036294i,0.00080785-0.001019i,0.00064981-1.9835e-05i,0.00041461+0.00081003i,0.00027788+0.00020426i,8.6117e-05-0.00058226i,-9.2168e-05-0.00041271i,-0.00047084-0.00037876i,-0.00019165-0.00016242i,3.1437e-05+0.00070544i,-0.00016412+0.00071265i
7.024e-05-0.00012416i,-0.00036101-0.00032312i,-0.00047095-0.00012036i,-0.00016386-0.0014233i,-0.00025326-0.0036096i,-0.00070193-0.0042937i,-0.00069192-0.0031545i,0.00023208-0.0010885i,0.0011076-0.00057931i,0.0014103-0.0011044i,0.0013184-0.00044969i,0.0007544+0.00022963i,-0.00013042+0.00029139i,-0.00023414+7.1842e-05i,-1.1703e-05+0.00037318i,-6.3553e-05+0.00014435i,0.00025985-0.00087405i,0.00026729-0.0003588i,2.0601e-05+0.00076409i,-0.00035717+0.0003791i,-0.0009815-8.2086e-05i,-0.00098467-8.6998e-05i,-0.0010145+0.0001718i
-0.00019295-0.0011377i,-0.00061661-0.00094155i,-3.7402e-05-0.0016755i,-0.00015845-0.0031968i,-2.9569e-05-0.0047086i,0.00041003-0.0032974i,0.00075228-0.0010748i,0.00057706-0.00049529i,0.00021528-0.00080776i,0.00059505-0.0010032i,0.0010987-0.00040638i,0.00048081+0.00040945i,0.00025988+0.00014639i,0.00059422-0.0004289i,0.0010584-0.00020741i,0.00085353-4.1164e-05i,0.00016476+0.00013728i,0.00057573+0.00015525i,0.00074766-0.00079i,0.00049958-0.0014491i,0.0002914-0.00079741i,-0.00026121-0.00047629i,0.00036698-0.00022811i
-0.00052018-0.0001931i,-0.00070455-0.0016985i,-4.9506e-05-0.0017784i,0.00043138-0.0016238i,0.00027704-0.0025263i,-0.0002519-0.0041052i,2.0148e-05-0.0027907i,0.00046156-0.0010399i,0.00013874-0.00099285i,0.00051679-0.00082361i,0.00027335-0.00033501i,4.2885e-05-0.00030228i,0.00053562-0.00047871i,0.00045816-0.0002295i,0.00070355+0.00010447i,0.00046697-0.00019657i,0.00026035-0.00095923i,0.0006315-0.0018177i,0.00047568-0.0011757i,0.00027972-9.9018e-05i,-0.00033192+0.00019227i,-0.00080957-0.00020608i,-0.00011526+0.00019508i
0.00018184-0.0010971i,-0.00014903-0.00081415i,-0.00040431-0.0017632i,2.0734e-05-0.0026553i,7.4679e-05-0.0038741i,0.00044621-0.0039607i,0.00069049-0.0030137i,0.00036073-0.0025733i,-8.1766e-05-0.0022341i,-0.00029585-0.0013883i,-9.7353e-06-0.00036044i,0.00096524+0.00030364i,0.001223+0.00027744i,0.00031206-0.00010331i,9.1865e-05+0.00049394i,0.00020158+0.00084802i,0.00011396-0.00029029i,7.0991e-05-0.00099216i,-0.00044842-0.00038809i,-0.0015959+0.00056639i,-0.0016042+0.00065922i,-0.00070696+0.00026551i,-0.00028741+0.00053552i
0.0014058+0.0012149i,0.0011982+0.0010531i,0.00022156-0.00033129i,-0.00050076-0.0020664i,-0.00070899-0.0037316i,-0.001341-0.004459i,-0.0010257-0.0033842i,8.066e-05-0.0021298i,0.00068642-0.0017638i,0.0002354-0.0019925i,0.00028795-0.0016602i,0.00064113-0.0011133i,0.00035855-0.00017515i,0.00011572+0.00055298i,-0.00031713+0.00024104i,5.4792e-05-0.00060254i,0.00028535-3.2696e-05i,-0.00014859+0.00069893i,4.5032e-05+5.4271e-06i,4.4603e-06-0.00062833i,-0.00015283-0.000412i,-9.4993e-05-0.00068365i,0.00067133-0.00060956i
-0.0002228+0.00031642i,0.00064666+0.00055503i,0.0019987-0.00015303i,0.0009239-0.0026495i,-1.3741e-05-0.0052776i,-0.00013578-0.0043449i,-0.00011135-0.0023787i,0.00052178-0.0017479i,0.00085352-0.0013058i,0.00016968-0.00063352i,-0.00014116-0.00015577i,0.00027046+0.00020462i,0.00075782+0.0002298i,0.00050102+0.00040946i,-0.00026959+0.00021948i,0.000112-0.00018083i,0.00082468-0.00048426i,0.0002335-0.00089317i,-0.00055788-0.00088824i,-6.9381e-05-0.00044468i,4.9509e-05+4.2318e-05i,-0.00075866+0.00018547i,-0.00054886+6.7415e-05i
6.3357e-05-0.0016304i,-0.00025784-0.001328i,0.00015298-0.0012305i,0.00016412-0.0015108i,-0.00046257-0.0027158i,-0.00075986-0.0025606i,-0.0010566-0.0018563i,-0.00091757-0.0015443i,-0.00031251-0.00075515i,0.00024583-0.0002966i,0.0010485+8.6302e-05i,0.00084351+0.00028867i,0.00012196+0.00016295i,0.00021707-0.00028354i,0.00053912-0.00021694i,0.00039077-0.00015367i,0.00023601-0.00046007i,0.00012398-0.00023669i,-0.00025197-0.00023874i,0.00023687+0.00010667i,-8.4781e-05+0.0005522i,-0.00063928+0.00029777i,-0.00025621-6.6113e-06i
0.00081691-3.8616e-05i,0.0013076-0.001014i,0.0014003-0.0021166i,0.00062489-0.0029781i,-0.00017343-0.0041901i,-0.00023927-0.003723i,0.00047985-0.0027774i,0.00078886-0.002999i,0.00012762-0.0029305i,-4.7783e-05-0.0017353i,-0.00067647-0.00083509i,-0.00065813-0.00051543i,-0.00033896-0.00095302i,4.6403e-05-0.00073326i,0.00059069-0.00059171i,0.00072416-0.00088975i,0.00085213-0.00075553i,0.00050517-0.00079953i,-5.5929e-06-6.8794e-05i,-1.9802e-05+0.00019951i,-0.00012084-0.00034289i,-0.00010841-0.00017861i,-0.00019601-7.2318e-05i
-0.0013696-3.1178e-05i,-0.00089897+8.565e-05i,-0.00017367+0.00016155i,9.6683e-05-0.0011299i,-0.00031197-0.0029108i,0.00046762-0.0035799i,0.00081528-0.0030842i,0.0005678-0.0018717i,0.00071781-0.0012166i,0.00058757-0.0016357i,0.00059008-0.0015835i,0.00087948-0.0011419i,0.00034808-0.0011612i,-0.00073722-0.00072348i,-0.00038176+4.6321e-06i,0.00070424+0.00011107i,0.00063753+0.00038982i,0.00013139-0.00023027i,1.1444e-05-0.0012862i,1.348e-05-0.0003245i,7.3177e-05+0.0003031i,0.00044116-0.0002478i,-6.9e-05-0.00015807i
0.00020532-0.0011294i,0.00024335-0.0015196i,-0.00032553-0.0020297i,-7.5411e-05-0.002409i,0.00013596-0.0026151i,-0.00042485-0.0025629i,-1.7087e-05-0.0018844i,0.0010295-0.0012742i,0.0014495-0.001308i,0.00099427+0.00010044i,0.00021419+0.00067282i,0.00016163+0.00036626i,5.4849e-06+0.00025479i,-0.00013149-0.00048336i,0.00038153-0.001019i,0.00051171-0.0010153i,-0.00026694-0.00099335i,-0.00012448-0.0010603i,0.00037867-0.00075162i,0.00056521-0.000715i,-0.00030769-0.00061831i,-0.0005577-0.00029206i,0.00014711-3.4126e-05i
0.0007-0.00038478i,0.0013579-0.0010302i,0.0016085-0.0016536i,0.0010499-0.002623i,0.0002746-0.0036547i,-0.00093669-0.0035621i,-0.00098411-0.0033575i,-0.00050439-0.0023695i,-0.00012356-0.0021323i,0.00012842-0.0012264i,-4.5916e-05-0.00018598i,0.00026984+0.00058106i,0.0007145+0.0010964i,0.00039745+0.00064831i,0.00084391-4.9309e-05i,0.00099654-0.00072585i,0.00062686-0.00072814i,-0.00026242-0.00013999i,-0.00067906-2.0377e-05i,2.1962e-05-0.00081896i,6.1869e-05-0.00094645i,-0.00080229-0.00010456i,-0.00058604+0.00010887i
-0.00030051+0.00049779i,0.00076928+0.00026824i,0.00090549-0.00030589i,-9.5322e-05-0.001628i,-0.00049286-0.0032712i,-0.00050909-0.0037696i,-0.0010463-0.0030207i,-0.00093381-0.0023825i,-0.00016692-0.0011847i,0.00044648+0.00026827i,0.00027199+0.00056246i,-0.00027352+4.4107e-05i,1.7331e-05-0.00057447i,-0.00061865+7.9166e-05i,-0.0013765+0.00048068i,-0.00062884+0.00013295i,0.00046238+6.0125e-05i,0.0010024+0.00046371i,0.0005246+0.00068149i,-0.00055309+0.00044371i,-0.00071521+2.2184e-05i,-0.00051399-0.00085983i,-0.00026143-0.00070729i
0.00090405+0.00068843i,0.00202-3.5117e-05i,0.0017988-0.00031565i,0.0011726-0.0014555i,0.00073467-0.0037131i,0.00013037-0.0046722i,0.00039643-0.0028799i,0.0011225-0.00067332i,0.0015638-0.00068611i,0.0015089-0.0013064i,0.0017215-0.0011229i,0.001589-0.0010892i,0.00095389-0.00070743i,0.00034343-0.00030915i,-3.5241e-05-0.0002598i,-2.5641e-05+0.00013307i,-0.00025769+1.7911e-05i,3.786e-05-0.000595i,0.00060003-0.00020688i,0.00014335-0.00028766i,5.4342e-05-0.00028491i,0.00015533+0.00030508i,-0.0001224+0.00045122i
0.00021361-0.0014643i,-0.00069281-0.0015281i,-0.0006446-0.0011801i,0.00037755-0.001174i,0.0014394-0.0017357i,0.0012849-0.0020374i,0.0012358-0.0013112i,0.0016347-0.0014773i,0.00074867-0.0025515i,2.4417e-05-0.0020036i,-0.00020474-0.00032613i,-0.00024463+0.00046226i,2.7429e-05+0.00047907i,0.0003565+0.00060346i,0.00033993+0.00043235i,0.00031059-0.00012685i,0.00035385-0.0005836i,0.00066519-0.00063771i,0.0006472-0.00019899i,-0.00053756+0.00059947i,-0.0006608+0.0005198i,1.7737e-05+1.9026e-05i,0.0005099-0.00029423i
0.0011201+0.00093754i,0.0012056+0.0017084i,0.00092328+0.00027461i,0.0002504-0.0017647i,-0.0001655-0.0032688i,-0.00018089-0.0032306i,-0.00014031-0.0019943i,-0.00025207-0.0013209i,0.00011483-0.0013746i,-0.00031639-0.0013232i,-0.00072847-0.0009197i,-0.00039667+0.00012011i,-0.00075181+0.00029128i,-0.00059941-9.9395e-05i,-0.00026404+0.00021469i,0.00014781+0.00046753i,0.00089687-0.00010478i,0.00084549-0.0005465i,0.0001926-0.00086808i,-5.0729e-05-0.0013641i,0.00053986-0.00061455i,0.00075475+0.00013236i,-7.0439e-06-0.00012186i
0.00037468-0.00071776i,0.00028048-0.00017583i,0.000507-0.00074374i,0.00032202-0.0020942i,-0.00040987-0.0034484i,-0.00061147-0.003337i,-0.00054349-0.0019703i,0.00025909-0.00071129i,0.0010333-0.00038947i,0.00027789-0.00055616i,-0.00018326-0.00017481i,-0.00026354+0.00023295i,0.00015343-0.00060691i,0.00080271-0.00045939i,0.00017676+0.00018106i,-0.00021757+0.00021611i,-0.00022682+0.00039826i,-0.000272+0.00057625i,-0.00014294-3.6177e-05i,3.6953e-05-0.00049684i,7.0315e-05+0.00036933i,-0.00032059+0.0012475i,-0.00012631+0.00062443i
-0.0020923-0.0009072i,-0.00067881+0.00017397i,-0.0005918+0.0004232i,6.9837e-05-0.00096198i,0.00090394-0.0027787i,0.00062163-0.0037065i,0.00016898-0.0023564i,-0.00010769-0.00072255i,0.00027422-0.00096876i,0.00031886-0.00074193i,0.00049476+0.00045299i,0.0011951+0.000646i,0.00088812+8.3346e-05i,0.00066125-0.00061129i,0.00077874-0.0010819i,-0.0001101-0.0012207i,-0.00024746-0.00078322i,0.00073002-3.7479e-05i,0.00010502+4.3575e-05i,-0.00052124-0.00066931i,8.8385e-05-0.00087841i,0.00047754-0.00074082i,-2.3587e-05-0.00016042i
-0.0018266-0.0016732i,-0.0016726+0.00020907i,-0.0027234+0.0016316i,-0.0024174+0.00099839i,-0.0016103+0.00020072i,-0.00028321-2.0277e-05i,0.00082034-0.00092424i,0.0009236-0.0011085i,0.00054483-0.0012267i,0.00020973-0.00056808i,0.00046599+0.00041417i,0.00046338+0.00038233i,0.00036219-0.00024726i,0.00096228-0.0005686i,0.00028173-0.00032053i,-0.00048298-0.00046763i,-0.00023482-0.00061141i,1.28e-06-0.00067988i,6.7387e-05-0.0010322i,-0.00014717-0.00097748i,5.943e-05-0.0002543i,0.0002332+0.00012796i,-0.0005535+0.00014958i
0.00014227-0.00038043i,7.1438e-05+0.00013257i,0.00092811-0.00025165i,0.00025783-0.0019553i,-0.00035544-0.0034043i,-0.00040157-0.0030296i,-0.00099464-0.0023143i,-0.0001821-0.0017684i,0.00078596-0.0016983i,0.0005033-0.0012141i,-9.1874e-05-0.00053903i,-0.00039693-0.00039669i,-0.00030259-0.00061347i,-8.7947e-05-0.00081074i,-0.00070361-0.0005807i,-0.00033688-0.00024835i,7.2928e-05+1.0483e-05i,-6.1072e-05-0.0002374i,-0.00033557+0.00046106i,-0.00029137+0.00087126i,-0.00015147+0.0005355i,-0.00031242+0.00027178i,-4.879e-06+0.0002894i
-0.0015089+0.00098191i,0.00038406+0.00075368i,0.00084235+0.0011473i,0.00043409-0.00042919i,-7.3311e-05-0.0029381i,-0.00010956-0.0037205i,0.00010484-0.0022796i,0.00057587-0.0012617i,0.0016061-0.0012572i,0.0012727-0.00098039i,-7.2256e-05-0.00031226i,6.363e-05+0.00035578i,0.00091862+0.00065309i,0.00093821+4.7183e-05i,0.00070749+0.00012627i,0.00079968+0.0006346i,0.0012392+0.00049103i,0.0013938+8.2315e-05i,0.00084478-0.00022405i,0.00044182+0.00013429i,0.00038894+0.00054252i,-0.00039831+0.00065397i,-0.00059441+0.00022299i
0.0020582-0.0014054i,0.0021536-0.00096483i,0.0016974-0.0011597i,0.00090102-0.0030652i,-0.00018893-0.0050308i,0.00040882-0.0044807i,0.0010831-0.0031139i,0.0011663-0.001812i,0.00096817-0.0010339i,3.5914e-05-0.00045931i,-0.0002784+0.00019369i,0.00039522+0.00056588i,0.00029345+0.00012017i,0.00039507-0.00010272i,0.00068283+0.0004838i,-0.00022543+0.00095989i,-0.00061711+0.00038774i,0.00019266-0.00043018i,0.00088124-0.00059243i,0.00026259-0.00017724i,-0.00015616-0.00031516i,0.00022461-0.00015778i,-0.00041922+2.4465e-05i
0.0018966-0.0019869i,0.00083929-0.0025131i,-0.00016329-0.0029203i,-0.00063187-0.0041014i,-0.0012784-0.004295i,-0.001062-0.0026047i,0.00013-0.00099663i,0.00056965-0.00068721i,0.0013853-0.0014651i,0.0020103-0.00046465i,0.0012644+0.001121i,0.00097417+0.00033928i,0.0012304-0.00031358i,0.00082238-0.00023059i,0.00047162-0.00079417i,0.00075238-0.00083472i,0.00065698-0.00057042i,0.00014364+9.8821e-05i,0.0001847+0.0004252i,0.00013304-0.00045182i,-0.00064084-0.00031624i,-0.00038294+0.00027291i,-0.0003323+0.00016643i
0.00099892+0.00041171i,0.0011617+0.00038006i,0.0010852-0.00094024i,0.00031544-0.0010149i,-0.00038765-0.0013078i,-0.00024713-0.0027609i,0.00057545-0.0023989i,0.0010355-0.0018275i,0.0012234-0.0023854i,0.0018139-0.0023656i,0.0018666-0.0012066i,0.0014268-0.00041024i,0.00084779-0.00024154i,6.3999e-05+2.1451e-06i,5.6213e-05+5.0426e-05i,0.00031149-3.7501e-05i,0.00069526-0.00061207i,0.00046064-0.00069985i,0.00027318-0.00057437i,0.00075806-0.0001651i,-8.2994e-05+0.00073079i,-0.0011939+0.00093511i,-0.0012214+0.00065354i
0.00063397-0.00045948i,0.0012167-0.00060042i,0.0023111-0.0016856i,0.002655-0.0026945i,0.0020506-0.0037117i,0.00029786-0.0041043i,-0.00087511-0.0026707i,-6.5748e-05-0.0017672i,0.0011607-0.0022401i,0.0010484-0.0018244i,0.0002037-0.00055497i,0.00034249-0.00045772i,0.00047834-0.00034215i,9.2427e-05+0.00031766i,-0.00015996+0.00022168i,-0.00037405+0.00022682i,-0.00048716+6.424e-05i,-0.00030483-0.00042269i,-0.00048925-0.0002434i,-0.00060319-0.00022245i,-0.00010156+6.4078e-05i,3.8269e-05+0.00018019i,-0.00052387+0.00024075i
-7.3901e-05-0.0011976i,-0.0015123-0.0012253i,-0.0027937-0.0018884i,-0.0024985-0.002667i,-0.0014582-0.0035961i,-0.00061229-0.003755i,-7.9176e-05-0.0032048i,0.00076554-0.0022503i,0.0016464-0.0015805i,0.00070538-0.0011369i,-0.0002342-0.00070775i,7.9502e-05-0.00074083i,0.00034958-0.00064633i,0.0011367+5.4906e-05i,0.001126+0.00016576i,0.00092314-0.00013106i,0.00074754-2.446e-05i,-4.7352e-05-0.00013031i,-0.00066782-0.00056762i,-0.00064007-0.00037541i,-0.00040277+0.00028621i,-0.00060944-2.8121e-06i,-0.00099038-0.00023817i
0.0015691+0.00021621i,0.0021896-0.00093634i,0.0014457-0.0018868i,0.0010451-0.0023465i,0.00076084-0.0041682i,-0.00013517-0.0044364i,8.7626e-05-0.0019403i,0.00047036-0.00075233i,0.00046314-0.00080431i,-0.00018705-0.00045154i,-0.0006642-0.00056511i,-8.0401e-05-0.00023282i,0.00082822-0.00042379i,0.00078109-0.0006606i,5.2341e-05-0.00036329i,-0.0005366-0.00075206i,-0.00027924-0.00075762i,-0.00048497-0.00070896i,-0.00060226-6.9743e-05i,-0.00063214+0.00060194i,-0.00071673+4.0409e-05i,-0.00071515+0.00022133i,-0.00045634+1.7223e-05i
-0.0005877-1.2243e-05i,-0.0003752+0.00073319i,-0.00081327+0.0010716i,-0.00020118-0.00053315i,0.00087972-0.0020015i,0.0010504-0.0023593i,-0.0006748-0.0021976i,-0.0011729-0.0021013i,0.00023181-0.0019946i,0.0011088-0.0016314i,0.0011591-0.00069216i,0.0011086-0.00041765i,0.0004207-0.00075953i,-0.0003052-0.00044258i,-2.1607e-05+0.00012382i,0.00043282-4.0293e-05i,0.00071711-0.00023609i,0.00099015-0.00028052i,-6.5576e-05-0.00065804i,-0.0010151-0.0010432i,-0.00099362-0.0013733i,-0.00043992-0.0011281i,3.6187e-05-0.00015011i
-6.1266e-05-0.0019655i,-0.00054659-0.00092328i,-0.0016136-0.00092749i,-0.0013411-0.0016071i,0.00013914-0.0025648i,0.001411-0.0028278i,0.00064762-0.0022077i,-0.00017387-0.0018681i,0.00012946-0.0019021i,0.00037104-0.0017484i,0.00049628-0.00098786i,0.0003879-0.00077601i,0.00094652-0.0013335i,0.0013848-0.00083456i,0.0017225-0.00042176i,0.0014655-0.00034654i,0.0009099-0.00024528i,0.0011111-0.00059184i,0.000982-0.00064628i,-9.5294e-05-0.00038626i,-0.0003014-0.00066327i,-0.00053047-0.00071153i,-0.00084049-0.00023655i
