0.00091518-0.00020627i,0.0012917-0.002479i,0.0017546-0.0046922i,0.0016693-0.0029616i,-6.9205e-05+0.00031726i,-0.0015515+0.0016698i,-0.00077396+0.001825i,0.00074223+0.00088988i,0.0012226+2.5714e-05i,0.0012961-0.00048932i,0.0013023-0.00093626i,0.00049556-0.00099277i,-0.00053626-0.0010543i,-0.001066-0.00078235i,-0.00033055-0.00042633i,0.00044042+5.2352e-05i,0.00015244-0.00058292i,0.00012803-0.00065741i,0.00039488-0.00042909i,0.00096111-0.0010382i,0.0012493-0.00069668i,0.0012007+0.00034285i,0.0011587+3.8642e-05i
-3.9639e-05-0.0022636i,0.00016803-0.0021373i,1.1591e-05-0.00095617i,-0.00017814-0.000617i,-6.1309e-05+6.1935e-05i,-0.00018539+0.0014399i,-0.00018353+0.0011483i,0.00037983-0.00031074i,0.00029104-0.00092086i,1.2814e-05-0.00058568i,-0.00033292+0.00011616i,7.2581e-05+0.00030381i,0.00033133+0.00038664i,1.4205e-05+0.00021476i,0.00012467-0.00045192i,-0.00095852-0.00056121i,-0.001362-0.00032793i,-0.00021564-0.00042561i,0.00026523-0.00028177i,0.0002748+0.00038437i,0.00022178+0.0011861i,0.0002338+0.00080589i,0.00046925+0.00019473i
0.0014535-0.001658i,0.00051196-0.002019i,-0.00091143-0.0033124i,-0.001607-0.0039411i,-0.0011736-0.002612i,-0.00073778-0.0014994i,0.00026988-0.00097037i,0.00045009-0.0013012i,0.00021199-0.0010522i,0.00033881-0.00045811i,0.00032498-0.00076049i,-0.0003774-0.00052273i,-0.0011102+0.00033943i,-0.00091666+0.0005148i,-3.8059e-05+0.00060016i,0.0002684+0.00028823i,-0.00070985+1.7296e-05i,-0.0012382+0.0007661i,-0.00098317+0.0007421i,-0.00071912+0.00017857i,-0.00063394-0.00034114i,-8.154e-05-0.0006662i,0.0011379-0.00024375i
0.00027249-0.00095661i,0.00076244-0.0012966i,0.001409-0.001482i,0.0018866-0.00068669i,0.0013642-0.00036698i,0.00055489-0.00097595i,0.00010174-0.0016922i,7.6841e-05-0.0018373i,0.00083591-0.0017687i,0.0010437-0.0013227i,0.00023215-0.0003245i,3.4134e-05-0.00014676i,0.00041347-0.0003477i,0.00059314-0.00056766i,0.0002763+0.00037456i,-0.0003749+0.0012989i,7.5869e-05+0.00085167i,0.00046882+0.00035871i,0.00010768+0.00027437i,0.0004191+0.00012639i,0.00088231+4.0367e-06i,0.00057603+0.0005517i,-0.00034273+0.0006398i
-0.002406+0.0022587i,-0.00040769+0.0023158i,0.0013096+0.0019017i,0.0024787+9.6647e-05i,0.0023693-0.0010222i,0.0012958-0.0017201i,0.0005963-0.0020292i,-0.00023014-0.0019762i,-0.00026106-0.0014877i,0.00087342-0.00071594i,0.0008887-0.00098791i,-0.00030361-0.0016328i,-0.0013119-0.0015465i,-0.001125-0.0015403i,-0.0003662-0.00074935i,-0.00012783+0.00027853i,-0.00046826+0.00018273i,-0.00078273-0.00019569i,-0.0001043-0.00018893i,0.00081364+0.00022887i,0.00087885+0.0005992i,0.00056008+0.00047389i,0.00038088+5.1003e-05i
-0.0007283-0.00084004i,-0.0010022-0.0008738i,-0.00064052-0.00055144i,0.00078854+2.134e-05i,0.0024159+0.00071247i,0.0024208+0.0010763i,0.0015721-8.669e-05i,0.00086746-0.0020641i,0.00023923-0.0019763i,4.6451e-05-0.0014226i,-0.00043123-0.0014808i,-0.00018091-0.0012306i,-0.00016905-0.00095374i,-0.0004632-0.00019671i,-0.00025984+0.00042994i,-6.5267e-05+0.00029524i,-0.0005939-0.0001966i,-0.00080847-7.0283e-05i,-0.00028679-0.00022919i,-3.8395e-05-0.00030069i,-0.00049494+0.00030641i,-0.00021145+0.00055966i,0.0004923-9.5654e-05i
0.00023536+0.00020622i,0.0016882+0.00060735i,0.0033567-0.0015571i,0.0032813-0.0037663i,0.0016854-0.0035129i,0.0010076-0.0019574i,0.00038594-0.0014133i,-0.00036439-0.0018247i,0.00048001-0.0010525i,0.0010826-0.00014264i,0.00079584-3.4061e-05i,0.00032859-0.00024683i,-0.00017232-0.0004537i,-0.00079393+0.00031707i,-0.00046557+0.0010014i,0.00011889+0.00064932i,-0.00014841+0.00060403i,0.00059777+0.00098524i,0.00095692+0.00057325i,3.2285e-05-0.00028138i,-0.00029188-0.0006751i,0.00057994+5.0092e-05i,0.00033447+0.00087512i
0.00038672-0.00093709i,-8.5408e-05-0.0012062i,-0.0014175-0.0019207i,-0.00027317-0.0018448i,0.0012077-0.0003609i,0.0013957-7.9436e-05i,0.0015824-0.00025555i,0.001673-0.00027799i,0.00098132-0.00021723i,0.00017781+5.4698e-05i,-6.6071e-05-0.00073798i,-1.3679e-05-0.0015243i,-0.00028102-0.00084167i,-0.00021128-0.00028268i,-0.00020533-0.00081142i,-0.00088436-0.001211i,-0.00057558-0.00072432i,0.00092336-0.00018999i,0.0011638-0.00062015i,0.00073035-0.0013446i,0.00034087-0.0012907i,3.9173e-05-0.0013328i,-4.5415e-05-0.0010593i
-0.0011323+0.00026601i,-0.00048608-0.00037963i,0.00014842-0.00075617i,0.00095687+0.00045886i,0.0017724+0.0011218i,0.0022906+0.00015364i,0.0017087-0.00086613i,0.00066251-0.0013586i,0.0001815-0.0018145i,6.5824e-06-0.0011919i,-0.00025325-0.00015387i,-0.00050752+1.3486e-05i,-0.00054014-3.8969e-05i,-8.7956e-05-0.00022811i,-0.00026161-0.00011814i,-0.00045017+0.00044728i,-0.00031839+0.00095961i,-3.0115e-05+0.0010826i,-6.3257e-05+0.00090845i,0.00011362+0.0006868i,-0.0004218-1.661e-05i,-0.0014764-0.00076754i,-0.0013739-0.0011309i
0.00031515+0.00012512i,0.00040951-0.00095359i,0.00027449-0.0014369i,0.00096102-0.0016986i,0.0012719-0.0016006i,0.00076003-0.0016734i,0.00092273-0.0012591i,9.0897e-05-0.00010195i,5.2104e-06+2.6114e-06i,0.00024687-0.00051777i,-0.00013377-0.00178i,0.00031251-0.0021126i,0.00042892-0.001135i,0.00011952+0.00040423i,-2.6605e-05+0.0012159i,-0.00045479+0.00036234i,3.2128e-05-7.9654e-05i,0.0011076-6.8539e-05i,0.0012935+3.4954e-05i,0.00054718+2.0431e-05i,0.00012404+0.00034917i,0.00011828+0.00028761i,3.2923e-05-0.00048356i
0.00045316+0.0004596i,0.00097086+0.00063047i,0.00093655-0.00015604i,0.0007906-0.0006765i,-0.00021672+0.00082174i,-0.0010191+0.0016051i,0.00020692+0.00011882i,3.8474e-05-0.0010032i,-0.00050784-0.0010317i,-6.9639e-06-0.00064039i,-0.00076337+0.00015409i,-0.00093537+0.00030192i,-0.00028037-0.00011696i,-6.6356e-05-0.0010379i,3.1903e-05-0.0014449i,-0.00049173-0.00048168i,-0.0012242+0.00019259i,-0.0014411+0.00011601i,-0.0011158+0.00062806i,-0.0010511+0.00063411i,-0.0010318+5.6462e-06i,-0.00020902+0.00023466i,0.00027791+0.00078345i
0.0025051+0.00090982i,0.0025847-8.1912e-05i,0.0030707-0.0023402i,0.0031534-0.0032377i,0.0022944-0.0032382i,0.0013868-0.0029551i,0.00061985-0.0020576i,0.00079782-0.001841i,0.0013302-0.0017779i,0.00071566-0.0011413i,-0.00016057-0.00085874i,-0.00013615-0.00066172i,-0.00039449+0.0002749i,-0.0014288+0.00034628i,-0.0012723-0.00014413i,-0.00026158+0.00081274i,-0.00024207+0.00076785i,-0.00020167+8.5094e-05i,-5.0998e-05+0.00042766i,3.1791e-05+0.00030722i,0.00066001-0.00043365i,0.00063187-0.00049114i,-0.0002269-0.00099316i
0.00053666-0.00093926i,0.00027397-0.00073861i,0.00031078-0.0014226i,0.0013278-0.0025008i,0.0012973-0.0015321i,0.00065065-0.00027377i,0.00076063-0.001309i,0.00032276-0.0021707i,-0.00042811-0.0019926i,-0.00059701-0.0019241i,0.00016032-0.0012441i,0.00025242-0.00043475i,-0.00028892-0.0008818i,-3.0499e-05-0.0014702i,0.00070646-0.00063015i,0.00040601-8.5173e-05i,-0.00030324-0.00047845i,-0.0006398-0.00044709i,-0.00022682-0.00044701i,-0.00016539-0.00029435i,-0.00045796-0.00045757i,-0.0001259-0.0013275i,-0.00041733-0.0011982i
0.00010714-0.0003905i,-0.00036931-0.0013516i,1.488e-05-0.0015704i,0.00085564-0.00090898i,0.0013843-0.0004409i,0.0013466-0.00063663i,0.0010411-0.0014714i,0.00042561-0.001789i,0.0001543-0.00067485i,-2.1833e-05+0.00067593i,-0.0006504+4.6988e-05i,-0.00053235-0.00014175i,-0.00065727+0.00043343i,-0.00087664-8.2295e-05i,-0.00050858-0.00091621i,-0.00060297-0.00073089i,-0.00099975+5.8217e-05i,-0.00075477+0.00051147i,-0.00024926+0.00056029i,9.6232e-05+2.5275e-05i,0.00021518-0.00031582i,-1.4062e-05-0.00061747i,-0.00038075-0.00061527i
-0.00067891+0.00038517i,-0.0011499+0.00045761i,-0.00032599+0.00053264i,0.00051172-0.00018077i,0.0010584-0.00060258i,0.00079691-0.00023469i,0.00040536-0.00027469i,0.00057815-0.00064014i,0.00053678-0.0010313i,0.00055583-0.0012482i,0.00037929-0.0010924i,-0.00024867-0.00084245i,-0.00075855-0.00069082i,-0.00060758-0.00049852i,-0.00049753-0.00065187i,-0.00067106-0.00023678i,-0.0010968+4.4393e-05i,-0.0010811+0.00013344i,-0.00067569+0.00021334i,-3.8143e-05+0.00033477i,0.00011911+0.00059164i,-0.00033442-0.00020178i,-0.00057717-0.0006741i
0.0019864+6.5519e-05i,0.0023106-0.00077607i,0.0023855-0.0016775i,0.0029631-0.0022804i,0.0026171-0.0017657i,0.00051971-0.0015303i,-8.3686e-05-0.0017806i,-8.9636e-05-0.0018821i,-6.7345e-05-0.0011916i,0.00010761-0.00051725i,-0.00060942-0.001185i,-0.00048148-0.0011115i,0.0001037-0.00035617i,0.00031412-0.00043497i,0.00057454-0.00070144i,0.00056361-0.00018312i,-9.5089e-05+0.00034875i,-0.00060701+0.00050921i,-0.00030313+0.00012254i,-2.4856e-05-0.00037735i,0.00014576-0.00024164i,-0.00021918-0.00013064i,-0.00043356-0.00017114i
-0.00027212+0.00058333i,-0.00048304-0.00082812i,-0.00040579-0.0016136i,0.00068061-0.0015623i,0.0010833-0.0010058i,0.00048629-0.00089695i,0.00080251-0.0015286i,0.00028853-0.002169i,-0.00015291-0.0014929i,0.0005087-0.00051994i,0.00042808-0.00024155i,-0.0003183-0.00038467i,-0.00011442-0.00067127i,0.00015663-6.8604e-05i,-0.00065186+0.00063962i,-0.001027+0.00037701i,-0.00071467+0.00039158i,0.00017716+0.00047787i,0.00019394+0.00048426i,7.8942e-06+0.00022921i,4.5638e-05-0.00030287i,-0.00026333-0.0010872i,-0.00038592-0.00073698i
-0.00046377+0.0013526i,0.00033641+0.00066205i,0.0012337+7.4627e-05i,0.0030633-0.00054385i,0.0037177-0.0011182i,0.0030632-0.0016326i,0.0020682-0.0020944i,0.00032886-0.0015925i,0.00015035-0.00070176i,0.0013208-0.00012916i,0.0010593-0.00039177i,0.00013395-0.00066061i,-0.00049212-0.00022787i,-0.000784+4.3874e-05i,-0.00095733+0.00012642i,-0.00094546-1.0295e-05i,-0.00076246+0.00034845i,-0.00036406-0.00012192i,0.00028111-0.00087869i,-4.7446e-05-0.00097805i,-0.00043073-0.00074505i,-0.00041044+7.4406e-06i,0.00058618+0.00055265i
-0.00016229+0.0014979i,-0.00023366+0.00021111i,0.0013562-0.00080894i,0.0029076-0.0014102i,0.0023741-0.0011018i,0.0012455-0.00075444i,0.00038123-0.0012466i,0.00032135-0.0020894i,0.0011578-0.0021929i,0.0011333-0.0013782i,0.00035339-0.00038629i,-0.00036925+0.00041719i,-0.0010707+0.00032256i,-0.00125-0.00024915i,-0.00067047-0.00024893i,0.00038499-4.9208e-05i,0.00054136-0.00034903i,8.2295e-05-0.00036072i,0.00030071+0.00030089i,0.00083799+1.9872e-05i,0.00069969-0.00059821i,6.0694e-05-8.4361e-05i,-0.00033202+0.00033164i
4.8412e-05+1.6428e-05i,3.6678e-05-0.0010995i,0.00049708-0.0016297i,0.0013764-0.0017454i,0.0018118-0.0021534i,0.0013089-0.0018917i,0.00074573-0.0015791i,0.00018543-0.0013003i,-0.00027481-0.00017959i,1.0579e-05+0.00040398i,-0.0001084+0.00021298i,-0.00034955-0.00080673i,0.00017263-0.0012298i,0.00015135-0.00096987i,-0.00017733-0.00032937i,-1.0093e-05-0.00013306i,0.00046895-0.00021197i,1.3248e-05+0.00018186i,2.525e-05+0.00065397i,0.00073381+0.00065509i,0.00032275-0.0004705i,-0.00046256-0.00084486i,-0.00052098+0.00019847i
0.000577-0.00073709i,-0.00018672-0.0014957i,0.00034644-0.0020075i,0.0013877-0.0026919i,0.0010561-0.0014519i,-0.00041761-0.00070473i,-0.0010606-0.0018751i,-0.0011326-0.0028516i,-0.0009416-0.0025219i,-0.0011937-0.0018424i,-0.00076712-0.00063047i,-0.00093058+0.00024131i,-0.0014925+8.9297e-05i,-0.00044245+8.7109e-05i,-0.00018219+0.00019853i,-1.6975e-05+0.00018706i,0.00020464+0.00053283i,-0.00030259+0.00046439i,-0.0004528+0.0003056i,0.00016387-8.0993e-05i,0.00078892-0.00070056i,0.00016354-0.00060097i,-0.0010552-6.3936e-05i
5.6151e-05+0.0016752i,0.00060371+0.00041384i,0.0016624-0.0010421i,0.0024191-0.0014142i,0.0023029-0.00126i,0.00088369-0.00093634i,0.00025897-0.0015391i,0.000657-0.0019022i,0.00083828-0.00086562i,0.00073464-0.00044891i,0.000308-0.00086374i,-0.00018531-0.00099485i,-0.00055745-0.00099532i,-0.00079362-0.0011342i,-0.00080861-0.00079188i,-0.00078865-0.00060961i,-0.00058075-0.00095541i,-0.00038876-0.0014173i,-0.000195-0.00058467i,-1.7602e-05+0.00041637i,5.7921e-05+0.00041314i,0.00033009-3.238e-05i,-1.0858e-05-7.1804e-05i
-0.0023083+0.0014305i,-0.00064606+0.0014883i,0.0011065+0.0011316i,0.0017078+0.00085785i,0.001947+0.0007903i,0.0016491+0.00028189i,0.00045564-0.00064093i,-6.0759e-05-0.0016166i,0.00017544-0.0015111i,0.00013185-0.00061248i,-0.00029747-0.00038402i,1.5277e-06-0.000873i,-0.00019666-0.0011167i,-0.00047063-0.00094699i,0.00028657-0.00088573i,0.00029403-0.001073i,0.00028385-0.00056802i,0.00028055-0.00029087i,5.67e-05-0.00040492i,0.0003521-0.00010981i,0.00064283+0.00017322i,0.0001998-0.00044475i,5.7793e-05-0.0003386i
0.0014673-0.00056628i,0.00097402-0.0007993i,0.0016144-0.0019915i,0.0021475-0.0021346i,0.0010288-0.0017463i,0.00013389-0.001526i,0.00076515-0.0013548i,0.00075246-0.0012024i,0.00024463-0.0012373i,-9.045e-05-0.0011281i,-0.00035719-0.00068709i,-0.00027832-0.00022766i,-0.00047583+0.00045258i,-0.001055+0.00067597i,-0.001332+0.00093533i,-0.0013725+0.0010848i,-0.00089555+0.001624i,-2.1161e-05+0.0015384i,-0.00040422+0.00064501i,-0.0004424-0.00050096i,-0.00028778-0.0012401i,-6.7968e-05-0.00086023i,0.00096345-0.00047488i
-0.00064601+0.00033617i,0.0001815+0.00058883i,0.00090763+0.00064009i,0.001457+0.00024411i,0.0014816+0.0010872i,0.00078024+0.001034i,-9.3013e-05-0.00083736i,8.4171e-05-0.0014578i,0.00042385-0.0013293i,0.00054398-0.0006679i,0.00049737-0.00033669i,0.00059827-0.00063515i,3.3072e-05-0.00028779i,-0.0008088+0.00040965i,-0.00060947+0.00063574i,-0.00042284+0.00034129i,5.7407e-06+8.5468e-05i,0.00021662+9.258e-06i,-0.00042573+0.00028809i,-0.0011325+0.00016425i,-0.00046132-0.00052019i,-9.7396e-05-0.0005458i,0.00028159-0.00010999i
-0.0014989+0.0019276i,-0.0001554+0.0023693i,0.0019514+0.0017096i,0.0028959+0.00069828i,0.0028445-0.00085566i,0.0019342-0.0028397i,0.0014318-0.003242i,0.00080304-0.0021389i,0.00015724-0.0012886i,7.6832e-05-0.00022937i,6.7903e-05+0.00030251i,-0.00013169-0.00050486i,-0.00041105-0.0013622i,-0.00063351-0.00074534i,-0.00077229+0.00022086i,-0.00071491+0.00064596i,-0.00026464+0.00012848i,-8.1994e-05-0.00053738i,-0.00053217-5.8703e-05i,-0.00082015-0.00052236i,-0.0001546-0.00087284i,-0.00017788-0.00050175i,-0.00066215-0.00026245i
-0.0022194-0.002629i,-0.001009-0.0019926i,0.00032282+4.67e-06i,0.00065092-0.00011076i,0.00077915+1.5966e-05i,0.0015974+0.00053672i,0.0017261-0.00021834i,0.0012463-0.0010737i,0.0001008-0.0014789i,-0.00086006-0.001093i,-0.0010517-0.00040748i,-0.00046064-0.00018036i,-9.1275e-05+9.7222e-05i,-2.854e-05+0.00051724i,0.00025439+8.82e-05i,-2.9132e-05-0.00048335i,5.4949e-05-0.00041744i,0.00059607-5.501e-06i,0.00032128-1.5564e-05i,0.00015877+0.00024785i,0.0006552+5.3564e-06i,0.0006261-0.0009989i,1.6019e-05-0.0016388i
-0.0013879-0.00054673i,-0.0011606-0.00028198i,-0.0013525-0.00089163i,-0.00081826-0.0013413i,0.00015799-0.00081373i,0.0015301-0.00080178i,0.0026168-0.0019417i,0.0017324-0.0022108i,0.0006082-0.0014376i,0.000734-0.00066507i,0.00097378-0.00023229i,9.2835e-05-0.00034578i,-0.00050209-0.0004796i,-0.00065044-0.0003076i,-0.00075731-0.00038044i,5.2723e-05+5.0252e-05i,-7.5978e-05+0.00088808i,-0.00060564+0.00041608i,-0.00012952+0.0001853i,0.00049456-0.0002531i,0.00071024-0.00054807i,0.00046304-0.00017643i,-7.2729e-05-4.3757e-05i
0.0013545+0.0024792i,0.0010118+0.0025949i,0.0022663+0.0011941i,0.0037568-6.4213e-06i,0.0033502-5.5009e-05i,0.0024612-0.00020089i,0.0021996-0.0010301i,0.0016544-0.0011909i,0.00088751-0.00036555i,0.00086702-0.00070059i,-7.7487e-05-0.0013743i,-0.00060145-0.0013146i,-0.00024235-0.00087747i,-0.00043476+5.3183e-05i,-0.00076161+0.00010809i,-0.0012857-0.00058786i,-0.001321+7.8131e-05i,-0.00027245+0.0011634i,4.7782e-05+0.0010823i,0.00025124+0.0010684i,0.00077343+0.00067224i,0.00052751-0.00021434i,0.00024983-0.00030702i
0.0012891-0.0012116i,0.00074388-0.0008955i,0.00090168-0.0023651i,0.0012872-0.0030772i,0.00113-0.0017311i,0.00072357-0.00094838i,0.00043685-0.00052715i,0.00045731-0.00069771i,0.00082803-0.00080083i,0.0012065-0.00071751i,0.0010509-0.00099859i,-0.00036533-0.00087364i,-0.0013214-0.00020876i,-0.00065005+8.555e-05i,-0.00025397-0.00024956i,-0.00069238-0.00060949i,-0.00053765-2.1584e-05i,-0.00026783+0.00076006i,-0.00064339+0.00072902i,-0.00053536+0.00030359i,0.00024229-0.00065169i,-7.9875e-06-0.0013278i,-0.00044658-0.0014521i
0.0011204-0.0020849i,-0.00042376-0.0022121i,-0.001521-0.0018552i,-0.001537-0.00074179i,-0.00098956-1.9693e-05i,0.00043719+0.0003972i,0.0016418-0.00037494i,0.001393-0.0010086i,0.0004068-0.00072199i,-0.0004399-0.00050408i,-0.00098108-0.00017524i,-0.0011699-0.00012132i,-0.00075228-0.00089441i,-0.00015797-0.00051339i,0.00060533-0.00032088i,0.0013326-0.00094289i,0.0011147-0.00054677i,0.00069578+0.00013797i,0.0011423+0.00071316i,0.00070898+0.00067085i,-0.00028667+0.00056032i,0.00020646+1.993e-05i,0.00087348-0.00013308i
-0.0011694-0.00074947i,-0.00052179+0.00044749i,0.00017505+0.00067634i,0.00060409-0.00010756i,0.00126-4.176e-05i,0.00090029+0.00033187i,-1.342e-05-0.00067807i,2.1593e-05-0.0016822i,8.6063e-05-0.0014967i,-1.0851e-05-0.0009536i,-3.004e-05-1.3422e-05i,-0.00057653+0.00041154i,-0.00093692-0.00021006i,-0.00099345-0.0015585i,-0.0009993-0.0016973i,-0.00094982-0.00071355i,-0.0011171+4.0911e-05i,-0.00078312+1.2156e-06i,-0.00017983-0.00034511i,0.00033189-0.00070268i,0.0007766-0.00086061i,0.00055026+3.129e-05i,0.00045825+0.00010838i
0.00043011+0.0015337i,0.0013583+0.0004058i,0.0017692-0.00055953i,0.0012469-0.0013016i,0.00091342-0.002012i,0.00060466-0.0013629i,0.001198-0.0010358i,0.00065912-0.0015567i,8.7513e-05-0.0012465i,0.0010584-0.0013502i,0.0011629-0.00074094i,0.00034361+0.0004671i,-0.00067325+0.00017717i,-0.0010836-0.00017745i,-0.00078257+0.00029537i,-0.0003857+0.00073386i,-0.00022759+0.0011017i,0.00014355+0.00077033i,0.00044075+0.00020071i,5.8022e-05+0.00043962i,-4.6476e-05-0.00037494i,-5.6624e-05-0.00056413i,-0.0006613+0.00022768i
5.1535e-05-0.0016541i,0.00016164-0.00095365i,0.00035985-0.0013061i,0.00076186-0.0013961i,0.0010316-0.00038594i,0.00080288+0.00037658i,0.00056506+0.00057751i,0.00025043+3.6869e-05i,0.00057373-0.00070414i,0.00045492-0.00096705i,-7.6177e-05-0.00099261i,5.402e-05-0.00029515i,-9.5175e-05-0.00036625i,1.5239e-05-0.00060026i,-0.0005895-0.00028812i,-0.0014375-7.6452e-05i,-0.00028203-9.6953e-05i,0.0006303-0.00075849i,-0.00041626-0.00064715i,-0.00079867+6.1491e-05i,-0.00060222-0.00036619i,-0.00051123-0.00097195i,-0.00040576-0.0012562i
7.5218e-06-0.0019324i,-0.00029012-0.00099181i,-0.00050427-0.0011124i,-0.00040652-0.0021379i,9.5823e-05-0.0008802i,0.0012132+0.0008399i,0.00095925+0.00022702i,0.00052021+5.6738e-05i,0.0006418+0.00039423i,0.00066475-1.3771e-05i,-4.5974e-05+0.00023779i,-1.8249e-05+0.00031279i,0.0008107-0.00011117i,0.00051215-0.0002773i,-8.0054e-05-0.00044163i,-0.00030764-0.00033928i,-0.00033879+0.00030615i,-0.00012963+0.00062288i,0.00041717+0.00033115i,0.0010274+0.00022177i,0.00096069-0.0001543i,0.00034936-0.00066858i,-9.4088e-06-0.00043389i
-0.0022942-0.0017208i,-0.0010884-0.0013053i,-2.9394e-05+0.00045154i,0.00069463+0.0027795i,0.0011692+0.0040834i,0.0017524+0.0020154i,0.001753-0.00098937i,0.0011341-0.0026156i,0.00018653-0.0026853i,-4.1414e-06-0.0011649i,0.00052561-0.00035972i,0.0010137+0.00042178i,0.00040977+0.00043097i,-0.00052123-0.00043251i,-0.00056437-0.00062581i,-0.00021988-0.00071081i,0.00017771+4.9047e-05i,0.00075162+0.00067063i,0.00074281+0.00018086i,0.00033076-0.0011021i,-0.00012372-0.001626i,-0.0007542-0.00048614i,-0.00064523+0.00016143i
-0.00101-0.00020942i,-0.00079777-0.00046596i,-0.00077333+0.00013138i,0.00047565-0.00066168i,0.0020845-0.0015591i,0.0029104-0.00084024i,0.0026055-0.00053409i,0.0015501-0.0010508i,0.00080884-0.0011675i,0.00097832-0.0005037i,0.00063387-0.0008776i,1.7468e-06-0.0014067i,0.00026881-0.0011237i,0.00015425-0.00036435i,5.2937e-05-0.00045956i,-0.00035856-0.00027205i,-0.0007579+0.00054872i,-0.0008548+0.00088089i,-0.00023681+0.00076692i,7.1752e-05+0.00033233i,-0.00043334-0.00072362i,-0.00015339-0.0015191i,0.000284-0.0011418i
0.0031761+0.00074419i,0.0030703-0.00087133i,0.003815-0.0032307i,0.003575-0.0040915i,0.0020916-0.0032635i,0.00072365-0.0024005i,0.00063717-0.00083481i,0.00085596-0.00022117i,0.001036-6.251e-05i,0.0013331+8.3432e-06i,0.00059752-0.00040535i,-0.00072699-0.00023343i,-0.0016015-0.0002632i,-0.0012092+9.7795e-05i,-0.00057287+0.00061328i,-0.00055367+0.0004638i,-0.00015114+0.00062308i,0.00021672+0.00077095i,0.00039384+0.00090479i,0.00041343+0.0010598i,-8.8246e-06-0.00010342i,4.7768e-06-0.00098568i,0.00069885-0.00056392i
0.00093699+2.7975e-05i,0.0012744-0.0004575i,0.0013475-0.00093197i,0.00024192-0.0021896i,-0.00061409-0.0025391i,-0.00017574-0.0013156i,0.00011634-0.0010426i,-0.00044623-0.0026061i,-0.00034726-0.0029488i,2.3698e-05-0.0025686i,0.00030569-0.0019283i,0.00024859-0.00027914i,0.00016407+0.00017596i,0.00013015-0.00068323i,0.0002543-0.0010794i,0.00016254-0.0012267i,-2.3365e-05-0.001122i,-0.00020606-0.00046985i,-9.0747e-05-8.4682e-05i,0.00017671-0.00040685i,0.00014939-0.00074456i,-2.6585e-05-0.00059314i,9.4664e-05-0.00043826i
4.3256e-06-0.00013846i,0.00022649-0.00014288i,9.4372e-05+3.333e-05i,0.00062061+0.0011112i,0.0017874+0.0029828i,0.0012153+0.0029789i,0.00026378+0.0013098i,7.2086e-06-0.00022835i,0.00054454-0.00074167i,0.0012392-0.00052842i,0.00060564-0.00048266i,0.00011651-0.00010615i,0.00017939-0.00019638i,-1.8223e-05-0.00021306i,-0.00077004+0.00077249i,-0.0011366+0.00032981i,-0.00094211+0.00032315i,-0.00049163+0.0010781i,-0.00012993+0.00079094i,-0.0001094+0.00043292i,-2.9705e-05+5.7943e-05i,0.00041399-0.00051635i,0.00037644-0.0005717i
-9.3077e-05-0.0028525i,0.00032276-0.003368i,0.00032814-0.00371i,-0.00014882-0.0035764i,-0.0016105-0.001824i,-0.0010238+0.00017803i,-6.8754e-05+0.00012618i,-0.00055446-0.00065205i,-0.00056489-0.0010685i,0.00011259-0.00098297i,8.8614e-06-0.00041455i,-0.00061118+0.00031567i,-0.00061298+0.00013217i,-0.00029614-0.00014605i,-0.00047572+0.00061212i,-0.00073081+0.00081426i,-0.00054147+0.00032733i,0.00024017+5.5486e-05i,0.00030216-4.5496e-06i,-0.00028867-0.00020056i,-0.00056572-0.00034249i,-0.00029828-0.00074358i,0.00034337-0.0010685i
-0.0017447+0.0011714i,-0.00044902+0.0013002i,0.00022966+0.00074836i,0.0013443-0.00068558i,0.0031922-0.0011361i,0.0033082-0.00094942i,0.0020419-0.0012226i,0.00085055-0.00076885i,0.0006849+2.3581e-05i,0.00028517-7.5408e-05i,-0.00022748-0.00053396i,-0.00013169-0.00084685i,-0.0005591-0.00059499i,-0.00095151-0.0006113i,-0.00075284-0.00067727i,-0.00044995-0.00046907i,-0.00033108-1.9647e-05i,-0.00043023+8.5434e-06i,0.00022603+0.00057306i,0.0013063+0.0004394i,0.0016594-2.3226e-05i,0.0012484+0.00045631i,0.00052645+0.00029656i
-0.00059347+0.00068396i,-0.00017188+0.0016919i,0.00052501+0.0025542i,0.0015126+0.0016778i,0.0025327+8.7133e-05i,0.0020423-3.2393e-05i,0.0014599-0.00084087i,0.00099367-0.0023128i,-0.00028944-0.0022205i,-0.00052076-0.0013895i,-0.00037379-0.0011912i,-0.00076528-0.00072849i,-0.00069945-0.00027559i,-0.0010225-0.00037475i,-0.0014559-0.00048567i,-0.00060552-0.00018672i,0.00012707+0.00017311i,-1.0285e-06+0.00063236i,0.00047366+0.00059097i,0.0011134+0.00025891i,0.00046901-0.00057933i,-0.00046343-0.00097282i,-0.00073854-0.00091904i
0.0011591-0.00030042i,0.00024069-0.0015154i,0.00081524-0.0033504i,0.0014234-0.0040426i,0.0013881-0.0033111i,0.0014181-0.0023647i,0.001373-0.0018526i,0.0011607-0.0011885i,0.00073796-6.3211e-05i,0.00058198-7.4106e-06i,0.00037496-0.00027321i,-7.9678e-05+2.4475e-07i,-0.00014289+0.00056734i,0.00025671+0.00076302i,0.00010909+0.00033021i,-0.00015138-2.9099e-05i,0.00042261+9.8849e-05i,0.00022533+0.00061402i,0.00025833+0.00065306i,0.00056487-0.00015463i,0.000328-0.00056691i,0.00021894-0.00057354i,0.00027299-0.00048128i
