-0.00074492+0.00035023i,-0.00073863-0.00092391i,-0.00017644-0.0016574i,0.00042484-0.0021708i,-7.514e-05-0.0031806i,-0.0012026-0.0022661i,-0.001965-0.00043295i,-0.0016023+0.001082i,-0.0001503+0.0011505i,0.00096042+6.0039e-05i,0.00077247+0.0002281i,-0.00022449-1.6981e-05i,-0.00013032-5.0277e-05i,0.00024297+0.00014718i,0.00010845-0.00026551i,-0.00014908-0.00062187i,-0.00010186-0.00098187i,-0.00030302-0.00044201i,-0.00087774+8.267e-05i,-0.0012099-0.00035133i,-0.0007898-0.00060711i,2.7486e-05-0.00038081i,0.00047936-6.8136e-05i
0.00068618+0.00062114i,0.0010239-0.00014331i,0.0014753-0.00077891i,0.0015561-0.0013318i,0.00062348-0.0011302i,-0.0010539-0.0005953i,-0.0017248-0.00039054i,-0.00091598-0.00074463i,-7.1135e-05-0.00080523i,0.00022523-0.00039082i,0.0003922-0.00018328i,0.00052224+8.2414e-05i,0.00040764+0.00023698i,7.5139e-05+0.000468i,-0.00043314+6.6001e-05i,-0.00078745-5.1654e-05i,-0.00070569-8.3592e-05i,-0.00024614-0.00027444i,-0.00043035+0.00017296i,-0.0007274+0.0001351i,-0.0004242+0.00022556i,-3.0905e-05+6.6462e-05i,-0.00014922+4.9889e-05i
-0.0012283+0.00012846i,-0.00020246-0.00037319i,0.00022596-0.0013826i,-0.00081154-0.0017199i,-0.0020836-0.0013862i,-0.0018524-0.00041543i,-0.00090464+0.00014047i,-0.0011899-0.00031699i,-0.0014487+1.4023e-05i,-0.00064075+0.00051261i,0.0001803+0.00058315i,0.00027716+0.00039717i,0.00056733+0.0002727i,0.0012302+1.0154e-05i,0.0011873+0.00028048i,7.5719e-05+0.00070149i,-0.0010886-0.000248i,-0.001096-0.00061256i,-0.00053956-0.00056616i,0.000309-0.00049474i,0.00078083+0.00013939i,0.0004953+0.00018451i,-0.00033097+1.2638e-05i
0.00079834-0.00048708i,0.00057863+0.00043133i,0.00040019+5.0794e-05i,6.0237e-05-0.00084654i,-0.0010194-0.00058971i,-0.0017653+0.00013598i,-0.0015318+0.00046238i,-0.0011942+0.00038878i,-0.0008724+0.00022573i,-0.0010082+8.8445e-05i,-0.00092691+0.00034784i,-0.00013657+0.00073164i,0.00011854+0.00025401i,0.00067708-0.00030113i,0.00094244-0.00061335i,-0.00058421-0.00072355i,-0.0014482-0.00084327i,-0.0010996-0.00038121i,-0.00056106+0.00041679i,-0.00052618+0.00098733i,-0.00053767+0.0006479i,-0.00070025-0.00046741i,-8.2833e-05-0.00093946i
0.00089987+0.0013275i,0.00082129+0.00090604i,0.00093037+0.00017926i,0.00071507-0.0017031i,0.00064302-0.0028535i,0.00073196-0.00223i,0.00016658-0.0011023i,-0.00036129-0.00013892i,9.1575e-05-0.00026118i,0.0010422-0.00041268i,0.00094422+2.8433e-05i,0.00024995+0.00055299i,-9.6126e-05+0.00015524i,-0.00014283-0.00020816i,-0.00085634-0.00084242i,-0.0011812-0.0016283i,-0.00041528-0.0013609i,-0.00024085-0.0003604i,-0.00053303-0.00048291i,-5.9902e-06-0.00052743i,-9.8528e-05-0.0001499i,-0.00038863-0.00012823i,-0.00027025-1.6281e-05i
0.00023666+0.00016287i,0.00047305-0.00043695i,0.00079906-0.0012182i,0.00056293-0.0016954i,-0.00054149-0.0022057i,-0.0012199-0.0017474i,-0.00095426-0.00038587i,-0.00024249+3.9338e-05i,0.00022215+6.406e-05i,0.00019248-8.2784e-05i,0.00011415+0.00015444i,0.00042375+0.00013944i,0.00048363+0.00033096i,-5.5785e-05+8.5803e-05i,-0.00082202-0.00098791i,-0.00065747-0.00091799i,-0.00052124+2.6448e-05i,-0.0010687+0.00034769i,-0.0013994+0.00018878i,-0.0011394+5.5757e-05i,-0.00074732-0.0001312i,0.00011289-0.00092251i,0.00065135-0.0011455i
-0.00052848+0.00011306i,0.00042857-1.0883e-05i,0.00077319+0.00027304i,-0.00021051-0.00095918i,-0.0010863-0.0021609i,-0.00099914-0.0024115i,-0.000936-0.0011678i,-0.00078388+0.00011063i,-0.00067799+0.00015332i,0.00033693+0.00022409i,0.00089804-0.00028899i,6.8969e-05-0.00054267i,-0.00056532+0.00050076i,-0.00032226+0.00075009i,-5.3754e-05+0.00037538i,0.00031109-3.7463e-05i,0.0007155+4.9934e-05i,-2.8957e-06+0.00054997i,-0.0010993+0.00047859i,-0.0011666+0.00020478i,-0.00094466-1.7342e-06i,-0.0011722+0.00027913i,-0.0015165+0.00022773i
-0.0024834-1.1267e-05i,-0.0016279-0.0006381i,-0.0017252-0.00022547i,-0.001609-0.00046994i,-0.00071093+0.0001302i,0.00012884+0.00044773i,0.00040345-0.00011902i,-0.00012256-0.00053428i,-0.00079016-0.00094091i,-0.00090683-0.00046512i,-0.0005124+3.9318e-05i,-0.00044941+7.791e-05i,-0.00017687-0.00040703i,0.00046308-0.0011008i,0.00072046-0.00089926i,0.00034144-0.00081518i,-0.00018701-0.0009789i,-0.00041665-0.00084558i,-0.0001686-0.00044095i,-2.3519e-05-7.8129e-05i,-0.00030923+0.00065206i,-0.0005741+0.00082165i,-0.00070783+0.00016804i
-0.00068846+0.00075687i,-0.00070018+0.00069281i,-0.0010196-0.001024i,-0.0016292-0.0019391i,-0.0025516-0.002512i,-0.0017616-0.0016113i,-0.00089748-0.00061036i,-0.00078985-0.00098616i,-0.00075436-0.0011151i,-0.00019118-0.00087928i,0.00025351-0.00029943i,9.7058e-05-0.00023088i,-0.00016946-0.00059752i,-0.00057134-0.00046319i,-0.00017519-0.00019555i,-7.1859e-05-3.7634e-05i,-0.00066531-4.0606e-05i,-0.00048329-0.0001855i,-0.00023229+3.8835e-05i,-0.00029516+0.00054311i,-0.00044819+0.00059396i,-0.0001322+0.0007116i,0.00038655+0.0012226i
0.0019152-0.0027153i,0.00071504-0.0022753i,0.00029793-0.00194i,-0.0007208-0.0015069i,-0.0016537-0.00083605i,-0.0014377+0.00013443i,-0.00076598+0.0005822i,8.6474e-05+0.00034248i,-0.00040008+0.00012904i,-0.001259+0.00017303i,-0.00094288+9.6182e-05i,-0.00080721+0.00035854i,-0.00069413+0.0004765i,3.2474e-05+0.00047366i,0.00011754+0.00023381i,-0.00062831-0.00036853i,-0.00064744-0.00026875i,-0.0002354+0.0001554i,-0.00033444+0.0008067i,-0.00093206+0.00090051i,-0.00052322+0.00042475i,-5.7054e-05+0.00018965i,-0.00059454+0.00020016i
0.001796-0.001084i,0.0020385-0.0010403i,0.0013952-0.0016311i,0.00087029-0.0028439i,0.00043745-0.003598i,-0.00070672-0.0023918i,-0.0017705-0.0006131i,-0.001442-0.00076956i,-0.00084252-0.0012082i,-0.00037054-0.00047186i,-6.0736e-05+0.00020748i,0.00024249+9.1852e-05i,0.00038231-0.00015278i,0.00016172-0.00024859i,0.00027374-0.00026888i,0.00047239-0.00088116i,0.00036705-0.00080998i,4.483e-05-0.000768i,-0.00095636-0.00044805i,-0.00094566+0.00042282i,0.00023885+0.00034908i,0.00068759+0.00012164i,0.00099434+0.00058977i
-4.9714e-07+0.0012899i,0.00073359+0.0015655i,-7.4636e-05+0.00048633i,-0.00056816-0.00042156i,-0.00034728-0.0008886i,-0.00038095-6.942e-05i,-0.00038244+0.00047018i,-0.00063188-0.00037908i,-0.00062643-0.00079968i,-0.00058236-0.00058425i,-0.00012713-6.7296e-06i,0.00061626+0.00025225i,0.00085984+1.3168e-05i,0.0007937-0.00047957i,0.00090019-0.0005008i,0.00077366-0.0006204i,-0.00018121-0.0010544i,-0.00088943-0.001149i,-0.001021-0.00018249i,-0.0011492+0.00056992i,-0.0011636+8.7582e-06i,-0.00069715-0.00042295i,0.00013816-0.00045014i
0.00031759-0.00087733i,0.00035887-0.0012673i,0.0010299-0.0021484i,0.00069347-0.0025089i,-0.00038753-0.0029234i,-0.00036169-0.0021403i,-0.00087101-0.00030046i,-0.0015286+0.00031849i,-0.001016-0.00077085i,-0.00082194-0.00075091i,-0.00031696+0.00073428i,0.00024983+0.00084107i,0.00016144+0.00031329i,0.00016654+0.00054549i,-0.00016461-0.00010733i,-0.00020306-0.00058408i,-0.00041457-0.00026853i,-0.00081808-9.5995e-05i,-0.00056435+0.00030194i,6.495e-05+0.0003548i,0.00065936+5.5094e-05i,0.00058473-6.2469e-05i,0.00014353-0.00014193i
-0.00077692+0.00087162i,-2.5848e-05+3.7388e-05i,0.00064721-0.00046713i,0.00078737-0.0013084i,4.0945e-05-0.0019516i,-0.00041996-0.0017705i,-0.00047404-0.00079502i,-0.0012303+0.00039746i,-0.0016736+0.00051167i,-0.0011799+8.4536e-05i,-0.00017201+0.00061644i,0.00018334+0.0010947i,-0.00018856+0.00020035i,-0.00055375-0.00054934i,0.00029673-0.00024361i,0.00027888-0.00040671i,-0.00053106-0.00031685i,-0.00048143+0.00021989i,-0.0004378+0.00011647i,-0.00083327+0.00048744i,-0.00056502+0.00080836i,0.00042935+0.00028592i,0.00068838+0.00012905i
-5.2669e-06+0.00027604i,0.00026731+0.00022409i,0.0011253+0.00012289i,0.0015895-0.00051464i,0.00082717-0.0018468i,-0.00056083-0.0016602i,-0.0015366-0.00023179i,-0.0016937+0.00023766i,-0.00082131-0.0008179i,5.7008e-05-0.00092837i,0.00031591-0.00042268i,0.00031849-0.00064944i,0.00053019-0.00077317i,0.000541-0.0006732i,0.00032536-0.00050907i,0.00064895+2.29e-05i,0.00029162+0.00029553i,-6.2139e-05+0.00058864i,0.00025547+0.0011774i,0.00027993+0.00045871i,0.00042807-0.00021607i,0.00047076-0.00046708i,-0.00022303-0.00062393i
0.00068362-0.00066699i,0.00034913-0.00075606i,0.0004719-0.001995i,0.00080375-0.0026154i,-0.00032375-0.0020172i,-0.0014146-0.0016459i,-0.0012361-0.00091377i,-0.0006266-0.00026351i,-1.6243e-06-0.00082273i,0.00059295-0.00043827i,0.00023906+0.00080468i,-0.0001867+0.00081807i,-0.00033117+0.0003214i,-0.00083183+0.00020028i,-0.00053612+0.00042683i,7.0717e-05+0.00069729i,-0.0006667-0.0001852i,-0.0013908-0.00068069i,-0.00097095+4.5636e-05i,-0.00042626+0.00035626i,-0.00031532-0.00024157i,-4.6505e-05-0.00079989i,0.00035115-0.00016474i
-0.00043932+0.00026493i,0.0003868+0.0006897i,0.00086966-0.00054794i,0.00091818-0.0019146i,-0.00043618-0.0025833i,-0.00069807-0.000795i,-0.00032007+0.0009963i,-4.068e-05+0.00062849i,0.00049903+0.00019256i,0.00018708+2.2219e-06i,0.00036498+0.00010725i,0.00078729+0.0003358i,0.00060782+1.1032e-05i,0.00080459+0.00036007i,0.00023952+0.0003982i,3.7662e-05-0.00017453i,9.288e-05+0.00084578i,-0.000627+0.0014374i,-0.00095309+0.00076632i,-0.00076367+0.00028032i,-0.00055581-0.00044741i,1.4793e-05-0.0010586i,0.00050431-0.00053291i
-0.0014577-0.0011181i,-0.0010235-0.00081691i,-0.00024015-0.00049482i,0.00038621-0.00045322i,-0.0003124-0.00057232i,-0.00018098-0.00081377i,0.00031001-0.00086854i,-0.00010885-0.00075768i,-0.00069819-0.00082032i,-0.001026-0.00041981i,-0.00013309-0.00029962i,0.00042213-0.00050957i,-0.00020671-4.2648e-05i,-0.00060647+0.00023963i,1.1069e-06+0.00022545i,0.00020617+0.00011601i,0.00020967-5.8194e-05i,0.00041571+0.00047033i,-0.00011656+0.0012393i,-0.00029009+0.0012951i,1.706e-05+0.00086067i,0.00053043-0.00012307i,0.0010779-0.00040631i
-0.00014593-0.0010566i,-0.0005394-0.0014645i,-0.00020832-0.0012863i,-0.00032632-0.0012393i,-0.00093529-0.0011135i,-0.0015345-0.00090662i,-0.0016898-0.00083962i,-0.0016622-0.00093186i,-0.0013528-0.0010476i,-0.00054842-0.00075627i,-5.1363e-05-0.00050128i,-0.00028376+0.00028401i,-0.00031223+0.00082083i,0.00025869+0.00018495i,-0.00011975-0.00044016i,-0.00051455-0.00077565i,-0.00042551-0.00035614i,-0.00086816+0.00069436i,-0.00063055+0.0010039i,-0.00030949+0.00077538i,-0.00030862+0.0007119i,-0.00030357+0.00027025i,0.00027375-0.00017961i
-0.0013676-0.0021192i,-0.001945-0.00080757i,-0.0022299-0.00092021i,-0.0015976-0.0011089i,-0.0019052-0.00095953i,-0.0016006-0.0017065i,-7.1705e-05-0.0017293i,-0.00013171-0.0013469i,-0.0007534-0.001113i,-0.00020678-0.001042i,8.2046e-05-0.00050018i,-0.00045794+0.00029707i,-0.00056467-2.42e-05i,-0.00034223-0.00069042i,-0.00047039-0.00053209i,-0.0012375-0.00053177i,-0.0012881-0.00047062i,-0.00079095-4.6787e-05i,-4.662e-05+7.4131e-05i,0.00016116+0.00018669i,0.00029718-0.00013609i,0.00011767+0.0003896i,4.7827e-05+0.0004136i
-0.0016539+0.00029158i,-0.001703+0.00028173i,-0.00079443+0.00064205i,6.5151e-05+0.0010666i,0.00012825+0.00098401i,6.6534e-05+0.00017055i,-0.00022131+0.00028467i,-0.00020027+0.00017441i,-0.00021271-0.0004054i,0.00018569+0.00014195i,0.0006334+0.00090044i,0.00022568+0.00069073i,-0.000344+2.1986e-05i,-0.00072497-0.00063086i,-0.0008516-0.00033765i,-0.00096797+0.00017214i,-0.0010079-0.00011178i,-0.00031657-0.00040993i,0.00034563-0.00052129i,0.00042132-0.00015145i,-1.7413e-05+0.00025172i,-0.00030624+0.00011691i,2.5168e-05+0.00013512i
0.00047806+1.7504e-05i,0.00041331+0.00038528i,0.0010097-0.00060293i,0.00086997-0.0026664i,9.1051e-05-0.0031427i,-0.00049664-0.0023542i,-0.00071907-0.0011093i,-0.0010357-0.00014081i,-0.00087254-0.00018861i,-0.00068332-9.4065e-05i,-0.001073+3.6667e-05i,-0.0010014+0.00045047i,-0.00018408+0.00067588i,0.00057703+0.0002808i,0.00049189-0.00015414i,-0.00019689-0.00014712i,-0.00014691-0.00034945i,0.00041034-0.00039704i,7.8451e-05-0.00023899i,-0.00052783-0.00040882i,-0.00040521-0.00019096i,0.0002355+4.9569e-05i,0.0010509+4.3433e-05i
-0.00026726-0.00062983i,0.00020902-0.0015761i,-0.00029396-0.0024342i,-0.00095763-0.0030042i,-0.001679-0.0026676i,-0.0016936-0.0013441i,-0.0010619-0.0005905i,-0.00069196-0.00042804i,-0.00052471-0.00069725i,-0.00045107-0.0014673i,-0.00065264-0.001177i,-0.00092031-0.00054186i,-0.0012851-5.5104e-05i,-0.00070443+0.00046432i,0.00021335-0.00027529i,0.00054116-0.0013118i,1.6692e-05-0.0011077i,-0.00082468-0.0004969i,-0.00070116-0.00021594i,-0.00057598+0.00021985i,-0.0005033+0.00068697i,-9.0594e-05+0.00016887i,0.00026521-0.00022095i
-0.0019933+0.00015417i,-0.00058417-0.00015503i,0.0015379-0.00033355i,0.0011275-0.0004009i,7.6514e-05-0.00056745i,-0.0010713-0.00071022i,-0.0014448-0.0011835i,-0.00085391-0.0011374i,-0.00038994-0.00022917i,0.000151+2.2457e-06i,7.8737e-06-0.00060021i,-0.00067248-0.00047848i,-0.0010659+0.00049662i,-0.0012804+0.00037294i,-0.0011512-0.0013157i,-0.0005097-0.00080452i,0.00071864+0.00035389i,0.0013112+0.00041737i,0.00072169+0.00032386i,-0.00012045+0.00055043i,-0.0004056+0.00052115i,0.00033347-0.00010219i,0.001103-0.00038821i
0.001121+0.00017952i,0.0012942+4.4013e-05i,0.0014913-0.00050307i,0.0013128-0.0013057i,-0.00052763-0.0019827i,-0.00082161-0.0022472i,-0.00085451-0.001429i,-0.0012268-0.00044489i,-0.00098795-0.00077062i,-0.00074876-0.00056261i,-0.0011187+0.00029601i,-0.0010513+0.00056859i,-0.00071285+0.00055706i,-0.00026087+0.00047936i,-2.8832e-05+0.00039713i,-0.00011577+0.00013905i,-0.00047582-2.4455e-05i,-0.0007265+0.00016147i,-0.00057168+5.3962e-05i,0.00032704+0.00022474i,0.00068785+0.00042156i,0.00054313+0.00011681i,0.00079328+0.00014208i
0.00011689-0.0012129i,0.00024224-0.00065825i,0.00013873-0.0011989i,-0.00035424-0.0024699i,-0.0014034-0.0011666i,-0.001408+0.00014622i,-0.0013331-5.2247e-06i,-0.0015036+5.5801e-05i,-0.00063313-0.00054986i,-7.6726e-05-0.00075668i,-0.00031589-1.3441e-05i,-0.00050636+0.00043814i,-0.00083459+0.00036023i,-0.00086934-4.9981e-05i,-0.00019281-0.00049184i,0.00060018-0.00030773i,0.00030753+0.00047541i,-0.0012487+0.0010564i,-0.0018831+0.0004879i,-0.0011344+0.00049316i,-0.00077473+0.00067841i,-0.00037273+0.0001567i,0.00066888-0.00061703i
0.00059899+0.0013728i,0.0016242+0.00054975i,0.0021293-0.00047053i,0.0016387-0.0020179i,0.00069748-0.0032538i,-3.9556e-05-0.0023972i,-0.00090103-0.00095634i,-0.0014771-0.00042889i,-0.0012093-8.2274e-05i,-0.00053942+0.00022164i,-0.00035577-5.4802e-07i,-0.00035875-0.00041372i,-0.00050574+0.00061905i,-0.0011861+0.0011593i,-0.00054966+0.00024886i,0.00037513-0.00062774i,0.00026655-0.00093082i,0.000384-0.00038064i,0.00045858+0.00037931i,7.9614e-05-3.752e-05i,-0.00049492-0.00060328i,-0.00054949-0.00048186i,-0.0004034-0.00032156i
-0.0008826-5.6045e-05i,-3.2417e-05-0.00011002i,0.00010717-0.00030364i,0.00066982-0.0011103i,0.00035632-0.0016592i,-0.00033331-0.00070646i,-0.00047023+0.00030584i,-0.00070602+0.00022339i,-0.00059558-0.00034919i,-0.00013336-0.0002294i,0.00029729+0.00044904i,0.00013468+0.00020857i,-9.8423e-05-0.00054951i,0.00032207-0.00084479i,0.00062227-0.001074i,0.0003244-0.00049997i,-0.0005667-9.1826e-05i,-0.00067151-0.0004859i,-0.00021253-0.00076461i,0.00019686-0.0004993i,0.00028959-0.00021938i,6.0653e-05-0.00034317i,-0.00025715+0.00043269i
-5.1765e-05+0.00067318i,-0.00010991+0.00035174i,0.00063183-0.00031662i,0.00099591-0.0014422i,0.0011585-0.0021039i,-4.0621e-05-0.0016855i,-0.00080963-0.0011091i,-0.00084412-0.00086287i,-0.00066848-0.00043464i,-0.00051476+0.00024605i,-0.00053532-0.00011665i,3.0757e-06-0.00030465i,0.00026609-6.8457e-05i,-5.8728e-05+0.00016165i,5.0213e-05+0.00040315i,0.00018543-0.00017514i,-0.0001746-0.00097973i,-0.00029944-0.00097315i,-0.000483-0.00063791i,-0.00068791-0.00045741i,-0.0007335-6.6304e-05i,-0.00099816+0.00099818i,-0.0010132+0.00062786i
-0.00091614-0.00038054i,-0.00078471+0.00059364i,-0.00098777+0.00044456i,-0.0010622-0.00044582i,-0.0014005-0.0011501i,-0.00072852-0.0003524i,0.00011424+0.0001143i,0.00013506-0.0013711i,0.0001475-0.0013234i,-0.00021889-0.00021162i,-0.00019149-0.00040855i,0.00057268-0.00027422i,0.00059302+0.00036161i,-2.5095e-05-5.682e-05i,-0.0003276-6.9992e-05i,-1.9757e-05+0.00085815i,-0.00022573+0.00049087i,-0.00023014-5.1862e-05i,-0.00016235-0.00022048i,0.00048829-0.00041822i,7.262e-05+0.00074654i,-0.00094363+0.00055435i,-0.00036387-0.00043279i
0.0010613+0.0010053i,0.0017911+4.2108e-05i,0.0023432-0.0011498i,0.00099196-0.002792i,-0.00081056-0.0037384i,-0.0014853-0.0036679i,-0.0018927-0.0020579i,-0.0016166-0.00016152i,-0.00049511+0.00027952i,6.1822e-05-0.00041829i,-0.00034414-0.00048413i,-0.00018875+0.00027913i,0.00013164+0.00041338i,0.00077193+0.00042429i,0.0013247-7.9899e-05i,0.00063435-0.00017343i,-0.00026792-0.00017971i,-0.00064589+0.00020936i,-0.0008203+0.00079994i,-0.00058953+0.0011358i,-0.00065442+0.0012813i,-0.0006932+0.0009629i,-0.00037184+0.00035047i
0.00080107+0.00028349i,0.00071877-0.00049585i,0.0011043-0.000863i,0.00066455-0.0013399i,0.00048459-0.0012298i,-2.578e-05-0.00030573i,-0.0015092+0.0001224i,-0.0020407+0.00072619i,-0.0016737+0.0011492i,-0.0011714+0.00069726i,-0.00062427-0.00025281i,0.00011495-0.00096819i,0.00036852-0.00037092i,9.3692e-05+0.00059515i,8.1976e-05+0.00042226i,0.00056726+0.00018098i,0.00050939+0.00017922i,0.00045086-0.00014909i,0.00011979+0.0001436i,-0.00055385+0.00079145i,-0.00039259+0.00070644i,-0.00028646-0.00032769i,3.8678e-05-0.0010501i
-0.00093479+0.00013664i,-0.001083+0.00037757i,-0.00035153-0.0005216i,0.00042222-0.0011104i,0.0004789-0.00093467i,0.00013777-0.00018334i,-0.00015286-9.7746e-05i,-0.00020095-0.00078792i,-0.00040666+7.4884e-05i,-0.00043471+0.0007062i,0.00015279+0.00056172i,0.00064595+0.00051615i,-0.00014902+0.0007059i,-0.00069703+0.00028199i,-0.00038751+1.9389e-05i,0.00018432+0.00011236i,-0.00032384+0.00014674i,-0.0010805-0.00022133i,-0.00091262-0.00049701i,-0.001178-0.00076381i,-0.0010036-0.00039402i,-0.00027095+8.4692e-05i,0.000224-9.1187e-05i
-0.00058684-0.00011969i,0.00036599-0.00084973i,0.00042122-0.00106i,-0.00037775-0.00062276i,-0.0010718-0.00046971i,-0.00069059-0.0008041i,-0.00036907-0.00097837i,-0.00064344-0.00070986i,-0.00057393-0.00060067i,0.00025998+8.7511e-05i,0.00048777+0.00039291i,-0.00029539+0.00016551i,-0.00051596+0.00010983i,-0.00039381-0.00028184i,-0.00059067-0.00054047i,-0.0008862-0.00076327i,-0.00039684-0.00088978i,0.00059864+9.9186e-06i,0.00014011+0.00038171i,-0.00048473+0.0002877i,-0.00023927+0.00050521i,0.00060786+9.5895e-05i,0.00083504-0.00012141i
-0.00154-0.00027632i,-0.0013661+0.0003637i,-0.00069828-0.00016846i,-0.0012335-0.0019746i,-0.0020741-0.0016843i,-0.0015596-0.00050975i,-0.00089509-0.00025812i,-0.00052672-0.0003334i,-0.00079271-0.00015774i,-0.0010947+0.00029983i,-0.00042804+0.00087149i,-0.0002635+0.0006105i,-0.00020577+0.00012596i,1.4815e-05-0.00028495i,-0.00018534-0.0007553i,-0.00010361-0.00051253i,-0.00031485+0.00047025i,-0.00090556+0.0008i,-0.00086526+0.00033386i,-0.00075133-0.00017559i,-0.00064022-0.00062479i,-0.00067223-0.00082996i,-0.00072431-0.00059098i
0.00032892-0.00079221i,0.00058264-0.00078621i,0.00084812-0.0018092i,0.00064964-0.0024845i,-0.00057395-0.0030274i,-0.0010571-0.0023033i,-0.00015439-0.000857i,0.00026942-0.0006198i,-0.00020941-0.00070515i,-8.7015e-05-0.00039513i,0.00043359+0.00044688i,0.0002184+0.00071341i,0.00050308+0.00036168i,0.00077574-0.00018241i,0.00010896-0.00049295i,9.7297e-05-0.00043926i,0.000229-0.00011733i,-0.00021607+0.00010687i,-0.00031546-0.0001709i,-0.00035457+5.0189e-05i,-0.00034665+0.00051363i,-0.00030554+5.9905e-05i,-0.00034132-6.9584e-05i
0.00011241-0.0012786i,-0.00046862-0.0010903i,-0.0011214-0.00081611i,-0.0018642-0.00064629i,-0.0026559-0.00087137i,-0.0028383-0.00058876i,-0.0024495-8.8379e-05i,-0.0018916-0.00017627i,-0.00091987-0.00068361i,-0.00023001-0.0012888i,0.00012947-0.0010509i,-9.3752e-06-5.593e-05i,-0.0003145+0.00039341i,9.9652e-05-0.00013435i,0.00053016-0.00068271i,-0.00011555-0.00039183i,-0.0011878-0.00039575i,-0.0011549-0.00039988i,-0.00079918-0.00056763i,-0.00026146-0.0005031i,6.3496e-05+0.00031723i,-0.00020962+0.00048093i,-0.00068298+8.421e-06i
0.00090372+0.00061661i,0.0004058+0.00059503i,0.00066756-0.00043916i,0.0012982-0.00082151i,0.00033423-0.00059648i,-0.00030016-0.00019814i,-0.00024479-0.00019703i,-0.0012215-0.00093547i,-0.0018902-0.0014387i,-0.0012489-0.0013028i,0.000158-0.00040015i,0.00032707+0.000109i,-0.00023679+0.00024221i,-0.00016026-0.00012306i,8.3996e-05-0.00046586i,0.0001075-0.00018956i,-0.0003914-0.00058538i,-0.00097358-0.0007813i,-0.00074024-0.00034299i,5.8289e-05+0.00027437i,-0.00041096+0.0010771i,-0.0016625+0.00047043i,-0.0010634-0.00027502i
0.00011417-0.00037894i,0.00092091-0.0014578i,0.00042386-0.0030422i,-0.00067475-0.0031582i,-0.00095999-0.0025125i,-0.00063215-0.0012312i,-0.0005439-0.00045167i,-0.00065976-0.0006347i,-0.00096938-0.00034014i,-0.00098835-6.5421e-05i,-0.00055872+0.00012243i,-1.0341e-06+0.00074645i,0.00024648+0.00073256i,2.1792e-05+4.6691e-05i,-0.0003772-0.00016757i,-0.00027762-0.00026777i,2.5811e-05+0.00014536i,0.00016396+0.00072142i,0.00033105+0.0009338i,2.0132e-05+0.00091946i,0.00013634+0.00032317i,6.5362e-05+8.3101e-06i,-0.00024905+6.3065e-05i
0.0010331+0.00021498i,0.0015233-0.00017198i,0.0017794-0.00041321i,0.00022483-0.001929i,-0.00094304-0.0030065i,-0.0013328-0.0020563i,-0.0010138-0.0010006i,-1.4561e-05-0.00074298i,0.00034005-0.00020439i,-0.0001536-0.00045715i,-0.00013431-0.0011448i,-0.00016249-0.0012422i,5.6667e-05+5.1139e-06i,-3.2463e-06+0.0012533i,-0.00076727+0.0008183i,-0.00047459+0.00014446i,-0.00021577-0.00010461i,-0.00041927-0.00038753i,-0.00018933-8.8617e-05i,0.00081866+0.00045642i,0.00077207+0.00036942i,-7.0762e-05-0.00029235i,-0.00028521-0.00094808i
0.00031347+0.00033682i,-0.00018337-0.00013915i,0.00055905-0.00025972i,0.000582-0.00064085i,-0.00058627-0.0017162i,-0.0010039-0.0013731i,-0.00094015+0.00015216i,-0.00018986+0.0002912i,6.3702e-05-0.00020087i,0.00049726-0.00040806i,0.00076822-0.00046153i,0.00020367-0.00057675i,0.00015223-0.00067474i,-0.00023401-0.00031142i,-0.0008432+0.00014008i,-0.00066146+0.00022424i,-0.00042699-0.00014828i,-0.00068164-0.00044626i,-0.00064275+0.00012701i,-0.00019802+0.000509i,-0.00072625-3.3735e-05i,-0.0007766-0.00036381i,-0.0003162-0.00042527i
0.00065522-0.0010137i,0.00087754-0.0009931i,0.00058522-0.0011568i,0.00049874-0.0012066i,0.00013215-0.0010346i,8.5733e-05-2.3942e-05i,-5.0754e-05+0.0011399i,-0.00096031+0.00083381i,-0.00095838-0.00010494i,-0.00032048-0.0008997i,-0.00010581-0.0011282i,5.625e-06-0.00026186i,-0.00025025+6.1354e-05i,-7.4332e-05-0.00023821i,0.00017692-0.00029333i,-0.00048511-5.4075e-05i,-0.00085351-0.00015533i,-0.00066006-9.3465e-05i,-0.00098169+9.7574e-05i,-0.00098458-0.00011692i,-0.00023663-0.00027534i,-0.00051239+2.5448e-05i,-0.00011068+0.00012688i
-0.00091402+0.0012401i,-1.7184e-05+0.00061426i,8.5599e-05+0.00033983i,3.3126e-05-0.00061694i,-8.7321e-05-0.0010999i,-0.00084389-0.0013233i,-0.0007873-0.0014922i,-0.0004163-0.00073619i,-0.00035363-0.00012838i,3.0696e-05+0.00015318i,8.0729e-05+0.00048252i,-0.0003592+6.5293e-05i,-0.0011166-0.00033113i,-0.00043782-0.00014317i,0.00093597-0.00013059i,0.00050537-0.00025507i,-0.00049755-0.00024054i,-0.00036327-5.0406e-05i,-0.00069249-0.00033773i,-0.00099691-0.0004401i,2.0759e-05-2.8617e-05i,0.0010581+0.00033651i,0.0011424+0.00061002i
