0.00029915-0.00022973i,0.0007882-0.0011733i,0.00059351-0.0012145i,0.00038048-0.0013015i,-0.00037027-0.0022438i,-0.00065764-0.0015286i,-0.00024437-5.1514e-05i,-4.9772e-05+0.00097206i,0.0012081+0.00091962i,0.0020442-0.00012575i,0.0012896-0.00049763i,8.364e-05-0.00065018i,-0.00082275-0.00063616i,-0.00073505-0.00082207i,-1.1382e-05-0.00038348i,0.00019123+0.00052361i,-0.00025579+0.00019751i,-0.00076424-0.00042984i,-0.00057393+0.00029753i,7.779e-05+0.00057856i,0.001156-0.00018636i,0.0013117-0.00047291i,0.00025951-3.2299e-05i
-0.00083204-9.0781e-05i,-0.00097615-0.0010338i,-0.0010154-0.0012981i,-0.00090807-0.000833i,-9.5741e-05-0.001214i,0.00095709-0.0018746i,0.00078417-0.0015609i,0.00066113-0.00037299i,3.5529e-05-0.00026749i,-0.0012638+4.1284e-05i,-0.0014363+0.00037623i,-0.0015346+0.000262i,-0.0011388+0.00019272i,-0.00049218+0.00048083i,-0.00053548-0.00014933i,-0.00080314-0.00045195i,-0.00098155+0.00031541i,-0.00014924+0.00081926i,0.0008928+0.00025717i,0.0013198-0.00020913i,0.00073681+0.00080183i,0.00020222+0.0010322i,-0.00011301+0.00055631i
0.00020395+0.0016191i,0.00057323+0.0015332i,0.00079534+0.00052469i,0.00087645-0.0001747i,0.0016034-0.00045022i,0.0014507-0.0011762i,0.00026648-0.0018521i,-0.00098995-0.0015999i,-0.00078132-0.0012661i,-0.00011104-0.0018286i,-0.0003439-0.0019512i,-0.0004356-0.0012513i,-0.0013912-0.00070835i,-0.0017106-8.3593e-05i,-0.00084399-0.00013634i,-0.00082226-0.00087129i,-0.00056662-0.00041609i,-0.00033487+0.00039547i,-1.6959e-05+0.00056026i,0.00038603+0.00029619i,9.0596e-05-0.00065557i,-0.00031522-0.0010718i,-0.00022574-0.00089992i
-0.00042934-0.00099606i,-0.00084414-0.0012304i,-0.00091577-0.00025949i,0.00030413+0.00043082i,0.0018959-0.00033514i,0.0018006-0.0011716i,0.00056593-0.0011506i,-0.00040212-0.00022926i,-1.6091e-06+0.00026104i,0.00067494-0.00061869i,0.0015872-0.0017371i,0.0021071-0.0016739i,0.0011817-0.00098538i,0.00049256-0.00093304i,0.00033415-0.0010124i,-7.1608e-05-0.00049785i,-0.00066509-0.00020636i,-0.00066051+0.00050538i,5.7166e-05+0.001178i,0.0005561+0.00032981i,0.00067377-0.00019491i,0.00069077+0.00014465i,0.0010637-0.00015232i
-0.00047059+0.00066418i,0.00096098+0.001065i,0.0021493+2.9893e-05i,0.001828-0.0015859i,0.0020857-0.0011138i,0.0015461-0.00092112i,-9.0087e-05-0.0012701i,4.4472e-05-0.00030456i,0.00075174+0.00022956i,0.0012143+0.00082564i,0.0010012+0.0015825i,0.0004285+0.0013938i,0.00024522+0.00024664i,0.00031536+0.00031493i,0.00036584+0.00083102i,0.00036749+0.00099182i,-0.00054531+0.0011981i,-0.0007036+0.00062804i,0.00011258-0.00049798i,0.00017292-0.00032566i,-0.00017885+6.3886e-05i,-0.00035905-0.0004882i,6.5669e-05-0.00042545i
-0.00037728-0.00034826i,-0.0010079+9.0919e-05i,-0.0016393+0.00060475i,-0.0005484+0.0012686i,0.00065786+0.0012808i,0.00065929+0.00075249i,-0.00047522+0.00034802i,-0.00058148-0.00061952i,-0.00032764-0.0013497i,-0.00095517-0.00035292i,-0.0015333+0.00025934i,-0.0012412-4.8383e-05i,-0.00070814-0.00012037i,-6.5645e-05-0.00099978i,0.00031624-0.001441i,0.0004279-0.00065488i,5.2968e-05+0.00041212i,-0.00052391+0.00037122i,3.1559e-05-0.00013911i,0.00060777+0.00024008i,-7.8155e-05+0.00061127i,-0.00040879-0.00015723i,8.7997e-05-0.00050109i
-0.0011782+0.0019737i,5.7724e-05+0.0018858i,0.0026484+0.0020071i,0.0034205+0.0010758i,0.0032974-0.00037476i,0.0024815-0.0024868i,0.00095317-0.0024647i,-0.00077057-0.00071878i,-0.0015109-0.0001021i,-0.00078621-0.00060799i,-0.00067733-0.0012514i,-0.00097828-0.001515i,-0.00089184-0.00099501i,-0.001036-0.00061035i,-0.0010075-0.00066294i,-0.001308-0.00042591i,-0.0012393-0.00050899i,-0.00056798-0.00011327i,-0.00034485+0.00050403i,0.00067352+0.00022256i,0.0014811-0.00046632i,0.0012466-0.00086337i,0.00050756-0.00051798i
-0.00071368-0.0013417i,-0.0017098-0.00072855i,-0.0014586-0.00052129i,-0.00015449-0.00056301i,0.00091854+0.00028685i,0.00064292+0.00046974i,-0.00051486+0.00054201i,-0.00042323+0.00053999i,0.0011423-0.00049958i,0.001969-0.001267i,0.0017046-0.00064757i,0.0012305-0.00034314i,0.00048768-0.0012198i,0.00048712-0.0012846i,0.0011852-0.00073808i,0.00048659-0.00038183i,-0.00050459+8.1984e-05i,-0.00039539+0.00024689i,-3.3451e-05+0.00034273i,0.00068145+0.00024567i,0.00090638+0.00019411i,0.00083941+0.00045605i,0.00041691+0.00026621i
-0.00028289+2.6595e-05i,0.00036569+0.000949i,0.00082253+0.00072073i,0.0015384+0.00025778i,0.0025256+0.00043973i,0.0019626+0.00057412i,0.00075341+0.0001267i,-0.00020757+0.00033635i,-5.6125e-05+0.00051021i,0.00079485+0.00099541i,0.0011219+0.00086981i,0.00081996+0.00030297i,-0.00013508-0.00020101i,-0.001026-0.00050536i,-0.00059763-0.00019981i,0.00035854-0.00024719i,0.00043928-0.00013357i,0.00019601+0.00010151i,0.00024569-0.00014016i,0.00063117-0.00049323i,0.0013725-0.00011272i,0.0013268+0.00037728i,0.00028826+0.00065937i
0.00087282+0.0023119i,0.00058473+0.0012758i,0.00085898+0.0011488i,0.0028439-2.8034e-05i,0.0042368-0.0022541i,0.0026171-0.0031517i,0.00073281-0.0018256i,0.00013667+0.00027515i,-0.00041104+0.00094719i,-0.00052039+0.00027143i,-0.00010118+0.00035711i,-0.0010084+0.00028135i,-0.0015385-0.00030469i,-0.00058162+0.00064714i,-0.00030728+0.0013288i,-0.00032761+0.00085453i,-0.00058519+0.00078126i,-0.00081277+0.00019128i,-0.0003179-0.00061846i,0.00025764-0.00053531i,0.00039104-0.00052771i,0.00029663-0.0003557i,0.00036365-0.00042005i
0.0010942-0.00032338i,0.00076692-0.0010886i,0.0010188-0.0015067i,-0.00040905-0.0013242i,-0.0012405-0.0010319i,-0.00070794-0.00026926i,-0.0012197+0.00073877i,-0.0019951+0.00098191i,-0.0018651+0.00076176i,-0.0018619+0.00049659i,-0.001809+0.00099224i,-0.0014972+0.00089749i,-0.0012434+5.0351e-05i,-0.0007167-0.00028714i,-0.00050773-8.2465e-05i,-0.00078678-0.00018823i,-0.00048094-0.00018248i,-0.00048901+0.00031605i,-0.00025202+0.00085492i,0.00017416+0.0010214i,5.9529e-05+0.00096928i,9.1308e-05+0.00086262i,5.2847e-05+0.00023764i
-0.0029002-0.0026136i,-0.0022606-0.0018429i,-0.0024268-7.0691e-06i,-0.00042096+0.0013619i,0.0017722+0.00087861i,0.0016414+0.00073255i,0.0012107-1.2978e-07i,0.00013703-0.0014163i,-0.00079501-0.0017218i,-0.00020129-0.00098925i,0.00080794-0.00021639i,0.00098431-0.00017288i,0.00035869-0.0011339i,-0.00017182-0.0018098i,-0.0007946-0.0016185i,-0.0015526-0.00077759i,-0.0010621-0.00013576i,-0.00023798-0.00016092i,0.00041438+0.00024546i,0.0010543+0.00028969i,0.0012166-0.00060137i,0.00067748-0.00066331i,0.00072403-1.5953e-06i
-0.00089306-0.00074679i,0.00029177-0.00085003i,0.00053239-0.00012968i,-0.0006884+6.0423e-06i,-0.00047288-0.0006867i,0.00064606-0.00052709i,8.9876e-05-0.00085153i,-0.00076744-0.0012301i,-0.00019274-9.6617e-05i,0.00072709+0.001094i,0.00091747+0.001141i,0.00052973+0.00081063i,0.00088118+7.8939e-05i,0.0012153-7.2968e-06i,0.00053075-6.8763e-05i,0.0002573-0.00085008i,0.00040886-0.00057149i,-0.00015224+0.00010022i,-0.00050742+0.00020652i,0.00018074+0.00075221i,0.000324+0.0011934i,0.00026091+0.0010526i,0.00016671+0.00082547i
0.0014118-0.00079954i,0.00058573-0.0020919i,-0.00020175-0.0023764i,0.00059269-0.00099227i,0.0010343-0.0012425i,8.1206e-05-0.0023758i,-0.0013244-0.0017143i,-0.0012819-0.00054762i,-0.0012405-2.612e-05i,-0.0012821-1.6209e-05i,-0.00054925+7.2864e-05i,-0.00031482-8.4561e-05i,-0.00050078-0.00038965i,9.0079e-05-0.00046604i,0.0006645-0.00068068i,0.00060321-0.00026278i,9.851e-05+0.00023646i,-0.00044679-0.00028934i,-0.00070063-0.0007864i,0.00019476-0.00042087i,0.0010016+0.00034449i,0.0014374+0.0005651i,0.0014124+0.00062204i
-0.00096821+0.00094545i,-0.0007838+0.0022745i,1.3638e-05+0.0032164i,0.0017198+0.0030347i,0.0034288+0.0011715i,0.0026088-0.00072856i,0.00066742-0.0013907i,1.1891e-05-9.2579e-05i,0.00015057+0.0006398i,-0.00015021-0.00015729i,-0.00073559-0.00026767i,-0.00028926-4.4555e-06i,0.00013161+1.2228e-05i,-0.00036191+0.0001194i,-0.00042387-0.00026705i,-0.00018873-0.00028531i,1.3007e-06+0.00065995i,-0.00015278+0.00048682i,-0.00058873-0.00065952i,3.0463e-05-0.00056181i,0.00045041-0.00049296i,-4.9725e-05-0.00043586i,-0.00024419-6.3299e-05i
0.00034654+0.00011678i,-0.00028057-0.00080941i,0.00063913-0.001039i,0.0024591-0.0011774i,0.0027781-0.0020628i,0.0022289-0.0023486i,0.00074135-0.00083469i,1.7786e-06-0.00042701i,0.00073391-0.00028206i,0.00083726-0.0001252i,0.00041046-0.00067014i,0.00034441-0.00077018i,4.5614e-06-0.00040406i,-4.9872e-05+0.00062193i,-0.00048795+0.0010428i,-0.0011565-1.2207e-05i,-0.0010306-0.00078115i,-0.00072698-0.00047605i,-0.0007189+0.00021828i,-8.3189e-07+0.00023353i,0.00058247-0.00020644i,0.00058699+2.6833e-05i,0.00062751+0.00049528i
0.00042492+0.00074776i,-0.00043306+2.6208e-05i,-0.0011936-0.00010497i,-0.00050557-0.00016239i,0.00015787-0.00031459i,-0.0011608-0.00055188i,-0.0015964-0.0010685i,-0.00012401-0.00033915i,0.00070528+0.00022109i,0.0014022-0.00049283i,0.0013807-0.00027784i,0.0010427-0.00015205i,0.00079667-0.00073694i,0.00034618-0.00089535i,0.00081135-8.9658e-05i,0.00041014+0.0012973i,-0.0008803+0.0011238i,-0.00094347+8.6454e-05i,-0.00045578+0.00035125i,-0.00011771+0.00071308i,0.00011458+0.0002403i,0.00010846-0.00028239i,1.8683e-05-3.2844e-06i
-0.00051409-0.00094191i,0.00049725-0.00030901i,0.0013786-0.00017864i,0.0017746-0.00030371i,0.0019383-0.00038023i,0.0024626-0.00095569i,0.00091027-0.0011364i,-0.00080359+0.00012296i,-0.00053151+0.0010404i,-0.00058387+0.00047479i,-0.00058706-0.00037406i,-7.7958e-05-0.00037764i,-2.9238e-05-0.0002906i,-0.00018481-0.0007034i,-0.00068033-0.00094314i,-0.00093585-4.6754e-05i,-0.0002377+0.00064414i,0.00066347+0.00059851i,0.00053937-6.9813e-05i,-2.7372e-05-0.00057697i,-0.00037444-0.0002139i,-0.00052528+1.3748e-05i,-0.00057515+0.00020729i
-0.00076395-0.00057253i,0.00065261+0.00026886i,0.00087504+0.00029726i,0.0007405-0.00049802i,0.0013205-0.00052372i,0.0011286-0.00071905i,-0.00075791-0.00026211i,-0.0012156+0.00020428i,-0.00065143-0.00049481i,-0.00029505-0.0010251i,0.00043699-0.00045678i,0.00076235+4.8439e-05i,-0.00023552+0.00013044i,-0.00073191-0.00029631i,-0.00084286-0.00045565i,-0.00032022+2.3937e-05i,0.00092111+9.3665e-05i,0.00072203-0.00024692i,0.00022898-0.00014887i,0.00015582+0.00026855i,3.2213e-05+0.00056483i,-0.00020854+0.0013192i,-0.0003721+0.00097738i
-0.00026541+0.00058147i,5.1701e-05-0.00014288i,0.00072803+0.00060447i,0.0019838+0.0018896i,0.0029447+0.0011967i,0.0020071-0.00044176i,0.00077662-0.00054642i,0.00012283+8.8002e-05i,-0.00043145+0.00064487i,9.8065e-05+0.00039056i,0.00027403+0.0002309i,-6.6422e-05-4.9137e-05i,0.0001959-0.00045616i,-3.3026e-05-0.00024764i,0.00035782+0.00053514i,0.00040784+0.00081211i,-0.00056619+0.00052821i,-0.00045441+0.00076477i,0.00058013+0.0014921i,0.0012085+0.0012054i,0.0013009+9.6828e-05i,0.0014202-0.00030248i,0.00070772-0.00028605i
0.00028687+0.0012186i,-0.00045064+0.0011902i,0.0001606+0.00092176i,0.0019026-0.00041635i,0.0032847-0.0015777i,0.0026844-0.0023775i,0.0013802-0.0015963i,0.00050153-9.3827e-05i,0.00043674+0.00083284i,0.00072527+0.00066633i,6.5678e-05+0.00011971i,-0.00095627-0.00020551i,-0.00095055+0.00019878i,-0.0010281+0.00057739i,-0.00078776+0.00041343i,-0.00097685+0.00054032i,-0.0012473+0.00065799i,-0.0008062+0.00027939i,-0.00039075+0.00065789i,-0.0011876+0.00072784i,-0.00093063+0.00018989i,-0.00014459+0.00032273i,-2.0413e-05+0.0009168i
0.00042423+0.0020478i,0.00088192+0.00083155i,0.0010818-0.00027495i,0.0015183-0.00031833i,0.0018832-0.0015613i,0.00043433-0.0029744i,-0.0014872-0.0021266i,-0.0019753-0.00038753i,-0.00077305+0.00017883i,-3.7986e-05-0.00040588i,-0.00020853-0.0013333i,-0.00031443-0.0012868i,-0.00094657-0.0005874i,-0.00078956+0.00017722i,-0.00020044-0.00010954i,0.00016077-0.00067811i,2.1758e-06-0.00045004i,-5.2438e-05-0.00011263i,4.0936e-05+0.00012959i,-0.00018581-0.00046588i,-0.00043023-0.0010582i,0.00056566-0.00084513i,0.00080448-0.00092663i
-0.00014005-0.0011791i,0.00052548-0.00045588i,0.00088381+0.00075338i,0.0012289+0.00099373i,0.0014857+0.00048855i,0.0019671+0.00049365i,0.0016627+0.00024981i,0.00079109+0.00044487i,0.00020143+0.00086357i,-0.00059637+0.00031375i,-0.00056574-0.00061751i,-8.8419e-05-0.00099589i,0.0004039-0.00050485i,0.00050887+0.00012399i,-9.017e-06+0.00035146i,0.00017296+0.00017651i,-6.3174e-05+0.00014355i,-0.00040324+0.00012799i,-2.3193e-06-4.4352e-06i,0.00030404-0.00031901i,0.00013312-0.00012731i,-0.0003873+0.00041555i,-0.00012959+0.00015314i
-0.00098878+0.00082641i,-0.0004553+1.661e-05i,0.00076955-0.00043152i,0.0027094+0.0002623i,0.0033674+2.9283e-06i,0.0025311-0.00067434i,0.0011447-0.00099949i,-0.0006143-0.0013909i,-0.00086951-0.0013835i,0.00033412-0.00097575i,0.00099912-0.00053997i,0.0012738-0.00066673i,0.00091072-0.00067679i,0.00022244-2.4159e-05i,-0.0012172+0.00029404i,-0.0016569+8.5791e-05i,-3.7873e-05+0.00027017i,0.00055415-2.959e-05i,-0.00026943-0.00041468i,-0.0010171-0.00035568i,-0.0014249-0.00029402i,-0.0009172-0.00011334i,-0.00063124-0.0001396i
-0.00025729-0.00011048i,-0.0014948-0.0010075i,-0.0011475-0.0013303i,-0.00011653-0.001668i,-0.000167-0.0009137i,-0.0007082-0.00042007i,-0.00084689-0.00032836i,-0.00065034+3.7736e-05i,-0.00020972+0.00035004i,-0.00029469+0.00069886i,-0.00030565+0.00086948i,-0.00025319+0.00022329i,-0.0003951-0.00060795i,-0.00060539-3.0186e-05i,-0.00067903-7.7437e-05i,-0.00095734-0.00083308i,-0.00066544-0.00090243i,-0.00029131+4.9666e-05i,-0.00014739+0.00029402i,0.00036194-0.0001116i,-8.911e-05+0.0005719i,-0.0010635+0.00094776i,-0.0012346+0.00033256i
-0.00063988-0.00094836i,-0.001169-0.00079745i,0.0005233-0.00055178i,0.0014638+0.00090292i,0.001702+0.0015491i,0.0014387+0.0009919i,0.0002017-0.00036135i,-0.00030406-0.00082836i,1.1971e-05-0.00060749i,0.00036568-0.00083161i,0.00049248-0.00035051i,0.00027552+8.6054e-05i,0.00057448-2.4571e-05i,0.0010446+8.9935e-06i,0.00075514-0.00030969i,0.00012976-0.00010581i,-0.00045409+0.00017536i,-0.00066474-0.00055007i,-0.00080569-0.00047003i,-0.000814-0.00017251i,-0.0003373+0.00028413i,-0.00065495-0.00056693i,-0.00059402-0.001122i
-0.00053184+0.00068887i,-0.00090612+0.0013415i,-0.00072821+0.00029738i,0.0007829-0.0021115i,0.0018571-0.0038302i,0.0014974-0.0039342i,0.00084669-0.0022907i,0.00034619-0.00050933i,0.00011663-0.00028868i,0.00045109-0.00065497i,0.00052218-0.00028553i,-6.5111e-05+0.00013739i,-0.0012739+0.00018248i,-0.0010321-6.5583e-05i,-7.8721e-05-0.00028002i,0.00061754-0.00082709i,0.00081037-0.0015707i,0.00064872-0.0018133i,0.00074913-0.0013081i,-2.3099e-05-0.00048591i,-0.00054381-0.00013936i,-0.00035478-0.00013973i,-5.3607e-05+8.598e-05i
0.00071253-0.00035926i,-0.00051645-0.00083269i,-0.0010203-0.0017418i,-0.00077321-0.0012719i,0.00038185-0.00034492i,6.8621e-05+0.00039479i,-0.0011041+0.00071797i,-0.0013933+0.00074609i,-0.00090591+0.00044015i,-0.00034433-0.00057746i,0.00011345-0.00070081i,0.00062193-0.00073198i,0.0011525-0.00081847i,0.0011317-0.00047842i,0.00065255-0.00070176i,0.00024245-0.00097619i,-0.00022349+4.7709e-05i,-0.00031153+0.00030353i,0.00017996-8.2312e-05i,0.00056848+0.00013365i,-3.8904e-05+2.4969e-05i,-0.0003925-0.0004745i,0.00014904-0.00029218i
-0.00063825-0.0013868i,-0.0021303-0.00058728i,-0.001526+0.00044498i,8.9369e-05+0.00063539i,0.00067873+9.1287e-05i,-0.00012932-0.00019955i,-0.0013865-0.00037352i,-0.0010464-0.0002426i,-0.00037002+7.9745e-05i,-0.0006038+0.00012102i,-0.00092111-2.7779e-05i,-0.00090384-0.00011533i,-0.00096078+0.00022291i,-0.0010742+0.00034028i,-0.0002707-0.00028675i,0.00024848-0.0015135i,-0.00030128-0.0012957i,-0.00085574-0.00028847i,-0.00051437+6.1095e-05i,-0.00039607-0.00041608i,-0.00076749-0.00067418i,-0.0002756-0.00040753i,0.00037567-0.00049743i
-0.0001356-0.0010767i,-0.00085527-0.00078224i,-0.0013161-0.0017722i,0.00068254-0.0018463i,0.0023195-0.0008122i,0.001722-0.00066713i,0.0011149-0.00062872i,0.0007555-0.00068491i,-0.0002636-0.0011194i,-0.00096697-0.0010089i,-0.00029351-0.0014855i,-0.00010199-0.0013639i,-0.00058518-0.00064958i,-0.00075688-4.138e-05i,-0.0010031+9.8896e-05i,-0.0011821+0.00041959i,-0.0010603+0.00065185i,-0.00088334+0.00070653i,-0.00011655+0.00038778i,0.00037615+7.5921e-05i,0.00023905+0.00039657i,-0.00042904+0.00062143i,-0.00083171+0.00060503i
-4.3843e-05+0.0005128i,-0.00071903+0.0014285i,-0.0008796+0.0009854i,0.00050698+0.00014336i,0.0015698+0.00012991i,0.0015541+0.00055328i,0.00029736+0.00046142i,-0.00015143-0.00046685i,0.00036205-0.00089902i,0.00052584-0.00075895i,0.00056149-0.0006864i,0.0010268-0.00088967i,0.00060609-0.00055928i,-0.00028804-0.00041895i,-0.00046827-0.00018923i,-0.00060294-8.0138e-05i,-0.00046728-0.00042917i,0.00020097-0.00019839i,0.00068932+0.00016307i,0.00021684+4.8535e-05i,-0.00069406+0.00026963i,-0.0013466-4.4082e-05i,-0.00083256-0.00048013i
-3.9858e-05+0.00012554i,-0.00034043+0.00026603i,-0.00046763+0.00061676i,0.000338-5.1803e-07i,0.0011802-0.001177i,0.0007875-0.0017974i,-0.0012438-0.0020248i,-0.0019063-0.0013999i,-0.00060915-5.9093e-05i,0.00063309-0.00029229i,0.0015931-0.00038827i,0.0012387-5.9622e-05i,0.00066091-0.00024814i,0.0006542+0.00033699i,5.943e-05+0.00041262i,-0.0010173-8.1261e-05i,-0.00094223-5.0686e-06i,-0.00050683+0.00011959i,6.1722e-05+8.3239e-05i,0.00095972+0.00035879i,0.00067162+0.00031856i,0.0001024+3.3325e-05i,0.00030469+0.00045493i
0.0015618-0.00070465i,0.0014543-0.00087322i,0.0031177-0.0012675i,0.0038339-0.001787i,0.0021584-0.0026951i,0.00036177-0.0022963i,0.00074541-0.0012267i,0.0013296-0.00067325i,0.00082212-2.9925e-05i,0.00048615+9.8e-05i,0.0002128-0.00017909i,-7.9287e-05-0.00046075i,-0.00058089+5.138e-05i,-0.00037676+0.00071664i,-0.00031178+0.00082236i,-0.00089419+0.00056289i,-0.0007223+0.00039143i,-0.00088809-0.00020682i,-0.00090567-0.00044162i,-0.00025209-0.00010634i,0.00021022-1.2199e-05i,0.00063106+0.00020365i,0.00052897+0.00048409i
0.00040307-3.9121e-05i,-0.00037855+0.00030428i,-3.3611e-05+0.00043006i,0.0014724+3.2306e-05i,0.0014192-0.00020169i,0.00051679+0.00010877i,-0.00040473+0.00039181i,-0.00079578+0.00073531i,-0.00037476+0.00099416i,-3.6556e-06+0.0010459i,3.7685e-05+0.001151i,0.00020254+0.00088456i,-0.00040566+7.4155e-05i,-0.0011553-0.00030673i,-0.00083386-0.0004483i,-0.0007726-0.00046863i,-0.00083398+0.00021512i,-0.00069858+0.00025101i,-0.00023619-6.1586e-05i,1.8902e-05+0.00031216i,0.00057154+0.00024912i,0.0011727+0.00047151i,0.00074548+0.00050853i
0.00098365+0.00041556i,0.002956+0.00034119i,0.0034401-0.00023899i,0.0026666-0.00065138i,0.0020819-0.00081376i,0.0011536-0.0014167i,0.00038666-0.0012015i,-6.5189e-05+0.00020386i,-0.00085403+0.00048874i,-0.0009146-0.0005536i,-0.00015452-0.0013155i,-0.00030521-0.0013035i,-0.00083454-0.00069212i,-0.00010828+0.00066442i,0.00052376+0.0011783i,-0.00037083+0.00068236i,-0.00030172+0.00014218i,0.00022814+0.00025308i,0.00019645+0.00030241i,0.00081212-0.00075514i,0.00021794-0.00073531i,-0.0008991-0.000381i,-0.00057485-0.0001977i
0.001083-0.0011691i,0.0013972-0.0012449i,0.00063703-0.00071519i,-0.00012061-0.00033652i,-6.5234e-05+0.00023753i,0.00031548+0.00073347i,0.00014391+0.00053542i,-0.00022437+0.00032882i,0.00067107-0.00013285i,0.0010071-0.00034481i,0.00043272+0.00031794i,0.0010575+0.00086723i,0.001648+0.00059864i,0.0008371+0.0007455i,0.00013479+0.0012826i,0.00020864+0.0011081i,1.282e-05+0.00079088i,-0.00011093+0.00042352i,0.000599-0.00051731i,0.00081838-0.00061416i,0.00040286-0.00025299i,0.00084472+4.8384e-05i,0.0013091-0.00016399i
0.0010883+0.00029447i,0.0012136+0.00019178i,0.0017632-1.6964e-05i,0.0024692-0.0006043i,0.0021618-0.001226i,0.00068188-0.0013514i,-0.00018377-0.0013044i,0.00033572-0.00010158i,0.00080562+0.00027526i,0.00058869+2.2784e-05i,0.00027224+0.00016324i,0.00037711+0.00068292i,8.7639e-05+0.00098291i,-0.00032106+0.0005504i,-0.00048114+0.00044756i,-0.0005297+0.00035347i,-0.00055114+0.00027586i,-8.9049e-05+0.00071284i,0.00032396+0.00078787i,0.00044936+0.00040513i,0.00036335+7.7133e-05i,-0.0001845+0.00041348i,-0.00030983+0.00089283i
-0.0012793+0.0035556i,0.00052251+0.0022193i,0.0020163+0.0017961i,0.0031648+0.00052551i,0.0038353-0.00098845i,0.0020342-0.0014969i,-0.00052059-0.0015395i,-0.0016114-0.00027115i,-0.00088731+0.00041055i,0.00013965+0.00076134i,-0.00011482+0.00091988i,-9.3747e-05+4.9762e-06i,-0.000627-0.00022335i,-0.0016037-0.00039635i,-0.0011606-0.0009779i,-0.00035265-0.00041515i,-0.0011688+0.00069208i,-0.0019876+0.00054495i,-0.0012167+3.6376e-05i,-0.0005188-0.00047615i,-0.00079383-0.0007757i,-0.00097044-0.00011466i,-9.5334e-05-2.1605e-05i
0.00084026-0.00054505i,0.00098524+0.00037424i,0.00077805-0.00036938i,-1.8015e-05-0.0015171i,-0.00023875-0.0014866i,0.0003595-0.00032707i,0.00054911-6.2674e-05i,0.0010211-0.00028635i,0.00066879-7.3097e-05i,-0.00080928+0.00011081i,-0.0010438-0.00025275i,-0.00028408-0.00067058i,0.00013562-0.00064161i,-4.2966e-06-0.0010666i,-0.00016046-0.00064663i,-1.6371e-05+0.00016412i,-0.0001694+0.00043179i,0.00012771+0.0001141i,0.0005997+0.00053578i,0.00022268+0.00050295i,4.9532e-05-0.00027189i,-7.6722e-05-0.00048141i,0.00020158-0.00031069i
0.00083761-0.00040075i,0.00076693-0.0010457i,0.0010884-0.0018239i,0.00058764-0.0014265i,0.0011123-0.00034615i,0.0021055+0.00039441i,0.0014905+0.00085078i,0.00016938+0.00018084i,-0.00035111-0.00033122i,0.00034741-0.00028661i,0.00099418-0.00033256i,0.0009663-0.0006439i,0.00084586-0.00055387i,0.00092508-3.1516e-05i,0.00090826-0.00039377i,0.00099897-0.0013022i,0.0010792-0.00079819i,0.00054021+0.00010538i,-6.4423e-05+0.00025045i,0.00031187-1.2406e-05i,0.0010972-0.00017674i,0.00073512+0.00023143i,-0.00036981+0.00066641i
0.00021801+0.00080687i,-0.00043988+0.0010265i,2.3399e-05+0.00098967i,0.0010446+0.00010342i,0.0015152-0.00023502i,0.0003325+1.7825e-05i,-0.00098085-0.00026526i,-0.0013243-0.00042945i,-0.0012203+0.00042909i,7.2497e-05+0.0014797i,0.0014666+0.0013562i,0.0014021+0.0007517i,0.0011145+0.00031854i,0.00083777+7.8139e-05i,0.00034287-4.4391e-05i,9.3522e-05+0.00029222i,-0.00062395+0.00054661i,-0.00066018+0.00080547i,-0.00025736+0.00076492i,8.1838e-05+0.00043447i,0.00060667+0.00014056i,0.00062574-0.00050615i,0.00047979-0.00027533i
8.3496e-06-0.0003893i,0.00023773-0.0012174i,9.8948e-05-0.0020755i,8.3262e-05-0.0015503i,0.00012894-0.0015751i,0.00027728-0.0016098i,0.00012796-0.0015113i,-0.0010956-0.0011027i,-0.0022918-0.00048659i,-0.0016826+0.00012172i,-0.00028603+0.00030911i,0.00011016-0.00010632i,-0.00017703+0.00028207i,-0.00042471+0.00068876i,-0.00030736+0.0004008i,-0.00055093-4.8175e-06i,-0.00050103-0.00029548i,0.00011094+0.00017345i,0.00010379+0.00084417i,-0.00033856+0.00077608i,-0.00034618+0.0011314i,-0.00056342+0.00075688i,-0.00078034-0.00019775i
0.0012127+3.4176e-05i,0.00057739-0.00041366i,0.00020844-0.00049069i,0.0017307+0.00010627i,0.0032266-2.5653e-06i,0.0025867-0.00093977i,0.0010642-0.00078379i,-0.00051173+0.00010445i,-0.00048928+0.0002981i,0.00017001+0.00054987i,1.7263e-05+0.00081929i,-6.088e-05-0.00032823i,-0.00038008-0.00068749i,-0.00073813+0.00010123i,-0.00046878-0.00020306i,-0.00054986-0.00051517i,-0.00042846-0.00041408i,-0.00021785-0.00036878i,-3.8936e-05-0.00024423i,-0.00036267+1.5929e-05i,-0.00038167-0.0004127i,0.00016269-0.00094269i,0.0002736-0.00035207i
