-0.0021657-0.0011082i,-0.00091208-0.0018091i,-0.0017384-0.0018095i,-0.0029469-0.0011192i,-0.0026929+0.0013121i,-0.0012478+0.0024407i,-0.00053384+0.0017938i,-0.000633+0.0021685i,-0.00033686+0.0027429i,0.00022556+0.0017889i,0.00013434+0.00079987i,-0.00028268+0.00049686i,-0.00031834-4.1794e-05i,-0.00029407+0.00054897i,0.00027973+0.0008797i,0.00075242+0.00020878i,-0.00041371+0.00054216i,-0.0012473+0.00099685i,-0.00056014+0.001012i,-0.00014436+0.00064232i,-4.9493e-05-0.00035101i,0.00012114-0.00094593i,-0.00023333-0.00068163i
-0.00095174+0.00041532i,-0.00078128-0.0013801i,-0.0021786-0.0031077i,-0.002626-0.0030949i,-0.0011993-0.0012809i,0.00068254-9.8698e-05i,0.00039292+0.0001352i,-0.00025732+0.0003714i,0.00010565+0.00091213i,0.00064499+0.00050053i,0.00063176+0.0001812i,0.00010696+0.00033673i,-0.00035265+0.00043845i,-0.00048558+0.00037949i,0.00041402+0.00054466i,0.00058024+0.00074921i,-0.00016818+0.00020855i,-0.00040239-5.1773e-05i,-0.00041189-1.5148e-05i,-0.00026774-7.9219e-05i,-9.1813e-05-0.00063635i,0.00012849-0.00097582i,-0.0001453-0.00019065i
-0.00052103-0.00047363i,-0.0016108-0.00052996i,-0.0018951-0.00053912i,-0.00089085+0.00018882i,0.00019299+0.0013049i,0.00040804+0.00069355i,1.1192e-05+0.00020033i,-0.00076823+0.00024492i,-0.00078365+0.00059953i,-0.00037214+0.0012293i,-0.00017808+0.00058127i,-0.00047656+0.00029483i,-0.00061375+0.00053733i,-0.00091887+0.00062205i,-0.0013274+0.00037128i,-0.00059176+0.00026248i,0.00044998+0.00041201i,8.4721e-05+0.00061936i,-0.00023782+0.00012685i,0.00092877-0.00026844i,0.0002851+0.00061251i,-0.00087686+0.00068014i,-0.0008069+0.00034446i
0.00039578+0.00020788i,0.00018782-0.0013255i,-0.00052671-0.0039189i,-0.0016902-0.0050002i,-0.0024986-0.0031089i,-0.0018247-0.0011418i,-0.00063428-0.00045458i,-0.00034791+0.00046045i,-7.7617e-06+0.00010487i,0.00047029-0.0011654i,3.1351e-05-0.0015541i,-0.00030873-0.00092337i,-0.00023373-4.0273e-05i,-0.00023615+0.00021506i,-0.0006508+0.00021589i,-0.00067205+0.00048492i,9.2059e-05+0.00068373i,0.00038192+0.00071034i,0.00055039+0.0002938i,-6.7531e-05-0.0007263i,-9.0498e-05-0.001118i,-6.4728e-05-0.0009511i,-0.00036682-0.00098968i
0.00027178+0.0010987i,0.00015348+0.0005157i,0.00066092-0.0010183i,0.00022695-0.0022864i,0.00024379-0.001741i,0.00070949-0.0010753i,-5.1169e-05+1.4625e-05i,-0.0014349+0.0010569i,-0.0012427+0.0007581i,-0.00014996-0.00014707i,0.00046203-0.00038378i,0.00037073+0.00030006i,5.4704e-05+0.00024444i,0.00029216-0.00014903i,0.00053185-0.00048764i,0.00095421-0.00047677i,0.00054135+7.5372e-05i,-9.3536e-05+2.9493e-05i,0.00022741-0.00037289i,0.00025596+0.0001125i,-1.8331e-05-3.4908e-05i,-3.3451e-05-0.00037082i,0.00038811-0.00031445i
0.0003917-0.00083666i,-0.00029274-0.0033059i,-0.0014737-0.0047043i,-0.0015528-0.0035539i,-0.0010184-0.0011039i,-0.00045676+0.00084591i,0.00039563+0.0006009i,0.0005616-0.00026089i,-7.9942e-05+9.7376e-05i,0.00010492-4.8593e-05i,0.00011057+0.00035858i,-0.00079878+0.00083719i,-0.0010418+0.00051742i,-0.00048786+0.00019537i,0.00010758-0.00042649i,0.00032927-0.00019161i,-0.00018682+0.00036971i,-0.00063195+0.0005375i,-0.00031679+0.00041967i,-5.3464e-05-0.00021068i,0.00023495-0.00017889i,0.00042297+0.0003114i,0.00010577+0.00039513i
-0.0004781+0.0012248i,-0.00034828-0.0010226i,-0.00023412-0.0026565i,-0.00076264-0.0026856i,-0.00079262-0.0010661i,0.0004618-0.00030071i,0.00085774-0.00036936i,0.00074998-8.5101e-05i,0.00055145+0.00064212i,0.00036304+0.00077335i,-6.3738e-05+0.00047477i,0.00019617-0.00044155i,0.00030266-0.0011814i,3.6034e-05-0.0012266i,-1.6909e-05-0.0013955i,0.00026866-0.00060833i,-6.5436e-05+0.00013908i,-0.00014233+0.0003362i,0.0011138+0.00036591i,0.0012503-1.0934e-05i,0.00041828-2.8759e-05i,0.00018872-9.4407e-05i,-0.00027199-0.00072071i
3.5776e-05-0.00028857i,0.0017767-0.00087367i,0.0020093-0.0024916i,0.00047612-0.0032242i,-0.00062567-0.0027099i,0.0005333-0.00081576i,0.00049965+0.00049774i,-0.0010855+0.00050357i,-0.00057724+0.0011081i,0.00037171+0.0010905i,0.00018277-0.00012151i,-2.4626e-05-0.00059278i,6.4086e-05-0.00065294i,-0.00042732-0.00042904i,-0.00090289-0.00031355i,-0.00040679-0.0002046i,-0.0006527+0.00016672i,-0.00044827-0.00043048i,0.00055688-0.0009883i,0.00095091-0.00038779i,0.00099914+0.00013271i,0.00049351-0.0006082i,-0.00028978-0.0006965i
0.00104-0.00089449i,0.00068056-0.0020595i,-0.00027219-0.0035127i,-0.00068208-0.0033001i,-0.00055308-0.0018029i,-0.00016368-0.00016871i,0.00073599+0.0004911i,0.0013608-0.00012801i,0.0012724+0.00027403i,0.00041115+0.00045874i,-4.9868e-05-0.00098586i,-0.00014915-0.0017203i,-0.00045522-0.0015374i,-0.00054276-0.0010212i,-0.00077575-0.00042156i,-0.00043612-2.9181e-05i,-0.00059231+0.00032663i,-0.00085013+0.00035087i,-0.00025094+2.5491e-05i,-0.00028646+0.00015221i,-0.0011316-0.00021584i,-0.0011931-0.00018756i,-0.00050068-0.00030814i
-0.00081756-1.7158e-05i,-0.0011196-0.0011205i,-0.0017676-0.0019753i,-0.0020219-0.0015632i,-0.00038648-0.00040785i,0.0013381+0.00018232i,0.0011175+0.00023916i,0.00029785+0.00053391i,-0.00093704+0.00027089i,-0.0013394+6.7881e-05i,-0.00060049+0.000153i,-5.2129e-05-0.00040102i,3.819e-05-0.0011177i,4.9866e-05-0.00082603i,-0.00016077-0.0004073i,-0.00086471-0.00095102i,-0.0011043-0.0013214i,-0.0002953-0.00057335i,0.00076692+0.00065574i,0.00043927-9.6382e-05i,-0.00038103-0.00097338i,-0.00026606-0.00044535i,3.1613e-05+0.00025053i
0.0010395-0.00059748i,0.0011888-0.0017238i,0.00079411-0.0038906i,0.00028947-0.0046754i,-0.0005395-0.0038214i,-0.00074594-0.0024301i,0.00014612-0.00086197i,0.00055124-0.00020142i,0.00068289+0.00045742i,0.00085582+0.0012713i,0.000866+0.00073847i,0.00044685+0.00019259i,-0.00014412+5.0528e-05i,-0.00061127-0.00027411i,-0.00019952-0.00035162i,0.0001476+0.00033964i,-0.00068069+0.00045044i,-0.00098202-0.00022815i,-0.00010666-0.00039574i,-0.00036167+0.00033798i,0.00012943-0.00024029i,0.0009395-0.0014599i,0.00019209-0.0016506i
-0.0019299-0.00042743i,-0.0017214-0.00074874i,-0.0021555+0.00019238i,-0.0012957+0.00020487i,0.0005811-0.00016941i,0.0013623+6.9565e-05i,0.00031965-5.2122e-05i,-0.00053757-0.00020646i,0.00029872+0.00042215i,0.0010909+0.00116i,0.00043068+0.00083093i,0.00021629+0.00029386i,0.00075056+0.00039469i,0.00034581-0.00050198i,-0.00078992-0.00073031i,-0.00091945+0.00038517i,-0.00045004+0.00077606i,-0.00018123+0.00079394i,-5.6403e-05+0.00032804i,8.9261e-05-0.00046097i,0.00025736-0.0011015i,-0.00048564-0.00057757i,-0.0011463+0.00014448i
-0.0003897+0.00052932i,6.6677e-05-0.0013533i,0.00028086-0.0030237i,0.00019327-0.0028242i,0.00019058-0.00072222i,0.0008574+0.00079377i,0.0006369+0.00131i,-0.00037363+0.0015963i,-0.0011643+0.0013257i,-0.0014485-0.00041211i,-0.00039449-0.0011044i,0.00030347-0.00025198i,-0.00046828-0.00017414i,-0.0011922-0.00065862i,-0.00085922+0.00019085i,0.00025472+0.0010474i,0.00025292+0.0012451i,-0.00027086+0.0010082i,-0.00022254+0.00050396i,-0.00014027-0.00011823i,-0.0003965-0.0005093i,-0.00048937-0.00065931i,-9.3557e-06-0.00037542i
0.00052329-0.0011639i,-0.00018723-0.0024921i,-0.0015329-0.005208i,-0.002525-0.0045974i,-0.0017454-0.0011839i,-0.00021629+0.0005148i,-2.3199e-05+0.00075926i,-0.00034342+0.00060722i,-0.00028732+0.00013719i,-6.1392e-05-0.0007502i,0.00020316-0.00049296i,-0.00021566+0.00015088i,-0.00079271-0.00080991i,-0.00047427-0.00089738i,0.00014076+0.00042946i,0.00026209+0.00080835i,-0.00052623+0.00029207i,-0.001021+0.00044738i,5.6407e-05+0.00058626i,0.000921+0.00041633i,0.000945+0.0003496i,0.00049634+0.0008555i,0.00036022+0.0006955i
0.00081958-1.9228e-06i,0.00046787-0.0010474i,0.00027043-0.001721i,6.4887e-05-0.0017442i,0.0002889-0.0015387i,0.00029276-0.00036889i,-0.00050709+0.00037433i,-0.00027781+0.00041076i,0.00071707+0.00062937i,0.0011137+0.0013442i,0.00054057+0.0016208i,0.00018388+0.00045514i,0.00035973-0.00060339i,0.00065275-0.00075237i,0.00070199-0.0008461i,0.00066362-0.0006463i,0.00014305-0.00020253i,0.00012994+0.00013008i,0.00031195+9.634e-05i,0.00022708-0.00017195i,0.00031081-6.4351e-05i,-0.00039006-0.00022214i,-0.00079608-0.00031995i
0.00079249-0.0008127i,0.00093338-0.0021589i,0.00083948-0.0032309i,0.00053915-0.0028572i,-1.5007e-05-0.0012853i,0.00052111-0.0010719i,0.00072401-0.0003678i,-0.00041518+0.0005082i,-0.00054377+0.00030586i,0.00034649+0.00022185i,0.00036145-2.8446e-05i,-0.00018414-0.00031629i,-0.00052782-0.00018073i,-0.00057796+5.6886e-05i,-0.00043895-0.00056873i,-3.739e-05-0.0009379i,0.00031376-0.00012314i,0.00012175-0.00011572i,4.0345e-05-0.0003675i,7.7195e-05+7.5044e-05i,-0.00027956+0.00051317i,-0.00049369+0.00048509i,-0.00023862+0.0005011i
-0.00069669+0.00010299i,-0.00050137-0.00092136i,-0.001404-0.0019948i,-0.0024146-0.0023209i,-0.0016591-0.0016327i,-0.00055051+0.00043478i,-0.00028532+0.00063071i,0.00010575-8.3346e-05i,0.00029865+0.00022659i,0.00023273+4.446e-05i,0.00018911-0.00074538i,0.00035612-0.0010801i,0.00048123-0.00017406i,-0.00022338+0.00033591i,-0.00042107+0.00012692i,0.00030639+0.00021158i,-0.0001052-0.00026605i,-3.061e-05-0.00065362i,0.00023654+0.00030954i,0.00013807+0.00023864i,-0.000209-0.00085407i,-0.00089592-0.0011883i,-0.00076405-0.00091086i
-0.00050872-0.00052536i,-0.00031026-0.0015577i,0.00041077-0.0029093i,0.00032108-0.0026418i,7.5532e-05-0.0010319i,0.00028105+1.5698e-05i,0.0004909-0.00023276i,0.00033774-0.00058279i,-2.1779e-05+0.00035811i,1.9586e-05+0.0005859i,-1.2225e-05-0.00011538i,-0.00085868-0.0011108i,-0.0011615-0.001345i,-0.00066782-0.00020227i,-7.6906e-05-0.00016033i,0.00050328-0.0004618i,3.889e-05+5.9291e-05i,-0.00084732+0.00034384i,-0.00061658+0.00056061i,-0.00016132-0.00022634i,0.00020852-0.0011948i,0.00035629-0.00024708i,-0.00013139+0.00063627i
-0.001503-0.0015567i,-0.0011777-0.0021467i,-0.0020517-0.00091534i,-0.0024521+0.00072665i,-0.00091765+0.0015001i,0.00047007+0.0018957i,2.5703e-05+0.0015105i,-0.0006475+0.0013948i,-0.00058973+0.00094601i,-0.00010025+0.00014417i,0.00015325-0.00014788i,-0.00037657-0.00030348i,-0.00042718+5.5562e-05i,0.00051608+0.00068412i,0.00059698+0.00068038i,-0.00027723-0.0003252i,0.00016741-0.00021181i,0.0013033+0.00060287i,0.00058706+0.0005436i,-0.00012573+0.00020305i,-0.00036786+0.00020673i,-0.00052583+0.00041922i,-0.00066587+0.00057373i
9.2676e-05-0.00015751i,-3.3396e-05-0.00074187i,0.00057594-0.0019367i,0.00073326-0.0031754i,0.00065371-0.0031934i,0.00084916-0.0015831i,0.00039102-0.00057711i,-0.00013886+0.00040544i,0.00021333+0.0011738i,0.00047648+0.0013488i,0.00023598+0.0011717i,-0.00054984+0.00080788i,-0.00075785+0.00030784i,-0.00069437-0.00023535i,-0.00029893+4.3934e-05i,-0.00067996+0.0002009i,-0.0012171-0.00013974i,-0.00059087+5.439e-05i,5.441e-05-6.6408e-05i,-0.00022831-0.00044646i,0.000109-0.00080148i,0.00042037-0.0013561i,-5.6891e-05-0.00044851i
-0.0001499-0.00052175i,0.00041505-0.0017104i,0.00086111-0.0027703i,6.9581e-06-0.0028421i,-0.00069474-0.0018879i,-6.1942e-05-0.00026343i,0.00050068+7.6255e-05i,0.00090626+0.00031413i,0.00044291+0.0011232i,-0.00019892+0.00048572i,-0.00022399-0.00047023i,0.00014403-0.00079851i,0.0003055-0.00077866i,-0.00027403-0.00072572i,-0.00044083-0.00046485i,-0.000404-0.00026218i,-6.5048e-06+7.904e-05i,0.00068575+5.4855e-05i,0.00041123+0.00027041i,0.0001879+0.00075572i,0.00019471+0.00041327i,-0.0003829+2.9243e-05i,-0.00047503-0.00039812i
0.0006839-0.0011577i,-0.00065379-0.0022956i,-0.00057732-0.0034471i,-0.00052604-0.0037023i,-0.00056186-0.0026169i,0.00036878-0.0010908i,0.00055314+0.00019877i,-9.4029e-05+0.001018i,-0.00047048+0.0011117i,0.00018933+0.0006298i,0.00029472+0.00028267i,-0.00049953+0.00065158i,-0.00089473+0.00021217i,-1.9592e-05-0.00033095i,0.00037206-0.00026582i,-0.00037363-7.9732e-05i,-0.00055545-7.2253e-05i,-0.00025594-0.00013527i,4.9322e-05+7.9534e-05i,-3.4086e-05-0.00029449i,-0.00069768-0.00089635i,-0.00081644-0.0007424i,-0.00026831-0.00038759i
0.00017673-0.0012714i,-0.0001256-0.0020545i,-0.00038341-0.0024131i,-0.00096427-0.0021147i,-0.0016106-0.00062582i,-0.00060233-0.00028286i,-0.00043084-0.00093313i,-0.0013482+2.2633e-05i,-0.0011318+0.0017405i,-0.00044297+0.0015492i,-0.0006056+0.00060857i,-0.00029647-0.00013923i,0.00065748-0.00044625i,-3.3923e-06+0.00032071i,-0.0012308+0.0012184i,-0.0012295+0.00098382i,-0.00054019+0.00028586i,-8.7351e-05+0.00042434i,0.000397-0.00027327i,0.00073719-9.9603e-05i,0.00031924+0.00077982i,-9.4207e-05+0.00035911i,-0.00092927+0.0007423i
0.00080138-0.0011785i,-3.1036e-05-0.0018695i,-0.00090437-0.0033015i,-0.00044341-0.0040151i,0.00049918-0.0026611i,0.00038476-0.001531i,0.00028265-0.00089495i,0.00037329-0.00039342i,0.00055225-0.00071554i,0.0011928-0.00057093i,0.00055146-0.00043009i,-0.00035609-0.0005624i,-0.0007487-0.0004735i,-0.00035308-0.00049115i,0.00046225+8.9508e-05i,0.00076466+0.00038774i,0.00091689-0.0003036i,0.00080116-0.00022452i,0.00050775+0.00076909i,0.00022164+0.0005975i,0.00039591+3.6603e-06i,0.000758-6.2555e-06i,-0.00026307-4.9908e-05i
-0.00021476+0.00045821i,-0.00040196-0.0010244i,-0.00077591-0.0020393i,-0.00076156-0.0017779i,-0.00016263-0.00051091i,0.00089696+0.00059143i,6.4774e-05+0.00059672i,-0.00070491-0.00016176i,-0.00037034+0.00017321i,0.00017069+0.00051909i,0.00066807+0.00054854i,0.00030811+0.00032785i,0.0006709-0.00023644i,0.0010249-0.00027365i,0.00034621-0.00022309i,-0.00041541+0.00014623i,-0.00058161+0.00074643i,-9.9412e-05+0.00059548i,0.00033409-0.0002572i,0.0003963-0.0004806i,0.00090556+5.7954e-05i,0.00017353-0.00019419i,-0.00055337-0.00012443i
0.0015054+0.00019669i,0.00064063-0.00087548i,-0.0003301-0.0028329i,-0.00043586-0.0024837i,-8.1218e-05-0.0012547i,0.0010208-0.00033402i,0.0012562-0.00019887i,1.9087e-05-0.0002258i,-0.0001027+0.00037061i,0.00021555+0.00073465i,-0.00020685+0.00021108i,-0.00054464-0.00087191i,-0.00052227-0.0011414i,-0.00022823-0.00087467i,-0.00034406-0.00050328i,-0.00044088+0.00012024i,-5.6081e-05+0.00043241i,0.00035986+0.0005495i,0.00027714+0.0004857i,0.00060622-0.00032922i,0.00051322-0.00089766i,0.000276-0.00080546i,0.0006834-0.00056917i
-0.00079002-0.0014514i,-0.0014464-0.0023932i,-0.0013062-0.0027278i,-0.00039963-0.0027043i,0.00076199-0.0021319i,0.00077505-0.0014092i,-0.00011069-0.0011011i,-0.00044373-0.00047541i,-0.00032976+0.00050874i,-0.00052186+0.00094451i,-0.00016171+0.00063191i,0.00034341-0.00039468i,0.00032316-0.00043872i,-0.00016259-0.00026009i,0.00044967-9.1544e-05i,0.00063317+0.00019938i,-5.2225e-06-8.2606e-06i,-5.4566e-05+0.00011092i,0.00057246+0.00051251i,0.00065449+0.00087014i,-0.00034616+8.0807e-05i,-0.0010172-0.00064948i,-0.00091527-0.00029632i
0.00077073+1.3822e-05i,0.00053537-0.00072968i,-0.00094393-0.0026623i,-0.00091682-0.0033108i,-0.00042788-0.001601i,-0.00089842+0.00027646i,-0.00018954+0.00099925i,0.00062072+0.00019514i,0.00046287-0.00028571i,0.00010515+0.00054084i,-0.00043909+0.00099599i,-0.00064303+0.00076951i,-0.00076243+0.00041141i,-0.0010514+0.00027414i,-0.00062952+0.0005821i,-0.00024913+0.00079053i,-0.00076281+0.00093373i,-0.0011041+0.0013751i,-0.00059087+0.001504i,-0.00048779+0.00093207i,-9.6318e-05+0.00013522i,-0.00049583-0.00075428i,-0.0017315-0.00040268i
0.0003431-0.00097873i,-0.0005654-0.0017621i,-0.00062063-0.0027756i,-0.0001131-0.0028295i,0.00018629-0.0015142i,0.00014904+0.00055668i,-0.00044346+0.00021829i,-0.00048079-0.00015355i,-0.00022092+0.0011094i,-0.00031254+0.0009797i,-0.00095305-0.00019185i,-0.0012047-0.00085945i,-0.00077329-0.00059261i,3.0052e-05-0.00043184i,0.00072974-0.00083273i,-0.00026314-0.0013908i,-0.0011637-0.0003338i,-0.00090345+0.00098865i,-0.00058726+0.00037217i,0.00021305-0.00037939i,0.00021167+9.1124e-05i,-0.00033168+0.00076865i,-0.00080729+0.0003053i
-0.00035255-0.00018687i,-0.00030134-0.0014312i,-0.00012824-0.0017085i,-0.0003607-0.00086794i,-0.00048587-0.00098244i,5.056e-05-0.00072138i,-0.00033995+0.00052412i,-0.0013031+0.00066623i,-0.0010027+0.00040506i,-1.6213e-05+0.00019274i,-0.0002611-0.00077014i,-0.00060973-0.0011787i,-0.00073293-0.00013328i,-0.001039+0.00063413i,-0.0011324-0.00015258i,-0.0010587-0.00069251i,-0.0004148-0.00068273i,-0.00012574-0.00047509i,-0.0005002+0.00012723i,-0.00016272+0.00042433i,0.00026685+0.00019835i,1.3058e-05-0.00031371i,-0.00027641-0.00056939i
-0.00024357-0.00048994i,0.00030612-0.00069236i,0.001148-0.00084656i,0.0016225-0.00070668i,0.0014224-0.00083603i,0.0013903-0.00091602i,0.00029799-0.0002959i,-0.00071287-7.7113e-05i,8.8208e-05+0.00035853i,0.00074082+0.0005312i,0.00040552-0.00049379i,0.00011671-0.0012385i,-0.00022953-0.00039847i,-0.00055935+0.00040861i,-0.00049923+0.00052802i,-0.00024004+0.00037534i,0.00038296+0.00063035i,0.00065378+0.0006719i,0.00011203-6.4485e-05i,-0.0002606-0.00044273i,-0.00017052-0.0010585i,-0.00030112-0.0011651i,-0.0001474-0.00060609i
-0.0017363+0.00068687i,-0.00075506-0.00033367i,-0.00033633-0.0011071i,-0.00057462-0.0012589i,-0.00046527-0.0010684i,-1.557e-05-0.0012652i,-4.9127e-05-0.0013416i,-0.00057817-0.00085658i,-0.0010504-0.00021324i,5.8302e-06+0.0001321i,0.00096476+0.00022457i,0.00090998+0.00049235i,0.00078666+0.00043899i,0.00027132-0.00012387i,-0.00016166-0.00025233i,-0.00022941-0.00040409i,-0.00039138-0.00041691i,-7.4773e-05-0.00020924i,-4.8493e-06+0.00015704i,-0.00041871+0.00026731i,-0.00011709+2.0852e-05i,0.00051148+0.00041043i,0.00014507+0.0010317i
0.00010122-0.00041653i,0.001087-0.0012079i,0.0013012-0.0017147i,0.00094383-0.0019437i,0.00060735-0.0011889i,0.00041801-5.6631e-05i,0.00045675-3.6253e-05i,-0.0004686-1.1235e-05i,-0.00053758+0.00023921i,-8.6545e-05+0.0009009i,-0.00037942+0.00051698i,-0.00034591-0.00064867i,1.7624e-05-0.00051645i,6.3144e-06-0.00052263i,0.00023143-0.00017551i,0.00041923+0.00041759i,0.00015735+7.1786e-05i,0.00027757+0.00042595i,0.00040167+0.00040244i,-6.9776e-05-0.00013514i,6.1748e-05-0.00010967i,9.5792e-07+4.9901e-05i,0.00014098-6.3392e-05i
-0.00011798+0.00039103i,0.00059087-0.0011765i,0.00014353-0.0019837i,-0.00039836-0.0018555i,-0.00038226-0.00092i,8.0467e-05-0.00053584i,-0.00011488-0.00097421i,-0.0005093-0.000219i,-0.00015738+0.001242i,-3.0907e-05+0.0015631i,2.7541e-05+0.00087852i,-0.00015075+0.00059345i,-0.00044987-1.9554e-05i,-0.00012678-0.00026758i,6.5161e-05+0.00013891i,0.00020624+0.00026143i,-0.0002476+0.00091632i,-0.00051194+0.001301i,0.00016139+0.00060035i,0.00039763+0.00021901i,0.00050919+0.00049387i,-5.9057e-05+0.00062903i,-0.00053565+0.00048939i
0.00028432-0.00090785i,0.00077622-0.0014057i,0.0012296-0.0022984i,0.00086541-0.0028084i,0.00014489-0.0019399i,9.1805e-05-0.00032282i,0.00022559+0.00074182i,6.0821e-05+0.00085696i,-0.00022526+0.00087409i,-0.00036581+0.0011761i,2.1245e-07+0.00017899i,0.00028252-0.00060208i,0.0002389-0.00014211i,0.00071505+5.9868e-05i,0.00060486+0.0001208i,-0.00078251-0.00010888i,-0.00069877-7.0244e-05i,0.00018597+0.00054156i,0.00046626+0.0002637i,0.00012327-3.9145e-05i,3.3115e-05+0.00094932i,0.00030648+0.0008382i,0.00021636-3.5974e-05i
0.0013385+0.00097017i,0.0011993-0.001758i,0.00040486-0.0051006i,-0.00068709-0.0055859i,-0.0016205-0.0039553i,-0.001255-0.0016921i,6.5754e-05-0.00039915i,0.00025749+6.3688e-05i,0.00038192+0.00083251i,0.00052716+0.0002392i,0.00025653-0.00055203i,0.00026124-0.00064134i,-0.00010068-0.00047215i,-0.00079122+0.00011812i,-0.0011254+0.00066879i,-0.0010815+0.00054581i,8.5798e-05-0.00017795i,0.00067599-2.1637e-05i,0.00043752+0.00036609i,0.00022657+0.00032254i,-0.00035675+0.00091131i,-0.00068523+0.00092287i,-0.00031512+8.4254e-05i
-0.00040068+0.00041906i,-0.0001999-0.00034298i,7.4551e-05-0.00096091i,8.7173e-05+9.9023e-05i,0.00062233+0.0008578i,0.0012566+0.00010367i,0.00033507+0.00015545i,-0.00045685+0.00098047i,-0.00068439+0.00086783i,-0.0003403-0.00023151i,0.00011721-9.1203e-05i,-0.00016488+0.0007645i,0.00019413+0.00042424i,-8.2962e-06+0.00031535i,-0.00099682+0.00022058i,-0.0010854-3.6731e-05i,-0.0003686-0.00035386i,0.00062282-0.00016861i,0.00072142+0.00065164i,0.00026559+0.00099678i,0.00023849+0.001533i,8.0939e-05+0.0010292i,0.00037568+8.0733e-05i
0.0012106-8.6266e-05i,0.00057829-0.0013083i,0.00035644-0.003713i,0.00024564-0.0043651i,-0.0010805-0.0038625i,-0.0012158-0.002222i,-0.00020563-0.00029175i,9.4981e-05-0.00021704i,0.00075566-0.00021117i,0.0010155+0.00092946i,0.0011717+0.0013531i,9.2449e-05+0.0009003i,-0.000661+0.00066706i,5.9363e-05+0.00035609i,8.2703e-05-0.0004404i,0.00018443-0.00070478i,-0.00022271-0.00055119i,-0.00030366-7.6113e-05i,-5.6664e-05+0.00068845i,-5.4991e-05+0.00041817i,-0.00011401-0.00048609i,-0.00027838-0.00017396i,-0.00033774-0.00025025i
-0.00025834-6.5907e-05i,-0.0011848-0.0011087i,-0.0014626-0.00077431i,-0.00080737+0.00010502i,0.00046524+0.0012588i,0.0012316+0.00072583i,0.0012215-0.00083204i,0.00057801-0.00095211i,0.00013506-0.00015385i,0.00026152+0.0005925i,-9.0198e-05+0.0009489i,7.2356e-05+0.0010239i,0.00045425+0.00051072i,0.00081843-0.00027657i,0.0016187+4.5247e-06i,0.00038123-8.2448e-06i,-0.00089633-0.00031492i,-0.00054855-0.00035597i,-0.00078627-0.00062317i,-0.00042246-0.00052033i,-0.00045571-3.5397e-06i,-0.00071451+9.3673e-06i,-0.00036733+0.00015755i
1.417e-05-0.00067427i,-0.00017978-0.0023314i,-7.7453e-05-0.0028655i,0.00074626-0.0025055i,0.00071307-0.0018153i,0.00028378-0.001593i,4.7563e-05-0.0012551i,0.00017179-0.00038886i,0.0001307+0.00029344i,0.00046524+0.0010464i,0.0007354+0.00045169i,0.00026392+0.00030874i,-0.00031737+0.00078771i,-0.00051742+0.00072244i,-0.00038383+0.00030143i,0.00026326-0.00049856i,0.00058169-0.00070643i,0.00035259-0.0002271i,0.00011779+0.00017453i,0.00032299+0.00029314i,0.00011819-0.00057134i,-9.0732e-05-0.001007i,-2.4079e-05-0.00049935i
0.0011107-0.00095035i,-0.00033762-0.0013192i,-0.0021682-0.0025611i,-0.002974-0.002698i,-0.0029154-0.00065414i,-0.0011143+0.00082732i,0.0005613-6.221e-05i,0.0001064-0.00012573i,-0.00033924+6.7147e-06i,-0.00017995-0.00031968i,-7.3605e-05-0.00022927i,0.00030488+0.00023796i,5.7911e-05+0.00016257i,-0.00018959-0.00059265i,-0.0005439-0.0010766i,-0.00057338-0.0008912i,-0.00046517-0.00051452i,-0.00040993-2.567e-05i,-0.00017669+0.00018581i,0.00021218-0.00018878i,0.00064038-0.0006764i,-0.0001042-0.00098208i,-0.00012852-0.00082589i
-5.8814e-05+0.00079915i,0.00040458-0.00024805i,0.00033906-0.00096849i,-0.00014135-0.00036453i,0.00030357+0.00041916i,0.0008249+0.0002581i,0.00042582+0.00091696i,-0.00052565+0.0015415i,-0.00070157+0.0011448i,8.9771e-05+0.0007207i,-0.00015634+0.00088742i,-0.0005045+0.00051206i,4.6439e-05-0.00058303i,0.00017266+0.00011926i,-0.00040404+0.00049839i,-0.00068214+0.00010608i,-0.00062146+0.0001728i,-0.00033651+0.00027409i,0.00029771+0.00035056i,0.00078371+0.00017915i,0.0003678+0.0004395i,-0.00047872-0.00038155i,-0.00051568-0.0012014i
-0.00048782-0.0019508i,-8.0021e-05-0.0016212i,-0.00062748-0.0023104i,-0.00065571-0.0025147i,-0.00078768-0.00088734i,-0.00098922-0.00010549i,-0.0008752-0.00016173i,-0.00066918-4.6238e-06i,-0.00017852+0.00035218i,-2.6658e-05+0.00075211i,-0.00069498+0.00080181i,-0.00068466+0.00040115i,-8.9554e-05+0.00021633i,-0.00036622+0.00045471i,-0.00037468+0.00030343i,0.00054152+3.7727e-05i,0.0014884-4.9699e-05i,0.0010166+4.6864e-05i,0.00049753+0.00027288i,8.4814e-05-0.00019425i,-0.00061966-0.00016224i,-0.00018827+0.00012678i,-0.00055657+0.00071893i
