-0.0017925+0.00094392i,-0.00083319-0.00021638i,-0.0017631-0.00038621i,-0.0016866+0.00096428i,-0.00093188+0.0025884i,2.0184e-05+0.0028873i,0.00058583+0.0017632i,0.00096263+0.00063459i,0.001132-0.00044701i,0.00098056-0.0002674i,0.0011889-0.00022295i,0.0011023-0.00094122i,0.00067631-0.00010481i,8.7495e-05+0.00062495i,-3.2818e-05+0.00036455i,-0.00021357+0.00027878i,-9.8747e-05+0.00034081i,9.1739e-05+0.0001817i,0.00041428-0.00015497i,0.00058888-0.00052606i,-0.00015821-0.00097815i,-0.00052763-0.00099925i,-7.1727e-05-0.00025329i
0.0021703-0.0020185i,0.0016306-0.0031037i,0.00022693-0.0035012i,-0.0010196-0.002136i,-0.0013942-0.0012459i,-0.00064172-9.0393e-05i,0.00028961+0.00060714i,0.00070343+0.00046771i,0.00033327+0.00030603i,-7.962e-05+0.00020678i,9.7007e-05+0.00051237i,-0.00034625+0.00080422i,-0.00058951+0.00036893i,-0.00026007+0.00030901i,-0.00012688+0.00091767i,-0.00029643+0.00080917i,-0.00089301+0.0003324i,-0.001079+0.00045414i,-0.00060897+0.00060563i,-6.0192e-05+9.2398e-05i,0.00032789-0.00032454i,0.000401-0.00047862i,0.00025934-0.00045471i
0.00093684+0.0009064i,0.0012836+0.00044573i,0.0017508-6.0508e-05i,0.0012719+9.5718e-05i,0.00022883-0.00061714i,-0.00065457-0.0010746i,-0.00029998-0.00039464i,0.00024687-2.9366e-05i,0.00075253+1.2462e-05i,0.00037623+0.00037986i,-0.00037076-3.2059e-05i,6.627e-05-0.00038393i,-0.00011781-5.0487e-05i,0.00010338-0.00011724i,0.0011724-0.00026983i,0.0016012+0.00012822i,0.00075872-0.00026429i,0.00065352-0.0012951i,0.0010872-0.00092663i,0.00014366-0.00016395i,-0.00024889-0.00030118i,0.00075055+2.972e-05i,0.00074095+0.00047571i
0.0021276+0.0011992i,0.0019425+0.00062223i,0.0023698+0.0010395i,0.0023901+0.00055358i,0.0012402-5.7852e-05i,-0.00055169+0.00068482i,-0.00099272+0.0011374i,-0.00032894+0.00078496i,0.00025666+0.00039535i,0.00018959+0.00026832i,-0.00076183+0.0006137i,-0.00095234-7.472e-05i,-0.00032706-8.3581e-05i,-0.00015705+0.00057557i,-0.0006151-1.5157e-06i,-0.00083613-0.00045812i,0.00021356+6.5834e-05i,0.00091855+0.00043958i,0.0002317+0.00021019i,-0.00012395-0.00063917i,0.0001305-0.0013821i,0.00036521-0.00099766i,0.00071742-0.0003883i
-0.00014226+0.0024487i,-0.00015467+0.0025556i,-0.00019539+0.0017225i,-0.00093386+0.00099177i,-0.0014429+0.00070786i,-0.00090428+0.00062048i,-0.00039788+0.00050256i,-0.00022886-0.00038923i,0.00020084-0.00089922i,5.5509e-05-0.00050115i,-6.8511e-05-0.00046613i,-0.0001296-0.00050513i,0.00010027-0.00037201i,0.00031222-1.3776e-05i,7.4208e-05-0.00020833i,0.00045631-0.00058199i,0.00026972-0.00027125i,-0.00049682+0.00017332i,-0.00029443+2.4052e-05i,0.00034033+6.6996e-05i,0.00034239+0.00013752i,0.00020229+0.00045505i,8.8523e-05+0.00086733i
0.00064072-3.0663e-05i,0.00016178-0.0008415i,-0.0001295-0.001253i,-0.00034334-0.0012485i,-0.00068691-0.00073992i,-0.00030678+0.0002911i,-4.5079e-05+0.00072785i,0.00014762+0.00013147i,-7.9943e-05-0.00055142i,-0.00031991-0.00028077i,-2.7665e-05-0.0001431i,-0.00028413-0.00014496i,-0.00059042+0.00035439i,-0.00080949+0.0007985i,-0.00034564+0.00018878i,2.8762e-05-0.00094655i,-0.00075915-0.00056588i,-0.0011516+0.00016359i,-1.0985e-05+0.0001988i,0.00055407+7.2594e-05i,0.00040323-0.00051453i,0.00042502+0.0001386i,-0.00021241+0.00032248i
0.0024354+0.0024926i,0.0024764+0.0022383i,0.00076484+0.0022044i,-0.00042136+0.0011171i,-0.00012822-0.00086502i,0.00022309-0.0017902i,-0.00026269-0.0013623i,-0.00074302-0.00013448i,-0.00082761-0.00019362i,3.9055e-05-0.0010601i,0.0010535-0.0006845i,0.001147-0.00079693i,0.00061733-0.001504i,-5.7131e-05-0.001669i,0.00020584-0.00087707i,-1.9083e-05+1.2847e-05i,-0.00075316+0.0007537i,-0.00035159+0.0004994i,9.7504e-05+0.00043825i,-0.0004891+0.00090796i,-0.00053678+0.00050159i,-0.00013538+4.2234e-05i,2.0794e-06-0.00088166i
-0.00013972+0.00079416i,0.00020755+0.00027375i,-0.00051189-0.0002224i,-0.00089498-0.00050309i,-0.00053892-0.00018717i,-0.00011591+0.00058544i,0.0011078+0.0010882i,0.0021026+0.0009728i,0.0013722+0.00029135i,0.00051807-2.6372e-05i,0.00037153+0.00021102i,0.0002394-0.00024643i,-0.00036671-0.00040927i,-0.00056116-0.00039781i,-9.3345e-05-0.00033051i,0.00012988+2.8965e-05i,-0.00029285+0.00012785i,-0.00017952-0.00011646i,0.00071563+0.00022617i,0.00030249-0.00031018i,-0.00040586-0.00040729i,-0.00016073+0.00063021i,7.3503e-05+0.00072479i
0.0016262-0.00052327i,0.00030267-0.00075595i,-0.00059712-0.00036684i,-0.00090039-0.00072049i,-0.0007285-0.00042324i,-0.00032825+0.00013102i,0.0003096+0.00045326i,0.00032312+0.0010398i,-0.00037355+0.00097684i,-0.0012002+0.00025002i,-0.0015751-0.00032659i,-0.0010709-0.00032008i,-0.00068146+0.00016496i,-0.00065551+0.00033864i,-0.0008964-0.0002235i,-0.0012871-0.00032162i,-0.00080245-0.00029826i,0.00018198-0.00014463i,0.00025711+0.00024175i,6.9905e-05+0.00052501i,-0.00040389+0.00036339i,-8.469e-05+0.00046674i,0.00039736+0.0011223i
0.00044055+0.0012293i,0.0010654+0.0013755i,0.0015763+0.00088229i,0.0013898+0.00026354i,0.00051931-0.00015312i,-0.00027646-0.0003835i,-0.00029638-3.2828e-05i,-0.00013919+0.00048278i,-0.00030764+0.00038826i,-6.1663e-05-0.00043586i,0.00032334-0.0012753i,0.00090542-0.00099141i,0.00049243-0.00021539i,-0.00067531+0.00011601i,-0.00054949-2.8748e-05i,-0.00027926-3.1099e-05i,-0.00018069-0.00024728i,0.0001496-0.00071236i,0.00054521-0.00084234i,0.00080892-0.00020647i,0.00025829+0.0006154i,-6.8989e-06+0.00015941i,0.00021947-0.00053087i
-0.0010093+0.0014705i,6.1676e-05+0.001912i,-0.0003568+0.0015899i,-0.00061704+0.00067714i,-0.00018336+0.00094657i,6.0926e-05+0.0012477i,-0.00013351+0.00048576i,-0.00020508-7.6869e-05i,0.00054308-0.00022294i,0.0006284-4.8359e-05i,-9.5885e-06+0.00018189i,0.00042245-0.0003698i,0.0010779-0.00061173i,0.00091998-0.00046332i,0.0003932+7.1808e-05i,-0.00025107+0.0007808i,-0.00036498+0.0011865i,-0.0001354+0.00048884i,-1.6707e-05+8.5078e-05i,0.00023551+0.0010156i,0.00015301+0.0013443i,-0.00012993+0.00069644i,-0.0010735+8.9684e-05i
0.00040077+0.00011558i,0.00050569-0.00015869i,0.00080123-0.00059343i,0.0013448-0.00023331i,0.00065953-0.00016899i,1.2739e-05-0.00025447i,2.6806e-05+7.4432e-06i,0.00073038+0.00028796i,0.00072815+0.00044319i,-0.00023837+0.00014889i,0.00012703-0.000437i,0.00062483-0.00027262i,0.00042683+9.0856e-05i,-0.0003065+0.0005969i,-0.00067232+0.0012111i,-0.00047207+0.00093079i,-0.0007444+0.00031467i,-0.0003333+6.5157e-05i,0.00058965-0.00040733i,0.00036037-0.00046123i,0.0004924-9.7186e-05i,0.0008289+0.00051044i,0.00058872+0.00034338i
0.0010348-0.0011242i,0.00020622-0.0006309i,-0.0012039+3.2672e-05i,-0.00089549+0.00079368i,-0.0009077+0.0014371i,-0.0015454+0.00076789i,-0.0013697+0.00019592i,-0.00037606-0.00012541i,0.00014605+0.00022036i,0.00022776+0.0005357i,-6.4022e-05+0.00020984i,-0.00042689-0.00050452i,0.00023768-0.00047563i,0.00076007-0.00020059i,0.00035316-0.00053617i,-0.00023514+3.7196e-05i,-0.00032508+0.0008008i,-0.00066827+0.001201i,-0.00032557+0.00062257i,-0.00025651-0.00042071i,-0.0007015-0.00039874i,-0.00059416-9.9974e-05i,-0.00024462+3.3971e-05i
0.0012607-0.00010668i,0.0012696-0.0005999i,0.00067019-0.00095634i,0.00031239+0.00026569i,0.00075688+0.0016434i,0.0014388+0.0024428i,0.00082493+0.0017605i,0.00066279+0.00033746i,0.00063472-0.00028502i,0.00036143-0.00026011i,7.0578e-05+1.2294e-05i,-9.4789e-05-0.00031505i,-0.00020413-3.3412e-05i,-0.00010909+0.00075444i,-0.00025903+0.00054941i,-3.9139e-05+3.8511e-06i,0.00064162-0.00066395i,0.001213-0.0011752i,0.0017432-0.00062612i,0.001579+0.00012131i,0.0009345+0.00011514i,6.4173e-05-0.00054447i,-0.00080494-0.00020977i
-0.0004644+0.000826i,0.00051108+0.00045514i,0.0011981-0.00022567i,0.0011541+0.00018664i,0.00025678+0.00022295i,-3.8727e-05-0.00045528i,0.00093086+0.00021516i,0.0010645+0.00069478i,-0.00013264-0.00061796i,-0.00035956-0.0014307i,7.5426e-05-0.00073352i,0.00010323+0.00025847i,-4.7507e-05+0.0008583i,-0.00017817+0.0010928i,-0.00086154-0.00013348i,-0.0011966-0.00062556i,-0.00045427+0.00076902i,-0.00030472+0.00079627i,1.3097e-05+0.00027011i,0.00080607+0.00048349i,0.00042515+0.00023756i,0.00035131+4.0593e-05i,0.00093627+0.00013926i
0.0031564-0.002327i,0.0031823-0.0029968i,0.0011609-0.0041026i,-0.00094403-0.0031019i,-0.0012341-0.00098227i,-0.00035992+0.00036932i,-4.9726e-05+0.0010646i,0.00071981+0.00051768i,0.00098371-3.0458e-05i,0.0001921-0.00030706i,0.00012919+5.3671e-05i,0.00010996+0.00079371i,7.0556e-05+0.00035973i,-0.0001086+0.00061878i,-9.0835e-05+0.00064989i,-0.00055495-0.00014436i,-0.00083733-0.00026148i,-0.00096441-0.00032412i,-0.00056076-0.00020012i,0.00046913-0.00076137i,0.00042186-0.0014803i,-0.00022665-0.00071142i,-0.00089625+0.00050291i
-0.00016598+0.0013815i,-5.8463e-05+0.0020632i,0.00019385+0.00124i,0.00013995+0.00016484i,-0.00037755+0.00019765i,-0.00087368+0.00038746i,-0.00082658+1.9126e-05i,0.00034763+0.00013614i,0.00072457+0.00024709i,0.00049401+0.00022889i,0.00072933+0.00081802i,0.00017058+0.00092413i,-0.00075886+4.1706e-05i,4.5203e-05-0.00049604i,0.00067835-0.00037423i,-3.7389e-05+1.7778e-05i,-0.00050231+0.00011037i,1.0705e-05+7.0354e-05i,0.00068061+0.00041174i,-0.00029337+8.004e-05i,-0.00091154-0.00062235i,-0.00084732-0.00038732i,-0.00026366+9.6421e-05i
0.0016468-0.0011138i,0.0025946-0.0016444i,0.0026596-0.0018596i,0.0020021-0.00075855i,0.00040443+9.8583e-05i,-0.00022788-6.5006e-05i,0.00063842+5.1081e-05i,0.0010448+0.00040442i,0.0010431-0.00014857i,0.00028894-0.00074736i,-0.00088415-0.00037262i,-0.0012161+0.00023288i,-0.00040795+0.0002282i,3.4985e-05-0.00044315i,-0.0012062-0.00067096i,-0.001231-0.00071345i,7.6763e-05-0.00023229i,0.0001394-0.0004006i,2.1598e-05+0.00011373i,0.00062712+0.00033159i,0.00029012-0.00086448i,-0.00050934-0.00096292i,-0.00050253-0.00029507i
0.00083912+0.0001163i,0.0010339+0.00084318i,0.0010536+0.0010759i,0.00032426+0.0012856i,-0.00098665+0.00065178i,-0.0015207+0.00026651i,-0.00078081+0.00064028i,-0.00026382+0.00089278i,-0.00020577-0.00027214i,-0.00050728-0.0014871i,-0.00040134-0.0020558i,-0.0005038-0.001022i,-0.00030885+0.00063829i,0.00017965+0.0013022i,-0.00020675+0.00057887i,-0.0006013-0.00092851i,-0.00045831-0.00088093i,-0.00077337-0.00044275i,-0.00068615-9.8398e-05i,-0.00038866+0.00032343i,-0.00026779+0.00030494i,9.0112e-05+0.00034153i,0.00049432+0.00028525i
0.0013409+0.0013641i,0.00024315+0.0020243i,0.0003702+0.0010618i,-0.00021566+0.00077295i,-0.00048667+0.00078685i,-0.00016351+0.00026326i,-5.7456e-05+0.00043916i,0.00066834+0.0009006i,0.00084958+0.00045547i,0.00092835-0.00042126i,0.00085559-0.00075453i,0.00064403-0.0006392i,0.00045888-0.00083756i,7.175e-05-0.00069752i,-0.00041535-0.00024736i,-0.00032371-0.00024554i,-0.00050143-0.00041425i,-0.00059555-0.00089401i,-0.00039344-0.00071536i,0.00020945+0.00013719i,0.00067478+0.00011484i,0.00072542+5.3866e-05i,0.00064666-6.5687e-05i
-0.00076463+0.0016595i,-0.00058178+0.0027956i,-0.00078237+0.0021561i,-0.00061117+0.001266i,-0.00041771+0.00062878i,-0.00013364+0.00072423i,0.00047743+0.00016418i,0.0010833-0.00064513i,0.0011112-3.4446e-06i,0.00042232+0.00035652i,1.7563e-05-0.00011451i,-0.00013255-0.00053385i,-0.00026756-0.00076503i,-1.8558e-05-0.00048722i,0.00014751-0.00023056i,0.00049941-0.00049858i,0.00036084-0.00071267i,0.00015109-0.00057646i,4.0004e-05-0.00047351i,-6.7483e-05-0.00048424i,0.00018147-0.00018912i,0.00037137+0.0005507i,0.00033781-0.0002733i
0.0020557-0.0012586i,0.0022622-0.0011535i,0.0020069-0.0016587i,0.0012608-0.0022461i,7.1543e-05-0.0012713i,-0.00059112-0.00059396i,-0.00072017-6.6834e-05i,-9.7431e-05+0.00012758i,0.00026058+8.0259e-05i,0.00016835+0.00051213i,0.00051967+0.00053844i,0.00027076-0.00024629i,-1.0955e-05-0.001206i,0.00012595-0.0014911i,-0.00028814-0.00072303i,-0.00086182-0.00041079i,-0.00042413-0.0003955i,-8.2673e-05-0.00028142i,0.00011508-0.00015544i,0.00050856+0.00039336i,0.00021111+3.1907e-05i,-0.00027332-0.00053784i,0.00020172+6.194e-06i
0.00014281+0.0014887i,0.00084806+0.0021088i,7.3856e-05+0.00078842i,-0.00039294+0.00083315i,-0.00076158+0.0014926i,-0.00108+0.0010453i,-0.00010698+0.0011569i,7.8577e-05+0.00062266i,-0.00047025-0.00079477i,-0.0011913-0.0009017i,-0.0011274-0.00019829i,0.00016267-0.00021472i,0.00043896+0.00016651i,0.00028457+0.00091462i,0.00069476+0.00070281i,0.00059364-0.00014059i,-0.00022505-0.00046646i,-0.00020722-0.00030455i,-6.9554e-05-5.3422e-05i,-0.00032104-0.00035357i,-0.00041235-0.0012525i,-0.00072318-0.0014989i,-0.00010782-0.0011687i
-0.0021949-0.00042332i,-0.0014414-0.0010589i,0.00015302+0.00026759i,0.0004129+0.00072123i,-6.0122e-05+0.0001003i,0.00020335-0.0001317i,-0.00033726+0.001293i,-0.00093731+0.0022089i,-0.0002364+0.0011757i,0.00043892+0.00057582i,0.00073658-3.0521e-05i,0.00035072-0.0011114i,-0.00036191-0.0008638i,-0.0014197-0.00018087i,-0.0015438-0.00048737i,-0.00039197-0.00040914i,0.00014184+0.00039971i,0.00032452+0.00045256i,0.0007655-4.1797e-06i,0.00038616-0.00010754i,-5.5902e-05+8.6939e-06i,0.00012669+0.00083897i,0.00059415+0.0010269i
0.0016171+0.0012606i,0.0010469+0.0014778i,0.00042087+0.0012811i,0.00025199+0.001054i,-0.00043274+0.00053993i,-0.00011908+0.00014295i,0.00041945+0.00036412i,0.00035918+0.0010424i,0.00029854+0.0010694i,0.00020877-4.3214e-05i,-9.6366e-05-0.00041913i,-5.7353e-05+8.2622e-05i,0.00021041+0.00042467i,9.2688e-05+0.00088532i,-6.9344e-05+0.00015146i,-0.00029759-0.00085014i,-0.0011398+2.9739e-05i,-0.00087944+0.00069687i,0.00022701+7.5333e-06i,0.00082595-0.00070507i,0.0013765-0.00063023i,0.00057209-0.00033665i,0.00017774+0.00030459i
-0.00028179+0.003441i,0.00014722+0.0021101i,0.00080674+0.00093252i,0.00087622+0.00058948i,0.00057745-8.7581e-05i,2.1875e-05-0.00016745i,-0.00062153+0.00022051i,-0.00085+0.00011717i,9.1872e-05-0.00039308i,0.0011418-0.00072529i,0.0016306-0.00075698i,0.00079852-0.00085004i,-0.00040998-0.00056464i,-0.0011727-0.00024203i,-0.00098258+0.00010456i,-0.00062846+2.3467e-05i,-0.00038344-0.00036127i,-0.00020416+0.00034549i,-0.0010058+0.00052148i,-0.0010132+7.283e-05i,-0.00019638+0.00011336i,0.00036914+3.3053e-05i,0.00095542-0.00010589i
0.00041093+0.00071464i,0.00053405+0.0005052i,0.00082534+0.00056687i,0.0013876+6.6046e-05i,0.0016192-0.0002584i,0.00020557-0.00013935i,-0.00085655+0.00018238i,-0.0006743+0.00030394i,-0.00087466+0.00046333i,-0.0008779+0.00046216i,-0.00063232+7.539e-05i,-4.0679e-05-0.00023903i,-7.0388e-05-2.0014e-05i,-0.00057836-0.00043437i,-0.00048502-0.00051053i,-8.0392e-05-0.00028987i,0.0002779-0.0006206i,-6.6497e-05-0.00051212i,-0.00051551+0.00025622i,-0.00040688+0.00033549i,9.0242e-05+0.0001051i,0.00026044+0.00050696i,0.00019932+0.00066448i
1.4368e-05+0.00041248i,0.00066556-0.00013809i,0.00084419-0.00057926i,-0.00029313-0.00048074i,-0.00075635+0.00027464i,1.1737e-05+0.0011502i,0.00026895+0.0012712i,0.00014651+0.0013244i,-0.00021463+0.0011642i,-0.00090173+0.0001346i,-0.0013361-0.00038512i,-0.00097938-0.0002789i,0.00027144-0.00032361i,0.00070956-0.00012544i,0.00028053-2.4039e-05i,-3.3812e-05-8.4487e-06i,-0.00049668-0.00017468i,-0.00020912-0.00013606i,0.00060452-0.00022767i,0.00064084-0.0003044i,0.00044941-0.0007181i,0.00047411-0.00065719i,0.0011309-0.00023473i
0.0023818-0.00018276i,0.000494-1.3158e-05i,-0.00016066-0.00089325i,-6.7364e-05-0.00074391i,-0.00074885+0.00037087i,-0.0015216+0.0010042i,-0.00065963+0.0011128i,0.00070543+0.00025655i,0.00097669-0.00092994i,0.00023607-0.00055363i,0.00035014+0.00071697i,0.00071804+0.0016025i,0.00070701+0.0014872i,0.00026951+0.00052633i,-0.0006281+2.8636e-05i,-0.00060538+0.00014326i,0.00020061-0.00067221i,0.00091416-0.00064181i,0.00080538-9.5117e-05i,0.00040804-0.00057149i,0.00043012-0.000877i,0.00044684-0.00085237i,1.9403e-05-0.00059408i
0.002472-0.00038326i,0.0014221+0.00012799i,0.00053015-0.00023298i,-0.0002408-0.00077493i,-0.00064228-0.00010494i,-0.00057569+3.6897e-05i,-7.4531e-05-0.00028684i,0.0003711-0.00031375i,2.4926e-05-0.00056076i,-3.0678e-05-0.00083257i,0.00036971-0.00060324i,0.00036526-0.0002047i,0.0003539-1.5831e-05i,0.00061467+0.00054019i,0.0014138+0.00078418i,0.00077619+0.00020177i,-0.00023702+4.7657e-05i,0.00028973+0.00030484i,0.00058757-0.00050882i,0.00022183-0.0012578i,-0.00055559-0.001049i,-0.00021429-0.00060834i,0.00049908-0.00058589i
0.0010288-0.00058086i,0.0010849-0.0010055i,0.0017995-0.0010772i,0.0015215-0.000633i,-9.2768e-05-0.00020854i,-0.001066+0.00053275i,1.3454e-05+0.0016902i,0.00048203+0.0018508i,6.9799e-05+0.00094742i,-0.00011217-0.00013144i,-0.00053556-0.0001689i,-0.00079142+0.00049751i,-0.00035795+0.00017978i,-0.00024562+0.00031826i,0.00012435+0.00037384i,8.5912e-05+0.00032401i,0.00024981+0.00071888i,0.00043984+0.0012512i,-0.0004334+0.0010473i,-0.0012182-8.4196e-05i,-0.0013442-0.00055022i,-0.00068695-0.00099124i,0.0002399-0.001358i
0.0024848-0.00029945i,0.0024943+0.00042i,0.0013298-0.00091549i,-0.00046143-0.0016046i,-0.0011286-0.00047681i,-0.00097601+0.00094985i,-0.0012634+0.0011823i,-0.00015925+0.00062958i,0.0011427+0.00010185i,0.0007657-0.00023648i,-0.00049057+7.5502e-05i,-0.00085527+0.00018867i,-0.0001642-0.00043952i,0.00011386-0.00013239i,-0.00032725+0.00046184i,-0.00043299+0.00048807i,-0.00093212+0.00029769i,-0.0008174-9.3269e-05i,-6.3728e-05-0.00027085i,0.0002769-0.00016576i,0.00081776+0.00021635i,0.00061135+0.00040555i,0.00059288-0.00017867i
-0.0014748+0.00078171i,-0.0017399+0.0011408i,-0.0018488+0.0018629i,-0.0015648+0.0028694i,-0.00023719+0.0024396i,0.00043958+0.0014018i,-9.5304e-05+0.0007636i,1.7695e-05+0.00036863i,-0.00024566+0.00041681i,-0.00092674-2.1746e-05i,-0.00063009-0.0005117i,-3.604e-05-0.000837i,0.0004988-0.00048766i,0.00086445-0.00033048i,0.00087083-0.00010371i,8.4649e-05+0.00034589i,-0.0004367-0.00017455i,0.00030954-0.00013411i,0.00028939+0.00088272i,-0.0006141+0.00077297i,-0.00058872-0.00015348i,-0.00059963-0.00094944i,-0.00045808-0.00069448i
0.003488-8.2257e-05i,0.003378+1.6585e-05i,0.0027082-0.00075965i,0.0013871-0.001261i,0.0004647-0.00095209i,0.0013368-0.00044643i,0.001367-0.0002572i,0.00086373+0.00012549i,0.00089154+0.00027693i,0.00080455+0.00048509i,0.00052106+0.00029952i,0.00025776-0.00019639i,0.00024112+0.00043517i,-0.00074259+0.0011478i,-0.00095126+0.00098119i,-0.00038634+0.00013197i,5.9042e-05+7.4876e-05i,-0.0001559+0.0004127i,-0.00034938+0.00043618i,-0.00045246-7.6584e-05i,-0.00040764-0.00084899i,-0.00015191-0.0001758i,0.0002785+0.00077374i
-0.00019145+0.001886i,0.00034265+0.002446i,-0.00089643+0.0015944i,-0.0022479+0.00061548i,-0.0020097+0.00056716i,-0.0012729+0.0010195i,-0.00069829+0.00094215i,0.00014181+0.00063889i,0.00029045+0.00082635i,-0.00023589+0.0008531i,-0.00031434+0.00018296i,7.5983e-05-0.0007419i,0.00030215-0.0012874i,0.00075306-0.0015494i,0.0011589-0.0015288i,0.00061762-0.00039626i,-1.968e-05+0.0008359i,-0.00021527+0.001296i,-0.0002513+0.00040667i,-0.0001418-0.0007706i,-9.8691e-05-0.00064539i,-0.00027796-0.00021093i,-0.0001395+0.00015963i
-0.00041281-0.00070252i,-0.00035461-0.0012913i,-0.0010424-0.0017929i,-0.00059595-0.0016621i,-0.00022866-0.0012705i,-0.00024721+0.00014578i,8.5847e-06+0.0012896i,0.00016803+0.00089961i,0.00024772+0.00083777i,-3.4727e-05+0.00094785i,0.00014373+0.0012452i,0.00039447+0.0010898i,-3.6793e-05+0.00041441i,-0.00044888-0.00027861i,0.00050065+4.2485e-05i,0.0010764+0.00048731i,8.9888e-05+0.00031241i,-0.00098111-1.9402e-06i,-0.00049707+0.00025138i,0.00022112+0.0007383i,7.5434e-05+0.00058083i,0.00015277+0.0010587i,0.00015535+0.0011416i
0.0012386+0.0012045i,0.00066445+0.0018151i,-0.00039407+0.0016375i,9.4699e-05+0.0010773i,0.00014256+0.00028213i,-0.00064357-6.489e-05i,0.00034382+0.00044466i,0.00083292-0.000189i,0.00098549-0.0010741i,0.0017592-0.00060475i,0.0012829-0.00025431i,-3.8136e-05-0.00026299i,-0.00083451-0.00041524i,-0.00057911+0.00022744i,0.00016466+0.00054697i,5.6013e-05+7.3371e-05i,-0.00092902-0.00095063i,-0.00074701-0.0011282i,-0.00084445+0.0005038i,-0.00094373+0.00043257i,-0.00011004-0.0013222i,0.00081865-0.0012443i,0.00072597+1.5606e-05i
-0.00080446-0.00049502i,-0.00078664-0.00077662i,-0.00014267-0.00071868i,0.00010204-0.00012856i,-0.00038718+0.00052075i,3.5464e-05+0.00073633i,-0.0002849+0.00069716i,-0.00084223+0.00069972i,-0.00067058+0.0014215i,-0.0010503+0.00072115i,-0.0010976-0.00057621i,-0.00059525-0.00078964i,-0.00038773-0.0006059i,-0.00019786+0.00023313i,0.00071306+0.00030303i,0.0010063-0.00021823i,0.0002634-0.00054082i,0.00012946-0.00061849i,-0.00027854-0.00066754i,-0.00017162-0.00053657i,0.00024586+9.5331e-05i,0.00010746+0.00071118i,-0.00021749+0.00088898i
-0.00056815-0.00035118i,-0.0004768+0.0011167i,-0.00039229+0.0017803i,-0.00074726+0.0020223i,-0.00143+0.0011725i,-0.00062491+0.00063154i,-0.00022341+0.00092614i,0.00038027+0.00093517i,0.00090516-0.00026003i,0.00032548-0.00096782i,0.00010525-0.00034666i,-0.0003847-0.00035107i,-0.00031529-0.00054351i,0.00010943+2.8004e-05i,0.00014289+0.00066062i,0.00013788+0.00033323i,-0.00025199+0.0002384i,-0.00053446+0.00041974i,0.00043648+0.00071282i,0.00041464+0.0013644i,-0.00034558+0.0011574i,0.00023231+0.00089256i,0.001264+0.0012816i
0.00084416+0.00083764i,0.001884+2.4914e-05i,0.002158-0.0010298i,0.0016829-0.0012983i,0.00058704-0.0010197i,-0.00039388-0.00065708i,-0.00053525-0.00035292i,0.00013299-0.00036223i,-0.00014236+0.00017908i,-0.00085161+0.00012772i,-0.00019657-4.5231e-05i,-0.00015851+6.8476e-05i,-0.00074062-0.00039513i,-0.00042614-0.00017744i,-0.00010592+0.00061593i,-0.00025889+0.00070949i,6.292e-05+0.00016908i,0.00024234-0.00020794i,-9.7603e-05-0.00023943i,-8.7663e-05-0.00010758i,5.3305e-05+0.00081732i,0.00024978+0.00097813i,0.00032502+0.00023194i
0.0005234+0.00058807i,0.0011772+0.0010253i,0.0014256+0.00015403i,0.00068648+0.00044498i,-0.00095228+0.0008632i,-0.0011044+0.0012228i,-0.00013551+0.0010375i,0.00062711+0.00062244i,0.00075726+0.00048614i,-4.8104e-05+0.0009529i,-0.00092572+0.00063694i,-0.00066526-0.00011267i,-0.00065495+1.2133e-05i,-0.00062935+0.00091003i,-0.00083303+0.0012441i,-0.00030594+0.00057783i,0.00012667+0.00037162i,-0.00034351+0.00026581i,0.00015405+0.0001266i,0.0012208+1.372e-05i,0.001129+1.8625e-05i,7.1728e-05-0.00020202i,-0.00033379-0.00043605i
0.0015185+0.0014226i,0.0012771+0.00030369i,0.00033533-0.00024416i,0.00028011-0.00010447i,0.0008715-0.00048809i,0.00030456+0.00022613i,-0.0010046+0.0012411i,-0.0011639+0.0010988i,-0.00025775+0.00044128i,0.00037178+0.00021442i,9.668e-05+0.00031651i,-0.00043085-0.00010903i,-0.0003178-0.00064176i,-0.00071394-0.00088372i,-0.00091036-0.0009248i,-0.0007412-0.00035969i,-0.0004828+0.00035339i,-0.00021446+0.00046876i,-0.00012081+0.0002882i,0.00042052-0.00029931i,0.00038226-0.00075698i,0.00010719-0.00017219i,7.8961e-05+0.00046457i
0.0015423+0.0016377i,0.0024632+0.0014192i,0.0022508+0.00052289i,0.0019313+7.7862e-05i,0.0013911+0.0012677i,7.6186e-06+0.0017377i,-0.0007063+0.0010697i,0.00012986+0.00037873i,0.0001805+0.00025698i,3.8945e-05+0.00059283i,0.00037614+0.00044324i,-1.0146e-05-0.0010374i,-0.0009171-0.0018343i,-0.00080858-0.0011997i,-9.2482e-05-0.00028137i,-0.00034315+0.00033948i,-0.00085483-0.00034019i,-0.00060118-0.00049188i,5.2651e-05-0.00029103i,0.00081337-0.00038623i,0.0012232-0.00018662i,0.00067226-0.00031535i,-0.00042498-0.00054728i
