-0.0018976-0.00050922i,-0.0016282+0.00042938i,-0.0019875+0.00099265i,-0.0019794+0.0013764i,-0.0020621+0.0021465i,-0.0017475+0.0021981i,-0.00054493+0.0017092i,0.00048268+0.0013121i,0.00073595+0.0012005i,0.00079971+0.0010483i,0.00022469+6.5692e-06i,-0.00012179-0.00087488i,-0.00011982-0.0010626i,-0.000429-0.00073283i,6.9971e-05-0.000257i,0.00079449+0.00017665i,0.0001415+8.2032e-05i,-0.00045427-0.00058115i,-0.00042126-0.0003i,-0.00039188-0.00045319i,5.5317e-05-0.00045322i,-0.00032315+0.00086348i,-0.00049417+0.00079529i
-0.0069005-0.0054378i,-0.0073309-0.004411i,-0.0041646-0.0012912i,0.00027539+0.001499i,0.0017878+0.00098142i,0.00055694-0.00050209i,-0.00074284+2.5248e-05i,-0.00035055+0.0003129i,0.00082117+0.00057262i,0.001004+0.0013201i,0.00035759+0.00067225i,0.00028312-0.0010624i,0.0005685-0.0014831i,0.00015774-0.0002598i,-0.00078415+0.00032256i,-0.0010518-0.00029256i,-0.00051423-0.00059326i,5.4953e-05-0.00044693i,0.00015246-6.0436e-05i,-0.0003916+0.00018904i,-0.001449+0.00077453i,-0.001991+0.0011891i,-0.0014318+0.0004113i
0.004965-0.0037272i,0.00429-0.0039186i,0.0040323-0.0022829i,0.0031401-0.00030178i,0.0020779+0.00019224i,0.0022608-0.00068966i,0.0025579-0.00062956i,0.0019492-0.00028989i,0.0019275+7.6965e-05i,0.0011912+0.00012343i,0.00027775-0.00026108i,-0.00043792-0.00051909i,-0.00075705-0.0009106i,-6.5725e-05-0.0009926i,0.00055231-0.00012317i,0.00068875+0.00058292i,0.00034463+0.00035117i,0.00047818-9.2422e-05i,3.252e-05+0.0001627i,-0.00088569+0.00030189i,-0.00066507-3.8247e-05i,-0.00058823-0.00075275i,-0.0011225-0.00057896i
0.0072008+0.0017691i,0.0065674+0.0038722i,0.005269+0.0056435i,0.003233+0.0038899i,0.0014406+0.0017999i,4.6988e-05+0.0014837i,0.00065365+0.001626i,0.0010386+0.0014651i,-3.8434e-05+0.0011565i,0.00029175+0.0006508i,0.00052704+0.00030958i,3.3696e-05+0.00058632i,-0.0006031-2.6904e-05i,-0.0010378-0.00063587i,-0.001328-7.6119e-05i,-0.001276+0.00022063i,-0.00073543-0.0004149i,-0.00057918-0.0012154i,-0.00040256-0.0014802i,8.9869e-06-0.001341i,-0.00024849-0.00061766i,-0.00064729-0.00017138i,0.00027619-0.00014032i
-0.00069688+0.01002i,-0.00054159+0.009738i,-0.00048669+0.0066531i,-0.00018776+0.0027323i,-0.00017396-6.4304e-05i,-0.00091867+0.00010613i,-0.0010641+0.0015736i,-0.00068204+0.0016064i,0.00010002+0.0013092i,0.000963+0.0011653i,0.00086228+0.00059359i,-2.775e-05+0.00036883i,2.0812e-06+0.00061755i,-0.00011275+0.00055583i,0.00013712-0.00037012i,0.00010661-0.00053843i,7.0601e-05+0.00017577i,0.00017052+0.00011656i,-0.00087482-0.00042025i,-0.0011478-0.00040195i,0.0003202+0.00038053i,0.00073082+0.0009572i,-5.0932e-05+0.00080755i
-0.0060772-0.0036579i,-0.0058761-0.0021602i,-0.0056105-0.0020572i,-0.0034595-0.0011826i,-0.0013542-0.00092788i,-0.0012223-0.00069668i,-0.0007687-0.00095471i,-0.00018789+0.00017461i,-0.00011035+0.0017516i,-0.00082419+0.0012911i,-0.0011752+0.0013063i,5.3935e-05+0.0019435i,0.0010502+0.00097131i,0.00092333+1.9247e-05i,0.00025596-0.00038866i,-0.00049709-0.00059522i,-0.0001934-0.00055431i,0.00046282-0.0006482i,0.00031192-9.4012e-05i,4.1533e-05+0.0004044i,-0.00052584+0.00098027i,-0.0005456+0.00099594i,-0.00023979+0.00080648i
-0.0049185-0.0027903i,-0.0022013-0.0037221i,0.00078549-0.0007045i,0.0035267+0.0024434i,0.0040265+0.0018432i,0.0025926-2.6679e-05i,0.0016563-0.00020535i,0.0012434+0.00012869i,0.00086162+6.3565e-05i,0.00076173+0.00057675i,9.0284e-05+0.00047592i,-0.00028255+7.8343e-05i,0.00025692+5.9746e-05i,0.00090987+0.00023195i,0.0008022+0.00080883i,-0.00011897+0.0011894i,-0.00071195+0.0012016i,-0.00028778+0.00075423i,-0.00033225+0.000378i,-0.0007861+2.3856e-05i,-0.00065595-0.00013874i,-0.00083721-9.3705e-06i,-0.00068148-0.00029496i
0.0077837-0.0032514i,0.0070498-0.0013881i,0.005115+0.0022488i,0.0028884+0.0037216i,0.0021886+0.0017871i,0.0016922-2.5885e-05i,0.0010176+0.00023857i,0.00021771+0.0012434i,0.00012215+0.0010327i,0.001056+6.5578e-06i,0.00086776-0.00084267i,4.6078e-05-0.00085288i,-0.00026265-0.00068688i,0.00027548-0.00082584i,0.00077945-0.00072998i,0.00041775-0.00079171i,-1.0996e-06-0.0013948i,0.00025446-0.0013354i,-3.6868e-05-0.00042079i,-0.00038171-0.00031133i,-3.129e-05-0.00061333i,0.00036375-0.0001392i,0.00039714-0.00044156i
0.0013541+0.006616i,0.00015628+0.0070741i,-0.00099044+0.0062995i,-0.0014209+0.0040076i,-0.0018154+0.0024994i,-0.0011908+0.0017232i,-0.00039483+0.00064653i,0.00057831+0.0001309i,0.0012747+0.00032613i,0.00089236+0.00028259i,0.00055128+0.00015i,0.00071411-0.00040124i,0.00035841-0.00048171i,-0.00023511-0.00020294i,-0.00041258-0.00019319i,-0.00067751+0.00031196i,-0.00070628+0.00088187i,-0.0006179+0.00038444i,-0.00064937-0.00035118i,-0.00052871-0.00035823i,0.00012612+6.166e-05i,0.00081247+7.6688e-05i,0.00077357-0.00030815i
-0.0027463+0.004427i,-0.0039029+0.0024015i,-0.0035538+0.00047031i,-0.0018914-0.0011482i,-0.0014474-0.0028258i,-0.0011846-0.0016638i,-0.00025926+0.00041474i,0.00096084+0.00087612i,0.0011296+0.00036848i,0.00026127-0.00021159i,0.00018424-0.00030871i,0.0001157-0.00036862i,-0.00069755-0.0011772i,-0.00073452-0.0014683i,0.0004809-0.00078578i,0.00093738-0.00010358i,0.00047056+4.4637e-05i,0.00076209-7.7802e-05i,0.00097598-0.00013389i,0.00032078+0.00033087i,-1.2039e-05+0.00032002i,0.00031131-0.00025974i,0.00036914-0.00049156i
-0.0072001-0.0013642i,-0.0044129-0.0028648i,-0.0016387-0.0010597i,0.00041597+0.0014698i,0.0016491+0.00093451i,0.0010031+0.0003784i,-0.00019051+0.00039051i,6.347e-05+0.00042964i,0.00061231+0.00071356i,0.00064673+0.00045763i,0.00098164+0.00040181i,0.00093286+0.00072242i,0.00045466+0.0007741i,0.00029861+0.00044593i,-0.00029331+5.8846e-05i,-0.0002638-0.00057557i,-0.00010482-0.00092037i,-0.00061921-0.00066032i,-0.0006958-0.00071063i,-0.00026796-0.00049497i,-4.0284e-05-5.1412e-05i,-9.6761e-05+0.0004388i,7.6409e-05+0.00032957i
0.0027939-0.0062324i,0.0043461-0.0037263i,0.003708-0.0016851i,0.0020847+0.00035922i,0.0018021+0.00090116i,0.0014716+0.00034754i,0.00055794+0.00083286i,0.00022812+0.0010959i,0.0003767+0.00015447i,0.0007583-0.00044695i,0.00084726-0.00064115i,0.00044431+0.00016508i,-8.7781e-05+0.001087i,-0.00049975+0.00079753i,-0.00074779-0.00010482i,-0.00071189-0.00092505i,-3.6763e-05-0.00067638i,0.00033901+2.4988e-05i,0.00020439+0.00086805i,-0.00035858+0.00038375i,-0.000448-0.00045353i,-0.00045235-4.3147e-05i,-0.00018375+0.00023204i
0.0023266+0.00025451i,0.00060574+0.0036507i,-0.0009071+0.004733i,-0.0015364+0.0033567i,-0.0017514+0.0026288i,-0.0012282+0.0027178i,-0.00057997+0.002045i,0.00068856+0.00091176i,0.001497+0.00069476i,0.00065019+0.00044117i,-2.3892e-05-0.00042991i,-0.00027459-0.001001i,-4.994e-05-0.0011709i,0.00061471-0.00089459i,0.00045768-0.00064388i,-0.00044495-0.00045889i,-0.00062242-0.00052689i,-0.00071926-0.00091901i,-0.00056373-0.00056603i,-4.3141e-05-0.00014429i,-0.00039959-0.00022012i,0.00047439-0.00011938i,0.00082938-2.5057e-05i
0.00015624+0.0035811i,-0.001689+0.0037478i,-0.0030194+0.0026198i,-0.0024029+0.00046327i,-0.0018664-0.00036317i,-0.0015172+5.8341e-05i,8.3143e-05-0.00021473i,0.0016181-0.0009411i,0.0014698-0.0006866i,0.00080309+0.00031659i,0.00039325+0.00028303i,0.00013006-0.00062815i,-0.00013608-0.00089899i,-0.0002817-0.00061387i,0.00033102-0.00046497i,0.00086592-9.3352e-05i,0.00073203-8.9841e-05i,0.00046654-0.0010835i,0.00010122-0.001234i,-2.3287e-05-0.00030158i,-0.00010843+0.00034291i,-0.00029583+0.00082226i,3.7997e-05+0.00046367i
-0.0056605+0.0052039i,-0.0030659+0.0026879i,0.00030707+0.0017804i,0.0026258+0.00072668i,0.0044327-0.00066053i,0.003743-0.0012052i,0.0016527-0.00027969i,0.00024443+0.00095525i,7.3929e-05+0.00025386i,0.00046712-0.00085371i,0.00026193-0.00082726i,0.00031646-0.0014515i,-2.9303e-05-0.0013981i,-0.00049989-0.00039523i,-0.00095048+8.0471e-05i,-0.00076457-0.00029652i,-5.6025e-05+6.1004e-06i,-0.0004317+0.00086853i,-0.00030374+0.00037108i,0.00033122+0.00011802i,-0.00020089+0.00071422i,-0.00042137+0.00079471i,0.00025162-7.2387e-05i
-0.0019403-0.0028037i,0.0014119-0.0027066i,0.0015232-0.0002157i,0.0014031+0.0016673i,0.0018117+0.0018851i,0.0013115+0.002086i,0.0014354+0.0023002i,0.0016944+0.0020823i,0.0011027+0.00054489i,9.673e-05-0.000359i,7.5689e-05+0.00032435i,0.00045172+0.00093832i,0.0010008+0.0008092i,0.0014518-3.4663e-05i,0.00043355-0.0009199i,-0.00026417-0.001069i,-0.0002832-0.00094471i,-0.00022817-0.0004855i,0.000371-0.00017769i,0.00059164-6.0272e-05i,0.00011089+0.00049973i,0.0001378-2.4275e-05i,0.00049683-0.00084701i
0.0010319+0.00039493i,0.0024079+0.0021075i,0.0019339+0.0037775i,0.0018788+0.003948i,0.0019993+0.0036497i,0.00080728+0.0028224i,-0.00078619+0.0015016i,-0.0011519+0.00059361i,2.9714e-05+0.0010357i,0.00046319+0.0015918i,0.00027435+0.00096993i,0.00037213+5.7422e-05i,0.0011498-6.026e-05i,0.00074236-0.00014495i,8.7165e-05-0.00043207i,-0.00014098-0.00056536i,-0.00014777+0.00022504i,-0.00053141+0.00096936i,-0.00013575+0.00050697i,0.000357+0.00033008i,6.2927e-05+0.00021631i,0.00023519+0.00044536i,0.00038133+0.00069914i
0.0013785-0.00081383i,-0.002185+0.0012i,-0.0047946+0.0014222i,-0.002996+0.00083046i,-0.0019073+0.00050557i,-0.0014464+0.000641i,-0.00042275+0.001048i,-0.00024762+0.0010065i,7.7913e-05+0.00067063i,0.00077251+0.0004331i,0.00054155-0.00025501i,6.6262e-05-0.00023038i,0.00027724+0.00018759i,0.00014399+0.00015608i,-0.00041723+0.00016432i,-0.00064919+0.00040501i,0.00022597-4.6893e-05i,0.00063417-0.00092071i,-0.00011315-0.00068395i,-0.00055052+0.00013371i,-0.0012802+0.00042116i,-0.001622+0.00046774i,-0.00061899+0.00051013i
6.6234e-05+0.003704i,-0.0014633+0.0013231i,-0.00051643-0.00078521i,0.00078859-0.0012275i,0.00080925-0.001856i,0.00050116-0.0015533i,0.00078008+0.00029017i,0.0010744+0.00066901i,0.00081121-5.3583e-05i,0.0007281-0.00080041i,0.00051714-0.0013459i,-0.00024769-0.0012627i,-0.00033074-0.0015822i,-0.00046298-0.0010948i,-0.00083637-0.00032191i,-0.0009131-0.00044499i,-0.00056627-0.00037656i,-0.00034536-0.00056729i,-0.00017991-0.00042901i,-0.00017559-0.00074794i,0.00024896-0.00015907i,0.00038869+0.00069439i,0.00029846+0.00036797i
-0.00043781-0.00070356i,0.0014034-0.0014481i,0.0029339-0.00012805i,0.0032774+0.0010998i,0.0033382+0.00081003i,0.002038+0.00049611i,0.00074106+0.0011257i,0.00054353+0.00075148i,0.00080338+0.00046411i,0.0013325+9.6901e-05i,0.0013419-0.00065639i,0.00069089-0.00067365i,0.00092285-0.00064322i,0.0011895-0.00054138i,0.00052468-0.00055337i,9.1485e-05-0.00083655i,4.714e-05-0.0010886i,-0.00036668-0.0012314i,-0.00068144-0.00064887i,-0.00027937+2.4428e-05i,0.00018721-0.00019433i,0.00023675-0.00058702i,0.00025239-0.00074046i
-0.00088434+0.0019099i,0.0025072+0.0029245i,0.0027578+0.003586i,0.002263+0.0039628i,0.0019065+0.002637i,0.00032791+0.0016463i,-0.0014946+0.001605i,-0.0016959+0.0014056i,-0.00011304+0.0016526i,0.001027+0.0010077i,0.00069592+0.00065183i,0.00011234+0.00067021i,-0.00031667+0.0001778i,-0.00026121-3.6731e-05i,6.5827e-05-0.00016948i,0.00051481-0.00082071i,0.0010951-0.0012872i,0.00033778-0.00082596i,-0.0001643-0.00057263i,-0.00017956-0.00021587i,-3.3695e-05+0.00034989i,2.034e-05+0.00012346i,6.4331e-05-0.00022661i
0.00062102-2.9412e-05i,-0.00042368+0.0016814i,-0.0023678+0.002625i,-0.0018446+0.0021908i,-0.00059698+0.001707i,-0.00067152+0.0013932i,-0.0011167+0.00021524i,-0.00093815-0.0006577i,-0.00045646-0.00048794i,-0.00031629+3.7909e-05i,-0.00051611-1.4435e-05i,-0.00026756-0.00027991i,6.4229e-05-1.8319e-05i,-9.1302e-05+8.1566e-05i,-8.4595e-05-3.7195e-05i,-5.5192e-05+0.00020937i,0.00014271+0.00059848i,0.00035269+0.00083906i,3.2146e-05+0.00036809i,-0.00011231-0.00052837i,0.0004033-0.00018835i,-0.00014208+0.00035631i,-0.00084903+0.00010848i
0.00046411+0.0030159i,-0.0017818+0.0021336i,-0.0020464+0.00065562i,-0.00089063+1.5554e-05i,-0.00012495-0.0015464i,-0.00015511-0.0021366i,0.00031257-0.00095888i,0.00082874-3.6296e-05i,0.00066659-0.00062548i,0.00050211-0.0011094i,0.00033612-0.00108i,-0.00034214-0.00084335i,-0.00062573-0.000373i,0.00030181+2.8447e-05i,0.00030829+0.0003833i,-0.00073839+0.00038022i,-0.00092316-0.0001954i,-0.00013752-0.00030232i,0.00037869+0.0002692i,1.0798e-06+0.00020744i,-0.00060688-0.00022413i,-0.00090425-0.00045106i,-0.0013936-6.1447e-05i
0.0017411-0.0025837i,0.0014332-0.0043874i,0.0021129-0.0037509i,0.002015-0.0028554i,0.0018777-0.0027365i,0.0015556-0.0011094i,0.0014355+0.0016698i,0.0019406+0.002293i,0.0017172+0.0011033i,0.00084869-5.9924e-05i,0.00033762-0.0010094i,0.0010358-0.0007049i,0.0012939+6.5406e-05i,0.00056642-6.2298e-05i,-7.0806e-05-0.00054838i,-0.00025217-0.00021806i,0.00023624-1.6677e-05i,0.00018381+8.1645e-05i,-0.00050779+0.00018097i,-0.00088251+0.00022414i,-0.00050774+0.00039528i,-6.9434e-05-0.00024681i,-0.00038744-0.00039484i
-0.00029837+0.0027033i,0.0016149+0.0038017i,0.0035032+0.0046346i,0.0039689+0.0036485i,0.0029821+0.002553i,0.0017093+0.001942i,0.00071346+0.0018442i,0.00062111+0.0018198i,0.00092882+0.0019199i,0.00063133+0.0016122i,0.00046775+0.00085403i,0.00050863+0.00015512i,0.00048989-0.00019144i,0.00026341-0.00053948i,7.5045e-05-0.00043562i,9.3453e-05-0.00016086i,-7.6875e-05-0.00018395i,-0.00066293-0.00026445i,-0.0010649+0.00015263i,-0.0011739+0.00057124i,-0.00072422+9.6599e-05i,0.00015279-7.4178e-05i,0.00070635-1.004e-05i
-0.00080612+0.0024176i,0.00078641+0.004182i,0.001019+0.0040657i,0.0014799+0.0025903i,0.0020293+0.0015586i,-0.00033488+0.00076888i,-0.0010816+0.00059614i,-9.2013e-05+0.00099698i,0.00049503+0.00049932i,0.0011387+0.00037934i,0.0013351+0.00086941i,0.0010322+0.00098126i,-1.4675e-05+0.0002558i,-0.00033663-0.00045798i,0.00010589-0.00012441i,0.00012987+0.00030857i,-0.00038788-3.6365e-05i,-0.00079816-0.00070008i,-0.00079645-0.00061446i,-0.00064129-0.000294i,-0.00010418-9.7476e-05i,0.00011702+2.2229e-06i,-0.00018576-0.00039162i
-0.00074214+0.00048191i,-0.0028469+0.00031561i,-0.0040318+0.00085771i,-0.00306+0.0012273i,-0.0012124-9.9704e-05i,-0.00035481-0.0008062i,0.00012089+0.00011627i,4.2547e-05+0.00044061i,0.00048076+0.00010363i,0.0008818-0.00040475i,0.00037659-0.00027506i,-0.00028665-0.00037397i,-0.00052319-0.000995i,-0.00066256-0.00045677i,-0.00087653-0.0006751i,-0.00032637-0.00081255i,0.00014596-0.00071734i,6.8028e-05-0.0011699i,8.1206e-05-0.00094724i,-0.00032413-0.00056135i,-0.00063107-0.00023842i,-0.00019142-7.0291e-05i,0.00039046-2.084e-05i
-0.00072717+0.0012497i,-0.00080057+0.00038658i,0.00092538-0.00063489i,0.002294-0.0003272i,0.0017322-0.0007864i,0.0014517-0.0008628i,0.0008601-0.00013114i,0.00064182+0.00053352i,0.001096+0.00052366i,0.00090713-0.00012376i,0.00040133-0.00090289i,0.00035062-0.0012468i,1.6256e-05-0.00070124i,0.00016299-0.00050881i,0.00093685-0.001198i,0.0011877-0.00096083i,0.00024299-0.00035969i,-0.00063534-0.00084745i,-0.00039286-0.00080661i,-0.00025986-7.735e-05i,-0.00038237+0.00035398i,-0.00048859+0.00029596i,-2.2943e-05+0.00045971i
0.0040507-0.00046304i,0.0037779-0.00062848i,0.0027448+0.00081666i,0.0020682+0.0014211i,0.0021589+0.0013581i,0.0017532+0.00082907i,0.0010762+0.0016089i,0.0013982+0.0018473i,0.0017035+0.0013053i,0.0010259+0.0011329i,0.00042285+0.0007997i,0.00046947+0.00062486i,0.0010807-0.0005256i,0.001636-0.00084026i,0.00065126+9.1478e-05i,-0.00013935-0.0001115i,0.00062749-0.0010911i,0.00034443-0.00087726i,-1.1289e-06+4.2711e-05i,0.0005858+0.00024875i,0.00026365+0.00027478i,2.875e-05+0.00064882i,-0.00030738+0.00038774i
0.0012963+0.0015577i,0.002451+0.0024688i,0.0028225+0.0029363i,0.0022908+0.0027484i,0.0014799+0.0016623i,0.00024084+0.00034228i,-0.00055021+0.00092732i,1.7608e-05+0.0016152i,4.319e-05+0.0011903i,-0.00034975+0.00061842i,-2.1063e-05+0.00023629i,0.00040298-5.3896e-05i,0.00073463-0.00052911i,0.00053271-0.00027467i,0.00047725+0.00017311i,0.00022995+0.00040194i,-0.00045183+0.0001835i,-0.0012291-0.00045041i,-0.00057513-0.0007908i,0.00075396-0.00022567i,0.00017194+0.00056695i,-0.00030668+0.00044401i,0.00058537+0.00070545i
0.0025066+0.002545i,0.0030424+0.0021378i,0.0015692+0.0024705i,0.0011344+0.0023207i,0.0012061+0.00063909i,-0.00015927-0.00088718i,-0.0008688-0.00043202i,-0.00021293+0.001185i,0.00035449+0.0013115i,0.00033429+0.00061525i,1.2386e-05-0.00017726i,-0.00059225-0.0005687i,-0.00067634-0.0003565i,-0.00027147-0.00038934i,-0.00082434-0.00027161i,-0.00095816-0.00079548i,-0.00064573-0.0011678i,-0.00017315-0.0005748i,-5.0116e-05-0.00096145i,-0.00017444-0.0011589i,-0.00044888+0.00047326i,-0.00093814+0.0014842i,-0.00060702+0.00081249i
-0.0032389-0.0020165i,-0.0047491-0.0011942i,-0.0043043-0.00038352i,-0.0025019+0.0010242i,-0.0014782+0.0014734i,-0.00098417+0.00072665i,0.00030789+0.00092938i,0.001581+0.00090757i,0.0017378+0.00025293i,0.00096762+0.00037846i,0.000263+0.00059869i,-4.5682e-05-0.00053266i,-8.4272e-05-0.00044012i,-0.00052496+0.00022086i,-0.0007488+6.6173e-06i,-0.00026663-0.00010951i,-0.00024886-0.00048928i,0.0002863-0.00029485i,0.00056747-0.00021186i,0.00041486-0.00061131i,0.00018009-0.00085814i,-0.00036355-0.0012057i,-0.0008974-0.00069192i
0.0024753+0.00039415i,0.0022967-0.0003584i,0.0021763+0.00047324i,0.0024561+0.00035763i,0.0029478-0.00062854i,0.0020207-0.00096129i,0.00038716-0.00032042i,7.1714e-05-0.00016352i,0.00030541-0.00032264i,0.0013325+4.174e-05i,0.0018887+0.00024196i,0.0011985+0.00026258i,0.00082053+0.00043242i,0.00039011-6.0981e-05i,-3.6681e-05-0.00051406i,0.00043843-0.00045616i,0.00097097-0.00078916i,0.00088866-0.00056241i,0.0001025+0.00047061i,-0.00060497+0.00054719i,-0.00019267-5.0785e-05i,0.00031578-0.00041682i,0.0003226-0.00042111i
0.0012832+0.00032659i,0.0021834+0.00080923i,0.0027188+0.0010591i,0.0023761+0.0004908i,0.0013613+0.00048582i,-0.00039634+0.00084864i,-0.0011339+0.00067731i,-0.00046517+0.00055663i,0.00058821+0.00073241i,0.0012125+0.00042934i,5.3881e-05+0.00026921i,-0.0010154+0.00047486i,-0.00038789+0.00051604i,0.00029648+5.7036e-05i,0.00029977-0.00080693i,-0.00011375-0.00019964i,-0.00033824+6.9363e-05i,-0.00057846+0.0002211i,-0.0010832+0.0010181i,-0.00031929+0.00112i,0.0002311+0.0010008i,-0.00034911+0.0006335i,4.8015e-05-0.00030752i
0.0020973+0.0032984i,0.0012875+0.003235i,0.00010707+0.0028103i,7.2424e-05+0.0024164i,0.0011656+0.00081508i,0.0014247+4.9876e-05i,0.00084409+0.00063158i,0.00019682+0.0011891i,-0.00049447+0.0010794i,-0.000144+0.00038552i,0.00046569+0.00030609i,0.00046268+0.00024087i,0.00049763-0.00053075i,0.00076981-0.00028816i,0.00050179+0.00043055i,0.00021705-0.00025716i,-0.00010036-0.00043856i,-0.00043462+0.00027218i,-0.00099725+4.0448e-05i,-0.0017461-0.00012587i,-0.0018061-0.0001049i,-0.00039278-0.00062673i,0.0007178-0.00023137i
-0.0028812+0.0012848i,-0.0016526+0.00075129i,-0.00066349+0.00079658i,-0.00039186+0.0013941i,-0.00023107+0.0012989i,8.0252e-05+0.0012122i,0.00065162+0.00083966i,0.00069499+0.00084332i,5.8416e-05+0.00098737i,-0.00033864+0.00040278i,-7.3637e-05-0.00020839i,-0.00019458+0.00021485i,-0.00030635+0.00059336i,-0.0003851-4.585e-06i,-0.000105-0.00065221i,0.00078656-0.00013763i,0.0010213-0.00028289i,0.00037307-0.0014068i,-0.00012129-0.0014256i,-0.00061661-0.00052169i,-0.00075942+0.00019134i,-0.00049437-0.00011154i,-6.183e-05-0.00072571i
-0.0019297-0.0013714i,-0.0029416-0.0021737i,-0.0026222-0.0006683i,-0.00024407+0.00089254i,0.0010154+0.0011645i,0.00027751+0.0014153i,-0.00055191+0.0010328i,-0.00063533-0.00024604i,0.00049741-0.00038844i,0.0014821+0.00048688i,0.0016358+0.00071014i,0.00087009+0.0001858i,-0.00020654-0.00048876i,-0.00064819-0.00072946i,-5.4812e-05-0.0002192i,0.00011553+3.0514e-05i,-7.6057e-05+0.00020395i,-0.00053356+8.2368e-05i,-0.00066619-0.00027395i,-0.00055384-0.00030208i,-8.1845e-05+0.00011306i,0.0002496+0.00064004i,-0.000741+0.00065379i
0.00061046-0.0011856i,0.0026046-0.00044701i,0.0033901+0.0016241i,0.0027223+0.0015968i,0.0020891+0.001112i,0.0013901+0.00083452i,0.00074643+0.0011187i,0.00034363+0.00089616i,-0.00032183+0.00051903i,-0.00038655+0.00043164i,0.00042256+0.00021187i,0.00059358-0.00025711i,0.0001682-0.00072719i,-0.00015359-0.0011176i,5.5635e-05-0.00095278i,0.00052886-0.00079917i,8.5133e-05-2.4416e-05i,-0.000793+0.0010504i,-0.00085322+9.6954e-05i,-0.0007226-0.00037338i,-0.00022991+8.1299e-05i,0.00055115+0.00083849i,0.00076882+0.0012403i
0.0030505+0.00081412i,0.0011554+0.0014997i,-0.00029436+0.0021782i,4.2094e-05+0.0023846i,0.00010964+0.0015164i,0.0004213+0.00076501i,0.00042093+0.0011527i,0.0013333+0.0017075i,0.0016842+0.0014721i,0.00085202+4.423e-05i,0.00089834-0.00014874i,0.00099826+0.00038344i,0.00037885-3.4048e-05i,-0.00056312-0.0003718i,-0.00017386+0.00010274i,6.0187e-05+4.6921e-05i,-0.00042635-0.00025062i,-3.9517e-05+0.00017695i,0.00051793-0.00011194i,9.3709e-05-0.00063636i,-0.00049082+0.00018738i,-0.00052313+0.00013613i,-0.00037337-0.00023309i
-0.0020446+0.00083081i,-0.0022715+0.0022098i,-0.0024027+0.0024036i,-0.0015516+0.0023817i,-0.00070555+0.0026879i,0.00033155+0.0019682i,0.00068716+0.0012794i,0.00017759+0.0011594i,-0.00048407+0.00035754i,-0.00058355+9.1506e-06i,-0.00011455+0.00080645i,0.00072924+0.0005764i,0.0012624+7.9764e-05i,0.0008976+0.00027185i,0.00060024+9.5873e-05i,0.0002488+0.00014873i,3.8531e-05+0.00060726i,0.00036674+0.00022009i,8.8581e-05-0.00050762i,-0.00030231-0.00014434i,-8.1456e-05+0.00023033i,-0.00021142+2.0698e-06i,-9.5852e-05+0.00016093i
0.00044878+0.002127i,0.00030866+0.0020643i,0.00034319+0.0018213i,0.00012557+0.0010436i,0.00071939-0.00024668i,0.0009385-1.3392e-05i,-0.00029659+0.0013196i,-0.00016471+0.0016655i,0.00077835+0.0011256i,0.0007564+0.00017942i,0.0007227-0.00084766i,0.00049899-0.001047i,5.9244e-05-0.00023693i,0.00052414+0.0003523i,0.0011462+5.972e-06i,9.0225e-05-0.00056754i,-0.00081525-0.00053264i,-0.00036601+6.9428e-05i,-8.104e-05-0.00010444i,5.4008e-05-0.00079564i,-0.00030386-3.6836e-05i,-0.00026907+0.00058232i,-0.00010085+0.00021837i
-0.003595-0.0026298i,-0.0034824-0.0025781i,-0.0030743+0.00020314i,-0.0012785+0.0021361i,0.00041574+0.0016554i,0.00072985+0.0011398i,-5.6486e-05+0.00097521i,0.00013954+0.00033619i,0.00080651-0.00015574i,0.00010839+0.00013899i,-0.00034484+0.00048363i,0.00047404+0.0008634i,0.00049918+0.00059555i,1.9559e-05-4.6096e-05i,-0.00047678+7.9465e-05i,-0.00065785-0.00013084i,-4.0417e-05-0.00050275i,0.00049529-4.5093e-05i,0.0004119+0.00062017i,0.00025271+0.00068153i,0.00046938+0.0011088i,-0.00023212+0.00077839i,-0.00078026-0.00010867i
0.0023737+0.0013688i,0.0014529+0.0017687i,0.00030563+0.0029128i,0.00053178+0.0017592i,0.00089754-0.00021652i,-0.00015984-0.00087177i,-0.00074022-0.00071401i,0.00036272-0.00046261i,0.0015453-7.979e-05i,0.0015252+0.00088623i,0.00097374+0.00056275i,0.00034169-0.00068239i,0.00035673-0.001038i,0.00045426-0.00051396i,0.00036227+0.00012745i,0.00053521+0.00028142i,0.00023231+0.00073575i,-0.00054157+0.00084417i,-4.0038e-05+0.00010742i,-5.694e-05-0.00014558i,-0.00038595+7.2017e-05i,3.6715e-05+0.0001786i,-0.00055552+0.00035201i
0.0019065-0.00051671i,0.001434-0.00010255i,0.001137+0.00094634i,0.0010273+0.00039543i,0.00069994-0.00035953i,7.7093e-05+0.00017168i,-0.00018741+0.00041474i,0.00031987+0.0007087i,0.00077644+0.0013432i,0.00015622+0.00089972i,-0.00075358-0.00021132i,-0.00036431-0.0007262i,0.0001267-0.00043755i,0.00028981-0.00050382i,0.00086889-0.0003479i,0.00048754+0.00024377i,-0.00017317+0.00037346i,-0.00044633+0.00027254i,-0.00037348-0.00034375i,0.00013837-0.00095749i,0.00016258-0.00088303i,1.8759e-05+0.00010872i,-8.5652e-06+0.0008082i
