-0.0010084+0.00051344i,0.00033685+0.00037875i,-0.00090601+0.00063711i,-0.0017557+0.0018024i,-0.0014809+0.0034225i,-0.00017586+0.0045028i,0.00062059+0.0031938i,0.00039906+0.0016889i,0.00084642+0.0013498i,0.00063434-4.3682e-05i,0.00067253-0.00062086i,0.0011292-0.00029557i,0.00031052-0.00029137i,-0.00057559-0.00014097i,-0.00026539+0.0001676i,0.00017795+0.00043633i,0.00015989+5.0384e-05i,-0.00032196-0.0003354i,-0.00045623-0.00021834i,-0.0001241-0.00012147i,4.5543e-05-0.00012246i,0.00050208-0.00045396i,0.00052139-0.00050028i
-0.00050777+0.00053774i,-0.00029143-4.7643e-05i,-0.00062899+0.00026809i,0.00044741+0.0014667i,0.0015262+0.0031757i,0.0021079+0.003377i,0.0012671+0.002047i,-0.00023016+0.00088205i,-0.00051499+0.0008807i,0.00031017+0.001154i,-1.0352e-05+0.0011313i,0.00020281+0.00057977i,0.00076192-0.00041494i,-0.00017572-0.00036278i,-0.00015465-0.00016123i,0.00054923-0.00082516i,5.8369e-05-0.00080915i,-0.00042717+0.00034763i,3.5354e-05+0.00051252i,9.9498e-05-0.00039531i,0.00018288-0.00038189i,0.00035846+0.00027829i,0.0003052-4.7547e-05i
-0.0010296-0.0011541i,-0.0016471+0.0010842i,-0.0025978+0.0034719i,-0.001824+0.0054672i,-0.00036964+0.0068141i,0.0014812+0.0053473i,0.0016888+0.0024066i,0.00022277+0.0011568i,5.4472e-05+0.00051292i,0.00020204+0.00035034i,0.00010806+0.00028798i,0.00027393+0.00064774i,8.0164e-05+0.00094414i,0.00031562+7.2205e-05i,4.0512e-05+2.6597e-05i,9.3564e-05+0.00015973i,5.6179e-05-0.00013749i,-0.00013025+0.00015156i,0.0001429-0.00040988i,-3.5365e-05-0.00012869i,-0.0007694+0.0006032i,-0.00093542+0.00062934i,-0.0011015+0.00022953i
0.0012366+0.00041268i,0.0011295+0.00036776i,0.0012125-0.00054967i,0.00089549-0.00040215i,0.001698+0.001897i,0.0025207+0.0022773i,0.0020008+0.00059825i,0.00072918-0.00011338i,0.00018497-7.2054e-05i,0.00039195-0.00026084i,-0.00043675-0.00063225i,-0.00044272-0.00055681i,-1.155e-05-0.00010826i,-0.00051964-0.00010714i,-0.00022808+0.00024016i,0.0001276+0.00017942i,-0.00019428-0.00032326i,-0.00043434-9.3427e-05i,-9.2449e-05+0.00053474i,-1.5222e-05+0.00056787i,0.00042948+0.00027015i,0.0013459+0.00064731i,0.00038249+0.00080435i
-0.0006547+0.0014953i,0.00044707+0.0026302i,0.0022303+0.0054679i,0.0018542+0.0062591i,0.0011463+0.0046442i,0.0014387+0.0024001i,0.00056751+0.0011036i,-0.00018944+0.001104i,-2.7988e-05+0.00087346i,0.00029657+0.00024981i,0.00080414-6.7737e-05i,0.00019346-0.00019332i,-0.00099251-0.0001933i,-0.0018319-0.00016277i,-0.0020488-0.00030611i,-0.0010335-0.00079389i,-6.1472e-05-0.0010797i,-0.00053872-0.001769i,-0.0007702-0.0014173i,-0.00052876-0.00058853i,-4.972e-05+0.00023694i,0.00056056+0.0010296i,0.00077955+0.00026222i
0.0005466+0.00068203i,0.00089358+0.00047345i,0.00081531+0.0012183i,0.0017014+0.0027295i,0.0030032+0.0037859i,0.0020027+0.0027335i,0.0004991+0.00088674i,-4.7268e-05-0.000278i,0.00067633-0.0012404i,0.0011762-0.0012216i,0.00098046-0.00022074i,0.00091791+0.00039914i,0.00092631+8.0015e-05i,0.00043515-8.4397e-05i,0.00069087-6.5847e-05i,0.00066351-0.00020389i,-0.00050022-5.4533e-05i,-0.00052812+0.00024676i,-0.00056704+7.4636e-06i,-0.00032161-0.00051826i,0.00053842-0.00078121i,0.0011371-0.0016309i,0.0011093-0.0021149i
-0.00075146-0.001194i,-0.0012364-0.00097796i,-0.0013641+0.00057052i,-0.00074879+0.0014815i,0.00058581+0.0028332i,0.0017555+0.0040647i,0.0015914+0.0026729i,0.0008283+0.00064167i,0.00093168+9.9137e-05i,0.00095328-0.00031471i,0.00048386-0.00024957i,0.00034323+0.00017227i,0.00052413-0.00016952i,0.00086361-0.00058311i,0.00088298-0.00045205i,0.00080421-0.00013288i,0.00050945+0.00092021i,-0.00033952+0.00078996i,-0.00076216+7.4453e-05i,-0.00024689+7.6981e-05i,8.2057e-05-0.00053569i,-6.1991e-05-0.0010434i,-0.00028496-0.00098276i
0.0019521+0.00030428i,0.0021157+7.9258e-05i,0.0016212-0.00030938i,0.0012399+0.0012443i,0.0019323+0.0025448i,0.0019516+0.0017473i,0.00076983+0.0010204i,-0.00012875+0.0015233i,0.00052039+0.0017041i,0.00054474+0.00065603i,-7.6758e-05-0.00047153i,3.7866e-05+0.0002048i,0.00010398+0.00047812i,-0.00022422+0.00026887i,-0.00090735+0.0006761i,-0.00084866+0.00049364i,-0.0004173-0.000126i,-0.00060502-8.0213e-05i,-0.00055075+0.00074511i,-0.00054647+0.00085765i,-0.00036501+0.00053122i,0.00017101-0.00016406i,0.00036772-0.00029597i
-0.00084866-0.0009008i,-0.0015966-0.00010713i,-0.0015354+0.0013005i,-0.00069518+0.0040798i,0.00031528+0.0056725i,0.0012208+0.0049077i,0.0012922+0.0022924i,0.00066298+0.00050904i,-0.00016653+0.00053703i,-0.00047624+0.00028146i,-0.00088864+0.00015892i,-0.00048235+0.00032548i,0.00023015-0.0006603i,0.00027638-0.00090074i,0.00010306-0.00043228i,0.0001374-0.00044896i,0.00035691+0.00052036i,0.0004087+0.0011369i,0.00042951+0.00053933i,0.00016253+0.00035164i,0.00033001-0.00019097i,0.0010438-0.00058656i,0.00073321-0.0010777i
0.00015994+0.0014914i,0.00078554+0.00082215i,0.00051424+0.00017297i,0.00047+0.00079267i,0.0013795+0.0014231i,0.0019793+0.0010113i,0.0017459+0.00019686i,0.00055583-0.00014227i,0.00044003-0.00032052i,0.00063141-0.00087743i,0.00070121-0.0012889i,0.001446-0.00064002i,0.0013152-0.00026483i,0.00053438+0.00024471i,0.00016881+0.00036065i,-7.7719e-05+0.00024976i,-0.00017769+8.594e-05i,-0.00045538-0.00033641i,-0.00092505-0.00014429i,-0.00067516-3.8305e-05i,1.2216e-05-0.00017962i,0.00024624+0.00032718i,0.00037015+0.00053427i
-0.0010095+0.0013322i,-0.0015318+0.00071095i,-0.0020019+0.00092928i,-0.00023946+0.0021593i,0.0025023+0.0046389i,0.0024139+0.0045867i,0.00026688+0.0019522i,3.5062e-05+4.7013e-05i,0.00042195-0.0002953i,0.0001766+9.8895e-06i,-0.00018022+0.00065193i,0.00028113+0.00076783i,0.00057975-7.5001e-05i,-5.1253e-05-0.00027738i,-0.00034722-0.00033558i,-0.00017794-0.0005795i,0.00013751-0.00048269i,0.00054985-0.000198i,0.00046967+4.1876e-05i,-0.00023578+0.0003572i,-0.00060325+0.0014534i,-0.00045271+0.0011647i,-0.00028038+0.00021028i
0.00021387+0.00031518i,0.00034118+0.0020733i,0.00081618+0.0035734i,0.0021011+0.0044948i,0.0034563+0.0047738i,0.0037058+0.0035088i,0.0024529+0.0018169i,0.001051+0.0013197i,0.0005298+0.00082895i,0.00052656+6.2511e-05i,0.00043168-0.00012213i,-0.00036313-8.9645e-05i,-0.0010896-0.00081537i,-0.0010339-0.00089257i,-0.00068048-0.00075699i,-0.00041224-0.00020977i,-0.0001173+0.00055754i,0.00030198+0.00019074i,0.00063937-0.00011813i,0.00047488+5.8731e-05i,0.00047692+0.00030882i,0.0010232+0.00066865i,0.00079281+0.0012596i
0.0013509-0.00047176i,0.00014048-0.0013657i,-0.00024349-0.00099495i,0.00010158+0.0015435i,0.00035017+0.0037542i,7.1e-05+0.0033727i,0.0002151+0.0021566i,-0.00030331+0.0015241i,-0.0001249+0.0006626i,0.00043766-0.00051015i,-1.4211e-05-0.00070436i,-0.0001421+5.272e-05i,0.00049279+0.00097287i,0.0007989+0.00096984i,0.0011707+0.0012933i,0.00078739+0.0013599i,0.00020466+0.00039285i,-0.00062879-0.00043285i,-0.0010678-0.00085994i,-0.00059789-0.0006779i,1.1225e-05-0.0010499i,0.00059969-0.0009298i,0.00081343+0.00010162i
0.0014975+0.0017776i,0.0014526+0.0019606i,0.0016475+0.0010275i,0.0020538+0.0020911i,0.0025871+0.0037834i,0.002291+0.0023445i,0.00088989+0.00054647i,-4.2401e-05+0.0006629i,0.00047043+0.00064704i,0.00084774-7.9875e-05i,0.00012484-0.00038113i,-0.00052243+0.00030018i,-0.00039404+0.00028174i,-6.5511e-05+0.00043541i,-0.00040058+0.00067753i,-0.00052326-0.00049551i,-0.00026903-0.00055156i,-0.00055886+6.9979e-05i,-0.00022138-0.00010381i,0.00044688-0.00023301i,0.00043952-0.00012458i,0.00098725+0.00052689i,0.00075515+0.00046851i
-0.00013009-0.00071074i,-0.00039709-0.00057576i,-0.00092931-0.00033354i,-0.0012456+0.0019983i,-0.00044016+0.003633i,0.0012853+0.0027967i,0.00099855+0.0014384i,5.5838e-05+0.00068673i,0.00029009+0.00048508i,-0.00042572+0.00055436i,-0.0010662+0.00069355i,-0.00049656+0.00078455i,-0.00012028+0.00052324i,6.9967e-05-0.00024936i,0.0006103-7.2319e-05i,0.00026329+0.00015094i,-0.00040957-0.00093566i,-0.00014344-0.0010315i,0.00019808-0.00075349i,0.00029511-0.00047321i,0.00070992+0.00011164i,0.00030141+0.00011603i,-0.00028937-0.00047961i
0.0010908-0.0010064i,0.00023412-0.00039764i,-0.0007675+0.00044123i,-0.0014733+0.0020769i,-0.00094864+0.0030209i,2.1415e-05+0.00282i,0.00021018+0.0020955i,-0.00032407+0.0015769i,-0.00045311+0.0013856i,-6.2737e-05+0.00057632i,0.00062681+0.00019248i,0.0012163+0.00055994i,0.0012813+0.00035724i,0.00064383+0.0001621i,0.00029551-8.28e-05i,0.00059718+7.0855e-05i,0.00054815-1.2075e-05i,8.8704e-05-0.00026282i,-0.00013376-0.00013349i,0.00025035-0.00023307i,1.6101e-05-0.00030832i,0.00010147-0.00024875i,0.00035059-0.00046086i
-0.00073232+0.0020151i,0.0010164+0.0021617i,0.0013093+0.00256i,0.0015402+0.0029974i,0.0029067+0.0036267i,0.0034521+0.002527i,0.0013361+0.00059916i,-0.00061192+0.00032948i,-0.00017169+0.00068648i,0.00078527-4.372e-05i,0.00098096-0.00076716i,0.00081928-0.00036191i,0.0003469+0.00026653i,-0.00013038+0.00032903i,-0.00054662+3.1117e-05i,-3.5015e-05-0.00016882i,0.00037949-2.2127e-05i,0.00033775+0.00038788i,0.00036034+0.00019157i,8.85e-05-0.0002354i,-1.7755e-05-0.000246i,0.00045025-0.00047545i,8.4207e-05-0.00026778i
0.00016162+0.00095788i,0.0003743+0.00041577i,6.1446e-05+0.00014505i,6.6926e-05+0.0010779i,0.00073051+0.0020999i,0.00096509+0.0016648i,0.00032558+0.00044072i,-0.00050914+0.00060425i,-0.00037969+0.00046771i,9.2019e-05-0.00066922i,0.00029744-0.00078138i,0.0008083-0.00025433i,0.00081501+0.00016236i,0.00055349-9.7945e-05i,0.00099346-0.00014114i,0.0010804+0.00023727i,0.00046256+0.00025078i,0.00019039+3.4524e-05i,0.00031022+0.00037383i,0.00036517+0.00096172i,0.00093064+0.00098755i,0.00015616+0.0011559i,-0.00090896+0.00047572i
0.00075361+0.0029686i,0.00024746+0.0025173i,-7.0148e-07+0.0032559i,0.00043829+0.0035824i,0.0018275+0.0037785i,0.0016708+0.0034292i,0.00039454+0.0017983i,3.5628e-05+0.0012663i,0.00093328+0.0015592i,0.001811+0.00099747i,0.0013734+0.00051873i,9.414e-05+0.00054436i,-0.00038169+0.00025226i,-2.227e-06-0.00098891i,0.0001426-0.0012245i,-0.00022062-0.00080608i,1.6706e-06-0.00056755i,0.00015065+6.8644e-05i,-0.00030746-0.00016912i,0.00034859-0.00070147i,0.0014668+0.00011265i,0.0010258-1.7681e-05i,0.0010543-0.00097117i
0.0019583-0.00055222i,0.0013488-0.0012086i,0.00030053-0.0011512i,0.00060558+0.0011954i,0.00093181+0.0039081i,0.0003584+0.0033022i,0.00048215+0.0014752i,0.00028535+0.0011099i,-0.00035069+0.00070021i,-0.00022462-0.00017396i,0.00059673+1.4877e-05i,0.00075298+0.00065527i,-0.00020426+0.001019i,-0.00014232+0.0011524i,0.0005914+0.00083798i,0.0010209+0.0005858i,0.001049+0.00065278i,0.00048788+0.00075091i,1.6755e-05+0.00067043i,-0.00023236+0.00021119i,2.7042e-05-5.9455e-05i,0.00086814-6.3657e-06i,0.00095018+0.00012008i
-0.0016517+0.0019192i,-0.00048515+0.0019628i,0.00013091+0.0026808i,-2.6526e-05+0.003379i,0.001521+0.0041143i,0.0026455+0.0027801i,0.0017909+0.00056229i,0.00089989-0.00013755i,0.00014323-0.00043037i,2.8703e-05-0.00024896i,0.00063753+0.00032046i,0.00036974+6.5483e-05i,0.00019776+9.8822e-05i,0.0001531+0.00023339i,0.00026808-0.00042331i,0.00025361-0.00084026i,-0.00016741+0.00012109i,-0.00049905+0.00070304i,-0.0006337-0.0002353i,-0.000243-0.00050323i,0.00046795+0.00018521i,0.0013869+0.0012757i,0.00055212+0.00093812i
-0.00025856+0.00035983i,-0.00047606+0.0013297i,0.00060945+0.0028948i,0.0025066+0.0047035i,0.0027585+0.0049949i,0.0026387+0.0034952i,0.0019844+0.0018589i,-9.7897e-05+0.0007319i,-3.2591e-05+0.0001173i,0.0011121-0.00090473i,0.00022086-0.0015376i,-5.2099e-06-0.0015066i,4.7374e-05-0.00090362i,-5.396e-05-0.00024232i,0.00026421-0.00085708i,9.5077e-05-0.0010134i,-0.00096305-0.00076732i,-0.0011192-0.00036975i,2.0592e-06-0.00034692i,0.00086569-0.00035067i,0.00087175-0.00061052i,0.001017-0.0012463i,0.00073827-0.0010401i
2.7588e-05+0.0004102i,-0.00098376-0.00057865i,-0.001047+0.00023807i,-0.00081975+0.0013552i,0.00059402+0.00095783i,0.0019114+0.00012339i,0.0017213-0.00012138i,0.0010418+9.738e-05i,0.000509+1.7088e-06i,0.00092307-0.00027698i,0.00066461-8.0517e-05i,0.00077832+0.00092676i,0.00090434+0.0011715i,0.0002679+0.00033048i,0.00010385+9.5509e-05i,1.3789e-05+0.0013528i,0.00020909+0.0012516i,0.00048156+0.00015722i,0.0006626+0.00048283i,0.00037369+0.00072975i,0.00042332-4.9942e-05i,0.00041761-0.00051475i,-0.00036626-0.00092665i
0.0021349+0.00070637i,0.0010531+0.00082134i,0.0016296+0.0008714i,0.0020537+0.0027432i,0.0019697+0.003919i,0.0013539+0.0029373i,0.00082567+0.0019747i,0.00031252+0.0022845i,0.00012124+0.0014066i,3.5994e-05-0.00025374i,-0.00059964-3.9826e-05i,-0.00098985+0.0012297i,-0.00072729+0.001347i,0.0005155+0.00031562i,0.0015028-0.00025609i,0.00092827-0.00063647i,0.0006189-0.00082996i,0.00060439-0.0004018i,0.00047367+0.0002918i,0.00040821+0.00037436i,0.00023466-0.00018698i,0.00030022+0.0003732i,0.00015121+0.00055337i
0.0011743-0.00037062i,0.00032569-0.00099786i,-0.00018946-0.00071128i,-0.00022337+1.8716e-05i,0.001072+0.002038i,0.001843+0.0029513i,0.0011468+0.0015865i,0.0005095+0.00029073i,0.00092711+0.00077084i,0.00059578+0.00071588i,-0.00052354-3.6581e-06i,-0.00098772-0.00023834i,-0.00053101+0.00017732i,-0.00011691+0.00089134i,-0.00021684+0.00095138i,-0.00047868+0.00072296i,-0.00085715+0.00030695i,-0.00074661-8.2512e-06i,-0.00086809+0.00012296i,-0.00010591+0.00050256i,0.00054196+0.00040101i,-1.5097e-05-8.8853e-05i,0.00040856-0.00035496i
0.0018888+0.0020833i,0.0011639+0.0018869i,0.0019252+0.0025031i,0.0025426+0.0037477i,0.0025332+0.0043779i,0.0018181+0.0031699i,0.00095271+0.0012551i,0.00074223+0.00011437i,0.00099874-0.00039107i,0.0010406-0.00053105i,0.00083154-0.00075375i,0.00069181-0.00077995i,0.00030032-0.00037536i,-0.00037987-8.4672e-05i,-0.00067195-0.00040022i,8.5982e-05-0.00045481i,0.00036777-0.00025526i,-0.00037905-0.00010237i,-0.00065271-0.00028021i,-0.00037026-0.00074186i,0.0001275-0.00036293i,0.00022122+0.00025323i,4.4245e-05-9.2709e-05i
-0.00055328-0.00068485i,-0.0011404-0.00024476i,-0.0028493+0.0013948i,-0.0017663+0.0029981i,0.00043539+0.004431i,0.0021338+0.0036554i,0.002148+0.002033i,0.00075914+0.0011748i,5.7432e-05+0.00060752i,8.9842e-05-0.00032579i,-8.4652e-05-0.0003451i,-0.00027141+0.00026248i,0.00063275+0.00020645i,0.0010832-0.00024426i,0.00039001-0.00055278i,-9.7773e-06+5.7237e-05i,0.00019534+0.00022933i,0.00049856+0.00049327i,0.00045036+0.00041876i,0.00019221+0.00045672i,-6.9463e-05+0.00036701i,7.0789e-05+1.9015e-05i,0.00045816+3.7013e-05i
-0.00013421-0.00051515i,-0.00017383-0.00025745i,0.00031537+0.00074314i,0.0010862+0.0027681i,0.0019613+0.0041291i,0.0022755+0.0031693i,0.0012811+0.00084924i,0.000361-0.0005469i,0.00085093-2.45e-05i,0.00096961+0.0005712i,-1.5783e-06+0.0007077i,-0.00036437+0.00077603i,6.5119e-05+0.00024232i,0.00050376+9.1896e-05i,-0.00019593+0.00084482i,-0.00094211+0.0010686i,-0.00035937+0.00085906i,5.7056e-05+6.9917e-05i,-0.00067028-0.00067678i,-0.00087873-0.00023209i,9.241e-05-0.00030106i,0.00052479-0.00090545i,0.00059853-0.001009i
0.0016113+5.5658e-05i,0.00076793+0.00062321i,-0.0002634+0.00027482i,-0.0013289+0.001403i,-0.0011117+0.00293i,-0.00019411+0.0029295i,0.00051012+0.0017788i,0.00073057+0.0015329i,9.3491e-05+0.0014547i,-0.00067337+0.00042613i,-0.00070214-0.00040245i,-0.00011873-0.00042001i,0.00058348+0.00038243i,0.00097777+0.00084207i,0.00062445+0.0007867i,-9.718e-06+0.00038896i,-0.00078619+0.0003611i,-0.001091+0.00043388i,-4.4276e-05+5.9587e-05i,0.00023927+7.6238e-06i,-0.00043316-0.00032362i,-0.00065465-0.00086102i,-0.00032263-0.00087922i
-0.0012902+4.1767e-05i,0.00047516-9.9971e-05i,0.00088783+0.0013625i,0.0010594+0.0022188i,0.0022372+0.0026546i,0.0023681+0.0025396i,0.0011775+0.0018123i,0.00022811+0.0012484i,0.0002224+0.0012087i,0.00022291+0.001023i,-3.1185e-05+0.00059735i,0.00018681+3.3395e-05i,0.00037315-0.0012583i,0.00034563-0.0017585i,-3.6036e-05-0.00083628i,-5.9777e-05-2.5413e-05i,-0.00022627+0.00061257i,-0.00042233+0.00014881i,-0.00054071-0.000377i,-7.6188e-05-0.00063789i,0.00074642-0.00021618i,0.00041318+0.00015984i,-0.00067434-0.00024618i
-4.8156e-05-0.00023428i,-0.0014286-0.0004508i,-0.0018125+0.00043929i,-0.0013467+0.0021359i,0.00019039+0.0034392i,0.0020531+0.0028842i,0.0015036+0.0017094i,0.00028684+0.0012271i,0.00060726+0.00049446i,0.0012224-0.00083272i,0.0012247-0.00076205i,0.00063662+0.00034907i,0.00050769+0.00025987i,0.0010386+0.00011894i,0.00048897+0.00030385i,0.00091917-0.00050588i,0.0012556-0.0010142i,0.00071847+4.1596e-06i,0.00018536+0.00064362i,-0.00011369-0.0002705i,-7.8761e-05-0.0010171i,-0.00010872-0.00027367i,-6.4444e-05+0.00019843i
0.0014663+0.0012811i,0.0018418+0.0015739i,0.0024953+0.0023852i,0.0027798+0.0030842i,0.0038697+0.0027845i,0.0043086+0.0017161i,0.0025405+0.0010758i,6.7109e-05+0.0014047i,0.00049342+0.0013702i,0.00069071-0.00015133i,-0.00073975-0.0012358i,-0.00087154-0.0014128i,5.8563e-05-0.0019111i,0.0005052-0.0016573i,0.0003245-0.00052595i,0.00053304+0.00022999i,0.00089433+9.689e-05i,0.00093656-0.00060263i,0.00065331-0.0002573i,0.00039143+0.00095383i,4.5331e-05+0.00061196i,-0.00020691+0.00014473i,0.00033516+0.00056326i
1.1206e-05-0.002108i,-0.001297-0.00077202i,-0.0024769+0.001195i,-0.0020105+0.0031033i,-0.00039712+0.0044187i,0.0015925+0.0040386i,0.0012886+0.0021111i,0.00039098+0.0004717i,0.00071029+0.0003954i,0.00056688+0.00052059i,0.00016874+0.00094794i,-1.0475e-05+0.00087411i,-0.00031346-0.00018734i,-0.00028659-0.00058166i,-0.00016144+0.00026272i,-0.00011319+0.00042047i,1.5736e-05+0.00015514i,7.7324e-06+4.7336e-05i,0.00046561-0.00034124i,0.00061008-0.00068688i,0.00046469-0.0006125i,3.9993e-05-0.00013012i,-0.00025141+0.00012889i
0.00014482+0.0010832i,0.00061006+0.00013816i,0.00074907+0.00092778i,0.00068753+0.0028543i,0.0015189+0.0046967i,0.0025396+0.0044422i,0.0012923+0.00251i,0.00023897+0.0016845i,0.00065009+0.0010719i,0.00097074+0.00082281i,0.00035643+0.00092338i,-4.053e-05+0.00047635i,4.7738e-05-0.00018004i,0.00024628-0.00073281i,0.00018899-0.00014107i,6.1833e-05+0.00012731i,0.00072487-0.00047062i,0.0015047-0.00040942i,0.0009956+0.00013912i,0.0001225+0.00046527i,-0.00053967+0.00053209i,-0.00094273+0.00068483i,-0.00054491+0.00062385i
0.00076395-0.00075538i,-0.00066741-0.00027536i,-0.0011684+0.00063313i,-0.00095372+0.0021742i,-4.9144e-05+0.0034299i,-1.9933e-05+0.0029051i,-0.00064301+0.0015713i,-0.0010967+0.00085867i,-0.00062807+0.00093557i,0.00025263+0.0010296i,6.3712e-05+0.00049559i,0.00053212+1.9356e-06i,0.00031448+2.8503e-05i,-0.00013898+0.00024831i,0.00093372-0.00027858i,0.0016929-0.00091414i,0.0012984-0.0012482i,0.00021215-0.0008689i,0.0002357-0.00067795i,0.00031643+0.00053544i,0.0002472+0.00089096i,0.00047718+9.0291e-05i,0.00029569-3.2803e-06i
0.00020594+0.00099139i,-5.6973e-05+0.00023325i,0.00035313+0.00063786i,0.00077436+0.0018212i,0.00075451+0.0020043i,0.00068755+0.00063015i,0.0006544-0.00088366i,-0.0003605-0.00056948i,-8.1032e-05+3.3314e-05i,0.00090975-0.00045426i,-7.3221e-05-0.00059854i,-0.00020485-0.00022723i,0.00064893+0.00037139i,-0.00012509+0.00072598i,-0.00026476+0.0011642i,0.00067486+0.00081715i,0.00081417+0.00033435i,-7.6979e-05+0.00023508i,0.0002704-0.0001492i,0.00043093-0.00045619i,-0.00042958-0.00060239i,0.00042113-0.00052398i,0.0018481+5.9903e-05i
-0.0003735+0.00063435i,-0.0012106+0.00090761i,-0.0012459+0.0027222i,0.00028898+0.0042858i,0.0020412+0.0041039i,0.0024229+0.0026311i,0.00055339+0.001105i,-0.00088729+0.00026547i,-8.695e-05+6.6076e-05i,0.00020827-0.00019159i,-0.00032857+2.5143e-05i,-0.00067365+0.00055775i,-0.00060478-0.00013565i,-0.00054547-0.00086852i,-0.00028722-0.00089648i,0.00043552-0.00091832i,0.00056211-0.00039069i,0.00039126+0.00031477i,0.0006277+0.00034249i,0.00094967-0.00035063i,0.00092403-0.00089334i,0.00043626-0.00034827i,0.00070916-0.0002689i
0.0013076+0.0016271i,0.0021752+0.00076013i,0.0024801+0.00055476i,0.0017591+0.0017883i,0.0018642+0.0027322i,0.0024926+0.002211i,0.002207+0.001142i,0.0013898+0.0015077i,0.00080047+0.0012415i,0.00025092-7.5744e-05i,-0.00053342-0.00040912i,-0.0012153+0.00031233i,-0.00077172+0.00015588i,0.00016322+0.00018634i,0.00018552+0.00032691i,0.00013308+0.00062361i,0.00019515+0.00093409i,-2.4615e-05+0.00049609i,0.00016882+0.00039526i,0.00014515+0.00062003i,-0.0002515+0.00047433i,-0.00018704+8.9413e-05i,-0.00049843-0.00059183i
0.00095235-0.0012166i,0.0011864-0.00070635i,0.00042177+0.00098553i,-0.00051587+0.0032052i,0.00033565+0.0044381i,0.0016228+0.0038443i,0.0011927+0.0023209i,0.0006808+0.0012443i,0.00031301+0.00038219i,0.00048735-0.00022026i,0.00055341-0.00073586i,0.00062995-0.00081652i,0.00026407-0.00084121i,7.3893e-05-0.00054364i,0.00051144+0.00020767i,0.00014+0.0001958i,-0.00010583-0.00035847i,-0.00030808-0.00025377i,-0.00038953+0.00050318i,-0.0001264+0.00063213i,-2.2151e-05+0.00056886i,-0.0002055+0.00055844i,-0.00016204-0.0003379i
0.00018929+0.0016551i,0.00095018+0.0022722i,0.0014818+0.0040424i,0.0007496+0.0046345i,0.0008523+0.0037692i,0.0016753+0.0022725i,0.00057066+0.00095165i,-0.00034414+0.00047159i,0.00074628-0.00018782i,0.0010216-0.0010137i,0.00023999-0.0010521i,0.00040356-0.00038175i,0.0013474-0.00016657i,0.00061884-0.00042518i,-0.00031639-0.00063597i,-0.00035107-0.00067221i,0.00010069-0.00087683i,0.00069499-0.00098191i,0.00038457-0.00058271i,0.00035405-4.1515e-05i,0.00099883-0.000229i,0.0011292-0.00067762i,0.00074416-0.00046915i
0.00019573-0.00018894i,4.2518e-05+0.00024757i,-0.00099239+0.0012466i,-0.00097182+0.00233i,0.00089935+0.0034009i,0.0022635+0.0029332i,0.0017827+0.00078884i,0.00071751-0.00056523i,0.00024921-0.00034199i,3.0057e-05-5.2808e-05i,-0.00012723+0.00025467i,0.00026626+8.6742e-05i,0.0011005-0.00033969i,0.0010664-5.3052e-05i,0.00019356-0.00012062i,-0.00010547-0.00043628i,-0.00062301+0.00023451i,-0.001159+0.00064958i,-0.00082631+0.00027751i,0.00040448+8.3494e-05i,0.00064183+0.00067789i,-1.7332e-05+0.00078978i,-0.00022044-5.648e-05i
-0.00036187-0.00044083i,-0.00072508-0.00028289i,-0.00051255+0.0012362i,0.00076572+0.0022949i,0.0021298+0.0026905i,0.0028288+0.0019483i,0.0023448+0.0011157i,0.0017276+0.00095011i,0.0016995+0.00063427i,0.0013372+0.00024279i,0.00066602-0.00041671i,-0.00016129-0.0010704i,6.7447e-05-0.00083121i,0.00069211-0.00027691i,0.00025839+0.00023981i,-0.00026906+1.251e-05i,-9.7758e-05-9.3801e-05i,-0.00018536-0.00028307i,-0.00065359-0.00054955i,-0.00024812-0.00051357i,0.00035262-0.00046022i,8.1465e-05-0.00059676i,0.00026031-0.00064006i
0.00087588-0.0019275i,5.027e-05-0.00017443i,-0.0016403+0.00047988i,-0.0020311+0.0017334i,-0.00039035+0.0033811i,0.0011276+0.003375i,0.00097151+0.0022682i,0.0001503+0.0017882i,4.2405e-05+0.00088619i,-0.00028659-4.8647e-05i,-0.00071896-0.00018549i,-0.00028337-8.2017e-05i,0.00056115-0.00011971i,0.001032-0.00055513i,0.00046676-0.00040249i,-0.00015864-0.00061467i,0.00010969-0.00055741i,0.00024903+0.00027416i,-0.00059123+0.00053051i,-0.0008326+0.00025624i,-0.00032467+0.00036871i,-0.00013223+0.00032105i,0.0003224-0.00017303i
0.00033091+0.00042704i,-0.0017174-0.00073736i,-0.0029292+0.00014739i,-0.002441+0.0026506i,-0.00081969+0.0043159i,0.00011522+0.0037935i,0.0004909+0.0022478i,0.00051629+0.0015747i,0.00099219+0.0012089i,0.0010816-0.00033295i,0.00028765-0.0011282i,-9.0405e-05-0.00039754i,-0.00027029-0.0003478i,-1.0945e-06-2.6222e-05i,0.00041416+0.00025862i,0.00079986-0.00016869i,0.00057773-0.00064598i,0.00056682-0.00023546i,0.00095214+0.00057376i,0.00062895+0.0001917i,-0.00019205-9.1829e-05i,0.00023313+0.00046261i,0.0002934+0.00073018i
