-0.00010872-0.00047942i,-0.00043961-0.00013004i,-0.00016997-0.00070833i,0.0010247-0.0023195i,0.00038239-0.0019838i,-0.00021823-0.00063709i,-0.0013811-0.00047446i,-0.0017814+0.00086809i,-0.00067018+0.0019247i,6.8588e-05+0.00081985i,0.00052053-0.00040769i,0.00094243-0.0001759i,0.00084564+0.00032415i,0.00043296+0.00023437i,-0.00014295-0.00025538i,-0.00091313-0.0009892i,-0.0010705-0.00077295i,0.0001334-0.00021646i,0.00038117+3.7991e-05i,-0.00036319-0.00024048i,-0.00011934-0.00061648i,0.00014433-0.00024457i,0.00036044+0.00020542i
0.00053429+0.00010173i,0.00046415+0.00065092i,0.00029421+0.001239i,0.0010762+0.00075151i,0.0014234+0.00024627i,0.0020151+0.00050487i,0.0017988+0.00037461i,0.00089743-4.3169e-05i,4.8913e-05-0.00035907i,0.00027559+0.00038933i,1.1504e-05+0.00093496i,-0.00022539-0.00012091i,-0.00012085-0.00060742i,-0.00060285-0.00051381i,-0.00068798-0.00043463i,-0.00051149+0.00026989i,-0.00099743+0.00017119i,-0.0013858+5.6245e-05i,-0.0011061+0.00071874i,-0.0010558+0.00045508i,-0.00058275+1.3614e-05i,-0.00036958+0.00045852i,-0.00088562+0.00081798i
2.8326e-05+0.0003365i,2.9737e-05-0.00017118i,0.00052225-0.00060409i,0.00042875-0.00077376i,-0.00049683-0.00095642i,-0.00065625-0.00094954i,0.00037457-0.00067574i,0.0008824-0.00039922i,0.00049802-3.7127e-05i,2.8289e-05+0.00043032i,-0.00023768+0.00080311i,-0.00014179+0.00061255i,0.00012819+2.2385e-05i,0.00019298-9.852e-05i,-0.00042286-0.0002644i,-0.00017049-0.00051079i,0.0003486-0.00094529i,-2.4235e-05-0.00078007i,-0.00025895-0.00036544i,6.7455e-05+0.00068727i,-0.00036021+0.00087243i,-0.00085517+0.00074989i,-0.00075685+0.00085251i
-0.0006649+0.0014377i,0.00069408+0.0014983i,0.0014903+0.0011479i,0.0012364+4.3089e-05i,0.0015064-0.0010684i,0.0011113-0.0018724i,0.00065615-0.0017001i,5.2515e-05-0.00057876i,-0.00037066+0.00033312i,0.00041802+0.00014515i,0.00039302-8.9805e-05i,-0.0006097-0.00011121i,-0.00063377-0.00041623i,-0.0011854-0.00050567i,-0.00079591-0.00030043i,2.8558e-05-2.4131e-05i,-1.1444e-05+0.00041646i,0.00021925+0.00064597i,-0.00017194+0.00079984i,-0.00038321+0.00050756i,0.00050903+0.00030408i,0.00091139+0.00054643i,0.00053608+0.00035672i
0.00070293-1.7226e-05i,0.00031808-0.00081023i,0.00072127-0.0012518i,0.0010176-0.0010634i,2.7017e-05-0.00066735i,-0.00016517-0.00020193i,0.00027677-0.00036807i,0.00011786-0.00026906i,-8.194e-05+2.5086e-05i,6.2809e-05-0.00013839i,0.00046916-0.00016867i,0.00095386-0.00049374i,0.00063772-0.00043422i,-5.0303e-05+0.00024524i,-6.0547e-05+0.00035722i,-0.00027897-0.00051616i,-0.00058432-0.00019435i,-0.00017262+0.00040438i,0.00095697+9.0044e-05i,0.0014074-8.3073e-05i,0.0005846+0.00032748i,1.3818e-05+0.00014665i,4.2095e-05-7.251e-05i
0.00059355+0.00030887i,0.0012091+0.00024796i,0.0017561+0.0004279i,0.0022295+0.00034941i,0.0018465-0.00069725i,0.0010753-0.0016561i,0.00028893-0.0014998i,-0.00071638-0.00081902i,-0.001088-0.0002223i,-0.0010828-0.00027631i,0.00024356-3.7586e-06i,0.0012242-0.00033392i,0.00089741-0.00085888i,-0.00018752-0.00047871i,-0.00053582-0.0002369i,0.00013166-0.00019637i,-0.00027768+2.1322e-05i,-0.00072052-0.00014036i,0.00024856-0.00060492i,0.00025651-0.00054925i,-0.00063198-0.00044811i,-0.00091601-0.00094759i,-0.0010842-0.0011075i
2.4541e-05-0.00023987i,2.5347e-06+0.00066954i,-0.0004665+9.3157e-05i,0.0003031-2.7915e-05i,0.0010595+0.00020306i,0.00067761-0.00076164i,8.0088e-05-0.0012701i,-0.000172-0.0011367i,-8.207e-05-0.00077589i,-0.00046791-2.0139e-05i,-0.00040348+0.00060042i,-0.00050145-0.00035782i,-0.00074667-0.0010957i,-0.00095751-0.00022916i,-0.0006489-8.9289e-05i,-0.00012479-0.00044849i,-0.0004774-0.00042473i,-0.00034907-0.00084122i,0.00011035-0.00042536i,-0.00019528+8.756e-05i,-0.00043129+4.3143e-05i,0.00028148-9.5971e-05i,0.0011861-0.00040917i
0.00049161-0.00067556i,-0.00027175-0.00041875i,-0.00067905+0.00016322i,0.0003135-0.00037015i,0.0015661-0.00033015i,0.0011411+4.8733e-05i,3.7651e-05-0.00088743i,-0.00034672-0.00075457i,-0.00052863+0.00077813i,-0.00048282+0.00071212i,-0.00073225+0.00036393i,-0.0010483+0.00020609i,-0.00072884-0.00024264i,-0.00040045-0.00060245i,9.7962e-05-0.00043704i,3.7814e-05-0.00021201i,0.00015999+0.00027605i,0.00034977-1.6878e-05i,-0.00023777-0.00073653i,-0.00031611-0.00026208i,9.2981e-05-0.00015932i,-0.00015107-0.00075265i,-0.00024407-0.00074868i
0.00021392-0.00070271i,0.00060202-0.00025669i,0.00030577+6.8551e-06i,-0.00020049-0.00011036i,-0.00028641-0.00057463i,-0.00071219+3.0727e-05i,-0.0014085+0.00011209i,-0.0019884-0.00048324i,-0.0018514-0.00038394i,-0.001082-0.00030482i,9.5141e-05+0.00019277i,0.00049501+0.00075734i,-0.00022026+0.00026922i,-0.00045258-0.00045429i,-9.7659e-05-0.00093665i,-0.00071263-0.0011171i,-0.00065094-0.0010354i,-0.00010352-0.00028084i,0.00013018+9.2927e-05i,-0.00012013+9.3917e-05i,-0.00032732+0.00010965i,-7.4811e-08-0.0002915i,0.00041967-0.00089731i
-0.00054047-2.4251e-05i,0.00011117+0.00022438i,0.00098054+0.00095893i,0.001444+0.00044632i,0.0021901-0.0010208i,0.0025612-0.0014148i,0.0013343-0.00081347i,0.00075283-0.00053399i,0.00077065-0.00068775i,0.0002768-0.00042406i,0.00061664+0.0004807i,3.8377e-05+0.00059257i,-0.00094906+0.00017079i,-0.00097669+0.00011615i,-0.00081054+5.5402e-05i,4.8493e-06-0.00012008i,0.00051883-0.00052011i,0.00044071-0.00048754i,0.00030721-0.00075498i,0.00041619-0.0012346i,0.00085882-0.0011879i,0.00091719-0.00048803i,0.00062758+0.00022588i
0.00038497-8.1505e-05i,0.00038947-0.00020949i,-0.00012909+0.00052641i,-0.00030309+0.00019284i,0.0002695-0.00078258i,0.00082373-0.00097517i,0.00059466-0.00083456i,2.7432e-05-0.0012683i,0.00045292-0.00095883i,0.00030525-0.0002398i,-5.6093e-06+0.00019609i,0.00019921+5.7128e-05i,-0.00037814-0.0011455i,6.4192e-05-0.0014368i,0.00016657-0.00070036i,-0.00040371-0.00054041i,-0.000675-0.00011362i,-0.00034492+0.00029545i,-0.00020395+0.00053953i,-0.00024874+0.00037095i,-0.00056656+0.00037571i,-0.00031149-0.00010887i,-0.00014494-0.0012623i
0.00086743-0.00089456i,0.00043232-0.00061328i,-0.00020633-0.00082273i,0.00029172-0.00025255i,0.00067012+0.00043871i,-0.00042487+0.0003718i,-0.0011589-0.00027649i,-0.00066063-0.00095808i,-3.3587e-05-0.00079747i,0.00031869-0.00033038i,8.669e-05-6.4525e-05i,-0.000156+0.00010662i,-0.00032272-3.6947e-06i,-0.0002842-0.0005116i,-0.00014376-0.00067234i,-0.00027895-0.00031031i,-0.00041448+0.00076012i,-0.00085299+0.00060753i,-0.00078182+4.3589e-05i,-0.0006304+0.00025525i,-0.00044753+0.0011211i,-1.6402e-05+0.0017663i,0.00047632+0.001079i
-0.00045196-0.00012187i,-5.7447e-05-1.3196e-05i,0.00055096+3.4411e-05i,0.0011912-0.00038407i,0.0014039-0.00049667i,0.00089363-0.00039674i,0.0002007-0.00024905i,-0.0001411-7.3593e-05i,-2.4518e-05+0.00010368i,0.00063239+0.00056037i,0.001085+0.00091342i,0.00068481+0.00099587i,0.00031312+0.00083135i,0.00040005+0.00044682i,-0.00020199+0.00010464i,-0.0001903-7.4651e-05i,0.00063431+0.00015468i,-0.00029802+0.00038371i,-0.00084226+0.00012282i,-0.00056365+0.00060434i,-0.0001553+0.0013481i,-0.00055346+0.00093754i,-0.00081254+0.00043746i
-0.00052422-0.0012707i,-0.00088598-0.0016493i,-9.5118e-05-0.0017048i,0.00049309-0.00062088i,0.00060259+0.000501i,0.00054068+0.00091408i,-0.00041513+0.00025814i,-0.0010257-0.00041544i,-0.0007549-0.00032184i,-0.00044217+0.00026706i,-0.00049124+0.00072318i,-0.00063071-0.00017311i,0.00023444-0.00094068i,0.00074118-0.0012065i,-0.0001444-0.00047169i,-0.00084897+0.00089399i,-0.00056759+0.00043541i,-0.00013348-8.7572e-05i,0.00022786-0.00014456i,0.00066489-1.2819e-05i,0.0001089+0.00045291i,-0.00082777+0.00037985i,-0.00046264+0.0004913i
0.00048275+0.00018401i,-0.00051125+0.00034778i,-0.0010926-3.4043e-05i,-0.0014992+0.00010766i,-0.00109+0.00076095i,-0.00060171+0.00072011i,-0.00028994+0.0004674i,-0.00031947+0.00027263i,-5.5344e-05-0.00066226i,0.00020488-0.00082879i,0.00044465-0.00046459i,0.00032085+0.00016567i,-5.2323e-05+0.00080324i,-0.00025506+0.00069566i,-0.00020729+0.00047707i,-0.00020873+0.00029842i,-0.00046624-0.00035765i,-2.5073e-05-0.0010004i,-8.5456e-05-0.00079642i,-0.00040543-9.4146e-05i,0.00061323+9.687e-05i,0.00091553-0.00034025i,0.00016452-0.00019375i
-0.00030852+0.00051308i,2.3425e-05+0.00021348i,0.00064328+0.00062447i,0.001699-0.00041982i,0.0024649-0.001611i,0.002093-0.0016248i,0.0012684-0.0020507i,0.00013481-0.0015452i,-0.00053494+0.00013201i,-0.00058138+0.00057165i,-0.00012486+0.00010317i,0.00010629+0.00010473i,0.00021005-8.7221e-05i,0.00052698-0.00015638i,4.8512e-05+9.379e-05i,-0.0006398-0.00018597i,-0.00041193-0.00016377i,0.00013309+0.00014145i,0.00045498+0.00021409i,0.00034599+0.00019318i,0.00013112+0.00014334i,0.00010723+0.00023988i,0.00055405+0.00010614i
-0.00062207+0.00063423i,-0.00016754+0.00043692i,-6.7524e-05+0.00053126i,-0.00021607+0.00072165i,-0.00039053+0.00056112i,7.7531e-05+0.0002899i,0.00038717+0.00033558i,7.923e-05+0.00010371i,-0.00019253-0.00013805i,-5.9915e-05-6.8039e-05i,-0.00032397-0.000434i,-0.00016982-0.00019037i,-6.478e-05-7.8424e-05i,-0.00013994-0.00044871i,-0.00030581-0.00082372i,-0.00011125-0.0009445i,-0.000195+0.00029757i,-0.00015633+0.00052707i,0.00029546-7.1626e-05i,0.00029684+0.00011361i,0.0004221+0.0003917i,0.0005457+0.00052284i,0.00072823+0.00066928i
-0.00071863-0.00078522i,-0.00051849-0.00071718i,-0.0011634-0.00052379i,-0.001398-0.00038526i,-0.00030218-0.00092929i,0.00016986-0.0008145i,-0.00042327-0.00059285i,-0.00084045-0.0013693i,-0.00080203-0.0010528i,-0.00050441+0.00016849i,-0.00015208+0.00072825i,0.0004678+0.0008113i,0.00058957+0.00059492i,0.00027293+4.3093e-06i,0.00012945+2.9703e-05i,-0.00029596+0.00037965i,-0.0004697-4.2666e-05i,-0.00046643-0.00056977i,-0.00019984-0.00058636i,0.00012583-0.00035157i,-7.5827e-05+0.00077204i,-0.00060367+0.00095035i,0.00017427-1.8594e-05i
0.00028497-0.0010366i,0.00077978-0.00034707i,0.00054417-0.00036247i,0.0005159+3.8864e-06i,0.0010545+0.00063929i,0.0012218-1.2283e-05i,0.0011539-0.0009145i,0.0013576-0.00028898i,0.00081336-0.00015149i,0.0003519+3.1821e-05i,0.00018483+0.00052483i,-0.0002081-0.00038185i,6.2571e-05-0.000578i,-0.00048313+0.00020004i,-0.00058495-0.00039734i,0.00038966-0.00055253i,0.00042145-0.00037964i,0.00040041-5.324e-06i,0.00044498+0.00018855i,0.00013314-0.00031457i,0.00027462-0.00027924i,0.00051466+0.00050801i,0.00018084+0.00094564i
-0.00065304+0.00013767i,-0.00079635-0.0011357i,-0.00025408-0.0013385i,0.00020513-0.00065009i,0.00094531+0.00011654i,0.00058818+0.00043007i,0.00022984+1.0798e-05i,7.2631e-05-0.00027439i,7.0058e-05-0.0011401i,-0.00011687-0.0014011i,-0.00060292-0.0010932i,-0.00041274-0.00093998i,-0.00035201-0.0002702i,-0.00033501+0.00026221i,0.0001518+0.00010267i,0.00026003-0.00011479i,0.00052767-0.00029553i,4.3094e-06+5.521e-05i,-0.00064655+7.718e-05i,-0.00023375+0.00020877i,7.3719e-05+0.00033202i,0.00018325-3.8488e-05i,0.00013389-1.8141e-05i
0.00066299+0.00036757i,-0.00020147-0.00037307i,0.00092802-0.0013318i,0.0020568-0.0012611i,0.001319-0.00074981i,-0.00013578-0.00023979i,-0.00018297-1.1327e-05i,0.00096572-0.00017274i,0.0017194+0.00031099i,0.0013152+0.00069987i,0.00060138+0.0004577i,0.00059792+0.00054813i,0.0006014+0.00101i,0.00036392+0.00059633i,0.00075342+1.4526e-05i,0.00078753-0.00025928i,0.00033734-0.00026087i,0.00041495-0.00011479i,0.00042941+9.2869e-05i,-2.9482e-05+0.00029459i,-0.00043835+9.4509e-05i,-4.7178e-05+0.00026854i,0.00059028+0.00094801i
0.00062436+0.00055729i,0.00076014+0.00065548i,0.00099386+0.00040557i,0.0012216-4.6085e-05i,0.00069887-0.00081089i,0.00058928-0.0011452i,0.00096649-0.00056036i,0.0011182-1.0676e-05i,0.00063382-0.00020641i,-0.00022097-0.00045978i,-0.00089645-0.00050118i,-0.00064124-0.00027089i,-0.0006627+0.00014352i,-0.0010322+0.00020395i,-0.0010644-0.00024725i,-0.00044919-0.00041393i,0.00014148-8.453e-07i,0.0010291-0.00040327i,0.0014722-0.00067636i,0.0012457-0.00075045i,0.0010907-0.00094083i,0.00051321-0.00067175i,-0.00012534-9.7427e-05i
0.001367-0.00097732i,-0.00016683-0.00023971i,-0.0012944+0.00028737i,-0.00069053-0.00036724i,0.00017906+2.8228e-05i,1.5468e-05+0.00086658i,-0.0004359+0.00050804i,-0.00050145-0.0003231i,-0.00054682-0.00032145i,-0.00070862+0.00018302i,-0.00020916-1.8587e-05i,0.00032789-0.00051961i,0.00034543-0.00052873i,0.00011629-0.00075558i,0.00011602-0.00094992i,9.4086e-05-0.00071388i,0.0002968-0.00068342i,0.00069982-0.0011434i,0.00082089-0.00086246i,0.00059611-0.00047463i,0.00037079-0.00052557i,0.00088405-0.00039445i,0.00069952-0.0002904i
0.0025473-0.00097612i,0.0010749-0.0013117i,0.00010347-0.0021513i,-0.00036172-0.002654i,-4.2916e-05-0.0015989i,0.0008032-0.00050946i,0.00069459-0.00022148i,0.00012295+0.00015478i,1.0868e-06-0.00011746i,-1.6067e-06-0.00043773i,-0.00024397-3.1669e-05i,0.0002358+0.00095963i,4.7808e-05+0.0018258i,-9.5782e-05+0.0016664i,0.00053435+0.00073071i,0.00071947-0.00017331i,-0.00011044-0.0001589i,-0.0009219+0.00013392i,-1.8647e-06+0.0008702i,0.00053251+0.0010678i,5.756e-05+0.00022092i,-0.00015799-0.00062164i,-0.00072687-0.0007845i
-0.00035619-9.968e-05i,0.00022508-0.00073247i,0.0013854+0.0001365i,0.0021565+0.00067098i,0.0020223-0.00059783i,0.0009528-0.0015273i,0.00075689-0.0007056i,0.0011944-0.00011704i,0.00027639-0.00031467i,-0.00041757-0.00011094i,0.00016483+0.0002186i,-0.00017326+0.00036242i,-0.00048225+0.00031992i,-0.00036824+0.00093007i,0.00012281+0.00097647i,0.0010156-0.00029685i,0.0010673-0.00091446i,0.00064209-0.00021347i,0.00019071+4.8692e-05i,-7.3764e-05-8.9173e-05i,0.00017289-0.00014417i,0.00037293-0.00049422i,0.00043345-0.00051977i
-0.0021376+0.00058111i,-0.0010476+0.0011837i,0.00011425+0.0017853i,0.0011372+0.00134i,0.0011323+0.0016626i,0.00081291+0.0012845i,0.0005837-0.00059222i,-7.0836e-05-0.00089579i,-0.00029959-0.00023757i,0.00014542-0.00025377i,0.00079665-0.00030178i,0.0013233-0.00058955i,0.0008445-0.0003152i,0.00025123-5.3472e-05i,-0.00023234+0.00031531i,-0.00068026+0.00022474i,-9.044e-05-0.00055851i,0.00018059-0.00044001i,-0.0002285+0.00039567i,-0.00021904+0.00055607i,0.00010648+0.00042508i,0.00036938+0.00034377i,0.00052094+0.00026929i
0.00058368-2.9845e-05i,0.0010415+0.00095071i,0.00057464+0.00056208i,-0.00018869-0.00056085i,0.00036528-0.00093917i,0.0008935-0.0008038i,0.00087383-0.00071974i,-1.4684e-05-0.00065599i,-0.00056008-0.00086947i,-0.00016822-0.0010367i,9.7748e-05-0.00031329i,-0.00011238+0.0004455i,-0.00029765+0.0011134i,0.00065837+0.00089642i,0.001059+0.00039887i,0.00036085-0.00015234i,-0.00031045-0.00030588i,0.00022777+0.00028544i,0.00064026+0.0006187i,-1.7537e-06+0.00075404i,-0.00042928+0.00012805i,-0.0004081-6.0224e-05i,-0.00027019+0.00066455i
0.00022697-0.00012862i,6.1042e-05-9.0749e-05i,0.00029797-4.1325e-06i,0.0013138+0.00019489i,0.0015813+0.0002746i,0.00069119+0.00069388i,-0.00013892+0.00052964i,0.00024844+2.7467e-05i,0.00071494+0.00018182i,0.00041468+1.7697e-05i,0.00018385+0.00051718i,0.00029393+0.00057512i,0.00059244-0.0006736i,0.00043344-0.0015322i,-0.00026163-0.0013237i,-0.00049578-0.00015836i,-0.00011302+0.001224i,0.00013116+0.00094954i,4.0052e-05-3.9519e-05i,-0.00038356-0.00019488i,-0.00034674-0.00031308i,0.00069448-0.00052412i,0.00078569-0.00070283i
0.00029416+0.0013093i,0.001221+0.0021216i,0.0017627+0.0021775i,0.0015284+0.0015778i,0.0010926+0.0018676i,0.0015283+0.0013119i,0.001813+0.00070662i,0.0011865+0.00033733i,0.00071028-0.00043168i,0.00057354-0.00043637i,0.00081059-0.00024898i,0.00062382+0.00018187i,-7.3999e-05+0.00039936i,-0.0001499+0.00044757i,-0.00026895+0.00035452i,-0.00086548-1.1682e-06i,-0.00080312+0.00026766i,-0.00088006+0.00067288i,-0.00094275+0.0003383i,2.9156e-05-0.00026294i,0.00064269-0.00045533i,0.00056844-0.00052332i,0.00043429-0.00042627i
0.0003827+0.0013712i,0.00069264+0.00068957i,0.0012729-0.00089183i,0.0010772-0.0020588i,-2.5287e-05-0.0025429i,-0.0010516-0.0020834i,-0.0012407-0.0011647i,-0.0010184-0.000818i,-0.00027771-7.2421e-05i,0.0004092-0.00025351i,0.00050524-0.00040624i,8.4047e-06+0.00043957i,-0.00048288+0.0010496i,-0.00050006+0.0011624i,0.0003908+0.00030359i,0.00049306-0.00045225i,-1.0309e-05-0.00076997i,0.00014655-0.00080972i,-2.5334e-05-0.00054588i,-0.00021406-0.00068023i,-6.125e-05-0.00081615i,0.0003035-0.00046975i,0.00021368-9.1513e-05i
0.0014399-5.4749e-05i,0.001753-0.0005289i,0.0006719-0.00018982i,1.9933e-06+0.00018132i,3.0786e-05+0.00016164i,0.00013029-0.00012535i,0.00047978-0.00013131i,0.0008517-0.0006224i,-0.00013837-0.0010985i,-0.00028247-0.00071018i,0.00033426-0.00021656i,0.00023463-0.00022843i,3.0899e-05-0.00021337i,0.00016507-0.00028068i,0.00020886+8.4248e-05i,-9.2227e-05-0.00025697i,0.0002809-0.0015177i,0.00037873-0.00097429i,-0.00031237-0.00040366i,-0.00040866-0.00032596i,-5.3127e-05+0.00048505i,8.5551e-05+0.00070286i,0.00036469+0.00046604i
-0.00013132+0.00010562i,0.0004612-0.00033107i,0.00083013-0.00088344i,0.0013383-0.0014162i,0.0019613-0.0013912i,0.0021787-0.00070112i,0.0022355-0.00025751i,0.001821+0.00015206i,0.00082025+0.00023941i,-4.3613e-05-0.00043945i,-0.00058829-0.00046394i,-0.00053493+0.00034713i,-0.00064721+0.00045037i,-0.00076962+0.00033563i,-0.00048949+1.7127e-05i,-0.00044556-0.00038528i,-0.00086209-0.00050206i,-0.00051643-0.00053573i,-0.00024903-0.0001419i,-0.0008659-6.9205e-05i,-0.00056678-8.2781e-05i,0.00061775+0.00032699i,0.00084766+0.0003418i
-0.00033161-0.00039521i,-0.00097308+0.00015688i,-0.00097122+0.00032666i,-4.8296e-05-0.00025362i,0.00038454-0.00015483i,0.00030961-2.3499e-05i,-0.0010271-0.00057183i,-0.0013932-0.00023749i,-0.0011355+0.00029619i,-0.00088001+0.00054955i,-0.00046614+0.0004011i,-0.00053766+1.7565e-05i,-0.00038955-0.00051477i,0.00017931-0.00031904i,0.00056569+0.00017325i,0.00051513+0.00021874i,2.2335e-05+0.00031907i,-0.00064229-0.00014214i,-0.00029394-0.00078541i,0.00012043-0.00096089i,4.3174e-05+0.00014047i,0.00037945+0.00040171i,0.00036943-0.00031848i
-0.0022708-0.001165i,-0.0023629-0.00026048i,-0.0019832-2.7413e-05i,-0.0016761-0.00027354i,-0.00051649-0.00015564i,0.00087318-0.00062919i,-0.00025606-0.0010092i,-0.0014335-0.00035292i,-0.0012845+0.00077671i,-0.00057763+0.0011326i,-0.00018614+0.00063993i,3.8072e-05+0.00024585i,0.00058144-0.00039715i,0.00065098-0.00087185i,-0.00037128-0.00090851i,-0.0007599-0.0011451i,-0.00020352-0.0010231i,-0.00014661-0.00043923i,-0.00013069+0.00043994i,0.00019754+0.00030521i,-0.0002126-0.0002705i,-0.00074208+0.00023218i,-0.00024543+0.00040827i
0.0009159+0.00023407i,0.0003213-0.00056374i,0.00067832-0.0008536i,0.0013683-0.00077868i,0.0017501-0.00035109i,0.0017009-0.00013268i,0.0012592-0.00061995i,0.0002739-0.00070322i,0.00033471-0.00044303i,0.00080113-0.00053301i,0.00056694-0.00047576i,-5.3828e-06+0.00020686i,-2.6765e-05-8.928e-05i,-0.00036849-0.00062733i,-0.00058921+1.9751e-05i,-0.00050995+0.00075195i,-0.00049114+0.00064217i,-0.00037838+0.00034245i,-0.00020001-0.0003948i,-9.3471e-05-0.0005299i,-0.00018117-3.4389e-05i,-0.00036222+9.3088e-05i,0.0002752-0.00051743i
0.00011561-0.0020936i,0.00039593-0.0015261i,-0.00026691-0.0011364i,-0.00107-0.0017447i,-0.00062654-0.0011255i,0.00014409+0.00017936i,0.00058023+0.00043342i,0.00065516+0.00044725i,0.00046022+0.00034417i,-0.00013295+0.00061015i,-0.00041682+0.00097926i,0.00055548+0.00065669i,0.00089947-0.00025079i,-0.00011176-0.00038024i,-0.00024483-1.8089e-05i,-0.00014648+0.00011763i,0.00035289+0.00060767i,0.0012686+0.00078241i,0.0010619+0.00057153i,0.00089041+0.00059218i,0.00088289+0.00036587i,0.00011829+0.00010293i,-0.00012063+0.0003291i
0.00012571+0.00073662i,-3.1522e-05+0.00075385i,-6.6306e-05+0.0015746i,0.0011098+0.0017104i,0.0023102+0.0012769i,0.0017912+0.00050191i,0.00019252-0.00054012i,0.00032181-0.001016i,0.0014118-0.00072069i,0.0011093+0.00024409i,-0.00013844+0.00081683i,0.00022693-0.0001554i,0.00083621-0.00023336i,0.00016851-0.00026908i,-0.0007612-0.00070569i,-0.00078053-0.0010203i,3.6839e-05-0.00073869i,0.00065034-7.5573e-05i,0.00027634-3.6835e-05i,-0.00049672-0.00018024i,-0.00039673+0.00075966i,0.00017337+0.0012051i,2.4149e-05+0.0011659i
-0.00082748-0.00034157i,-0.00037197-0.00028687i,-6.3437e-05-0.00010317i,-0.0004094+5.0274e-05i,-0.00055-0.00036906i,1.1827e-06-0.0014948i,0.00012377-0.0022529i,0.00014333-0.0016448i,0.00037324-0.00022227i,-6.1287e-05+0.00075991i,4.7076e-05+0.00053077i,0.00097437-0.00023655i,0.0012757-0.00032459i,0.0011719-0.00034296i,0.0010652-0.00033088i,0.00054047-0.00033196i,-0.00041525-0.0001902i,-0.00090229-0.00022721i,0.00013784+8.1159e-05i,0.00084497+0.00024933i,0.00037658-9.6813e-05i,0.00018947-3.6217e-05i,0.00032069+0.00033735i
0.0012701-0.0001247i,0.0013704-0.00015807i,0.00052684-0.00045623i,0.00061541-0.00061019i,0.00027291-0.0012412i,0.00019753-0.0010881i,3.0698e-05+0.00010912i,-0.00084446+4.2411e-05i,-0.00077296-0.00010287i,-0.00050405+0.00029i,-0.00056399+0.00045835i,-0.00058753-2.9706e-05i,0.00011506-0.00016408i,0.00072549+0.00066722i,-0.00033494+0.00010225i,-0.0013595-0.001236i,-0.00062404-0.00077871i,0.00020084-0.00033851i,-2.3152e-05-0.00038182i,-4.751e-07-0.00010108i,0.00032961+0.00021801i,3.4421e-05+0.00016012i,0.00045571-0.0001744i
-0.0010349+0.00117i,-0.00051688+0.0011482i,0.00042723+0.0016122i,0.0017969+0.0015852i,0.0023716+0.00063652i,0.0018761+6.6861e-05i,0.0010436-0.00031223i,-0.00012887-0.00036529i,-0.00053167+0.00031019i,0.00016851+0.00040149i,0.00066811+9.1035e-05i,-0.00036882-0.00021334i,-0.0011367-0.00038014i,-0.00092017-0.00090985i,-0.00053493-0.00098692i,-7.4321e-05-0.00038317i,-0.00046346+0.00010881i,-0.0003421+0.0001933i,-9.8125e-05+0.00012281i,6.7093e-05+0.00089511i,0.00020139+0.0020643i,-0.00060141+0.00098054i,-0.00046977-0.0003479i
0.00092416+0.0010021i,0.0014725+0.0012054i,0.0017782+0.00090363i,0.0016267-0.00062699i,0.0010987-0.002227i,0.00064869-0.0017853i,0.0014501-3.3952e-05i,0.0017276+0.00077276i,0.0013118+0.00082229i,0.0011498+0.00043789i,0.0010518+0.00075163i,0.00071981+0.00042473i,0.00047311-0.00034797i,6.7799e-05-0.00018875i,-7.3291e-06+0.00036337i,0.00012611+0.0005396i,-0.00038382+0.00081146i,-0.0012771+0.00065155i,-0.0013264+8.999e-05i,-0.000211+9.0416e-05i,0.00015615-4.6762e-05i,-0.00057684-0.0002584i,-0.00086027-0.00041606i
0.00015603-0.0011422i,-6.689e-05-0.0011926i,0.00035379-0.00079202i,0.0012938-0.00035167i,0.0017669+0.00011616i,0.0019523-0.00077846i,0.0011578-0.0022839i,-0.00020672-0.0022237i,-0.00026624-0.0015827i,-6.1141e-05-0.00077535i,-0.00030084-0.00019868i,0.00028076-7.0367e-05i,0.0011902+8.7342e-05i,0.0014314+0.00030041i,0.00023155+0.00022828i,-0.00053575-7.5202e-05i,-0.00086191+0.00010814i,-0.0010704+0.00031199i,-0.00081664-0.00012942i,0.00010741-0.00054036i,0.0010001-0.00037963i,0.00031999-6.0402e-05i,-0.00020082+0.00026655i
0.00041103+0.0022674i,0.0011195+0.0025227i,0.0022546+0.0018141i,0.0023945+0.00086874i,0.0018626-0.00083865i,0.0020286-0.0016072i,0.0012203-0.0010358i,0.00024869-0.00054455i,0.00046581-0.00029055i,0.00088693-0.00032486i,0.0012924-0.00024017i,0.00091811-0.00027572i,-0.00010568-0.00066417i,-0.00057709-0.00020019i,1.0704e-05+0.00057594i,0.00014533+0.00050101i,0.00013741+4.3176e-05i,0.00051848-0.00039688i,0.00040488-0.00034699i,1.1875e-05+0.00064364i,-0.00021677+0.00099854i,-0.00071396+0.00086873i,-0.00083159+0.00039588i
