0.0018385-0.00030666i,0.0010809-0.0017392i,0.00070999-0.0027689i,-0.00058606-0.0024059i,-0.0016518-0.00085546i,-0.0016093+0.00020609i,-0.00085315+0.00016752i,0.00049648+0.00048767i,0.00053067+9.1818e-05i,-0.00014251-0.00025145i,-7.3719e-05+9.215e-05i,5.097e-05-0.00043178i,-9.9332e-05-0.0012641i,0.00020752-0.00063014i,0.00043968-0.00012813i,-0.00023665-0.00026635i,-0.00061043-0.00076882i,-0.0004226-0.00063913i,-0.00052829+0.0003027i,-0.00057696+0.00059437i,-0.00011266-6.5317e-05i,0.00033823+0.00028974i,0.00034738+0.00075033i
-0.0010282-0.00080992i,-0.00055492-0.00078999i,-0.0011049-0.00036082i,-0.0017756+0.00020665i,-0.001801-0.00038315i,-0.00052624-0.001415i,0.00093881-0.0017742i,0.0010434-0.0010186i,-0.00026552-0.00071709i,-0.00097748-0.00099727i,-0.00019681-0.00053392i,0.00092595+0.00029703i,0.0014497+0.00089182i,0.0014368+0.00090225i,0.00078334-8.5726e-05i,0.00069978-0.0011222i,0.00051131-0.00096788i,-0.00024544-0.00025399i,-0.0012619+6.69e-05i,-0.00095487+0.00058891i,-0.00021333+0.001052i,1.8621e-05+0.00030028i,7.4542e-05-0.00040036i
-0.0022965+0.0010333i,-0.0013173+0.00062255i,-0.0005189+0.00020549i,0.00062502-0.0013041i,0.00073028-0.0013959i,-0.00022024-0.00074226i,-0.00081649-0.0013998i,-0.0013405-0.0024631i,-0.0019041-0.0020426i,-0.0011555-0.0011061i,-0.00035083-0.00049928i,0.00045144-0.00045406i,0.0011595-0.00052771i,0.00046858-0.00026165i,0.00027816-0.00056224i,0.0011027-0.00062191i,0.00085741-6.0827e-06i,-0.00043515+0.00057647i,-0.0009624+0.00055672i,-0.0011962+0.00071357i,-0.00061319+0.0017558i,-0.00010235+0.0018171i,-0.00016307+0.0015347i
0.0016229+0.00076641i,0.0021675+0.0012459i,0.002033+0.00087494i,0.0020233-9.3321e-05i,0.0010646-0.0011158i,-0.00028141-0.0019606i,-0.00056271-0.0015019i,-0.0002448-0.0012193i,-7.0098e-05-0.001876i,0.00067868-0.0019666i,0.00056985-0.001059i,-0.00070971-5.0373e-05i,-0.00080418+0.00050207i,-0.00035288+8.4172e-05i,-0.00061815-0.00084572i,-0.0011626-0.00050012i,-0.0010137+0.0002315i,-0.00048313+0.00058072i,-0.0003651+0.0012181i,-0.0011179+0.00063321i,-0.00080989-0.00039745i,-3.5901e-05-0.00035432i,-2.9093e-05-0.00045155i
-0.00093034-0.00015194i,-0.0010431+1.3126e-05i,-0.00098925-0.00099184i,-0.00011932-0.0015545i,0.00030895-0.0014597i,0.00047677-0.0012159i,0.0010522-0.0010531i,0.0010989-0.0013307i,-7.3707e-05-0.0016985i,-0.00035318-0.0014865i,0.00013932-0.00019334i,0.00066258+0.00075647i,0.0015099+0.00015705i,0.0020226-0.00051946i,0.001524-0.0003198i,0.00055456-0.00037446i,9.886e-05-0.00074102i,-0.00061437-0.00056331i,-0.00048662+0.0010078i,0.00021162+0.001703i,-0.00045841+0.0013803i,-0.0004747+0.00099954i,0.00091699+0.00016944i
0.00054299-0.00086083i,-0.00062787-0.0012405i,-0.00014371-0.0012651i,-0.00046736-0.00083846i,-0.0011801-0.00085967i,-0.0018776-0.0014718i,-0.0016554-0.0011808i,-0.0015855-0.00093879i,-0.0016411-0.0016732i,-0.00048508-0.0011331i,0.00039671-0.00015815i,0.0012369+0.00022191i,0.0011671+0.00035304i,0.0010566+8.0175e-05i,0.00059969+0.00085928i,-0.00051644+0.0013248i,-0.00057466+0.00090204i,-0.00061797-9.2377e-05i,-0.00076984+0.00012498i,-0.00095909+0.0013177i,-0.0011396+0.00085739i,-0.00068141+0.00094388i,-0.00097595+0.0015205i
-0.0012223+0.0019536i,-1.2167e-05+0.002313i,0.00089167+0.0011366i,0.0017659-0.00099419i,0.00092335-0.0023385i,-0.00066587-0.0023429i,-0.00063343-0.0019207i,-4.8423e-05-0.0019485i,0.00020808-0.0014356i,-0.00057303-0.001037i,-0.00054242-0.00095347i,0.00037843-0.0010571i,0.00036014-0.0010474i,-0.00039931-0.00074299i,-0.00050306-0.00060709i,-0.00087728-0.00083937i,-0.0012445-0.00030769i,-0.0010403+0.00030219i,-0.00086497+0.00025345i,-0.0002694+0.00024589i,0.00051568+0.00056314i,0.00090364+0.0008152i,0.00039562+0.00027315i
0.00014052-0.00065705i,-0.00036397-0.00041688i,-0.00065318-0.00059892i,-0.0011878-0.00090198i,-0.0014224-0.001272i,-0.0003751-0.00089542i,0.00076815-0.0008021i,0.0017485-0.0014669i,0.0013529-0.0017i,3.9834e-05-0.00145i,-7.0531e-06-0.00069781i,0.00011043+0.00032029i,-1.8081e-05+0.00065666i,0.00043074+0.00014339i,0.00068815-0.00068854i,0.00023959-0.0011705i,-0.00041144-0.00074827i,-0.00047031-1.1101e-05i,-0.00020513+0.00020836i,0.00014271+0.0003027i,0.00039202+0.00011162i,0.00045592-0.00017578i,-0.00015241-0.00025771i
0.0013497-0.0012118i,0.00068403-0.0018887i,8.4295e-05-0.0020174i,-0.00044401-0.0012482i,-0.0011801-0.00062778i,-0.0020543-0.0011624i,-0.0016284-0.0021983i,-0.00077622-0.0025094i,-0.00067211-0.00205i,-0.00046737-0.0017782i,0.00012242-0.00086564i,0.00044624+2.7539e-05i,0.00042767-0.00018931i,0.00084785-0.00032504i,0.0010205+0.0002756i,0.0014116+0.00038527i,0.0011399-0.0003577i,-0.00014165-5.1418e-05i,-0.00093002+0.00070217i,-0.0013026+0.00048495i,-0.0012913+0.00029671i,-0.00028584+0.00072962i,0.00027658+0.00088859i
-0.0010547+0.0010193i,-0.00079847+4.6932e-05i,-0.0017608-0.001292i,-0.0017994-0.0017508i,-0.00063372-0.0020935i,-0.00021941-0.0014405i,-0.00054817-0.00047831i,-0.00042434-0.00033213i,-0.00010942-0.00068682i,-0.00053227-0.00059996i,6.3265e-05+9.8158e-05i,0.00050435+0.00061777i,-0.00036788+0.00049467i,-0.0011212+0.00091718i,-0.00060781+0.0013325i,-0.00040247+0.00070339i,-0.00092728+0.00018396i,-0.00096648+0.00040168i,-0.0011368+0.00074606i,-0.0012338+0.0012683i,-0.00047333+0.00095857i,0.00036842+0.00069861i,0.00068487+0.0015633i
0.00016232-0.0021528i,-0.00044649-0.0016005i,-0.00047719-0.0013719i,-0.00066262-0.00028296i,-0.0016225+0.0010144i,-0.0015226+0.00053085i,-0.00073974-0.0013322i,6.3883e-05-0.0022502i,3.1126e-07-0.002673i,-0.00086036-0.0020852i,-0.00041573-0.00036263i,0.0011601+0.00093302i,0.0011204+0.00087543i,0.00046498+0.00053589i,7.5772e-05+0.00032839i,0.00021728-0.00047395i,-8.7999e-05-0.00019892i,-0.0012927+0.00049399i,-0.0012895+0.0003434i,-0.00028914+0.00032003i,6.2162e-05+0.00045132i,5.6486e-05+9.3898e-05i,9.3164e-05-0.00050602i
0.0017858+0.00069677i,0.0011738+0.00049146i,0.0015322-0.000663i,0.0023862-0.0017213i,0.001311-0.002287i,-0.00072717-0.0022385i,-0.0015472-0.0019511i,-0.0013738-0.0016478i,-0.00056298-0.0012348i,-0.00022805-0.00068277i,0.00027518-0.00013322i,0.00068698+0.00036663i,0.0006441+0.00047313i,0.00049437+2.5713e-05i,0.00026842-0.00039977i,0.00033289-0.00034989i,0.00027532-0.00031303i,0.00015597-0.00049431i,-0.00047135-0.00095525i,-0.00042875-0.0011803i,0.00010032-0.00042022i,-0.00070146+0.00018282i,-0.0014256+0.00015588i
-0.00088346+0.00051171i,-0.0017065-0.00030659i,-0.0018041-0.0010197i,-0.00098761-0.00062688i,-0.00056874-0.0008758i,-0.00063061-0.0019694i,-0.00034492-0.0025386i,-0.00020836-0.0017601i,-0.00013133-0.001449i,-0.00017614-0.0011824i,-0.00070252-6.3261e-05i,-0.00035666+0.00017437i,0.00089278-0.00039134i,0.00075341-0.00086779i,0.00060292-0.00064732i,0.0014005+0.00013922i,0.0010789-0.00027596i,0.00026052-3.5757e-05i,-0.00023621+0.00065826i,-0.00016832+0.00054593i,0.00030869+0.00051601i,0.00098866+0.0006756i,0.00070165+0.00034023i
0.00106-8.1735e-05i,0.00031204-0.0006926i,0.00022314-0.0012572i,0.00028211-0.0010539i,0.00059614-0.00068031i,0.00013443+0.00048752i,-4.4795e-05+0.00037417i,0.00036263-0.0012763i,0.00069031-0.0025748i,0.0012003-0.0024177i,0.0011066-0.00046989i,0.00098757+0.0003329i,0.0010555-0.00044455i,0.00080878-0.00070991i,0.00085647-0.00058753i,0.00080471-0.00072144i,-0.0003396-0.00055854i,-0.00093388+0.00016169i,-0.00042462+0.00033701i,-6.729e-05-1.6217e-05i,-0.0001254+0.00059992i,0.00027309+0.00072264i,0.00079396+0.0008384i
0.002479-0.00064906i,0.0014783-0.00062048i,0.0012129-0.001104i,0.000146-0.001771i,-0.00086665-0.0027914i,-0.00088019-0.0020118i,-0.0015694-0.00030724i,-0.00086565-0.00067415i,0.00017096-0.0018655i,0.00031046-0.0021021i,1.3736e-05-0.0011181i,-0.00011626-0.00069223i,0.00042091-0.0011869i,0.00031653-0.00081556i,-6.7347e-05+7.3087e-06i,0.00016147+4.2902e-05i,0.00070996+0.00039995i,0.00053346+0.00099527i,-0.00068055+0.00067479i,-0.00083989+0.00019999i,-0.00063917+0.00019752i,-0.00091485+0.0005893i,-0.00066207+0.00075732i
-0.0013918-0.00051155i,-0.001775+0.0004264i,-0.0019723+0.0012938i,-0.0016091+0.0022758i,-0.00066146+0.0013381i,-0.00030151+0.00040495i,-0.00050503+0.00025548i,-0.00066749-0.00060182i,-0.0010694-0.00090817i,-0.0008047-0.00090202i,0.00028412-0.00066961i,0.0011676-0.00089673i,0.0015902-0.00090104i,0.002172-3.3911e-05i,0.0019636+0.00038484i,0.00121-0.00015855i,0.00037-0.00037212i,-0.00075091+0.00019828i,-0.00079984+0.00072841i,-0.00026442+0.00089152i,-5.4622e-05+0.00076995i,-0.00091787+7.1896e-06i,-0.0011296-0.00027723i
0.00010214-0.00069009i,0.00030469-0.00079915i,0.00096882-0.00064398i,0.00083214-0.00075684i,0.00062472-0.001345i,-0.00041549-0.0016331i,-0.0010395-0.0023089i,-0.00066634-0.0030312i,-0.00037473-0.0033683i,0.00012016-0.0022031i,0.00028611-0.0011743i,0.0010663-0.00097392i,0.0016132-0.0011081i,0.00089358-0.00070547i,0.00097679+0.00052851i,0.00051433+0.00061083i,-0.00078568+7.4815e-05i,-0.0012608+0.00028249i,-0.0014805+0.00090243i,-0.0014631+0.00088879i,-0.00076923+0.00068859i,0.00013113+0.00098692i,5.4609e-05+0.00044869i
-0.00032853-0.00090705i,0.00027602-0.0010235i,0.00011496-0.00063462i,-0.00064306+9.2248e-06i,-0.00066521-0.00037573i,-0.00062954-0.0011176i,-0.00038273-0.0016596i,0.00016314-0.0015996i,0.00035053-0.0016315i,0.00049253-0.0013301i,0.00078062-0.00078453i,0.00072247-0.00037793i,0.00092478+0.00018261i,0.0013005+0.00091436i,0.00099763+0.00092141i,0.00099589+0.00033337i,0.0010216+0.00015133i,0.00028156+0.00035796i,-0.00016661-3.6498e-05i,-0.00022643-0.00039817i,-4.3855e-05+0.00011566i,-5.0894e-05+0.00046153i,-0.00038636+0.00050744i
-0.0019293+0.00026872i,-0.0011054-0.00059773i,-0.0001537-0.00063226i,0.00035135+0.00049674i,0.00021852+0.000187i,-0.00015374-0.0012478i,0.00060222-0.0017103i,0.00034764-0.0012794i,-0.00072562-0.0012581i,-0.00064348-0.0010743i,0.00029879-0.00032611i,0.00070619-0.00010872i,0.00031678-0.00028792i,0.00029564-0.00010809i,0.00069666-3.4322e-05i,0.0005008+0.00023803i,-0.00036973+0.00028044i,-0.00095716+6.9989e-05i,-0.00047826+0.00060766i,0.00043179+0.00074227i,0.00010981+0.00062244i,-0.00038581+0.0011892i,0.0002074+0.001115i
-0.0011823+0.00063875i,-0.00049702+0.001518i,-0.0011081+0.00087517i,-0.0010831-0.00015419i,-0.00082199-0.000555i,-0.00051286-0.00049091i,-0.00081975-0.00012906i,-0.00026661-0.00091532i,0.00052788-0.0015168i,0.00056758-0.0015253i,0.00088693-0.00091897i,0.0010158-0.00017748i,0.00042033+0.00037656i,-0.0001096-4.8137e-05i,5.1124e-05-0.0011064i,-0.00025888-0.0013169i,-0.00036879-0.0010656i,-0.00050908-0.00059646i,-0.00031755+0.0002898i,-2.1929e-05-0.00014861i,-0.00013375-0.00080024i,0.00031126+0.00010757i,0.001296+0.00054879i
-0.00051949+0.00056361i,0.0011102-0.00021829i,0.0016953-0.00063555i,0.001212-0.00089035i,0.00015384-0.0016835i,-0.00044245-0.0026798i,0.00013809-0.003182i,0.00040083-0.0022067i,0.00028231-0.0016101i,-0.00033831-0.0016544i,-0.00081941-0.0013164i,0.00029838-0.0014448i,0.00089745-0.0010707i,0.00011163-0.0002099i,-5.8386e-05+8.6796e-06i,3.4338e-05-9.2905e-07i,-0.00045511+0.00021159i,-0.00055904+0.00050531i,-0.00053904+0.00082671i,-0.00093388+0.001208i,-0.00053282+0.0007464i,7.1245e-05+8.1732e-05i,-0.00058571-5.4799e-05i
0.0021778+0.00014276i,0.0010884-0.00076534i,-3.5296e-05-0.00096072i,-0.00010468-0.0015255i,-0.00034473-0.0025536i,-0.0015526-0.0023766i,-0.0014833-0.001843i,-0.0012186-0.0020461i,-0.00090012-0.0022821i,-5.4497e-06-0.0015962i,0.00075623-0.00086422i,0.00069631-0.0010141i,-0.00035044-0.00097841i,-0.00088702-0.00063107i,-0.00022539-0.00029622i,-0.00051241+0.0003817i,-0.0011927+0.00073624i,-0.0010504+0.00079621i,-0.00030019+0.0010889i,0.0001211+0.00098348i,0.0007217+0.00041885i,0.001125+0.00087209i,0.00052277+0.0007464i
0.00061399-0.00036556i,0.00085007+0.00074505i,0.0018295+0.00044449i,0.0016704-0.00079914i,0.00058211-0.0019545i,-0.00086855-0.0026426i,-0.00093695-0.0024887i,0.00027149-0.0023553i,0.000165-0.002344i,-0.00013085-0.0018633i,0.00021667-0.0013516i,0.00031187-0.00045077i,0.00042645+0.00060925i,2.3905e-05+0.0014579i,-0.00019343+0.0014014i,7.5961e-05+0.00038321i,0.00047172+2.3977e-05i,0.00010277+0.0002496i,-0.0003581+1.8423e-06i,0.00028322-0.00019771i,0.00099726-9.3844e-05i,0.00090812+7.3736e-05i,-3.2652e-05-0.00010595i
0.0017597-0.00032654i,0.0018186-8.6881e-05i,-0.0006667-0.00020915i,-0.00060541-9.0547e-05i,0.00021054-0.0011035i,0.00016699-0.0011832i,-3.4734e-06-0.0012355i,-0.00041775-0.0019664i,-0.00043657-0.0012158i,-0.00029015-0.000103i,-0.00063592+0.00034969i,-0.0011879+0.00044698i,-0.0015877+0.00028584i,-0.0014776+0.00013874i,-0.00055276+0.00035036i,0.00014758+0.00090737i,-2.1105e-05+0.00059174i,-0.00011652-0.00018629i,0.00039866-0.00071956i,0.00028247-0.00080612i,-0.00012468+6.5279e-05i,-0.00015427+0.0009134i,0.0002892+0.0010686i
0.00329-0.0014273i,0.0015762-0.00022667i,-0.0014466-0.0025013i,-0.001127-0.002882i,2.281e-05-0.0021963i,0.00014538-0.0011995i,-0.00061524-0.00014432i,-0.00055854-0.00079772i,-0.00069339-0.0023197i,-0.00079614-0.0028345i,-0.0008832-0.0016043i,-0.00051661-0.00028721i,-0.00040147+5.5041e-05i,-0.00046478-0.00013013i,0.00054456-0.00013637i,0.00084991-3.8347e-05i,0.000492+0.00015137i,-7.7431e-05+0.00019152i,-0.00053495+0.00048644i,-0.0004265+0.00045708i,-4.0424e-05+0.00020278i,-2.717e-05-4.1368e-05i,-0.00027534-4.203e-05i
-0.0017592-0.0011554i,-0.0011881-0.0009645i,-7.2908e-05+0.00010798i,-0.00061921-0.00072327i,-0.0014465-0.0017021i,-0.0013658-0.0009768i,-0.001077-0.00073966i,-0.0010116-0.001286i,-0.00092325-0.0022153i,-0.00058246-0.0017234i,-0.00030669-0.00053535i,0.00027251-3.5088e-05i,0.00053115-1.5349e-05i,0.00063925-0.00043151i,0.001039-0.00095143i,0.0015683-0.00021033i,0.00069868+0.00037847i,-0.00046654-0.0001382i,-0.00021383-0.00038683i,-0.00026077+2.2924e-05i,-0.00097562+0.00044297i,-0.0011858+0.00066649i,2.2608e-05+0.00065053i
-0.0021395-0.00020729i,-0.0017194-0.00063449i,-0.00095369+0.00022387i,-0.00096097+5.4138e-06i,-0.00075811-0.00088237i,-0.00093154-0.0016525i,-0.00085159-0.0022177i,-0.00081311-0.0029972i,-0.0014075-0.0031102i,-0.00065404-0.0015695i,4.2009e-05+0.00027652i,-1.415e-05+0.00062513i,0.00092232-0.00014578i,0.0016784-0.00036967i,0.0016617+0.00019592i,0.00044397+0.00064138i,-0.00053577-0.00019966i,-3.9414e-05-4.1184e-05i,0.00041128+0.00046606i,0.00037344-0.00025347i,0.00048318-0.00058115i,0.00062679-0.00043242i,0.00059644-0.00056452i
-0.001201-0.0012655i,-0.0015832-0.00093471i,-0.0021264-0.0010197i,-0.002861-0.0013489i,-0.0025943-0.00078783i,-0.0014578-0.00043578i,-0.00098308-0.0006248i,-0.00081912-0.00092173i,-0.0013053-0.00088712i,-0.0017046-0.00028228i,-0.0010015+0.00016526i,0.00023644-1.6588e-05i,0.00086062-0.00079112i,0.00099955-0.0011379i,0.00087564-0.00093411i,0.00063572-0.00052064i,0.0004707-0.0006173i,0.00044191-0.00040272i,0.00036243-8.9683e-05i,0.00038036+7.315e-05i,0.00030649+0.0007164i,0.00013244+0.00066743i,0.00020213+0.00053958i
3.1988e-05-0.001405i,0.00082674-0.00079485i,-0.00047159-0.0011515i,-0.001582-0.0018001i,-0.001555-0.0019876i,-0.0011111-0.0020098i,-0.00071978-0.00194i,-0.00092104-0.0020293i,-0.00087847-0.0021266i,-6.9559e-05-0.0017124i,0.00062158-0.00043487i,0.00083105+0.00051029i,0.00021808+0.0006409i,-0.00025591+0.0012195i,0.0001225+0.0018073i,0.00073542+0.00089319i,0.0010711-0.00034114i,0.00099164+8.4593e-05i,0.00095812+0.00078675i,0.00065982+0.0006927i,-0.00031279+0.00048432i,-0.00051369+0.0004171i,-0.00058193+0.00037513i
-0.0016615-0.00058427i,-0.001326+0.00029162i,-0.0019733+0.00052444i,-0.00099992+0.00036637i,0.00032477-0.00040534i,0.00052421-0.0014947i,0.00047458-0.0016238i,0.00035894-0.0013565i,-4.4649e-05-0.0011025i,-1.0259e-05-0.00037553i,0.00027242+0.00010885i,0.0003425+0.00035283i,0.0015162+0.00065184i,0.0020804-0.00013733i,0.0015228-0.0015875i,0.00085972-0.0015975i,0.00049105-0.0010878i,0.00066574-0.00062625i,-1.6956e-05-0.00024541i,-0.00030124+0.00023785i,-0.00013441+0.00044981i,0.00081649+0.00027986i,0.0016732+0.00048342i
-0.0013643-5.2966e-05i,-0.0014146-0.00094213i,-0.00088416+0.00058646i,3.5359e-05+0.00053869i,0.00046608-0.0005975i,0.00016765-0.0010394i,0.00016263-0.0013669i,7.0924e-05-0.0014828i,-0.00011846-0.0017087i,0.00042242-0.0016087i,0.00021475-0.00052345i,0.0001397+8.4984e-05i,0.00021199+0.00010064i,-0.00026894-0.00040321i,0.00034694-0.00064432i,0.00055172-0.00013445i,0.00041881+0.0005968i,0.00069536+0.00025653i,0.00044322-0.00013612i,0.00029792+0.00071655i,0.0003158+0.00099118i,0.00040491+0.00041851i,0.00050858+0.00031375i
0.0012146+0.00094665i,0.0018041-0.00022786i,0.0022152-0.0018393i,0.002296-0.0015952i,0.00066622-0.00063976i,-0.00065118-0.00070885i,-0.00046157-0.0012484i,-0.0003639-0.0025942i,-0.0003806-0.0029843i,0.00023827-0.0022496i,0.00047805-0.00072966i,-0.00010114+0.00036424i,-8.1253e-05+0.00021243i,0.00013244+0.000338i,-8.3917e-05+0.00053657i,-0.00036939-0.00047586i,-0.0004997-0.00060882i,-0.00030195+0.0004549i,-0.0005185+0.00057294i,-0.00057615+0.00046815i,-0.00030314+0.00051973i,-9.2312e-05-0.00030918i,0.00041207-0.00080459i
0.001535-0.001335i,0.00096081-0.00013142i,-0.00011725+0.00037662i,-0.00041087-0.00080762i,-0.0011377-0.0019942i,-0.001273-0.0018871i,-0.0015868-0.00089394i,-0.0013182-0.0013909i,-0.0006813-0.0025384i,-0.00052692-0.0024174i,6.0681e-06-0.001011i,0.00028049+8.9484e-05i,0.00049164+0.00015973i,0.00023833+0.00035728i,0.00017837+0.00015326i,0.0011615-0.00080265i,0.00086322+0.00013508i,-0.00031021+0.00089081i,-0.00063489+9.6079e-05i,-9.8588e-05+7.8936e-05i,0.00025005+0.00096016i,0.00022035+0.001132i,0.00052225+0.0011125i
-0.0011396-0.00062963i,-0.00067734-0.00082761i,-0.00056266-0.00025998i,-0.00041749-0.00013847i,0.00023851-0.0010799i,0.00013805-0.0014501i,-0.00052503-0.0012177i,-0.00021753-0.0015311i,-4.6874e-05-0.001822i,-0.00067326-0.0011186i,-0.00067787-0.00062136i,-0.00041239-0.00076156i,-5.847e-05-0.00075444i,0.00082634-0.00042391i,0.00056141-0.0005576i,0.00041356-0.00041851i,0.00041988-0.00035736i,-5.5045e-05-0.00064286i,-1.6842e-05-5.2547e-05i,-8.0604e-05-0.00018493i,-0.00015364-0.00076686i,2.8264e-05-0.00066823i,0.00023115-0.00050579i
0.00036172+0.00095175i,0.0001797+0.0012039i,-0.00025969+0.00086084i,-0.00061019-0.00060777i,-0.00052147-0.0015486i,-0.0004816-0.0012192i,-0.00041176-0.0013826i,-0.00077944-0.0019622i,-0.0008002-0.0015499i,-0.00025669-0.00098432i,0.00025285-0.00065843i,0.00096235+7.8785e-05i,0.0011075+0.00023684i,0.00055925-0.0001232i,-9.1968e-05-0.000202i,0.00020396-0.00033561i,0.00069775-0.00071419i,-0.00015179-0.00069738i,-0.00052378-0.00046354i,-0.00012272+2.6006e-05i,-2.9891e-05+0.00072767i,-0.00087274+0.00073616i,-0.00064183+0.00013678i
-0.002437+0.0011923i,-0.0020444+0.00054102i,-0.00038245+0.00060445i,0.00045128+0.0013419i,0.00054827+0.00071274i,0.00087171-0.00063044i,0.00053886-0.0015519i,-0.00039328-0.0024317i,-0.00086371-0.0022875i,-0.00067087-0.002509i,6.1918e-06-0.0023306i,0.00093936-0.0013207i,0.0012867-0.00053228i,0.00063325-0.00073631i,-8.7524e-05-0.0011518i,-0.00039503-0.0014863i,-0.00016169-0.0018125i,-1.3125e-05-0.0012073i,-0.00021858-0.00042653i,0.00014524-0.00016809i,0.00046043+7.598e-05i,0.0008528+0.00033321i,0.0013346+0.00065821i
-0.00079029+0.00023992i,-0.00059825+0.00013545i,-0.0018258+0.00078218i,-0.0010995+0.00073731i,0.00010106-0.00011548i,0.00074652-0.0010847i,0.00089386-0.0014556i,0.00031277-0.0016875i,-0.00055796-0.0018289i,-3.5191e-05-0.0010053i,0.00054929-3.2823e-05i,0.00029968+0.00013336i,0.00051221+3.0284e-05i,0.00099253-0.0005806i,0.001129-0.00042113i,0.00047265-0.00025339i,-0.00029362-0.00071065i,-0.00013111-0.0011812i,-0.00029153-0.00019732i,-0.00051042+0.00073337i,0.00012951+0.00023357i,0.00039731+0.00057072i,-2.975e-05+0.00051023i
0.0008152+0.0014348i,0.00021404+0.00051979i,-9.4371e-05-0.0016439i,-8.0147e-07-0.0023892i,-0.00032814-0.002219i,-0.0006507-0.0015428i,-0.00025698-0.0013014i,0.00062609-0.0014991i,0.00045055-0.0017577i,-0.00025211-0.0015683i,-7.6761e-05-0.00082103i,-2.1586e-05+0.00049836i,-0.0011097+0.00082487i,-0.0012097+7.5124e-05i,-0.00032985-4.1415e-05i,0.00032556-0.00026036i,0.00031491-0.00060445i,-0.00010494-0.00044496i,-0.00042582-0.00044341i,0.00023155+0.00011219i,0.00092321+0.0010116i,-0.00020833+0.00085495i,-0.00050367+0.00049541i
-0.00079572-0.00071964i,-0.00049178-0.00015272i,-0.00112+6.8402e-05i,-0.0018469-0.00058448i,-0.0017069-0.00092599i,-0.0011076-0.0016337i,-0.0011302-0.0021909i,-0.0012706-0.0023421i,-0.00072887-0.0027382i,-0.00064285-0.0024374i,-0.00059838-0.00081955i,0.00012024+0.0007853i,0.00058953+0.00091491i,0.0002327+0.00055744i,0.00013669-0.00021041i,-0.00022816-0.00073883i,-0.00058151-0.00069058i,-0.00090836-0.00018334i,-0.0014415+0.00015536i,-0.00087574+0.00058213i,-0.00032498+0.00063476i,-0.00028345+0.0006036i,-0.00048372+0.00030631i
-0.00061071-0.00055254i,0.00021487-0.00041745i,-4.59e-05-0.0010249i,-0.00077562-0.0012826i,-0.00033285-0.00094344i,0.00067162-0.001058i,0.00012218-0.0015832i,-0.00086679-0.0018152i,-0.001719-0.0017604i,-0.0016901-0.0015763i,-0.00092226-0.00031149i,0.00045445+0.00047838i,0.0016979+0.00010276i,0.00094118-5.3471e-05i,-0.00054127+0.0001242i,-6.349e-05-0.00042866i,0.00016399-0.00076682i,-0.00021608-0.00052342i,-0.00048842-0.00047688i,-0.0010174-0.00034686i,-0.0011407+0.00012781i,-0.00053667+0.00056121i,-8.9692e-05+0.00056937i
-0.00233-0.0014049i,-0.0015437-0.00053113i,-0.0015351+0.0012879i,-0.00088308+0.0021008i,-0.00039647+0.00048457i,-1.7798e-06-0.0012008i,0.00063301-0.0015017i,0.00083789-0.0010751i,7.7584e-05-0.00099842i,-0.00068998-0.0012671i,-0.0002666-0.00073978i,0.00069515-9.3838e-05i,0.0011198+6.3544e-05i,0.00083381+0.0005853i,0.00017425+0.00028363i,-0.00029715+0.00020628i,-6.1819e-06+0.00074215i,0.00052423+0.00068337i,-1.6226e-05+0.00041074i,-9.4495e-05+0.00064205i,-0.00047364+0.00053173i,-0.001155+0.00041762i,-0.00055465+0.00013249i
0.0014725+0.00016138i,0.0017805-0.00039441i,0.0017546-0.0013833i,0.00084034-0.002106i,-0.00059447-0.0025507i,-0.0012188-0.0020203i,-0.00087065-0.0014383i,-0.00051726-0.0018207i,-0.00027892-0.0022518i,-0.00021538-0.0015846i,-0.00017627-0.00027379i,-3.5587e-05-0.00021963i,-0.00044305-0.00028014i,-0.00027395-0.00037467i,0.00064255-0.00044965i,0.0006076-0.00049388i,-0.00043234-0.0011003i,-0.0011469-0.00074767i,-0.00076076+0.00015223i,0.00012729+9.2499e-05i,0.00021441-5.5689e-05i,-0.00040208+0.00073217i,-0.00041917+0.0013757i
-0.0037046+0.0010217i,-0.0024337+0.001543i,-0.0021417+0.0027526i,-0.0010668+0.0025317i,0.00013039+0.0015225i,0.00011393+0.00063101i,-0.00052922-0.00064218i,-0.00021369-0.0010941i,0.00021687-0.00074949i,0.00020433-0.00068189i,0.0005446-0.00040464i,0.0012014-0.00056205i,0.001178-2.9406e-05i,0.00074646+0.00072205i,0.00036121+0.00038044i,-0.00033732+0.00016183i,-0.00069541-0.00013134i,0.00015462-0.00043948i,-5.2057e-05+0.0002623i,-0.0010228+0.00045341i,-0.00056999+7.4176e-05i,-0.00024293+5.7045e-05i,5.5623e-05+0.00024526i
0.00057217+5.1176e-05i,0.00043482+4.7541e-05i,0.0015903-0.00021895i,0.0015335-0.0012817i,0.0010219-0.0020252i,0.00027115-0.0022791i,-0.00041223-0.002498i,6.4067e-05-0.0023316i,0.00016247-0.0014936i,3.4247e-05-0.00075136i,0.0002101-0.00033848i,0.00052025-0.00068847i,0.00094357-0.00043225i,0.0010052+4.437e-05i,0.00093304-0.00043287i,0.00055859-0.0011837i,0.00018783-0.00088354i,0.00037308-1.8732e-05i,0.00059412+0.00063969i,0.00019612+0.00031841i,0.00037719-0.00013539i,0.00066688+0.00038987i,0.00012658+0.00078814i
