-0.0001505+0.00087666i,0.0013719+0.0015368i,0.0018737+0.0019999i,0.0023833+0.0023973i,0.0020436+0.0025631i,-0.00049895+0.0023937i,-0.0013396+0.0016787i,0.00012089+0.0018987i,0.0013995+0.0023783i,0.0013803+0.0016748i,0.0011264+0.00030689i,0.0017134+0.00058727i,0.0012848+0.0011908i,0.00071452+0.00079834i,0.00047629+0.00078363i,0.0004823+0.00087045i,0.00022058+0.00074362i,0.0001665+2.433e-06i,0.00057042-0.0003767i,0.00067797-0.00023009i,5.3921e-05-0.00037101i,0.0001813-0.00079864i,0.00032359-0.0015891i
-0.0014373+0.00012836i,-0.00050097+0.0012178i,0.0010864+0.0038311i,0.002716+0.0057876i,0.0033516+0.0044035i,0.0036369+0.0010059i,0.001949+0.00017153i,0.0010272+0.00043253i,0.0017582+0.00022951i,0.00152+0.00042328i,0.0012793+0.00093596i,0.0015558+0.0010712i,0.0013265+0.0010605i,0.00091832+0.00064163i,0.0010556+0.00031781i,0.0006971-0.00024918i,0.00033094-0.00070084i,0.0004628-0.00035907i,0.00059785+0.00044639i,0.00054724+0.00062611i,0.00051746-0.00027942i,0.00058937-0.00062054i,0.00021212+0.00016629i
-9.7224e-05+0.0012598i,0.0009776+0.0012786i,0.0027163+0.0021343i,0.0036663+0.0040999i,0.0036051+0.0035505i,0.0022466+0.00043128i,0.00070892-0.00058503i,0.0012655+0.0010152i,0.001969+0.00076138i,0.0017111-0.00039519i,0.0014476-1.1221e-05i,0.0014538+4.5874e-05i,0.00075442+5.845e-05i,-0.00049584+0.00046126i,-0.00058766+0.001138i,0.00026797+0.0012163i,0.00021623+0.00043797i,-8.6442e-05-6.5639e-05i,0.00022741-2.0754e-05i,0.00027209+0.0005195i,-0.00043659+0.00041048i,-0.00043039+0.00020214i,-0.00043076+0.00029417i
0.00095428-0.00046268i,0.0010986+0.0003465i,0.0018737+0.002536i,0.0027002+0.0050232i,0.0025441+0.0055329i,0.0016144+0.0036469i,0.00099345+0.0018021i,0.0018219+0.0013882i,0.0024223+0.00075972i,0.0014475+0.00040222i,0.00080615+0.00042536i,0.0003626-0.0001063i,8.9272e-05-0.00018146i,0.00033707+0.00058937i,0.00069728+0.0013476i,0.00044221+0.001483i,-0.00045006+0.0017083i,-0.0008347+0.0013056i,-7.6938e-06+0.0010632i,0.0005938+0.00092214i,0.0012036+2.1143e-05i,0.00095197-0.00014251i,8.5271e-05+2.0184e-05i
0.00036358-0.00012536i,0.0012204+0.00083228i,0.0012004+0.0027107i,0.0022005+0.0044598i,0.0038938+0.0034338i,0.0031377+0.0007408i,0.0015129-6.5867e-05i,0.00097983+0.00088954i,0.00098634+0.00074891i,0.0010708+0.00032474i,0.00098546+0.00075747i,0.00093102+0.000549i,0.00099245-8.5449e-05i,0.00060766+0.00056763i,0.00020933+0.0010183i,-5.2564e-05+0.0011839i,-0.0002419+0.00084202i,-0.00047591+3.7823e-05i,-0.00079093-8.3441e-05i,-0.00028414+0.00048467i,0.00049733+0.00014269i,0.00069762-0.0005758i,0.00021763-0.00089072i
6.6302e-05-0.00053223i,-0.00066019+8.1079e-05i,9.9597e-05+0.0022036i,0.0021247+0.0041056i,0.0032231+0.003271i,0.0026446+0.0009998i,0.0016187+0.0002552i,0.0019653-0.00014926i,0.0031487-0.0007796i,0.0025412-0.00033156i,0.0016042+0.00047057i,0.0014194+0.0010944i,0.00048225+0.0016078i,0.0003649+0.0013105i,0.0011638+0.0013479i,0.001143+0.0013148i,0.0014135+0.00018114i,0.0011914-0.0010465i,0.00027239-0.0011534i,8.8631e-05-9.7335e-05i,-0.00025745+0.00025264i,-0.00075729-0.00013478i,-0.0012157-0.00066919i
-0.0001943-0.0010236i,-0.00022916+0.00014103i,0.00081048+0.0025678i,0.0026206+0.005438i,0.0036918+0.0048006i,0.0033012+0.0019979i,0.0018604+0.0011904i,0.0010434+0.0010909i,0.0016383+0.0004703i,0.001628+0.00083999i,0.00074899+0.00096116i,2.0386e-05+0.00045349i,-0.00065157+0.00034952i,-0.00036315+0.00050489i,0.00027532+0.00064606i,1.4963e-05+0.00027087i,0.00034775+4.8101e-05i,0.00059144-0.00070742i,-0.00036154-0.0012244i,-0.00064245-0.0010317i,-0.00032122-0.00096029i,-0.00059145-0.00079499i,-0.00058673-0.0010904i
-0.00046767-0.00025159i,-0.00056452+0.00077545i,-5.6742e-05+0.0024314i,0.0020436+0.0033674i,0.0035451+0.0025633i,0.0030583+0.0010199i,0.0018098-0.00049438i,0.0011206-0.000168i,0.0013717+0.00059739i,0.00079625+0.0012697i,0.00063606+0.0019802i,0.0010453+0.0017371i,0.00066945+0.0010414i,0.00039941+0.00051589i,0.00050654+0.00061604i,0.0010604+0.0010712i,0.0013203+0.0012277i,0.0003632+0.0012957i,-0.00075212+0.00092629i,-0.00052723+0.00014974i,0.00047352-0.00020143i,0.00067334+0.00022218i,-0.00015779+0.00018997i
-0.00061245+0.0011951i,7.0471e-05+0.0011718i,0.00059406+0.0035125i,0.0014124+0.0047733i,0.0019667+0.0032242i,0.0014849+0.001431i,0.0014225+0.0011692i,0.0013942+0.0014805i,0.0010504+0.0010133i,0.00036455+0.0011163i,0.00029936+0.00084085i,0.00077288+9.7686e-05i,0.0013078-0.00035827i,0.0014461+0.00011069i,0.0008171+0.00092855i,0.001006+0.00099384i,0.00094939+0.00072868i,0.00014969+0.00055637i,-0.00043515+0.00057901i,-0.00050708-8.3417e-05i,-0.00052963-0.00041614i,0.0002882-6.9774e-05i,0.00028987+7.642e-05i
8.1776e-05+0.0011351i,0.00054343+0.0029141i,0.0025522+0.0042958i,0.0040429+0.0048156i,0.0034634+0.0035233i,0.0020163+0.00080526i,0.00062376-0.00019237i,0.00060523+0.000582i,0.00115+0.0010301i,0.00075479+0.00072212i,0.00042144+0.00048942i,0.00039586+0.00017744i,-6.942e-05-0.00033235i,0.00023306+0.00025773i,0.00049816+0.0010585i,-1.647e-05+0.00058893i,0.00014865+0.00032811i,0.00044839+0.00082048i,0.00027572+0.0010014i,0.00024872-3.7758e-05i,-0.00018634-0.00068886i,0.00047354-0.00015711i,0.0013891+9.3716e-05i
-0.00040839+0.0012139i,1.4871e-05+0.0019047i,0.00081196+0.0031745i,0.0028566+0.005628i,0.0042067+0.0058717i,0.0036395+0.0026338i,0.0015559+0.00087211i,0.00066701+0.0012986i,0.0012282+0.0011808i,0.001074+0.00094852i,0.0007433+0.00043908i,-5.3714e-05-0.00053141i,-0.00052743-0.00079288i,0.00040291+4.4692e-05i,0.00040887+0.00075704i,0.0003437+0.00042606i,0.00050819+0.00016611i,0.00040337-6.6972e-05i,0.00031346-0.00014629i,-0.00012899+0.00012993i,-0.00013647+0.00074326i,-0.00085332+0.00037958i,-0.00082102-0.0003257i
0.00070759-0.00084521i,0.00088697+0.00060218i,-0.00019718+0.0019169i,0.00012964+0.0031947i,0.001369+0.0033941i,0.0026415+0.0018893i,0.0029883+0.00070208i,0.0022262+0.00095015i,0.0014383+0.00073372i,0.00051128+0.00021123i,2.7386e-05+0.00019169i,0.00047541+0.00021841i,0.00082422+0.00011306i,0.00070376+0.00015562i,-0.00011134+0.0004022i,-0.00061577+0.001012i,0.00025971+0.0011936i,0.00047606+0.00013058i,8.8127e-05-0.0006546i,0.00052506-0.00030883i,8.8619e-05-0.00043508i,-0.00058728-0.00085436i,-0.00052425-0.00044509i
0.0010543-0.00065739i,0.0009434+0.00032669i,0.0017129+0.0027155i,0.0036164+0.0045396i,0.0046609+0.0041811i,0.0032767+0.0017445i,0.00091917+0.0005494i,0.00090954+0.0007762i,0.0019417+0.0010221i,0.0013641+0.00073024i,0.00037709+0.00059435i,0.00025664+0.00062596i,7.8217e-05+0.00041629i,-0.00017995+0.00024869i,4.7499e-05+0.0001735i,0.00069897+0.00068384i,0.00053709+0.00092425i,0.0002577+0.00062407i,-0.00014941+0.00057909i,8.4804e-05+0.00058919i,0.00050897+0.00037591i,0.00064969+0.00066019i,0.00079312+0.00062328i
0.000267+0.00066011i,0.00028379+0.0017148i,0.00072061+0.0027443i,0.0017301+0.0036272i,0.0022083+0.0030711i,0.0010705+0.0014683i,0.00020789+0.00083946i,0.00067376+0.0017355i,0.00091697+0.0013812i,0.00056646+0.0001338i,0.00068473+0.0003919i,0.00076217+0.00037051i,9.9974e-05+0.0004184i,-0.00038586+0.00097267i,0.00023348+0.0013196i,0.00074914+0.0012088i,5.7985e-05+0.00045003i,-2.1984e-05+0.00011631i,0.00010747-0.00031565i,-2.1839e-05-0.00041213i,0.00038176+6.919e-05i,0.0004427+0.00012554i,0.00028688-9.6701e-05i
-0.00051846+0.00059873i,0.00049438+0.002812i,0.0022279+0.0049946i,0.0035044+0.0059749i,0.003793+0.0047477i,0.0029941+0.001712i,0.0017205+0.00041088i,0.0013283+0.0010359i,0.0015522+0.00038461i,0.0008353-0.00078207i,0.00061207-0.00047482i,0.00075799+0.00023326i,0.00043591+0.00011694i,0.00039732+0.00039598i,0.00068057+0.00075494i,0.00070192-3.5481e-05i,0.00021001+1.5019e-05i,-0.00024864-5.3152e-06i,-0.00016339-9.8321e-05i,0.00018888+0.00034169i,0.00057826+0.00053202i,0.00042941+0.00046855i,8.6624e-08+0.00018387i
0.00033972+0.00077583i,0.00072296+0.0014888i,0.0018702+0.002815i,0.004011+0.0034195i,0.0051948+0.0018357i,0.003326+0.00023211i,0.0015893+0.00035813i,0.001829+0.00063412i,0.0023633+0.00023216i,0.0014652+0.00037901i,0.00065797+0.00046807i,0.00086967+0.00028247i,0.00041789-9.3155e-05i,0.00055286-0.00013967i,0.0010516+0.00024766i,0.00082765+0.0007119i,0.00042263+0.00054405i,0.00025062+0.00033639i,0.00011678+0.0002312i,-0.00037172-1.6776e-05i,-0.00033104-0.00010784i,-6.8459e-05+0.00033759i,0.00010752+0.00029237i
0.0010063+0.0011641i,0.0010783+0.0017534i,0.0026242+0.0018743i,0.0036749+0.0030092i,0.0030972+0.0033843i,0.0023605+0.0016989i,0.0014722+0.00094957i,0.0013893+0.00097338i,0.0014913+0.0003075i,0.00098958+0.00030333i,0.0014579+0.00054341i,0.0014584+0.00042397i,0.00071343+0.00024263i,0.00023642+6.4801e-05i,0.00028074+0.00026128i,0.00019429+0.00091954i,0.00015552+0.00093319i,-0.00037323+0.0014018i,-0.00061406+0.00086262i,-0.00033832-0.00015951i,-0.00014673-0.00059136i,0.00010819-0.00038061i,3.2019e-05+8.6309e-05i
0.00085282+0.0013661i,0.0011586+0.0018143i,0.0018523+0.003573i,0.0019625+0.0049148i,0.0024866+0.0032991i,0.0022698+0.00095329i,0.00081662+0.0010075i,0.0011923+0.0011543i,0.0023872+0.00073073i,0.0025389+0.00067085i,0.0015039+0.00039504i,0.00060563-0.00022771i,0.00089015-0.00030362i,0.0013548-0.00032492i,0.0013557-0.0003241i,0.00098681-7.7329e-05i,0.00042639+0.00013696i,-3.5169e-05+0.0002663i,-0.00052325-0.00040605i,-0.0003491-0.0003883i,0.00022807+0.00037578i,0.00033711+0.00058699i,0.00018292+0.00042422i
0.0011868-0.00088922i,0.0010493+0.00044897i,0.0016578+0.0015134i,0.00312+0.0020168i,0.002654+0.0021848i,0.0013404+0.00098571i,0.00069959-0.00012428i,0.0011104-0.00016325i,0.0020932+8.1995e-06i,0.0018199-7.7797e-05i,0.00053717+0.00040088i,-0.00065356+4.8822e-05i,-0.00048245-0.00065874i,-0.00011123+5.6719e-05i,-0.00056132+0.00051934i,-0.00014512+0.00072458i,0.00044488+0.001046i,0.00024589+0.0012583i,-0.0003276+0.00086027i,-0.00051537-9.3287e-05i,-0.00031432-0.0011603i,-4.9782e-05-0.0014588i,-0.00034936-0.00095283i
-5.0269e-05-0.00064918i,-0.00017657+0.00045576i,-0.00046168+0.0025376i,0.0010444+0.0046307i,0.0028777+0.0045501i,0.0026402+0.0032084i,0.00082569+0.0020967i,0.00085846+0.0018439i,0.0014885+0.0014568i,0.00047524+0.00062202i,0.00026265+0.0003685i,0.00041808+0.00044787i,-0.00016218+0.00058393i,1.2203e-06+0.00061642i,0.0010711+0.00049401i,0.0013274+0.0010336i,7.1223e-05+0.0017952i,-0.0009263+0.0010705i,-0.0010148+5.9354e-06i,-0.00068377-0.00025913i,-0.00080223-0.00011257i,-0.00094841-0.00030824i,-0.00067229-0.00079116i
-0.0012832-0.0006665i,-0.00043182+0.0017922i,0.0020194+0.0040544i,0.0043215+0.0048264i,0.0047142+0.0034981i,0.0030651+0.00064052i,0.0013794-0.00082729i,0.0016275-0.00034244i,0.0022621+0.00046805i,0.0016079-0.00025805i,0.0012065-0.00065455i,0.00096846+0.00017564i,0.00030293+0.0006852i,0.00025977+0.00099623i,6.8788e-05+0.00054556i,-0.0001787-0.00011761i,5.2592e-05-0.0001108i,-0.0002859+6.769e-06i,-0.0006815+0.00028968i,-0.00029375+0.00048492i,0.00036639+0.00047524i,4.2856e-06-0.00019503i,-0.00068472-0.00017176i
-0.0017211+0.0002223i,-0.0011937+0.00067121i,-0.00020161+0.003144i,0.0015328+0.0051356i,0.0030129+0.0044775i,0.0034651+0.0019877i,0.0023172+0.00015173i,0.0011258-5.0713e-05i,0.0012599-0.00068615i,0.00082366-0.00051009i,9.3663e-05+0.00052115i,0.00053378+0.00074906i,0.00093596+0.00023258i,0.00084631+0.00034811i,0.00097626+0.0011118i,0.00053644+0.00088073i,6.7923e-05+0.0003683i,0.00011591+0.00064967i,0.00012164+0.0010042i,-7.889e-05+0.0012051i,-0.00064487+0.00037029i,-0.00084014-0.00010855i,-0.00039786+0.000655i
-6.6639e-05+9.3404e-06i,3.5271e-06+0.0013707i,0.0013818+0.0019905i,0.0036829+0.0020779i,0.0043241+0.0012871i,0.0031221-0.00085927i,0.0023136-0.0011794i,0.0019479-6.5815e-05i,0.0016113+5.0425e-05i,0.0011325+0.00044651i,0.00038332+0.00050588i,0.00060836-0.00054778i,0.0011619-0.0006242i,0.0007881-7.0595e-05i,0.00090189+0.00038655i,0.0011166+0.0013388i,0.00098052+0.0010647i,0.0008524+0.00017898i,0.00047752+0.00051386i,0.0003308+0.0004964i,8.5876e-06+0.00059206i,-0.00029699+0.00094837i,0.00023993+0.00079451i
-0.00052525+0.00083965i,-0.0006092+0.0022109i,-5.9012e-05+0.0044387i,0.0017625+0.0046137i,0.0027262+0.0029626i,0.0022866+0.001974i,0.0015438+0.0019171i,0.0026995+0.0014049i,0.0034531+0.00071693i,0.0018405+0.00059455i,0.00096205+0.00030421i,0.001274+8.9141e-05i,0.0011873+0.00077192i,0.00095082+0.00074096i,0.00085827+0.00035117i,0.000766+0.00026109i,0.00018216+9.1256e-06i,-0.00043124-0.00019394i,-0.00027212-0.00015387i,0.00010769+0.00043469i,-0.00012254+0.00029299i,-7.279e-05-0.00039634i,0.00062376-0.00042913i
-0.00094132+0.0019443i,-0.00029016+0.0026962i,0.0011965+0.0039532i,0.0023139+0.0054993i,0.0028048+0.0046171i,0.0023384+0.002065i,0.0010213+0.00062391i,0.0014692+0.00070431i,0.0021086+0.0006996i,0.0017066+0.00048016i,0.0010227-7.9378e-05i,0.00092993-0.0016292i,0.00078674-0.0012187i,1.744e-05+0.00030775i,-0.00013896+0.0010826i,-0.00024677+0.0016588i,-0.00033829+0.00071952i,-1.2809e-05-0.00092146i,-4.337e-06-0.0010954i,-0.00088204-0.00048067i,-0.0010283-0.00049353i,-0.00010549-0.00091915i,0.00039561-0.00090559i
0.0013409+0.0011146i,0.001295+0.0019809i,0.0007112+0.0029662i,0.0016822+0.0044704i,0.0024531+0.0045953i,0.0015703+0.0019656i,0.00051672+0.00092819i,0.00074359+0.0013037i,0.0014834+0.00031278i,0.0014713-0.00013316i,0.00092101+0.00015777i,0.00080905+0.00054296i,0.00069528+0.00079269i,0.00012294+0.00092331i,0.00040605+0.0017545i,0.00083891+0.0017096i,0.00014168+0.0010687i,-0.00035143+4.4755e-05i,0.00026272-0.00057878i,0.00035788-0.00080683i,1.6921e-05-0.00085783i,0.00013085-0.00013576i,0.00018049+0.00044867i
0.00058358+0.00039701i,0.00093498+0.001261i,0.00079854+0.0030697i,0.0029444+0.0049454i,0.0048183+0.0048048i,0.0035247+0.0020939i,0.0020013+0.00042318i,0.0018717+0.00022736i,0.0021216-0.00033138i,0.0017263+0.0002865i,0.0013457+0.0012433i,0.00037726+0.00099161i,-0.0007012+0.00045244i,-0.00063635+0.00047532i,3.8555e-05+0.00068823i,0.00086081+0.00089134i,0.00020574+0.001127i,-0.00074194+0.00042646i,0.00020143-0.00012366i,0.00083069-0.00023426i,0.00042127-0.00052823i,-0.0001587-0.00067193i,-0.00019288-0.0012085i
0.00065546-0.00032252i,0.00035456+0.00044258i,0.00063377+0.0023812i,0.0015546+0.0039088i,0.0016184+0.0037527i,0.0013575+0.0020246i,0.00085339+0.0015243i,0.0017071+0.0021877i,0.0025295+0.001453i,0.0015331+0.00058531i,8.0989e-05+0.00039727i,-0.00032048+0.00063224i,0.00020069+0.0010279i,0.00025022+0.0015951i,0.00034477+0.0013091i,0.00040783+0.0003304i,0.00035065-0.00021804i,0.00036594-0.00010396i,8.8606e-05-2.0824e-05i,4.3161e-05-0.00029729i,0.00020211-0.00040881i,0.00044094-0.00071322i,0.00053212-0.00084858i
0.00058507+0.00061638i,0.00027407+0.0014712i,0.0011633+0.0025368i,0.0022503+0.0042835i,0.0025351+0.0038937i,0.002181+0.00041882i,0.0010973-0.00079423i,0.00093841+0.00057372i,0.0014988+0.00060057i,0.0012601-2.5736e-05i,0.0011181+0.00053991i,0.00069163+0.00045701i,0.00039901+0.00044163i,0.0007851+0.00086143i,0.0011097+0.0011326i,0.0010684+0.0014816i,0.0007157+0.00081666i,-4.151e-05-0.00015279i,8.3347e-05-0.00035521i,0.00039874-0.00032529i,0.00012368-0.00060008i,-0.0008641-0.00051177i,-0.00088653+1.1571e-05i
0.0020326+0.0005088i,0.0014831+0.0014785i,0.0010681+0.0021624i,0.0016705+0.003932i,0.0022699+0.0038468i,0.0011233+0.0019409i,3.7536e-05+0.0016948i,0.00018052+0.0022659i,0.00071347+0.0016008i,0.00035086+0.0005412i,-0.00042996+0.0010593i,-0.00089714+0.0016655i,-0.00080444+0.0011124i,0.00046633+0.00095549i,0.00073076+0.001468i,-0.00018223+0.00088393i,-0.00021254+0.00030237i,-1.2955e-05-1.8278e-05i,4.0286e-05-0.00047236i,0.00015508+7.1733e-05i,0.00068084+0.00011791i,0.00041484-0.0001193i,-0.00041214+0.0003361i
0.0018997+0.00073642i,0.0013529+0.0014233i,0.0020622+0.0028557i,0.0039559+0.0031137i,0.0033182+0.0025361i,0.00074191+0.0017419i,0.00095404+0.0010011i,0.001768+0.00048551i,0.0020226+0.00065933i,0.0023004+0.00062724i,0.002305+0.00036373i,0.001307+0.00052094i,0.00012098-1.3128e-05i,-0.00079295-0.00025097i,-0.00056917+0.00035042i,0.00018159+0.0011383i,0.00060531+0.0011493i,0.00045349+0.00010918i,8.9865e-05-0.00067732i,0.00019607-0.0016852i,0.00057164-0.0015772i,0.00082917-0.00081841i,-3.7395e-05-0.00053609i
-0.00099317+0.00022629i,-0.00059693+0.0011469i,0.00041963+0.0035397i,0.0012644+0.0051509i,0.002428+0.0049743i,0.0020547+0.0026677i,0.00097783+4.2898e-05i,0.0012233-0.00069681i,0.0016824-0.00056984i,0.0016091+0.0002176i,0.0011527+0.00065468i,0.0007341+0.00026537i,2.2211e-05-0.0001093i,-0.00031041-1.1825e-05i,0.00027255+0.00089121i,0.00065151+0.0017017i,0.00048265+0.0015679i,-0.00040756+0.0010226i,-0.0010121+0.00045433i,0.00010255+0.00033658i,0.0010178+0.00033585i,-0.0001965-0.00019155i,-0.0015176-0.00025757i
0.00077942+0.00029064i,0.00063015+0.0013013i,0.0012035+0.0027045i,0.0028288+0.0033954i,0.0033201+0.0016944i,0.0018884+2.6901e-06i,0.00085064+0.00045865i,0.0011603+0.00067574i,0.0011497+6.7013e-05i,0.00049859+0.00013407i,0.00028292+0.0011037i,0.00073096+0.0011937i,0.00061388+0.00090555i,0.00041948+0.0007295i,0.00090511+0.0014106i,0.00057514+0.0018051i,0.00023905+0.0016081i,0.00058551+0.0012317i,0.00088104+0.0012074i,0.00060528+0.0011335i,0.00064152+0.0002905i,0.001435+7.1273e-05i,0.0010613+0.00056905i
-0.00027942+0.00031417i,0.00078972+0.0017351i,0.0026508+0.0040692i,0.0037296+0.0046293i,0.0048907+0.0034379i,0.0039058+0.0010297i,0.0012933-0.00051875i,0.00067014+6.9058e-05i,0.001636+0.00061245i,0.001484+0.00036859i,0.00057453+0.00020241i,0.00090711+5.246e-05i,0.00059513-0.00019571i,-5.3633e-05-0.00015614i,-0.00035098+0.0005233i,0.00050491+0.00077263i,0.00088301+0.0011297i,-6.6607e-05+0.001174i,-0.0007853+0.0003748i,-0.0003599-0.00015499i,0.00079001+0.00010328i,0.0011494+0.00057434i,0.00024395+0.00074931i
4.6772e-05+0.00091494i,0.0003009+0.0021695i,4.8507e-05+0.0039601i,0.00084176+0.0059047i,0.0013752+0.0044224i,0.0014841+0.001534i,0.0012552+0.0010645i,0.0015551+0.0016873i,0.0017689+0.00059449i,0.0012718-0.00021354i,0.0014171+0.00057754i,0.0016338+0.00089613i,0.0013546+0.000836i,0.0010528+0.00055262i,0.00095603+0.00059115i,0.00051655+0.00091361i,0.00065608+0.00061785i,0.00097802-0.000164i,0.00026971-0.00095808i,-8.9543e-05-0.00048637i,0.00024568+0.00038017i,0.00055696+2.9975e-05i,0.00080779-0.0002124i
-0.0004314+0.0010415i,0.00072733+0.0017003i,0.0017857+0.0043739i,0.0027037+0.0051795i,0.0026635+0.0036503i,0.00091814+0.0018694i,-0.0002685+0.0013111i,-0.00041528+0.0013907i,0.00015947+0.0003085i,0.0010573-0.00062697i,0.0013866-0.00036441i,0.00061495+0.00026941i,5.1185e-05+0.00043249i,-0.00012139+0.0012804i,-0.00040325+0.0017356i,-3.9071e-05+0.00093425i,0.00029106+0.00065927i,0.00089888+0.00087009i,0.0011271+0.00053705i,0.00047386+0.00021192i,8.3861e-05+2.3999e-05i,0.00011369-0.00036341i,-3.7661e-05-0.00038213i
-0.00045191-0.0013185i,-0.00025604+0.0011498i,0.0012097+0.0042185i,0.0029276+0.005734i,0.0029375+0.0050182i,0.0016639+0.0024401i,0.0013196+0.00069999i,0.0019144+0.0011159i,0.0019432+0.00075375i,0.00077069+0.00033907i,-0.00012656+0.00054351i,0.00045224+0.00053492i,0.00086884+0.00037221i,0.0011922+0.00018962i,0.001349+0.00030532i,0.0014411+0.00054582i,0.0013511+0.00093197i,0.00069379+0.0013003i,0.00085101+0.00074871i,0.00070218+0.00013201i,0.00095611-0.00010009i,0.0012503+0.00018131i,0.0005402+0.00058801i
0.00048758+0.00057408i,0.0014072+0.0017723i,0.002763+0.0036891i,0.0040984+0.0048013i,0.0045468+0.003609i,0.0028328+2.9986e-05i,0.0012819-0.00090341i,0.0012659+0.00072792i,0.0016845+0.0010656i,0.0014659+0.00053391i,0.001007+0.00036653i,0.00072107-0.00027471i,2.0756e-05-0.00024782i,-0.00015872+0.00078307i,0.00085952+0.0014861i,0.0013084+0.0015923i,0.00094352+0.00097881i,0.00091623+2.2351e-06i,0.00063855-0.00062021i,0.00024008-0.00054108i,0.00017582-0.00084071i,8.1859e-05-0.00079511i,-0.00011315-0.0001424i
0.0013229+0.00082163i,0.00071632+0.0020917i,0.0011445+0.0036383i,0.0022059+0.0046378i,0.0024052+0.0039948i,0.0011842+0.0019526i,0.00027757+0.00036077i,0.00063072+0.00042491i,0.0013298+0.00052161i,0.0012348-2.3386e-05i,0.00014358+0.000274i,-0.00085039+0.00039021i,-0.0006578+0.00021004i,-2.5076e-05+0.00032303i,0.00024526+0.00047478i,0.00060362+0.00063418i,0.00076684+0.00059427i,6.5287e-05-0.00035237i,-0.00021427-0.00071016i,6.9785e-05-7.413e-05i,-0.00047992-5.2985e-05i,-0.00061429+0.0001624i,-0.00018165+0.0010316i
-7.581e-05+0.0006121i,0.00056883+0.0012338i,0.00081819+0.0030909i,0.0018546+0.0052964i,0.00308+0.0041305i,0.0031351+0.0011613i,0.0021805+0.0014948i,0.0016031+0.0026897i,0.0022523+0.0010716i,0.0021297-2.0671e-05i,0.0013148+0.0010903i,0.0012118+0.00098019i,0.0011643+0.00069757i,0.00074536+0.0014915i,0.0012212+0.0016334i,0.0010202+0.0017383i,0.00069172+0.0010128i,0.0007533+0.00024512i,0.00031832-9.4651e-05i,0.0001705-0.00013272i,-0.00025889-0.0001621i,-0.0011269-0.00027081i,-0.0011839+0.00032748i
-3.8664e-05-0.00081637i,8.0884e-06+0.0011368i,-0.00036056+0.0027461i,0.00090955+0.0036477i,0.0026366+0.0034737i,0.0030829+0.0018082i,0.0022679+0.00096264i,0.0015824+0.00058509i,0.0011843+7.3655e-05i,0.00056266+4.0965e-05i,0.00019189+0.00043196i,0.0001875+0.00017537i,0.00019566-0.00025794i,0.00060979-0.00024363i,0.001028+0.00055426i,0.00056155+0.0014221i,0.00042902+0.0011446i,0.00039686+0.0011928i,3.9847e-05+0.0012166i,-0.00033693+6.7459e-05i,-0.00046512-0.00051782i,-0.00079466+1.2498e-05i,-0.00055512+0.00031838i
-0.00046703+0.00050562i,0.0001988+0.001437i,0.0019689+0.0032418i,0.0022832+0.0050668i,0.0022437+0.0048342i,0.0025505+0.0022994i,0.0021774+0.00072827i,0.001831+0.0013938i,0.0016518+0.002132i,0.0011186+0.0024173i,0.00051475+0.0015456i,0.00014119+0.00025346i,-0.0002959-0.00020739i,-0.00081286+0.00040436i,-0.00020885+0.0011874i,0.00076416+0.00083414i,0.0010863+0.00015888i,0.00073089+8.2964e-05i,0.00032796+0.00024496i,0.00031945+0.0004665i,0.00012189+0.00053826i,-0.00011472+0.0005902i,-0.00032017+0.00063085i
0.00045348-9.3809e-05i,-5.2503e-05+0.00085315i,0.0006126+0.0017543i,0.0020797+0.0021791i,0.0022087+0.0022403i,0.0013913+0.0013243i,0.0012065+0.00050359i,0.0016138+0.0007119i,0.0018353-0.0002693i,0.0017017-0.00086377i,0.001335-4.0772e-05i,0.0010025+0.00046935i,0.00077658+0.00035985i,0.00051101-7.2805e-05i,0.00085489-9.0449e-05i,0.0013512+0.00072558i,0.00102+0.00086879i,0.00087009+0.00052252i,0.00048981+9.8321e-05i,-2.9002e-05-8.985e-05i,0.00038433-1.0222e-06i,0.00055381-0.00028432i,-0.00011431-0.00041666i
-0.00025175+0.00029898i,0.0006261+0.0025286i,0.00094889+0.0040324i,0.0015113+0.0048564i,0.002519+0.0041879i,0.0020689+0.0024412i,0.00083529+0.0016375i,0.0013211+0.00069466i,0.0017146-0.00055984i,0.00098858+0.00010429i,0.0011584+0.001217i,0.0010445+0.0009996i,0.00070128-7.7304e-05i,0.00068602-2.1595e-05i,0.00071309+0.00060742i,0.00087157+0.00069955i,0.00068154+0.00041514i,-0.00017678+0.00016176i,-0.0006398+0.00038464i,8.175e-05-0.00017069i,0.00080169-2.0602e-05i,0.00064782+0.0005094i,-0.00075311+2.8146e-05i
-9.9164e-05-0.0016089i,-0.00021165-0.0001278i,0.00083806+0.0025007i,0.0026781+0.005075i,0.0035513+0.0047488i,0.0034205+0.0028196i,0.0023677+0.0012557i,0.0020015+0.00017097i,0.0018132-0.00051109i,0.0004523+0.00016101i,-0.00028826+0.00058986i,-0.00049662+0.00049616i,-0.00074919+0.00091366i,-0.00021126+0.0007406i,0.00019505+0.00049653i,0.00026591+0.0010868i,0.00037466+0.00074168i,0.00074127-0.00024297i,0.00050607-0.00020063i,0.00029872+3.888e-05i,0.00067077-0.00020063i,0.0001432-0.00070706i,0.00020063-0.00044684i
