2.1875e-05+6.8978e-06i,-0.00062752+1.4062e-05i,-0.0017547+0.00090251i,-0.0010964+0.0015697i,-0.00043728+0.0022015i,-8.3331e-05+0.0023419i,-0.00084879+0.0020881i,-0.0004232+0.0020591i,0.0011401+0.0013363i,0.0016416+0.0006724i,0.00091845-0.00030569i,-0.00024462-0.00094535i,-0.0010237-0.00081078i,-0.000741-0.00059872i,-0.00032015-0.00034267i,-0.00061375-0.00014944i,-0.0011955+0.00037572i,-0.001678+4.7611e-06i,-0.00072718-0.00073028i,0.00014833-0.00063038i,-0.00017724-0.0001713i,0.00023793+0.00062858i,-9.1034e-05+0.00069342i
-0.00011284+0.00091002i,-0.00023882+0.0007199i,0.00087036+0.00071803i,0.001641-0.00020067i,0.0013573-0.0010201i,0.00052001-0.00038775i,-0.00041276-0.00028475i,-0.00026999-0.00086424i,0.0006398-0.0014222i,0.0002606-0.0021186i,-0.00039243-0.0018588i,0.0001039-0.0013909i,0.00032894-0.00061489i,-0.00029945+0.00014943i,-0.00070606+1.3919e-05i,-0.00043438+7.8434e-05i,-0.0003804+0.00076144i,-0.00041327+0.0015648i,-0.00028096+0.0018005i,-0.00017949+0.0010042i,-0.00021579-0.00032833i,-0.00042901-0.00067415i,-0.0004676-0.00044488i
0.00031559-3.1558e-05i,0.000439-0.00019091i,0.0018799+0.00053511i,0.0031483-0.00040467i,0.002718-0.0011355i,0.0010173-0.00074497i,0.00039903-0.00053937i,0.0007124-0.0010857i,0.00056788-0.0016491i,-0.0004321-0.00161i,-0.00084565-0.00096026i,0.00014876-0.00084401i,-0.00010091-0.00063504i,-0.00085266+0.00016589i,-0.00062286-0.00049298i,-0.00031797-0.00099893i,-0.0008959-0.00052657i,-0.00080374+3.512e-05i,0.00011689+0.00088473i,0.00084216+0.00098912i,0.00072713+0.00039314i,9.9345e-05-4.1851e-05i,-0.00034001-0.00015085i
0.00025575-0.00023219i,0.0010342+0.00061918i,0.00067193-0.00047572i,0.0002573-0.0008569i,0.00064996-9.9417e-05i,0.00087006+0.00013437i,0.0011311-0.00062914i,0.0011446-0.0010514i,0.00092767-0.0010553i,0.0005298-0.0010943i,-0.00032817-0.00077276i,-0.00091131-0.00032198i,-0.00027885-0.00058302i,0.00020042-0.00089534i,-0.00048866-0.00017291i,-0.00098624-4.7923e-05i,-0.0011414-0.00045655i,-0.00099932-0.00027818i,0.00014405+0.00044716i,0.00032383+0.00023908i,-0.00010456-0.00015598i,0.00011368+5.7315e-06i,4.1751e-05-0.00042478i
0.00093989-0.00013202i,0.0013831+0.00015139i,0.0024003+0.00012783i,0.0029879-0.00024774i,0.0022338-0.00016687i,0.0015888-0.00069091i,0.001155-0.00072543i,0.00076423-8.5829e-05i,0.00074865-0.0003735i,-0.00022383-0.00091436i,-0.00051526-0.0008195i,0.00024656-0.0011921i,-1.7667e-06-0.00063081i,-0.00027218+8.4277e-05i,-0.000449+3.8896e-05i,-0.00083431+0.00079485i,-0.0010881+0.0012393i,-0.00088561+0.00084213i,-0.00025082+0.00095189i,0.00036171+0.00086676i,0.00042888+0.00030979i,-0.00038484+0.00046581i,-0.00024329+0.0008234i
-0.00016655+2.5284e-05i,2.5528e-05-0.00015576i,0.00050864+0.00032431i,0.0023583-0.00047318i,0.0033239-0.0016789i,0.0027669-0.001424i,0.0015409-0.00096329i,0.00091835-0.0012463i,0.00073305-0.0015098i,0.00037054-0.0011591i,0.00030005-0.00057485i,-0.00029575-0.00037547i,-0.00052334-0.00030363i,0.00012541-0.00021238i,0.00029959-0.00056003i,5.9616e-05-0.00055404i,-0.00026254-0.00041713i,-2.8448e-05+0.00011208i,0.00017126+0.00052215i,4.8111e-05-0.000494i,0.00015251-0.0012034i,0.00040964-0.0011975i,0.00056196-0.00058239i
0.00029472-0.00028072i,0.0011441+0.00041472i,0.0023772-2.4143e-05i,0.0025422-0.00021079i,0.0011763-9.0181e-05i,0.00018108-7.1306e-05i,0.00010003-0.00040758i,-0.00043115-0.00098383i,-0.00043127-0.0012852i,-0.00028684-0.00053572i,-0.00037321-0.00022509i,-0.00029075-9.5898e-05i,-0.00047568-0.0003437i,-0.00059565-0.001095i,-0.00076545-0.00080085i,-0.00074667+0.00018496i,-0.00058647+0.00040454i,-3.4864e-06+0.0010669i,-0.00028376+0.0013845i,-0.00068758+0.00097945i,-0.00017949+0.00029361i,0.00037357-0.00016474i,0.00025705-1.45e-05i
-0.00096857-0.0016929i,-0.0026388-0.0010854i,-0.0025464-0.00056795i,-0.0010811-0.00022851i,0.0002251+0.00087672i,0.001731+0.0018274i,0.0026555+0.001023i,0.0023241-0.00044703i,0.00051833-0.0015485i,-0.00078763-0.0017759i,-0.00013554-0.0013027i,-0.00019173-5.8536e-05i,-0.00068597+0.00065999i,-0.00026787+0.00015113i,3.9422e-05-0.0010119i,-0.00072502-0.0016947i,-0.0006776-0.001476i,-8.479e-05-0.00071656i,-1.848e-05-0.00032795i,-0.0002325-0.00012877i,0.00011386-0.00018716i,0.00012286-0.0002713i,0.00026511-0.0004928i
-0.00084945+0.0020155i,-0.00042387+0.0012475i,0.00071261+0.00053478i,0.0023576+0.0002567i,0.0031167+0.00018453i,0.0018168-0.00027046i,0.0010353-0.00095239i,0.00098855-0.0012927i,0.00053079-0.0010974i,-9.6452e-05-0.0011029i,-0.00062083-0.00096456i,-0.00080695-0.0011172i,0.00017587-0.0012944i,0.00056808-0.00069109i,-0.00035923-0.00020899i,-0.00046533+6.3561e-05i,-0.00076418+0.00083896i,-0.0013583+0.0012018i,-0.00019773+0.0005215i,0.00058593-1.9549e-06i,0.00019889-0.00021366i,-0.00016264+0.00023699i,0.00014509+0.00017332i
0.0015938+0.00049648i,0.0010666-0.00014436i,0.0015327-0.00072463i,0.0012937-0.0015391i,0.0014085-0.0021959i,0.00025797-0.0014457i,-0.00024669-0.00032708i,0.00050605-0.00074814i,0.00061731-0.0026549i,0.00017716-0.0025635i,-0.00019265-0.0012562i,-8.3275e-05-0.0011076i,-0.00023993-0.0013562i,-0.00061562-0.0013746i,-0.00026387-0.00091274i,-0.00025503-1.8308e-05i,-0.00081383+0.00062437i,-0.00076777+0.00064392i,-1.3724e-05+0.00045963i,0.00057512+0.0002227i,0.0010847-0.00010692i,0.0017217+0.00035331i,0.00076539+0.00086124i
0.00019705-0.00032593i,-0.00053834-0.00055036i,-0.00027007-0.00075125i,0.0011771-0.00021243i,0.0018561+0.00053315i,0.0017107+9.3507e-05i,0.0015115+0.00018549i,0.0014943-0.00011484i,0.0014296-0.0015492i,0.00066609-0.00091751i,-0.0002224-0.00014017i,5.1218e-05-0.00040401i,-5.3832e-05-0.00030668i,-0.00052906-0.00022786i,-0.0005175-0.00032438i,-0.00065978-0.00093529i,-0.001085-0.00054971i,-0.00068411+0.00024165i,-0.00032492+0.00054325i,-0.0007332+0.00080181i,-0.00034973+0.00070038i,0.00036914+0.00016622i,0.00012604+0.00018587i
6.6015e-06-0.0010109i,-0.00099141-0.00018684i,-0.00092373+0.00068166i,-0.00019876+0.00042845i,0.00086984-0.00093152i,0.00080908-0.0012373i,0.00024212-0.00037993i,0.00071646-0.00043933i,0.0011489-0.001482i,0.0006259-0.0022043i,0.00044086-0.0014649i,-5.4684e-05-0.00050758i,-0.00046185-0.0009873i,-0.00039023-0.0012166i,-0.00014901-0.00015333i,-0.00043445+0.00038733i,-0.0011044-0.00040577i,-0.0012751-0.00091099i,-0.0007695-0.00074277i,0.00038014-0.00040209i,0.00031665+0.00021296i,-0.00065044+0.00089076i,-0.0005884+0.0010191i
-0.00022144+0.0005217i,0.00069596+0.00056358i,0.0017912+0.00031192i,0.0025254-0.00088629i,0.0026545-0.0010525i,0.002495-0.00066789i,0.0021409-0.00090178i,0.00074206-0.0015001i,-0.00020152-0.0014803i,-0.000244-0.00083219i,-0.00059643-0.0002605i,-0.00085789-0.00033154i,-0.00070118-0.00040585i,-0.00014369+3.9838e-05i,-0.00018285+0.0005044i,-0.00022846+0.00082332i,0.00014646+0.00036302i,0.00027677-4.6696e-05i,0.00038582-0.00012977i,0.00094737-0.00052157i,0.0011112-0.00073715i,-0.00041427-0.00059907i,-0.00099139+0.00080106i
-0.0011146+0.00098287i,-0.0015635+0.00060174i,-0.00063455+0.00051614i,0.00084204+0.00092736i,0.0012112+0.00077093i,0.00083785+0.00017664i,0.00061023-2.9817e-05i,0.00086-0.00096851i,0.00083388-0.0015427i,-0.00014447-0.00069183i,-0.0011218-0.0001029i,-0.00023688-0.00018149i,0.00049259-0.00030516i,-0.00033975-7.9519e-05i,-0.00047347+6.5849e-05i,-0.00048532-0.00041496i,-0.00064625-0.0010913i,-0.00048179-0.0010836i,-0.0007635-0.00034603i,-0.00097193-3.7529e-05i,-0.00052413+4.0435e-05i,-0.00016845+0.00062386i,-0.00056811+0.000453i
-0.00098549-0.00051262i,-0.00044951+1.8778e-06i,0.0005273-0.00046918i,0.0016085-0.00036257i,0.0021274+0.0003692i,0.0017154+0.0002581i,0.00129-0.00085694i,0.00095252-0.00077643i,0.0010733-0.00080845i,0.00050333-0.0012456i,-0.00056056-0.0011558i,-0.00077918-0.001432i,-0.00069435-0.00077982i,-0.00097668-3.6569e-05i,-0.0017163-1.928e-05i,-0.0015332+0.00037596i,-0.00088053+0.00078432i,-0.001304+0.00034897i,-0.0016477-0.00052128i,-0.00083487-0.0010219i,0.00013505-0.0005464i,-0.00010167+0.0002453i,-9.6578e-06+0.00014917i
-0.00049938+0.00071283i,0.00044492+0.0012148i,0.0013098+0.0017508i,0.0024533+0.0016443i,0.0028845+0.0007795i,0.0024686-0.00043879i,0.001531-0.0010199i,0.0010255-0.00082186i,0.00028374-0.00043344i,-0.00037294+6.3657e-05i,-0.00061146-8.58e-05i,-0.00011763-0.00026646i,0.0006882-0.00042111i,0.00051709-0.00031148i,-0.00030821-0.00030371i,-0.00075651-0.00061794i,-0.00066613-0.00035799i,-0.0006835-0.00031203i,-0.0010308-0.00041315i,-0.00085497-0.00038698i,-0.00041239+3.586e-08i,-0.00042367+0.00047074i,-0.00048357+0.00065588i
-0.0001129-0.00035392i,-0.00024774+0.00058419i,-0.00044234+0.00064635i,-0.00026925+5.954e-05i,0.00013732-0.00036665i,0.00097009+0.00036462i,0.0014046+0.00060703i,0.00069284-0.00046272i,0.00011887-0.0019266i,0.00020026-0.0016983i,-0.00014864-0.00063079i,-7.2857e-05-2.7537e-05i,-9.4955e-05-0.00016948i,-0.00015895-0.00037981i,-0.00019633-0.00025291i,-0.0010156-0.00014142i,-0.0019414-3.1605e-05i,-0.0020344-0.00020016i,-0.00086608+4.712e-06i,-3.9937e-05+0.00024974i,-0.00041468+0.00012085i,-0.00061609+0.00025613i,-0.00035459+0.00066402i
-0.00087913-0.00025021i,-0.00084248-0.00048468i,0.00029456-0.0016458i,0.0014997-0.0018848i,0.0011215-0.00079982i,0.0019818-0.00052887i,0.0029511-0.00088522i,0.0022376-0.0012149i,0.00031969-0.00094564i,-0.00069316-0.00078073i,-0.00047229-0.0010647i,-0.00059355-0.00029976i,-0.00020622+0.00042935i,0.00077023+0.00050918i,0.0010028-0.00015305i,-4.4337e-05-0.0009394i,-0.00099608-0.0012719i,-0.0010609-0.00061598i,-0.00046977+0.00023868i,0.00030833+0.00023558i,0.00074349-1.2763e-05i,0.00074582+0.00030189i,-0.00015728+0.00052173i
-0.00027471+0.00059918i,9.3321e-05+0.0012256i,0.00081071+0.00073878i,0.0020357+0.00042351i,0.0021766+0.00062398i,0.0012597+0.00091621i,0.00088275+0.00099724i,0.0013878+0.00023128i,0.00079174-0.00088571i,0.0002966-0.0018177i,0.00015561-0.0016019i,-0.00058218-0.0010245i,-0.00097747-0.0010297i,-0.00069266-0.00015953i,-9.7105e-05+0.0003632i,-0.00071389+0.00044529i,-0.0012917+0.00052364i,-0.00067938+0.00040901i,8.2166e-06+0.00035047i,-0.00017561+6.7694e-05i,-0.00045032+0.00042607i,-0.00052594+0.0011645i,-0.00087053+0.00089458i
0.00067514+1.4594e-05i,0.00078334+0.00014999i,0.0011245+3.9047e-05i,0.0012674+0.00014157i,0.00067738+0.00018411i,0.0013767-0.00022664i,0.0021252-0.00029672i,0.0016629-0.0011381i,0.0014578-0.0013758i,0.00064919-0.00060045i,-0.00049694-0.0004248i,-0.0001752-0.00062776i,0.0004248-0.0003218i,-0.00033406+6.6559e-05i,-0.00077485-7.2507e-06i,0.00021654-0.00027654i,0.0012225+0.0004951i,0.0011312+0.0010174i,0.0002082+0.00065745i,-7.2965e-05+0.00017502i,0.00017738-0.0003604i,0.00072295+0.00065168i,0.0005172+0.00037734i
-0.00090524-0.00073497i,-0.00047654-0.00030141i,-0.00030746+0.00022429i,-0.00011216+0.00057315i,-6.2123e-05+0.0013265i,0.00053442+0.0017294i,0.0009032+0.0010609i,0.00062866-0.00032325i,-4.0895e-05-0.0014317i,-7.0869e-05-0.0015672i,-0.0003422-0.0010674i,-0.00044228-0.00063525i,8.9915e-05-0.00031592i,0.00027692-0.0001514i,0.00034399-0.00091027i,0.00011508-0.0013736i,-0.00023433-0.00070563i,-0.00074152+0.00041297i,-0.00099785+0.00073148i,-0.00011736+0.0003787i,0.00036516+0.0004129i,0.00029611+0.0006379i,0.0010248+0.00014349i
0.00086675+0.00026845i,0.00029796-0.00039907i,0.00095904-0.001485i,0.0024834-0.0019061i,0.0023443-0.0011759i,0.0014533+3.8554e-05i,0.001306+0.00054509i,0.0014823-3.4465e-05i,0.0015882-0.0009968i,0.0010916-0.0010047i,0.00058044-0.0002033i,-0.00023799+0.00018697i,-0.00038503+0.00054432i,-1.9762e-05+0.00057289i,-0.0005635+3.628e-05i,-0.00099709-8.8556e-05i,-0.00083963+5.5237e-05i,-0.00065364-0.00015163i,-8.9879e-05+4.5074e-05i,0.00038557+0.00037282i,0.00065347+0.00022823i,0.00087631+7.2981e-05i,-0.00016269+3.8446e-05i
-0.001759-0.00015123i,-0.0011849+7.3534e-05i,0.00040211+8.3039e-05i,0.0018925-0.00020706i,0.0024416-0.00035465i,0.0019214-0.00021787i,0.0012535+2.4056e-05i,0.0010162-0.00019619i,0.00076188-0.0006445i,0.00032197-0.00093298i,-0.00052807-0.0011319i,-0.00084729-0.00096544i,-0.00064558-0.0015074i,-0.00049459-0.0015335i,-0.00028407-0.00076823i,-0.00054076-0.00033846i,-0.00087929-0.00022839i,-0.0010135-0.00024922i,-0.00095834+0.00013411i,-3.545e-05+0.00062073i,0.00025279+0.000377i,-9.2126e-05+0.00032863i,-0.00022392+0.00074374i
-0.00013761+0.0016027i,0.0010492+0.0010503i,0.0031994+0.00032408i,0.0038242-0.00075623i,0.0025425-0.00063356i,0.0010912-0.0004019i,0.00056868-0.0012627i,0.0006483-0.0018059i,0.0010601-0.0019184i,0.00051364-0.001702i,-0.00018537-0.0010454i,-0.00043808-0.00023572i,-0.00059525-0.00046577i,-0.00037112-0.0012271i,-0.00051944-0.0010371i,-0.0008408+4.066e-05i,-0.00059229+0.0006846i,-8.6538e-05+0.00067732i,7.747e-05+0.00017155i,0.00023979-0.00027637i,1.7344e-05-2.72e-05i,-0.0003753-0.00021578i,-0.00065831-0.00049074i
-0.00045314+0.00061514i,-0.00094429+0.00095825i,-0.00098244+0.0008189i,1.3809e-05+0.0006505i,0.0018615+0.0010328i,0.0024635+0.0014011i,0.0022018+0.0011829i,0.0023279-0.00064851i,0.0020288-0.0019581i,0.00070128-0.0015906i,-0.00015518-0.00065038i,0.00041337+0.00045779i,0.00026988+0.0011824i,-0.00066984+0.0007494i,-0.00057146+0.0003097i,-0.00051803+0.00058017i,-0.0012351+3.6547e-05i,-0.0016164-0.00034121i,-0.00089535-0.00011784i,0.00059013+0.00011452i,0.00073442+0.00048855i,-0.00024547+0.00024321i,-0.00042814+0.00015486i
0.00020666+0.0014245i,0.00086114+0.0011428i,0.0025815+0.00075374i,0.0027785-1.0719e-05i,0.002163-0.0010389i,0.0019486-0.0016203i,0.0015597-0.0013852i,0.0017895-0.0011654i,0.0017297-0.0017854i,0.00065342-0.0024005i,8.3125e-05-0.001436i,9.5363e-05+2.441e-05i,-0.00017491+0.00021387i,-0.00085118+0.00013248i,-0.00076989-0.00078743i,-0.00036104-0.0012653i,-0.00047265-0.00061255i,-0.00029524-9.07e-05i,-0.00039494+0.00051987i,-0.00038444+0.00030786i,-9.9482e-05+0.00034107i,-0.00048671+0.00060115i,-0.00099544+0.00053218i
-0.00090838+6.7008e-05i,3.207e-06+0.0016057i,-0.00017637+0.0018893i,0.00097158+0.0012657i,0.0021813+0.00105i,0.0021675+0.00017645i,0.00088283-0.00033165i,0.00013298-0.00063465i,0.00039678-0.0017195i,7.7437e-05-0.0021307i,-0.00050076-0.0015511i,-0.00047898-0.0011008i,-0.00031229-0.0010463i,-0.00017157-0.0010881i,5.0668e-05-0.00090439i,0.00011494-0.00038067i,0.00035914+0.00031691i,0.00052787+0.00017831i,-0.00015887+0.00029525i,-0.00050565+0.00060673i,-0.00023238+0.00035525i,-0.00048602+0.00018041i,-0.00083071-0.0001017i
0.00031271+0.0009755i,0.0010352+0.00060666i,0.0011923+0.00019858i,0.0015069-0.00048265i,0.0027979-0.0012637i,0.0019452-0.00095289i,0.00047016-0.000774i,0.001175-0.0013987i,0.001649-0.0012171i,0.00079669-0.00072056i,-6.4371e-05-0.00044299i,-0.00019356+0.00013806i,-0.00019846+0.00062844i,-0.00044314+0.00065585i,-0.00017898+0.00053906i,-0.00074909+0.0008925i,-0.0014758+0.0012392i,-0.0016075+0.00038365i,-0.0011561-0.00011196i,-0.00055709+0.00030129i,0.0003488+0.00080835i,0.00095858+0.00044931i,0.00086205-0.00068663i
0.0002697+0.00011346i,-0.00045845+0.00011982i,0.00086193+0.0001311i,0.0021564-0.00013831i,0.0010975-0.00037578i,0.001019-0.00053983i,0.0020439-0.00064342i,0.0019409-0.00061477i,0.00067781-0.0012469i,-0.00021362-0.0013125i,-0.00029165-0.00075946i,0.00016634+8.1112e-05i,0.00074311+0.00044178i,0.00064836-0.00022713i,-0.00016511-0.00064587i,-0.00027513-0.00096169i,-0.00041181-0.00061857i,-0.00064883-0.00016412i,-0.00071969+8.1517e-05i,-0.00044519+0.0002622i,-7.7106e-05+0.00051599i,0.00013616+0.00058464i,9.8569e-05+0.00032665i
-0.00035661-0.00026624i,0.00073336-0.00041099i,0.0018404+0.00018047i,0.0029859-0.00057598i,0.0026593-0.0012498i,0.0012091-0.00094996i,0.0010593-0.00017996i,0.0012122-0.00084838i,0.00094514-0.0015315i,-2.1253e-05-0.0014084i,-0.00058219-0.00053664i,-0.00017427+3.9678e-05i,0.00035538-0.00020714i,0.00022186+0.00029656i,-0.0007618+0.00051807i,-0.0014596-0.00036514i,-0.0015374-1.2545e-05i,-0.0010152+0.00072692i,-0.00056351+0.00044i,-0.00041068+0.00024477i,0.00023211-0.00047732i,0.00062145-0.0010497i,0.00052132-0.00062407i
0.00078376+0.00031951i,0.001355-0.00068317i,0.0020387-0.00083472i,0.0019611-0.00062352i,0.0012243-0.00069212i,0.00012832-0.0005679i,0.00023538-0.0005114i,0.0010699-0.00087533i,0.0014351-0.0012112i,0.0011262-0.0010894i,0.00070154-0.00044102i,0.00018264-0.00017723i,-0.00015931+6.4895e-05i,-0.00021381+0.00039449i,-0.00035614+0.0001412i,-0.00063936+0.00010434i,-0.00093854-0.00014042i,-0.00034507+6.588e-05i,9.7002e-06+0.00036346i,0.00066241+0.0003985i,2.7355e-05+0.00036505i,-0.0010403-6.4648e-05i,-0.00090249-0.00041695i
-0.0001124-0.0002149i,-0.00032568-0.0010649i,0.00039454-0.00090776i,0.0012739+1.3187e-05i,0.0012721+0.00013269i,0.00073571+0.00014934i,0.0013052+0.0002752i,0.0019956-0.00027225i,0.0014017-0.00019915i,0.00016247-0.00015955i,-0.00028554-0.00072781i,-0.0001289-6.1056e-05i,-0.00021888+0.00047516i,-0.00011275+7.7371e-05i,0.00013267-0.00092834i,0.00043616-0.0012354i,0.0004788-0.00024301i,0.00023532-4.8236e-05i,-0.00027708-4.3371e-05i,0.00036894+4.1639e-05i,0.0007716-7.6689e-05i,0.00033437-0.00010805i,0.00038896-0.00027448i
0.001532+0.0014533i,0.0013237+0.00096398i,0.0020615-0.00026583i,0.0028417-0.0010784i,0.0029049-0.0016227i,0.0022986-0.0019065i,0.0017804-0.00075003i,0.0017555-0.00017255i,0.001618-0.00051866i,0.00078291-0.0014353i,-0.00051768-0.0014694i,-0.0011291-0.00074391i,-0.00027812-0.00098758i,3.6614e-05-0.00077828i,-0.00089083-0.00049505i,-0.0016697-0.00048178i,-0.0016852-0.00045435i,-0.0011196-0.00018383i,-0.00082891+0.00036011i,-0.00067418+0.00088294i,-0.00054751+0.00054064i,-0.00046526+0.00023763i,-0.00050068+2.6398e-05i
-0.00068372+0.0012686i,-0.00017836+0.0016166i,0.00077769+0.0018261i,0.0027562+0.0011763i,0.0037454+0.0013448i,0.0031077+0.00057659i,0.0023263-0.00045336i,0.0010262-0.00015483i,-6.2817e-05-0.00017678i,0.00054894-0.00061761i,0.00042379-0.00065356i,-0.00014415-0.00046727i,-0.00066102-0.00040259i,-0.0011453-0.00098354i,-0.0006064-0.0015529i,-0.00082357-0.00082167i,-0.00094956-0.00065459i,-0.00096204-0.0007174i,-0.00087331-0.00029661i,5.0981e-05-0.00024382i,0.00036427+4.1744e-06i,0.00034972+0.00029654i,0.00012873-1.4342e-05i
0.00030444+9.3337e-05i,0.00049006+0.00013746i,0.0012276-0.00077489i,0.0027152-0.0013871i,0.0029912-0.00072761i,0.0017408+0.00054952i,0.0018045+2.6911e-05i,0.0019101-0.00099932i,0.00020321-0.0010583i,-0.00084343-0.0014653i,-0.00053258-0.0012093i,-0.00071823+4.7489e-05i,-0.00067125+0.00044303i,-0.00047411+0.0003007i,-0.00061579+9.6965e-06i,-0.0003996-0.00052967i,-0.00033007-0.00053291i,-0.00069388-7.1525e-05i,-0.00041879+0.00037759i,0.00060758+0.00017264i,-0.00014179+8.6038e-05i,-0.00058165-0.00011208i,-0.00027056-0.00023922i
0.001041+0.00013152i,0.00075381-0.00012123i,0.00015615+0.00017181i,0.0012216+0.00023026i,0.0018918-0.0002067i,0.0022928-6.0223e-05i,0.0027513-0.00041128i,0.0019501-0.00077412i,0.0010566-0.0012895i,0.0009035-0.0010981i,0.00021773-0.0010798i,-0.00059622-0.0011062i,-0.00049995-0.0006571i,-0.000161-0.00083786i,3.5855e-05-0.00078992i,-0.00052131-0.00037883i,-0.0015887-5.7485e-05i,-0.0016775+0.00020584i,-0.0010786+0.0006075i,-0.00031001+0.0011416i,1.0362e-05+0.0010228i,1.384e-05+0.00049255i,-8.215e-06+0.00036881i
0.0015793-0.00039976i,0.0016887-6.4928e-05i,0.0024272-0.00039449i,0.0034468-0.0010006i,0.003546-0.00163i,0.0022016-0.0010405i,0.001459+0.0003582i,0.0010286+0.00025678i,-0.00041563-0.00097944i,-0.00093627-0.0014804i,-0.00065704-0.00063012i,-0.0010127-0.00051048i,-0.00062483-0.00061808i,0.00013605+0.00033774i,-0.00021847+0.00077885i,-0.00051044+0.0001802i,-0.00034576+0.00025835i,-0.00043845+0.00057484i,-0.00011612+0.00030172i,0.00045252+0.00027759i,0.00081189+0.00039828i,0.00084562+0.00040116i,0.0010248+0.00075031i
-0.0012309-0.00054255i,-0.0013658+0.00058863i,-0.0011561+0.00047089i,-6.5113e-06-2.6111e-06i,0.0012325+0.00033195i,0.0015904+0.00071172i,0.0016369+0.00020439i,0.001323-0.00056846i,0.00059337-0.0008575i,-0.00045639-0.0011969i,-0.00059823-0.001648i,-0.00057236-0.00089023i,-0.00058215+0.00025822i,9.4744e-05+0.00057283i,0.0006573+0.00014107i,-0.00026744-0.00056795i,-0.00086981-0.0010386i,-0.00075956-0.0009367i,-0.0004889-0.00025294i,-0.00050554+0.00043844i,-0.00070439+0.00028059i,-2.9454e-05-0.00011312i,0.00034361-0.00019552i
-0.00098485+0.00013427i,-0.00055298+0.00027222i,0.0010247-1.3251e-05i,0.0017411+0.00088191i,0.0014804+0.0017746i,0.0024771+0.0016573i,0.0024851+0.00094845i,0.0010688-5.1959e-05i,0.00088404-0.00062588i,0.0008329-0.00061634i,-0.00014232-0.00012144i,-0.0004154-0.00016901i,-0.00022179+3.326e-05i,-0.00018285+0.00082263i,-0.00036382+0.0001223i,-0.0011167-0.00068225i,-0.0013731-0.00068519i,-0.00096154-0.00032828i,-0.00077913+0.00044585i,-0.00012012+0.00027899i,0.00029963-6.0778e-05i,0.00047039+0.00021396i,0.00039006+0.00048666i
0.0015765+0.00018345i,0.0017606+0.0007255i,0.0021152+0.00013807i,0.0024786-0.0010097i,0.0015834-0.00043861i,-0.00013405+0.00012951i,-0.00041351-0.00052346i,0.00041701-0.0011394i,0.00095711-0.0013239i,0.00035454-0.0013733i,-0.000522-0.00092203i,-3.9563e-05-0.0006544i,-2.1582e-05-0.00053153i,-0.00080296+0.00023172i,-0.0015517+0.00035189i,-0.00087066-0.00027126i,-0.00072438-0.00056856i,-0.0010838-0.00025274i,-0.00028575+0.00055674i,0.00010558+0.00021236i,-0.00045011+0.00032016i,-0.000552+0.00069215i,0.00048138+0.00054469i
0.00014615-0.00026261i,0.0010526+8.5751e-05i,0.0025836-0.00043902i,0.0031372-0.00077615i,0.0024102-0.00022996i,0.0013402-4.5386e-05i,0.0012521-0.00072194i,0.0016875-0.00079042i,0.0015998-0.0010334i,0.0012383-0.00099605i,0.00091112-0.00070527i,0.00028128-0.00060052i,0.0001835+0.00036369i,0.00015455+0.00040586i,-0.00059602-0.00073219i,-0.00050786-0.00061367i,-0.00026544-0.00018138i,-0.00085258-0.00041382i,-0.00073009-0.00090268i,-0.00017378-0.00024556i,0.00040728+0.00071039i,0.00026215+0.0012894i,9.6762e-05+0.0013785i
-0.00069849-0.0016507i,-0.00069629-0.0010944i,-0.00017124-0.0010394i,0.00062214-0.00037467i,0.0013243+0.00019643i,0.00073248+0.00072408i,0.00052283-0.00021015i,0.00071613-0.0013578i,0.00018486-0.00093887i,-0.0003665-0.00072125i,-0.0006031-0.0007429i,-0.00022925-0.00055666i,-0.00015766-1.2211e-05i,-0.0007761+9.6714e-05i,-0.00043713-0.00063145i,0.00024824-0.00059053i,8.0926e-06+0.00012273i,-0.00040469+0.00092448i,-0.0003349+0.00078557i,4.4371e-06+0.0002548i,0.00010451+0.00024165i,0.00043227-0.0001798i,0.001298-0.00018643i
0.00086787-0.00018701i,0.00016829-0.00089288i,0.00079193-0.0012297i,0.0015368-0.0013236i,0.0021283-0.0017362i,0.0018323-0.0016643i,0.0015204-0.00076995i,0.0013835-0.00049446i,0.00074049-0.0001428i,0.00078159-0.00039142i,0.00036629-0.00048704i,-0.00070031-0.00037127i,-0.00046421-0.00056929i,0.00075623-0.00046966i,0.001219-0.00063796i,1.8931e-05-0.0010691i,-0.00070571-0.00066378i,-3.9537e-05+0.00020879i,0.0002153+0.0004738i,0.00025313-5.1702e-05i,0.00041162-4.7067e-05i,0.00033329+0.0003515i,-0.00013236+0.00054961i
-0.00018889-0.00059853i,7.352e-05+1.567e-05i,-6.1315e-05+0.0011354i,0.00024081+0.0013344i,0.00084997+0.001506i,0.00070829+0.0014303i,0.00011193+0.0005436i,-0.00034852-0.0010098i,-4.0964e-05-0.0016082i,2.2204e-05-0.0012395i,-0.00071422-0.0010931i,-0.00087686-0.0010556i,-0.00042881-0.00080331i,-0.0010557-0.00046719i,-0.0012339-0.00038194i,-0.00015634+0.00021927i,0.0003686+0.0007896i,0.00025111+0.00022776i,-0.00049456+0.00061119i,-0.0010234+0.00040887i,-0.00018329-0.00057651i,0.00013458-0.00058059i,-0.0006011-0.0009469i
