-0.0045691-0.00059405i,-0.0050556-8.012e-05i,-0.0046594+0.0017855i,-0.0021216+0.0019075i,-0.00018794+0.0028596i,6.8521e-05+0.003608i,-0.0002996+0.0027979i,-2.1115e-05+0.0018325i,0.00054883+0.0012121i,0.00042359+0.00030959i,0.0010342-1.4361e-05i,0.00098273-0.0010922i,-0.00015615-0.0022095i,-0.0013226-0.0013164i,-0.0020316-0.00095355i,-0.0011193-0.0016152i,0.000202-0.0017168i,0.00057029-0.001305i,0.00034394-0.00033512i,0.00013288+0.0001732i,0.00084742-0.00020361i,0.00091166-0.0011023i,0.00018365-0.0016745i
-0.0020296-0.0018631i,-0.0024922-0.0017885i,-0.0016516-0.0014359i,-0.00040646-0.0014028i,0.0002758-0.0014982i,0.00040043-0.00081874i,0.00057781-0.0004962i,0.0005306-0.00084123i,-0.00016501-0.00078318i,-0.00060955+0.00012894i,-0.0009052+0.00072241i,-0.00064565-0.00014198i,0.00028862-0.0010392i,0.0010357-0.00068434i,0.00055797+0.00014531i,-0.00041761+0.00066542i,-0.0012577+0.0003256i,-0.0013531-0.00019564i,-0.00048384-0.00044451i,0.00027993-0.00038166i,0.00041177+0.00030028i,0.00026643+0.00032838i,-1.4882e-05-5.0821e-05i
0.0012098+0.00064397i,0.00072326+0.0015167i,0.00062722+0.0018331i,0.00077345+0.0012703i,0.00024125+0.00089263i,-5.3009e-05+0.00072818i,0.00019131+0.0009234i,0.00012469+0.00091755i,1.5412e-06+0.00050587i,-0.00057383+0.00030173i,-0.00085856+9.3096e-05i,-0.00054703+0.00010987i,-0.00033213+0.00054071i,6.6732e-05+0.00053658i,0.00038065-0.00012959i,0.00034717-0.00089801i,0.00025147-0.00074067i,0.00022691+9.2943e-05i,0.00013095+0.00030911i,0.00022175-0.00025231i,0.0001952-0.00084231i,-5.8286e-05-0.0007638i,-0.00028263-0.0001247i
-0.0012552-0.0003418i,-0.0019162-0.00044143i,-0.00082429-0.00036173i,0.00046171+0.00046748i,0.00090136+0.0002783i,0.00093721-8.7977e-05i,-0.00025861+0.00061863i,-0.0010584+0.0011684i,-0.001114+0.0014011i,-0.00089438+0.00052107i,-0.00052941-0.00058604i,-0.00031793+0.00028511i,-1.3976e-07+0.0012582i,-0.0005739+0.0015465i,-0.0013901+0.001197i,-0.0004171+0.00028306i,0.000503+0.0002904i,-0.00024439+6.4292e-05i,-0.00083478-0.00042384i,0.00014449+0.0001611i,0.0010099+0.00058291i,0.0011663+0.0010508i,0.00076362+0.0012435i
-0.0014642+0.0013516i,-0.0022759+0.0003965i,-0.0024838+3.0644e-05i,-0.0014403-0.00073808i,-0.0010157-0.0017497i,-0.0011503-0.00072591i,-0.00070574+0.00026593i,-0.00023837+6.5587e-05i,-0.0001299+0.0005819i,-0.00016176+0.00087109i,-5.0806e-05+0.00033682i,0.00023644+0.00037988i,-0.00033463+0.0014108i,2.1773e-05+0.0015314i,0.001558+0.00070053i,0.0018146+6.6847e-05i,0.00061853+0.00016811i,-0.00064325+0.00036788i,-0.0010366+3.1153e-05i,-0.00059532+0.0001691i,0.00010184+0.0006245i,8.474e-05+0.00041271i,-0.00034477-0.0004315i
-0.001823-0.001177i,-0.0033206-0.0010915i,-0.003458-0.00036412i,-0.0011269+0.0005398i,0.00059897+0.00089202i,0.00064901+1.0215e-05i,0.00028417-0.00037105i,0.00046057-0.00021151i,-5.1382e-06+0.00027954i,-0.0008957+0.00067023i,-0.00054183+0.00012208i,0.00011649-0.00021813i,0.00031625-0.0004048i,0.00036341-0.00081139i,0.00047888-0.00129i,0.0010263-0.0014239i,0.0012679-0.00072926i,0.00086705-0.00021436i,0.000573-0.00061632i,0.00065276-0.00082785i,0.00050246-0.00012613i,0.00019358+0.00036222i,9.334e-05+0.00030387i
-0.00060625+0.00021916i,-0.00041941+0.0010127i,-0.000206+0.00090699i,0.00034568-0.00012958i,0.0013224-0.00053482i,0.00081015-8.6317e-05i,0.00018346+0.00027816i,0.00013965+9.1814e-05i,0.00030208+0.00052997i,0.00037512+0.00048696i,-0.00037376-7.1789e-05i,-0.001146-0.00079871i,-0.0009385-0.00090347i,-0.00028302+1.1165e-05i,-0.0001831+0.00055467i,-0.00054419-0.00029873i,-0.00056613-0.0014051i,-0.0001989-0.00086148i,0.00043323+0.00037726i,0.00025285+0.0011459i,0.00012851+0.00090873i,0.00018741+0.00010798i,-0.0003701-0.00033596i
0.0010665+0.00039373i,-0.00013173+0.00013417i,0.00027537+0.00076032i,0.0003057+0.00054282i,-0.00026095+0.00023056i,-0.00029901+0.0011005i,-0.00040151+0.00099533i,0.000178-0.00029335i,0.00021596-0.000628i,-0.00068984-0.0004164i,-0.00047069-0.00089002i,-0.00034781-0.00092861i,-0.00038283-0.00052617i,0.0002558-8.248e-06i,0.0007249+0.00075949i,5.1006e-05+0.00090279i,-0.00059923+0.00013099i,-0.00032251-7.786e-05i,0.00014304-5.0994e-05i,3.6062e-05-5.6544e-05i,-0.00012867+4.806e-06i,2.5535e-05+0.00053094i,1.614e-06+0.0006264i
-0.0013185-0.0013146i,-0.0023105-0.00053563i,-0.0023118-0.0003884i,-0.001444-0.00067071i,-0.00015133-0.0006321i,0.00029142+2.4004e-06i,-0.0002479+0.001123i,-0.00062996+0.00088546i,-0.00088656+0.00012411i,-0.0012833+0.00016563i,-0.001086-0.00024807i,-0.00026908-0.00027592i,-0.00019969+0.00044631i,-0.00017448+0.00070068i,-0.00029919+0.000292i,-6.8085e-05-0.0006052i,0.00011848-0.00056478i,-0.00068186-0.00016717i,-0.00091425+6.7451e-05i,-0.00091486+0.0002932i,-0.00038315+0.00028072i,0.000789-6.8758e-05i,0.0011825-0.00046728i
0.00085924-0.00010512i,0.0008792-8.2013e-05i,0.00045547+0.00074962i,0.00060372+0.0011137i,0.00057684+0.00048527i,-0.00045531+0.00051665i,-0.00085049+0.00083625i,-0.00010833+0.0006872i,0.00032885+3.9396e-05i,-1.7644e-05+7.3908e-05i,-0.00061684-0.000148i,-0.0010363-0.00019876i,-6.2008e-05-2.1997e-05i,0.00079118+0.0001482i,0.00088622+0.00064487i,0.00072292+0.00045772i,0.00045249-0.00010466i,-7.3014e-05-0.00023449i,-0.0010536+0.00014061i,-0.00081979+0.00082335i,0.00063566+0.00068793i,0.00069159+0.00034957i,0.0003266+6.7803e-05i
-0.0027757+0.00027888i,-0.0028239-2.863e-05i,-0.001421+0.00029938i,0.00074585+0.00063778i,0.0018959+0.0010456i,0.0013354+4.9041e-05i,0.00031407-0.00085551i,0.00016966-0.00087566i,0.00059065-0.00038939i,0.0006011+0.00021157i,-0.00038437+0.00021311i,-0.0014091-0.00013427i,-0.00096195-0.00043149i,-0.00036144-0.000956i,-0.00090752-0.00079256i,-0.00086032+8.3819e-05i,-0.00052822+0.00074948i,-0.00018847+0.00067891i,-0.00026546+0.00014534i,-0.00035198+8.779e-05i,5.5865e-05-8.1019e-05i,0.00013931-0.00045212i,0.00019901-0.00079711i
-0.00027534-0.0014132i,-0.00080373-0.0012653i,-0.0010385-0.00044375i,-0.00082733+0.00028771i,-0.00014172-0.00015789i,0.00015198-7.2636e-05i,-0.00014881-0.00048833i,6.6912e-06-0.001549i,-0.00018805-0.0011864i,-0.0012727-0.00066361i,-0.0025456-0.00056744i,-0.0020272-0.00030923i,-0.00041361+0.00024616i,0.0010432+1.6059e-05i,0.0020852+0.00011379i,0.0012437+0.00024902i,-0.00059108-7.7813e-05i,-0.00068451+0.00024656i,-0.000274+0.00074336i,0.00010378+0.00028881i,0.00066244-4.6826e-05i,0.00048586+0.00044981i,-0.00030288+0.00040132i
0.00068485+8.315e-05i,-0.00026108-1.2929e-05i,-0.001042+0.00033022i,-0.0001123+0.0010727i,-0.000115+0.0014097i,-0.00050987+0.0013678i,0.00061495+0.0012746i,0.0016276+0.0016558i,0.0010036+0.0007425i,-5.4273e-05+2.9783e-05i,-0.00021964-0.00038946i,0.00033158-0.00041949i,0.00033699+0.00023798i,0.00034136+8.7984e-05i,0.00027493+0.00014567i,-0.0001464+0.00042883i,-7.0097e-06+0.00055929i,0.00029169-0.00010614i,0.00044696-0.00031649i,0.0007546-8.4496e-05i,0.00044614+0.00063399i,-0.00045435+0.00051642i,-0.00043001-0.00033089i
-0.0028125+0.00080359i,-0.0034698-1.6697e-06i,-0.0025154-2.949e-05i,-0.00060867+0.00048491i,0.00078029-1.1198e-05i,0.00061231+9.7698e-05i,2.8981e-05-5.5437e-05i,-0.00043045-0.0010268i,-0.00081828-0.0013756i,-0.0009308-0.00038082i,-0.00028857+8.3999e-05i,6.7548e-05-6.8639e-05i,-0.00026894+0.00010824i,-0.00043536-1.8596e-05i,-0.00070247-0.00029802i,-0.00017422-0.00027981i,0.00021517-0.0002878i,-0.00010043+0.0003687i,0.00018361+0.0012985i,0.00015673+0.00038028i,0.00049997-0.00091539i,0.00066492-0.00054397i,-8.8073e-05-0.00025449i
0.00032746+0.00086395i,0.00076544+0.00082466i,0.0022223+0.0016373i,0.002506+0.0010965i,0.0018424-0.0011601i,0.00091164-0.0023065i,0.00026236-0.0012614i,-0.00016198-0.00027861i,-0.00021046-8.3234e-05i,-0.00035939+0.00032278i,-0.00058851+0.00052491i,-0.00056977+0.00047648i,3.1853e-05-0.00025014i,0.00055776-0.00036508i,0.00085566+0.00038407i,0.00077762+0.00054828i,0.00023508+0.00022806i,6.0622e-05-0.00032475i,0.00015596-0.00075747i,0.00032122-0.0007715i,0.00064875+1.0967e-05i,0.00076822+0.00036705i,0.00047302+5.7371e-05i
-0.0027924-0.0024942i,-0.0030641-0.0011334i,-0.0027261-0.00022261i,-0.0013981-0.00028785i,-0.00059805-0.00010437i,-0.00027744-0.00035479i,2.0055e-05-0.0011424i,-0.00036758-0.001545i,-0.0007326-0.00098841i,-0.00016398+0.00022244i,-0.00026246+5.1166e-05i,-0.00075238+0.00022168i,-0.00030844+0.00013913i,5.7312e-05-0.00046292i,0.00010699-6.0207e-05i,0.00034092-8.6547e-05i,0.00060686-0.00049861i,0.00063635-0.00043712i,-0.00012136-0.00062794i,-0.00051612-0.0011077i,0.00011604-0.001093i,0.00019551-0.0011844i,-3.2776e-05-0.00087834i
-0.00033722+0.00065599i,-0.0002574+0.00032557i,-3.2086e-05-0.00036652i,0.00035232-0.00091385i,0.0008356-0.0011703i,0.00043999-0.00037422i,0.00024863+0.00077847i,0.00023879+0.0013415i,-2.3835e-05+0.0015177i,-0.0008817+0.00041449i,-0.00094867-0.00087316i,-0.00028193-0.00070353i,-0.00013102-0.00033838i,0.00030053+0.00051876i,0.00035768+0.0011393i,-0.0002105+0.00021512i,-2.2935e-05-0.00023135i,0.0008374+0.00026839i,0.0009834+0.00063524i,0.00070778+0.0008191i,0.00067785+0.00032187i,0.00043501-7.801e-05i,0.00029158-6.9724e-05i
-0.0025478+0.0010172i,-0.0023777+0.0019645i,-0.001259+0.0028516i,0.00023468+0.0026178i,0.00087061+0.0020238i,0.00085928+0.0011416i,0.00073989+0.00033645i,-0.00027101+0.00041914i,-0.0005965-3.0247e-05i,5.9804e-05-0.00039649i,3.4212e-06-0.00013333i,-0.00017046-0.00013682i,-0.00021471-0.00022862i,0.00031235-0.00023077i,0.0011581-0.00032728i,0.0011301+9.8554e-06i,-7.3274e-05-0.00034432i,-0.0010697-0.00095179i,-0.0004304-0.00094966i,0.00016946-0.00010561i,-0.00012379+0.00038656i,-0.00036538-0.00042676i,-0.00043234-0.00090608i
-0.0012542-0.00036911i,-9.2776e-05-0.00076398i,-0.00045133-0.00071435i,-0.00090139+0.00038464i,-0.00043962+0.0019812i,0.00040033+0.0025506i,0.00077898+0.001316i,9.893e-05+0.00035437i,-0.00047018-3.0405e-05i,-0.00027135-0.0001663i,0.00012973-3.2486e-05i,5.7992e-05+8.6932e-05i,0.00024902+7.0171e-05i,-0.0001854+0.00016321i,-0.00082585-7.0899e-05i,-0.00049959-0.00019317i,-0.00013116-0.00037504i,0.00046239-0.00084899i,0.00092498-0.00011171i,6.9227e-05+0.00028087i,-0.00016764-6.9885e-05i,-0.00034556-0.00060281i,-0.00028992-0.00058608i
-0.0028756-0.00034971i,-0.0027218+0.00054373i,-0.0028338+0.00035829i,-0.0019447+0.00028823i,0.000183-7.5409e-05i,0.00098454-8.9679e-06i,0.00024777+0.00083797i,0.00034281+0.00061933i,-7.1743e-05+0.00068064i,-0.0002823+0.00079667i,0.00017659+0.00087409i,-0.00020326+0.00057875i,-0.00039342-6.9002e-05i,-0.0004073-5.4831e-05i,-0.00049475+1.2798e-05i,-0.00039142-0.00019216i,-0.00040388-0.00036488i,-0.00044587-0.00019754i,-0.00078685-9.5651e-05i,-0.0014758-0.00052304i,-0.0011684-0.00071659i,-0.00039934-0.00036031i,-0.00057257-0.00034115i
-0.0013528-0.00018859i,-0.00035062+4.7087e-05i,-0.000151-4.8269e-05i,-0.00020353-0.00061274i,-0.00031767-0.00020258i,-0.00036067+0.0005787i,-0.00045687-8.9948e-05i,-0.00022223-0.00035891i,-0.00041428+0.0004304i,-0.0012957+0.00021448i,-0.0014976-9.7118e-06i,-0.0007695-6.1471e-05i,0.00037509-0.00053642i,0.00085429-0.0010026i,0.00030096-0.0005286i,-0.00050799-0.00021692i,-0.0007219-0.00027326i,-0.0004798-0.00027706i,-0.00029994-0.00021736i,-0.0001642+0.00070178i,0.00035227+0.0012887i,-0.00015684+0.0011798i,-0.00033921+0.00060596i
-0.0018589-0.0011684i,-0.0022346+0.00081931i,-0.001879+0.00081023i,-0.00039766+0.00070221i,0.00056772+0.0012768i,0.00053628+0.00139i,4.0121e-05+0.00087943i,-0.00033947+0.00046072i,-0.00020564-0.00012935i,-0.00024358-0.00048805i,-0.00015644-0.00011858i,-0.00051993+0.00079973i,-0.00095493+0.000304i,-0.0012508-0.00059443i,-0.0013994-0.00090852i,-0.00064592-0.00070508i,9.1119e-05-4.6591e-05i,0.00033546+0.00024713i,0.0010774-3.3841e-05i,0.0014899-0.00022318i,0.0011856-1.7749e-05i,0.00083024+0.00038667i,0.00040567+0.00023353i
-0.0017543-0.00070033i,-0.00224-0.00074895i,-0.0025164-0.00053125i,-0.0013458+0.00071397i,0.00046018+0.00074478i,0.00030302+5.8449e-05i,-0.00059063-0.0002243i,1.4384e-05-0.00043451i,0.00033617-0.00033916i,0.00033845-0.0002207i,8.8608e-05+7.4868e-05i,-0.00068436+0.0002308i,-0.00098343-0.00011492i,-0.000323-0.0013899i,0.00024697-0.0017246i,-4.743e-05-0.00062709i,-0.0002164+0.00058313i,-0.00014122+0.00091127i,3.3359e-05+0.00046122i,-0.00014351-0.00040662i,2.2655e-05-0.00074358i,0.0010875-0.00051037i,0.0007388-0.00052628i
-0.00060132-0.0017385i,-0.0010552-0.0022128i,-0.0010515-0.0017397i,-0.00029806-0.00061132i,-0.00035048-0.00014869i,-0.00031379+0.00015621i,4.237e-05+0.00042376i,-0.00024609-9.9374e-05i,-0.00022696-0.00040486i,0.00035102+2.6767e-05i,0.0003838+0.00030655i,-2.096e-05+0.00031764i,-0.00053947+0.00028535i,-0.00010141-0.00014689i,0.0010953-0.0002396i,0.00057026-5.463e-06i,-0.00013619-0.00010938i,-0.00057348+0.00029103i,-0.00077191+0.00090863i,-0.00020907+0.00054342i,0.00027024+0.00021136i,0.00064355+0.0003906i,0.00047746-0.00012325i
0.00034098+0.0007579i,-0.00074521+0.001129i,-0.00086388+0.0014924i,0.00026991+0.0011869i,0.00049756+0.00099445i,0.00059601+0.0012447i,0.00048789+0.00066852i,-0.00033173-0.00063941i,-0.00083945-0.00018801i,-0.00073787+0.001526i,-0.0003906+0.0015203i,-0.00082912+0.00034795i,-0.001141-0.00068255i,-2.6598e-05-0.0011017i,0.00059895+7.5011e-05i,1.9838e-05+0.00061863i,-7.6185e-05+0.00037935i,0.00017149+0.00057492i,0.000127+0.00070953i,0.00013763+3.2221e-05i,0.00055247-0.00045167i,0.00057546-0.00010703i,0.00029507-7.2633e-05i
-0.0022325+0.00032927i,-0.00086719+0.00079051i,5.6858e-05+0.0017843i,0.00025361+0.0013873i,0.00096183+0.00047809i,0.0013679+0.00016438i,0.0011124+0.00019627i,0.00025614-9.6173e-05i,0.00025431+0.00024807i,0.00073766+0.00088645i,0.00092791+4.3057e-05i,0.00036751-0.00066708i,9.4508e-05+0.00010469i,0.00010069+6.5077e-06i,0.0002796-0.00077858i,0.00011301-0.0005771i,6.6415e-05-3.2947e-05i,0.00040622+0.0009564i,0.0002119+0.00098068i,3.9416e-05-2.9189e-05i,-5.7257e-05-0.00020359i,-8.1143e-05+0.00039589i,-0.00028848-7.2245e-05i
-0.001754-0.00011114i,-0.0028952-0.00021582i,-0.003071+0.0011835i,-0.0011446+0.0015046i,-4.2731e-05+0.00053986i,0.00016572-2.1036e-05i,0.00016311+0.00061662i,0.00031605+0.0011241i,0.00050223+0.00069746i,0.00028539+0.00031326i,0.00012384+0.0001815i,0.0003043+6.7199e-05i,-3.3857e-05-0.00077464i,-4.8795e-06-0.0014943i,0.00033556-0.0010024i,0.000248-0.00099801i,0.00018632-0.00058367i,0.00050423+0.00077827i,0.00050904+0.00086929i,-6.8778e-05+0.00047396i,-0.00059204-4.1076e-06i,-0.00014799+3.5181e-06i,-3.6928e-05+0.00030388i
-0.00022325+0.00014984i,3.4091e-05+0.00085059i,0.0010632+0.00080956i,0.0013164+1.7806e-05i,0.0010223-5.7873e-05i,0.00034002+0.00029143i,0.00010093-0.00016428i,-0.00011769-0.00057672i,-0.00067035-0.00066109i,-0.00075294-0.0010361i,-0.001038-0.00059228i,-0.0011968-8.8952e-05i,-0.0010081+0.00011303i,-0.00018085+0.00072066i,0.00083269+0.00032406i,0.00036015-0.00041035i,-0.00091788-0.00061756i,-0.0014842-0.00055033i,-0.0007506-0.00039325i,0.00027014+5.75e-05i,0.00041821+9.799e-05i,0.0011056-0.00032055i,0.00080456-0.00024031i
-0.0014865-0.00057847i,-0.0014007-0.00028072i,-0.00089262+0.00071383i,0.0008485+0.0010523i,0.0022442+0.0007008i,0.0015096+0.00090381i,0.00054645+0.0020908i,0.00015345+0.0014561i,-0.00060495+0.00035599i,-0.00069412+7.786e-05i,-0.00054005+0.00015908i,-0.0010416+0.00040617i,-0.0016293-0.00016112i,-0.0015933-0.00049216i,-0.00072404-0.0010587i,-0.00011562-0.00082823i,-2.3022e-05+0.00059847i,-0.00087394+0.00062673i,-0.0016539-0.00079422i,-0.00094706-0.00032464i,-0.00029329+0.00015474i,-0.00065129+4.2274e-05i,-0.0005394+0.00069585i
-0.00045127-7.9509e-05i,-0.00097412+0.00028305i,-0.0010902-2.274e-05i,-0.00025325-0.00039865i,-0.00041924-0.0012137i,-0.0010214-0.0011641i,-0.00019341-8.8247e-05i,0.00026734+0.00027132i,-0.00025561+3.7994e-05i,-0.00069336-0.00019281i,-0.0006027+0.00024222i,-0.00013532+0.00070201i,-1.1664e-05+0.00041675i,-0.00034929-0.00017486i,0.00019835-0.00053979i,0.00051083+1.4278e-05i,-0.00015746+0.00058619i,-0.00019402+4.3892e-05i,-0.00018064-0.00027131i,-0.00067538+4.3483e-05i,-0.00014888-4.6724e-05i,0.0010109-0.0001304i,0.00037902+0.00024044i
-0.0014737-0.00092772i,-0.0018072-0.0020153i,-0.0010998-0.0016905i,0.00030145-0.00095831i,0.001366-1.9522e-05i,0.0008216+0.0008677i,-0.00042267+0.00046536i,-0.00073947+2.8112e-05i,-0.0004778+0.00019991i,0.00044064+0.00015344i,0.00072428-3.4438e-05i,-0.0001078-0.00039008i,-0.00017543-0.0004356i,0.00047398+0.00016149i,0.00067096+0.00086047i,0.00035737+0.00064259i,-2.56e-06+2.0096e-05i,-0.00023448+0.00012736i,-0.00053381-0.0001542i,-0.00024788-0.00061873i,0.00054552-0.00057284i,0.00035401-0.00041836i,-0.00070664-0.00047973i
0.0016001-0.0013399i,0.001059-0.0005993i,-0.00033348+0.00026358i,-0.0006071+0.00032813i,-0.00031199+0.0005096i,-0.0002125+0.001811i,0.00027715+0.0020738i,0.0004553+0.00085624i,0.00043914-9.5973e-05i,7.3057e-05-0.00022148i,-0.00037603+1.9637e-05i,-0.00030242+8.2843e-05i,0.00071616+0.00017408i,0.0017973+0.00015217i,0.0016585+0.00014598i,0.0012234+0.0002587i,0.00052546+0.00067878i,-0.00030091+0.00044021i,-0.00090975+7.2995e-05i,-0.00081237-0.00037189i,-8.5722e-05-0.00046214i,0.00095508-0.00055609i,0.0015226-0.00096485i
0.00048527-0.00015377i,-0.00042097-0.0021667i,-0.0011613-0.0017144i,0.00012037-0.00093474i,0.00045108-0.001416i,-0.00066117-0.0014674i,-0.0011967-0.00037537i,-0.0005431+0.00060913i,0.00014763+0.00039382i,0.00019583+8.1431e-05i,0.0004823+0.00017927i,0.00043582+0.00033198i,0.00053474-0.00018013i,0.00071819-0.0005974i,0.0004688-0.00070775i,0.00061602-0.00039813i,0.00030357+0.00033417i,2.4801e-05+0.00047298i,0.00018474-9.8056e-05i,9.666e-05-0.00015798i,3.7075e-05+0.00024046i,2.8544e-05+0.00010918i,-0.00013224+2.5705e-05i
-0.0018003+0.00071697i,-0.0022337+0.0017044i,-0.0016105+0.002226i,0.00047329+0.0024828i,0.001049+0.0023175i,0.00075543+0.001523i,0.0011034+0.00027931i,0.0011084-0.00050428i,0.00031356-0.00029672i,-8.2492e-05-0.0002858i,-0.00017493-0.00038984i,-0.00016902-0.00024677i,1.4171e-05-0.00011965i,5.2965e-05-3.3597e-05i,0.0002412-0.00020253i,0.00030422-4.6953e-05i,0.00033278+0.00044578i,0.00071153+0.00049415i,0.0010435+0.00046973i,0.00079239+0.00022316i,0.00021779-0.00038463i,3.2367e-05-0.00062389i,-0.00023716-0.00029432i
-0.002403-0.00060818i,-0.002166-0.001605i,-0.0014137-0.000984i,-0.00094335+0.00048775i,0.00019647+0.0010039i,0.0002746+0.00018771i,-0.00018873-0.00034957i,0.00014242-0.00034099i,0.00034489+2.9493e-05i,0.00053109+0.00030361i,0.00027567-0.00022939i,-0.00049218-0.00057145i,-0.00031384-0.00034536i,0.00053082-0.00030217i,0.00023391-0.00039493i,0.0001218-0.00094213i,1.249e-05-0.001152i,-0.00071359-0.00073431i,-0.0005299-0.00045238i,1.2049e-05-0.00044478i,0.0002092-0.00051141i,0.00046248-0.00053747i,0.00076251-0.00088955i
-0.00070326-0.0028681i,-0.0010718-0.0023257i,-0.0023262-0.0023915i,-0.0012115-0.0023067i,0.00082512-0.00086338i,0.00081601+0.00052243i,0.00035645+0.001053i,-0.00016427+0.00099242i,2.8304e-05+0.00010127i,-0.00025437+0.00026775i,-0.00080328+0.00051117i,-0.00067664+0.00040803i,-0.00052174+0.00057894i,0.00020214-2.232e-08i,0.00052011-0.00018796i,0.00047542-0.0001928i,0.00051414-0.00032432i,0.00010251-0.00030129i,-0.00060789+0.00011777i,-0.00030526+9.6468e-05i,0.0010585-0.00040749i,0.0010944-0.00095661i,0.00038029-0.0012583i
-0.00096375-0.00084045i,-0.0020402-0.00024235i,-0.002148+0.0010096i,-0.0011741+0.0017177i,-0.00084628+0.00070578i,-0.00033159-0.00016693i,0.00058529+0.00020116i,0.00024899+0.00013985i,-9.9081e-05+8.2734e-08i,-3.8366e-05+0.00045777i,-0.00044366+0.00034014i,-0.0003539-0.00020044i,-1.2523e-05+0.00033675i,-0.00040268+0.0012194i,-0.00081165+0.00059768i,-0.00014952-0.00015758i,9.8122e-05+0.00048636i,-0.00053008+0.00085939i,-0.00072105+0.00053806i,-0.00049386+0.00043791i,-0.00046615-0.0002142i,-0.00070371-0.00048903i,3.9274e-05-0.00018683i
-0.0012094+4.0646e-05i,-0.0011604+4.9633e-05i,0.00010169+0.00017146i,0.00074306+0.00072562i,0.00035376+0.0013678i,0.00063853+0.00098138i,0.0014507+0.00021831i,0.0007548+0.00030672i,-0.00031263+0.00026291i,-0.00073873-0.0002882i,-0.0012506+0.00012141i,-0.0002918+0.0010314i,0.00085254+0.0011372i,0.00049211+0.00017479i,0.00059483+0.00012337i,0.00042334-1.6762e-05i,3.1356e-05-0.0010864i,-0.00018452-0.0011764i,0.00013308-0.00016328i,0.00047487+0.00060573i,0.00061401+0.0003649i,0.0010316+0.00015698i,0.00035236+9.2192e-05i
-0.00082812-0.0017349i,-0.0013396-0.0010306i,-0.00075349-0.00045512i,9.7591e-05+0.00027373i,0.00013352+0.00068809i,-0.00019131+0.0010404i,-0.00074813+0.00097674i,-0.0003401+0.00017906i,0.00026566-0.00021834i,-0.00026834-3.9143e-05i,-0.00053241+0.00022243i,-0.00043771+0.00030804i,0.00013649+0.00043268i,0.00038653-1.7703e-06i,0.00047549-0.00028214i,0.0010923+5.2546e-05i,0.00055151-0.0001824i,-0.00097387-0.0004828i,-0.0013732-0.00030968i,-0.0010301-0.00014092i,-0.00036268-0.00063299i,0.00022154-0.00046339i,0.00054782-0.00012783i
0.0004141+0.00017581i,-0.00013697+0.00073264i,-9.3629e-05+0.00011406i,-0.00039056-0.00041439i,-0.00048761-0.00078305i,-0.00087651-0.00057792i,-0.0013565+0.00019381i,-0.00069761+0.00040245i,-6.797e-05+0.00010236i,8.5862e-06-0.00010875i,0.0002267-0.0002905i,0.0002377-0.00048466i,-0.00025637+8.5392e-05i,-0.00064946+0.00036992i,-0.00047251+0.00068892i,-5.6293e-05+0.0011224i,-0.00045833+0.00081875i,-0.0002751+0.00023227i,4.2529e-05+0.00018864i,0.00011577-0.00024249i,5.3119e-05-0.00028482i,9.8191e-05+0.00028837i,0.00066755+0.00016749i
-0.0005741-0.0014594i,-0.0018828-0.0016757i,-0.00091229-0.001096i,0.00084646-0.00040502i,0.0017258+0.00042623i,0.0013019+0.00048154i,1.3316e-05+0.00022686i,-0.00028119+0.00030499i,-0.0001022+0.0010077i,-0.00039771+0.0016294i,-0.00029394+0.0012675i,-0.0002866+0.00066223i,-0.0008136+0.0001152i,-0.0011566-0.00027415i,-0.0010469+2.3229e-05i,-0.00099843+0.0001389i,-0.00078161+2.727e-05i,-0.00029396+0.00061854i,0.00035975+0.00046739i,0.00069412-0.00059488i,0.00032696-0.0010258i,-0.00018537-0.0012607i,0.00027446-0.00095228i
-0.00011892-1.9324e-05i,-0.00042016+0.00029704i,-0.00036977+0.00063387i,-0.00011131+0.00015925i,-8.219e-05-0.00041094i,-0.00026834-0.00021794i,9.0092e-05+0.00051424i,0.00037144+0.00040795i,-0.00015803+0.00016035i,0.00023783-0.0003784i,0.00037791-0.00071459i,-0.00062141-0.00010951i,0.00011583-7.5534e-05i,0.0012549-0.00019594i,0.0014437+0.00010239i,0.00081472+0.00023059i,0.00039442-7.2154e-05i,0.00012262+0.00028594i,-0.00018032+0.00038901i,-7.8727e-07-0.00031868i,0.00027943-0.00064731i,-0.0002953-0.00034154i,-0.00051653+8.6417e-05i
0.00023899-0.00082732i,-0.0012263-0.0010907i,-0.0024386-0.00076619i,-0.001379-0.00028578i,-7.3969e-05+0.00064925i,-7.8223e-05+0.001222i,7.8042e-05+0.0011704i,6.6857e-05+0.00028441i,-0.00065638-0.00041653i,-0.001001-0.00042817i,-0.00081582-0.0007426i,-0.00023524-0.00078812i,-8.4503e-05-0.00028003i,-0.00069331+5.9047e-05i,-0.00053382+0.00045399i,-2.131e-06+0.00026124i,-0.00033018+0.00026567i,-0.00059347+0.00016025i,0.00029323-0.00089467i,0.00062386-0.00095198i,0.00065836-0.00023433i,0.00092079-0.00013309i,0.00098248-0.00037864i
