-0.0020103+0.0018809i,-0.0020644+0.0012153i,-0.001588+0.001773i,-0.00022589+0.0020113i,0.0004721+0.0020373i,0.00081346+0.00046753i,0.00096982+2.5716e-05i,0.00056801+0.00014501i,0.00067722+0.00012484i,0.00052287+0.00088607i,0.00048837+0.00080947i,0.00084979+0.00032242i,0.00091416-9.7525e-05i,0.00060927+0.00019106i,0.00016188+0.00024044i,0.0001213+0.00023817i,-0.00049126+0.00048618i,-0.00047875-0.0004182i,0.00033132-0.00061091i,0.00045413-0.00039543i,-0.00034373-0.00028232i,-0.0011911-0.00031327i,-0.00022036-3.7671e-05i
0.0013669-0.001533i,0.0018011-0.0012222i,0.0012599-0.00093933i,7.8931e-05-0.00060299i,-0.00048724-7.4122e-05i,-0.00047272+0.0001096i,0.0003488-7.8256e-05i,0.001078+0.00023976i,0.00013843+0.00014849i,-0.00090935-0.00069688i,-9.423e-05-0.00036729i,0.00067543+0.0004635i,0.00015866+0.00072573i,6.3677e-05+0.00046621i,0.00033321+0.00028974i,0.00026205-4.6192e-05i,0.00017307-0.00046249i,-0.00017055-1.7013e-05i,-0.00056481+2.0657e-05i,-0.00039091+0.00041162i,-0.00037083+0.00042136i,-0.00065974+0.00042315i,-0.00044167+0.00085761i
0.0025162-0.00091366i,0.0019724+0.00020042i,0.0011541-0.0004679i,0.00012285-0.0022645i,-0.00026192-0.0024961i,-0.00027994-0.0018838i,0.0001102-0.0010478i,0.00039305-0.00062356i,-4.9245e-05-1.2562e-05i,-3.5771e-05+0.00040644i,0.00028945+0.00067958i,-0.00013847+0.00098857i,-0.00055222+0.00081546i,0.00013636+0.00067202i,0.00064015+0.00050127i,0.00053096+0.00074492i,0.00054446+0.00069463i,4.5464e-07+8.7907e-05i,-0.00064681-0.00044016i,1.9616e-05-0.00011519i,-1.5157e-05-0.0003432i,-0.00061111-0.00051098i,-0.00040477+0.00022648i
0.00048859-0.00078101i,0.0012262-0.00086092i,0.00081163-0.0013448i,-0.00055044-0.0012804i,-0.0016253-0.00056443i,-6.1121e-05-0.00087446i,0.00099573-0.0013702i,0.00067877-0.0016705i,-0.00013487-0.0018069i,-0.00086912-0.0013559i,-0.00071084-0.00034905i,-0.00047457-0.00016681i,1.5706e-05-0.00023225i,0.00031779+0.00063191i,-7.4628e-05+1.3678e-06i,-0.00060004-0.00032681i,-0.0012917-0.00010526i,-0.0014205-0.00047583i,-0.0011545+0.00023212i,-0.001248+0.00088322i,-0.0012505+0.00071359i,-0.00057799+0.00036559i,0.00057424+0.00041706i
0.00023034-0.0033838i,-0.00069005-0.002961i,-0.0010197-0.0011052i,-0.00073439-0.0005049i,-0.00092317-0.00088059i,-0.0015864-0.00066714i,-0.00041838-0.00029442i,0.00037835+0.00021889i,-0.00036889+0.00017713i,-9.5261e-05-3.6721e-05i,0.00017002+1.0016e-05i,-0.00031306-0.00010175i,-0.00066747-6.3238e-05i,-7.7532e-05+0.00031203i,0.00058226-2.2829e-06i,0.0003636-0.00025643i,0.00010372-3.2909e-05i,-0.0001787+0.00024653i,-0.0010223+0.00032345i,-0.00074601+0.00013867i,0.00019621+0.00046751i,0.00046921+0.00051882i,0.00036761+0.00071079i
-0.00025142+0.0028958i,0.0015397+0.0035018i,0.0017612+0.0032178i,0.0017857+0.00091551i,0.0021897-0.0014531i,0.0023455-0.0024328i,0.0013073-0.0018331i,0.00043298-0.00076507i,0.00032473+0.0003094i,-1.1942e-05+0.0007028i,-0.0001734+0.00012675i,0.00013881-0.00033812i,-5.6088e-05-0.00047681i,-0.00035994-0.00011832i,-0.00087057-0.00015399i,-0.00094451+2.6626e-05i,-0.00019719+1.626e-07i,5.3953e-05-0.00040245i,0.00054922-0.00078882i,0.0011434-0.00052634i,0.0011003-0.00018757i,0.00061407-0.00043523i,0.00037791-0.00074879i
0.00010957+0.002221i,0.00058939+0.0014187i,0.00099518+0.00040827i,0.0010195-0.00030828i,0.00082442+0.00013256i,0.00016146+0.00061955i,-0.00034574+0.00028739i,-0.00020918-9.5897e-05i,8.6837e-05+0.00019825i,0.0005467+0.00026735i,0.001044-0.0004433i,0.00019956-0.00061585i,-0.00024047-0.00075643i,0.00026762-0.0011363i,3.1372e-05-0.00038958i,-9.8195e-05-9.5703e-05i,0.00051613-0.00027973i,-0.00028116-6.0601e-05i,-0.00070834+0.00016764i,0.00040001+0.00034863i,0.00052572+0.00050315i,0.00013339+0.00091417i,-0.00035021+0.00093744i
0.0027765+0.0032826i,0.0029707+0.0027676i,0.0031265+0.00074903i,0.0014486-0.0015511i,-0.00044129-0.0033858i,-0.00098248-0.0025751i,-0.0005218+9.9757e-05i,0.00070322+0.00017127i,0.00064885-0.00058859i,0.00040065-0.0013064i,0.0010361-0.0016611i,0.0012913-4.5459e-05i,-0.00016935+0.0010768i,-0.001052+0.00045839i,-0.0013182-2.0443e-05i,-0.00093206-0.00017623i,6.5787e-05+0.00018382i,0.00031138+0.00047229i,0.00047828+3.6724e-05i,0.00060384-0.00019342i,0.00022442-0.00012277i,0.00042845+3.1906e-06i,0.00074709+0.00041125i
-0.00026369-0.0010536i,0.00028815+0.00012469i,0.00033933-0.000854i,0.00065217-0.0013222i,0.00081565-0.00099117i,0.00076084-0.00057078i,0.00080466-0.00088305i,0.00040943-0.0014302i,-0.0003771-0.0009554i,-0.00028861-0.00019603i,0.00050396-0.00015245i,0.0013956-0.00045805i,0.0010867-0.00023868i,0.0004674-0.00027447i,0.00077223+6.1345e-05i,0.00058431+9.6492e-05i,-9.2848e-05-0.00025134i,-0.0003622+0.00039895i,-0.00059482+0.00068135i,-0.00082746+0.0005666i,-0.00071192+0.00054306i,-0.00026009-0.00023659i,0.00013223-0.00025438i
-9.4703e-05+0.00084107i,0.0012139+0.00091686i,0.0024625+0.00026156i,0.0018242+0.00089403i,0.00084135+0.0014019i,0.00098824-7.3465e-05i,0.00072111-0.0010748i,0.00038294-0.00040448i,0.00052476+8.4122e-05i,0.00038608-0.0002291i,0.00031096-0.0001396i,0.0012198-0.0002577i,0.00095893-0.000218i,-0.00068583-3.8719e-06i,-0.0011603-0.00040136i,-0.00072881-0.00040071i,-0.00018707-0.0002126i,-0.00064834-0.0007707i,-0.00033539-0.00053583i,0.00072229+0.0001291i,0.0011519-0.00010507i,0.00037003-2.5103e-05i,-4.4975e-05+7.9404e-05i
-0.0010252+0.0016924i,-1.6883e-05+0.00096863i,0.0016635+0.00047813i,0.0020125-0.00013958i,0.00094914-0.001536i,-0.0015456-0.0018512i,-0.0016683-0.00045562i,-0.00056238+0.00012791i,-0.00061944-0.00019973i,0.00030332-0.00041042i,0.00088793+0.00010624i,0.00051785+0.0004016i,0.00036603-0.00068534i,8.3119e-05-0.0009592i,-0.00049879-0.00023167i,-0.0011469+0.00019886i,-0.00083566-0.00031293i,-0.00010217-0.00054384i,-5.6203e-06-0.00030766i,-8.7314e-05-7.3916e-05i,-1.1885e-05-0.00045784i,0.0002868-0.00058443i,0.00012858-0.00024476i
-0.0034215+0.013166i,-0.0019969+0.014926i,0.0066538+0.013974i,0.011604+0.0065248i,0.010167-0.0010379i,0.0043251-0.0052532i,-0.00043374-0.00406i,-0.00010297-0.0019688i,0.001723-0.00068127i,0.0022457-0.00056048i,0.0018802-0.0018121i,0.00086305-0.0012505i,-0.00043724-0.00075151i,-0.0015268-0.0013463i,-0.0017162-0.00062707i,-0.0010237+0.0010427i,0.00057344+0.00098156i,0.0012936-0.00015129i,0.0010104+0.00020564i,0.00035896+0.0009986i,-0.00064692+0.001188i,-0.00087415+0.00089587i,-0.00016422+0.00030484i
0.0011176-0.004601i,0.0011568-0.0056212i,-0.00063044-0.0052926i,-0.001956-0.003441i,-0.0011238-0.0019299i,0.00033075-0.00047268i,0.00054808+0.00083337i,0.00065822+0.00047903i,0.0002357-5.0146e-05i,-7.155e-05-0.00020725i,-0.00020336+0.00037591i,-0.00016925+0.00095989i,8.7674e-06+0.00024723i,0.00026262-0.0006655i,-8.4224e-05-0.00080228i,-0.00015617-0.0006064i,0.00024923-0.00047349i,0.00011222-0.0003097i,-0.00032485-0.00056833i,-0.0010141-0.00060558i,-0.00092263+0.00013769i,-0.00055451+0.00014588i,-5.1156e-05-0.00051179i
0.002619-0.0035896i,0.0012936-0.0038204i,-0.00070102-0.0044588i,-0.0023064-0.0035436i,-0.002664-0.0015373i,-0.001038+0.00056913i,-0.00011187+0.00095638i,-0.00036078-0.00045179i,0.00032854-0.0015382i,0.00046163-0.00080499i,-0.00026433+0.00036159i,-0.0004051+0.00061676i,-0.0001888+0.00027093i,-5.9507e-05+0.00051751i,-0.0002798+0.00063965i,-0.00015081-0.00040517i,-0.00020364-0.0010494i,0.00038309+5.6275e-05i,0.00053194+0.00026262i,-0.00041112-0.00018231i,-0.00052962-0.00019087i,-0.00044086-0.00010995i,-0.00059174-0.00025585i
-0.0012414-0.0012906i,-0.00074013-0.001965i,-0.0010581-0.0010303i,-0.0013691+0.00020574i,-0.0010163-0.0002009i,-0.0008762-0.00060209i,-0.00064641-0.00092415i,0.00034963-0.0014175i,0.00084472-0.00062308i,0.00023162+0.00040541i,0.00029432-0.00012499i,0.00030832-0.00056076i,0.00033091-0.00086767i,0.00032623-0.0011863i,-0.00025862-0.0012407i,-0.00024061-0.00091759i,-0.00035845-0.00012691i,-0.00045495+0.00067894i,0.00032679+0.0010026i,0.00054678+4.1613e-05i,0.00034047-0.00078751i,-0.00017407-0.00031211i,-0.00050433+0.00056103i
0.0015817+0.00051534i,0.00052658+0.00058749i,0.00013138-0.00067645i,-0.00075774-0.0019944i,-0.0010574-0.0024049i,-0.00080569-0.0022135i,-0.00065032-0.0010531i,-0.00010227-0.00043586i,9.5369e-05-0.00045709i,-0.00041052+0.00012929i,-0.00030429+0.00051501i,-0.00035146+0.00076564i,-0.00036463+0.00039404i,-0.00097798-0.00036626i,-0.0014826-0.0005127i,-0.00065738-0.00052539i,-0.00012034+0.0001874i,8.9922e-05+0.0004291i,0.00015733+5.1712e-05i,-0.00028131-4.5155e-05i,-0.00066558-0.00026955i,-0.0011755-0.00084776i,-0.0011915-0.00082763i
0.0017157-0.00031957i,0.0030187-0.00066887i,0.0032497-0.0013123i,0.0024629-0.0016147i,0.00069421-0.0018044i,-0.00014836-0.0011335i,-0.00039632-0.00042078i,-0.00087756-0.0008631i,-6.4569e-05-0.00099536i,0.0010005-0.00056389i,0.00050829-0.0001707i,-9.9872e-05+0.00010505i,-0.00016925-8.6424e-05i,0.00029507+0.00014476i,0.00051168-7.0999e-05i,0.00081744-0.00063736i,0.00075504-0.0006268i,0.00013451+0.00039937i,0.00058937+0.00070554i,0.00087812-0.00030208i,0.00057301-0.00017032i,0.00071274+0.00022888i,0.0010044+7.0711e-06i
0.0019278+0.0015414i,0.0021834+0.0023151i,0.002111+0.0006723i,0.0020796-0.00083511i,0.0018574-0.0013093i,0.0011679-0.00095101i,0.0012384-0.00088826i,0.0011635-0.00057944i,0.00042645+0.00031178i,0.00032478+0.0002755i,0.00043185-9.6091e-05i,0.00010225+0.00039213i,-7.0301e-05+0.00046388i,0.00023551-0.00050947i,-4.5946e-05-0.00065518i,-4.0665e-05-0.00031525i,0.00050345+2.2126e-05i,0.0004561+0.00017637i,0.00024896+0.00080485i,0.00081148+0.00079932i,0.0005394+0.00016294i,-0.00075206+6.5333e-05i,-0.00082238-3.1493e-05i
0.0017549+0.00051374i,0.00093895+0.00036552i,0.00013067-0.0012246i,-0.00046152-0.0017955i,-0.0012673-0.0012704i,-0.0013665-0.00025971i,-0.0014687-0.0002331i,-0.0006596-0.00069564i,0.00058544-0.00049581i,0.00038943+0.00043425i,-0.00038769+0.00040801i,-0.00069799+0.00023896i,-0.00082293+0.00018927i,8.1004e-05+0.00017589i,0.00055365+0.00018398i,7.4385e-05-0.00038708i,-0.00033077-0.00017771i,-0.00044573+0.00029767i,-0.00056439-0.00048934i,-0.00083426-0.00087835i,-0.00058769-0.00010081i,8.2257e-05+0.00026158i,0.00020828-4.7894e-05i
-0.00064132+0.001073i,-0.00010135+0.0023226i,-5.8847e-05+0.0024062i,-0.00020534+0.0014311i,0.00064343+0.00065549i,0.0013021+0.00020273i,0.0010947-0.00070807i,0.00069355-0.0013104i,-6.2219e-05-0.00087455i,0.00028296-0.00046859i,0.00030195-0.00017094i,-0.00032952-0.00034687i,-0.00023372-0.00061734i,-0.0002575-0.00053194i,-0.00072621-0.00079283i,-0.0010933-0.0011584i,-0.000483-0.00064983i,0.00042636-0.00015878i,0.00038354-0.00032207i,0.00036712-6.6597e-05i,3.436e-05+0.0006076i,-0.00090085+0.00029318i,-0.0013472+6.95e-05i
-1.2655e-05-0.0028446i,-0.00016813-0.0034457i,-0.00046617-0.0029869i,0.00029671-0.0020238i,0.0010634-0.0013957i,0.0016557-0.00088901i,0.0019595-0.0002564i,0.0010371-0.00026984i,-0.00023272-0.0003853i,-0.00053211-3.6504e-05i,-7.7708e-05+0.00042733i,-7.4161e-05+0.00046794i,2.6745e-07+0.00024537i,0.00020988-0.00011178i,0.00022332-0.00021069i,0.00033941-0.00090149i,0.00014858-0.0015208i,-0.00013356-0.00077597i,-0.00048594-9.236e-05i,-0.00035908-0.00014297i,-8.1492e-05-0.00038738i,-0.00012736-0.00017597i,-4.3694e-05+0.00035233i
0.0010657+0.00061889i,0.0018833+0.002335i,0.0016149+0.0029012i,0.0015583+0.0018622i,0.00077424+0.0005526i,-0.00035837-0.0005497i,-0.00091877-0.0012936i,-0.00064027-0.00075803i,-0.00045583-2.6961e-05i,0.00010789-0.00056478i,0.0005072-0.00064546i,0.00067895+0.00021305i,0.00088283+0.00051974i,0.00085938-0.00055035i,0.0010249-0.0011546i,0.00097925-0.00071056i,0.0010321-0.00016986i,0.00092332+0.0002306i,0.00027072-0.00018808i,0.00024695-0.00036408i,0.00052915+6.8992e-05i,0.00039181+0.00039866i,0.00039344+0.00034842i
0.00062247-0.00014992i,0.00033366-0.00070509i,-0.00028628-0.0021804i,-0.00026659-0.0027127i,0.00013937-0.0013776i,-0.00034469+0.00027692i,-0.00046904+0.00080198i,0.00053853+0.0010085i,0.00085751+0.00080129i,0.00017315+0.00034923i,0.00046139+0.00015384i,0.00082628+0.00023245i,0.00069048+9.3563e-05i,0.00047639+6.4375e-05i,0.00013244-3.8368e-05i,-0.0004073-0.00012672i,-0.00027603-0.00039367i,-0.00020495-0.00052496i,-0.00060351-2.8774e-05i,-0.00039809+1.189e-05i,-0.00015814-0.00028714i,0.00013133-0.00041391i,-0.00028482-0.00025402i
-0.0012428-0.00013607i,-0.00068843-8.2056e-05i,-0.00071742+0.00026258i,-0.00015977+0.00030522i,0.00062914-0.00023723i,0.0010599-0.00043528i,0.00116-0.00095384i,0.00052689-0.0012214i,1.5681e-05-0.00048768i,0.00044994+0.00026511i,0.00017544+0.00024506i,9.134e-05-0.00044811i,0.00011846-0.00011929i,0.00035675-0.00021448i,0.00080751-0.00065186i,0.00020638-0.00035107i,-0.00026769-0.00048999i,-0.00027549-0.0010967i,0.00018985-0.00057912i,0.00037851+0.00023764i,-0.00011228-0.00030665i,0.00024401-0.0003956i,-0.00013455+0.00042869i
0.00052088+0.0018073i,0.00059548+0.0014969i,0.00068508-0.00075517i,0.0011634-0.0019783i,0.0009674-0.0012907i,-3.1734e-05-0.00074797i,-0.00066855-0.00080086i,-0.00062262-0.00068368i,-0.00046675-0.00072262i,-0.00041186-0.00063702i,-0.00025896-0.0001309i,0.00018922+0.00046849i,0.00069372+0.00079498i,0.00063789+0.00093145i,0.00059853+0.00028431i,0.00079357-9.0246e-05i,0.00038052-0.0001305i,-0.00019537-0.00051976i,0.00025906+0.00014086i,0.00077383+0.00096609i,0.00031264+0.00055781i,0.00022812+0.00013714i,0.00054687+0.00040799i
0.00057061-0.0019789i,0.00032114-0.0020183i,-0.00022145-0.0010193i,2.6204e-05-8.1183e-05i,0.00076322+0.00056669i,0.0018464+0.00012634i,0.0017787-0.00019977i,0.00093283-0.00069888i,0.00042631-0.0011511i,-0.00010477-0.00053635i,-0.00029461+0.00042796i,-1.9004e-06+0.0004275i,6.7747e-05-1.8263e-05i,0.00021472-0.00034927i,0.00054065-0.00025177i,0.00048589+0.00069462i,-0.00038043+0.00063404i,-0.00024799-0.00021133i,0.00060795-8.6005e-05i,0.00046352+0.00010645i,0.00024118-0.00032334i,0.00026417-0.0010053i,5.9148e-05-0.0011081i
0.0042254-0.001374i,0.0022961-0.0018666i,0.00065798-0.0023124i,-0.0012169-0.0018407i,-0.0023484-3.6661e-05i,-0.0019867+0.00087879i,-0.00086654-6.1523e-05i,-0.00022049-0.00025344i,-0.00021194-4.0439e-05i,-0.00016663-0.00072886i,0.00010688-0.00077862i,0.00049357-0.00095146i,-0.00010157-0.0009226i,-0.00037142-0.00018297i,0.0001164-0.0002848i,0.00036499-0.00038066i,0.00027665-0.00039035i,0.00011752-0.0005865i,-0.00054882-0.00065123i,-0.00080335-0.00057648i,-0.00012249-0.00028703i,0.00056317-0.0001086i,0.00045214-0.00048206i
0.0024768+0.0014493i,0.0025132+0.001775i,0.0014405-0.00033587i,0.0010608-0.0010312i,9.1388e-06-0.00059832i,-0.00015537-0.00021513i,0.00062436-0.00035322i,0.00014884-0.00044565i,-0.00027903-0.00050645i,0.00030182-0.00094622i,0.00070467-0.00064053i,0.00076299-0.0004903i,6.2045e-05-0.00064991i,-0.00076107-0.00079003i,-0.00067585-0.00035404i,-0.00042346+0.00032393i,-0.00021491+0.00022405i,-0.00044491+4.4153e-05i,0.00027061-3.2127e-05i,0.0011451+2.5184e-05i,0.00049803+0.00030973i,-0.00023461+0.00023205i,-0.00049888-0.00017493i
-0.0021923+0.00039594i,-0.0016721-0.00080676i,-0.00097794-0.0005669i,-0.00046204+0.00078467i,0.0005143+0.00060795i,0.0013282-0.00088344i,0.00083482-0.0012356i,0.00083662-0.0005837i,0.00098109+0.00017087i,0.0010591+0.00012652i,0.0013605+0.00042302i,0.00092033+0.00033037i,0.00075032-0.00038761i,0.00065205-0.00044695i,0.00023441-0.00033018i,-6.2283e-05-6.5726e-05i,9.5785e-05-0.00025549i,0.00051619-0.00013839i,0.0007093+0.00091771i,0.00042266+0.00061338i,0.00035898-0.0004852i,0.000514-0.0013024i,0.00040964-0.00081312i
-0.0011447-0.00072906i,-0.0016154-9.4521e-05i,-0.0024657+0.00087198i,-0.0017853+0.00014891i,0.000568-0.0010403i,0.0018306-0.00073664i,0.00054621-0.00074582i,-0.00046119-0.00070572i,-7.7743e-05-0.00044592i,0.00029309-0.00051723i,0.00041245-0.00024208i,0.00037074-2.243e-05i,5.5175e-06+2.0197e-05i,-0.0006028-0.00067555i,-0.00047791-0.0010512i,-7.1385e-05-0.0011138i,-8.5613e-05-0.00061116i,-0.00015946+0.00025137i,-7.9764e-05-0.00016516i,-0.00024277-0.00056613i,-0.00067238-0.00018924i,-0.00067942+2.1303e-05i,-0.00061771+0.00057307i
0.00037951+0.0020321i,0.0013744+0.0018051i,0.0023488+0.0011302i,0.0020544+0.00015042i,0.0019008-4.2856e-05i,0.0015787-0.00060239i,0.00094592-0.0012467i,0.000221-0.0012375i,9.4545e-05-0.00073675i,-8.5738e-05+0.00030511i,-0.00067261-0.00010809i,-0.00070726-0.0005951i,-0.00075576-0.00038546i,-0.00059873-0.00015082i,-0.00019311-0.00027687i,-0.00010927-0.00010211i,0.00030958+0.0003445i,0.0011351+0.00038412i,0.0013315+0.00046244i,0.00084588+0.00033156i,0.00037359+0.00020082i,0.00031042-9.611e-05i,0.00050139-3.0332e-05i
0.00023915+0.00083578i,-0.00049684+0.00079272i,-0.0008495+0.0010212i,-0.0010192+0.00064684i,-0.00086523+0.00061946i,-0.00018896-8.4006e-05i,0.00064021-0.00058732i,0.0007936-0.00033718i,9.9175e-06-0.00035624i,-7.8111e-05-0.00080427i,-0.00024583-0.00096376i,-0.00049711-0.00053523i,-0.00048446-0.00022643i,-0.00056114-0.00017511i,-0.00030285-0.00042152i,-0.00038202-0.0009166i,-0.00068335-0.00064178i,-0.0005947+6.9177e-05i,-0.0006037-8.111e-05i,-0.00099019-0.00040341i,-0.00037134-6.1136e-05i,0.00021003+0.00048536i,0.00032975+0.00083492i
0.0020013-0.00034521i,0.0026466-0.00055143i,0.0017412-0.0017012i,0.0017741-0.0022328i,0.0016978-0.0016638i,0.00075883-0.0015994i,0.00036676-0.0014235i,0.00047425-0.00070328i,0.00028101+6.3863e-07i,-9.5475e-05-7.7209e-05i,0.00048761+0.00021237i,0.0006614+0.00042223i,0.00048161+5.1245e-05i,0.00034907+0.00060792i,9.6884e-05+0.00049206i,0.00017102-0.00063743i,0.00075764-0.00099372i,0.00084696-0.00033956i,0.00010301+8.29e-05i,9.2333e-06-0.00030304i,0.00040317-0.00014036i,0.00052217+3.554e-05i,2.2164e-05-0.00035619i
0.0025902-0.0014827i,0.0016925-0.0019531i,-0.00044041-0.0029049i,-0.0016372-0.0028001i,-0.0015696-0.00063354i,-0.00086644+0.00099686i,-0.00020098+0.00038468i,0.00013965-0.00066851i,0.00025826-0.00084955i,0.00024828+1.908e-05i,-0.00079171+0.00070164i,-0.0013388+8.6739e-05i,-0.0010947-0.00057103i,-0.00078727-0.0002752i,-0.00025762+8.8429e-05i,0.00012935-0.00013818i,-4.9296e-05-0.00045872i,-0.00029226-0.00070859i,-2.9426e-05-0.00012444i,0.00036373+0.0003814i,0.00035867+0.00031671i,0.00074046-0.00012849i,0.00030089-0.00041318i
0.0020706-0.0016391i,0.0017726-0.0019179i,0.00033545-0.0026716i,-0.0012199-0.002353i,-0.0012439-0.0010158i,-0.0003071-0.00028064i,-8.4977e-07-0.00049507i,-0.00035083-0.00076578i,-6.4273e-05-0.00075913i,-0.00046331-0.00138i,-0.00080077-0.00090324i,-0.000484-1.7406e-05i,0.00026447+0.00050937i,0.0010148+0.0008051i,0.0012656+0.00029344i,0.00068438-0.00039997i,0.00040559-0.00046732i,0.00051276+0.00019155i,-0.00035902+0.00067782i,-0.00070491+0.00092279i,-0.00044632+0.00052796i,-6.4573e-05-0.00013492i,0.00018286-0.00035033i
-0.00018033-0.00085863i,0.00050355+0.00028504i,0.00090084+0.00043932i,0.00024867-0.0004209i,-0.00045122-0.0005945i,-0.00028154-0.00060897i,-3.6121e-05-0.00084654i,-0.0001728-0.0013444i,5.0871e-05-0.00088788i,7.0028e-05+0.00011288i,1.1941e-05-4.6028e-05i,-0.00011446-0.0010475i,-0.00046631-0.00097106i,-0.00049163-0.00010459i,-0.00054227-0.00021798i,-0.0005486-0.00043303i,-0.00058383-0.00027462i,-0.00053437+0.00062826i,-0.00016573+0.0005607i,0.00051772+0.00026188i,0.00035426+0.00060486i,-0.00058969-5.8165e-05i,-0.00049443-0.00025709i
-0.0027487-0.0013503i,-0.0022662-0.00083243i,-0.0025526+0.00083361i,-0.0017922+0.0023556i,-0.000402+0.0027836i,0.00058496+0.0020131i,0.00057282+0.0011167i,0.00010641+0.00037298i,-2.5731e-05+9.4984e-05i,-0.00020479+3.7261e-05i,0.00012581+0.00038945i,0.0010397+0.0012741i,0.0010804+0.0018986i,0.000198+0.00064981i,0.00037501-0.00076213i,0.00066819-0.0010198i,0.00054841-0.00094048i,0.00082705-0.00079153i,6.5583e-05-0.00058449i,-0.00095863+0.00011876i,-0.00085067+0.00013635i,-0.00043614+0.00010133i,-0.00058371+0.00037005i
-0.00070833+1.5011e-05i,-0.0010059-3.2533e-06i,-0.00073581+0.00064258i,-0.00011608+0.00032876i,0.0016818-0.00048963i,0.0016354-0.0011846i,0.00040689-0.0014869i,0.00083264-0.0014028i,2.9234e-05-0.00091005i,-0.00010835-0.00021029i,0.00056234+0.0006952i,0.0005841+0.0006925i,0.00023713-0.00013469i,5.2926e-05-0.00070831i,1.6534e-05-0.00067238i,-0.00015872-0.00059353i,2.0365e-05-2.2298e-05i,0.00035086+0.00075474i,2.076e-05+0.0004933i,-0.00021922-0.00036656i,9.6347e-05-0.00025353i,-5.6847e-05+0.00049535i,-0.00027639-5.8202e-05i
-0.0021091-0.0019743i,-0.0014511-0.0014861i,-0.0011168-0.0010097i,-0.00052545-0.00023134i,0.00088312+0.00059419i,0.0012025-0.00053492i,0.00092269-0.0013936i,0.00057215-0.00077295i,4.9352e-05-0.00037002i,-0.00030067-2.9991e-05i,0.00029407+0.00019453i,0.00030822+0.00049912i,-0.00018517+0.0007359i,-0.00010983-8.9484e-05i,0.00043352-0.0005761i,0.00038269-0.00022138i,-5.04e-05+0.00033669i,0.00054515+0.00049646i,0.00086663+0.00045505i,0.00055409+0.0007084i,9.8163e-05+0.0013549i,-0.00080939+0.0013764i,-0.00067062+0.00070795i
-0.00016871+0.00072936i,-0.00017916+0.00096983i,8.2702e-06+0.001272i,-0.00093165+0.00087379i,-0.00066672+4.2303e-05i,0.00033957-0.00019846i,0.00030544-0.00066739i,0.00011978-0.00060995i,-3.8788e-05+0.00016908i,0.00045966-7.2958e-05i,0.00081653+0.00016163i,0.00076728+0.00035102i,0.0004406-0.00015346i,-0.0003172-0.00056427i,-0.00053652-0.00074854i,-0.00047321-1.8945e-05i,-0.00016156+0.0005922i,0.00013577+0.00036523i,0.00051635+0.00030612i,0.00023791+0.00087352i,-0.00033299+0.00045133i,-0.00030145-0.00024408i,-0.00032136+0.00023872i
0.0026245-0.0024979i,0.0030932-0.0035699i,0.00273-0.0035582i,0.0015252-0.003295i,0.00020218-0.0019262i,-0.00086259-0.00077988i,-0.00086283-0.0008766i,-0.00016541-0.0012057i,0.00070247-0.00073763i,0.00017463-0.0001074i,-0.0006911-0.00022653i,-0.0002343+0.00058507i,-0.00024668+0.00053534i,-0.00025851-0.00035516i,-5.5466e-05-0.00063261i,8.7529e-05-0.00046988i,0.00026678-0.00047316i,0.00036214-0.00021644i,8.2114e-05+0.00021866i,0.00012708+0.00011763i,0.00063771-0.00024461i,0.00087414+0.00015775i,0.00065893-0.00026413i
2.6234e-05-0.00081136i,0.00043599-0.00030732i,7.6775e-05-0.00010842i,-4.013e-05+0.00014614i,-0.00038372-0.00060613i,-0.00040459-0.0011266i,9.3848e-05-0.00057166i,0.00086359-0.00010465i,0.00089736+6.5384e-05i,0.00016711+0.00028339i,-0.00017643+0.00039727i,-0.00029726+0.00053756i,-7.3014e-05+0.00049057i,-2.1384e-05-0.00034951i,-0.00065459-0.001052i,-0.00066799-0.0010026i,-0.00044022-0.00056851i,-0.00053637-0.00020459i,0.00013636-0.00018835i,-0.00022346+0.00035824i,-0.00082047+0.00082507i,-0.00024275-8.2644e-05i,0.00019261-0.0007276i
0.0025145+0.00057269i,0.0020967+0.00020208i,0.0020385-0.001225i,0.0018137-0.0025496i,0.0012319-0.001489i,0.00070261-0.00057587i,0.00022908+1.8871e-06i,9.4714e-05-8.0999e-05i,8.6522e-05+0.00029201i,0.00016734+0.00079488i,0.00033666-0.00037214i,0.00017719-0.0013688i,-0.00023224+0.00020732i,-0.00011889+0.00049513i,0.00056161-0.00026512i,0.0011053-0.00011471i,0.00087218+0.00027926i,-3.1164e-05+3.3822e-05i,0.00058649-0.00013574i,0.00057323+0.00021377i,-0.00030991-0.00031107i,-0.00072267-0.00049689i,-0.00017189-0.00020462i
0.0027494-0.00041922i,0.0021444-0.0014263i,0.0013866-0.002076i,8.9801e-05-0.0023945i,-0.00020413-0.0022539i,0.001029-0.00099608i,0.0005731-4.7076e-05i,1.2644e-05-0.00023748i,6.2135e-05-8.2852e-05i,-0.00081646+0.00025752i,-0.00076057+0.00035645i,-0.00021021+0.00040926i,-0.00045838+0.00030545i,-0.00027506+0.00035021i,-0.00025083+0.00017886i,-0.00043242-0.00015206i,-6.9355e-05-0.00058641i,0.00019574-0.00057816i,-0.00037727-0.00025345i,-0.00014979-0.00018354i,0.00045327+4.0319e-05i,0.00016388+0.00046034i,0.00010276-0.00015298i
