-0.0013873-4.5492e-05i,-0.0017262+0.00045286i,8.5397e-05+0.00051245i,-0.00030778+0.00043905i,-0.0010855+0.00062873i,-0.0015757+0.0016915i,-0.0017105+0.0022884i,-0.00061326+0.0017973i,0.00033632+0.0010068i,0.00067256-9.3945e-05i,0.00092213-0.00061526i,0.00061704-0.00058122i,0.00040455-0.00091217i,0.00055462-0.0012916i,0.00057345-0.00062612i,0.00043386-0.00029147i,0.00039479+0.00012678i,3.3389e-05-0.00035829i,-0.00064659-0.00079455i,3.8375e-05-0.00021176i,0.00047284-0.00061139i,-8.8299e-06-0.00073056i,-6.9186e-05+5.6886e-05i
0.0011124-0.00056859i,0.001067+9.7126e-05i,0.0020313-0.0015906i,0.0010603-0.0017524i,0.00069578-0.00075317i,0.00062346+3.8104e-05i,-0.00041556+0.00096299i,-0.0013221+0.00096414i,-0.0016577+0.00055397i,-0.0014499+0.0002972i,-0.00078604-0.0001902i,-0.00049714-0.00051129i,-0.00080329+0.00040581i,-0.00035237+0.00048782i,1.5378e-05-0.00015716i,0.00019063-0.00057105i,-9.8435e-05-0.0009497i,-0.0010145-0.00077384i,-0.0012229-0.00046427i,-0.00079452-0.00059662i,-0.00044435-0.00055573i,-0.00097597-0.00085493i,-0.0013257-0.00065301i
-0.00082791+0.00013929i,-0.001172+0.00099568i,-0.00072728+0.0015469i,0.00057614+0.002121i,0.0016711+0.0014875i,0.0018239-6.3777e-05i,0.0014446-0.00095709i,0.00037106-0.00059903i,-0.00067677-0.00017496i,-0.00055677-0.00016616i,-0.0002772+0.00024332i,0.00030417+0.00044312i,0.00050526+0.00033478i,0.00049748-5.4569e-05i,0.0014312-0.00077304i,0.001326-0.0010535i,0.00054774-0.00078141i,2.5773e-05-0.00024909i,-0.00024322+0.0003001i,0.00024861+0.00078703i,0.00026859+0.00079569i,3.8019e-05+0.00073426i,-0.00011866+0.0012412i
0.0006117-0.00098861i,0.00044352-0.00050773i,0.00058194+0.00071755i,0.0013575+0.00093978i,0.0018791+0.00035708i,0.00083603+0.00071913i,-0.0012317+0.0012616i,-0.0021307+0.00081741i,-0.002191-0.0002722i,-0.0014326-0.00010257i,-0.0004982+7.7191e-05i,-3.8357e-05-0.00059172i,0.00022299-9.6952e-05i,-0.00017852+0.00055816i,-0.00019395+0.00049836i,-0.00015587+0.00059457i,-5.767e-05+0.0018192i,0.000659+0.0014294i,0.00077506+0.00029945i,3.1493e-05+3.4878e-05i,-1.436e-05-2.4583e-05i,-5.5489e-05+0.00041419i,-1.6243e-06+0.00050958i
-0.00026188-0.00086428i,-0.00053168-0.00064372i,-0.0007159+0.00050916i,-0.00071353+0.0011011i,-9.7441e-05+0.00049382i,0.0010829+0.00059669i,0.00072046+0.0010433i,0.00032722+0.00063878i,2.3436e-05-0.00030974i,-0.00065775-0.00063311i,-0.0003005+0.00019557i,0.00020754+0.00074236i,-0.00018918-1.3106e-05i,9.7935e-05+0.00040124i,0.00064091+0.001139i,3.8444e-05+0.00095266i,-0.00081543+0.00081851i,-0.00083626+0.00063154i,-0.00067566+0.00028381i,-0.00055439-0.00041732i,4.9118e-05-0.0002228i,0.00052243+0.00088177i,0.00010008+0.00090488i
0.0033129+0.0020028i,0.0036788+0.0016754i,0.0036241-0.0011071i,0.0032073-0.0029995i,0.0026369-0.0028491i,0.00089683-0.0019987i,-0.0012206-0.00089142i,-0.0016141-0.00064035i,-0.00076303-0.0011749i,-0.00056697-0.00031329i,-0.000984+9.7539e-06i,-0.0010222-0.00062946i,-0.0011021-0.00083021i,-0.001279-0.001312i,-0.0010827-0.0013079i,-0.00055443-0.00052115i,5.4728e-05-0.00028119i,0.00019916-0.00031069i,8.2281e-05+0.00068468i,0.00010388+0.00060324i,0.0002436-0.00062068i,0.00056692-0.001298i,0.00060928-0.0007812i
-0.0010714+0.0014501i,-0.0004613+0.0024819i,0.00026287+0.0023579i,0.00078616+0.0013568i,0.0012585-5.756e-05i,0.00062946-0.0011215i,-0.00055782-0.0017266i,-0.00082305-0.00094043i,-0.0011377-0.00016391i,-0.0012206-0.00041304i,-0.00055155-0.000958i,-2.7213e-05-0.00058804i,-0.00064356-9.1369e-05i,-0.0010607+0.00033347i,-0.00103+0.00025272i,-0.0010083+0.00016965i,-0.00063294+0.0014132i,-0.00056634+0.0019111i,-0.00019866+0.0016865i,0.00018873+0.0012377i,0.00062751+0.00062321i,0.00045941+0.000161i,3.1203e-05-4.9524e-05i
0.0014021-0.00020584i,0.0014804-0.00011549i,0.0014626-0.0010161i,0.0013981-0.00078216i,0.00099281-0.00022654i,0.0010745-0.00036488i,0.0015689+0.00045785i,0.00079499+0.0013466i,0.0001252+0.00067944i,-0.00044839-0.00048631i,-0.0002971-0.00069964i,-0.00019847-0.00017026i,-0.0015503+0.0001462i,-0.0020266+0.00052037i,-0.00060667+0.00028619i,0.00085204-0.00084384i,0.00089665-0.00024065i,-0.0001127+0.001458i,0.00011419+0.0014622i,0.00065838+0.0012214i,0.00047291+0.00037491i,8.5188e-05+4.7413e-05i,-0.00023271+0.00039916i
-0.00062495+0.00042682i,-0.00056428+0.00017734i,4.3445e-05-7.0589e-05i,0.0011429+0.00058823i,0.0016309+0.0012937i,0.0012741+0.0012622i,0.00046154+0.00075046i,-0.00079736+0.0007413i,-0.00064728+0.00047555i,-6.8872e-05+6.5554e-05i,-0.00027196-0.0003733i,-0.00042697-0.00053094i,-0.00035373-6.4281e-05i,0.00037462-0.00069756i,0.00090495-0.0012191i,0.00035842-0.00019301i,-0.00022968+0.00054085i,-0.00041264+0.00032679i,-0.00021318+0.00033809i,-0.00049632+0.0014152i,-0.00061271+0.0014673i,-0.00072948+0.00024932i,-0.00023589-0.00018286i
-9.4899e-05-0.0021844i,-0.00036062-0.0015464i,-1.6333e-05-0.00094651i,0.00097854-3.6519e-05i,0.0010054+0.001356i,0.00040449+0.00095197i,-0.00066079+0.00023253i,-0.0013319+8.0904e-05i,-0.0010379-0.00022488i,-0.00049628-0.00073881i,9.4269e-05-0.00060899i,-8.2561e-05-0.0003275i,0.00041267+0.00074964i,0.00062542+0.001584i,0.00035834+0.0010451i,0.00028148-0.00013883i,9.3894e-05-0.00066952i,0.00048342-8.5492e-05i,0.00031225+0.00057812i,-0.00054865+0.00083756i,-0.00081094+0.00070364i,-0.00052079+0.00063921i,0.00039937+0.00072772i
0.001147-0.0014607i,0.0011357-0.00085208i,0.00029439-0.00083319i,-0.00022874-0.00099445i,0.0011912-0.00071229i,0.0020052+0.00015454i,0.00067429+0.00073371i,-0.0010279+0.0010672i,-0.001933+0.00011072i,-0.0015165-0.00061365i,-0.00028466-0.00013616i,-0.00021298-0.00038871i,-0.00077183-0.0010645i,-0.0008029-0.00055459i,-0.00030803+0.00028967i,0.00040845+0.00018616i,0.00090298-0.00033294i,0.00053249+8.9457e-05i,0.00024529+0.00089993i,0.00040941+0.0013613i,0.00041984+0.0010193i,-0.00013247+0.00027694i,-0.00029879+5.959e-05i
0.0010363+1.1749e-05i,0.00050267-0.00043767i,0.0021454-0.00065034i,0.0031969-0.00080314i,0.0035529-0.0016927i,0.0024635-0.0013729i,0.00087955-0.00018694i,0.00014641+0.00019989i,-0.0011331+0.00052558i,-0.0010922+0.00022527i,-0.00046836-0.00097735i,-0.00060572-0.0012279i,-0.00060429-0.00019599i,0.00020474-3.392e-05i,0.00052783-0.00083535i,-0.00053938-0.00079855i,-0.0011354+0.00015458i,-0.00081389+0.00017443i,-0.00082743+0.0001336i,-0.0010559+0.00028061i,-0.001032-0.00014704i,-0.00067812-0.00020629i,-0.00038456-0.00035068i
0.0025402+0.0019525i,0.0029177+0.00059342i,0.0033807+0.00047022i,0.0023923+0.00016526i,0.00095291-0.00095178i,0.00020252-0.00080148i,-0.00017594+0.00015438i,-3.7899e-05+0.00040652i,0.00046836+0.00013932i,-4.694e-05-0.00069645i,-0.00015041-0.0013099i,-0.00026531-0.0015001i,-0.0013648-0.00068806i,-0.0020318+0.00031059i,-0.00084282+0.00017044i,7.3972e-05-0.00024126i,-6.3455e-05-0.00019954i,-0.00030785-9.6813e-05i,-0.00042619-0.00017447i,-0.00035592+0.00036926i,2.6257e-05+0.00096226i,0.00039462+0.0011486i,0.0002566+0.00068159i
-0.0016506-8.1929e-05i,-0.0020944-0.00030579i,-0.0026666+0.00064229i,-0.0011178+0.00066779i,0.00073977-0.00012884i,0.00057012-0.00042314i,-0.00054586-0.00035924i,-0.0014154+9.1596e-05i,-0.0016976+1.2244e-05i,-0.0012611+0.00042646i,-0.0004696+0.00051186i,-0.00036204+2.7952e-05i,-0.00058458+0.0002174i,0.00026326-8.5213e-05i,0.00065687-0.0010907i,-6.4195e-05-0.0010697i,-0.00047772-0.00023894i,-0.0011384-9.112e-05i,-0.0011418-0.00011306i,-0.0011336+0.00042596i,-0.00049441+0.00013058i,0.00037354-3.667e-06i,0.00061286+0.00016863i
-0.001293-0.0023285i,-0.0016375-0.0016445i,-0.002247-0.001669i,-0.0014529-0.00020698i,-0.00011724+0.0013366i,0.00026092+0.0016091i,-0.00018846+0.0011616i,-0.00037415+0.00060215i,-0.00077528+0.00053322i,-0.0010304+0.00043347i,-0.0004354+0.00058504i,-0.00016621+0.00071181i,-0.00064113+0.00034425i,-0.00071642+0.00065534i,3.5552e-05+0.00091667i,-4.2692e-06+0.00036728i,-2.8705e-05+0.00036835i,-0.00057809+0.00081829i,-0.00097123+0.00097768i,-0.0005808+0.00082657i,-0.00052101+0.00053904i,0.00019048+0.00010815i,0.00043402+0.00045364i
0.00048772+0.00041158i,0.00014297-0.00011992i,0.00019615-0.00066017i,0.00042602-0.00049185i,0.000824+7.2967e-05i,0.00053365+0.00084797i,-5.3558e-05+0.0010339i,-0.00017426+0.00024704i,-2.6696e-05-0.00039824i,-0.00021346-0.0005468i,-0.00041402-0.00072939i,-0.0005959-0.0010929i,-0.0003269-0.00050306i,1.6861e-05+0.00075281i,-0.00032547+0.00092582i,-0.00041894+0.00057246i,-0.0002892+0.00034496i,-0.00075104+0.00014202i,-0.00076804+3.1337e-05i,-0.00021786-0.00021298i,0.00049058-4.8154e-05i,0.00068483-0.00044523i,4.6969e-05-0.0011759i
-0.0013406-0.0020132i,-0.0016163-0.0021305i,-0.0013747-0.0010452i,-0.00091315+3.1187e-05i,-0.00040384+0.00025586i,-0.00037967-0.00027566i,-0.0013227-0.00033836i,-0.0020964+0.00030749i,-0.0017425+0.00021427i,-0.00063426+0.00011705i,-0.00037908+0.00061773i,-0.00017483+0.00037766i,0.00012586+0.00044391i,-0.00045077+0.00073306i,-0.00053682+0.00030223i,-0.00017442+0.00012787i,-0.00098988+0.00040482i,-0.0019573+4.1323e-05i,-0.001984-9.9258e-05i,-0.0007092-0.00026384i,0.00059865-0.00025932i,0.00072132-5.0303e-05i,0.00076479-7.7676e-05i
0.0011842-0.0011806i,-4.3437e-05-0.0010256i,-0.00075653-0.001298i,-0.00062971-0.00089438i,-8.2296e-06-0.0006171i,0.00039724-0.00046617i,-0.00041739-8.9096e-05i,-0.0013555-0.00010995i,-0.0018444-0.00054036i,-0.0022724-0.001009i,-0.0024212-0.0007786i,-0.0016298-0.0002142i,0.00024706-0.00014695i,0.0010263+0.00038874i,0.00020306+0.00099444i,-0.00026281+0.00035707i,-0.00037947+0.00058015i,-0.00065058+0.0014934i,-0.00066403+0.0011426i,-0.00024594+0.0008714i,0.00014172+0.00048319i,0.00053248-4.5045e-05i,6.1905e-05-0.00027568i
0.0021944-0.00075994i,0.0027102-0.0013264i,0.0043106-0.0022638i,0.0035959-0.0028519i,0.00152-0.0019792i,0.0013242-0.00051972i,0.001408+0.00015953i,0.0001793+0.00051619i,-0.00061219+0.00066949i,-0.0010399+0.00059134i,-0.0014991-0.00023299i,-0.00081661-0.00012227i,7.1679e-05-5.1105e-06i,-6.4807e-05-0.00018425i,-0.00054913-6.8252e-05i,-0.00036197+0.00010343i,-8.2226e-05+0.00050389i,-0.00014946+0.0011652i,-0.00034022+0.0015526i,-0.0001333+0.0012557i,0.00037752+0.00050933i,3.6637e-05+0.00047868i,-0.00051815+0.00036126i
0.00068782-0.00071394i,0.0001187-0.0015899i,-0.00056291-0.00087279i,-0.00058649-0.00085984i,7.7159e-06-0.0013146i,0.0004604-0.00083325i,1.0731e-05-0.00063615i,-0.00040059-1.3346e-05i,-0.00095382-0.00024993i,-0.00126-0.00043524i,-0.0008035-0.00031537i,-0.00032181-0.00070813i,0.00035473-0.00020032i,0.00044206+0.00066791i,-0.00018479+0.00052358i,-0.00040667+0.00022655i,-0.0005692+0.00022805i,-0.00034064+0.00094208i,-0.00031304+0.0017522i,-0.00061096+0.0013016i,-0.00055113+0.00014414i,-0.00078302+0.0001776i,-0.0001663+0.00028367i
0.00069974-0.00077211i,0.00045668-0.0013541i,0.0014325-0.00078485i,0.002292-0.00012519i,0.0023949+8.558e-05i,0.0017683-0.00060725i,0.00098345-0.0013107i,0.00045547-6.7697e-05i,0.00021271+0.00010831i,0.00021834-0.00026327i,4.0058e-05-0.00060898i,-0.00014835-0.00068354i,-0.0002503-0.0003873i,-0.00023193-0.00047157i,-8.3419e-05+0.00029095i,5.1023e-05+0.00052439i,0.00016182+0.00025577i,0.00045502+0.0002139i,0.00022774+0.00059648i,0.00036085+0.00086639i,0.00061597-0.00043114i,0.00046448-0.00064463i,0.00060212+0.00013596i
-3.4922e-05-2.9993e-05i,-8.215e-05+0.0005916i,-5.1519e-05+0.00075888i,0.0012947+0.00052813i,0.0016958-4.9114e-05i,0.001338-0.00021545i,0.001005+0.00010109i,0.00037892-0.00039502i,0.00035971-0.00092913i,0.00076201-0.00032261i,0.00039177-0.00055072i,-0.00026372-0.0011667i,-0.00050496-0.0011477i,-0.00010056-0.001018i,-0.00063034-4.7393e-05i,-0.0011214+0.00015848i,-0.00059264-7.0497e-05i,-0.00048947+0.00065022i,-0.0004273+0.00083163i,0.00021001+0.00044034i,5.5844e-05+0.00026148i,-0.00048453-0.0003473i,-0.00045608-0.00048691i
-0.0019757+0.00065835i,-0.0013543+3.9936e-05i,-0.0015138-0.00044249i,-0.00087984-0.00076383i,0.00037612-0.00082104i,0.0012545-9.1436e-06i,0.00056878+0.00076709i,-0.00043632+0.00052595i,-0.0006996-1.7897e-05i,-0.00066535-0.0005194i,-0.00062004-0.00060442i,0.00031423-0.00030339i,0.00097569+3.4422e-05i,0.00063737+2.1714e-05i,0.00059353-0.00020112i,2.0988e-06-8.8064e-05i,-0.0008436+0.00050977i,-0.0014729+0.00063056i,-0.0010076+0.00088334i,0.00011291+0.0011869i,0.00077813+0.0011269i,0.00077617+6.473e-05i,0.0006888-0.00052684i
-0.0015371+0.0018782i,-0.001028+0.0018674i,0.00044614+0.0027113i,0.0020099+0.00199i,0.0020434+0.00064221i,0.0004958-0.00030711i,-0.00071373-0.00035943i,-0.00090934+0.0005973i,-0.00039533+0.0009706i,6.9009e-05+0.0010256i,-0.00026774+0.00024914i,-7.6417e-05-0.00045022i,0.00041032-0.00049749i,0.00090726-0.00025198i,0.00057838-0.00019238i,-0.00071984-0.0001371i,-0.0010786-0.00017009i,-0.0006506+0.00020679i,-0.00076774+0.00035199i,-0.00060695+0.00068093i,0.00033053+0.0013158i,0.00041452+0.0014785i,-3.8547e-06+0.00059191i
0.00027317+0.0007181i,2.5253e-05+0.00022228i,7.974e-05+0.00075253i,0.0011086+0.00022626i,0.0024336-0.00018877i,0.0018921+0.00050085i,0.00057755+0.0006879i,-0.00077293+0.000787i,-0.0016374+0.0002889i,-0.0010856-0.0010633i,-0.00024517-0.0012913i,-0.00020335-0.00064471i,-0.0005377-0.00030224i,-0.00073726-0.00025927i,-0.00055592-0.00047505i,-0.00071709-0.0004404i,-0.00036264+5.3772e-05i,0.00065354+0.0003659i,0.0005785+0.00020004i,0.00031015+0.00061089i,0.00047976+0.00041906i,5.1926e-06-0.00031026i,-0.00012169-0.00041908i
0.0003774-0.0015288i,9.1441e-05-0.00042531i,-0.00051829+0.0008287i,-0.00063164+0.00052992i,0.00023886-0.00019704i,0.00066773+0.00028579i,-2.3005e-05+0.0005443i,-0.00067006+2.7046e-05i,-0.00031196-4.7203e-05i,-0.0001688-0.00049697i,-0.00039296-0.0002269i,-0.00011047+0.0003073i,-9.8026e-05+0.00046148i,-0.00023134+0.00055336i,2.5361e-05+0.00044223i,6.974e-05+5.0629e-05i,-0.00032058-0.00032105i,-0.00061961+0.00017698i,0.00036836+0.0008363i,0.0003641+0.00085619i,-0.00068949+0.00040646i,-0.00076494+0.00010746i,-2.6719e-05-0.00024853i
-0.0012892-0.00075219i,-0.00077794-0.0016097i,0.0002982-0.0015144i,0.0011358-0.00059648i,0.0014209+0.0003904i,0.001356+0.00042595i,0.00046949-0.00020109i,-0.00025772-0.00013948i,-0.00028775-0.0002069i,-0.00098181-0.00053705i,-0.0012357-0.00088841i,-0.00072658-0.00072983i,-0.0002356+0.00022937i,-0.00043899+0.00099557i,-0.00042834+0.00080012i,0.00011565+0.00010225i,-0.00028207+1.6431e-05i,-0.00085463+1.8739e-05i,-0.00064664+0.00065446i,-0.000421+0.0010707i,0.00027776+0.0010407i,0.00033409+0.0008507i,-1.5244e-05+0.00073342i
0.00070624+0.00042091i,0.00031619+0.00025212i,0.0017108-0.0011653i,0.0026902-0.0010942i,0.0019698-0.00057077i,0.0010365-0.00016726i,0.0002255+0.00026752i,-0.00047404+0.0002802i,-0.00068417-0.00065348i,-0.00041259-0.0015061i,0.00040944-0.0014676i,-0.00060789-0.00036384i,-0.00077515+0.00097145i,-2.1348e-05+0.00034523i,-0.00024189-0.00068609i,-3.3611e-05-0.00072679i,0.00025219-0.00026197i,0.00028405+0.00058574i,0.00011511+0.0010391i,-2.3673e-05+0.00031785i,-9.8164e-05-0.00037925i,-0.00021078-0.00049344i,8.833e-07-0.00022142i
-0.0015394+0.0014966i,-0.0017195+0.0010781i,-0.0015382+0.0002928i,-2.847e-06+0.0014887i,0.0019332+0.0017285i,0.0025365+0.00052223i,0.0010649+0.00049007i,-0.0005196+0.00018883i,-0.00011608+8.9162e-05i,0.0010977+0.00024195i,0.0010985-0.00018558i,0.00073818-5.9486e-05i,0.00035619-5.9615e-05i,5.9782e-05-0.00027834i,0.00058383-0.00034178i,0.00098749-0.00026902i,0.00013001+2.826e-05i,-0.00081246+0.0006059i,-0.0013459+0.0009654i,-0.00067062+0.00076615i,7.9832e-07+0.00033099i,-0.000517+5.2161e-06i,-0.00051886-0.00044733i
-0.0013681+0.00094972i,-0.00012075+0.0010421i,0.00092317+0.0015871i,0.0014428+0.0013736i,0.0015169+0.00036634i,0.00088621+6.9687e-05i,-7.0747e-05-0.00015204i,-0.00038601+0.00010725i,-0.0010283+0.00061424i,-0.0014035+8.6334e-05i,-0.00074662-0.00040842i,-0.00017618-0.00063722i,0.00012241-0.00045347i,0.00070983+0.00046061i,0.00040399+0.0011645i,-0.00033172+0.0015332i,-8.3114e-06+0.0011918i,0.00026005+0.00039966i,7.0294e-05+0.00038382i,-0.00024169+0.00072798i,-0.00058384+0.00037546i,-0.00063387+0.0004598i,-1.5777e-06+0.00028402i
0.00067803+0.0021992i,0.00013414+0.0013357i,0.00086317+0.00084951i,0.0018476+0.00019128i,0.0023469-0.00061563i,0.0019643-0.00057667i,7.03e-05+5.6299e-05i,-0.0013553-0.00021948i,-0.00072695-0.00062407i,1.4546e-05-0.00074114i,-9.8791e-05-0.00091856i,-0.00047994-0.001487i,-0.00056417-0.0011147i,-0.00034015-0.00040178i,-0.00036892+9.0179e-05i,-0.001021-0.00026387i,-0.0010319-0.0011355i,-0.0007135-0.00074682i,-0.0003176-0.00050304i,0.00011324-0.00051436i,0.00047615-0.00014249i,-0.00038847-0.00033667i,-0.00080821-0.001125i
-0.00038959-0.00012912i,-0.0003113+0.00054957i,0.00058332-3.1531e-05i,0.0015846+0.0001438i,0.0017683+6.2855e-05i,0.0017509-0.0017004i,0.00053752-0.0015289i,-0.00093396-0.0002976i,-0.0014817-0.00013607i,-0.0012405+0.00041561i,-0.00096113+0.00020844i,-0.00025848-0.00047966i,0.00016727-0.00078079i,0.00011449-0.0011657i,0.00013712-0.00083879i,-0.00010759+0.00021273i,0.00023911+0.0001381i,8.023e-05-0.00012864i,-0.00025247+6.8742e-05i,-3.5923e-05+0.00017435i,-0.00016216+0.00052795i,-6.3081e-05+0.00034411i,-0.00020316-0.00011327i
0.0016042+0.00029247i,0.001205+0.00030959i,0.0018069-0.0004579i,0.0020295-0.00088967i,0.0017037-0.00045192i,0.00051478+2.5675e-05i,-0.00094683+0.00059257i,-0.0014519+0.00025479i,-0.0012035-0.00073783i,-0.00034824-0.0014501i,-0.00061436-0.0015569i,-0.0017911-0.0016496i,-0.0014964-0.00097701i,-0.00068831+0.00024072i,6.8348e-05+0.0001935i,0.0004024+0.0002817i,-1.0163e-05+0.00058743i,-0.00035658+0.00040196i,-0.00036982+0.00040554i,-0.00052753+0.00065265i,-0.0005892+0.00097091i,-0.0004347+0.00050739i,-0.0007164-0.00032897i
-0.00062582-0.00054389i,0.000273+2.2879e-05i,-0.00022426-0.0001082i,0.00039072-0.0005578i,0.0012582-0.00071983i,0.00069995-0.00071967i,0.00036721+3.6274e-06i,3.5657e-05+0.00044567i,-8.4728e-05-0.0001125i,0.00035761-0.0008605i,4.8897e-05-0.00082794i,-0.00048257-0.0010436i,0.0005821-0.00069497i,0.00097201-0.00039949i,-0.00014842-6.3645e-05i,-0.0003313-7.032e-05i,2.1829e-05+0.00069122i,-3.2932e-05+0.001516i,8.0081e-05+0.0013262i,0.0002503+0.0011307i,0.00049595+0.0006677i,0.00034165+0.00019914i,-0.00022034+0.00018214i
-0.00092413+0.00044093i,-0.00071645-4.3459e-05i,0.00082646+2.7736e-05i,0.0019508+0.0010438i,0.001899+0.0014729i,0.0013628+0.0010433i,0.00067241+0.00065273i,-0.0003749+0.00047594i,-0.00040488+0.00014971i,0.0003494-0.00058853i,0.00031867-0.00089617i,-0.00019255-0.00077378i,-4.9934e-05-0.00068845i,-0.00056436-0.00081464i,-0.00084006-0.00050394i,-0.00047056-0.0004967i,-0.00083208-0.00056942i,-0.00080432-0.00021387i,-0.00011599+0.00012544i,0.00027001-0.00017569i,0.000182-3.2054e-05i,0.00015458-0.00018778i,-0.00018703-0.0002286i
-0.00078753+0.0022619i,-0.0012256+0.0027306i,-0.00039757+0.0034895i,0.0016237+0.0022717i,0.0026712+0.0010087i,0.0017128+3.2057e-05i,0.00017623-0.00086144i,-3.8518e-06-0.00019333i,2.3658e-05+0.00039701i,-0.00038526+0.0006365i,0.00035873+0.00027624i,0.00065327-0.0012978i,0.00013742-0.0012493i,-1.1455e-05+0.00018281i,-0.00030219+0.00049427i,-0.00038225-0.00086184i,0.00046818-0.0013212i,0.00062728+0.00014864i,0.00014623+0.0010617i,-0.00038156+0.001045i,-0.00038822+0.00041905i,2.8248e-06-0.00051685i,0.00041126-0.00046135i
0.003553-0.00089495i,0.0032908-0.00060993i,0.0027799-0.0024324i,0.0020799-0.002172i,0.0010922-0.00078707i,0.00016615+0.00029171i,-0.00058109+0.00066659i,-0.0011668+8.6564e-05i,-0.00057459-0.00066518i,-2.04e-05-0.0010279i,7.2388e-06-0.00035045i,-0.00068119+0.00019711i,-0.00057104-0.00019375i,0.00012182+0.00014691i,7.3641e-05+0.00035589i,-0.00050774+0.00025826i,-0.00013339+0.00034119i,0.00074191+0.00072581i,0.00055682+0.0012255i,-0.00035317+0.001i,-0.00071501+0.0011991i,-0.00036232+0.00059159i,7.9128e-05-0.00053813i
0.0011391-0.00020906i,9.7986e-05+0.00016657i,-0.00072975-0.00010997i,-0.00068089-0.00049558i,0.00039994-0.0010378i,0.00095644-0.0010362i,0.00012196-0.00094561i,4.0994e-05-0.00062276i,0.00012321-0.00061888i,0.00018096-0.00039396i,-0.00057519+0.00025674i,-0.0012686-5.0629e-05i,-0.00057459-0.00029841i,-0.0001683-0.00016029i,-0.00021934-0.00033805i,0.00015087-0.00027284i,0.0002647+0.00062428i,0.00041789+0.00078325i,0.00050573+8.6798e-05i,0.00076841+0.0002326i,0.00085504+0.00080295i,0.00087212+0.0005415i,0.00098234-9.0563e-05i
-0.00077012+0.00029365i,-0.00043161+0.0012874i,0.00016925+0.001524i,0.0014874+0.0015152i,0.0027823+0.0015989i,0.0021507+0.0010353i,0.00011142-5.3035e-05i,-0.00065019-0.00048263i,-0.00046057-4.3522e-05i,-0.00059315-0.00068716i,-0.00070319-0.00096021i,-0.00089797-0.00070613i,-0.00091597-0.00016831i,0.00016528+0.00024178i,0.00064667-0.00049185i,-9.8271e-05-0.0007849i,-0.00066523-0.00022523i,-0.00055803+0.00056596i,0.0001474+0.0013467i,0.0005126+0.0014481i,-0.00048413+0.00046041i,-0.0011192-0.00072864i,-0.00052603-0.00088378i
0.0025104+0.0003762i,0.0027666+0.00026024i,0.0029652+0.00028095i,0.0022201-0.00022128i,0.0014019-0.00070621i,0.00023544-0.00041623i,-0.00069107+0.0011027i,-0.00028317+0.0016214i,6.9258e-05+0.00015231i,0.00010124-0.0013723i,-0.0004528-0.0012052i,-0.00060108-0.00056346i,-0.00054969+0.00010185i,-0.00070928+0.00089077i,-0.0002944+0.00087726i,-0.00015785+0.00072285i,0.00016624+0.0011986i,0.00022927+0.0015647i,0.00033134+0.0012273i,0.0008968+0.0013079i,0.0004675+0.0006687i,0.00043769-0.00011689i,0.00092568+0.0001306i
-0.0017654+0.00061801i,-0.001327+0.00067896i,0.00016995+0.0013917i,0.0020988+0.0017531i,0.0028096+0.0011188i,0.0016286+0.00018575i,3.1956e-05-0.00044732i,-0.00064465-0.00089406i,-0.0004932-0.00063381i,-7.7322e-05-6.8033e-05i,0.000687+3.2173e-05i,0.0010482-0.00011022i,0.00094725-4.291e-05i,0.00045885-0.00031556i,-0.000314-0.00032491i,-0.00045192-0.00026328i,-0.00012331+0.00034001i,0.00035024+0.0006108i,-1.4641e-05+0.00069802i,-0.00027499+0.00059506i,0.00042816+9.3274e-05i,0.00058345+0.000218i,0.0002566+0.00040942i
-0.00010393+0.0005509i,0.00033893+0.0012486i,0.0015625+0.00045331i,0.0017997+0.00017441i,0.0021531+0.00060128i,0.00172+0.00057182i,0.00058991+0.00071663i,-0.00031448+0.00035901i,-0.00085385-0.00068826i,-0.0007804-0.00085479i,-0.00065175-0.00053942i,-0.00049042-1.2265e-06i,-0.00077605+0.0010123i,-0.00063887+0.00073243i,3.9755e-05-0.00012335i,0.00079192-0.00015143i,0.00038584-0.0004217i,-0.00052755-0.00017117i,-0.00063537+0.00044904i,-0.00043199+0.0010117i,-0.00071457+0.0010318i,-0.0007963+0.00013456i,0.00063378+1.2685e-06i
-0.00013099-0.00092165i,-0.00041802-0.0009898i,0.00023336-0.00066734i,0.0014564-0.00083647i,0.0025022-0.0006194i,0.0022268+0.00012463i,0.00044901+0.00031334i,-0.00071677+0.0013561i,-0.0008391+0.001226i,-0.0009238-0.00024081i,-0.0006492-0.0010561i,-0.00072075-0.00031521i,-0.00097646-8.1696e-06i,-0.0011145-0.00040581i,-0.0011467-0.00059921i,-0.0013315-0.00072085i,-0.0010046-0.00049941i,-0.00083821+0.00014837i,-0.0013943+0.00041968i,-0.00089016-0.00036662i,-0.00029594-0.00057834i,-0.00030526-0.00049853i,-0.00028346-0.00064167i
