-0.0011575+0.00049643i,-0.0020011-0.00088208i,-0.0015025-0.002224i,-0.0015779-0.0019604i,-0.0026399-0.0008338i,-0.002742+0.0010201i,-0.0017095+0.0020661i,-0.00022616+0.001304i,0.0010517+1.0956e-05i,0.0014555-0.00095448i,0.00063092-0.00075946i,5.4082e-05-0.00031037i,0.0004924-0.00090528i,0.00092191-0.0011638i,0.00061858-0.0009593i,0.00073077-0.00044352i,0.00039069-0.00023865i,-6.3176e-05-0.00067207i,-0.00026531-0.00067413i,-2.7659e-05-0.00041505i,0.00050452-5.0262e-06i,0.00018652+0.00010623i,-0.0002511-0.00014308i
-0.029899-0.0294i,-0.076106-0.049357i,-0.11126-0.034712i,-0.04773-0.0065888i,0.10783-0.055596i,0.21209-0.17973i,0.16378-0.23995i,0.045877-0.19059i,0.0049798-0.11388i,0.015763-0.062182i,0.0010138-0.022859i,-0.01975+0.010816i,-0.028123+0.034528i,-0.033566+0.053355i,-0.036774+0.092042i,-0.030684+0.16138i,-0.015553+0.24419i,-0.0018746+0.31435i,0.02276+0.30405i,0.052616+0.18118i,0.045726+0.049982i,0.015936+0.0055076i,-0.00047509+0.0091665i
0.032239+0.024417i,0.098583+0.045946i,0.18497+0.048045i,0.23402+0.03747i,0.22395+0.065839i,0.20972+0.1341i,0.20933+0.15452i,0.22232+0.10316i,0.23616+0.045546i,0.1843+0.00029953i,0.072223-0.025791i,-0.010164-0.010184i,-0.024506+0.011542i,-0.0052241+0.010725i,0.016301-0.015286i,0.026209-0.070646i,0.034243-0.13716i,0.052146-0.19433i,0.056606-0.19504i,0.034535-0.11765i,0.012412-0.036775i,0.011265-0.010415i,0.022636-0.020904i
-0.036033-0.01398i,-0.088339-0.01813i,-0.13254-0.002869i,-0.14903-0.00039895i,-0.20944-0.030733i,-0.34953-0.029813i,-0.38854+0.057379i,-0.26513+0.14681i,-0.15292+0.16661i,-0.09126+0.13691i,-0.040712+0.076994i,-0.020238+0.026279i,-0.0095298+0.021971i,0.020152+0.03216i,0.058079+1.0283e-05i,0.086791-0.079191i,0.10453-0.17393i,0.12012-0.25463i,0.11276-0.26617i,0.070931-0.1777i,0.042696-0.062056i,0.048308-0.0049636i,0.054704+0.0002004i
0.045217+0.0027872i,0.10737-0.0087891i,0.16406-0.046362i,0.18005-0.08553i,0.18913-0.12147i,0.22247-0.17468i,0.19209-0.21234i,0.053052-0.16969i,-0.086222-0.074339i,-0.1221+0.006861i,-0.070707+0.040082i,-0.023666+0.012721i,-0.026151-0.025098i,-0.047781-0.032881i,-0.07377-0.010411i,-0.11131+0.040324i,-0.16728+0.10704i,-0.24133+0.17945i,-0.25574+0.22425i,-0.15454+0.18878i,-0.044476+0.099783i,-0.018288+0.046607i,-0.026605+0.047512i
-0.046358+0.0038i,-0.10551+0.029794i,-0.14269+0.090101i,-0.087079+0.16584i,0.059028+0.23366i,0.20192+0.26163i,0.23143+0.19475i,0.12895+0.056214i,0.00053215-0.042977i,-0.05287-0.061939i,-0.038253-0.055562i,0.0040446-0.046868i,0.043901-0.036861i,0.049877-0.034315i,0.023101-0.028192i,-0.013433-0.011041i,-0.0442+0.01966i,-0.056637+0.061987i,-0.047321+0.091902i,-0.026622+0.078382i,-0.015003+0.035278i,-0.015338+0.0089826i,-0.012744+0.0077402i
0.046157-0.0092812i,0.098952-0.033781i,0.12562-0.061249i,0.064777-0.070399i,-0.10915-0.079331i,-0.32722-0.10055i,-0.37421-0.10119i,-0.15422-0.12398i,0.077746-0.20021i,0.1133-0.20534i,0.064932-0.11596i,0.033297-0.043969i,-0.012361-0.0080478i,-0.040414+0.025891i,-0.0022603+0.039204i,0.09323+0.01337i,0.22433-0.043849i,0.34735-0.10449i,0.34839-0.13544i,0.18179-0.11735i,0.004021-0.057953i,-0.056095-0.0096737i,-0.04616+0.0089302i
-0.039902+0.022395i,-0.080579+0.075063i,-0.085172+0.14448i,-0.017208+0.14051i,0.063252-0.0017299i,0.080354-0.18705i,0.029388-0.2155i,-0.032488-0.045024i,-0.013523+0.13729i,0.053805+0.1679i,0.06596+0.11279i,0.047189+0.072696i,0.058598+0.022748i,0.062939-0.038578i,0.026787-0.05523i,-0.014857-0.024658i,-0.035258+0.0057631i,-0.052482+0.0017217i,-0.064921-0.034192i,-0.041225-0.058084i,0.0031895-0.055751i,0.021239-0.053845i,-0.0023033-0.05241i
0.031306-0.033094i,0.07396-0.078628i,0.10764-0.11272i,0.13522-0.053531i,0.20753+0.12019i,0.33226+0.29237i,0.37036+0.29811i,0.2339+0.16763i,0.050975+0.094365i,-0.020263+0.10127i,-0.0085159+0.082317i,-0.0057769+0.055475i,0.010762+0.072867i,0.057458+0.083468i,0.06938+0.038485i,0.0035479-0.023267i,-0.13039-0.04176i,-0.2766-0.0040549i,-0.30189+0.065639i,-0.15294+0.099255i,0.0044627+0.057486i,0.040976+0.011279i,0.029291-0.0023117i
-0.027841+0.040694i,-0.049791+0.098368i,-0.047126+0.14831i,-0.041762+0.12038i,-0.11342+0.030368i,-0.25476-0.011443i,-0.26935+0.025072i,-0.097548+0.013079i,0.010381-0.10047i,-0.045603-0.17382i,-0.093912-0.13721i,-0.06439-0.080373i,-0.042058-0.045129i,-0.046247+0.00073974i,-0.011153+0.045932i,0.07324+0.057903i,0.14609+0.042816i,0.17809+0.041504i,0.1677+0.062077i,0.11586+0.055054i,0.062092+0.018136i,0.04306-0.0019133i,0.047125+0.003096i
0.022783-0.048555i,0.02987-0.11134i,0.0022706-0.17264i,-0.037433-0.19818i,-0.038426-0.26393i,-0.028809-0.41395i,-0.042504-0.47269i,-0.010584-0.35311i,0.081062-0.23513i,0.11878-0.19178i,0.076633-0.14222i,0.021049-0.083582i,-0.015839-0.036528i,-0.026854-0.013099i,-0.02796-0.0065i,-0.0072437+0.016561i,0.075194+0.035509i,0.18551+0.020165i,0.21835-0.0076592i,0.12969-0.0071764i,0.025309+0.034615i,-0.0054933+0.066706i,-0.013205+0.056787i
-0.0086285+0.049142i,-0.011392+0.1173i,0.010005+0.18792i,0.068093+0.23381i,0.18558+0.28924i,0.33785+0.36164i,0.3714+0.36053i,0.20587+0.3234i,0.051654+0.36901i,0.065488+0.3862i,0.10348+0.27115i,0.074312+0.14194i,0.043173+0.064335i,0.019971+0.013688i,-0.0088522-0.0085887i,-0.048585-0.015195i,-0.10849-0.022191i,-0.1701-0.031958i,-0.1994-0.023179i,-0.14889+0.023786i,-0.050178+0.053064i,-0.0048482+0.027132i,-0.01213-0.005439i
-0.0043106-0.050193i,-0.010329-0.10597i,-0.022296-0.12464i,-0.026198-0.052113i,-0.064784+0.084412i,-0.18986+0.21363i,-0.28248+0.27671i,-0.21693+0.20603i,-0.1396+0.056874i,-0.145+0.0074585i,-0.11556+0.040133i,-0.041543+0.034561i,0.00037314-0.0013598i,0.0061124-0.035828i,-0.027753-0.042181i,-0.078083-0.0090922i,-0.11994+0.013043i,-0.17746+0.01158i,-0.21517+0.020524i,-0.16548+0.032308i,-0.077618+0.023752i,-0.035614+0.011408i,-0.021685+0.020078i
0.010718+0.055085i,0.043323+0.12954i,0.10934+0.19694i,0.16852+0.15384i,0.14202-0.077077i,-0.0048965-0.41623i,-0.16802-0.57869i,-0.18952-0.45625i,-0.086594-0.32036i,-0.033512-0.28834i,-0.03516-0.20614i,0.011898-0.093513i,0.06952-0.045245i,0.10061-0.027049i,0.11179-0.034792i,0.093722-0.06614i,0.094619-0.065643i,0.13752-0.042743i,0.14848-0.058614i,0.07019-0.10411i,-0.028657-0.10618i,-0.05133-0.06837i,-0.030569-0.050116i
-0.017733-0.048738i,-0.046614-0.086854i,-0.08188-0.069707i,-0.053608+0.055783i,0.10338+0.20979i,0.37446+0.22803i,0.56736+0.072368i,0.51135-0.087358i,0.36904-0.079364i,0.30512-0.0073158i,0.22033-0.0054612i,0.085944+0.0098884i,0.019412+0.07974i,0.033902+0.1284i,0.071382+0.11121i,0.1006+0.048975i,0.099365+0.010317i,0.08809+0.025519i,0.093206+0.039172i,0.081339+0.024356i,0.042875+0.017046i,0.022677+0.022816i,0.025332+0.015302i
0.017688+0.050343i,0.033778+0.10142i,0.006223+0.15064i,-0.12429+0.21246i,-0.28584+0.36801i,-0.30809+0.61108i,-0.17788+0.74051i,-0.027666+0.68696i,0.084774+0.61911i,0.17849+0.52542i,0.18634+0.31257i,0.091958+0.12645i,0.025208+0.068104i,0.022234+0.054203i,0.041937+0.041499i,0.06588+0.022719i,0.046851-0.018966i,-0.033434-0.051759i,-0.092452-0.01905i,-0.045567+0.058059i,0.04659+0.082447i,0.072516+0.04763i,0.046894+0.026771i
-0.033989-0.036619i,-0.098586-0.087799i,-0.19819-0.14937i,-0.31343-0.21306i,-0.44881-0.29718i,-0.60146-0.35057i,-0.63259-0.28164i,-0.47638-0.1794i,-0.37247-0.11095i,-0.37613+0.03318i,-0.25536+0.17802i,-0.059654+0.16918i,0.01845+0.10438i,0.002853+0.092669i,-0.019488+0.11851i,0.0077583+0.15471i,0.081503+0.15162i,0.12756+0.11354i,0.11417+0.089846i,0.063535+0.06335i,0.0051323+0.030993i,-0.030997+0.034093i,-0.031985+0.046397i
0.045786+0.023264i,0.093372+0.021588i,0.12319-0.058907i,0.079407-0.26115i,-0.0058466-0.54156i,-0.079584-0.75669i,-0.15439-0.73402i,-0.22574-0.47537i,-0.2751-0.2831i,-0.33172-0.25169i,-0.33463-0.16378i,-0.22791-0.029281i,-0.13154+0.013307i,-0.113-0.0036898i,-0.12446-0.010379i,-0.14157+0.027689i,-0.14402+0.10869i,-0.12476+0.16503i,-0.085023+0.15018i,-0.036267+0.079318i,-0.020114+0.0096105i,-0.033563-0.008724i,-0.033349+0.0031614i
-0.038283-0.019859i,-0.069163-0.015703i,-0.028402+0.028509i,0.18112+0.094632i,0.51294+0.12079i,0.78688+0.072999i,0.83785-0.037406i,0.63534-0.16029i,0.37778-0.21745i,0.2413-0.21971i,0.14527-0.21395i,0.043263-0.15169i,0.02084-0.06181i,0.044237-0.038525i,0.0032446-0.061193i,-0.13144-0.066893i,-0.30459-0.032911i,-0.42789+0.015306i,-0.41221+0.048286i,-0.25955+0.070984i,-0.10428+0.071214i,-0.043777+0.035061i,-0.038034+0.0058521i
0.04964+0.015601i,0.1181+0.010886i,0.17631-0.021909i,0.17802-0.046873i,0.14448+0.01973i,0.1044+0.22253i,0.060379+0.42077i,0.057579+0.42102i,0.12646+0.28265i,0.19463+0.1775i,0.18809+0.11441i,0.11511+0.06231i,0.05634+0.04064i,0.05941+0.018164i,0.080711-0.037957i,0.077643-0.11696i,0.034633-0.20581i,-0.035452-0.28199i,-0.074525-0.26245i,-0.049592-0.12713i,0.010445-0.011582i,0.055752+0.0039345i,0.062909-0.012999i
-0.05115-0.011128i,-0.12355+0.018375i,-0.19152+0.10553i,-0.18328+0.21767i,-0.16508+0.23909i,-0.23624+0.17211i,-0.2681+0.10456i,-0.11239+0.023516i,0.035925-0.054386i,0.020259-0.033991i,0.0095645+0.042008i,0.048945+0.063593i,0.056958+0.058397i,0.052915+0.067504i,0.071377+0.0756i,0.14043+0.069643i,0.24789+0.02958i,0.31868-0.039524i,0.266-0.082896i,0.092742-0.068894i,-0.050754-0.019608i,-0.057657+0.036233i,0.00097945+0.053989i
0.050764-0.004597i,0.14086-0.061316i,0.23509-0.22003i,0.2043-0.44019i,0.0068641-0.56763i,-0.26536-0.53936i,-0.51311-0.36994i,-0.62093-0.034419i,-0.50915+0.24237i,-0.29859+0.26592i,-0.14554+0.21698i,-0.067135+0.17889i,-0.06421+0.10078i,-0.088759+0.043023i,-0.067507+0.012472i,-0.042457-0.032476i,-0.073503-0.079946i,-0.13942-0.074636i,-0.16466+0.025305i,-0.092334+0.12074i,-0.0018904+0.10133i,-0.0044145+0.040951i,-0.045823+0.021483i
-0.05603-0.013841i,-0.11253+0.060143i,-0.092705+0.2311i,0.13041+0.44161i,0.5161+0.49964i,0.80847+0.21005i,0.74255-0.33283i,0.37071-0.72989i,0.043903-0.79263i,-0.10615-0.67661i,-0.21328-0.49427i,-0.23158-0.27308i,-0.10267-0.12582i,0.0217-0.088239i,0.088664-0.084392i,0.12821-0.078602i,0.1034-0.033124i,0.012822+0.071894i,-0.082785+0.13941i,-0.10244+0.11015i,-0.04442+0.04285i,0.014009-0.0021644i,0.045785-0.0029393i
-0.95142+9.1841i,0.27206+9.4123i,4.3412+9.4719i,6.5733+5.6187i,5.7395+1.3411i,3.2553-0.91466i,1.0412-0.78342i,0.16292+0.15921i,0.68282+0.68536i,1.8222+0.16286i,2.0767-1.1392i,1.3134-2.1162i,0.33276-2.3389i,-0.48824-1.9496i,-0.87334-1.3185i,-0.91522-0.80634i,-0.87213-0.4166i,-0.6874+0.0022845i,-0.23463+0.2613i,0.28556+0.12526i,0.59307-0.21853i,0.61471-0.45964i,0.43938-0.50011i
-0.040675+0.010148i,-0.070161+0.014824i,-0.030396-0.024088i,0.068497-0.12165i,0.11922-0.11426i,0.071045+0.069227i,0.0088412+0.21115i,-0.01757+0.12974i,-0.012473-0.0046273i,0.034113-0.00056081i,0.10205+0.041587i,0.14637+0.036887i,0.16966-0.020045i,0.15621-0.10722i,0.071881-0.17145i,-0.041088-0.21764i,-0.15016-0.23761i,-0.24052-0.19267i,-0.25996-0.098589i,-0.19617-0.010476i,-0.10863+0.024112i,-0.036351+0.0058231i,0.012305-0.024973i
0.04664-0.021727i,0.10432-0.052076i,0.2078-0.057946i,0.32173-0.03029i,0.35636+0.020563i,0.24108+0.11347i,0.048776+0.23014i,-0.053138+0.32183i,-0.056331+0.32719i,-0.047502+0.20266i,-0.054011+0.06086i,-0.085448+0.031411i,-0.10949+0.10619i,-0.081334+0.17769i,0.0073463+0.13329i,0.10901-0.0084261i,0.16724-0.12915i,0.18187-0.15889i,0.17304-0.097371i,0.16596-0.015724i,0.16172+0.00073672i,0.11695-0.034812i,0.032047-0.053065i
-0.037245+0.039014i,-0.056823+0.029403i,-0.075366-0.083317i,-0.10356-0.32224i,-0.12379-0.54122i,-0.15333-0.6114i,-0.22711-0.52166i,-0.29709-0.34229i,-0.33137-0.21205i,-0.33482-0.15965i,-0.26522-0.10196i,-0.1632-0.077553i,-0.14485-0.093815i,-0.17977-0.048514i,-0.16305+0.071173i,-0.079256+0.19529i,0.032991+0.28682i,0.15866+0.33735i,0.24588+0.28497i,0.21655+0.13169i,0.11272+0.016015i,0.03649-0.0056439i,0.0056156+0.0061082i
0.01762-0.033946i,0.019886-0.088563i,-0.020537-0.14085i,-0.11364-0.15295i,-0.18434-0.13805i,-0.14521-0.14201i,-0.062168-0.14688i,-0.081695-0.10733i,-0.20202-0.065773i,-0.27641-0.041393i,-0.2403+0.0061566i,-0.12977+0.044004i,-0.02297+0.0043816i,0.0091472-0.073619i,-0.021403-0.10706i,-0.070809-0.076166i,-0.068022-0.009915i,0.024132+0.019369i,0.099904-0.045622i,0.053235-0.12795i,-0.040696-0.12303i,-0.063592-0.068888i,-0.03464-0.03852i
-0.015593+0.033907i,-0.028568+0.073449i,-0.037143+0.09984i,-0.031306+0.10808i,0.013739+0.16185i,0.13791+0.2294i,0.26945+0.18831i,0.30671+0.069786i,0.31463-0.01872i,0.30185-0.075703i,0.20712-0.12873i,0.10307-0.13039i,0.076995-0.064582i,0.10978-0.0028408i,0.12234-0.024277i,0.075235-0.11969i,-0.0078196-0.22714i,-0.10505-0.29049i,-0.16224-0.23464i,-0.12419-0.086618i,-0.043972+0.016563i,0.0090333+0.019707i,0.030606-0.022874i
0.013092-0.031178i,-0.0009059-0.080248i,-0.028344-0.11076i,-0.053348-0.067247i,-0.0072314+0.045947i,0.1424+0.18939i,0.29709+0.24935i,0.37074+0.15521i,0.40054+0.049291i,0.37035+0.0022502i,0.22232-0.035894i,0.027206-0.01768i,-0.083372+0.06951i,-0.08885+0.14264i,-0.027634+0.18528i,0.073126+0.20247i,0.13982+0.17565i,0.14322+0.13062i,0.12718+0.092845i,0.10891+0.056447i,0.073678+0.031228i,0.02233+0.04154i,-0.009042+0.073951i
-0.0016907+0.040413i,-0.0075248+0.10578i,-0.015572+0.18841i,-0.0064849+0.23395i,0.0017801+0.17683i,-0.070109+0.071928i,-0.18227+0.058683i,-0.17789+0.13229i,-0.056286+0.16431i,0.044486+0.10827i,0.082805+0.040332i,0.091112-0.021674i,0.059421-0.10822i,-0.026803-0.16737i,-0.1174-0.11969i,-0.1387+0.031703i,-0.06337+0.18556i,0.055197+0.23152i,0.12242+0.13878i,0.094372+0.0086403i,0.029587-0.033274i,0.016464+0.008694i,0.043526+0.043312i
0.0007757-0.044017i,0.013188-0.075472i,0.068544-0.090763i,0.14175-0.087577i,0.11608-0.086132i,-0.070158-0.054408i,-0.22471+0.057445i,-0.20663+0.14079i,-0.20319+0.094573i,-0.2504+0.055457i,-0.17351+0.071134i,-0.041259+0.021108i,0.0095352-0.066243i,0.016942-0.10514i,-0.015602-0.10485i,-0.10133-0.075704i,-0.16085-0.0094776i,-0.17078+0.055007i,-0.15539+0.064844i,-0.11132+0.027904i,-0.05682-0.017529i,-0.01711-0.069822i,-0.0071919-0.11902i
0.0037928+0.033755i,0.0074185+0.056384i,-0.014127+0.0398i,-0.061432-0.034i,-0.065943-0.11646i,0.010229-0.20331i,0.031692-0.30519i,-0.11185-0.31214i,-0.26754-0.18142i,-0.2655-0.039639i,-0.16092+0.028358i,-0.072086+0.05306i,-0.021871+0.077972i,0.026322+0.086163i,0.077343+0.031802i,0.087419-0.07174i,0.031091-0.14984i,-0.035431-0.15273i,-0.044251-0.080278i,9.0744e-05+0.012996i,0.045342+0.057379i,0.050803+0.052023i,0.034824+0.036355i
-0.0092469-0.028482i,-0.029616-0.037424i,-0.042312-0.0048519i,-0.035174+0.066243i,-0.030437+0.068926i,-0.049733-0.037792i,-0.088114-0.10222i,-0.093628-0.054915i,-0.029217-0.0059904i,0.010832-0.020808i,-0.01724-0.01224i,-0.021529+0.037243i,-0.0071645+0.061959i,-0.029411+0.076703i,-0.0395+0.075096i,-0.014076+0.032085i,0.012248-0.01735i,0.050381-0.058085i,0.086795-0.083448i,0.073867-0.073447i,0.030057-0.038122i,-0.0023901+0.012785i,-0.0067361+0.071623i
0.012176+0.018547i,0.046754+0.030346i,0.075401+0.024095i,0.08311+0.023401i,0.098811+0.11425i,0.17367+0.26065i,0.30929+0.28296i,0.41479+0.12854i,0.40652-0.05651i,0.30503-0.13938i,0.16289-0.13965i,0.042214-0.11047i,-0.012146-0.086882i,-0.021014-0.066355i,-0.02213-0.011435i,-0.014643+0.064034i,0.02045+0.11464i,0.063583+0.12727i,0.065872+0.095812i,0.016271+0.041984i,-0.041375+0.015485i,-0.061363+0.011213i,-0.057333+0.0011691i
-0.018358-0.023027i,-0.066585-0.049499i,-0.12037-0.06081i,-0.1149-0.022828i,0.0028625+0.046948i,0.15562+0.085715i,0.1704+0.064443i,0.052054+0.027928i,-0.025778+0.0072314i,-0.019928-0.010311i,-0.014687-0.019268i,-0.018323-0.011782i,-0.0024103-0.017892i,0.0068939-0.054945i,0.0063526-0.077391i,0.011665-0.066734i,0.0050659-0.044984i,-0.026909-0.013534i,-0.049107+0.016727i,-0.024937+0.023875i,0.017213+0.010752i,0.039449-0.026868i,0.028315-0.088407i
0.023229+0.025457i,0.037113+0.047302i,0.01373+0.066867i,-0.069534+0.053658i,-0.17169-0.017618i,-0.24161-0.072351i,-0.25294+0.006487i,-0.17422+0.16844i,-0.061643+0.25608i,-0.015029+0.20942i,-0.014564+0.10524i,-0.026949+0.024885i,-0.053332+0.0049274i,-0.075584+0.022859i,-0.080631+0.029398i,-0.067359+0.015739i,-0.05758-0.0048177i,-0.055572-0.019764i,-0.036904-0.023359i,-0.0123-0.024195i,-0.0018327-0.021438i,0.0026821-0.0041393i,0.017128+0.021868i
-0.023582-0.014973i,-0.050426-0.0083056i,-0.060644+0.036143i,-0.058899+0.11005i,-0.12565+0.15195i,-0.26943+0.12834i,-0.32948+0.06972i,-0.26363-0.0029342i,-0.21158-0.037271i,-0.18896-0.0025177i,-0.12975+0.034518i,-0.052889+0.050403i,0.008887+0.067768i,0.044137+0.072531i,0.040957+0.063471i,0.026646+0.059844i,0.040215+0.054041i,0.077408+0.024175i,0.085555-0.014316i,0.034826-0.023594i,-0.027632-0.0034253i,-0.048981+0.031763i,-0.027809+0.070609i
0.018538+0.0063848i,0.05409-0.0072087i,0.07766-0.046451i,0.076613-0.07778i,0.11508-0.044699i,0.19938-0.020806i,0.17525-0.076078i,0.028052-0.077725i,-0.061674-0.0034103i,-0.04124+0.019158i,-0.0012039-0.015204i,0.019215-0.060724i,0.024983-0.10615i,0.022313-0.1265i,0.01046-0.11307i,-0.01491-0.073467i,-0.027168-0.023691i,-0.018035+0.013154i,-0.0047449+0.030576i,0.0095149+0.024301i,0.013302+0.00038603i,0.0040019-0.028577i,-0.018206-0.057603i
-0.028509-0.0025025i,-0.073241+0.0041733i,-0.10994+0.013118i,-0.082277-0.016041i,0.012067-0.13778i,0.10074-0.28464i,0.11228-0.31608i,0.068921-0.25446i,0.042959-0.21313i,0.027914-0.19212i,0.00049483-0.13392i,-0.030963-0.058561i,-0.05168-0.0051584i,-0.047054+0.0056659i,-0.034949-0.02613i,-0.042158-0.051694i,-0.053681-0.035452i,-0.049696+0.00076695i,-0.028542+0.017427i,0.00021305+0.0014333i,0.017725-0.021209i,0.021559-0.033761i,0.018134-0.043961i
0.0287-0.0033791i,0.064098-0.025806i,0.064873-0.076485i,-0.035321-0.10758i,-0.18037-0.030621i,-0.20345+0.12792i,-0.0593+0.21024i,0.067748+0.14671i,0.06658+0.047142i,0.040101-0.0050776i,0.037857-0.025422i,0.040131-0.011515i,0.050306+0.027258i,0.060733+0.045694i,0.056733+0.023243i,0.040465-0.016466i,0.01925-0.034791i,0.01351-0.022846i,0.019251-0.0026081i,0.010766+0.0097367i,-0.0035048+0.01429i,-0.0069129+0.029032i,0.014264+0.056043i
-0.029008+0.00085603i,-0.072894+0.019964i,-0.104+0.06492i,-0.062639+0.1502i,0.059035+0.26561i,0.18501+0.34028i,0.21981+0.27602i,0.14821+0.12186i,0.056177+0.029912i,0.011643+0.017406i,0.0045133+0.0049469i,0.014178-0.02283i,0.023674-0.04772i,0.025046-0.048413i,0.036333-0.026118i,0.051145-0.013302i,0.052508-0.011828i,0.04918-0.0091789i,0.045068-0.0044106i,0.036605-0.00091404i,0.024188-0.004781i,0.0094339-0.0082191i,-0.0051938-0.0040601i
0.025703-0.0031755i,0.066147-0.038432i,0.096267-0.11397i,0.075893-0.2156i,0.020013-0.2979i,-0.04709-0.29655i,-0.11977-0.1625i,-0.12071+0.025395i,-0.037547+0.12106i,0.014456+0.11637i,0.015005+0.082705i,-0.018013+0.037076i,-0.083317+0.0085996i,-0.11266+0.022968i,-0.06312+0.047367i,0.0072641+0.050404i,0.037026+0.041821i,0.020363+0.041453i,-0.003929+0.044489i,0.0059792+0.026795i,0.027469-0.014607i,0.022584-0.054381i,-0.0059354-0.073796i
-0.024389+0.0086133i,-0.068752+0.042932i,-0.11787+0.09667i,-0.16526+0.1229i,-0.26871+0.091992i,-0.40166+0.063334i,-0.38011+0.061112i,-0.20343+0.019287i,-0.080476-0.050117i,-0.048591-0.063392i,-0.018331-0.020218i,0.016822+0.031889i,0.035846+0.078354i,0.045461+0.10432i,0.050376+0.090512i,0.046229+0.051185i,0.030554+0.024829i,0.018124+0.028506i,0.016485+0.035428i,0.0095643+0.022699i,0.00068251+0.011153i,0.0030847+0.012547i,0.013877+0.012613i
0.022557-0.012506i,0.071056-0.049887i,0.12686-0.10587i,0.15884-0.11217i,0.20264-0.029964i,0.25115+0.015309i,0.17895-0.045761i,0.015097-0.06574i,-0.070079-0.012534i,-0.064882+0.0021049i,-0.045778-0.018788i,-0.011013-0.037916i,0.029451-0.0673i,0.04091-0.082835i,0.018383-0.053788i,-0.015562-0.0058418i,-0.038413+0.025951i,-0.044089+0.034044i,-0.037745+0.030189i,-0.027385+0.039386i,-0.009351+0.061271i,0.0078219+0.069976i,0.016108+0.068348i
-0.02921+0.011402i,-0.067235+0.052449i,-0.082415+0.10162i,-0.015139+0.054949i,0.077261-0.14291i,0.10567-0.32289i,0.084463-0.31085i,0.061119-0.2025i,0.050885-0.14163i,0.033032-0.1174i,-0.00019761-0.083971i,-0.034215-0.055855i,-0.061668-0.056591i,-0.086465-0.060961i,-0.093118-0.029299i,-0.064134+0.02586i,-0.020064+0.056626i,-0.0074941+0.047975i,-0.021952+0.031509i,-0.013975+0.025726i,0.010279+0.012754i,0.015717-0.0031921i,0.0065098-0.010818i
0.026473-0.012555i,0.074336-0.062271i,0.10642-0.13749i,0.040327-0.15017i,-0.082031-0.017029i,-0.11032+0.14941i,-0.012605+0.17785i,0.059942+0.083853i,0.030947-0.0018676i,-0.0045919-0.036607i,-0.015232-0.04282i,-0.031126-0.017205i,-0.044101+0.026174i,-0.045842+0.05704i,-0.033026+0.056888i,-0.015227+0.023307i,-0.018763-0.01146i,-0.038025-0.016162i,-0.047152+0.0021238i,-0.040524+0.010616i,-0.031127+0.00095179i,-0.023057-0.012516i,-0.020635-0.028271i
-0.027902+0.016084i,-0.072877+0.070962i,-0.090762+0.16829i,0.0034728+0.24662i,0.17507+0.25432i,0.26899+0.23239i,0.22778+0.19518i,0.14597+0.13159i,0.091737+0.081635i,0.062439+0.063681i,0.055068+0.047895i,0.073133+0.020491i,0.10363-0.0075828i,0.10945-0.034949i,0.063756-0.058382i,-0.011073-0.057293i,-0.059545-0.031278i,-0.06084-0.0085765i,-0.038958-0.0042239i,-0.027174+0.0016812i,-0.024706+0.017647i,-0.016817+0.021194i,-0.006883+0.016158i
0.02287-0.013294i,0.074229-0.069676i,0.11512-0.16682i,0.079478-0.24915i,-0.024497-0.27138i,-0.11656-0.22323i,-0.14696-0.084527i,-0.082059+0.066435i,0.039574+0.10346i,0.10055+0.055371i,0.092555+0.0043998i,0.055104-0.048039i,-0.0045945-0.086354i,-0.056087-0.082243i,-0.0718-0.042362i,-0.052133+0.00089706i,-0.023189+0.008348i,-0.01577-0.019788i,-0.027563-0.045846i,-0.028903-0.04501i,-0.015194-0.026115i,-0.0068783-0.0083698i,-0.004141+0.0044486i
-0.024757+0.021935i,-0.081257+0.088746i,-0.13434+0.21046i,-0.14191+0.29757i,-0.16849+0.27267i,-0.25464+0.19161i,-0.27224+0.12802i,-0.1753+0.075828i,-0.080675+0.026127i,-0.034145-0.010858i,-0.011533-0.020835i,-0.0040894+0.0031314i,-0.0072666+0.047173i,0.0018681+0.080835i,0.03262+0.065547i,0.054801+0.012189i,0.043792-0.027113i,0.015721-0.037624i,-0.0098867-0.032754i,-0.026079-0.028192i,-0.028941-0.032018i,-0.018799-0.033936i,-0.0098301-0.033573i
0.026633-0.021492i,0.083663-0.083427i,0.14211-0.17433i,0.16558-0.1899i,0.20647-0.10611i,0.24154-0.080138i,0.12488-0.12446i,-0.056204-0.072667i,-0.10938+0.025601i,-0.078534+0.037564i,-0.049323+0.021237i,-0.0032808+0.027643i,0.048986+0.021968i,0.072578-0.0052138i,0.05411-0.043471i,0.0064321-0.063656i,-0.021842-0.046589i,-0.0014501-0.022694i,0.029192-0.015327i,0.028372-0.0069537i,0.015097+0.0098078i,0.011583+0.013185i,0.008061+0.0002031i
