0.00042181-3.8736e-05i,0.0012188-0.00018011i,0.00034571-0.001928i,0.00045395-0.0025888i,-0.0004321-0.0015494i,-0.0010438-5.6652e-05i,-0.00087674+0.00074391i,8.202e-05+0.00077073i,0.001114-7.9119e-06i,0.00080368-0.0012565i,0.00018182-0.0018453i,0.00018074-0.0015657i,0.00019388-0.0010667i,7.896e-05-0.00074803i,0.00081165-0.00030919i,0.0013269+0.00038535i,0.0004344+0.00037942i,-6.186e-05+0.00094974i,-8.5077e-05+0.0010811i,-0.00042964-0.00028954i,-0.00083355-0.00057469i,-0.0013443-0.00015374i,-0.00088272+6.6939e-05i
-0.00033884-0.00021056i,-0.00033829+0.00020917i,0.00041683-0.00063968i,0.00041649-0.001739i,0.001101-0.0015763i,0.00091367-0.0014403i,-0.00040193-0.00096087i,-0.0013271-0.00033267i,-0.0018877-0.00060444i,-0.0012644-0.00089921i,-0.00032078-0.00061139i,-0.00017296-9.1914e-05i,-0.00039275-9.8749e-05i,-0.00024314+0.00015415i,-0.00031265+0.0002778i,-5.437e-05-2.667e-05i,-0.00030367-0.00018972i,-0.00032021-0.00015611i,-0.0002411-0.0003924i,-0.0006343-0.00061873i,-0.00031707-0.00010147i,0.00038527+0.00015048i,-2.5161e-05-0.00016604i
0.00069697+0.00039606i,0.0017152+0.00021152i,0.0028679-8.2846e-06i,0.0033941+0.00014037i,0.0022693-0.0005545i,0.001026-0.00088373i,-6.3307e-05+0.00042525i,-0.00067793+0.0011404i,-0.0003398+0.00088789i,0.00028705+0.00047088i,-9.7677e-05-0.00054478i,-0.00062492-0.00076357i,-0.00070367+0.00053961i,-0.00071936+0.0011391i,-0.00085922+0.00076018i,-0.00063231+9.9855e-05i,-0.00050179-0.00015166i,-0.00048163+0.00016912i,-0.00036836+0.00052819i,-0.00023439-0.0001916i,1.0256e-05-0.0010819i,-0.00038414-0.0013811i,-0.00055199-0.0010415i
-0.0017458-0.00095778i,0.00044966-0.0015419i,0.0017067-0.0023414i,0.0016055-0.0023661i,0.0022202-0.0018429i,0.0021496-0.0010541i,0.00095912-0.00059762i,-0.00014182-5.9123e-05i,-0.00077938+0.00037048i,-0.00024369+0.00017171i,0.00022274+0.00012022i,-0.00023148+0.00041339i,-0.00039787-0.00021561i,0.00011073-0.00081182i,7.1599e-05-0.00081996i,-7.2599e-06-0.00071353i,0.0004857+0.00012877i,0.00041961+0.00048747i,0.00014301+6.3317e-07i,0.00050397+8.2319e-05i,0.00063678+0.00020614i,0.00011468-0.00039531i,-0.00023887-0.00044178i
-0.00025614+0.0012769i,0.001377+0.0012899i,0.0020807+0.0020074i,0.0022748+0.0022849i,0.0024226+0.0013501i,0.0012798+0.00042157i,-0.0002617+0.00011582i,-0.00085422-3.038e-05i,-0.001549+0.0003408i,-0.001305+0.00043729i,-0.00030772+0.00037294i,0.00024375+0.00045352i,0.00040406+0.00078268i,0.00021836+0.00029721i,0.0004996+0.00023882i,0.00048669+0.00068102i,-0.00016245+0.00095132i,-0.00049742+0.00069202i,-0.00056413-0.00026785i,-0.00094819-0.00039676i,-0.00059505-0.00016786i,5.3035e-05+1.0505e-05i,0.00035783-0.00029959i
0.00070993-0.0012421i,0.0014989-0.001442i,0.0019845-0.0016892i,0.0024987-0.0031285i,0.0023553-0.0040964i,0.00088084-0.0031707i,0.0001251-0.0018724i,0.00016442-0.0015855i,-3.1861e-05-0.0014418i,-0.00026159-0.00060656i,0.00016302-4.5807e-05i,0.00012253+0.00021857i,-0.00034146+0.00075626i,-0.00078713+0.00080556i,-0.00021907+0.00048239i,-0.0002094+0.00079587i,-0.00092361+0.0005742i,-0.00050705+0.00050277i,-0.00044194+0.00056584i,-0.00047171+0.00081643i,-0.00013783+0.00073778i,-0.0002134+0.00054763i,-0.00052821+0.00012738i
-0.00052562-0.00055271i,-0.00020844-0.00034861i,-0.00050115+0.00087863i,-6.9836e-05+0.00078875i,0.00069008+0.00064249i,0.00063476+0.0006895i,0.00011622+0.00016284i,-0.00071037+0.00046033i,-0.0012178+0.00095719i,-0.0006121+0.0010384i,4.1512e-05+0.0012705i,-0.00037017+0.0010867i,-0.00088875+0.00070862i,-4.6467e-05+0.00058166i,0.00099463+0.00013925i,0.00070861-0.00052173i,-0.00026789-0.00044922i,-0.00077627+0.00018408i,-0.00045952+0.00045508i,-0.00049782-0.00020739i,-0.00018996-0.0010011i,0.00039439-0.00032348i,-0.00055951+0.00066499i
-0.00011779-0.0011356i,0.0014496-0.0016168i,0.0023799-0.0017477i,0.0029152-0.0023748i,0.0026206-0.002734i,0.0012217-0.001846i,-0.000558+4.4051e-05i,-0.0014485+0.00056182i,-0.0015113+0.00047918i,-0.00098249-0.00031806i,4.8068e-06-0.00074384i,0.00034618-0.0001108i,-3.264e-05+0.00067069i,1.5558e-05+0.0010502i,0.0004428+0.00094086i,0.0005544+0.00058479i,0.00041906+0.00071906i,0.00023306+0.00070103i,-4.5066e-05+0.00017115i,-0.00044746-0.00070634i,-0.00064861-3.126e-05i,-0.00053466+0.00074594i,0.00043528+0.00062852i
-4.4764e-05+0.00028753i,0.0010521+0.00045814i,0.00089044+0.00041324i,0.00089214+0.00011339i,0.0023713-0.00052106i,0.0030022-0.00103i,0.0018278-0.00072935i,-0.00020014+0.00030472i,-0.0013712+0.00023552i,-0.00090553-0.00011488i,-0.0008938-0.00047404i,-0.00078729-0.0006416i,-6.9237e-05-0.00030201i,-0.00018285-0.0004822i,-0.00086423-0.00045125i,-0.00038002-0.00044704i,2.7065e-05-0.00014894i,-0.00024852+0.00056045i,-5.2793e-05+0.00095175i,-0.00032458+0.00019152i,3.0544e-05-0.00068883i,0.00086552-0.00059937i,0.00013824-0.00011115i
0.00074287-0.00074541i,0.0010075-0.000861i,0.0011816-0.00066676i,0.001873-0.00081881i,0.0022227-0.0011073i,0.00084558-0.0010999i,-0.00021827-0.00027716i,-8.906e-05-8.5716e-05i,0.00047997+0.00012832i,0.00016207+0.0008217i,-0.00039252+0.0007818i,1.6598e-05+0.001106i,-0.00010556+0.00063806i,0.00010118-0.00015488i,-1.9865e-05+0.0003437i,-0.00032469+0.0001137i,-0.00013608-0.00012449i,-8.2706e-05-0.00027433i,7.337e-05-0.00064411i,0.0003063-0.00054627i,-0.0001625-0.00012102i,-0.00057975+6.1712e-05i,-0.000221-0.00024066i
-0.00059288-0.00039999i,0.00018973+0.00056879i,0.0011712+0.0013621i,0.0023554+0.00065377i,0.0028782-2.77e-05i,0.0020645-0.00012459i,0.0015298+0.00067389i,0.00038651+0.00057782i,-0.00070681-0.00026502i,-0.00046892-0.00029057i,6.4322e-05+0.00045194i,-0.000418+0.0011003i,-0.00065315+0.0005842i,-0.00052655+0.00077185i,-0.00028062+0.0004534i,0.00016504-0.00017969i,-0.00014726-0.00030968i,-0.00045819+3.5104e-05i,-0.00070484+0.00038664i,-0.00075392+0.00033293i,-3.5635e-05-5.6636e-05i,-0.00010803-0.00031751i,-0.0004091+0.0002666i
0.0035615+0.00064068i,0.0053175-0.00087669i,0.005326-0.0029091i,0.003691-0.0042336i,0.00091194-0.004083i,-0.0013871-0.0023833i,-0.0016577-0.00047612i,-0.00092687+0.00036014i,4.5372e-05-7.4181e-05i,0.00038192-0.0003344i,-8.7248e-05+0.00017606i,-0.00018321+0.00042785i,-0.00010089+4.4798e-05i,9.4844e-05-0.00013805i,-0.00019725+0.0005162i,-0.0010078+0.00072453i,-0.00091921+0.00042583i,-2.2799e-05+0.00052923i,-9.2122e-05-2.5191e-06i,-0.00047996-0.00016014i,-0.00019205-9.3775e-06i,7.9776e-05+2.449e-05i,0.00023742-0.00028076i
-0.001458-2.003e-05i,-0.00064277+0.00078831i,0.00045201+0.00086952i,0.0017185-0.00019096i,0.0022022-0.00078037i,0.0014955-0.00060747i,0.00058635-6.3491e-05i,-0.00022595+0.00094291i,-0.0012879+0.0010716i,-0.0009308+0.00026166i,-0.00082778+0.00025659i,-0.00043421+0.0011651i,-0.00027059+0.0013991i,-0.00024359+0.00095778i,0.00011385+0.00078071i,0.00016691+0.00058296i,-0.00040016-0.00024271i,-0.00028514-0.00051597i,0.00043238+9.1559e-05i,0.00033057+0.00086119i,4.847e-05+0.00054705i,0.00012203-0.00033286i,-0.00034778-6.5962e-06i
0.0014307-0.0014652i,0.00060836-0.0019461i,-0.00071554-0.0030408i,-0.0011478-0.0035046i,-0.00081576-0.0029306i,-0.001495-0.0019208i,-0.0016877-0.00088443i,-0.0016064-0.00024331i,-0.0011695+0.00028465i,-0.00030751+0.00025946i,0.00017065-0.00032973i,0.00029096-0.00022113i,0.00068595+0.00059686i,0.0004189+0.00089311i,-0.00041485+0.00015727i,-0.0012036-0.00057438i,-0.0012883-0.00091074i,-0.00065138-0.00066697i,-0.00011048+0.00031775i,0.00010126+0.00054313i,8.9774e-05+0.00024912i,0.00017897+0.00041577i,0.00011869+0.00013502i
-0.00060698-0.0028409i,-0.0001646-0.00069758i,7.6264e-05+0.00060713i,0.00028087+0.0017409i,0.0003717+0.0013959i,0.0020588+0.00084133i,0.0020882+0.001295i,0.00041696+0.0013427i,-0.00024758+0.00012663i,-0.00039989-0.00041013i,-0.00081209+3.3856e-05i,-0.00047203+2.2694e-05i,-8.3751e-05-1.999e-05i,8.673e-06+0.00020569i,-0.00022522+0.00053862i,-3.9931e-05+0.00049192i,-6.1922e-05+4.4627e-05i,-0.00033933-0.00031945i,-4.3245e-05+0.00035235i,-0.00034287+0.00074751i,-0.00019469+0.00045427i,-9.6678e-05+0.00049888i,-0.00031955+0.0003888i
0.00010538-0.0002518i,0.00047768+0.00095163i,0.0017979+0.00069633i,0.0032542-0.0011742i,0.0037065-0.0021507i,0.0027909-0.0012944i,0.00045626-0.0002751i,-0.00041747+0.00026607i,-0.00021839+6.0846e-05i,-0.00045211-5.8554e-05i,-0.00053918-0.00019115i,-0.00069631+0.00045044i,-0.00017692+0.00088602i,0.00011888+0.00021753i,-0.00051154-0.0010457i,-0.0010633-0.00080453i,-0.0012992-4.3141e-06i,-0.00052943+3.8914e-05i,0.00029454-0.00017189i,0.00037813-0.00040389i,8.6798e-05-0.00075012i,-0.00032302-0.00051602i,0.00010784+0.00048444i
0.0028674+0.0010419i,0.0040703-0.00033841i,0.0047491-0.00092513i,0.0035288-0.0013582i,0.0026704-0.0023963i,0.0018858-0.0022644i,0.00054351-0.0011483i,-0.00012572-0.001293i,-7.2828e-06-0.0012504i,-8.4634e-05-0.00026897i,-0.00041319+0.00017506i,-0.00069125+0.00050066i,-5.3178e-05+0.001027i,5.3983e-05+0.001165i,-0.0007166+0.0010188i,6.677e-06+0.00055935i,2.0758e-05-0.00020154i,-0.00033425+2.3333e-05i,-0.00067558+0.00053764i,-0.00083914+0.00076637i,-6.4394e-05+0.00086018i,-0.00053519+0.00095649i,-0.00090375+0.00069753i
0.00029061-0.0007835i,0.0013775-0.00013449i,0.0032708-0.0012161i,0.0045546-0.0015748i,0.0041379-0.0017883i,0.0032511-0.0013611i,0.0013545-0.00020816i,-0.00047076-0.00031303i,-0.00032997-0.00016176i,3.5597e-05+0.00047956i,0.00019617-0.00010601i,-0.00072394-0.00025239i,-0.0017378-0.00019522i,-0.0008507-0.0002639i,8.8955e-05-0.00045678i,0.00012464-0.00043529i,-0.00011015+0.00010445i,-0.00060309+0.00044252i,-0.001045+0.00017125i,-0.00028009+6.1724e-05i,0.00018398+3.6949e-05i,-0.0003294-4.3602e-05i,-0.00010237+0.00029573i
0.0012116-0.00032143i,0.00056867+7.3763e-05i,0.00022684-0.0009684i,4.8862e-06-0.0026873i,3.0881e-05-0.0039158i,-0.00066364-0.0036639i,-0.0014664-0.0022061i,-0.0021169-0.0012565i,-0.00187-0.00073769i,-0.00054787+0.00014808i,-0.00056444+0.00083313i,-0.0010185+0.00064579i,-0.00033078+0.00087637i,0.00035883+0.00085261i,0.00051305+0.00027331i,-9.5292e-06-0.00040508i,-0.00031671-0.00055472i,0.000115-0.00017835i,0.00010923-0.00024216i,0.00014594+9.5358e-05i,0.0004827+0.00024464i,0.00023239+0.00022095i,-0.00023875+0.00028357i
0.00039558-0.0022745i,0.0013158-0.00077203i,0.0018681-0.00061557i,0.0010552-0.00095389i,4.2687e-05-0.00066881i,-0.00015647+0.00032883i,0.00010554+0.00054795i,0.00012141+0.00020837i,9.6697e-05-6.0151e-06i,0.00042867+0.00020396i,0.00059774+0.00054244i,0.00028708+0.00012601i,0.0004767-0.00029394i,0.0012284+0.00043494i,0.0010322+0.00093766i,0.00088604+0.00026378i,0.00030356-0.00021391i,-0.00083075-0.0001437i,-0.00080712+8.486e-06i,-0.00089845-0.00016467i,-0.0012958+5.202e-07i,-0.00089663+0.0004158i,-0.00045797+0.00053075i
0.00096956-0.0003945i,0.0005448-6.67e-06i,-0.00045274-7.9659e-05i,-0.00063898-0.00015069i,0.00056693+2.2136e-06i,0.0010062-0.00029757i,0.00014846-0.00054747i,-0.0010065+1.4542e-05i,-0.0015824+7.4123e-05i,-0.0011897+0.00026158i,-0.00088668+0.00035465i,-0.00059046-8.2072e-05i,-0.00071718-0.00010372i,-0.00021354+0.0005746i,0.00019479+0.00081283i,-0.00040141+2.2996e-05i,-0.0007016-7.3475e-05i,-0.00089205-0.00046234i,-0.00073573-0.00080999i,-0.00028788-0.0004392i,-0.00055468-0.00020275i,-0.0011484+0.00025164i,-0.001005+0.00041464i
0.00149+0.0012956i,0.002378+3.9061e-05i,0.0028603-0.00076002i,0.0032847-0.0013048i,0.0034976-0.0014164i,0.002674-0.001678i,0.0013421-0.0010251i,7.3713e-05-0.00015725i,-0.00037172+0.00010187i,-0.00067491-6.064e-05i,-0.0010883+0.00037948i,-0.001027+0.00052238i,-0.00031108+0.0010056i,0.00028985+0.0010929i,0.00057151+0.00060644i,0.00049763+0.00039065i,8.7536e-05+0.00011815i,5.195e-06+0.0003733i,-0.00017795+0.00081371i,-0.00040132+0.00082189i,-0.00025519+0.00072819i,-0.00061368+0.00067459i,-0.0010879+0.00047042i
-8.3637e-05+0.00046477i,0.00053901+0.00042876i,0.00055759+0.0014417i,0.00079415+0.00077214i,0.0011396-0.0008807i,0.00042582-0.00091687i,-0.0016125-0.00065523i,-0.0022049+0.00054503i,-0.0018324+0.0017062i,-0.0008539+0.0012703i,-2.6511e-05+0.0003731i,2.2105e-05+0.00025549i,-0.00044921+0.00037581i,-0.00038671-0.00021334i,-5.7574e-05+1.3396e-05i,0.0001264+0.00053359i,2.7488e-05+0.0007847i,-0.00020675+0.00080214i,-0.00036067+4.0817e-05i,-0.00054132-0.00024854i,-0.0003302+0.00013189i,-0.0005157+0.00013849i,-0.00055316-0.00049458i
0.0019481+0.00054402i,0.0035132-7.964e-05i,0.0042726-0.0015304i,0.0046175-0.0020257i,0.0034752-0.0018531i,0.0016759-0.0011811i,0.00028423+6.9317e-06i,-0.00043637+0.00017017i,-0.00054155-0.00017053i,-0.0006001-0.00057442i,-0.00010699-0.00076992i,4.486e-05-5.098e-05i,-6.0694e-05+0.00065622i,0.00058028+0.0011767i,0.00023298+0.0015161i,-0.00010565+0.0011707i,0.0003928+0.00059971i,0.00044397+0.00067064i,0.00050687+0.00046789i,0.00075843+0.00025708i,0.00076979+0.00041i,3.2137e-05-2.9719e-05i,-0.00012124-0.00011948i
-0.00025895-0.0012134i,-0.00011363-0.0010869i,5.566e-05-0.0012773i,-8.991e-05-0.0015715i,-0.00029202-0.0017285i,-0.0013464-0.0012994i,-0.0010816+0.00028466i,-0.00016919+0.0015131i,-0.00050249+0.0014173i,1.3649e-05+0.00060878i,0.00050715-0.00058063i,-0.00048436-0.00042503i,-0.0020037+0.00038208i,-0.002439+0.00043097i,-0.001175+0.00019744i,-0.0004178-0.00023045i,-0.0012857+0.00012123i,-0.00096693+0.0011063i,0.00034587+0.0011021i,0.00023424+0.0008093i,-1.8322e-05+0.00038721i,-8.3196e-05+0.00051596i,-9.4811e-05+0.00045012i
0.0016332-7.5393e-05i,0.0025047-0.00077507i,0.0033899-0.0005893i,0.0041543-0.00096489i,0.0036361-0.0025356i,0.0014617-0.0023474i,-0.00043076-0.00057407i,-0.0012777+0.00084509i,-0.0018451+0.00046551i,-0.0016813+0.00018268i,-0.00067645+0.0010431i,-0.0004179+0.0011379i,-0.00049923+0.00071049i,-0.00027721+0.00074937i,0.00042284+0.00050499i,0.00064098+0.0002541i,0.00025179-0.00026725i,0.00016324-0.00030509i,-3.1749e-05-8.8524e-05i,-0.00044435-0.00037928i,-0.00066492-0.00040172i,-0.00098121-0.00032703i,-0.00076014+0.00018553i
0.0010051+0.00014594i,0.00044256-0.00026963i,0.0013282-0.0010919i,0.0020562-0.0024743i,0.0015347-0.0026058i,0.00038481-0.0010775i,-8.9462e-05+0.00034433i,-0.00024055+0.00029603i,-0.0004855-0.00036168i,-0.00073657-0.00069661i,-0.00099913+0.00015594i,-0.001588+0.0011637i,-0.001301+0.00058796i,0.00031015-1.3219e-05i,0.00065923-0.00058659i,0.00016327-0.0011443i,0.00012023-0.00050527i,-0.00026139+0.00054101i,0.00015532+0.0002377i,0.00068475-9.9916e-05i,0.00059794+0.00058332i,0.00032239+0.00062082i,-0.0004157+0.00048064i
0.00030157+0.00093743i,0.00063348+6.3649e-05i,0.0010061-7.0595e-05i,0.0023884+0.00012758i,0.002324-0.00089022i,0.00066452-0.0013274i,-0.00059923-0.00020599i,-0.001029+0.00054704i,-0.00096994+0.00053128i,-0.00019743+0.00049863i,0.00025763+0.00062147i,-0.00013525+0.00046358i,-0.00078588+0.00024802i,-0.00088441+0.00022115i,-0.00021015-5.4086e-05i,-0.00058067+3.4839e-05i,-0.0007792+2.142e-05i,-9.3814e-07-0.00031136i,-0.00024292-0.00012688i,-0.00053404+7.3831e-05i,-0.00043744+2.684e-05i,-0.00034273+0.00033118i,5.4053e-05+0.00020189i
0.00042955-0.0011625i,0.00075772-0.0014734i,0.0013519-0.0014117i,0.0021743-0.0011573i,0.0029272-0.00073786i,0.0025057-0.00069707i,0.0009552-0.00019494i,-0.00023047-0.00030848i,-0.00032716+6.9014e-05i,-0.00057486+0.00089684i,-0.00049636+0.0005277i,-0.00032989+0.00037628i,-0.00047986+0.0011559i,-0.00087369+0.0011266i,-0.0010574+0.00081026i,-0.00030709+0.00061435i,0.00041393+0.00086064i,0.00015795+0.0012183i,-0.00047858+0.0011398i,-0.00078705+0.00054065i,-0.00056476-0.00014206i,-9.182e-05-0.00030461i,-0.00033976-0.00037872i
0.0017946+0.0012191i,0.0024605+0.0004349i,0.0018434-0.00027867i,0.0018458-0.00071556i,0.0018898-0.0010422i,0.00096911-0.0011697i,0.0005515-0.0005405i,-0.00024902+0.00043853i,-0.00070411+0.00023627i,-0.00070332-0.00069175i,-0.00093908-0.0013797i,-0.0010197-0.00095841i,-0.0012321-0.00017489i,-0.0004484+0.00043795i,6.0402e-05+0.00049028i,0.00015221+7.1976e-05i,-0.00021894+5.3663e-05i,-0.00020941+0.00064778i,0.00097912+0.00077269i,0.0011907-3.7693e-05i,0.00041536-0.00064286i,-0.00013481+0.0003099i,-0.00089865+0.00053881i
0.0013582-0.0010686i,0.0015193-0.0015618i,0.0013117-0.0028602i,0.0019845-0.0022927i,0.0021686-0.0016322i,0.0015841-0.00042838i,0.00079799-9.1034e-05i,-0.00028966-0.00050605i,-0.00088047-8.5847e-05i,-0.0010655-0.00047529i,-0.00090275-0.00075459i,-0.00011964+5.2147e-06i,-0.0002528+0.00043631i,-0.00091681+0.00037082i,-0.00043034-6.3714e-05i,-3.1986e-05-0.00049976i,-0.00090393-0.00069549i,-0.0010635-0.00039398i,-0.0001663-0.00013636i,0.00019551-0.0003288i,0.0003934+6.0305e-05i,0.00068417+0.00057836i,0.00028336+0.00018724i
0.00181-0.00089611i,0.0017573-0.00014641i,0.0019098-0.00046599i,0.0026916-0.001742i,0.0020814-0.002015i,0.00025428-0.00069525i,-0.0019128+0.00050089i,-0.0027622+0.00060021i,-0.0016274+0.00043157i,-0.00072864+8.6836e-05i,-0.00016609-9.0952e-05i,-0.00031713-0.00024916i,-0.00044814+0.00015437i,0.00058843+0.00025587i,0.0011972+0.00024746i,0.00061783+0.00064845i,0.00039412+0.00069612i,0.00049465+4.6944e-05i,-6.4053e-05-0.00034754i,-0.00044289-3.9952e-05i,2.6039e-05-0.00020641i,0.00043498-0.00038833i,-0.00028923-0.00015287i
-0.00050078+0.000134i,0.0006669+0.00060539i,0.0012826-2.4164e-06i,0.0019077-0.0013738i,0.0025428-0.0023163i,0.0020992-0.0020163i,0.00081495-0.00058203i,0.00012173+0.00045558i,-0.00047737+0.00089964i,-0.00090542+0.00071914i,-0.00082443+0.00034798i,-0.00094931+0.00040833i,-0.00049582-0.00017367i,-0.00056904-0.00071816i,-0.0013091-0.00073601i,-0.0010123-0.0010204i,-0.00047852-0.00039873i,4.207e-05+0.00087343i,0.0002713+0.00030716i,0.00015782-0.00039763i,-6.3062e-05-0.00030219i,-0.00073699+6.9677e-05i,-0.0011129-0.00015682i
0.002615+0.0012942i,0.0031108+0.00083385i,0.0045-0.00020574i,0.0035704-0.0010576i,0.0012908-0.0022052i,0.00026624-0.0018076i,9.3181e-05-0.00033068i,-0.00016884-6.2169e-05i,-0.00033952-0.00037164i,7.3295e-06+2.9141e-05i,-0.00038045+0.00029157i,-0.0010728+0.00034061i,-0.00089065+0.00048395i,-0.00022126+0.00084772i,0.00039519+0.00066742i,0.00018252+0.00033589i,-0.00062827+0.00014601i,-0.00074854-0.00041816i,0.00035116-0.00043578i,0.00074427+6.6551e-05i,0.00022645-1.5291e-05i,-0.00040276-0.00039391i,-0.00024887-0.00082495i
-0.00064554-9.5187e-05i,0.00065706-0.00033138i,0.00087588+5.0886e-05i,0.00093131+0.00048661i,0.0010563-5.5919e-05i,0.00049793-0.00099709i,0.00050787-0.0012282i,0.00052141-0.00094694i,0.00015526+0.00039915i,-0.00018134+0.0014009i,-0.00038055+0.0010044i,-0.00049698+0.0004212i,-0.00042614-0.00048254i,-0.00027789-0.00016374i,-0.00032938+0.00044461i,-0.0003105-0.00010014i,-8.3501e-05-0.00028094i,0.00014072+0.00054094i,0.0001216+0.00046721i,-0.00030515+0.00014562i,-0.0010428-0.00043019i,-0.00072953-0.0010064i,-0.00032223-9.2444e-05i
-0.00050779-0.0013302i,0.00062862-0.00032499i,0.0012065+0.00092958i,0.0014785+0.0016957i,0.0022907+0.0011514i,0.0026772+0.00046915i,0.0013314+0.00036704i,-0.00062831+0.00086473i,-0.0012523+0.0010076i,-0.0013697+0.00068998i,-2.429e-06+0.0014614i,0.0010524+0.0017143i,0.00070229+0.0008584i,0.0006375+0.00041497i,0.00058603+0.00012499i,7.2133e-05-0.00041376i,-0.0006201-0.00056686i,-0.00054698+2.346e-05i,-0.00040449+0.00015878i,-0.00020385-0.00052652i,0.00032659-0.0012702i,-9.0783e-05-0.0013956i,-0.00075348-0.001417i
0.00073367-0.00042594i,0.00024854-3.5238e-05i,6.4876e-05-0.0018606i,0.00023308-0.0027246i,-0.00054217-0.0021138i,-0.0014599-0.0010504i,-0.0013606-0.00027093i,-0.00071461+0.000334i,-0.00075915+0.0008737i,-0.0012375+0.00039711i,-0.0012109-0.00066074i,-0.00046102-0.00086107i,0.00029583+4.0145e-05i,0.00020575+0.00093144i,-0.00011614+0.00082741i,-0.00082572+0.00078195i,-0.00080415+4.0746e-05i,-0.00032882-0.00052038i,0.00051326-0.00036612i,0.0009085-0.00013007i,0.00034079-0.00012638i,-5.3224e-05+0.00030447i,-6.0136e-05-2.4226e-05i
4.1463e-05+0.00076532i,0.00015527+0.0014846i,0.0010318+0.0016401i,0.0017408+0.0010185i,0.0014202+1.3826e-05i,0.0013726+6.7897e-06i,0.0011393+0.00052903i,0.00048303+0.00094628i,0.00015772+0.0010051i,-0.00049426+0.00054949i,-0.0010069-0.00032874i,-0.0014645-0.00067073i,-0.0011969+0.00018541i,-0.00018437+0.0005789i,6.7224e-05+0.00044761i,-0.00029698-0.00030899i,0.00019581-0.00077556i,-0.0004924-0.00025647i,-0.00081961+4.9819e-05i,-0.00034432+0.00029727i,-0.00031423-0.00020899i,-0.00053978-0.00065721i,-0.0005437-0.00049908i
0.0037303-0.00091551i,0.0036799-0.0011047i,0.0031438-0.0012247i,0.0020587-0.0027855i,0.0010138-0.0037988i,-0.00048426-0.0022747i,-0.00080751-0.00080916i,-0.00071772-0.0013404i,-0.0010481-0.0016181i,-0.0013556-0.0004266i,-0.0019289+0.00034202i,-0.0016903+0.00015997i,-0.00093498-0.00012885i,-0.0005496+0.00047784i,-0.00025837+0.001089i,-0.00078422+0.00067287i,-0.0011315+0.00017828i,-0.0010274+0.00024613i,-0.0010601+1.3635e-05i,-0.00041679-0.00068823i,6.6363e-05-0.00033365i,-0.00059742+0.00017221i,-0.00068655+4.4007e-05i
0.0007439+0.00042327i,0.0013781+1.1961e-05i,0.0016572-0.00031143i,0.0010749-0.00087235i,0.0010763-0.0012558i,0.0013779-0.0016009i,0.00015487-0.00092556i,-0.00065273+5.8705e-05i,-0.00079092+7.5371e-05i,-0.00034495+7.6797e-05i,-4.8716e-05+4.2075e-05i,-0.00042408+0.00018257i,-0.00095893+0.00067335i,-0.00072119+5.1895e-05i,-2.3026e-05+0.00010039i,0.00016465+0.0007026i,0.0003603+0.00097327i,0.00023929+0.00060694i,-0.00060634-0.00033736i,-0.0010143-0.00013978i,-0.00034577+0.00015069i,0.00041997+0.0002425i,-7.8699e-05+5.542e-05i
0.0001563+0.0020481i,0.0023461+0.0018862i,0.0042456+0.0013557i,0.0041721+0.0010835i,0.0028796+4.9107e-05i,0.0017695-0.00066178i,0.00017432-0.0011417i,-0.0011108-0.0011012i,-0.000295-9.4629e-05i,0.00028996+0.00072193i,-0.00037923+0.00053037i,-0.00057573+0.00048563i,-0.00097106+0.00082041i,-0.0010533+0.00098384i,-0.00023187+0.00016051i,0.0003285+0.00012323i,-0.00039803+0.00072289i,-0.00044537+0.00050057i,0.00015495-0.0001254i,0.00056286-0.00079762i,4.0339e-05-0.0005981i,-0.00070911-0.00091371i,-0.00016015-0.0015451i
0.0010609+0.00021998i,0.0012133+4.2629e-05i,0.0016519-0.00026802i,0.0019919-0.00069566i,0.0016592-0.00086682i,0.0013026-0.00058416i,0.00097459-0.0004427i,4.6624e-05+0.00051533i,-0.0010254+0.00081247i,-0.00057655+0.00044093i,0.0004861+0.00045049i,0.00026836-3.2778e-05i,-0.00042396-0.00054969i,0.00033269-0.0007372i,0.0017452-0.00022298i,0.0014489+0.0005934i,0.00062421+0.00068885i,-0.00047451-0.00018042i,-0.00069013-0.00060687i,-0.00016142+7.6522e-05i,-0.00024186+0.00013805i,-0.0005102+0.00048086i,-0.00034026+0.00085984i
-0.00079833+0.00015358i,0.0013291-6.0993e-06i,0.0029663+0.00034036i,0.0021297+0.00068481i,0.0013046+0.00014785i,0.001877-0.00075389i,0.0016485-0.00023468i,0.00019776+0.00057887i,-0.00037557+0.00049503i,0.00070901+0.00011404i,0.00083375+0.00030592i,0.00050304+0.0006026i,0.00026233+0.00078558i,-0.00025687+0.00032802i,-0.00066842-0.00031904i,-0.001106-0.00032994i,-0.0015021+0.00056477i,-0.00083179+0.00068561i,-6.3808e-05+0.00034205i,0.00015537+0.00023302i,0.00014711-0.00021419i,0.00034419-0.00041665i,0.0005639+4.0675e-05i
