0.0032037-0.00094214i,0.0023399-0.00090228i,0.00054467-0.0018135i,-0.0012112-0.0019436i,-0.0019845-0.0010824i,-0.0019306+0.00022226i,-0.0014415+0.00098479i,-0.00055918+0.0010631i,0.00037358+0.00076432i,0.00057413-0.00025765i,-0.00023431-0.00061836i,-0.0011987-0.00033839i,-0.0011024-0.00012494i,-0.00067938+0.00078347i,-0.00024685+0.0011922i,0.00042662+0.00061567i,0.00041383+7.6021e-05i,0.00031987-0.00071386i,0.00042093+0.00044344i,0.00063168+0.0006475i,0.00040964-0.00049522i,-0.00022852-0.00077044i,-0.00012902-0.00085537i
-0.00039696+0.00084627i,-1.2848e-05-0.00027548i,0.0012877-0.0014446i,0.0024405-0.0017257i,0.0020153-0.0017964i,0.00056955-0.00097835i,-0.00019432+0.00037856i,0.00014937-0.00010494i,3.9706e-05-0.00036292i,-0.00052886-8.3045e-05i,-0.00088784-0.00011568i,-0.0010023-0.00041806i,-0.000626-0.0010529i,-0.00015994-0.00092702i,1.0174e-05-0.00019255i,0.00045329+1.2288e-05i,0.0008259-0.00042639i,0.00033285-0.00041211i,0.00011931-3.5196e-05i,6.215e-05-3.3371e-05i,0.00026984-0.00018993i,0.00011282-6.2425e-05i,-0.00033184-0.00018817i
-0.00066114-0.00026212i,-0.00097246+0.00025821i,-0.0012923+0.00095942i,-0.0014368+0.00033641i,-0.0017319-0.0002682i,-0.0015697+2.7902e-05i,-0.00072688+0.00030878i,0.00013036-0.00035827i,0.00066733-0.00033314i,0.00051531+8.6328e-05i,0.00039314+9.1366e-06i,3.9965e-05-0.00023189i,-0.00046161-0.00050573i,-0.00064177-0.00062509i,-4.9154e-05-0.00043461i,-8.2209e-05-0.00048576i,0.00014744-0.0001545i,0.00073104+0.00033761i,0.00046089-0.00010601i,0.00036683-0.00043012i,0.00035684-0.00060368i,0.00048551-0.0010669i,0.00067586-0.00071725i
6.9343e-05-0.00086149i,-0.0011205-0.0014965i,-0.0014984-0.0014238i,-0.00083325-0.0007834i,0.00049081-0.00052968i,0.0016765-0.0020226i,0.00096466-0.001964i,-0.00034308-0.00034554i,-0.00064621+0.00049127i,-0.00047491+0.0012274i,-0.00068778+0.0013059i,-0.0009896+0.00052032i,-0.00066387-0.00036575i,-0.00045803-0.00023569i,-0.00028836-0.0001149i,0.00034661-0.00053254i,0.00058895-0.00030494i,0.00025199-0.00017704i,-2.3709e-05-0.00034892i,-0.00023108-0.00033858i,-0.00047967-0.00045859i,-0.00039203-0.00076949i,-0.00014192-0.00047373i
0.00067993-3.2343e-05i,0.00082034-0.00048432i,-0.00011844-0.00051891i,-0.0005525-0.00084155i,-0.00038591-0.0010291i,-0.00027899-0.00070077i,-0.00041907-0.00018132i,-0.00071126+0.00043329i,-0.00072554+0.00083856i,-0.00042395+0.00081133i,7.023e-05+0.00018494i,0.00025325-7.0064e-06i,0.00025839+0.00037882i,0.00016968+0.00020148i,-0.00043982+7.772e-06i,-0.00020406-0.00042797i,-0.00014352-0.00041543i,-0.0009102-9.3921e-05i,-0.00067271-0.00016917i,-0.00029284-0.00067217i,0.00034277-0.00099907i,0.0010321-0.0003772i,0.00041818-0.00020367i
-0.0012268+0.00078032i,-0.0011166+0.00089321i,-0.0006622+0.0011236i,1.2224e-05+0.00081998i,0.00061145+0.00041237i,-0.0001554+0.00027247i,0.00019693-0.00025602i,0.00065289-0.00040495i,-0.00018634-0.0003596i,-0.00088256-0.00056014i,-0.00077657-0.00062368i,-0.00071397-0.00010732i,-0.00077287-5.0532e-05i,-0.00035781+2.6868e-05i,0.00028733+0.00011652i,0.000644-0.00049831i,0.0014925-0.00024324i,0.0011485+0.0003636i,0.00049631+0.00046771i,0.00078841+0.00060588i,0.00042175+0.00030919i,0.00012564-4.3822e-05i,0.00038092-0.00024628i
-0.0009573+0.00099763i,-0.00051219+0.00053794i,0.00075301-0.00022666i,0.0018255-0.0020798i,0.0013086-0.0034431i,0.00091181-0.003102i,0.00094652-0.0017162i,0.0003443-0.00045177i,-0.00030049-5.5679e-05i,0.00043985+0.00040387i,0.00033606+0.00031572i,-0.0005452-0.00059924i,-0.00029078-0.00081564i,-0.00018259-0.0001589i,-0.00077642+0.00040008i,-0.00045738+0.00031852i,0.00043901-0.00010291i,0.00048394+0.0001125i,-0.00011602+0.00043577i,-0.00017595+0.00083657i,0.00048324+0.00057393i,0.00034822-0.00054911i,-0.00061563-0.0011784i
-0.00016842-0.0010972i,-7.5265e-06-0.0006254i,0.0008337+0.00013724i,0.00031244-0.00038193i,-0.00021871-0.0020933i,-0.00079941-0.0019219i,-0.0010457-0.0011641i,4.795e-05-0.0011179i,0.00071727-6.4891e-05i,0.00083753+0.00072635i,0.00044612+6.4044e-05i,-0.00073999-0.00043103i,-0.0014297-0.00030711i,-0.0008047-0.00053584i,5.5202e-05-0.0014302i,1.1709e-05-0.0012565i,-0.00074771-0.00064798i,-0.00042494-0.00049975i,5.4486e-05+0.00017553i,0.00046434+0.00077724i,0.0008245+0.0011503i,0.0011695+0.0008375i,0.0007577+0.00049299i
0.0013161+7.5216e-06i,0.00024166-0.00045681i,0.0011925-0.0016433i,0.0017404-0.0015275i,0.00046801-0.0019478i,-0.0010994-0.0023296i,-0.0012019-0.0018033i,0.00042575-0.0012545i,0.00074042-0.00071294i,-0.00046503-0.00093117i,-0.00093529-0.0017111i,-0.00088202-0.0010413i,-0.00067034+7.8332e-05i,-0.00010385+0.00046017i,-0.0003966+0.00031637i,-0.00069163-0.00047623i,-3.6676e-05-0.00067251i,0.00054617+4.7178e-06i,0.0007598+0.00049457i,0.00073695+2.7685e-05i,0.00043514-0.0007015i,0.00067731-0.00040231i,0.00052514-0.00012108i
0.00059289+0.00099921i,0.0010797+0.00016294i,0.0022456-0.00059663i,0.0018383-0.0012905i,0.0012796-0.0017349i,0.00045613-0.0013942i,-0.00039742-0.00070922i,-0.0010736-0.00070817i,-0.00077432-0.0007551i,0.000234-0.00019396i,0.00095886+0.0005278i,0.00032252+0.00026931i,-0.00096976-0.00017879i,-0.0010933-0.00023479i,-0.00070704-0.00056519i,-0.0001669-0.00066702i,0.00030614-2.9949e-05i,0.00031584+0.00068092i,0.00051516+0.00080159i,0.00044215+0.00057515i,0.00037373-0.00012497i,0.00030751-0.00037083i,-0.00014113-3.207e-05i
0.0014238-0.0011499i,0.00085644-0.0014955i,-9.8676e-05-0.0013275i,-1.4356e-06-0.001415i,-0.00030578-0.0023176i,-0.0011983-0.0024565i,-0.00029714-0.0019425i,0.0014234-0.0018627i,0.0010095-0.0011746i,-0.00037719-0.00040238i,-0.0012041-0.00095252i,-0.0023881-0.0011692i,-0.0014257-0.00079771i,0.00047316-0.00044895i,0.0011099-0.0005227i,0.0010904-0.00066863i,0.00075477-0.00037399i,0.00030398-0.00048959i,0.00018921-0.00089459i,-7.0388e-05-0.00050726i,-0.00030664-5.4028e-05i,-0.00030034-0.00023581i,-0.00048621+6.3471e-06i
-0.0021259-0.0004898i,-0.0010056+3.9338e-05i,-0.00017155+0.00067476i,-0.00014616+0.00082574i,-8.2707e-05+0.00049527i,0.00043556-0.00014746i,0.00044847-0.0010407i,0.00030322-0.0011654i,0.00027291-0.00074301i,0.00030469-0.0005245i,-1.355e-05-0.00039318i,-2.977e-05-2.5878e-05i,0.00023794+5.2242e-05i,-0.00017307+3.8048e-05i,-6.4362e-05-0.00049274i,0.00056196-0.00095592i,1.5335e-05-0.00016331i,-0.00070505+0.00023557i,-0.00031479+0.00020137i,6.1087e-05+0.0002714i,6.9634e-05+0.00048331i,-0.00039646+0.00019316i,-0.00058662-0.00061823i
-0.0017705-0.0001384i,-0.0023324-0.00014111i,-0.0026579+0.00093672i,-0.0018772+0.00082853i,-0.0002933+9.1694e-05i,0.00053857-0.0010692i,0.0009751-0.0011253i,0.00078136-0.00030919i,0.00045246-0.00016275i,0.0004328+0.00010633i,0.00010573+0.00021694i,0.00017629-0.00034952i,0.00090038+0.00043264i,0.00098509+0.0011366i,0.00016924+0.00058024i,-0.00050793+0.00030955i,0.0001132+0.00069128i,0.00093301+0.00082415i,0.00063364+0.0003358i,-0.00032669+0.00019393i,-0.00063296+0.00024912i,-0.00025728+5.334e-05i,-0.00048283+0.0001458i
-0.00044551-2.9899e-05i,-0.0010247+0.00017645i,-0.00022583+0.00093057i,0.00084735+0.00072467i,0.00077523-0.00037245i,-0.00041405-0.00086616i,-0.0010531-0.0013825i,-0.00017928-0.0012835i,0.00035896-0.00012998i,0.00025311-0.00022225i,0.00016947-0.00075661i,-0.00046632-0.00056585i,-0.00087105-0.00044514i,-0.00038301-0.00049691i,7.8901e-05-3.8424e-05i,0.0005918+3.4958e-05i,0.00077324-0.00049436i,0.00035054-0.00056372i,5.2293e-05+0.00084737i,-0.00018266+0.0014934i,-0.00034867+0.00083861i,-0.00013258+0.00023886i,0.00044273-0.00035821i
0.00057551-0.00087911i,0.00034499-0.0016923i,0.00069516-0.001642i,-0.00014283+0.0001693i,-0.0017327+0.00040598i,-0.0011719-0.00061823i,0.00059188-0.00094666i,0.00024688-0.0010235i,-0.00033843-0.0011739i,1.2108e-05-0.00097276i,-0.00038891-0.00062142i,-0.00095008-0.00018835i,-0.0015222+0.00010113i,-0.0015916-0.00017891i,-0.00065002-0.00018538i,5.1889e-05-0.00048081i,0.00039736-0.00059194i,0.0002265-0.00013283i,0.00029246+0.0002822i,0.0003324+0.00052795i,0.00044003+0.00048135i,0.00011174-0.00015445i,6.5842e-05-0.00017256i
-0.00079305-0.0023109i,-0.0023734-0.001622i,-0.002684-0.00032454i,-0.0024239-0.00040382i,-0.00094509-0.0015476i,-0.00024297-0.0011571i,-0.00031341-0.00068441i,-0.00023214-0.0005771i,0.00016333-0.00039668i,0.00048809-0.00022617i,-0.00019654+0.00045026i,-0.00041913+0.00092349i,0.00022627+0.0010163i,0.00036247+0.001013i,-0.00031031+0.00015049i,-0.00055078-0.00084546i,-0.00073745-0.0008891i,-0.00067566-0.00013535i,3.2347e-05+0.00020872i,0.00053082-0.00016822i,0.00029027-0.00041698i,0.0003017-0.0002878i,0.00015609+4.6898e-05i
1.5247e-05-0.00174i,-0.00053836-0.0020751i,-0.0027026-0.0024367i,-0.0022423-0.0016931i,-0.0014617-0.0013452i,-0.00053505-0.0013803i,0.00020001-0.00092648i,0.00056909-0.00095922i,0.001112-0.0014223i,0.00065758-0.0013132i,0.0001535-0.00051621i,-4.0072e-05+0.0002138i,-6.908e-05+0.00038631i,-0.00051569-0.0002232i,-0.00093588+0.0001693i,-0.00042386+0.00031056i,-7.3979e-05-0.00017823i,-6.4735e-05-0.00054859i,-0.00037256+2.0734e-05i,-0.00032841+0.00040775i,0.00041193-0.0002954i,0.00047046+0.00023187i,-6.0279e-06+0.0012932i
0.0014309-0.002538i,0.0011217-0.0027745i,-0.00047029-0.0023725i,-0.0014943-0.0013924i,-0.0015504-0.00046479i,-0.0014369-4.2976e-05i,-0.00039404-0.00016351i,0.00042274-0.00055353i,0.00026424-0.00060688i,0.00024558-0.00088031i,0.00016866-0.00083402i,-1.5914e-05-0.00055481i,0.00070853-3.874e-05i,0.0012576+0.00079131i,0.00071199+0.0014091i,0.00012111+0.001357i,-0.00024496+0.00029203i,0.00031256-0.00045645i,0.00072863+0.00050931i,0.00050451+0.0010452i,0.00049884+0.00038089i,0.00024135+0.0001823i,-0.00012756+0.00038771i
8.1692e-05-0.0012117i,-0.00083513-0.0024929i,-0.0011404-0.0025361i,-0.00076323-0.0022134i,-0.00093187-0.001866i,-0.0010705-0.0017025i,-0.0008966-0.0017259i,-0.00063321-0.0013485i,-0.00020939-0.00026507i,0.0002956+0.00026169i,0.00019777-0.00021338i,-0.00018146-0.00034638i,0.0002893-0.00021474i,0.00043425-0.00060007i,0.00038514-0.00086323i,0.00010298-0.0011443i,-0.00038998-0.00081111i,-0.0003774-0.00036634i,-0.00026751-3.6066e-05i,0.00053421+3.7341e-05i,0.0011586+0.00035512i,0.00079624-0.00017326i,0.0010331-0.0008892i
0.0013956-0.0011384i,0.00047841-0.00071234i,-0.00024944+0.00012174i,-0.00048034+0.00058818i,-0.00035761+0.00041499i,-0.0005716-8.8007e-05i,-0.00053332-0.00068354i,0.00035907-0.00054446i,0.00043178-0.00011697i,-0.00011967-0.00035827i,-0.00070655-0.0004196i,-0.00072081-0.00029904i,-0.00023843-4.7326e-05i,-0.0003322+0.0001374i,-0.00064852+0.00030988i,5.9801e-05+0.0003698i,0.00073635-6.5988e-05i,0.00046058-0.0007939i,4.0631e-05-0.00062289i,0.00011282-0.00016964i,0.00085497-0.00021411i,0.00047401+0.00023062i,-0.00054726+0.00052669i
-3.1806e-05-0.0009843i,-0.00061558-0.0010048i,4.3896e-05-0.0011434i,-0.00011037-0.0018082i,-0.00045717-0.0033426i,-0.00031841-0.0035772i,-0.00029282-0.0019986i,-0.00011473-0.00081737i,-0.00010338-0.00021312i,0.00021842-0.0001584i,0.00016728-0.0003905i,-0.00059763-0.00042977i,-0.0004201-0.00028615i,-0.00035966-0.00043121i,-0.00014367+6.242e-05i,0.00025469+0.00028271i,0.00021398-0.00033501i,0.00015122+6.6655e-05i,-0.00049573+0.0005018i,-0.00059898+0.00064204i,0.00023935+0.00065263i,0.00049677+0.00021172i,0.00021557+0.00034762i
-0.00025353-0.00062016i,-0.001612-0.00014406i,-0.0014595-0.00050774i,0.00015605-0.00077272i,0.00069735-0.0010674i,0.00045475-0.00099512i,0.00045999-0.00068472i,-4.8807e-05-0.00078294i,0.00022704-0.00083929i,0.001046-0.00062994i,0.00085389-0.00018148i,0.00018021+0.00056561i,7.6909e-05+0.00058773i,0.00042321-0.0003697i,0.00021634-0.00068511i,0.00023174-0.00042855i,-0.00024008+6.3542e-06i,-0.0007245+0.00072629i,-0.00021842+0.00056486i,0.00072242+0.00020152i,0.00092561-0.00010149i,0.00034745-0.00026075i,0.00030193+0.00030148i
0.0015684+0.0001523i,6.2628e-05-0.00038429i,0.00051309-0.00077456i,0.00021769-0.0009741i,-0.0012157-0.0018958i,-0.0013929-0.0026442i,-0.00054029-0.0018009i,-0.00064044-0.00095909i,-0.0004431-0.00050731i,0.00056232-6.9193e-05i,0.00037203+0.00041343i,-0.00063712+0.0006266i,-0.0003501+0.00047084i,4.8962e-05+0.0007325i,-0.00057725+0.0011646i,-0.00030446+0.0010304i,0.00019718+0.00066483i,-0.00017885-0.00032196i,-0.00073088-0.00078573i,-0.00082942-0.00055397i,-0.0008411-0.00043399i,-0.00067696-6.7187e-05i,-0.00016465-0.00040655i
-0.0013884+0.0015i,-0.0021815+0.0013691i,-0.0013197+0.00073182i,-2.4767e-05+0.00010816i,-0.00053093-0.0010532i,-0.00080211-0.0020366i,-0.00046887-0.0012175i,-0.00064775-0.00026743i,-8.6173e-05+8.2887e-05i,0.00052955+0.00033509i,0.00055652+0.00028352i,0.00044364-0.00029891i,-0.00010437-0.00049605i,-0.00084025-0.00051037i,-0.00025112-0.00051004i,0.00039855+0.00011792i,-0.00023175+0.00076735i,-0.0007951+0.00075852i,-0.00058613+0.0010479i,0.00032636+0.00095124i,0.00076212+0.00010998i,0.00030144+0.00031998i,0.00044598+0.0002524i
-0.0019716+0.0016339i,-0.0017746+0.0019115i,-0.000165+0.0018429i,0.0016113+0.00028393i,0.00098731-0.0017076i,-0.00039713-0.0024527i,-2.767e-05-0.0017538i,0.00046717-0.001617i,0.00057772-0.0014897i,0.00049806-0.0008011i,-6.1797e-05-0.00061185i,-0.00039843-0.00081194i,-0.00013205-0.00052428i,-0.00047127-0.00041228i,-0.00037989-0.00029593i,3.105e-05-0.00039261i,-0.00036027-0.00080148i,-0.00030138-0.00054001i,-0.0002195-0.0001593i,-0.0003064+0.00028599i,-0.00044623+0.00080306i,-0.00059861+0.00058312i,-0.0004078+0.00010933i
-0.00013379-0.000569i,-0.00046149-0.001791i,-0.0010231-0.00088324i,-0.0012342+0.00031338i,-0.00064227-0.00027714i,0.00038833-0.001637i,0.00087895-0.0014509i,0.00027335-0.00066499i,8.0712e-05-0.00098236i,0.00015198-0.0010386i,-0.0005119-2.5123e-05i,-0.00058789+9.8052e-05i,0.00034157-0.0005306i,0.00049726-0.00042076i,0.00010855+0.00033898i,-0.00014442+0.00099659i,-7.1113e-05+0.00068442i,-8.808e-06-0.00020749i,-5.9568e-05-0.00035702i,0.00022401-0.00021364i,0.00023164+1.456e-05i,-0.00037886+0.00013828i,9.2268e-05-0.00024845i
-2.303e-05-0.0012453i,-0.0013978-0.0014165i,-0.0020692-0.0019989i,-0.0011007-0.0019589i,-5.1089e-05-0.0014337i,-0.00028166-0.0019451i,0.00020513-0.0016678i,0.00096417-0.00071188i,0.0010476+0.00046673i,0.00048872+0.00093333i,-0.00012614+0.00036256i,-9.813e-05+0.00010626i,2.9474e-05+0.00017148i,0.00021181+0.00015485i,0.00012528+0.00033443i,-0.00036776-0.00024302i,-0.00045471+1.16e-05i,0.00014396-0.0001205i,0.00066877-0.0003636i,0.00061863+0.00013635i,0.00034321+0.00046075i,-0.00038482+0.00058148i,3.0874e-05+0.00042417i
-0.0010975+0.0012681i,-6.8803e-05+0.0013078i,0.001505+0.0017738i,0.0022456+0.0009197i,0.0018095-0.0015909i,0.00036146-0.0013586i,3.7342e-05-0.00014364i,0.00033164-0.0001802i,0.00030378-0.00015552i,0.0010486+0.00015301i,0.00077771-0.00031031i,-0.00043312-0.00056056i,-0.00035245-0.00030653i,0.000193-0.00029597i,0.0011009-0.00019129i,0.0010382+5.8412e-05i,0.00015842+0.00015787i,6.7082e-05+6.9029e-05i,0.00041085+5.0735e-05i,0.0007092-0.00015591i,0.00076066-0.00026553i,0.00091146-0.00045247i,0.00087987-0.00055438i
-0.00024739+0.00054425i,-0.00036812-0.00074232i,0.00023998-0.0013069i,2.3868e-05-0.00090451i,-0.00068962-0.001913i,-0.0011562-0.003104i,-0.00081829-0.0022327i,-0.00072672-0.00063469i,-0.0004678+0.00047102i,8.9796e-05+0.00066751i,-0.00028309+0.00044963i,-0.00053375+0.00046411i,-0.00043414+0.00073042i,-0.0003179+0.00053348i,-0.0010117+8.9218e-05i,-0.0013165+7.5576e-05i,-0.00053216+0.00029682i,0.00043984+0.00048812i,0.00029088+0.00048216i,-0.00054042+0.00023165i,-0.00052374+0.00032018i,-0.00058786+0.00080386i,-0.00025555+9.6681e-05i
0.0015865-0.00078203i,0.0011793-0.00095533i,0.0013872-0.00020312i,0.0013189-0.00021745i,-7.5937e-05-0.0021438i,-0.0012715-0.0021931i,-0.0010196-0.0011739i,-0.00035906-0.0010608i,8.9585e-05-0.00076525i,-6.6562e-06-0.00042706i,-3.4616e-05-0.00033652i,0.00055556+3.459e-05i,-0.00053295+0.00014519i,-0.00164-0.00023043i,-0.0014341+4.6518e-05i,-0.00093528+0.00056816i,-0.00073211+0.00053015i,-0.00078191-0.00032396i,-0.00055827-0.00070759i,0.00021928-0.00042044i,0.00083514+0.00010382i,0.00088637+0.00068893i,0.0011163+0.00087593i
0.0012099-0.0027236i,-0.00078058-0.0033927i,-0.0018781-0.0037223i,-0.0021416-0.0028405i,-0.0019216-0.0018587i,-0.00092466-0.00082993i,-0.00027887+8.4755e-05i,-0.00052344-0.00021998i,-5.4341e-07-0.0012569i,0.00069143-0.0014284i,0.00080969-0.00074501i,0.00045434-0.0005954i,0.00010867-0.00022746i,-2.6093e-06+0.0004482i,-0.00039285+0.00058683i,-0.00047635+0.00033717i,-0.00044217-0.00031031i,0.00022324-0.00032628i,0.00093199+8.8861e-05i,0.0011334+0.0006374i,0.00047377+0.00065093i,0.00030322+0.0001308i,8.7956e-05-0.00022805i
0.0012735-0.0012226i,0.0017784-0.0017242i,0.0014337-0.0025362i,-0.00018006-0.0017092i,-0.0012144-0.00086371i,-0.0012083-0.0015135i,-0.0007153-0.0018156i,-0.00030593-0.0013546i,3.0562e-05-0.00093553i,-0.00015845-0.0006893i,-0.0004834-0.00089043i,4.8002e-05-0.00064348i,-0.00019217+0.00043109i,-0.0010083+0.00063035i,-0.001064-0.00044605i,-0.00083064-0.00095958i,-0.00088672-0.00035947i,-0.00078582-0.00042597i,-0.00093438-0.00091401i,-0.0010963-0.0010556i,-0.00057839-0.00061047i,-0.00021181+0.00028833i,0.00053913+0.00079739i
-0.0018776-0.0026066i,-0.0024196-0.0011655i,-0.002579-0.0002155i,-0.0017542+0.00036081i,-0.0020023+0.00011848i,-0.0022091-0.00051882i,-0.0011592-0.00054576i,-0.00024952-0.0004818i,-0.00025235-0.00066476i,-0.00010326-0.001202i,8.4079e-06-0.00087278i,-0.00047196-0.00018802i,-0.0010884+1.8232e-05i,-0.0010497-0.00030861i,-0.00093147-0.00060195i,-0.00067389-0.00070765i,-0.00019955-0.00061341i,0.00027793-0.0002452i,0.00052033+0.00023274i,-3.6795e-05-0.000112i,-2.6889e-06-0.0010503i,0.00020433-0.0010457i,0.00050581-0.00034187i
-0.0021066-0.00090713i,-0.0012617-0.00099634i,0.00047722-0.00020937i,0.00055637+0.00060644i,0.000477+0.00023747i,0.00013828-0.0011696i,-0.00012869-0.0017959i,-8.3179e-05-0.0015083i,6.5214e-05-0.0006971i,9.7476e-05-0.00044259i,-4.7789e-05-0.0002994i,-0.00079628+0.00015803i,-0.00084801-0.00027755i,-0.00051163-0.00095015i,-0.00015473-0.00098084i,-0.00014233-0.0009013i,-0.00031089-0.00072554i,-0.0001814-0.000815i,6.5321e-05-0.00021079i,-0.00014301+0.00046831i,-0.00066902+0.0010057i,-0.00073319+0.00058054i,-0.00081961-3.7374e-06i
-0.0018071+7.1109e-05i,-0.0019537+0.00049476i,-0.0017092+0.0024043i,-0.0016559+0.002455i,-0.001245+0.00074958i,-3.4552e-05-0.00094642i,0.00079066-0.0015423i,0.00055833-0.00080471i,0.00018154-0.00010456i,-0.00036294-0.00013526i,-0.00037618-0.00056562i,0.00052524-0.00081687i,0.00052924-0.00041633i,-5.6325e-05-0.0007386i,-0.0002922-0.0012148i,-0.00016955-0.00044704i,0.00017972-0.00017482i,0.00054743+0.00012573i,0.00065645+0.00054425i,0.00049168+0.0003631i,0.00056737+0.00018125i,6.322e-05+8.486e-05i,-0.00080577-0.00015859i
0.00025226+0.00010026i,0.00017181-0.0011038i,0.0008667-0.0021541i,0.00024252-0.0018798i,-0.00020402-0.0020364i,0.00019745-0.0022909i,0.00082085-0.002108i,0.0010319-0.0015315i,0.0007265-0.00019486i,-0.0001547+0.00013818i,-0.00078485-4.813e-05i,-0.00087342-3.5924e-05i,-0.0006321+0.00020737i,-0.00033985+0.00041356i,-0.00030203-0.00017031i,0.00022782-7.4626e-05i,0.00090167+0.00049015i,0.00090233-0.00010219i,0.0012855-8.4892e-05i,0.0013721-6.1774e-06i,0.0011919-0.00066019i,0.00070657-0.0004218i,0.00025504-0.00035731i
3.5902e-06-0.0019197i,-0.00084324-0.0017188i,-0.00070244-0.0012886i,-0.00026205-0.00098604i,-9.9371e-06-0.00077885i,0.00024353-0.00085286i,0.00027762-0.0002826i,0.00039133+0.00033513i,-0.00015355+5.6812e-05i,-0.00059129-0.00043387i,-2.2543e-05-0.00029189i,-0.000249-0.00031169i,-0.00047326-0.00018968i,2.2619e-05+4.4957e-06i,9.0864e-06-0.0004134i,8.3329e-05-3.3592e-05i,0.00058098+0.00059284i,0.00031939+0.00069911i,0.00021847+0.00055246i,0.00017186-2.677e-05i,-0.00041005-0.00046524i,-0.00081676-0.00028996i,-0.00015685-0.00034955i
-0.0027307+0.00013259i,-0.0025841-0.00011111i,-0.0021339+0.00087679i,-0.0011401+0.00064276i,-0.00047449-0.00026354i,-0.00030752-0.0014728i,8.3216e-06-0.0021111i,0.00010132-0.0014292i,-0.00028492-0.00052064i,-0.00012897+0.00027133i,0.00017696+0.00032381i,0.00063966+8.2707e-05i,0.00016611-0.0001705i,-0.0005694-3.668e-05i,-0.00074861+0.00029003i,-0.0012019+0.00049326i,-0.00039319-6.132e-05i,0.00031272+0.00013684i,-0.00039288+0.00057989i,-2.3148e-05+0.00015226i,0.00012105+0.00011935i,0.00024041+0.00014294i,0.00036885+0.00016737i
0.0011927+0.0013713i,0.00066668+0.0002175i,0.0013569-0.00034384i,0.0021043-2.2517e-05i,0.0014499-0.00068713i,0.00044674-0.001478i,-0.00017646-0.0018529i,-0.00068616-0.0017122i,-0.00051665-0.00040088i,-0.00014198-0.00012214i,6.8853e-05-0.00090048i,0.00016086-0.00098164i,-7.838e-05-0.00039518i,-0.00052641+6.8151e-05i,-0.00034502+0.00030557i,0.00030734+0.00058764i,0.00031065-0.00013732i,8.817e-05-0.00063754i,-0.00056534-0.00013422i,-0.00088424+0.00046358i,-0.00046401+0.0002318i,0.00010888+0.00012803i,0.00058113+0.00036173i
-0.0016982-0.0013403i,-0.0028088-0.001463i,-0.002357-0.0016583i,-0.0018541-0.0011615i,-0.001311-0.00062998i,-0.00012587-0.00023338i,-0.00011155-0.00060217i,-0.00056587-0.00078587i,-0.00031487-0.00058421i,-0.00044379-0.00081445i,-0.00030563-0.0010247i,0.00028159-0.0010792i,0.000452-0.001186i,0.00022081-0.00057964i,0.00027406+7.351e-05i,0.00099635+0.00016833i,0.00056198+0.00010903i,-0.00084861+0.00013856i,-0.0009918-0.00015437i,1.8694e-05+3.5978e-05i,-0.00042527+0.00033614i,-0.00040306-0.00011706i,0.00022103-0.00016414i
0.0022858-0.0023896i,0.0020428-0.0034826i,0.0010174-0.0033363i,-0.00027134-0.0014514i,-0.0011301-0.00034987i,-0.0010221-0.00076174i,-8.0369e-05-0.00067026i,0.00077799-0.00024908i,0.00066174-0.00017769i,-0.00046976-0.00043072i,-0.001034-0.00023602i,-0.00028056-0.00030885i,0.00083284-0.00011823i,0.00034157+0.00079497i,-0.00046826+0.0006021i,-0.00045438-8.4177e-05i,-1.0847e-06-0.00032727i,-0.00014213-0.00028969i,-0.00065116+0.00035023i,-0.00021532+0.00034396i,-4.3071e-05+4.1907e-05i,-6.1518e-05+3.1051e-05i,-6.9774e-05-0.00027115i
0.0023587+0.0020064i,0.0016502+0.00033465i,0.0013207-0.0014699i,0.0014841-0.0028569i,0.0012422-0.0033909i,-0.00029014-0.0030148i,-0.00084586-0.001588i,-1.4162e-05-0.00068892i,0.00025198-0.00026232i,-1.7695e-05+6.5477e-05i,-0.00028372-1.9002e-07i,-0.0011028+0.00023702i,-0.0015646+0.00048345i,-0.00091359+0.00047421i,-0.00012982+0.00081811i,0.00015022+0.0004785i,0.00024268-0.00051328i,0.00033855-0.00011269i,0.0009271+0.00020032i,0.0011327+7.8355e-05i,0.00089634-5.0648e-05i,0.00054439+0.0002141i,-0.00012203-9.7924e-05i
-0.00078488-0.00038129i,-0.0015683-0.0010612i,-0.0013369+1.7092e-06i,-0.0010028+0.0010858i,-0.0012566+0.0002323i,-0.0011579-0.00049253i,-0.00014675-0.0010231i,-0.00061371-0.0010427i,-0.0012415-0.00020776i,-0.0006355+9.7327e-05i,-8.4802e-05+0.00026244i,-0.00024853+0.00087772i,-0.00083212+0.00059644i,-0.00059213+8.828e-05i,-0.00056667+0.00046243i,-0.00062582+0.00050568i,-0.0001846+0.00045737i,-0.00031648+0.00021689i,-0.00023665+2.2439e-05i,-0.00016623+0.00037236i,4.3483e-05+0.00022403i,0.00045995-0.00065596i,0.00018529-0.00046896i
