-0.0013866+0.00019523i,0.00015527-6.8896e-05i,0.00014424+0.00061152i,-0.0002185+0.0014551i,-0.00079995+0.0020816i,-0.001293+0.0021161i,-0.00091155+0.0014795i,0.00018918+0.00069189i,0.00092623+2.5385e-05i,0.00095727+7.8203e-05i,0.00058933-7.0796e-05i,-7.4864e-05-0.00079246i,5.8668e-05-0.0010697i,-0.00032789-0.0013253i,-0.00075399-0.00087654i,-0.0003967+0.00042823i,-0.00024926+0.00081174i,7.4691e-05+0.00059533i,0.0004674+0.00021181i,0.00022664+5.3145e-08i,0.00019663+0.00011298i,0.00036028-0.00047232i,-0.00014212-0.00066899i
-0.00097797+0.0023335i,5.6619e-06+0.0010312i,0.00038455+0.00073448i,-0.00046522+0.000647i,-0.00023874+0.00071038i,0.00016927+0.00028876i,-0.00029755-0.00052104i,-0.00063007-0.0011151i,-0.00050737-0.00091117i,0.00087486+0.00017049i,0.0014729+4.497e-05i,0.00075657-0.00062015i,0.00014194-0.00084292i,-0.00026797+0.00013456i,-0.0011208+0.00107i,-0.00086392+0.00026435i,-0.00043905-0.00035477i,-0.000484+5.2841e-05i,-0.00050792-0.00012189i,-0.00027967-0.00087435i,-0.00088101-0.0010178i,-0.0013975-0.00030598i,-0.00096801+0.0002155i
-0.0010314+0.00089361i,-0.0011351-0.00018385i,-5.132e-05+0.0001426i,0.00082059+0.0010398i,-0.00016699+0.001844i,-0.00082572+0.0018054i,-0.00040302+0.0012267i,-0.00019803+0.00059843i,0.00015122-0.00030422i,0.00049271-0.00064195i,0.00050165-0.00053307i,8.9622e-06-0.0003178i,-0.00025543-0.00042429i,-0.00012179-0.00055689i,0.00031913-0.0003585i,0.00034576-0.00026318i,0.00015826-0.00033913i,-0.00016155-0.00037329i,6.5087e-05-0.00085617i,0.00034279-0.0010537i,0.00091884-0.0006336i,0.0013351-0.00028389i,0.0007591-2.8702e-05i
-0.00080793-0.0012606i,-0.00015138-0.0010918i,0.00064486-0.00051627i,0.00051933+8.8036e-05i,0.00026003+0.00029697i,-3.4201e-06+0.00063931i,-0.00021954+0.0011259i,-0.00029864+0.00080248i,5.5721e-05+0.00044355i,3.7126e-05+0.00010964i,4.2671e-05+0.00047722i,0.00037493+0.0010467i,0.0004047+0.00090944i,0.00042459+0.00030153i,0.00023075-5.8122e-05i,7.4144e-05-7.6542e-05i,0.00018703+0.00075825i,9.3091e-06+0.00057428i,-0.00033956-0.00029968i,0.00010683-0.00030943i,0.00083377+0.00021592i,0.0010895+7.4559e-05i,0.00064865+0.00041567i
0.0010557+0.00068729i,0.001372+0.00047776i,0.00064421+0.00022543i,-0.00024215+0.00013957i,-0.00079611+0.0011428i,-0.0016154+0.0017417i,-0.0020179+0.00044262i,-0.0016743-0.001056i,-0.00081906-0.0013122i,0.00045168-0.00052553i,0.0012379-0.00044603i,0.00080057-0.00043111i,0.00079405+0.00013449i,0.001319+0.00024558i,0.00080119-6.4079e-05i,4.9572e-05-0.00018193i,-0.00010288+0.00074394i,-0.0004805+0.0012322i,-0.00088509+0.00026626i,-0.00092487+0.00026357i,-0.0011772+0.00053508i,-0.0010447+0.00058888i,-0.00053645+0.00085181i
0.00050582+0.00063417i,-0.00037782+0.00084591i,-0.00080396+0.0007882i,-0.00047844+0.00040376i,0.0003273+0.00086106i,0.00046527+0.00049333i,-3.5328e-05-0.00023289i,0.00026513-0.0001748i,0.00017031-1.2934e-05i,-0.00048843+7.6522e-05i,-0.0002482-0.00039109i,4.9481e-05-0.00062082i,-0.00047942-0.00077958i,-0.00055016-0.00066614i,-0.00074769+4.2441e-05i,-0.00087733-0.00028448i,-0.00032719-0.00046769i,-0.0001792+0.00019988i,-8.805e-05+0.00020012i,0.00033967+0.00052256i,-5.7912e-05+0.0011972i,-0.00073359+0.00028711i,-0.00014074-0.00025871i
0.0013292-0.00048998i,0.00059852-0.00036973i,0.00051667+0.0001592i,0.00085977+0.00095826i,0.0012225+0.0012538i,0.0015217+0.0016149i,0.0016111+0.0011353i,0.00087278-7.5288e-05i,-0.00047025-0.00064862i,-0.00019575+0.0002177i,0.00051905+0.00079967i,0.00040093+0.00044831i,-0.00014128+6.7298e-05i,-0.0007025-6.0009e-05i,-0.00077624+0.00033653i,-0.00089185+0.00052719i,-0.0011819+0.00064586i,-0.00093618+0.00075686i,-0.00044278+0.00067931i,4.3466e-05+0.00022636i,7.9731e-05+3.8657e-05i,-0.00015709+0.00030453i,-7.519e-05+6.5034e-05i
0.00055249-0.00021118i,0.00055062-0.00021929i,0.00020344-0.0003619i,-7.1583e-05+0.00048838i,-0.00067585+0.0012488i,-0.0010019+0.0014271i,-0.00026265+0.0012056i,0.00041977+0.00015566i,-0.00025291-0.00068096i,-0.001116-0.0003561i,-0.00047179+8.5766e-05i,0.00015008+5.5491e-05i,-7.9153e-05-0.00053224i,0.00019454-0.00045242i,0.00066276+0.00047655i,0.00013747+0.00072369i,-0.00081719+0.00069573i,-0.00078237+0.0011069i,-0.00034443+0.00055332i,-7.0494e-05+0.00021439i,-0.00017564+0.00055395i,-0.00039631+0.00068818i,-0.00060524+0.00010709i
0.00080914+0.00088095i,0.00019138+0.00066587i,0.00085783+0.00010461i,0.00072196+0.00023009i,0.0001024+0.00048682i,1.7318e-05+0.0012387i,0.00031292+0.0014729i,0.00076991+1.1606e-05i,0.00082826-0.0014296i,0.00098063-0.00070921i,0.0006768-3.307e-05i,0.00042739-0.0010903i,0.00054113-0.00084109i,-0.000179+0.00016185i,-0.00080771+0.00057288i,-0.00031974-6.6103e-05i,0.00037975-0.00076187i,0.00075545-0.00069006i,0.00029005-0.00042723i,-0.00057264-9.3923e-05i,-0.00063421+0.00059095i,-0.00020428+0.00096444i,0.0006383+0.00053267i
0.0012577-0.0012491i,0.00078025-0.0012645i,0.00042586-0.00047048i,-0.0012205+0.00093315i,-0.0024437+0.001891i,-0.0016031+0.0031505i,-0.00059557+0.0023412i,-0.00033405+0.00035704i,-0.00037572-0.00060347i,-0.00099349-0.00047063i,-0.0011358+0.00011769i,-0.0002813+5.4472e-05i,0.00022267+9.2847e-05i,0.00041128+0.00043593i,-0.00016734-0.0001365i,-0.00079378-0.00080741i,-0.00071434-0.0014768i,-0.00064395-0.0013279i,-0.00023727-0.00053576i,0.00036557+4.0001e-05i,0.00039167+0.0004734i,-0.00043927+0.00065649i,-0.00044486+0.00099573i
-0.00065144+0.00022691i,-0.00039347-2.3701e-05i,-0.00011359+0.00029128i,0.00053076+0.00085982i,0.00046087+8.6764e-05i,-9.2661e-05-0.0015728i,-0.00023544-0.0011386i,0.00034906-0.00047283i,-0.00012294-0.00050687i,-0.00083398-0.00021937i,-0.00068582-0.00021787i,-0.00040313+0.00012792i,-0.00025103+0.00046005i,0.00023344+0.00068166i,0.0012424+0.00035566i,0.0011374-1.8457e-05i,0.00069015+0.00013932i,0.00076016-0.00034364i,0.00030382-0.00077894i,-0.00065535-0.00023936i,-0.00035518+0.00040737i,-0.0003296+0.00042499i,-0.00094509+0.00028214i
0.00043011+0.00019892i,3.8166e-05+0.00053114i,0.00042394+0.0011663i,-0.0002873+0.0013993i,-0.0011759+0.001337i,-0.00090927+0.0018638i,0.00036605+0.0019239i,0.0017519+0.0009641i,0.0011177+9.2227e-05i,-0.00019784-0.00054142i,-0.00032243-0.00040159i,-0.00073709-0.00077853i,-0.00023371-0.00090521i,0.00022024+0.00018231i,-0.00047713+0.00024076i,-0.00068129+5.7856e-05i,-4.0275e-05-0.00017i,-4.1619e-05-0.00041708i,-0.00077495-0.00047816i,-0.00071796-0.00042163i,4.3417e-05-0.00012036i,-0.00010871-6.3664e-05i,-0.00061069+0.00029443i
0.00020635+0.0011144i,0.00018005+0.0010859i,0.00039839+0.0011253i,-0.00020422+0.0015965i,-0.0007388+0.0014099i,-4.2794e-05+0.00046965i,0.00010188-0.00050403i,1.884e-07-0.0010265i,0.00040944-0.00097175i,0.00032704-0.00072427i,9.5806e-05-0.00098317i,0.00050066-0.00087386i,0.00075058-0.00045595i,0.0011257-0.00045273i,0.00097661+0.0001462i,3.6494e-05+0.00027265i,-0.00056758+0.00013112i,-0.00067732+2.0309e-05i,-7.5801e-05+5.7131e-05i,0.0004371+0.00026849i,-0.00045395+0.00040521i,-0.00081699+0.00056024i,-0.00068888-6.9402e-05i
-3.0303e-05-0.00084815i,0.0010119-0.00096284i,0.001276-0.00039745i,0.00077878+0.0009225i,0.00051799+0.0016972i,-0.00030046+0.0013365i,-0.0012675+0.00022953i,-0.0012223-0.00041766i,-0.0015867-9.8347e-05i,-0.00014625+0.00057728i,0.0010493+0.00078586i,-0.00022388+0.00048002i,-0.00039633+0.00027032i,-8.2694e-05+0.00018303i,-0.0001198+2.4158e-05i,0.00018059-0.00043941i,0.00036273-0.00063628i,6.2193e-05-0.0005761i,-0.00022531-0.00030344i,0.00031255+0.00035952i,0.00048586+0.00016797i,0.00027043+0.00016246i,-9.9982e-05+0.00058417i
0.0010265+0.00035246i,-0.0003954+0.00068081i,-4.1966e-05-0.00036054i,-0.00041439-0.0015081i,-0.0012103-0.0011918i,-0.001186+0.00090443i,-0.00032561+0.00083123i,0.00059057-0.00073019i,0.00073098-0.0006853i,0.00027634-0.00027152i,-0.00046188-0.00057922i,-0.00033819-0.00069489i,0.00018745-0.00030136i,-0.00039341-0.00029449i,-0.00093165-0.00056955i,-0.00087835-8.5107e-05i,-0.00057023+0.00059117i,-0.00071341+2.2975e-05i,-9.5779e-05+2.8544e-05i,0.00030506+0.000592i,0.00056783-1.5645e-06i,0.00096036-0.00012795i,0.0002761+0.00018309i
-0.00016652+1.8997e-05i,8.7425e-05+0.00026766i,1.0359e-05+0.000364i,0.00020198+0.0014519i,0.00058409+0.0012347i,0.00036246+0.00050835i,0.00046229+0.0011328i,0.00046847+0.00069077i,-2.599e-05-0.00062019i,0.00011349-0.00069619i,0.00040316-5.1528e-05i,0.00016151+0.00048249i,-0.00021155+0.00051336i,-0.0003941+0.00027415i,0.00028125+0.00023984i,0.0004969+0.00051319i,-0.00065941+0.00038288i,-0.0012072-0.00040473i,-0.00051242-0.00027973i,0.0002049+0.00033553i,0.00052351+0.00035577i,0.00046137+0.00020328i,0.00031955-0.00019102i
0.00065574-0.00047153i,0.00038653+0.00027176i,3.8486e-05+8.572e-05i,-0.0006105+0.00055852i,-0.0010713+0.0013475i,-0.00077832+0.0015632i,5.1881e-05+0.0010899i,-3.417e-05-3.4436e-05i,-0.00065205-0.00067799i,-0.0013069-0.00014703i,-0.001155-0.0001664i,-0.00017921+7.4668e-05i,0.00015422+0.00011065i,-0.0005776+1.2744e-05i,-0.00059595-4.2105e-05i,0.00022323-0.00048092i,0.00062303-0.00053455i,0.00025439-0.00010767i,-0.0003339+0.00035182i,-0.00054576+0.00034576i,-0.00040011-7.1725e-05i,3.0944e-05-0.00052742i,0.00015731-0.00052501i
-0.00057744+0.00028441i,-0.00073235+0.00064567i,-7.1225e-05+0.0013219i,-0.00018671+0.00223i,-0.00028122+0.0024251i,-0.00035309+0.0016807i,-0.0013741+0.0010394i,-0.0015819-0.00021182i,-0.0012511-0.00089273i,-0.00036033-0.00027686i,0.00031226-8.8193e-07i,0.00071968-0.00051973i,0.00037341-0.00094917i,-0.00012601-0.00061152i,-0.00045355-6.0546e-05i,-0.00025723+6.4009e-05i,0.00026574+9.0428e-05i,0.000497-0.00011584i,8.4235e-05+0.00011533i,-0.00011911+0.00033068i,-0.0002056+0.00055968i,-0.00091949+0.00057689i,-0.00086401+0.00029105i
-0.001223-0.00063328i,-0.00012957-0.00017145i,-0.00061544+0.0011391i,-7.8401e-05+0.0025182i,0.00061348+0.0027016i,0.00066039+0.0010815i,0.00033814+0.00019115i,-0.00027024-0.00019838i,-0.00057931-0.00058317i,-0.00041038+0.00028793i,-1.8158e-05+0.00045292i,-0.00014049-0.00040856i,-0.00039865+1.4967e-05i,-0.00039776+1.2833e-05i,-0.0004912+1.3194e-06i,-3.1289e-05+0.00053258i,0.00085504+0.0011915i,0.00045684+0.00081653i,-0.00070596-0.00019431i,-0.00095905-0.00083199i,-7.2745e-05-0.0010044i,0.00022322-0.00038422i,-1.1995e-05-0.00039879i
-0.00085274+0.00012917i,-0.00033469-0.00071004i,0.00042828-0.00040809i,0.00033938-0.00013883i,0.00038461+0.00024388i,0.00082509+0.0013257i,0.00087874+0.0008766i,0.00089281-1.1677e-05i,-3.5786e-05-0.00074094i,-0.00095097-0.00048739i,-0.0007541+0.00035742i,-0.00085344+0.00045408i,-0.00037735-8.0757e-05i,0.00058772-0.00040811i,0.00029357+0.00017404i,-0.00039192-0.00032883i,0.00026-0.0010644i,0.00065751-0.00026459i,0.00074261+0.00033613i,0.00087037-9.4312e-05i,0.0005328-0.00024371i,4.4552e-05-9.6026e-05i,-0.00016067-0.00058159i
-0.00072418-0.00080766i,-0.00018257-0.0005156i,-0.0011176-5.8205e-05i,-0.00075761+0.0012875i,-0.00031243+0.0029066i,-0.0013421+0.0025415i,-0.00079268+0.00095174i,-8.5942e-05-0.00010227i,-0.00065563+4.1964e-05i,-0.00024784+0.00064071i,0.00041659+0.00071011i,0.00030771+0.00016716i,0.00028049-0.00029353i,0.0006735-0.00047044i,0.00031785+5.2461e-05i,-7.8832e-05+0.00064643i,-7.2921e-05+0.0006412i,-0.00018378-0.00019989i,-0.00030375+4.8302e-06i,-0.00030476+0.00066909i,-1.7935e-05+0.00020309i,0.00027282+0.00022531i,0.00039853+0.00039692i
-0.00096409+0.0010736i,-0.00098256+0.00079556i,-0.00071038+0.0012085i,-2.9772e-05+0.0016342i,0.00065722+0.0013499i,0.00097644+0.0015658i,0.0001017+0.00039093i,-0.00072644-0.0010927i,-0.00081712-0.0015404i,-0.00044276-0.0011068i,0.00040645-8.1809e-05i,0.00068505+0.00016261i,0.00032788-0.00018132i,-4.7277e-05-0.00031901i,-0.00013038-0.00013052i,-0.00021455-4.9722e-05i,-9.0603e-05-0.00044452i,0.00047623-0.00046249i,0.00030842-0.00037843i,-0.0004836-0.00042584i,-0.00037347-0.00034663i,0.00066762-9.6427e-05i,0.0005064+0.00052674i
-0.00033882+0.00068779i,-0.00085922+0.0012541i,-0.00087879+0.0014726i,-0.00049673+0.0019274i,-0.00061907+0.0032012i,-0.00024057+0.0028234i,-0.00014178+0.0010363i,-0.00015042-0.00032766i,0.0002813-0.00015506i,0.00065286+0.00044955i,0.0006048+0.00066691i,1.2746e-05+0.00064991i,0.0001556+3.7571e-05i,0.00035201-0.00024241i,0.00029864+0.00026733i,0.0004356+0.0003882i,0.00033217+0.00039054i,-0.00049901-0.00044007i,-0.00070963-0.00091014i,0.00014977-0.00033772i,0.0004315+0.00028003i,0.00037047+0.00080464i,0.00058819+0.00050345i
-0.0011705+0.00089366i,-0.0017253+0.00060918i,-0.0010319+0.00074294i,-0.00080472+0.00042342i,-0.0010254+0.00029004i,-0.0010963-0.00034243i,-0.00024824-0.00053588i,0.00038722+4.4944e-06i,0.0003632+0.00058323i,0.00055825+0.00065878i,-0.00015855-0.00022477i,-0.00019078-0.00094689i,0.00062842-0.00023169i,-0.00026171+0.00088866i,-0.00022411+0.00048847i,0.00012569-0.0001769i,-0.00023829-0.00018804i,7.0014e-05-0.00047553i,0.00062146-0.00061582i,0.0010054-0.0001367i,0.00057869+0.00027589i,0.00025936+0.0001029i,-0.00015332-0.00022594i
0.00041403+0.00060616i,3.9681e-05+0.00067082i,0.00023958-0.00017916i,5.6855e-05+0.00024481i,-0.00052286+0.0011856i,-0.00080228+0.0022411i,-0.0010277+0.001732i,-0.00086048+0.00015597i,-0.00073039-0.0006876i,-0.00078493-0.00064254i,-0.00059865-0.00077805i,-0.00031149-0.00067577i,0.00032735-0.00021002i,0.00061587-0.00034647i,0.00013926-0.00018723i,0.00044164+0.00038122i,0.00094101+0.00066415i,0.00056132+0.0005753i,-0.00020001+0.00015519i,-8.1512e-05+6.6783e-05i,0.00020583+0.00021067i,0.00020567-0.00050322i,0.00026574-0.00066155i
-6.1365e-05+0.0012103i,-0.00078631+0.00095575i,0.00026639+0.0011786i,0.00032653+0.0019537i,-0.00063724+0.0035145i,-0.0015295+0.0040678i,-0.00078995+0.0021711i,8.1776e-05+0.00017782i,-0.00016172-0.00058056i,-0.00013138-9.9841e-05i,-0.00033871-0.00035901i,-0.00057613-0.0012694i,-0.00027862-0.00094473i,-0.0001854-0.00034554i,-0.0006457-0.00024936i,-0.00058976-0.00016735i,-0.00034288-0.00049778i,-0.00070985-0.0006138i,-0.00026696-1.904e-05i,4.4933e-05+0.00049104i,-0.0003014-4.1198e-05i,-0.00013988-0.00016159i,4.1834e-05-0.00028627i
-0.0012644+0.00093608i,-0.0018045+0.0010663i,-0.00035143+0.0011135i,0.0010409+0.0013093i,0.00072899+0.0014077i,0.00020587+0.00088821i,9.49e-05+8.5597e-05i,-0.00018778+0.00012112i,0.00012675+0.00036626i,4.649e-05+0.00028175i,0.00047446-0.00081212i,0.00041336-0.0013468i,-0.00035903-0.0013187i,-0.00060575-0.00077072i,-0.00011397-9.3921e-05i,0.00038004+0.00013617i,-0.00024795+0.00032437i,0.00012826-8.3208e-05i,0.00063587-0.00072221i,0.00025946-0.00091043i,0.00022022-0.00066984i,0.00084343+0.00033714i,0.0012794+0.0003947i
0.00016082-0.0018295i,-2.4688e-05-0.0012569i,-0.0010628-0.00015401i,-0.0017551+0.0012275i,-0.0015988+0.0022613i,-0.0012426+0.0020154i,-0.00053846+0.00036157i,0.00019356-0.00015151i,-0.00056678-5.1804e-05i,-0.00066612+0.00012389i,-0.00026257+0.00056681i,-0.00079616-0.00010225i,-0.0011682-0.00048029i,-0.00012637-0.00044194i,0.00064327-0.00047728i,0.00012188-0.00028488i,-0.00037182-0.00054427i,-0.00032275+0.00027038i,3.6135e-05+0.0008622i,0.0004712+0.00039745i,0.00035617+0.00014465i,-0.00028867-0.00043489i,-0.00047834-0.00021264i
-6.1708e-05-0.0015927i,0.00045213-0.0010405i,0.00023079+0.00029424i,-0.00040504+0.0012902i,-0.00084981+0.0018566i,-0.00037509+0.0013564i,5.6664e-05+0.00045326i,-0.0003062-0.00068595i,-0.0007102-0.0004612i,-0.00049744+0.0010284i,-0.00049747+0.0011689i,-0.00086342+0.00045797i,-0.00050827+0.00010892i,0.00011113+0.00083532i,0.00040002+0.0013382i,0.00067819+0.00048188i,0.00083493-0.00012198i,0.00056359+0.00047178i,0.00021683+0.00074337i,-2.629e-05+0.00028074i,0.00028044+0.00065576i,0.00046784+0.00023465i,-2.1398e-05-0.00040388i
0.0010504-0.0018805i,0.00069077-0.0011204i,-0.00068355+1.8522e-05i,-0.0015604+0.00013191i,-0.0012174+0.00059125i,-0.00055347+0.001499i,-0.00031534+0.0008932i,-0.00051762-0.00016052i,-0.0006467-6.5023e-05i,-0.00011518+0.00025265i,-1.7036e-06+0.0005056i,-8.8254e-05+0.0010221i,0.00020902+0.0012773i,7.8566e-05+0.00061587i,-0.00057795-0.00020358i,-0.00058359+4.9822e-05i,-0.0012068+0.00047622i,-0.0012346+0.00057022i,-0.00087936+0.0005491i,-8.4538e-05+0.00081304i,-5.4988e-05+0.0010315i,-0.00046989+0.00030094i,7.4868e-05-0.00012824i
0.00034031-0.0016414i,0.00041579-0.0010386i,0.0011661+0.00031505i,0.0012669+0.0011965i,0.00050447+0.001651i,-0.00044766+0.001738i,-0.00041221+0.0015396i,-7.7139e-05+0.00049868i,-0.00055334-0.00037477i,-0.0008417-0.00045193i,-0.00090892-0.00013196i,-0.00069994+4.6895e-05i,-0.00014623-0.00078299i,0.00034119-0.0012502i,0.00030273-0.00090493i,0.00021793-0.00050203i,0.00038138+0.00069844i,-0.00013372+0.0005624i,-0.00097658-2.058e-05i,-0.00051776-6.8489e-05i,0.0011769+0.00046373i,0.0015599+0.00010424i,0.0011041-0.00048962i
-0.0006943+0.001303i,-0.0012987+0.00052031i,-0.00046286+0.00039946i,0.00031955+0.00059158i,0.00017885+0.00075181i,-0.00063158+0.0014067i,-0.0012038+0.001294i,-0.0011195+0.00023037i,-0.0013269-0.00033558i,-0.00069111+0.00012025i,0.00021345+0.00053694i,0.00025371+0.00023225i,-8.6027e-05+4.8634e-05i,-0.00038122-1.9342e-05i,-0.00043335-0.00041085i,-0.00024862-0.00043141i,0.00016483+0.00011718i,0.00062523+2.6306e-05i,0.00030275+8.6945e-05i,-0.00091653+2.3412e-05i,-0.00051804-0.00085292i,0.00064514-0.00087518i,0.00024828-7.6371e-05i
0.00016633+0.0034226i,-0.00017009+0.0025247i,0.00039196+0.0010193i,0.0003197+0.0013114i,-0.00088296+0.0015192i,-0.0013286+0.0010891i,-0.00082747+0.00063231i,-1.321e-05+0.00010227i,-0.0004048-0.00049117i,-0.0012109+0.0001879i,-0.00014159+0.00052841i,0.00071494+9.9852e-05i,0.00037368+0.00010081i,-0.00019503-0.00029652i,-0.0012932-0.00084797i,-0.00095454-0.00078599i,0.00020363-0.00074161i,0.00013519-0.000814i,5.9769e-05-0.00060861i,0.0012346-0.00023109i,0.0015743+0.00026366i,0.0008876+0.00043607i,0.00016706+0.00056868i
0.00026027+0.00014596i,0.00066856-0.00052105i,1.2358e-05-0.00041448i,-0.00032136+0.00046708i,-0.0012412+0.0002971i,-0.0011023+0.0003703i,-0.00019908+0.00071883i,-0.00021904+0.00026015i,-0.00038552+3.7151e-05i,-0.00016697-7.7551e-05i,0.00032904+7.3262e-05i,0.00036013-0.00018393i,0.00057436-0.00063575i,0.0005397-0.00050287i,0.0002958-0.00043504i,0.00014447-0.00056932i,2.4938e-05-0.00064514i,-0.00062556-0.00048961i,-0.00060084-0.00038268i,2.5688e-05-0.00060423i,0.00024792-0.00098921i,0.00020123-0.00025404i,0.00016797+0.00068851i
0.00040302+0.00036792i,0.00054428+0.00052486i,9.6599e-05+0.0001181i,-0.00040646+0.00015231i,-0.00079279+0.0011569i,-0.0012888+0.0017924i,-0.00063703+0.0014679i,-0.00017376+0.00050581i,-0.00033982-0.00021115i,-0.00083989-0.00074419i,2.3402e-05-0.00093212i,0.00089513-0.00060168i,-2.5123e-05-0.00027189i,-0.00055347-0.00023669i,-0.00024463+0.00017297i,7.116e-05+0.00010128i,0.00035024-0.00043315i,-0.00017474-0.00051025i,-0.0011193-0.00029179i,-0.0011981+0.00022648i,-0.00044281+0.00043339i,0.00024831-0.00015959i,0.0003731-0.00048349i
-0.00045261-0.00043443i,-0.00090366-0.00021911i,-0.0008385+0.0013323i,-0.00049993+0.0030689i,-0.00019134+0.0021964i,0.0005027+0.0010138i,0.00076752+0.00086277i,0.00051175-8.3928e-05i,0.00056578-0.0011612i,0.00064603-0.00044302i,0.00025004+4.5353e-05i,-0.00019496-0.00070321i,-0.00043931-0.00075088i,-2.7327e-05-0.00014633i,0.00062108+0.00045108i,0.00076632+0.00056452i,0.00038423+0.00042999i,-0.00011024+0.00040734i,-0.00033365-0.00017191i,-0.00043677-0.00035248i,-0.0002371+0.00015375i,0.00017608+0.00057532i,0.00028076+0.00099271i
-0.00082401-0.00057155i,-0.001093-0.00018243i,-0.00024288+0.00073195i,0.0003358+0.00067715i,-0.0002317+0.00085318i,-0.001088+0.0011387i,-0.0009386+0.00074713i,-5.3815e-05+0.00037375i,-0.00038009-0.00032958i,-0.00086229+0.00028709i,-1.4434e-05+0.0010792i,0.00080545+0.00030948i,0.00040401-0.00026661i,-0.0008492-3.9323e-05i,-0.00074463+0.0003586i,-0.00041758+0.00079755i,-0.00026256+0.0011021i,0.00037073+0.00021648i,0.00027592-0.00067603i,-9.0971e-05-0.00031169i,-0.00039893+1.5244e-05i,0.00020164-0.0002858i,0.00073794-0.0005922i
0.00011251-1.7365e-05i,0.00018061+0.00039576i,-3.5157e-05+0.0017208i,-0.00039531+0.0025239i,-0.00076093+0.0021605i,-0.00099744+0.0015977i,-0.0012059+0.00054013i,-0.0011927-0.00082899i,-0.0010709-0.0011151i,-0.00086723-0.00075177i,-0.00045264-0.00069172i,0.00019061-0.00037057i,0.00024943+0.00014545i,-0.00027781+0.00023931i,-0.00098526-0.00014625i,-0.00074193-0.00078322i,-0.00030782-0.00082713i,-0.00012344-0.00066138i,0.00013524-0.00082939i,0.00020243-0.00070131i,0.00038948-0.00018383i,0.00054269+0.0010704i,0.00034094+0.0016337i
-0.00047482-0.0018257i,0.00012493-0.0010675i,-0.00054115-0.00023688i,-0.0012777+0.00054043i,-0.0017081+0.0015044i,-0.00087748+0.0016417i,0.00031251+0.00032957i,-0.00029282-0.00013496i,-0.00063089+5.4357e-05i,-0.00015081+0.00049063i,-0.00045353+0.00067692i,0.0002277+0.00022197i,0.00036974-0.00060903i,-0.00042448-0.00095892i,1.1196e-05-0.00020648i,0.00044808+0.00047273i,0.00037623+7.8589e-05i,0.00026969-0.00057213i,0.00031124-0.00062588i,0.00042898-0.00020112i,0.00018587-0.00025823i,3.7591e-05+2.3407e-06i,-7.2039e-05-8.1543e-05i
0.0002441+0.00028647i,0.00013421+0.00034605i,-0.00091209+0.0014333i,-0.0008435+0.0024816i,0.00074688+0.0018764i,0.0010653+0.00086627i,0.00061695+0.0004202i,0.00046225-8.6531e-05i,-2.2025e-05-0.0004899i,0.00020756+0.00037302i,0.00021326+0.00095572i,2.7434e-05-0.00011731i,0.00041482-0.00028257i,0.0010127-0.00015749i,0.0002871-0.00027255i,-0.0010986-0.00016743i,-0.00097581-0.00047841i,-0.00037737-0.00059681i,-0.00027788-0.00038455i,4.4203e-06-0.00029008i,8.2129e-05+0.00029451i,-0.0001794+0.00014997i,2.0287e-05-0.00020013i
-0.0015405-0.00082197i,-0.00059436-0.00084047i,6.3641e-06-0.00040681i,-0.00049511+7.842e-05i,-0.0012519-0.00010474i,-0.00086131-0.00020373i,-0.0001368+0.00034959i,0.00043051-5.4126e-05i,0.00037091-0.00033874i,0.00018479+0.00027365i,0.0002008+0.00049137i,7.6243e-05+0.00020823i,-0.00040223-1.032e-05i,-0.00023487-0.0004898i,0.0005476-0.00089996i,-5.5147e-05-0.0010613i,-0.00065882-0.00062228i,-0.0010204-0.00015769i,-0.00080443-0.00020019i,-0.00016327-0.00014703i,0.00013848+0.00015906i,6.8892e-05+3.4241e-05i,-6.4103e-05-0.00048458i
-0.0014668+0.00095045i,-0.0013311+0.00041762i,-0.00082485+0.0008811i,0.00015433+0.0018176i,0.00047944+0.002574i,-0.00025422+0.0021244i,-8.3996e-05+0.00015052i,0.00014695-0.00078743i,-0.00066192-0.00073536i,-0.0010538-0.00054738i,-0.00058022-0.00016157i,0.00023403+0.00021875i,0.00014352+0.000581i,-0.00083761+0.00027377i,-0.00068074-0.00071552i,0.00022361-0.00075082i,0.00029486-0.0002527i,0.00012153-0.00063811i,2.4975e-05-0.0008389i,-0.00013067-0.00048769i,5.3171e-05+0.0001929i,0.00040468+0.0012791i,0.00037731+0.0016087i
-0.00092016+0.00041103i,-0.00099093+0.00084895i,-0.00043775+0.00057559i,-0.00044601+0.00071665i,-0.0013302+0.001629i,-0.0016265+0.0015977i,-0.0017946+0.00018965i,-0.0015854-0.00077863i,-0.00097314-0.0009531i,-0.00015183-0.00041178i,0.00027663-0.00089094i,0.00039739-0.00055154i,0.0005076+0.00076316i,-0.00050907+0.00064141i,-0.00062092+0.00018505i,0.00070443+7.4313e-05i,0.00083845-2.7836e-05i,0.00045495-0.00037169i,0.00044129-0.00020092i,0.00086753+2.3551e-05i,0.0011341-8.0444e-05i,0.00059622+0.00014435i,0.00043634+0.00039293i
