0.00068784+0.00057352i,0.001285+0.00064123i,0.0012899-0.0008579i,0.00035188-0.0021233i,-0.00049157-0.0032268i,-0.00044069-0.0026223i,-0.00080576-0.00092567i,-0.00030188+0.00023138i,0.0006767+0.0012886i,0.0013202+0.00063026i,0.0012115-0.0005157i,4.1142e-05-0.00036517i,-0.00038372+0.0003593i,-0.00059481+0.0010226i,-0.00062305+0.00031357i,-0.00014855-0.00036249i,-0.00029879-0.00027927i,-0.00013909+1.4029e-05i,0.00052078-3.1244e-06i,0.00050869-0.00016602i,-0.00011861-0.00038225i,-1.6262e-05-0.00041522i,0.00044738-0.00010244i
0.00029665-0.000872i,0.00054622-0.00076608i,0.00031977-0.0007528i,0.00047926-0.00093961i,0.0005514-0.00097535i,0.00022712-0.00066375i,-2.432e-05-0.0005178i,-0.00060885+6.8171e-05i,-0.00075882+0.00054477i,-0.0001975+0.0006271i,0.00090342+0.00096022i,0.0015913+0.0012335i,0.0011657+0.0010616i,0.00046563+0.0003009i,0.00050794-0.00083538i,0.00053584-0.00033747i,6.4093e-05+0.00021671i,-0.00030346-0.00011971i,-0.00041735-0.00073598i,-0.00021744-0.00070884i,0.00018091-9.1763e-05i,0.0002388+0.00017346i,0.0005687-0.00034855i
0.00038459-0.00082471i,0.00085994-0.00087831i,0.001157-0.00069511i,0.0021517-0.00032255i,0.0030551-0.00052912i,0.00263-0.00016848i,0.00067655+0.00056837i,-0.00053706+0.00060218i,-0.00077913+4.9888e-05i,-0.00044503+0.00029454i,0.00016799+0.0007047i,-0.00080801+0.00033604i,-0.0013834+2.9511e-05i,-0.00075749+0.00018299i,-6.4783e-06+0.00047035i,0.0006042+0.00045449i,0.00015035+0.00042864i,-0.00057548+0.0005283i,-0.00024901+0.00017857i,1.3204e-05-0.00095862i,0.00043883-0.00073565i,0.00047985+0.0002895i,-0.0004274+9.002e-05i
8.1121e-05+6.2445e-05i,0.00014889+0.00079856i,-4.4303e-05+0.00093975i,0.00048569-0.00058799i,0.0010746-0.0020471i,0.0016851-0.00063783i,0.0010851+0.00074052i,8.7004e-05+4.2422e-05i,0.00032259-0.00015577i,0.00063872+0.00030468i,0.00071331+0.00042257i,0.0002421+0.00060195i,-0.0001379+0.0006341i,0.00043986+0.00087884i,0.00056425+0.00031554i,0.00058063-0.00058784i,0.00023001-0.00047637i,-0.00017435+4.953e-05i,3.3504e-05+0.00029344i,0.00014684-0.00029553i,4.4721e-05-0.0004228i,-0.0003394-0.00019797i,-0.0010702+2.3846e-05i
0.00086326-0.0016096i,0.00060404-0.0010361i,0.0009694-0.00022761i,0.001399+0.00063434i,0.0017712+0.00031628i,0.001684-0.00075567i,0.00075029-0.00062064i,6.3493e-05+0.00082563i,0.00037615+0.0014496i,0.0011281+0.0017874i,0.0008871+0.0017306i,0.00088704+0.00088512i,0.00075281+0.00048445i,-0.00027532+6.4392e-05i,-0.00010187-0.00085362i,0.00088897-0.0011798i,0.0015024-0.0005822i,0.00091764-8.607e-05i,0.00069983+0.0001832i,0.0010601+0.00046519i,0.00030757-4.3735e-05i,0.0001642-0.0006793i,3.5617e-05-0.00079675i
0.0006537-0.0008546i,0.0011843+0.00017592i,0.001867-7.3464e-05i,0.002218-0.0010797i,0.0015189-0.0015112i,0.00099209-0.0013112i,0.00065316-0.0013259i,-0.0001337-0.0012225i,-0.0011819-0.00026729i,-0.00061217+2.1952e-05i,-4.1458e-05-0.00062879i,-0.00014201-0.0004375i,0.00015752+0.000305i,0.00041963+0.00093248i,-0.00013445+0.00048906i,-0.00033131-0.00052876i,3.7839e-06-0.00059025i,0.00029388-0.00032178i,0.00064397+0.00016392i,0.00041579-0.00018917i,5.5424e-05-0.00062809i,9.7212e-05-0.00042672i,0.00018348-0.00021402i
-0.0021451-0.00022941i,-0.0013623-1.5815e-05i,-0.0016247+0.0020312i,-0.0013525+0.0021773i,0.00070719+0.00019997i,0.0022184-0.001024i,0.00093317-0.00070579i,-0.00082454+0.00032062i,-0.0014098+0.0010262i,-0.00034354+0.0014269i,0.00056489+0.001361i,-5.1813e-05+0.0011379i,-0.00047385+0.00026873i,-0.0004859+7.9065e-05i,-0.0004714+0.00048812i,-0.00035856+0.00062998i,5.0203e-05+0.00086579i,0.0004491+0.00025888i,-0.00013523-0.00034228i,-0.00064684-0.00067374i,-0.00045012-8.3454e-05i,0.00012015+0.00071648i,0.00081724+0.00092307i
0.0015437+0.00050044i,0.00078909+0.00077677i,0.0010433+0.00075827i,0.0024404+1.5689e-05i,0.0030924-0.00034957i,0.0024214-0.00056305i,0.0012455-0.00053383i,8.3522e-05-0.00017512i,-0.00055614+0.00061544i,-8.5399e-05+0.0012223i,3.754e-05-6.5993e-05i,2.683e-05+8.5952e-05i,2.9791e-05+0.0012602i,0.00026875+0.0011091i,0.00024473+0.00041649i,-0.00012912+3.1854e-05i,-0.00026606+9.9608e-05i,-0.00020893-0.00018721i,0.00036653-8.7963e-05i,0.00033994-0.00025532i,2.7633e-06-0.00065137i,-9.7063e-05-6.9052e-05i,3.5938e-05+0.00042449i
0.00044381-0.0013568i,0.00080692-0.00082187i,2.5729e-05-0.00032901i,0.00069023+0.00027712i,0.00193+0.00091398i,0.0022149+0.00044862i,0.0014938-0.00016022i,0.00036554+0.00026883i,-2.2542e-05+0.0010247i,0.0013093+0.00072112i,0.0019385-0.00033167i,0.00063143-0.00074136i,0.00032586-0.00068365i,0.000826-0.0006688i,0.00057345-0.00029589i,4.2154e-05+1.6246e-05i,0.0001606-0.0001008i,0.00061609-0.00022925i,2.5434e-05-0.00065428i,-0.00060479-0.00069242i,-0.00027693-0.00041089i,-0.00048516-0.00040429i,-0.00025154-0.00040766i
0.00056643-0.00073129i,0.00026933-0.00071053i,0.0010209+0.0005321i,0.0030218+0.00029363i,0.0032331-0.001669i,0.0023149-0.0021083i,0.00089027-0.00076888i,-0.00058493-0.00018769i,-0.0011546-0.00014488i,-0.0011259+0.0010711i,-0.00034594+0.0012405i,-0.000173+0.00040209i,-0.0001371+0.00027044i,0.0003749+0.00078948i,0.00084646+0.0010342i,0.00090118+0.0011737i,0.0002936+0.00029897i,-0.00053628-0.00055301i,-0.00094175-0.00035198i,-0.00099194+0.00021674i,0.00016719+0.00072764i,0.00089258+0.00079836i,0.00042431+0.00055637i
-0.00051296+0.00095308i,-0.0011442+0.00027419i,-0.00091679-0.00026689i,0.00039479-0.001217i,0.0013665-0.0018944i,0.0013204-0.0018508i,0.00018316-0.0014585i,-0.00098616-0.0004464i,-0.00089807+0.0006842i,-0.0002463+0.00085997i,8.2585e-05+0.0004877i,-0.00025893+8.233e-05i,-0.0013669+7.5241e-05i,-0.0014263+9.3645e-05i,-0.00048186+0.00021378i,4.7786e-05+0.00050004i,0.00022563+0.00054574i,0.00054257+0.00074594i,0.00033348+0.00023735i,7.1692e-05-0.00010768i,5.4352e-05+0.0001087i,4.1265e-05+0.00037357i,-0.00018263+0.00063114i
-0.00057282-0.00077304i,0.00032226-0.00016658i,0.0015066+0.0011819i,0.0029105+0.0017305i,0.0038824+0.00038401i,0.0028714-0.00066119i,0.0011029-0.00095039i,0.00063166-0.00075829i,0.00010885-0.00046552i,-9.0374e-05-0.00041739i,0.00032412-8.198e-05i,0.00071839+6.5008e-05i,0.00063987+0.00049351i,0.00064299+0.00089054i,0.0004947+0.00059511i,9.7283e-05+0.00016228i,0.00027381+0.00028992i,0.00032342+0.00052383i,0.00022107+0.00046518i,-0.00017747+0.00054702i,-0.00039531-1.8562e-05i,-0.00028435-0.0010067i,-0.00029711-0.00089102i
-0.0010113-0.00027607i,-0.00088019-0.00054578i,-0.0011647-0.0009254i,-0.0002881+0.00028079i,0.00064169+0.00052505i,0.00048911+8.4072e-05i,-0.00025252-0.00036434i,-0.0013446-0.00034239i,-0.0010621+0.00069971i,0.00030722+0.00076826i,0.00056905-6.0366e-05i,0.0001862-0.00041228i,0.00015245-3.1361e-05i,0.00076085-6.6848e-05i,0.00074319-0.00024186i,8.5518e-08+6.7166e-05i,3.5283e-05+0.00023721i,0.00042601+0.00033913i,0.0004621+9.9649e-05i,0.00021053-0.0005383i,-6.2456e-05-0.0001132i,5.3405e-05+0.00079894i,0.00047357+0.00051913i
0.00072221+0.00045875i,0.0010734+0.00031398i,0.0016491+0.00098353i,0.0029478+0.0011809i,0.0037862+0.00058359i,0.0023612-0.00028554i,0.00018999-0.00022453i,-0.00071411+0.00019376i,-0.00094129+0.00062178i,-9.465e-05+0.00035861i,0.00044592+0.00013785i,0.00034133+0.00088926i,-0.0001781+0.0011514i,-0.00085026+0.00091063i,-0.00058725+0.00057083i,0.00072255+0.00039021i,0.0015614+0.00045379i,0.00075388+0.00061477i,6.6395e-05+0.00017731i,-0.00011314-0.00013764i,-0.00058351-0.00020351i,-0.00053138+0.00029513i,-0.00013606+0.0007774i
0.0013292-0.00098953i,0.00043783-0.00054822i,-0.00016684-0.00029333i,0.0009958-0.00025676i,0.0020016-0.0005566i,0.0018685-0.00048206i,0.00032181-0.00047742i,-0.0011852-1.2795e-05i,-0.0011275+0.00089403i,1.9029e-05+0.0006147i,0.00073311+7.1e-05i,0.00066818+3.5701e-05i,0.0011491+0.00027333i,0.001372-0.00024131i,0.00063035-0.00062844i,-0.00022917+1.3143e-05i,0.00013662+0.00030752i,0.00067426+0.00080522i,0.00033316+0.00061457i,0.00033025+0.00058667i,0.00011702+0.00064214i,-0.00055134+9.2797e-05i,-0.00096767-0.00040062i
-0.0011977+0.0013803i,-0.0012528+0.00050884i,0.00060944+0.0016303i,0.0029188+0.0018936i,0.0040172+0.00043428i,0.0029386-0.0010523i,0.0011415-0.0017623i,-7.2384e-05-0.0012597i,-0.00080178-0.00019928i,-0.00097074+0.00010186i,4.2511e-05-0.00019526i,0.0005318+3.4458e-06i,9.4428e-05+0.00034089i,-5.3444e-05+0.00038045i,9.8438e-05+0.00016678i,0.0003535-3.3292e-06i,0.00013899-7.8484e-05i,0.00022004+9.3414e-05i,0.00042097+0.00013165i,-0.00046946+0.00010769i,-0.00054925-0.00027862i,0.00059156-0.00047496i,0.00094278-0.00044911i
0.00077871+0.0012795i,-0.00035611+0.0010262i,-0.0007871+0.00057453i,-0.00026149+0.0001682i,0.0012602-0.0002476i,0.0013248-0.00060324i,-0.00039789-0.00036467i,-0.0011871+0.00029792i,-0.00060811+0.00071069i,0.0001642+0.0014535i,0.00033701+0.00086153i,0.00031617-0.00067626i,0.00054702-0.00064836i,0.00025186+0.00013904i,9.0254e-05+0.00063079i,0.00047015+0.0014382i,9.1453e-05+0.0010555i,-0.00019052-0.00040387i,-0.00032971-0.00039856i,-0.00091711+0.00021307i,-0.0011812+0.00033714i,-0.00062403+0.00033762i,9.4232e-05+4.921e-07i
-0.00052509+0.0011233i,-3.1305e-05+0.0012942i,0.0020405+0.0013477i,0.0031127+2.9122e-05i,0.0027529-0.0017173i,0.0016867-0.0019023i,-0.00019848-0.00054784i,-0.0010956+0.00074036i,-0.00090599+0.0010539i,0.00055729+0.00036405i,0.001386+4.3251e-06i,0.00057429-0.00011177i,0.0007341-0.00017965i,0.00081396-2.005e-05i,0.00029634+0.00029601i,-7.217e-05+0.00053528i,-1.4801e-05+0.00014656i,0.00067504+0.00029267i,0.00091021+0.00093401i,0.00083626+0.00034269i,-0.00012469-0.00013593i,-0.00082122-0.00030172i,-0.00027327-0.00051371i
0.00025165-0.0018939i,0.00049071-0.0012902i,0.0004021-6.3646e-05i,0.001921+0.00095543i,0.0037844+0.001033i,0.0033576+0.00023746i,0.0014984-0.00019103i,-0.00013017+0.00070891i,-0.00095543+0.0015972i,-0.00032158+0.0014459i,0.00021977+0.00096187i,0.0004901-0.00029238i,0.0013113-0.0011842i,0.00076948-0.0011408i,0.00012142-0.00035736i,0.00045244+0.00048263i,0.00046179+0.00034261i,-2.8355e-05+0.00049676i,-2.4634e-05+0.00030401i,-0.0002886+0.00013522i,-0.00049248+5.7098e-05i,4.8737e-05+0.00025156i,0.00039002+0.0004156i
-0.00059749-0.00039878i,-0.00084015-0.00031238i,0.0010904+0.0010092i,0.0033788+0.00088418i,0.0042443-0.00043565i,0.003086-0.0015018i,0.0012453-0.0015313i,0.00029988-0.0011i,0.0002632-2.8076e-05i,0.00059241+0.00062156i,0.0008779+0.00034243i,0.00042312+0.00047474i,-9.0966e-05+0.00103i,0.00015525+0.00030328i,0.00038195+0.00013476i,0.00051889+0.00069286i,0.00051742+0.00033567i,0.00038689-0.00028982i,0.00031501-0.00085528i,-0.00034894-0.00044313i,-0.00037852+3.7403e-05i,8.2646e-05+0.00070952i,0.00014632+0.0012363i
-0.00024212+0.00091734i,-0.0001117-2.5738e-05i,0.0013277-0.00089409i,0.0019015-0.0019495i,0.0019741-0.0028887i,0.0010738-0.0024562i,-0.00034664-0.00091281i,-0.00049135-0.00047936i,-0.00042397-0.00040275i,1.3692e-05-0.00025462i,0.00031757-0.00056615i,0.00014826-0.00042173i,-0.00031456-0.00039395i,-0.00081794-0.00016641i,-0.00081386+0.00061264i,-0.00033663+0.00040858i,-4.7941e-05-0.00017718i,0.00024719-0.00026284i,0.0005448-0.00051639i,1.2018e-05-0.00078896i,-0.00049544-0.00055166i,-9.6837e-05-0.00025448i,-8.4383e-05-0.00031255i
0.00038254+0.0010575i,0.00040487+0.001724i,0.0013634+0.0012816i,0.0019836+0.00081364i,0.0018346-0.00061246i,0.0015861-0.0014193i,0.00023755-0.0015491i,-0.00044162-0.0012473i,0.00014827-0.00031238i,0.00073176-0.00015108i,0.00087704-2.7204e-05i,0.00042936+0.00011903i,0.00036039-0.00027834i,0.00058701-0.00011843i,-0.00011504+0.00055243i,-0.00068416+0.00061988i,-5.3244e-05-0.00016113i,0.00062489-0.00083658i,0.00035212-0.00090254i,-6.125e-05-0.00040911i,0.00066122-4.0077e-05i,0.0013385-0.00014609i,0.00090661-1.2083e-05i
0.00010465-0.0011902i,6.1498e-06-0.00062978i,0.00037498-0.001326i,0.00074526-0.00098361i,0.0016646-0.0010866i,0.0014012-0.0010272i,0.00059821-0.00047743i,0.00023186-7.2563e-05i,-0.00057384+8.7206e-05i,-0.00078788-0.00022095i,-0.00029652-0.00025577i,-0.00036983+0.00027879i,0.000405+0.00041907i,0.0010602+4.8735e-06i,0.00086468-0.00054907i,0.00063678-0.0012909i,0.00036626-0.0012917i,-9.7576e-05-0.00078426i,-3.5578e-05-0.00020543i,0.00051269+0.00069848i,0.00056366+0.001047i,-0.00017926+0.0008856i,-0.0010477+0.00088043i
0.000289+0.0006846i,0.00075336+0.001276i,0.0015918+0.0011212i,0.0026628+0.00041696i,0.0033747-0.00063821i,0.0022311-0.001352i,0.00031245-0.0012647i,-0.00051822-0.00069039i,-0.00092166+0.0012825i,-0.00064984+0.002264i,-0.0001575+0.00056895i,0.00012083-0.00060435i,0.00016318-0.00025464i,-0.00015006+0.00029869i,0.00050057+0.00018912i,0.0012324+0.00034078i,0.00047967+0.00098763i,-0.0001573+0.00070426i,0.0002447-0.00012984i,0.00028219-0.00066892i,-0.00031693-0.00064711i,-0.0010567-0.00017188i,-0.0011045-0.00020747i
0.00032427-0.00025864i,-0.0006058-0.00018379i,-0.00036458+1.1065e-05i,0.00044518+0.00016036i,0.00094619-0.00038855i,0.00086638-0.00041535i,-7.52e-05-3.0676e-05i,-0.00057286+0.00011404i,0.00032476+0.00080873i,0.0013694+0.0013887i,0.0017913+7.2936e-05i,0.0013814-0.001258i,0.00065314-0.00080759i,0.00039099-0.00022735i,0.00052294+0.00041438i,0.00012678+0.0009242i,-5.9803e-07+0.00069035i,0.00096312+0.00026473i,0.0012158+0.000483i,0.00073639+0.00077002i,0.00048314+0.00039156i,-0.0001049+0.00037569i,-3.5318e-05-0.00055359i
3.1983e-05+0.00096158i,0.00037206+0.00036651i,0.00084179+0.0011721i,0.0033903+0.0008658i,0.0054673-0.00050598i,0.0040097-0.0023012i,0.0015837-0.0024831i,6.3812e-05-0.0012553i,-0.00054668-6.8831e-05i,7.5463e-05+0.00097016i,0.00064412+0.00051271i,-0.00011484-9.9383e-05i,-0.00090239-6.3406e-05i,-0.00029882+0.0001219i,-0.00027565+2.043e-07i,-0.00028234-8.432e-05i,0.00052526-0.00014162i,0.00079112-0.00010978i,0.00068276-5.1779e-06i,0.0002077-0.00029201i,0.00035406-5.8153e-05i,0.0009154+0.0006145i,0.00021824+0.00089361i
-0.00053367-0.00067923i,-0.00050053-0.00093044i,-0.0003056-0.00093807i,0.00051035-0.00058863i,0.0010938-0.00094686i,0.0017544-0.0014541i,0.0014045-0.0012514i,0.00071515-0.00044367i,3.5206e-05+0.0005778i,-0.00045627+0.00089213i,9.263e-06+0.00021768i,0.00018214-0.00011568i,-0.000789+0.00024771i,-0.00028722+5.1593e-05i,0.0005869+0.00044239i,-9.5281e-05+0.0012362i,-0.00033777+0.0011216i,0.00021508-9.0026e-05i,0.00047427-0.00075154i,0.00023552+3.5992e-05i,0.00040086+0.00040044i,0.00093775+0.00045294i,0.00085184+0.00045812i
0.0019801+0.00012936i,0.0011861+0.0006134i,0.0011418+0.00071017i,0.0028736+0.00055567i,0.0028517-0.00054589i,0.0013024-0.0010662i,0.00051957-0.00055486i,-0.00065396-0.00034589i,-0.0016003+0.00025983i,-0.0012689+0.0011991i,-0.00076679+0.00064126i,-0.00015633-0.0004656i,0.00035622-0.00026039i,0.00029263+0.00041818i,0.00068258+0.00078556i,0.0010698+0.0011463i,0.00053636+0.00082582i,-0.0001439-0.00018418i,-4.9344e-05-0.00034113i,-3.3077e-05-0.00013052i,-5.0654e-06-1.2114e-05i,0.00013061+0.00030447i,0.00045409+0.00014861i
-0.0011066-5.9565e-05i,-0.00011922-0.00030048i,0.00022992+5.9126e-05i,0.00065414-2.4993e-05i,0.002226-0.0012519i,0.0026668-0.0021734i,0.000944-0.0020278i,-0.00014398-0.001093i,-5.115e-06+0.001038i,-1.6482e-06+0.002215i,-0.00011356+0.00077575i,-0.00047404-0.00054667i,-0.00054479-0.00081054i,-0.00017563-0.00035249i,-0.00021855+0.00036048i,-8.0457e-05+0.00038058i,0.00076949-0.00027843i,0.0013021-0.00083508i,0.00031905-0.00041339i,7.0911e-05+0.00013242i,0.00047087-3.8409e-06i,0.00028636-5.4557e-05i,0.00011956+0.00011723i
-0.00081262+0.0003852i,-0.00025565+0.00078928i,0.00088004+0.0014187i,0.0021972+0.0010347i,0.0027057-0.00045238i,0.0030111-0.0013584i,0.0024541-0.00055908i,0.0012872+0.00058379i,0.00071274+0.00081103i,0.00042238+0.00041289i,-0.00043605+0.00020782i,-0.00078351-0.00012138i,-9.1921e-05-0.0004229i,0.00014781+3.3703e-05i,-8.4504e-05+0.00046337i,0.00044625+0.00059248i,0.00068668+0.00029005i,-0.00029324-0.0005145i,-0.00032096-0.0012673i,0.00027376-0.00072907i,3.3924e-05+0.00035329i,0.00017331+0.00053739i,-6.2841e-05+0.0003926i
0.0015894-6.9618e-05i,0.0019341-0.00060269i,0.001872-0.0010058i,0.0015082-0.00086177i,0.0015717-0.0013133i,0.00027552-0.0013196i,-0.00053426+9.1478e-05i,-0.00043317+0.001205i,-0.00037456+0.00013336i,-0.00050578-0.00079088i,-0.00039572-0.00089999i,-0.00040539-0.00080283i,-0.00014609+4.5861e-05i,0.00011426+0.0010288i,-6.5314e-05+0.0010571i,0.0002374+2.1609e-05i,0.00067641+0.00018709i,0.00056066+0.0010444i,0.00020488+0.00061543i,0.00011005+2.3085e-05i,-8.0103e-05-0.00016481i,-0.00025671+6.745e-05i,-0.00030197-0.00060235i
0.00052087+0.0013955i,0.00034504+0.00042434i,0.0014366+0.000719i,0.0025539-6.626e-05i,0.0025814-0.001962i,0.0024135-0.0029355i,0.0013404-0.0015218i,0.00032441-0.00027865i,0.00045439-0.00012367i,0.0012701-0.00015323i,0.0010063-0.0006042i,-0.00020775-0.00078427i,-0.00062007-8.061e-05i,-0.00080344+0.00023849i,-0.00033711+0.00011492i,0.00018571+0.00023443i,0.00048199+8.4501e-05i,0.00052701-0.00062787i,-0.00051807-0.00093585i,-0.00073543-1.1528e-05i,-0.00016727+0.00044821i,0.00051943+0.00013955i,0.00078578-0.00025629i
0.0010595-0.00028568i,0.00015611+0.00035057i,0.00015492+0.00019464i,0.0013748-0.00041855i,0.0013691-0.0016541i,0.00058406-0.0018774i,-7.6752e-06-0.0014421i,-0.0012349-0.0010773i,-0.0020119+0.00053988i,-0.0011211+0.0012252i,5.4972e-05+0.0004551i,-0.00011115+7.3242e-05i,0.00026446+0.00038679i,0.001335+0.00078818i,0.00075397+0.0002082i,-0.00014348+0.00011921i,-0.00041449+0.00044461i,-0.00015549+0.0006298i,0.00014664+0.00082394i,-8.8243e-05+0.0010832i,-0.00015565+0.00025733i,-0.00011493-3.0037e-05i,-0.00049012+0.00032903i
-0.00053101+0.0018843i,-0.00049029+0.0017308i,5.4326e-06+0.0011008i,0.0019848-0.00059719i,0.0031015-0.0016744i,0.0025543-0.0018753i,0.00074206-0.0011779i,-0.00061358-0.00023262i,-0.0010788+9.45e-05i,-0.00014624-0.00015042i,0.00058231-0.00078153i,-0.00012748-0.0012978i,-0.00071646-0.00037255i,-0.00013595+0.00071077i,0.00045771+0.0013313i,8.2326e-05+0.00069612i,0.00010473+0.00066036i,0.0006318+0.0003478i,0.00027782-0.00076716i,0.00017641-0.00055973i,0.000344+0.00010279i,-0.00016856+0.00063353i,8.5976e-05+0.0014172i
0.0012268+0.0012412i,0.00074923+0.00075931i,0.00096322+0.00094761i,0.0022297+0.0013921i,0.0030477+0.00055697i,0.0024522-0.00086075i,0.0010914-0.0018845i,0.00025274-0.0015025i,0.00030757+0.00051952i,0.000365+0.0011303i,8.5153e-05+0.00045024i,-0.00063918+0.00044674i,-0.0005457+0.00068059i,0.00059335+0.0011491i,0.0010019+0.00070539i,0.00033545-0.00025858i,-0.00032798+0.00010881i,2.3801e-05+0.00037532i,0.00098336-8.7537e-05i,0.00018185-5.2475e-05i,-0.00061893-0.00022941i,0.00035378-0.00058898i,0.00018797-0.00058616i
0.00010989-4.972e-05i,0.00040076+0.00065079i,0.00075939+0.0012724i,0.0018844+0.0013981i,0.0032682+0.0008984i,0.0027773-0.00053752i,0.00030014-0.00063829i,-0.00036424-0.00022795i,0.00020756-0.00036859i,-0.00015067-0.00012932i,-0.00089026+0.00026516i,-0.00099955+0.00056021i,-8.2289e-05+0.00030977i,0.00023954-0.00019304i,9.9543e-05-0.0011343i,0.00047102-0.00057817i,0.00099245+0.00056731i,0.0011444+0.00030679i,0.00086548-2.8169e-05i,0.00069211-1.8058e-05i,0.00034325+0.00040437i,-3.4643e-05+0.00023483i,-0.00072528+0.00012413i
0.00050743-0.0001814i,0.00082702-1.9801e-05i,0.00092121-0.00067637i,0.0012324-0.00052839i,0.0020786-0.00067783i,0.0022783-0.00016388i,0.00094571+0.0005713i,-0.0012926+5.945e-06i,-0.001188-0.00025275i,-0.00012906+0.00028346i,0.00011139-0.00012616i,0.00063302-0.00017103i,0.00082019+0.00094937i,0.00062143+0.0010623i,0.00056808+0.00023254i,0.00073359+0.00030219i,0.00045159+0.00059275i,0.00033021+0.00014986i,0.0013742-0.00077653i,0.001481-0.00092065i,0.00095194-5.6526e-05i,0.00017124+0.00035662i,0.00022576+7.0871e-05i
-0.00017634+0.0012035i,-0.00053051+0.0012398i,0.00058174+0.001873i,0.0010778+0.0016457i,0.00076251+0.00080004i,0.00063868-0.00044701i,-4.2635e-05-0.0010189i,-0.0010237-0.00040932i,-0.00045362+0.00021072i,0.00057912+7.8344e-05i,0.00042404-0.00039665i,-0.00024655-0.00089914i,-0.00097949-0.00077798i,-0.0012843-0.00048765i,-0.00059673+0.00010053i,2.4445e-05+0.00043667i,0.00052226+0.00014755i,0.00083968+0.00022396i,0.00073987+0.00043927i,0.00055128-4.1315e-05i,0.00032753-0.00033438i,-0.00014369-4.7495e-05i,-0.00033762+0.0003656i
0.0001341+0.0023903i,-0.00026834+0.0014237i,0.00080952+0.0011309i,0.0027076+0.00011501i,0.0035825-0.0011225i,0.0028072-0.0017879i,0.00094476-0.0014541i,-0.00057115-0.0011534i,-8.7449e-06-0.00071451i,0.0013448-0.00026846i,0.0017827-0.00086446i,0.001056-0.00054471i,0.00050395+0.00057329i,0.00035386+0.00056189i,0.00036566+0.00060263i,0.00062666+0.0006404i,0.00090886+4.9631e-05i,0.00092566-0.00047121i,-0.00015778-0.00044066i,-0.00092025-0.00012622i,-0.00076944-3.4248e-05i,7.2518e-05-4.6312e-05i,0.0011338-0.00023979i
-0.00066117+0.00059792i,-0.0014628+0.00064326i,-0.0014477+0.0013617i,0.0017207+0.0011238i,0.0036661-0.00018814i,0.0024304-0.0010754i,0.0010451-0.00054073i,0.00043884+0.00049097i,6.2704e-05+0.0013492i,-4.545e-05+0.0014721i,-6.6705e-05+0.001075i,-7.5288e-05+0.0011347i,-0.00043402+0.0010821i,-0.00043551+0.0010786i,-0.00016593+0.00097038i,0.00026188+0.0007038i,0.00035328+0.00033872i,0.00013667-0.00017224i,0.00064044-0.0010106i,0.00068986-0.0012402i,0.00064252-0.00056171i,0.00041458-0.00094534i,-0.00021918-0.00089463i
0.00086152-0.00047531i,0.0019812+0.00011607i,0.0014503-0.00094609i,0.0013887-0.0016667i,0.00226-0.0027489i,0.0030986-0.002901i,0.0028135-0.0018189i,0.00099293-0.0012294i,-0.00074589-0.00034053i,-0.00090979-5.1174e-05i,-0.00020044-0.00077476i,0.000325-0.00081752i,0.0009387-0.0002634i,0.00066592-0.00030988i,-0.00018336-0.0006287i,-0.00020035-4.1672e-05i,1.1468e-05+0.00047272i,-0.00013648+1.9059e-05i,0.000878-0.00023323i,0.00087921+0.00043986i,0.00019524+0.00065691i,0.00029172-0.00015841i,0.00064799-0.00065542i
-0.00079954+8.7228e-05i,-0.00017407+0.00049517i,-0.00015765+0.0012858i,0.00077299+0.00077756i,0.0025041-0.000886i,0.003067-0.0016076i,0.001042-0.0011036i,-0.0014821-0.00014062i,-0.0018216+0.0011957i,-0.00041318+0.0010522i,0.00040909+0.00045845i,-3.2706e-05+0.00074121i,-0.0002416+0.00056387i,-0.00022184+0.00016652i,4.4163e-05-3.9325e-05i,0.00039264-8.4403e-05i,0.00055442+0.00045942i,0.0005131+0.00058833i,0.00049234+0.00066765i,0.000458+0.00050232i,-3.2256e-05-0.00031606i,0.00037539-0.00074613i,0.0011697-0.00068195i
0.0016181-0.0004993i,0.001348+8.5836e-05i,0.0015602-0.00065208i,0.0017781-0.0013218i,0.0015791-0.0014036i,0.001463-0.0014377i,0.0011957-0.0010147i,0.00054749-0.00045736i,0.00017662+0.00019789i,0.00032204+0.0005367i,0.00041124+0.00026051i,-0.00027558+0.00018376i,-0.00043974+0.00067706i,0.00031274+0.00088096i,0.00024369+0.00058728i,-0.0005164+0.00045438i,-0.00038749-0.00034341i,-0.00013212-0.00010979i,-0.00021641+0.0005969i,-0.00066877-7.647e-05i,-0.00024741-0.00052559i,-7.1648e-05+1.7653e-05i,-0.00048327+0.00049258i
-4.7458e-05+0.00065454i,-0.00065734+0.00051234i,0.0010102+0.0012336i,0.002016+0.0010715i,0.0026873-0.00051748i,0.0027554-0.0010256i,0.00087144-0.00022522i,-0.00023428+0.00035164i,-0.00010033+0.0010542i,8.911e-05+0.00057817i,0.00064136+0.00014855i,0.0001191+0.00082736i,-0.00057883-0.00013457i,-0.00018135-0.00079666i,0.00016249-0.00091242i,0.0002895-0.0011804i,0.0001295-0.00040093i,-0.00012163+0.00045956i,0.0001488+0.00033364i,4.3374e-05-0.00065915i,0.00043601-0.0011973i,0.0013295-0.00097099i,0.00073829-0.00066563i
