-0.0013048+0.00088825i,-0.00064091+0.00052809i,-0.0010839-4.057e-05i,-0.0018463+0.00034659i,-0.0031302+0.001185i,-0.0019728+0.001586i,-0.00062749+0.0015861i,-0.001358+0.0011388i,-0.0013129+0.0015636i,-0.00023635+0.0018269i,0.00025975+0.00054381i,-0.00030709-0.00017432i,-0.00093675-0.00011514i,-0.000472-0.00042636i,0.00017002+0.00013462i,6.4307e-05+0.00033934i,-0.00010138+0.00037848i,4.5184e-05+0.00037765i,0.00024781+0.0001315i,-0.00062034+0.00020201i,-0.00061026-0.00012844i,-0.00016844-0.00023325i,5.2804e-05+4.827e-05i
-0.0012212-0.00019682i,-0.0018126+0.00045362i,-0.0032493+0.0017299i,-0.004424+0.0028862i,-0.0046471+0.0035775i,-0.0022094+0.0029351i,6.5372e-05+0.0023167i,-0.00044046+0.0022186i,-0.00099222+0.0030878i,-0.00057601+0.0036623i,-0.00014627+0.0019176i,-0.00057337-8.0949e-05i,-0.00014493-0.00073653i,0.00046885+5.9702e-05i,0.00074225+0.00069715i,0.0013896-9.5165e-06i,0.0012331+0.00022512i,0.00049318+0.00064487i,0.00074652+0.00043587i,0.00026868+0.00081892i,0.00040065+0.00082614i,0.0010969+0.00047976i,0.000877+0.00074749i
-0.00061741-0.0015462i,-0.0007132-0.0012489i,-0.0019582-0.00077383i,-0.003943+0.0011873i,-0.0045479+0.0028438i,-0.0016134+0.0025972i,0.00044502+0.0013732i,-0.00091504+0.0016116i,-0.0013745+0.0024388i,-0.00053741+0.0019311i,0.00061238+0.0010233i,0.0014646+0.00061922i,0.0013661+0.00081696i,0.00093023+0.00057249i,0.0011419-0.00011414i,0.0012495-0.00015828i,0.0005577+0.00041191i,0.00055104-0.00020795i,0.0012822-0.0013926i,0.0012067-0.0015981i,0.00059127-0.0017151i,0.00022701-0.0017097i,0.00052635-0.0007128i
-0.0021683-0.00095686i,-0.0028629+0.00045463i,-0.0037827+0.0022838i,-0.0043262+0.0035704i,-0.0030189+0.0050474i,-0.0003592+0.0047173i,0.0016345+0.0024584i,0.0013965+0.0018246i,-2.0765e-05+0.0028515i,0.00015997+0.0032326i,0.0009169+0.0018658i,0.001404+0.000952i,0.0015372+0.0010227i,0.0011926+0.00044624i,0.0012724+0.00011011i,0.0011731+0.00047813i,0.00029+0.00031407i,-0.00044705+0.00019248i,-0.00051511+0.00091947i,-0.0007624+0.0017463i,-0.00080621+0.0020396i,6.8392e-06+0.0015031i,0.00025997+0.00055752i
-0.0013141-0.00029513i,-0.001429+0.00010091i,-0.002298+0.0018961i,-0.0029678+0.0038655i,-0.0024929+0.004356i,0.00043659+0.0038005i,0.0024298+0.0020273i,0.0012085+0.00081772i,0.00010952+0.0016341i,0.00064833+0.0020817i,0.0014305+0.0019184i,0.001059+0.0019679i,0.00066455+0.0020009i,0.00065256+0.0016524i,0.0010609+0.0013334i,0.001171+0.00066989i,0.00067287-4.7834e-05i,-8.4418e-05-0.00043764i,0.00053335-0.0011746i,0.0015373-0.0015238i,0.00063807-0.00027731i,-0.00052197+0.00089086i,-1.0429e-05+0.00041573i
-0.0028274+0.00010203i,-0.0030544+0.0015497i,-0.0032799+0.0030844i,-0.0027002+0.0036425i,-0.00084219+0.0041122i,0.0014061+0.0044165i,0.0018597+0.0033345i,0.0007067+0.0024347i,-9.3629e-05+0.0032814i,0.00014811+0.0031553i,0.00033495+0.0017466i,-0.00038878+0.0013287i,-0.0010272+0.0011477i,-0.00058302+0.00057785i,-0.00053422-0.00016402i,-0.00058052-0.00046905i,-0.00033797-0.00037272i,-0.00011417+0.00015408i,-0.00036814+0.00018896i,-0.001346-0.00063069i,-0.001778-0.00064071i,-0.0011128-0.0011784i,-0.00024931-0.0011999i
-5.024e-05+0.0018942i,-0.00049848+0.0011632i,-0.00026886+0.0023682i,-0.00028483+0.0028389i,-6.7374e-05+0.0012761i,0.00098715+0.00023815i,0.0017704+0.00065879i,0.0019147+0.0019083i,0.0010578+0.0028986i,0.0010084+0.0031213i,0.00045732+0.0016243i,-0.00027985+0.0008017i,-0.00062834+0.0011031i,-0.00098549+0.00038216i,-8.5766e-05-0.00019368i,0.00030306-2.4747e-05i,0.0002859+0.00019316i,0.00086607+0.00058743i,0.00033557+0.00092934i,0.00040939+0.00076468i,0.0013761+0.00057359i,0.0016066+0.00065737i,0.0010192+0.00065362i
0.0025894+0.0011497i,0.0023773+0.00057628i,0.0014596+0.00088901i,-0.00044138+0.0012899i,-0.0020671+0.0019414i,-0.00092222+0.0020285i,0.00018861+0.0016636i,-0.00043291+0.0013135i,0.00025604+0.0018816i,0.0011443+0.0021371i,0.00038919+0.0012745i,-9.0269e-05+0.0011666i,-7.418e-05+0.0010111i,-0.00019868+0.00052645i,0.00042211+0.00046638i,0.001084-0.0004275i,0.0013029-0.0007384i,0.00071089-0.00063074i,-0.00023222-0.0012359i,-0.00051376-0.0021954i,-0.00030981-0.0021911i,-2.3302e-05-0.0019678i,0.00017146-0.0016246i
-0.00070402+0.0033096i,4.0957e-05+0.0034305i,0.00047855+0.0024193i,0.0001655+0.0015336i,0.00059318+0.0012756i,0.0014125+0.00085533i,0.000884+0.00090933i,-0.00084065+0.0012163i,-0.0024991+0.0025745i,-0.00093839+0.0022191i,0.00087962+0.0010824i,0.00098811+0.00067763i,0.0014953+0.0001748i,0.0013156+0.0004226i,0.00062985+0.00043431i,0.00095022+0.00035374i,0.00049072+0.00082177i,-0.00043908+0.00086562i,-0.0010951+0.00032104i,-0.00074762+0.00070258i,-0.00047991+0.0011618i,-0.00067955+0.0012134i,5.3693e-05+0.00097646i
7.2142e-05-0.0015585i,0.00027933-0.0013674i,-0.00075195-0.00092499i,-0.0020508-3.5081e-05i,-0.0030431+0.0020129i,-0.0020569+0.002866i,-2.0622e-05+0.00093721i,-0.00021663+4.7605e-05i,-0.0011639+0.0014954i,-0.00057183+0.0015699i,0.00070387+0.00091311i,0.00066442+0.0010053i,0.00047908+0.0014807i,0.00072947+0.001361i,0.00055711+0.00068i,0.00087556-0.00021917i,0.0011808-0.00046005i,0.0015024-0.00050717i,0.0021375-0.0012164i,0.0014228-0.00088349i,0.00048974+0.00018377i,0.00049043+0.00014555i,0.00027392-0.00032013i
0.0018502-0.001073i,-8.6576e-05-0.00064049i,-0.0013094-0.00055583i,-0.0029121-8.4366e-05i,-0.0033406+0.00090908i,-0.0010085+0.001499i,0.0012875+0.0011681i,0.0010008+0.0008735i,0.00036464+0.0015331i,0.00092207+0.0018225i,0.0011895+0.0017764i,0.00085525+0.0010881i,0.00024727+0.001279i,-0.00015804+0.0015187i,0.00015329+0.00075896i,0.00097242+0.00061612i,0.0014645+0.00064794i,0.00026981-6.9927e-05i,-0.0008804-0.00048511i,-0.0010352-0.00099483i,-0.0013059-0.0010035i,-0.0016756-0.00063179i,-0.00032865-0.00020126i
0.0013713+0.00047069i,0.00068372+0.00025927i,-0.0011852-0.00020115i,-0.0026526+0.0002403i,-0.0028077+0.0015618i,-0.0016144+0.0030407i,0.00012141+0.0032819i,0.00050636+0.0027037i,0.00033725+0.0027275i,0.00050146+0.0024283i,-0.00022742+0.0013624i,-0.00088756+0.0013197i,-0.00019542+0.0013224i,-0.00015885+0.001105i,-0.00016581+0.00060101i,0.00077075-0.00011274i,0.0014852-0.00016342i,0.0011672+0.00061659i,0.00061061+0.00099405i,0.00059214+0.00133i,0.0011909+0.0013919i,0.0013708+0.0001159i,0.0011343-0.00037634i
-0.0014802-0.00046762i,-0.0014041+4.0394e-05i,-0.0025667+0.00057433i,-0.0030959+0.0018635i,-0.0027137+0.0034644i,-0.0013217+0.0033113i,0.0002958+0.0020018i,0.00053441+0.0022336i,-0.00028397+0.0035369i,-0.00039678+0.0038661i,0.00044379+0.0020929i,0.0010675+0.00061132i,0.0010248+0.00022336i,0.00077622+0.0001241i,0.00032858-0.00032863i,0.00075378-0.00042872i,0.00082391-0.00056861i,0.00044401-0.0011585i,0.00013953-0.0015289i,-0.00064277-0.0017711i,-0.0006017-0.0013295i,-0.00017482-0.0010707i,-0.00048868-0.0012442i
-0.0020385-0.00055983i,-0.002308+0.00075067i,-0.0034012+0.0024128i,-0.0034797+0.0039504i,-0.0018879+0.0053874i,-0.00027651+0.0044128i,0.00080393+0.0020644i,0.00032179+0.00081523i,-0.00035017+0.0016095i,-8.3432e-05+0.0026561i,0.00052949+0.0016621i,0.0010443+0.00056486i,0.00090408+0.00042691i,0.00046306-3.5814e-05i,0.00078979+0.00027255i,0.001321+0.0011294i,0.0012358+0.00059944i,0.00057657+0.00050189i,-0.00014158+0.0011037i,4.2579e-05+0.0013786i,-0.00020874+0.00065971i,-0.00093401+0.00063636i,-7.5827e-05+0.00082574i
-0.0014716+0.00059886i,-0.00015885+0.00025374i,-0.00039937+0.00059978i,-0.0018098+0.0013298i,-0.0023753+0.0025229i,-0.00023534+0.0024779i,0.00094506+0.0016178i,0.00047744+0.0018245i,0.00014134+0.0026973i,0.00028796+0.0027576i,0.00053107+0.0018554i,0.00019076+0.00098181i,0.00018638+0.0011005i,0.00084746+0.00086084i,0.0013842+0.00078645i,0.001335+0.001128i,0.00060571+0.00063848i,0.00022595-6.6008e-05i,0.00092708-0.0011954i,0.0014893-0.00098337i,0.0012787-0.00019318i,0.00042503-0.0010091i,0.00012158-0.001272i
0.00084109+0.00079901i,0.0005025+0.0011222i,0.00049621+0.0021068i,0.00086174+0.0030036i,0.00030908+0.0031554i,0.00029617+0.0025869i,0.0016065+0.0012435i,0.0022413+0.00062858i,0.0016042+0.0020155i,0.0011376+0.0026019i,0.00084179+0.0014204i,0.00012478+0.0010094i,0.00031959+0.001037i,0.0007201+0.0003476i,0.00049027-0.00049185i,0.00036947-0.00078109i,0.00087153-0.00019003i,0.00076526+0.00025179i,-0.00059003-5.6151e-05i,-0.0018598-3.9736e-05i,-0.0019474+0.00017794i,-0.0011504+0.00014883i,-0.00017313+0.00063942i
0.0016516-0.00011695i,0.0013228-0.0014267i,0.00064172-0.0023109i,-0.00072598-0.00155i,-0.0021486-0.00046254i,-0.0008284+0.00064462i,0.00091251+0.0011612i,-6.4111e-05+0.0013651i,-0.0003785+0.002736i,0.00060593+0.0034845i,0.0012575+0.0018585i,0.0012079+0.0011338i,0.00072543+0.0016868i,-3.8364e-05+0.0015084i,2.3521e-05+0.0010407i,0.00056019+0.00037391i,0.00064903-0.00043531i,0.0005664-0.00021474i,0.00074666+0.00080356i,0.00069209+0.00085332i,-0.00011355+0.00029578i,-0.00029421+0.00020062i,0.00026729+2.1587e-06i
0.0021479-0.0015585i,0.00037783-0.0016561i,-0.0024897-0.0025137i,-0.0050722-0.0013219i,-0.004999+0.00062337i,-0.0022149+0.0018109i,1.883e-06+0.0016654i,0.00021492+0.0014774i,-6.4677e-05+0.0018129i,-0.00016471+0.0017157i,-0.00031398+0.0012583i,-7.2743e-05+0.00076566i,0.00067014+0.0014212i,0.0016715+0.0018138i,0.0020128+0.0009013i,0.0018959+0.00065151i,0.0010675+0.00028661i,5.714e-05-0.0007267i,-0.00072294-0.0015784i,-0.00090823-0.0017347i,-0.00057686-0.0014376i,-0.00056442-0.00098011i,-0.00063876-0.00044332i
-0.00036505-6.6446e-05i,0.00036547-0.00094913i,-0.00073881-0.0013364i,-0.0022484+0.00015956i,-0.0026806+0.0018649i,-0.0014422+0.0020088i,-0.00012973+0.0010481i,0.00013916+0.00030757i,-6.8189e-05+0.0017533i,0.00055171+0.0029851i,0.0011303+0.0018152i,0.00072683+0.00039097i,0.00025583+6.585e-05i,0.00034288+0.00047151i,0.00036838+0.001135i,0.00042372+0.00098291i,0.00057064-8.7955e-05i,0.00013179-0.00019896i,0.00010936+0.00099958i,0.00038139+0.0010622i,0.00012579+0.0012104i,-0.00012929+0.0013596i,7.8582e-05+0.00035945i
0.00082464+7.1227e-05i,-8.3859e-05+0.00025432i,-0.0016413+0.0004305i,-0.0044481-0.0005665i,-0.0052405-0.00114i,-0.0034161+0.00023644i,-0.00027007+0.0010826i,0.00085297+0.0011892i,0.00014008+0.0013503i,0.00067234+0.00079464i,0.00088129+0.00040901i,0.00023316+0.0008276i,0.00066657+0.0015396i,0.0011271+0.0014897i,0.0012821+0.00056043i,0.0014722-5.1566e-05i,0.0016428-0.00034679i,0.0016743-0.00067764i,0.001401-0.00052438i,0.00081435-0.00063778i,0.00011202-0.00055836i,8.2457e-05+0.00025861i,0.000167+0.00025988i
-0.0020956+0.00067796i,-0.0012322+0.0023983i,-0.00092827+0.0041582i,-0.00070973+0.0048933i,-0.00035276+0.0048267i,0.0016162+0.0033891i,0.0026158+0.0010945i,0.0013596+0.00014876i,-6.6939e-05+0.001081i,0.00063144+0.0020403i,0.0011943+0.0014881i,0.000705+0.00095228i,-5.7329e-05+0.0012089i,-0.00071014+3.7107e-07i,-0.00023188-0.0015541i,0.00042057-0.0013285i,0.00014672-0.00035205i,-0.0002482+0.00049551i,-0.00034288+0.00017471i,-0.00065025-0.00090722i,-0.0010178-0.00094399i,-0.00099243+0.00042675i,-0.0003615+0.0010678i
0.0011034+0.0032446i,0.0019837+0.0021145i,0.0013082+0.0020751i,-0.00034867+0.0013803i,-0.00063152+0.00092875i,0.00028338+0.0015921i,0.00012151+0.0016283i,-0.00068761+0.0015121i,-0.00065593+0.0028362i,0.00012111+0.0028138i,0.00074177+0.00070609i,-0.00011537-0.00021751i,-0.0004866+0.00095996i,0.00058044+0.0018788i,0.0010531+0.0011642i,0.00096742+0.00088089i,0.00084605+0.0008347i,0.00078497+0.00020147i,0.00089616+0.00080433i,0.00083485+0.0016184i,0.00049736+0.00094698i,0.00018102+7.8313e-05i,0.00021683-0.0001286i
0.00070834+0.0009463i,0.00072343+0.00063687i,0.00026839+0.0015988i,-0.00013047+0.0038763i,-0.00045596+0.0053219i,0.0003485+0.0043227i,0.0013356+0.0021619i,0.00035823+0.0016346i,-0.00011135+0.0023852i,0.00082797+0.0026187i,0.00095497+0.0010984i,4.7948e-05+0.00012349i,0.00032428+0.00026026i,0.00096851+8.772e-06i,0.0012533+8.9468e-05i,0.0013204+1.7319e-05i,0.0005761-0.00061332i,0.0001103-0.0013232i,-1.0173e-05-0.0015657i,-0.00090069-0.00078749i,-0.0021546+0.00027642i,-0.0017776+0.00048052i,-4.2527e-05-1.3051e-05i
0.00078798+0.00098979i,0.0015141+0.00036469i,0.0017546-0.0002497i,0.0015225-0.00029874i,0.00032681+8.2857e-05i,-0.00076688+0.00049925i,-0.0008024+0.00059666i,-0.00068057+0.00083931i,-0.00032339+0.0016827i,0.00061167+0.0023735i,0.0007498+0.00092519i,0.00080219-0.00082533i,0.00097502-0.00054137i,-0.00037096+0.00077072i,-0.0013618+0.0016393i,-0.00057474+0.0015266i,-0.00029265+0.00083572i,-0.00032537+0.00078262i,0.00041124+0.001203i,0.00031739+0.00095265i,8.1884e-05+0.00045036i,-0.00016834+0.00075203i,-0.00042543+0.00087383i
0.0010946+0.00056442i,-0.00015559+0.00052165i,-0.0014761+0.0015833i,-0.002049+0.0024736i,-0.0020255+0.0024144i,-0.0013076+0.0021818i,0.0002214+0.0019879i,0.0005981+0.0020168i,-0.00011112+0.0028507i,0.00034047+0.0032987i,0.0007612+0.0020895i,0.0001211+0.0014639i,-0.00015688+0.0015118i,0.00095611+0.0015243i,0.0018308+0.0010943i,0.0016658+3.6082e-05i,0.0014413-0.00043965i,0.00072624-0.00083789i,0.00034801-0.0006672i,0.00020308-0.00050669i,-0.00017987-0.00036894i,-0.00071563+0.00027645i,-0.00074113+0.00063895i
0.0020529-0.00057871i,0.0013855-0.00045838i,5.3745e-05-0.00018145i,-0.00052327-0.00038827i,-0.0012479+0.00069764i,-0.00084409+0.0019028i,0.0010082+0.0010109i,0.00077396+0.00055418i,7.2743e-05+0.0016312i,-0.00028021+0.0022025i,-0.00050067+0.0015796i,0.00023854+0.00099541i,0.0014945+0.0010545i,0.0013871+0.0016427i,0.00024468+0.001711i,-0.00012545+0.001501i,-0.00035052+0.00068137i,-7.7095e-05-0.00012144i,0.00020198-0.00067366i,-0.00053401-0.00019401i,-0.00088262+0.00033986i,9.7908e-06+0.00032856i,0.00041745+0.00084664i
-0.00052696-0.001067i,-0.0019545+0.00067955i,-0.0039108+0.0005549i,-0.0060838+0.00060365i,-0.0063725+0.0015276i,-0.0031095+0.0021734i,-9.8713e-05+0.0011118i,0.00019596-6.9596e-05i,-0.00086518+0.0010646i,-0.00094831+0.0018121i,-0.00043437+0.0010484i,-0.00018277+0.0011711i,0.00075555+0.0016116i,0.0016743+0.0012096i,0.0012085+0.0011654i,0.00079106+0.00099414i,0.00093945+0.0004023i,0.00056151+0.00038787i,0.00025702+0.00066534i,0.00013005+0.00053856i,-0.0001461+0.00042529i,-0.0004165+0.00019928i,-0.00038852+4.9968e-05i
0.0003703-0.00039317i,0.00026084-0.00068349i,-0.0004528-0.0001258i,-0.0013241+0.0010163i,-0.0020641+0.0013741i,-0.0011739+0.0020364i,0.0010585+0.0016481i,0.00087272+0.0010138i,-0.0010267+0.0019124i,-0.00040916+0.0022106i,0.00067735+0.0014826i,-0.00032824+0.0010806i,-0.00054591+0.00067564i,4.8218e-05+0.00064591i,0.00016861-8.3964e-05i,0.00024766-0.00075482i,0.00055295-0.0008423i,0.00010413-0.0012526i,-4.1716e-05-0.0013038i,-0.00031419-0.00066459i,-0.00079304+4.829e-05i,-0.00056531+0.00050167i,-0.00076524+0.00049648i
-9.5237e-05+0.001229i,-0.00070333+0.0012936i,-0.00084834+0.0017229i,-0.0020943+0.0029753i,-0.0027248+0.0031613i,-0.0015862+0.0023363i,-0.00073891+0.0015887i,-0.00039328+0.00082764i,-7.2424e-05+0.00086906i,0.00055235+0.0014031i,0.00038682+0.0010714i,-0.00059415+0.00024073i,-0.00078433-0.00030193i,-0.0002049-0.00012374i,0.00014787+0.00017035i,0.00092624+0.00078811i,0.00099814+0.0014965i,-0.0002226+0.0012497i,-0.00034885-0.00029643i,-0.00049312-0.00068135i,-0.00021416+0.00018197i,-0.00053608-0.00021774i,-0.001028-0.00044464i
-0.00072114+0.00070191i,-0.00053739+0.0013376i,-0.00061639+0.0023074i,-0.0006843+0.0035246i,-0.00089505+0.0035371i,1.6102e-05+0.0023145i,0.0010035+0.0016279i,0.00087666+0.0015477i,0.00046252+0.0021158i,0.00076673+0.0023047i,0.00099555+0.0014664i,0.00066027+0.00087592i,0.00087568+0.00085302i,0.0012884+0.00040753i,0.00094861-0.00040579i,0.00047731-0.0010121i,0.00085413-0.00091197i,0.0012758-8.1828e-05i,0.00081863+0.0001326i,8.1636e-05-0.00037204i,-0.00059028-0.00086731i,-0.00046234-0.00099801i,-0.00026597-0.00044291i
-0.0019283+0.00045326i,-0.0015802+0.0013374i,-0.0011716+0.0028434i,0.0001964+0.0031983i,0.0019623+0.0036225i,0.0033271+0.0029706i,0.0034358+0.002688i,0.0017843+0.0025922i,-0.00011439+0.0024289i,0.00027306+0.0022601i,0.00096603+0.001563i,0.00013043+0.00097923i,-0.00015786+0.00060956i,-0.00066819+0.00029657i,-0.00092407+0.0004534i,-0.00073687+0.0005493i,-0.0007258+1.9404e-05i,-5.1941e-05-0.00048539i,0.00035859-0.00060405i,0.00023954-0.00035763i,0.00038092-0.0006082i,-1.0843e-05-0.00035545i,-0.00047025-8.2597e-05i
-0.00058828+0.00064249i,-0.0017418+0.00094122i,-0.0020057+0.0014997i,-0.0018285+0.002433i,-0.0015385+0.0027939i,-0.00054659+0.0026491i,0.00034128+0.0017402i,-0.000264+0.0023055i,-0.0006012+0.0030725i,0.00072293+0.0025468i,0.00067741+0.0011344i,2.9898e-05-2.8952e-05i,-0.00024907+4.5198e-05i,0.00036673+0.00019496i,0.0011403+0.00035597i,0.00095901-0.00016762i,0.0015247-0.00072784i,0.0013432+8.0182e-05i,-4.9333e-05+0.00098196i,-0.00090256+0.00026802i,-0.00090802-0.00028163i,-0.00059887-0.00027272i,0.00023762-0.0010354i
0.00010532+0.0020005i,0.00080003+0.00095379i,0.0012045+0.00097499i,-0.00034632+0.0018196i,-0.0012237+0.0015174i,-0.00092109+0.0011911i,-0.00052369+0.00052466i,-0.00037441+0.00020778i,-0.0010676+0.0013862i,-0.00096058+0.0020022i,-0.0005052+0.00081258i,-0.00064827+0.00018229i,-0.0004289+0.00064365i,-0.00034098+0.00083614i,-0.00037645+0.0006968i,-0.00037596+0.00043566i,-0.00044905-0.00047511i,0.0003834-0.00044692i,0.00048244+0.00053421i,-0.00020158+0.00056905i,-0.00061624+6.505e-05i,-0.00055835+0.00054901i,-0.00035774+0.0007326i
-0.00088688+0.003219i,0.00058981+0.0035314i,0.001262+0.0030042i,0.00099534+0.0013101i,0.0010073+0.00090787i,0.0011198+0.00036697i,0.0008362+1.5256e-05i,0.00051308+0.00042294i,0.00077517+0.0019676i,0.001402+0.0028425i,0.0012905+0.0020528i,0.00070731+0.0013424i,0.0005571+0.00134i,0.00041206+0.0014968i,0.00047731+0.00064936i,0.00079178-6.675e-05i,0.00025901+0.00024516i,-0.00024573+0.00038071i,0.00015558-0.00023464i,7.9466e-05-0.00080232i,-0.00031162-1.623e-07i,-0.00029374+0.00069306i,-0.00020723+0.00060412i
0.0010729-0.0017982i,5.9787e-05-0.0010051i,-0.00092605-0.00050426i,-0.0016555+0.00017875i,-0.0019546+0.00084521i,-0.00039663+0.0015946i,0.001146+0.0020619i,0.0011122+0.0016056i,0.00031922+0.0015178i,-0.00035782+0.0021371i,-0.00065235+0.0018386i,-0.00080367+0.0013558i,-9.0462e-05+0.0014011i,0.00053455+0.0012051i,0.0010548+0.00050147i,0.0012712+0.00032814i,0.0012565+0.00030031i,0.00079677+7.0499e-05i,-5.2359e-05-6.5805e-05i,-0.00024097-0.0007437i,-0.00014312-0.00061608i,-2.3405e-06-0.00025986i,0.00014176+0.00043635i
0.00014852+0.0017877i,0.001244+0.0012286i,0.0019212+0.0015577i,0.00021756+0.0019736i,-0.00036449+0.0022261i,0.00037069+0.0022361i,0.00098736+0.0012386i,6.4333e-05+0.00071002i,-0.0010859+0.0022785i,0.00024906+0.0030585i,0.00099834+0.0014992i,0.00040298+0.00090827i,-0.00039901+0.0012751i,-0.0007889+0.00059385i,0.00021598-0.0003521i,0.00042616+4.7218e-05i,-0.0001426+0.00021549i,-0.00027846-4.1208e-05i,-0.00047291-8.9881e-06i,-0.00063057-0.00018081i,-0.00061294-0.00050922i,-0.00035907-9.7658e-05i,-0.00020747+0.00018055i
0.00097118+0.001304i,0.0010902+0.001445i,0.00021441+0.0015678i,-0.00029436+0.000614i,-0.00070668-0.00019049i,-0.00082827+2.0478e-05i,-0.00066724+0.00070344i,-0.0012306+0.0018065i,-0.0010898+0.0024725i,-0.00015809+0.0018547i,-0.00037385+0.00093798i,-0.0014291+0.00077797i,-0.0011646+0.0007611i,-0.00042676+0.0011626i,0.00032488+0.001445i,0.0011168+0.0011454i,0.0012842+0.0011299i,0.00091972+0.00087598i,0.00037593+0.00053264i,7.1155e-05-0.00028924i,-4.5795e-05-0.00064827i,-0.00020674-4.7699e-05i,8.271e-05+0.00039262i
-0.00073843-0.0015787i,-0.00045357-0.00035311i,-0.0018775+0.0014437i,-0.0031255+0.0032961i,-0.0023549+0.0037034i,0.00055722+0.0032705i,0.0014034+0.002159i,0.00040048+0.00084036i,-0.00030658+0.001407i,-0.00014017+0.0021812i,0.00086748+0.00103i,0.00072025+0.0010149i,0.00043959+0.0017656i,0.00084481+0.0013194i,0.00085353-1.9988e-05i,0.00049078-0.0014818i,-8.7046e-05-0.0017526i,-0.00049835-0.00093365i,-0.00033008-0.0010131i,5.7782e-05-0.0012018i,-0.00020292-0.00077322i,-0.00033835+5.2684e-05i,0.00035173+0.0001376i
0.0007446-0.0013558i,-0.00080655-0.0016987i,-0.0029263-0.00058203i,-0.0049785+0.0019576i,-0.0044529+0.0035861i,-0.0011565+0.0037527i,0.0013745+0.0018175i,0.00065069+0.00044791i,-0.00062798+0.0016734i,0.00025817+0.0024516i,0.0012262+0.0019311i,0.00086817+0.0015768i,0.00026585+0.0017268i,-0.00027571+0.0023021i,-0.00016024+0.0015862i,0.00080004+0.00021792i,0.0011458+0.0003573i,0.0012587+0.00063962i,0.0017791+0.00030255i,0.0007316-2.2576e-05i,-0.00018065-5.2228e-05i,-0.00029352+0.00022305i,7.186e-05-0.00027591i
-0.0018498+0.0017534i,-6.0536e-06+0.0023935i,-0.00044918+0.0031385i,-0.0012358+0.0038284i,-0.00098031+0.0044022i,0.00056189+0.0033539i,0.0012623+0.0022231i,0.00062495+0.0024582i,-0.00046772+0.0027714i,2.8703e-05+0.0016942i,0.00075311+5.8954e-05i,-0.00015554-0.00032082i,-0.0013903+0.00028738i,-0.00152-0.00014741i,-0.00023244-0.00048465i,0.00087569-0.00084978i,0.001134-0.00047274i,6.4977e-05+0.00064375i,-0.0015426+0.00013342i,-0.00094367-0.00043209i,0.00044571-0.00019606i,0.00060177+0.00018997i,-0.00012081+0.00070226i
0.0016109-0.0014054i,0.0010439-0.0012614i,-0.00038175-0.0015946i,-0.0021957-0.00081642i,-0.0030687+0.00072969i,-0.0015458+0.0014413i,0.00038744+0.0026187i,5.5228e-05+0.0028475i,-0.00048855+0.0031477i,0.00040506+0.0035211i,0.00054844+0.0020765i,-0.00080711+0.00038878i,-0.0010653-5.5993e-05i,0.00050696-3.0232e-05i,0.0010863+0.00011917i,-0.00025037-0.00031024i,-0.00038639-0.00086942i,3.7989e-05-0.00044012i,6.3285e-06-0.00022883i,-2.7484e-06+0.00033073i,-0.00047601+0.0013878i,-0.00012536+0.0015036i,0.00027644+0.00086666i
-0.00061769+0.0011658i,-0.0015236+0.0012654i,-0.0013817+0.0016779i,-0.0009226+0.001982i,-0.0010962+0.0023519i,-0.0006263+0.0013023i,0.0008431-0.00060911i,0.00050042-0.00084213i,-0.00066822+0.00056209i,0.00050745+0.0011464i,0.00085671+0.00055687i,0.00040632-1.018e-05i,0.0010231-0.00074794i,0.00093687-0.00065972i,0.00027986+4.1194e-06i,0.00041961-0.00038653i,0.00080089-0.00097547i,0.00067022-0.00087169i,0.00032189-0.0013004i,0.00052741-0.0011081i,0.00069431-0.00049394i,0.00019217-0.00041805i,-0.00012269-1.4472e-05i
-0.0016222-0.00013233i,-0.0015104+0.0005348i,-0.00091319+0.0017908i,-0.0014127+0.0018423i,-0.0012312+0.0017223i,0.00040845+0.0019635i,0.0018187+0.0025443i,0.0012801+0.0023212i,-2.1839e-05+0.0022222i,-0.00036158+0.002256i,0.00058449+0.00139i,0.00073918+0.00062364i,3.1436e-05+0.00053527i,-0.00018718+0.00066296i,9.289e-05+0.00063683i,0.00066662-2.6512e-05i,0.00099081-0.00040193i,0.0013148-4.8734e-05i,0.0012237+5.2322e-05i,0.00042724-0.00026547i,4.5982e-05+0.00033475i,0.00057413+0.00047192i,0.00044141+3.6391e-05i
0.0018904-0.0012064i,0.0011574-0.0010649i,-0.00029417-0.0006241i,-0.0024892+0.001288i,-0.0027753+0.0028183i,-0.00088014+0.0033335i,0.00021522+0.0028418i,-0.00085319+0.001735i,-0.0013412+0.0010937i,-0.00032879+0.0016473i,0.00067311+0.0021807i,0.00071622+0.0026082i,0.00053107+0.001694i,0.0014399+0.00029647i,0.0018319+0.00049615i,0.0018256+0.0015766i,0.0013067+0.0012715i,0.00012526-0.00016498i,-2.2025e-05-0.00087483i,0.00015235-0.00088102i,0.00023532-0.00039413i,0.00086158+0.00034028i,0.00051554+8.2712e-05i
