-0.0029436+0.0017555i,-0.00038904+0.0020536i,5.6158e-05+0.0024358i,0.00039803+0.0031578i,0.00039893+0.0043641i,0.0010346+0.0031694i,0.0017119+0.0007524i,0.0017098-5.0251e-05i,0.0011485+0.00028014i,0.00067645+0.00078218i,0.00058315+0.00066252i,0.00081955+1.424e-06i,0.0011854-0.00086134i,0.00071341-0.00078577i,4.9862e-05+0.00011961i,-0.00019257+0.0010935i,-0.00030042+0.00091055i,0.00045327-0.00025394i,0.0013008-0.0003569i,0.0010592+0.00059724i,0.00018578+0.00071487i,-8.2019e-05+0.00015909i,-9.0409e-05-0.00033252i
-0.0012314+0.00017722i,-0.00013609+0.0001907i,-0.00059951+0.00090675i,-0.00019908+0.001759i,0.0014205+0.0028359i,0.0018612+0.0027333i,0.0015365+0.00096247i,0.00072547+0.00047442i,-0.00046042+0.00061748i,-0.0010088+0.0007812i,-0.00062239+0.00079749i,0.00032795+0.0007779i,0.00030862+0.00096376i,-0.00018344+0.00054781i,0.00018601-0.00014051i,0.00023536-0.00058458i,0.00014482-0.00019837i,0.00044204+0.0007649i,0.00039943+0.00097831i,0.00031328+0.0002796i,-0.00012346-0.00049122i,-0.00010457-0.0011961i,-7.1247e-05-0.0017194i
0.0018654+0.0012475i,0.0014938+0.0012639i,0.0011199+0.0014015i,0.0011903+0.0013144i,0.00085442+0.0010031i,-9.4519e-05+0.0013824i,-0.00049383+0.0010965i,-0.00057785+0.0007447i,-0.00060375+0.0003911i,0.00045955-0.00029254i,0.0010036+0.00049584i,0.00064931+0.0014124i,0.00050797+0.0010304i,0.00023647-4.2358e-06i,5.2378e-07-0.00043194i,0.00012768-0.00093193i,-0.00045323-6.9326e-05i,-0.00096809+0.0011583i,6.7179e-05+0.0010472i,0.00086343+0.00061441i,0.00058897+0.00035364i,0.00084315+0.00021995i,0.00077264+0.00060633i
-0.00064164+0.003038i,0.00028356+0.0034799i,0.0024254+0.0033337i,0.003735+0.0020568i,0.0037516+0.00056182i,0.0017764-0.00096387i,-0.00063441-0.0009223i,-0.0010197-0.00094178i,0.00015103-0.00091089i,0.00099679-0.00073744i,0.0011551-0.00058759i,7.3464e-05-0.00052638i,-0.0013342-0.0010915i,-0.00087096-0.00080098i,-2.8123e-05-0.00039161i,0.00055434+0.00065756i,0.00045644+0.0010738i,3.6677e-05+0.00033923i,0.00051592+0.00011576i,0.00065959+0.00028424i,0.00017223+0.00081449i,0.00034196+0.0004598i,0.00034419+1.3324e-05i
0.00022666+0.00045391i,0.00064336+0.00028161i,0.0007447-0.00018348i,0.0014676+0.0013519i,0.0019292+0.0026885i,0.0014169+0.0021715i,0.0012151+0.0012066i,0.0010286+0.0008996i,0.00028114+0.00055775i,0.0004153+4.9949e-05i,0.00041138-0.00052859i,-0.00028155-0.00094829i,2.1085e-06-0.00043128i,0.00038452+1.2096e-05i,3.2709e-05-0.00014475i,0.00013305+3.9743e-05i,0.00040786-0.00056367i,-0.00024475-0.00045802i,-0.00081569+0.00019717i,-0.0004717+0.00031107i,-0.00025896+0.00042573i,0.00019807+0.00013243i,-0.00030568+0.00023917i
0.00063201-0.00078808i,-0.0010442-0.0014943i,-0.0016621-0.0023208i,-0.00078478-0.0020309i,-0.00056995-0.00050092i,-0.0004139+0.0014218i,0.00049128+0.0022786i,0.0004378+0.0017602i,-4.1261e-06+0.00063707i,0.0001559+8.5562e-05i,0.00082252-0.0001494i,0.00029057+6.475e-05i,-0.00067056+0.0002947i,-0.00049169-8.3742e-05i,-0.00031522-0.00057401i,-0.0004397-0.00068572i,3.872e-05-6.3416e-05i,0.00018422-7.5226e-06i,-0.00030917-0.00030932i,-0.00065988+0.00016124i,-0.00013377-0.00020495i,0.00068556-0.00069072i,0.00062234+5.7686e-05i
0.00057437-0.00071564i,0.00075642-0.0010072i,0.0010837-0.0016175i,0.00078649-0.00038765i,-3.1051e-05+0.0011784i,-0.00047047+0.0011908i,-4.0495e-05+0.00090745i,0.0006186+0.0007186i,0.00086391+0.00065647i,0.00045702+0.00067039i,0.0003726+8.4386e-05i,5.267e-06-0.0004178i,-7.3381e-05-0.00080234i,0.00016786-0.00056893i,0.0010713-2.6224e-05i,0.0015171-0.00012542i,0.0011251-0.00046265i,0.00013804-0.0006643i,-0.00087466-0.00044496i,-0.00027314-0.00036725i,-0.00028333-0.00073636i,-0.00027821-0.00094168i,0.00039962-0.00086112i
0.00041266-0.00053846i,0.00022481-0.00019435i,-0.00033005-0.00037114i,-0.00027967-0.00070129i,-0.00043958-0.00011528i,-2.298e-05+0.0012458i,0.00026588+0.0013292i,0.00037607+0.00043148i,0.00044276+0.00055953i,0.0011271+0.0008692i,0.0011477+0.00076195i,0.00039506+0.00079365i,0.00035186+0.00073029i,0.00058049-6.6812e-05i,0.00058729-0.00015406i,0.00065899+3.887e-05i,0.00056957-0.00040053i,0.00060678-0.00073558i,-7.0973e-05-7.7653e-05i,-0.00063192+0.00085691i,-0.00031952+0.0003918i,5.7192e-06-0.00060602i,0.0002514-0.00037313i
-0.001769+5.6835e-05i,-0.0004878+0.00049799i,0.00054757+0.00080815i,0.00047918+0.002067i,0.00027132+0.0024962i,0.00053494+0.0016699i,0.00037053+0.0011873i,0.00026999+0.00047271i,0.00021832-0.00017687i,0.00020589+0.00061556i,-0.00035013+0.0011235i,-0.0004639+0.00021974i,0.00076265+8.7351e-06i,0.0011257+5.667e-05i,0.00041851-0.0001227i,-0.00033524-0.00057514i,-0.00067706-0.00049118i,-0.0013522+0.00016317i,-0.0018569+0.00043817i,-0.0012958+0.00052312i,-0.00015457+0.00052088i,0.00041709+0.0004869i,-0.00011512+0.00012981i
-0.00097026-0.001954i,-0.0019244-0.00087311i,-0.0026507-0.00046753i,-0.0015497+0.00093052i,-0.00075457+0.0027728i,0.00051707+0.0037885i,0.0016054+0.0035283i,0.0011109+0.0022174i,0.000525+0.00072176i,-0.00022637+0.00017923i,-0.00019973+0.00042945i,-8.667e-05+0.00052196i,-0.0012002+0.00011375i,-0.0011521-9.0911e-05i,-0.00010701-0.00026943i,6.2973e-05-0.00051904i,0.00029462-0.00075737i,6.2349e-05-0.00035345i,-0.00012348+0.00043638i,0.00037168+0.00077494i,0.00036622+0.00071622i,-0.000189+0.00035661i,-0.00034487+0.00017281i
0.00067266-0.00017254i,0.0003809-0.00050284i,3.6423e-06-0.00060734i,-5.0341e-05-7.9705e-05i,-0.00054302+0.00044989i,-0.00054074+0.00021959i,0.00041378-0.00041886i,0.00099132-0.00065553i,0.0002931-0.00093541i,0.00025376-0.00070091i,0.00064804+0.00011623i,0.00080376+0.00074764i,0.00059682+0.00068902i,0.0005487-0.00011748i,0.00053367-0.00011447i,0.00011682+0.00048018i,0.0004391+0.00041917i,0.00091986+0.00016754i,0.00073248-5.8763e-05i,0.00038697-0.00069668i,0.00066471-0.00085698i,0.00071466+0.00019997i,0.00027074+0.00032181i
0.00096639-9.704e-05i,0.00035867-0.00079408i,-0.0003216-0.0021581i,-0.0013663-0.0029141i,-0.0019305-0.0027864i,-0.0015683-0.0016868i,-0.00054051-0.00037689i,0.00079286-0.00013308i,0.00080266+8.4942e-05i,-0.0002869+0.00041524i,-0.00042907+6.7362e-05i,-0.00012978-0.00082319i,0.00036505-0.00056985i,0.00060608-0.00025032i,0.00087392-0.00010938i,0.00074639+0.00030812i,0.0002956+0.00040247i,0.00026476+0.00058898i,0.00015821+0.00028632i,-0.0001273-0.00022833i,0.00019895+7.0083e-05i,0.00032835+0.00031524i,0.00010339-0.00022443i
-0.00078583-0.00052066i,-0.0011545+0.00011678i,-0.0018729+0.0015514i,-0.0015516+0.0022969i,-0.00016807+0.0021486i,0.000377+0.0015909i,-0.00027686+0.0014354i,-0.00063918+0.0014366i,-0.00044327+0.00067941i,-2.5933e-05-0.00027471i,6.9468e-05-0.00016229i,3.5201e-05+0.00029414i,9.038e-05+0.00036272i,-5.7683e-05-0.00030792i,0.00017476-0.00041402i,0.000308+8.2741e-05i,0.00050369+0.00053379i,0.0006249+0.00078902i,0.00047747+0.00033267i,-6.8409e-05+0.00014998i,-0.000373+0.00062588i,-0.00020884+0.00046744i,-0.00012064-0.00046819i
1.4727e-05-0.001708i,-0.00062932-0.0011072i,-0.0014083-0.00026701i,-0.00035342+0.0013442i,0.00025922+0.0027535i,0.00056021+0.0019071i,0.0010872+0.00085557i,0.0011433-4.5001e-05i,-0.00027173-0.0013821i,-0.00077912-0.0012238i,-2.201e-05-0.00041488i,-0.00078628+0.00030932i,-0.0011239-0.00025249i,-0.00011257-0.00029883i,0.00074551+0.00025231i,0.00058587-6.3006e-05i,-9.0517e-05+0.0001621i,5.0846e-05-0.0001941i,0.00013083-0.0010496i,-0.00031226-0.00053632i,-8.9673e-05+0.00098916i,7.7751e-05+0.0016049i,0.00024499+0.0012532i
-0.001193+0.0013854i,0.00064651+0.00014635i,0.00065271-0.00033931i,0.00021321+0.0004006i,0.00041594+0.0021152i,0.00051264+0.0022853i,0.00076211+0.00066941i,0.00084197-0.00029293i,0.0010295-0.00054048i,0.0006616-0.00034969i,0.00030517+9.1984e-05i,0.00069664+0.00038549i,0.00054842+0.00031608i,4.7785e-05+0.00032539i,4.1868e-05+0.00049254i,0.00023406+0.00098058i,0.00086918+0.00036357i,0.00023012-0.00035734i,-0.00077967-0.00027767i,-0.00076302-0.0007914i,-0.00046806-0.0005093i,0.00028612+8.039e-06i,0.00053494+0.00069154i
0.00050262-0.00028534i,-0.00075184-0.00017851i,-0.0021979-0.00054458i,-0.0017242-0.00039922i,-0.00083456+0.00045294i,0.00014231+0.0012229i,0.00052143+0.0012883i,-0.00025708+0.00095611i,-0.00062299+8.5873e-05i,-0.00069194-0.00083182i,-0.00049894-0.001043i,0.00041199-0.00089192i,0.0014812-0.00022616i,0.0013621-0.00011739i,0.00067785-0.00053321i,0.00042199-0.00084727i,2.591e-05-0.00098749i,-0.0003489-0.00096024i,-0.00018978-0.00049624i,-1.3561e-05-1.4036e-05i,1.641e-05+0.00046562i,-0.00039748+0.0006646i,-0.00068377+0.00054462i
-0.000154-0.0011459i,-0.00031942-0.0017186i,-0.00097908-7.2674e-06i,-0.00023708+0.00148i,0.0011249+0.0017422i,0.0010063+0.0013049i,9.2427e-05+0.0011052i,0.00049887+0.0014609i,0.0010129+0.00098968i,0.0009558+0.0010753i,0.00040133+0.001005i,0.00031381+0.00030875i,0.00033392-0.00032419i,-0.00037409+3.5001e-05i,-0.00036946+0.00065776i,-0.00023643+0.00039472i,0.00016916-7.8456e-05i,0.00053196-0.00018555i,2.3507e-05-3.4231e-05i,-0.0002638+4.2349e-05i,-0.00039833+1.436e-05i,-0.00014884+0.000483i,-1.662e-05+0.00081086i
0.00039914-0.00052695i,0.00015639-0.00063386i,-0.00052226-0.0014393i,-0.00097797-0.0012383i,-0.0012928-0.00029157i,-0.0015317+0.0011222i,-0.0010252+0.0014727i,-7.7014e-05+0.00067407i,0.00097504+0.00040868i,0.00098626+0.00013054i,0.00046922-0.00071603i,-7.1693e-05-0.00065022i,0.0001143+0.00033828i,0.00055535+0.00022438i,2.1257e-05-0.00047089i,-4.0627e-05-0.00040295i,0.00048654-1.0717e-05i,0.0010689+0.00032898i,0.001207+0.00057512i,0.0006978+0.00027498i,0.00040277+0.00027623i,0.00080609+0.00051088i,0.00036691+0.00038378i
-0.0013409-0.0019237i,-0.0015768-0.00079643i,-0.002877-0.00047593i,-0.0038444+0.0010205i,-0.0029248+0.0029245i,-0.00088079+0.0024887i,0.00072183+0.0012472i,0.0011886+6.1991e-05i,0.0011436-0.0004385i,0.00065168-0.00067612i,0.00078246+2.4316e-05i,0.00072736+0.0010036i,0.00039383+0.00026458i,0.00061424-0.0004048i,0.00062727-0.00016697i,-0.00037787-0.00024437i,-0.0009492-0.00026068i,-0.00048396+0.00054564i,0.00050707+0.00098936i,0.0007696+0.00050271i,0.00019552-0.00048659i,-0.00015634-0.00051749i,-6.4582e-05+0.00020912i
0.00030138+0.0011114i,-0.00071116+0.0002084i,-0.0008271-0.00019302i,-0.00080645-0.000279i,-0.00085066+0.00026456i,-0.00068199+0.00065173i,-0.00010269+0.00011046i,0.00024105-0.00085978i,2.0932e-05-0.0009072i,-1.4557e-05-0.00057731i,-0.00013362-0.0007789i,-0.00069436-0.0012602i,-0.00024932-0.00063682i,0.00023915+0.00021772i,2.8601e-05+0.00057187i,-0.00018855+0.0011155i,-0.00035145+0.0010925i,0.00024592-0.00015585i,0.00047952-0.00027294i,0.00014425-2.8041e-06i,0.00035186-6.0257e-05i,0.00017507+0.00035263i,-0.00016719+0.00064958i
0.0023732-0.0005695i,0.0023096-0.0011098i,0.0013764-0.0027143i,0.00065897-0.0040968i,0.00097021-0.0029144i,-8.6415e-06-0.00054518i,-0.00039333+0.0004833i,0.00020686-3.6633e-06i,1.7967e-05-0.00092707i,0.00010525-0.00050285i,0.00026258+0.00042866i,-0.0001917+0.00039427i,-0.00049522-7.2127e-05i,0.00015603+2.4332e-05i,0.00020503+0.00064235i,-0.0005996+0.00015022i,0.00012458-0.0010832i,0.00084638-0.0011558i,0.00068314-0.0006814i,0.0013319-0.00064623i,0.0012038-0.00027494i,0.00048878-0.00074688i,0.00042237-0.00058976i
0.00032261+0.001063i,0.0011997+0.00082565i,0.0015693+0.0011973i,0.0017315+0.0015876i,0.0019502+0.0016469i,0.0016937+0.0011184i,0.0014456+0.00097201i,0.00051629+0.0012162i,7.7745e-05+0.00056362i,0.0006159+0.00023539i,0.00035767+0.00015946i,-3.405e-05+0.0001987i,-0.00057375+0.0007134i,-3.0563e-05+0.00035333i,0.00039392-7.2478e-05i,5.2474e-05-0.00044053i,4.6561e-05-0.00048518i,0.00046509+0.00035852i,0.0009403+0.0004211i,0.00018915-0.0005638i,-0.000812-0.00074193i,-0.00039871-0.0010372i,0.00030426-0.0016688i
0.00022589+0.00099128i,0.0001019-0.00040847i,0.00033996-0.001512i,0.00039281-0.0023674i,-0.00013997-0.0016024i,-0.00074933+0.00035544i,-0.00042898+0.0012815i,0.00010433+0.00075044i,-7.9002e-05+0.00059742i,8.4841e-05-0.00013671i,0.00036605-0.00098847i,-0.00084232-0.001323i,-0.00099803-0.00097136i,-0.00023351-9.4879e-05i,0.00028224-0.00017054i,0.00036538-0.00061425i,0.00055931-0.00029046i,0.00075739+0.00065236i,-0.0001788+0.0011604i,-0.00058255+0.00018823i,7.5637e-05-0.001013i,0.0007917-0.00074849i,0.00048212-0.00035522i
0.00033291-0.0011556i,-0.0005717-3.4112e-05i,-0.0018963+0.0011605i,-0.0019727+0.0022503i,-0.0017926+0.0029856i,-0.0015883+0.0027204i,-0.00023665+0.00089337i,0.0006073-0.00026778i,0.00030253-0.0010047i,0.00046626-0.0013529i,0.00017325-0.00086356i,-0.00042875+0.00035049i,-0.00057155+0.00086007i,4.614e-05+0.00052735i,0.00048937+0.00035089i,-0.00027603+9.9176e-05i,-0.00022382-0.00020999i,0.00028869+0.00011237i,0.00020805+0.00084735i,-0.00013267+0.00056277i,-0.00043578+0.00064219i,-0.00036183+0.00069755i,-3.1065e-05-0.00019825i
-0.0011941-0.0011522i,-0.0010944-0.0004287i,-0.0004929+0.00062848i,-4.1166e-05+0.00049197i,0.00084544+0.0010658i,0.0014868+0.0026785i,0.00041108+0.0017693i,0.00010838+0.00041724i,0.00069172+0.00040317i,0.00056009+0.00013597i,0.00012566+0.00015853i,-0.00040894+0.00075413i,-0.00044436+8.2003e-05i,-0.00018031-0.00013545i,-0.00042457+0.00090121i,-0.00049513+0.00042449i,-0.00027125-0.00043633i,-0.00017314-9.5665e-05i,-0.00039049+0.00021907i,-0.0001215+0.00041573i,0.00027638+0.00045621i,0.00051904-0.00022426i,0.0002975-0.00028052i
0.00017571-0.00010335i,0.0001613-0.0001864i,0.00051305+0.00020839i,9.8811e-05-1.6219e-05i,-0.00040961-0.00099834i,-9.9933e-05-0.0005885i,-3.9791e-05+4.8896e-05i,0.00043924-3.2112e-05i,0.00038206-0.00038874i,0.0001804-0.00073678i,0.00077521-0.0005925i,0.00046169+0.00036381i,-0.00020733+0.00054246i,-0.00062676+0.00019967i,0.00016095+2.6922e-05i,0.00088978-0.00028853i,0.00035731-0.00075187i,0.00013956+0.00014556i,-0.00024762+0.0008374i,-0.00030912+0.00076651i,-0.00016083+0.00070917i,-0.00040954+9.2856e-06i,-0.00045466-0.00038862i
0.0016523-0.0004945i,0.0010808-0.0010596i,0.00051529-0.00074488i,0.00021916-0.00031853i,-0.00028991+3.3046e-05i,5.8256e-05+0.0011096i,-7.4882e-05+0.0011608i,-2.8155e-06-0.0003182i,-5.8286e-05-0.0010852i,-0.0002046-0.00080621i,0.00063241-0.00022374i,0.0012281+0.00063925i,0.0013476+0.0004979i,0.00080579-0.00015755i,0.00048584+0.00049639i,0.00056981+0.00076517i,0.00049894-0.00058163i,0.00043055-0.0010334i,-0.00021322-0.00094219i,0.00029401+0.00039739i,0.0012706+0.001735i,0.00087102+0.00076705i,0.00034818-2.7351e-05i
-0.001416+0.0022539i,-0.0020846+0.0029193i,-0.0012459+0.0033886i,0.00019851+0.0034823i,0.0012458+0.0023291i,0.00092994+0.0010885i,0.00044071+0.00070104i,0.00013719+0.00037053i,0.00077247+0.00051228i,0.00093691+0.00062751i,0.0002986+0.00042407i,3.5565e-05+0.0004228i,0.0003555-0.00023595i,0.00091819-0.00076169i,0.0010044-0.00011557i,-1.5528e-05+0.00074503i,-0.00045807+0.00039366i,-0.00023959-0.00052946i,-0.00014051-0.001336i,0.00039576-0.0007036i,0.0010397+1.8841e-06i,0.0011951-0.00090431i,1.7881e-05-0.0010341i
0.00050866+0.0017582i,0.00079744+0.00074018i,0.0014498-0.00074688i,0.0018871-8.6509e-05i,0.00144+0.0015189i,0.00052982+0.00080088i,-0.00029854-0.00020372i,-0.0007775-0.00038421i,-0.00026764+3.7673e-05i,0.00042606+0.00015086i,0.00026815+0.00019251i,5.0274e-05+0.00084782i,-0.0003526+0.00030357i,-0.00032075-0.00071979i,-0.00031633-0.00097918i,-0.00064679-0.00018194i,0.00010023-0.00026511i,0.00069506-0.00034855i,-0.00013419+5.6379e-05i,-0.00051457-0.00023468i,6.8781e-05-0.00030027i,-0.00020474+4.4866e-06i,-0.00039168-0.00065402i
-0.00032286-0.0003927i,-0.0013978+0.00031554i,-0.0019579+0.0013027i,-0.0018726+0.0022952i,0.00028483+0.0023567i,0.0011961+0.0018078i,0.00038152+0.00057409i,0.00039295-0.00013083i,0.00072121-0.00039203i,0.00045189-0.00092948i,0.00018329-0.0007739i,-0.00070577-0.00016913i,-0.00096052+9.8216e-06i,-0.00039836-0.0003671i,-0.0010882-8.6279e-05i,-0.0017292+0.00032357i,-0.00086572-0.00035395i,-0.00035065-0.0011628i,-0.00054587-0.0012557i,-0.00052878-0.00058188i,-0.00053162-0.00031559i,-0.00095886-0.00059234i,-0.00096552-0.00079495i
-0.00025272+0.0025663i,0.00071984+0.0023237i,0.0020387+0.001236i,0.002799+0.00063081i,0.0018671-0.00014927i,0.0011583-0.0017754i,0.00023371-0.00093224i,-0.00065549+0.00098685i,-0.00020817+0.00089598i,-0.00010317-0.00010807i,-0.00071856-0.0006317i,-0.0010801-0.00098491i,-0.0010418-0.0010899i,-0.00028689-0.0008903i,-0.00028907-0.0010942i,-0.00094415-0.00017326i,-0.00077804+0.0014299i,-0.00011533+0.0011203i,0.00045941-0.00046265i,0.00099131-0.00037064i,0.00055074+0.00040703i,-0.00039255+0.00075482i,-0.0007496+0.00066314i
-0.0013408-0.00073901i,-0.00038604-0.00019924i,-0.00036033-0.00050162i,-0.00077034-0.00096512i,-0.00038407+8.2369e-05i,0.00014669+0.00083406i,0.00067689+0.00030797i,0.0015918-0.00045662i,0.001391+0.00025978i,0.0011467+0.00072664i,0.0011098+7.7381e-05i,0.00090872-0.00023602i,0.00033161-0.00065582i,-0.00013579-0.00051148i,-0.00023925+0.00069189i,-0.0004258+0.0010319i,-0.00051768+0.00036465i,0.00012017-0.00047174i,0.00079175-0.00077051i,0.0007168-0.0012208i,0.00059244-0.0010932i,0.00032366-0.00046953i,0.00049565-0.00067457i
-0.00023089-0.00061921i,-0.00045814+0.00080044i,-1.9653e-05+0.0022188i,-0.00072774+0.0029356i,-0.00078791+0.0038126i,0.00035569+0.0040543i,0.00070413+0.002378i,0.00051274+0.00029709i,2.4648e-05-0.00036346i,-0.00029578-0.00016715i,-5.8612e-05+4.5041e-05i,0.00036061+0.00040032i,0.00074673+0.00063774i,0.00061413+0.00024824i,-3.9249e-05-0.00056152i,-0.00027047-0.00061831i,-0.000173-9.7224e-06i,-0.0005007+0.00045618i,-0.00023343+0.0006934i,0.00049685+0.00022774i,0.00042492-3.6515e-05i,-8.9197e-05+0.00025431i,-5.71e-05+0.00023139i
-0.0017136-0.00049556i,-0.00082847-0.00044045i,0.00014515-0.0002466i,0.0005902+0.00014347i,-1.5895e-05+0.00051351i,-0.00043953+0.00075337i,-0.00025845+0.00069087i,0.00083397+2.8672e-05i,0.0012755-0.00039827i,0.0010652-0.00076972i,0.0013262-0.00065768i,0.001134-0.0002329i,0.00035956+0.00020788i,-0.00025167+0.00044152i,-0.00079743+0.00042307i,-0.00068752+0.00067193i,-2.9929e-05-0.00031726i,0.00045829-0.0015209i,0.00023762-0.00076744i,-0.00042664+8.4154e-05i,-0.00032332+0.00047839i,-0.00020762+0.00038202i,-3.688e-05-0.00037547i
-0.00038085+0.00070263i,-0.001597-3.945e-05i,-0.0022987+0.00088003i,-0.001655+0.0013604i,0.00016811+0.0012611i,0.0021295+0.0016893i,0.0017104+0.0010584i,0.00040126-0.0005828i,-0.00013935-0.00051081i,-0.00072902-0.00028057i,-0.00063874-0.00011798i,-0.00017728+0.00019802i,0.00042218-0.00077113i,0.00089765-0.001312i,0.0002037-0.00081079i,-0.00043472-0.00092527i,-0.00058187-0.00054471i,-0.0003396+0.00012094i,-3.8362e-05+0.00034491i,2.5458e-05+0.00025871i,0.00016628+0.00069834i,0.0003803+0.00038082i,-0.00040655-0.00049465i
0.00056579-0.0012331i,0.00023868-0.00031225i,-0.00014127-5.1098e-05i,-7.728e-05+0.0006531i,0.00057372+0.000446i,0.00043488-9.3657e-05i,7.9294e-05+0.00047859i,0.00019097+0.00052636i,0.00044907+0.00027155i,0.00044796+0.00048841i,0.00013381+0.00059294i,-0.00017949+0.00055905i,3.0392e-05+0.00058932i,-0.00012889-0.00030339i,-0.00045605-0.0010036i,6.6479e-06-0.00067919i,0.0004683-0.00044745i,0.00019778-0.0008082i,0.00019339-0.0012832i,6.1283e-06-0.00081249i,-0.00013827-0.00025896i,0.00023463-0.00030261i,1.783e-05+0.00012672i
-0.0011663+0.00062809i,-0.0011853+0.00043536i,-0.0017096+0.00099541i,-0.00094278+0.0015381i,0.0001198+0.0017937i,0.00025796+0.001606i,-0.00015676+0.00087365i,-0.00028385-0.00011392i,-0.00058788-0.00087621i,0.0001787-0.00035349i,0.00054293+0.00051868i,-7.9881e-05+0.00087803i,9.7235e-05+0.00038375i,0.00025237-0.00055283i,-4.1816e-05-0.00064742i,0.00050196-0.0011516i,-0.00041634-0.0011581i,-0.0011069-0.00071578i,-0.00015132-0.00043984i,0.00018394-0.00010078i,0.00048966-0.00034014i,0.0004048+0.00023977i,-0.0003825+0.0010744i
0.00019823-0.00042601i,-0.0013471-0.00012378i,-0.0017223+0.0012225i,-0.0023515+0.0027426i,-0.002551+0.0038191i,-0.001224+0.0035802i,-0.00028672+0.0025127i,0.00027901+0.0020369i,0.00067626+0.0007745i,0.00096526-1.6226e-05i,0.00095692+0.00012439i,0.00036174-0.00032492i,-3.6244e-05-0.00044714i,-0.00026893-3.2573e-05i,-0.00021865+2.1767e-05i,0.0004824+0.0001901i,0.00058888+0.00040063i,-8.4798e-06+0.00047876i,7.1328e-05+0.00023364i,-4.9934e-05-0.00030824i,-0.00015733-0.00035568i,0.00017953-0.0004099i,0.00082984-0.00067364i
-0.0025524+0.00081892i,-0.001323+0.0017716i,0.0005343+0.0025084i,0.0022517+0.0030948i,0.0030192+0.0031806i,0.0029306+0.0025036i,0.0011961+0.00077636i,-0.0003744-0.00062488i,-0.00065675-0.0003963i,-0.0001519+0.00026602i,0.00040356+0.00065556i,0.00027445+0.00047216i,3.8219e-05-0.00027753i,-0.00025442-0.00083636i,-0.00011189-0.00095843i,0.00020355-0.0010328i,0.00069091-0.00098882i,0.00057668+0.00027605i,-0.00016524+9.5718e-06i,4.0972e-06-0.0012235i,0.00050104-0.00035313i,0.00042706+0.00066133i,0.00036963+0.00069654i
-0.00026441-0.0015347i,-0.00039273-0.0015439i,-0.0014621-0.0017197i,-0.0032202-2.5336e-05i,-0.0027794+0.0023248i,-0.0013851+0.0025549i,-0.00066574+0.0022679i,0.00031408+0.0014971i,0.0010075+0.00058i,0.00059395+6.688e-05i,-0.00015571-1.526e-05i,-0.00038896+2.402e-05i,0.00027441-1.1692e-06i,0.0010425-2.4553e-07i,0.0010086-0.00013839i,0.00049816-0.00060552i,-0.00032065-0.00072839i,-0.00048559-0.00031771i,0.00015188+0.00069668i,0.00051789+0.00072348i,0.00039227-3.2348e-05i,0.00014961-0.0002204i,0.0001155-0.00052759i
-0.0011678+0.0009814i,-0.0010807+0.0010611i,0.00089523+0.0018535i,0.002549+0.0021035i,0.0017687+0.0013403i,0.00035784+0.00040854i,-0.00047319+0.00030587i,-0.00016482-0.00039345i,0.00072369-0.0004111i,0.0011318+5.3766e-05i,0.001215+0.00017163i,0.00062742+0.00039866i,-0.00034753+0.00043305i,-0.00079897-0.00058269i,-8.4758e-06-0.0012796i,0.00081451-0.00095745i,0.00025574-0.00053433i,7.524e-05-0.00014438i,0.00029824+0.00012966i,0.00019793-9.4986e-05i,-3.8618e-05+8.985e-06i,-0.00011329+0.00034132i,-0.00082125+0.00036786i
-0.00059255-0.0011534i,-0.00029196-0.0010656i,-0.0004749-0.00086267i,-0.00090876+0.00049767i,-0.0015597+0.0021373i,-0.0011361+0.0021189i,0.00048753+0.0021593i,0.00063738+0.0017229i,-0.00027425+0.00039497i,-0.00057464+7.8665e-05i,6.4144e-05+9.9914e-05i,0.00022277-0.00074289i,0.00074169-0.0012364i,0.0011321-0.00068483i,0.00029439-0.00017913i,0.00044834-9.0084e-05i,0.00099183-7.0049e-05i,0.00040797+0.00024589i,-0.000101+0.00098357i,0.00012744+0.0007669i,0.00069049+0.00045734i,0.00077334+0.00078556i,0.00095558+0.00037734i
0.0011592-0.00067611i,0.00010776-0.00074357i,-0.0010836-0.0016284i,-0.0024082-0.0011058i,-0.0032252+0.0015757i,-0.0019752+0.0031759i,2.3144e-05+0.0018415i,0.00082148-4.9074e-05i,0.00061369-0.0010102i,0.00059178-0.0012358i,0.00078098-0.00096394i,0.00059367-3.8882e-05i,0.00045989+0.00037678i,0.00023711-3.6013e-05i,-0.00035967-0.0005189i,0.00015938+4.2173e-05i,0.00051148+0.00018794i,0.00024684-0.00034179i,5.8313e-05-0.00012219i,-0.00020824-0.00047203i,0.0001337-0.0002792i,0.00016889-0.00050932i,2.9664e-06-0.0011131i
-0.0011643-0.00032055i,-0.00019941+0.00073892i,0.00016456+0.0010493i,0.00053973+0.0011361i,0.00071636+0.0014996i,0.00053398+0.0011409i,0.00083914+0.0011433i,0.00095288+0.0011508i,0.0002291+0.00049941i,-0.00026404-5.847e-05i,-0.00019377+2.8599e-05i,-0.00058791+0.00017329i,-0.0011977+0.00030571i,-0.0010992-9.6715e-05i,-0.0003896-0.00035566i,2.0881e-05-0.00057855i,-0.00059483-0.00051712i,-0.0014975+0.00017907i,-0.0016813+8.0683e-05i,-0.00068536+8.785e-05i,-0.00016117+0.0003097i,-0.00028473+0.00024555i,-0.00012126+5.9406e-05i
