-0.0025418+0.00043044i,-0.00073883+0.00072947i,-0.00066999-0.00010761i,-0.0013417+0.00043769i,-0.0022011+0.0017926i,-0.0026838+0.0016154i,-0.0021642+0.0021396i,-0.00071689+0.0021856i,0.0001417+0.001215i,0.00013541+0.00051614i,0.00027265+0.00042178i,0.00034346-0.00013992i,0.00013591-0.00073927i,-0.00013156-0.00078356i,-0.00045357-0.00013222i,-0.00057108+0.00064955i,-0.00016054+0.00032584i,0.00038701-0.00041019i,0.00067508-0.00060031i,0.00064991+0.00027163i,0.00045198+0.00038997i,-3.1954e-05+4.7565e-05i,0.00051111+0.00069561i
-0.00060829-0.00037084i,-0.00071508+0.00080962i,2.5807e-05+0.00089821i,0.00063713+0.00057761i,3.3756e-05+0.0009606i,-0.0016357+0.0011341i,-0.0020523+0.00068536i,-0.0014774+0.00079388i,-0.0012837+0.0018453i,-0.00096487+0.0019034i,-0.0003886+0.0008145i,-3.1364e-06+0.00012477i,-0.00047366+1.3761e-06i,-0.0009603+0.00022029i,-0.00063848+0.00042422i,0.00036325+0.0001833i,0.00113-0.00022982i,0.0013572-0.00060111i,0.0012901-0.00050441i,0.00026458-0.0001479i,-8.3118e-05-6.3563e-05i,0.00058502-0.00030412i,0.00068538-0.00070716i
0.00079943-0.0017538i,-0.00045874-0.0012228i,-0.0019184-0.0013669i,-0.0031968+0.0001036i,-0.0035436+0.0011458i,-0.0032259+0.00080842i,-0.0029426+0.0005177i,-0.0029404-3.8647e-05i,-0.0028432+0.00015799i,-0.001895+0.00079371i,-0.00066739+0.00017718i,-0.00025067-0.00063205i,3.624e-05-0.00031897i,0.00044491+0.000337i,1.8792e-05-0.00016348i,-0.00088902-0.00023702i,-0.0011222+0.00073736i,-0.00023507+0.0008759i,0.00061121+0.00085445i,0.00057501+0.0008086i,0.00044845-0.00025996i,0.00066683-0.00044479i,0.00020279-0.00037452i
-0.0025387+0.00076575i,-0.0021242+0.0017389i,-0.0019943+0.0022335i,-0.0017731+0.0018578i,-0.0018255+0.001557i,-0.00081721+7.49e-05i,-0.00032765-0.0009354i,-0.0008013-0.00055229i,-0.0014648-8.0462e-05i,-0.0018185+0.00046297i,-0.00098523+4.3592e-05i,-5.9876e-05-0.00072076i,-1.295e-05-0.0005991i,0.00067583-0.00092249i,0.00057318-0.00095008i,-0.00042522-0.00071101i,-0.00064715-0.0004939i,-0.00049311-4.7795e-05i,-0.0004498+0.00047622i,-0.00064915+0.00048449i,-0.00064485-5.2717e-05i,-0.00052514-0.00098181i,-0.00059453-0.00095975i
-0.00099729+0.00024965i,-7.2641e-05+0.00076069i,-9.4222e-05+0.0016074i,-0.00015673+0.0010481i,-0.00042589-5.1693e-05i,-0.0010939-0.00074403i,-0.0014484-0.00097673i,-0.0014513-0.00055208i,-0.0011141+0.00070177i,-0.0012768+0.001778i,-0.0018195+0.001267i,-0.0015653+5.9542e-05i,-0.0011717-0.00083468i,-0.00039733-0.00074718i,0.00037503+0.00024911i,7.5136e-05+0.00064634i,-0.00072746+0.00014853i,-0.0011451-3.4046e-05i,-0.0002108+7.798e-05i,0.00084111-2.2621e-05i,0.00056162+0.00033839i,-0.00025144+0.0011646i,-0.00073939+0.00096911i
-0.0001413-0.0010169i,-0.0014875-0.0010444i,-0.0028162-4.7187e-06i,-0.0030482+0.0003671i,-0.0026728+0.0011495i,-0.002836+0.0011497i,-0.0028366+0.00041226i,-0.0022405+0.00068624i,-0.0025298+0.0012191i,-0.0018495+0.0013154i,-0.00031339+0.0012109i,0.0003495+0.0010554i,3.224e-05+0.0010087i,0.0003019+0.00034901i,0.00049796-0.00090786i,0.00062092-0.00096512i,0.00058834+0.00012838i,-0.000443+0.00073693i,-0.00059171+0.00020144i,0.0004053-0.00050428i,0.00053037-0.00034497i,0.00070005-0.00048063i,7.3619e-05-0.00014411i
0.0012335+0.0013563i,0.0018673+0.0010644i,0.0016718+8.1955e-05i,0.00063636-0.00080024i,-0.00062337-0.0012462i,-0.0017928-0.00053372i,-0.0015893+0.00049704i,-0.0013806+0.00088816i,-0.0016977+0.0010042i,-0.0017502+0.0010251i,-0.0015483+0.00075373i,-0.00085528-3.4231e-05i,-0.00035919-0.00042415i,-0.00051416+0.00036029i,-0.00071531+0.00049263i,-0.00011628+0.00023028i,0.00046824-3.7392e-05i,0.00027988-0.00028886i,0.00013617+0.00044276i,-0.00012286+0.00033142i,-0.00046004-7.8858e-05i,-4.8992e-05-8.369e-05i,0.0003124-0.00039182i
-0.0025623+0.00041097i,-0.0019212+0.0011206i,-0.0011847+0.0017794i,-0.0015004+0.0015743i,-0.0022798+0.00093846i,-0.0020719+0.0005183i,-0.0013452+5.7791e-05i,-0.0013324-5.2851e-06i,-0.0015653+0.00024763i,-0.0013711+0.00021079i,-0.00090059+0.00021985i,-0.00019836-0.00022525i,-1.8709e-05-0.00076796i,-0.00058519-0.00035217i,-0.00089807+0.00043252i,-0.00064515+0.00030663i,-0.0004035+0.0004401i,-0.00014767+0.00069759i,-7.2076e-05+0.00074595i,-0.00025001+0.00031303i,5.9656e-06-0.00024862i,0.00024597+3.6805e-05i,7.6393e-05-0.00019856i
-0.00013913+0.00072459i,0.00080199+0.0013705i,0.00095029+0.0015747i,0.00062508+0.0014278i,-0.00038914+0.00053163i,-0.0018529-0.00057913i,-0.0026052-0.00032353i,-0.0021539+7.704e-05i,-0.0017114+0.0005602i,-0.001613+0.001528i,-0.00065129+0.00098565i,-0.00010207-0.00015708i,-0.00028952-0.00026218i,-0.00015799+0.00020712i,-0.00037811+0.00015107i,-0.0005107-0.0003745i,-0.0011116-0.00063799i,-0.0013674+0.00018325i,-0.00074047+0.0005484i,-0.0006482+4.8005e-05i,-0.00078629+0.00023061i,-0.00071519+0.0002611i,-0.00042105-0.00024917i
0.00048152-0.0007225i,-4.3626e-05-0.0010341i,-0.00059538-0.0018001i,-0.0016221-0.001964i,-0.003308-0.00078075i,-0.0041428+0.00031566i,-0.0027575+0.0012485i,-0.0019484+0.0011612i,-0.0026573+0.00056486i,-0.0023269+0.001478i,-0.0012227+0.0012309i,-0.00017384-9.1754e-05i,0.00014419-0.00019013i,0.00062891-2.0998e-05i,0.0014478+0.00015807i,0.0012384+0.00069745i,0.00010301+0.00024588i,-0.00042192-0.00041981i,-0.00039397+0.0001446i,-1.4417e-05+0.00012654i,0.00089118-0.00069309i,0.0016407-0.00088361i,0.0015327-0.00048434i
0.00054501-0.0006721i,-0.00024527-0.000266i,-5.7181e-05-0.00013933i,-3.0345e-05-0.00034661i,-0.001132-0.00055825i,-0.0021843+0.00018409i,-0.0016936+0.0012585i,-0.0007583+0.0010524i,-0.00017442+0.00078704i,-0.00057175+0.0010966i,-0.00064494+0.00070354i,0.00015131+0.00025181i,0.0010562+0.00057496i,0.0012545+0.00086895i,0.00030559-0.00047808i,-0.00045815-0.00041519i,-0.00090886+0.00060975i,-0.00051264+0.00072821i,-0.00020024+0.00072243i,-0.00027646-0.00019492i,-0.00034784-0.00069443i,-0.00032238-0.00036851i,-0.00016666-0.00016447i
0.001016+8.3319e-05i,0.00047825-0.00048763i,-0.00030713-0.00085448i,-0.0010487-0.0016935i,-0.0014305-0.0020884i,-0.0017729-0.0018392i,-0.0011775-0.00073428i,-0.00073365+0.00047833i,-0.0012962+0.00078051i,-0.0014354+0.00065485i,-0.001007+0.00044335i,-0.00082843-0.00024564i,-0.00024086-0.001039i,0.00072921-0.0011i,0.0010693-0.00042145i,0.00071872-5.0182e-05i,-0.00031909-2.6616e-05i,-0.0010624-0.0001401i,-0.00066697-0.00024884i,0.0002522-0.00039084i,0.00069488-7.0819e-05i,0.00083664+0.00060471i,0.00093636+0.00075254i
0.00028974+8.0636e-05i,-0.00031629-0.00053664i,-0.0014323+2.5817e-05i,-0.0011053+0.00033374i,-0.00076218-0.00045457i,-0.0021365-0.00050554i,-0.0029397-0.00034428i,-0.0020354-0.00050096i,-0.0015803-0.00022752i,-0.00097695+0.00044264i,8.6529e-06+0.00038007i,0.00041565+0.00031076i,0.0003171+0.00083506i,7.0218e-05+0.00071644i,-0.00020887-7.9467e-05i,0.00010586-0.00047621i,3.3071e-05-0.00098321i,0.00043047-0.00070742i,0.00051357+0.00030053i,-0.0003016-6.9464e-05i,-5.6496e-05-0.00029093i,0.00083913+0.00040856i,0.0008603+0.00076508i
-0.00025509+0.0007975i,0.00040761+0.00080255i,0.0012489+0.00069617i,0.00040015+0.00058944i,-0.0020341+5.3772e-05i,-0.0032331-0.00053067i,-0.0024302-5.4086e-05i,-0.0014583+0.00011497i,-0.0017062+0.00011229i,-0.0020482+0.00053453i,-0.0010953+0.00046216i,0.00032664-0.00035611i,0.00064467-0.00041011i,-0.00032669-1.9768e-05i,-0.00088529-9.5247e-05i,-0.000771-0.00033521i,-0.00096781-0.00012561i,-0.00062049+0.00047623i,-5.9891e-05+0.0006093i,-0.00016555+0.00034868i,-0.00031577-0.00013521i,0.00025546-0.00037198i,3.9351e-05-0.00040928i
-0.00078216+0.00037027i,-0.0015199+0.0010648i,-0.001856+0.001379i,-0.00053842+0.00044068i,-0.00029031+0.00017715i,-0.0011387+0.00072624i,-0.0014829+0.00083893i,-0.0011358+0.00061842i,-0.0009552+5.2192e-05i,-0.00028141+6.9789e-05i,0.00018497+0.00035494i,-0.00034903-0.0008191i,-0.00048029-0.001441i,0.00030117-0.00056153i,0.00067696+0.00050614i,-0.00016749+0.00027748i,-0.00083755-0.00011443i,-0.00079564+5.5311e-05i,6.5412e-05+0.00029654i,0.00090223+0.00045045i,0.00087904+0.00058924i,0.00049675+0.00053238i,2.8046e-05-2.886e-05i
0.00022536+0.00042173i,0.00053256+0.00033122i,0.00025721-0.0002299i,-0.00040734+0.00019018i,-0.00089549+0.0004758i,-0.0016147-0.00028452i,-0.0019316-0.00051912i,-0.001526+6.4226e-06i,-0.00095087+0.00058839i,-0.00044655+0.00052642i,-0.0005444-0.00053632i,-0.00082785-0.00091216i,-0.00086442-0.00038048i,-0.00046727-6.2751e-05i,-0.00048642+0.00020273i,-0.00061581+0.00033973i,-0.00065564+0.00071507i,-0.00041741+0.0013939i,-7.7204e-05+0.00191i,-0.00028639+0.0010522i,-0.00039807-0.00059357i,-1.8596e-05-0.0012084i,0.00049227-0.00053718i
-0.00082067+0.00011528i,-8.3464e-05-9.6297e-05i,0.00022051+1.4119e-05i,2.6349e-06+0.00048121i,-0.00076113+0.0003586i,-0.0020443-0.00068137i,-0.0027329-0.00063617i,-0.0022849-3.9198e-05i,-0.002338+0.00036667i,-0.0026519+0.0011757i,-0.0018478+0.0016795i,-0.0010453+0.00089886i,-0.00057753-1.4312e-06i,6.0989e-05+0.00025616i,0.00016835+0.00070819i,0.00026418+0.0009167i,-0.00027308+0.00097234i,-0.0010449-9.2409e-05i,-0.00086782-0.00083367i,-0.00055936-0.0007769i,0.00020394-0.00017161i,6.041e-05+0.00031145i,-0.00014362-0.00053786i
0.0010859+0.0023734i,0.0014222+0.0010839i,0.0021902+0.00076006i,0.00015585-0.0010632i,-0.0018453-0.0019932i,-0.0024247-0.0011319i,-0.0021138-2.3244e-05i,-0.0016027+0.00062676i,-0.0011673+0.0010432i,-0.0010813+0.0010154i,-0.001293+0.0010347i,-0.0011662+0.001229i,-0.00076724+0.0011689i,-0.00029489+0.00051389i,-0.00018122+0.00079318i,-0.00036294+0.0011437i,-0.00064503+0.00094553i,4.0652e-05+0.00051719i,0.00039029-0.00021872i,-0.00012393-0.00034859i,-0.00019556-0.00019653i,0.00080303-0.00010203i,0.00079221+0.00018356i
-0.0001481-0.00026538i,0.00079291-0.00019554i,0.00016202+0.00010647i,-0.00083958+0.0005479i,-0.0014085+0.0009173i,-0.0019454+0.001144i,-0.0020479+0.0014278i,-0.0020108+0.0011784i,-0.0021717+0.00020236i,-0.0018774-5.9272e-05i,-0.00068958+0.00018267i,-0.00068669+0.00030846i,-0.0011732+0.00026013i,-0.00091072-0.00049348i,-0.00076443-0.00074785i,-0.00040715+1.145e-05i,0.00013748+0.00054368i,-0.00051295+0.00077275i,-0.00065123+0.00088164i,8.863e-05+0.00065242i,2.2001e-05+0.00011438i,-7.4736e-05+0.00027068i,-3.2757e-05+0.0012323i
0.00069302-2.6586e-05i,2.1486e-05-0.00058794i,-0.0007257-0.0016851i,-0.0011946-0.0013009i,-0.0012011-0.0010063i,-0.0015303-0.00063941i,-0.0017554-0.00051721i,-0.0012207-0.00041983i,-0.00063696+4.4716e-05i,-0.0004158+0.00070384i,-0.00015816+0.00083726i,-0.00023484+0.00072961i,-0.00012758+0.00061362i,0.00050468-4.0178e-05i,0.0005349-0.00039581i,0.00051427+0.00029471i,0.0003787+0.00066014i,0.00014548+9.9106e-05i,0.00020709+0.00014806i,-0.00011612+0.00058804i,-8.2719e-05+0.00027154i,0.00011681-0.00037285i,-0.00011242-0.00074975i
-0.0019002-0.0015226i,-0.0012709-0.00057929i,-0.00071629+0.00069326i,-0.00044719+0.0012817i,-0.0010081+0.0013743i,-0.0013302+0.00042138i,-0.0015137+0.00014528i,-0.0018162+0.00089467i,-0.0020861+0.0012627i,-0.0016645+0.0015742i,-0.0011023+0.0017621i,-0.00053683+0.00085482i,0.00010603-0.00017173i,0.00079597-0.00019057i,0.00029203-5.5727e-05i,-0.00079122+0.00012916i,-0.00091425+0.00032591i,-0.0007411-0.00028489i,-0.00031914-0.00076906i,0.00041162-0.00066776i,0.00052509-0.00056483i,-9.9108e-05-0.00028055i,-0.00078407+0.00012706i
-3.7399e-05+0.00031083i,0.00056594+0.0003119i,0.0012955+0.00034183i,0.00012888-0.00043512i,-0.0024652-0.00085411i,-0.0035302-0.0015003i,-0.003004-0.0017074i,-0.0020683-0.00045235i,-0.0017633+0.00053536i,-0.001081+0.00075673i,-0.00076939+0.00027969i,-0.0013105-0.00020802i,-0.0010623+0.00015784i,-0.00086735+0.00063801i,-0.00092676+0.00080145i,-0.00046818+0.0006132i,-0.00093559+0.00065702i,-0.001352+0.00055154i,-0.0007802+4.31e-05i,-0.00055118+6.5354e-05i,-0.00038106-0.00024805i,0.0002464+0.00024778i,0.00029679+0.00017352i
0.00038147+0.00092207i,0.001525+0.00073788i,0.0027768+0.00067225i,0.0012113+0.00068414i,-0.0016845+0.00022578i,-0.0039235-0.00058483i,-0.0031808-0.0005i,-0.0025104+0.00026729i,-0.0022105+0.00061643i,-0.0003466+0.00069654i,0.00084987+3.8017e-06i,2.6622e-05-0.001267i,-0.00042967-0.00030798i,-0.00031418+0.0012271i,-0.0011078+0.00068609i,-0.00074859+0.00061704i,-9.912e-05+0.0010827i,-0.00045235+0.00098334i,-0.00060344+0.00080388i,-0.00058065-4.5238e-05i,-0.0002509-0.00043172i,-0.00041827-0.00018493i,2.1268e-05-8.3801e-05i
-0.00046228-0.0018255i,-0.00053739-0.00052203i,-6.1906e-05+9.7389e-05i,-0.00043152+0.00022798i,-0.0014745+0.000107i,-0.0017983-0.00067455i,-0.001784-0.00092086i,-0.0017752-0.00069736i,-0.0019006-0.00029055i,-0.0014507-4.7962e-05i,-0.00053841-7.5329e-05i,-0.00053737-0.00010512i,-0.0006989+0.00049064i,-0.00086895+0.0014267i,-0.0010079+0.0014744i,-0.0011672+0.00086724i,-0.001309+0.0012727i,-0.00093462+0.0012427i,-0.00050493-0.00026795i,-0.00081328-0.00046164i,-0.001494+0.00035229i,-0.00095159+0.00073021i,0.00028453+0.00058546i
-0.00039006-0.00073252i,-4.2321e-05-0.00057934i,-0.00027426-0.00046325i,-0.0006769-0.00079162i,-0.0011322-0.00060735i,-0.0018556+0.00028146i,-0.0024692+0.0009368i,-0.002244+0.00024458i,-0.0022599+0.00018995i,-0.0018837+0.0011216i,-0.00089825+0.0013123i,-0.00051978+0.0011084i,-8.9961e-05+0.00046782i,0.0008423+6.4459e-05i,0.0012707+0.00041094i,0.00088+0.00056071i,2.6462e-05+0.00052827i,-0.00097012+0.0004299i,-0.00037035-0.00019092i,0.00055401-0.00028018i,0.00096115+0.00036076i,0.0011127+0.00065534i,0.00034062+0.00036294i
0.0015815+0.00036477i,-0.00051747-7.7637e-05i,-0.0023791-0.0014796i,-0.0019836-0.0023008i,-0.0018469-0.0018037i,-0.0037387-0.0016712i,-0.0038937-0.0010551i,-0.0017476-0.0010799i,-0.0013855-0.0012967i,-0.0019056-0.00067851i,-0.0017102-0.00021384i,-0.0014097-0.00014752i,-0.00057467+0.00053963i,0.00031274+0.0010174i,0.00038075+0.00080682i,0.00040445+0.00081947i,0.00042657+0.00071817i,-0.00050642+0.00046414i,-0.0017009-4.1073e-06i,-0.0015599+1.6572e-05i,-0.00072774+0.00011224i,-0.00023314+7.9688e-05i,0.00060938-0.00031585i
-0.00044533+0.0006662i,0.00032154+0.0013135i,0.00093553+0.00096076i,0.00063508+0.00047195i,-0.00060156+4.9949e-05i,-0.0020156-0.00083144i,-0.0020766-0.0013845i,-0.0014297-0.0012996i,-0.001006+0.00016929i,-0.001075+0.0010768i,-0.00050003+0.00057566i,5.3645e-05-9.0249e-05i,0.00020287-0.00038216i,0.00031738+5.5216e-05i,0.00061265-0.00021881i,0.00013103-3.4981e-05i,-0.00061988+0.00045248i,-0.00069952+0.00023498i,-6.4969e-05+0.0002476i,0.0001506-3.2972e-05i,-0.00037501-0.00094156i,-0.00025577-0.00086735i,-4.6155e-05-6.9324e-05i
0.00052263-0.0013336i,-0.0003918-0.0015988i,-0.0013809-0.0010481i,-0.0025852-0.00025662i,-0.004196-5.9699e-05i,-0.0045745+0.00036231i,-0.0030771+0.0011864i,-0.0020982+0.0017833i,-0.0021957+0.0015402i,-0.0015274+0.0013129i,-0.00080943+0.001058i,-0.00059542+0.00073876i,-0.00016925+0.00019033i,0.00058851-0.00014582i,0.0009963+0.00069611i,0.00065052+0.0009286i,0.00082784+0.0002711i,-3.5043e-05+0.00030799i,-0.0010578+0.00028655i,-0.00079914+7.3106e-06i,-0.0010043-0.00076927i,-0.0017263-0.00089427i,-0.00099279-0.00016505i
-0.00077951+0.0010976i,-0.00056121+0.00094061i,0.00047695+0.00068906i,-5.9198e-05+0.00022561i,-0.0010481-0.00043781i,-0.00096852-0.00047533i,-0.0013564-0.00047531i,-0.0012321-0.00041431i,-0.0014874-0.00045605i,-0.0018307+0.00011316i,-0.0011111+0.00083122i,-0.00089286+0.00067737i,-0.0011083+0.00071646i,-0.00062755+0.0010214i,-2.9719e-05+0.0011054i,-0.00070408+0.0005389i,-0.00098135-0.00055335i,-0.00074146-0.00088322i,-0.0011406-0.0005373i,-0.00059455-0.00017246i,0.00060624-0.00021713i,0.00082233+0.00011376i,-5.3002e-05+0.0004391i
0.00031822-0.0011883i,0.00019235-0.0013821i,-0.0015659-0.0012436i,-0.0029751-0.00067703i,-0.0038931-0.00064287i,-0.0036624-0.001214i,-0.0025143-0.0002949i,-0.0015218+0.0001337i,-0.0010734+0.00076739i,-0.0010531+0.0018752i,-0.00042277+0.0017644i,-0.00084115+0.00080172i,-0.0012747+0.00027752i,-0.00041636+0.00042454i,-0.00014126+0.00094632i,1.2224e-05+0.001308i,-0.00030246+0.00073014i,-0.00074605-5.5075e-05i,0.00014517-0.00048068i,0.00075273+0.00010445i,0.00018322+0.00082584i,3.6066e-05+0.00068197i,-0.0004188+0.00048852i
-0.0002738+0.001565i,-0.00027871+0.0011108i,0.0002311+0.0011083i,0.00073685+0.00090702i,0.00057519-0.00030401i,-0.00060821-0.00094371i,-0.0011606-0.00090686i,-0.0010459-0.00079612i,-0.0017844+0.00043967i,-0.0022411+0.0018017i,-0.0010208+0.0014324i,0.00019529+0.00039028i,-0.00018988+0.00010879i,4.4257e-05+0.00071119i,0.0004255+0.0015427i,-0.00018866+0.0014547i,-0.0010454+0.00065218i,-0.0011098+0.00057138i,-0.00055201+0.00079931i,0.00018989+0.00023692i,0.00031358-0.00029359i,-0.00023251-5.4032e-05i,8.5293e-05-1.2443e-05i
0.00041987+0.00056831i,-0.00033582+0.00018024i,-0.00050482-0.00085557i,-0.0013646-0.0014337i,-0.0022741-0.0019288i,-0.0028413-0.0020824i,-0.0027788-0.0012444i,-0.0023494+0.00022902i,-0.0017318+0.00076619i,-0.0011541+6.9231e-05i,-0.00044997-0.00016841i,-0.00056294+0.0004001i,-0.00052146+0.00080829i,0.00062185+0.00032816i,0.0005553+5.9283e-05i,-6.7327e-05-8.3404e-05i,-0.00040512-0.00016278i,-0.00092392+0.00023636i,-0.00082678+0.00072635i,-0.00044636+0.0001461i,-0.00027106-0.00060616i,-7.8316e-05-0.00063702i,0.00012914-0.00034052i
0.0001001-0.001007i,-0.00015111-0.00079019i,-0.001133-0.00058003i,-0.0014789-0.00044525i,-0.00095378+0.00027992i,-0.00086707+0.001767i,-0.0013912+0.0020245i,-0.0017864+0.0010791i,-0.0024867+0.00067022i,-0.0020909+0.0015964i,-0.00050779+0.0012311i,0.00011991-0.00022131i,0.00060632-0.00018762i,0.00093963-0.00038757i,-0.00041686-0.00086433i,-0.0015884-0.0010824i,-0.0015997-0.0014983i,-0.0014108-0.0010807i,-0.00056918-0.00056574i,0.00010697-2.1109e-05i,0.00069937+0.00072293i,0.001198+0.00050642i,0.00090814-0.00021374i
0.00029749-0.0015646i,0.00036713-0.00013945i,-0.00085255-0.00077968i,-0.0023893-0.00047875i,-0.0029106+0.00098097i,-0.0025921+0.00074185i,-0.0018797-8.4446e-05i,-0.0020741+8.7619e-05i,-0.0025677+0.00089163i,-0.001948+0.00086441i,-0.0015809+0.00057742i,-0.0012007+0.00037153i,-0.0001922+0.00030993i,0.00033795+0.0001485i,-0.000172+0.0005061i,-0.00079401+0.00031618i,-0.00082969+6.7254e-05i,-0.00062353+0.00011131i,-0.00024192-5.8829e-05i,-0.00032899+0.00027928i,-0.00044697+0.00023884i,0.00032083+9.6411e-05i,0.00042377-0.00047554i
-0.0010926+0.0012469i,-0.00086658+0.0014744i,-0.0007175+0.0019732i,-6.8302e-05+0.0011503i,0.00014211-0.00035898i,-0.00091781-0.00073849i,-0.0016813-0.00066319i,-0.0017225-0.00057858i,-0.0013933-0.00020286i,-0.0016341+0.0013029i,-0.0010705+0.0014623i,-2.8024e-05+0.00051026i,9.6351e-05-0.00015376i,0.00047237-0.0004013i,0.00082043-0.00062992i,0.00070833-0.00038544i,0.00025082-0.00011858i,0.00012588-4.9184e-05i,0.00042987+0.00030897i,0.00060872+0.00019018i,-0.00011634-0.00018353i,-4.5059e-05-0.00027604i,-6.6064e-06-0.00060781i
0.0010253-0.0010612i,0.0010929-0.00077817i,0.00041697-0.00054095i,-0.00059234-0.00019785i,-0.0012687-0.00055886i,-0.0016099-0.0012649i,-0.0011244-0.00068717i,-0.0013112+5.959e-05i,-0.0017512-0.00012321i,-0.0014661+0.000292i,-0.00078919+0.00069733i,-0.00087631+0.00037802i,-0.0018513+0.00021527i,-0.0011731+0.00089335i,-0.00049362+0.0017444i,-0.00067697+0.0014105i,-0.00050742+0.00045645i,0.00036556+0.00017983i,0.0004125+0.00020024i,-0.00044685-0.0003438i,-0.00039178-0.0010039i,0.00055784-0.00084711i,0.00052887+1.7737e-05i
0.00066718-0.0012609i,0.00020498-0.0019076i,-0.00027312-0.0030555i,-0.0020357-0.0026474i,-0.0037811-0.0024076i,-0.0044817-0.0018521i,-0.0035654-0.00088136i,-0.0022528-0.0003748i,-0.001963+0.00030001i,-0.0019455+0.00093768i,-0.00055734+0.0016024i,-7.2059e-05+0.00094431i,-0.0008654-4.6171e-05i,-0.0003586+0.00044741i,0.00042402+0.00060296i,-2.2664e-05-3.749e-05i,-0.00054984-0.00018154i,-0.00071708+0.00053087i,-0.00075634+0.0010062i,-0.00089449+0.0008145i,-0.00042825+2.6287e-05i,0.00016295-0.00088973i,-0.00011307-0.00030867i
-0.0018253+0.00090527i,-0.00091435+8.3662e-05i,-0.00076447+0.0012202i,0.00033142+0.0017264i,0.00086965+0.0013199i,0.0010928+0.00063027i,0.00024159+0.00033693i,-0.0012941+0.00016615i,-0.0021323-0.00010638i,-0.0020535-6.2609e-05i,-0.0019813+7.8355e-05i,-0.0018594-0.0002024i,-0.00067238-0.00052401i,-0.00021053-7.9499e-05i,-0.00043801+0.00025995i,0.0001023+8.6238e-05i,0.00024475+3.9087e-05i,0.00012509+0.00066611i,0.00036781+0.00073696i,0.00084213-0.00065486i,0.0011843-0.00030832i,0.00023237+0.00098306i,-0.00087649+0.00026515i
-0.0018785+1.3974e-05i,-0.0014373+0.00071793i,-0.0013028+0.0011693i,-0.0019078+0.0015303i,-0.0017466+0.0012348i,-0.0011654+0.00059285i,-0.0015764+0.00016828i,-0.0019068+1.8582e-05i,-0.0023008+0.00019491i,-0.0021963+0.00044457i,-0.0013562+1.5445e-05i,-0.00047852-0.00097838i,-0.00017698-0.0011731i,0.00034577-0.00074375i,0.0001824-0.00053668i,-0.00055871-0.00075542i,-0.00060405-0.00060916i,-0.00078856+5.1458e-05i,-0.00092647-4.7388e-05i,-0.0004828-0.00052269i,0.00093457-0.00050695i,0.00068628-6.2e-06i,0.00012984+0.00061527i
0.0013204-0.00047476i,0.00084043-0.00057203i,0.00052396-0.001471i,2.5506e-05-0.0023591i,-0.0010256-0.002398i,-0.0024026-0.0017059i,-0.0029677-0.00062946i,-0.0032727-3.6516e-05i,-0.0032228+0.00053562i,-0.0022253+0.00087771i,-0.0010077+0.0013224i,-0.00051441+0.0013344i,0.00029297+0.00082437i,0.00011427+0.00043893i,-0.00073691+4.4158e-05i,-0.0012273-0.0001471i,-0.00080428-0.00020405i,2.3059e-05-0.00058258i,-0.00011458-0.0006291i,-0.00013467-0.00036738i,-0.00015124+0.00015437i,-0.00018564-0.00013984i,-8.4525e-05-0.00033187i
0.00084791+3.6551e-05i,0.00021614+0.00075309i,-0.00027481+8.8852e-05i,-0.00034392-0.0010192i,-0.0014167-0.0013097i,-0.0024957-0.00059516i,-0.0017592+0.0011709i,-0.0016568+0.002085i,-0.0019041+0.0012525i,-0.0017087+0.0011749i,-0.0013522+0.0012076i,-0.001085+0.00073853i,-0.00080949+0.0006737i,-0.00082478+0.00089872i,-0.00097378+0.0011559i,-0.00064048+0.00065372i,-0.00087002+0.00043829i,-0.001085+0.00042153i,-0.0010414-0.0001781i,-0.00058081-0.0012516i,-3.3042e-05-0.00090026i,0.00025856+0.00016461i,0.00022995+0.00036178i
0.0014461+0.00010007i,0.0014012-0.00054321i,0.0014762-0.0015472i,0.00071547-0.0023932i,-0.0001276-0.0019624i,-0.0011374-0.00052202i,-0.0019617+0.00040845i,-0.002234+0.00027704i,-0.0028375-0.00010585i,-0.001281+0.00051766i,0.00013641+0.001324i,-6.719e-05+0.00090783i,-0.00042568+0.00053985i,-0.00056429+0.0008338i,-7.6514e-05+0.00039633i,0.00031475-0.00018835i,0.00015818-0.00018592i,-0.00029352+1.9136e-05i,-0.00037736+0.00025207i,-0.00056857-0.00015476i,-0.0011159-0.00035525i,-0.00095135-6.5782e-05i,-0.00026696+2.7782e-05i
-0.0008844+0.00093229i,7.276e-05+0.0012724i,-0.00041706+0.0015921i,-0.0013721+0.0014649i,-0.0012329+0.001593i,-0.00014847+0.00080467i,-0.00010766-0.0007601i,-0.0011501-0.00077095i,-0.001705-0.00013047i,-0.0015194+1.4681e-05i,-0.0010783+2.0899e-05i,-0.00026385-4.7394e-05i,0.00030368-0.00021411i,-0.00014021+0.00032622i,-0.00070828+0.00030851i,-0.00078444+5.2966e-05i,5.4768e-05+0.00027555i,0.00033529-0.0001581i,0.00022038-0.00049867i,0.0002286+6.9019e-05i,-0.00041223+0.00070746i,-0.00046908+0.00087374i,7.5158e-06+0.0010932i
