-0.001337-0.0019096i,-0.0012319-0.00057087i,-0.001094+0.00038475i,-0.0013812+0.00053484i,-0.0025332+0.0010035i,-0.002221+0.0016309i,-0.00046425+0.0015453i,0.00054853+0.0010068i,0.00081118+0.00056065i,0.00064293-0.00010077i,0.00037745-0.0010331i,-0.00033689-0.00063607i,-0.00071268+1.2579e-05i,-0.00079734-0.00028992i,-0.00017901-0.0002564i,0.00037474-0.00017268i,-7.8096e-05-0.00027278i,-0.00039725-0.0004406i,1.2925e-05-0.00025297i,0.00021396+0.0003929i,0.00044365+0.0010665i,0.00025196+0.00042677i,-0.00023257-0.00051387i
0.014111-0.026755i,0.014879-0.010695i,0.012859-0.0028807i,0.011739-0.0028151i,0.0093379-0.0013754i,0.0049454+0.0012241i,0.0028455+0.0019493i,0.0027665+0.00096161i,0.0022604+0.00094333i,0.0014872+0.0019617i,0.00053376+0.0026061i,-0.00054866+0.002653i,-2.2935e-05+0.0016803i,0.0013607+0.00085522i,0.001051+0.00097042i,0.0010674+0.00033562i,0.0016505-0.00030117i,0.0010369+0.00046978i,0.00010931+0.0013939i,-0.0017208+0.0013596i,-0.0024558+0.0012209i,-0.0012296+0.0007383i,0.00014825+0.00027833i
0.011331+0.023488i,-0.00057564+0.017489i,-0.004893+0.011521i,-0.0044321+0.010121i,-0.0045114+0.0068405i,-0.0052016+0.0030399i,-0.0043362+0.0014468i,-0.0036217+0.0010421i,-0.0033592+0.00083954i,-0.002831+0.00028423i,-0.0028359-0.00023698i,-0.0026668-0.00040417i,-0.0023594+0.00028i,-0.0018758+0.00062228i,-0.0013649+0.00010762i,-0.00085508+0.0003297i,-0.00065648+0.0011813i,-0.00042147+0.00060723i,-3.6379e-05-0.00060022i,-0.00014975-0.0010036i,0.00030513-0.00091805i,0.0007395-5.2487e-05i,0.00065918+0.00089861i
-0.030688+0.0024469i,-0.015882-0.0038359i,-0.0052276-0.0041455i,-0.0018446-0.0040866i,0.00050255-0.0040589i,0.0011721-0.0039136i,0.00068895-0.0036595i,2.7151e-05-0.0034482i,-9.3856e-06-0.0033254i,0.0010019-0.0019057i,0.0018554-0.00073768i,0.0015792-0.00051683i,0.00070475-0.00019859i,0.00026701-0.00050469i,0.00048038-0.0010646i,0.00065194-0.00086379i,0.0001751-0.00022872i,-0.0001295+0.00094483i,0.00063328+0.0014167i,0.00096923+0.00097336i,0.00074707+0.0015415i,0.00037967+0.00084258i,-0.00029734-0.0003006i
0.0087865-0.023881i,0.011404-0.0090456i,0.010352+0.00028802i,0.0088662+0.0024803i,0.0063503+0.0032594i,0.003996+0.003487i,0.0035638+0.0028304i,0.0032621+0.0015531i,0.0019636+0.0013071i,0.00024074+0.0019402i,-0.00052235+0.002132i,-0.00020304+0.0023615i,0.00091076+0.002073i,0.0012718+0.00089191i,0.0012208+0.00073277i,0.00094737+0.00098919i,0.00074537+0.00096009i,0.00017502+0.00025423i,-0.0011277-0.00067123i,-0.0016581+0.00069102i,-0.00068274+0.0014935i,0.00049728+0.00075027i,0.00053833+0.00024742i
0.014705+0.017332i,0.0012051+0.013161i,-0.0050809+0.0062416i,-0.0052256+0.0024687i,-0.0048118-0.00091576i,-0.0043547-0.0017489i,-0.0039329-6.9128e-05i,-0.0032949+0.00045295i,-0.0031321+0.00023426i,-0.0024526-6.1716e-05i,-0.0012762-0.00045121i,-0.0015486-0.00039078i,-0.0025602+0.0014614i,-0.0024184+0.002465i,-0.0018239+0.0015483i,-0.0014151+0.00064034i,-0.00061177+0.0010339i,0.00066132+0.0015076i,0.00085139+0.00014086i,-0.00017374-0.00069579i,-0.00099409-0.00023928i,3.0229e-05+0.00013707i,0.00048669+0.00044251i
-0.020875+0.0041062i,-0.011797-0.0032409i,-0.0032509-0.0052048i,0.0014893-0.0053517i,0.0027134-0.0039407i,0.0019599-0.0026798i,0.00078204-0.0029997i,0.00025141-0.0030604i,0.00072529-0.0025647i,0.0012947-0.00093152i,0.0013069-0.00010903i,0.00077638-0.0010074i,-0.00048755-0.0015317i,-0.00087023-0.0013951i,-0.00033202-0.0015487i,-0.00025351-0.0015195i,-0.00038906-0.00083113i,8.9521e-05+0.00021614i,0.0011414+0.00045163i,0.0012953+0.00030964i,0.0001701+9.6176e-05i,-0.00096466-0.0005945i,-0.0010892-0.00094676i
0.0028901-0.021752i,0.0091601-0.0086578i,0.0084872+0.0002272i,0.0044617+0.0038994i,0.0010444+0.0045624i,0.00064685+0.003055i,0.002222+0.0029768i,0.0033558+0.0024816i,0.002674+0.00097305i,0.00047373+0.00061433i,-0.00059832+0.00091341i,0.00014342+0.0014451i,0.00033182+0.0013388i,0.00089035+0.00066057i,0.0012783+0.000887i,0.0013624+0.0010183i,0.0017438+0.00063993i,0.00069008+9.2936e-05i,-0.00014902+0.00010338i,-0.00058593+0.00043464i,-0.00057857+0.00057244i,0.00015366+0.00061102i,0.0011887-4.6578e-05i
0.012562+0.0086978i,-0.0010052+0.0081364i,-0.0061466+0.0035628i,-0.0048679-0.00082444i,-0.0038619-0.0028602i,-0.0021238-0.00074904i,-0.0004835+0.0014417i,-0.0012631+0.001318i,-0.001406+0.00041978i,-0.00064786-0.00029611i,-0.00019557-0.00033614i,-0.00092139+0.00059723i,-0.0017566+0.0012131i,-0.0016699+0.0011128i,-0.0021279+0.00058029i,-0.0028098+0.00076966i,-0.0017457+0.0016156i,9.3254e-06+0.0010267i,0.00031831-0.000891i,-0.00057148-0.0018583i,-0.00053447-0.0010494i,0.00021372+0.00025283i,5.1351e-05+0.00077695i
-0.017492+0.0068693i,-0.010943+0.00056236i,-0.0033285-0.0017395i,-4.0675e-05-0.00072346i,0.00026048+0.00075983i,-0.0004607+0.00014346i,-0.00057246-0.0012754i,-0.00019415-0.0015013i,-0.00031287-0.00078489i,-0.00089971+0.00019251i,-0.00064599+0.00073897i,-5.7634e-05+0.00067582i,-0.00042498-0.00013999i,-0.00080856-0.0015573i,-0.00013842-0.0017853i,0.00020306-0.0011955i,-0.00041328-0.0010258i,0.00017152-0.00062899i,0.00054732+0.0002682i,-0.00017328+0.0009581i,-0.00068756+0.00069482i,0.00013407-0.0003731i,0.00025571-0.00074032i
-0.0055314-0.020556i,0.00088623-0.0091774i,0.00028107+0.00026639i,-0.0023391+0.0040187i,-0.0027663+0.0048029i,-0.0010728+0.002667i,0.00042025+0.00048681i,0.0007021-0.00054795i,-0.00011778-0.00062096i,-0.00059128+0.00016978i,0.00011366+0.00046734i,0.001121+0.00029411i,0.0016034+0.00016414i,0.0014361+0.00022799i,0.0014486+0.00040303i,0.001193+0.00040083i,0.00065669+0.00023939i,0.0011422+0.00077417i,0.00093704+0.00053802i,-0.00031166+0.00022741i,-0.00059743+5.2268e-05i,0.00045473-0.00051001i,0.0010401-0.00073495i
0.011827+0.0079955i,0.0021577+0.008982i,-0.0004825+0.0042324i,0.0011571-0.00050874i,0.001644-0.0013158i,0.00061153+0.001508i,9.2813e-05+0.0030193i,0.00044289+0.0016897i,0.00083373+0.0006973i,0.00067135+0.00024801i,0.0001401+4.6013e-05i,-0.00042401+0.00053278i,-0.0013674+0.0011618i,-0.0018291+0.0013835i,-0.0021006+0.00087874i,-0.0018177+0.00070626i,-0.00022065+0.00037162i,0.00086556-0.000199i,0.00078762-0.00054291i,0.00037733-8.274e-05i,-0.00014793+0.00041388i,0.00070338+0.0003131i,0.0013742+0.00064064i
-0.010096+0.011271i,-0.0041304+0.0034373i,0.0018346+7.0647e-05i,0.0021876+0.00027007i,-0.00010037+0.00012757i,-0.002275-0.0015537i,-0.0021386-0.0019265i,-0.0011986-0.00090286i,-0.0012949+1.5826e-05i,-0.0014085-3.4216e-05i,-0.0015012-0.00010576i,-0.001682-0.00058211i,-0.0011423-0.0010201i,-0.00053142-0.00153i,-0.00011464-0.0015904i,-0.00021879-0.00059029i,-0.00015217+0.00017982i,-8.4049e-05+0.00058487i,-0.00018008+0.00041245i,0.00019196+0.00038638i,0.00015536+0.00083236i,-0.00054659+0.00084512i,-0.00091062+0.00034844i
-0.0032957-0.016525i,0.002346-0.011038i,0.0022025-0.0065663i,-3.9938e-06-0.0039603i,-0.0003626-0.002901i,0.00039843-0.0020427i,0.0015489-0.00085296i,0.0010126-0.00052375i,-1.7916e-05-0.0013343i,0.00027596-0.0016902i,0.00067506-0.001185i,0.00082694-0.00057583i,0.0010064-0.0002027i,0.0016212-9.748e-05i,0.0014284-1.5477e-06i,0.00072173+0.00087374i,0.0002299+0.001166i,-0.00026339+0.00060023i,-0.00034496+0.0005936i,-7.2005e-05+2.7587e-05i,0.00021865-0.00037846i,4.7602e-05+0.00010977i,0.00021416-0.00084748i
0.012971+0.0034661i,0.0068201+0.0057002i,0.0056963+0.0045627i,0.0057952+0.0020125i,0.0041427+0.00024947i,0.0015549+0.0014892i,5.3394e-05+0.0027946i,-0.00016951+0.0020398i,-7.0373e-05+0.001506i,0.00071384+0.0015957i,0.00030625+0.0014158i,-0.00082588+0.0018106i,-0.00077973+0.0022295i,5.4004e-05+0.0011043i,0.0010083-0.00064364i,0.00094263-0.00040447i,0.00017199+0.00066066i,-0.00055147+0.00038833i,-0.00098867-6.7162e-05i,-0.0002842+0.00019201i,-1.8483e-05+0.00026315i,-0.00018936+0.0010403i,0.00022643+0.0016674i
-0.0070181+0.0085055i,-0.0064484+0.0031054i,-0.0028569+0.00037893i,-0.0019904-0.00032322i,-0.0025767-0.00092416i,-0.0024638-0.0014816i,-0.0015605-0.0010257i,-5.0412e-05-0.00043782i,-0.00049854-0.00027708i,-0.0024422-0.00076599i,-0.0025913-0.0010734i,-0.0011357-0.00075902i,-0.00010971-0.00063417i,-7.9935e-05-0.00098068i,-0.00034454-0.0012346i,-0.00028601-0.0006612i,-0.00034305-0.00026688i,0.00011214-0.00035225i,0.0015313-0.0002442i,0.0018179+0.0004415i,0.00071823+0.0011797i,0.00012872+0.0011678i,0.00029312+0.00015192i
-0.0056996-0.012453i,0.0002462-0.0075447i,0.002168-0.004285i,0.0013213-0.0048706i,0.001378-0.0037865i,0.0016569-0.0020707i,0.0011575-0.00094933i,0.0015568-0.00051055i,0.0018513-0.00072192i,0.0013964-0.00096333i,0.0016493-0.00065044i,0.0023414+1.4191e-05i,0.0018098+0.00048925i,0.00090598+0.00056883i,0.00047782-0.00012648i,9.1682e-05-0.00034576i,0.00039096-3.6054e-07i,0.00026899+0.00067343i,-0.00039613+0.0013225i,-0.0010686+0.0018867i,-0.00091727+0.0015963i,-0.00054341+0.00073487i,-0.00063662+0.00057824i
0.0085294-0.0047325i,0.0022874+0.00013436i,-0.0013169+0.001513i,-0.0014708+0.0028389i,-0.00086165+0.0037201i,-0.00034582+0.0039921i,0.0017309+0.0021527i,0.0024422+0.00091883i,0.00064414+0.0016262i,-0.00030256+0.0019261i,-0.00075617+0.001602i,-0.0012948+0.00098695i,-0.0013255-5.6204e-05i,-9.7642e-05-0.00049345i,0.00070611-0.00014489i,0.00018897+0.00052099i,-0.00016158-3.5987e-05i,0.0003449-0.0010794i,8.9283e-05-0.00061354i,-0.0011325-0.00013199i,-0.00071036-0.00076364i,0.00052642-0.00069016i,0.00060885+0.00057742i
-0.0058899+0.011346i,-0.0054955+0.008006i,-0.0028695+0.0054379i,-0.0017007+0.0021439i,-0.0023143+0.00010881i,-0.0032195+0.00081794i,-0.0024771+0.0015375i,-0.0017089+0.00059253i,-0.0022686-0.00051434i,-0.0020925-0.00043233i,-0.0011487-0.00055892i,-0.00066846-0.00088713i,-0.0008778-0.0008868i,-0.0014763-0.00035353i,-0.001016-2.5519e-05i,-0.00038397+0.00022619i,-0.00056786+0.00090685i,-0.00072788+0.001009i,-0.00043939+0.00040815i,0.00014723+0.00031438i,0.00059914+0.0011247i,0.00034568+0.0019454i,0.0001594+0.001608i
-0.0084068-0.0093767i,-0.0025691-0.0090576i,0.0011676-0.0072813i,0.0030262-0.0053096i,0.0033625-0.0032845i,0.0019243-0.0024119i,0.00097706-0.0023311i,0.0011858-0.0019313i,0.00088431-0.0015465i,0.0004251-0.0014323i,0.00020429-0.0011704i,0.00011566-0.00039745i,0.0010885+0.00043647i,0.0015148+0.00011918i,-0.00019515-0.00085035i,-0.00080662-0.00089059i,0.00031305+0.0003777i,0.00038619+0.0013308i,3.2314e-05+0.0012705i,-0.00028786+0.00072259i,-0.00064204+0.0005275i,-0.00055992+0.00035024i,-1.6878e-05-0.00023824i
0.0073092-0.0032692i,0.003892+0.0028892i,0.00031003+0.005362i,-0.00086712+0.0056722i,-0.00089415+0.0049971i,-0.00045058+0.0036903i,0.0005395+0.0025997i,0.0011709+0.0019191i,0.00089261+0.0016963i,0.00013283+0.0014179i,-0.00085607+0.0016151i,-0.0014605+0.0013152i,-0.0003378+0.0010241i,0.00026109+0.00079275i,-0.00015262+0.00062823i,0.00037392+0.0012689i,0.0010328+0.0012177i,0.00019345-0.0003498i,-0.0010477-0.001322i,-0.0014016-0.0014491i,-0.00046571-0.0014837i,0.00035094-0.00038629i,0.00096151+0.00089449i
-0.0033406+0.0090125i,-0.0048505+0.0050173i,-0.0029078+0.00076554i,-0.0014843-0.00094299i,-0.0012123-0.0001943i,-0.0011988+0.00025416i,-0.0011306+0.00023509i,-0.0011291-0.00050707i,-0.0016496-0.00057114i,-0.0025569+0.00033175i,-0.0021708+0.00012585i,-0.00049111-0.00028861i,-0.00060521-0.00095435i,-0.00079598-0.0015617i,-0.00050083-0.00068615i,-0.00074477-0.00011218i,-0.00035802+6.9474e-05i,-1.7966e-05+0.00015427i,0.00065326+0.00037887i,0.0011896+0.00083189i,0.0010456+0.00054816i,0.00069593+0.00013383i,-1.8523e-05+0.0006131i
-0.010983-0.0063775i,-0.0048249-0.0059754i,-0.0011868-0.0038032i,0.00037828-0.0012688i,0.0012904+0.0005307i,0.0010788-0.00038886i,0.0011659-0.0014446i,0.0010412-0.0010853i,0.00016223-0.00010019i,-0.0003512-0.00016856i,-0.00029218-0.00079699i,0.0004626-0.00061004i,0.0010841-0.00039407i,0.0010763-0.0014136i,0.0005702-0.0016561i,0.00020414-0.00080881i,0.00059464-0.00028347i,5.0572e-05+8.1389e-05i,-0.0014288+0.00027564i,-0.00213+0.0013585i,-0.0014515+0.0012857i,-0.00061298+0.00038512i,-0.00014108-0.0003446i
0.0038051-0.0046036i,0.0024174+0.0021137i,0.0015242+0.0055857i,0.0011232+0.0051384i,0.00032734+0.001769i,0.00088692-0.00011768i,0.0012087-0.0003716i,0.00082956-0.00017939i,0.00053196+0.00023263i,0.00045033+0.00071108i,0.00035843+0.00088432i,-0.00027335+0.0004819i,3.9654e-05+0.00031757i,0.00063964+0.00058803i,0.0006572+0.00031974i,0.0005876+0.00047917i,0.00024051+0.0010027i,-9.7943e-05+0.00082321i,-0.00044246+0.00076233i,-0.00045002+0.00080182i,0.00025476-0.00017548i,0.00049933-0.00063752i,0.00045806-6.6675e-05i
0.0020203+0.0058973i,-0.0013113+0.0030466i,-0.0025981-0.00026971i,-0.0029966-0.0019527i,-0.0029456-0.0013882i,-0.0023224+0.00050625i,-0.00048566+0.0018647i,0.00059659+0.00040028i,-0.00019558-0.0008035i,-0.00063102-0.00056708i,-0.00027695+0.0003298i,-0.00050949+0.001231i,-0.00091698+0.00057966i,-0.00083781-0.00044655i,-0.0010488-0.00058231i,-0.00081581-0.00029177i,-0.00025234+0.00016638i,-0.00025685+0.00052988i,0.00018866+0.00034878i,0.00053484+5.7719e-05i,0.00062145+0.00025776i,0.00015387-0.00014495i,0.00036944-0.0010745i
-0.0092577-0.0044702i,-0.00502-0.00495i,-0.0015175-0.0024015i,0.0014603+3.6372e-06i,0.0019184+0.00068664i,-0.0003865-0.00033227i,-0.0016161-0.0010221i,-0.001401-0.0006305i,-0.00036514-0.00054431i,0.00015201-0.0010989i,0.00015066-0.00036949i,0.00014328+0.00070757i,0.0005371+0.00066925i,0.00079649+0.00045352i,0.0001245+4.1143e-05i,-3.973e-05-0.00066057i,0.00065727-0.00098654i,0.00042738-0.00073819i,-0.00042278-0.00038678i,-0.00092702+0.00038868i,-0.0017732+0.00090859i,-0.0023428+0.00064788i,-0.0012615+0.00039643i
0.0026708-0.0067445i,0.0014994-0.0018901i,0.0010129+0.0018292i,0.00050576+0.002472i,-0.00027006+0.00096133i,0.00095226+0.00029691i,0.0010481+0.00017098i,0.00048879-0.00072995i,0.0011622-0.00050623i,0.0011672+0.00010571i,0.0010416-0.00034066i,0.0013984+0.0001556i,0.00045552+0.0010476i,-0.00091254+0.0013642i,-0.00090347+0.0011427i,-4.8178e-05+0.00036459i,0.00059465+0.00036259i,0.00049987+0.00046643i,-0.0001529+0.00037718i,-0.000651-0.00011362i,-0.00028146-0.00072128i,-0.00014196-0.00054608i,-0.00028927+0.00012488i
0.00012394+0.0059807i,-0.001495+0.0063011i,-0.0016871+0.0062828i,-0.00018891+0.0040891i,0.0011461+0.0023347i,0.00024224+0.00098012i,-0.00022486-0.00028977i,-0.00016156+0.00019563i,-0.0012226+0.001043i,-0.0017004+0.0015817i,-0.0010414+0.0026066i,-0.0006262+0.0028418i,0.00019947+0.001777i,0.0003136+0.00095824i,-0.00048944+0.00079951i,-0.00038228+0.00045281i,-8.6383e-05+0.00035726i,0.00023349+0.00027801i,0.00046085-6.2097e-06i,0.00059323+0.0005147i,0.00081866+0.0014068i,0.00040166+0.0016501i,0.00015893+0.0019998i
-0.0070515-0.004182i,-0.0048114-0.0052296i,-0.002224-0.0041515i,-0.00061076-0.0027048i,-0.00034874-0.00071346i,-0.00030945+0.0003942i,-0.00031485-0.00019949i,-4.5055e-05-0.00099713i,-8.332e-05-0.0019646i,-0.00064076-0.0018932i,-0.0020112-0.0014046i,-0.0025965-0.0014937i,-0.0013133-0.0010062i,-0.00059321-0.0008469i,-0.0011907-0.0005822i,-0.00097124+0.00043856i,0.00022134+0.00092828i,0.00050691+0.00037178i,-0.00068222+2.4905e-05i,-0.00093622+0.00059077i,-0.00033323+0.00082958i,0.00037978-0.00012907i,0.00088225-0.00065845i
-0.00057443-0.0038982i,0.0016669+0.0001495i,0.0025718+0.0029947i,0.0022005+0.0036112i,0.0020827+0.0019961i,0.0024807-0.00049656i,0.0011616-0.00092047i,0.0001142-0.00015333i,0.00066309+0.00023051i,0.0012375+8.3793e-05i,0.001835-0.00034647i,0.0023937-0.00043518i,0.0013703+0.00029091i,0.00017672+0.00039102i,0.00059789+0.00034978i,0.00082051+0.0011835i,-0.00010555+0.00089017i,-0.00099473+0.00025159i,-0.001802-0.00052382i,-0.001663-0.00083888i,-0.00084879-0.00026612i,-0.00069221-8.017e-05i,-0.00064507-0.00031826i
0.0024412+0.0040866i,0.00087111+0.0038218i,0.0014017+0.0028024i,0.0004851+0.0012282i,0.00016361+0.00021029i,0.00011463+0.00052131i,1.021e-05+0.0016507i,0.00015396+0.0023465i,-0.001518+0.0010682i,-0.002949+0.00052506i,-0.0025481+0.0012728i,-0.0012092+0.0014512i,-0.00033706+0.0011561i,-0.0003331+0.00056042i,-0.00094241+3.9483e-05i,-0.0002255+0.00045763i,0.00064043+0.0010125i,0.00060038+0.00087539i,0.00078255+0.00063699i,0.00053116+0.0004206i,0.00047425+0.00040015i,0.00087247+0.00011435i,0.00059903-0.00019207i
-0.0071667+0.0030654i,-0.0041417+0.0013709i,-0.00073908+0.00052999i,1.4686e-05-0.00031512i,-0.00053225-0.0012768i,-0.00067303-0.0011531i,-0.001596-0.00016047i,-0.001511-0.0003136i,-0.0015982-0.0014909i,-0.0023465-0.0016231i,-0.0019511-0.0013906i,-0.0013617-0.0017311i,-0.00045144-0.001423i,0.0001591-0.00051784i,-0.00035535-0.00078553i,5.1789e-05-0.00012139i,0.00050581+0.00070435i,0.00035612+0.00015919i,-1.1964e-05+0.00064287i,-0.00034752+0.0012794i,-0.0002045+0.00080819i,0.00016706+0.00042965i,0.0008695+0.00052556i
-0.00013693-0.0044881i,0.0016921-0.0019592i,0.0026834-0.00011295i,0.0041448+0.00034273i,0.0038078-0.0006814i,0.0015019-0.0016637i,0.00064709-0.0013709i,0.00071123-0.00061604i,0.0012575-0.00067489i,0.0016387-0.00039998i,0.001519-0.00018774i,0.0012547-4.1755e-05i,0.00064854-0.00022642i,0.00037251-0.00062549i,0.00048236-0.00080694i,0.00034753-0.00030308i,-5.8683e-05-9.6835e-05i,-0.00017771-0.00040026i,-0.00015587-6.5543e-05i,-0.00049479+0.00035068i,-0.00016901-0.00019134i,0.00096271-0.00066367i,0.00043934-0.00022135i
0.00057056+0.0012146i,-0.00089799+0.0030745i,-0.0027486+0.0031292i,-0.0033173+0.00184i,-0.0021913+0.0011635i,-0.00070029+0.0017328i,8.9221e-05+0.0010376i,-0.0008183+0.00033152i,-0.0016341+0.0013348i,-0.00098719+0.0024364i,-0.001056+0.0026966i,-0.0013124+0.0021308i,-0.00092785+0.0015074i,-0.00049603+0.0015505i,0.00055616+0.001552i,0.000341+0.0011616i,-4.748e-05+0.00013745i,-0.0003957-0.00039678i,-0.00061882+0.00025979i,-0.00029509+0.00044469i,-3.8586e-05+0.00035334i,-0.00032865+0.00088836i,-0.00052425+0.00078996i
-0.003479+0.0018793i,-0.0027812-0.00041675i,-0.00087049-0.0025453i,0.0011622-0.0041161i,0.0016269-0.003189i,-0.00054972-0.0014898i,-0.0016185+9.3606e-05i,-0.00059915-0.00072664i,-0.00098315-0.0026426i,-0.0019555-0.0021722i,-0.0016192-0.0016301i,-0.0011037-0.0017299i,-0.00073639-0.0010694i,9.2909e-05-0.00054342i,0.00010182-0.00043637i,-0.00022095+0.00026054i,-0.00012757+0.0008102i,3.1477e-05+0.00039515i,-0.00037345+9.928e-05i,-0.0010025+0.00089852i,-0.00075175+0.0013607i,-0.00065725+0.00053417i,-0.00083904-6.5948e-05i
-0.0027485-0.0059869i,-0.00071561-0.0035735i,0.0011795-0.00069493i,0.0016261+0.0010899i,4.325e-05+0.00081684i,-0.0011902+0.0002586i,-0.00074518+0.00012688i,0.00092503-0.00017104i,0.0012392-0.00020576i,0.0013875+0.00010678i,0.0017561-0.00021324i,0.0018042-0.00083641i,0.00095623-0.00046682i,0.00012284-2.8915e-05i,0.00066681+1.3676e-05i,0.00068723+0.00054685i,-4.5186e-05+0.00074738i,-0.00038787+0.00028371i,-0.00040446+0.00056525i,-0.00066778+0.00070123i,-0.00094201+0.0004402i,-2.4048e-05+0.00069912i,0.00088558+0.00056845i
0.00092574+0.0016431i,0.00099541+0.0041853i,0.00071539+0.0059045i,-9.9008e-05+0.0049382i,0.00053907+0.0022737i,0.0015773+0.00047501i,0.00037888+0.00023973i,-0.0014769+0.00047838i,-0.0017939+0.0012081i,-0.00101+0.0017437i,6.2607e-06+0.0012736i,0.00081104+0.0011604i,0.00076269+0.0012456i,4.1761e-05+0.0002483i,-0.00053715-0.00053952i,-0.00064325-0.00011706i,-0.00025346+0.00066049i,0.00047433+0.00092668i,0.0012334+0.00052695i,0.00036506+7.6075e-05i,-0.00069171+0.00011936i,-0.0003204-0.00025242i,0.00029692-0.0002113i
-0.0027321+0.00087702i,-0.0024792-6.516e-06i,-0.00020242-0.0016112i,0.0011004-0.0028561i,0.00050879-0.0024178i,-0.00091518-0.00052103i,-0.00046982+0.00028896i,0.00011371-9.666e-05i,-0.0010883-0.00080333i,-0.001852-0.0014634i,-0.0016716-0.0014246i,-0.001392-0.0014599i,-0.00090697-0.00056421i,-9.423e-05-0.00021853i,0.00026608-0.00041809i,0.00029343+0.00019339i,-0.00028056+0.00075296i,-0.00032185-4.9701e-05i,-0.00019969-0.00014234i,0.00021515+0.000715i,0.00059492+0.0016613i,5.2201e-06+0.0012318i,0.00012714+0.00032744i
-0.0010038-0.0036745i,0.001187-0.0028128i,0.0035811-0.0011236i,0.0033634-0.00038785i,0.0010288+5.2386e-05i,-0.00026602-0.00020657i,-0.0001299-0.00032953i,0.00059791-0.00031483i,0.00046342-0.00033651i,9.5811e-06-0.00011795i,0.00017422-0.00045805i,0.00029842-0.0007169i,-5.6315e-05-0.00061269i,0.00017043-0.00033919i,0.00030261+0.00010478i,-0.00036728-3.7318e-05i,-0.00039642-0.00026923i,0.00045542-0.00067087i,0.00039009-0.00080512i,0.00038389-0.00076339i,0.00022855-0.00062083i,0.00026541-0.00020919i,0.00077862-0.00018289i
0.001388-0.0014795i,1.1545e-06+0.00075786i,-0.00054131+0.0011386i,-0.00089091+0.0012i,-0.0010895+0.00045197i,-0.00088612-4.9712e-05i,-0.00049878+0.00033766i,-0.00066564+0.00091506i,-0.0007863+0.0011339i,-0.00060349+0.0012011i,-0.0012531+0.0011942i,-0.0016219+0.0026006i,-0.0012863+0.0027234i,-0.00086288+0.0011798i,-0.00023312+0.00039794i,0.00011757+0.00052747i,0.00025496+0.0004832i,0.00038692+0.00062028i,0.00033876+0.00083052i,-9.341e-05+0.0003437i,-0.00023738+1.2073e-05i,6.8981e-05+0.00030967i,0.00061405+0.00048348i
-0.0023715+0.0004939i,-0.0033526+0.00042585i,-0.0027835-4.7797e-05i,-0.0011541-0.0015868i,-0.00031624-0.0012189i,4.145e-05+0.00018833i,0.00021802+0.00020858i,-5.443e-05-0.00088579i,-0.00043318-0.0012408i,-0.00084472-0.00069308i,-0.0010407-0.00041139i,-0.0013442-0.00032585i,-0.0011454+0.00026571i,-0.00070666+0.00062045i,-0.00049183+0.00021896i,-0.00052903-0.00017688i,-0.00051637+0.00012139i,-0.00041339+0.00024155i,-0.00064549-0.00022966i,-0.00074666+0.00030009i,-0.00021664+0.0013179i,0.00026987+0.00075522i,0.00032758+0.00050034i
-0.00045083-0.0030775i,0.0013303-0.0019587i,0.0022376-0.00086153i,0.0018319-0.00089535i,0.00047701-0.00083389i,-0.00051551+2.3075e-05i,-0.0004255+0.0013374i,0.00074294+0.0016285i,0.00070961+0.00086826i,-0.00021935-4.8784e-06i,-0.00037375-0.00054435i,-0.00023826-0.00098996i,0.00035035-0.0010014i,0.00083682-0.00059846i,0.00045791-0.0010021i,0.00053983-0.0010632i,0.0012278-0.00062229i,0.0016741-0.00029125i,0.0015635-0.00071048i,0.00095214-0.0001619i,0.00012776+0.00078625i,0.00044507+0.00011478i,0.00044818-0.00083367i
0.0011797-0.0030784i,-0.00052833+7.3622e-05i,-0.0017526+0.0024173i,-0.001551+0.0031657i,-0.00091304+0.0017195i,-0.00033586-0.00025881i,0.00027549-0.00092336i,0.00012836-0.00087314i,-0.00021687-0.00031172i,-0.00031281+0.000342i,-0.00060656+0.0010091i,-0.00019258+0.0009481i,0.00033909+0.00014542i,-0.00035468-0.00048832i,-0.00098013-0.000453i,-0.00051896-7.3604e-05i,-0.00054278+0.0007613i,-0.0007823+0.0016083i,0.00030639+0.0013894i,0.0005385+0.00067324i,-0.00028825+0.00014173i,-0.00063911+0.00014915i,-0.00025224+0.00019053i
8.2584e-05+0.00074964i,-0.00030724+0.00068465i,0.00016851-0.00054696i,8.6004e-05-0.0016567i,0.00037317-0.0013094i,0.0008021-0.00081364i,0.0011126-0.0010083i,0.00071858-0.0014032i,0.00013673-0.00057834i,2.8644e-05+0.00091771i,0.00010946+0.00084077i,-0.00069729+0.00035603i,-0.0017722+0.00045756i,-0.0012332+0.00046242i,-0.00056673-0.00042849i,-0.00076068-0.00090704i,-0.0010708-0.00035513i,-0.00086063+0.00025005i,-0.0010981+0.00044347i,-0.0010951+3.2596e-05i,-0.00016532+0.00012436i,0.00070258+0.00033825i,0.00093124+0.00021791i
