-0.0020612-0.00042952i,-0.00043913-0.0023477i,0.00045843-0.0041478i,-0.001757-0.005415i,-0.0041151-0.00456i,-0.0034009-0.0015497i,-0.0010742-0.00024126i,7.1555e-06-0.00059279i,1.3145e-06-0.00018033i,0.00076705+0.00051017i,0.00074743+0.00029931i,-1.573e-05-0.00010528i,-0.00029287-0.00053113i,-0.0010565-0.00018527i,-0.00091788+0.00049873i,-0.00048706+0.001067i,-0.0013367+0.00098405i,-0.0014009+0.00029613i,-0.00023163-2.4016e-05i,3.1954e-05-0.00011395i,-0.0004713-0.0001495i,-0.00028925-0.00013251i,0.00057723+0.00066975i
0.0017666+0.023232i,-0.0065554+0.084943i,-0.032576+0.20404i,-0.040481+0.34857i,0.0090112+0.42296i,0.073833+0.35871i,0.071143+0.22039i,0.036749+0.1192i,0.040916+0.063734i,0.050866+0.023473i,0.034947+0.004718i,0.016706+0.0028866i,0.010926-0.00074804i,0.0086226-0.011566i,0.0025919-0.021205i,-0.0015867-0.024635i,-4.793e-05-0.020873i,0.0052727-0.011086i,0.0082844-0.001882i,0.0016845+0.0014535i,-0.01015-0.0014976i,-0.016854-0.010299i,-0.013786-0.018272i
0.014725-0.028365i,0.050398-0.069903i,0.090109-0.1203i,0.10311-0.15857i,0.098601-0.19636i,0.085427-0.22131i,0.049248-0.19731i,0.0046703-0.13968i,-0.021606-0.092931i,-0.032367-0.064445i,-0.030152-0.03646i,-0.01686-0.018367i,-0.013278-0.014507i,-0.020672-0.0096565i,-0.027303-0.0025518i,-0.03127+0.0034617i,-0.027133+0.0070224i,-0.015273+0.0042576i,-0.0054292-0.00027559i,0.00083174+0.00061213i,0.0039063+0.0072625i,-0.00088303+0.013801i,-0.0092524+0.013229i
-0.032524-0.0078681i,-0.097083-0.039879i,-0.19043-0.11034i,-0.27053-0.18404i,-0.29499-0.17846i,-0.22577-0.094327i,-0.098851-0.029368i,-0.018483+0.00019316i,-0.004227+0.035786i,0.0044671+0.053979i,0.01203+0.03339i,0.0024125+0.012668i,-0.0067128+0.012653i,-0.0080084+0.01996i,-0.0026233+0.026102i,0.0086029+0.027256i,0.015371+0.021739i,0.0091573+0.012004i,-0.0027404+0.0019518i,-0.0076455-0.0060971i,-0.0028185-0.0088835i,0.0062256-0.0031798i,0.010359+0.0061302i
0.013402+0.0059645i,0.048005+0.041833i,0.11821+0.1225i,0.21208+0.21828i,0.27607+0.26042i,0.25036+0.2132i,0.14692+0.1232i,0.059941+0.053433i,0.039561+0.011364i,0.038261-0.013093i,0.021749-0.018342i,0.0078679-0.0095662i,0.0066169-0.00078307i,0.0089516+0.0012115i,0.0076887-0.00024681i,0.0059674-0.0034799i,0.0064675-0.0082702i,0.0065153-0.0074592i,0.0038718+0.00043467i,-0.0017987+0.0069827i,-0.0071872+0.0046179i,-0.0053659-0.0049765i,0.0028561-0.0099857i
-0.025556-0.010107i,-0.062969-0.046315i,-0.10417-0.10443i,-0.11766-0.15383i,-0.10594-0.18723i,-0.10745-0.20844i,-0.12818-0.16571i,-0.12078-0.077203i,-0.090411-0.027266i,-0.070207-0.01481i,-0.048851-0.0041136i,-0.024082-0.001798i,-0.010204-0.0040116i,-0.0050248-0.001519i,-0.0057473+0.00087561i,-0.011772+0.0029518i,-0.015186+0.0038891i,-0.010735+0.0040795i,-0.0011207+0.0057145i,0.0068625+0.0088204i,0.0076196+0.01086i,-0.00065894+0.0072341i,-0.0069656-0.0013364i
-0.0037022+0.03404i,-0.035401+0.092003i,-0.12536+0.14926i,-0.25564+0.16071i,-0.32094+0.1413i,-0.25852+0.12795i,-0.12022+0.097443i,-0.015361+0.052585i,0.022319+0.040378i,0.030843+0.03956i,0.022918+0.024599i,0.0099048+0.014882i,0.0058913+0.010486i,0.0077749+0.0064972i,0.013244+0.00743i,0.016647+0.0085056i,0.010918+0.0084358i,0.00021156+0.010197i,-0.0041411+0.0090652i,0.00044927+0.0019474i,0.0059977-0.001784i,0.007711+0.0055704i,0.0033406+0.012531i
0.015996-0.018246i,0.07296-0.050158i,0.17814-0.078386i,0.29091-0.073375i,0.34159-0.029735i,0.29965+0.023265i,0.19717+0.035295i,0.098917+0.0054722i,0.047196-0.022673i,0.027243-0.029167i,0.013696-0.016794i,0.0073988-0.0032134i,0.011218-0.0024539i,0.015647-0.0076054i,0.016252-0.012486i,0.01572-0.015566i,0.012565-0.012847i,0.0092508-0.0057605i,0.0077396-0.0019614i,0.0029708-0.0037673i,-0.00099439-0.0068066i,0.0033784-0.0096809i,0.0095904-0.0071915i
-0.019043+0.0087856i,-0.060375+0.021302i,-0.11464+0.027709i,-0.13309+0.0035201i,-0.11066-0.055244i,-0.093655-0.092446i,-0.086844-0.059643i,-0.068817-1.3073e-05i,-0.05277+0.024674i,-0.04583+0.024966i,-0.03035+0.018608i,-0.014583+0.0042175i,-0.011234-0.0079447i,-0.014218-0.013533i,-0.020618-0.014236i,-0.025672-0.0087349i,-0.020634-0.0017784i,-0.0079557-7.4168e-05i,0.002454-0.0016428i,0.006722+0.00017639i,0.0049441+0.0032739i,-0.00087433+0.0017315i,-0.0035826-0.0036079i
0.024017-0.00029864i,0.061582+0.018293i,0.076721+0.07544i,0.0047456+0.16467i,-0.094348+0.23297i,-0.08201+0.21571i,-0.0011656+0.11464i,0.03139+0.030304i,0.030841+0.011292i,0.031877+0.0072672i,0.022749-0.0044034i,0.0073382-0.0064059i,-0.0065881-0.0016369i,-0.016286+0.0040549i,-0.018044+0.009454i,-0.014052+0.014715i,-0.0071934+0.019597i,-0.0023111+0.018956i,9.8366e-06+0.011538i,0.0027492+0.0019347i,0.0051974-2.9179e-06i,0.0058165+0.005508i,0.0030189+0.0073736i
-0.024361-0.02413i,-0.057213-0.088731i,-0.066662-0.19417i,-0.0076356-0.26503i,0.096693-0.24313i,0.13609-0.17966i,0.075886-0.12295i,0.011818-0.078005i,-0.0087526-0.050613i,-0.006124-0.035733i,0.0008766-0.020961i,0.0057523-0.0087261i,0.0097435-0.0029416i,0.012745-0.0014703i,0.013897-0.0026597i,0.015012-0.0051391i,0.015137-0.0077057i,0.011203-0.01008i,0.0029736-0.010684i,-0.0059804-0.010092i,-0.0090311-0.010626i,-0.0041039-0.012357i,0.00059418-0.009113i
6.1682e-06+0.021549i,-0.0087934+0.067478i,-0.028674+0.11334i,-0.046964+0.085795i,-0.06565-0.017775i,-0.088727-0.084078i,-0.083037-0.057699i,-0.050111-0.009471i,-0.026832+0.018649i,-0.018724+0.030783i,-0.015256+0.025605i,-0.014407+0.013537i,-0.011449+0.0057647i,-0.0094501+0.0017509i,-0.013148+0.0024129i,-0.016332+0.0036343i,-0.013189-0.0016473i,-0.0088775-0.0087486i,-0.0081319-0.0075957i,-0.0074514+0.00019551i,-0.0074347+0.0047366i,-0.0083325+0.0043327i,-0.0046962+0.0019001i
0.00048578-0.02044i,0.012816-0.047715i,0.027543-0.046418i,0.021532+0.042502i,0.0050113+0.16902i,0.021693+0.19734i,0.04586+0.11642i,0.038205+0.043809i,0.026201+0.019295i,0.017932+0.0037384i,0.0016015-0.0042171i,-0.0094474+0.0029283i,-0.011199+0.014246i,-0.01025+0.024859i,-0.0054201+0.031777i,0.0007695+0.032247i,0.002346+0.028943i,0.00101+0.024722i,0.0038928+0.020313i,0.0091145+0.014532i,0.011982+0.010428i,0.012769+0.010158i,0.010546+0.0063239i
-0.022522+0.020712i,-0.083222+0.043014i,-0.16806+0.046933i,-0.19209+0.0018959i,-0.12075-0.058304i,-0.052489-0.067475i,-0.046968-0.031101i,-0.049936+0.0009336i,-0.031637+0.0013888i,-0.01356-0.010764i,-0.0022478-0.01284i,0.006046-0.010067i,0.014081-0.011414i,0.021597-0.016213i,0.024875-0.020473i,0.023307-0.021332i,0.017577-0.016194i,0.010421-0.0073166i,0.0053863-0.0027728i,0.0019078-0.0030858i,0.00031456-0.005925i,-0.0016046-0.0099821i,-0.0040042-0.0092642i
0.025325-0.00063879i,0.078309+0.0079264i,0.13729+0.016725i,0.11673-0.013011i,0.0034691-0.069558i,-0.083943-0.076125i,-0.079042-0.035567i,-0.037726-0.010095i,-0.014523+0.0047715i,-0.0021335+0.021314i,0.0060217+0.021146i,0.0071021+0.0086233i,0.0032387-0.0057945i,-0.003374-0.016075i,-0.010381-0.016281i,-0.015665-0.012489i,-0.016527-0.00957i,-0.013615-0.006734i,-0.0093152-0.0036538i,-0.0061108-0.0005981i,-0.0074987+0.0032279i,-0.010029+0.0070229i,-0.0077521+0.0072728i
-0.017833-0.010126i,-0.04576-0.037801i,-0.066427-0.0558i,-0.032882+0.0007503i,0.058467+0.10494i,0.13578+0.11666i,0.13863+0.0384i,0.087914-0.0060302i,0.042406-0.0071841i,0.016363-0.0059572i,0.0011386-0.00046051i,-0.0026856+0.0083942i,-0.001261+0.016755i,0.0011863+0.023123i,0.0042843+0.025416i,0.0065481+0.025739i,0.008143+0.023592i,0.009631+0.019228i,0.011939+0.012774i,0.014983+0.0048454i,0.016438+0.0019137i,0.017864+0.004391i,0.015619+0.0044949i
0.0067263+0.018903i,0.01687+0.064923i,0.01382+0.12218i,-0.003939+0.12546i,-0.0099179+0.064335i,0.00071048+0.027465i,0.0043556+0.032401i,0.00061453+0.023601i,-0.003045+0.0058397i,-0.0063461-0.0058616i,-0.006047-0.013953i,-0.004437-0.014381i,-0.0024372-0.012928i,-0.0024086-0.016831i,-0.0039437-0.021997i,-0.0028532-0.02186i,0.00076186-0.015131i,0.0047995-0.0095131i,0.0046593-0.0088979i,0.00045554-0.010336i,-0.00040919-0.012227i,0.001419-0.014633i,0.0011581-0.012691i
-0.0064201-0.027256i,0.0026463-0.08698i,0.0067412-0.16454i,-0.031565-0.19343i,-0.1055-0.14608i,-0.14756-0.082659i,-0.12882-0.04179i,-0.085626-0.013236i,-0.04286+0.0046049i,-0.00877+0.0099523i,0.0039435+0.0040366i,0.00041211-0.0049001i,-0.0086854-0.0096676i,-0.017292-0.0078173i,-0.023115-0.0027784i,-0.025616+0.0018755i,-0.020988+0.0034798i,-0.013294+0.0019416i,-0.010937+0.0019216i,-0.012847+0.0043907i,-0.014182+0.0061893i,-0.014114+0.0061411i,-0.010256+0.0054118i
-0.018121+0.016938i,-0.061624+0.044205i,-0.10149+0.0766i,-0.060705+0.090734i,0.051015+0.065105i,0.11773+0.0021383i,0.093778-0.05275i,0.043565-0.051409i,0.015489-0.018794i,0.0049461+0.00076184i,0.00065791+0.0079227i,0.0020574+0.012456i,0.0077778+0.015904i,0.013742+0.018606i,0.018166+0.020786i,0.019062+0.020932i,0.015083+0.018046i,0.010229+0.013412i,0.008011+0.0082514i,0.0068977+0.0030452i,0.0065968+0.0027017i,0.0079494+0.0059176i,0.0076708+0.004342i
0.016241-0.0081284i,0.054611-0.0072664i,0.09895+0.003966i,0.10702+0.01235i,0.077154+0.0045831i,0.051127+0.0075549i,0.037632+0.023763i,0.026799+0.018607i,0.012411+0.0022761i,-0.0028427-0.003917i,-0.010135-0.0030929i,-0.0090372+0.0003913i,-0.0038686+0.0031121i,-0.0019249+0.0026659i,-0.0038583-0.00040533i,-0.003264-0.0045186i,0.00031063-0.0060773i,0.0009147-0.0046558i,-0.0010596-0.0030284i,-0.0017139-0.0028232i,-0.00091102-0.0053469i,0.0010476-0.0089385i,0.0022148-0.0097527i
-0.024365+0.00037555i,-0.078437-0.019753i,-0.1572-0.059155i,-0.22562-0.073124i,-0.25329-0.021088i,-0.2123+0.050313i,-0.13215+0.076047i,-0.071954+0.062121i,-0.030731+0.039754i,-0.0045042+0.018685i,-2.2229e-05+0.0038725i,-0.0059555-0.0030345i,-0.010738-0.0058792i,-0.01257-0.0043706i,-0.012811+0.00037694i,-0.011233+0.0048177i,-0.0070199+0.0052508i,-0.0023357+0.0034807i,-0.00059918+0.0050816i,-0.00018994+0.0092787i,-0.0013719+0.010898i,-0.0036936+0.0077595i,-0.0035472+0.0026304i
0.017164+0.01683i,0.039903+0.058879i,0.060134+0.11603i,0.078203+0.12882i,0.10763+0.065789i,0.097771-0.025519i,0.047028-0.071533i,0.018465-0.049506i,0.013407-0.013033i,0.011724-0.00026992i,0.010589+0.0014335i,0.010344+0.0015367i,0.010577-0.00088974i,0.012539-0.0031514i,0.015811-0.0048247i,0.015498-0.0046627i,0.0096444-0.00044594i,0.0056561+0.0029229i,0.0078808+0.0015382i,0.0092053-0.0019705i,0.0082708-0.00073486i,0.0069076+0.0034976i,0.0020772+0.0037377i
-0.0026302-0.020191i,0.0051893-0.064338i,0.030268-0.11925i,0.053699-0.13964i,0.052154-0.11453i,0.051939-0.074437i,0.049214-0.04824i,0.025491-0.039289i,0.0045588-0.028438i,-0.0034032-0.012551i,-0.0026485-0.0041255i,0.0034846-0.001458i,0.0082105-0.0015259i,0.0077538-0.0027702i,0.0036655-0.0030839i,-0.0015198-0.0042609i,-0.0058382-0.0034524i,-0.0080378-0.00048796i,-0.0072341-0.00076966i,-0.0038162-0.0045028i,-0.0001039-0.0082991i,0.0022387-0.0079764i,0.0027987-0.0023374i
-0.0046536+0.016707i,-0.038621+0.047832i,-0.10818+0.091895i,-0.16933+0.13277i,-0.16474+0.15711i,-0.10942+0.16294i,-0.047671+0.13561i,-0.013529+0.079516i,-0.0061725+0.035432i,-0.0028597+0.014298i,-0.0054263+0.0039057i,-0.012755-0.00077906i,-0.017478-0.0021119i,-0.018267-0.0016367i,-0.015709+0.0017665i,-0.011402+0.0059975i,-0.0049402+0.004397i,0.0011995-0.00036695i,0.0029124-0.0019058i,0.0019337-0.00028832i,6.1019e-05+9.2812e-05i,-0.00089604-0.0011429i,0.0029004-0.0025908i
0.013312-0.012418i,0.049235-0.031233i,0.1107-0.047879i,0.14472-0.05534i,0.1119-0.061791i,0.055069-0.071959i,0.0058432-0.069278i,-0.013919-0.036115i,-0.0024161-0.006224i,0.0054101-0.0025332i,0.0031498-0.0045891i,-0.00086202-0.0031682i,-0.0034021-0.00095547i,-0.0039342+0.00071166i,-0.0034856-0.00031969i,-0.0032506+0.00016196i,-0.0019857+0.0040882i,5.4131e-05+0.0063233i,-0.00078477+0.0044833i,-0.0030419+0.0019505i,-0.0031029+0.0025226i,-0.00070221+0.0036122i,-0.0014823+0.0015124i
-0.021188-0.00089283i,-0.064136-0.017381i,-0.12035-0.060439i,-0.13301-0.10434i,-0.08568-0.11513i,-0.042793-0.099902i,-0.027974-0.069364i,-0.024144-0.040544i,-0.022611-0.020457i,-0.017488-0.0065738i,-0.0085645-0.0031073i,0.00029938-0.0063622i,0.0067488-0.0083707i,0.0098946-0.0069278i,0.0078173-0.0037318i,0.0027881+0.00042069i,-4.885e-05+0.0056889i,-0.00056044+0.0093684i,-0.00099863+0.010006i,-0.00093502+0.0062201i,-0.00012746+0.00029228i,0.00074786-0.0025085i,0.00097603-0.0010233i
0.012691+0.012022i,0.029373+0.047973i,0.038248+0.11201i,0.021541+0.17054i,0.0054755+0.19068i,0.025191+0.16498i,0.047317+0.10562i,0.034163+0.055614i,0.013494+0.031173i,0.0093118+0.018637i,0.0050605+0.012219i,-0.0027488+0.010533i,-0.0068235+0.0081539i,-0.0084903+0.0058897i,-0.0065578+0.0063299i,-0.0011444+0.0053757i,0.0036355-0.00051351i,0.0060036-0.0072581i,0.0069435-0.0087018i,0.0052692-0.0067995i,0.00078667-0.0048506i,-0.0026606-0.0033433i,-0.00092214-0.0037957i
-0.0095417-0.017113i,-0.017984-0.052279i,-0.017673-0.098335i,0.0046289-0.11917i,0.032402-0.10933i,0.023417-0.080826i,-0.00099445-0.042409i,0.00437-0.014501i,0.016731-0.0057961i,0.011371-0.0070974i,0.0033053-0.0040161i,0.001114+0.0017333i,0.0023133+0.0063532i,0.0038737+0.009543i,0.0023471+0.0087385i,0.00091252+0.0068149i,0.0017341+0.005016i,0.001871+0.0037317i,0.00031557+0.003797i,-0.0010535+0.0060726i,0.00033063+0.010805i,0.0021986+0.010852i,4.7919e-05+0.0059567i
-0.0038059+0.01323i,-0.026642+0.045459i,-0.067783+0.070041i,-0.10922+0.043853i,-0.13249-0.0097654i,-0.11458-0.030744i,-0.073238-0.02376i,-0.045095-0.015906i,-0.029914-0.007767i,-0.017215-0.0010742i,-0.0089252-0.0040292i,-0.0058355-0.0090684i,-0.0035807-0.01299i,-0.002741-0.016159i,-0.003114-0.01398i,-0.0030256-0.0069794i,-0.0019981+0.0013921i,0.00053947+0.0060032i,0.0042794+0.0064218i,0.0076182+0.0035473i,0.0091791-0.0023617i,0.0074994-0.0057543i,0.0042708-0.0038247i
0.012229-0.011817i,0.04183-0.026237i,0.079083-0.02372i,0.090394+0.024593i,0.085428+0.085363i,0.086285+0.084426i,0.070393+0.032482i,0.0301+0.0031661i,0.0069624+0.0058922i,0.0078471+0.0060706i,0.0073767+0.0032292i,0.0019875+0.0029495i,-0.0042243+0.0022412i,-0.0086311+0.0034723i,-0.0080211+0.0048681i,-0.0064806+0.0027857i,-0.0067503-0.0032413i,-0.0054097-0.0088189i,-0.0035221-0.012489i,-0.0037322-0.01426i,-0.0064381-0.012107i,-0.0071318-0.0077173i,-0.0034796-0.0054904i
-0.015134-0.0003419i,-0.05143-0.0038466i,-0.090438-0.021485i,-0.085036-0.04751i,-0.038246-0.063657i,-0.010098-0.063365i,-0.010827-0.041403i,-0.0023468-0.017918i,0.0053197-0.013044i,-0.0015353-0.010497i,-0.0050801-0.0041835i,3.1382e-05+0.0008477i,0.0069242+0.0036542i,0.010421+0.0039466i,0.0092761+0.0046605i,0.0067127+0.0052739i,0.0037203+0.0049071i,8.9665e-05+0.0051223i,-0.0025548+0.0068982i,-0.0024305+0.010178i,0.00067875+0.012827i,0.0031556+0.012761i,0.0023582+0.012413i
0.011034+0.0027127i,0.029331+0.018593i,0.032779+0.044443i,-0.0070644+0.054901i,-0.063377+0.041375i,-0.0852+0.040117i,-0.062276+0.041842i,-0.037535+0.026733i,-0.025051+0.018067i,-0.01347+0.015694i,-0.010414+0.0080389i,-0.01186+0.0015215i,-0.011457-0.00062771i,-0.011499-0.0018712i,-0.011522-0.00086871i,-0.0088983+0.0033378i,-0.0037243+0.0085696i,0.0018039+0.010794i,0.006333+0.0083416i,0.0085508+0.0014405i,0.0075051-0.0059938i,0.0056918-0.0077539i,0.0065834-0.0058882i
-0.011497-0.012268i,-0.02616-0.040951i,-0.026899-0.068798i,0.0044194-0.051311i,0.046635+0.0037639i,0.071214+0.02662i,0.050879+0.011283i,0.017169+0.010187i,0.012412+0.015764i,0.015857+0.0068734i,0.011173-0.00016558i,0.0044933+0.00024435i,-0.00049407+0.0035027i,-0.0011751+0.0066858i,0.00017773+0.0059407i,-9.0081e-05+0.0038102i,-0.0016566+0.0010954i,-0.0035904-0.0034562i,-0.0067337-0.0067577i,-0.011847-0.0071397i,-0.01517-0.0044986i,-0.012454-0.0033682i,-0.0073654-0.0060365i
-0.0050549+0.01503i,-0.015261+0.043319i,-0.032073+0.065852i,-0.038218+0.037283i,-0.026823-0.029486i,-0.015084-0.064591i,-0.0031364-0.050948i,0.0074976-0.032313i,0.0019342-0.022116i,-0.0060852-0.0091993i,-0.001868-0.00074285i,0.0040016-0.0017831i,0.0081375-0.0071267i,0.011265-0.01216i,0.010623-0.012111i,0.0082288-0.0079312i,0.0066588-0.0040192i,0.005961+0.00059446i,0.0054541+0.0067932i,0.0062815+0.012702i,0.008863+0.014884i,0.0088982+0.013083i,0.0046907+0.011327i
0.0033517-0.0077366i,0.018353-0.025744i,0.030352-0.044634i,0.0012516-0.033201i,-0.047172+0.017966i,-0.04503+0.051122i,-0.014163+0.036044i,-0.0060553+0.012726i,-0.0079584+0.0079526i,-0.0030068+0.0078467i,-0.0015239+0.0057046i,-0.003142+0.0061894i,-0.0042353+0.0057229i,-0.00693+0.0041562i,-0.0086485+0.0042711i,-0.0072185+0.0045274i,-0.0031573+0.0040379i,0.0024482+0.0031566i,0.0074682+0.001242i,0.01048-0.0039173i,0.0089097-0.0090015i,0.0050548-0.0089395i,0.0035385-0.0050553i
-0.010766+0.0055021i,-0.039071+0.010536i,-0.072376+0.01961i,-0.053197+0.03456i,0.025688+0.035331i,0.062277+0.013655i,0.034872-0.00077675i,0.014335+0.0010672i,0.015528-0.00162i,0.013486-0.0097919i,0.0066444-0.010254i,0.0011921-0.0050534i,-0.0009095+0.00063757i,-0.00037589+0.0028097i,-0.00014807+0.0017687i,-5.8426e-05+0.0017154i,-0.0012915+0.0013107i,-0.0040811-0.0013934i,-0.0076488-0.0037543i,-0.011329-0.0037987i,-0.011795-0.0014699i,-0.0091456-0.00032333i,-0.0062029-0.0023811i
0.010087+0.0014581i,0.031931+0.0082644i,0.059427+0.014786i,0.05292-0.011443i,-0.0014575-0.064856i,-0.046109-0.077939i,-0.045259-0.05541i,-0.031543-0.037i,-0.02614-0.014839i,-0.019281+0.0036608i,-0.0096734+0.0042654i,-0.0041882-0.0033742i,-0.0031384-0.0096866i,-0.0054681-0.011849i,-0.0071913-0.010293i,-0.0062322-0.007405i,-0.003573-0.0038041i,-0.0008112+0.00049273i,0.0026591+0.0043073i,0.0073997+0.0066043i,0.0096564+0.0064622i,0.0089254+0.0053999i,0.0057614+0.0058805i
-0.010926-0.0083371i,-0.031422-0.029319i,-0.063042-0.04916i,-0.090686-0.025695i,-0.086368+0.035777i,-0.046264+0.062518i,-0.016241+0.038627i,-0.017362+0.021493i,-0.013888+0.021013i,-0.0019312+0.015928i,0.0001859+0.00965i,-0.00082035+0.0072226i,-3.6186e-05+0.0082754i,-0.00040377+0.01195i,-0.0019409+0.014952i,-0.0032971+0.014722i,-0.002179+0.011976i,0.00059271+0.0075425i,0.0025491+0.0018202i,0.0023331-0.0048272i,0.00058581-0.008722i,-0.00059405-0.0062937i,0.00072367-0.0018472i
-0.0020474+0.00843i,-0.005072+0.034411i,0.0035824+0.067195i,0.037724+0.07202i,0.075782+0.043961i,0.082603+0.014563i,0.054762+0.0098461i,0.030339+0.010872i,0.01841-0.0027275i,0.0067892-0.011081i,0.00038719-0.007054i,-0.0015238-0.0019176i,-0.00013348+0.0014864i,0.00392+0.0025189i,0.0058923+0.0024568i,0.0054565+0.0021371i,0.0026929+0.0012286i,-0.0015381+0.0008114i,-0.0056185+0.0015176i,-0.0093116+0.0039873i,-0.0095887+0.0060694i,-0.0060007+0.0050997i,-0.0024226+0.0016246i
0.0062615-0.0070016i,0.016108-0.032254i,0.018047-0.077173i,-0.015364-0.10859i,-0.061914-0.095403i,-0.080381-0.054213i,-0.059787-0.020496i,-0.028163-0.0036694i,-0.0099382+0.0087364i,-0.0020867+0.013172i,-0.00036526+0.0072776i,-0.0024375+0.00088594i,-0.0050809-0.0034056i,-0.006585-0.0062597i,-0.0052944-0.0071024i,-0.0029992-0.0065822i,-0.0012178-0.0044553i,0.0013438-0.0023674i,0.0050461-0.00029395i,0.0085469+0.0021875i,0.010068+0.0018257i,0.0089261-0.00051593i,0.0060162-0.0015993i
-0.0080926+0.0044938i,-0.03758+0.014505i,-0.082511+0.040621i,-0.098613+0.083444i,-0.06087+0.10701i,-0.011811+0.082372i,0.0066518+0.037201i,0.0042203+0.015049i,0.0053579+0.012017i,0.008443+0.0063096i,0.0071232+0.00066426i,0.0052332-0.00041314i,0.0059708+0.00080776i,0.0068165+0.0027361i,0.0067628+0.0049592i,0.0063433+0.0081502i,0.0031203+0.0097247i,0.00046144+0.0089906i,0.00098584+0.0041797i,0.0017018-0.0028273i,-0.00023272-0.0060689i,-0.0020579-0.0042732i,-0.001571-0.0013239i
0.0094527-0.0008284i,0.030688+0.0028675i,0.070253+0.0067154i,0.11092-0.012746i,0.12413-0.053175i,0.1043-0.063744i,0.073267-0.046485i,0.039325-0.035897i,0.0076057-0.029835i,-0.0070556-0.019544i,-0.0065639-0.0098164i,-0.0038025-0.004217i,-0.0022565-0.0039956i,-0.00085214-0.0072817i,-0.00042465-0.0089818i,-3.5993e-05-0.0073706i,0.00069107-0.0041859i,-0.00043059-0.0015273i,-0.0032747+0.0016032i,-0.0051125+0.0043502i,-0.0046352+0.0054016i,-0.0019607+0.0038315i,4.2427e-05+0.0012938i
-0.01019-0.0073084i,-0.033543-0.025385i,-0.074942-0.056934i,-0.12768-0.071242i,-0.15867-0.04332i,-0.12711-0.0082301i,-0.073213-0.00013202i,-0.040436+0.0002274i,-0.016562+0.008255i,-0.0023233+0.011928i,-0.0013222+0.0084849i,-0.0051466+0.0047542i,-0.0091099+0.0023617i,-0.011639+0.0012511i,-0.013245+4.3641e-05i,-0.012787-0.00091979i,-0.0073764-0.0016979i,-0.00034353-0.0031334i,0.0043082-0.0024834i,0.0060502-0.00032228i,0.006382+0.00072272i,0.005345-0.00032569i,0.0029557-0.0010909i
0.00052211+0.0073805i,0.0022839+0.03546i,0.0047209+0.083349i,0.018557+0.12941i,0.041009+0.13677i,0.03237+0.090969i,-0.00020376+0.040456i,-0.011547+0.020968i,-0.0034915+0.012397i,0.0020441+0.0019449i,0.0012367-0.0035029i,0.0012047-0.0035015i,0.0018326-0.00099029i,0.0015827+0.0015129i,0.0016544+0.0041544i,0.0022299+0.0070808i,0.0025119+0.0082506i,0.0022897+0.0068022i,0.0026147+0.0032249i,0.0024803-0.0018906i,0.00058319-0.004942i,-0.0013912-0.0016595i,-0.0013566+0.0026375i
-0.00050468-0.0078443i,0.010568-0.031414i,0.031429-0.077659i,0.047105-0.12968i,0.046846-0.14889i,0.038458-0.1224i,0.025758-0.079997i,0.0039208-0.044699i,-0.013619-0.018579i,-0.013663-0.0041602i,-0.0077905+2.5599e-05i,-0.0041853+0.0013139i,-0.0019284+0.0018594i,-0.0017198+0.0005474i,-0.0022599+0.00051552i,-0.0016942+0.0012405i,-0.0015496-6.3608e-05i,-0.0025822-0.00069239i,-0.0033809+0.001968i,-0.0029646+0.0045474i,-0.0013121+0.0053873i,0.001156+0.0044415i,0.0026903+0.0021843i
-0.008881+0.0035153i,-0.034884+0.011562i,-0.090218+0.031788i,-0.14211+0.062745i,-0.14227+0.082375i,-0.09746+0.078884i,-0.046999+0.060145i,-0.013359+0.036277i,0.0044581+0.018842i,0.0096128+0.011057i,0.006293+0.0087188i,0.0025658+0.0084577i,0.00077985+0.0066235i,-0.0010267+0.0058277i,-0.0032976+0.0067727i,-0.0046695+0.0059466i,-0.0037803+0.002348i,-0.0019881-0.0020709i,-0.00018185-0.0027021i,0.0023833-0.00054683i,0.0045659-0.00038981i,0.0041981-0.0022127i,0.0016547-0.0030205i
0.0040811+5.6797e-05i,0.023631+0.0057028i,0.066723+0.024691i,0.1144+0.044337i,0.11991+0.051881i,0.087502+0.050869i,0.04865+0.040512i,0.022158+0.025919i,0.011848+0.011317i,0.0064622+0.00048453i,7.9121e-05-0.0030974i,-0.0024107-0.0033096i,0.0012296-0.003419i,0.0049924-0.0019326i,0.0074123+4.4999e-05i,0.0070835+0.0017226i,0.0043726+0.0036325i,0.0030121+0.0050337i,0.0021698+0.001876i,-0.00064077-0.0035674i,-0.0034875-0.0045336i,-0.0042538-0.0013166i,-0.0024786+0.0016711i
-0.0083315-0.0053198i,-0.027235-0.024215i,-0.057277-0.067692i,-0.084514-0.11658i,-0.081558-0.13568i,-0.049551-0.1203i,-0.024633-0.088672i,-0.018762-0.051718i,-0.017868-0.017527i,-0.011994-0.0002241i,-0.0055785+0.0013796i,-0.0028727+0.00050592i,-0.0024247-0.00087267i,-0.0021179-0.0037185i,-0.0011065-0.0049159i,-0.00050983-0.0047738i,-0.0010616-0.0028454i,-0.0020358+0.00065174i,-0.0021879+0.0039638i,-0.0017124+0.0055802i,-0.00047049+0.0059131i,0.0015599+0.0043653i,0.0024008+0.00053544i
