-0.0013405+6.9791e-06i,-0.00037941-0.00029583i,-0.00095888+0.00012246i,-0.0010357-0.00052632i,-0.0013523-0.0024807i,-0.0012789-0.0021311i,-0.00065943-0.00068221i,-0.00015002-7.2418e-05i,0.0006508-0.0002376i,0.00080149-0.00025758i,0.00074654-0.00021158i,0.00085202-0.000356i,0.00055932-0.00062071i,0.00019977-0.00066127i,-0.00069104-0.00026901i,-0.0011586+0.00050141i,-0.00066059+0.00049031i,0.00029532-0.00018692i,0.0010407-0.00079015i,0.0010068-0.00033166i,0.00020499+0.00035971i,-9.7031e-05+0.00025703i,0.00029811-1.2779e-05i
0.00069557+0.00091469i,0.0011865-7.7942e-05i,0.00051364-0.00079624i,0.00010592-3.8096e-05i,-0.0002897+0.00016745i,-0.0012464-0.00068948i,-0.0013694-0.00082686i,-0.0006894-4.6115e-05i,-0.00065228+0.00033513i,-0.000668+0.00010133i,-0.00010252+0.00016944i,0.00039203+0.00034634i,0.00039833+0.00055132i,6.1204e-05+0.00047685i,-7.6994e-05-0.00014951i,-0.00052694-0.00020144i,-0.00078973-0.00039782i,-1.7619e-05-0.0007325i,0.00080947-0.0014372i,0.00020038-0.0013434i,-0.00046508-0.00066853i,0.00048368+0.00016113i,0.00052265+0.00076386i
-4.2795e-05+0.00078635i,-0.00043518-0.00042319i,-0.00098884-0.0010068i,0.00034273-0.0010093i,0.0017219-0.0021622i,0.0015566-0.0027484i,0.00088846-0.0014193i,0.00036911-0.00030962i,0.00087692-0.00038204i,0.00032505-0.0005767i,-0.00080535-0.00024208i,-0.0010108-0.00032591i,-0.00075871-0.00063189i,8.3083e-05-0.0001273i,0.00046239+0.0011998i,-0.00020326+0.0013691i,-0.00032247+0.00055145i,-0.00031406-0.00034081i,-0.00054569-0.00019343i,2.0101e-05-0.0001487i,0.00051226-0.00050022i,0.00083858-0.0002134i,0.00041483-0.00029182i
-9.5115e-05+0.00024169i,0.00025113-0.00022444i,0.00040181+0.00040661i,-0.0010196+2.7624e-05i,-0.0014192-0.00095239i,-0.00069272-0.0012968i,-8.1376e-05-0.00096044i,0.00046426-0.0001883i,0.00088932-0.00016482i,0.00064013+5.2311e-05i,-8.4526e-07+0.0011596i,-8.676e-05+0.0012471i,0.0007004+3.6456e-05i,0.00078627-0.00053057i,0.00019387-0.00025347i,-0.0010588-0.00018966i,-0.0013492-0.00076467i,-0.00066639-0.00054698i,-0.00041891-0.0001334i,-0.00058254-2.5548e-06i,-0.00051826-1.6597e-05i,5.6903e-05+0.00038478i,0.00013369+0.00083631i
3.8762e-05+0.00053792i,-0.0010241+0.0005597i,-0.0007547-0.00040038i,-0.00014868-0.00075659i,0.00017142-0.00087232i,-0.0009645-0.0010544i,-0.0019647-0.0012238i,-0.00081249-0.00098348i,-0.00076619-0.0002413i,-0.00075013+0.00044544i,-4.8601e-05+0.0011998i,0.00014984+0.00049407i,4.305e-06-0.00035815i,-0.00026806+0.00040443i,-6.5339e-05+0.00095343i,-0.00031801+0.00061079i,-0.00060078+4.5464e-05i,-0.00062138-7.7158e-05i,6.1537e-05-0.00013895i,0.00078873+0.00021988i,0.00031016+0.00051273i,-0.00043052+0.00095451i,-0.00094496+0.00053158i
6.2624e-05-0.00049816i,0.00019807-0.00019675i,-0.00014398-0.00032148i,-0.00026816-0.00097523i,0.00034008-0.0011534i,0.000798-0.00084461i,0.00031789-0.00074509i,-0.00012555-0.00023497i,0.00028762+0.0004361i,-0.00024853+0.00029483i,-0.00073973+0.0003659i,-0.00062496-0.00018583i,-0.00028783-0.00085664i,1.034e-05-0.00040866i,0.00024825+0.00026077i,0.00046544+0.00021499i,-0.00042222-9.6716e-05i,-0.00020135-0.00050703i,0.00089393-0.00027565i,0.00054071-0.00014414i,-0.00044919-0.0002616i,-0.00030475+0.0002572i,0.00013536+0.000561i
0.0026645-0.00072114i,0.0016049+0.0006082i,0.00039463-0.00055264i,-0.00023699-0.002217i,-7.4853e-05-0.0028247i,-0.00024511-0.0028981i,-0.00052168-0.0020852i,-3.8338e-05-0.0010769i,0.00010867-0.00084741i,0.00036844-0.00046619i,0.0013344-0.00017087i,0.0017223+0.0002631i,0.0010154+0.0011014i,4.5941e-05+0.0010416i,-7.0627e-05+1.8292e-05i,0.00017423+0.00069736i,0.00011962+0.0013388i,-0.00013907+0.00067375i,0.00015021+0.0012017i,0.00066186+0.0014406i,0.00068335+0.00096397i,0.00068738+0.0013391i,-0.00015174+0.0011516i
0.00055397-0.00083304i,0.00039978-0.0002966i,7.9132e-05+0.00011938i,0.00022789-0.00053674i,0.0010607-0.00080849i,0.00052521-0.0010537i,-0.00032932-0.00040519i,-0.00074875+0.00041987i,-0.00029391-8.7036e-05i,-0.00014459+0.00026158i,-0.00077325+0.00032653i,-0.00043675-0.00021082i,0.00021254-0.00051953i,0.00013139-0.00042556i,-0.00033628-5.9874e-05i,-0.00064201-5.3713e-05i,-0.00056922-8.5229e-05i,-0.00057257+0.0006779i,-0.00025339+0.0005488i,0.0010129-0.00057434i,0.0009713-0.00029326i,4.2973e-06+0.00092482i,-5.8397e-05+0.0013629i
0.0001107-0.00043753i,0.0003609+0.00030245i,4.0005e-05+0.00016826i,-0.0011984-0.00074404i,-0.0027911-0.0021762i,-0.0023982-0.0027058i,-0.00063761-0.0019089i,-0.00020518-0.0010834i,0.0001004-0.00081705i,0.00036088-0.00089034i,-0.00016712-0.00076524i,0.00022108-0.00023807i,0.00077175+0.00023788i,0.00060458+0.00031822i,0.00054968-0.00057999i,0.00016312-0.00076642i,0.00033546-0.00028393i,0.00035742+3.7293e-05i,-2.4834e-05+0.0003121i,0.00010494+0.00065873i,-0.00059079+0.000421i,-0.00095018+0.00022313i,-0.00080983+0.00085009i
0.00058335-0.0013809i,0.0013812-0.00021546i,0.00036413-0.00093452i,-0.0005833-0.0013885i,-0.00022004-0.0016313i,-0.00042979-0.001775i,-0.0013359-0.00066175i,-0.0012393-0.00020338i,-0.00040004-0.00058696i,1.7459e-05-0.00098886i,-0.00037967-0.00081162i,-0.00038083-0.0012066i,-0.0001572-0.00096669i,-0.00047373-0.00049383i,-0.00064075-0.00031779i,-0.00043302-0.00030912i,0.0001418-0.00060318i,0.00055138-0.0003576i,0.00025529-0.00058439i,0.00016159-0.00065826i,-1.0348e-05-4.7564e-05i,-0.00025966+0.00011343i,-6.1501e-05-8.0167e-05i
-4.9067e-05-0.00036625i,-0.00035196-0.00017407i,-0.0004623-0.00049185i,0.00036394+0.00015595i,0.0013685+3.4686e-05i,0.00079368-0.00099312i,0.00038979-0.00054434i,0.00081045+0.00074076i,0.00061729+5.3654e-05i,0.00041316-0.0011927i,0.00031062-0.00040845i,5.5449e-05-0.00020339i,0.00069384-0.00046369i,0.0005617-0.00014499i,-9.3261e-05-4.0504e-05i,0.00058477-0.00022612i,0.00088634+0.00037523i,0.00026802+0.0010397i,8.4707e-05+0.00047126i,-0.00017457-0.00065136i,7.005e-05-0.00071833i,0.00038557-0.00029508i,0.00022054+0.00063975i
-0.00051842-0.0001767i,-0.00020024+0.00029602i,9.6812e-07+8.5409e-05i,-7.924e-05+1.587e-05i,-4.7342e-05-0.00059475i,0.0012547-0.0010464i,0.0011661-0.0011918i,0.00042114-0.0010233i,0.00072378-0.00059362i,0.0010576-0.00043594i,0.00042287-0.00057539i,-0.00013291-0.0010095i,-0.00020953-0.00091313i,-0.00079492-0.00070847i,-0.0011939-0.00066393i,-0.0006752-0.00023369i,-0.000767+8.6496e-06i,-0.00056155-0.00041211i,0.00047629-0.00054602i,2.3051e-05+0.00020054i,-0.0010045+0.0004675i,-0.00071391-0.00041044i,0.00057595-0.00024298i
-0.0003143+0.00019788i,-0.00077788-0.00051388i,-7.7539e-05+7.1038e-06i,0.00063126+0.00045516i,0.00043127+0.00035386i,-0.00042247-0.001052i,-0.00093742-0.0016034i,-0.00078651-0.0016585i,-0.00078201-0.0013488i,-0.0003691+8.7971e-05i,0.00014557+0.00065816i,6.6797e-05+0.00017734i,0.00072778-1.963e-05i,0.00096758+0.00026777i,0.00053335-0.00043206i,9.3299e-05-0.001024i,-0.00041132-0.00050532i,-0.00013758-0.00027791i,-1.6867e-05-0.00024434i,-0.00019318-0.00046002i,-0.00028454-0.00049672i,-0.000121+0.00014994i,0.00047304+0.00035835i
0.00022531+0.00014482i,-8.1084e-05+0.00010275i,-0.00062157+0.0012725i,-0.00034573+0.0014877i,0.00056701+2.3638e-06i,0.0013027-0.00074026i,0.0010105-0.00042256i,0.00043026-0.00061304i,-0.00016491-0.00099092i,-5.0037e-05-0.0010782i,0.00098612-0.00040506i,0.00050674+0.00044041i,-0.00029372-4.733e-05i,-0.00024842-6.454e-06i,-0.00033329+0.00028004i,-0.00041863+2.8713e-05i,-0.00012282-8.6608e-05i,-5.5742e-05-0.00013348i,-2.7433e-06-0.00019932i,-0.00021348+4.7802e-06i,-0.00042974+0.00050014i,-0.00088138-1.5036e-05i,-0.00072362-0.00054058i
0.00011942+0.00071861i,0.00021899+0.00064516i,0.00098285-0.0002605i,0.00073661-0.0015419i,0.00026749-0.0025128i,-0.00092421-0.0018231i,-0.0014167-0.00087186i,-0.0007081-0.00019092i,-0.00027433+0.00042577i,-0.00017788+0.00042278i,0.00054707+0.00030504i,0.0007556+0.00029876i,-0.0001844+0.00060638i,-0.00016536+0.00061078i,-0.00045693-0.00041965i,-0.0011248-0.00047961i,-0.00035454+0.00029906i,0.00049288+0.00057875i,0.0005783+0.00064481i,-0.00023076+0.00094273i,-0.00060715+0.00059877i,-0.00026027+0.0002806i,-0.00036978+0.00039447i
-0.0012605+0.00019153i,-0.00027234+0.00064134i,-0.00048594+0.0011303i,-0.0010522+0.00080599i,-0.0010735-0.0004238i,-0.0008529-0.0021141i,-0.00037737-0.0017048i,1.0189e-05-0.00054845i,-0.0002726-0.00052666i,-0.0005038-0.00057742i,-0.00049334+5.5984e-05i,0.00022931+0.00018303i,0.00071549-0.0003141i,-7.9605e-05-0.00052674i,-0.00062437-0.00050693i,-0.00068671-0.00044882i,-0.00062206-0.00072293i,-0.00045112-0.00080111i,-8.9572e-05-0.00066591i,0.00013108-0.00097039i,5.3734e-05-0.00037505i,-0.00020804-0.00013548i,-0.00043566-0.00049654i
-0.00070799-0.00076781i,-0.0002783-0.00053831i,-9.9033e-06-0.00032165i,0.0002016-0.00041122i,0.00051985-0.0016362i,0.001014-0.0023113i,0.0010644-0.00092818i,0.00027612-0.00018181i,-0.00075274-8.6264e-05i,-0.0010356+0.00034942i,-0.00090568+0.00073328i,-0.00077084+0.00020022i,-0.00022293-0.00057256i,0.00030397-0.00069063i,0.00064135-0.00055028i,0.00050154-0.00022446i,0.00036851+3.2022e-05i,0.00017145-0.0002855i,-0.00057148+1.2507e-05i,-0.00054455+0.00050315i,0.00016752+0.00038803i,-0.00021057+0.00048268i,-0.00013914+0.0005801i
0.00093955+0.00060685i,-0.00045768+0.00039745i,-0.0013418+0.00068266i,-0.00080552-0.00019165i,-0.00029799-0.0014367i,-0.00045525-0.0016983i,-0.001176-0.0016617i,-0.001489-0.0010166i,-0.00080993-0.00038715i,-0.00099399-0.00030573i,-0.00086034+6.8009e-05i,0.00012236+0.00010213i,0.00052275-0.0002545i,0.0001291-0.00051802i,-0.00063941-0.00047213i,-0.0011719-0.00025289i,-0.0013501+0.00026175i,-0.00045296+0.00026616i,-0.00020441-0.00023422i,-0.00040419-0.00018631i,-5.5791e-05-3.7459e-05i,0.00012224-0.00026356i,0.00060334-0.00022375i
-0.00040902-0.0011884i,-0.00026149-0.0015472i,-0.00059143-0.0012691i,-0.00065106-0.00096574i,-0.00036557-0.00015869i,0.0001302-0.00071092i,7.7623e-05-0.0011481i,-7.3734e-05-0.00096597i,-0.00054753-0.00070924i,-0.00082844+0.00011543i,-0.00012965+7.8826e-05i,0.00031587+0.00024504i,0.00040381+0.00015589i,6.2159e-05+7.7106e-05i,-0.00082548-0.00034138i,-0.00012161-0.00041288i,0.00023341+0.00018849i,-0.00062227+0.0001437i,-0.00020025-3.7795e-05i,-0.00023803-0.00022331i,-0.00018266-0.0004445i,0.00039622-0.00048048i,0.00023084-2.7241e-05i
-0.0017348+0.00065006i,-0.0013206+0.00106i,-0.00057541+0.00071588i,-2.7771e-05+0.00025942i,-9.7407e-05-0.00040577i,-0.0010753-0.00098196i,-0.0011229-0.00061853i,-0.00063516-5.0598e-06i,-0.00086309-4.2977e-05i,-0.00063551-0.000499i,-0.00013738-0.00090774i,0.00018881-0.00044106i,-0.00021268+0.00049151i,-0.00073019+0.00025481i,-0.00060137-2.4437e-05i,-0.00010852-0.00085205i,0.00051804-0.00025174i,0.00053169+0.00097983i,0.00061923+0.00086264i,0.00075959+0.00014423i,0.00065027+1.3632e-05i,0.00038939-2.6219e-06i,0.00054727-0.00058224i
0.0014351-0.0015155i,0.0010401-0.0017295i,-0.00030127-0.0026107i,-0.00070931-0.0018688i,-0.00075181-0.00030013i,-0.0013897+0.00042007i,-0.00068567+0.0002667i,0.00031363+0.00019898i,-0.00026926+0.00023316i,-0.00090142+0.000204i,-0.00074246+5.5784e-05i,-0.00029114+0.00022768i,0.00056912+0.00048237i,0.0011149-9.2306e-06i,0.0013752-0.00032041i,0.001055-1.2946e-05i,-0.00012519+0.00060177i,-0.00033571+9.7526e-05i,0.00072778+4.5528e-05i,0.0016516+0.00087336i,0.0014218+0.00096294i,0.00030212+0.0006748i,-0.00017514+0.00042362i
-0.0013764+0.0012462i,-0.0022769+0.0005448i,-0.0011709+0.00039472i,0.00052-0.00044952i,0.00058691-0.0016016i,0.00027428-0.0027825i,0.00031959-0.002056i,-0.0001068-0.00012116i,-0.00020609-0.00026963i,-9.1695e-05-0.000663i,-7.833e-05+7.461e-05i,0.00017405+0.00023149i,-8.2008e-05-0.00050012i,-0.00090221-0.001196i,-0.0013473-0.00046895i,-0.00085777+0.00039217i,-0.00013205+0.00086888i,0.00012334+0.00093652i,0.00023052+0.00031283i,0.00046855+9.538e-05i,0.00054294+0.00083557i,0.00057056+0.00057023i,0.0010155-0.00047713i
0.00046343-0.00028642i,-5.4564e-05-0.00053481i,0.00081915-0.00050837i,0.00085764-0.0011318i,0.00064971-0.0027281i,0.00013047-0.0028227i,-0.0010408-0.0013822i,-0.00075228-0.00096279i,0.00025822-0.00060525i,-0.00012994-3.351e-05i,-0.00029981-0.00034115i,-7.0081e-05-0.00068272i,-8.581e-05-0.00076621i,-0.00024288-0.0002674i,-0.00018369+0.00059815i,-0.00032034+0.00087953i,4.6024e-05+0.00066965i,0.0006275+0.00057276i,0.00045716+0.00041935i,0.0002685+0.00016814i,0.00036914-0.00045562i,0.00012934-0.0011173i,-8.9247e-05-0.00049143i
0.00054349-0.00042528i,-3.7109e-05-0.00049922i,0.00034607+0.00025805i,-0.00086795-0.00025642i,-0.0012804-0.001067i,-0.0010906-0.0010095i,-0.0014168-0.0001983i,-0.00058396+0.00061904i,0.00030288+5.9783e-05i,0.00077923-0.00033445i,-0.00013973+0.00032113i,-0.00039231+0.00021646i,0.00014544+0.00019637i,-9.2876e-06+0.00063346i,-0.00029873-0.00015423i,-0.00037132-0.00040611i,-0.00016904+0.00023944i,-0.00010903+0.00098213i,-0.00032891+0.00092479i,0.00056892+0.00034054i,0.0008703+0.00099957i,2.4931e-05+0.0016558i,-0.00042459+0.0016933i
-0.00087857+0.00049992i,0.00032841+0.00029466i,4.8162e-06+0.00056404i,-8.2702e-05+0.00062712i,0.00039032-0.00028603i,-0.00037003-0.00085322i,-0.00070549-0.0010449i,-0.0010342-0.0016404i,-0.00089114-0.0013211i,-0.00080309-0.00054909i,-0.00057529+0.00033733i,0.00057073+0.00068843i,0.0013063+0.00013301i,0.00086262-0.00023374i,-0.00020786-0.0003494i,-0.00047245-0.00044139i,0.00025057-9.1616e-05i,0.00072217+0.00046031i,3.506e-05+0.00079121i,-0.00047041+0.00052147i,3.8598e-06-0.00033255i,0.00027131-0.00076119i,-0.00023205-0.00062019i
0.00088199+0.0001701i,0.00054324+0.00026358i,-0.00023408-0.0003418i,-0.00025116-0.0015931i,-4.5894e-05-0.002087i,-0.00069019-0.0018668i,-0.00064465-0.0011842i,0.0002995+0.00027303i,0.00049271+0.00026496i,0.00059881-0.00036714i,0.00065909-0.00066668i,0.00032111-0.00030398i,-0.00049708+0.00025251i,-0.00030914+0.00043578i,-5.8222e-05+0.00062026i,-0.00090504+0.00034987i,-0.0008443+0.00052985i,2.8437e-05+0.00055549i,0.00013129-0.0010541i,-0.00020716-0.0015103i,-0.00031026-0.00045654i,-8.8067e-05+0.00036471i,2.4803e-05+0.00065267i
1.5559e-06+0.00061477i,0.00028202+0.00046031i,-0.00078171+0.00039395i,-0.00078354+0.00020646i,0.0001669-0.00051884i,0.0013785-0.0015182i,0.0013173-0.0014469i,-9.4732e-05-0.00076849i,-0.0010901-0.00024216i,-0.0014318-0.00021674i,-0.00069937-0.00015716i,0.00011353+0.00015396i,-0.00022418+0.00010373i,-0.00011928-0.00097917i,0.00030348-0.0015717i,-0.00012554+9.0853e-05i,-0.001064+0.00085891i,-0.0005808+0.00072971i,0.00019043+0.001388i,0.00078256+0.00084004i,0.00078625-0.00072942i,0.00029521-0.00098493i,8.0251e-05-0.00036105i
-0.0013059+0.0013048i,-0.00089481+0.0014108i,-0.00034502+0.0017174i,0.00022962+0.00025155i,0.00092984-0.001836i,0.00073921-0.003015i,0.0003304-0.0025107i,-0.00047645-0.0015261i,-0.00084226-0.00090765i,-0.00018755+0.00019234i,0.00041858+0.00056886i,-0.00032744+0.00059491i,-0.00088115+0.0004455i,-0.0013466+0.00038927i,-0.0015547+0.00084372i,-0.00064169+0.00062039i,-0.00059171+0.00052378i,-0.00074791+0.0010512i,-0.00019341+0.00090575i,-0.00044418+0.00064977i,-0.00091548-8.041e-06i,-0.00063602-0.00093145i,-0.00029891-0.00045246i
-0.0001381+0.00044025i,-0.00047611-5.0552e-05i,-0.0007354-0.00035628i,-0.0014286+7.3335e-05i,-0.0010448+0.00048881i,-0.00062712+0.00010129i,-0.00074309-1.8906e-05i,-0.00034935+0.00085635i,-0.00044568+0.00035365i,-0.00018252-0.00042079i,0.0007949+0.00020508i,0.00059599+0.0012261i,5.5573e-05+0.0010168i,2.5274e-06+0.00020476i,0.00011167-0.00030376i,-7.5562e-05-0.00030847i,-0.00019256+0.0004162i,5.696e-05+0.00084481i,4.8685e-05+0.001212i,0.00075963+0.00061844i,0.0014293+0.000881i,0.00085364+0.00084473i,0.0002282-0.00024149i
-0.00040136-1.0365e-06i,-0.00063458+0.00092678i,-0.0013181+0.0016646i,-0.00078906+0.0018269i,0.0006172+0.00086138i,0.0012607-0.00052544i,-6.4672e-05-0.00080493i,-0.0013135-0.00068438i,-0.0017065-0.00020073i,-0.0013771+0.00061786i,-2.2898e-05+0.0010819i,0.00076162+0.0006754i,0.00078568+0.00046915i,-0.00012616+0.00016197i,-0.00032714-0.00040108i,8.1694e-05-0.0006397i,-0.00047525-0.00026458i,-0.00075055+7.2704e-05i,1.8564e-05-0.00015585i,0.00035812+5.9275e-05i,-6.4022e-05+0.00039113i,-2.8587e-05+0.0003317i,0.00066304-0.0003978i
0.00099467+0.00020502i,0.001138-0.00039732i,0.0024151-0.0014161i,0.0021462-0.0025442i,0.00091777-0.0039869i,0.00065622-0.0036997i,-0.00020781-0.0019879i,-0.00044714-0.0011405i,0.00070238-0.0012327i,0.00047607-0.00045489i,-2.5574e-05-0.00032478i,0.00031915-0.00032922i,-0.00012755+0.00029912i,-0.00037072+0.00038006i,-0.00085715+0.00023729i,-0.0011227+1.6059e-05i,-0.00055931+4.6593e-05i,0.00033218+0.00060874i,0.00026011+0.0002222i,-0.00034834-0.00056769i,-0.00014727-0.00092855i,0.00014208-0.0007498i,-9.9697e-05-0.00033765i
-8.6135e-05-0.00017801i,0.00017315-0.00038349i,-0.0010828-0.00098168i,-0.0023939-3.7412e-05i,-0.0013005-0.00018888i,0.00025667-0.00083859i,0.00099447-0.00091011i,0.00067811-0.00032769i,0.00020492+2.024e-05i,0.000116-0.00022688i,0.00035821-0.00015025i,0.00050936+4.5901e-06i,-0.00010278+0.00033257i,-0.00021952-0.00018511i,-0.00011358-0.00048864i,-0.00056261+0.00033687i,-0.00055941+0.00095988i,-2.1686e-05+0.0010654i,0.00025145+0.00082694i,0.00045089+0.00045187i,0.00036914+0.00032931i,0.00030005+0.0003721i,-0.00031511+0.00042892i
-8.4408e-05+0.00066547i,-0.000532+0.00098295i,0.00029154+0.0012998i,0.0014494+0.0011316i,0.001594-0.0010212i,0.00087028-0.0025604i,3.9137e-05-0.0016243i,-0.00047609-0.00013948i,-0.00058062+0.00022498i,0.00029501-0.00042065i,0.00052006-5.5452e-05i,8.1897e-05+0.00086088i,0.0003429+0.00087284i,0.00069842-0.00037874i,-5.5689e-05-0.0013904i,8.9153e-05-0.0010629i,0.00060039-0.00051701i,0.00043428-0.00016008i,-0.00039746-0.00010006i,-0.00013564-0.00056904i,0.00042383-0.00086244i,-0.00023758-0.00074459i,-9.0687e-05-0.00015066i
0.0008186+5.9376e-05i,0.00051029-0.00044671i,-0.0010685-0.00051929i,-0.0023608-0.0016694i,-0.001657-0.003094i,4.7651e-05-0.0024236i,0.00014481-0.0013839i,-0.00068434-0.001031i,-0.00076287-0.00088102i,-0.00097579-0.0003381i,-0.001129-9.9326e-06i,-0.00088974-0.00037323i,-0.00051118-3.2053e-07i,-0.0011527+0.00094414i,-0.0013833+0.00046209i,-0.00062074+0.00048729i,-0.00038442+0.00098805i,0.00040079+0.00083064i,0.00090689+0.00092818i,0.0004383+0.0007384i,-1.9071e-06+9.8896e-05i,-0.0001368-0.00030861i,-0.00045304-0.00068007i
0.001607+1.5245e-05i,0.0011295+0.00012851i,0.00085+0.00095005i,0.0011504+0.00093516i,0.001332+0.0006684i,0.00084275+0.00035937i,0.00031999-4.8255e-05i,0.00061885-8.0428e-05i,0.00097986-0.00059745i,0.00071618-0.00036575i,0.00030959+0.00015998i,0.00029592+9.4889e-05i,0.00028317+0.00039218i,0.00013005+0.0001294i,-0.00066839-0.00083343i,-0.0011895-0.00033972i,-0.00084092+2.4163e-05i,-9.8249e-05-0.00017932i,0.00056248-0.00050945i,0.00084235-0.00078309i,0.00037632-7.8807e-05i,-0.00053502+0.00058455i,-0.0001456-9.7008e-05i
-0.00039943-0.00051637i,-0.00027524+0.00043533i,8.2711e-05+0.00070233i,-0.0012745+0.00028632i,-0.0022248-0.00097759i,-0.0015162-0.0016251i,-0.0015765-0.0008737i,-0.0017345-3.9078e-05i,-0.0007539+0.00038701i,-9.876e-05+0.00045281i,0.00019384+0.00012794i,0.00084301+0.00017828i,0.00086354+0.0001291i,0.00011925+0.00053449i,-0.00020032+0.00078923i,-0.0002695+0.00055999i,0.00015301+0.00049116i,0.0006084+0.00047403i,0.00022691+0.00021597i,-0.00016049-0.00016556i,-4.4035e-05-0.00027651i,0.00088897-0.0002664i,0.00096262-0.00023914i
-0.0019139+8.8024e-05i,-0.0017317-0.0013096i,-0.0015715-0.0007026i,-0.00017323-0.0017227i,0.001425-0.002919i,0.00023815-0.002271i,-0.0012491-0.0010228i,-0.0017447-5.5342e-05i,-0.0016841+1.8876e-05i,-0.0016499+0.00019017i,-0.0009331+0.00014443i,0.00048532+0.00048194i,0.00066433+0.00030074i,0.00030895-3.4025e-05i,0.00098835-0.00050314i,0.00091252-0.001713i,-0.00030763-0.001005i,-0.00036776+0.0001196i,0.00021286-6.0456e-05i,-0.00038043-0.00043139i,-0.00094591-3.3703e-05i,-0.0013497+0.00069205i,-0.0013057+0.00062935i
-0.0013541-0.00058113i,-0.00061574-0.00023586i,0.0001461+0.0011764i,0.00016153+0.0015899i,0.00099307-2.8449e-05i,0.00084233-0.0014401i,-1.472e-05-0.0013429i,9.789e-05-0.00017674i,0.00011936+0.00011225i,-1.6741e-05-0.00017367i,-0.00011811+8.1954e-05i,0.00026397-0.00018303i,0.00040174-0.00014788i,-0.00024436+4.8774e-05i,-4.7621e-05+0.00015091i,3.8812e-05-5.1817e-05i,-0.00034497-0.00052371i,-0.00024323+0.00010594i,-0.00021783+0.00062748i,0.00017579+0.00021585i,9.3884e-05+0.00042801i,-0.00060637+0.00092476i,-0.00036874+0.00092743i
-0.00018972+0.00058493i,-0.00066812-0.001203i,0.00041548-0.0018754i,0.0010851-0.0021711i,0.00014768-0.0025091i,-0.00065934-0.0020619i,-0.00075805-0.0016835i,-0.0004622-0.0010908i,0.00015595-0.00073013i,-7.89e-05-0.0010498i,-0.00030714-0.0011694i,-0.00021045-0.00064059i,-0.00029677-0.00038001i,-1.4976e-05-0.001187i,0.00064054-0.00094165i,0.00065129+0.00010969i,0.00012835-0.00020173i,5.4637e-06-0.00030115i,0.00012825-7.4262e-05i,7.4262e-05+0.00016307i,5.8872e-05+0.00070251i,-0.00015075+0.0010445i,-0.00038031+5.9614e-05i
-0.00052543+0.0014365i,0.00015687+0.00091113i,0.00028+0.0019971i,0.00093049+0.0014536i,0.0020858+0.00017644i,0.0022215-0.00064585i,0.0014535-0.00071021i,0.0005134-0.00028545i,0.00043873-9.4825e-05i,0.0005303-0.00071497i,0.00044743-0.0011585i,0.00017848-0.0012064i,-3.2484e-05-0.00114i,-0.00044873+7.3476e-06i,8.0499e-06-5.9841e-05i,0.00085989-0.00044826i,0.00017091+5.5585e-05i,-0.00013477+4.1221e-06i,0.00030875-0.00013709i,0.00025058-0.00023545i,2.3161e-05-0.00040094i,0.00057854-0.00076572i,0.0012008-0.00081056i
0.0019614+0.00045308i,0.0013771-0.00014906i,0.0015353-0.0012082i,0.00052722-0.0021725i,-0.00060495-0.0024837i,-0.0010345-0.001376i,-0.00067924+4.8886e-05i,-0.0002833-0.00047405i,-0.0008845-0.00093257i,-0.0014842-0.00025734i,-0.0011232+0.0003259i,-0.00028726+0.00036241i,0.00013542+0.00022531i,0.00012706-8.9801e-05i,6.6639e-05+6.8021e-05i,-9.8598e-05+0.00020373i,-0.00021594+9.9698e-05i,7.9548e-05+0.00084699i,0.00031445+0.00055798i,0.00034118+0.00011283i,0.00056511-0.00061868i,0.0010027-0.0017i,0.00085563-0.0012521i
0.00061233+0.00012947i,0.0011824+0.00046473i,0.00083235+0.00037613i,0.00035843-3.9975e-06i,0.00091467-0.0010673i,0.001249-0.0025191i,-0.00031356-0.0023748i,-0.001001-0.0011933i,-0.00035385-0.00067826i,-3.796e-05-0.00045253i,0.00021052+0.00024828i,0.00077888+0.00021534i,0.00058174-0.00026181i,0.00012395-0.00014564i,-1.8696e-05-0.00035649i,-0.00019838-0.00059746i,-0.00056715+0.00010336i,5.5611e-05+0.00073295i,0.00030841+0.00093218i,0.00028655+0.0007829i,0.00022337+0.00045199i,-0.00010664+0.00033902i,0.0004856+4.6368e-05i
0.00046793+0.00034203i,0.00035115-0.00023406i,0.0003945-0.00069241i,0.00094998-0.0014611i,0.0017594-0.0025761i,0.0010844-0.0030742i,-0.00033696-0.0021604i,-0.00070196-0.00098311i,0.00012449-0.00016696i,-8.3961e-05+6.0909e-05i,-0.00038506-0.00061085i,0.00055306-0.00038746i,0.0006274-0.00026392i,0.00028251-0.00031953i,3.5453e-05+0.00097732i,-0.00025145+0.0017421i,-0.00048629+0.0012325i,-0.00026583+0.001379i,0.00080339+0.0014542i,0.001242+0.00034191i,0.0012128+0.00026178i,0.00058973+0.00053763i,8.1135e-05+0.00018703i
