-0.0016426-0.00074604i,-0.0016167-0.0016925i,-0.0024275-0.00080325i,-0.0018942+0.00026613i,-0.0011548+0.00073877i,-0.00042815+0.00010073i,0.00031866-4.996e-05i,0.00078374+0.00089914i,0.00092128+0.0010945i,0.00039453+0.00050067i,5.8668e-05-6.5237e-05i,0.00035228+0.00039024i,0.00055785-4.1249e-05i,0.00014787-0.0012785i,-0.00063616-0.0012954i,-0.00050921-0.00091543i,-0.00016545-0.00017908i,9.5063e-05-0.00018983i,0.00017437-0.00095812i,0.0001653-0.00082544i,0.00022638-0.00013896i,-0.00012732+0.0001915i,0.00011514-7.5516e-05i
0.00024267-0.00040656i,0.00021165-0.00066344i,-6.0543e-05-0.00078349i,0.00028449-0.0013552i,0.0012754-0.0016254i,0.0019751-0.0019805i,0.00078341-0.0028848i,0.00036751-0.0029892i,0.0012615-0.0019417i,0.0020662-4.593e-05i,0.0018395+0.0012454i,0.00062838+0.0012984i,0.00033199+0.00050819i,0.00030128+0.0001066i,0.00030323+0.00033145i,0.00042792-0.00041394i,0.00049841-0.0013399i,0.00071557-0.00157i,0.00096729-0.00093231i,0.00063166-0.00078719i,-2.87e-05-0.0007835i,4.5948e-05-0.00079852i,-0.00024111-0.00098877i
0.00090364-0.0027462i,0.00083119-0.001834i,-0.00087093-0.00023714i,-0.0010153+0.0021668i,-0.00047142+0.0031397i,0.000335+0.0010389i,0.0010415-0.0014085i,0.00087961-0.0011417i,0.0016052+0.00014691i,0.0017298+0.0011583i,0.00057302+0.00251i,-0.00026512+0.0026593i,-0.00063959+0.0010048i,0.00022442-0.00040424i,0.0010268-0.00037757i,0.00058419-0.00021953i,0.00054236-0.0006152i,0.0011421-0.00010698i,0.0011196+0.00077731i,-0.00031634+0.00047447i,-0.00086842+0.000176i,-2.8142e-05-0.00023213i,0.00015851-0.00048265i
-8.1463e-05+0.0010925i,0.00031815+0.00076069i,-0.00010626-0.00062561i,-0.00027978-0.0023864i,-0.00033566-0.0028121i,-0.00015339-0.0023225i,0.0010678-0.0013426i,0.0024485+0.00027448i,0.002523+0.0013837i,0.0013117+0.0015522i,0.00045483+0.0015442i,-0.00041352+0.0010188i,-0.00067148-5.187e-05i,-0.00049232-8.9768e-05i,-0.00021651+0.00054367i,0.00059756+0.00096328i,0.00067987+0.00056295i,0.00022431-0.00014826i,0.00012985-0.00049373i,5.3225e-05-0.00043824i,-0.00042694-9.535e-05i,-0.00040349+0.0003378i,0.00056737+0.00013699i
5.5192e-05+0.00050461i,0.00057291+0.00048466i,0.000478+0.00076644i,0.00032929+0.0012049i,0.00044496+0.0011234i,-0.00028549-0.00043593i,0.00070845-0.0015356i,0.0024275+5.0554e-05i,0.0017224+0.0019527i,-6.2221e-05+0.001774i,-0.00073462+0.00029037i,-0.00057778-0.0011302i,-0.00024746-0.00094531i,9.1074e-05+0.00052471i,0.00027025+0.00078725i,-0.00018645+8.3889e-05i,0.00014288-0.00040368i,0.00095207-0.00035126i,0.0011066-0.00011365i,0.0007333+5.0195e-05i,0.00068033-1.1095e-06i,0.00041592-5.2153e-05i,4.3993e-05-8.4932e-06i
0.0001349-0.00090448i,-0.00037365+6.7131e-06i,-0.001064-0.0017019i,-0.0015059-0.0033647i,-0.0017532-0.0031186i,-0.0020642-0.0025671i,-0.0014016-0.0014537i,-0.000896+0.00077752i,-0.0015351+0.0019399i,-0.002086+0.0012509i,-0.0011125+0.00017193i,0.00056906+0.0002135i,0.0005333+0.00061046i,-0.00020122+0.00018874i,-0.00054362-0.00042027i,-0.00052571-0.00028102i,-0.00016062+0.00011798i,0.00062521+0.00050906i,0.0013151+0.00026807i,0.0015056-0.00017924i,0.00094846-0.00021454i,-0.00014859-0.00056629i,0.00048626-0.0002993i
-0.0012447+0.00052857i,-0.00060572-0.0006361i,0.00043391+0.00048047i,0.0016425+0.00099342i,0.0027857-0.00048379i,0.0034678-0.0016497i,0.0020288-0.0013807i,-0.00014345-0.00020856i,-0.001411+0.0001642i,-0.00093643-0.00054118i,-1.5714e-05-0.00097143i,0.00051579-0.00079778i,0.0011843-0.00046221i,0.00080847+4.3063e-05i,0.0002607+0.00015571i,0.00065617-0.00016129i,0.0010438+1.5485e-05i,0.00076193+0.00021956i,0.00012233+0.00048626i,0.00040751+0.00080205i,0.0010164+0.00056586i,0.00034388+0.00023808i,-0.00050491+0.00029133i
-0.00090605+0.0002342i,-0.00050309-0.00011476i,-0.0009126-0.00066283i,-0.00127-0.00022431i,-0.0005651+0.00074792i,-0.00043051+3.6955e-05i,-0.00021245-0.0014681i,0.00026692-0.0010414i,-0.00025943-0.00052232i,-0.00024063-0.00065831i,0.0009693-0.00033549i,0.0011314+0.00031293i,0.00096112+0.00025688i,0.0008905-1.3422e-05i,0.00069136+0.00031693i,0.00023352+0.00079799i,0.00022814+0.00018715i,0.00083229-0.00025931i,0.00036976-0.00015417i,-0.00029332+0.00014231i,0.0002062+0.00038765i,-2.1829e-05+0.00024314i,1.9947e-05-0.00035522i
0.0011412+0.0002601i,0.00094+5.4726e-05i,0.00077847-1.2098e-05i,0.0011881-0.00033585i,0.0020993-0.0028747i,0.001986-0.0037854i,0.0006222-0.0021285i,-0.00023981-0.0013288i,0.0005677-0.001436i,0.0010443-0.00082004i,0.00037603+3.8267e-05i,-3.4659e-05+0.00061127i,-0.00040573+0.0012873i,-0.00093236+0.00057073i,-0.00031153-0.00015376i,0.00032981-2.0201e-05i,-3.5861e-05-0.00050257i,-0.0005318-0.00082824i,-0.00018488-0.00099626i,0.00011451-0.00065711i,-0.00045195-0.00049948i,-9.0812e-05-0.00055765i,0.00042144+0.00030155i
-0.00028075+0.00088443i,0.00030923+0.00044045i,9.6342e-05+0.0009181i,0.0001372+0.00096295i,0.0012451+0.00074424i,0.0019014-0.00051369i,0.0013147-0.0017442i,0.00090773-0.0019689i,0.0010527-0.0013159i,0.00069712-8.3064e-05i,-3.1433e-05+0.00060502i,-0.0010181+0.00083289i,-0.0014722+0.00062805i,-0.00077717+0.00096877i,-0.00067369+0.0012228i,-0.00045548+0.00057787i,-0.00010033-0.00014341i,-0.00028979-0.00011066i,-0.00031-0.00024397i,-0.00047525-0.00082173i,-0.00034221-0.0005445i,4.5796e-05-0.00036152i,0.00014071-0.00042974i
-0.0011314+0.00051213i,-7.9407e-05+0.00053387i,0.00027282+6.0189e-06i,-0.00021451-0.00024909i,-0.00055442-0.00026589i,-0.00088474-0.0013395i,-0.00037831-0.0021645i,0.00031996-0.0014332i,0.00072947-0.00064084i,0.00071762+6.1016e-05i,0.00037196+2.1112e-05i,8.1483e-05-0.00012626i,-0.00025223-0.00037793i,-0.00053821-0.0010799i,-0.00077953-0.00082342i,-0.00045793-0.00016083i,0.0012605-0.00042595i,0.0023589-0.00038537i,0.0016324-0.00059142i,0.00056796-0.0012431i,0.00019524-0.00072599i,0.00062194-0.00048581i,0.00049578-0.00083938i
0.00080684+0.00010614i,0.00034266+0.00025578i,-0.00043186-0.00033915i,-0.0012244-0.0003538i,-0.00037689-0.00061986i,0.0014535-0.0015199i,0.0023159-0.0014892i,0.0018782-0.00045099i,0.0011102+0.00049022i,0.00038102+0.00061672i,0.00030494-0.0008253i,0.0010571-0.0013375i,0.00012906-0.00089894i,-0.0013775-0.00089862i,-0.00082482-0.00057182i,-0.00041145+0.00023337i,-0.00022759+0.00043911i,0.00027563+0.00036185i,-0.00018307+0.00037815i,-0.0010398-0.00041383i,-0.0011496-0.00077519i,-0.0014511-0.00020006i,-0.00080144+0.00011991i
-0.00074146-0.0012565i,0.00033454-0.001122i,-0.00011268+0.00011261i,-2.24e-06+0.00042248i,0.0014378+0.00019962i,0.0021944-0.00078752i,0.0018564-0.0012339i,0.0013125-0.00026096i,0.00056398+0.0014505i,0.0003514+0.0017363i,0.00048283+0.00073298i,0.00075373+0.00025273i,0.00086739-0.00029092i,0.00092493-0.00063629i,0.00098618-0.00073179i,0.0007289-0.00085955i,0.00080472-0.00016693i,0.00058708+0.00071158i,-0.0001527+0.00037239i,-0.00057488-0.00054524i,-0.0004476-0.00068438i,-0.0005406+0.00016844i,-0.00075428+0.000232i
0.00015001-0.00078084i,0.00024267-0.00044791i,-8.6078e-05-0.0014267i,-0.00035922-0.0011213i,-0.00019577-0.00045593i,0.00047632-0.00067006i,0.00090118-0.00036393i,0.00072922+0.00096693i,0.00024893+0.0023051i,0.0002339+0.0019354i,0.00068922+0.00033867i,0.0013586-0.00029267i,0.0016144-0.00036688i,0.00051052-0.0008199i,-0.00060072-0.00078556i,-2.2879e-05-0.00015312i,0.00045647+0.0010136i,0.0010825+0.00093978i,0.00056354+0.00029127i,0.00021818-6.7072e-05i,0.00025214+4.7057e-05i,-0.00024668+6.8244e-05i,0.00010634+2.0376e-05i
2.9189e-05-0.00014483i,-0.00026101-0.0005597i,-0.00041996-0.0001929i,-0.0011307-0.00034364i,-0.0014856-0.00096459i,-0.0012119-0.001201i,3.2535e-05-0.00075762i,0.00084637-9.539e-05i,-0.00014968+7.9095e-05i,-0.00032272-0.00016711i,0.00091252+0.00026857i,0.0015483+0.0012846i,0.0015278+0.0018074i,0.0012023+0.0011756i,0.0012407-0.00027487i,0.0006592-0.00082914i,-0.00023361-0.00090351i,-0.00065331-0.00061518i,-0.00071347-0.00023555i,-0.00097725-0.00014964i,-0.0010091-0.0002001i,9.1704e-05+0.00018775i,0.0011177+0.00096873i
8.4703e-06+0.00069026i,0.00023171+0.00061875i,0.0010068-0.00040839i,0.0021384-0.001387i,0.0026233-0.00078215i,0.0016012-0.00040215i,-4.1636e-05-0.00049807i,-0.00084514+0.00030636i,-0.00075721+0.0009568i,-0.00061148+0.0012812i,-0.00034339+0.0010954i,-0.00025778+0.0015213i,-0.00056997+0.00185i,-0.00074732+0.00066989i,-7.9339e-05-0.00039955i,0.00062178-0.00050351i,0.00078083+0.00021166i,0.00065357+0.0008522i,0.00024686+0.00092023i,0.00026679+0.00045592i,0.0004375+0.00033985i,-0.0001758+0.00050133i,-0.00032975+0.00031276i
0.00068419-0.00030334i,0.00065755+7.9489e-05i,0.00074659+0.00080872i,-0.00090048+0.0013548i,-0.0020185+0.00086872i,-0.0010744-0.0012328i,0.00017846-0.0019091i,-6.742e-05-0.00063104i,-0.00087975-5.7693e-05i,-0.0011638+5.3385e-05i,-0.0011397+0.00054505i,-0.001643+0.00092051i,-0.0012228+0.00044564i,-0.00010077+0.00021081i,-2.5958e-05+0.00059103i,-0.00019569+0.00075512i,-0.00047054+0.00011873i,-0.00037443-0.00059497i,1.8901e-05-0.00054935i,-7.5018e-05+0.00055397i,-0.000126+0.00067065i,-0.00025141+1.0171e-06i,-0.001098-0.00023948i
0.00062909+0.0012348i,0.00095827+0.00054165i,0.0014766-0.0001107i,0.0027634-0.0016872i,0.0023586-0.0025205i,0.0011006-0.0025078i,9.8795e-05-0.0020755i,0.00024328-0.0016432i,0.00087688-0.00099618i,0.00086282-0.00046436i,-0.00018979-0.00011262i,-0.0010029-7.5583e-05i,-0.00058811-0.00048474i,-0.00058935-0.00023389i,-0.00049577+0.00075785i,4.1435e-05+0.00039514i,-0.00017911-0.00030048i,-0.00014371-0.00067952i,0.00018218-0.00046194i,0.0001228-6.3316e-05i,-0.00038798-0.00060282i,-0.00057263-0.00012185i,0.0002207+2.7457e-05i
-0.00079009-0.0014287i,4.5282e-05-0.0003638i,-0.00023027-1.3575e-05i,-0.00044008+0.00031541i,2.823e-05+0.0010769i,0.0013452+0.00046978i,0.0015566-0.00081802i,0.001376-0.001155i,0.0018947-0.00034897i,7.1418e-06-0.00023465i,-0.00074034-0.0012119i,-7.142e-06-0.0012606i,-1.4949e-05-0.0011095i,0.00011203-0.0010508i,0.00037755+6.6759e-06i,0.00050036+0.00067854i,0.00018247+0.00011732i,-0.00036465-0.00016151i,-0.00025884-0.00071878i,0.00024633-0.00062642i,0.00027554+6.196e-05i,-0.00057732+0.00026591i,-0.00083555-0.00015629i
0.00053662+0.00096302i,-0.00012006+0.00029648i,-0.00058904-0.00023183i,-0.00020504-0.00011568i,-0.00023225-0.00067426i,-0.000124-0.0017076i,0.00034938-0.0013045i,0.00043419-0.00028485i,0.00091825+0.00066185i,0.0013764+0.0011417i,0.00093496-2.9751e-05i,0.00048172-0.0010795i,0.00053632-0.001371i,0.00046988-0.00088785i,-0.00023099-0.00012362i,-0.00056243+0.00015565i,0.00031027-7.8915e-05i,0.00085832-1.6189e-05i,-0.00022568+0.00013971i,-0.0005288-0.00039493i,0.00026037-0.00022603i,0.00038128+0.00063414i,0.00056114+0.00054325i
-0.001238-0.00073433i,-0.00042206-0.001036i,-0.00039448-0.00033156i,-9.2006e-05+0.00072056i,0.0013743+0.00089611i,0.002485-0.00060456i,0.0016441-0.0016912i,0.00055912-0.00074349i,0.00019179+0.00089734i,0.00083872+0.001273i,0.0013581+0.0012259i,0.0011893+0.00055249i,0.00094784-0.00051347i,0.00062466-0.0005104i,0.00029679+2.8669e-05i,0.00018752+0.0003987i,0.00015335+0.00026354i,-3.8456e-05-0.0002529i,-0.0003606-0.0008087i,-0.00048879-0.0012284i,7.1194e-05-0.0011829i,0.00074755-0.00095635i,0.00024754-0.000145i
0.00026117-0.0013954i,0.00022755-0.00047259i,-0.00048716+0.00013729i,-0.00086618+0.0021541i,-0.00088212+0.0026997i,4.23e-05+0.00096968i,0.0011334-1.6114e-05i,0.0014507+0.00025022i,0.001448+0.00077312i,0.0013572+0.00074179i,0.00096996+0.00098271i,0.00065693+0.0013584i,0.00078706+0.00055855i,0.00093973-0.00050533i,0.0011221-0.00051942i,0.0011652+0.00018115i,0.0015224+0.00033447i,0.0012585-0.00029773i,0.00032535-0.00023174i,0.00011315+0.00030407i,5.1308e-05+0.0004399i,0.00034589+0.00082294i,0.00036151+0.00067935i
0.0016102+0.00027768i,0.00074768-0.00067665i,0.00032398-0.0011126i,-0.00071285-0.001035i,-0.0014677-0.00084272i,-0.00036224-0.00087988i,0.00074078-0.0011396i,0.0012384+3.7912e-05i,0.0012796+0.0014229i,0.0012104+0.0015112i,0.00065024+0.00065325i,0.00058959+0.00035263i,0.00058889+0.00011208i,0.00048857-0.00049364i,0.00061304-0.0010874i,-0.00029498-0.00081639i,-0.0011904-0.00027139i,-0.00074491-0.00038283i,-8.554e-05-0.00065926i,-0.00011521-0.00042982i,0.00021767+0.000693i,9.4192e-05+0.0011675i,-0.00044022+0.00074174i
-0.0019902-0.00037446i,-0.0012431+0.00021483i,-0.00085026+0.00063544i,-0.00049338-0.00023636i,0.00029753-0.0014448i,0.00026877-0.0023724i,-0.00077149-0.0026456i,-0.00099784-0.0012369i,-0.00072545+0.00064533i,-0.00061172+0.0010043i,-0.00073359+0.00093246i,-0.00059688+0.0010853i,-0.00060477+0.00052505i,-0.00072835-5.9837e-05i,3.6871e-06-0.00029261i,0.00041435+3.4357e-05i,0.00045772+0.00017436i,0.00058487-0.00038106i,-8.071e-05-0.00021838i,-0.00085461+0.00024333i,-0.00056044+0.00050542i,0.00015127+0.00069828i,-0.00012123+0.00030951i
-0.000806-0.0020637i,-0.00030221-0.00088444i,-0.0015-0.00060524i,-0.0012316+1.9341e-05i,-1.2792e-05+0.0005755i,0.001917-0.00039131i,0.0018978-0.00054261i,0.00046107+0.00046504i,-9.937e-05+0.00074757i,-0.00063029+0.00069608i,-0.00056829+0.00055455i,-9.4753e-05+4.8097e-05i,-0.00052643+0.0003483i,-0.00078939+0.00040563i,-0.00039701-0.00037686i,-7.9686e-05-0.00046514i,0.00011406+0.00050943i,0.00029769+0.00094421i,0.00070408+0.00068258i,0.00052599+0.00054665i,0.00021604-3.558e-05i,0.0005322+0.00019691i,0.00045361+0.00024992i
0.00040126+0.00010614i,0.00043555+6.1482e-05i,-6.5023e-05+0.00023108i,-0.00063024+0.00015557i,-0.00047615-0.00084632i,-0.00065476-0.0018771i,-0.00067265-0.001644i,-0.00062621-0.00050217i,-0.00061509+0.00017146i,-0.00011221-0.00054588i,0.00038701-0.0005031i,-0.00048552+0.00025512i,-0.0011347+0.0002741i,-0.00036261+0.00020322i,-8.3374e-05+0.00050786i,-0.00060745+0.00056459i,-0.00027975+0.00074306i,-0.00014659+0.00095293i,-0.00069676+0.00099032i,-0.00056992+0.00055431i,0.00061686-3.2335e-06i,0.0010581+0.00026524i,0.00045118+0.00048053i
-0.00044189+6.7161e-05i,-0.00035066+0.00044203i,-1.2375e-05+0.00050986i,0.00013515-0.00026949i,0.00054643-0.00058248i,0.0014775-0.0010688i,0.0015275-0.002408i,0.00071962-0.0020757i,0.00036268-0.00065052i,0.00017107-9.4712e-05i,-0.00026271-0.00036358i,-0.00038875-0.00015304i,-0.00045711-0.0002553i,-0.00064912-0.0010027i,-0.001177-0.0011208i,-0.0009166-0.00099108i,-0.00019886-0.00069338i,-8.8934e-05-0.00033414i,-0.00034438-0.00017825i,-0.00024827-4.9872e-05i,-4.9091e-05-0.00021624i,-0.0005477-0.00030158i,-0.0011567+0.00045766i
-0.00050795-0.00054213i,6.0947e-05+0.00010197i,-9.7789e-06-2.5385e-05i,-0.00027465-0.00012515i,0.00054453-0.00037634i,0.0022211-0.0015464i,0.0022042-0.0018297i,0.0011793-0.00057808i,0.0010142+0.00018204i,0.00049362-0.00014702i,-0.00030545-0.00018649i,-0.00031105-0.00026056i,0.00031631-0.00062921i,0.00058787-0.000732i,0.00038603-0.0009427i,0.00016324-0.0011429i,0.00058955-0.00013879i,0.00073715+0.00070709i,-9.5242e-05+0.0002673i,-0.00086675-8.7915e-05i,-0.00080892+0.00042977i,-0.00045494+0.00061636i,-0.00039951+5.2532e-06i
0.00055702-0.00045196i,-0.00011888-0.00019837i,0.00049484-0.00020284i,0.0004291-0.00010992i,0.00054143+4.5542e-05i,0.0011536-0.00022467i,0.00061465-0.00092766i,0.00037045-0.00069632i,0.00076789-0.00057528i,0.0013535-0.00024178i,0.0010474+0.0008493i,0.0003594+0.00093138i,-1.1948e-05+0.00080374i,-0.0002703+0.00050882i,-3.0304e-05-0.00022516i,0.00021844+8.6954e-05i,0.00071512+0.00091188i,0.0011927+0.00043313i,0.00072358-0.00017004i,-0.00026761-0.00091699i,0.00015193-0.00079619i,0.00084526-0.0001996i,0.00019289+0.00016125i
-0.00075617-0.00017721i,4.2586e-05+0.00019369i,0.00048091+0.00025651i,2.4679e-05+0.0001529i,-0.00072545-0.00056011i,9.6406e-05-0.00070122i,0.00080771+0.00012572i,0.00050565+0.001109i,9.9543e-05+0.0019467i,2.667e-05+0.0021293i,-0.00048625+0.0015709i,-0.00068915+0.0007007i,0.00025391+0.00059171i,0.00011975+0.00083749i,-0.00044353+0.00068318i,-0.00017043+0.00017269i,-0.00029761-0.00024946i,-0.00074388-0.0009393i,-0.0003178-0.0011416i,-0.00027694-0.00054466i,-7.2174e-05-7.2821e-05i,0.00058666-3.1595e-05i,0.00063991+0.00026406i
0.0008699+0.00076015i,0.00046776+0.00064682i,-0.00013873-0.0010541i,-0.00052176-0.0013446i,-0.00023909-0.0011184i,1.6141e-05-0.00050999i,5.5555e-05+0.00029434i,-0.00033063+0.0013355i,-0.00017816+0.0015535i,0.00049092+0.00089857i,0.00036992+7.136e-05i,-0.00036589-3.9363e-05i,-0.00096287+0.00028463i,-0.0014696+0.0001137i,-0.00058939-0.00065788i,0.00066527-0.00029635i,0.00017329+0.00043318i,-0.00022989+0.00048006i,-3.6271e-05+0.00017784i,0.00036061-0.00026846i,-4.1435e-05+0.00019754i,-8.421e-05+0.00019271i,0.00058194-0.00044114i
0.00085524-0.00050622i,0.0011227-0.0011298i,0.00066535-0.00096587i,-0.00022163-0.0006025i,0.00032784-0.00018764i,0.0022558-0.00047731i,0.0021084-0.00031989i,0.00011173+0.00060875i,-0.00052917-2.5974e-06i,-0.00045422-0.00048422i,-0.00045175-0.00029232i,-0.00012352-0.0007075i,0.00016449-0.00051127i,0.00030322-2.0423e-05i,-1.0292e-05+4.3031e-05i,-0.00020405-4.5134e-05i,-7.085e-05-0.00071254i,-0.00014753-0.0010814i,-0.00056612-0.00039085i,-0.00079335-0.00050823i,0.00014908-0.000824i,0.00028007-0.001221i,-0.00016574-0.00092981i
0.00016039-0.00059736i,-0.00024627-0.00021683i,-0.0010747-0.00048862i,-0.0015971-0.0010915i,-0.00090987-0.001485i,-0.0003327-0.0021465i,0.00041854-0.0021565i,0.0011799-0.00090913i,0.00041284-0.00069525i,-0.0005526+0.00016367i,-0.0006926+0.0010018i,-0.00012014+0.00087903i,-0.00056092+0.0006763i,-0.00067306+0.00014477i,0.00029044-0.00010362i,0.00093792+9.4574e-05i,0.0013382+0.00061163i,0.0015179+0.00021946i,0.0010177-3.6895e-05i,0.00077948+0.00024598i,0.00094902-0.00017163i,0.00051318-0.0011864i,7.6448e-05-0.0015654i
-0.00020534-0.00079508i,0.00011347+4.2375e-05i,2.2859e-05-0.00035558i,-0.00057602-0.0010581i,-0.00061909-0.00046371i,-0.00015343-0.00024767i,0.00023722-0.00076476i,0.00018321-0.0010014i,0.00041672-0.00085011i,0.00072131-0.00047365i,0.00038025-0.00026198i,-0.000406-0.0004317i,-0.00050894-0.0003155i,-0.00028362+0.0002117i,0.00034672+0.00038756i,0.0010468+0.0012221i,0.00076974+0.0015272i,0.00067949+1.0529e-05i,0.00078112-0.00038876i,0.00076586+0.00016468i,0.00077569+0.00010233i,0.00018522-3.1685e-05i,-0.00051974-0.00035855i
-0.00085833+0.00054405i,-0.00046918+0.00013759i,-0.00045718+0.00056646i,-0.00036704+0.0013314i,0.0003501+7.1857e-05i,0.00089996-0.0012583i,0.00072106-0.0016578i,0.00092659-0.0012674i,0.00067816-0.00027544i,0.00018879-0.00032483i,0.00024412-0.0001658i,0.0003986+0.00023389i,0.00010515-0.00026652i,-0.00037677-0.00074179i,-0.0007171-0.00043406i,-0.00039531-6.6268e-05i,6.4225e-05+0.00017696i,-0.0002353-5.985e-05i,-0.00042133-0.00034301i,7.1257e-05+0.00033934i,-2.5537e-05+0.00074425i,-0.00069621+0.00084928i,-0.0003945+0.0010511i
0.00016271+0.00088502i,7.4342e-05+0.00058028i,0.00012654+0.00054676i,0.00037516-5.2812e-06i,0.0023901-0.0010457i,0.0037946-0.0021497i,0.0021741-0.0024089i,0.0012129-0.0012262i,0.0020286-0.00045917i,0.0022466+0.00024716i,0.00062053+0.001304i,-0.0008366+0.0013928i,-0.00065268+0.00065866i,-0.00038107+0.00039456i,-2.8862e-05+0.00065795i,0.00048176+0.00020984i,0.00083273+0.00045819i,0.0004052+0.0011756i,-0.00046591+0.00061119i,-0.00075029-0.00027224i,-0.00048779-0.00033472i,-0.00018829+0.00070333i,0.00054127+0.0013169i
0.00027662+0.000654i,0.00061463+0.0010423i,0.00065436+0.00010856i,0.0015447-0.00039533i,0.0014938-0.00047355i,0.00062679-0.0011847i,0.00057393-0.001819i,0.0013686-0.0008193i,0.0011155+0.00021839i,0.0011687+0.00052836i,0.001402+0.00045068i,0.00058466+0.00062753i,-0.00029469+0.00087523i,-0.00033712+0.00051345i,-4.9335e-05-0.00021269i,0.00027432+0.00028511i,0.00098394+0.00060005i,0.0013021+0.00043475i,0.00094943+2.2102e-05i,0.00048986-0.00037551i,8.1115e-05+0.00027205i,-2.4624e-06+4.6438e-05i,-0.00025237-0.00017829i
-0.00077946-7.4585e-05i,-0.001186-0.00088687i,-0.001336-0.00091356i,-0.0012489-0.00087441i,-0.00051509-0.0011082i,0.00024236-0.0012106i,0.00078816-0.00092322i,0.0011265-5.3564e-05i,0.0009815+0.0011003i,0.0011785+0.00092735i,0.00060391+0.00068373i,-0.00052491+0.00050667i,-0.0004458+0.0004521i,-0.00030532+0.00039491i,-0.00034898-0.00019216i,-0.00052687-0.00011568i,0.00045157+1.9821e-05i,0.00067751-0.0001181i,-7.2023e-05-0.00058136i,-0.0001113-0.00039727i,-0.00037873-0.00047301i,-0.00040124-0.00027492i,-0.00028396+0.00084791i
-0.00045219-0.0012571i,-0.00056254-0.00073748i,-0.00028558+9.6686e-05i,0.00031626+0.00097761i,0.0009744+0.0013362i,0.002387+0.00048106i,0.002667-0.00030624i,0.0013634-0.00016508i,0.00050567+0.00058265i,0.00018121+0.00089783i,-0.00040232+0.00082681i,-0.0007054+0.00055561i,-5.5961e-05+0.00017683i,0.00044543+0.00023678i,6.7218e-05+0.00037705i,0.00021711+0.00017286i,0.00049618-3.27e-05i,0.00063159-0.00015285i,0.00045849-0.00049705i,-0.00014779-0.0011502i,0.00026057-0.00053787i,-0.00011113+0.00012651i,-0.0007729-0.00012153i
6.2828e-05-1.1758e-05i,0.0009768-0.00023395i,0.00092465-0.00059898i,-0.00066989+0.0006449i,-0.001272+0.00073137i,0.00018698+0.00052997i,9.1872e-05+0.00060777i,-0.00024722+3.6037e-05i,-0.00027024-0.00022757i,-0.00031178+9.7294e-05i,-8.5387e-05-0.0001391i,-0.00032306-8.1405e-05i,-0.00036869+0.0001801i,-0.00010136+5.6438e-05i,0.00066558+5.4128e-05i,0.0011196-7.0111e-05i,0.00019573-8.9914e-06i,-7.8314e-05-0.0003064i,0.00028892-0.00070302i,0.00042476-0.00075674i,0.00020377-0.00015471i,-0.00029672+0.00085319i,-0.00018426+0.0010309i
-0.0014417+0.00074896i,-0.00087692+0.00054618i,-0.0005198+0.00020174i,0.00019309-0.0005397i,0.0015474-0.0019879i,0.0021193-0.0028046i,0.0019134-0.0015192i,0.0013732+0.00041287i,8.6164e-05+0.0014502i,-0.00040741+0.00072484i,0.00044006-0.00025583i,0.00068058-0.00068747i,0.00055108-0.0011171i,0.0003966-0.00024102i,5.1794e-05+0.00016617i,0.0006945-6.0383e-05i,0.0012679-3.469e-05i,0.00094787+0.0001681i,0.00014902+0.0005849i,-0.00090883+0.00080122i,-0.00092978+0.00092433i,-0.00043188+0.0009842i,-0.00028869+0.00079472i
0.0026483+0.00062668i,0.0015671+5.4839e-05i,0.00052392-0.0014579i,-0.00078963-0.0016431i,-0.0018959-0.0015824i,-0.0015811-0.00093552i,0.00051556-0.00016234i,0.0013329+0.00017594i,0.0012084+0.00011953i,0.0010357-0.00042957i,-0.00045792-0.00039523i,-0.0017033-0.00027075i,-0.0013122-0.00054337i,-8.8229e-05-0.00087368i,0.0010524-0.0010586i,0.00087647-0.00055095i,0.00045476-9.0665e-06i,0.00093966-0.00041743i,0.00087622+0.00014918i,-0.00058575+0.00061436i,-0.00074443+0.00063655i,-9.2886e-06+0.00066009i,-0.00041987+0.00035827i
0.00066513-0.0011353i,0.00044827-0.00078649i,-7.3774e-05-0.0011527i,-0.00044153-0.0018271i,-0.00059732-0.0017562i,9.5822e-05-0.00035115i,0.0010674+0.00054951i,0.00072779-6.3147e-05i,0.0002815+0.00037963i,-0.00015718+0.00044495i,-0.00010183-0.00059232i,-0.000173-0.00034674i,-0.00039963+0.00033204i,2.4104e-05+0.00022178i,0.00069657+6.1112e-05i,0.00054703+0.00010544i,0.00037898+0.00019102i,0.00067772+0.00014603i,0.00023716+0.00012706i,-0.00025107+0.00044911i,-0.00044091+0.00049047i,9.9636e-06+0.00035539i,0.00057465+0.00061264i
0.00058361-0.0015223i,0.0011347-0.00049656i,0.0004989-0.00084144i,0.00024776-0.00088056i,0.00026477-0.0016401i,0.00049334-0.0028041i,0.0011993-0.0030315i,0.0013281-0.002033i,0.00045507-0.00092487i,-0.0007627-0.00015097i,-0.00068188+0.00077782i,0.00035295+0.0010887i,0.00054321+0.00070731i,0.00079799+0.00033514i,0.00045025+0.00068801i,-0.00019736+0.00048034i,0.0003387+0.00011786i,0.00098754+0.00018773i,0.00060057-0.00027688i,0.00057336-0.00013622i,0.00098379+0.00027904i,0.00068029+0.00041622i,0.00027593+0.00051524i
