-0.0022829+0.0002026i,-0.0020124-0.00011079i,-0.00249+0.00028862i,-0.0019724+0.00027793i,-0.0026888+0.00041768i,-0.0034904+0.0013503i,-0.0038847+0.0027023i,-0.0022916+0.003178i,2.2152e-05+0.0017839i,0.0011304+0.00053378i,0.0019237+1.5425e-05i,0.0011726+3.1542e-05i,0.00023047-0.00057747i,-8.7975e-05-0.0016584i,-0.0010317-0.0015143i,-0.0010802-0.00047897i,-0.00026967+0.00045771i,-0.00018725+4.6848e-05i,0.00026144-0.00017179i,0.00095537+0.00043971i,0.0009357+0.00075944i,0.00029175+0.00070732i,7.7138e-05+5.1993e-05i
-3.9128e-05-0.0016139i,-0.0010226-0.0017322i,-0.0020644-0.0017366i,-0.002172-0.0016794i,-0.0027363-0.0014354i,-0.0036877-0.00051989i,-0.003094+0.00035387i,-0.0013912+0.00020404i,-6.8697e-05-0.00055758i,0.00017483-0.00036427i,7.5263e-05+7.884e-06i,-0.00070244-0.00023849i,-0.00063595-4.1768e-05i,-4.6851e-05-4.0578e-05i,-0.00045478-7.4893e-05i,-0.00077804-0.00036514i,-0.00034286-2.5718e-05i,-2.4989e-05+0.00061127i,-0.00037713-0.00012023i,-0.00035682-0.00065204i,-3.238e-05-2.9716e-05i,0.00023986+0.00018423i,0.0004986-0.0001134i
0.00048947+0.00030132i,0.0010115+0.00021103i,0.0016746-0.00031744i,0.00031522-0.00075373i,-0.0023166-0.0020631i,-0.0047067-0.0018739i,-0.0042872-0.00019274i,-0.0014875+7.5086e-05i,0.00066225-0.00079816i,0.00085918-0.0010127i,0.00021804-0.00065057i,-9.6991e-05+0.0001362i,-8.4286e-05+0.0014581i,0.00010581+0.0018884i,-0.00019654+0.00054136i,-0.00012369+8.6226e-05i,0.00037098+0.00092353i,0.00032261+0.00082883i,0.00064296+0.00023754i,0.0014326-0.00026969i,0.001321-0.00040853i,0.00068545-0.00066946i,-2.6961e-05-0.0010099i
-0.00018996-0.00096038i,1.4035e-05-0.0015724i,0.00043527-0.0019095i,-0.00017664-0.0025208i,-0.0013833-0.0033571i,-0.0024725-0.0031954i,-0.0018735-0.0012236i,0.00012925-1.4337e-05i,0.00129-0.000223i,0.0015351-0.00063259i,0.0011729-0.00061924i,0.00059538+2.2203e-05i,0.00039447-0.00016055i,0.0005506-0.00060552i,-0.00010405-0.00072086i,-0.00069681-0.00088008i,0.00016232-0.00069937i,0.00062894-1.9341e-05i,0.000184+9.8416e-05i,-0.00031408+0.00040606i,-0.00035238+0.00052865i,-4.4325e-06+0.00017176i,4.954e-05-0.00018675i
0.0002749+6.8747e-05i,0.00086354+0.0011462i,0.00074602+0.0019583i,-0.00057002+0.00083312i,-0.0021666-0.0010872i,-0.0034802-0.00175i,-0.0028474-0.00033643i,-0.0010894+0.00069256i,4.3784e-05-8.6774e-05i,0.00023574-0.0003706i,0.00034994-0.00026436i,0.0005537-0.00080577i,0.00014796-0.0005178i,-1.6861e-05+0.00036972i,-6.7432e-05+0.00054333i,-0.00026573+0.00057213i,-0.00064664+0.00084766i,-0.00073745+0.00070113i,0.00013189+0.00039286i,4.5526e-05+0.00067807i,-0.00019712+0.00070698i,-0.00053706+0.00021957i,-0.00056845-0.00018148i
-0.00058892+0.00047416i,-0.00036909-7.1161e-05i,3.1787e-05-0.00085165i,0.00068958-0.00239i,0.00023994-0.003481i,-0.002389-0.0026034i,-0.0033264-0.00039007i,-0.0014924+0.00037433i,-9.5793e-05-0.00037874i,0.00021691-0.00028247i,-0.00074272-0.00027097i,-0.001994-0.00060104i,-0.0011661-6.6454e-05i,0.00027232+0.00064873i,-6.5427e-05+0.00033184i,-0.00064561+0.00038803i,-0.00027021+0.00063847i,-0.00013783+0.00072261i,-0.0004628+0.00039056i,-0.00034049-0.00056752i,0.00031689-0.00058334i,0.00033587+0.00056457i,-0.00053891+0.00079746i
-1.2733e-05+0.00042377i,0.0010822+0.0011874i,0.0016338+0.00093335i,-2.7448e-05-0.00054181i,-0.001826-0.0019688i,-0.0030918-0.0011209i,-0.0028355+0.00081112i,-0.00059613+0.001004i,0.00073144+0.00030177i,0.00055068-8.8764e-05i,0.00037829-0.0002044i,0.00011138-0.00013038i,-0.00065134-0.00020146i,-0.00077541-0.00038133i,0.0001103-0.00032131i,0.00084459+0.00045757i,0.00082621+0.0009726i,0.00033816+0.00091934i,-8.5188e-05+0.00023629i,2.5519e-05-0.00014773i,-5.353e-05+3.3842e-05i,-0.00015112+0.00026555i,0.00042585+0.00082894i
-0.0002055-8.3872e-05i,-5.0886e-05-0.0001942i,-0.00011044+0.00027779i,-0.00048102-3.7122e-05i,-0.001717-0.0013137i,-0.003082-0.0016407i,-0.0033346-0.00033899i,-0.0017091+0.0010889i,-0.00015914-9.5976e-06i,0.00023742-0.00088642i,0.00018867-0.00046396i,0.00056925-0.00028555i,0.00047756+0.00013143i,0.00026662+0.00090128i,0.00077301+0.00080404i,0.00076986+0.00039868i,0.00034881+0.00039762i,-2.722e-05+0.0010396i,8.6002e-05+0.0013122i,0.00029927+0.001068i,0.00037949+0.000456i,0.00060771-0.00038833i,0.00076298-5.3821e-05i
-0.0012162+0.0011948i,-0.0016508+0.00079397i,-0.00040504+5.2847e-05i,-0.0011777-0.00074407i,-0.0026845-0.002184i,-0.0040189-0.0022261i,-0.0039413-2.1249e-05i,-0.0014824+0.0002529i,0.00080377-0.00065993i,0.00074241-0.00067113i,-0.00035713-0.0013062i,-0.00066632-0.0014134i,-0.00060119-0.00049689i,-0.00055804-0.00023455i,-0.00018335-1.4483e-05i,-1.5583e-05+0.00030096i,-0.00046367+0.00065287i,-0.00063696+0.0012143i,-0.0001303+0.0014341i,1.8239e-05+0.0014836i,0.00027662+0.0004565i,0.00058154-0.00066152i,0.00058903-0.00057348i
0.00065297-0.00028141i,0.0010643-0.00028113i,-0.00010608-0.00032632i,-0.0010552-0.00023829i,-0.0019677-0.00042744i,-0.0032751-0.0011611i,-0.0027735-0.00038134i,-0.00021295+0.00059431i,0.0020558+0.00012827i,0.001393-0.00017208i,8.304e-05-0.00030587i,0.00016222-0.0001589i,-0.00014342+7.1304e-05i,-0.00032839-1.1813e-05i,-0.00011867+0.00017033i,-3.1109e-05+0.00037436i,0.00051209+0.00048594i,3.7454e-05+0.0010626i,4.8803e-05+0.001551i,0.00039087+0.0010111i,0.00029223+0.00049864i,0.0001828+0.00038359i,-1.3699e-06+0.00040711i
0.00081189-0.00055839i,0.00019818-0.00062349i,-0.00012991-0.00085719i,-0.0012415-0.0022706i,-0.0029456-0.0025474i,-0.0036667-0.00085135i,-0.0030531-8.2441e-05i,-0.0011434-2.477e-05i,0.00032863+1.4529e-05i,0.00042284-4.3785e-05i,0.0005239+2.0064e-05i,0.0004831-0.00054098i,0.00057358-0.0013965i,0.00052484-0.001018i,-6.584e-05+0.00036048i,-0.00037864+0.0012343i,-0.00024902+0.00081434i,0.00021552+0.00096678i,0.0010555+0.0011931i,0.001376+0.00057184i,0.0011869-0.00030872i,0.0010956-0.00090056i,0.00073746-0.00061048i
-0.00037923+0.0015498i,-0.00034132+0.00063499i,-0.00076534+0.00033238i,-0.0016056-6.9598e-05i,-0.0021562-0.00093947i,-0.0026729-0.00069963i,-0.0025952+0.00048336i,-0.0010068+0.0010911i,0.000452+0.00030377i,0.00025239-0.00073911i,0.00011329-0.0010884i,0.00070286-0.00031119i,0.00059511+0.00018015i,-5.3276e-05+0.00022309i,-0.00042014+0.00014227i,-4.676e-05+0.00062425i,0.00043729+0.0009601i,0.00026769-1.6336e-05i,5.0648e-05-0.00066983i,-0.00027146-0.00045845i,-0.00029339-1.8519e-05i,0.00015372+2.1707e-05i,1.5484e-05-0.00036837i
-0.0001952+3.0517e-05i,-0.00030927-0.00076955i,-0.0006465-0.0010433i,-0.0012563-0.00088587i,-0.0019882-0.0019643i,-0.0024982-0.0019946i,-0.0026039-0.00073716i,-0.0011232-0.00041357i,0.00043372-0.00094664i,0.0013663-0.00075954i,0.00092598+5.1233e-05i,-0.00032559+0.00014276i,-0.0001619+0.00052179i,0.00069521+0.00029195i,0.00021361+0.00037817i,-0.00040283+0.00043349i,9.4364e-05+0.00072192i,0.00075181+0.0012998i,0.00049461+0.00050011i,-8.0384e-05+8.9861e-06i,-0.00029408-0.00021662i,0.00028103-0.00066706i,0.00048131-0.00032707i
0.00058841-0.001178i,0.0006021-0.00060925i,-0.00040886-0.0010569i,-0.0014462-0.0026832i,-0.0020776-0.0026002i,-0.0040378-0.0015559i,-0.0034798+0.00014488i,-0.0012144+0.00087698i,0.00032719-0.001043i,0.00049345-0.0020804i,3.6991e-05-0.00093655i,8.5891e-05-0.00018392i,0.0007601+0.00018889i,0.00073519+0.00095486i,-0.0002878+0.00071351i,-2.8152e-05+0.00042895i,0.00018329+0.0015645i,-0.00014707+0.0014081i,-0.00060833-8.5384e-05i,-0.00084611-9.6407e-05i,-0.0012088-0.00030232i,-0.0013709-0.00072279i,-0.00056381+0.00027606i
0.0008494-0.001572i,0.00034818-0.0019945i,-0.00047167-0.0017957i,-0.0021573-0.0017311i,-0.0040754-0.0024192i,-0.0045915-0.0020598i,-0.0031395-0.00018751i,-0.00048222+0.00047573i,0.0012731-0.00033487i,0.00068777-0.00099087i,3.0948e-05-0.0010637i,7.7692e-05-0.00038403i,-0.00043257+0.0010599i,-0.00097844+0.001295i,-0.0009699+0.00023438i,-0.000659-4.9215e-05i,-0.00026044+0.00021788i,-0.00047744+0.0005131i,-0.00010146+0.00032865i,0.00075774-0.00014248i,-0.00026953-0.00011484i,-0.0012712+9.498e-05i,-0.00045303+1.9531e-05i
-0.0014991+0.00097372i,-0.00079943+0.0014079i,-0.00091058+0.00083846i,-0.00070999+8.3309e-05i,-0.00078021-0.00082471i,-0.0023999-0.0017279i,-0.0025254-0.00081129i,-0.00082839+7.7938e-05i,0.00049663-0.00021027i,0.00099683-0.000759i,0.00046806-0.00091867i,-0.00016935-9.6322e-05i,-0.000387+0.00088241i,0.00025862+0.00097278i,0.00075595+0.00056019i,0.00010785+0.00059364i,2.8856e-05+0.001173i,0.00040031+0.0020076i,-0.00078607+0.0016934i,-0.0014651+0.00069188i,-0.00092768+0.00035092i,0.00029888+0.000113i,0.0007398+3.5485e-05i
0.00048848+0.0004713i,0.00043081+0.00097384i,0.0013355-7.1299e-05i,0.0013326-0.0013609i,-0.0010573-0.0014642i,-0.002889-0.00067345i,-0.0019555+0.00023224i,0.0001278+0.00024494i,0.0004216-0.00049369i,-1.6456e-06-0.0014124i,2.3448e-05-0.0011025i,8.5138e-05-0.00070818i,0.0006089+0.00013176i,0.00078871+0.0012396i,0.00015163+0.0012001i,2.0994e-05+0.00036763i,0.000735+0.00078531i,0.0012041+0.0013199i,0.00077337+0.0012418i,-5.6932e-05+0.00097615i,4.2909e-05+0.00055376i,0.0009345+7.0612e-06i,0.0010986-0.00012765i
-7.7985e-05-0.00064948i,-0.00057862-5.0183e-06i,-0.00067833-2.224e-05i,-0.0015521-0.00079598i,-0.0025883-0.0020158i,-0.0026497-0.0025922i,-0.0021715-0.0011036i,-0.00090998+9.9823e-05i,5.1221e-05+0.00029281i,2.8666e-05+7.3565e-05i,-0.00016249+4.9049e-05i,0.00025284+0.00027051i,0.00035202+0.00061682i,-0.00045695+0.0011381i,-0.00074171+0.00041168i,0.00016799+8.711e-05i,0.00081772+0.0016135i,0.00042394+0.0021144i,-0.00054638+0.0012868i,-0.0007274+0.0007571i,-0.00071114+0.00060017i,-0.00076486+0.00037912i,-0.00011771+0.00011614i
-0.00022135-0.0010282i,0.00024033-0.00087026i,-8.4004e-05-0.00086888i,-0.0012999-0.0010376i,-0.002271-0.0026638i,-0.0033108-0.0028638i,-0.0030859-0.00043187i,-0.0011341+0.0010746i,0.00070732-0.00030847i,0.0015427-0.0012065i,0.000536-0.00043982i,-0.00058945-0.00056267i,-0.0003026-0.00043689i,0.00033798+1.1429e-05i,0.00055178+4.3077e-05i,6.2183e-05-0.00031177i,0.00029075-0.00058422i,0.00093344-0.00070979i,0.00034227-0.00036578i,-0.00081439-9.9584e-05i,-0.00022704-0.0002701i,0.00050926+0.00019243i,0.00019189+0.0011456i
-5.5359e-06+0.00070049i,-0.00054421+0.00029535i,-0.00061757-0.00087865i,-0.00084504-0.0018654i,-0.0020094-0.002616i,-0.0036263-0.0025065i,-0.0031771-0.0010843i,-0.00090373+0.00040054i,0.00098408+0.00051244i,0.00094564-0.00033949i,5.6948e-05-0.00040644i,-0.00059511-2.0288e-05i,-0.00098456+9.4052e-05i,-0.00059227-0.00013971i,4.4617e-05-0.00027663i,-0.00052584-0.00029458i,-0.00088978-0.00020415i,-0.00048997+0.00045625i,6.2456e-05+0.00087722i,0.00032256+0.0010783i,-3.785e-05+0.001025i,6.0564e-05+0.00050788i,0.00047837+0.00028698i
5.0811e-05-0.00018169i,-0.00031023+0.00012582i,-0.0004228+3.6468e-05i,-0.0012969-0.0018612i,-0.0026449-0.0031135i,-0.0037892-0.0026967i,-0.0036067-0.0010765i,-0.0016971-0.00014626i,-0.00038248-0.00088631i,-0.00053-0.00093968i,-0.000592-0.00030739i,-0.00098125+0.00033369i,-0.00035232+6.4521e-05i,0.00041498+9.2665e-05i,7.4119e-05+0.00042318i,-0.00020098+0.00047898i,-0.00075004+0.00098504i,-0.00038094+0.0011777i,5.8205e-05+0.00092725i,-0.00033132+0.00035367i,-0.00011226-0.00060801i,0.0004462-0.0007382i,0.00087894+0.00026566i
0.00071491+0.0004019i,0.0005669-9.7178e-06i,0.00067151-0.00086297i,-8.7495e-05-0.0013018i,-0.0015714-0.0023352i,-0.0026844-0.0019579i,-0.0021456-0.00029678i,-0.00095999+0.00073255i,-0.00026454+0.00077295i,-8.6066e-05+0.00012861i,-0.00011478-0.00014221i,-0.00013276+0.00066275i,0.00041573+0.0011475i,0.00010149+0.0010835i,-0.00090697+0.00084591i,-0.0012567+0.00047362i,-0.0011566+0.00033288i,-0.0003274+0.00076532i,1.8668e-06+0.0011309i,-8.8493e-06+0.00095263i,0.00054615+0.00084467i,0.00047361+0.00015942i,2.2529e-05-0.0004152i
0.0015624+0.00051758i,0.0011208+0.00034597i,0.0011496-0.0001567i,0.00035617-0.0013409i,-0.0016697-0.0033873i,-0.0031705-0.0032167i,-0.0025027-0.00033279i,-0.00062529+0.0010982i,0.00039029+0.00039918i,0.00022172-0.00082922i,0.00021224-0.0010726i,0.00041874-0.00035513i,0.00042157+0.00076507i,0.00031063+0.0011283i,-1.6776e-05+0.0015142i,-0.00041707+0.0011846i,-0.00016294+0.00056183i,-0.00031374+0.00012531i,-0.0002019-0.00043559i,0.00050582-0.00030027i,0.0010084-0.00060413i,0.00054769-0.00099826i,-0.00047839-0.00056318i
-0.00042909-0.00047118i,0.00047197-9.9052e-05i,0.00071834-0.00040725i,5.6453e-05-0.00093687i,-0.0023655-0.0012047i,-0.0041568-0.001721i,-0.0032543-0.00065786i,-0.0016542+5.7433e-05i,-0.00074183-0.00056955i,0.0004775-0.00049661i,0.0014714-2.488e-05i,0.0011233+0.00021757i,0.0005594+0.0001444i,2.5112e-06-0.00032749i,-2.9058e-05-0.00059733i,0.00030462+0.00028352i,-0.00026487+0.00064797i,-0.00066877+0.00058785i,-0.00052138+0.0012869i,-0.00067803+0.0012203i,-6.313e-05+0.00010214i,0.00054003-0.00038706i,8.2476e-06-0.00047889i
-0.00048624+0.0012122i,-0.00083417+0.00034379i,-0.00022733-0.00029334i,-0.0001546-0.0011076i,-0.00159-0.0012629i,-0.0024803-0.00089303i,-0.0019701-0.00036285i,-0.0015356-0.00019705i,-0.00016639-0.00066187i,0.00097978-0.00011733i,0.0003397+0.0007916i,0.00035627+0.00086647i,0.00040776+0.00056035i,-3.2795e-05+0.0003953i,-0.0005815-0.00023221i,-0.00042665-2.0866e-05i,-0.00049629+0.0005604i,-0.00067343+1.5822e-05i,-0.00039714-0.00013101i,-0.0001393-0.0004626i,-0.00050432-0.00068928i,-0.00092798-0.00031908i,-0.00029718+0.00014615i
4.9289e-05-0.00012399i,0.00053047-0.00010898i,0.00071047+0.00061974i,0.00083355+0.00028574i,0.00032582-0.00087075i,-0.0013875-0.00058517i,-0.0026976+0.00048779i,-0.0016608+0.00034379i,-4.1158e-05-0.0004509i,0.00039424-0.00093924i,0.00016247-0.00087356i,-0.00024427-0.00041491i,-0.00064326-0.00018229i,-0.00070387+0.00025926i,-0.00036417-3.6771e-05i,-0.00033038-0.00030551i,-0.00082887+0.00013612i,-0.0010278+0.00036017i,-0.00083104-3.6943e-05i,-0.00032863-0.00038126i,-0.00013638-0.00016274i,-0.00054021-0.00032709i,-0.00061231-0.00029472i
-0.00065114+0.00086958i,-0.0012753-0.00027263i,-0.00094751-0.0014519i,-0.00095742-0.0020855i,-0.0016626-0.0028244i,-0.0027344-0.0025509i,-0.0027177-0.00076987i,-0.00090738+0.00055286i,0.0011272+0.0001571i,0.0020534-0.0003875i,0.0015896-0.00023538i,0.0004672-0.00025104i,-0.00051561-0.00028241i,-0.0010829+0.0001712i,-0.00070025+0.00037005i,-0.00070352+0.0010597i,-0.00063938+0.0012856i,0.00042548+0.00041967i,0.00068417+0.0001952i,0.00047493+0.00040054i,0.00061003-9.1484e-05i,0.0004856-0.0003413i,0.00047525-0.00036565i
0.0011258+0.00084988i,0.00074246+0.00066384i,-0.00038569+0.00022991i,-0.00096002-0.0005979i,-0.0022544-0.0011061i,-0.0037033-0.0002236i,-0.0031401+0.00031937i,-0.0013429+0.00022525i,-0.00035147+0.00018503i,-0.00054095-8.7498e-05i,-0.00079915-0.00045182i,-0.00041328-0.00010426i,0.00022744+0.0011842i,0.00056656+0.0015852i,3.0929e-05+0.00042935i,-0.00061239-2.5908e-05i,-0.00028489+0.00022613i,3.2365e-05+7.2798e-05i,-0.00012571+0.0002158i,-0.00059451+0.00034602i,-0.00045721+0.0002445i,-0.00025281+0.00073941i,-0.00033012+0.00079784i
0.00080668+0.0004471i,0.00067664-0.00028354i,0.00085212-0.0017142i,-0.00051475-0.002823i,-0.0028454-0.0030021i,-0.0040705-0.0029096i,-0.0031709-0.00055118i,-0.0010276+0.00084648i,0.00044182+0.00031805i,0.0012875-0.000722i,0.00051687-0.00095474i,-0.00087808-0.00015569i,-0.00095929+0.0011558i,-0.00087458+0.0012845i,-0.001166+0.00072041i,-0.0010264+0.0010281i,-0.00022792+0.0012846i,0.0003625+0.00087767i,-8.2156e-06+1.7276e-05i,0.00020912-0.00026048i,7.9661e-05+0.00013844i,-0.0011032+0.00036298i,-0.001171+8.1645e-05i
0.00073821-0.0010291i,0.00021221-0.0018271i,-0.0006625-0.0020381i,-0.0010699-0.0016692i,-0.0021855-0.0018921i,-0.0035808-0.0017202i,-0.0029639-0.00081094i,-0.00050954-0.00040207i,0.00091624-0.00062211i,0.00034847-0.00068429i,-0.00036275-0.0008022i,-0.00052266-0.00026659i,6.3179e-05+0.00078975i,0.0014224+0.0010887i,0.00073045+0.00073237i,-0.00064995+0.0004227i,-0.00050364+0.00042285i,5.604e-05+8.1067e-05i,6.542e-05+0.00071572i,-5.4845e-06+0.0014102i,0.00021196+0.00098799i,0.00017277+0.00064196i,6.9516e-05+0.00029614i
-3.9864e-05-0.001026i,-0.00064574-0.00096833i,-0.001249-0.00091753i,-0.0016488-0.0013953i,-0.0022503-0.0020645i,-0.0023598-0.0017981i,-0.0019393-0.00026603i,-0.00084576+0.00054272i,-0.00035702+0.00019688i,-0.00067629-0.00060276i,-0.00074384-0.00088926i,-0.00039244-0.00020905i,-5.2646e-05+0.00065651i,0.00041656+0.00032062i,0.00048543-7.9328e-05i,-5.8614e-05+0.00040396i,-0.00022748+0.0011016i,-7.2296e-05+0.0012336i,0.00028021+0.00063862i,-0.00026171+0.00055866i,-0.00043739+0.00014196i,-0.00018261-0.00040165i,-0.00073039-0.0003373i
-0.0005944-0.00043848i,-0.00037578+0.00018336i,-0.00034849+0.00083447i,-0.0013386+0.00014201i,-0.0025666-0.0010511i,-0.0039304-0.00095943i,-0.0036946+0.00023785i,-0.0014602+0.0015378i,6.5903e-05+0.00096625i,0.00029068-0.00085724i,0.00082513-0.00091373i,0.00057217-5.0525e-05i,-0.00050683-0.00018705i,-0.00014675-2.3562e-05i,0.00010574-0.00036819i,-1.5891e-06-0.00057248i,0.00034231+0.00073876i,0.00020556+0.00089352i,8.0497e-05+0.00054931i,-0.00023106+0.00078086i,-0.00013839+0.00014076i,0.00051087-4.7458e-05i,0.00067496+0.00033655i
-1.7152e-05+0.0016804i,0.00087261+0.00084801i,0.0013558-0.00034131i,3.766e-05-0.0011445i,-0.0019011-0.0024363i,-0.0033002-0.0036713i,-0.0031479-0.0020836i,-0.001381-0.00037732i,0.00019471-0.00023489i,0.0010284+0.00017754i,0.00059337+0.00019394i,-0.00019202-0.0004839i,0.00010849-0.00066241i,0.00022677-0.00032615i,-0.0002271+0.00030771i,-0.00034042+0.00080857i,-0.00039293+0.00049365i,-0.00024411-0.00017001i,-5.4008e-05+0.00020592i,-0.00032793+0.00014578i,-0.00089625-0.00058462i,-0.0010897-0.00072464i,-0.00018685-0.00038163i
0.00058991-0.0015245i,0.00068501-0.0016151i,-9.7532e-05-0.0018863i,-0.00074237-0.0025825i,-0.0016304-0.0024998i,-0.0024789-0.0010847i,-0.0021299+0.00096826i,-0.00079219+0.0011274i,0.00049225-0.00040432i,0.00035069-0.0017494i,-0.00071472-0.0012971i,-0.0007607-0.00045442i,-0.00075676-0.00023037i,-0.00035658+0.00063884i,0.00030342+0.00079751i,0.00040874+0.00056827i,-0.00026895+0.00085286i,-0.0011146+0.00068372i,-0.00034957+0.00027732i,0.00072984-0.00028558i,0.00030332-0.00027946i,-0.00042372+0.00015473i,3.3676e-06+0.00048978i
-1.1481e-05-0.0015918i,-0.00086441-0.0016198i,-0.0017801-0.0012989i,-0.0017289-0.0005424i,-0.0028879-0.00060409i,-0.0042363-0.00088977i,-0.0031369-0.00045125i,-0.00074969+3.2027e-05i,0.00073621+7.7052e-05i,0.00099677-0.00048111i,0.00081421-0.0004741i,0.00081049-2.7643e-05i,0.00033984+0.00011536i,-6.396e-05+7.2146e-05i,-0.00028195+0.00027869i,-0.00063951+0.00019828i,-0.00040321+0.00017192i,-0.00042076+0.00081324i,-0.00045025+0.0011312i,-3.4688e-06+0.00075932i,-0.00041462-0.00014813i,-0.00062048+8.539e-05i,2.9174e-05+0.00079605i
-0.00054252+0.00066921i,-0.00060177-0.00078277i,7.8796e-05-0.0019975i,0.00023054-0.0028094i,-0.00049121-0.0043988i,-0.0021291-0.0047953i,-0.0036104-0.0016139i,-0.0020139-7.6232e-05i,0.00049667-0.00057128i,0.00089613-0.00043022i,1.7703e-05-0.00050254i,-0.00064873-0.00044176i,-0.000596-0.00018395i,-0.00038184-1.2313e-05i,-0.00040975+0.00032744i,-0.00029367+0.00053681i,-0.00034349+0.00047453i,-0.0007124+0.00042071i,-0.00060103+0.00040626i,-0.00066313+0.0002153i,-0.00059883-0.00025256i,-0.0007702-0.00077248i,-0.0013908-0.00038449i
0.0020131-0.00026713i,0.0010404+5.798e-05i,-8.1812e-05+0.00041874i,-0.00023643-0.00026707i,-0.00093179-0.0017457i,-0.0020095-0.0020188i,-0.0026205-0.00030764i,-0.001069+0.00087121i,0.00046299+0.0004473i,0.00014612-0.00045918i,-7.2497e-05-0.0007792i,0.00061098-0.00045191i,0.00042736+0.00051223i,-0.00053594+0.00069296i,-0.00086108-0.00013332i,-0.0013753+0.00028858i,-0.0011903+0.00094299i,-0.00038634+0.00060427i,-0.00015703+0.00034006i,-0.00020536+0.00047968i,7.6435e-05+0.00034014i,-0.00017673+8.575e-05i,-0.00064801+0.00031389i
0.00012997-0.00024583i,0.00049437-0.00085803i,0.00023006-0.0029853i,-0.0011963-0.0044384i,-0.0020229-0.0048176i,-0.0028422-0.0036651i,-0.0026366-0.00099103i,-0.0011827+0.00058469i,8.6767e-05-0.00029319i,0.00018447-0.0011832i,-0.00035208-0.0011935i,-0.00050304-3.5527e-05i,-0.0012015+0.0004058i,-0.00056867-0.000282i,0.00065796-8.1677e-05i,0.00019781+8.3202e-05i,2.5573e-05+0.00024178i,0.00014095+0.00024127i,0.00034462+9.2444e-05i,0.00052446+0.00053404i,0.00042061+0.00038765i,0.0007343+0.00027759i,0.00048719+0.00093214i
0.00024002+0.0017598i,0.00010429+0.00088329i,0.00012597+0.00059492i,-0.00018857+0.00031753i,-0.00099504-0.001485i,-0.0022639-0.002137i,-0.0023448-0.00067535i,-0.00087576+0.00012451i,7.1388e-05-0.00082804i,-0.00013517-0.00102i,-0.00086647-0.00050921i,-0.00048021-0.00043843i,-0.00015081+0.00041278i,-0.00043311+0.0010529i,-0.00046577+0.00064349i,-0.000451+0.00085848i,0.00010711+0.00086002i,0.0010587+0.00039468i,0.00061084-0.00017626i,0.00026295-0.00011961i,0.00022399+0.00055578i,0.0003033+0.00032765i,0.00016935+0.00037593i
-0.00056448+0.00020868i,-0.0011263-8.3688e-05i,-0.0011779+0.0001512i,-0.001493-0.00071429i,-0.0027873-0.0029861i,-0.0036327-0.0032083i,-0.0028857-0.00093187i,-0.00075922+0.00083032i,0.00072033+0.00057753i,0.00090841+0.00036055i,0.00087923+0.00029228i,0.00084961+0.00017287i,0.00011303+0.00036028i,-0.00032917+0.00023054i,-0.00010929-0.00019801i,-0.00059281+4.5048e-05i,-0.00077258+0.00072018i,-0.00044066+0.00084113i,-3.8039e-06+0.00059532i,0.00058431+0.00065418i,-0.00032302+0.00061635i,-0.0010908+0.00014854i,-0.00041973-9.0518e-05i
-0.0005408+0.00057806i,-0.00050153+0.00052821i,-0.00057636+0.00057205i,-0.00061294+0.00032632i,-0.0014685-0.00060361i,-0.0020293-0.0015012i,-0.0018617-0.00049019i,-0.00061127+0.00068231i,0.00071149+0.00029741i,0.00047334-0.00047783i,-0.00011285-0.00055136i,0.0003551-0.0003904i,-0.00010805+0.00028063i,-0.00048755+0.00050791i,-0.00034297-0.00061606i,-0.00055295-0.00070323i,-0.00037271+9.8763e-05i,-0.00042126+0.00096099i,-0.0004718+0.0011796i,-0.00028165+0.00087499i,-0.00059882+0.00019675i,-0.00039595-0.0002399i,4.9942e-05+0.00023611i
0.001161-0.0011204i,0.00093185-0.0014093i,0.00076082-0.0014141i,-0.00042011-0.0024197i,-0.0024669-0.0035142i,-0.0041113-0.0028563i,-0.0039457-0.0014642i,-0.0019197-0.00048427i,0.00036842-0.00019211i,0.00084322-0.00015729i,0.00017632-0.00022946i,-0.00058487-0.00036843i,-0.0011431+0.00042925i,-0.00089813+0.001297i,6.5321e-05+0.0012858i,5.0132e-05+0.0012348i,0.00025136+0.0012199i,0.00053507+0.0010721i,9.9107e-05+0.00038238i,0.00057366+1.9786e-05i,0.00075305+0.00064759i,0.00053918+0.00039807i,0.0009463-0.00012442i
-7.563e-05+0.00052946i,9.5526e-05+7.1784e-05i,-0.00023841+5.5532e-05i,0.00029558+0.00048331i,-0.00071086-0.00041479i,-0.0025686-0.0018538i,-0.0021297-0.0010713i,-0.0008527+0.00018894i,4.5618e-06+6.5373e-05i,0.00077216-0.00048054i,0.00056498-0.00066509i,-0.00032164-0.00031503i,-0.001273-0.0003115i,-0.00074477-0.00098702i,-0.00064699-0.0014727i,-0.0011541-0.00060967i,-0.00088795+0.00018325i,0.00012002+0.00021626i,0.00081969+0.0004121i,0.00038798+0.00040258i,-4.1405e-05+0.00017193i,-8.6452e-05+0.00045834i,-0.00013093+0.00036175i
