-0.00028205+0.00054198i,0.00022211-0.00062176i,-0.00054753-0.0018182i,-0.00086205-0.0014671i,-0.00047434-0.0010507i,-0.001023-0.0010224i,-0.0017443+0.00046993i,-0.00041104+0.0019787i,0.0015303+0.0011668i,0.001333+0.00026515i,0.00055801-0.00014747i,0.00085102-0.00052323i,0.0011317-0.00010728i,0.00021885-6.0623e-05i,-0.00090791-0.00020942i,-0.00071788-3.7698e-05i,1.0798e-05+0.0001445i,0.00089131-0.0002085i,0.0014769-0.0003416i,0.0011224-0.00030871i,0.00041227-1.0226e-05i,0.00072205+0.00057756i,0.00084194+0.00061724i
-0.0097399-0.0069498i,-0.028718-0.01653i,-0.054771-0.0087382i,-0.081245+0.004696i,-0.1472-0.028181i,-0.25999-0.069631i,-0.30724-0.053804i,-0.22784-0.0069533i,-0.11834+0.013192i,-0.059648+0.015702i,-0.031525+0.021935i,-0.011868+0.01908i,0.001499+0.0083746i,0.0027085-0.0019655i,-0.005176-0.0040835i,-0.0094854+0.0022821i,-0.0084706+0.0075954i,-0.0040019+0.0074247i,-1.5696e-05+0.0014628i,-0.0018137-0.0044145i,-0.0054751-0.0026566i,-0.00085858+0.0075982i,0.013538+0.021818i
0.0038077+0.01073i,0.018828+0.028623i,0.046758+0.02298i,0.065078-0.034158i,0.066366-0.10525i,0.076166-0.14676i,0.078484-0.14451i,0.042613-0.11031i,0.0031869-0.062413i,-0.0056648-0.026303i,0.00084312-0.011875i,0.0088859-0.0099935i,0.0095647-0.011755i,0.0062246-0.0071768i,0.0079338+0.0014506i,0.012306+0.0048158i,0.012128+0.0053035i,0.0048505+0.0057473i,-0.0024196+0.0074071i,-0.0012397+0.0096606i,0.0041518+0.0077151i,0.0079046-0.0012792i,0.014351-0.015115i
-0.0028502-0.011379i,-0.010558-0.032794i,-0.024384-0.038743i,-0.0077881+0.0059491i,0.075233+0.077834i,0.1904+0.12143i,0.23435+0.10369i,0.18723+0.0517i,0.1143+0.0084594i,0.052447-0.010904i,0.017361-0.014914i,-0.00050438-0.0099224i,-0.0069104+0.0014566i,-0.0015239+0.0050383i,0.004121-0.0042964i,0.0033748-0.015541i,0.0010397-0.020691i,0.0022365-0.017756i,0.0053314-0.011045i,0.0076759-0.0054936i,0.0093518-0.0033821i,0.002588-0.0059041i,-0.014378-0.011904i
-0.0028489+0.0099745i,-0.0049847+0.036687i,0.006568+0.061056i,0.004871+0.054877i,-0.067674+0.04538i,-0.18819+0.058469i,-0.22131+0.07511i,-0.14759+0.056123i,-0.073838+0.019984i,-0.03592+0.013054i,-0.013888+0.022492i,0.001654+0.021353i,0.0063287+0.0080184i,-0.0035159-0.0017032i,-0.01544+0.0001323i,-0.017188+0.0034121i,-0.014558+0.003336i,-0.011235+0.0006865i,-0.0082194-0.003255i,-0.008115-0.0069101i,-0.0098386-0.0089732i,-0.0089031-0.0039381i,-0.0068098+0.010598i
0.0080104-0.0092681i,0.017167-0.034292i,0.0064842-0.067766i,-0.037772-0.084791i,-0.073305-0.086706i,-0.06792-0.093179i,-0.053967-0.085371i,-0.048478-0.033592i,-0.036578+0.011062i,-0.020875+0.011131i,-0.010587-0.0034721i,-0.0069024-0.013466i,-0.0094991-0.012871i,-0.0083438-0.0037287i,-0.0019606+0.0021514i,0.0021442+0.0058964i,0.0055417+0.011503i,0.006595+0.014564i,0.0042561+0.013148i,0.0010146+0.0092477i,-0.0035433+0.0050287i,-0.0049709+0.0035864i,0.0040654+0.0038968i
-0.010036+0.0041548i,-0.026896+0.023226i,-0.027896+0.057011i,0.037429+0.072967i,0.15649+0.025633i,0.22493-0.05053i,0.20246-0.074013i,0.14827-0.068167i,0.095198-0.065067i,0.046485-0.048045i,0.01446-0.024094i,0.0029645-0.0073638i,0.0046671+0.001793i,0.0085588-0.00081287i,0.0065362-0.0092738i,0.00095154-0.01445i,-0.0020836-0.017316i,-0.0011949-0.016886i,0.0024033-0.011529i,0.0061242-0.0040704i,0.00923+0.0027727i,0.011669+0.0034197i,0.0097184-0.0050135i
0.008974-0.00070473i,0.034907-0.0085288i,0.063682-0.032424i,0.037917-0.055024i,-0.063871-0.012233i,-0.1427+0.11016i,-0.12576+0.16683i,-0.083695+0.10502i,-0.065356+0.047691i,-0.037702+0.032825i,-0.0041913+0.021932i,0.0072913+0.0080554i,0.0023615-0.0021755i,-0.0060497-0.0021756i,-0.011502+0.0060255i,-0.013973+0.010781i,-0.017191+0.0092199i,-0.01744+0.0039751i,-0.013274-0.0017832i,-0.0077769-0.0041586i,-0.0011196-0.0062542i,0.0016605-0.012668i,-0.0039722-0.013916i
-0.011727-0.0066893i,-0.040068-0.007597i,-0.085394+0.0087396i,-0.11136+0.054466i,-0.087509+0.08112i,-0.046393+0.025876i,-0.028213-0.030198i,-0.010051-0.0090802i,0.01194+0.016291i,0.0045265+0.0087478i,-0.012722+0.0032004i,-0.015155+0.0040663i,-0.010987+0.0067936i,-0.0046232+0.010917i,0.0025164+0.012661i,0.009826+0.015036i,0.016943+0.01785i,0.016041+0.016387i,0.0082742+0.010755i,2.2201e-05+0.0025089i,-0.010067-0.0025987i,-0.019836+0.0025481i,-0.019727+0.013i
0.003288+0.0096468i,0.027173+0.026933i,0.08119+0.028772i,0.14063-0.033372i,0.14367-0.14245i,0.10145-0.19609i,0.063899-0.15922i,0.035395-0.11322i,0.013881-0.092041i,0.0044288-0.059718i,0.0065147-0.026936i,0.011538-0.011676i,0.014014-0.010997i,0.011497-0.016869i,0.0070029-0.020124i,0.0056439-0.022585i,0.0055861-0.02442i,0.0056967-0.01977i,0.0057171-0.0095649i,0.0043941+0.00057835i,0.0066176+0.010648i,0.015666+0.017554i,0.023803+0.015086i
-0.00232-0.0071403i,-0.013467-0.032106i,-0.054329-0.060944i,-0.11484-0.035211i,-0.11833+0.076238i,-0.06255+0.17883i,-0.014115+0.18649i,0.0034137+0.13612i,-0.0023785+0.087813i,-0.0024185+0.045186i,-0.0010113+0.013164i,-0.006438+6.4633e-05i,-0.014203-0.002341i,-0.018417-0.00010179i,-0.015995+0.0024092i,-0.016496+0.0043608i,-0.019987+0.0062529i,-0.0198+0.0028241i,-0.01301-0.00093476i,-0.0015168-0.0011423i,0.0091429-0.0065311i,0.012719-0.019091i,0.0066699-0.028666i
-0.0084547+0.009689i,-0.0079999+0.040189i,0.013712+0.10143i,0.069916+0.14375i,0.10163+0.1022i,0.056446+0.012675i,-0.0025435-0.04161i,-0.0063815-0.047223i,0.012056-0.030399i,0.0060676-0.0066076i,-0.004176+0.011243i,-0.0021166+0.016175i,0.0040477+0.01704i,0.0095122+0.017003i,0.011561+0.013976i,0.012545+0.010698i,0.014352+0.010446i,0.011789+0.0132i,0.0059221+0.010499i,-0.0015514+0.0011246i,-0.01338-0.0054026i,-0.025523-0.0027303i,-0.028953+0.0052994i
0.014002-0.0041349i,0.029182-0.032767i,0.04042-0.099889i,0.0081733-0.19188i,-0.064374-0.24412i,-0.11038-0.19691i,-0.088751-0.095583i,-0.054687-0.040957i,-0.045236-0.03584i,-0.029147-0.031421i,-0.0033329-0.024036i,0.008921-0.025652i,0.0060367-0.029144i,-0.0010599-0.0288i,-0.0071097-0.024609i,-0.0093976-0.021495i,-0.0051523-0.021581i,0.0029599-0.019152i,0.0074522-0.011883i,0.0067825-0.0027927i,0.0077307+0.0072457i,0.014079+0.016317i,0.019584+0.019494i
-0.0071812+0.0029343i,-0.036628+0.015202i,-0.076439+0.061257i,-0.08576+0.14464i,-0.02658+0.21691i,0.086085+0.21033i,0.14381+0.13116i,0.10861+0.070569i,0.063656+0.047702i,0.029096+0.026623i,-0.00038429+0.01204i,-0.01353+0.012694i,-0.017173+0.014358i,-0.019827+0.013274i,-0.019638+0.012107i,-0.019015+0.010662i,-0.020503+0.0072324i,-0.019644-0.00050395i,-0.013682-0.0043055i,-0.004403-0.0028492i,0.0057007-0.0059531i,0.010942-0.015891i,0.0099497-0.022937i
0.013988+0.0069213i,0.047003+0.0090622i,0.11402-0.0061251i,0.17624-0.050143i,0.16475-0.1008i,0.049006-0.12078i,-0.066796-0.093786i,-0.073889-0.058942i,-0.033216-0.040645i,-0.010463-0.016408i,0.0023904+0.0078786i,0.012088+0.0142i,0.01784+0.011416i,0.021872+0.009682i,0.020876+0.0090502i,0.016854+0.010864i,0.013791+0.015025i,0.0087321+0.016758i,0.0027095+0.012903i,-0.0023123+0.0058565i,-0.01068+0.0018511i,-0.021262+0.0032107i,-0.024218+0.0037072i
-0.0058626-0.0079879i,-0.033528-0.028513i,-0.10001-0.055431i,-0.19474-0.064924i,-0.25731-0.036057i,-0.22239+0.012861i,-0.10968+0.050359i,-0.026077+0.052503i,-0.012973+0.023203i,-0.014525-0.0069668i,-0.0081002-0.026909i,-0.0085836-0.03468i,-0.014231-0.031713i,-0.016053-0.024052i,-0.010507-0.015924i,-0.0019587-0.01164i,0.0044011-0.012209i,0.0096408-0.012807i,0.010716-0.011442i,0.0072271-0.0084857i,0.0079129-0.0023912i,0.01293+0.0048686i,0.012259+0.0085558i
0.0048989+0.012789i,0.017357+0.043242i,0.059246+0.09767i,0.13378+0.14842i,0.21414+0.13666i,0.24087+0.069393i,0.19251+0.0021104i,0.11632-0.026829i,0.060834-0.012091i,0.024207+0.0067942i,0.000605+0.019476i,-0.0051864+0.025306i,-0.0060853+0.023836i,-0.0091338+0.020807i,-0.010866+0.014681i,-0.012854+0.0063681i,-0.017677-9.4041e-05i,-0.02062-0.0045499i,-0.016355-0.0058744i,-0.0084197-0.0045044i,-0.0028999-0.0059993i,-0.00041521-0.010665i,0.0010515-0.0099653i
0.0058866-0.016354i,0.0094963-0.051439i,0.0092029-0.11621i,-0.0032324-0.18878i,-0.043688-0.21249i,-0.10786-0.15115i,-0.14897-0.056822i,-0.12769-0.0068809i,-0.068636-0.00554i,-0.020089-0.0056947i,0.0068887+0.00053983i,0.017662+0.00046793i,0.021371-0.0042411i,0.021027-0.0086286i,0.015713-0.0062262i,0.012622+0.0032301i,0.011894+0.012298i,0.008343+0.014874i,0.0024205+0.012861i,-0.00038626+0.012298i,-0.0028889+0.013921i,-0.0075987+0.015002i,-0.0071604+0.0099951i
-0.012094+0.011455i,-0.03222+0.040507i,-0.067092+0.094554i,-0.11612+0.15981i,-0.14921+0.20392i,-0.10148+0.19668i,0.0027903+0.13036i,0.051258+0.051329i,0.024613+0.0057608i,-0.0096737-0.011395i,-0.021124-0.019851i,-0.023306-0.021204i,-0.02435-0.015668i,-0.02123-0.01094i,-0.011511-0.011412i,-0.00083778-0.016542i,0.0073085-0.019306i,0.013049-0.014926i,0.013154-0.0095806i,0.0093561-0.0088367i,0.0088287-0.0092408i,0.010549-0.0075982i,0.0074044-0.0059828i
0.0098222-0.0046713i,0.043017-0.016891i,0.099793-0.038708i,0.17717-0.064667i,0.23933-0.094729i,0.21892-0.14396i,0.12388-0.15275i,0.056499-0.088033i,0.040211-0.026215i,0.028917+0.0041355i,0.01677+0.020545i,0.014548+0.022802i,0.013258+0.018368i,0.0071012+0.015721i,-0.003206+0.011329i,-0.016385+0.0062218i,-0.024828+0.0028285i,-0.022475-0.0012985i,-0.014464-0.0038387i,-0.0084804-0.0026372i,-0.0063017-0.0040621i,-0.0055529-0.0071433i,-0.0049783-0.0034459i
-0.015119-0.0013355i,-0.048575-0.0033567i,-0.099542-0.016168i,-0.15752-0.049457i,-0.20571-0.071201i,-0.21855-0.014013i,-0.17505+0.076163i,-0.10348+0.08401i,-0.051712+0.03554i,-0.020648+0.0031612i,-0.00014959-0.0087999i,0.006811-0.012942i,0.0068519-0.015193i,0.0038218-0.015187i,0.0015925-0.0060311i,0.0060067+0.0071009i,0.009664+0.014i,0.0069403+0.01465i,0.003647+0.011569i,0.0034583+0.0082191i,0.003221+0.0098858i,0.002098+0.013199i,0.0039224+0.010981i
0.016898+0.0021294i,0.041053+0.019264i,0.068001+0.059685i,0.086923+0.13438i,0.099827+0.20355i,0.10897+0.18529i,0.10666+0.08176i,0.067614-0.0016576i,0.01038-0.015178i,-0.021729-0.0047263i,-0.030593-0.0029269i,-0.028918-0.0021865i,-0.023287+0.002497i,-0.01559+0.0034031i,-0.0067753-0.0033767i,-0.001257-0.013063i,0.0033919-0.017495i,0.0095096-0.014503i,0.01038-0.01039i,0.0064011-0.0089825i,0.0036951-0.0091895i,0.0027216-0.0091322i,0.00073454-0.0094792i
-0.0097682-0.013436i,-0.025071-0.038266i,-0.024584-0.082958i,0.0055946-0.15284i,0.031146-0.22723i,0.019354-0.24208i,-0.009727-0.17843i,-0.0023687-0.093035i,0.032659-0.043616i,0.041271-0.021357i,0.03274-0.00098095i,0.026971+0.00653i,0.020324+0.0030747i,0.012007+0.0018426i,0.0017497+0.0041866i,-0.00877+0.0090751i,-0.014143+0.009051i,-0.01437+0.00061276i,-0.012481-0.0054191i,-0.0091217-0.0034478i,-0.0069232-0.0015351i,-0.0063924-0.0025209i,-0.0060977+0.00032341i
0.0032965+0.023495i,0.0069477+0.048244i,-0.01351+0.078626i,-0.072453+0.10225i,-0.13343+0.12091i,-0.1337+0.14325i,-0.075716+0.15234i,-0.030222+0.11387i,-0.024569+0.050258i,-0.023609+0.0096775i,-0.01479-0.0052731i,-0.0084524-0.0086165i,-0.0074004-0.0094917i,-0.0069873-0.0077505i,-0.00052413-0.0014068i,0.0090967+0.0027699i,0.011219+0.0055911i,0.0046886+0.0095793i,-0.00063446+0.010389i,-0.0010014+0.0068759i,0.0010512+0.0045152i,0.0032963+0.0041623i,0.004913+0.0035416i
0.0032921-0.014622i,0.013766-0.035723i,0.05141-0.045787i,0.11583-0.023659i,0.17088+0.019532i,0.17446+0.019707i,0.11771-0.025854i,0.048546-0.033891i,0.0101+0.00067019i,-0.0029485+0.021359i,-0.0093954+0.018623i,-0.010626+0.013661i,-0.0068646+0.012878i,-0.0038486+0.0080201i,-0.0043155-0.0024621i,-0.0055857-0.010189i,-0.0013732-0.012476i,0.0069955-0.01005i,0.010603-0.0072426i,0.0069585-0.0063685i,0.001279-0.0046902i,-0.0028772-0.0029384i,-0.0046718-0.0030896i
-0.0051756+0.010177i,-0.023873+0.021219i,-0.057874+0.0095237i,-0.093385-0.045393i,-0.11364-0.12376i,-0.1306-0.14555i,-0.11677-0.091163i,-0.054368-0.054612i,-0.0043175-0.058533i,0.0082221-0.050289i,0.013353-0.026617i,0.015429-0.014979i,0.0096307-0.012969i,0.0034274-0.0082334i,-0.0011791-0.00038115i,-0.0038561+0.0063913i,-0.0064524+0.005416i,-0.0095878-0.0015359i,-0.010346-0.0041486i,-0.0066808-0.0013164i,-0.0020128+0.0018695i,-0.00084295+0.0041206i,-0.0011163+0.0051355i
0.011708-0.010124i,0.028067-0.010431i,0.046561+0.013223i,0.039325+0.067831i,0.0021366+0.13025i,0.00015601+0.15911i,0.035826+0.13333i,0.033282+0.084979i,0.00050833+0.049692i,-0.015873+0.027578i,-0.016611+0.011855i,-0.012278+0.0053903i,-0.0079382+0.0031116i,-0.0055471+0.00053113i,-0.0015497-0.002161i,0.002286-0.0046102i,0.0011469+0.00020905i,-0.0012143+0.0095887i,-0.0012566+0.012938i,4.2891e-05+0.0095646i,0.0035094+0.0043329i,0.0067809-0.00030958i,0.0062087-0.0026087i
-0.017334+0.0037473i,-0.030099-0.0023311i,-0.030574-0.024967i,0.010294-0.055186i,0.082273-0.076349i,0.10507-0.083969i,0.057076-0.077958i,0.02127-0.048838i,0.026419-0.014231i,0.026377-0.0004366i,0.014209+0.0024619i,0.0070938+0.0036551i,0.0046275+0.001967i,0.0013296-0.0011587i,-0.0040686-0.0034588i,-0.0065261-0.0041049i,-0.0013249-0.005172i,0.0069352-0.0069418i,0.0099128-0.0089063i,0.0062198-0.0085799i,-4.5232e-05-0.006425i,-0.0039605-0.0051055i,-0.0049444-0.0035835i
0.011037+0.0010995i,0.018215+0.013874i,0.012114+0.034909i,-0.027135+0.033273i,-0.094379+0.0014118i,-0.13073-0.016913i,-0.10504-0.00073044i,-0.059946-0.0016453i,-0.042089-0.02684i,-0.033013-0.027875i,-0.013623-0.016039i,-0.0035149-0.012376i,-0.0046233-0.0092913i,-0.0041378-0.0036046i,-0.0011568+0.0028834i,3.1711e-05+0.0062039i,-0.002756+0.0035374i,-0.0061664-0.0014318i,-0.0065472-0.0040469i,-0.0046786-0.0038262i,-0.0018457+8.126e-05i,-0.00010998+0.0056623i,0.00057587+0.0059055i
-0.011492-0.010164i,-0.01452-0.022422i,-0.0047763-0.034033i,0.017191-0.012637i,0.038756+0.047836i,0.056334+0.083393i,0.06696+0.063415i,0.054518+0.04135i,0.03049+0.040257i,0.012902+0.034158i,0.0033566+0.024156i,0.0020259+0.016468i,0.0019721+0.0079321i,-7.6929e-05+0.0034478i,-0.001157+0.0011078i,-0.0020993+2.2633e-05i,-0.0015672+0.0042997i,-0.00019513+0.0093253i,0.00081379+0.010412i,0.0024474+0.0082224i,0.0050586+0.0025867i,0.0071464-0.0024691i,0.0048979-0.0035938i
0.0066407+0.0083712i,0.00025538+0.019152i,-0.011916+0.027396i,-0.0048756+0.0074244i,0.029115-0.04542i,0.035942-0.080876i,-0.00029649-0.068713i,-0.012383-0.050177i,0.0031934-0.047353i,0.0061195-0.040663i,0.00023091-0.025714i,-0.00090586-0.013534i,0.00073116-0.0066975i,-0.00039803-0.0027667i,-0.0033782-0.001211i,-0.002657-0.0014719i,0.0009779-0.0050147i,0.0038565-0.0085674i,0.0026934-0.009244i,-0.0010469-0.0076169i,-0.004197-0.0062779i,-0.0074471-0.006126i,-0.0074178-0.0035985i
-0.0055082-0.0044766i,0.006733-0.010657i,0.024218-0.012958i,0.010631-0.011273i,-0.050222-0.0016389i,-0.087119+0.019459i,-0.054802+0.03388i,-0.025061+0.028894i,-0.02526+0.020298i,-0.019813+0.016027i,-0.0058293+0.0076845i,-0.0011637+0.00063575i,-0.0023317-0.0014538i,-0.00080472-0.0022807i,0.0025463-0.0015096i,0.0035275-0.0006513i,0.00016673-0.00076224i,-0.0044811-0.0019777i,-0.0060167-0.0020005i,-0.0048101-0.00081649i,-0.0029226+0.0033296i,-0.0010276+0.0083423i,0.00072945+0.0074032i
-0.0013805+0.0097037i,-0.01277+0.010099i,-0.03013+0.0086407i,-0.024865+0.02179i,0.019491+0.05121i,0.05694+0.054131i,0.052221+0.022725i,0.041229+0.0071606i,0.039743+0.0095526i,0.030345+0.0078534i,0.017472+0.0080752i,0.011525+0.0064183i,0.0054083+0.0014594i,-0.00019027+0.00031899i,-0.0018534+7.394e-05i,-0.0024477+1.9775e-05i,-0.00044558+0.0024508i,0.0029501+0.0050068i,0.0048328+0.004893i,0.0056898+0.0033709i,0.0069063+0.0010969i,0.0088797-0.0016556i,0.0072053-0.002039i
0.0014997-0.0087318i,0.011981-0.0039287i,0.031141+0.009395i,0.049387-0.0043491i,0.045507-0.060531i,0.015565-0.089141i,-0.017171-0.056503i,-0.033004-0.029021i,-0.037842-0.029863i,-0.038292-0.023345i,-0.029612-0.009403i,-0.017295-0.0021563i,-0.0077958-0.00014489i,-0.0035882+0.00098009i,-0.0042312+0.0017719i,-0.0059279+0.00025117i,-0.0059603-0.0012892i,-0.004186-0.0018315i,-0.0023315-0.0015835i,-0.00083026-0.00081235i,-0.0028775-0.0024678i,-0.0078831-0.0044621i,-0.0073504-0.0035267i
-0.0052299+0.0056592i,-0.0094089-0.0031504i,-0.020143-0.027122i,-0.050849-0.03338i,-0.088244+0.0079376i,-0.0829+0.048331i,-0.031063+0.043236i,0.0093644+0.023841i,0.018754+0.017417i,0.018413+0.010053i,0.01393+8.314e-05i,0.006968-0.0036774i,0.0012338-0.0037224i,-0.0016123-0.004361i,-0.00059313-0.0053201i,0.0013996-0.0048626i,0.00077201-0.0028393i,-0.00042491-0.0018017i,-0.0014072-0.0021547i,-0.0027409-0.0021205i,-0.0029226+0.00072184i,-0.0011231+0.0049359i,-7.1242e-05+0.0036675i
0.0046951-0.0004044i,0.0048384+0.0083864i,0.0036986+0.040251i,0.029035+0.073259i,0.081964+0.067217i,0.09076+0.032263i,0.046963+0.0073894i,0.020902-0.0034872i,0.01797-0.013111i,0.012449-0.014099i,0.0093324-0.0073508i,0.007904-0.0034377i,0.0028299-0.0011494i,-0.001229+0.0011549i,-0.0028125+0.0014872i,-0.0030598+0.00064461i,-0.0019812+0.00033811i,-0.0011882+3.728e-05i,0.00017642-0.00054408i,0.0018157-0.0003805i,0.0047031-0.00016848i,0.008021-0.0016713i,0.0070349-0.0015302i
-0.0066341+0.0034446i,0.00040887-0.0029991i,0.023455-0.033034i,0.026037-0.087944i,-0.018452-0.12693i,-0.050078-0.10595i,-0.040375-0.045921i,-0.034679-0.003762i,-0.036847+0.012097i,-0.029929+0.018917i,-0.019301+0.01937i,-0.0099456+0.013377i,-0.0033534+0.005742i,-0.00045463+0.0016604i,-2.1498e-06+0.0038961i,-0.00038247+0.007393i,-0.00038902+0.0080351i,0.0011678+0.0061102i,0.0027198+0.0034912i,0.0033049+0.0011325i,0.0011708-0.0022975i,-0.0032018-0.0046029i,-0.0031659-0.0045867i
0.0060601-0.0033547i,-0.0049845-0.0030779i,-0.043988+0.014349i,-0.081547+0.064636i,-0.070947+0.1167i,-0.035929+0.11007i,-0.0058015+0.049905i,0.020221+0.0019798i,0.027162-0.016473i,0.016937-0.021486i,0.0067206-0.019547i,0.00186-0.013974i,-0.0008076-0.0079942i,-0.0029312-0.0053775i,-0.0031255-0.0055707i,1.762e-06-0.0054225i,0.0029626-0.0057128i,0.0031528-0.0060906i,0.0010095-0.0054008i,-0.0024251-0.0041597i,-0.0044834-0.00054483i,-0.0049386+0.0039762i,-0.0051272+0.0040549i
-0.0067262+0.00091095i,0.002469+0.0093781i,0.04885+0.017654i,0.11483-0.0022912i,0.13889-0.043877i,0.10578-0.050222i,0.05191-0.019287i,0.015593-0.00079627i,0.00054727-0.0017724i,-0.0043337-0.0027851i,-0.0014842-0.00024971i,0.001555+0.00015289i,0.00082745-0.0003966i,0.00032165-0.00038464i,-0.00199-0.00065173i,-0.0062217-0.0017499i,-0.0082368-0.0016393i,-0.0083571-0.00094192i,-0.0079701+0.00012392i,-0.0058261+0.002679i,0.00024258+0.003419i,0.0055762+0.0018097i,0.0058726+0.002518i
0.0074415+0.0019365i,0.0042602-0.013077i,-0.032114-0.047i,-0.09856-0.07018i,-0.14262-0.059801i,-0.12972-0.035633i,-0.078231-0.010096i,-0.03299+0.012481i,-0.010703+0.019649i,-0.0013952+0.017979i,0.002298+0.015885i,0.0035209+0.010232i,0.0027072+0.0033952i,0.0018221+0.0006537i,0.0033284+0.0023721i,0.0061751+0.0049278i,0.0073526+0.0060787i,0.0066817+0.005863i,0.0067553+0.0040651i,0.0066575-0.00036268i,0.0034187-0.0045573i,-0.00010874-0.0062797i,0.0014513-0.0068441i
-0.0078674-0.0038008i,-0.013672+0.014116i,9.3143e-05+0.064513i,0.042246+0.12061i,0.078887+0.13472i,0.072864+0.09719i,0.03956+0.034367i,0.017116-0.016678i,0.0053772-0.035093i,-0.0057035-0.03002i,-0.010405-0.019576i,-0.0095861-0.011663i,-0.007143-0.0061075i,-0.0043869-0.003557i,-0.0033253-0.0052063i,-0.001571-0.0081781i,0.00010295-0.0096428i,-0.00027426-0.0091199i,-0.0014518-0.0075948i,-0.0038811-0.0046214i,-0.0057753-8.9764e-05i,-0.0068546+0.0038586i,-0.0087841+0.0036049i
0.0091848+0.003719i,0.023391-0.0093771i,0.039108-0.057688i,0.038636-0.1247i,0.022461-0.15502i,0.012156-0.11503i,0.013706-0.042142i,0.015373+0.0031769i,0.013535+0.014848i,0.010989+0.01316i,0.0092278+0.0078007i,0.006373+0.0020965i,0.002164+1.5929e-05i,-0.0021845+0.001638i,-0.0062959+0.0038091i,-0.0095706+0.0063561i,-0.010142+0.0087547i,-0.0083444+0.0082775i,-0.0056462+0.0065823i,-0.0016349+0.0062478i,0.0039618+0.0054257i,0.0082146+0.0043105i,0.0075093+0.005365i
-0.007199-0.0029774i,-0.027065-0.00028174i,-0.064191+0.030874i,-0.10002+0.079896i,-0.11074+0.10426i,-0.091823+0.080431i,-0.054869+0.044815i,-0.022161+0.027489i,-0.0074004+0.015194i,-0.002491+0.0072042i,0.00097507+0.0065653i,0.0032695+0.0040866i,0.0021436+5.0722e-05i,0.00037507-0.0012698i,0.0028977-0.00084214i,0.00704-4.65e-05i,0.0082171+0.00051448i,0.0078218+0.00019969i,0.007622-0.0020426i,0.0067931-0.0062185i,0.0031989-0.010301i,9.5088e-05-0.012349i,0.00097265-0.011711i
0.0017101+0.013422i,0.026899+0.020501i,0.078943+0.016231i,0.13364-0.0035495i,0.14752-0.01876i,0.10715-0.016659i,0.04303-0.018528i,-0.0043759-0.028684i,-0.021637-0.026934i,-0.02237-0.017654i,-0.019214-0.010035i,-0.013486-0.0046566i,-0.0081722-0.0032567i,-0.0057574-0.0047005i,-0.0048579-0.0064681i,-0.0058613-0.0085393i,-0.0067798-0.0095817i,-0.0061339-0.0081541i,-0.0057691-0.0057278i,-0.006727-0.0029735i,-0.0078018+0.0022949i,-0.0089968+0.0065917i,-0.0095142+0.005353i
-0.00028523-0.011475i,-0.017524-0.030203i,-0.060332-0.052584i,-0.10788-0.067654i,-0.11625-0.069761i,-0.076966-0.057369i,-0.02234-0.025828i,0.019988-0.001239i,0.0342-0.0027885i,0.026122-0.0081827i,0.016804-0.0064832i,0.011327-0.0040297i,0.0055122-0.00075517i,0.00093687+0.0040849i,-0.0018397+0.0094571i,-0.001945+0.013803i,-0.00036947+0.013923i,6.5447e-05+0.010485i,0.00019952+0.0069611i,0.0026375+0.0049777i,0.0077841+0.0046301i,0.011724+0.0048262i,0.010549+0.0063062i
-0.0054931+0.0098398i,0.00040415+0.03526i,0.023233+0.077463i,0.047847+0.11278i,0.044022+0.11894i,0.018337+0.096771i,0.0062398+0.059369i,0.0062383+0.030382i,0.0018386+0.020056i,0.0002185+0.017029i,0.0044136+0.011103i,0.0050747+0.0034542i,0.0028781-0.0017919i,0.0025043-0.0041666i,0.0043326-0.006203i,0.0055227-0.0074743i,0.0052602-0.0066045i,0.0047395-0.0046357i,0.0047434-0.0036657i,0.00248-0.004851i,-0.0014429-0.0084798i,-0.0038771-0.012117i,-0.0036035-0.012205i
0.0069412-0.0058037i,0.015748-0.030126i,0.019678-0.072914i,0.022255-0.11121i,0.031487-0.11651i,0.025628-0.088763i,-0.0069929-0.047927i,-0.032716-0.018424i,-0.035591-0.005448i,-0.030458-2.9109e-05i,-0.024435+0.0043608i,-0.016384+0.0052402i,-0.0098688+0.0014602i,-0.009194-0.0024711i,-0.011647-0.00436i,-0.012967-0.0052752i,-0.012388-0.0048476i,-0.010044-0.0020713i,-0.0062092+0.00095101i,-0.0037376+0.0035025i,-0.0045019+0.0067473i,-0.0071241+0.0094259i,-0.0086936+0.0073659i
-0.01074+0.0046464i,-0.027537+0.022158i,-0.049204+0.054332i,-0.069268+0.074643i,-0.079133+0.059247i,-0.060556+0.030537i,-0.01391+0.011438i,0.02018-0.0077729i,0.021306-0.024693i,0.011128-0.02566i,0.0066688-0.018372i,0.0058705-0.011908i,0.0053533-0.0056969i,0.0056438+0.00035407i,0.0069378+0.0048271i,0.0091951+0.0074423i,0.0094134+0.0072846i,0.00619+0.0043015i,0.0034699+0.0020703i,0.0034291+0.0014341i,0.0072923+0.00036107i,0.012072+9.8125e-06i,0.011843+0.0020653i
