-0.0025594+0.0011529i,-0.0015497+0.00074462i,-0.0008674+0.00076592i,-6.5782e-05+0.00063404i,0.00023502+9.6154e-05i,0.00075553-0.00040857i,0.00051731-0.00013691i,0.00034379+0.00043408i,0.00064809+0.000739i,0.00060284+0.00044961i,0.00049158-0.00051103i,-8.1035e-05-0.00080315i,5.0318e-05-2.7991e-05i,0.00042011-0.00033408i,-0.00011251-0.00074036i,4.726e-05-0.00028427i,0.00030026+0.00014735i,0.00021614-0.00014208i,0.00064703-0.00018099i,0.0010013+0.00067794i,0.0010518+0.00074024i,0.000391-0.00017566i,0.00010052-0.00074322i
0.0017126-0.0010447i,0.0016833-0.00082487i,0.0019114-0.00087297i,9.3394e-05-0.0015494i,-0.0012587-0.0016861i,-0.001648-0.0006566i,-0.0014548+0.00030721i,5.1486e-05+0.0004471i,0.0010709+0.00071136i,0.00063161+0.00065405i,0.00017969-0.00029653i,-8.1596e-06-0.00026996i,-0.00013866+0.00066062i,0.00033876+0.00059462i,0.00079327+0.00031245i,0.00089754+0.0002424i,0.00060391+0.00035624i,0.0002197-6.5209e-05i,2.3505e-05-0.00096186i,-0.00020293-0.00076214i,-0.00065206+6.3438e-05i,-0.00053185+0.00056464i,-0.00053793+0.0011653i
-0.00022811+0.0017245i,-0.00019095+0.00055934i,-0.00014954-0.0011991i,-0.00027938-0.0025772i,-0.0020049-0.0021926i,-0.0026721-0.00089068i,-0.0014242-0.00010099i,-0.00032986+0.00026874i,0.00037235+0.0001789i,0.00036517-9.9827e-05i,0.00025886-0.00037307i,0.00025308-0.00019478i,0.0011925-0.00046424i,0.0014032-0.00053121i,0.00034993-0.000142i,-0.0002788-0.00015559i,-0.00073625-0.00020389i,-0.00074593+0.00010502i,-0.00044729+0.00034096i,-0.0010545+0.00034706i,-0.0012475+0.00027101i,-0.00072014+0.00042469i,-0.00055886+0.00024915i
5.0224e-06-0.001483i,-0.00045783-0.0016027i,-0.0021295-0.000837i,-0.0039872-7.0624e-06i,-0.0045009+0.00069837i,-0.0027739+0.00046979i,-0.0011945-0.00015981i,0.00038939-0.0004307i,0.001007-0.00097768i,0.00065061-0.00072314i,0.00026362+0.00022776i,-0.00025506+4.8882e-05i,-0.00022596-0.00029778i,-0.00059526-0.0008524i,-0.0002459-0.00089081i,0.00028229-0.00067944i,-0.00018594-0.00035564i,-3.4197e-05+0.00047473i,-7.0919e-05+0.00098755i,-0.0003946+0.00079518i,-9.4233e-05+0.00037768i,0.00012722+0.00019653i,0.00014856+0.00018461i
-4.58e-05-0.0015542i,-0.0020054-0.001261i,-0.0032658-0.0013718i,-0.0030187-0.0017644i,-0.0017689-0.00089185i,-0.00027242+0.00067i,0.00063649+0.00059831i,3.8961e-05+0.00025369i,-0.00046928+0.00034219i,-0.00045389-5.1703e-05i,-0.00054842-0.00034996i,-0.00038016+0.00011951i,-2.887e-05+0.00048482i,0.0007935+0.00057729i,0.0013016+0.00079921i,0.00070348+0.00047048i,6.0126e-05+0.0002495i,-3.9141e-05-0.00013452i,-0.00016969-0.00051109i,-0.00032168-0.00059771i,-0.00036553-0.00021844i,-0.00048632+7.0428e-05i,-0.00093912+5.5346e-05i
-0.0025443-6.5754e-05i,-0.0014123+0.001023i,-0.0012778+0.0013571i,-0.00095472+0.00020581i,-0.00068477-0.00054451i,-0.0003118-0.00069998i,-8.478e-05-0.00062597i,-0.00018768-0.00088614i,0.00038757-0.00081831i,0.0015192-0.00037196i,0.001152-0.00063736i,0.00020105-0.00019908i,-0.00014662+0.00028727i,-0.00042405-0.00026594i,0.00011778-0.00066369i,0.00025614-0.00047291i,0.00023049+8.5517e-05i,-0.00010538-0.00011639i,-0.00047244+0.00032835i,0.00044348+0.00063162i,0.001175-9.3321e-05i,0.0010855-0.00060421i,0.0003866-0.00054754i
-0.002728+0.00056998i,-0.00090843+0.00059338i,5.9845e-05+0.0014965i,0.00095395+0.001221i,0.0013687+0.00015561i,0.0002687-0.0006047i,-0.00099578-0.00042111i,-0.001082-0.00021527i,-0.00086739-0.00014662i,8.7482e-05-0.00033251i,0.00092212+3.5232e-05i,0.00039572+0.00042342i,0.00042631+0.00034692i,0.00067806-0.00021196i,0.0010567-0.0006417i,0.0012617-0.00064974i,-5.2282e-05+0.00023476i,-0.00035603+0.00041864i,0.00084653+0.00029876i,0.0004208+0.00083319i,-0.00028387+0.00017584i,-1.8613e-05-0.00070825i,0.00033273-0.00060202i
0.00082528+0.00011811i,0.0015657+0.00034544i,0.00065148-0.00081234i,-0.000728-0.0020117i,-0.0014435-0.0015662i,-0.0015582-0.00050852i,-0.00085951-5.9308e-06i,0.00052141+0.00067481i,0.00068975+0.0015878i,0.0003433+0.0010969i,0.00043243-0.00023635i,0.00073699-0.00012685i,0.00083468+0.00043322i,0.00022013-0.00020992i,-0.00032859-0.00085639i,-0.0008682-0.00069875i,-0.00088068-0.00054156i,-0.00030717-0.00011207i,0.00066181+0.00034234i,0.0012873-0.0001881i,0.00054706-0.00067121i,-2.9212e-06-0.00080063i,6.0066e-05+7.5087e-05i
0.00056128+0.00012022i,-0.00022733-0.00062986i,-0.00070425-0.0020837i,-0.0021044-0.0027846i,-0.0023933-0.0019919i,-0.0017663-0.00079908i,-0.0011051-0.000323i,-0.00052895+0.00057376i,-3.9022e-05+0.0014277i,7.7492e-06+0.0012153i,-4.1644e-05+0.00061299i,-7.0042e-05+0.00011994i,2.5268e-05+0.00018018i,2.6472e-05-0.00011473i,0.00076048-0.0013171i,0.00077999-0.00072047i,2.2167e-05+0.00061939i,-0.0002123+0.00041277i,-0.00084612-0.00018874i,-0.0014885-0.00034251i,-0.0012878-0.00065056i,-0.00033298-0.00057603i,0.00026685+2.9332e-05i
0.00018324+0.00097593i,0.00034731+0.0011578i,-0.00019286+0.00059956i,-0.00028008-0.00019365i,-0.00099314-0.00050651i,-0.0014706-1.0399e-05i,-0.00063066+0.00042857i,2.709e-07-0.00020939i,0.0001601-0.00038656i,0.00025675+0.00011329i,0.00036385-0.00055694i,0.00025218-0.00076136i,1.8315e-05+0.00018197i,0.00058121-0.00016955i,0.00069704-0.00059587i,-0.00047285-0.00042629i,-0.00068292+1.7748e-05i,-0.00058297+0.00032907i,-0.00067167+0.00029973i,-0.00015934+0.00038636i,0.00011704+0.00023384i,-0.00084931+3.1897e-05i,-0.00057246+9.5142e-05i
0.00049225-0.0011167i,0.00024887-0.00093664i,-0.0003313-0.0010905i,-0.00065518-0.0016907i,-0.00045285-0.0025352i,-0.00046047-0.0018241i,-0.0003025-0.00070839i,-0.00042636+0.00025398i,-0.00050031+0.00011663i,-0.00051819-0.0003158i,-0.00041411-0.00015296i,-0.00056643+7.0488e-05i,-0.00032844+0.0010202i,-5.3874e-05+0.00052345i,0.00068961-0.00093944i,0.00091674-0.0007028i,0.00041395+0.00027188i,8.6615e-05+0.00081628i,-0.00054986+0.00044178i,-0.00073437-0.00019397i,-0.00059066-0.00023569i,-0.0002744+0.00067893i,0.00056572+0.00081059i
0.00092253-5.2064e-06i,0.0012095+0.00049804i,0.00083709-8.5129e-05i,-0.00024858-0.00082523i,-0.00080371-0.00028588i,-0.00023112-2.0119e-05i,0.00060118+1.4877e-05i,0.00096675+0.00082048i,0.00057288+0.00097169i,0.00012553+0.0003175i,-0.00019764+2.7875e-05i,-0.00045205+4.5485e-05i,-0.0005489-3.1623e-05i,-0.0002207-0.00010135i,-0.00023571+5.5374e-05i,-0.00065837-0.00013762i,8.1138e-05+6.3371e-05i,0.00076601-0.00046884i,0.00027305-0.00047667i,-0.00018852-0.0001732i,0.00024183-0.00037574i,0.00059318-0.00036439i,0.00014057-0.00018099i
-0.001396+0.0011013i,-0.0005097+0.00098872i,0.00077853+0.0016944i,0.00068847+0.00068842i,0.00011301-0.00070156i,-5.9437e-05-0.00060469i,-0.00070865+3.4924e-05i,-0.0010017+0.00064196i,-0.00031276-0.00020522i,-0.0001865-0.00050466i,-0.00046052+0.00032953i,-0.00018626+0.00032017i,-4.1241e-05-0.00023621i,0.00046692-0.00047969i,0.00055306-0.00027915i,-0.00010917-0.00024364i,-9.722e-05-0.00039381i,0.00068754-0.00080853i,0.0004865-0.0008746i,-0.00038413-0.0011145i,-0.00077511-0.00077808i,-0.0010916+0.00053812i,-0.0007554+0.0001735i
-0.0029207+0.00016558i,-0.0022278+0.0014837i,-0.0011568+0.0014287i,-0.00034127+0.00047277i,-0.00018569+0.00042804i,-1.2786e-05+0.00082179i,-0.00063881+0.00019017i,-0.00050636-0.00018818i,0.00016881-0.00012885i,0.00044998-1.5378e-05i,0.00033074+3.9721e-05i,-0.00049564+0.00031035i,3.4951e-06-0.00033685i,0.00077307-0.0010883i,0.00027918-0.00037623i,0.00031628-2.172e-07i,0.00049081-0.00016427i,0.00012548-0.00042177i,-0.0002004-3.9025e-05i,8.5584e-05+0.0003756i,0.0006149+0.00025962i,0.00027096-1.9083e-05i,-0.0006441+0.00015762i
-0.00055259+0.00095285i,-0.00079976+0.0010835i,-0.00031572-0.00010253i,-0.00069439-0.000823i,-0.0014596-0.0013081i,-0.00067614-0.00079714i,-0.00058153+0.0004162i,-0.0010571+0.00029582i,-0.0005528-0.00039028i,-0.00032767-0.00081534i,-0.0003667-0.00027317i,0.00013395+0.0008419i,0.00066649+0.0010612i,0.00076848+0.00010113i,0.00028898-0.00022283i,-0.00027712-0.00020764i,-0.00022984-0.00044765i,-0.00054932-0.00043323i,-0.0010548-0.00066463i,-0.00058257-0.00015119i,0.0001798+0.0010224i,0.00050317+0.0013508i,0.00060799+0.00078799i
0.00053171+0.0016915i,0.00068642+0.00091592i,0.00040254-0.00011935i,-0.00018022-0.0011439i,-0.00011514-0.0014863i,-0.00012559-0.0014868i,0.00015551-0.0015611i,-0.000277-0.001362i,-0.00075485-0.00073989i,6.18e-05-0.000315i,0.00036545-0.00060471i,0.00015121+0.00012157i,0.00048525+0.00077827i,0.0007497+4.5891e-05i,0.00041849-0.00057771i,-2.8752e-05-0.0006146i,0.00027731+4.0277e-05i,0.00073925+0.00035105i,0.00077088+0.00014956i,0.0008126+0.00016001i,0.00020331+0.00036032i,-0.00059331-0.00024657i,0.00020047-0.00042624i
0.0013183-0.0004559i,0.00084473-0.00027473i,0.00034701-0.00084741i,-0.0011125-0.0023368i,-0.001887-0.003032i,-0.00026616-0.0014885i,0.00038912+0.00053653i,0.00016251+0.0017942i,0.00030456+0.0017387i,0.00021633+0.0013871i,0.00020134+0.00098434i,0.00011932+0.00052413i,0.00041492+0.00051476i,0.00055355+0.00043724i,0.00046712-0.00026162i,0.00052468-0.00033878i,0.00063181+9.3432e-05i,0.00046882+0.00043319i,-0.00046244+0.00016453i,-0.00078639+0.0001347i,-0.0005074+0.00041678i,0.00055014+0.0004354i,0.00051924+0.0012031i
0.00054447+0.0023901i,0.00039668+0.00082687i,0.00054163+0.0003876i,0.0011876+4.4525e-05i,0.0008679-0.00049705i,-0.00041034-0.00097452i,-0.00028241-0.001144i,0.00015374-0.00013923i,0.00024588+0.0010535i,9.4471e-05+0.0011307i,4.0457e-05+0.0005077i,-0.00045325-5.8879e-05i,-0.00051836-8.4695e-06i,0.00021975-0.00052274i,0.00014183-0.00082305i,-0.00086435-0.00043904i,-0.00076422-0.0002492i,-0.00045207+8.0011e-05i,-0.00029442-0.0003015i,0.00021813-0.00080274i,-4.0206e-05-8.2069e-05i,-0.00053767+0.00041415i,-0.00019792-9.3767e-05i
0.00052875-0.00067094i,0.00088228-0.0012248i,0.00014928-0.0012772i,-0.00099296-0.001559i,-0.00072161-0.0023144i,-0.00061564-0.0012097i,-0.0014308+0.00032147i,-0.0013239+0.00046791i,-0.00042346+7.8433e-05i,0.00018318-0.00029355i,0.00019947+0.00011993i,0.00029649+9.2148e-05i,-4.8062e-05-0.00051823i,-0.00042672-0.00030375i,-0.00059268+0.00082905i,-0.00069035+0.00060499i,-6.3891e-05-0.00023262i,0.00066374-0.00012018i,0.00072845+0.00047491i,0.00071918+0.00041026i,-0.00019231-0.00026627i,-0.00069851-0.0007135i,-7.7026e-05-0.00025513i
0.00059039-0.00079953i,0.00086236-0.0002039i,0.00083213-0.00045077i,-0.00055236-0.001511i,-0.0021284-0.0018644i,-0.0026453+0.0001756i,-0.0016761+0.0012358i,-0.00024744-9.2456e-05i,3.1604e-05-0.000587i,-5.3998e-05-0.0006507i,6.2572e-06-0.00061697i,0.00018812+5.694e-05i,0.0005904+0.00012204i,0.00034181-0.00042902i,-0.0005027-0.00018627i,-0.00050896+9.7293e-05i,0.00017152+0.00043753i,0.00051997+0.0012914i,0.0004921+0.00054333i,-0.00024759-0.00012116i,-0.00056833+0.00036984i,-0.00025496+0.00051209i,0.00043412+0.00053794i
0.00032614+0.0010209i,0.001062-5.7891e-05i,0.0010365-0.0012227i,-0.00018387-0.0020442i,-0.00077312-0.0018105i,-0.00086937-0.00087201i,-0.0013502-9.2591e-05i,-0.0013743+0.00014565i,-0.0007205+0.00029052i,-0.00036989-0.00020307i,0.000311-0.00047424i,0.00078482-0.00021966i,8.2769e-05-9.0735e-05i,0.00019158-0.00044569i,0.00078779-0.0010098i,0.0010874-0.00049913i,0.00054285+0.00076443i,-0.00061508+0.00089816i,-0.00054256-5.4856e-05i,-0.0004463-0.00020653i,-0.00036031-2.9462e-05i,0.00036522-0.00042129i,-4.5553e-06-0.0006146i
-0.00027745+0.001638i,0.00012395+0.0014953i,0.00066386+0.0021739i,0.0012335+0.0015869i,0.0020537+0.00026164i,0.0015075-0.0010353i,0.00030219-0.0012777i,0.00061964-0.0011896i,0.0020428-0.0011333i,0.0022796-0.00033356i,0.00090726-0.00028115i,-0.00046189-0.00077641i,-0.00083732-0.00057986i,-0.00035799-0.00039736i,0.00032785-0.00062554i,0.00032701-0.00072878i,-0.00060265-0.00033646i,-0.0011372+0.00016152i,-0.0010723+0.00028581i,-0.00067018-7.5577e-05i,-0.00046125+0.00047324i,-0.00061781+0.0013978i,-0.0011857+0.00073083i
-0.00056592+0.00099736i,0.00076466+0.0007545i,0.00061866+0.0014619i,-0.00080431+0.00072192i,-0.0016428-0.0015195i,-0.0017042-0.0024727i,-0.0011159-0.0011701i,-0.00061533-9.4224e-06i,0.00024987+0.00051946i,0.000551+0.00057254i,0.00017161-3.1608e-05i,-0.00018556-0.00029773i,-0.00059251+0.00028704i,-0.00077471+0.00037097i,-0.0013146-0.00014326i,-0.0012755-0.00069066i,-0.00035959-7.1602e-05i,-0.00015927+0.00037312i,-0.00082943-0.00031681i,-0.00091466-0.0002463i,-0.00037277+0.00026812i,-8.1117e-05+0.0006014i,0.00028486+0.00034955i
0.0010255+0.0017553i,0.00080231+0.0014785i,0.00051232+0.0010563i,0.00012671-0.00043884i,-2.5738e-05-0.0020085i,-0.00073155-0.0023765i,-0.00095526-0.001969i,-0.00053624-0.00057366i,-0.00012236+0.00067612i,-0.00012142+0.00080641i,-0.00093128+0.00062183i,-0.0011871+0.00043241i,-0.00022231+0.00023481i,0.00059998+0.00066129i,0.00056326+0.001022i,4.6251e-05+0.00079885i,-0.00055388+0.00066879i,0.00026899-0.00071341i,0.00059239-0.00088257i,0.00015046-0.00017916i,0.00064124+0.00050749i,0.0010785+0.0007805i,0.00041902+0.00063317i
-0.0012902-0.0022015i,-0.0020135-0.0013549i,-0.0022327-0.0011487i,-0.0029589-0.00095377i,-0.0037031-0.0010553i,-0.0024482-0.00038916i,-0.0010279+0.00089131i,-0.00043221+0.0014792i,0.00012209+0.00083098i,-0.00020794+2.5011e-05i,-0.0013052+8.9904e-05i,-0.0010836-3.7801e-05i,-0.00010901+7.5183e-05i,0.00033554+0.0001937i,0.00083494-0.00033392i,0.00056089-0.00099238i,0.00023985-0.00065759i,0.00068077-0.00028412i,0.00079338-0.00023807i,9.9879e-05+8.0252e-05i,-0.00021216+0.0005368i,0.00058915+0.00051287i,0.00094215-0.00051567i
0.0010894+0.0014833i,0.0031219-0.00037884i,0.0035786-0.0013801i,0.0014271-0.00030979i,-0.0007756+0.00016757i,-0.0013696-2.1809e-05i,-0.0010279+2.5713e-05i,-0.00065006-0.00017706i,-0.0003101+2.6401e-05i,-5.2644e-05+0.00045794i,6.2097e-05+8.2494e-05i,-0.0007797-0.00051412i,-0.00088206-0.00019447i,0.00033286+0.00028469i,0.00068039+4.8279e-05i,0.000356+0.00031376i,0.00079008+0.0003142i,0.00097437+0.0003706i,0.00028606+0.00038716i,-0.0002804+0.00024281i,-0.00084719-0.00015767i,-0.0012015-0.00059442i,-0.0010114-0.0003578i
-0.00014052-5.3935e-05i,2.5337e-05-0.00071333i,-0.00053675-0.00074462i,-0.001007-4.3406e-05i,-0.0013466-0.00047356i,-0.00029722-0.00020348i,0.0006387+3.8819e-05i,-0.00024952-7.8332e-05i,-0.00044184-0.00042459i,-0.00028366-0.00059012i,5.7309e-05+5.6782e-05i,0.00042227+0.0011583i,0.00043451+0.00063137i,0.00060683-0.00055868i,0.00069868-0.00028608i,0.00046874+8.9704e-05i,0.00023111-0.00018952i,-0.00043508-0.00063697i,-0.00084753-0.00043341i,-0.00077728+0.00034014i,-0.0011879+0.00037534i,-0.00087775+1.7631e-05i,2.4806e-06-0.00043857i
-0.00044014+0.00064458i,0.00023267+0.00071513i,0.00068748+7.7366e-05i,0.00039716-0.00043743i,7.0245e-05-0.00090607i,-0.00034413-0.00098111i,-0.00026262-0.00091905i,-0.00023372-0.00078897i,-0.00025227+0.00052181i,-3.4896e-05+0.00066598i,0.00032666-5.0716e-05i,0.00053638+0.00022672i,0.0016712+0.00031204i,0.001516+0.000469i,2.3507e-05+0.00015844i,-0.00076686-9.6815e-05i,-0.00059416-0.0001271i,-0.00069368+0.00010738i,-0.00096837-2.1275e-05i,-0.00097573-0.00035419i,-0.0011778-0.000112i,-0.00094692-0.00032908i,-0.00046688-0.0012133i
0.00030453+0.0020881i,-0.0001417+0.0007914i,9.0288e-05+0.00083187i,0.00085549-0.00027818i,0.00032432-0.0017875i,-0.0012069-0.0024011i,-0.00098002-0.0016802i,0.00084295-0.00061151i,0.00091099+0.0004669i,0.00018608+0.00045704i,-0.00011293+0.00064439i,-4.0617e-05+0.0006168i,-0.00017853-0.00051084i,-4.9424e-05-0.0011405i,-8.4599e-05-0.0013122i,-0.00078151-0.00099476i,-0.00039612-0.00078162i,-0.00013485-0.001031i,-0.00020213-0.00049484i,0.00039827+0.00036585i,0.00042358-1.5171e-05i,0.00011977-0.00046506i,-0.00018341-0.00010406i
0.0016836-0.00032296i,0.00064006-0.0010153i,-0.00035054-0.0023033i,-0.00040598-0.0032812i,-0.0012747-0.0031675i,-0.0015255-0.0019597i,-5.4705e-05+5.2954e-05i,0.00041035+0.0012163i,0.00028808+0.00023781i,0.00038055-0.00073664i,-0.00018293-0.00013681i,-0.00093184+0.00083018i,-0.00018794+0.0014184i,0.00095582+0.0010475i,0.00065931+8.6951e-05i,8.2583e-05-0.00031642i,-0.00019723+0.00040878i,0.00021719+0.0004966i,0.0012573-0.00030002i,0.0011704-0.00028907i,0.00011613+0.00032437i,-0.00065079-0.0001953i,-0.00070288-1.2354e-05i
0.00027678-0.0012046i,-0.00055906-0.0012131i,-0.0016678-0.0019144i,-0.0025608-0.0011831i,-0.0033224+7.0836e-05i,-0.0026299+0.00037793i,-0.0015227+0.00026408i,-0.0012988+0.00013315i,-0.00083667+0.00055517i,-0.00019068+0.00072264i,-0.00023484+0.00062407i,-2.7201e-05-7.9468e-05i,3.1942e-05-0.0003109i,-0.00032803-0.00044933i,-0.00012602-0.00074006i,0.00015814-0.0002142i,0.00030258+4.1679e-05i,-2.8353e-05+0.00041619i,-6.1167e-05+0.00069062i,0.00010987+0.00060156i,-3.9192e-05+0.00096723i,-0.00054969+0.0011091i,-0.00047497+0.00077038i
-0.0011999+0.0011569i,-2.035e-06+0.001819i,0.001317+0.0020533i,0.0010317+0.00046125i,0.00043548-0.00082683i,-0.00015344-0.00098839i,-0.00045666-0.0013337i,-0.00052238-0.00092251i,-0.00043537-0.0004555i,3.3818e-06+0.00056971i,-0.00061548+0.00065519i,-0.0015278-0.00063103i,-0.0014007-0.00094733i,-0.00092795-0.00062947i,-1.716e-07+0.00042068i,1.8015e-05+0.0012814i,-0.00017012+0.00078899i,0.00050884+7.4605e-05i,0.00049432-0.00032165i,0.00040795-0.00051924i,0.00044203-0.00045198i,0.00013203-0.00050588i,-3.4676e-05-0.00048558i
-0.0019061+0.00021455i,-0.0028662+0.00099689i,-0.0029282+0.0011954i,-0.0025525-0.00050405i,-0.0017501-0.0016973i,-0.0015856-0.00081057i,-0.0013358-0.00036625i,-0.00087908-0.00065493i,-6.9882e-05-0.00031183i,-1.3386e-05+0.00013024i,-9.3105e-05+0.0002294i,0.00080308+0.00043108i,0.0010517+0.00032079i,0.00088402+0.00050349i,0.00081682+0.0007666i,0.00039859+0.00025433i,-0.00013292-0.00020834i,-9.4039e-05-0.00072974i,0.00026451-0.0010216i,0.00064126-0.00068969i,0.00036305-2.991e-05i,-0.00020344+0.00047862i,-0.00013341+0.00018263i
0.00020682-0.00076559i,0.00034428-0.0003763i,0.00084743-0.0012546i,-0.00042392-0.0026794i,-0.0020479-0.0027682i,-0.0029271-0.0014467i,-0.0021823+0.00019174i,-0.00041385+0.00098673i,0.00063347+0.00032722i,0.00064192-0.0004291i,0.00029131-0.00013505i,-0.00046194+0.00069713i,-0.00022291+0.0010525i,0.00088119+0.00088039i,0.00089186-0.00017464i,0.0006067-0.00057576i,0.00019534+0.00018714i,-0.00042291+4.9368e-05i,0.0002575-0.00024048i,0.00027781+0.00030703i,-0.00057514+0.00031706i,-0.00050611+0.00015537i,-0.00029158+0.00010321i
8.1307e-05-0.00089473i,0.00024498-0.0007715i,0.0003269-0.0016432i,-0.00054976-0.0028037i,-0.0020998-0.0022267i,-0.0028396-0.0011138i,-0.0010755-0.00072228i,0.00043394-1.231e-06i,0.00040048+0.00037087i,-8.94e-05-7.2838e-05i,-0.00067786-0.00078725i,-0.00097455-0.00021433i,-0.00098557+0.00030838i,-0.00063114-0.00040784i,0.00070171-0.00042913i,0.0012628+0.00045147i,0.0011328+0.00083451i,0.00056643+0.00053687i,0.00015948+0.00061306i,-0.00012806+0.00047704i,-0.00073886-0.00015146i,-0.00019372-8.3939e-05i,0.00071073+0.0003054i
0.0017994+0.0024428i,0.0021648+0.0024009i,0.0025631+0.0012236i,0.0015832-0.00064724i,-9.5112e-05-0.0022326i,-0.00071246-0.0018044i,-0.00049993-0.00075014i,-0.00024411-0.00088969i,-0.00024405-0.0010975i,0.00018879-0.00095434i,0.00046349-0.00067864i,0.00020433-0.0007426i,-0.00034441-0.00088495i,-4.2097e-05-0.00024837i,-0.00010799-0.00056924i,-0.0008141-0.00065661i,-0.00086897+0.00028012i,-0.0003648+0.000142i,-6.4627e-05+0.00010348i,-7.589e-07+0.00025587i,0.00046168-0.00056655i,0.00057839-0.00099691i,0.00010023-0.00024061i
-0.0001984+0.00055901i,-0.00044586+0.0018833i,-0.000128+0.0029441i,0.00018902+0.0018613i,0.00050025+2.5983e-05i,0.00021705-0.0010969i,-0.0003429-0.0012946i,-0.00081364-0.00037744i,-0.0012044+0.00039435i,-0.00076297+0.00010904i,-0.00031445+0.00015585i,-0.00075957+0.00082498i,-0.00094135+0.00019016i,-0.00013992-0.00050484i,0.00049028-0.00071463i,0.00079461-0.00018931i,0.00021956+6.6948e-05i,-0.0005609-1.1525e-05i,-3.2723e-05-0.00049531i,0.00025891-0.00063395i,0.00020683-0.00017891i,0.00046397-0.0001794i,0.00045934-3.3758e-05i
-0.00096718+0.0012149i,0.00015632+0.00091436i,0.0014349+0.00051599i,0.0017777-0.00013243i,0.0010381-0.0010272i,0.00073607-0.001735i,0.00020975-0.0013798i,-0.00071988-0.00085545i,-0.00080751-0.00017593i,-0.00034956+0.00059556i,-0.0003371+0.00064467i,-0.0002575+0.00063431i,0.00038416+0.00033604i,0.00060494+6.8021e-05i,0.00046813+1.3769e-05i,0.00059506-0.00043129i,0.00046764-0.0004641i,-0.00024572+0.0001325i,-0.00062831+0.00057693i,-0.00031665+0.00047795i,6.3957e-05+1.0038e-07i,0.00052887-0.00069211i,0.00075846-0.00088282i
-0.0002768-0.00045881i,-0.00012654-0.00044214i,-0.00017423-0.00037308i,-0.0013909-0.00099526i,-0.0027305-0.0016419i,-0.0024639-0.0014018i,-0.00071158-0.00050223i,0.0005702+0.00065449i,0.00038329+0.00077077i,-1.5883e-05+0.00049538i,0.00024321+0.00038778i,0.0004073+0.00014126i,-1.5854e-05-0.00040553i,0.0003032-0.00023804i,0.00060637+0.00033629i,0.00028697-8.6987e-07i,-5.4475e-05-0.00055364i,-0.00054976-0.000792i,-0.00063611-9.2995e-05i,-0.00016231+0.00041778i,0.00014113-0.00013704i,-0.00052766-0.0006896i,-0.00062837-0.00039867i
0.00046075-0.00019477i,4.3907e-05-0.00038537i,-0.00046225-0.0019925i,-0.00056728-0.0024792i,-0.0014776-0.0018418i,-0.0020085-0.0010661i,-0.0012854-0.00016834i,0.0001514-2.1944e-05i,0.00041259-0.00011279i,-0.00083926-0.0001695i,-0.0013785+0.00059025i,-0.00072472+0.0012394i,-0.00017988+0.00091976i,0.00033708+0.00051955i,0.00059032+0.00021828i,0.00062522+0.00061213i,0.00041846+0.00095544i,-0.00014497-1.1506e-05i,-0.0005399-0.0010578i,-0.00029738-0.0010888i,-0.00010537-0.00010087i,-9.9772e-05+9.0518e-05i,5.1864e-05-0.00063753i
-0.0018525-0.00078622i,-0.0019491-0.00019095i,-0.0024934-0.00036939i,-0.0022687-0.00097467i,-0.00085798-0.00047797i,-0.00011254+0.00028245i,-5.4524e-05+0.00057846i,7.166e-05+0.00086109i,0.00042488+0.0012328i,0.00040753+0.00017148i,-3.8356e-05-0.00058153i,-0.0003157-0.00082955i,6.0438e-05-0.0010511i,0.0008548-0.00095488i,0.0013832-0.00027415i,0.00085858+1.5529e-05i,0.00051624-0.000166i,0.00013831-0.00015409i,-0.00019003-0.0006149i,0.00016739-0.00049523i,5.019e-05+4.7938e-05i,0.00017445+0.00054441i,-1.4061e-05-0.00029083i
0.00084953+0.00099998i,0.0012807+0.0016853i,0.0014296+0.00076094i,0.00079013-0.00034357i,-0.0007079-0.00079213i,-0.0018345-0.0014212i,-0.0015734-0.0012293i,-0.0011017-0.00057697i,-0.0011394-0.00050194i,-0.00080738+0.00034948i,-0.00049182+0.00051209i,-0.00078897-0.00010554i,-0.00049683-0.00051494i,0.00035835+0.00027624i,0.00011902+0.00045548i,0.00032127+9.2709e-05i,0.00020674+0.00067527i,-0.00019707+0.00097709i,0.00022788+0.0010086i,0.00034372+0.00022121i,0.00010914-0.00035325i,-0.00070607-0.0002049i,-0.0010359-0.00032524i
-0.0032246+0.0020021i,-0.0029126+0.0013686i,-0.0017109+0.0010094i,-0.0001621-0.00015481i,0.00038947-0.0010685i,0.00046865-0.0012745i,0.00043614-0.00097491i,0.00023958-0.00061194i,-0.00059972-0.00047399i,-0.00070552-0.00016117i,4.7865e-05+0.00049824i,0.00029072+0.00069874i,0.00038942+0.00021451i,0.00044955-0.00062908i,0.0002894-0.00062475i,-0.0007342+4.4404e-05i,-0.0010576-0.00029294i,-0.00034515-0.00066682i,7.6455e-05-0.00034853i,0.00042268+1.1451e-05i,0.0002874+0.00031618i,-0.0002035+0.00040693i,-0.00075793+0.00063069i
