-0.0020799+7.9908e-05i,-0.0016772+0.00070958i,-0.0012408+0.00073462i,-0.0011148+0.00054118i,-0.0012913+0.00027627i,-0.0013361+0.00012988i,-0.00075336+0.00029363i,0.00030034+0.00082641i,0.00087501+0.00098085i,0.00024251+0.00020225i,-0.00046328-0.00030225i,-0.00042536-7.9227e-05i,-0.00039668-0.00035882i,-0.00021662-0.0010082i,-3.9214e-05-0.0010623i,0.00028893-0.0009709i,0.00051481-0.00048985i,0.00048791+3.6607e-05i,0.00071853+0.00041773i,0.00038282+0.00057078i,-0.00052118+0.00033555i,-0.0010154+7.6633e-05i,0.0001907+4.5583e-05i
3.3551e-05+0.00077854i,0.00068854-0.00015602i,0.00068173+0.0002531i,0.00018983-1.7456e-05i,0.00054407-0.00068885i,0.00067821-0.0011093i,0.0004345-0.00038007i,0.00069155+0.00074201i,0.00049501+0.00020585i,9.7445e-05-8.0891e-05i,0.00022161-2.81e-05i,-0.0002064-0.00021733i,-0.00032242+0.00023573i,0.00042969+0.00044365i,0.00024628-0.00022248i,-1.2034e-05-0.0010556i,0.00038441-0.0008731i,-0.00048219-0.00018393i,-0.0015586-1.3496e-05i,-0.0012082-0.00013675i,-0.00046443-0.00017019i,-0.00051727-0.00010628i,-0.00018142-0.00022986i
-0.0011782+0.000326i,-3.5109e-05+0.0003874i,0.00092693+2.752e-05i,0.00024672-8.1562e-05i,-0.00039606+0.00059379i,0.00020493+0.00059492i,0.0011026-0.00017132i,0.00068505-0.00055585i,-0.00013632-0.00098202i,-0.00036459-0.00085558i,-9.1415e-05+0.00010747i,-7.6612e-05+0.0007698i,0.00064533+0.0010975i,0.0016218+0.00045733i,0.0016606-0.00026503i,0.0010013+0.00041743i,0.00010444+0.00097743i,-0.00012277+0.00061182i,-0.00021045+0.00023774i,-0.00019917-0.00022435i,-0.0004521-0.00023602i,-0.0010724-0.00051647i,-0.0003054-0.00066635i
0.0011048+0.0005646i,0.00065495-0.00041489i,0.00043212-0.00042788i,0.0011715-0.00014218i,0.0013434-0.0002478i,0.00067816+0.00031517i,-3.0786e-05+0.00030587i,-0.00021482-0.00037175i,0.00049266-0.00096744i,0.00041319-0.001353i,-5.053e-05-0.00096257i,-0.00041018-0.00032149i,-0.00070514+0.00019907i,0.00029144+0.00062076i,0.00087108+0.00041843i,0.00033031+0.00069144i,0.00049729+0.0010113i,0.000323+0.00038194i,0.00010248+0.0002549i,0.00052787+0.00039192i,0.0004834-3.8448e-05i,5.7004e-05-0.00022004i,-0.00034459-0.00015319i
-0.00026762-0.0010344i,-0.00090883-0.00042462i,-0.0013517-0.00060763i,-0.00089625-0.00026715i,-5.8806e-05-0.00034554i,0.00033337-0.0001176i,0.000314-0.00034995i,0.00081448-0.00073255i,0.0010542-0.00080627i,0.00084427-0.00066792i,0.0010053-0.00036801i,0.00098273-5.0292e-05i,0.00063791-4.3628e-05i,0.00094378-0.00018183i,0.00076057+0.00025081i,-0.00010739-7.7249e-06i,-0.00018551-0.00094441i,-0.00018035-0.00098816i,-0.00033508-0.00046521i,-0.0002928-0.00037259i,-0.00042427+3.7235e-05i,-0.00027038-7.3e-05i,0.00042306-0.00023843i
-0.00066411-0.00069695i,0.00012997-0.00026261i,-0.00019404-0.00026222i,-0.001145+0.0003597i,-0.0011271+0.00083034i,-0.00052539+0.0013857i,6.3847e-05+0.00044786i,0.00048763-0.0006742i,0.0005178-0.00076323i,0.00014882-0.00058913i,-0.00029032+3.4909e-05i,-0.00045925+0.00060034i,-2.6358e-05+0.00024321i,0.0007435-0.00040508i,0.0008272-0.00044526i,0.00053503-0.00025164i,0.00039566-0.00020132i,0.00017919-0.00031107i,-0.00018114-0.00011609i,-6.3706e-05+5.6687e-05i,0.00037482-6.5457e-05i,0.00021474-0.0004423i,8.7485e-05-0.0004682i
-0.0013899+3.1753e-05i,-0.0011669+0.00045385i,-0.0017006+0.00072288i,-0.0010088+0.001207i,0.00094077+0.0017245i,0.0023421+0.00085743i,0.0021053-0.00044891i,0.0012297-0.00062222i,0.00097869-0.00069126i,0.00071679-0.00053657i,0.00044955-0.00036795i,0.0004105-0.00021185i,0.0012212-0.00040674i,0.001413-0.00063221i,0.00056182-0.00078618i,-0.00045462-0.00069288i,-0.00072296-0.00083535i,-0.00071404-0.00015306i,-0.00037387+0.00089495i,-0.00013741+0.00073281i,-0.00084543-0.00023226i,-0.00090486-0.00016103i,-0.00070812+0.00051623i
-0.00081505+0.00030534i,-0.0013681-0.00032259i,-0.0015214+5.3273e-05i,-0.0011033+0.00044027i,-0.00057901+0.00077731i,-0.00073842+0.00041665i,-0.00017032-0.00057395i,-3.2052e-05-0.00099367i,-0.00014692-0.0011703i,-0.00012197-0.0004512i,-0.00068181+0.00029185i,-0.00094985-0.0001568i,-0.00027775-0.0003313i,0.00032989-0.00034044i,0.0005096-0.0012104i,0.00048685-0.0013061i,0.00021372-0.0007429i,0.0001062-0.00042476i,0.00039372-0.000601i,0.00034919-0.000361i,0.00059065+0.00016662i,0.00044094+0.00047825i,0.00011192+0.00057595i
-0.00099381+0.00049631i,-0.00048087+0.00066124i,0.00062345+0.00062513i,-1.78e-06+0.00052196i,0.00030575+0.00022503i,0.001473+0.00017711i,0.0014755+0.00030591i,0.00073347+0.00046836i,-0.00017408+0.00052038i,-0.00057895+0.00084278i,-0.00015812+0.00025847i,0.00071753-0.00030891i,0.00086844+7.1447e-05i,0.00034079-0.00047142i,-0.0004605-0.00078301i,-0.00097948-7.6126e-05i,-0.0010841+0.00052632i,-0.0005201+0.00057849i,-0.00010097+3.7184e-05i,-0.00041959-0.00030722i,0.00010195+0.00023262i,0.00063865+0.00040946i,-0.00049676+0.00031047i
-0.0011072-0.0002916i,-0.0013015-0.0004234i,-0.0018011-0.00012172i,-0.0010373+0.00081903i,-0.00033742+0.0011907i,-0.00031085+0.00066143i,-0.00044797-2.6076e-05i,-0.00030217-0.00083155i,7.8305e-05-0.00088638i,-0.00038641-0.00023432i,-0.00068421+9.8864e-06i,4.852e-05+1.7652e-05i,0.00086973+4.0383e-05i,0.0013662-0.00049786i,0.00055711-0.0012299i,-0.00036859-0.0011626i,7.788e-05-0.0002757i,4.1852e-05+0.00038548i,-0.00015188-0.00049098i,-0.00020937-0.00061454i,-0.0003597-5.3067e-05i,-0.00016885-0.00044735i,5.4146e-05-0.0010311i
-0.0013532-9.0189e-05i,-0.00081211+0.0013892i,-0.00026344+0.0023221i,-0.0002109+0.0021699i,1.774e-05+0.0019595i,0.00030317+0.0010972i,0.00022068-0.00035027i,0.00019056-0.00086363i,-0.00030438-0.00093868i,-0.00058263-0.0008753i,-0.00027945+7.2922e-05i,-0.00024635+0.0012118i,-0.00013186+0.00076435i,3.1069e-05-0.00037893i,-0.00021555-0.00055424i,-0.00028373-0.00047054i,1.2052e-05+0.00016026i,-0.00018129+0.00083802i,-0.00022395+0.00088954i,0.00017734+0.00079982i,0.00042161+0.00039904i,0.00040219-1.55e-05i,0.00027845-0.00021927i
0.00019422-0.00079859i,-0.00034854-0.00085634i,-0.0016794-0.00087307i,-0.0014265-0.00067868i,-0.00015392-5.9662e-05i,0.00090225-0.00017296i,0.0013101-0.00053146i,0.00013874-0.00075929i,-0.0012841-0.001605i,-0.0011456-0.001653i,3.2817e-05-0.00069142i,-0.00032947-0.00027491i,-0.00016573-0.00086478i,0.00075214-0.0016734i,0.00046234-0.0010045i,-0.00044965-0.00030485i,-0.00035664-0.00088615i,-0.00072907-0.00085351i,-0.00093753-8.9433e-05i,-0.00069402-0.00033059i,-0.00059303-0.00066827i,-0.00017121-0.00049062i,-0.00011093-0.00031939i
-0.00027551-0.0015605i,-0.0012891-0.0017221i,-0.0023887-0.0012066i,-0.0024509-4.6482e-05i,-0.0019597+0.00076151i,-0.00063603+0.0012137i,0.00048026+0.0011447i,0.0010846+0.00056824i,0.00053277-0.00038777i,-5.5345e-05-0.00052119i,0.00058957-6.9868e-05i,0.001013-0.00018784i,0.00050171+0.00014569i,0.00017093+0.00046525i,0.00053977-0.00017715i,0.00089762-0.00040128i,0.00070039-7.7111e-05i,-9.0031e-05+0.00028097i,-0.0010162+0.00028908i,-0.001281+0.00043964i,-0.00040191+0.00050858i,0.00044841+0.00016483i,0.00044962-0.00044463i
-0.00046687+8.3278e-05i,-0.00019857+0.00018419i,0.00071154+6.9179e-05i,0.0013141+0.00039141i,0.00050891+0.0014516i,0.00011626+0.00097862i,0.00068113-0.00026305i,-0.00037978-0.0012148i,-0.0012408-0.0012929i,-0.00093851-0.00052123i,-0.0010985-0.00038628i,-0.0012826-0.00033903i,-0.00049129-0.00035847i,0.00031931-0.00073256i,-0.0001178-0.00094641i,-0.00025381-0.00087926i,0.00011057-0.00059145i,-0.00046703-0.00072792i,-0.00075451-0.0004186i,-0.00036319-6.4905e-05i,0.00023253+0.0001855i,0.00029124+0.00038158i,0.00031143+0.00049179i
-0.00049943-0.0016983i,-0.00085036-0.00062949i,-0.0011139+0.00094061i,-0.00091552+0.0018841i,0.00043672+0.0017178i,0.00086271+8.9588e-05i,0.00053852-0.0015681i,0.00073748-0.002253i,0.00025534-0.002177i,-0.00035659-0.001126i,0.00045104-1.8606e-05i,0.00085627+0.00020561i,-0.00017-0.0001156i,-0.00036532-0.00010684i,-0.00015086-0.00028769i,-0.00062677-0.00092637i,-0.0007049-0.0010047i,0.00025774-0.00044475i,0.00090089+0.00057425i,0.00051271+0.00093632i,0.00023184+0.00037472i,0.00032207+0.00018823i,5.7481e-05+0.00037812i
-0.00086767-0.00094529i,-0.00059268-0.00032056i,-2.5784e-05-0.00029125i,-0.00030937+5.3249e-05i,-0.00022037+0.0005676i,-0.00012512+0.0014595i,0.00073631+0.0013043i,0.0022004+9.6429e-05i,0.0021348-0.00042239i,0.00092986-0.0004591i,0.0001523-0.00040336i,-0.00022603-0.00022953i,-3.7509e-05-0.00052458i,0.00032722-0.00091953i,0.00062287-0.00063755i,-3.2411e-06-0.00029549i,-0.00040053-0.00038345i,-0.0003513-0.00011286i,0.00040285+0.00083577i,0.00096201+0.0012293i,0.00066052+0.00079699i,-0.00013792+2.4511e-05i,-3.8408e-05+2.8457e-05i
-0.00098551-8.122e-05i,-0.0005138-0.00013523i,-3.8972e-06+0.0010884i,5.1854e-05+0.0012874i,-2.2301e-05+0.0010463i,6.1007e-05+0.00087885i,0.00025455-0.00028951i,-0.00018106-0.00076256i,-0.00098411-0.00055096i,-0.00072907-0.00041905i,-3.9804e-05-0.00067614i,0.00024279-0.00048073i,-0.00012271+8.6735e-05i,-0.00039746+0.00032676i,0.00032303+0.00018132i,0.00076753-0.00041036i,0.00039796-0.00032901i,-6.6297e-05+0.00018818i,1.5856e-05-2.9326e-05i,0.00015352-0.00020042i,-2.7245e-05-0.00044119i,0.00010815-0.00056334i,0.00031721-0.00039744i
-0.00066873+0.0016001i,2.7378e-05+0.0024655i,0.00063883+0.0030924i,0.0011488+0.00177i,0.0015481+0.00056421i,0.0014613-0.00054553i,0.00075518-0.0010407i,0.00042144-0.00024927i,-4.8253e-05-0.00018127i,0.00017969-0.00065894i,0.00042294-0.00086879i,-0.00027995-0.00051453i,-0.00028828+0.00018406i,-0.0002803+0.00052613i,-0.00033868-6.623e-07i,-4.5688e-05-0.0008318i,-0.00023866-0.0015125i,-0.00059483-0.0012825i,-0.00050847-0.00020998i,-0.00040071+0.00077994i,-0.0010536+0.00067056i,-0.00075972-0.000126i,0.0004817-0.00019129i
-0.00096567-2.6403e-05i,-0.00080515+0.0012088i,-0.00039465+0.0014778i,-0.00036405+0.00012764i,0.00053575-0.00061788i,0.0013016-0.00069188i,0.00035841-5.1301e-05i,-0.00039628+2.204e-05i,0.00016934-0.00051037i,0.00042211-0.00093478i,-6.9383e-05-0.00051285i,-0.00010291+0.00047636i,0.00029665+0.00025787i,0.00033912-0.00042375i,0.00033654-0.00056988i,-9.4054e-05-0.00083483i,-0.00053241-0.00066089i,-0.00094382+9.6154e-05i,-0.00080187+0.0007069i,-0.00011861+0.0010967i,-0.00046244+0.00057218i,-0.00029773-0.0001759i,0.00020292-0.00047692i
-0.00046054-0.00089155i,-0.0011972-0.00083822i,-0.0022962+0.00094587i,-0.0019707+0.0020945i,-0.00053502+0.0020401i,0.0011573+0.0021123i,0.00085519+0.0013066i,-6.8576e-05-0.00026224i,-0.00036251-0.0010349i,-0.00041406-0.0013456i,3.6218e-05-0.0011136i,0.00014498-0.00049581i,0.00055633-0.00070243i,0.0012827-0.0012987i,0.00052747-0.0014531i,-7.1905e-05-0.00094834i,-6.4857e-05-0.00012965i,0.00015062+0.00039383i,-0.00069393+0.00059177i,-0.00079887+0.00039916i,-0.00015861-0.00011708i,-0.00061779-0.00026713i,0.00033107+0.00011319i
0.00076696+5.3022e-05i,0.0022504-0.00044873i,0.002922-0.00092164i,0.0014393-0.00082049i,0.00056428-0.00053145i,0.00028936+0.00013626i,0.00053206+0.00067382i,0.00021168-0.00014655i,-0.0003368-0.0012938i,-0.00070184-0.0014027i,-0.00038247-0.0010887i,0.00026247-0.00014034i,0.00035539+0.00031418i,0.000208-0.00031344i,0.00084731-0.0006365i,0.00096793-0.00082846i,-0.00017176-0.00050826i,-0.00094974-8.1072e-05i,-0.0011309-5.9165e-05i,-0.00089149+6.3542e-05i,-0.00076117+0.00081114i,-0.00049696+0.00078408i,4.6264e-05-0.00015353i
-0.00072822+0.00085005i,-0.00091884+0.00082297i,-0.00067648+0.0013786i,0.00019256+0.00099301i,0.00086934+0.00042124i,0.00048411-5.6529e-05i,-0.00021557-0.00033062i,-0.00012926+6.6243e-05i,-0.00018428+0.00054421i,0.0008396+0.00026557i,0.0014687-0.00031207i,0.0011827-0.00066182i,0.00026443-0.001272i,-0.00049481-0.0013854i,-3.5853e-05-0.0004592i,-0.00024764+0.00018927i,-0.00070267+0.00037516i,5.2311e-05+0.00072194i,0.00091388+0.00044515i,0.0007359-0.00016399i,8.4786e-05-0.00055544i,-0.00054376-0.00033527i,-0.00024786-7.3038e-05i
-0.0013202-0.00045609i,-0.00022247+0.00061499i,0.00066317+0.0018515i,0.00083212+0.0020091i,0.00047782+0.00093795i,0.00016052-0.00050915i,-0.00031237-0.00090968i,-1.8024e-05-0.00070946i,0.00033698-0.00072989i,-0.00012804-0.0012274i,-0.00035486-0.0008885i,-0.00026261-0.00076448i,0.00011777-0.0012796i,0.00082139-0.00046478i,0.00052034+0.00065135i,0.00018406+0.00039188i,0.00023732+6.6153e-05i,0.00026505+0.00098875i,0.00077181+0.00095502i,0.0012957+0.00030961i,0.0014378-0.00013351i,0.00050048-0.00055789i,7.3028e-05-0.00018022i
-0.00059338-0.0033646i,-0.00053613-0.0021671i,-0.00077817-0.00107i,-0.0017629+1.0113e-05i,-0.0021173+0.0008219i,-0.0010651+0.0013218i,0.00060176+0.00093622i,0.0013069+0.00016529i,0.0003328-0.00069501i,-0.00066608-0.00098458i,-0.0013227-0.00069809i,-0.0011202-0.00041585i,-0.00020553-0.00061008i,0.00049146-0.00019142i,0.0010387+0.00016308i,0.00059319-0.00021582i,-0.00071698-0.00069397i,-0.0013016-0.00021345i,-0.0011698+0.00014162i,-0.0002627+0.00020571i,0.00094914-0.00038486i,0.00031462-0.0006533i,-0.00019956+0.00043908i
-0.00057468-0.00016925i,-0.00051931+0.00046982i,-0.00082353+0.0012009i,-0.00030295+0.0016894i,0.0002741+0.0020391i,0.00064044+0.0017415i,0.0014248+0.00018188i,0.0016831-0.0014465i,0.00035283-0.0016695i,-0.00049062-0.0008135i,-0.00035959-0.00011064i,-0.00017429-0.00017408i,0.00039678+0.00012733i,0.0004266+0.00019763i,-0.0001897-0.00043254i,-0.00062374-0.00070871i,-0.00075882-0.00014159i,-0.0011574+0.00017761i,-0.00097681+1.4275e-05i,-0.00055396+0.00013257i,-0.0004391+0.00066837i,-2.7095e-05+0.00086868i,0.00043273+0.00076868i
0.00027568+6.0974e-05i,0.0010385-0.00015147i,0.00078532-0.00078923i,-1.8739e-05-0.0010417i,-0.00040718-0.00098535i,-0.00027933-0.0011361i,-0.00016579-0.0017294i,0.00015913-0.0015428i,0.00043056-0.0011437i,0.00064395-0.0010924i,0.00062689-0.00052886i,9.2242e-05-0.00010666i,-0.00049253-0.00034291i,5.4071e-05-0.00042461i,0.00019125-0.00014795i,0.00017871+5.5571e-05i,0.0001309+0.00058481i,-0.00020859+0.00068432i,-2.5636e-05+0.00064394i,-4.2413e-06+0.00069488i,0.00038739+0.00031907i,0.00036622-0.0003306i,0.00024617-0.00085252i
0.00087627-0.00097226i,-0.00013059+1.2827e-05i,-0.00031831+0.00059102i,-0.00059807+0.00063367i,-0.0013878-7.1166e-05i,-0.00063971-0.00022598i,-0.00010349-0.00015341i,0.00014176-0.00033011i,0.0001217-0.00052351i,-6.3374e-05-0.00066658i,-0.00054869-0.00098135i,-0.00078171-0.0012275i,-4.9115e-05-0.0005846i,0.00096054-0.00057172i,0.0010141-0.0013508i,-0.00024415-0.0012506i,-0.0011585-5.1792e-06i,-0.0010877+0.00043477i,-0.00067279+0.00024451i,0.00026302+0.00020489i,0.0010151-0.00016958i,0.00021762-0.00063743i,-0.00047583-0.0004529i
0.00072027-0.0006492i,0.0010869-0.00076811i,4.0479e-05-0.00091145i,-0.00024485-0.00072064i,0.00012354+0.00039919i,1.9627e-05+0.00094257i,0.00054038+0.00046541i,0.00065139-0.00023799i,0.00052018-0.0012979i,0.00044868-0.0015146i,0.00049024-0.0014792i,0.00055879-0.001209i,0.00059478-0.00049189i,0.0003118-0.00054357i,0.00011234-0.00035027i,-0.00025308+4.2648e-05i,-0.00042512+2.9997e-06i,4.1662e-05+0.00029075i,9.3459e-05+0.0010085i,-0.00072971+0.00084732i,-0.0010028+0.0001266i,-0.00048058+4.7733e-05i,-0.00016046+0.00033041i
-0.00062975-0.00037018i,-0.0010063-9.734e-05i,-0.0016968+0.0004249i,-0.0019764+0.00027794i,-0.0012207+0.0009457i,-0.00012445+0.0019284i,0.00041793+0.0010568i,0.00033834-3.4973e-05i,7.0873e-05-0.00072041i,0.00028159-0.00047125i,0.00053924+0.00029037i,0.00049991+0.001076i,0.00094819+0.0011496i,0.00098035+0.00056478i,-0.00020802-0.00024603i,-0.00022315-0.00091708i,0.00036994-0.0006935i,0.00020666-0.00059405i,0.00018806-0.00039215i,0.00025015+0.00014169i,0.00030518-9.8282e-05i,-6.3156e-05-0.00048142i,0.00043775+0.00031464i
-0.00012526-0.00043307i,-0.00065611-0.00045379i,0.00026333-0.00033269i,0.00056997-0.00019421i,-3.3303e-05-0.00050206i,0.00074635-0.0005036i,0.0014105-7.3321e-05i,0.00072619+0.00011475i,-0.00013608+0.00015515i,-0.00035406-0.00012763i,-0.00033313-0.00020765i,-0.00062415-0.00040693i,0.00031006-0.0010261i,0.001294-0.0014977i,0.0010913-0.0015752i,0.00026379-0.00079554i,-0.00070322+0.00019732i,-0.0007339+0.00052419i,-1.6543e-06+0.00013514i,-0.00018954+5.4772e-05i,-0.00082502+0.0004686i,-0.00059616+0.00043345i,-0.00059079+0.00011367i
0.00082495-0.00072777i,0.00010643-0.00050892i,-0.0020782-0.00024509i,-0.0025272+0.00068853i,-0.0010753+0.0013647i,-0.00019904+0.0010839i,0.00023458+0.00058313i,0.00040349+6.7151e-05i,0.00039417-0.00064024i,0.00066235-0.0011364i,0.00085904-0.00093091i,0.0008105-0.00010987i,0.00044577+0.00011595i,-0.00021203-0.0003223i,0.000161-0.0011582i,0.00084851-0.0013832i,0.00019164-0.00096952i,-0.00074203-0.00063423i,-0.00015733-0.00033562i,0.00051401+6.3532e-05i,0.00032944+0.00014057i,-2.2799e-05+0.00056161i,-0.00060606+0.00033749i
-0.00036819+0.0014244i,-2.7631e-05+0.0020126i,0.00018042+0.0017055i,0.00029714+0.00054239i,0.00085566-0.0002571i,0.0012133+3.5634e-06i,0.0015451-0.00016425i,0.00067463-0.00030682i,-0.00017116+0.00014239i,-0.00011969-0.00045568i,0.00039292-0.00089494i,0.00022345-0.00082107i,-3.3743e-06-0.00063138i,0.00041042-3.155e-05i,6.0315e-05+7.7207e-05i,-0.00093093+1.2972e-05i,-0.0012474-0.00011267i,-0.0008955+0.00025144i,-0.00036919+0.0011575i,-0.00014183+0.0013322i,-9.8167e-05+0.00063695i,-4.7191e-05-0.00023111i,-0.00013326-0.00033406i
-0.00073941-0.0025283i,-0.0011814-0.0021204i,-0.0015303-0.0015605i,-0.0016257-0.00048559i,-0.0015666+0.00089982i,-0.00067089+0.00057868i,-0.00018523-0.00032004i,-0.00059555-0.00053089i,-0.00079872-0.0005302i,-0.00034082-0.00056277i,0.0003576-0.00021151i,0.00077505-1.1815e-05i,0.00091581-0.00052372i,0.00097724-0.00077672i,0.0001659-0.0007591i,-0.00063875-0.00060067i,9.8239e-05-0.0006561i,-4.2526e-05-0.00076239i,-0.00063942-7.9031e-05i,-0.00050384+0.00076036i,-5.034e-05+0.00073509i,0.000422+0.00040341i,-2.6375e-05+0.00025563i
-0.0002482+6.4618e-05i,-0.0012961+0.00044132i,-0.0013143+0.00056774i,-0.00067421+0.00029122i,-0.00012456+8.3812e-05i,0.00015555+0.00043423i,0.00025796-4.0372e-05i,0.00040656-0.00037493i,0.00066979-0.00064968i,0.00089973-0.00076828i,0.00030122-0.00085798i,-0.00063529-0.00095972i,-0.00046134-0.00058652i,-0.00021586+0.00027279i,-0.00025419+0.00023554i,-0.00010308-0.0002501i,-1.0231e-05-1.8144e-05i,9.5556e-05+0.00047917i,0.00034292+0.0001352i,0.00054362-0.00050706i,0.00046475-4.4356e-05i,-0.00034699+9.6018e-05i,-0.00072051-0.00034584i
0.0014221-0.00027624i,0.0019786-0.00049603i,0.0017027-0.00027784i,0.00072428-8.3314e-05i,0.00082079+0.00043892i,0.00097398+0.00016675i,0.00080296+0.00039801i,0.00023433+0.00035604i,7.4928e-05-3.7176e-05i,-0.00023765+0.00019808i,-0.00044862-0.00041982i,0.0003112-0.0015943i,9.9795e-05-0.0011679i,2.1074e-05-0.0002924i,0.00050427+2.1847e-05i,3.0253e-05+0.00022116i,-0.00035596+0.00069782i,-0.00055715+0.0010046i,-0.00082761+0.00098648i,-0.0012529+0.00097448i,-0.0014564+0.00038918i,-0.0010518-0.00081811i,-2.6889e-05-0.0011671i
0.00026871-0.00044122i,-0.00041507-2.8062e-05i,-0.00082542+0.00018505i,0.00025885+0.00048503i,0.000573+0.00092731i,0.00076433+0.00060104i,0.00081576+0.0006258i,0.00020776-0.0004058i,0.00040748-0.0017985i,0.00041969-0.0015494i,-0.00020075-0.0010707i,5.9892e-05-0.00042191i,0.00047691-0.00014877i,0.00081317+2.6904e-05i,0.00063678-0.00021379i,0.00016144-0.00063872i,0.0006361-0.0001754i,0.0004604-0.00011169i,-0.00057526-1.4283e-05i,-0.00025085+0.00060274i,0.00017161+0.0007474i,-1.8485e-05+0.00089449i,0.00037993+0.00090754i
0.0018486+3.0038e-05i,0.0017046+0.00052913i,-0.00029539+0.00026422i,-0.0013451+0.00065244i,-0.0011034+0.0016842i,-0.000854+0.0015162i,-0.00063198+0.000499i,0.00012346-0.0001234i,0.00045921-0.00063238i,-0.00010925-0.00064154i,-0.00024837-0.00057469i,7.9224e-05-0.00055418i,0.00013942-0.00017725i,0.00015357+2.5284e-05i,9.5088e-05+0.00049638i,-0.0002919+0.0003098i,-0.00081589-0.0003911i,-0.00096693-0.00041188i,-0.00042319-0.00022586i,-0.00030412-4.4248e-05i,9.5002e-05+0.00016323i,0.00063711+0.00073829i,0.00043854+0.00038964i
-4.0751e-05+0.00076634i,-0.00038231+0.0004759i,0.00010915+0.00036279i,0.00061614-0.00025077i,9.0579e-05-0.00049498i,-0.00074329+0.00019947i,-0.00013721-6.219e-05i,0.00061252-0.00080516i,0.00055685-0.00073269i,0.00054092-0.00046324i,0.00014248+0.00010578i,-0.00020443+0.00040014i,-0.00019789+0.00025907i,-0.00040987-0.00072816i,-0.00069193-0.0015623i,-0.00028748-0.0010857i,-0.00041712-0.00020087i,-0.0011162+0.00027187i,-0.00087603+0.00042804i,-0.00086675+3.4974e-05i,-0.0010163-8.7062e-05i,-0.00014181+0.0001494i,0.00059992-0.00029022i
-0.00039293-0.00056605i,0.00051261-0.0003453i,3.129e-05-0.0004354i,-0.00096512-8.1194e-05i,-0.00068859+0.00060984i,4.7957e-05+0.00052811i,0.0003343+4.0137e-05i,0.00020658-0.00012927i,-0.00022758-0.0001158i,-0.00018024-0.00022573i,0.00012998-0.00024285i,0.00015208+0.00022579i,0.00026745+0.000202i,0.00087189+7.2104e-05i,0.00035708-0.00040967i,-0.00020671-0.00094327i,-0.000185-7.4996e-05i,-0.00030645+0.00036963i,-0.00025665-0.00014742i,-0.00024142+0.00024639i,-0.00022473+0.00095295i,-0.0002707+0.0011201i,-0.0008736+0.00088923i
-0.00023874+0.0009061i,-0.00066101+0.0012715i,-0.00080922+0.00020087i,-0.00052588+0.00021013i,0.00072367+0.00094181i,0.001985+0.00011969i,0.0015034-0.00018227i,0.00074937-0.00032073i,0.00017466-0.0010788i,0.00013672-0.0012696i,0.00014949-0.00072915i,0.00024741-0.00051714i,0.0003987-0.00088791i,0.00098529-0.00077038i,0.0010183+0.00044015i,-0.00010971+0.00089392i,-0.001148+0.00046588i,-0.0016107+0.00017863i,-0.00076068+0.00016165i,4.8672e-05+0.00042386i,-8.7011e-05+0.00054089i,-0.00041631-0.00010039i,-0.00070739-0.00050806i
0.00077582+0.00065828i,0.0007821+0.00070381i,0.00060202+0.0010648i,0.00033284+0.0017416i,-0.00016863+0.0013075i,-3.0348e-05-9.6563e-05i,0.00010941-0.0013184i,0.00046375-0.0016298i,0.00020989-0.0012777i,-0.00012403-0.00086581i,-5.4904e-05+4.95e-05i,-0.0003758+0.00018012i,0.00064062-3.4235e-06i,0.0019107-4.2026e-05i,0.0017452-0.00027651i,0.00070146-0.00080926i,-0.00011338-0.00018076i,0.00015022+0.00083344i,0.00035184+0.00078079i,0.00026327+0.00034239i,-0.00014565+0.00021667i,-0.00078862+0.0002217i,-0.00012293-0.00013174i
0.00030924-0.0014209i,-8.0523e-05-0.0012945i,-0.00047797-0.0013275i,-0.00063219-0.00095173i,-0.0012639-0.00024816i,-0.0015396+0.001127i,-0.0012641+0.0016207i,-0.00036258+0.00069134i,-0.00031869-0.00048904i,-0.00087746-0.0014047i,-0.0004366-0.0014334i,-0.0001635-0.00069855i,0.0002532-0.00012319i,0.00073176-0.00010486i,0.00080071-0.00058825i,0.00020713-0.0014873i,-0.00070887-0.0017301i,-0.0003405-0.0006237i,-0.00021279+0.00030126i,-0.000526+0.00059004i,-2.6266e-05+0.00036464i,0.00012254+0.00056023i,-0.00086233+0.00040847i
-0.00085944+0.00088887i,-6.1304e-05+0.0011385i,0.00026828+0.0016974i,0.00010928+0.0011798i,0.00023088+0.00022427i,0.00092721-0.00012602i,0.00084378-0.000257i,0.00051663-0.00066586i,0.00026-0.0011986i,0.00029276-0.0008786i,0.00031918-0.00049916i,-9.9321e-05-0.00036481i,3.1775e-05-0.00028628i,0.00041068-0.00058292i,0.00044465-0.00039757i,7.7954e-05-0.0001312i,-0.00071005-6.7927e-05i,-0.00071576-9.8493e-05i,-6.4932e-05-1.6854e-05i,0.00038878+0.00018281i,0.00025251-0.00022736i,3.2597e-05-0.00063159i,8.259e-05-0.00090386i
