-0.00018709+0.00089701i,0.00019882+0.00092406i,-0.0011498+0.00017331i,-0.0017283-6.6009e-05i,-0.0018809+0.0010695i,-0.001663+0.002134i,-0.00059882+0.0024251i,0.0010057+0.0016248i,0.0023637+0.00066898i,0.0013308+0.00068881i,6.2497e-05+0.00013183i,-8.2051e-06-0.00082653i,-0.0003443-0.0010609i,-0.00044315-0.00063642i,0.00026716-4.3802e-05i,9.723e-05+0.00067055i,2.8975e-05+0.00073843i,0.00046038+0.00063294i,-9.2258e-05+0.0005386i,-0.0010525-0.00014017i,-0.001297-0.00096511i,-0.00029577-0.0014821i,0.00029891-0.0010078i
0.0012548+0.0018873i,0.0017465+0.0019109i,0.0028052+0.00054848i,0.0021621-0.0010348i,0.001264-0.0019997i,0.0012811-0.00081675i,0.00054038+0.0008405i,-7.3261e-05+0.00064392i,-0.00015954+0.00026091i,0.00030662+0.00052532i,0.0007848-0.00048766i,0.0011242-0.0011505i,0.0011357-0.00044565i,0.00076683+0.0004946i,-6.1339e-05+0.00056054i,-0.00055489-0.00016566i,-0.00062965-0.00060721i,-0.00080479-7.7435e-05i,-0.00086118+0.00062589i,-0.00036182+0.00019293i,-0.0002367-0.00015722i,-0.0007083+4.3379e-07i,-0.00063589-0.00027334i
-0.0018152+0.00036412i,-0.00073703+0.0001124i,-0.00069341+0.00071767i,-0.00062177+0.0015416i,0.00061611+0.0017048i,0.0011598+0.0009075i,0.00081244-8.8953e-05i,0.00058393-0.00032662i,5.9985e-05-0.00016246i,-0.00018494-0.00015336i,8.1366e-05+3.2638e-05i,0.00048208+0.00042333i,-2.9793e-05+0.00020245i,-0.00020081-0.00015717i,0.00043547-0.00029694i,4.1563e-05+2.6244e-05i,-0.00070078-0.00022285i,-0.00037871-0.00082839i,0.00019923-6.5077e-05i,0.00045776+0.00038237i,0.00024966-6.8353e-05i,-4.7067e-05-2.0927e-05i,-0.00011363+0.00021079i
-0.0019312+0.0037262i,9.5039e-05+0.0044913i,0.0019834+0.003645i,0.0023607+0.00094925i,0.0020909-0.00012551i,0.0018191+9.3453e-05i,0.0013207+0.0012336i,0.0007571+0.0017589i,0.00035142+0.00096528i,-3.8225e-05+0.00059084i,4.6347e-05+0.00052321i,4.807e-05+0.00056816i,0.00030498-0.00047807i,8.4105e-05-0.0017088i,-0.00040047-0.00059647i,0.00015523+0.0008093i,0.00037321+0.00095671i,1.5402e-05+0.00055597i,-0.00010126+0.00031953i,-0.00018746-0.00017083i,-0.00010782-0.00042567i,-0.00012911+0.00037104i,-0.00040387+0.00037795i
0.0001739+0.0019049i,0.0010528+0.0023585i,0.0021264+0.0010919i,0.001826-0.0010555i,0.0002619-0.0019133i,-9.2475e-05-0.00070871i,0.00048637+0.0003064i,0.00072891-2.743e-06i,0.00028341+8.8701e-05i,-1.375e-06+0.00031804i,0.00050266+0.00033214i,0.00091472+0.00087972i,0.00086096+0.00089625i,1.3042e-05-0.00057061i,3.0981e-05-0.00093488i,0.0011468-6.3645e-05i,0.00078364+0.00033089i,-0.00017935+0.00073832i,-0.00020094+0.00085867i,0.0002667+0.00054209i,0.00046781+6.4361e-06i,0.001134-0.00021041i,0.00037634+0.00030114i
-0.0021326-0.0002665i,-0.0012311+0.0011315i,-9.4274e-05+0.0016753i,0.00046062+0.0011365i,0.0012013+0.0012095i,0.0018694+0.0018391i,0.0021438+0.0017744i,0.0013785+0.00065076i,8.9812e-05+0.00022026i,0.0001347+0.00050816i,0.00043517-0.0001587i,0.00017302+0.0001856i,-0.00023376-9.3716e-05i,-0.00026669-0.00092985i,-0.00023955-0.00095927i,-0.00088432-0.00023239i,-0.00096023+0.00017905i,-0.00069604+0.00029141i,-0.0005349-0.00022487i,0.00033672-0.00093132i,0.0011365-0.00034871i,0.001182+0.00059977i,0.00097565+0.00057111i
-0.00046239-0.00080871i,0.0010095-0.00066989i,0.0011048-0.00025489i,0.00073574-0.0001068i,0.00044606+0.00049033i,0.00033401+0.00046194i,0.00075262+0.00053139i,0.00062898+0.00028223i,-8.3194e-05+2.2993e-05i,-0.00053831+0.00018491i,0.00021845-0.00021699i,0.0003905-0.00062799i,4.2242e-05-0.00093354i,9.0373e-05-0.0004829i,-5.387e-07+0.00033541i,-0.00013229-2.4e-05i,6.5524e-05-0.00028288i,0.00050243+2.0401e-05i,0.0003911-0.00014499i,0.00027466-0.00016429i,0.00059775+0.00078026i,0.00030902+0.0010527i,-0.00030596-3.625e-05i
-0.0010129+0.0031366i,-0.00083663+0.0027017i,0.0010555+0.0020176i,0.0024513+0.00026531i,0.0029504-0.0010005i,0.001352-0.00075335i,-0.00015438-8.5788e-05i,0.00068296+0.00059536i,0.00089425+0.0004656i,0.00081633+0.00033073i,0.00093564+0.00034729i,0.00038104-0.00038245i,-0.00024748-0.00035013i,-0.00059865-0.00018591i,-0.0010931-0.00036545i,-0.00124-0.00051008i,-0.0006743-0.00059352i,-0.00053754+0.00041392i,-0.00056081+0.00098952i,-0.00025443-0.00014662i,-0.00031695-0.00050423i,-0.00034879+4.5826e-05i,-5.9035e-05+0.00027267i
0.00084554+0.00221i,0.0011048+0.0024153i,0.00076988+0.00089883i,0.0010853-0.00128i,0.001524-0.0013318i,0.0014199+0.00068771i,0.0013456+0.0012257i,0.0014143+0.00091454i,0.0012799+0.00096027i,0.00045268+0.00075846i,0.00035368+2.345e-05i,0.000539-0.0011584i,0.00070524-0.0014955i,0.00097121-0.00039384i,0.00041907+0.00080904i,0.00029732+0.001392i,0.00087641+0.0010008i,0.00095253-0.00061628i,0.00085988-0.0010021i,0.0010986-0.00050555i,0.00077324+0.0002456i,4.7223e-05+0.00052511i,-0.00026431-7.4946e-05i
0.00037049+0.00037765i,0.0019468+0.00054039i,0.0023674+0.00038099i,0.0015827-0.00038161i,0.0010371-0.0001947i,0.0014011+0.00041036i,0.0016559+0.00084672i,0.00082467+0.00054868i,0.00026364+0.00030427i,0.00042917+5.8644e-05i,0.00065283+0.00015726i,0.00054641+0.00026465i,0.00046629-0.0002962i,0.0001983-0.00077405i,-8.4252e-05-0.00012989i,8.483e-05+0.00047158i,-0.00016436+0.00061181i,-0.00014989-0.00013051i,0.00047435-0.0014246i,5.5731e-05-0.0017332i,-0.00062134-0.00099227i,-0.00064719-0.00014799i,-0.00039521+0.00036655i
0.00056059-0.00041687i,0.00093006-0.00050976i,-0.00027479-0.0011034i,-0.00086866-0.0013728i,-0.00031015+0.0001175i,0.0003063+0.0014535i,0.00057804+0.001538i,0.00042691+0.00017286i,-8.4632e-05-0.00010734i,-0.00078454+0.0011043i,-0.000546+0.0011359i,8.3573e-05+0.0010001i,0.0005203+0.00084407i,0.00049905+3.8231e-06i,0.00015768-0.00010946i,0.00013732+0.00010571i,0.00023336-0.00026963i,0.00023555-0.00030263i,0.00023463+0.0001792i,-0.00036247+3.0717e-05i,-0.00034553-0.00046744i,-8.0248e-06-0.00063616i,-0.00041076-0.00030276i
-0.0002895+0.0011326i,0.00099004+0.0017037i,0.0012867+0.0010512i,0.00022598+0.00071647i,0.00024284+1.9175e-05i,0.0010232-0.00010565i,0.00094864+0.00024251i,0.00025548-0.00010884i,-0.00021864-0.00046639i,-0.0005395-0.00042738i,-0.00063936+0.00037842i,0.00029955+0.00053348i,0.00059154-0.00026256i,0.00063026-0.00063265i,0.00076564-0.00054537i,0.00019407-0.00069542i,6.8888e-06-0.00048218i,-0.00049367+0.00046949i,-0.00018217+0.00032319i,0.00021043-0.00016534i,0.0002042-0.00058047i,0.00051867-0.00045562i,0.00054611-9.6679e-05i
0.0018539+0.0018589i,0.0025136+0.0013656i,0.0030247+0.00012999i,0.0028306-0.0012683i,0.0011981-0.0015985i,0.00017005-0.0014022i,0.0012544-0.00083486i,0.0015491-0.00017936i,-0.0003061-0.00014755i,-0.0012869-0.00041165i,-0.00045804-0.00067244i,0.00023915-0.00081089i,0.00039632-0.0001207i,-1.6626e-05-1.888e-05i,-0.00038347-0.00052712i,4.1465e-05-8.6788e-05i,0.00064682+0.0012728i,0.00060022+0.0013537i,0.00052074+0.0011063i,-8.7139e-05+0.00086619i,-0.00068517+0.00063684i,-5.581e-05+0.00074992i,-5.0423e-06+0.00015204i
-0.00073834+0.0019173i,-6.2951e-05+0.0014479i,1.1299e-05+0.0017254i,-7.2962e-05+0.0021966i,0.00053408+0.0017614i,0.00094639+0.0014589i,0.00018199+0.0010144i,0.00048902+0.00035352i,0.0010256+8.8823e-05i,0.00039115-0.0004964i,0.00075878-0.00059408i,0.0014321-0.00021086i,0.0010117-6.0672e-05i,0.00061606-0.00045586i,0.00035839-0.00056345i,0.00016332-0.00031739i,0.00043978-3.029e-05i,0.00059645+7.1691e-07i,3.6613e-06-0.00030341i,-0.0008516+0.00034353i,-0.0013+0.00085454i,-0.00051022+0.00052198i,0.00054013+0.00036311i
-0.00063436-0.00027636i,0.00020087+0.00019481i,6.4255e-05+0.0004192i,-0.001245-0.00047166i,-0.0013845+3.9209e-05i,-0.00036438+0.0011486i,0.0006725+0.00068081i,0.001359+0.00058959i,0.00054695+0.00039112i,-0.0006065+0.00055279i,-0.00072983+0.00074732i,-0.00029287+0.00052283i,6.3831e-05+6.4856e-05i,-3.7349e-05+0.00068599i,-0.00026994+0.00080205i,0.00013413+0.00038754i,0.00043539-0.00022149i,0.00037939-0.00040576i,0.00020971-0.00013454i,-0.00021741-0.00012013i,-2.3417e-06-0.0002308i,0.00047327-0.00057417i,-2.8596e-05-0.00042169i
-0.0012819+0.00019525i,-0.0007806+0.00029024i,0.0001259+0.00044797i,0.00070034-4.0963e-05i,0.0003286-9.2173e-05i,0.00040658+5.0519e-05i,0.00096728+0.00048701i,0.0014952+0.0008774i,0.0017483+0.00083943i,0.00069554+0.00078578i,9.8778e-05+0.00021403i,0.00034311-0.00060755i,0.00039212-0.00077742i,0.00011531-0.0004259i,2.9044e-05-0.00041069i,9.0283e-07-0.00079505i,-0.00016358-1.7428e-05i,-0.00013919+0.00072386i,-0.00065363-0.00023326i,-0.00023552-0.00025731i,-0.0001096+0.00084089i,-0.00067575+0.00071044i,-0.00074446+1.3058e-05i
0.000861+0.001358i,0.0014212+0.0010957i,0.0024509+0.00052125i,0.0024428-0.00080054i,0.0018649-0.0008091i,0.00021733+0.00031184i,1.0201e-05+0.00075779i,0.00044178+0.00062328i,0.0001654+0.00080556i,0.00038137+0.0011673i,0.00039739+0.00036188i,-5.5311e-05-0.00049172i,-0.00087215+9.4438e-05i,-0.00035825+0.00024393i,0.00074941-3.1768e-05i,0.0005976+0.00029903i,0.00026073-2.5743e-05i,1.0895e-05-0.00057389i,-0.00031569-0.00081756i,3.6722e-05-0.0012359i,-0.00025595-0.0012607i,-0.00034303-0.00026475i,0.00015869+0.00060677i
0.0012525+0.0026325i,0.0018905+0.002621i,0.001954+0.0021421i,0.00096804+0.00081405i,0.00033564-0.00031757i,0.00050952+0.0002567i,0.00017697+0.0010626i,0.00052301+0.00079935i,0.0011348-0.00024392i,0.0010814-0.00055471i,0.00085696-0.00010033i,0.00019703-0.0003877i,0.00023834-0.00061198i,0.0007017-0.00025835i,0.00030834+0.00042475i,0.00037831+0.000746i,0.00033797+0.0003352i,-0.00060424+0.00052364i,-0.00056454+0.00034775i,0.00026064-0.00098001i,0.00059397-0.00089253i,0.00085498-0.0003307i,0.00088858+0.00048341i
0.0033408+0.0027123i,0.0040704+0.0017542i,0.0039435-0.00022143i,0.003104-0.0021077i,0.0023288-0.0019516i,0.0013516+6.722e-05i,0.0008472+0.0012317i,0.00081396+0.00074805i,0.00070494-5.2264e-05i,0.00051884-0.00030285i,0.00090226-0.00026447i,0.0010434+0.00070554i,0.00016847+0.0010411i,-0.0009226-0.00038119i,-0.00075792-0.00061864i,-3.5237e-05-0.00048613i,0.00040197-0.00046106i,0.00072796-0.00014028i,0.00061938-0.0001444i,0.00015412-0.00019388i,-0.00013958-0.00015512i,0.0001362+0.00016064i,0.0002483+0.00023622i
0.0016407+0.0024518i,0.0012975+0.0028138i,0.0015834+0.001407i,0.0013342-0.00024312i,0.00014669+0.00028946i,0.00021743+0.0008588i,0.0010818+0.00053355i,0.0016226+0.00039086i,0.0014229-0.00087913i,0.0010837-0.0015537i,0.0009631-0.00033547i,0.00037243+0.00077758i,-0.00023171+0.00088783i,-0.00039888+0.00020324i,-0.00055135+5.1267e-05i,-0.00049685+4.8747e-05i,-0.00086199-9.6466e-05i,-0.00062366-0.00030272i,0.00012931-0.00033708i,0.00050451-0.00023747i,8.9918e-05-0.0007844i,0.00039258-0.00090125i,0.00056816-0.00018507i
-0.00047867+6.5658e-05i,0.0009963+0.00063426i,0.0010923-0.00058669i,-1.7488e-05-0.0010356i,-0.00061666-0.00011236i,0.00085356+0.00075107i,0.0011619+0.0010933i,0.00027926+0.0011972i,-0.0003904+0.00090772i,-0.00083831+0.00019281i,-9.126e-05-0.00016865i,0.0014255+0.0003723i,0.0012747+0.00042021i,0.00102+0.00030786i,0.001108+0.00056365i,0.00023318+0.00016349i,-0.0001822+4.4249e-06i,0.0010213+0.00044783i,0.001236+0.00053078i,-6.4119e-06+0.00060251i,-0.00018265+0.0010397i,-5.8404e-05+0.00071663i,7.1335e-05-7.4947e-05i
0.00097212+0.0008841i,0.0010348+0.0011377i,0.00084322+0.00047035i,-0.00010246-0.00093386i,-9.2611e-05-0.0016647i,0.0007393-0.00047828i,0.0015288+0.00030852i,0.0021523-0.00019763i,0.0015122-0.00091859i,0.0001458-0.00052855i,-0.00049491-0.0002688i,-3.6875e-05+0.00012608i,0.00013791+0.00062681i,-5.3404e-06+0.00061246i,-0.00041692+0.0011232i,-0.00087651+0.0010283i,-0.00058272+0.00028704i,-0.00033322+0.00049591i,-0.00024896+0.00051245i,-0.00013817+0.00029166i,3.783e-05+0.00049584i,8.1846e-05+0.00055356i,0.00010326-0.00024849i
-0.0023831+0.00040675i,-0.0011747+0.0012609i,-6.2345e-05+0.0022831i,0.0013071+0.0026322i,0.0022912+0.003149i,0.0021201+0.0020112i,0.0015595+0.00042513i,0.00063934+0.00069615i,-0.00055892+0.0018135i,-0.0003436+0.001925i,0.00013823+0.0013219i,-0.00020343+0.00090655i,-0.00036702+0.00038001i,-0.00025773+6.2341e-05i,0.00010815+3.077e-06i,0.00079019+6.303e-05i,0.00029691-1.769e-05i,-0.00021908-0.00015046i,-0.00019762+0.00010998i,2.681e-05+0.0005098i,-4.7903e-05-0.00011157i,0.00010165-0.00062704i,0.00071232-0.00041579i
0.0018297+2.1836e-05i,0.0019781-5.4231e-05i,0.0017718-0.0009019i,0.0015229-0.0012322i,0.0011102+0.00015278i,0.00058495+0.00083381i,0.00046289+0.00097803i,0.001105+0.0004955i,0.0014696+0.00024875i,0.0010512+0.00065947i,0.00070952-5.8981e-05i,0.00036638-0.00044614i,0.00019831-0.00010928i,0.00066238+3.1662e-05i,0.00061542-0.00041822i,0.00026778-0.00087924i,-0.00064318-0.00031475i,-0.0010861+0.00032673i,-0.00037331-0.00043043i,0.00031089-0.0010774i,1.4772e-05-0.00072994i,-0.00061035+8.7079e-05i,-0.00081012+0.00040548i
0.001063+0.0003945i,0.0012559+0.00083746i,0.0016465-0.00045997i,0.0017264-0.00091575i,0.00091539-0.00012664i,0.00046339+0.00075607i,0.0009251+0.0012197i,0.0014661+0.00080914i,0.0014859+0.00039452i,0.00058558+0.00047728i,-0.00080068+0.00042204i,-0.0010229+0.00015485i,-1.8872e-06+1.0204e-05i,0.00087562-0.00033195i,0.0016577-0.0003829i,0.0012113+0.00017463i,0.00070518+0.00011466i,0.00076373-0.00033104i,0.00061299-0.00065573i,0.00065024-0.00027958i,4.4822e-05+0.0003362i,-0.00035691+0.00030505i,-1.5565e-05+5.3562e-05i
0.00018858-0.00050752i,0.000262-0.00058374i,0.00052024-0.0008347i,-0.00083791-0.0010822i,-0.0012048-0.0011847i,-0.00033569-0.00041799i,0.00088287+0.000405i,0.00071989+0.00044622i,0.00013301+0.00012079i,0.00025958+0.00012803i,0.00026422-0.00027758i,-9.455e-05-0.00024337i,-2.2465e-05+2.8329e-05i,-2.8789e-05+0.00027758i,-6.7103e-05+1.3681e-05i,-0.00056095-9.6466e-05i,-0.0010673+0.00012078i,-0.00080733-0.00015528i,0.00061149-0.00018941i,0.001198-3.7097e-05i,-0.00012852+3.902e-05i,-0.0010856+0.00058925i,-0.00062052+0.0010075i
-0.00085864+0.00078627i,-0.00034449+0.0010201i,0.0005525+0.00043617i,0.00072288+0.00050438i,0.00021661+0.00037308i,-6.3898e-05-5.5288e-05i,0.00016986+0.00069295i,0.00039246+0.00078544i,0.00011964+8.6637e-05i,-0.00019139-0.00014331i,0.00016954-0.00051577i,-0.00016257-0.00044327i,-0.0008882+0.00041506i,-0.0003901+0.0011153i,0.0010427+0.0010085i,0.00067077+6.7085e-05i,-0.00052652-0.00026237i,-0.0002961+0.00013124i,0.00065989+0.00055859i,0.00060256+0.00025037i,-8.5997e-05-0.0011826i,-0.00074053-0.00057591i,-0.00051981+0.00085125i
-0.00074579+0.001617i,-0.00046877+0.0017707i,0.00088011+0.0017196i,0.00091895+0.00064678i,0.0012863-0.00064198i,0.0014376-0.00032424i,0.0012245+0.0011124i,0.00087679+0.00088868i,0.00057248-0.00013895i,0.00052704-0.00044685i,0.00037597-0.00088743i,0.00021295-0.00098458i,-0.00059998-0.00065994i,-0.00022864-4.6957e-05i,8.3253e-05-0.0002697i,-0.0001874-0.001119i,0.00022838-0.00026383i,-0.00026658+0.00041076i,-0.00010189-0.00095431i,-1.2221e-05-0.0015497i,-0.00029846-0.00057203i,-0.00012922+9.8758e-05i,-0.00042355-7.1678e-05i
-0.0024182-0.00061971i,-0.00033062+2.5636e-05i,0.00032921+0.00049008i,0.0015083+0.00051879i,0.0022693+0.0011001i,0.0018968+0.0019197i,0.00061318+0.0013944i,8.2989e-06+0.00056023i,0.00036421+0.000478i,0.00097837+0.00038319i,0.0013025+0.00010525i,0.00033405-0.00047581i,-0.00051435-0.0011214i,0.00026354-0.0012986i,0.0008472-0.00026403i,0.00033597+2.5147e-05i,-0.00010501-0.00049787i,-3.0686e-05-0.00037607i,-0.00029775+1.6739e-05i,-0.00066845+1.5138e-05i,3.2843e-05-0.00021596i,0.00034565-0.00040871i,-3.5852e-05-0.00031644i
-0.0014666+9.6949e-05i,-0.00072795+0.0010428i,-0.00087578+0.00054205i,-0.0010064-0.00014192i,-0.0002448-8.6796e-05i,0.00039946+0.0007757i,0.00093428+0.00077218i,0.0010419+0.00066273i,0.00047245+0.00022348i,2.1999e-05-0.00042696i,-0.00048153+0.00034467i,-0.00021943+0.00024854i,0.00011385-0.00043736i,0.00017971+0.00052215i,-0.00013976+0.0012909i,-0.00029854+0.00014198i,0.00017802-0.0001884i,0.00024144+0.00067261i,0.00031368+0.0010129i,0.00045028+0.00063005i,0.00093685+0.00045937i,0.0006169+0.00019199i,-0.00030614-0.00050331i
0.00068239+0.00073844i,0.00052775+0.0018306i,5.0981e-05+0.0030565i,-3.9004e-05+0.0011786i,0.00041041-0.00063167i,0.0010806+6.4181e-05i,0.00039757+0.0012267i,0.00011219+0.00098854i,0.00041823+0.00060736i,0.00021809+0.00047235i,0.00078301-0.00032544i,0.0008324+7.0119e-05i,-2.0558e-05+0.00059711i,-0.00025644+0.00032491i,0.0001459+0.00040575i,-3.7389e-05+0.0014108i,-0.00018267+0.0013362i,0.00014019+0.00034428i,-0.00018007-6.77e-05i,-0.00076009-4.4408e-05i,-0.00068101+0.00021229i,-0.00027195-0.00015432i,-0.0004137-0.00049812i
-0.0012951+0.00068159i,1.3326e-05+0.0017187i,-0.0001954+0.0014948i,0.00038368+0.00013189i,0.001557-2.614e-05i,0.00060071+0.0013861i,-0.00045741+0.0014863i,0.00019795+0.0012375i,-4.2651e-05+0.001129i,-0.00029701+0.00049194i,0.00033855+4.2834e-05i,0.0009567-0.00053683i,0.0010309-0.00075285i,0.00031754-0.00017658i,-0.00017075+0.00056147i,-0.00023018+0.00059239i,-0.00060885-9.4352e-05i,-0.0004294-0.00030023i,-0.00034817+0.00041601i,-0.00039928-0.00011326i,-4.3852e-06-0.00051079i,7.8636e-05-0.00033235i,0.00031658+0.00020122i
-0.002407-0.00022223i,-0.0011953-0.00039016i,-0.00054299+8.8826e-05i,0.00030377+0.00012841i,0.0006714-0.0001241i,0.0011807+0.0005114i,0.0015787+0.00071841i,0.0007763+0.00016951i,5.0528e-05-5.7323e-05i,0.00034909+0.00053044i,0.00073117+0.00024792i,0.00043866-0.0005868i,0.00033191-0.00070429i,0.00079222-0.00071535i,0.001407-0.00056753i,0.00080103-1.0719e-05i,1.2122e-05+0.00030014i,-0.00074365-1.7169e-06i,-0.00065817-0.00012358i,-0.0004626-0.00024906i,-0.00053863-0.00064593i,-0.00048081+4.2077e-05i,-0.00058019+0.00069792i
-0.00013753+0.00023272i,0.00038756+0.00030879i,0.0012411+0.00037822i,0.00081608-0.00075562i,0.0007437-0.0011393i,0.0010006+0.00062698i,0.00068115+0.0022415i,0.00050702+0.0013514i,0.00053187-0.00025097i,0.0002287-0.00041995i,-0.00018081-0.00027499i,0.00022493-0.00051151i,0.00094437-0.00047081i,0.00053645-0.00021282i,0.00022424+0.00020586i,0.00080227+0.00041097i,0.00040978+0.00065204i,-0.00029582+0.00031128i,-0.00015172-0.00032409i,-0.00039792-0.00044803i,-0.00046178-0.00026898i,-9.077e-05+1.5563e-05i,-0.00016095+0.00029968i
0.00014322-0.0014937i,-0.0002947+0.00028351i,-0.00054452+0.0014892i,-0.00026174+0.0017221i,0.00019917+0.0020513i,-3.3616e-05+0.0023705i,-1.0627e-05+0.0011575i,0.00048944+0.000142i,-0.00011664+0.00050279i,-0.00024641+0.0004955i,0.00017449+0.00067543i,0.00075326+0.00067437i,0.00028855+0.00034616i,2.29e-05-0.00012229i,0.00042555-0.00022955i,0.00030326-0.00017503i,-3.6223e-05+8.2991e-05i,0.00014371+0.00034302i,0.00016669+0.00061862i,-0.00080655+0.00068521i,-0.0010291+0.00037011i,-0.00057953+0.0002166i,-0.00020068-0.00031069i
-0.0036412+0.0016889i,-0.002906+0.0021032i,-0.00028977+0.0016662i,0.00073826+0.0011968i,0.001031+0.0009548i,0.0013289+0.0010279i,0.00055536+0.0007684i,0.00042775+0.00050057i,0.0005656+0.00010346i,0.00092368-0.00012216i,0.0014984+0.00016571i,0.0013901-5.3716e-05i,0.00060712-0.0010333i,0.00042328-0.0017887i,0.00068447-0.0012285i,0.0012216-0.00029472i,0.00063226+0.00036929i,-0.00060128+0.00042839i,-0.00017005+0.000482i,-4.3811e-07+0.00021302i,-0.00093099-0.00059868i,-0.00082546-0.0010181i,-0.00027692-0.00065241i
0.0015041+0.00079601i,0.0015662+0.00071641i,0.0014328+0.00033286i,0.00096953+3.7412e-05i,0.00037852-4.1933e-05i,0.00011562+0.00094652i,0.0008135+0.0019095i,0.0012269+0.0015718i,0.00064779-0.00010998i,-0.00025945-0.001053i,-0.00029826-0.00055866i,0.00046797-0.0004708i,0.00028061-0.00083636i,-3.7716e-05+0.0002008i,-0.00036314+0.00067199i,-0.0001632-0.00010565i,2.2577e-07-0.00038616i,9.216e-06-0.00044877i,0.0001202-0.00015283i,-0.00037266-0.00016807i,-0.00078511-0.00073736i,-0.00072212-0.0011745i,-0.00041723-0.00067946i
-0.00049191+0.00032809i,-0.00023171+0.0011747i,0.00075787+0.00071624i,0.0014619+0.00043076i,0.0010541+0.00016086i,0.00081267+0.00032631i,0.0008021+0.00038632i,0.00032349+0.00026831i,-0.00025504+0.00037646i,-0.00045603+0.00057168i,-0.00015037+0.00026494i,-0.00031544-0.00044487i,-0.00027912-0.00045207i,0.00062856+2.6972e-07i,0.00060957+0.00053025i,6.3084e-05+0.00064161i,-0.00054649+0.00046033i,-0.00082424+0.00051583i,-0.00052509+0.00040582i,-0.00045229-0.00015319i,-0.00053916-0.00044315i,-9.7727e-05-0.00037399i,0.00079644-3.9762e-05i
0.00036714-0.00044853i,0.0008462+0.0015887i,0.0014316+0.0026497i,0.0017498+0.00067937i,0.0020027-0.00027493i,0.0017867+0.00087645i,0.00077336+0.0012924i,0.00082696+0.00034865i,0.00058019-0.00025039i,0.00022864-0.00047185i,-8.9548e-05-0.00046441i,-0.00012186-0.00043471i,0.00020353-0.00026505i,-1.4221e-05+8.8999e-05i,0.00038503+0.00048658i,0.00056582+5.8877e-05i,0.0003183+0.0001215i,-0.00011218+0.00029365i,-0.00085339-0.00015647i,-0.00033523-0.00033394i,0.00058048-0.00017246i,0.0008164+0.00039883i,0.00056032+6.186e-05i
0.00076166-0.00066764i,0.00056732-0.00023195i,0.00026872-0.00093953i,-0.00096447-0.0014283i,-0.0013987-0.00059429i,-0.001039+0.00071056i,-0.00020092+0.0015736i,0.0003856+0.001325i,-6.803e-05+0.00088593i,-0.0004586+0.00036044i,-0.00032078+0.00033794i,9.4848e-05+0.00066871i,0.0004347+0.00041109i,-0.00031323+0.00042561i,7.3839e-05+0.00038755i,0.00085062+0.00043491i,0.00089757+0.00047651i,0.00044521-5.7882e-05i,0.00025028-0.00030402i,0.00049368-0.00066409i,-4.8952e-06-0.00065025i,-0.00044676-0.00033379i,-0.00045609-0.00024839i
0.00046416+0.0016689i,0.00082171+0.0011274i,0.0021926+0.0012796i,0.0024758+0.0005178i,0.0020481-0.00053149i,0.0013145-0.00037743i,0.00041612+0.00051852i,0.00015128+0.00058913i,0.00051182-8.6207e-05i,0.0011602-0.00017574i,0.0010409+4.3545e-05i,0.00034307-0.00019019i,-0.00020953-0.00022842i,-0.0012157-0.00014405i,-0.0016351-3.4455e-05i,-0.00056609-0.0004279i,-4.0316e-05-0.00026324i,0.00018916+0.00044947i,0.00028543+0.00012453i,-0.00019279+0.00021093i,-0.00047243-6.967e-05i,-0.00022242-0.00089016i,6.0306e-05-0.00086818i
-0.0016047+0.0016564i,-0.00098855+0.0025282i,-0.00013686+0.0018465i,0.00061661+0.0013129i,-8.2403e-05+0.001114i,-0.00035472+0.00058203i,1.5423e-05+0.00083928i,0.00030811+0.00088682i,0.00071212-0.00011296i,0.00084351-0.00043383i,0.00042069-0.00015813i,-0.00014766-0.00010315i,-0.00011911-0.00034421i,-0.0001061-0.00035615i,-0.00067395-0.00054602i,-0.0010661-0.00052269i,-0.00042917-0.00051133i,6.6275e-05-0.00050556i,-0.00019791-0.00038365i,-0.00018655+6.593e-05i,-0.00023262-0.0002651i,0.00014711-0.00052448i,-0.00016714+0.00016263i
0.00056883+0.00025794i,0.00041145+8.3567e-05i,0.000651+0.0012473i,-4.2081e-05+0.00037822i,-0.00014724-0.00017962i,0.00039454+0.00056327i,0.0006715+0.001057i,0.00015592+0.000966i,-0.00016905+0.00064493i,-0.00032041+0.00044902i,-0.00077663+0.00013445i,0.00012615+0.00024814i,0.00081645+0.00086723i,5.1699e-05+0.00061024i,0.00017628+0.00033834i,0.00092608+0.00036294i,0.00095179+0.00028541i,0.00038081+0.0006091i,0.00047641+0.00083961i,0.0006222+0.00032512i,0.00084069-0.00013543i,0.00098899-1.0224e-05i,0.0014504+0.0007085i
-0.00036206+0.0011714i,-0.0007325+0.001728i,0.00017641+0.0013249i,0.00085393+0.00068386i,0.00057755+0.0013869i,-5.8712e-05+0.0012181i,4.5891e-05+0.00087035i,0.00036907+0.001333i,0.00049621+0.00093376i,0.00033541+0.00070316i,-0.00013099+0.0011284i,-0.00036114+0.00034584i,8.1367e-06+3.5786e-05i,-6.3528e-05+0.00034225i,-0.0007005+6.0294e-05i,-0.00099612-0.00034035i,-0.00059348-0.00017686i,-0.00025191+3.6714e-05i,-0.00029881-9.8665e-05i,-0.00041091-0.00015545i,-0.00074266-0.00028401i,-0.0007847-0.00028565i,-0.00076748+0.00048255i
