-0.0014345-0.00045127i,-0.0014167-0.00072197i,-0.0016015-0.00077822i,-0.0029272-0.00065543i,-0.0037833-0.00013139i,-0.0035744+0.0005657i,-0.0020679+0.00062798i,-0.00023187+0.0015395i,0.00088224+0.0022879i,0.0011553+0.0019092i,0.001078+0.0015024i,0.0008732+0.00094369i,0.000578+7.9544e-05i,0.00048641-0.0001375i,0.000558+0.00012403i,0.00088534+0.00024056i,0.0005068+0.00078491i,8.13e-05+0.00041988i,0.00057099-0.00060777i,0.00030811-0.00044275i,-0.00024681+0.00053825i,-0.00045747+0.0010411i,-0.00064676+0.0011198i
0.0017628+0.00031029i,0.0020311-0.00056623i,0.0026736-0.00049525i,0.0012571-0.00053167i,0.0006805-0.00048877i,0.0012473-0.00020238i,0.0020137+0.00063053i,0.0016697+0.00048633i,0.00070836+9.786e-05i,0.00037106+0.00038892i,0.00025518-4.8415e-05i,0.0006534-0.00029441i,0.0009927+0.00024811i,0.00037964+0.00061762i,0.00018509+0.00010989i,-0.00030443-0.00050128i,0.00016801-0.00081882i,0.0016966-0.00073276i,0.00088985-0.00045043i,-0.00043119-8.2053e-05i,3.35e-05-0.00024752i,-1.6688e-05-0.0001717i,-0.00027413-0.00050796i
-0.00020249+0.0022278i,0.00023972+0.0019013i,0.001866+0.0010658i,0.0015805-0.00037584i,0.00047213-0.0014456i,-0.00058441-0.00049894i,-0.0010943+0.00034285i,-0.00056465+0.0004576i,0.00035293+0.00073864i,0.00099014+0.00051791i,0.00022206+0.00039673i,-0.00073913+0.0003414i,-0.00070016+0.00024376i,0.00024814-0.00029517i,0.00060353-0.00077937i,0.00038275-0.00076456i,0.00031555-0.00089998i,0.00080002-0.0012814i,0.0010712-0.00119i,0.00067286-0.00076248i,0.00053823-0.00088579i,0.00095307-0.0007727i,0.00083878+0.00039514i
-0.001213+0.00021378i,-0.001504-4.3903e-05i,-0.0018412+0.001462i,-0.0010761+0.0023013i,-0.00064296+0.0014192i,-0.00037198+0.00023023i,-0.00027846+0.0001434i,-5.2549e-05+0.00018125i,0.00010538+0.00030711i,-0.00010014+0.0010029i,-4.4671e-05+0.0020737i,0.00094202+0.0019724i,0.0020023+0.0013127i,0.0018207+0.00041873i,0.0013579-0.00014048i,0.0014118+0.00012098i,0.0010668+0.00012068i,0.00048635-0.0003752i,0.00028931-0.00051355i,0.00082555-0.00073968i,0.00042419-0.00069278i,5.1298e-05-3.01e-05i,0.00028992+0.00058395i
-0.0017684+0.0020423i,-0.00085021+0.0018232i,0.00047325+0.0024902i,0.0011183+0.0015574i,0.0013927-0.00059182i,0.0016825-0.0026185i,0.001603-0.0027726i,0.0012841-0.0012249i,0.0014643+0.00018381i,0.0014734+0.0010471i,0.00031101+0.0007551i,-0.00028098-0.00028527i,-0.00033517-0.00070194i,-0.00027646-0.0012053i,2.9747e-05-0.00089297i,0.00019937+0.00025142i,0.00034424+0.00056777i,0.00084707-0.00031681i,0.0011467-0.00094271i,0.001078-0.00071924i,0.0011407-0.00063459i,0.00080696-4.6153e-05i,0.00032377+0.00036483i
-0.0011197+0.0013274i,-0.0011728+0.0015306i,-0.00088822+0.0017497i,1.6373e-05+0.00056613i,0.00039351-1.2855e-06i,0.00028892-0.00026198i,0.00034521-0.00078169i,0.0006594-0.00055522i,0.0012463+0.00013305i,0.0011119+0.0005919i,0.00050392+0.00040641i,0.00020799-0.00010187i,0.00074768-0.00026668i,0.00074103-4.6226e-05i,0.00026017-3.3828e-05i,-0.00029338-4.4659e-05i,-0.00013051-0.00016768i,0.00046505-0.00075825i,0.00012519-0.0020023i,-0.00050397-0.0017424i,-0.00051746-0.00090633i,0.00016042-0.00092599i,0.00065324-0.00091161i
9.9265e-05+0.0011163i,-0.00076583+0.0016797i,-0.0018753+0.0021188i,-0.0010954+0.0011531i,0.00078537+0.0010591i,0.0010237+0.00064578i,0.00041794-5.2736e-05i,0.00017119+0.00045727i,3.7199e-05+0.00070294i,0.00015515+0.001083i,0.00046582+0.001078i,0.00046488+0.00061022i,0.00046888+0.00099208i,0.00050278+0.00097105i,-0.00020592-9.6261e-05i,-0.00083789-0.00029484i,-0.00029856-0.00012082i,0.00025453-0.00070313i,-0.00024451-0.0013389i,-0.00054151-0.00037318i,-0.00036079+0.00082675i,-0.00021927+0.00074407i,0.00033007+0.00079852i
1.4203e-05+0.0013398i,-0.00013049+0.0015471i,0.00042459+0.0017512i,0.00055373+0.0013523i,0.0007356-0.0002932i,0.0009262-0.0011757i,0.00068704-0.0007228i,0.00037716-0.00038513i,0.00041058+0.00079654i,0.0009776+0.001747i,0.00076861+0.0014596i,0.00028261+0.00034345i,4.1405e-05+0.00024718i,0.00036935+0.00097845i,0.00016861+0.00089483i,0.0001621+0.0010612i,0.00089546+0.00092169i,0.0012618+0.00013993i,0.0013432+0.00022591i,0.00084894+0.00068692i,0.00012047-7.4842e-05i,-0.00037766-0.00068425i,-0.00031097-0.00024654i
0.00065169-0.00016461i,-0.00014254+0.00077605i,-0.0014516+0.0010924i,-0.0012411+0.00059889i,0.00022539+0.00041768i,0.00027606+0.00028405i,-0.00050676+0.00028458i,-0.0009036-0.00012499i,-0.00067437+8.5584e-05i,7.1968e-05+0.0010341i,0.00053636+0.00097499i,8.0775e-05+0.00084121i,-0.00035891-0.00042214i,0.00040632-0.0015246i,-4.4117e-05-0.0011348i,-0.00041612-0.00028175i,0.00015212+0.00033168i,0.00071409+0.00012055i,0.0007516-8.7922e-05i,9.0865e-05-0.00029825i,1.6681e-05+4.8242e-05i,0.00018156+0.00034641i,0.000235+0.00045098i
-0.0001772+0.00012212i,-7.9223e-05+0.00056883i,-0.00069363+0.001654i,-0.0010594+0.0021913i,-0.00024005+0.0010589i,0.0003537-0.00054594i,-0.00079566-0.00020927i,-0.00094913+0.0005534i,0.00031696+0.00057703i,0.00047271+0.0001973i,0.00055068+0.00028112i,0.00056721+0.00043111i,0.0002344+0.00035536i,0.00026896-0.00013411i,0.00075821-8.479e-05i,0.00077236-0.00034552i,0.00055043-0.0014446i,0.00065392-0.00144i,0.00020751-0.00075818i,-2.5335e-05+0.00019218i,-0.00044636+0.00043394i,-0.0007258+0.00016779i,-0.00040074+0.00024433i
0.001049-0.0020803i,0.00054311-0.0011681i,-3.7555e-05-0.0011759i,-0.0013391-0.00099425i,-0.0023564-0.00024013i,-0.0013038-0.00043015i,-0.00020552-0.00037048i,0.00025414-0.00037889i,0.00077306-0.00059506i,0.00051387-0.00026268i,-3.1258e-05-8.1707e-05i,-0.00041207-0.00030568i,-0.0010362+0.00014019i,-0.00087489+0.00072838i,0.00026118+0.00070716i,-0.0002213+0.00082744i,-0.00075013+0.00047113i,1.0439e-05-0.00035991i,0.00042049-0.00094313i,-5.4224e-05+4.9199e-05i,-0.00033637+0.00068243i,-0.00082081+0.00031067i,-0.0014631+2.4278e-05i
0.0010071+6.3814e-05i,0.0017629-6.4571e-06i,0.0015266-0.00082556i,0.00090129-0.00084361i,0.00096106+0.00025007i,0.00089813-0.00029679i,0.00096034-0.0014825i,0.001193-0.0015702i,0.001431-0.00027665i,0.0012394+0.00074693i,0.00074498+0.0010435i,0.00069222+0.0010483i,0.00055385+0.00036767i,0.0005065+0.00053851i,0.00025977+0.0010057i,0.00032321+0.00081101i,0.0011479+0.00081672i,0.0010537+0.0003401i,0.00013128-0.00071435i,-0.00028534-0.00096437i,-0.00020758-5.5813e-05i,-0.00014396+0.00031332i,-3.6319e-05-0.00021288i
9.943e-05+0.00072221i,0.0010322+0.0010727i,0.00076857+0.00097131i,0.00044776+0.0006277i,0.00014662+0.0005222i,-0.00035934+8.4473e-05i,-0.00011346-9.8907e-05i,0.00094447-3.1258e-05i,0.00068484+0.00015309i,0.00011865+0.00042045i,0.0006431-5.7613e-05i,0.00084117-0.00029646i,0.00057312+0.00011985i,0.00024503+0.00062319i,0.00021996+0.00021515i,-0.00032009-0.00043364i,-0.00025213-0.00052249i,0.0011365-0.001233i,0.0013356-0.0013024i,-0.00013691-0.00010927i,-0.0007219-4.0458e-05i,-3.0804e-05-0.00042758i,1.7726e-05+0.00010702i
0.00016338+0.0001386i,0.00018274+0.00059716i,-0.00037785-6.3014e-05i,-0.00048535-0.00038984i,8.755e-05-0.00014449i,0.00096117-0.00020876i,0.00025417+0.00030882i,0.0007493+0.00055495i,0.0013592-0.00011518i,0.00039961+0.00020773i,-0.00063098+0.001253i,-0.00033945+0.00089504i,0.00018468+0.00052212i,-0.00014432+0.00080027i,-0.00051805+0.00063424i,-0.00010518+0.00027533i,6.303e-05+2.1066e-05i,0.00038106-0.0004723i,0.00058111-0.00076477i,9.7923e-05-0.00080611i,-0.00025876-0.00083567i,-0.00044152-0.00019105i,-0.00074393+0.00042806i
0.0014092+0.00050304i,0.0012861-0.00013164i,0.0012258-0.00085625i,0.00038256-0.0016539i,-0.00016923-0.0014639i,-0.00029519-0.00071239i,3.6542e-05-0.00040492i,0.00072423+0.00059931i,0.00025676+0.0010698i,-0.00060536+0.00047597i,-0.00028554+0.00031636i,-5.7597e-05+0.00088141i,0.0002366+0.0014749i,0.00034115+0.0012661i,0.00039826+0.00032551i,0.00025438+0.00038003i,0.0002647+0.00069937i,0.00035023-0.00023409i,0.00081137-0.00094997i,0.0007227-0.00048594i,0.00031194-0.00062436i,-0.00018103-0.00046256i,-0.00034632+1.0493e-05i
-0.0011106-0.00060695i,-8.185e-05+0.00033674i,0.00038163-2.7135e-05i,-4.0971e-05-0.0005619i,-0.00051408+9.2625e-05i,-0.00016717+0.0005518i,0.00098928-3.1586e-05i,0.0020179-0.00075585i,0.0015061-0.00034514i,0.00045178-6.7453e-05i,-0.00011193+0.00038677i,-0.00046068+0.00069406i,-0.00097877+0.00090667i,-0.00080129+0.0010455i,2.135e-05+0.0011971i,8.5295e-05+0.0013777i,-0.00024366+0.00069255i,-0.00036956-0.00036578i,0.00032992-0.00086531i,0.00086188-0.00031196i,0.00059422+9.031e-05i,-0.00031058+0.00029988i,-0.00044035+0.00069231i
-0.0010851-0.0022925i,-0.0017444-0.002576i,-0.002882-0.0016955i,-0.0030263-0.00054017i,-0.0020268+0.00029494i,-0.00093085+0.0012327i,0.00025384+0.0010207i,0.00069786+0.00067186i,-0.00012836+0.001123i,-0.00099613+0.0013558i,-0.00059003+0.00092884i,0.00028079+0.0012685i,9.8603e-05+0.0022267i,0.00010135+0.0019069i,0.00073816+0.00074985i,0.0008227-0.00030066i,0.0010468-0.0013385i,0.0011038-0.0017518i,0.00048544-0.0011534i,-0.00016186-0.00062492i,-0.00034062-0.00017013i,-8.3799e-05+0.0003318i,-0.00014787+0.00012767i
0.00016034+6.2757e-05i,-0.00016182+0.0007326i,0.0012585+0.00023431i,0.0013291-0.0011082i,0.00090309-0.0011751i,0.0010844-0.00067339i,0.00092986-0.00038532i,0.0012397-0.0001689i,0.0013904-6.8365e-05i,0.00022512+0.00048213i,-0.0012993+0.00064728i,-0.0011191+0.00030157i,-9.1283e-05+0.00030582i,-0.00038741+0.00031926i,-0.00046717-9.077e-05i,-0.00037258-0.00036309i,-0.00042948-0.00015019i,-0.00018237-0.00037077i,-0.00015401-0.00095227i,-0.00031321-0.00079971i,-0.00019807+0.00015887i,-8.078e-05+0.0002736i,-8.8603e-05+0.00035616i
0.0010093+0.00077168i,4.5723e-05+0.00076063i,0.00020473+0.0012905i,0.00063796+0.00050038i,0.00024536-0.00077507i,-0.0011728-0.00036378i,-0.001299+0.00028897i,0.00020904+0.00049209i,0.00084079+0.00083936i,0.00076358+0.00053793i,0.00093815-0.00025468i,0.00064756-0.00012279i,-3.2891e-05+0.00029253i,-0.00019188+0.00035836i,-0.00011421+0.00048109i,0.00035629+0.00044389i,0.00024779-0.00022522i,-0.00041665-0.00069403i,-0.00053785-0.00039954i,0.00028256+5.581e-05i,0.00037754-0.00012097i,-0.00017246-0.00051063i,5.9345e-05-0.00028295i
0.0019539-0.0014937i,0.0016365-0.0029707i,4.9419e-05-0.004693i,-0.001665-0.0045655i,-0.0019769-0.0028203i,-0.00045887-0.00087971i,0.00025376-0.00039533i,0.00021831-0.00014511i,-6.2123e-05+0.0002819i,2.4481e-06+0.00037442i,-0.00023396+0.00072099i,-0.00096931+0.0011514i,-0.0006276+0.0014483i,-7.083e-05+0.0016824i,0.00061799+0.0012977i,0.00089447+0.0012101i,0.00064534+0.00073543i,0.00039456-0.00045279i,0.00075743-0.00095062i,0.00081279-0.00029986i,-0.00032118+0.00023835i,-0.00086362+0.00010896i,-0.00055534+7.6111e-05i
0.00084412+0.0019099i,-0.00020195+0.0018063i,0.0009905+0.0017201i,0.0014284+0.0019464i,0.0004853+0.0013251i,-5.1938e-06+0.00028066i,-5.1884e-05+0.00052789i,0.00029356+0.00078914i,0.00047167+0.00030557i,0.00046479+0.00091997i,0.00030846+0.002004i,-5.1458e-05+0.0014339i,5.0948e-05+0.00073954i,0.00030471+0.00043219i,0.0002317+0.00040535i,0.00019018+0.00016137i,0.00094886-0.00019704i,0.00079481-0.00028522i,0.00015866-0.00088078i,0.00020112-0.001104i,-7.8812e-05-0.00027245i,-0.00073431+0.00024951i,-0.00073701+0.00027938i
-0.00017285-0.00050075i,-0.0009134-0.00041943i,-0.001964+0.00053975i,-0.0016989+0.00075377i,-0.00095253-0.00012176i,-0.00071122-0.0012113i,-0.00043238-0.00045723i,0.00022525+0.00058875i,0.00044255+0.00066145i,0.00032388+0.00070843i,0.00016928+0.00087016i,0.00073396+0.0010544i,0.00081031+0.0008438i,0.00045062+0.00011317i,0.0006433+0.00023762i,0.00082+0.00092402i,0.0011581+0.00053202i,0.0013669-0.00043167i,0.00080259-0.00072726i,-0.00012302-0.00022328i,-0.00031549+0.00094189i,0.00016407+0.00076069i,-8.2557e-05-0.00010234i
0.0014401-0.00034359i,0.00092843-0.00084739i,0.00089366-0.00081346i,0.0011175-0.00021455i,-3.5161e-05+0.00011668i,-0.00088843-0.00010486i,-0.00020808+6.4897e-05i,0.0007676-8.7089e-05i,0.0012822-0.00045062i,0.00050799-0.00018023i,-0.00037675-0.00033531i,-0.00054774-0.00025203i,-0.00058153+0.0003391i,-0.00035993+0.00083906i,-0.00027817+0.00054219i,-0.00026001+0.00036483i,0.00039289+0.00046011i,0.00088217+8.0031e-05i,0.00078499-0.00039066i,0.00033089-2.0622e-05i,-9.4834e-05+0.00028849i,-0.00040379-0.00045753i,-0.00049313-0.00070727i
4.6991e-05-0.0017366i,-0.00018606-0.00090254i,-0.00070392-0.0013857i,-0.0012269-0.0017729i,-0.0013792-0.0014804i,-0.00023318-0.00078829i,0.00067073-0.00057429i,0.00046649-5.4505e-05i,-2.6303e-05+0.00034637i,-0.00064988+0.00055527i,-0.00039536+0.0011914i,0.000538+0.0016467i,0.00051145+0.0018318i,0.00038243+0.0016974i,0.00073375+0.0014737i,0.00085563+0.001113i,0.00092267-0.00016509i,0.00053559-0.0010372i,0.00019435-0.00037597i,-8.7699e-05+0.00098404i,-2.805e-05+0.00074807i,0.00030943-0.00014265i,0.00042017+0.00025688i
0.0012987-0.00097781i,0.001183-0.00086348i,-0.00071089-0.00030464i,-0.0025185+0.0003735i,-0.0022571+0.0002525i,-0.00045428+0.00023194i,0.0003807+0.00011222i,0.0006919-0.00014824i,0.0010293-0.0003293i,0.00021083+1.2136e-05i,-0.00027267+0.00081592i,0.00020234+0.0010647i,0.00038449+0.0012875i,0.00047127+0.00063107i,0.00046388-0.00043381i,0.00064014-0.00087695i,0.0012974-0.00094942i,0.0016231-0.00076557i,0.0013282-0.00069801i,0.00042146-0.00023646i,-1.8855e-05+0.00028151i,0.00038474-4.5234e-05i,0.00032202+2.5724e-05i
0.0018866-0.00031942i,0.00097292+0.00022424i,-0.00013432-0.00016853i,0.00018327-0.0014219i,0.0010069-0.0014659i,0.00086905-0.00077252i,-0.00013898+0.00053237i,-0.000117+0.0013418i,0.00062167+0.0013479i,9.9498e-05+0.0011536i,-0.00055866+0.00057663i,-0.00015322+0.00055255i,-0.00029128+0.0010294i,-0.00035218+0.0012179i,-2.904e-05+0.00052595i,-0.00026159-6.4703e-05i,-0.00057404+0.00052862i,-0.00054319+0.00096437i,-9.1447e-05+0.00037494i,0.00022071-0.00022602i,-0.00039653+0.00027382i,-0.0012772+0.00020499i,-0.0012804-0.00021171i
0.00014772-0.001009i,-0.00014309+0.00011543i,0.00018438+0.00019904i,-0.00043238+0.00054761i,-0.0016962+0.00010506i,-0.0014387-3.7409e-05i,-0.00063372+0.00036395i,0.00043312+0.00037578i,0.00073158+0.0001936i,-0.00025383+0.00076868i,-0.00048363+0.0012927i,0.0005602+0.001625i,0.000702+0.0013882i,0.0003797+0.00047092i,0.00046067+0.00026629i,0.00047043-1.0259e-05i,0.00078656-0.00082233i,0.0012485-0.00060648i,0.0010341-0.00080055i,0.0007324-0.00099347i,0.00081596-0.00067985i,0.00079782-0.0007472i,0.0001101-0.00081241i
-0.00078243-0.0011311i,-0.0019428-0.00062673i,-0.0023971-0.00033033i,-0.0016833+0.00010533i,-0.00073669-1.9984e-05i,-0.00059678+0.00017187i,-0.00060241+0.00021797i,0.00027426+0.00048117i,0.00021106+0.0008998i,3.4751e-06+0.00073473i,0.00011941+0.00025926i,0.00022167+0.00059811i,0.00034034+0.00087248i,0.00077142+0.00088612i,0.00082854+0.0010452i,5.3836e-05+0.00060037i,-5.9043e-05-0.00020498i,0.00044552-0.00049536i,0.0010553-0.0012272i,0.001577-0.0013622i,0.00094255-0.00033349i,-0.00018883+7.2634e-05i,-0.00036761-6.3343e-05i
-0.0010241-0.0034261i,-0.00062775-0.004352i,-0.0015003-0.0037709i,-0.0018771-0.0024051i,-0.0013803-0.001191i,-0.00037302+3.8968e-05i,0.00064309-0.00098264i,0.0010002-0.0014778i,0.00063175-0.00080042i,-0.00027357+0.00013321i,-0.00059413+0.0017423i,-0.00042134+0.0018902i,0.0003776+0.0016239i,0.0013099+0.0011738i,0.00071138+0.00083812i,-5.9506e-05+0.00073909i,-0.00011515+0.00070235i,0.00018467-2.1379e-05i,0.00079857-0.00073597i,0.00075689+0.00015283i,0.00053891+0.00059164i,0.00010297+0.00031163i,-0.00071078+0.00056892i
-0.0010289+0.00036917i,-0.00068812+0.0013869i,9.4828e-05+0.00086326i,0.00013533+0.00086826i,-0.00058357+0.00091921i,-8.3368e-05+0.00048995i,0.00044299+0.00078549i,0.00047798+0.00086012i,0.0003154+0.00089624i,0.00020651+0.0014677i,0.00013186+0.0012923i,0.00010368+0.00036646i,0.00059416-0.00058063i,0.0013381-0.00087536i,0.00069726-0.00034645i,0.0001564-0.00042516i,0.0005806-0.00049895i,0.00079837-8.9491e-05i,0.00046656+0.00049319i,0.00055184+0.00072211i,0.00038911+0.00052137i,-7.1541e-05+0.00031669i,-2.0952e-05+1.8827e-05i
0.0016477-9.3115e-05i,0.0014505-0.0011515i,0.0008187-0.0016386i,0.00020238-0.001901i,3.6813e-05-0.001595i,0.0001845-0.0006534i,0.0011037-0.00026295i,0.0015783+0.00025283i,0.00037669+0.0010534i,-0.00026093+0.00072136i,-0.00013367-6.024e-05i,-0.00014064-0.00031516i,0.00035277+0.00034556i,0.00047054+0.0010273i,0.00019399+0.00099118i,-0.0001251+0.0004109i,5.2574e-05-0.00077371i,0.00099393-0.0019694i,0.0011811-0.0016315i,0.00066299-0.0012036i,0.00025095-0.001256i,0.00012285-0.00084335i,0.00072246-0.00037604i
0.0020731+0.0006239i,0.0017605+0.00049652i,0.0010061-0.00028428i,0.00072256-0.00063855i,-4.6598e-05-0.00114i,-0.00067029-0.0013252i,-0.00053726-0.00083677i,-0.00026997-0.000402i,-0.0004034+0.00041362i,-7.7164e-05+0.00088445i,0.00012974+0.00069633i,4.0392e-05+0.00051066i,-9.3525e-05+0.00013286i,-0.0005144+0.00058118i,-0.00054312+0.00095999i,0.00062867-8.0933e-05i,0.0018173-0.00037495i,0.0017604-0.00017394i,0.0012343-0.0004148i,0.00058466-0.00048244i,1.1899e-05+5.7376e-05i,-0.0009933+0.00058899i,-0.0011592+0.00046272i
0.00031955-0.00041205i,1.1409e-05-0.00066623i,5.6653e-05-0.0023408i,-0.00029561-0.0024262i,-0.0006096-0.0010645i,-0.0011856-0.00032003i,-0.0010371-5.5704e-05i,-0.00014042+0.00011898i,0.00073463+0.00050241i,0.00079743+0.0011076i,3.642e-06+0.00060868i,-0.00059685+0.00033528i,-0.0004394+0.00089334i,-0.00045877+0.0014152i,-0.00054817+0.0016158i,-2.5682e-05+0.001396i,0.00060586+0.00064138i,0.00059161+0.00032853i,5.1792e-05+0.00061655i,0.00040414-0.00020716i,0.0005526-0.00068485i,-0.00027462+7.5677e-05i,-0.00074698+0.0008295i
0.0015125+0.001012i,0.0018769+0.00064266i,0.0017548+0.00048631i,0.00060042+0.00040809i,0.00016985-0.00019436i,0.00033669+0.00054869i,0.00082711+0.0009655i,0.00069296+0.00082709i,0.00057876+0.00055976i,0.00073129+0.00027378i,0.00027018+0.00053562i,-6.587e-05+0.0011634i,-1.174e-05+0.00047531i,-0.00018033-0.00025326i,-0.00044439+0.00015071i,-0.00012759+0.00061423i,0.00049829+0.00024713i,0.00043375-0.0001393i,0.00040852-0.00025791i,0.00053736+8.363e-05i,-8.6328e-05+0.00043549i,-0.00041678+0.00054012i,-0.00081406+0.00033963i
0.00065405+1.4406e-05i,0.00048364+0.00027906i,0.00026124-0.00092314i,0.00032904-0.0014422i,2.3611e-05-0.0014434i,-0.00056528-0.0009905i,0.0004965-0.00039888i,0.0013736+0.00012893i,0.0010647+0.00075834i,0.00042129+0.00080781i,-8.3307e-05+0.00048791i,-0.0001447+0.00036404i,-1.9936e-06+0.00040215i,4.9806e-05+0.00047159i,-0.00035436-6.1947e-05i,-0.0011043-0.00016905i,-0.0013119-0.00018758i,-0.00069231-0.00076061i,6.3837e-05-0.00093006i,5.4907e-05-0.00054892i,-3.8053e-05+0.00044124i,0.00030625+0.00079392i,0.0001631+0.00093012i
-0.0033345-0.00023799i,-0.0019178-0.0016981i,-0.00027463+0.0019302i,-0.00038995+0.002497i,-0.00027868+0.0015045i,0.00063043+0.00094842i,0.001102+0.0010663i,0.00082303+0.00077629i,0.00033842+0.00025669i,0.00062922+0.00096325i,0.0011552+0.0023869i,0.0011035+0.0019291i,0.0019167+0.00058103i,0.0017475-1.5483e-05i,0.00018066-0.00018695i,0.00017077+0.00032601i,0.00085809+0.00053803i,0.00076857-0.00046037i,0.00075487-0.0015568i,0.00048462-0.0007087i,0.00046211+0.00022949i,0.00071838-0.00014273i,0.00041359+5.4503e-05i
-0.0031525-0.0001748i,-0.0022251+0.00078488i,-0.0023636+0.0034562i,-0.0013333+0.0041535i,-0.00013808+0.0020128i,0.00057313+5.1026e-05i,0.00086468-0.00064256i,0.00051916-0.00061258i,0.00020998+0.001049i,0.0001462+0.0026201i,0.00046839+0.0019183i,0.00096949+0.00028928i,0.0018879+0.00023185i,0.0019296+0.00020238i,0.00094193-5.1556e-05i,0.00066577-0.00020375i,0.00071482-4.2356e-05i,0.00047131+0.00022296i,0.00027673+0.00043583i,-7.465e-05+0.00072981i,-0.00065172+0.00061847i,-0.00084423+0.00012909i,-0.000204-0.00016662i
0.00035692-0.0001201i,0.00073133-9.1255e-06i,-0.00016465-0.0010048i,-0.00099979-0.0007733i,-0.0014367-0.00025299i,-0.001514-0.00063289i,-1.3571e-05-0.0011004i,0.0011539-0.00036277i,0.00072795+0.0011921i,0.00027112+0.0013205i,-0.00012831+0.00065366i,-0.00065224+0.00070972i,-0.00082929+0.00065361i,-0.00031629+0.00073926i,0.00045677+0.0012832i,0.00033015+0.00078773i,0.0001763+0.00026127i,-0.00014372-0.00098378i,1.5197e-05-0.0020781i,1.8878e-06-0.0012497i,-0.00033489-0.00064288i,-0.00090942-0.00037872i,-0.00076967+5.4328e-05i
-0.0027422+0.00013275i,-0.0021991+0.00045584i,-0.00088202+0.00097887i,4.6946e-05+0.00038839i,1.3932e-06-9.2339e-06i,-0.00029752-0.00018799i,-0.00025846+0.00021113i,0.00010573+0.00045289i,0.0001347-0.00035078i,0.00012159+9.0288e-05i,0.00016433+0.0012711i,1.4079e-05+0.0014503i,0.0002977+0.0014061i,0.00074171+0.0012208i,0.00019603+0.00080488i,-0.0001853+0.00022893i,0.00051504-8.7941e-05i,0.00052443-0.00020225i,0.00076139-0.00019783i,0.0014694+0.00010336i,0.00094485+0.00084007i,0.00084047+0.00094236i,0.00025393+0.0011225i
-0.0019006-0.0012749i,-0.0008078-0.0010944i,0.00010056-0.00023609i,-0.00010633+7.4873e-05i,-0.00022275+0.00014287i,-0.00048516+0.00020789i,-0.00038648+0.00028775i,0.00069517+0.00022994i,0.0014729+0.00076736i,0.00088043+0.0013767i,0.00017526+0.00059289i,0.00087753+0.00057189i,0.00087575+0.0011436i,0.00022946+0.00068287i,0.00069472-1.3382e-05i,0.00083715+0.00038836i,0.0012667+0.00081191i,0.0017209+0.00055563i,0.0011266-1.7932e-06i,0.00063104-0.0007775i,7.8193e-05-0.00060031i,0.00024658+0.00026117i,0.00013822+0.00090531i
-0.00096908+0.0010116i,-0.00080973+0.00032461i,-0.00035251+0.00053413i,-3.591e-05+0.00010721i,0.0005298-0.0011139i,0.0010845-0.0013352i,0.00051758-0.00085315i,0.00048722-0.00010471i,0.00081797-5.3804e-05i,0.00097408-0.00035908i,0.00066235+0.00035748i,9.3947e-05+0.0010755i,0.00021841+0.00098554i,2.4305e-05+0.00043309i,2.0977e-06+0.00023764i,0.00046209+0.00012593i,0.00075659+0.00014382i,0.00063875+0.00011502i,6.593e-05-0.00032996i,0.00032572+0.00044821i,0.00084261+0.00038591i,0.00046721-0.00081646i,-0.00028652-0.0010868i
-0.00028676+0.0014256i,0.00047276+0.0015407i,0.001408+0.0019161i,0.0014805+0.0017244i,0.0010864+0.001249i,5.843e-05+0.00041728i,-0.001051+0.00033149i,-0.00036712+0.0003349i,0.00089562+0.00060094i,0.0010649+0.00095386i,0.00074596+0.00074642i,0.00018541+0.00080368i,0.00019882+0.00039853i,0.00044413+0.00036114i,-0.00016184-5.182e-06i,-0.00011555-0.00076404i,0.00010655-0.00075459i,0.00028676-0.0012869i,0.00014465-0.0011143i,-5.2211e-05-0.00066743i,-0.00020003-0.00062551i,-0.00097181-0.0006197i,-0.00069757-0.00092608i
-0.0029194-0.00023514i,-0.0021737+3.2802e-06i,-0.0019348+0.0018145i,-0.0013592+0.0025986i,-0.00061682+0.0018656i,-0.0005062+0.0015913i,-0.00031599+0.00088044i,0.00042932+0.00043836i,0.00058378+0.00086524i,0.00078954+0.0012523i,0.0010815+0.00062532i,0.0013454-0.00029412i,0.0012015-0.00033145i,0.0010594-3.0428e-05i,0.00083605-0.00043191i,0.0010945-0.00099044i,0.0011667-0.00091608i,0.0013098-0.00040205i,0.00079607+4.402e-05i,0.00012456+0.0008314i,6.7576e-06+0.0013945i,3.077e-05+0.00075232i,-0.00039468+0.00057775i
0.0027883-0.00017709i,0.0021926+8.6189e-05i,0.0017615-0.0014311i,0.00018541-0.0029134i,-0.00031435-0.0033997i,-0.00030908-0.0029769i,0.00071281-0.0021563i,0.0015163-0.0011763i,0.001601-0.0002302i,0.0015538+0.00050549i,0.00029849+0.0004864i,-0.0005029+0.00066299i,6.0982e-05+0.0015172i,0.00064987+0.0013006i,0.00038116+0.00041942i,0.00049237+0.00018849i,0.00079898+0.00017932i,0.00066536-0.00050187i,0.00049578-0.00023096i,0.00016168+0.0003788i,-0.00026397-0.00032118i,-0.00044411-0.00028348i,-0.00017406+0.00036312i
