-0.0013126-0.00023859i,-0.00057505-0.00074679i,-0.00078122-0.0001174i,-0.0013695+0.00066698i,-0.0025615+0.0014975i,-0.003674+0.0024172i,-0.0031951+0.0023547i,-0.0015383+0.0012764i,-0.00036245+6.9871e-05i,-0.00048719+0.00028617i,9.4427e-05+0.00080049i,0.00060897+0.00033724i,0.00014992-0.00032986i,0.00045385-0.00040436i,0.00021329+9.4638e-05i,-0.00041961+0.00087359i,-0.00052723+0.00051647i,-0.00043036-0.00038114i,0.00020771-0.00074809i,0.00088438-0.00086262i,0.0018341-0.00077807i,0.0019744-0.00043916i,0.00074912-4.4799e-05i
-6.0004e-05-0.00067256i,-0.00043827-0.00083436i,-0.0015209-0.0003801i,-0.0017754+0.00095379i,-0.0018709+0.0026879i,-0.0011267+0.00398i,-0.00050605+0.0027676i,-0.00066674-0.00038535i,-0.0013771-0.0015338i,-0.0012634-0.00064015i,-0.00036245+0.00047845i,-0.00071355+0.00092437i,-0.00050119+0.00073485i,-5.992e-05+0.00018901i,-0.00088086+0.00025531i,-0.0013832+0.00022516i,-0.00072463+4.6281e-05i,0.00015656+0.000307i,0.00064425+0.00014608i,0.0003689+0.00043446i,0.00025896+0.0008358i,0.00030394+0.00056267i,0.00019134+8.2561e-05i
9.0496e-05-0.0013439i,0.00094813-0.00068324i,0.0010308-0.00026556i,0.00049464-0.00018825i,-0.00041607+0.00030768i,-0.0017507+0.0012066i,-0.0016162+0.0014339i,-0.0011391+0.00080747i,-0.0013198+4.8321e-05i,-0.0012176+7.8571e-05i,-0.00090595-0.0001452i,-0.00016909-0.00044391i,0.00047691-0.00030704i,2.1065e-05-1.3957e-05i,-0.00025647-0.00037819i,-0.00033083+0.00021402i,-0.00026552+0.00086309i,-5.4267e-05-5.9105e-05i,-0.00016677-0.00075143i,0.00025592-0.00051994i,0.0005577-0.00017498i,0.00087219+9.9213e-05i,0.00088744-0.00040874i
0.00054185+0.0015247i,9.6482e-05+0.00095424i,-0.00059824+0.00026614i,-0.0026277+0.00052075i,-0.0042709+0.0027757i,-0.0042364+0.0044505i,-0.0028403+0.0030593i,-0.0017241+0.00089766i,-0.0016206-2.2683e-05i,-0.00047942+0.0002498i,-0.00021584+0.00021231i,-0.00025049-0.00016634i,5.0561e-05+0.00060992i,-0.00012171+0.0012502i,0.00037328+0.00059398i,0.00047333-0.00014144i,2.0922e-05-0.00092325i,-0.00017958-0.00068038i,6.4635e-06+0.00020476i,0.00018759+0.00012653i,0.000385+0.00021404i,8.7052e-05+0.00045209i,0.00055643+0.00045852i
0.00043445+0.0011107i,-5.4462e-05+0.00059556i,0.00082487+0.00075812i,6.7661e-05+0.0014277i,-0.0017837+0.0017169i,-0.0028153+0.0020397i,-0.0021393+0.0022955i,-0.00029355+0.00096601i,5.0324e-05-2.7086e-05i,-0.00068122-0.00063463i,-6.6127e-05-0.0011593i,-8.955e-05-0.00082719i,-0.00045213-0.00052219i,5.1777e-05+0.00010864i,0.00013403+0.00046838i,-0.00051875+0.0006692i,-0.00018004+0.00075489i,0.00061303+0.00050196i,0.00045839+0.00020633i,6.3085e-05-0.00029728i,-0.00017404-0.00035632i,-0.00045791+0.00018329i,-0.00038748+0.00062524i
0.0015424-0.00072286i,0.00084708+0.00052854i,0.00031264+0.00040278i,-0.0013313+0.00053308i,-0.0032111+0.0022339i,-0.0027108+0.0036747i,-0.0013486+0.003856i,-0.00089552+0.0018787i,-0.0013221-0.0012501i,-0.001344-0.0014584i,-0.00069281-0.00019003i,-0.0002258-1.7848e-05i,0.00014746+0.00029126i,0.00074406+0.00039482i,0.0011635-0.00056274i,0.00092447-0.00049252i,0.00067492+0.00048788i,-4.8484e-05+0.00060264i,-0.0011735+0.00030154i,-0.00071304+0.00029834i,8.2815e-05-0.00018323i,0.00051571-0.00019988i,0.00070989+0.00061969i
0.00068096+0.00095207i,6.5317e-05+0.0015803i,0.00030041+7.5115e-05i,0.00083079-0.00042848i,0.00059754+0.0010645i,-0.00018025+0.0021888i,-0.00080715+0.0018414i,-0.00055349+0.00088145i,-0.00057468-0.000194i,-0.00040053-0.00073845i,-0.00032361-0.00075355i,-0.001043-0.00029021i,-0.0006462+0.00027897i,-0.00058305+0.00056362i,-0.00035388+0.001031i,-0.00025876+0.0012923i,-0.00084878+0.00082796i,-0.00075095+0.000239i,-0.0005843-0.00026964i,-0.00044481-0.00061025i,-0.00042728+5.5747e-05i,-0.00068579+0.00052066i,-0.00041538-0.00023717i
-0.0012147+0.00023339i,-0.00030828+0.00041449i,-0.00071326+0.0015325i,-0.0019867+0.0015548i,-0.003078+0.0015948i,-0.0035229+0.0018023i,-0.0028943+0.0012853i,-0.0016113+0.0005373i,-0.00081158-6.0791e-05i,-0.0002027-0.00027726i,0.00074812-0.00043163i,0.00051033-0.00025564i,-0.00012653-7.8171e-05i,-0.00018364+0.00029192i,-0.00064865+0.00097006i,-0.00062136+0.00058899i,-0.0002998-0.00028328i,-0.0011484-0.00017901i,-0.0011064-0.00046474i,-0.00017714-0.0010823i,2.1903e-05-0.00049365i,-0.00040421+9.997e-05i,-0.0006327-0.0001518i
0.00017258+0.0011922i,0.00040686+0.0012239i,0.00087272+0.0010698i,0.00042782+0.0010206i,-0.00055269+0.0018475i,-0.0016139+0.0019743i,-0.0012407+0.0017175i,-0.0010299+0.00066629i,-0.0012127+0.0001434i,-0.0010022+0.00057116i,-0.00026448+0.00015802i,0.00034733+4.123e-05i,2.6773e-05+0.00084952i,-0.00036061+0.00045771i,-1.7221e-05-9.3603e-05i,-0.00013533+0.00060634i,-0.00088591+0.00016892i,-0.00063482-0.00071526i,-6.2515e-05-0.00072034i,-0.00040653-0.00016269i,-0.00084953+0.00024688i,-0.00038197+0.0002273i,0.00066599+7.1852e-05i
-6.6947e-06+0.00028083i,0.00021883+0.00047833i,5.7752e-05+0.0017407i,-0.00095278+0.0021193i,-0.001621+0.0025404i,-0.0017906+0.0028659i,-0.0014935+0.001058i,-0.0010509-0.00067497i,-0.0011122-0.000879i,-0.00092339-0.00016757i,-0.00055449+0.00023748i,0.0001112-0.00011976i,0.00085297-0.00013931i,0.00052993+0.00053886i,2.6435e-05+0.00046883i,-0.00028461+1.4117e-06i,-0.00014388-0.00037343i,-0.00030981-0.00065192i,-0.00093113-0.00040901i,-0.00039438+0.00064058i,-0.00021713+0.0012314i,-0.00055603+0.00085121i,-0.00012775+0.00046143i
-0.00086444-0.00036686i,-0.00041746-0.00093417i,-0.001057-0.00086299i,-0.0018083-0.0006614i,-0.0028123+0.00087537i,-0.0025003+0.0019451i,-0.00047926+0.0012111i,0.00043902-0.00032241i,-0.0001675-0.00071289i,-0.0010014+0.00030334i,-0.00025508+0.00051047i,0.0010135+0.00011484i,0.00061676-0.00036649i,-0.00033426-0.001094i,-0.00056801-0.00058769i,-0.00028322-0.00032328i,9.3828e-05-0.00047383i,0.00034749-0.0004892i,0.00068065-0.00059157i,-1.3524e-05-0.00040596i,-0.00068756-0.00014676i,-0.00034899+0.00027388i,0.0004322+0.00061064i
-0.0011361-9.5898e-05i,-0.00065411-0.00041464i,-0.00018096+0.0017361i,-0.00050334+0.0034157i,-0.00097826+0.0035526i,-0.0014775+0.0034569i,-0.0026192+0.0030258i,-0.0021299+0.0015923i,-0.0012296+0.00026981i,-5.1687e-05+0.00014084i,0.00058145+0.00065486i,-0.00034254+7.7978e-05i,-0.00038937-0.00035806i,-0.00035872-0.00018576i,-0.0008587-0.00025713i,-0.00058935-1.767e-05i,-0.00018071+4.7613e-05i,0.00013372-1.0773e-05i,0.00015095+4.8991e-05i,0.00047379-5.2808e-05i,-0.00012794+0.00067726i,-0.00051621+0.0010562i,0.00034232+0.00088441i
-0.00066336-0.00099263i,-0.00039246-0.001096i,-0.00081052-0.0010194i,-0.0021997+1.7957e-05i,-0.0037697+0.0018034i,-0.0026264+0.0028507i,-0.00044413+0.0023362i,-0.00017722+0.00058276i,-0.0010584-0.00059852i,-0.0012446+0.00049601i,-0.00033525+0.001188i,0.00034554+0.0011637i,0.00016344+0.00084326i,0.0008125-0.00013933i,0.0014634-0.00045611i,0.00046221-0.0005453i,-0.0003257-0.00023501i,-0.00024615+0.00022878i,-0.00034202+0.00015342i,-0.00021143-0.00019941i,-9.1238e-05+0.00040262i,-0.00047557+0.00032264i,-0.00013288-0.00074288i
0.00040429-0.00043066i,-0.0002386-0.00034271i,-0.00054959+0.00034948i,-0.00091145+0.0013332i,-0.0011395+0.0020466i,-0.00083288+0.0025302i,-0.00030201+0.0028266i,-0.00080363+0.0014892i,-0.0011941+0.00037071i,-0.0013431+0.00054584i,-0.00095686+0.0004831i,-0.00058417+0.00019386i,-0.00039241-0.00015021i,0.00049883-0.0003681i,0.00047233-0.00067749i,-0.00029248-0.00096835i,-0.00013314-0.0008446i,-0.00022113+0.00027954i,-0.00054616+0.00093393i,-0.00041571+0.00045007i,-0.00013926+0.00034129i,-0.00023375+0.00037894i,-0.00035394+0.0010152i
-0.0010352-0.0017361i,-0.00095848-0.0015009i,-0.0011866-0.0005369i,-0.0025093+0.0010886i,-0.0038895+0.0026769i,-0.0024049+0.0037232i,0.00014775+0.0030048i,0.00042098+0.001332i,-0.00038299+0.00041142i,-0.0007429+0.00030561i,0.00019055+0.0003172i,0.00079924+0.00019313i,-7.9942e-05+7.6274e-05i,-0.00080466+0.0002324i,-0.00036022+8.5914e-05i,0.00039286-0.00063998i,-0.00016674-0.00066026i,-0.00079595-0.00030792i,-0.00053884-8.1436e-05i,6.0312e-05+0.00078403i,0.00017206+0.0008507i,-0.00041133+0.0004877i,-0.00055659+0.00069229i
0.000559+0.0007364i,0.00036165+0.00066565i,0.00062715+0.00017442i,-2.7586e-06-0.0001566i,-0.0016225+0.00071482i,-0.0032054+0.0020138i,-0.0020431+0.0018693i,-0.00094789+0.0005886i,-0.0015515-0.00012484i,-0.0013966-9.6363e-05i,-0.00058309-0.00030118i,-8.1955e-05-7.5934e-05i,-0.00030319+0.00040531i,0.00015907+6.0211e-05i,0.00054104-0.00021618i,0.00039266+0.00016128i,-0.00010593+0.00023343i,-0.00029555-0.00015034i,-0.00012735-0.00028908i,-8.854e-05-0.00048013i,-8.0659e-05+9.0405e-05i,-9.6905e-05+0.00084373i,0.00011858+0.00043011i
0.00093001-0.00098062i,-0.00040122-0.00068719i,-0.0023462-0.0011601i,-0.0029235-0.00062267i,-0.0026358+0.0002733i,-0.0019875+0.0015192i,-0.0017331+0.001819i,-0.0020706-0.00041553i,-0.001713-0.0014468i,-0.00080247+0.00025093i,-0.00098373+0.00053508i,-0.00091009-0.00039633i,-0.00019329-0.00031689i,-0.00015749+0.00046242i,-0.00042953+0.00053893i,6.8296e-05+0.00031108i,0.00039831+0.00063656i,-0.0001512+0.00050665i,-0.00027539+0.00013295i,-0.00013887+6.6108e-05i,-0.00018773+9.9165e-05i,0.00020864+0.00047792i,0.0001565+0.00046734i
0.0015457-0.00088311i,0.0011355+2.1534e-05i,-0.00022341-0.0006064i,-0.00092148-0.00024534i,-0.0018431+0.0012982i,-0.0027258+0.0025325i,-0.0014859+0.001993i,-0.00013268+0.0003977i,-0.00034437-0.00032294i,-0.00056603-0.00013643i,-0.00046631-2.4359e-05i,-7.3947e-05-0.00021347i,6.6511e-05-0.00035003i,-0.00019826-0.00013387i,-1.9647e-05-0.00017966i,-7.3216e-05-0.00058067i,0.00021588-0.00097637i,0.0002221-0.0011596i,-0.00069314-0.0009869i,-0.00062796-0.00090976i,0.00032433-0.00053408i,0.00030218+0.00031889i,-3.4728e-05-0.00022862i
-0.0016891+0.00026178i,-0.0018944+0.00067774i,-0.0013758+0.0007012i,-0.00076063+0.00061702i,-0.00048056+0.0013575i,-0.00089474+0.0018532i,-0.0009445+0.0015946i,-0.0011897+0.00067827i,-0.0011742+6.7368e-05i,-0.00020589+0.00057442i,0.00030022+0.00049333i,-9.0132e-06+0.00031332i,-0.0003355+2.4626e-05i,0.00031727-0.00041755i,0.00085906-6.59e-05i,0.00059858-0.00028234i,0.00037372-0.00035018i,7.06e-05+0.00017792i,-0.00038212-0.00013378i,9.8428e-05-0.00069845i,0.0004648-0.00031348i,-1.6351e-05+0.0001072i,6.575e-05+0.00017967i
-0.00034081+0.0014366i,-0.0010714+0.00063758i,-0.00075834+0.0013107i,0.00043889+0.0014957i,0.0006222+0.0021207i,-0.0010367+0.0030741i,-0.0018157+0.0023149i,-0.0012178+0.0008084i,-0.00050143-0.00018544i,-0.00055423-0.00049907i,-0.00048878-7.5675e-05i,0.00062414-0.00024008i,0.00040072-0.00028973i,-0.00019194+4.2175e-05i,0.00041317-0.00013098i,0.00014758-0.00052077i,-0.00040917-0.00066499i,-0.00028005-0.00080069i,0.00028704-0.00020518i,0.00025058-3.3857e-05i,6.4287e-05-0.00043291i,0.00038964+7.7126e-06i,0.00031864+0.00049395i
0.00076104+0.0016861i,-0.00036679+0.0019717i,-0.00053422+0.0010268i,-0.00047393+0.0012789i,-0.0014182+0.0022922i,-0.0027558+0.0034523i,-0.0023899+0.0029499i,-0.00060812+0.00075503i,-0.00045024-0.00043917i,-0.00086803-0.00042483i,-0.00038274+2.4463e-05i,-2.2032e-05+0.00031074i,-0.00036845+0.00042168i,-0.00049583+0.00049437i,-0.00020679+0.00032792i,-0.00021326+7.4653e-05i,-8.4073e-06-0.00037461i,0.00063444-0.00057822i,0.00040707-0.00048547i,-0.00024424-0.00021735i,-9.7821e-06-0.00048337i,0.00057276-0.00026515i,0.00082025+0.00053325i
-0.001425+0.00057585i,-0.00098356+0.00065588i,0.00017494+0.0015213i,0.00020868+0.0013053i,-0.00090881+0.00080248i,-0.0016561+0.00090899i,-0.0011484+0.00097807i,-0.00090172+0.00042694i,-0.00163+0.0010092i,-0.0016693+0.0013826i,-0.00044171+0.0007253i,-0.00026396+0.0005806i,-0.00054651+0.00021173i,-0.00048015-0.00017648i,-0.00058489+6.819e-05i,0.00012179+0.00037857i,0.00016958-0.00013498i,-0.00047763-0.00032218i,0.00017162-0.0004455i,0.00068353-0.00042108i,0.00059292+0.0005148i,0.00053838+0.0005824i,0.00028263-3.3923e-05i
-0.00010741-0.00055408i,5.6313e-05+0.00022212i,0.00051105+0.000539i,6.6288e-05+0.0014231i,-0.0023019+0.0026035i,-0.0037955+0.0033979i,-0.0030899+0.0023315i,-0.002101+0.00028476i,-0.0013272-0.00054935i,-0.00014402-0.00085747i,0.00068032-0.0011432i,0.0003097-0.0008073i,-9.7935e-05-0.00033855i,-0.00010813-0.00041183i,-0.00032426-0.00069363i,0.00024326-0.00037749i,0.00035607+7.4964e-05i,-0.00025699+5.3429e-05i,-0.0002678+0.00020644i,-0.00034285+0.00019167i,-0.00052136-0.00016962i,-8.7684e-05-0.00021664i,-9.1696e-05+0.00065579i
0.0010581+1.0234e-05i,0.00078399+0.00058019i,-7.3132e-05+0.0003043i,-0.0012031+0.00064896i,-0.0023494+0.001257i,-0.0029278+0.0026114i,-0.0013675+0.0021153i,8.7251e-05-0.00035539i,-0.00027408-0.0009272i,-0.00074324+0.00019169i,-0.00014753+0.00031427i,0.00054511+0.00010095i,0.00025853+1.8329e-05i,-6.3733e-05-0.00037576i,0.00035765-0.0012868i,0.00024635-0.0008798i,-0.00057754+5.4563e-06i,-0.0007196-0.00042848i,-3.8643e-05-0.00057791i,0.00037037-0.00034098i,0.00078159+0.00015993i,0.00091268+9.4421e-05i,0.00040558-0.00032867i
0.00036143+0.0012831i,0.00026699+0.0003385i,0.0011782-0.00066832i,0.00068935+0.00085024i,-0.0011037+0.0022447i,-0.0019105+0.002271i,-0.00093963+0.0025059i,-0.00065658+0.0015369i,-0.00060567+0.00041884i,-0.00018288+0.00017549i,0.00027578+0.00068745i,-0.00012186+0.00044277i,-0.00097822-2.0045e-05i,-0.00073366+0.00041015i,-0.0009458+0.00052829i,-0.0013389-0.00024272i,-0.00090281-0.00039456i,-0.00025785+0.00030909i,0.00020257-3.1645e-05i,0.00020013-0.00027129i,-0.00019562+0.0006895i,-0.00061424+0.0011347i,-0.00050434+0.00095335i
-0.00072588-0.00074089i,-0.00027607-0.00093833i,-0.0013601-0.00076146i,-0.0026262-0.00075023i,-0.0037285+0.00037425i,-0.0028725+0.0021358i,-0.0011026+0.0017118i,-0.00032744-0.00037833i,-0.00094862-0.00207i,-0.0015132-0.0013016i,-0.00086138-5.4576e-05i,-6.205e-05-5.5067e-05i,-0.00011487-0.00011699i,-0.00043848+5.278e-05i,-0.00036837-4.1738e-05i,-0.00026312-0.00022131i,-0.00033479-0.00048628i,-0.00037701-0.00071296i,-0.00074473-0.00041174i,-0.00082585-0.00034666i,-0.0003843-0.00048993i,0.00020478+3.4125e-05i,0.00064797-2.9942e-05i
-0.0014767+0.0017172i,-0.0010072+0.0020285i,-2.0902e-06+0.0016542i,0.001002+0.0016635i,0.00096398+0.0015304i,-0.0003992+0.00022717i,-0.0013071-0.0013489i,-0.0016656-0.0014464i,-0.0020239-0.00083i,-0.0012654-8.3037e-05i,0.00036012+4.877e-05i,0.0011465-3.5777e-05i,-0.00023608+0.00033524i,-0.00061407+0.00019313i,-0.00020291-0.00030777i,-0.00089522-7.1835e-05i,-0.00056568+3.2443e-05i,-0.00036427-0.0011443i,-0.00050322-0.0018325i,-1.0142e-05-0.0011842i,0.00032303-0.00036642i,0.00023589-0.00017932i,-0.00014178-0.00036916i
-4.4641e-05+0.00034118i,-0.0009121-4.4218e-05i,-0.0013827+0.00028723i,-0.002517-0.00010038i,-0.003465+0.00080865i,-0.0037978+0.0034721i,-0.0031315+0.0032295i,-0.0018018+0.00095449i,-0.0014847+0.00035482i,-0.0017503+0.0010079i,-0.0014806+0.00044492i,-0.00058588-0.00080455i,-0.00035094-0.00072438i,-5.9993e-05+0.00021296i,0.00057515+0.0001942i,0.00035516-0.00013723i,0.00079982+0.00021454i,0.0016409+5.1363e-05i,0.0010394-7.2518e-05i,0.00013349+2.1159e-05i,0.00021367-0.00035288i,0.00047054-0.00025048i,0.00023628+6.9608e-05i
-0.00096578-0.00022655i,-0.00017142-0.00042218i,0.00061863+0.0010038i,0.00038764+0.0024314i,-0.00043303+0.0031273i,-0.0014019+0.002898i,-0.00082818+0.0014376i,-0.00022998-0.00031042i,-0.00071754-0.00049626i,5.3154e-05-9.4712e-05i,0.0012222+0.00014073i,0.0011904+0.00015961i,1.7849e-05-0.00023571i,-0.00093712-0.00023657i,-0.00082331-0.00012745i,-0.00044883-0.00019138i,-0.0001281-0.00044913i,0.0001387-0.00016519i,1.6454e-05-1.2983e-05i,0.00046471-0.00060418i,0.00065544-0.0002855i,0.00024156+0.00078032i,0.00014772+0.0011244i
-0.0018178-1.1273e-05i,-0.0017135-0.0004896i,-0.0023771-9.5495e-05i,-0.0024492+0.0010533i,-0.0024709+0.0030258i,-0.0019628+0.0038206i,-0.00085894+0.002274i,-0.00083155+0.0003088i,-0.0011361-0.00034964i,-0.0010983+0.00055264i,-0.00078298+0.0012488i,-0.00029138+0.0012665i,-0.00026059+0.00029757i,-0.0003593-0.00050237i,-0.00012412-0.00060687i,-0.00026821-0.00022796i,-0.00051986-4.5409e-05i,0.00018056+0.00010963i,0.0010434+0.00057539i,0.00057044-4.5017e-05i,-0.00014379-0.00083168i,0.0001666-0.00024558i,0.0004526+0.00040253i
-0.0017959-0.00049115i,-0.00064376-0.00020458i,-0.0011714+0.0012854i,-0.0014249+0.0017945i,-0.0011257+0.0014717i,-0.001486+0.0024241i,-0.0019995+0.0023796i,-0.001503-0.00016164i,-0.0011601-0.0012412i,-0.0013655+0.00015457i,-0.00064359+0.00052085i,-0.00014283-0.00035624i,-0.00054405-0.00063397i,-0.00070808-0.0002392i,-0.00057494+0.00022i,-0.00050842+0.00075166i,-0.00053275+0.00074576i,-0.00031239+0.00057427i,9.4109e-05+0.00036113i,0.00057969-0.00022797i,0.00039898-0.00067761i,-0.0001496-0.00043732i,-0.00028539-0.0002992i
0.00053334-0.0004778i,0.0012837+0.00013654i,0.00089397+0.00030888i,-0.00085842+0.001336i,-0.0036622+0.0021223i,-0.0043855+0.0022232i,-0.002084+0.0020498i,-0.00085908+0.0013059i,-0.0017936+7.1422e-05i,-0.0019338-0.00048714i,-0.00040982-0.00077666i,0.00031334-0.00084745i,-0.00022365-0.00066401i,-0.00026125-0.00019059i,-0.00045695-5.4711e-05i,-0.0012751-0.00023581i,-0.0010149+9.1368e-05i,6.6841e-05+0.00037231i,0.00065171+8.3618e-05i,0.00079626-0.00026775i,0.00023224-0.00013361i,-0.001006+0.00027627i,-0.00064853+0.00034929i
-0.00016946+0.00060528i,-0.0014669+0.00025851i,-0.0019237-7.3798e-06i,-0.0023534-0.00031554i,-0.002458+0.0010479i,-0.0018529+0.0025666i,-0.00034595+0.0019837i,0.00085549+0.00031577i,7.9014e-05-0.0012112i,-4.3586e-05-0.0014735i,0.00059054-0.00061832i,7.3305e-05+0.00026948i,-0.00066872+0.00019627i,-0.0004767-0.00074353i,-0.00034972-0.00099392i,-0.00088269-0.00022605i,-0.0010139+0.00019955i,-0.00022533+0.00014495i,0.00041739-0.00026898i,0.00055347-0.00059072i,0.0005328-0.00025151i,0.00082038+3.039e-05i,0.00064828+0.00043908i
-0.00063752+1.8567e-05i,8.4936e-05+0.00091311i,0.00099912+0.0017282i,0.00052557+0.0030275i,-0.00084984+0.0030194i,-0.0018514+0.0022913i,-0.0016251+0.0017708i,-0.0010681+0.00014721i,-0.0018292-0.00090658i,-0.0018547-0.00011357i,-0.00063253+2.4066e-05i,0.00025308-0.00030545i,0.00044682+0.00028705i,1.6218e-06+9.2188e-06i,-0.00047606-0.00060212i,-0.00039205-0.00040229i,-0.00033906-0.00044755i,-0.0005758-0.00048543i,-0.00047547+9.7704e-05i,-0.0001815+0.00044287i,0.00024595+0.00071677i,0.00052875+0.0013057i,0.00012795+0.001149i
7.0029e-05+0.0010327i,-0.00097076+0.00086698i,-0.00098166-7.8366e-05i,-0.001351-0.0022084i,-0.0020575-0.0018681i,-0.0024338+0.00081737i,-0.0025229+0.001782i,-0.0020507+0.00014848i,-0.0013228-0.0016514i,-0.0006867-0.0013996i,-1.8963e-05-9.4995e-05i,0.00028372-0.00028866i,0.000273-0.00013124i,6.4745e-05+0.00037608i,-0.00017003+0.00010196i,-0.00072147+2.5353e-05i,-0.00032175-0.00016375i,5.5841e-05-0.00018205i,-0.00030052+2.1921e-05i,-0.00044552+0.00011269i,-0.00011009-0.00036977i,0.00049546-0.00041994i,0.00078994-3.2471e-05i
0.00019514+0.0011127i,-0.00047497+0.00040438i,-0.00042978+0.00116i,-3.6616e-05+0.002527i,-0.00066343+0.0035905i,-0.0015252+0.0035027i,-0.00035009+0.0023925i,0.00063791+0.0013004i,0.00011137+0.00020594i,-0.00019027+6.7069e-05i,0.00041898+0.00071392i,0.00079127+0.00027982i,-0.00032416-0.00069474i,-0.0010024-0.0010974i,-0.001071-0.0013831i,-0.00099537-0.0014215i,-0.00073261-0.0006985i,-0.00053112+9.3889e-06i,-0.00070305-0.00027328i,-0.00061126-6.4042e-05i,-0.00031975+0.0003793i,-0.00068847+0.00028908i,-0.00050144+8.2587e-05i
-0.00061387+0.0011362i,-0.00086976+0.0013787i,-0.0012454+0.0014926i,-0.0026038+0.0014145i,-0.0044173+0.0021027i,-0.0044736+0.0023039i,-0.0029577+0.0021672i,-0.00092352+0.0016862i,-0.00023284+0.0011257i,-0.00054337+0.00080465i,-0.00040047+0.00065363i,-7.3664e-05+0.00027891i,4.2017e-05-0.00045816i,-5.5674e-06-0.0006865i,-0.00024389-0.00028061i,-7.8329e-05+0.00063527i,0.00057034+0.00066655i,0.00064418+0.00052939i,-7.14e-05+0.0010802i,-0.00041658+0.00054785i,-0.00044543+0.00013841i,-0.0003227+1.1417e-05i,0.00010588-8.2022e-05i
-0.00061727-0.00083989i,-0.00031617+0.00088664i,0.00011982+0.0020281i,0.00064637+0.0018202i,0.00063087+0.0020003i,-0.00043547+0.0028657i,-0.0011213+0.0028227i,-0.00077028+0.0016482i,-0.0017176+0.00042305i,-0.0018689+0.00061288i,-0.00070797+0.00064986i,-0.00035848-7.4386e-05i,0.0003209+0.00014281i,0.00067916+0.00043096i,-5.0183e-05-0.00014232i,-0.0011856-7.4584e-05i,-0.0014984+0.00026686i,-0.0010193+0.00056696i,-0.00075529+0.00035063i,-0.00061865-0.00023501i,-0.00078447+4.0106e-05i,-0.00096183+0.00030351i,-0.00070791+0.00020744i
-0.00063406-0.00088884i,-0.00022758-0.00088287i,-0.0016326-0.00036579i,-0.0028215+0.00069598i,-0.0036709+0.0015667i,-0.0026178+0.0014078i,-0.00061325+0.0012875i,9.9092e-05+0.00069182i,-0.00054442-0.00045787i,-0.00032024-0.00066247i,0.00070489+9.8316e-05i,0.00044245+0.00025986i,-6.0887e-05+0.00043883i,-8.9872e-05+0.00024051i,-0.00034811-4.021e-05i,-0.00070118+0.00016761i,-0.00040815+0.00052373i,0.00030589-0.00053497i,0.00055181-0.0010782i,0.00059262+0.00029045i,0.0013365+0.0007001i,0.0015421+0.00020302i,0.0014052+2.775e-05i
-7.2216e-05-0.00014552i,0.00017953-0.0001603i,0.00034469-0.00048361i,-3.8677e-05-0.0003979i,-0.00071241+0.00033672i,-0.002178+0.0014553i,-0.002689+0.0023791i,-0.0019859+0.0016522i,-0.001021+0.00010396i,-0.00050004+0.00010382i,-0.00032791+0.00066778i,0.00010802+0.00062065i,-0.0001334-4.6727e-05i,-0.00017771-0.00074811i,0.00086444-0.00023039i,0.00079712-5.3265e-05i,0.00040355+2.7871e-05i,-0.00030428+0.00062678i,5.138e-05+0.0012366i,0.00037855+0.0010595i,0.00017222+0.00033412i,0.00061286+2.6557e-05i,0.00085314+4.2471e-05i
0.0014191+0.00017166i,0.00084409+0.00031521i,-5.8728e-06+0.00034547i,-0.0021636+0.00055452i,-0.0035033+0.0021408i,-0.0030368+0.003573i,-0.0011911+0.0031121i,0.00032206+0.0012495i,-0.00075122-0.00012588i,-0.0010875-0.00050228i,0.00042668-0.00021525i,0.00071606-2.5883e-06i,0.00051465-0.00015265i,0.00052045-0.00018587i,-0.00011307-0.00016609i,-0.00051121+7.5e-05i,-0.00058981-0.00016459i,-0.00044523-0.00037349i,-0.00027299-0.00024759i,8.9241e-05-0.00039411i,0.0003742+0.00011144i,-0.0002426+0.00058958i,-0.00066243+0.00025145i
-0.00029681-0.00031577i,-6.592e-05-0.0018294i,-7.1784e-06-0.0021596i,4.6847e-05-0.00094917i,-0.00042447+0.0012161i,-0.00096879+0.0030499i,-5.5771e-05+0.0024982i,0.0012947-0.00019885i,-0.00034791-0.0011595i,-0.0015545-0.00031669i,-0.00048557-0.00043796i,0.00071682-0.00094125i,0.00088846-0.00054812i,-0.00044621-0.00012652i,-0.00079657-5.0481e-05i,-0.00046664+0.00038256i,-0.00047902+9.7923e-05i,-0.00037014+0.00016202i,9.7592e-05-1.0236e-05i,0.0001888+3.9541e-06i,3.5404e-05+0.00080191i,0.00033574+0.00060754i,0.0008667-0.00012787i
-0.00049637+0.00083488i,-0.00048181+0.00094623i,-0.0003444+0.0016415i,-0.0012088+0.0028846i,-0.0024862+0.0042388i,-0.003241+0.0046919i,-0.002927+0.0036974i,-0.0023572+0.0017587i,-0.002245+0.0003845i,-0.0010483+0.00091808i,0.0003121+0.00047977i,0.00072435-0.00032957i,0.00048715+0.0007046i,7.0701e-05+0.0012595i,-0.00012676+0.00076131i,-0.00032924+0.00024027i,-0.00045856-0.00020836i,0.00015854-0.00036577i,0.00077276-0.00031714i,0.00024515+0.00036208i,-0.00014189+0.00041665i,0.00057497+0.00014205i,0.00099123+0.00039757i
