-0.0024069+0.0010283i,-0.0011584+0.00018665i,-0.00076104-0.0012255i,-0.00012903-0.0024824i,-0.00031742-0.0033074i,-0.00060369-0.0025158i,-0.00083497-0.00068468i,0.00046231-0.00045807i,0.002368-0.0020159i,0.002527-0.002356i,0.0019325-0.0017001i,0.0012866-0.0013665i,0.0002598-0.00040042i,-0.00022168+0.00034858i,-0.00021991+0.00023328i,-0.0011864+4.813e-06i,-0.0011585-0.00013641i,0.0001767+0.00018877i,0.00074196+0.00092751i,0.00029891+0.0010251i,0.00048371+0.00055745i,0.00087843+0.00022082i,0.00085271-0.00010192i
-0.00024009+0.00020208i,0.0016131-0.0012893i,0.0043123-0.0028966i,0.0064919-0.0040107i,0.0054279-0.0047432i,0.0027762-0.0041008i,0.0019951-0.0022893i,0.0022367-0.000651i,0.0019443-0.00078803i,0.0016017-0.0011259i,0.0016738-0.00024534i,0.0015004+6.6757e-05i,0.00088489+0.00029097i,-2.745e-05+0.00073802i,-0.0006222+0.00038934i,0.00014513+0.00032171i,0.0005329+0.00015594i,3.3938e-05-1.8558e-05i,-0.00014408-0.0002829i,1.8948e-05-0.00063834i,0.00020903+5.7663e-07i,-2.6268e-05+0.00022365i,0.00015946+2.7378e-05i
0.0016989+0.00011133i,0.00082097+0.00053083i,0.00031698-0.00053523i,0.0010533-0.0016705i,0.0019617-0.002714i,0.00088008-0.0023896i,0.00029299-0.0013036i,0.0018634-0.00087785i,0.0025102-0.001267i,0.001492-0.0013156i,0.00060489+0.000381i,0.00041606+0.00045031i,-7.5593e-05-0.00059265i,-0.00024889-0.0005373i,-6.1511e-05+0.00022764i,4.7106e-05+0.00025203i,0.00041362-0.00074131i,0.00020714-0.00068978i,-9.6886e-05+0.00010192i,2.5223e-05-1.365e-05i,0.00029077+0.00018447i,0.00010415+0.00025527i,-0.00031845-0.0005721i
0.00024034-0.00023097i,0.00018205-0.00040175i,0.0016563-0.0012471i,0.0036892-0.0026122i,0.003365-0.0039836i,0.0017819-0.0032592i,0.0013384-0.0011202i,0.0011439+0.00042064i,0.00090281+0.00077368i,0.00031669+0.00033301i,4.9561e-05-0.00051298i,0.00066218-0.0002044i,0.00030477+0.00047706i,-0.00024468+0.00046269i,-0.00027576-0.00053559i,-0.00020659-0.0013146i,-0.00041618-0.00072094i,-0.00035254-6.1705e-06i,-0.00011181+0.00034444i,0.00024239-0.00023311i,0.00054573-0.00060009i,0.00051799-0.0005046i,0.00024812-0.0001667i
0.0022125+0.00034536i,0.002532-0.00026472i,0.0025363-0.0015107i,0.0030967-0.0034751i,0.0028468-0.0049999i,0.0015218-0.0043322i,0.00079463-0.0025606i,0.0017591-0.0014664i,0.0021662-0.00051561i,0.0018146-5.8156e-05i,0.0013842+0.00012816i,0.00074884+0.0001044i,0.00023883-0.00035425i,-0.00018847-0.00071026i,0.00022796-0.00068381i,0.00036741-0.00063385i,-0.0004182-0.00046786i,-0.00028251-0.00043206i,0.00030857+0.0001289i,0.00060392+0.00045664i,-2.9115e-05+0.00044652i,-0.0004406+0.00046807i,0.00016834-4.7307e-05i
-0.00024895-0.00060916i,0.00031684-0.0003999i,0.002178-0.00053859i,0.0034373-0.0021984i,0.0035853-0.003504i,0.0018147-0.003347i,0.00077929-0.0019747i,0.0014025-0.00061655i,0.002097-0.0011171i,0.0018682-0.0013388i,0.00027576-0.00063797i,-0.00051557+0.00048129i,-0.00034301+0.0011507i,-6.999e-05+0.00096991i,-0.0001544+0.00021899i,0.00034058+0.00015109i,0.00094886+0.00070703i,0.00073017+0.00059464i,-0.00012569-0.00011176i,-0.00034136-0.00084076i,0.00046507-0.00041543i,0.0007738+0.00063288i,0.00068707+0.00061478i
-0.00015897-0.00072705i,-0.00052419-0.00083893i,0.00096361-0.00084565i,0.0026362-0.001704i,0.0029396-0.0031473i,0.0017153-0.0028257i,0.00072761-0.0020929i,0.0017329-0.0020028i,0.0026038-0.0025509i,0.0017995-0.001999i,0.0012987-0.00029156i,0.00088811+0.00062284i,0.00049512+0.00078449i,0.00043709+0.00086174i,0.00016116+0.00056457i,0.00042223+6.0335e-05i,0.00022059-0.00040422i,-0.00018297-0.00035606i,0.00022169+5.0047e-05i,0.00017689+0.00050661i,-0.00015126+0.00084641i,3.2483e-05+0.0010062i,0.00023898+0.00091733i
-0.00085203+0.0006359i,-0.00032286+0.00048328i,0.0016081+0.00056782i,0.0035823+0.00043359i,0.0044672-0.0002502i,0.0035016-0.00078116i,0.0023272-0.0010119i,0.0022918-0.00032614i,0.0028428+7.8673e-05i,0.0027354-0.00044316i,0.001654-0.00082993i,0.00074212-0.00085992i,0.00055098-0.00033924i,0.00041647-0.00023602i,-0.00010397-0.00013478i,-0.00047628-5.455e-05i,-0.0005363-6.0437e-05i,0.00051404+0.00043542i,0.0011911+9.7305e-05i,0.0015168-1.0665e-05i,0.001612+0.00057618i,0.0012693+0.00047248i,0.00071455+0.00033278i
-0.0015983-0.00010778i,-0.00066985+0.00024588i,0.00042419-0.00023798i,0.0018891-0.00075131i,0.0019405-0.00051305i,0.0016748-0.00034807i,0.0017049-0.00073232i,0.002229-0.00073177i,0.0022966-0.00073729i,0.0013812-0.00031748i,0.00064519+0.0004768i,0.00047523+2.4591e-05i,0.00026794-0.00059365i,-4.6372e-05-0.00080101i,0.00040036-0.00079758i,0.00042786-0.00044047i,-0.00040722+0.00010571i,4.067e-06+0.00040193i,0.00088001+0.00048804i,0.00037469+0.00064474i,-0.00026808+0.00092103i,5.1755e-05+0.00073215i,0.00024826+0.00044654i
0.0013847-0.0013566i,0.0015703-0.0011255i,0.0028122-0.0010117i,0.0034743-0.0016252i,0.0033712-0.0029268i,0.0023357-0.0030933i,0.0011088-0.0018988i,0.0023227-0.00080054i,0.0027705-0.00084258i,0.0012287-0.00096205i,0.00024614-0.00042181i,6.2867e-06+0.00043167i,0.00022067+0.00091962i,0.00045112+0.0007962i,0.00031338+7.4524e-05i,0.00045571-0.0006448i,-0.00029049-7.6666e-05i,-0.0012827-0.00010615i,-0.00056885-0.00082455i,0.00025294-0.00092673i,0.00051119-0.00037751i,0.00035537+0.00065199i,9.9149e-05+0.0014703i
0.0012874-0.0011189i,0.00058009-0.00076057i,0.0010601-0.000778i,0.0021732-0.00075137i,0.002484-0.00070507i,0.0020346-0.0010716i,0.0016796-0.00079049i,0.0024789-0.00076014i,0.0029049-0.0014769i,0.0019723-0.0017074i,0.0012496-0.00091489i,0.00093707+6.7388e-05i,-1.9843e-05-0.00013813i,-0.00014746-1.1279e-05i,4.2995e-05+0.00019739i,-0.00057452-0.00021509i,-0.00026233-6.6882e-05i,0.00029417-2.8985e-05i,0.00010564-0.00017165i,0.00023105-0.00069704i,0.00025491-0.0011714i,5.0855e-05-0.00044446i,-0.00010301+3.2434e-05i
-0.00074672+0.0013339i,0.00061011+0.00064318i,0.0024128-1.6784e-05i,0.0045407-0.00081333i,0.0051478-0.0021491i,0.002641-0.0028437i,0.00059198-0.0021432i,0.0020388-0.0012145i,0.0033989-0.00090512i,0.0020037-0.0011992i,0.00097688-0.0012877i,0.0007128-0.00090841i,-3.5318e-05-0.000903i,-0.00050491-0.00092439i,0.00010268-0.0011821i,0.00012413-0.00099591i,-0.00076963-0.00011243i,-0.0011806+0.00023904i,-0.00032129+0.00036406i,0.00017938+0.00072445i,-4.013e-05+0.0011291i,0.0004704+0.00095939i,0.00084403+0.00041439i
0.0015529+0.00059887i,0.0017438+0.0005648i,0.0018823-0.0010889i,0.0033149-0.0023666i,0.0032819-0.002911i,0.0012872-0.0029193i,0.00075732-0.0015516i,0.0023984-7.3506e-05i,0.0027131-0.00016692i,0.0015074-0.00094765i,-9.3466e-05-0.00045129i,-0.00033789+0.00040428i,0.0006244-6.4264e-05i,0.0010415-0.00031163i,0.00062379-0.00017291i,0.00011125-0.00045608i,-0.00014389-0.00087987i,0.00031766-0.00073916i,0.00011091+8.7755e-05i,-0.00065158+0.00047473i,-0.00031794-0.0002885i,0.00038945-0.00069111i,0.0012085-0.00032567i
0.00015112-0.00039132i,-0.00038392-0.00025292i,0.00070192-0.00053455i,0.002633-0.0019649i,0.0030021-0.0032171i,0.0010262-0.0030058i,0.00012071-0.0012556i,0.0011765-0.00061178i,0.0017103-0.00098716i,0.0010582-0.0009726i,0.00074749-0.00077108i,0.00083297-0.00064226i,0.00065554-0.00024817i,-0.000147-0.00039724i,-0.00035869-0.00020437i,-0.00037773+0.00075642i,-0.00058564+0.00062017i,-0.0011097+0.00055904i,-0.00067104+0.00026128i,0.00029744-0.00038892i,0.00013495-0.00027357i,0.000107-0.0002159i,0.0003833-0.00021496i
-0.00064207-0.0011887i,-0.00095539+5.8553e-05i,0.0006941+9.5724e-05i,0.0028058-0.00033801i,0.0033068-0.00093268i,0.0024066-0.0010175i,0.001325-0.00049255i,0.0020241-0.000895i,0.003213-0.0014432i,0.0021291-0.00091893i,0.00092942+0.0003467i,0.00034464+0.00079973i,0.00020681+0.00050202i,0.00032916+0.00061626i,0.00039941+0.00059489i,0.00041644-0.00033365i,9.8925e-05-0.0012544i,-0.00033438-0.00092744i,-0.00019083-9.8588e-05i,0.00021337+0.0002364i,0.00029945+7.3108e-05i,0.00032561-1.3232e-05i,0.00010779-0.00015393i
0.00040502+0.00063763i,0.00076748-0.00020684i,0.0028063-0.00035291i,0.004913-0.0016198i,0.0047487-0.0032189i,0.0025393-0.0028261i,0.00072792-0.00085053i,0.00098924-3.063e-05i,0.001891-0.00069911i,0.0014127-0.0012565i,0.0011248-0.0010675i,0.0016094-0.0014908i,0.0016905-0.0013606i,0.00076254-0.0001724i,0.00035158+0.00025077i,0.00029702-0.00080036i,0.00069478-0.0012674i,0.00047244-0.00044524i,-0.00011105+7.3664e-06i,0.00030966-0.00035915i,0.00062735-0.00067134i,0.00054317-0.00050751i,6.9498e-05-0.00026998i
-0.00056843+0.0011646i,0.00066961+0.00075676i,0.0028878+0.00031197i,0.0040493-0.0017642i,0.0039799-0.0036273i,0.0022853-0.0040523i,0.0012912-0.0022208i,0.0014482-0.00087924i,0.00186-0.0012946i,0.0021997-0.0011791i,0.0015031-0.00053066i,0.00048919-0.00058455i,-0.00040878-0.00058072i,-0.00085092-0.00069109i,-0.00065211-0.00043001i,-0.00016451-6.7755e-05i,0.0001233-0.00083257i,5.2805e-05-0.0010199i,5.7188e-05-5.7282e-05i,1.234e-05-0.00014945i,0.00056357-0.0010015i,0.00070015-0.00072094i,-0.0011283-0.00038053i
0.0025576+0.00043694i,0.0032165-0.00089551i,0.0038054-0.0020872i,0.0036248-0.0029755i,0.0034895-0.004906i,0.0023689-0.0045854i,0.001339-0.0015506i,0.0020956+9.1179e-05i,0.0025393-0.0005933i,0.0012777-0.0013632i,0.0005714-0.0012463i,0.00088403-0.00060741i,0.0012038-0.00011308i,0.0010323-0.00040678i,0.00076026-0.00072467i,0.00099856-0.00038121i,0.0006366-0.00012204i,2.227e-05+5.2169e-05i,-7.385e-05-3.9709e-05i,0.00025822-0.00022867i,0.00041641-0.00044252i,-8.1048e-05-0.00077273i,-0.00023189-0.00033777i
-0.00054263+0.00094809i,-0.00018403+7.9088e-05i,0.0019254-0.00026248i,0.0042257+0.0002725i,0.0046089-0.00071765i,0.0029469-0.0015726i,0.0014775-0.00064486i,0.001551-0.00030342i,0.0025685-0.00044556i,0.0022176-0.00068667i,0.00083117-0.00036752i,0.000314+0.0005043i,0.00014059+0.00052103i,0.00016448-0.00048951i,0.00078994-0.0002033i,0.0012676+0.00062377i,0.00095439+0.00065475i,0.00013322+0.00019305i,-0.00038921-0.00023811i,0.00025716-0.00047609i,0.00098416-0.00045528i,0.00091763-0.00036177i,0.00026545-0.00045999i
0.00078592-0.0016061i,0.00010624-0.0029579i,0.00048809-0.0047189i,0.0017896-0.0045335i,0.0018021-0.0036838i,-0.00022106-0.002511i,-0.00063941-0.00037607i,0.00059707-0.00030166i,0.0010254-0.0010355i,-4.1878e-05-0.00071711i,-0.00054998+0.00044838i,1.6297e-05+0.00092509i,0.00049212+9.1718e-05i,-6.0656e-05-0.00030004i,-0.00042487-0.00019796i,-0.0003883-5.0675e-05i,-0.00024205+0.00026982i,6.9641e-05+0.00051538i,-5.5968e-05+0.00055457i,-0.00031346+0.00075565i,-0.00025307+0.0010134i,8.8223e-05+0.00051822i,0.00015425-5.9251e-05i
-0.0005133+0.0010419i,-0.00079194+0.0011748i,-0.00051981+4.9711e-05i,0.0015752-0.00028709i,0.002568-0.00080502i,0.0020894-0.0013017i,0.0017333-0.00079566i,0.0017679-0.00065637i,0.0020197-0.00051812i,0.0013927-0.00045382i,0.0010568-0.00052899i,0.0012201-0.00022775i,0.0011476+9.7362e-05i,0.00027738-6.4171e-05i,-0.00039766-0.00051286i,-0.00064558-0.00058083i,-0.00020973+7.611e-05i,0.00024498+0.00012855i,-0.00012264-0.00038079i,0.00010122+0.00016221i,0.00079453-0.00018056i,0.0012357-0.00046975i,0.00054741+0.00051648i
-0.0027164+0.00062973i,-0.0010369+0.00031491i,0.00043589-0.0011996i,0.0036554-0.0019371i,0.0052596-0.0010259i,0.0037768-0.00064872i,0.0023743+0.00042358i,0.0028131+0.00014825i,0.003241-0.00049144i,0.0024166-0.00030293i,0.0013961-0.0005269i,0.00061295-0.00064198i,0.00050545-0.00047423i,0.0011146-0.00050795i,0.00088887-0.00024537i,0.00048907+3.0093e-05i,0.00082172-0.00050241i,0.00047724-0.00044047i,-0.00032759+4.8311e-05i,-0.00030521-0.00024871i,-0.00052075-0.00050723i,-0.0012753-0.00043381i,-0.00017136-0.000608i
-0.0015741+9.4347e-05i,-0.00047077+0.00038646i,0.00093878-0.00017755i,0.0027078-0.00013583i,0.0029487-0.0010683i,0.0011301-0.0017775i,-0.00030035-0.0015785i,0.00084991-0.0010662i,0.0018684-0.00076462i,0.0016424-0.0011273i,0.00096147-0.00081658i,0.00059375-0.00032026i,0.00077986+2.991e-05i,0.00013448+0.00014716i,-0.00021577-0.00081859i,-0.00010715-0.00051769i,-0.00013257-0.00034861i,-0.00059051-0.0007844i,-0.00077431-0.00048217i,0.0001463-0.00027438i,0.00090711+0.00011525i,0.00010131+0.00035927i,3.9048e-05+0.00019419i
-5.2103e-05-0.0008979i,0.0013398+0.0001831i,0.0015369+0.00030696i,0.002227-0.00014709i,0.0033639-0.0013684i,0.0023801-0.0013599i,0.0015598+0.0003824i,0.0024823+0.00050169i,0.0024696-0.001009i,0.0017057-0.0012198i,0.00080145-0.00029122i,0.00054635+0.0004631i,0.00053321+0.00080415i,-0.00036327-1.6822e-05i,-0.00053415-0.00038401i,-0.00027345-0.00058767i,-0.00010512-0.00074648i,6.4356e-05-0.00026897i,-0.00054129+8.3187e-05i,-0.00058199+0.00016288i,0.00016626+5.9261e-05i,-4.5602e-05+0.00045008i,-0.00044577+0.00047891i
-0.000266-0.0015868i,-0.0012351-0.0013896i,-0.0013104-0.0011124i,0.0012452-0.0020434i,0.0024441-0.0017895i,0.0019351-0.0013656i,0.0019453-0.0013404i,0.0024064-0.00054692i,0.0022948-0.0010919i,0.0010141-0.0011686i,0.0006137-0.00032275i,0.0012503-0.00019643i,0.0015745+0.00024286i,0.0009348-6.1587e-05i,-0.0001083-0.00030167i,0.00020272+0.0004788i,0.00047889+0.00090203i,-0.00024035+0.0006916i,-0.00053074+5.935e-05i,-0.00034578+6.9612e-05i,0.00021102+0.00037374i,0.00017168+7.5704e-05i,0.00012001-0.00060799i
0.0012906-0.0022139i,0.0014132-0.0021344i,0.0023915-0.0015746i,0.0042978-0.0020804i,0.0051062-0.0031647i,0.003616-0.0027235i,0.0025209-0.0017923i,0.0031578-0.00047679i,0.0030749-0.00045215i,0.0023236-0.0016926i,0.0014887-0.001169i,0.0011274+7.5388e-05i,0.0012324+0.00067202i,0.00030008+0.00062558i,-0.00068533+0.00027817i,1.8101e-05-0.00015733i,0.00086691-0.00052041i,0.00091356+0.00027344i,0.00097148+0.0012778i,0.00086449+0.00070266i,0.00032625+0.00030345i,-1.8246e-05-0.00023958i,0.00041291-0.0015922i
0.00031066+0.00081955i,0.00061185+0.0003708i,0.0018137-0.00038072i,0.0037964-0.0015213i,0.0042982-0.0025042i,0.0027561-0.0029654i,0.0022918-0.0021769i,0.0036016-0.0013454i,0.0041884-0.0012052i,0.0023188-0.00095569i,0.00018809-0.00014695i,0.00011973+0.00033808i,0.00028507+0.00011941i,3.2019e-05-0.0003204i,-0.00027469-0.00074418i,-0.00041636-0.00041367i,-0.00026942+7.5628e-05i,-0.00042512-0.00033327i,-0.00062254-0.00066927i,-0.00048164+0.00013734i,-0.000261+0.00075605i,1.9245e-05+0.00035617i,0.0003989+0.00042641i
0.0013862+0.00089251i,0.001891-7.6239e-05i,0.0025287+0.00030324i,0.0039008-0.00099602i,0.0046305-0.0029518i,0.0019093-0.002734i,0.00055583-0.0013776i,0.0017643-0.0003489i,0.0020869-0.00062977i,0.0018622-0.00084749i,0.0017231-0.00031148i,0.0011221+0.00049122i,0.00090115+0.0009008i,0.00074369+0.00082767i,-9.7355e-05+0.00053123i,-0.00059378-3.6262e-05i,-0.00083769-0.00079534i,-0.00054637-0.00092335i,0.00023704-0.00052803i,0.00049687+2.8145e-05i,0.00079534+0.00083597i,0.00049598+0.00064936i,0.00048794-7.2093e-05i
-0.00095127+0.00032623i,0.00076948+0.00037223i,0.0027037-0.0004119i,0.0043849-0.0013147i,0.0042335-0.0011208i,0.0026357-0.00068887i,0.0019014-0.00020529i,0.0026742-0.00073588i,0.003722-0.00050907i,0.0028637+0.00034405i,0.00090057+0.00092898i,-2.3406e-05+0.0006514i,-0.00010801-0.00033995i,-0.00017581-0.00031987i,-0.00068711+0.00034262i,-0.00044746+0.00010236i,1.5033e-05+0.00016076i,-0.00056717-0.00023923i,-0.00069904-0.00084989i,-0.00079967-0.00013366i,-0.0009958+9.1121e-05i,-0.00064947+0.00040242i,-0.00014305+0.00077174i
0.0011199+0.0014942i,0.0011329+0.00053226i,0.0029828-0.00061186i,0.0046719-0.001633i,0.0041735-0.0029512i,0.0017966-0.0027808i,0.0007191-0.001396i,0.0018725-0.00029087i,0.0021288-0.00033571i,0.00089774-0.00072208i,0.00040256-0.00092496i,2.1079e-05-0.00064548i,-0.00086224-0.00032256i,-0.0007113-0.0006442i,0.00010102-0.0008912i,-0.00030629-0.00054926i,-0.00063987-0.00049151i,-0.00021033-0.00048428i,0.00010426+0.00016541i,-0.00027064+0.00031136i,-0.00031577+0.00036479i,-0.00018133+0.00011747i,-7.9115e-05-9.0825e-05i
-0.00068645+0.00054472i,0.0011147+0.00019589i,0.0028654-5.2296e-05i,0.0044427-0.0014835i,0.0047804-0.0031237i,0.0033613-0.0030962i,0.0022077-0.0015844i,0.0022903-0.00091873i,0.002798-0.0014331i,0.0024961-0.00067142i,0.0012401-4.7093e-05i,0.00079418-6.5636e-05i,0.00061175-2.0433e-05i,0.0004509-8.8359e-05i,0.00048641+0.00013911i,0.00028615-0.00019344i,-0.00016962-0.00028303i,-0.00036482+0.00024157i,3.3985e-05+0.00067192i,0.00062897+0.00046734i,0.00084886+0.00045722i,0.00014711+0.00047602i,0.00010171-0.00011397i
-0.001218-0.0022492i,-0.0014257-0.0014251i,0.00038427-0.00054377i,0.0021193-0.00070959i,0.0029135-0.0022509i,0.0023788-0.0020969i,0.0023572-0.00037513i,0.0025457+0.00036587i,0.0019984-0.00076653i,0.0018799-0.0013901i,0.0020055-0.0011258i,0.0013876+8.9002e-05i,1.9324e-05+0.0010492i,-0.00073676+0.0002754i,-0.00029505-0.00091085i,-0.00022141-0.00097953i,-0.00083952+8.818e-05i,-0.00092115+0.00031509i,-0.00019496+0.00018985i,0.00012613+0.00027451i,-0.00014672+0.00041772i,-0.00059488+0.00024469i,0.00014195-0.00010759i
-0.0012115+0.00053882i,0.00074241+0.00042974i,0.0025278+0.0013841i,0.0043604+0.00071546i,0.0051181-0.00011222i,0.0029665-0.0007543i,0.000865-0.00075057i,0.0010999-0.00038498i,0.0016632-0.00073861i,0.0014024-0.0010815i,0.0011215-0.0010173i,0.00065377-0.00032869i,0.00026922+0.00030701i,6.4244e-05+0.00022006i,0.00016498-3.6413e-05i,0.00085179-0.00011305i,0.00058726+0.00019921i,-0.00031314+0.00081689i,-0.00078096+0.00072834i,-0.00074369-0.00020184i,-0.0001565-0.00026659i,0.00010889-0.00018861i,0.00024756-0.00036633i
-0.00034867-0.000925i,-0.001089-0.0016871i,1.4587e-05-0.0027158i,0.00084183-0.0022541i,0.00080902-0.0021344i,0.0010678-0.0022749i,0.0012363-0.0014059i,0.0014968-0.00074151i,0.0016127-0.00095625i,0.00066609-0.00093552i,0.00031142-0.00017826i,0.00090815+0.00083138i,0.0015346+0.00073857i,0.0014632-0.00048349i,0.00034607-0.00081613i,-2.6568e-05-0.00031734i,-0.00064614-1.1872e-05i,-0.00039927-0.00018655i,0.00074028-8.9599e-05i,0.0002742+0.00014555i,-9.6696e-05+0.0005887i,0.00020292+0.00053718i,0.0004263+9.4608e-05i
0.0016607-8.3291e-05i,0.0019482-0.00084015i,0.0018508-0.0016012i,0.0019616-0.0015655i,0.0024992-0.0017803i,0.0016663-0.0015908i,0.0010606-0.00028921i,0.0021344+0.0004723i,0.0021924+0.00081457i,0.0012586+0.00012974i,0.0008444+0.00013338i,0.00062944+0.00084301i,0.00072023+0.00032403i,9.0973e-05-0.00056945i,2.0486e-05-0.00083362i,0.00031834-0.00091215i,2.8009e-05-0.00056966i,-0.00017431+0.00011833i,-0.00050139+0.00018935i,4.046e-05+0.00026603i,0.00080527+0.0008754i,7.6979e-05+0.0011033i,-0.00054339+0.00030767i
0.0010884-0.00040916i,0.00018567-0.00083264i,0.0009393-0.0020266i,0.002824-0.0030702i,0.0032357-0.0036767i,0.0018344-0.0033328i,0.0014159-0.001347i,0.0024244-0.00038515i,0.0028645-0.0012749i,0.0023762-0.0010226i,0.0014729+0.00047809i,0.00046688+0.00065529i,0.00046497+0.00038067i,0.00090452+0.00030557i,0.00058264-5.7491e-05i,-0.00044384-7.1604e-05i,-0.00036928-0.00056964i,0.00064983-0.00095821i,0.00062754-0.00041542i,0.00025119+0.00031984i,0.00063267+0.0001891i,0.0010411-0.00024986i,0.00016315-0.00014516i
0.00057013-0.00054599i,0.00041638-9.2062e-05i,0.0016197-9.0109e-06i,0.0030673-0.0011519i,0.0039365-0.003008i,0.0023987-0.003385i,0.00099324-0.0025207i,0.0017463-0.001702i,0.0020115-0.00077409i,0.0015234-0.00035824i,0.00048489+0.0002593i,-0.00032221+0.0010278i,-5.5031e-05+0.00118i,0.00028683+0.00095291i,6.2212e-05+0.00031832i,-6.536e-05-0.00012712i,8.9648e-05+7.4111e-06i,0.0005786+0.00010329i,0.0008366-0.00036598i,0.00068568-0.0002464i,0.0006116-0.00011297i,0.00044098+0.00014851i,0.00026398+0.00079694i
0.0001692+0.00050283i,0.0012649+0.001016i,0.0020897+0.00070984i,0.0022528-0.00012774i,0.002283-0.00092067i,0.0021012-0.00082878i,0.0018142+0.00017913i,0.0015474-3.4072e-05i,0.0016891-7.4851e-08i,0.0010197+0.00074314i,5.1722e-05+0.00086787i,0.00054016+0.00026995i,0.0011169-0.00056855i,0.0006844-0.00030849i,0.00037097-0.00015205i,0.00032214-0.00074159i,-0.00012122-0.0004934i,-0.0004227-6.818e-05i,-0.00019903+3.4015e-05i,-4.7746e-05-7.4726e-05i,0.0006207-0.00057597i,0.001289-0.000652i,0.00098126-0.00089349i
-0.00094621-0.00031595i,-0.00090394+0.00059774i,-0.00024145+0.0014946i,0.0033057+0.00041385i,0.0052528-0.00087867i,0.0035978-0.00084964i,0.0023525-0.00057385i,0.0031216-0.00069558i,0.0034665-0.001433i,0.0022773-0.00092654i,0.0010335-0.00016375i,0.00045946-0.00014539i,7.1019e-07-0.00089726i,0.00040229-0.0011876i,0.00059947-0.00055796i,-0.00017959-0.00031908i,-0.00060427-2.8865e-05i,0.00047895+0.00037273i,0.00097288+0.00016054i,0.00025624-0.000115i,0.00057283+9.5155e-06i,0.0010021+0.0007365i,0.00056732+0.00048629i
0.0026614+0.00028198i,0.003411-0.00026638i,0.0042905-0.0010748i,0.004863-0.0013543i,0.0042524-0.0022838i,0.0019939-0.0028113i,0.0016072-0.001613i,0.0028991-0.00068101i,0.0032287+9.4757e-05i,0.0027976+0.00031908i,0.0017276+0.00068997i,0.0014368+0.00052342i,0.0013766+0.00034057i,0.00060245+0.00048075i,0.00025034+6.8358e-05i,0.00043947-6.6941e-05i,0.00063191+2.3967e-05i,0.0011699+0.00023799i,0.0016447+0.001071i,0.0011112+0.0011648i,0.00083642+0.00032006i,0.00055625+3.713e-05i,-0.00020324-0.00021402i
-0.00083593-0.00073313i,-0.00057003-0.00055392i,0.00093685-0.0008735i,0.0029631-0.0017227i,0.004365-0.0015582i,0.0043486-0.00075478i,0.0028184-0.00066458i,0.0022708-0.0014786i,0.0021316-0.0020621i,0.0014428-0.00092378i,0.0008973+0.00075474i,0.00031452+0.0013692i,-9.1045e-05+0.00081272i,0.00073613+9.699e-05i,0.0011939-0.00059525i,0.00026025-0.00089059i,-0.00048931-0.00085142i,-0.00025136-0.00046622i,0.00047786+0.00035832i,1.1189e-06+0.00059996i,-0.00014513-0.00015305i,0.00052654-9.9537e-05i,0.0011656+0.00060296i
0.0015913+0.00070962i,0.0018999+3.8142e-05i,0.0025312-0.00030751i,0.0040643-0.00091638i,0.0037958-0.0017299i,0.0014285-0.0028323i,0.00017768-0.0023619i,0.0013281-0.00082551i,0.0028014-0.00037366i,0.0020108-0.00077166i,0.0012622-0.00063464i,0.0014038+0.00036753i,0.00093936-0.00039559i,0.00033555-0.00091342i,-3.8563e-05+2.7258e-05i,0.00034251-0.00015002i,0.00030659-0.00056749i,-4.2235e-05-0.00058781i,0.00073878+0.00018469i,0.00071998+0.00057501i,0.0006931+0.00093148i,0.001078+0.0011855i,0.0011786+0.00080207i
0.0014174+0.0006585i,0.0018231-0.00031296i,0.0034576-0.0014219i,0.0049921-0.0019133i,0.0053215-0.0023946i,0.0030511-0.0023337i,0.00097409-0.0018097i,0.0018789-0.0015429i,0.0024929-0.00091109i,0.0017124-0.00070815i,0.00082149-0.00027061i,0.0007545+0.00032983i,0.00055324+8.523e-05i,0.00020958-0.00030044i,-4.2526e-05-0.00019302i,8.5594e-05+0.00015679i,0.00025363+1.6433e-05i,0.00056681-0.00035912i,0.00025689+0.00021887i,-0.00021126+0.0004072i,-0.0002977+4.3779e-05i,0.00028819-0.00026096i,0.00058568-0.00079243i
0.0001247+0.00015954i,0.00070774+0.00036396i,0.0020609+0.00063575i,0.0043702-0.00028985i,0.0045197-0.0021092i,0.0017598-0.0031571i,0.00045044-0.0022408i,0.0013976-0.001018i,0.0019588-0.00082938i,0.0018416-0.00090022i,0.0010643-0.00087583i,0.00023967-0.00041249i,-0.00051008+0.00051433i,-0.0011282+0.00054131i,-0.0009302-0.00025328i,-0.00054839-0.00035049i,-0.00015822-0.00027375i,-0.00017737+2.7328e-05i,-0.00081104-0.00041387i,-0.00085612-0.00025986i,-0.00044776+0.00041424i,0.00027493+0.00070132i,0.0005414-0.00012981i
-0.00027543+0.0015877i,0.0014654+0.00090552i,0.002916+0.00057571i,0.0043935-0.00057288i,0.0050611-0.00273i,0.0040673-0.0032128i,0.0021333-0.0018923i,0.0011306-0.0011169i,0.0015471-0.0010774i,0.0014797-0.0013474i,0.0005762-0.00074603i,-0.00019834-0.0008803i,-0.00034905-0.001333i,0.00023336-0.00071756i,0.00045976-0.00019541i,-8.8063e-05+0.00055954i,-0.0008353+0.00061587i,-0.0011405-0.00010168i,-0.00043557-0.00010659i,-0.00018259+0.00047147i,-0.00048655+0.0011372i,-0.00047216+0.00090358i,-0.00021264+4.1836e-05i
