-0.0036478-0.0012713i,-0.0039531-5.6001e-05i,-0.0035655+0.0017509i,-0.0018627+0.0026752i,-0.001018+0.002028i,-0.00058541+0.0013455i,-0.00011102+0.0013968i,0.00063143+0.0019748i,0.00092025+0.0022889i,0.00060003+0.0015628i,0.0012391+0.00068015i,0.0012814-0.00035366i,-2.0652e-05-0.0015405i,-0.00091188-0.0014074i,-0.0011081-0.00065487i,-0.0013667-0.00058357i,-0.0012612-0.00045569i,-0.00062975+3.1568e-05i,-2.1103e-05+1.0265e-05i,-7.1872e-05+6.8681e-05i,0.00073712+0.00012993i,0.0006112-8.5715e-05i,-0.00027863-0.00019455i
-0.0020655-0.005374i,-0.062305-0.0058855i,-0.23978+0.049098i,-0.39502+0.1725i,-0.31734+0.22871i,-0.15284+0.13769i,-0.1798+0.031878i,-0.26625+0.022806i,-0.19221+0.028513i,-0.080728-0.011356i,-0.052825-0.019099i,-0.04515+0.012582i,-0.021119+0.030295i,0.0023943+0.024251i,0.0095354+0.010871i,-0.00091395+0.0052392i,-0.016026+0.0068726i,-0.025082+0.0087267i,-0.02339+0.010363i,-0.015974+0.011812i,-0.0077389+0.011646i,-0.0012803+0.0081405i,0.0011084+0.0025133i
0.012461+0.041106i,0.042075+0.046916i,0.1453+0.0021685i,0.27279-0.086032i,0.27309-0.084122i,0.18277+0.065686i,0.18774+0.17951i,0.21941+0.11602i,0.14158+0.021792i,0.063059+0.020335i,0.055164+0.02525i,0.049062+0.0021832i,0.023239-0.0088615i,9.769e-05-0.005462i,-0.011394-0.00052942i,-0.0094117-0.0008436i,0.00097818-0.00086704i,0.011846+0.002345i,0.01621+0.0019013i,0.013561-0.0014888i,0.0082378-0.0052281i,0.0038918-0.0069589i,0.00095599-0.0067693i
0.032426-0.040732i,0.036334-0.011819i,-0.015947+0.1048i,-0.096823+0.21827i,-0.11461+0.15826i,-0.068534-0.025646i,-0.032375-0.084178i,-0.0015498+0.010416i,0.025297+0.057663i,0.0076193+0.022802i,-0.016682+0.0037632i,-0.0081299+0.0029647i,0.0095878-0.0048873i,0.015029-0.009061i,0.012519-0.002247i,0.011267+0.010542i,0.011869+0.015179i,0.0085131+0.0096719i,0.0031719+0.0041573i,0.0021546+0.0025435i,0.0039172+0.0035023i,0.0036138+0.004133i,0.0019892+0.0056477i
-0.018031-0.011653i,-0.011502-0.082823i,0.048318-0.25381i,0.099971-0.41893i,0.08057-0.3832i,0.059362-0.22804i,0.0375-0.21939i,-0.043347-0.2807i,-0.08392-0.20507i,-0.031507-0.08954i,0.003593-0.050399i,-0.0087112-0.038183i,-0.019218-0.019269i,-0.015484-0.0071844i,-0.0084996-0.01016i,-0.0083516-0.022589i,-0.011505-0.028752i,-0.010564-0.025091i,-0.0089592-0.018658i,-0.010008-0.013584i,-0.010581-0.0086695i,-0.0068539-0.0043008i,0.00024284-0.0027452i
-0.021752-0.028213i,-0.056546+0.012693i,-0.12886+0.15946i,-0.18316+0.36028i,-0.18113+0.43363i,-0.19598+0.36673i,-0.19079+0.35211i,-0.076736+0.35235i,0.021139+0.22958i,0.0060889+0.10436i,-0.016412+0.073615i,-0.0018466+0.061104i,0.0066693+0.034403i,0.0053515+0.015461i,0.0035533+0.0091805i,0.0049207+0.011676i,0.0042335+0.014383i,-0.0036072+0.015921i,-0.0057434+0.019621i,0.0022578+0.019035i,0.0078921+0.011863i,0.0058999+0.0045578i,0.0015699-0.00068131i
-0.030762+0.063567i,-0.053487+0.056947i,-0.061986-0.053295i,-0.034754-0.22804i,0.040939-0.31645i,0.12721-0.27843i,0.12968-0.21568i,0.044212-0.14801i,-0.012281-0.067644i,0.00034909-0.032346i,0.016894-0.038496i,0.016561-0.034927i,0.013783-0.021459i,0.0065572-0.015139i,-0.0045563-0.013871i,-0.014838-0.008672i,-0.013885+0.0013256i,-0.00061234+0.006777i,0.0092328+0.0014564i,0.0071216-0.0053834i,0.00047961-0.0057784i,-0.0025195-0.0033352i,-0.0036161+0.00029501i
0.050064-0.0098902i,0.12044+0.044371i,0.21265+0.18817i,0.27547+0.33696i,0.2485+0.35907i,0.18603+0.26754i,0.19534+0.14486i,0.21848+0.0082178i,0.15148-0.0671i,0.060298-0.037341i,0.021615-0.0024275i,0.0027053-0.0020602i,-0.0080613+0.001728i,-0.0014169+0.01243i,0.015792+0.018856i,0.032393+0.011536i,0.032322-0.0060577i,0.019493-0.016772i,0.0082003-0.016086i,0.003308-0.0092911i,0.0031574-0.003181i,0.0037507+0.00086548i,0.003894+0.0031746i
0.0075866+0.0059499i,-0.021743-0.073409i,-0.10946-0.25505i,-0.25359-0.42615i,-0.36326-0.44313i,-0.38852-0.32553i,-0.39556-0.17939i,-0.36636-0.03266i,-0.23585+0.044956i,-0.10536+0.014631i,-0.057624-0.01632i,-0.032838-0.011966i,-0.012326-0.016454i,-0.011602-0.025361i,-0.021674-0.026723i,-0.03177-0.017786i,-0.027446-0.004466i,-0.015149-0.0022262i,-0.011545-0.0052594i,-0.014057-0.0031984i,-0.012517+0.0026757i,-0.0065699+0.0056698i,0.0011+0.0032497i
0.01229-0.068926i,0.026479-0.070826i,0.081959+0.026357i,0.19438+0.18216i,0.29722+0.2657i,0.33229+0.21465i,0.3214+0.1148i,0.26697+0.039881i,0.16459+0.011277i,0.080677+0.024525i,0.046791+0.040076i,0.031417+0.042769i,0.025554+0.038466i,0.027719+0.026292i,0.028474+0.010151i,0.021773-0.003773i,0.0038363-0.0096256i,-0.015599-0.0011899i,-0.016282+0.01414i,-0.00018539+0.018455i,0.011811+0.0092961i,0.011864+9.0382e-05i,0.0047953-0.0023921i
-0.060114+0.044243i,-0.15424+0.066428i,-0.30349+0.049425i,-0.43269+0.024139i,-0.43761+0.043033i,-0.33936+0.1064i,-0.21759+0.1499i,-0.09531+0.126i,-0.016969+0.060967i,-0.0087498+0.014948i,-0.0092429-0.0080059i,-0.0056886-0.033007i,-0.021976-0.042336i,-0.038467-0.02559i,-0.040651-0.0019575i,-0.027852+0.016869i,-0.0026694+0.02356i,0.019412+0.016175i,0.024419+0.0031365i,0.01481-0.0072536i,0.0038368-0.0095884i,-0.00065752-0.0063757i,-0.0017489-0.0027431i
0.020781-0.019497i,0.11636+0.011496i,0.31726+0.068944i,0.52793+0.04282i,0.5651-0.10278i,0.40468-0.25621i,0.18699-0.31887i,0.022411-0.27973i,-0.037779-0.17766i,-0.013123-0.086354i,0.0090543-0.035732i,0.014033+0.00034883i,0.03103+0.017088i,0.044564+0.0098701i,0.045516-0.0050362i,0.033873-0.020499i,0.0094212-0.023936i,-0.0065147-0.011909i,-0.0057602-0.0022655i,-0.0025801-0.0011846i,-0.0035752-0.0019346i,-0.005393-0.0013368i,-0.0039224-0.00079477i
-0.0070318+0.063335i,-0.038221+0.058846i,-0.15335-0.0016636i,-0.32318-0.010725i,-0.37096+0.090881i,-0.22807+0.2151i,-0.054566+0.28375i,0.016654+0.27866i,0.013429+0.19978i,-0.0082166+0.098257i,-0.023776+0.0344i,-0.031174+0.0055579i,-0.038117-0.0016673i,-0.03657+0.0038788i,-0.028837+0.011319i,-0.01791+0.014442i,-0.00094888+0.0054592i,0.0064824-0.012918i,-0.003944-0.021556i,-0.015297-0.013496i,-0.014545+0.0007049i,-0.0077393+0.0090763i,-0.0032068+0.0097126i
0.044717-0.066965i,0.092192-0.14164i,0.1603-0.20802i,0.20056-0.26324i,0.11961-0.29113i,-0.05177-0.26602i,-0.13852-0.20846i,-0.075886-0.15389i,0.00032673-0.10539i,0.011166-0.055674i,0.013672-0.015591i,0.033354-0.0028736i,0.042164-0.01554i,0.030245-0.026559i,0.013883-0.026169i,-0.00061537-0.016722i,-0.012414+0.0021298i,-0.012782+0.019708i,-0.00041041+0.025973i,0.013945+0.019609i,0.020721+0.0076333i,0.019954-0.00064372i,0.013444-0.0036419i
-0.032101+0.043274i,-0.1316+0.10213i,-0.27886+0.2064i,-0.33565+0.36342i,-0.18877+0.4562i,0.049673+0.36501i,0.16722+0.17773i,0.12998+0.041677i,0.065303-0.00026508i,0.040085+0.0049157i,0.019894+0.0036006i,-0.017019+0.0023i,-0.037982+0.019074i,-0.029505+0.029788i,-0.014434+0.025011i,0.00046266+0.013524i,0.011481-0.0044116i,0.007744-0.016023i,-0.0018261-0.013714i,-0.0049979-0.0080257i,-0.0034139-0.0051065i,2.3802e-05-0.0033464i,0.0062409-0.0010886i
0.018443-0.0668i,0.076832-0.092927i,0.1866-0.12081i,0.25862-0.21599i,0.18971-0.29049i,0.028178-0.17758i,-0.08811+0.0061648i,-0.12609+0.077749i,-0.11467+0.055876i,-0.069413+0.020222i,-0.022541+0.0022225i,0.011299-0.0048069i,0.026054-0.014806i,0.023421-0.01973i,0.019166-0.017806i,0.011695-0.014313i,0.0038684-0.0028459i,0.0067903+0.0069074i,0.011755+0.0031453i,0.0088982-0.0046404i,0.0011429-0.0088896i,-0.0059424-0.009717i,-0.010761-0.0089685i
-0.032001+0.066676i,-0.043547+0.12578i,-0.0359+0.17143i,-0.0044576+0.20598i,0.050988+0.16609i,0.10015-0.012311i,0.10755-0.1462i,0.10711-0.099456i,0.10683-0.02072i,0.065913-0.014271i,0.015102-0.018489i,-0.00084008-0.0045723i,0.0038656+0.00282i,0.0029481+5.6302e-05i,-0.0069229-0.0034971i,-0.016923-0.0069278i,-0.021858-0.013958i,-0.023831-0.016599i,-0.022057-0.0081085i,-0.016401+0.001846i,-0.011105+0.008524i,-0.004826+0.011887i,0.00099461+0.0099923i
0.021664-0.062197i,0.05348-0.15942i,0.035154-0.2915i,-0.077152-0.3774i,-0.19533-0.30735i,-0.19609-0.10616i,-0.098549+0.014984i,-0.021984-0.017071i,-0.010736-0.053208i,-0.017432-0.016394i,-0.0067305+0.016545i,0.0022703+0.0028456i,-0.0051543-0.015666i,-0.0078981-0.013657i,0.0011599-0.0034007i,0.013193+0.0075529i,0.022327+0.013156i,0.024354+0.0091729i,0.020588+0.0031587i,0.014642+0.0001503i,0.011008-0.0021673i,0.0075032-0.003192i,0.0016055-0.0016069i
-0.020084+0.076161i,-0.075252+0.14043i,-0.10973+0.22964i,-0.034623+0.32464i,0.073096+0.33629i,0.049348+0.2433i,-0.069804+0.16477i,-0.12134+0.12309i,-0.090766+0.06967i,-0.04916+0.023089i,-0.025474+0.0037685i,-0.021156+0.0077943i,-0.017349+0.018615i,-0.012843+0.01925i,-0.01517+0.015405i,-0.018688+0.010458i,-0.022141+0.0062558i,-0.019224+0.0093277i,-0.011863+0.0106i,-0.0085919+0.0059234i,-0.0049119+0.0032275i,0.0013142+0.0025941i,0.0078236+0.002613i
0.035425-0.064557i,0.051329-0.099173i,0.012476-0.10597i,-0.084341-0.1038i,-0.11874-0.1019i,-0.0065937-0.083644i,0.13137-0.071736i,0.13663-0.046592i,0.075373+0.0013309i,0.057129+0.015511i,0.055321-0.0011943i,0.044512-0.0085273i,0.032359-0.0058451i,0.025502-0.0078195i,0.02752-0.020117i,0.027509-0.031267i,0.024402-0.032613i,0.017961-0.029424i,0.010649-0.022449i,0.0097027-0.013294i,0.0077865-0.0090022i,0.0012913-0.0061593i,-0.0030133-0.0030631i
-0.01625+0.050198i,-0.0092626+0.10136i,0.084947+0.12985i,0.23676+0.096458i,0.28317+0.030478i,0.18525-0.0059079i,0.088625+0.0057167i,0.087046+0.017302i,0.096519-0.0027917i,0.044338-0.02185i,-0.015822-0.018616i,-0.032134-0.0098635i,-0.021846-0.0069345i,-0.016438-0.0012471i,-0.022516+0.01092i,-0.029774+0.024254i,-0.029078+0.031049i,-0.018835+0.028055i,-0.010839+0.020527i,-0.010129+0.015896i,-0.0063741+0.014891i,0.0025356+0.01003i,0.0072847-0.00080719i
0.0092299-0.083995i,0.020912-0.15183i,-0.038667-0.20111i,-0.1871-0.16533i,-0.29414-0.066616i,-0.28637-0.029699i,-0.25516-0.079055i,-0.23747-0.1083i,-0.18003-0.080754i,-0.097004-0.042256i,-0.029422-0.017051i,0.0060554-0.010531i,0.013975-0.011569i,0.013594-0.012475i,0.014116-0.018802i,0.016727-0.027956i,0.013745-0.033724i,0.0015956-0.031601i,-0.0044193-0.023997i,-0.00094977-0.020622i,-0.002519-0.019181i,-0.0090538-0.011449i,-0.010596+0.00086697i
-0.040607+0.07479i,-0.074571+0.10762i,-0.062682+0.086471i,0.034249+0.00064059i,0.14287-0.079946i,0.16775-0.044661i,0.14739+0.077525i,0.12994+0.13721i,0.086544+0.099873i,0.030471+0.063353i,0.0035404+0.062455i,0.0022836+0.056122i,0.00082319+0.032324i,-0.0026048+0.01672i,0.00091108+0.020841i,0.010137+0.030376i,0.020016+0.033642i,0.02664+0.030154i,0.023741+0.023666i,0.01534+0.018905i,0.010285+0.01368i,0.0081966+0.0049426i,0.0063889-0.0012606i
0.030276-0.043995i,0.046643-0.054405i,0.011934+0.0082186i,-0.069961+0.14891i,-0.10761+0.25361i,-0.057099+0.21344i,0.0086041+0.099881i,0.037563+0.029991i,0.044982+0.02109i,0.046838+0.011433i,0.039971-0.029348i,0.023512-0.054767i,0.012919-0.044196i,0.0080963-0.034618i,-0.0041433-0.042718i,-0.022216-0.051901i,-0.035842-0.047228i,-0.036477-0.033002i,-0.025696-0.021338i,-0.015333-0.013984i,-0.0099906-0.0065962i,-0.0032442+0.00073787i,0.0047422+0.0011396i
-0.0021303+0.069697i,-0.00462+0.089665i,0.032382+0.041194i,0.082121-0.092417i,0.061055-0.21511i,0.0032121-0.22216i,-0.019229-0.17015i,-0.027873-0.1326i,-0.0351-0.10095i,-0.024551-0.062421i,-0.013234-0.020248i,-0.014818+0.0092475i,-0.020547+0.021135i,-0.016762+0.028826i,-0.003081+0.035731i,0.01182+0.035333i,0.022269+0.024557i,0.024269+0.0086449i,0.018618+0.00030667i,0.01382+0.0011951i,0.011594+0.0025425i,0.0063044+0.0016197i,-0.0014511+0.0017747i
0.033431-0.095265i,0.048392-0.14309i,0.039585-0.12201i,0.029835-0.0026603i,0.051507+0.12417i,0.059817+0.12973i,0.0077093+0.05983i,-0.044177+0.02913i,-0.037565+0.022591i,-0.024427-0.00057764i,-0.033881-0.013136i,-0.028208-0.0067945i,-0.0053936-0.0052493i,0.0044222-0.0093403i,-0.003549-0.0082256i,-0.015037-0.0017989i,-0.023045+0.0057381i,-0.027633+0.01112i,-0.0279+0.0098185i,-0.024111+0.0046485i,-0.016359+0.001206i,-0.0065609-0.0010514i,-0.0010277-0.0014975i
-0.043988+0.059142i,-0.10078+0.090315i,-0.17455+0.062207i,-0.23422-0.02627i,-0.23823-0.080795i,-0.18879-0.0038928i,-0.082022+0.12902i,0.038328+0.17441i,0.07512+0.13302i,0.044409+0.087255i,0.036924+0.057715i,0.046864+0.027593i,0.037999+0.0074545i,0.028479-0.00034045i,0.030147-0.0075126i,0.034405-0.01714i,0.033964-0.02432i,0.028014-0.021772i,0.023548-0.011877i,0.020325-0.0055341i,0.014116-0.0011061i,0.01029+0.0030815i,0.012095+0.0018488i
0.022315-0.064473i,0.064997-0.072453i,0.13591-0.015694i,0.21332+0.067023i,0.24908+0.076494i,0.20898-0.032628i,0.096691-0.15772i,-0.012288-0.20293i,-0.048801-0.17132i,-0.031787-0.098468i,-0.01663-0.039312i,-0.016395-0.017257i,-0.016504-0.016697i,-0.020232-0.02024i,-0.029235-0.016125i,-0.031146-0.0040145i,-0.022648+0.0080335i,-0.0103+0.01221i,-0.00057722+0.011642i,0.0031624+0.010748i,1.1575e-05+0.0049082i,-0.0068177-0.0010968i,-0.010466-0.0030436i
-0.031297+0.085775i,-0.043471+0.11379i,-0.057345+0.07656i,-0.10152+0.012706i,-0.1428+0.005744i,-0.074588+0.060085i,0.06465+0.098099i,0.1222+0.093819i,0.095541+0.077058i,0.061462+0.04116i,0.0311+0.0032563i,0.0043878-0.0042713i,-0.0060355+0.0051979i,-0.0027683+0.011908i,0.0030884+0.010093i,0.0047223+0.0022158i,0.00019051-0.0049877i,-0.0051165-0.0091775i,-0.0083491-0.013659i,-0.0072594-0.015887i,0.00067071-0.010067i,0.0088539-0.0047815i,0.0063007-0.0017287i
0.045822-0.077195i,0.076213-0.15039i,0.10051-0.20178i,0.12178-0.21171i,0.098939-0.19137i,-0.035274-0.14011i,-0.20021-0.058825i,-0.23817+0.025429i,-0.16721+0.055525i,-0.096937+0.03219i,-0.046322+0.012236i,-0.0050846+0.0046249i,0.012454-0.0015499i,0.015121+0.00055562i,0.019295+0.0039247i,0.020506+0.00076004i,0.015277-0.003198i,0.00841-0.0064699i,0.0027955-0.0082385i,-0.0015357-0.0055248i,-0.0051705-0.00031207i,-0.0073358+0.0049077i,-0.0018984+0.0074163i
-0.027494+0.072047i,-0.094675+0.1255i,-0.20043+0.17868i,-0.27658+0.24157i,-0.21952+0.27159i,-0.044682+0.19649i,0.11691+0.050235i,0.18007-0.076327i,0.15397-0.11805i,0.090391-0.076853i,0.036611-0.025654i,0.0088275-0.0066889i,-7.2627e-05-0.0029999i,0.0010194-0.0026555i,-0.0015182-0.0055182i,-0.0069024-0.0062225i,-0.0081037-0.002222i,-0.0090203+0.0084233i,-0.0068027+0.021669i,-0.0014072+0.026211i,0.0020161+0.018132i,0.0057261+0.0045265i,0.0087335-0.0037941i
0.042479-0.091067i,0.078975-0.12438i,0.12574-0.12142i,0.16321-0.12468i,0.14735-0.13606i,0.084259-0.067067i,0.027653+0.06548i,-0.012802+0.1377i,-0.032635+0.11645i,-0.022486+0.059788i,-0.0077933+0.012889i,-0.0038185-0.0053299i,-0.00014815-0.0083377i,-0.0049579-0.015487i,-0.017093-0.015479i,-0.020897-0.0078032i,-0.017013-0.0048623i,-0.011046-0.0066426i,-0.0054243-0.010506i,-0.0046531-0.013365i,-0.0079606-0.010221i,-0.011099+0.00048648i,-0.010437+0.0038814i
-0.055871+0.067229i,-0.069078+0.11416i,-0.030259+0.13397i,0.027287+0.13833i,0.03629+0.12285i,0.0017686+0.031128i,-0.042711-0.074939i,-0.061703-0.08817i,-0.044176-0.042397i,-0.021039-0.0093856i,-0.002706+0.012932i,0.011822+0.02295i,0.013126+0.014773i,0.011051+0.010258i,0.015797+0.011592i,0.022785+0.0098572i,0.029017+0.0061147i,0.034047+0.0026449i,0.03491-0.00067643i,0.03401-0.0039179i,0.033514-0.006156i,0.026288-0.010398i,0.011725-0.011566i
0.024422-0.074945i,0.031991-0.14974i,-0.020071-0.24549i,-0.11824-0.3148i,-0.15613-0.28617i,-0.097085-0.16387i,0.0024685-0.076533i,0.069265-0.070638i,0.064973-0.067389i,0.019868-0.044052i,-0.014855-0.029638i,-0.018321-0.027511i,-0.0086629-0.024975i,-0.0048305-0.019432i,-0.0062035-0.020237i,-0.014926-0.022958i,-0.028748-0.019107i,-0.041385-0.014727i,-0.045521-0.0078802i,-0.038296+0.0045352i,-0.029579+0.012641i,-0.018746+0.016467i,-0.00020277+0.01841i
-0.039834+0.089705i,-0.073447+0.16306i,-0.074995+0.2517i,-0.011174+0.33447i,0.068956+0.34738i,0.078375+0.28743i,0.0078327+0.24806i,-0.043685+0.22926i,-0.026212+0.16205i,0.015334+0.086451i,0.039872+0.041546i,0.027145+0.018609i,0.0045567+0.018167i,0.0071971+0.019908i,0.020138+0.010013i,0.027138-0.0038429i,0.028129-0.015448i,0.02676-0.015874i,0.024652-0.010854i,0.017653-0.012695i,0.0079576-0.017331i,-0.0017936-0.017217i,-0.014468-0.01019i
0.072589-0.066991i,0.11212-0.11173i,0.098569-0.13351i,0.018653-0.13663i,-0.060017-0.1437i,-0.068931-0.16601i,-0.033768-0.19275i,-0.030465-0.18806i,-0.051851-0.1281i,-0.055056-0.065184i,-0.043353-0.028229i,-0.021439-0.0076216i,-0.0035966-0.0080697i,-0.01301-0.0089385i,-0.031871+0.010843i,-0.034574+0.039482i,-0.021816+0.058872i,-0.0080976+0.060281i,-0.003088+0.047084i,-0.0031074+0.033325i,0.0021979+0.027821i,0.013557+0.021795i,0.022958+0.0049489i
-0.040221+0.050156i,-0.047503+0.063953i,0.019424+0.041359i,0.13843-0.012058i,0.18965-0.039081i,0.15772+0.0035082i,0.15088+0.072069i,0.18941+0.085391i,0.18956+0.035099i,0.12511-0.011047i,0.057042-0.022623i,0.026369-0.016463i,0.024424-0.011723i,0.031817-0.018249i,0.03378-0.032878i,0.025488-0.050531i,0.010793-0.066927i,-0.0019196-0.071826i,-0.0062759-0.060354i,-0.0045603-0.04134i,-0.0046588-0.025792i,-0.0075328-0.013719i,-0.0063079-0.00064537i
0.033249-0.090915i,0.0070452-0.14471i,-0.113-0.1721i,-0.28103-0.12192i,-0.34465-0.0081037i,-0.29484+0.039508i,-0.28048-0.0077878i,-0.30189-0.028591i,-0.25287+0.0097268i,-0.14712+0.038379i,-0.062589+0.034596i,-0.020842+0.016271i,-0.010665+0.0049625i,-0.012963+0.0057298i,-0.011647+0.0057849i,-0.0056261+0.0038296i,0.0023293+0.0052341i,0.0075912+0.0065211i,0.0098358+0.0077878i,0.012987+0.0075417i,0.01297+0.002618i,0.0072857-0.0011605i,0.00080849+0.001285i
-0.072751+0.074631i,-0.10232+0.14577i,-0.069029+0.21555i,0.035665+0.22295i,0.136+0.13012i,0.18187+0.048294i,0.21227+0.049138i,0.22854+0.055243i,0.17617+0.021399i,0.088522+0.00058784i,0.039434+0.012418i,0.0155+0.01934i,-0.0040034+0.015309i,-0.0076231+0.0089668i,-0.0048526+0.0010775i,-0.012259-0.00026194i,-0.025884+0.010275i,-0.029847+0.027712i,-0.021058+0.034205i,-0.011672+0.023804i,-0.0050848+0.012186i,0.0017171+0.0042861i,0.0047264-0.0066125i
0.06094-0.047186i,0.11405-0.076896i,0.15237-0.080917i,0.15702-0.043731i,0.12644+0.017648i,0.073546+0.038958i,0.0082827+0.021049i,-0.035704+0.010279i,-0.026379+0.0068053i,-0.0036619-0.011153i,-0.0032891-0.038079i,0.00059151-0.046847i,0.011202-0.038517i,0.0088354-0.022793i,0.0013923-0.0026195i,0.0053342+0.01012i,0.017632+0.0087271i,0.019917-0.0030049i,0.0070524-0.012686i,-0.0030794-0.01188i,-0.005636-0.0024906i,-0.0044795+0.0091042i,0.0028126+0.014814i
-0.050956+0.068129i,-0.064578+0.073793i,-0.060246+0.0053587i,-0.0707-0.10743i,-0.1041-0.16744i,-0.11036-0.12791i,-0.054049-0.06142i,0.0074589-0.041114i,0.02537-0.035973i,0.028199-0.012409i,0.032566+0.012142i,0.026431+0.022156i,0.01825+0.021309i,0.020153+0.01484i,0.026507+0.0045299i,0.031489-0.0064625i,0.032524-0.017077i,0.031673-0.023448i,0.030745-0.021913i,0.024294-0.0155i,0.012832-0.012528i,0.00046381-0.016083i,-0.010862-0.014882i
0.070455-0.070211i,0.066344-0.12215i,-0.0048513-0.13817i,-0.077204-0.098189i,-0.066906-0.043055i,-0.022545-0.03881i,-0.050428-0.063021i,-0.10463-0.035402i,-0.10731+0.0049504i,-0.089936+0.0065434i,-0.077179+0.0056778i,-0.056361+0.0067827i,-0.042936-0.0056674i,-0.045915-0.017268i,-0.051593-0.019411i,-0.058056-0.017864i,-0.063052-0.014162i,-0.058276-0.0084252i,-0.042545-0.0012387i,-0.021073+0.0073985i,-0.0019955+0.014622i,0.0088618+0.017726i,0.012119+0.012924i
-0.061278+0.052543i,-0.09669+0.12432i,-0.096697+0.23712i,-0.078858+0.34973i,-0.074361+0.37641i,-0.038855+0.32034i,0.067404+0.25496i,0.17197+0.16122i,0.18559+0.050399i,0.13535-0.0077784i,0.093872-0.024111i,0.068948-0.027814i,0.056266-0.021221i,0.059906-0.016323i,0.057129-0.019352i,0.043151-0.019458i,0.032571-0.0090886i,0.024997+0.0063766i,0.014448+0.013417i,0.0045726+0.0084063i,-0.00057319+0.0023581i,0.0024557+0.0015449i,0.012312+0.0022146i
0.063344-0.064979i,0.11285-0.12597i,0.16566-0.21175i,0.21593-0.31698i,0.21751-0.36123i,0.10411-0.2918i,-0.068906-0.19344i,-0.18599-0.10985i,-0.20092-0.020951i,-0.1422+0.042653i,-0.07889+0.057455i,-0.039656+0.048946i,-0.021562+0.047125i,-0.0206+0.053884i,-0.016998+0.052001i,-0.0058654+0.042118i,-0.0032279+0.032759i,-0.010487+0.019477i,-0.013802+0.0026204i,-0.011241-0.010542i,-0.012464-0.01556i,-0.016771-0.013281i,-0.019533-0.0080999i
-0.086576+0.053478i,-0.13282+0.095244i,-0.16482+0.13963i,-0.18294+0.21781i,-0.14373+0.28393i,-0.0054428+0.21856i,0.13304+0.082669i,0.16957+0.011528i,0.14374-0.021416i,0.097859-0.055994i,0.045132-0.062442i,0.0026667-0.052738i,-0.026147-0.058296i,-0.034083-0.06348i,-0.021725-0.048496i,0.00016973-0.035578i,0.023626-0.043658i,0.039717-0.047138i,0.044119-0.028409i,0.038623-0.0067157i,0.031455-4.1888e-05i,0.023213-0.0038184i,0.011067-0.005528i
0.068259-0.035946i,0.079643-0.098449i,0.016027-0.20573i,-0.088227-0.33701i,-0.13634-0.39453i,-0.13773-0.27929i,-0.12087-0.08753i,-0.051871+0.01368i,0.02074+0.034441i,0.041277+0.035792i,0.043759+0.025106i,0.057967+0.0097969i,0.068059+0.0043019i,0.053339+0.0028009i,0.01527-0.0062681i,-0.025849-0.0067975i,-0.049287+0.016373i,-0.052469+0.03604i,-0.044215+0.033985i,-0.030819+0.030753i,-0.016265+0.036244i,-0.0016547+0.037118i,0.011168+0.025892i
-0.062714+0.049626i,-0.075382+0.12745i,0.0013709+0.28808i,0.15362+0.48794i,0.23614+0.54911i,0.18278+0.40215i,0.078505+0.22853i,0.0098204+0.12619i,-0.028719+0.030907i,-0.056285-0.025303i,-0.052527-0.015285i,-0.040111+0.007538i,-0.033535+0.024935i,-0.0084438+0.029422i,0.020586+0.013442i,0.029668-0.007219i,0.020219-0.024832i,0.0048964-0.031121i,-0.0039501-0.026146i,-0.0066988-0.02709i,-0.010116-0.031267i,-0.01239-0.025526i,-0.0096473-0.013303i
0.094658-0.056656i,0.12962-0.14974i,0.085271-0.3292i,-0.061059-0.53399i,-0.21008-0.57232i,-0.22457-0.41131i,-0.13681-0.26968i,-0.10902-0.19838i,-0.11651-0.087263i,-0.07004+0.0021984i,-0.038268+0.0081231i,-0.031351-0.006206i,-0.015409-0.024726i,-0.017968-0.034395i,-0.022705-0.013011i,-0.0033778+0.011523i,0.022703+0.017054i,0.03395+0.0084087i,0.029244-0.0026249i,0.02282-0.0079615i,0.017394-0.010234i,0.01018-0.011893i,0.0059732-0.014381i
-0.083393+0.019049i,-0.14146+0.074418i,-0.15156+0.20191i,-0.066079+0.37468i,0.08909+0.44735i,0.19838+0.36651i,0.21963+0.27294i,0.24318+0.21772i,0.24697+0.12837i,0.16841+0.046276i,0.099423+0.024846i,0.069925+0.015625i,0.042083+0.0064897i,0.032448+0.0055424i,0.026674-0.0014183i,0.0098788-0.0089474i,0.00018087-0.0099048i,0.004996-0.0022404i,0.012519+0.0068757i,0.011743+0.012752i,0.009962+0.015339i,0.0042463+0.011181i,-0.0084643+0.01133i
0.074091-0.029588i,0.10006-0.063501i,0.058645-0.12476i,-0.05407-0.18667i,-0.16408-0.19109i,-0.22159-0.16289i,-0.26607-0.16325i,-0.29396-0.15684i,-0.24238-0.1122i,-0.14505-0.073176i,-0.081628-0.049334i,-0.048529-0.021528i,-0.032157+0.0041393i,-0.034321+0.019084i,-0.033903+0.0093239i,-0.037923-0.018876i,-0.058956-0.033999i,-0.076386-0.034286i,-0.071057-0.025955i,-0.052869-0.0086639i,-0.037339+0.01135i,-0.015244+0.029022i,0.013342+0.029379i
