0.0010554-0.0013115i,0.00071523-0.002506i,-0.0004447-0.0030278i,-0.0018875-0.0023724i,-0.0018653-0.001079i,-0.00090436+0.00066659i,6.2628e-06+0.00096329i,0.00069902+0.00044383i,0.00088666+0.00015723i,0.00050301-0.00049391i,0.00078621-0.00088029i,0.00084221-0.0010321i,5.339e-05-0.00011611i,-0.0004814+0.0011673i,0.00041024+0.0011688i,0.00033142+0.00024256i,-3.3657e-05+0.0006031i,0.00039786+0.0010129i,0.00050828+0.00047065i,0.00066571+4.0903e-05i,0.00094804+0.00015473i,0.0010247+0.00039799i,0.00096913+0.00012543i
0.00048039-0.00068564i,-0.00069125+0.00022201i,-0.0015237+0.00063333i,-0.0016731+0.00026171i,-0.0016725+0.00053984i,-0.0015735+0.00021676i,-0.0013739-2.3378e-05i,-0.00045496+0.00058769i,6.984e-05+0.00016464i,0.00028019-0.0001881i,0.00094386+0.00036745i,0.0011271+0.0010347i,-1.729e-05+0.00053426i,-9.8378e-05-9.87e-05i,0.00092966+0.00083683i,0.0012942+0.00083749i,0.0010871+0.00033833i,0.00031798+4.1053e-05i,1.4741e-05-0.0010221i,2.9589e-05-0.0010877i,0.00019878-0.00020028i,-0.00016877+0.00010166i,-0.00085621+0.00038172i
0.0015204+0.0016086i,0.0025168+0.0014534i,0.0014932+0.0012787i,9.4148e-05+0.00096905i,-0.00015671+0.00060493i,-0.00014024-0.00035637i,-0.00054004-0.00058757i,-0.0007372+0.00013736i,-0.00035715+1.9106e-05i,0.00010275-0.00079655i,0.00073464-0.0012014i,0.00074964-0.001283i,0.0003842-0.00023506i,0.00020565+0.00078743i,0.00018129+0.00056713i,7.1789e-05-0.00014579i,-0.00028801-0.00015015i,-0.00055759+0.000363i,-0.0001971+0.00046735i,0.00029473+0.00029735i,0.00020409+0.00043898i,3.2877e-05+0.00097541i,1.7097e-05+0.0012827i
-0.0023489-0.00015576i,-0.0013268+0.0016646i,-0.00068645+0.0024693i,0.00012088+0.0020355i,0.00056015+0.0015303i,-5.6251e-05+0.00083758i,-0.00041735+0.00092098i,-0.00031804+0.0012892i,-0.00030114+0.00057679i,-0.00019408-0.00022652i,-4.503e-05-0.00040551i,-0.00010095-0.00029322i,8.7197e-05-0.00081073i,9.3224e-06-0.00041956i,-7.2643e-05+0.00037023i,-0.0002548+0.00025139i,-0.00046023+0.00030391i,-0.00015424+0.00081054i,-0.00013687+0.00071189i,0.00017776-6.7453e-05i,0.00081141+0.00026241i,0.00059987+0.00091623i,0.00011205+0.0012058i
0.00085166+0.0027393i,-2.9874e-05+0.0028662i,-0.0011619+0.0017845i,-0.001598+0.00062502i,-0.00066143-0.00015214i,-8.535e-05-0.00086397i,-0.00053232-0.0011722i,-0.00058807-0.00083814i,-0.0002208-0.0001518i,0.00010089-0.0008658i,0.00029201-0.0016641i,0.00015004-0.0014151i,-1.0491e-05-0.00059976i,-0.00026879+0.00055701i,-0.00094336+0.0010607i,-0.00081979+0.00025161i,-9.2335e-05-0.00056798i,0.00050236-0.00067211i,-0.000183-0.00072705i,-0.00032615-0.00028787i,-0.00086906+0.00019616i,-0.0014378-8.9648e-06i,-0.00049672-0.00035479i
-0.0012819+0.00034731i,-0.00042385+0.00066387i,0.00098659+0.00096334i,0.0026613+0.00020287i,0.0021543-0.00048907i,0.00019045-0.00076768i,-0.0019897+0.00010359i,-0.0026202+0.00095379i,-0.00091709+0.0011876i,0.00062449+0.0012079i,0.0013562+0.00090045i,0.00099586-5.5263e-07i,4.875e-06-0.0010291i,0.00030678-0.00099109i,0.00059863-0.0002448i,0.00051714+7.8863e-06i,0.00042787-0.00016885i,-2.9256e-05-0.00036044i,7.194e-05-0.00027033i,0.00018054-1.2772e-05i,0.00035105-0.00010158i,-6.93e-05-4.1663e-05i,-0.00035849-0.00044045i
0.00095747+0.00218i,0.00087854+0.0018724i,0.00082889+0.0013853i,0.00038042+0.001162i,-0.00022724+0.00059535i,-0.00096511+9.1417e-05i,-0.0011032+0.00014785i,-0.00035686-0.00039783i,4.8764e-05-0.0003891i,-0.00035691-0.00010985i,-0.00071292-0.00059769i,-0.00093683-0.00027938i,-0.00096051+0.00054559i,-0.00089828+0.00032946i,-0.00017354-0.00022762i,0.00045372-0.00068324i,4.3417e-05-0.00056051i,-0.00035287-9.3011e-05i,-0.00016184-5.2055e-05i,0.00074589+0.00039756i,0.0008756+0.00065894i,0.00012547+6.5725e-05i,4.7781e-05-0.00067623i
-0.0014641+0.00085388i,-0.001964+0.001751i,-0.00070566+0.0014359i,-1.813e-05-0.0004717i,-0.00029796-0.0011831i,-0.00010229-0.0012339i,-0.00034205-0.00096236i,-4.8813e-05-0.00054522i,4.9955e-05-0.00068276i,3.5762e-05-0.00046031i,0.00043443+0.00012073i,3.3633e-05+0.00029488i,0.00031698+0.00034976i,0.00084606+0.00089757i,0.00045546+0.0010762i,0.00015575+0.00090595i,0.00046066+0.00075742i,0.00039423+0.00011329i,-6.2123e-07+0.00046979i,0.00011622+0.00046377i,0.00052609+0.00018201i,0.00043278+0.00026196i,-0.00011067+0.00080994i
0.0037901-0.00068276i,0.0033903-0.00059029i,0.0016543-0.0010055i,-0.0005478-0.00028509i,-0.0021808+0.00022872i,-0.0025988+0.00014844i,-0.001787+0.00070448i,-0.0010802+0.00063879i,-0.00039013-0.00026955i,-0.00065139-0.00077413i,-0.00068534-0.00047729i,-0.00022438-0.00010579i,0.00045036+8.6157e-06i,0.0006884-0.00014138i,-0.00030245-2.757e-05i,-0.00085304+0.00024955i,-0.00017778-2.3783e-05i,-0.0001562-0.00045833i,7.1024e-05+7.1859e-05i,-0.00024168+0.00056394i,-0.0011655+0.00029393i,-0.00092424+0.00014658i,-0.0006475-4.5516e-05i
-0.0016124+0.00032019i,-0.0021492+0.0016916i,-0.0014012+0.0021268i,-0.00020149+0.0014857i,0.00054745+0.00015586i,-0.00022016-0.0002155i,-0.0012078+0.00024432i,-0.00053894+0.00049341i,-0.00026104+0.00015907i,-0.00032456-1.9779e-05i,-7.0687e-05-0.00015965i,0.00060089-0.00058298i,0.001186-0.00071947i,0.00022997-0.00066386i,-0.001037-0.0007823i,-0.00046496-0.00082668i,8.9321e-05-0.00063104i,-0.00015221-7.2898e-05i,-1.495e-05+0.00054025i,0.00022651+0.00015823i,-9.4571e-05-0.00014374i,-0.00080607-0.00029914i,-0.00066339-0.00026457i
0.00088736+0.0015739i,9.5202e-06+0.0011651i,-0.00029703+0.0013888i,-0.00035279+0.00071823i,-0.00046256-0.00050442i,-0.0013775-0.0015414i,-0.0014565-0.0010933i,-0.00066179+6.0692e-05i,-0.00029044+0.0006308i,7.9244e-05+0.0011719i,0.00090805+0.0015723i,0.00082872+0.0013682i,-0.00070577+0.00086435i,-0.00099336+0.00061007i,6.4562e-05+0.00038008i,0.001143-0.00012477i,0.00070713+0.00028252i,-0.00055232+0.00052725i,-0.00016443-0.00032955i,-0.00010161-5.794e-05i,-0.00074006+0.00076707i,-0.0005763+0.00041739i,-0.00034798-0.00037883i
-0.0018428+0.0043571i,-0.00054231+0.0049381i,0.0014468+0.0047344i,0.002337+0.0029267i,0.0019681-0.0002332i,0.00082541-0.0014719i,-0.0014384+6.7953e-06i,-0.0020204+0.0015775i,-0.00046118+0.00092815i,0.00052347+0.00039449i,0.00062776+0.00038619i,0.00032964-0.00046424i,-0.00050116-0.0010853i,-0.0010605-0.0013813i,-0.00093601-0.00048399i,0.00017625+7.2954e-05i,0.00063198-0.00069582i,0.00057055-0.00043493i,0.00059214+0.0010141i,-0.00033264+0.0011084i,-0.00090692-1.4736e-05i,-0.0010155+6.9564e-05i,-0.00059237+5.3458e-06i
0.00080154-0.0010955i,0.00057049-0.00099617i,-0.00025631-0.00044109i,-0.00046671-0.00010264i,0.00018528+0.00061923i,-4.5496e-05+0.0007653i,-0.00024743+0.00030765i,-0.00013843-8.3622e-05i,-0.00012717-0.0003557i,0.00036166-0.00043509i,0.00092834-0.00072445i,0.00076024-0.00081917i,2.6831e-05-0.00021502i,0.00019567+4.4759e-05i,0.00026102+0.00061157i,-0.00020322+0.00065088i,0.00048553+7.9102e-05i,0.00016375-6.7323e-06i,-0.00071038-0.00015809i,0.00018897-0.00015527i,-2.0268e-05-1.0655e-05i,-0.0003879-0.00024303i,-0.00050819-0.00038969i
-0.0023605+0.00024687i,-0.0022357+0.0017898i,-0.002465+0.0029081i,-0.0023369+0.0028247i,-0.0014231+0.0011385i,-0.00050733-0.0002813i,-0.00051498-0.00090833i,-0.00020311-0.00078888i,0.00097924-8.3826e-05i,0.000965+0.00086945i,-5.8205e-05+0.0010675i,0.00017452+0.00017556i,0.00066615-0.00044338i,0.00035732-0.0009517i,0.00019487-0.00056386i,0.00028884+0.00031915i,0.00039347+0.00068628i,0.00046211+0.00022447i,0.00090438-0.00029896i,0.00071907+4.0815e-05i,0.00039196-5.1301e-05i,-6.053e-05+0.00012375i,-0.0011907+0.00067406i
0.0015835+0.00043481i,0.0017373+0.0012371i,0.0022534+0.00092118i,0.00080226-0.00062169i,-0.00071564-0.00046315i,-0.00085858+0.0012287i,-4.178e-05+0.0015329i,0.00099955+0.0008062i,0.001146+0.00018029i,0.00045161+0.00036117i,-9.9466e-06+0.0010884i,5.2239e-05+0.0011421i,0.00018406+0.00025681i,0.00015235-0.00011022i,7.4769e-05-0.00011629i,0.00058798+8.9775e-05i,0.00039152+0.00013229i,-0.00022012-0.00039014i,-0.00025185-0.00053215i,-8.7122e-05-0.00040568i,-0.00024736-0.00054704i,-0.00052722-0.00017415i,-0.00075278+0.00029374i
-0.0009712+0.0030623i,0.00015282+0.0041322i,0.0016401+0.0041246i,0.001842+0.0027463i,0.00046067+0.00028464i,-0.00032844-0.0013284i,-0.0011306-0.0010568i,-0.001857-0.00053274i,-0.0014024+1.6321e-05i,-0.00081081-1.584e-05i,-0.0004819-0.00039412i,0.00013116-0.00032471i,-2.4061e-05+0.00012742i,-0.00010257-0.00015804i,0.00026402-0.00039739i,0.00051923-0.00036856i,3.3514e-05-2.9746e-05i,-0.00033966-0.00026741i,0.00035218-0.00054344i,0.00046842-0.00032195i,0.00053349+0.00045182i,-0.00031075+0.0010643i,-0.0010561+0.00071796i
-0.0023923+0.00149i,-0.0019707+0.0018261i,-0.00088276+0.0036401i,0.00042372+0.0045472i,0.0009488+0.0027291i,-5.4864e-07+0.00016987i,-0.0012585-0.00032337i,-0.0012799+0.00011159i,-0.00040519-7.0685e-06i,0.00018066-0.00039606i,0.00060456-0.00052475i,7.5583e-05-0.00042882i,-0.0011648-4.3338e-05i,-0.0021075+0.00075507i,-0.0029371+0.00074265i,-0.0025282+0.00044412i,-0.0014328+0.00056927i,-0.00035056+0.00033284i,0.00042861+0.00032116i,0.00035296+0.00030408i,0.0001757+0.00032587i,0.0004252+0.00033484i,0.00021979-0.0003402i
-0.005394+0.010916i,-0.0032229+0.012633i,0.0022969+0.012365i,0.0049664+0.0057986i,0.0054843-0.00014787i,0.0032985-0.0045888i,-0.00098414-0.0033823i,-0.0021076+0.00021851i,-0.00032986+0.0014741i,0.0015065+0.0015079i,0.0017634+0.00064371i,0.00021589-0.00093841i,-0.0020206-0.001261i,-0.0045692+0.00084736i,-0.0051402+0.001453i,-0.003104-0.00041143i,-0.0020766-0.0018181i,-0.0020003-0.00086471i,-0.00096318+0.00050756i,0.00018244-1.2196e-05i,-0.00020336-0.00064777i,-0.0013915+0.00033302i,-0.0020392+0.0017854i
0.0029834-0.0071289i,0.0027156-0.0075084i,0.00035958-0.006507i,-0.0021183-0.0032654i,-0.0037437+0.00051236i,-0.0040292+0.0035805i,-0.0015985+0.0036722i,0.00018698+0.0019548i,-0.00033284-0.00041008i,-0.0013016-0.00099365i,-0.0008039-0.00069411i,0.00046377-0.0012598i,0.0012986-0.0012485i,0.0025532-0.00051569i,0.002978+7.8739e-05i,0.0018573+0.00029555i,0.00088122-5.5386e-06i,0.00054277-0.00055394i,2.1944e-05-0.0011461i,-0.00011921-0.0015907i,-0.0001127-0.0011155i,-9.6409e-05-1.4351e-05i,0.00026927+0.00055046i
-0.0019387-0.00062464i,-0.0026399+0.0014116i,-0.0034821+0.0022998i,-0.0017726+0.0015188i,-0.00048749+0.00093809i,-0.00077201+0.0014972i,-0.00032323+0.0016001i,0.00014183+0.00072381i,0.00013733-0.00075483i,-0.00054874-0.00098638i,-0.00034864-0.00043471i,0.00061619-0.00071108i,0.0010971-0.00045712i,0.0011527-0.0006378i,0.0003518-0.00065627i,-0.0012241+9.889e-05i,-0.0013501+0.00019354i,-0.00085461-0.00054847i,-0.00041173-0.00044728i,0.00041509+0.0005136i,0.00019996+0.00017369i,-7.4511e-05-0.00044405i,0.00051211-0.00068361i
0.0019147+0.001195i,0.0025167-0.00046954i,0.0021998-0.00067709i,0.0012485-0.00037155i,-0.0005368-0.00088922i,-0.0012372-0.00083512i,-0.00056455-0.00041602i,-0.00011773-0.00041191i,0.00014193-0.00021596i,0.00039025+8.4893e-05i,0.0011097+0.0005067i,0.0010723+0.00089208i,-0.00018042+0.00046518i,-0.00052543+0.00039677i,0.00042179+0.0013026i,0.00034627+0.001214i,-0.00096913-0.00016494i,-0.00048341-0.00051479i,0.00076324-0.00012273i,0.00064827-0.00013047i,0.00036979+0.00014603i,-0.00011589+0.00016011i,-7.0277e-05+8.8755e-05i
-0.00033242+0.00086296i,-0.00077001+0.00056972i,-0.00093612+0.00022173i,-0.0010019-0.00018879i,-0.00091483-0.00051477i,-0.001232-0.00038188i,-0.00092999-0.00048748i,-0.00032098+9.3173e-05i,-0.00022312+0.00072873i,-0.00016008+0.00055569i,-0.00033856+0.00016325i,-0.00055415-0.00069084i,-0.00027414-0.0014985i,-0.0001829-0.00083136i,-0.00031022-0.00050559i,0.0004801-0.00042999i,0.00052951-8.9498e-05i,1.1971e-05-0.0004159i,-0.00030463-0.0002046i,-0.00044528+0.00051977i,0.00016613+0.0006822i,0.00043496-0.00016788i,-0.00014842-0.00045895i
0.00051296-0.0010386i,0.0014656+0.00094497i,0.0015685+0.0018663i,0.0010299+0.0015161i,0.0002409+0.00075852i,-0.00077848+0.00045388i,-0.0016625+0.00016134i,-0.001419+0.00013171i,-0.00034274+0.00033378i,0.0002544+0.00028526i,-0.00013202+0.00035079i,-4.5228e-05+0.00023233i,0.00056471-0.00068116i,0.00071779-0.00059953i,0.00034009+0.0008835i,-0.00023899+0.0015119i,0.00014341+0.00075918i,0.00087617-0.00030279i,0.0012619-0.00050031i,0.0016287+5.6883e-05i,0.00066751+4.3205e-05i,-0.00026065-0.00035786i,-0.00059061-0.00033886i
-0.00071614+0.0031529i,2.4949e-05+0.0038912i,0.0004718+0.0041097i,-0.0001283+0.0027013i,0.00022559+0.0011817i,0.00075878-0.00014874i,0.00061954-0.00058919i,0.00050005-0.00050667i,0.0001357-0.00036379i,-0.00048176-0.000346i,0.00048164-0.00041864i,0.0010129+3.1898e-05i,-0.00022764+0.00028806i,-0.0013898-0.0002974i,-0.0011849-0.0013481i,-0.00012471-0.0016416i,0.00046342-0.00084787i,0.00051754-8.9988e-05i,0.00030196+0.00040753i,0.00053542+0.0010929i,0.00065968+0.00091054i,-0.00028302+0.00061356i,-0.001026+0.00041156i
-7.3332e-05-0.00192i,-0.0012317-0.0017046i,-0.0023016-0.0015552i,-0.0019514-0.00062857i,-0.0016621-0.00033313i,-0.0011696-0.00072075i,-0.00074479-0.0004036i,-0.00030987-0.00054744i,-4.0923e-05-0.00040693i,0.00021185+0.00066003i,0.00042472+0.00089952i,0.00057267+0.0001716i,0.0014175-0.00080778i,0.0014436-0.0017254i,0.00075309-0.00070434i,0.00019999+0.00030894i,-0.00016322+0.00011858i,-2.7582e-05-5.2362e-05i,-0.00017397+0.0001695i,-0.00027175-6.3772e-05i,0.00029414-7.3881e-05i,0.00020952+0.00054531i,-0.0002749+0.0002449i
0.00054342+0.0017611i,0.0011019+0.0029233i,0.00068101+0.0016832i,0.00010352-9.2811e-05i,-0.00066427-0.0012036i,-0.0015244-0.0010559i,-0.0014113+6.019e-05i,-0.00080981+0.0001522i,2.2522e-05-0.00033509i,0.00036587-0.00047961i,-0.00016102+0.00027344i,-0.00027805+3.7926e-05i,4.8013e-05-0.00032453i,0.0007978-0.00085537i,0.00064003-0.0010302i,0.00013294-0.00061149i,0.00028668-0.0005848i,0.00038953-0.00046433i,0.00063036-0.00052364i,7.627e-05-0.00084877i,-0.00054928-7.9298e-05i,-7.5608e-05+0.00021616i,0.00018705+0.00044129i
-0.0031446-0.0014914i,-0.0019873-0.0011212i,-0.00045348+0.0005609i,-8.7937e-05+0.0014512i,-0.00079683+0.0016277i,-0.00039643+0.0019164i,0.00016557+0.00071716i,0.00070747-0.00069303i,0.00059077-0.00025934i,-5.5258e-05+0.00022224i,4.5777e-05-0.0001173i,0.00028599-0.00013661i,0.00013342+4.0371e-05i,-4.9585e-06-7.5013e-05i,-8.2015e-05-1.9987e-05i,0.00021948+0.0004308i,-0.00026469+4.3203e-05i,-0.00096253-0.00047588i,-0.00080556+7.3044e-05i,-0.00030779-0.00049745i,9.2074e-05-0.0015207i,0.0002378-0.00092534i,-2.4183e-05+2.3607e-05i
-0.00068437+0.0025418i,3.7617e-05+0.0024873i,-0.00059024+0.0023633i,-0.00043045+0.0009601i,-8.8639e-05-0.00056927i,-0.00062654-0.0014108i,-0.001797-0.00082963i,-0.0021585+9.3537e-06i,-0.0012461+0.00031789i,-0.00030506+3.4375e-05i,0.00045541-0.00041794i,0.00036399-0.00057723i,0.00023662-0.00056142i,0.00041094+0.0005061i,-0.00010289+0.0013222i,-0.00074578+0.00099778i,-5.8008e-06+0.00048461i,-0.00012864+0.00042784i,-0.00074652+0.00091166i,-0.00063711+0.00086782i,-0.00016261+0.00019656i,4.346e-05+0.00015811i,-0.00102+0.00044651i
0.00072681-0.00031947i,0.00085717+0.00048261i,0.0018143+0.0012838i,0.0015373+0.00076825i,-3.357e-05+0.00024813i,-0.0013309+0.0010163i,-0.00069674+0.0011888i,0.0013078+0.00057735i,0.0012297+0.00046269i,0.00046956+0.00050763i,0.0008062+0.00055482i,0.0011844+0.0011818i,0.00094094+0.0011404i,0.00042674+0.00025609i,-0.00013699-0.00030345i,-0.00049464-0.00053949i,0.0001403-0.00039721i,0.00054466+8.1473e-05i,0.00070446-6.4771e-05i,0.00083422-0.00085537i,5.3403e-05-0.0017436i,-0.00058506-0.00088712i,-0.00032956+0.0004334i
-0.00024819-0.00074817i,-3.6442e-05-0.00071299i,-0.00058178-0.00012505i,-0.00065056+0.0010634i,-0.00051737+0.0012851i,-0.00097189+0.00066779i,-0.00091067+0.0006249i,-0.0011321+0.0004116i,-0.0013937+0.00034643i,-0.00079572+0.00034362i,0.00047385-8.9136e-05i,8.3469e-05-0.00059012i,-0.0008414-0.00081037i,-0.0011138-0.0003805i,-0.00058642-0.00026259i,0.00013278-0.00019664i,0.0001076+0.00018841i,-0.00052168+4.5504e-06i,-0.00063299-3.7569e-05i,-0.00052492+6.3687e-06i,-0.00017149+0.00016958i,0.00046925+0.00062648i,0.00027538+0.00027991i
-5.2457e-05+0.0012176i,-0.0014012+0.0017911i,-0.002147+0.0018169i,-0.00080226+0.00096571i,-0.00056642-0.00022353i,-0.00056656-0.00030927i,-0.00035512+0.00065903i,-0.00070434+0.0016151i,-0.00028329+0.0014648i,0.00055745+0.00072554i,0.00032279+2.5149e-06i,-3.4557e-05+0.00018042i,-5.501e-05+0.00072516i,3.8982e-05+0.00095787i,0.00056876+0.00065672i,0.0011494+0.00032839i,0.00051065-0.00053378i,-0.00029968-0.0012903i,0.00032094-0.00043292i,0.00098975+0.00044796i,0.00070716+0.00091344i,0.00031045+0.00050334i,0.00037923+1.1467e-05i
0.002434-0.00013623i,0.0019857-0.00073162i,0.0017871-0.0021272i,-4.3824e-05-0.0023648i,-0.0019772-0.0010713i,-0.0019843-0.00019888i,-0.0010096+6.6191e-05i,-0.00010871+0.00043902i,0.00018742+0.00015889i,6.1516e-05-0.00016233i,-6.6017e-05+0.00013772i,-2.7799e-05-0.00046118i,-7.0893e-05-0.00032768i,-0.00050481+0.00010827i,-0.00039054+6.2644e-05i,0.0004017+0.0002586i,0.00050567+0.00034943i,0.00028903+0.00075494i,0.00016503+0.00094322i,0.00024518+0.00029718i,-0.00018974-0.00031744i,-0.00060401-0.00039864i,-0.00069226-0.00030647i
7.783e-05+6.67e-05i,-0.00011179+0.00084284i,0.00058296+0.0018559i,0.0012826+0.00090758i,0.0011948-0.00062294i,-0.00023526-0.00025273i,-0.0016455+0.00042074i,-0.0010549+0.00017306i,0.00012492-0.0002288i,0.0010683-0.00023576i,0.0009939-0.0001974i,-0.00028497-0.00069586i,-0.00096408-0.00068683i,-0.00078288-0.0002968i,-0.00050474-0.00051012i,-0.00040113-0.00040511i,-0.00027809-0.00034294i,-0.0001277-0.00070914i,4.9792e-05-0.0012477i,8.758e-05-0.001389i,-0.00038399-0.00096775i,9.6434e-05+0.00017372i,0.0003087+0.00045987i
0.0010244+0.0016336i,0.0021832+0.0025514i,0.0019276+0.0027427i,0.00055506+0.0014038i,9.4821e-05+3.9273e-05i,-0.0012588-0.0002361i,-0.0015931-0.00034411i,-0.00018041-0.00035555i,0.00088371-0.0001244i,0.00051734+0.00019859i,0.00046278+0.00048389i,9.2087e-05+0.00029792i,-0.00056672+0.00035544i,-0.00050218+0.00017454i,-0.00045541-4.0206e-05i,0.00033136+1.2979e-05i,0.00060917-0.00023477i,0.00041967-0.00028995i,-3.8024e-05+0.00038037i,-0.00011593+0.00051985i,8.5982e-05-2.2275e-05i,0.00019027+0.00012046i,0.00050859+0.00088889i
0.00083239+0.00016916i,3.7882e-06+0.00087179i,-0.00067769+0.001476i,-0.0013898+0.0013145i,-0.0016016+0.0006399i,-0.0012768-0.00035915i,-0.00072276-0.00054231i,9.9434e-05-1.6042e-05i,0.00021798+0.00019823i,0.00045873+1.9701e-05i,0.00073453-0.00055466i,0.00039381-0.00045859i,1.9816e-05-0.00037281i,-2.6898e-05-0.00066689i,-0.00039679-0.00023381i,-0.00053313-0.00018633i,-0.00014046-0.00034421i,-0.00096956+0.00042074i,-0.00025537+0.00094901i,0.00045924+0.00055219i,0.00027246+0.00095767i,0.00063001+0.0011135i,0.00062884+0.0006191i
-0.00065499-0.0012044i,-0.00014333+5.8944e-05i,-0.00041302-0.00042634i,-0.00063282-0.00027347i,-0.00098906+0.00054736i,-0.00050261+0.0013578i,-0.00032388+0.0017685i,0.00021189+0.0012255i,0.00043932-8.4264e-05i,-7.3557e-05-0.00020392i,0.00050696-0.0001874i,0.00085752+4.5623e-05i,0.00084754+0.00060059i,0.001453-0.0002256i,0.0015727-0.00064369i,0.00040832-0.00036447i,-0.00031531-0.00097878i,-0.00017631-0.00096402i,-0.00060134-0.00031158i,-0.00048964+0.00025111i,-3.6584e-05+0.00018239i,0.00017009+0.00015272i,-0.00019819-0.00017969i
-0.00064465-0.00259i,-0.0013856-0.0020706i,-0.0020633-0.00012452i,-0.0015032+0.00044106i,-0.00039599+0.00049146i,-0.00063207+0.00062254i,-0.00061596+8.0905e-05i,-5.4883e-05-0.00037351i,-0.00030135-0.00035241i,-0.0004828+0.0003334i,-0.0002213+0.00078357i,-0.00057872-0.00025755i,-0.00091675-0.00084702i,-7.7907e-06-0.0006815i,0.00042955-6.9237e-05i,-3.9639e-05+0.00063638i,0.00052559+0.0002202i,0.0010319+6.0963e-05i,0.00061476+0.00042238i,0.00024053-5.2863e-05i,-4.9134e-05-0.00060759i,-0.00040435-0.00058673i,-0.00031528-0.00073235i
-0.0021264+0.0021224i,-0.0017859+0.0032907i,-0.00082036+0.002573i,0.00013415+0.00092576i,-9.5068e-06+0.00010353i,-0.0007025+0.00037996i,-0.0010846+0.00068565i,-0.00098389-5.066e-05i,-0.00031062-0.00091684i,0.00042029-0.0003495i,0.00044329+0.00043516i,0.0005046+0.00064741i,2.053e-05+4.4639e-05i,-0.00064056-0.00013017i,-0.00053556+0.00012079i,-0.00030705+0.00033462i,-3.6561e-05+0.00092644i,0.0004968+0.0015556i,0.00092283+0.00098711i,8.8886e-05-6.9318e-05i,-0.00050324-0.00050282i,-0.00038283-8.7944e-05i,-0.00058569-5.919e-05i
0.00050946+0.00016438i,0.0012521-0.00014079i,0.0006763-0.00028016i,-0.00099295-6.5794e-05i,-0.0011049-0.00013782i,-0.00062007+7.5237e-05i,-0.00014961+0.00049484i,8.7711e-05+0.00074789i,-0.00021628+0.00061209i,0.00025068+0.00032139i,0.0009112-0.00013229i,0.00057179-0.00034499i,7.7242e-06-0.00011216i,0.00051008-0.00017203i,0.00091002-0.00016883i,0.00014521+0.00015131i,8.2358e-05-0.00013622i,-1.5336e-05-0.0005149i,2.7299e-05-0.00052367i,-0.00020393-0.00041399i,-0.00018839-0.00053254i,0.00013756-0.0005152i,-0.00015989-0.00013467i
-0.0025127+0.0010128i,-0.003116+0.0020168i,-0.0028792+0.0026633i,-0.0019746+0.0021141i,-0.0010898+0.0015984i,-0.00083409+0.00085407i,-0.00076588-0.00012736i,-0.00048211+0.00026183i,0.00020536+0.00037804i,0.0012292+0.00047943i,0.0013477+0.00077043i,0.00092001+8.5875e-05i,0.00049398-0.0009612i,-0.00017649-0.00052559i,-0.00055739+0.00017119i,-0.00050684+0.00028625i,-0.00056091+0.00041648i,-0.00024742-9.7691e-05i,0.00012971-0.00085234i,-1.2137e-06-0.00048373i,-0.00070927+0.00038903i,-0.00098103+0.00036067i,-0.00074464-3.7612e-05i
-0.00013449+0.0012333i,0.0014769+0.0015104i,0.0026046+0.0011173i,0.001525-7.8466e-05i,0.00060595-0.0011526i,0.00072193-0.0014801i,-1.8502e-05-0.0006627i,-0.00059009-0.00021914i,-0.00035858+0.00011473i,-0.00020377+0.00090347i,0.00011647+0.0014733i,0.0009401+0.00028922i,0.00091276-0.00099436i,-0.0005168-0.00044955i,-0.0012965-1.9497e-05i,-0.00027176-0.00040391i,-0.00025105-0.00066181i,-0.00092311-0.00013888i,-0.00072659+0.00097064i,-0.00049249+0.00070021i,-0.00034569-0.00035856i,-0.00054484-0.00046078i,-0.0004416-0.00051676i
-0.00083749-0.0019109i,-0.0014308-0.00030313i,-0.0022474+0.0015865i,-0.0014031+0.0026708i,-0.00042318+0.0023624i,-0.0011923+0.00064984i,-0.0013194-0.00010812i,-0.00039631-0.0009976i,0.00013541-0.0012632i,0.00022361-0.00052793i,0.00023884-0.00028462i,0.00097169-0.0004714i,0.00088872-0.000698i,0.000177-0.0010126i,0.00033555-0.0010185i,0.00073796-0.0008789i,0.00059765+0.00029541i,-0.00072273+0.00046642i,-0.00086592-0.00018727i,6.8911e-05-0.00011697i,0.00021473-0.00022308i,-0.00036821-0.00071367i,-0.00058258-0.00069977i
-0.00064125+0.0006071i,-0.0010438+0.0010307i,-0.0015978+0.001477i,-0.0017921+0.0015837i,-0.0015083+0.0009938i,-0.0015503-0.00038945i,-0.0011684-0.000564i,-0.00041899+0.00038954i,0.00058126+0.001061i,0.0012961+0.0012967i,0.0004918+0.00043558i,-0.00029663-0.00018691i,-0.00026702-0.00036013i,-0.00020709+0.00034223i,9.4326e-05+0.0011079i,0.00051369+0.00087407i,4.7846e-05+0.00052849i,-0.0011089+8.8281e-05i,-0.0009834-0.00048563i,-0.00032972+0.00019678i,-4.2032e-05+0.00055024i,0.00072899+0.00029164i,0.00067067+0.00046428i
