0.00042381+0.0012098i,0.00099605-0.0014465i,0.00076509-0.0032189i,0.00025874-0.0021005i,-0.00093516+0.0002801i,-0.0022252+0.0016339i,-0.0011814+0.0021954i,0.00067315+0.0018792i,0.00026785+0.00051695i,2.2354e-05-0.0008005i,-0.00014081-0.00037372i,-0.00052906-0.00024325i,-0.00016704+9.4158e-05i,-0.0003414+0.00094824i,-0.00018155+0.0012691i,-0.00025191+0.0011243i,-0.00028539+0.00022534i,0.00028585-8.6034e-05i,-4.0424e-05+0.00012055i,-0.0011418-0.00024506i,-0.00085649-0.00056983i,3.5424e-05-0.00013069i,-0.0004209-7.8534e-05i
-0.0007199-4.3948e-05i,-0.0018462-0.00095695i,-0.0010859-0.00090884i,-0.00045945-0.0008747i,-0.0005685-0.00067448i,0.00016946-0.00012261i,0.00051056-6.8596e-05i,-0.00018143-0.00035642i,-0.00074841-0.00018747i,-0.00028388+0.0003108i,0.00021407+0.0006346i,0.00036482+0.00075744i,-9.11e-05+0.00049621i,-0.00028235+0.00067013i,0.00041096+0.00081596i,0.00070299+0.00037558i,-0.00035476-6.2188e-05i,-0.00067301-0.00071362i,-0.00014284-0.00063124i,-0.00016795-0.0002164i,0.00030128-0.00058887i,0.00029187-0.00041848i,-0.00018624-0.0001026i
-0.0012432-0.0017922i,-0.00049749-0.0026288i,-0.00024385-0.00095449i,-3.8188e-05+0.00024079i,-1.6343e-05+4.2427e-05i,-1.7645e-05-0.0001588i,-4.4021e-05-0.00052341i,-0.00015678-0.00036219i,-0.00076144+0.00081294i,-0.00042674+0.0011205i,0.00080995+0.00027988i,0.0016516-0.00026446i,0.0013982-0.00037402i,0.0010075-9.2462e-06i,0.00056646+0.00041624i,-0.00045983+0.00022512i,-0.00033499-0.00047248i,0.00048059-0.00053168i,0.0005465-0.00043791i,0.00028612-0.00069116i,0.00093456-0.00029224i,0.0010376+0.00048419i,0.0004944+5.6178e-05i
-0.002648+0.0010231i,-0.00078244+0.0011649i,0.00059111+0.0017457i,0.0013161+0.0022153i,0.0012563+0.001159i,0.0010314+0.00022418i,0.00079213+0.00014694i,-0.00060673-0.00010927i,-0.0013513+0.00010978i,-0.00063215+0.0004894i,-2.5366e-05+0.00018259i,0.00046584+0.00021903i,0.0011674-0.00066365i,0.00093582-0.0010921i,0.00063014-0.00036824i,0.00069161+0.0002096i,0.00022244+0.0005562i,0.00033008+0.00090377i,-8.1854e-05+0.0013136i,-0.0011237+0.00099314i,-0.0010316+4.1161e-05i,-0.00018502-0.00045977i,1.6071e-05-3.9488e-05i
-0.00023443-0.001925i,-0.00074809-0.0018811i,-0.00028705-0.0014208i,0.00043716-0.00088176i,-0.00023403-0.00056061i,-0.0010368-0.00026853i,-0.0011552+0.00042762i,-0.001012+0.0010285i,-0.00088289+0.00090006i,-0.00047934+0.00049834i,0.00062383-2.1433e-05i,0.00066538-0.00044884i,-0.00014418-0.00029446i,-0.00019788+2.7488e-05i,-0.00027353+0.00031871i,-0.00066405+0.00025834i,-0.0003822+0.000109i,-0.00026545+0.00035751i,-0.0001201+0.00026596i,0.00027169+0.00027553i,-0.00045891+0.00015664i,-0.00077179-4.765e-05i,-0.00029698+0.00026668i
0.0011595-0.00090233i,0.0016237-0.0015573i,0.0005559-0.00066111i,-0.00029026+0.00015399i,-0.001011+0.0005546i,-0.0012693+0.00096196i,-0.0012823+0.00103i,-0.00092197-6.8429e-05i,-0.00052216-0.00053183i,-0.00044834-8.0833e-05i,0.00022195+7.0715e-05i,0.00088426+0.00034916i,0.00050175+0.00081769i,0.00029737+0.00095216i,0.00021494+0.00038724i,0.00010342-0.0003251i,0.00062674+0.00015676i,0.0003904+0.00072233i,-0.00042511-4.6372e-05i,-0.0003769-0.00040298i,0.0001258+0.00042109i,0.00032047+0.0010652i,0.00041217+5.0716e-05i
-0.00068913-0.002439i,-0.00050505-0.0015013i,0.00024971-0.00057767i,-0.00035244-0.00057515i,-0.001159-4.7072e-05i,-0.000256+0.00074339i,-0.00040943+0.0009778i,-0.00063843+0.0011119i,-0.00046749+0.0013134i,-0.0010451+0.0014126i,-0.00082285+0.0010727i,-2.1393e-05+0.00092573i,9.4803e-05+0.00082978i,3.6606e-05+0.0010037i,-4.2589e-05+0.0010646i,2.6063e-05+9.007e-05i,0.00030065-0.000539i,4.8549e-05-0.00028396i,-0.00021586+5.6822e-05i,-0.00038992+0.0002273i,-4.3217e-05+0.00060271i,4.4002e-05+0.00087056i,-0.00020523+0.00049159i
0.00098038-0.0012239i,0.00086027-0.0015023i,0.00020998-0.00054728i,0.00028657+0.00037278i,0.0005062+0.0011661i,0.00016298+0.0021002i,0.00010132+0.0021511i,0.00012066+0.0011692i,-0.00063402+0.0010391i,-0.001114+0.00073866i,-0.00072121+0.0003658i,-0.00087447+0.0012241i,-0.00066827+0.0013348i,-7.2232e-05+0.0009271i,-6.3699e-05+0.00081121i,-0.00015747+0.00055325i,-0.00017925+8.1673e-05i,-0.00021653-0.00029962i,0.00030389+8.2462e-05i,0.00083785+0.00030858i,0.00088947+0.00043461i,0.00068662+0.00030684i,0.00074488+0.00057362i
-0.0011779-0.0010452i,-0.0018306-0.00061043i,-0.0013824-0.00033259i,-0.00023598-0.00092559i,-0.00018841-0.0011284i,-0.0011807-0.00036379i,-0.0013821+0.00080318i,-0.0013287+0.00075045i,-0.0012503-0.00036255i,-0.00066625-0.00080814i,-0.00014809-0.00014929i,6.9181e-05+0.00031764i,0.00052915+0.00034324i,6.9839e-05+0.00044961i,-0.00095795+0.00070913i,-0.00052498+0.00080524i,-5.5425e-05+0.00056224i,-0.00045698-0.00027072i,-0.00045025-0.00054678i,-0.00017185-0.00025898i,-0.00025742-0.00087084i,0.00024432-0.00018038i,0.0010465+0.0010184i
0.00080771-0.001587i,-2.8788e-06-0.0015326i,0.00050215-0.001485i,0.00034245-0.0003704i,-0.00084302+0.00079929i,-0.00083462+0.00086228i,-9.6003e-07+0.0014448i,-0.00051026+0.0021733i,-0.0015656+0.0023152i,-0.0018454+0.00082402i,-0.0010111-0.00081161i,-0.00023897-0.00014507i,-0.00037964+0.00072558i,-0.00048549+0.00093367i,-0.00056775+0.0009092i,-0.00014851+0.0012559i,0.00047577+0.0016383i,0.00063556+0.00026634i,0.0005549-0.0003387i,7.2759e-05-0.00060459i,-2.827e-05-0.00046593i,0.00066742+0.00026014i,0.00056717+0.00040979i
0.00019917-0.00068524i,0.00039862-0.0012212i,0.00061651-0.00034282i,0.00096295-0.00019555i,0.0013916-0.00067883i,0.00098664-0.00047062i,0.00063583-1.0414e-05i,5.943e-05+0.00019362i,-0.00034395+0.00023838i,-0.00036877+0.00041573i,-0.00027767+0.00069005i,3.9615e-05+0.00099067i,4.3956e-05+0.00087984i,-0.00055756+0.00015684i,-0.00037652-0.00028515i,0.00054903-6.7013e-05i,0.00038908+2.2655e-05i,-8.0719e-05-0.00012735i,-0.00032811-0.00012096i,-0.00025976+0.00015216i,0.00016851-1.3561e-05i,0.00058793-0.00012274i,0.00041078+0.00024658i
-0.00048188-0.0018216i,-0.0012879-0.0013399i,0.00011126-0.00076358i,0.00082063-0.00041314i,-0.00061689-3.0066e-06i,-0.0016212+0.00063941i,-0.0010311+0.0010111i,-0.00027369+0.00082845i,-0.0001116+0.00020651i,-0.00055495-0.00050493i,-1.9387e-05-0.00015888i,0.00045247+0.00069078i,-0.00045284+0.00050198i,-0.00087645+0.00013578i,-0.00029378+0.00023352i,8.9918e-05+0.00021054i,0.00014173-8.3031e-05i,-0.00025844-0.00018229i,3.2467e-05+0.00020575i,0.00050817+0.00026131i,-5.4039e-05-0.00036468i,-0.00016286-0.00094531i,-0.00010465-0.00090787i
0.00083746-0.0010886i,9.1016e-05-0.0012134i,-0.00032499+0.00039793i,0.00069316+0.00052556i,0.00068509+0.00030276i,-0.00027005+0.00054163i,-0.00070865+0.00044781i,-0.00065086+0.00063051i,-5.1194e-05-0.00016432i,0.00034281-0.00042758i,-0.00078186-0.00045767i,-0.001361-0.0003377i,-0.00044655+0.00024128i,-0.00019317+0.00053072i,-0.00026943+0.000811i,-0.00012003+0.00053701i,-0.00048944+0.0002531i,-0.00067657+0.00073713i,-0.00012895+0.00052975i,-0.00023262-0.00047099i,-0.00086215-0.00081662i,-0.00057233-0.00070833i,-0.00032453-0.00085329i
-0.0017159-0.00055319i,-0.0017087-0.00015384i,-0.001142+0.00031915i,-0.00066606+0.00027642i,1.5875e-05-0.00024958i,0.00037652+0.00041513i,0.00020111+0.0012641i,-1.8468e-05+0.00063885i,0.00057943+0.00027301i,0.00053123+0.0010249i,-7.0967e-05+0.00047003i,-0.00028753+0.00018405i,5.1016e-05+0.0005927i,0.00042312+0.00040477i,0.00018151+0.00031115i,1.3803e-06-4.6367e-05i,-0.00037838-8.128e-05i,-0.00045339-0.00014045i,0.00023584-0.00083754i,0.00034417-0.00066648i,-0.00017211+0.00020642i,-0.00025471+0.00077152i,6.2667e-05+0.00029129i
-0.0011511-0.0027882i,-0.0014818-0.0029834i,-0.0023361-0.00086122i,-0.001514+0.0011237i,-4.0693e-05+0.0013609i,-0.00020153+0.00085968i,-0.00080496+0.0010214i,-0.0011538+0.0012131i,-0.0017259+0.00067584i,-0.0012363+0.00039799i,0.00023302+0.00043221i,0.00071845-0.00031171i,0.00091501-0.00052096i,0.00080707-0.00016355i,0.00078389-0.00044496i,0.00096855-0.0011013i,0.00043589-0.0009866i,9.732e-05-0.00065464i,0.00028242-0.00046977i,-7.4076e-05+0.00036954i,-0.00025841+0.00058392i,0.00029923-0.00021063i,0.0008449-0.00041705i
-0.0008168-0.00035468i,-0.0019509+0.00035444i,-0.0017735-9.4934e-05i,-0.00058434+0.00010545i,0.00065231+0.00044583i,0.00086873+0.00045751i,0.00080576+0.00043516i,0.0010765+0.00025396i,0.00023492+0.00062916i,-0.00061863+0.0014371i,0.00033956+0.0013546i,0.0010659+0.0014197i,0.00024461+0.0012267i,2.1398e-05+0.00075456i,0.00051401+0.00036896i,0.00024076+0.0003749i,-0.00039447+0.00063064i,-0.000339-0.00013492i,-0.0006254-0.001067i,-0.0011035-0.00046059i,-0.00024502+0.00014925i,-0.00012548+0.00031724i,-3.283e-05+0.00051394i
-0.0032715-0.0033762i,-0.0028829-0.0027539i,-0.0026-0.00072643i,-0.00054191-0.00057876i,0.00037092-0.00031924i,0.00018967-0.00039815i,0.00033909-0.00087081i,0.00022372+3.9933e-05i,-0.00033062+0.00033862i,-0.00065496-0.00056285i,-0.00054149-0.00060288i,-8.8201e-05+0.00017873i,0.00020943+0.00011651i,0.00026772-0.00031994i,0.00055677-2.3735e-05i,0.00013164+1.7348e-05i,6.366e-05-0.00094876i,4.9675e-06-0.00088833i,-0.00014122-0.00018442i,-0.00036831+0.00019951i,-0.00020673+0.00067925i,0.00038929+0.00058411i,-6.7521e-06+0.00035981i
0.00095283-0.0015025i,0.00089306-0.0021175i,-0.00046735-0.0015692i,-0.00040292-0.0001895i,0.00064618+0.00064474i,0.00039943+0.001091i,-0.00072759+0.00099582i,-0.001246+0.00077888i,-0.00092913+0.00089391i,-0.00019886+0.00073093i,0.00032901+0.00037955i,0.00038274+0.00010834i,0.0003749-0.00012885i,0.00067547-0.00024448i,0.00082662+0.00029933i,0.00058702+0.00059053i,0.0004238+0.00077268i,0.00019827+0.0010599i,-0.00021418+0.00060456i,-0.00073607-0.00031446i,-0.0010446-0.00020501i,-0.0012661-0.00010805i,-0.00056107-0.00011167i
-0.0032541-0.00091337i,-0.00265-0.0010315i,-0.0016056+0.0005187i,-0.00070547+0.0012799i,-9.7974e-05+0.0012133i,-0.00010049+0.0010944i,-0.00065571+0.00090449i,-0.00057825+0.0010393i,-0.00023028+0.0014678i,-0.00010794+0.001479i,0.00049004+0.00091244i,0.00075073+0.0003792i,0.0001626-9.4255e-07i,-0.00027933-0.0001447i,7.5313e-05-0.00018791i,0.00017252+0.00011498i,7.7278e-05+0.00021726i,6.1219e-05-1.7379e-05i,-7.4008e-05-0.00026893i,-0.00043945-0.00025501i,-0.000241-0.0002105i,-0.00029309-0.00026999i,-0.0010294-0.00021141i
-0.00095377-0.0053335i,-0.0012739-0.0044359i,-0.001019-0.0019702i,-0.0014201+0.0012569i,-0.0014688+0.0022435i,-0.00028079+0.0014976i,0.00036862+0.00039153i,-0.00025596+0.00010014i,-0.00032852+5.8695e-06i,7.9656e-05+0.00049925i,0.00044439+0.0011117i,7.8612e-05+0.00065049i,0.00039716+0.00055084i,0.00121+0.00058001i,0.0015241-1.776e-05i,0.0014383-0.00036419i,0.00049885-0.00065119i,-0.00044985-0.00088304i,-0.00076282-0.00056576i,-0.00083816-0.00069195i,-0.00081636-0.0005694i,-0.00034603+0.00041391i,0.00046957+0.0002899i
-0.00068543+0.00081874i,-0.00066295+0.00018786i,6.1221e-05+0.00047055i,-0.00046469+0.00027216i,-0.00074456+8.6602e-05i,-0.0004288+0.00027339i,-0.0010768+0.00048741i,-0.0009742+0.00069938i,-0.0005441+0.00059094i,0.00011352+0.00048489i,0.00078508+0.00016024i,0.00047945-0.00048118i,9.9432e-05-0.0008609i,-0.00060653-0.00054018i,-0.00070594-4.235e-05i,-0.00015407-6.9652e-05i,-0.00051333-0.00017515i,-0.0011089+0.00019833i,-0.00058039-5.5879e-05i,4.9587e-05+0.00025849i,3.4943e-05+0.00030987i,0.00057414-0.00017302i,0.00052971-0.00052193i
-0.0017795-1.3711e-05i,-0.00062385-0.00038967i,0.00073094+0.00073705i,0.0022864+0.0010498i,0.0024389+0.00080003i,0.00099365+0.00043713i,-0.0002344+6.966e-05i,-0.00046099-4.6875e-05i,5.6796e-05+0.00038924i,7.307e-05+0.00071502i,-2.0938e-05+0.0010142i,0.00020197+0.00073949i,0.00019708-0.00062899i,-0.00018934-0.00076844i,-0.00044281-0.00034449i,0.00025185-0.00092667i,0.00075985-0.00080988i,0.000291-8.0976e-05i,0.00042363+0.0007623i,0.00076627+0.0010914i,-7.721e-05+0.00061031i,-0.00079315+0.00041152i,-0.00051178-0.00031583i
0.00098978+0.0012533i,0.0018035+0.0019071i,0.0025872+0.0016361i,0.0017289+0.00034143i,8.5756e-05-0.0012756i,-0.0012867-0.0015387i,-0.001808-0.00018205i,-0.0013421+0.00070896i,-0.00082535+0.00050438i,-0.00018594-6.8396e-05i,0.00052047-0.00053903i,0.00043634-0.00063899i,-0.00012321-0.00033386i,-0.00023049-0.00090386i,-0.00030247-0.0013422i,-2.0633e-05-0.0009386i,0.00054907-0.00095236i,-0.00033005-0.0011401i,-0.0011692-0.00055067i,-0.00069726+7.8623e-05i,-2.2521e-06-0.00010203i,-0.00041168+0.00016028i,-0.00098017+0.00020351i
0.00060227-0.0028395i,-0.00018746-0.002035i,-4.2064e-05-0.0012693i,0.00080954-0.00068254i,0.00042272-0.00015026i,-0.0008484+0.0008446i,-0.001074+0.001054i,-0.0010233+4.432e-05i,-0.0014418-0.00052394i,-0.0016366-0.00024956i,-0.0011391-0.000282i,-0.00057943+6.1127e-06i,-0.00022562+0.00069762i,0.00031233+0.00077135i,0.00054366+0.0012849i,-0.00013505+0.00076004i,-0.0009346+0.00024186i,-0.0009582-0.00015739i,-0.00031807-0.00028335i,-4.6768e-05-0.0001497i,-0.00055598-0.00058284i,-0.00080373-0.00035858i,-0.00018044+0.00047597i
0.00063439-0.00040158i,0.00028682-0.0016619i,-0.0004705-0.00073406i,-0.0014696+0.00085428i,-0.0015376+0.00059093i,-0.00083977-0.00045687i,-0.00062633-0.00058009i,-0.00042636-0.00037709i,-0.0005005-3.2486e-05i,-0.00065221+0.00074846i,-2.4014e-05+0.0012358i,0.00029089+0.0011834i,-0.00015041+0.00053727i,4.3898e-05+0.00093088i,6.2074e-05+0.0011287i,0.00025969+0.00029028i,-1.2418e-05-0.00042395i,-0.00012813-0.00028688i,-0.0003201+0.0002783i,-0.00074627+0.00029676i,0.00028855-0.00040637i,0.00075016-0.00051569i,7.8038e-05-0.00039937i
-0.00039605-0.0014782i,-0.00051629-0.0015837i,0.00032354-0.00049673i,0.00080786+0.00087065i,0.00046451+0.00096844i,-0.00010784+6.5335e-05i,-0.00078644-7.0296e-05i,-0.00042842+0.00026687i,0.00045095-0.00011771i,2.1956e-05-0.00010326i,-0.0006897-0.00030693i,-0.00075491-0.00093339i,-0.00094072-0.00084519i,-0.00042359-0.00049703i,-4.7184e-05-1.8895e-05i,0.00026659+0.0001421i,0.00055634-0.00023265i,0.00049938-0.00067116i,0.00015359-0.00066569i,-0.00022527-5.9156e-05i,-0.00034657-0.00014433i,-0.00072164-0.00082861i,-0.00021908-0.00089228i
-0.00034337+0.00059651i,-0.00034009+4.6406e-05i,-0.00032283+0.00055742i,0.0013425+0.0015226i,0.002106+0.0013637i,0.0006407-1.3696e-05i,-0.00027796-0.00085441i,-0.0002955-0.00027287i,-0.00064438+0.00047818i,-0.0015128+0.00013375i,-0.00094373-0.00065701i,-0.00015708-0.00077972i,-0.0002199-8.8972e-05i,-0.00037446-0.00011718i,-0.00028518-0.00047049i,-0.00015929-0.00039925i,0.00021729-0.00055506i,0.0010234-0.00013225i,0.00090517-3.5516e-05i,0.00044357+2.4015e-05i,0.00030137+1.1745e-05i,-0.00049294-0.000192i,-0.00091287+0.0002593i
-0.00092544-0.0014997i,-0.0010229-0.00168i,-0.00029713-0.0006928i,-0.00024908+0.00061152i,-0.0010837+0.0001804i,-0.00084199-0.00035513i,-3.0861e-05+0.00030987i,-0.00014583+0.00064844i,-0.00075051+0.00049991i,-0.00097061-6.7371e-05i,-0.00066149-0.00045888i,-0.00032802+3.6511e-05i,-0.00058768+0.00038912i,-0.00027551+0.000127i,0.0003529+0.00024421i,0.00057427+0.00024331i,0.00044641+1.09e-05i,-0.00011979+0.00031621i,-0.0001408+0.00054649i,-0.00025227+0.00026328i,-0.00072869-5.8138e-05i,-0.00063448+0.0001628i,0.00020332+0.00030079i
-0.00049506-0.0006999i,-0.0003399-0.0013045i,-0.00078623-0.00083919i,-0.00087643+0.001134i,0.00016834+0.0017443i,-7.2677e-05+0.00069481i,-0.0010705-0.00013041i,-0.0012848-0.00058806i,-0.00098875-0.00027805i,-1.3583e-05+0.00058677i,0.00059534+0.00053003i,0.00072842+0.0003i,0.00089904-4.698e-05i,0.00091449+0.00015379i,0.00093873+0.00034994i,0.00090368+0.00023031i,0.00059116-0.00027633i,0.00030597-0.00066206i,0.00029721-0.00050356i,0.0003811-0.00078283i,7.959e-06-5.964e-05i,-0.00027142+0.00033969i,0.00041259-0.00048903i
-0.00026068-0.0011907i,-0.00077467-0.001149i,-0.0012101-0.00056266i,-0.00050152+0.0003593i,0.00030073+0.00077955i,-0.00023524+0.0013002i,-0.00040088+0.0014457i,-0.00074785+0.00088825i,-0.00080224+0.00050125i,-0.00022614+0.00016088i,-6.6065e-05+0.00052994i,6.6318e-05+0.00064755i,-0.00034419+0.0006468i,-0.0011894+0.00074111i,-0.00096731+0.0008435i,-0.00027164+0.0013036i,1.5202e-05+0.00099614i,-0.00012271+0.00050815i,-0.0002216+0.00036395i,-0.0005966+6.2355e-05i,-0.00046221+0.00028442i,-0.00086139+0.00050736i,-0.0010641+6.313e-05i
-0.0010742-0.0017774i,-0.00061114-0.0010588i,0.00088136+0.00088678i,0.0012474+0.0010977i,0.0001508+0.00027704i,-0.00030343+0.00024435i,0.00032801+0.00044576i,0.00017196+0.00052009i,-0.00029576+0.00082162i,-0.00022037+0.00046425i,5.5771e-05-0.00060513i,0.00010541-0.0014954i,0.00051519-0.0013123i,0.00060107-0.0006402i,-0.00032606-0.00078885i,-6.4039e-06-0.0006031i,3.5983e-05-0.00018768i,-0.00046032-4.7527e-05i,-0.00036025+0.00032025i,-0.00073124+0.00072739i,-0.00085032+0.0013138i,-0.00097567+0.00071861i,0.00010105-0.00070277i
0.001454-0.0033192i,0.00045676-0.0034198i,-0.00095209-0.0028307i,-0.00057152-0.001038i,-0.0001003+0.0001003i,-6.9068e-05+0.0011428i,0.00021527+0.0016536i,-0.00019497+0.00093629i,-0.00044159+0.00041492i,0.00020536+0.00054302i,0.00016024+0.00074257i,0.00019264+0.0007591i,0.00050273+0.001071i,0.00010126+0.001447i,-0.0003623+0.0017863i,-0.00056658+0.0010205i,-0.00067185+5.3106e-05i,-0.0008219-0.00041757i,-0.0003482-8.432e-05i,0.00032097+0.00099915i,0.00015951+0.00064768i,0.00030367+9.3229e-05i,0.00036294+1.6009e-05i
-0.0019673+0.00045517i,-0.00083673+0.00047566i,-0.00017398+0.00061467i,0.00050761+0.001688i,0.00093625+0.0024457i,0.0014262+0.0018467i,0.0010504+0.000878i,-0.00021274-9.3947e-05i,-0.00072283+0.00052843i,-0.00078502+0.0011123i,-9.3939e-05+0.00029037i,0.00026763-0.0008568i,-9.1316e-05-0.0010659i,-0.00026548-0.00097799i,8.4104e-05-0.00027148i,0.00030303-0.00027608i,0.00013636-0.00095774i,-0.00080799-0.0011154i,-0.00093967-0.00083445i,-0.00012508-0.00025572i,-0.00042538+0.0002655i,-0.00062547+0.00091454i,-0.00021338+0.0003618i
-0.0014843-0.00086212i,-0.001124-0.0014889i,-0.00042739-4.7289e-05i,0.00080258+0.0012214i,0.00097907+0.00093538i,0.00022921+0.00060599i,-0.00038595+0.00064556i,-0.0013216+0.00082237i,-0.0010041+0.00062934i,0.00035377+0.00066181i,0.0011384+0.00067924i,0.00068711+0.00064429i,-0.00031572+0.00060402i,2.1124e-05+0.00010402i,0.00059941-0.00038464i,0.00085004-0.00030738i,0.00074766+0.0001054i,0.0006378+0.00055275i,0.00036617+0.00055122i,-0.00041361+7.7074e-05i,-0.0004445+1.1681e-05i,0.00021128+0.00033998i,0.00054753+0.00011462i
-0.0016207-0.0013965i,-0.0010606-0.00035642i,-0.00037831-0.00038866i,1.9934e-05+5.8323e-05i,-0.00057173+0.0011089i,-0.00082601+0.0012265i,-0.0014402+0.0010091i,-0.0013528+0.00030253i,-0.00022674-0.00012481i,0.00011578+6.2841e-05i,0.00040127+0.00022578i,0.00043438+0.00042981i,-0.00051304-9.2541e-05i,-0.00020166-0.00049387i,0.00058045+0.00023771i,0.00032345+1.6865e-05i,3.7844e-05-0.00092119i,-0.00017919-0.00012811i,-9.7362e-05+0.00027709i,-1.5961e-05-0.00023448i,-0.00045856-0.0011024i,-0.00029541-0.0011921i,-0.00067969+0.00020113i
-2.3101e-05+0.00031849i,-0.00025804+0.00041934i,0.00012755+0.0011902i,0.0011216+0.0010957i,0.00079627-0.00054674i,-0.00036628-0.00022914i,-0.0010381+0.00038547i,-0.00057433+0.00020763i,-0.0001514+0.0003315i,0.00045389+4.824e-05i,0.00070198-0.00012372i,-2.2461e-05+8.1992e-05i,-9.4865e-05-0.00011566i,0.00020206-0.00018167i,-0.00051788-0.00043338i,-0.00093978-0.00064722i,-0.00012765+0.00015113i,-0.00037829+0.00077641i,-0.00088538+0.00055647i,-0.00065721+5.6245e-05i,-0.00095554-5.4771e-05i,-0.00047788-3.4653e-05i,0.0007059+0.00030045i
0.0010468-0.0017078i,0.00067877-0.00221i,0.00030752-0.0024956i,9.5223e-05-0.0015937i,-0.00056183-0.00073016i,-0.0009728-3.1302e-05i,-0.00062073+0.00045485i,-0.00033868+0.00033876i,-0.00023316-0.00016119i,-0.00045884+0.00012927i,-0.00048851+0.00035366i,-0.00081427+0.00023769i,-0.00045434+0.00048304i,8.2448e-05+0.0010095i,-0.00021714+0.0009321i,-0.00021269+0.00048736i,0.00032088+7.918e-05i,0.0004112+3.5615e-05i,-0.00027767+0.00019601i,-0.00025758-0.00042625i,0.00058732-0.00097847i,0.00024747-0.0005434i,-0.00079378+2.557e-06i
-0.0013935-0.0011119i,-0.0014892-0.0010532i,-0.00046485-5.072e-05i,-8.9833e-05+0.00047046i,-0.0010974+7.8719e-05i,-0.0015234+2.7392e-05i,-0.00079429+0.0006209i,-0.00072345+0.00016747i,-0.00083588+0.00012316i,-0.00040135+7.3588e-05i,-0.00010667-0.00066542i,0.00034874-0.00036491i,0.00073566+0.00031691i,0.00020119+0.0002424i,-0.00070722-0.00011175i,-0.00063854-0.00036355i,-0.00055052-0.0003081i,-0.00055567-0.00018042i,-0.00053906+0.00082762i,-0.00061456+0.0016792i,-0.00046079+0.00068106i,0.00051447+3.1192e-05i,0.00099384+3.7184e-05i
0.00043514-0.0034741i,0.00076983-0.0035411i,0.0015059-0.0019582i,0.0012416+7.0984e-05i,4.6643e-05+0.00025908i,-0.00013889+0.00071795i,-2.9653e-05+0.0011056i,-0.00041412+0.0010368i,-0.0007452+0.00097328i,-0.00047692+0.00084278i,-0.00035816+0.0007557i,-0.00070381+0.00039508i,0.00024287+2.4772e-05i,0.0013794+0.00016719i,0.00059994+0.00016711i,-0.00092097+0.00013419i,-0.0016043+0.00058575i,-0.00058558-4.7834e-05i,0.00085854-0.00044305i,0.0013213-0.00056159i,0.001049-0.00059559i,0.00042476+0.00063985i,-0.00015753+0.00079284i
-0.0003687-0.0019109i,-0.0012235-0.001263i,-0.0013825+0.00024675i,-0.00045788+0.00087123i,0.00050815+0.00014423i,0.00096078-0.0002698i,0.00090644-2.7958e-05i,7.4652e-05-5.4346e-05i,-2.2483e-05+0.00042198i,0.00025167+0.00079825i,0.00091029+6.6621e-05i,0.00056145-0.00030598i,-0.00066394+0.00035775i,-0.00046074+0.00099694i,-0.00026489+0.0015162i,-0.00018536+0.0014128i,-0.00015975+0.00063961i,-0.00050114-7.1941e-05i,-0.00041153-0.00051196i,-4.6027e-05-0.00044545i,-0.00039626+3.2619e-07i,-0.00062886+0.0002123i,-0.00030008+0.00038871i
-0.00038389-0.0021919i,-0.00061135-0.0023303i,-0.00046675-0.00067975i,-0.00038414+0.0008131i,-0.00037917+0.0014159i,-0.00056199+0.00137i,-0.00049669+0.0015861i,-0.00035347+0.0014184i,-0.00054496+0.00094339i,-0.00054111+0.00027715i,-0.00010241-0.00055415i,-5.8388e-05-0.00046368i,0.00019813-0.00017725i,0.00084514+4.581e-05i,0.00090499-0.00011789i,0.00040107+1.9961e-05i,-0.00033433-0.00015898i,0.00047428-0.00056606i,0.00066235-0.00013513i,-0.00059401+0.00013599i,-0.0012414+0.00063109i,-0.00095412+0.00072912i,-0.00035461-0.00031654i
-0.00069027-0.0014862i,-0.001243-0.0016856i,-0.0023167-0.00049397i,-0.0013431+0.0012374i,0.00092878+0.0014359i,0.0011825+0.0010618i,2.7035e-05+0.00080222i,-0.00016329+0.0005365i,-0.00051808+0.0007888i,-0.0011018+0.00098737i,-0.00092486+7.9496e-05i,-0.00065561-0.00030927i,-0.00049532-0.00013491i,-0.00026611+0.00080623i,-0.00017182+0.0014347i,-7.7296e-05+0.00041337i,-0.00018051+0.0001954i,0.00023583+0.00067215i,0.00046023+0.00011169i,0.0001301-0.00082805i,4.8483e-05-0.00067474i,-0.00047352-0.00044724i,-0.00078483-0.00034348i
-0.002187-0.0011602i,-0.0031342-0.00053823i,-0.0016295+0.00066197i,0.00088142+0.00027376i,0.0012404+9.1842e-05i,0.00024195+0.00013566i,-0.00040313-0.00037136i,-0.0008428+4.5444e-05i,-0.00030917-0.00017236i,0.00046038-0.00026481i,1.8488e-05+0.00047898i,-5.3104e-05+0.00035626i,-0.00010295+0.00054897i,-0.00036224+0.0010491i,3.256e-05+0.00030381i,-2.084e-05-0.00021475i,0.00032665+0.00012926i,0.00051403-8.1969e-05i,-0.0004635-0.00046059i,-0.0008973-0.00060431i,3.0635e-07-0.00070218i,0.00032408-0.00057742i,0.00027022+0.00013526i
