0.00062495+0.00062003i,0.00018372-0.00048689i,0.00017748-0.0026462i,0.00014938-0.0048044i,-0.0014138-0.0045353i,-0.0029007-0.0016309i,-0.0027236+0.001283i,-0.0008291+0.0016755i,6.9849e-05+0.00060666i,0.00044166+0.00023322i,4.5739e-06-0.00018563i,-0.0012368-0.00021619i,-0.0012624+0.00020978i,-0.00030145-5.3243e-05i,-0.00024786+0.00047109i,-0.00026426+0.001023i,0.00051816+0.00054248i,0.00056325+0.00025354i,0.00053103-0.0004213i,0.0005735-0.00062756i,0.00036358+7.9825e-05i,-0.00019935+0.00092106i,-0.00038515+0.0009113i
-0.0016232+0.0010974i,-0.0012782+0.0011557i,-0.00031979+0.00077246i,0.00073592-0.00010089i,0.00087143-0.0016723i,0.00013153-0.0026282i,-0.00087702-0.001933i,-0.0007045-0.00075397i,8.6077e-05+0.00015882i,-0.00014247+0.0002921i,-0.00041407+0.00044952i,-0.00050853+0.00016839i,-0.0013421-0.00025035i,-0.00071257-0.00024225i,0.00080408-4.1751e-05i,0.00091774+0.00062975i,0.0012027+0.00099165i,0.00079555+0.00065605i,6.3149e-05+0.00033687i,-0.00052752+0.00025635i,2.3983e-05-0.00054054i,0.00094459-0.00015995i,0.00063278+0.00085477i
0.0013186-0.0016376i,0.0022387-0.0019661i,0.0010899-0.0027387i,-0.00113-0.0039392i,-0.0018189-0.0043595i,-0.0017802-0.0032551i,-0.0020581-0.001643i,-0.0020414-0.00064992i,-0.0016476-0.00050964i,-0.0010674+1.8234e-05i,-0.00034764+0.00018053i,-0.00038683-0.0003731i,-0.00020416-0.00045931i,0.00020352+0.00024523i,0.00069679+0.00057646i,0.0011708+8.8889e-05i,0.00077283+0.0002746i,0.00021928+0.0003404i,0.00072702-0.00022628i,0.00082372-0.00022213i,0.00038854-9.0913e-05i,7.8904e-05+0.00020165i,-7.8002e-05+0.00017671i
0.0012105+0.00086012i,0.0016451+2.1926e-05i,0.0024443-0.00034372i,0.0022571-0.0013328i,0.0010347-0.0033328i,-0.0010771-0.0042466i,-0.0023554-0.0029109i,-0.0015797-0.0010537i,-0.00064482-0.00082544i,-0.00014354-0.0007488i,0.00019465-0.00076246i,2.3661e-05-0.0011566i,2.4584e-05-0.00048268i,-9.3026e-05-0.000339i,5.8574e-05-0.00069947i,0.00021436-0.00021679i,-0.00042957+6.8479e-05i,-0.00086332+0.00061376i,-0.00056181+0.00057803i,-0.00066631-0.00032937i,-0.0007601-0.00050461i,-0.00023719+1.5543e-05i,-4.2721e-05+0.00037084i
-0.00052526+7.2068e-05i,0.00084993-0.00047557i,0.0012623-0.0015113i,0.00069153-0.0032067i,-0.00095477-0.0040864i,-0.0020021-0.0035413i,-0.0018761-0.0014758i,-0.0014285-0.00023294i,-0.00098687-0.00028404i,-0.0013596-2.9812e-05i,-0.00093554+0.00072488i,0.00033422+0.00075012i,0.00087273-0.00026152i,0.00044453-0.0005916i,-0.00010472-0.00042942i,-0.00048617-0.00086501i,-0.00062342-0.00079817i,-0.0005765-0.00052092i,-0.00027054-0.00084716i,6.651e-05-0.0016357i,0.00089782-0.001103i,0.0014315-0.00043994i,0.0011594-0.00051608i
0.00051939+0.00056563i,0.0011465+0.0013543i,0.0015445+0.0012286i,0.00046393-0.0006272i,-7.4978e-05-0.0030867i,-0.0007459-0.0031833i,-0.0018403-0.0010171i,-0.0024435-0.00026288i,-0.0020464-0.00057437i,-0.0012544-0.00081873i,-0.00073659-0.0005268i,-0.00075188+0.00033639i,-0.00064072+0.00050717i,-0.00020011-0.00017676i,0.00033489-6.0073e-05i,0.00028992+0.00046048i,-0.00028473+0.00042754i,-9.921e-05+0.00047422i,4.4222e-05+0.0004018i,-0.00020968+0.00049173i,0.00010728+0.00066954i,0.00021758+3.6094e-06i,-0.00019358-0.00093197i
0.00078306-0.00061653i,0.00060158-0.0023073i,-0.00036463-0.0036383i,-0.0013518-0.0052016i,-0.0025629-0.0056651i,-0.0022846-0.0039379i,-0.00074666-0.0015648i,0.00027055-0.00096999i,0.00010406-0.0017448i,0.00011975-0.0019078i,0.00035072-0.0014549i,0.00036575-0.00071306i,0.00010686+0.00040167i,5.6338e-05+0.0007708i,-6.7815e-05+0.00047396i,-0.00026096+0.00052375i,-0.00023472+0.0003662i,-8.3778e-05+8.8903e-05i,-0.0001143-0.00016772i,-0.00075691-0.0003878i,-0.0010144-0.00012792i,-0.00062553+0.00015859i,1.2204e-05+0.00046588i
0.0013402-6.5496e-05i,0.00082646-0.0003282i,7.4173e-05-0.00092306i,-0.001238-0.0011186i,-0.0030322-0.0020428i,-0.0035914-0.0016811i,-0.0030139-5.5853e-05i,-0.0020592-0.00031058i,-0.001538-0.0010386i,-0.00072063-0.00041693i,0.0004311+0.0004897i,0.00050506+0.00081317i,-0.00018184-5.7671e-05i,-0.00065101-0.00074391i,-0.00034961-0.00079505i,-3.9169e-05-0.00018709i,-0.00043861+0.00024581i,-0.00061298-1.652e-05i,-0.00021533+0.00048443i,-0.00012109+0.00067227i,-0.00032606+9.9234e-05i,0.00011134+0.00011065i,0.0006709+0.00036735i
-5.7699e-05+0.0010767i,0.0014724+0.0013466i,0.002535+0.00040093i,0.0032666-0.0020263i,0.0034782-0.0046227i,0.0014674-0.0047853i,-0.0012717-0.0022081i,-0.0012926-0.00053286i,-0.00070256-0.00073521i,-0.00057819-0.001463i,0.00019162-0.0010407i,-0.00038419-0.00050331i,-0.0015071-0.00074838i,-0.0015172-0.00071324i,-0.00075388-0.00079281i,-0.00035969-0.00010522i,-0.00047374+0.0005839i,0.00027507+0.00048205i,0.0011717+0.00023839i,0.00098475+2.3942e-05i,0.00050021-0.00022118i,0.00021727-6.7555e-05i,0.00036682+0.0006116i
0.0011325-0.0011964i,0.00018747-0.0014703i,-0.0011801-0.002184i,-0.0025919-0.0020648i,-0.0029541-0.0020975i,-0.0030505-0.002027i,-0.002467-0.0010301i,-0.001534-0.00047038i,-0.0012898-0.0011659i,-0.002065-0.001432i,-0.0027214-0.0012913i,-0.001562-0.00086813i,-0.00038044+0.00052407i,-9.7431e-05+0.0011393i,0.00021431+0.00083263i,0.00030842+0.00048945i,-0.00066542+0.00021127i,-0.0010833-0.00053148i,-0.00079681-0.00078991i,-0.0006378-0.00014704i,-0.00034936+0.00064337i,5.9616e-05+0.00098774i,0.00028028+0.00077699i
0.0028796-0.001408i,0.001942-0.0022067i,0.0016712-0.0044311i,0.00019704-0.0059206i,-0.0025258-0.0059934i,-0.0045108-0.0040272i,-0.0039386-0.00058817i,-0.0010258-0.00037691i,0.00078811-0.0016638i,-0.00038673-0.001474i,-0.00078156-0.00053519i,8.1235e-05+0.00077825i,0.00059226+0.0015839i,0.00015519+0.0011122i,-0.00023713+4.1464e-05i,0.0001639+0.00011104i,0.0002852+0.00069115i,1.555e-05+9.8582e-05i,-9.213e-05-8.2866e-05i,-0.00039409-0.00011837i,-0.00068895-0.00038109i,-1.7645e-05-0.00037304i,0.00012173+0.00036101i
0.0013233-0.00060327i,0.00043065-0.0013807i,-6.3157e-05-0.0020585i,-0.00037389-0.0030102i,-0.00091205-0.0032405i,-0.0019965-0.0022416i,-0.0023763-3.822e-05i,-0.001175+0.00062964i,-0.00062185+0.00043247i,-0.00077823+0.00028812i,-0.00041615-0.00049685i,9.4306e-05-0.0002967i,-0.00010294+0.00062348i,-0.00079542+0.00042289i,-0.0014431+0.000234i,-0.0013899+0.00024733i,-0.00067485-0.00042453i,6.7639e-05-0.00089685i,-0.00015738-0.00049994i,-0.00055074+0.00023699i,-0.00055387+0.00033435i,9.0755e-05+2.1868e-05i,0.00038908+0.00010294i
-0.00060287-0.00080805i,0.00030727-0.0005342i,4.2387e-05-0.0003297i,-0.00043058-0.00080443i,-0.0012061-0.0018727i,-0.0020309-0.0018042i,-0.0024585-0.00056332i,-0.002217-0.00056206i,-0.0022199-0.0010508i,-0.0021025-0.0004244i,-0.0010564+8.5202e-05i,-0.00015937-0.00070403i,0.0001361-0.0011369i,-0.00047912-0.00010225i,-0.00047225+0.0002551i,-6.8075e-05-0.00042374i,-0.00019317-0.00067022i,0.00026604+0.00025966i,0.00043089+0.00054953i,0.0004756-0.00026539i,0.001144-0.00022295i,0.00035397+0.0004191i,-0.00039395+0.00058186i
-0.0011558+0.00035604i,-0.0012599+0.00064404i,-0.0020552+0.00063423i,-0.00056894-0.0004352i,0.00053226-0.0018639i,-0.00072461-0.0024766i,-0.0020836-0.0027705i,-0.0019207-0.0021706i,-0.0013009-0.00084464i,-0.001478-0.00045297i,-0.001056-0.00032894i,-0.00025629+0.00038415i,-5.2929e-05+0.00047404i,9.0212e-05+0.00032229i,-8.9272e-06+0.00012214i,-0.00038841+0.00044687i,-0.000309+0.00048979i,-7.7515e-05+0.00052997i,-0.00030004+0.0012528i,1.3688e-06+0.00093757i,0.00066872+0.00043717i,0.00032802+0.0010124i,-0.00018563+0.0013862i
-0.0013506+0.00016271i,-0.0021126+0.00036645i,-0.0022683+0.00045537i,-0.001966-0.00010854i,-0.00061961-0.0013269i,2.7726e-05-0.002214i,-0.00090099-0.0016692i,-0.0014002-0.00071521i,-0.0011461-0.00081946i,-0.0006135-0.00032519i,0.00054528+0.00035483i,0.00088629-3.1849e-06i,4.421e-05-0.00047211i,-0.00023699-0.00029847i,-6.4307e-05+2.9682e-05i,-0.00049795-0.00019365i,-0.00071429-0.00074578i,-0.00036662-0.00062791i,-3.8659e-05-0.00034146i,0.00049709-0.00015114i,0.00047772+0.00049291i,0.00053883+0.00054694i,5.8884e-05+9.7492e-05i
0.0012841+2.1062e-05i,-0.00012802-0.001966i,-0.0018359-0.0034131i,-0.0017144-0.0041396i,-0.0012446-0.004492i,-0.0015127-0.0031624i,-0.0014375-0.0013106i,-0.00018664-0.00043708i,0.00042181-0.00025234i,-0.00080131-0.00084954i,-0.00087759-0.0014085i,0.00055495-0.0014012i,0.0006759-0.00043823i,8.9358e-05+0.00087729i,-0.00015843+0.0011766i,0.00014205+0.00045238i,0.0010946-5.5855e-05i,0.00067688+8.0092e-05i,-0.00017963+0.00019884i,0.0006966-0.00017814i,0.00070497-0.00028127i,-5.9461e-05-7.2225e-05i,0.00042135-5.7493e-05i
-0.00029433-0.0012744i,-0.00041798-0.00079928i,-0.00060488-0.0013684i,-0.00092581-0.0015116i,-0.0013287-0.00091022i,-0.0016149-0.0009095i,-0.0020518-0.00071979i,-0.0018981-0.00060349i,-0.0012497-0.0008106i,-0.0011627-0.00043269i,-0.00041496+0.00021284i,0.00044033+0.00062643i,0.0005079+0.00030501i,0.00053368-0.00027017i,0.00097714-0.00067505i,0.00061243-0.0010483i,-0.00026332-0.00059065i,-0.00032869+0.00031416i,-0.00067613+0.00079317i,-0.0013182+0.00047899i,-0.00099194-2.0512e-05i,0.00016024+0.00040684i,-0.00024049+0.00024671i
0.00074507+0.00049564i,0.0012781-0.00022044i,0.0020162-0.0012277i,0.0012984-0.0031737i,-0.00047579-0.0051514i,-0.0024015-0.0050607i,-0.0030448-0.0029105i,-0.002297-0.0019499i,-0.0016986-0.0017178i,-0.0013332-0.0011937i,-0.00064928-0.00086818i,-7.0633e-05-0.00028418i,-0.00021146+0.00028908i,-0.00059645+0.00035044i,-0.00046012+0.00019001i,-0.00013394+9.2137e-05i,-5.3187e-06-0.00033345i,9.9561e-05-0.0010314i,0.00035479-0.00060574i,0.00047341+1.978e-05i,0.00013354+0.00032329i,-0.00057077+0.0007813i,-0.00084797+0.00055367i
-0.001507+0.00042715i,-0.00098561+9.873e-05i,-0.0013726+0.00077296i,-5.8633e-05+7.567e-05i,0.0015931-0.0017965i,0.00029235-0.0020935i,-0.0013395-0.00071373i,-0.001381-0.00071554i,-0.00098912-0.00075109i,-4.9811e-05-0.00024172i,0.00040845-0.00012717i,0.00027247-0.0004597i,0.00030283-0.00066051i,0.00045997-0.00078214i,0.00069693-0.00010244i,0.00031928-0.00039911i,-0.00037257-0.00077051i,-0.00013054-0.00055084i,0.00043417-0.00064861i,0.00088714-0.00019706i,0.00072754-4.8507e-05i,-0.00037955+4.8511e-05i,-0.00055869+0.0007229i
-0.00076646-0.001639i,-0.0016857-0.00086024i,-0.0027467-0.00069786i,-0.002862-0.00047932i,-0.0028922-0.0011055i,-0.0032618-0.0014312i,-0.0026995-0.00070567i,-0.0014621-0.00083076i,-0.0007494-0.00087759i,-0.00058233-0.00063376i,-0.00044075-0.00063044i,1.6763e-06+0.00013007i,0.00072098+0.00061782i,0.00093456-0.00012885i,0.00025961-0.00074188i,-0.00054276-0.00037565i,-0.00028146+0.00027996i,0.00018354+0.00023759i,0.00050045+0.00097837i,-4.8799e-05+0.001077i,-0.00033+0.00033129i,-0.00010856+0.00046254i,-0.00013134+0.00074583i
0.00056178-0.00028001i,0.0013666-2.9706e-05i,0.0014989-4.4317e-05i,0.0017743-0.0014994i,0.0016253-0.0037061i,0.00020534-0.0042916i,-0.001157-0.0028047i,-0.0018959-0.0016144i,-0.0017301-0.0015719i,-0.0010091-0.0010696i,-0.00027672-0.00013298i,-0.0001397+3.0277e-05i,-0.000162-0.00020893i,5.7678e-05-0.00061939i,0.00063075-0.00050101i,0.00038781+0.00024185i,-0.00016454+0.00074047i,-0.00032905+0.00094488i,-0.00026159+0.00029735i,0.00016913-0.00037524i,0.00051657-0.0002281i,0.00071756-2.6725e-05i,0.00049058-0.00032146i
0.00030123+0.00030065i,0.00067825-0.00066416i,0.00062082-0.0025501i,-0.00056161-0.0051673i,-0.0014048-0.0059589i,-0.0019522-0.0041242i,-0.0018807-0.0017895i,-0.0012005-0.00013218i,-0.0014031-0.00059934i,-0.00055099-0.00084335i,0.00035117-0.00032874i,0.00020189-0.0006892i,0.00018178-0.00049439i,0.00010666+0.00068351i,-0.00055812+0.00081568i,-0.00042277-1.2883e-05i,-7.1057e-05+4.6755e-05i,-0.00011592+0.00014188i,0.00024502+0.0005501i,0.00019812+0.00014938i,-0.00012382-0.0004894i,0.00060472+0.00027901i,0.00028935+0.00087732i
-7.091e-05+0.00038016i,-6.8546e-05-0.00015458i,0.00025356+0.00042551i,0.00016098-0.00038509i,-0.00095083-0.0024778i,-0.0020154-0.0033035i,-0.0020139-0.0015385i,-0.0015652-3.4308e-05i,-0.0012434-0.00023372i,-0.0012053-9.6727e-05i,-0.00035048+3.2746e-06i,0.00048386-0.00035258i,0.00017545-0.00024629i,-0.00044358-0.00030525i,-0.00071274-1.8476e-05i,-0.00039979-0.00014553i,0.00023362-0.00042672i,6.9568e-08+0.0004053i,-0.00040636+0.0010347i,-3.5847e-05+0.00064761i,-0.00035074-0.0001001i,9.3101e-05-0.00045681i,0.00045456+9.6743e-05i
0.0011836+0.0010726i,0.0015863+0.00038179i,0.0010256-0.00032693i,0.001692-0.0029167i,0.0023328-0.0046324i,0.0014952-0.0038154i,0.00098816-0.0012472i,0.0011761+0.00013817i,0.00057591-0.00029515i,-0.00030156+4.432e-05i,-0.00058329+0.00064046i,-0.00045713-0.00012942i,2.052e-05-0.00051225i,0.00038747-1.0871e-05i,0.00052285+0.00064876i,-0.00020947+0.00036165i,-0.00013059-0.0010325i,0.0002983-0.0011425i,0.00051612-3.631e-05i,0.0009141+0.00058121i,0.00034492-0.00024291i,-0.00042908-0.00052114i,-0.00078741+0.00011979i
-0.0015151-0.0022539i,-0.0026917-0.00058374i,-0.0029586-0.00046147i,-0.0039611-0.0010481i,-0.0040751-0.0019204i,-0.0036915-0.0015139i,-0.0027837-0.00069966i,-0.0013938-0.00070386i,-0.00086343-0.0010744i,-0.00057895-0.00073783i,-9.5729e-05-0.00021472i,0.00049335-0.00048497i,0.00039471-0.00068273i,0.00056974-0.00068534i,4.0267e-05-0.0010165i,-7.6513e-05-0.00077908i,0.00051658-6.2052e-05i,0.0001069-7.8704e-05i,-0.00030254-0.00010535i,-0.00018219+0.00049882i,-6.9561e-05+0.0011563i,-5.2382e-05+0.001305i,5.9162e-05+0.00081119i
0.00095057+0.00058104i,0.0011011+0.0015772i,0.0022808+0.00095715i,0.0031717-0.001789i,0.0022241-0.004606i,-0.00010824-0.0039474i,-0.00094406-0.0019642i,-0.00022823-0.0011464i,-0.00052994-0.0015558i,-0.00097658-0.0014537i,-0.0011073-0.00044767i,-0.00073793-0.00020993i,-0.0005281-0.00067476i,3.0773e-05-0.00037014i,0.0004822-0.00016418i,2.0667e-05-0.001044i,-0.00033457-0.0016689i,-0.0006711-0.0011729i,-0.00073712-0.00065626i,-0.00019673-0.00071827i,0.00042017-0.00015851i,0.00060266+0.00039882i,0.00066222+0.00025529i
-0.00083064-0.0007821i,-0.0024374-0.0013408i,-0.0023785-0.0032869i,-0.0013147-0.0039377i,-0.0018332-0.004207i,-0.0016996-0.0035879i,-0.0014853-0.0011892i,-0.0012512-0.00026895i,-0.00070177-0.0013102i,-0.0013224-0.0014553i,-0.0014409-0.00061974i,-0.00010272-0.00032208i,-0.0002832-0.00041196i,-0.00076405-0.00091604i,-7.8575e-05-5.1646e-05i,0.0003408+0.00053868i,0.00025366+0.00027459i,-5.9916e-06+0.00072687i,-0.00013885+0.00093162i,-0.00014092+0.00021732i,0.00021442-0.00024758i,0.00070561-0.00016811i,0.00043446+0.00016908i
-0.00058658+0.00016795i,-0.00072685-0.00017694i,-0.0010006-0.00079003i,-0.0014176-0.00081037i,-0.0018837-0.0018396i,-0.0013695-0.0022712i,-0.0011672-0.0013468i,-0.0013008-0.00035306i,-0.0013415-0.00020035i,-0.0014219-0.00012148i,-0.00085626+2.5797e-05i,-0.00071809-0.00027105i,-0.00022404-0.0009283i,-0.00016391-0.0010811i,-0.00054046-0.00038662i,4.2412e-05+2.711e-05i,0.00058603-0.00033702i,0.00036262-0.00011445i,7.7572e-05+0.00048881i,-0.00043399+0.0004454i,-0.0011349+8.1711e-06i,-0.00062754-0.00014211i,0.00033805+0.00080654i
0.0008639-0.00114i,0.0012159-0.0010237i,0.0015721-0.0029157i,0.00065302-0.004628i,-0.0017146-0.0046667i,-0.0022286-0.00311i,-0.0011566-0.0014852i,-0.0002015-0.0012622i,-0.00049187-0.0015627i,-0.0015993-0.001275i,-0.0020222-0.00060999i,-0.0010148-0.00019465i,-0.00017113+0.00042204i,-0.00017783+0.00084354i,-0.00065346+0.00021421i,-0.00072048+5.6687e-05i,-0.00037455+0.00062046i,9.9561e-05+0.0006124i,-0.00033358-9.7156e-05i,-0.0011675+1.3306e-05i,-0.00082113+0.00086642i,-0.00012265+0.0010469i,0.00022994+0.00062944i
0.0016236+0.00054755i,0.0012927+0.00020406i,0.00034976-0.00078749i,-0.00021236-0.0032984i,-0.0009754-0.0052778i,-0.0024666-0.0043663i,-0.0027578-0.0015344i,-0.0017164+0.00029396i,-0.0012089-0.00041578i,-0.0013265-0.00051408i,-0.0010217+3.4275e-05i,-0.00065432-0.00056968i,-0.00018208-0.0004949i,-0.00052172-0.00010772i,-0.00094806-0.00037662i,-0.00045965-0.00089683i,-0.00012931-0.00062137i,8.3545e-05-9.3023e-05i,-0.0004083-0.00023146i,-0.00011581+3.75e-05i,0.00092715+0.0004786i,0.00045821+0.00041653i,-0.00010802+6.0557e-05i
0.0004548+0.00034103i,0.00097329-0.00029431i,0.00072191-0.00037049i,0.0015989-0.002292i,0.0020571-0.003916i,0.00030743-0.0036246i,-0.0010317-0.0024898i,-0.00080376-0.0013925i,-0.00076118-0.001321i,-0.00057671-0.00078583i,-0.00013018+0.00023232i,0.00018378-0.00033687i,-9.0202e-05-0.00071141i,-0.00063647-7.4116e-05i,-0.00095122+6.9076e-05i,-0.00034056+7.5072e-05i,0.00026102+4.3948e-05i,0.00014908+0.00035131i,-0.00019429+0.00061857i,-0.00042211+0.00028914i,-0.00016407+0.00041244i,0.00041903+0.00020213i,0.0006542-0.00088687i
-0.00056539-0.00046743i,7.0336e-05-0.00049719i,0.00024299-0.0024697i,-1.3262e-05-0.0031342i,-0.0001531-0.0031551i,-0.0007116-0.0028697i,-0.00087131-0.0015623i,-0.00066981-0.00062547i,-0.00082221-0.00037493i,-7.2146e-05-0.0003837i,-0.00028784-0.00026621i,-0.0012134-0.00029259i,-0.00070768-0.00018977i,-0.00042857+0.00046094i,-0.0010041+0.00043123i,-0.00059434+0.00059078i,-0.00022561+0.0010333i,-0.00042467+0.00065689i,-0.00072746-9.5753e-05i,-2.5427e-05-4.1135e-05i,0.00048455+1.8411e-05i,0.00030408-0.00020995i,-0.00015373-4.546e-05i
0.00041227+0.00026278i,0.0002144-1.2125e-05i,-0.00061694+0.00031455i,-0.00012032-0.00074729i,-4.2443e-05-0.002113i,-0.0014786-0.0021508i,-0.0021569-0.0014681i,-0.0013523-0.001035i,-0.00065348-0.00045435i,-0.00046366+8.7907e-05i,-0.00098924+0.0005873i,-0.00094704+0.0001252i,-0.00015854+0.00034635i,0.00062575+0.0015188i,0.00071203+0.0020596i,-0.00063225+0.001693i,-0.0016362+6.5621e-05i,-0.00083292-0.00061438i,0.00065543-8.3773e-05i,0.00078415-0.00014768i,0.0002903-0.00037357i,0.00026275+0.00021002i,0.0002658+0.00094534i
0.0011382+0.0017037i,0.0022237+0.0012546i,0.002986-0.00025128i,0.0025027-0.0027898i,0.00072058-0.0045478i,-0.002062-0.0039586i,-0.0032476-0.002121i,-0.0023736-0.0011385i,-0.00094513-0.00074771i,-0.00054972-0.00027054i,-0.00073252-6.2482e-05i,3.425e-05-0.0005851i,-8.1157e-05-0.00030943i,-0.00040888+0.00066501i,-0.00035279+0.00077133i,-0.00035392+0.00038072i,-0.00088261+0.00049029i,-0.0010102+0.00016672i,-0.0008978-0.00027251i,-0.00078574-2.8126e-05i,0.00020048+8.9245e-05i,0.001034+0.00012147i,0.0012128+0.0003193i
0.0010832-0.0012344i,0.0015299-0.001584i,0.0007549-0.0027227i,-0.00082547-0.0037655i,-0.0016864-0.0045154i,-0.0016411-0.002451i,-0.0020284-5.433e-05i,-0.0018864+0.00027056i,-0.0020194-0.00074222i,-0.0018989-0.0013605i,-0.0005955-0.00041856i,-0.00013128+0.00098198i,0.00034043+0.00087432i,0.00090213-9.573e-05i,0.00077993-0.000481i,0.00010742-0.00020145i,-0.0010544+0.00042893i,-0.0012736+0.00054299i,-0.00042975-5.5554e-05i,-7.4031e-06-0.00090571i,-1.8475e-05-0.0010742i,0.00022346-0.0002844i,0.00041144-2.2495e-07i
-0.00035157-0.00055177i,-0.00059297-0.00071473i,-0.00064521-0.00041106i,-0.00013771-0.00066063i,-0.00043032-0.002116i,-0.0012193-0.0029484i,-0.0014926-0.0016521i,-0.0014255-0.0012816i,-0.001194-0.0018843i,-0.00098067-0.0013745i,0.00030446-0.00091509i,0.0010105-0.00035595i,0.00078677+0.00047729i,0.0002623+0.00094888i,-9.1008e-05+6.6406e-05i,0.00057653-0.00055036i,0.00076115-0.00018775i,4.7651e-05-0.00018732i,-0.00017718-0.00018028i,-0.00018066-0.00023549i,0.00012404-0.00012056i,-0.00023659+0.00097995i,-0.00023495+0.00088306i
0.00010131+3.4398e-05i,0.00015178-0.00011995i,-8.1338e-05-0.00016091i,-0.00011031-0.0011407i,-0.00033045-0.002366i,-0.00042719-0.0026053i,-0.0005339-0.0019225i,-0.00073691-0.0010449i,-0.0010218-0.00084099i,-0.0009732-0.00061284i,-0.0007389+2.8014e-05i,-0.00044504+0.00086594i,-0.00033151+0.00082038i,0.00013753+0.00059708i,-6.2468e-05+0.00070254i,-0.0007306+0.00011073i,-0.00077955-0.00011622i,-0.00082091+0.00054998i,-0.00050463+0.00062779i,-0.00024247+0.00053052i,7.8669e-05+0.00057235i,0.00068501+0.00058719i,0.000635+0.00050493i
-0.0016159-0.00022627i,-0.0011931-0.00026187i,-0.0012052-0.00023419i,-0.0012503-0.00029502i,-0.00071074-0.0018836i,-0.0013414-0.002193i,-0.0015604-0.0013654i,-0.0010306-0.00095259i,-0.0011314-0.0002718i,-0.0010239+0.00028444i,-0.00022129+0.00020459i,0.00079173-0.00019149i,0.00076379-0.00065671i,0.00018605-0.0003061i,0.00012026-0.00016965i,9.2465e-05-0.0007278i,0.00021268-0.00049631i,0.00022965-8.1536e-05i,-0.00014987-0.00049535i,-0.00041388-0.00034261i,-0.00019825-0.00046441i,2.8587e-05-4.8168e-05i,-0.00014185+0.0006758i
0.0011114+0.00058537i,0.0011189-1.0995e-05i,0.0015771-0.00090985i,0.0010073-0.0032472i,-0.00046902-0.0046492i,-0.0022942-0.0038228i,-0.0026777-0.0015613i,-0.0018301-0.00017417i,-0.0014892-0.00042597i,-0.00078471-0.0008006i,-6.0334e-06-0.00070147i,-0.00012918-0.00065422i,-0.0005211-0.00069252i,-0.00062001-0.00044037i,-0.00063802-3.9589e-05i,-0.00052484+0.00083642i,-0.00014207+0.00077637i,9.6742e-05+0.00089109i,-0.0002104+0.0010556i,-0.00024034+0.00065365i,-3.1207e-05+0.00053688i,-0.00010729+0.00033134i,-0.00048196+0.00015509i
0.0014727-0.0032738i,0.00080116-0.0026816i,-0.0012343-0.0027226i,-0.0025171-0.0026593i,-0.0029613-0.0027222i,-0.0032598-0.001663i,-0.0018124-0.00064682i,-0.0005741-8.3537e-05i,-0.00049372-0.00046304i,-0.00087069-0.0010564i,-0.00073294-0.00099412i,-0.00037263+0.00015377i,-1.4085e-05+0.00070791i,4.8487e-05+0.00023337i,-2.638e-05-8.8106e-05i,0.00066444+3.1881e-05i,0.0005962+0.00036277i,0.00040197+0.00054191i,0.00029649+0.00048647i,0.00017889+0.00020426i,-0.00013861+0.00034217i,-0.0003908+0.00067577i,3.2465e-05+0.00055058i
-0.00083481+0.00015201i,0.00066107-0.00037581i,0.0011719-0.00094373i,0.00088061-0.0023107i,0.00032088-0.0041942i,-0.0018178-0.0040185i,-0.00255-0.0028548i,-0.0016958-0.0025758i,-0.00053963-0.0022297i,-0.00029426-0.00065923i,-4.5711e-05-0.00027542i,0.00094045-0.00029137i,0.0008219+4.2584e-05i,0.00020593+0.00026551i,-2.6871e-05+8.5136e-05i,0.00036217+0.00011253i,0.00026862+0.00052805i,-0.00040702+0.00033782i,-0.00044836+0.00055123i,-0.00014031+0.00071943i,2.105e-05+0.00043846i,-8.1341e-05-0.00035836i,0.00021261-0.00083482i
-0.0010509+0.00078609i,-0.00028115+0.00029482i,8.7735e-05+0.0012167i,0.0013662-6.9737e-05i,0.0019491-0.0023764i,0.00026203-0.0033602i,-0.0013873-0.0022977i,-0.00099941-0.0010528i,-0.00045478-0.00091179i,3.676e-05-0.00078248i,0.00012117-0.00053602i,0.00011232-0.00031805i,0.00070772-0.00045411i,0.00061605-0.00055592i,-7.1495e-05-0.00034134i,-7.4125e-06-0.00023496i,-0.00030521-3.0089e-05i,-0.0011086+0.00084066i,-0.00090076+0.00090718i,-9.2245e-05+0.00034971i,0.00025325+0.00021719i,0.00010054+0.00063355i,-0.00033445+0.00035748i
-0.0015038-0.0014428i,-0.0015638-0.0010083i,-0.00077323-0.0012431i,-0.0011788-0.00077472i,-0.001592-0.00088487i,-0.0021393-0.001635i,-0.0025697-0.0010793i,-0.0019738-0.0004629i,-0.0015053-0.0012937i,-0.00059294-0.0013301i,1.9408e-05-3.2277e-05i,-0.00035431+3.4359e-05i,-0.00015377-0.00063371i,8.0947e-05-0.00019935i,0.00026978-0.00017194i,0.0011184-0.00016314i,0.00093331+0.00026772i,0.0006836+2.5726e-05i,0.00089412-0.00064051i,0.00045512-0.0005785i,0.00023537-0.00015414i,9.9529e-05+0.0003876i,-7.1962e-05+0.00058968i
