0.0008115+9.9248e-05i,0.00049101+0.00020097i,-0.001713-0.00064206i,-0.0022926-0.00021171i,-0.0013989+0.0006103i,-0.00083614+0.0017278i,0.00028958+0.0020891i,0.0010446+0.0015925i,0.00088173+0.00032113i,7.94e-05-0.00074708i,-0.00085226-0.00059846i,-0.0013309-0.00019791i,-0.0014337-0.00043439i,-0.00054315-0.00054081i,0.00020087-0.0001246i,-0.00049148-0.00041198i,-0.00041564-0.00021345i,0.00016051+9.3946e-05i,-0.00022136-0.00042602i,-0.00092787-0.00073911i,-0.0013248-0.0012299i,-0.0012391-0.00042546i,-0.001091+0.000302i
-0.0013201+0.00030738i,-0.0014012+0.00060358i,-0.0010478-0.0002919i,-0.00064785-0.00073335i,0.00042555+8.3026e-05i,0.0019347+0.0011364i,0.0018543+0.00075401i,0.0014059-0.00044099i,0.0012232-0.00061529i,0.001008-0.00071402i,0.00078004+0.00028909i,-0.00035077+0.00087837i,-0.00061816+0.00022253i,-0.00059921+0.00013243i,3.5649e-05+0.00039094i,0.00041264+0.00025302i,-0.00058548-0.00017634i,-0.00044653-0.00079379i,0.000421-0.00073049i,0.00057333+4.6697e-05i,-0.00024114+0.00025869i,-0.0010143-0.00044871i,-0.0004517-0.00092272i
0.00077478+0.00074269i,0.0019263+0.00080871i,0.0033354+6.402e-06i,0.0032046-0.0010849i,0.0029251-0.00033671i,0.0026906-3.4614e-05i,0.0017007-0.001531i,0.00015532-0.001803i,-0.00028505-0.001051i,0.00014031-0.000682i,0.00018785-0.00085471i,0.00042969-0.00047916i,-0.0002551-0.00037592i,-0.00078808+0.00016384i,-0.00032596+0.00011687i,8.8528e-05-0.00057503i,-0.00029075+0.00038776i,-0.00015469+0.00046219i,0.00046893+1.5692e-05i,-6.6403e-05-4.6033e-05i,-0.00048816-9.7093e-05i,-1.4733e-05+0.0011525i,3.2153e-06+0.0018016i
2.5251e-05+0.0012956i,-0.00080703+0.0014755i,-0.00049614+0.0013337i,0.000874+0.00087443i,0.0014443+0.00073384i,0.001268+0.00029379i,0.0017268-0.0012465i,0.0023192-0.0019674i,0.0018725-0.00096739i,0.0013681-9.6325e-05i,0.00074453-0.00040566i,-0.00014965-0.00014618i,-0.00031354+0.00046875i,0.00080414+0.00091358i,0.00099836+0.0012432i,0.00025111+0.00047305i,-0.000225+0.00028584i,-0.00060802+0.00071518i,-0.00068017+0.00037681i,-0.00082716+3.7532e-05i,-0.00063504+0.00010655i,0.00028844+0.00010199i,0.00057984-0.00079986i
0.0015982+0.00086121i,0.0024671+0.0008063i,0.0027252+0.00028743i,0.0020457+0.00074934i,0.0021099+0.00045306i,0.0027322+0.00024414i,0.0023785+0.00015942i,0.00098546-0.00015638i,0.00063472+8.5051e-05i,0.00091957+0.00028679i,0.00070425+0.000225i,0.00029321+0.00034359i,-0.00056426+0.00032621i,-0.00092469+0.00062614i,-0.00042104+0.00080277i,-0.00046373+4.5425e-05i,-0.00076313-0.00038911i,-0.00028213-0.00025962i,0.00036913-0.00030455i,0.00013298-0.00025319i,-0.00050187-0.00043451i,-0.00070356-0.00017887i,-0.00016334-0.0001504i
-0.00098026+0.00024152i,-0.00038629-8.1552e-05i,0.00060974-0.0010685i,0.00093497-0.0014135i,0.0009393-0.00034589i,0.00085643+0.00091365i,0.0011218+0.0004176i,0.0011747-0.00071477i,0.0001761-0.00047296i,-0.00062117-0.00056577i,7.5524e-05-0.00082464i,0.00074853-0.00049715i,0.00091352-8.9799e-05i,0.0010404-0.00021295i,0.00097829-0.0003317i,0.00091478+1.2786e-05i,0.00017466-0.00037418i,-0.00078626-0.00067023i,-0.00033281-0.00021436i,-0.00022067+0.00077168i,-0.00074629+0.0021578i,-0.00090152+0.0021154i,-0.00081705+0.00052869i
-0.00095375-0.0018822i,-0.0021595+0.00036747i,-0.0031671+0.0013692i,-0.0018336+0.0012502i,-0.00042094+0.00083336i,0.00010991+0.00035752i,-0.00028647-0.00072629i,-0.00058725-0.0011859i,-0.00013661-0.00087823i,-0.00069528-0.00075299i,-0.00091642-0.00069388i,0.00082139-0.00069498i,0.0017327-0.0011769i,0.00046392-0.0014292i,0.00079204-0.0012296i,0.001723-0.00086289i,0.00064199+1.1259e-05i,-0.00020404+0.00047247i,-2.4872e-05+6.0535e-05i,-2.8528e-05-0.00021643i,0.00016209-0.00080029i,0.00053203-0.00029475i,0.0002969-0.00023441i
-0.00096625-0.00027597i,-0.00031167-0.00037892i,0.00041856-0.00097763i,-0.00041247-0.00084952i,-0.0007986+0.00026515i,0.00061765+0.0009233i,0.0018075-0.00019491i,0.0017402-0.0011166i,0.00084146-0.0008488i,-0.0004216+5.3446e-05i,-0.00058655+0.00057153i,0.0007994+0.00025729i,0.0011816-0.00086789i,0.0008083-0.0013429i,0.001268-0.0011705i,0.0010188-0.001105i,7.0801e-05-0.00083272i,-0.00013555-0.00079003i,-0.00035907-0.00042406i,-0.00044512+0.00034622i,0.00027387+0.00077662i,0.0002541+0.00080508i,-0.00027488+0.0006473i
-0.00012812-0.00175i,-0.0005156-0.0016064i,-0.0006271-0.00083494i,6.3703e-05-0.00049086i,0.0009275-0.00079515i,0.0024563+1.4007e-06i,0.0039008+0.00062186i,0.0032189+0.00025772i,0.00078531-0.00033944i,-0.00063476+0.00014171i,-0.00059845+0.00041868i,-0.00041518+4.0722e-05i,0.00019161-0.00032929i,0.00044763-0.00048928i,0.00036448-8.5844e-05i,0.00025676+4.6177e-05i,0.0002929+0.00046665i,0.00057984+0.0011999i,0.00035619+0.00031067i,0.00022001-0.00012584i,-5.6163e-05+7.5307e-05i,6.5492e-06+0.00044003i,-6.733e-05+0.00098559i
0.0019839-0.0011122i,0.0006793-0.00052961i,-0.00033193-0.00060415i,0.00012847-0.00056556i,0.00018979+0.000603i,-0.00067217+0.0020494i,-0.00038322+0.0018737i,0.00043839+0.0013674i,0.00070111+0.0010126i,0.00042201+0.00069837i,-0.00024999+0.001358i,-0.00027224+0.0019259i,0.00020893+0.0013608i,0.00029874+0.00057045i,0.00029041-1.4345e-05i,-0.0001404+6.5954e-05i,-0.00028332+0.00055122i,-0.00015825+0.00065122i,2.4384e-05+0.0002338i,4.1575e-05+0.00060355i,0.00013876+0.0010101i,0.0005879+0.00048612i,0.00055248-0.00015933i
-0.0019048-0.010294i,-0.004725-0.0097384i,-0.0099517-0.0069956i,-0.0089569-0.0021671i,-0.0047318+0.0027941i,0.0022055+0.0045749i,0.0059179-0.00052787i,0.0033807-0.0042809i,-0.00099553-0.0038761i,-0.0033545-0.0012526i,-0.0034052+0.00098974i,-0.0017889+0.0011252i,0.00079939-0.00028847i,0.0025021-0.0029085i,0.0026031-0.0041464i,0.0021511-0.0023747i,0.0023384-0.00041582i,0.0015364+2.4849e-05i,-0.00032665+7.4425e-06i,-0.0013454-0.00052525i,-0.00047941-0.0015587i,0.00090115-0.0019566i,0.00096104-0.0013603i
0.0021617+0.0040408i,0.0036841+0.0036684i,0.0060563+0.0012682i,0.0050335-0.0025822i,0.0017918-0.0040339i,6.1727e-05-0.003096i,0.00060621-0.0016529i,0.0014016-0.0001104i,0.0020205+0.00083267i,0.0013234+1.3421e-06i,0.0010817-0.0010418i,0.0012894-0.0012546i,0.00087401-6.9025e-05i,0.00024038+0.002107i,-0.00021063+0.0028991i,-0.00043904+0.0019862i,-0.000576+0.00071405i,-0.00016851-0.00024625i,0.00076741-0.00056937i,0.00073963-0.00047778i,4.0075e-05-0.00033582i,-0.00050063+0.00033669i,-0.00088992+0.00078245i
-0.0025509+0.0023964i,-0.002648+0.0040548i,-0.00044321+0.0051002i,0.0030783+0.0040392i,0.0047076+0.0028339i,0.0034807+0.0014884i,0.0019437+0.00099435i,0.00063723+0.0010806i,0.00032915+0.00040708i,0.0014475+0.00061714i,0.0016131+0.00046449i,0.0010833-0.00083622i,6.1076e-05-0.00071761i,-0.00075371+0.00030402i,-0.0011278+0.00037634i,-0.00091296+3.5676e-06i,1.9152e-05-0.00035634i,0.00050694-0.00047875i,0.00033664+0.00033559i,0.00061892+0.00074306i,0.00095593+0.00061357i,-0.00019436+0.00045668i,-0.00043282+0.00020136i
-0.00013772+0.00080478i,-0.00076576+0.0011363i,0.00046885+0.0014375i,0.001293+0.0018876i,0.0014807+0.002224i,0.0022375+0.00098892i,0.0023133-0.00013614i,0.0013497+0.00027159i,0.00030265+0.0011201i,0.00061373+0.00091872i,0.0015856+0.00024543i,0.00099009-0.00055917i,0.00030168-0.0002974i,0.00030724+0.00041543i,-0.00025955-9.0976e-05i,-0.00010769-0.00062797i,-0.0003017-0.00074067i,-0.00043881-6.1416e-05i,0.00025347+0.00026241i,0.00013698+0.00029765i,-0.00017434+0.00047565i,-0.00020505+0.000425i,-0.00043238+0.00023882i
0.0023305-5.3843e-05i,0.0016161-0.00024069i,0.00028881-0.0015593i,-0.00099869-0.001722i,-0.0013926-0.001355i,-0.00088141-0.00053699i,0.00018718+0.00053558i,0.00076259+0.0001397i,0.00067355-0.00056458i,-5.9023e-05-7.4518e-05i,-0.0011003+6.5052e-05i,-0.00058614-7.7787e-05i,0.00061929+0.00013258i,0.00064634-0.00014097i,-0.000298-0.00093636i,-3.9244e-05-0.00057371i,0.00035753-7.8594e-05i,0.00056116-0.00051188i,0.00051405+0.00010503i,0.00010767+0.00081322i,-4.1526e-05+0.00092552i,-1.6991e-05+0.00024593i,0.00010215-0.00054469i
0.00078861+0.002292i,0.00064692+0.0034941i,0.0018665+0.0031776i,0.0029906+0.0011815i,0.0030136+0.00020421i,0.0023584+0.00011691i,0.0020651+0.00024746i,0.0017457+0.00031185i,0.0012836-0.000121i,0.0011533-0.00036151i,0.00082389-0.00069078i,0.00053945-0.00071422i,0.00032223-0.00044036i,-0.00020056-0.00026377i,-0.00034887+0.0002342i,0.00023847+6.3075e-05i,6.5017e-05-0.00091387i,-9.9168e-06-0.0014253i,0.00072823-0.0014164i,0.00076116-0.00063625i,0.00030432+0.00065781i,-7.3587e-05+0.00090107i,0.0003361+0.00063574i
-0.0022599+0.00054016i,-0.0023494+0.0025518i,-0.0014498+0.0037096i,-0.00015337+0.0027105i,0.0017298+0.0013744i,0.0021168+0.00063623i,0.0015187+0.00074428i,0.00099697+0.0005379i,0.0003613+2.6161e-05i,0.00014918-0.00039393i,0.00037605-0.00078969i,0.00053569-0.00071617i,0.00010952-0.00030711i,-0.00016196+0.00037982i,-0.00072117+0.00025456i,-0.00068105+3.6104e-05i,-0.00035364-0.00020282i,-0.00090809-0.00081448i,-0.00046544-0.00064806i,-0.00022413-0.00022507i,-0.00023859+5.734e-05i,-0.00014226+0.00010496i,-0.00015675-0.00030813i
-0.0017544+0.0019091i,-0.00057697+0.0012661i,0.0012443+0.00065889i,0.0013004+0.00081642i,0.00091864+0.00095795i,0.001356+0.0005381i,0.0015482-0.00053567i,0.00093235-0.00065497i,0.00036508-0.00032722i,0.00078461-0.00090953i,0.00043604-0.00073396i,-0.00024862-0.00034609i,0.00012816-0.00068798i,5.6024e-05-0.00043584i,0.00013197+0.00040727i,0.000403+0.000255i,0.00048722+9.4977e-05i,0.0004726+0.00091137i,-5.4216e-05+0.0011433i,-0.00028983+0.00047128i,0.00011681+0.00027689i,-2.6765e-06+0.00076452i,-0.00028203+3.3858e-05i
0.0015812-0.00069705i,0.0016778+0.00020163i,0.00031817-5.7414e-05i,-0.0014524-0.00029841i,-0.0011294+0.00030691i,-0.00035773+0.00062683i,-0.0002048+0.00015318i,-0.00014452-0.00039565i,-0.00057635-0.00062489i,-0.00040657-0.00038323i,0.00031076-5.6526e-05i,0.00098723-0.00013411i,0.0015096-0.00017299i,0.0013532+0.00026106i,0.0012675+1.4037e-05i,0.0010178+3.7092e-05i,0.00045748+0.00019958i,3.605e-05+0.00029269i,-0.00046537+0.00022009i,-0.0011012-0.00034826i,-0.0012021-0.00034587i,-0.00039066-0.00031894i,-0.00049513-0.00067377i
0.00035887+0.0022457i,0.0010824+0.0030043i,0.0015635+0.002317i,0.0015178+0.0011611i,0.0018454+7.476e-05i,0.0019827-0.00076039i,0.0017563-0.00087066i,0.0013316-0.0012374i,0.0005928-0.0010418i,-0.0002157-7.7784e-05i,0.0002358+0.00062323i,0.00040919-2.8422e-05i,-6.2199e-05-0.00069516i,-1.8777e-05+0.00026243i,-0.00037639+0.00069414i,-5.4098e-05+3.3078e-05i,0.00030924-0.00039308i,-0.00084157+0.00020051i,-0.0010174+0.0004745i,-0.00039431+0.00031414i,0.00018516+0.00028239i,-3.0956e-05-1.0249e-06i,-0.00076038+0.00026543i
0.00021394+0.0016743i,0.0014178+0.00051077i,0.001684+0.0010008i,0.0015058+0.001433i,0.0021707+0.0011006i,0.0020216+0.00020197i,0.0021541-0.00032481i,0.0012851+0.00016699i,0.00045499+0.00037181i,0.00051814+0.00060535i,0.0006815+0.000313i,0.00061896-0.00050711i,0.00033149-0.0006389i,-0.00028026+6.9649e-05i,-0.00089768-0.00014321i,-0.00071015-0.00037163i,-0.00050876-0.00010292i,-0.00033302+0.00021829i,-5.1319e-05+0.00020373i,0.00018211+9.8511e-05i,0.00032077+0.0005855i,0.00038554+0.0008186i,-0.00038395+0.00084644i
-0.0038096-0.00037887i,-0.0037737+0.00013176i,-0.002956+0.0008689i,-0.0010556+0.00090096i,0.0011567+0.00031804i,0.001964+7.1887e-05i,0.0015566-8.369e-05i,0.00147-0.00046664i,0.0014633-0.00014886i,0.00093387+0.00034273i,0.00036154+0.00070496i,0.0007093+0.00082553i,0.0010331+0.00028912i,0.00049958+0.00028984i,-0.00029814-0.00020726i,-2.6705e-05-0.0010647i,0.00027675-0.001014i,-0.00033033-0.00031492i,-0.0001474+0.00031227i,0.0003428+0.0003162i,8.2532e-05+0.0003141i,-0.00037735+0.00048334i,-0.00073738+0.00052512i
0.0014134+0.00069142i,0.0034349+0.00040983i,0.0045665-0.00048314i,0.0028326-0.0013253i,0.00083466-0.00091099i,0.00027523+0.00065741i,0.0004738+8.7026e-05i,0.00061219-0.001463i,0.00019045-0.001381i,8.6058e-05-0.00073927i,0.00053367-0.00022295i,0.00065239-8.1853e-05i,0.00058707-0.00044819i,0.0010412-0.00078832i,0.0015308-0.00041173i,0.0012422+0.00023175i,0.00049472+0.00037014i,1.1869e-05+0.00019099i,-0.00039736-0.00014727i,-0.00038723-0.00060883i,0.00037992-0.00053223i,0.00060422+0.00014901i,4.5122e-05-0.00017222i
-0.0018329+0.0021383i,-0.0016077+0.0027048i,9.6946e-05+0.0021095i,0.00053629+0.0014426i,0.0010058+0.00085726i,0.0017061+0.0013363i,0.0010364+0.0013988i,0.00056319+0.00034086i,0.00080796-0.0001107i,0.00051716-0.00027206i,0.00035908-0.00058358i,0.00051338-0.00035743i,0.00022507-0.00037032i,6.7333e-05+9.6205e-05i,0.00043089+0.00073938i,0.00090406+0.00073646i,0.00023843+0.001271i,-0.00029444+0.0012504i,-9.7367e-05+0.00050095i,5.1374e-05+0.0004601i,0.00043579+0.00096028i,0.00065633+0.001413i,0.00067607+0.00037219i
0.00059524-0.0015753i,-0.00057152-0.00099058i,-0.001447-0.0013546i,-0.0011235-0.0015102i,-0.00030603-0.0004439i,0.00045483+0.0007149i,0.001415+0.00068098i,0.00088502+3.4802e-05i,-0.00010189-0.00018208i,-0.00055942+0.00045449i,-0.00091392+0.00045113i,-0.00054467+0.00031858i,9.1618e-05-0.00011277i,0.00045735-0.0010482i,9.5628e-05-0.00091669i,0.00010594-0.00016064i,0.0010419+0.00020373i,0.001038+5.5728e-05i,0.00054444-0.00025339i,0.00069108-0.000269i,0.00036901+0.00030321i,1.2342e-05+0.00015652i,-0.00034929+0.00036629i
0.0010065-0.0010018i,0.001872-0.00077222i,0.001728-0.00079539i,0.00044684-0.00058651i,-0.00022263+0.00063243i,0.0016849+0.0014988i,0.0028247+0.00099054i,0.0020402+8.6182e-05i,0.00074431-4.0438e-06i,-0.00057359+0.00023984i,-0.0011804+0.00045854i,-0.00090767+0.00017539i,0.0001781-0.00078446i,0.0011912-0.0012052i,0.00054312-0.00058324i,-0.00038872+7.2207e-05i,-2.9148e-05-0.00039679i,0.00058549-0.00072225i,6.3191e-05-0.00065484i,-0.00025418-3.462e-05i,-9.6888e-05+0.00076005i,-0.00033921+0.00016248i,-0.00048491-0.00028949i
0.00023311+0.0014709i,0.0011626+0.002128i,0.0017602+0.0017339i,0.0013425+0.0012356i,0.0014694+0.00034609i,0.00088515-0.00025844i,-0.00052736-0.0006231i,-0.00097845-0.00067386i,-0.00060183+0.00037967i,-0.00063989+0.00069947i,-0.0012075+0.00017138i,-0.00072421+0.00039805i,-0.00033021+0.00060518i,8.5478e-05+0.00040219i,0.00060823-0.00029285i,0.0001932-0.00057051i,2.7044e-05-0.00031814i,0.00086044-0.00079981i,0.00093791-0.00048144i,0.00069483+0.00032448i,0.00081982+0.00040122i,0.00042394+0.00036014i,0.00023717+2.7385e-05i
-0.0018044-0.0017529i,-0.0035934-0.00030059i,-0.0031795+4.6681e-06i,-0.0013683+0.00089764i,0.0012917+0.0018366i,0.002616+0.0012543i,0.0026177+0.00014403i,0.0019009-0.00058249i,0.00048766-0.00029078i,-0.0007798+3.1282e-05i,-0.001115-0.00012131i,-0.00022752+0.00052657i,0.00063083+0.00081268i,0.00073157-8.0903e-05i,6.519e-05-0.00049615i,0.00015812+4.532e-05i,0.00020565+0.00086751i,-0.00054812+0.0011527i,-0.00098426+0.00084237i,-0.0002491+0.00063932i,0.00080263+0.00068636i,0.0010917+0.00055793i,0.00032155-0.00026196i
0.0011081+0.0010533i,0.00086332+0.0013393i,0.0015616+0.0012698i,0.0020102+0.00075623i,0.0012963+0.00079707i,0.00060098-6.7533e-05i,0.001297-0.0012552i,0.0013226-0.0013068i,3.86e-05-0.0010853i,0.00022603-0.00088355i,0.0010974-0.00033325i,0.00030657+0.0003959i,-0.00040751+0.00030142i,-0.00057949-1.2043e-05i,-0.0003793-1.5906e-05i,9.2307e-05+0.00025083i,9.447e-06+0.00027494i,-0.00015342-0.00084166i,2.8544e-05-0.0015011i,0.00059518-0.00044494i,0.00093857+0.00048375i,0.00027633+0.0002321i,9.3475e-05+0.00012963i
-0.0012204-0.0006266i,-0.00088666-0.00070418i,-0.00015314-0.00080314i,0.00090057+0.00078561i,0.00077349+0.0018434i,0.00080416+0.0021582i,0.0010934+0.0022357i,0.00064081+0.0016317i,0.00029891+0.0009152i,-1.1063e-05+0.0010615i,-0.00014711+0.0010127i,0.00031265+0.00020154i,0.00056919-0.00036135i,0.00025988-0.00099737i,-0.00053863-0.00056712i,-0.00079525+8.1929e-05i,-0.00024807-7.1736e-05i,-0.00015346-0.00022066i,-0.00024955-0.00025927i,-9.5497e-05+0.00022478i,0.0001861+0.00036242i,0.00047515+0.00044514i,3.7e-05+0.00076162i
-0.0002746+0.002732i,0.00049754+0.0049437i,0.00030564+0.005402i,0.00031702+0.003346i,0.0012045+0.0016919i,0.0016984+0.0011661i,0.0019202+0.00019202i,0.0012755-0.0004719i,0.0006247-0.00048652i,0.00072744+1.2111e-05i,0.00070594+0.00066642i,0.00072476+0.00086088i,0.00023899+0.0002266i,0.00047669-0.00092307i,0.00060816-0.0010718i,5.4482e-05-0.0011973i,-0.00010499-0.0005636i,-0.00017421-0.00057726i,-0.0004428-0.0004964i,-0.00023354+8.4779e-05i,-9.1885e-06-0.0005953i,0.00011644-0.00076843i,0.00040048+0.00029191i
0.00012281-0.0015067i,-8.9947e-05-0.0012682i,0.00075551-0.0013258i,0.0017924-0.0013431i,0.0023004-0.0001989i,0.0022661+0.00050582i,0.0018266-0.00068089i,0.0007834-0.0013948i,0.00018791-0.0004954i,0.00035027-0.00053278i,0.00055401-0.0013186i,0.00016375-0.0015064i,-0.00049471-0.0012204i,0.00019403-0.00036258i,0.00039757+0.00034655i,-0.00011028+0.00039593i,-0.000176-0.00051611i,-0.00057997-0.00061787i,-0.0011951+0.00071698i,-0.00086361+0.00060283i,0.00046577-0.00031776i,0.0011989+4.4563e-05i,0.0009218+0.00055349i
0.00048988+0.002105i,0.00054332+0.0028004i,0.00076719+0.0028171i,0.00095904+0.0015445i,0.00070121+0.00030542i,0.0010966-0.00012439i,0.0016641-0.00056345i,0.0010119-0.00045847i,0.00058911-0.00043001i,0.00019438+0.00018167i,-0.00042058+0.00073546i,0.00035889+0.00055782i,0.0015918+0.0002309i,0.0014957+7.2116e-05i,0.00023762+1.2677e-05i,-0.00027839+0.00011834i,-0.0001774+0.00037231i,0.00034167-0.0004382i,0.00035194-0.00083705i,0.00011862-0.00025419i,0.00029053-0.00015392i,0.00018797-0.00039419i,0.0002675-0.00083971i
0.0016611+0.00025312i,0.0017364+0.00039658i,0.0011603+0.00031079i,0.0010295+0.00066755i,0.00033762+0.0015395i,0.00060512+0.0024637i,0.0023904+0.0016103i,0.002996-0.00034929i,0.0013689-0.00089461i,-3.501e-05-0.00056607i,-0.00024195-0.00046016i,-0.00011971-0.00020101i,0.00093603-0.00077835i,0.0011246-0.00072784i,0.00015399-0.00020709i,-0.00057703+0.00011318i,-0.00035501+0.00044095i,0.00012412-0.00039807i,0.00053245-0.0013666i,-4.805e-06-0.00049154i,-0.00094381+0.00051526i,-0.00081589+0.00083666i,-0.00015062+0.00084947i
0.00033935-0.00033542i,-0.00018565-0.0001701i,-0.00017179-0.0014085i,-0.00029442-0.0023235i,-7.0847e-05-0.0014046i,0.00019327-0.00038543i,0.0012666-5.5861e-05i,0.0013555-2.8784e-06i,1.9682e-05-0.00056087i,-0.00056011-0.00095681i,-7.6279e-05-0.00056783i,-9.8861e-05-0.00042392i,0.00030243-0.0011267i,0.0010788-0.00055881i,0.00048625+0.000529i,-0.00039885+0.00030962i,-0.00047411-0.00014913i,2.3147e-06-0.00010147i,0.0003682+0.00027519i,0.00015381-0.00013432i,8.6384e-05-0.00052576i,0.00039225+9.354e-05i,8.442e-05+0.0002966i
0.00096643+0.00047602i,0.0011257+0.00070567i,0.0011005+0.0014399i,0.0013391+0.0013121i,0.0013807+0.0011267i,0.0014468+0.0012513i,0.0021432+0.00079706i,0.0013199+2.1295e-05i,0.0004599-8.1965e-06i,1.3822e-05-0.00020519i,-0.00077522-0.00095931i,-0.0010005-0.00027959i,-0.00045832+0.00059043i,-0.00027304+0.00015075i,0.00029654-0.00045093i,0.00066619-0.00061509i,0.0005908-4.3895e-05i,0.0004986-0.00013983i,4.8126e-05-0.00048314i,0.00054003-0.00060284i,0.00056939-0.00010058i,8.2784e-05+0.00029561i,0.00095804-0.00038957i
0.0008334-0.00056444i,0.00049002-0.0010635i,1.751e-05-0.0015878i,0.00030056-0.00074871i,0.0011005-0.00039641i,0.0019524-0.0002959i,0.0021079+0.00032636i,0.0017651+0.00050398i,0.00062755-9.5942e-05i,-0.0002903-0.00034162i,-5.4785e-06+7.8062e-05i,-1.8361e-05-0.00026596i,-0.00058481-0.00061368i,-0.00028753-0.00063535i,-9.7462e-05-0.00083165i,-5.1498e-06-0.00044333i,0.00038397+0.00025188i,0.00075458-0.00020408i,0.00072404-0.00077111i,0.00019556-0.00048439i,-0.00034211+0.00029774i,0.00027773+0.00053206i,0.00065829+0.00041176i
-0.0012857+0.0014893i,-0.00053378+0.0018001i,0.00011575+0.000948i,0.00044485+0.000805i,0.00082396+0.0012153i,0.0019164+0.00089888i,0.0017523+0.001061i,0.00081412+0.00066543i,0.00076121-0.00010205i,0.00067086-0.00062331i,0.001278-9.8802e-05i,0.0015667+0.00037155i,0.0011637+6.8766e-05i,0.00013923-0.00079202i,-0.0011093-0.0013757i,-0.00041798-0.0011853i,0.00077147-0.00072333i,-0.00011635-0.00019212i,-0.0011105+0.00056638i,-0.00050806+0.00075294i,-3.7908e-05+0.00016198i,-3.0536e-06+0.00019162i,-0.00017119+0.00065021i
0.00098292-0.00055521i,0.00077971-0.00031917i,0.00018442+0.00052505i,-0.00066967+0.00021955i,-0.00067826+0.000405i,0.00023946+0.0017786i,0.00089271+0.0012875i,0.00038-0.00098581i,-0.00032541-0.0019332i,-0.00013682-0.00088033i,-0.00034839+0.00018996i,-0.00074642+6.7972e-05i,-1.3029e-05-0.00050836i,0.0012508-0.00075396i,0.002042-0.00067639i,0.0017012-0.00050584i,0.00029782+0.00023192i,5.4734e-05+0.00071518i,0.00051794+0.00036594i,0.0002305-1.904e-05i,0.00024998-0.00030632i,0.00046705-9.2936e-05i,0.00075888+6.2048e-05i
0.00050987+0.00044287i,-0.00010629+0.00077239i,0.00014546-0.00044918i,0.00035418-0.0017462i,-0.00026282-0.00080393i,-6.4853e-05+0.00072752i,0.0020381+0.00032317i,0.002353-0.00050745i,0.00082305-0.0012111i,0.00033874-0.00088409i,-2.9707e-05+0.00010097i,-8.4202e-05+0.0005088i,-9.5297e-05+0.00059126i,0.00042382+0.0003553i,0.00061908-0.0002187i,0.00068457-0.00038702i,0.00063198-3.7538e-05i,-0.00040763-0.00051929i,-0.00043018-0.0012764i,-0.00060089-0.0010618i,-0.00064159+0.00024195i,-0.00043926+0.00035216i,-0.00073238+0.00013142i
-0.00025279-0.0004755i,0.00012202+0.00033008i,0.00079642+0.00082124i,0.0010179+0.00058303i,0.0011186+8.713e-05i,0.00149+0.0002563i,0.0019324+0.00022843i,0.0016004-8.6248e-05i,0.00095597-0.00021416i,0.0010338+0.00010386i,0.00057917+8.7761e-05i,-0.00013045-0.00019872i,-0.00029128-3.2735e-05i,-0.0002038+0.00017809i,-0.00054034+0.00060202i,-0.0007569+0.00054807i,-0.00021359+0.00014532i,-0.0004617+0.0001277i,-0.00060832+5.7455e-05i,-0.0002332-0.00016774i,-0.00048268-0.00092234i,-0.00052815-0.0011211i,-0.00053584-0.00029417i
-0.0018109-0.000118i,-0.0024392-0.00058953i,-0.0026802-0.00062821i,-0.0020075+0.00032259i,-0.00020839+0.0016288i,0.001301+0.0014047i,0.0012754-0.00038152i,0.00039682-0.00059059i,0.00012226-0.00040189i,4.9266e-05-0.00094289i,0.00035184-0.00097891i,0.00044252-0.00020405i,0.00022811+0.00070407i,0.00064032+0.0013336i,0.00076305+0.00089344i,2.5975e-06-0.00022961i,-9.36e-05-0.00058355i,0.00023832-8.9448e-05i,5.8269e-05+0.00034775i,-0.00026805-0.00022634i,-2.4022e-05-0.00086716i,5.204e-05-0.00062172i,-0.00019216-0.00042614i
0.0016797+8.2396e-05i,0.0019833+0.00038631i,0.0017075-0.00043305i,0.00097541-0.001467i,0.00041848-0.00095418i,0.0011336+0.00068339i,0.0013695+0.00048434i,0.0010755-0.00033042i,0.0011385-0.00024074i,0.00045194+0.00040506i,0.00041089-0.00021455i,0.0008029-0.00051955i,0.0013075-0.00033087i,0.0015405-0.00030019i,0.00080565-0.00062897i,-0.00042773-0.00020556i,-0.00087243+0.00064384i,-0.00058766+0.00069446i,-0.00073054+0.00025734i,-0.00023416+0.00026439i,-1.8105e-07+7.9609e-05i,-0.00021731+0.00027002i,-0.00025693+0.0001638i
0.00045429+0.0012442i,0.0010352+0.0013839i,0.0011173+0.00051617i,0.00038798-0.00023607i,-0.00017712-0.00097679i,0.00053758-0.0008954i,0.0019514+8.264e-06i,0.0024321-0.00010601i,0.0015196-0.00078039i,0.00047624-0.0007656i,-0.00011449-0.00054411i,-0.00020128-0.00071491i,0.00028245-0.00069043i,0.00089328+0.00029734i,0.00071091+0.00072315i,-0.00015192+0.00010726i,2.514e-05+0.00016242i,0.00093393+0.00062513i,0.0010629-0.0002877i,0.001311-0.00050384i,0.00079186-6.8988e-05i,-1.5833e-05+8.0592e-05i,-3.0053e-05-4.4265e-05i
