-0.0018402+0.00021961i,-0.0017832-9.7391e-06i,-0.001406+4.574e-05i,-0.0013294-0.00079964i,-0.0013962-0.001405i,-0.0018146-0.00038763i,-0.0017917+0.0010219i,-0.0014327+0.0019646i,-0.00076539+0.0019768i,0.00039012+0.0016912i,0.0016165+0.0011101i,0.0013437+7.0901e-05i,0.00036903-0.00099253i,-3.9907e-05-0.00096902i,-0.00012044-0.00050678i,9.6153e-05-0.00029361i,0.00046475-0.000139i,0.0004882-0.0004018i,7.1128e-05-0.00044263i,-0.00010837-0.00075826i,-0.00018736-0.0011722i,-0.00011404-0.00059337i,0.00025816-0.00026785i
0.0010017+0.00094075i,0.001461+0.0010714i,0.0026784+0.0010037i,0.0024555+0.0013862i,0.0014891-0.00022238i,0.0015469-0.0015429i,0.0012069-0.00081788i,0.0013784-0.00043747i,0.0013115-9.9368e-05i,9.0006e-05+0.00051468i,-0.00085925+0.0007089i,-0.0010183+0.00050593i,-0.00044626+0.00064095i,0.00016516+0.00060826i,-0.00010649+0.00030042i,2.4879e-05-0.00010525i,0.00032944-0.00070538i,-0.00013906+0.00020174i,-0.00073001+0.00084506i,-0.00080129-6.3898e-05i,-0.00030272-0.00018298i,8.5568e-05-1.1885e-05i,-2.6515e-05-0.00019267i
-0.0013431+3.4357e-05i,-0.0011909+0.0004131i,-0.00082238+0.0010739i,-0.00039277+0.001429i,-9.8378e-05+0.00091642i,4.9947e-05-0.00025525i,-0.00027947-0.0004053i,-0.00013782-0.00011105i,0.00046848+0.00018045i,0.00057436+0.00065966i,0.00048869+0.00077538i,0.00032139+0.00020621i,0.00032104-0.00046795i,-0.0004803-0.0010739i,-0.00053131-0.0015441i,0.00077366-0.0010353i,0.0013375-0.00032924i,0.00071883-0.00043713i,-0.00016823-0.0001959i,-0.00046001+0.00050531i,-0.00092645+0.00038434i,-0.0011983+0.00019989i,-0.00075506-0.00021518i
0.0005589+0.0017508i,-0.00028368+0.0011467i,-0.00064425+0.00011379i,0.00016418+6.8195e-05i,0.0014601+0.00044909i,0.0018242+0.00014629i,0.0014858-0.00071092i,0.00037312-0.0008105i,-0.00026996-0.00033382i,-0.0002702-0.00016708i,-0.0005286-0.00042937i,-0.00027522-0.00038353i,0.00028351+1.9642e-05i,-0.00015205-6.4421e-05i,-0.00036595-0.00034096i,0.00017415-0.00031467i,0.00056796+5.8432e-06i,0.00052439+0.00043495i,-0.000152+0.00016596i,-0.00022946-0.00032397i,-0.00022371-0.00053866i,0.00012721-0.00067593i,0.00016828-0.00038118i
7.4161e-05-0.00096775i,-0.0003348-0.00084728i,-3.4073e-05+0.00061751i,-1.3846e-07+0.0013631i,-2.6978e-05+0.00069883i,-0.00011457+0.00025145i,-0.00068682-3.0345e-05i,-0.0011615+0.00022545i,-0.00059661+0.00095068i,6.0853e-06+0.001186i,-3.7224e-05+0.00036304i,-0.00011731-0.00027883i,0.00077605+0.0006666i,0.0012657+0.0012925i,0.0012559+0.00086832i,0.001561+0.0007089i,0.0013695+0.00026775i,0.00098055+4.5058e-05i,0.00068098-4.3931e-05i,7.9009e-06-0.00035749i,-0.00050931-0.0002828i,5.6102e-05+0.00012158i,0.00010871+0.00080242i
0.00017516+0.00043843i,0.0001671+0.00078976i,0.0001056+0.00081524i,-0.00035651+0.00042419i,-0.00028079-0.00041096i,-0.00064344-0.0010352i,-0.00079215-0.00079099i,0.0001891+0.00024009i,0.00026497+0.00082296i,-0.00011357+0.00094929i,5.8138e-05+0.00015878i,0.00024305-0.00042916i,0.00029052-0.00036329i,-0.00020636-1.6538e-05i,-0.00094072+0.00051182i,-0.00076685+0.00050136i,-0.00018316+0.00027716i,-0.00029466+0.0001552i,-0.00036991+0.00044637i,-1.9556e-05+0.00077431i,-1.4042e-05+0.00045531i,-0.00044542-0.00037609i,-0.00011165+4.7939e-06i
0.00045834+0.00064151i,0.00091559+8.5606e-05i,0.0019571+4.4104e-05i,0.001937-0.00036157i,0.00089662-0.00041971i,-0.00049138-0.00069455i,-0.00053959-0.0014572i,0.00019659-0.00085283i,0.00018197-7.8799e-05i,-0.00021799+0.00026296i,0.00010052+0.00077302i,0.00051932+0.00089229i,0.00058814+0.00050948i,0.0013279+0.00017294i,0.0019331+9.569e-05i,0.0014803-0.00020932i,0.0015428-0.00075343i,0.0013845-0.00081845i,0.00074916-0.00041195i,0.0002848-0.00019532i,0.00026944-0.00024696i,0.00015452-0.00052455i,0.00011793-0.0005971i
6.2304e-05-0.0003759i,-0.00023058-0.0011684i,-0.00038322-0.0011493i,-0.00097677-0.00056093i,-0.0010509-0.00040325i,-0.0015395-0.00017325i,-0.0012067+4.4085e-05i,0.00031815-1.5388e-05i,0.00011325+0.00025904i,-8.579e-05+0.00018815i,0.00015837-0.00031663i,-0.00044346-0.00083896i,-0.00099239-0.00092729i,-0.0003688-0.00036596i,0.00047486+0.00046251i,0.00058909+0.00074962i,0.00018464+0.00030742i,-0.00038199-0.00038041i,-0.0004111-0.00019356i,-0.00036442-0.00027383i,-0.00016619-0.00059752i,0.00052851-0.00047351i,0.00074935+0.00015496i
8.7525e-06-0.00025728i,-0.0005309+0.0004627i,0.00054669+0.0014928i,0.001346+0.0010742i,0.0010273+0.0007283i,-1.7572e-05+0.0011553i,-0.0009153+0.00072618i,-0.0007537-0.00016503i,-0.00046799-0.00056494i,-0.00081325-0.00021396i,-0.00049629+0.00073473i,-0.00012692-0.00013828i,-0.00030881-0.0003745i,-0.00036164-1.0692e-05i,5.3323e-05-0.00036648i,0.0011922-0.00020457i,0.0014674+0.00037356i,0.00097517+0.00030922i,2.7034e-05-0.00014682i,-0.0006117-0.00046479i,-0.00040646-0.00077016i,-0.00044435-0.00044339i,-0.00031827-0.00013676i
-0.00013897-0.0006553i,0.00067896-0.00097559i,0.00090718-0.0017733i,-9.6632e-05-0.0016887i,-0.0015037-0.0018971i,-0.0012223-0.0021569i,-0.00098821-0.0017173i,-0.00066942-0.00085523i,-0.00020331-0.00044954i,0.00019103-0.00031425i,0.00014554-0.00023653i,0.00020051-0.00011398i,0.00053806+0.00047482i,0.00061333+0.00091244i,0.0003434+0.00074491i,0.00053836+0.0011717i,0.00074987+0.00094179i,0.0010547-0.0008375i,0.0015365-0.0013382i,0.0011221-0.00045282i,0.00043241+0.00071449i,0.0003384+0.000492i,0.00064718+0.00023171i
0.0013344-0.0007515i,0.00043157-0.00072782i,-0.00070125-0.00066838i,-0.001526+0.00045493i,-0.0017515+0.0008899i,-0.0010893+0.00014441i,-0.00066289-0.00019093i,-0.00053817-0.00031755i,-0.00080977-0.00038921i,-0.0007994+1.7198e-05i,0.00014565+0.00014571i,0.0005074+0.00019162i,0.00032223+0.00031021i,0.00037963+0.00036024i,0.00039061-0.0002375i,0.00066167-0.0007691i,0.0010062-0.00072415i,0.00069176-0.00068228i,0.00024717-0.00018783i,0.00014159-0.00010336i,0.00075103-0.0003115i,0.00090717-5.5691e-05i,0.00031213+0.00024653i
0.0008468-0.0011622i,0.00075281-0.0016765i,0.00062276-0.0012574i,0.00031354-0.00046704i,0.00023427-0.0008751i,0.0004483-0.00076546i,0.00072575-2.0294e-05i,0.00052523-0.00025752i,0.00048746-0.00010724i,0.00056098+0.00078133i,-0.00042705+0.00067983i,-0.00047145-1.0768e-05i,0.00028691+5.4447e-05i,0.00074675+0.0006449i,0.0011996+0.00022795i,0.00090559+3.8748e-05i,0.0011016-0.0002301i,0.0016466-0.00045267i,0.0015587-0.00078468i,0.0005469-0.00065593i,-0.00046331+0.0002657i,-0.00018979+0.00073089i,0.00072149+0.00043607i
-0.0010619-0.0021564i,-0.000613-0.0014915i,-0.0011285-0.00055144i,-0.00079914-0.00014298i,-0.00097816-0.00022521i,-0.0014925-0.00026732i,-0.0011185-0.0015167i,-5.1317e-05-0.0016808i,-0.00014515-0.00062916i,-0.00078028-0.00029895i,-0.00075669-0.00072476i,-0.00030032-0.00098859i,0.00027081-0.00029395i,0.00015352-0.0002109i,0.00010889-0.00095321i,0.00044547-0.0010366i,0.00025447-0.00071922i,0.00018334-4.0752e-05i,0.00067152+3.0373e-05i,0.00050146+0.00049787i,-0.00021215+0.0010344i,-0.0004738+0.0005069i,-0.00044046+0.00026103i
-0.00043201+0.0015002i,0.0010524+0.001291i,0.0023913+0.00076659i,0.0023169+0.00036288i,0.0017062-0.00023837i,0.00094413-0.001135i,-0.00045524-0.0011595i,-0.0010108-0.00057729i,-0.00049782-0.00022287i,-0.00019605+0.0002701i,-1.1258e-05+0.0003205i,-7.6529e-05+0.00021795i,-0.00011671+0.00042266i,-0.0002625+0.00014846i,0.00035975-0.00033717i,0.00048673+0.00021853i,0.00074973+0.00029824i,0.00086273-0.00031139i,0.000641-0.00030916i,0.00047188-4.9896e-05i,-0.00039326-0.00035821i,-0.00060223-0.00087863i,-1.1721e-05-0.00029214i
-0.0018037+0.00084586i,-0.0017297+0.00095122i,-0.00097162+0.001585i,-0.00036222+0.0018292i,0.00035556+0.0011993i,0.0011039+0.00055294i,0.00063805+0.00012453i,-1.7248e-05+0.00038134i,-0.00083772+0.0012213i,-0.001119+0.0013023i,-0.00017496+0.0011361i,0.00035458+0.0011632i,-1.8834e-05+4.8391e-05i,-0.00027235-0.00093686i,2.795e-05-0.0010616i,-1.0827e-06-0.00077652i,-0.00014861-0.00019626i,-0.00039391-5.8583e-05i,-0.00030544-0.00012005i,-0.00053892+1.202e-05i,-0.00010126-9.1306e-05i,0.00041828-8.432e-05i,3.0642e-05-1.0654e-05i
-0.00011385-6.6733e-06i,9.8194e-05+0.0010349i,0.00039744+0.0013519i,0.0010517+0.0003609i,0.0010216-0.00080053i,8.2566e-05-0.00068172i,-0.00049914+9.9902e-05i,-8.9719e-05-9.2941e-05i,0.00036037-0.00033711i,0.00015776-0.00041517i,-0.00027324-2.1202e-05i,-0.00046262+0.00057924i,-7.3198e-06+0.0004051i,5.4236e-05+0.00034264i,0.00017853+0.00036052i,0.00070297+6.5535e-05i,0.00094518+2.3832e-05i,0.00059917-0.00042985i,0.00034264-0.0002382i,-0.00016332+6.9493e-05i,-0.00069189-5.7747e-05i,-0.00072422+0.00082691i,-0.00026573+0.00048793i
0.00029941+0.001128i,-0.00062215+0.00045211i,-0.00084491+0.00057283i,0.00084377+0.0009651i,0.0014445+0.00091472i,0.0011087-8.6635e-05i,0.00036597-0.00097403i,-0.00096776-0.00056953i,-0.001103-5.3378e-05i,-0.00078442+3.8761e-05i,-0.00029261-6.1792e-05i,-0.00010417-1.2918e-05i,-0.00025278+0.00012986i,-0.00045016+3.4267e-05i,-0.00031005-0.00023801i,-2.883e-05-0.00034417i,-5.6818e-05+2.2588e-05i,3.3697e-05-0.00011255i,7.086e-05-8.8104e-05i,0.00035107+0.00067687i,0.00039002+0.00056364i,0.00064499-6.6825e-06i,0.00028864+0.00012038i
-0.00078968-0.0014831i,-0.0002574-0.0007268i,-0.0014896-0.00038738i,-0.0027747+0.00059551i,-0.0018377+0.00049472i,-0.0010514+0.00032274i,-0.0014888+0.00019619i,-0.0014763-0.00010732i,-0.00086755-4.5281e-06i,-0.0006516+0.00036571i,-0.00017462+0.00030273i,8.7402e-05+0.00028256i,-0.00023089-0.00013418i,0.00019346-0.0010577i,0.0010987-0.0015672i,0.0011734-0.00082975i,0.0004097-2.651e-05i,0.00023425-0.0002699i,4.2311e-05-0.00047337i,-0.00034002-4.4062e-05i,-0.00039204-2.9549e-05i,3.8649e-05+9.0851e-05i,0.00037772+0.00047197i
0.00063542+0.0013006i,0.00083854+0.0012297i,-0.00037968+0.00035851i,-0.00028693+0.00010288i,0.00068923+0.00037489i,0.00089744+0.0004437i,-3.0597e-05+0.00016884i,-0.00016516+0.0004061i,-0.00034894+0.00069518i,-0.00092849+0.0006702i,-0.00023259+0.00028245i,5.6216e-05-0.00020946i,-0.00019559-0.00015588i,0.00015728-0.00023935i,0.00046498-0.00031657i,0.00054279+0.00013448i,0.00024092+0.00030686i,0.0003034+0.00017708i,-0.00034597+0.00035193i,-0.00086524+0.00065623i,-5.0051e-05+0.00046054i,0.00028475+3.6529e-05i,6.4157e-05-0.0007063i
0.00082633+0.0005426i,-0.00067829+0.0010536i,-0.0018174+0.0011263i,-0.0015483+0.0009019i,-0.00083929+0.00036255i,-0.00080339-0.00051911i,-0.00077905-0.00086593i,-0.00090694-0.00021474i,-0.0011487+0.0004769i,-0.0012228+0.00083037i,-0.0013215+0.00079776i,-0.00096644+0.00074232i,-0.00048214+0.0010654i,-0.0002291+0.0009787i,0.00053968+0.00034872i,0.00048971+0.0005284i,-0.00037974+0.00028384i,-0.00011129+0.00011081i,0.00084654+0.0001473i,0.0010955+0.00013559i,5.7826e-05+0.00026123i,-0.00040325+0.00041682i,0.00051762+0.00040663i
-0.0016852-0.0021196i,-0.0020484-0.0019169i,-0.0017058-0.00086949i,-0.0005444+0.00048313i,-2.8806e-05+0.00035806i,0.00017689-0.0011254i,-0.00042686-0.00096651i,-0.0014127-0.00042271i,-0.0022696-0.00020155i,-0.0014499+0.00020471i,0.00064485+0.00051243i,0.00085218+0.00027935i,0.00031935-0.00014204i,0.0010401+0.00015903i,0.0006981+0.00034906i,-0.00062922-0.000477i,-0.00024811-0.0012766i,0.00061746-0.0019608i,0.00092418-0.0013298i,0.00089593+0.00039789i,0.00067726+0.00053259i,0.00061074-0.0003602i,0.00026233-0.00048448i
-0.0013603-0.00032063i,-0.0015397+0.00050976i,-0.0012805+0.0017898i,-0.00062281+0.0016974i,0.00030266+0.0012228i,0.00053742+0.00019755i,0.00030122-0.001272i,-0.00025605-0.0011102i,-0.00070406-0.00021426i,-0.0003998+0.00040361i,0.0003901+0.00079824i,0.00059571+0.00053955i,0.00024226-0.000393i,-0.00015078-0.00023897i,0.00010258+0.00038221i,4.906e-05+0.00060016i,-0.00015185+6.6045e-05i,0.0001652-0.000602i,0.00056407+6.4518e-05i,-0.00023608+0.00019702i,-0.0010223-0.00015763i,-0.00098573-0.00064699i,-0.00066432-0.00076683i
0.00046393+3.3673e-06i,0.0002813-0.00022022i,7.8266e-05+0.00011928i,0.00015811+0.00054408i,0.00038812+0.00050755i,0.00036879-0.00052204i,6.5422e-06-0.0016622i,-3.9946e-05-0.0011345i,-0.00017197-0.00030275i,8.2738e-05-8.195e-05i,0.0008545-0.00013471i,0.0015295+1.0141e-05i,0.0012326+0.00064519i,0.00035296+0.00029509i,0.00032841-0.00048662i,0.00033503-0.00012708i,0.00072242+0.00026891i,0.0017225+2.2659e-05i,0.0015126+0.00044327i,0.0011237+0.00059379i,0.0014319+7.1606e-05i,0.0016001+0.00014429i,0.00073488+0.00059555i
-0.001429-0.00088484i,-0.0013848-3.3911e-05i,-0.0013993+0.0016346i,-0.0014557+0.0023127i,-0.00046248+0.0020073i,-0.00059494+0.0011266i,-0.0018385+0.0003299i,-0.0016948+0.00064616i,-0.0011355+0.0010379i,-0.0012047+0.00063886i,-0.00087511+0.00041545i,-6.7996e-05-6.8299e-05i,0.0011746-0.00069247i,0.0013544-0.00041183i,0.00056286-0.00032462i,0.00058308-0.00073852i,0.00082524-0.00072211i,0.00063133-0.00041168i,0.00097619-8.6672e-05i,0.0006756-0.00010857i,-0.00010178+0.00017943i,0.00030619+0.00050167i,-6.8966e-07+0.00034183i
0.0012824+0.00072561i,0.0010619+4.1188e-05i,0.0016441-0.00047801i,0.0019846-0.0010462i,0.0010717-0.001527i,0.0003385-0.0015688i,-0.00064696-0.0016429i,-0.0011299-0.0010543i,-0.00060251+0.0002183i,0.00016858+0.00034151i,0.00065721-0.00010396i,0.00027491-0.00012268i,0.00035539-0.00063307i,0.00037848-0.00070926i,0.00034982-7.3002e-05i,0.00057717+0.00025546i,0.0011254+0.00050151i,0.0010749-0.00014777i,0.00077014-0.00084446i,0.0006258-0.00050548i,0.00036208-0.00038657i,0.00043864-0.00073472i,0.0008119-0.00094648i
-0.0011008+0.00054069i,-0.00042745+0.00056982i,0.00013418+0.00056672i,0.0006638+0.00081624i,0.00069971+0.00012553i,-0.00024424-0.0009067i,-0.00050345-0.00056231i,3.9597e-05-0.00081136i,0.0007024-0.0003358i,0.00086352+0.00074846i,0.00060669+0.00015335i,0.0004137-2.3536e-05i,0.00046085+2.0763e-05i,0.00030555-4.6388e-05i,0.00039042+0.00028781i,0.0010501+0.00030113i,0.0010326-0.00050665i,0.00047186-0.001186i,-9.4525e-05-0.00092503i,-0.00041112-0.00016272i,-9.5386e-05+0.00020729i,-0.00011955-0.00041406i,-6.1815e-05-0.00037331i
-0.00011834+0.00061353i,0.00032636-0.00041247i,0.00019259-0.00091798i,1.9363e-05-0.00021107i,-0.00066906-8.5608e-05i,-0.0015882-0.00040004i,-0.0014163-0.00049138i,-0.0014033-0.00042492i,-0.001379-0.00077937i,-0.00058136-0.00026482i,0.00077816+0.00014578i,0.00096124+0.00047563i,-4.241e-05+0.0008448i,-0.00089456+0.0006224i,-0.00050097+0.00071241i,-0.00011606+0.00092778i,-6.2901e-05+0.00058802i,0.00013168-4.6034e-06i,-0.00016396-0.00052991i,-0.0002574-0.00018332i,-0.00039154-0.00019106i,-7.1021e-05-2.6459e-05i,0.00051818+0.00059045i
0.0012779-0.00065371i,0.0004919-0.00021218i,0.00036436+0.00097259i,0.00039118+0.001778i,0.00014443+0.0015431i,0.00031921+0.0005766i,0.00049066-0.00014433i,0.00098518-0.00030184i,0.00062527-0.00017329i,-0.00026473+0.00029212i,0.00013096+0.00038456i,0.0005453+2.2617e-05i,0.0010287-8.2053e-05i,0.0014207+0.00025893i,0.00066845+3.2229e-05i,0.00030517+0.00032444i,-7.9293e-06+0.0001174i,-0.00039942-0.0008023i,-0.00037897-0.00041052i,-0.00010523+0.00034704i,-7.5952e-05+0.00046593i,0.00037397+0.00061562i,0.00071456+0.00088349i
-0.0012451-0.0002003i,-0.0011566+0.00032534i,-0.001812+0.00095764i,-0.0013848+0.00049328i,-0.0010444+0.00018952i,-0.00088655+0.00033264i,-0.00044276+0.00028346i,-0.00042744+0.00021826i,-0.00084915+0.00023289i,-0.00097132+0.00064446i,-0.00074269+0.00014622i,-7.913e-05-0.00040423i,0.0011393-7.097e-05i,0.0013994+0.00038888i,0.00098417+0.00022559i,0.00082618-0.00044158i,0.0010281-0.00093628i,0.0010135-0.00075719i,0.00082469-0.00076865i,0.0006083-0.00027957i,0.00039771+9.1751e-06i,-3.7043e-05-0.00062636i,-0.00072181-8.1494e-05i
-0.0015827-0.0017877i,-0.00097808-0.0005554i,-0.0014245+0.0010578i,-0.0016257+0.0015118i,-0.00041049+0.0011182i,0.00018135+0.00020172i,-4.6526e-05-0.0001085i,0.00025274-4.5454e-06i,-2.3662e-05+0.00025986i,-0.00087437+0.0010511i,-0.0010694+0.00096472i,-0.00036107+0.00023407i,0.00043159-0.00024369i,0.00083722-0.00022752i,0.00079877+4.0106e-05i,0.00093868-0.00025799i,0.00074176-0.00051283i,0.00045565-0.0003856i,0.00026186+4.3929e-05i,0.00078096+0.00037294i,0.00045683+0.00079201i,-0.00068432+0.00047865i,0.00037965-0.0002108i
0.0015718+0.0006827i,0.0012402+0.0011607i,0.0009698+0.0014587i,0.0014947+0.0013007i,0.0017889+0.00088199i,0.0010521-0.00040097i,-0.00056505-0.0011709i,-0.0013308-0.00071027i,-0.0014213+0.0002476i,-0.0008793+0.00085089i,0.00052146+0.001053i,0.00086912+0.00040441i,0.00048701-0.0002871i,0.0004807-0.00019477i,0.00012775+0.00019867i,0.00044428-0.00013661i,0.0011833-8.8896e-05i,0.0006523+0.00010623i,-5.9003e-05-4.0999e-05i,0.00010976-0.00022835i,0.00039461-9.9172e-05i,0.00029762+0.00029043i,0.00050412-1.1399e-05i
-0.00064864-2.2238e-05i,-0.00067293-0.00012422i,9.2341e-05+0.00038076i,0.0015869+0.00068224i,0.0015121+0.0005337i,0.00084713-0.00014525i,0.00014604-0.00058005i,-0.00063703-0.00024474i,-0.00040955-7.0636e-05i,-0.00037643+0.00040291i,0.00019606+0.001097i,0.0007806+0.00084824i,0.00060855+0.00010335i,0.00020233-8.7649e-05i,0.00015828+3.6037e-05i,0.00082358-7.4393e-05i,0.0013479+4.9213e-05i,0.00089523-0.00058131i,3.412e-05-0.001968i,-0.00020271-0.0018038i,0.00035845-0.0003702i,0.00087288-0.0001169i,0.00084835-0.00061918i
0.00063852-0.00025529i,-2.4267e-05+7.7656e-05i,-0.0010855+4.37e-05i,-0.00067469+0.00029764i,-0.00068501+0.00097744i,-0.00092439+0.001335i,-0.00082303+0.0014601i,-0.00064334+0.00069537i,-0.00081821-0.00018284i,-0.00094787+4.7417e-05i,-0.00079724-9.2764e-06i,-0.00039298+0.00039904i,0.00017221+0.00085605i,0.00064217+0.00024999i,0.00054051-0.00046165i,0.0003596-0.00044312i,0.00070537-9.7795e-05i,0.00071416-0.00020831i,0.00061043-0.0008564i,0.00093477-0.00060227i,0.0010363-0.0007741i,0.00073405-0.0010362i,0.00042157-0.00036184i
0.00072214-0.00056095i,6.5306e-05-0.00028445i,0.00055875+0.00052449i,-0.00028144+0.00088359i,0.00016751+0.00056001i,0.0011085-0.00033565i,0.00042711-0.00086934i,-0.00026207-0.00095587i,-0.0010333-0.00072116i,-0.00043946+2.2685e-05i,0.00036808+9.3489e-05i,0.00042734+6.9281e-05i,0.00083365+0.000308i,0.00099917+0.00023788i,0.00049143-0.00022812i,0.0014394-0.00038913i,0.0017083+8.4453e-05i,0.00030938+0.0007005i,-0.00068109+0.00026079i,-0.00050033+0.00053439i,-0.0002532+0.00074561i,-6.0825e-06-0.00064135i,0.00096339-0.00078503i
-0.00020454-0.00024706i,-5.3227e-05-0.00076223i,6.032e-05-0.00058243i,-0.00099706-0.00048099i,-0.0023851-0.0016168i,-0.001457-0.0018935i,-0.00023287-0.00072397i,-0.0001501-0.00026598i,-0.00019915+0.00065335i,1.0344e-05+0.0014798i,0.00021129+0.0011845i,0.00017223+0.00018516i,-7.965e-05-0.00047422i,-0.0002994-0.00012111i,-0.0005612+2.3252e-05i,-0.00048165-0.00058506i,-0.00043861-0.00096195i,-0.0010682-0.0013268i,-0.00068846-0.0015427i,0.00031699-0.0012941i,0.00018753-0.00073571i,0.00019966-0.00043539i,0.00022159-7.2515e-05i
0.00060905-0.0013059i,0.00021347-0.0017901i,-0.00076724-0.0003592i,-0.0010162+0.00013654i,-0.0004044-0.00073355i,-0.0005631-0.00053646i,-0.0015706-0.00042658i,-0.0016784-0.0006203i,-0.00056142-0.00032153i,-9.4414e-05+0.00010531i,0.00024622-0.00018588i,0.00051813-6.313e-06i,0.00059864+0.00085981i,0.00088469+0.00019373i,0.0016623-0.0010386i,0.0019803-0.00066897i,0.0013479-0.00059062i,0.0012473-0.00057733i,0.00092192+0.00045859i,0.00012706+0.00035492i,-0.00033056+0.00010433i,-0.00027948+0.00084556i,-0.00076224+0.0009929i
0.0023593-0.0011141i,0.0009328-0.00020337i,0.0003373-0.00061624i,0.00068002-0.00032263i,0.00041074+0.00059513i,-0.00070188+0.0011216i,-0.0015289+0.00084724i,-0.00085904+4.7789e-05i,-0.00047343-1.0573e-05i,-4.3896e-05+0.00046057i,0.0010749+0.00064605i,0.0017034+0.00085735i,0.0015119+0.00043413i,0.00091014+0.00025482i,0.00031999+0.00097762i,0.00059117+0.00052727i,0.0013753-0.00024154i,0.0011911-0.00046562i,0.00051752-0.00081474i,0.00097976-0.00041371i,0.0011836+0.00011183i,0.00034686-0.00010811i,6.2095e-05-0.00057574i
-0.00048518-0.00065749i,-0.00010028-0.00069423i,-0.00080557-0.00086151i,-0.0011177-0.00060496i,-0.00085374-0.00082989i,-0.00077647-0.0015358i,-0.00072162-0.0014246i,8.1039e-06-0.00078932i,0.00066408+0.00026153i,0.0002579+0.00065822i,0.00020654+0.00087972i,9.9511e-05+0.00089039i,-0.00034574+0.00032021i,-3.8304e-05+0.0003929i,0.00025275+0.00053291i,0.00076114-0.0003445i,0.0012488-0.0002815i,0.00069844-0.00026186i,0.00010682-0.00048535i,0.00031106-9.0576e-05i,0.00012087-9.4093e-05i,-7.6934e-05+0.00010686i,0.0003897+0.0002089i
0.0015071-0.00050206i,0.001655+0.0004816i,0.0013477+0.00011922i,0.00068911-0.00098117i,-0.00020304-0.00089722i,-0.00018776-0.00059984i,-0.00015468-0.00098636i,-4.9177e-06-0.00048936i,-0.00010724+0.00015704i,-0.0011311+0.00021949i,-0.00072168+0.00014191i,0.00073478+0.00018534i,0.0013864+0.00016123i,0.0011445-0.00028586i,0.00084867-0.00023414i,0.00049463+7.3406e-05i,0.00030694+0.00017469i,-0.00013057+0.00021466i,-0.0005786-2.0025e-05i,0.00030175-0.00029055i,0.00099318-8.5888e-05i,0.00072523+0.00018244i,0.00054746+0.00045095i
-0.00056093+0.0017019i,0.00031675+0.0012733i,0.0010016+0.00068723i,0.0010195+0.00057495i,0.00029076-0.000235i,-0.00044163-0.00092122i,-0.00104-0.00056719i,-0.0011728+0.00015088i,-0.00033587+0.00026783i,0.00014346+0.00012468i,0.00011861-0.00043544i,0.00025091-0.00046681i,4.9944e-05-0.00043801i,6.6307e-06+0.00011827i,0.00067665+0.0007432i,0.0013185+0.00085813i,0.0010874+0.00025012i,0.0013404-0.00057658i,0.00091137-0.00039177i,0.00023095-0.0002541i,-0.000182+8.9547e-05i,-0.00069971+9.4559e-05i,-0.00053171-0.00035756i
-0.00014504+0.00059918i,0.0009155+0.00037273i,0.0010291-0.00097147i,0.00080493-0.001431i,0.00031146-0.00091779i,-0.00044843-0.00024504i,-0.00048144-0.00038391i,-5.8415e-05-0.00052922i,-0.00030105+0.00010528i,-0.00064983+0.00096211i,0.00011832+0.0012363i,0.00065234+0.0010289i,-5.3171e-05+6.7749e-05i,0.00026674-0.00036008i,0.00055734-0.00017138i,0.00027972-0.00050296i,0.00016728-0.00018072i,0.00033585+0.00028538i,0.00052152-0.00018507i,0.00047346-0.00046191i,0.00039216-2.3326e-05i,0.00096586+0.0005568i,0.00053327+0.00022823i
-4.0193e-05-0.0004188i,-0.0010913-5.7835e-05i,-0.0019139-0.00010348i,-0.0015932+0.00046311i,-0.00025783+0.00078634i,0.00077711+4.7596e-05i,0.00014274-4.7893e-05i,-0.00032572+8.7374e-05i,-0.0010999+3.1172e-05i,-0.0018011-0.00014797i,-0.00083154-0.00024459i,-0.00076555-1.8692e-05i,-0.00019673-3.8788e-05i,0.0011833+1.7239e-05i,0.00086598+1.4614e-05i,0.00027235+1.5699e-05i,0.0007812+0.00013413i,0.0013861-0.00061929i,0.0011053-0.0014034i,-0.00020401-0.001762i,0.00023748-0.0012445i,0.0010387-0.00074927i,0.00080105-0.0003241i
0.00039416-0.00068441i,0.00018318-0.0011612i,0.00031462-0.0012344i,0.00053976-0.0015314i,0.00011488-0.0018206i,1.9248e-05-0.0014677i,-0.00010118-0.00077963i,-0.00060021-0.00073863i,-0.00021751-0.00069649i,-0.00044157-0.0002424i,-0.00051868-0.00011561i,0.00018587-0.00017045i,8.7898e-05-0.00021525i,0.00044066-0.00054327i,0.00067316-0.00065985i,0.00092139-0.00027627i,0.00066782+0.0001597i,0.00020416+0.00019796i,-0.00015395+0.00025698i,-0.00029761+0.00011073i,1.0084e-05+9.2492e-05i,0.0002521+1.368e-05i,0.00012509+0.00068133i
