-0.0021372-0.00091746i,-0.0031802-0.00022316i,-0.0031393+0.00061103i,-0.0025399+0.00037663i,-0.0020103-0.00041573i,-0.0018307+9.3093e-05i,-0.0011579+0.0013791i,-4.0917e-05+0.0012829i,0.00050021+0.0010651i,0.0005726+0.0014458i,0.00078221+0.0013788i,0.00044989+0.00086796i,0.00032841+5.5858e-05i,0.00092841+0.00023695i,0.0012106-0.00034029i,0.00073741-0.00097603i,0.00069315-0.00035545i,0.00071112+0.00030988i,0.00027946-6.0196e-05i,0.00019569+0.00014914i,0.00016066+0.00032932i,1.1369e-05+0.000251i,-6.4626e-05+2.8669e-05i
0.004156+0.0072713i,0.01383+0.055655i,0.025477+0.1676i,0.038734+0.31114i,0.051924+0.36834i,0.066302+0.28539i,0.060719+0.14662i,0.010204+0.052188i,-0.033665+0.041741i,-0.013605+0.053437i,0.0099899+0.02888i,-0.0040747+0.01108i,-0.012273+0.020244i,-0.0025185+0.025679i,0.016317+0.023624i,0.043752+0.00039578i,0.054415-0.051996i,0.042869-0.096468i,0.031635-0.097282i,0.020745-0.057115i,0.011061-0.014885i,0.0070566+0.00023862i,-0.00063988-0.0012325i
-0.0011002-0.015022i,-0.010937-0.063593i,-0.043922-0.16996i,-0.12601-0.26767i,-0.22807-0.22338i,-0.25624-0.060581i,-0.18684+0.024506i,-0.11403-0.014924i,-0.083772-0.083408i,-0.070542-0.11709i,-0.052018-0.095529i,-0.013046-0.053658i,0.028613-0.033204i,0.048753-0.03117i,0.035902-0.041762i,-0.012388-0.04578i,-0.059084-0.015683i,-0.072868+0.019568i,-0.064306+0.019012i,-0.046321-0.0048517i,-0.025328-0.021161i,-0.0093074-0.027093i,-0.0046461-0.032257i
-0.0032908+0.01504i,-0.011222+0.06675i,-0.018757+0.18743i,0.029938+0.34162i,0.17343+0.37952i,0.30623+0.23213i,0.26758+0.07938i,0.14741+0.077158i,0.11236+0.13445i,0.10331+0.12203i,0.051467+0.072558i,0.007559+0.041154i,-0.012241+0.013559i,-0.029067-0.0071945i,-0.036274-0.0052421i,-0.032569+0.0080904i,-0.03022+0.013713i,-0.037356+0.0082159i,-0.050118+0.0036395i,-0.046304+0.010028i,-0.026492+0.016086i,-0.01502+0.014292i,-0.013674+0.01967i
0.0035972-0.011272i,0.031275-0.059494i,0.097387-0.17606i,0.16109-0.34093i,0.12038-0.41906i,-0.035559-0.30238i,-0.1188-0.10049i,-0.065625-0.0087835i,-0.034299-0.030368i,-0.050539-0.037615i,-0.037596-0.021857i,-0.017279-0.026355i,-0.01444-0.029901i,-0.015122-0.022426i,-0.022222-0.0030091i,-0.020782+0.036986i,0.010391+0.078496i,0.049743+0.10411i,0.063601+0.10454i,0.045199+0.069069i,0.014758+0.022134i,-0.004718-0.0030719i,-0.011558-0.013091i
-0.0062671+0.017185i,-0.032603+0.05499i,-0.086364+0.1281i,-0.13293+0.18493i,-0.11576+0.12887i,-0.031883-0.015817i,0.023105-0.096798i,0.015006-0.082404i,0.007753-0.063987i,0.010414-0.053866i,0.0071343-0.028375i,-0.0021329-0.0045222i,-0.017053+0.014325i,-0.018242+0.032163i,0.01033+0.03443i,0.048798+0.0054725i,0.059939-0.047576i,0.039559-0.085519i,0.018987-0.075793i,0.0148-0.034279i,0.01678+0.00013977i,0.016988+0.014356i,0.021687+0.020295i
0.0025525-0.011978i,0.042104-0.038951i,0.11339-0.098035i,0.1469-0.14701i,0.048685-0.079698i,-0.099161+0.085525i,-0.10585+0.17279i,-0.028222+0.13266i,-0.01614+0.095491i,-0.019509+0.097716i,-0.003003+0.07753i,0.0072705+0.05699i,0.03097+0.049814i,0.053581+0.03123i,0.048726+0.0073098i,0.027296-0.013312i,0.0046949-0.02217i,0.0025531-0.019501i,0.01893-0.021162i,0.022423-0.023219i,0.0079079-0.016771i,-0.0084846-0.011356i,-0.022791-0.011115i
-0.0079464-0.004049i,-0.064323+0.019353i,-0.18962+0.079665i,-0.30323+0.17737i,-0.23833+0.21069i,-0.021942+0.10461i,0.085934-0.04936i,0.041353-0.10349i,0.00616-0.066282i,0.003065-0.034871i,-0.0023873-0.019401i,-0.000183-0.010808i,0.0010151-0.0083654i,-0.00099797-0.007134i,-0.0060326-0.020505i,-0.028758-0.034488i,-0.065436-0.025515i,-0.09773-0.007139i,-0.1057+0.0008142i,-0.075696-0.00043933i,-0.024912-0.00042251i,0.011512+0.0045253i,0.029535+0.0084683i
0.013235+0.002025i,0.060544-0.0040401i,0.16735-0.013041i,0.28279-0.014584i,0.29765+0.020151i,0.20049+0.076058i,0.10551+0.086126i,0.078276+0.027808i,0.093096-0.047526i,0.099022-0.084856i,0.074451-0.073936i,0.047402-0.049729i,0.03094-0.053435i,0.006296-0.065646i,-0.023525-0.040781i,-0.029773+0.013836i,0.004219+0.058271i,0.052383+0.067324i,0.068642+0.046145i,0.046001+0.01944i,0.011957+0.0039i,-0.0084149+0.0013813i,-0.017004-0.0020848i
-0.018332+0.004597i,-0.066749-0.0078714i,-0.1694-0.041258i,-0.27267-0.11096i,-0.26942-0.2127i,-0.17788-0.27928i,-0.12674-0.22086i,-0.13319-0.06539i,-0.13342+0.049036i,-0.10921+0.066143i,-0.069714+0.034215i,-0.041625+0.00047783i,-0.032993-0.0050195i,-0.022597+0.010715i,-0.0047749+0.024853i,0.018809+0.025621i,0.034023+0.0060735i,0.023568-0.010026i,0.002235-0.0020986i,-0.011+0.0077216i,-0.0092031+0.0034029i,0.0034654-0.0092974i,0.01237-0.020436i
0.016547-0.0044584i,0.071999+0.011206i,0.19421+0.0413i,0.3157+0.069718i,0.28445+0.10088i,0.12153+0.15064i,0.035921+0.17293i,0.05532+0.11235i,0.047135+0.03821i,0.011101+0.020687i,-0.0059334+0.025947i,-0.013991+0.035395i,-0.020784+0.042056i,-0.023389+0.038703i,-0.0085506+0.035077i,0.018097+0.021407i,0.028863-0.012655i,0.021534-0.052154i,0.006853-0.070513i,-0.0063954-0.046934i,-0.0094073-0.0057258i,-0.01033+0.011464i,-0.022698+0.015338i
-0.010913-0.0042033i,-0.047208-0.036708i,-0.12844-0.10849i,-0.22612-0.19355i,-0.25354-0.22622i,-0.19364-0.19214i,-0.10943-0.1323i,-0.023647-0.061415i,0.064153-0.0042126i,0.10715+0.014232i,0.087162+0.01102i,0.052824+0.0059188i,0.038422+0.0094093i,0.04249+0.015164i,0.050107-0.00056525i,0.030206-0.031451i,-0.028715-0.029623i,-0.080622+0.019935i,-0.081796+0.067912i,-0.041997+0.067429i,-0.0043513+0.027952i,0.0056976-0.00044366i,0.0082198-0.0034312i
0.0098316+0.012676i,0.037127+0.059336i,0.098074+0.17338i,0.18212+0.31657i,0.23678+0.37264i,0.23343+0.29376i,0.15521+0.15166i,0.018416+0.023647i,-0.093743-0.048138i,-0.11899-0.052902i,-0.081162-0.030553i,-0.038516-0.018833i,-0.0086955-0.011664i,0.0053291-0.011728i,-0.0091696-0.018222i,-0.027162-0.0036496i,-0.0096022+0.02654i,0.024965+0.039353i,0.040236+0.025247i,0.039279-0.0015821i,0.02886-0.016677i,0.015406-0.010203i,0.011233+0.0055879i
-0.0066414-0.0039809i,-0.035326-0.048759i,-0.1046-0.14638i,-0.20529-0.25204i,-0.26461-0.27483i,-0.25123-0.207i,-0.17826-0.1071i,-0.064606-0.029374i,0.025594-0.022237i,0.047607-0.066665i,0.033186-0.082823i,0.025278-0.061303i,0.027061-0.042453i,0.033039-0.033898i,0.029986-0.033936i,0.0127-0.035062i,0.010658-0.022765i,0.042359-0.010064i,0.075333-0.010945i,0.058048-0.019951i,0.0094101-0.022507i,-0.011011-0.01939i,-0.0052792-0.032523i
-0.00043137+0.017628i,0.0020122+0.067084i,0.0057826+0.18374i,0.02517+0.32346i,0.074253+0.36834i,0.14999+0.28622i,0.18132+0.17409i,0.12972+0.13463i,0.067378+0.17772i,0.033709+0.20293i,-0.00053269+0.15219i,-0.034804+0.084999i,-0.04606+0.035585i,-0.054032+0.0031278i,-0.061098+0.014575i,-0.036702+0.043001i,-0.0014679+0.020969i,-0.0052756-0.045168i,-0.047189-0.088293i,-0.073881-0.062005i,-0.051089-0.0048178i,-0.016671+0.01949i,-0.0081818+0.021802i
0.00078015-0.024964i,0.016334-0.083082i,0.05031-0.22008i,0.06728-0.37811i,0.017496-0.38987i,-0.067923-0.23311i,-0.082945-0.10386i,-0.027386-0.11935i,0.00084454-0.19887i,-0.013323-0.20993i,-0.011876-0.13941i,0.013606-0.07224i,0.01723-0.045758i,0.0042535-0.031291i,0.0077852-0.020593i,0.0056319-0.021683i,-0.026546-0.01943i,-0.06871-0.0032645i,-0.082198+0.019174i,-0.054259+0.037175i,-0.02362+0.039306i,-0.014515+0.027821i,-0.018443+0.015527i
-0.00021512+0.010868i,-0.014245+0.051936i,-0.037507+0.13647i,-0.02733+0.1998i,0.053996+0.12724i,0.14102-0.034913i,0.12943-0.11607i,0.052843-0.072766i,0.025263+0.010458i,0.051722+0.057893i,0.053516+0.06622i,0.020607+0.066647i,-0.001963+0.066298i,-0.0089817+0.062737i,-0.0060104+0.064432i,0.012272+0.068162i,0.023262+0.07414i,0.011124+0.10005i,-0.00060934+0.12801i,0.013772+0.10501i,0.038164+0.036954i,0.036818-0.0094668i,0.025679-0.0057905i
0.0045813-0.0129i,0.041437-0.047519i,0.11868-0.12476i,0.17002-0.21664i,0.074819-0.22042i,-0.11496-0.098007i,-0.19853+0.038703i,-0.16791+0.083353i,-0.16389+0.069774i,-0.16883+0.064117i,-0.1098+0.046272i,-0.040348+0.018533i,-0.0020626+0.021471i,0.026481+0.030071i,0.042573+0.0050409i,0.039156-0.030101i,0.044021-0.040717i,0.082969-0.033983i,0.12021-0.039858i,0.097385-0.053776i,0.039901-0.042651i,0.013185-0.017748i,0.011271-0.019699i
-0.014426+0.010047i,-0.069327+0.044173i,-0.19631+0.12865i,-0.32431+0.2464i,-0.3053+0.28059i,-0.14018+0.15914i,-0.006714+0.0088791i,0.047009-0.031207i,0.11081-0.018106i,0.15345-0.038535i,0.12125-0.058956i,0.071808-0.05508i,0.047047-0.050602i,0.038319-0.047221i,0.033599-0.04096i,0.022704-0.039753i,0.013521-0.04558i,0.011998-0.055736i,0.0052118-0.056987i,-0.011561-0.040817i,-0.02596-0.022576i,-0.027051-0.011334i,-0.015204+0.0012722i
0.015922+0.0039292i,0.060114-0.0080893i,0.15611-0.015305i,0.2553+0.017589i,0.26697+0.12639i,0.19355+0.25128i,0.11637+0.2669i,0.067221+0.17579i,0.031593+0.10331i,0.020676+0.083041i,0.027298+0.056478i,0.036346+0.014835i,0.050866-0.019621i,0.052217-0.042087i,0.022105-0.047248i,-0.016846-0.038428i,-0.044504-0.040612i,-0.072469-0.066619i,-0.096644-0.087031i,-0.085089-0.066534i,-0.040139-0.026443i,-0.0067957-0.0090126i,-0.0080372-0.0071369i
-0.015885+0.0016581i,-0.067068-0.0069118i,-0.17856-0.035089i,-0.28647-0.08266i,-0.2584-0.15623i,-0.11968-0.24299i,-0.036364-0.26754i,-0.031061-0.2021i,-0.03627-0.15778i,-0.064344-0.16986i,-0.099422-0.13978i,-0.10573-0.07127i,-0.10437-0.026855i,-0.099071-0.0085283i,-0.079809+0.0056772i,-0.060959+0.032197i,-0.053834+0.072723i,-0.058125+0.11832i,-0.046847+0.1492i,-0.0092708+0.13501i,0.018957+0.078956i,0.017976+0.030992i,0.015567+0.011518i
0.013382-0.005916i,0.070617+0.0057383i,0.19563+0.022372i,0.32807+0.0091924i,0.31987-0.028409i,0.196-0.0093027i,0.12179+0.06102i,0.10605+0.080944i,0.09196+0.069328i,0.083997+0.080428i,0.0674+0.075193i,0.030177+0.055741i,0.0026643+0.045099i,-0.0084313+0.045558i,0.00028491+0.064559i,0.034022+0.078556i,0.065745+0.074907i,0.081174+0.069314i,0.072773+0.050414i,0.035811+0.016807i,0.0020244+0.0015536i,-0.0033847+0.0056037i,-0.00041237+0.0059993i
-0.017736-0.013072i,-0.054589-0.042587i,-0.13966-0.12329i,-0.26386-0.22795i,-0.36732-0.26057i,-0.40388-0.18876i,-0.34004-0.088106i,-0.21241-0.038846i,-0.14417-0.03439i,-0.13302-0.016801i,-0.09962+0.0066997i,-0.051141+0.020279i,-0.018114+0.043128i,-0.00038527+0.05609i,0.013704+0.037349i,0.025538+0.0069988i,0.030332-0.01708i,0.031987-0.03851i,0.032289-0.058618i,0.0165-0.057055i,-0.015093-0.026139i,-0.031087+0.0067327i,-0.027442+0.019116i
0.013171+0.011971i,0.03942+0.057624i,0.10027+0.16792i,0.19426+0.30233i,0.29124+0.34069i,0.35041+0.24348i,0.32096+0.1017i,0.21024+0.013738i,0.13304-0.0025789i,0.13358+0.00011255i,0.13219-0.0036081i,0.10328-0.00012309i,0.082478+0.0050236i,0.07624+0.0019059i,0.069565-0.011259i,0.053935-0.032599i,0.035765-0.057106i,0.021974-0.07642i,0.0017074-0.068304i,-0.012512-0.03527i,0.0006588-0.01866i,0.010531-0.030632i,0.00071259-0.03727i
-0.0053845-0.002598i,-0.027817-0.050113i,-0.076968-0.14702i,-0.14295-0.23337i,-0.17944-0.19737i,-0.16837-0.06451i,-0.13233+0.042118i,-0.075014+0.097963i,-0.024764+0.11694i,-0.027352+0.093341i,-0.043606+0.05526i,-0.026509+0.016363i,0.00075583-0.032776i,0.004296-0.070434i,-0.028018-0.077135i,-0.0748-0.065305i,-0.10974-0.051492i,-0.1324-0.034087i,-0.12867-0.0088187i,-0.083092+0.012743i,-0.022836+0.020077i,0.013725+0.015903i,0.024017+0.0063762i
-0.0047112+0.017954i,-0.0043522+0.068842i,-0.011859+0.18792i,0.0015206+0.31486i,0.067265+0.28282i,0.13384+0.053426i,0.11038-0.16145i,0.019527-0.21534i,-0.034083-0.17848i,-0.021802-0.13314i,0.00059698-0.092047i,-0.0050561-0.06519i,-0.025241-0.052497i,-0.038755-0.047221i,-0.044295-0.03629i,-0.041761-0.0096813i,-0.023742+0.01623i,0.012666+0.039557i,0.056613+0.060188i,0.069194+0.046621i,0.033094+0.0065503i,-0.0059908-0.014276i,-0.014992-0.015846i
1.8435e-05-0.016433i,0.021551-0.064646i,0.073616-0.16725i,0.1078-0.25985i,0.040645-0.1803i,-0.07735+0.080865i,-0.098255+0.26918i,-0.034141+0.23663i,0.0013374+0.12857i,0.010295+0.083379i,0.024287+0.058046i,0.028511+0.0089373i,0.016564-0.035409i,-0.00023451-0.04967i,-0.0058854-0.034886i,-0.0039837-0.010616i,-0.012492+0.0081502i,-0.031406+0.018297i,-0.045657+0.010917i,-0.038044-0.0068076i,-0.014107-0.013884i,0.0018124-0.008714i,0.002001+0.0037746i
-0.0023718+0.011998i,-0.025789+0.057449i,-0.081402+0.13623i,-0.13671+0.18788i,-0.11968+0.10002i,-0.042137-0.1022i,-0.0063007-0.20894i,-0.011556-0.12695i,0.01219-0.0089337i,0.021352+0.0070448i,-0.014593-0.0085172i,-0.035169+0.032036i,-0.014965+0.093135i,0.018187+0.12467i,0.060308+0.11524i,0.11042+0.075587i,0.14723+0.034865i,0.15176+0.0079347i,0.11546-0.0068363i,0.063503+0.00037523i,0.038991+0.018085i,0.034769+0.017356i,0.021969+0.0046702i
0.012251-0.0040117i,0.048659-0.036002i,0.135-0.10535i,0.22134-0.18672i,0.21764-0.18021i,0.14786-0.033842i,0.11193+0.1127i,0.098279+0.1017i,0.065782+0.0054426i,0.048818-0.043381i,0.045839-0.046711i,0.029769-0.030249i,0.028222-0.0030032i,0.046398+0.0060719i,0.05636+0.00025163i,0.05675+0.004329i,0.053245+0.025082i,0.034314+0.044059i,-0.0082911+0.041066i,-0.040061+0.025362i,-0.02876+0.016059i,-0.0037838+0.01516i,0.010047+0.020384i
-0.0081241+0.0096467i,-0.062986+0.018714i,-0.19699+0.028564i,-0.38093+0.028844i,-0.49564-0.0078906i,-0.48093-0.081932i,-0.36151-0.12531i,-0.16786-0.10434i,-0.020918-0.078464i,-0.0018213-0.052801i,-0.020156-0.0089823i,-0.017504+0.016308i,-0.010823+0.033735i,0.015355+0.05768i,0.046526+0.048422i,0.047712+0.0051444i,0.034352-0.040967i,0.027272-0.080991i,0.025889-0.097169i,0.010299-0.076716i,-0.025272-0.038664i,-0.043674-0.011616i,-0.041836-0.010589i
0.01049-0.014733i,0.054596-0.015643i,0.14903-0.0035482i,0.26325+0.041856i,0.32573+0.1168i,0.34097+0.16473i,0.29705+0.11281i,0.11826+0.022234i,-0.068179+0.020058i,-0.099092+0.055085i,-0.055508+0.039116i,-0.027853+0.0059433i,-0.012141-0.03797i,-0.032019-0.084491i,-0.076473-0.063851i,-0.099532+0.012581i,-0.10316+0.077726i,-0.089644+0.1127i,-0.048336+0.10859i,-0.011401+0.0662i,-0.0068505+0.015216i,-0.016889-0.0179i,-0.02066-0.032557i
-0.013049-0.0029977i,-0.050058-0.019112i,-0.12254-0.065416i,-0.18491-0.12357i,-0.16849-0.12705i,-0.11333-0.054486i,-0.074319+0.044939i,0.0095268+0.094225i,0.095899+0.049857i,0.095021-0.017757i,0.065021-0.03678i,0.053417-0.035398i,0.036764-0.033743i,0.0096427-0.016865i,-0.02931-0.0019729i,-0.082192-0.0033541i,-0.14271-0.01383i,-0.19397-0.021515i,-0.1917-0.014467i,-0.12391+0.0049506i,-0.038658+0.027626i,0.016467+0.033861i,0.029016+0.020186i
0.01114+0.011399i,0.058731+0.049583i,0.16605+0.14275i,0.32304+0.22087i,0.42259+0.1249i,0.35713-0.14442i,0.18021-0.31823i,0.058195-0.25983i,0.068867-0.13432i,0.10748-0.071899i,0.075242-0.038581i,0.019237+0.00041862i,-0.011983+0.020424i,-0.039946+0.0085614i,-0.061652+0.0018418i,-0.052247+0.016717i,-0.008241+0.020384i,0.054045+0.0038047i,0.098345-0.010455i,0.094418-0.016456i,0.047123-0.014333i,0.0064125+0.0078948i,0.0092395+0.028177i
-0.012109-0.00013558i,-0.043415-0.031513i,-0.10635-0.095013i,-0.19284-0.13681i,-0.26467-0.034075i,-0.24721+0.2298i,-0.12999+0.42159i,-0.059481+0.40288i,-0.10804+0.32447i,-0.12653+0.2708i,-0.059425+0.16546i,-0.026021+0.027296i,-0.034233-0.031673i,-0.0064699-0.024771i,0.037165-0.038884i,0.047038-0.080431i,0.030554-0.09849i,0.0090805-0.069563i,-0.018896-0.014939i,-0.035024+0.02068i,-0.020054+0.0093399i,-0.0050315-0.016582i,0.002193-0.014759i
0.0099039+0.0069393i,0.0093632+0.035373i,-0.011617+0.084146i,-0.070901+0.10652i,-0.1356+0.011131i,-0.16138-0.1902i,-0.16119-0.32242i,-0.12828-0.30076i,-0.074009-0.23312i,-0.074194-0.18259i,-0.10181-0.087856i,-0.064668+0.026097i,-0.0038817+0.0564i,-1.761e-05+0.023715i,-0.010365+0.0053175i,0.026363-0.003345i,0.085421-0.044188i,0.097055-0.10005i,0.040555-0.123i,-0.018454-0.095493i,-0.025779-0.046224i,-0.0096088-0.025178i,-0.015682-0.022721i
-0.0052527-0.012252i,0.0076696-0.059933i,0.046429-0.15524i,0.12501-0.20919i,0.25445-0.085501i,0.41017+0.13055i,0.4762+0.1798i,0.37192+0.061207i,0.25263-0.02466i,0.2343-0.043507i,0.19345-0.061055i,0.098158-0.041428i,0.065177+0.0066522i,0.099993+0.0044577i,0.12618-0.04036i,0.11432-0.067009i,0.08199-0.033127i,0.055311+0.047677i,0.043094+0.11502i,0.050305+0.12164i,0.053816+0.056217i,0.012062-0.016064i,-0.04146-0.022011i
-0.011874+0.013756i,-0.028278+0.065721i,-0.088476+0.17278i,-0.21231+0.28561i,-0.38582+0.30128i,-0.51837+0.21909i,-0.48769+0.15423i,-0.29638+0.11727i,-0.13566+0.0709i,-0.10302+0.047919i,-0.079202+0.04799i,-0.02379+0.022357i,-0.0025752+0.0086701i,0.0066023+0.050313i,0.037373+0.089442i,0.076896+0.095549i,0.11281+0.076281i,0.12702+0.030171i,0.092774-0.020052i,0.026909-0.041059i,-0.00090748-0.02915i,0.012539-0.021072i,0.0052296-0.0293i
0.00015101-0.0035853i,0.016893-0.033897i,0.040165-0.098094i,0.026318-0.18062i,-0.048573-0.21982i,-0.078066-0.18896i,-0.011633-0.13976i,-0.010845-0.099213i,-0.10139-0.048832i,-0.11676-0.0070716i,-0.045467-0.00034276i,0.023719-0.022396i,0.06446-0.073046i,0.058582-0.11285i,0.012698-0.089563i,-0.050065-0.038913i,-0.11198+0.0092602i,-0.11834+0.055137i,-0.053459+0.059343i,0.0054352+0.027487i,0.016786+0.020647i,0.036339+0.032028i,0.076735+0.0075759i
-0.0067393+0.016357i,-0.030953+0.036734i,-0.057333+0.065172i,-0.010437+0.079841i,0.16104+0.061406i,0.28797+0.066987i,0.22942+0.17632i,0.18926+0.29055i,0.25078+0.23866i,0.2056+0.082741i,0.04147+0.0025359i,-0.077788+0.036517i,-0.080977+0.10134i,-0.027877+0.10943i,0.011026+0.049864i,0.029936-0.023328i,0.025715-0.059784i,-0.019169-0.060727i,-0.081914-0.043484i,-0.11047-0.0089957i,-0.092162+0.023436i,-0.058232+0.040385i,-0.033908+0.046458i
0.020895-0.014233i,0.051851-0.031454i,0.1106-0.064422i,0.1489-0.1179i,0.10016-0.22022i,-0.022808-0.36221i,-0.12887-0.45612i,-0.17735-0.44088i,-0.16152-0.3824i,-0.11228-0.33546i,-0.068197-0.24821i,-0.028714-0.14598i,-0.026542-0.10815i,-0.061644-0.09384i,-0.06939-0.013982i,-0.019148+0.090808i,0.04174+0.11977i,0.047115+0.079219i,-0.011763+0.014046i,-0.072742-0.029798i,-0.063517-0.020579i,-0.01004-0.014961i,0.0043393-0.035685i
-0.019814-0.0037955i,-0.063864-0.019308i,-0.16131-0.067119i,-0.29548-0.088085i,-0.31974+0.061251i,-0.10305+0.32719i,0.17816+0.42312i,0.25537+0.30037i,0.22441+0.17926i,0.2742+0.10017i,0.25563-0.0031595i,0.10943-0.018045i,0.023288+0.064712i,0.024611+0.098299i,0.032802+0.079493i,0.03722+0.078904i,0.037506+0.11865i,0.040798+0.16613i,0.069674+0.13642i,0.084967+0.027523i,0.04263-0.050144i,-0.010345-0.042416i,-0.023006-0.0039156i
0.010919+0.011342i,0.063577+0.031848i,0.16651+0.069762i,0.24862+0.070827i,0.12815-0.0012907i,-0.19267-0.028062i,-0.37299+0.050812i,-0.26886+0.076515i,-0.14631+0.046894i,-0.11922+0.078194i,-0.085057+0.085798i,-0.048186+0.010179i,-0.028527-0.060975i,-0.015723-0.076234i,-0.018111-0.03393i,-0.010195+0.033195i,0.023473+0.046101i,0.037315-0.022293i,0.017411-0.10039i,-0.0056554-0.1044i,-0.005525-0.045555i,0.027566+0.0029419i,0.052268+0.011621i
-0.00323-0.02928i,-0.046427-0.057215i,-0.16089-0.11122i,-0.30626-0.15737i,-0.34209-0.14977i,-0.1791-0.14763i,0.031208-0.20951i,0.10925-0.18098i,0.15524-0.0094764i,0.27094+0.092291i,0.30264+0.039098i,0.21011-0.02765i,0.13345-0.030686i,0.1071-0.029738i,0.065396-0.048763i,-0.026906-0.052459i,-0.14481-0.024979i,-0.23643+0.048927i,-0.2181+0.16855i,-0.082414+0.22588i,0.030553+0.15319i,0.038689+0.051564i,0.0059592+0.0053401i
-1.0343+9.1183i,0.078627+9.43i,4.1451+9.7111i,6.5022+5.9587i,5.7015+1.4598i,3.0011-1.1303i,0.59927-1.1079i,-0.20739-0.11464i,0.37916+0.56366i,1.4844+0.33537i,1.8133-0.77183i,1.2242-1.8174i,0.40668-2.2162i,-0.32175-1.9231i,-0.68591-1.3188i,-0.72372-0.83364i,-0.66523-0.4592i,-0.46978-0.072624i,-0.076922+0.12429i,0.32397-0.026312i,0.55493-0.32362i,0.56557-0.51339i,0.39802-0.52236i
0.0040841-0.024585i,0.0079048-0.067188i,0.020991-0.12913i,0.0046033-0.18264i,-0.12073-0.138i,-0.30292-0.003557i,-0.30725+0.070114i,-0.13891+0.080983i,-0.011161+0.14145i,0.046449+0.20934i,0.074392+0.17235i,0.070421+0.0518i,0.067255-0.054337i,0.06509-0.11256i,0.011609-0.12591i,-0.093465-0.096693i,-0.19727-0.05385i,-0.25073-0.0017192i,-0.188+0.068247i,-0.036295+0.093402i,0.057235+0.045631i,0.059645-0.019085i,0.027989-0.064073i
-0.013059+0.0013819i,-0.028958+0.024609i,-0.07756+0.060624i,-0.13795+0.077159i,-0.12217+0.037737i,0.0044323-0.053467i,0.088517-0.15567i,0.054935-0.21237i,0.057462-0.18092i,0.15296-0.13141i,0.20168-0.1226i,0.16565-0.14906i,0.069967-0.19989i,-0.047636-0.19014i,-0.085026-0.088792i,-0.031737+0.014849i,0.036644+0.08326i,0.099039+0.12065i,0.16607+0.11505i,0.1824+0.057995i,0.096351+0.0040783i,-0.023552+0.024631i,-0.080626+0.083599i
0.0045379-0.015793i,0.038886-0.013081i,0.1522+0.012401i,0.31312+0.074949i,0.35021+0.19026i,0.18865+0.3275i,0.032543+0.38555i,0.024062+0.27787i,0.06327+0.071908i,0.064339-0.041924i,0.034553-0.02344i,-0.0044255-0.012312i,-0.040123-0.077152i,-0.06876-0.13853i,-0.10002-0.11013i,-0.14146+0.0048942i,-0.17332+0.14178i,-0.17732+0.22408i,-0.13878+0.20043i,-0.074983+0.095084i,-0.036361-0.00014537i,-0.02748-0.028319i,-0.030653-0.014377i
-0.0023711+0.014307i,-0.047608+0.011051i,-0.16587-0.017042i,-0.35324-0.079761i,-0.47034-0.16515i,-0.42228-0.24258i,-0.30658-0.28593i,-0.23655-0.26427i,-0.21939-0.20094i,-0.19988-0.17004i,-0.13463-0.17117i,-0.073531-0.17307i,-0.087113-0.13894i,-0.11021-0.051546i,-0.070005+0.0080455i,-0.003249-0.024491i,0.036254-0.10306i,0.039142-0.14882i,0.028085-0.13043i,0.0038297-0.085837i,-0.032818-0.039966i,-0.040017+0.0098912i,0.0005298+0.040692i
0.011147-0.0038989i,0.036095+0.0079009i,0.10562+0.071394i,0.23294+0.22141i,0.3892+0.37481i,0.50331+0.34575i,0.44884+0.13293i,0.21784-0.021334i,0.026996-0.024118i,-0.019852-0.010809i,-0.040269-0.017239i,-0.097225+0.021214i,-0.15777+0.082326i,-0.19346+0.12124i,-0.16473+0.14433i,-0.078446+0.1573i,-0.0028461+0.16804i,0.054901+0.18267i,0.10896+0.17784i,0.12697+0.12674i,0.087333+0.058433i,0.027847+0.030123i,-0.0021733+0.024475i
-0.0059881-0.0080281i,-0.027088-0.026533i,-0.073719-0.072905i,-0.11272-0.13197i,-0.10346-0.13725i,-0.087645-0.043206i,-0.10676+0.10268i,-0.10219+0.21396i,-0.083573+0.25203i,-0.10865+0.24959i,-0.11645+0.22424i,-0.081419+0.15986i,-0.028104+0.096042i,0.045249+0.046927i,0.060716-0.021595i,-0.034526-0.070294i,-0.13075-0.057401i,-0.14581-0.037786i,-0.11156-0.048327i,-0.077774-0.029022i,-0.049577+0.035625i,-0.0074681+0.068032i,0.018149+0.050596i
0.000311-0.0024187i,0.029581+0.027774i,0.10474+0.097859i,0.21783+0.12977i,0.25063-0.019155i,0.097844-0.28498i,-0.068926-0.37207i,-0.042922-0.26461i,0.060313-0.17316i,0.090749-0.12068i,0.085665-0.058883i,0.088925+0.0019887i,0.089905+0.057583i,0.079281+0.093194i,0.074267+0.097561i,0.10939+0.080831i,0.16605+0.036922i,0.19146-0.029206i,0.17048-0.078023i,0.11464-0.093882i,0.050872-0.080863i,0.014637-0.040923i,0.0088422+0.0030342i
