-0.00015186+0.00022867i,0.0015567-0.00063041i,0.00091026-0.0020645i,0.00033215-0.0020604i,-0.00082622-0.00093774i,-0.001838-0.00013046i,-0.0009245+0.00091527i,0.00081705+0.0020315i,0.0017271+0.0023054i,0.0020291+0.0014385i,0.0018459-3.4095e-05i,0.00085417-0.00018981i,4.1407e-05-0.00010248i,0.00017091+0.00011421i,-2.5013e-05+0.00087635i,-0.0011007+0.00092816i,-0.00083815+0.00095816i,-6.0397e-05+0.00098123i,-0.00021651+0.00056521i,-0.0004882+0.00064261i,5.94e-05+0.00053582i,0.00087791+2.7925e-05i,0.00074827+6.9904e-05i
-0.00044062+2.7002e-05i,-0.0016813-0.00021947i,-0.002517-0.00070725i,-0.0026673-0.00065857i,-0.0024639-0.00033778i,-0.0020258+0.00045479i,-0.0015773+0.0007195i,-0.0011416+0.0013722i,-8.7308e-05+0.0011167i,0.0008282+0.00037672i,0.001004+0.00029139i,0.00086481+0.00026785i,0.00035359-9.1025e-05i,-0.00078014-0.00038437i,-0.0010144-0.00037287i,0.00010076+0.00013005i,0.00085382-7.0538e-05i,0.00079246-0.0010511i,0.00032694-0.0012134i,0.0001932-0.00066418i,0.00050723+8.5957e-05i,0.00070569+0.00045189i,-0.00011955+0.0001464i
-0.0021466-0.00080965i,-0.0027712+5.031e-05i,-0.0026124+0.0008244i,-0.0030538+0.00050879i,-0.0020071-0.00053279i,-0.00070198-0.0013661i,-0.00092756-0.0010397i,-0.00077616+0.00058562i,-7.2187e-05+0.0010176i,-4.6498e-05+0.00089742i,0.00011902+0.00066705i,0.00040931-0.00010178i,0.00041435+2.4783e-05i,0.00028884-0.00050646i,0.00010832-0.0012176i,-0.00025531-0.001124i,-0.0005183-0.00046784i,-0.00021806-0.00010934i,-0.00050695+0.00014013i,-0.00094108+0.00017493i,-0.0001697-0.00023319i,0.00062953+0.0001174i,0.00063897-0.00014686i
0.00063455+0.0017892i,0.0012565+0.00023789i,0.0016001+0.00045306i,0.0014218+0.00078869i,0.00069918-0.00096382i,0.00043263-0.0022759i,0.00025991-0.0016729i,8.2985e-05-0.00038737i,-6.5313e-05+0.001367i,0.00046807+0.0016968i,0.0013432+0.00045739i,0.0016994-0.00036928i,0.0011842-0.00031603i,0.00060888+0.00016898i,0.00032824+0.0004882i,-0.00019423+0.00037686i,-0.00069524+0.00027062i,-0.0010831+0.00053758i,-0.0012571+0.00031034i,-0.00054541-0.00054859i,-0.0003963-0.00084262i,-0.00090467-0.00031367i,-0.00078068-0.00037376i
0.0009806+0.001349i,0.0015466-0.00032776i,0.0012726-0.0011156i,0.00071323-0.0017166i,1.378e-05-0.0032658i,-0.00061906-0.0035525i,-0.00052716-0.001589i,-0.00029893+0.00059302i,1.7445e-05+0.0013627i,0.00059675+0.00066228i,0.0013826-6.7158e-05i,0.00098356+0.00026567i,0.00041602+0.00039295i,0.00062727+0.00036246i,0.00027037-5.7885e-05i,0.00012624-0.00040805i,0.00071531-0.00029121i,0.0012247-0.00034768i,0.0010844-0.0002215i,0.00011068+0.00073646i,-0.0011424+0.0012036i,-0.0012999+0.0005534i,-0.00083428+0.00025081i
-0.00079465+0.00060657i,-0.00066203+0.00083007i,-0.00047594+0.0012864i,-0.00053906+0.00052907i,-0.00051194-0.0012348i,-0.00038554-0.002164i,-0.00033513-0.0013401i,-2.9029e-05+2.5607e-05i,0.00073042+0.00077796i,0.0012227+0.0012211i,0.00099587+0.00090032i,0.00029931+0.00061078i,0.0002367+0.00037992i,0.00058487-0.00092038i,0.0005834-0.0016255i,0.00052683-0.00082904i,0.0008709-0.0004687i,0.00080716-0.00053509i,-0.00057319-0.0005145i,-0.00086332-0.00082385i,-0.00021576-0.00093475i,-0.00014806-0.00046635i,1.7378e-05+0.00024717i
-0.0012705+0.00096555i,-0.0013085+0.00056531i,-0.00035023+0.0013456i,0.0014457+0.0014087i,0.0022196+0.00050295i,0.0014089-0.0010407i,0.00041545-0.00097053i,-0.00078681+0.00046356i,-0.0014841+0.00092712i,-2.2041e-05+0.00060907i,0.0015099-4.3006e-05i,0.0015405-0.00085286i,0.0013752-0.00089204i,0.00075724-0.00053276i,0.00020799-0.00044541i,-9.8165e-05-0.00072755i,-0.00081716-0.00088487i,-0.0005052-0.0003782i,1.3886e-05+0.0008243i,-0.00021721+0.0011351i,0.00012217+0.00062774i,0.0002473+0.00042243i,-0.00028418+0.00076874i
0.00040351-9.2966e-05i,0.0017354-0.00076759i,0.0030581-0.0011748i,0.0022736-0.002287i,0.00095388-0.0034966i,-0.00068625-0.0040028i,-0.0013594-0.0028506i,-4.8461e-05-0.00061599i,0.00089608+0.00083285i,0.00098395+0.00055451i,0.00085359-0.00040236i,0.00056779-0.00045119i,0.0012435+0.00010831i,0.0011039+0.00046131i,0.00024292+0.00039576i,-0.00022171-0.00021165i,-0.00039282-0.00019648i,-0.00023322-0.00052543i,-0.00050088-0.00051567i,-0.00061192-0.00045772i,-0.00010567-0.0012553i,0.0005184-0.0013061i,0.00027492-0.00043906i
-0.00039586-1.1789e-06i,2.1395e-05+0.00048559i,0.00014038+0.00076183i,0.000725+1.6368e-06i,0.0011786-0.001009i,0.00073492-0.0019492i,0.00016133-0.0013654i,0.00040839+0.0010915i,0.0010265+0.0026208i,0.0017411+0.001892i,0.0010625+0.00055797i,0.00028351+0.00017859i,0.00042524+0.00029843i,0.00041095+0.00059339i,0.00057739+0.00034441i,0.0011055+0.00013108i,0.0011463-0.00042998i,0.0010726-0.0011025i,0.00079497-0.00055515i,4.5025e-06+0.00038336i,-0.00030161+0.0008477i,-0.00031146+0.0005834i,-0.0003781+0.00058383i
-0.0020978+0.0011081i,-0.00050115+0.000672i,0.00059381+0.00084736i,0.0011893-0.00025333i,0.0013641-0.0016583i,0.0012894-0.0022808i,0.0013501-0.0014875i,0.0012497-9.0223e-05i,0.0011791+0.0011311i,0.0013384+0.0011781i,0.0013163+0.00012087i,0.00086677-0.00041316i,0.00031841-0.00072942i,0.00047567-0.00092409i,0.00065117-0.00031914i,0.00049515+0.00026431i,0.00044106+2.3595e-05i,4.658e-05-3.1472e-05i,0.00042837-1.2461e-05i,0.00042626+5.6483e-05i,0.0002053-7.091e-06i,-8.35e-06+9.3605e-05i,-0.00048924+0.00059567i
0.00056111-0.00028655i,0.00086343+2.7148e-05i,0.0013799-0.00029152i,0.00099844+6.1999e-06i,0.00046348-0.0011925i,9.5919e-05-0.0024962i,-0.00036824-0.0013256i,-0.00039726+0.00015145i,0.00015565+0.0011389i,0.00033935+0.00074721i,-0.00037939+0.00011123i,-0.00070247+0.00019501i,4.809e-05+0.00064272i,-0.00034153+0.00084236i,-0.00064918+0.00085964i,-0.00013189+0.00052031i,0.00052745+0.00017229i,0.00075255+0.00035379i,0.00054146+0.00073438i,0.00036634+0.00061816i,0.00033892+0.00024447i,-0.0001126+3.9557e-06i,-0.0010995-0.00025346i
-0.00029211+0.00035007i,-5.7267e-05+0.00033073i,0.00056703+0.00022192i,-0.00013258+0.00037288i,-0.00039755-0.00074181i,-0.00017632-0.0018816i,-0.00058003-0.0007705i,-0.00023908+0.0012214i,0.001036+0.0023696i,0.0013993+0.0020303i,0.000758+0.00068983i,0.00061601-0.00092296i,0.00025031-0.001119i,-5.3304e-05-0.00023044i,-0.0004699+0.00044912i,-0.00057743+0.00028352i,0.00043722-7.3068e-06i,0.00047758+0.00019506i,5.3668e-05+3.4158e-05i,0.00015679-0.00034728i,-1.0064e-06-0.00046723i,0.00019669+0.00018665i,0.00047357+0.00070058i
-0.00036791-0.00075484i,-0.00027435-0.0010354i,-6.0613e-05-0.00093964i,-0.00011151-0.0016816i,-0.00062199-0.0032135i,-0.00055436-0.0033767i,0.00012947-0.0017424i,0.00082457+0.00062114i,0.0013096+0.0012236i,0.00075283+0.00089573i,-5.6861e-06+0.0012306i,0.00041457+0.0015777i,0.00071524+0.00097696i,0.00086656+0.00010006i,0.00093138-0.00068152i,0.00064014-0.0011495i,0.0010746-0.0015503i,0.00084802-0.0011586i,0.00036851+0.00029745i,7.7707e-05+0.00090183i,-0.00034753+0.00088015i,-0.00052782+0.0007078i,-0.00025139+0.00061168i
-0.00066141+0.0013977i,2.9477e-05+0.0013524i,0.00071879+0.0014075i,0.00015074-0.00023549i,0.0010693-0.0014992i,0.00141-0.0020175i,8.4103e-06-0.0014976i,-0.00020997-9.4528e-05i,0.00073833+0.0014161i,0.0015645+0.0013041i,0.0015902+0.00020805i,0.00096729+0.00045731i,0.00054171+0.00023434i,0.00068408-0.00024116i,9.0736e-05+0.00028367i,-5.7976e-05-5.1023e-05i,0.0005881-0.00054276i,0.00045162-0.00078744i,0.00044493-0.00051203i,0.00023689-8.9944e-05i,0.00019845-0.00033411i,0.00072386-0.00043969i,-5.5347e-05+0.00028203i
-0.00036273+0.0012433i,-0.00014964+0.0015603i,0.00032865+0.001421i,0.0012903-0.00013725i,0.0014418-0.0021171i,-1.97e-05-0.002608i,-0.0011386-0.0014343i,2.6282e-05+0.00011052i,0.0020008+0.0010092i,0.0020155+0.00051364i,0.0011226-8.0445e-05i,0.00048578-0.00040114i,0.00026427-0.00015768i,0.00058459+0.00055366i,0.00065964+0.0005164i,-0.00019629+0.00020649i,-0.00036428-5.7523e-05i,1.2796e-06+0.00011572i,-0.0004311+0.00010874i,-0.00063686+0.00010136i,-6.9374e-05+0.00027619i,0.00069849+0.00016358i,0.00093654+0.00034879i
0.000619-0.001108i,-0.00013918-0.00087697i,-0.0013459-0.0019547i,-0.0015841-0.0026753i,-0.001407-0.0023203i,-0.0011034-0.0022148i,-0.00028689-0.0015244i,0.00068609+0.00020115i,0.0015789+0.00095174i,0.00096716+0.0005988i,0.00019391+0.00027779i,0.00080921+0.00061581i,0.00073469+0.00087297i,-2.975e-05+0.00014415i,7.2455e-05-0.00070008i,0.00056798-0.00064368i,0.00080983+4.3284e-05i,0.00099386+0.00027978i,0.00058208+0.00043386i,-0.00011721+0.00094074i,-0.00036929+0.0010142i,-0.00042408+0.00066549i,-0.00026471+0.00050862i
-0.00010355+0.0012772i,-0.00098771+0.00066258i,-0.00037496+0.00074343i,-6.0083e-06-0.00019325i,-0.00030887-0.0017884i,-0.0016661-0.0026533i,-0.0021525-0.0015152i,-0.0011201+0.0011815i,0.00053599+0.0016315i,0.0012273+0.00015397i,0.0012215-0.00037575i,0.0012148-0.00020401i,0.00068723+0.00012369i,-9.6277e-05+0.0004871i,-0.0010705+0.00067972i,-0.0010675+0.00026428i,-0.00020379-0.00043306i,0.00015419-0.00073403i,0.00046992-0.00014091i,0.00024386+0.00086333i,3.8134e-05+0.00076333i,0.00020553+6.6071e-05i,6.5257e-05-0.00010961i
0.001558-0.0010542i,-0.00016766-0.0018748i,-0.0010599-0.0017638i,-0.0012722-0.0024842i,-0.00080906-0.0029998i,-0.00039007-0.0023779i,-0.00052494-0.0008773i,-0.00068373+0.00027708i,0.00063887-0.00035457i,0.0015988-0.00041738i,0.0013761+0.00046351i,0.00098837+0.00095885i,0.00021798+0.001048i,-0.00018353+0.00097561i,-0.00010624+0.00087034i,0.00021113+0.0007809i,0.00019345+0.00059254i,-0.00013243+0.00073228i,-0.00031739-6.3072e-05i,-0.00026928-0.0011325i,-0.00028336-0.00095999i,-0.00027333-0.00030151i,-0.00014103+0.00048079i
0.0001847-0.00082403i,-0.00085518-0.00030284i,-0.001466-0.00043521i,-0.0009944-0.0017034i,-0.0014439-0.0025251i,-0.0024208-0.0029626i,-0.001974-0.001651i,-0.0004195+0.00018971i,0.0014554+0.00037395i,0.0014317+9.2266e-05i,0.00054805-0.00018565i,0.00031653-0.0004058i,-1.7051e-05-0.00034397i,-0.00023931-0.00035315i,-7.4974e-05-0.00083983i,0.00026776-0.00090043i,0.00065424-0.0011515i,0.00095123-0.001021i,0.0010892-0.00081613i,0.0007777-0.0013041i,0.00042754-0.0012244i,2.8418e-05-0.00013954i,0.00012587-0.00017042i
-0.00091484+0.00094653i,-0.00016313+0.001374i,0.00053393+0.00086768i,0.0010026-0.00078913i,0.0015239-0.0020549i,0.0010755-0.0027149i,0.00062942-0.001102i,0.00086584+0.0012302i,0.0014558+0.0017952i,0.0015112+0.0014612i,0.00078738+0.0010224i,0.00087163+0.00067287i,0.0010293+0.00041066i,0.00067509+0.00050631i,0.00030308-0.00026061i,0.00034398-0.0007911i,0.00018743-0.00035478i,-0.00066922-0.00013089i,-0.00077094-0.00024085i,5.9395e-05-0.00041154i,0.00015507+0.00027855i,-4.5814e-05+0.00090137i,-5.6277e-05+0.00024565i
0.00048559+0.00095208i,0.0014996+0.0012945i,0.0013033+0.00085773i,0.00076954-0.00027394i,0.00016908-0.0012877i,-0.00079797-0.0027799i,-0.0012636-0.0024699i,-0.0012459-0.00046152i,8.0654e-05+0.00089741i,0.0012255+0.00069312i,0.00079475+0.00024714i,-0.0004077+0.00096991i,-0.00034006+0.00073965i,-0.00023575-0.0002794i,-0.00071739+0.00028446i,-0.00047594+0.00045673i,0.0001667-0.0008176i,0.00060559-0.0011493i,0.0011124-0.00048618i,0.00057536-0.00030645i,-0.00034593+0.00012319i,-0.00044012+0.00049929i,-0.00012336+0.00052628i
-0.00016694-0.00088938i,-0.0014037-0.0016862i,-0.0016405-0.0021455i,-0.0016525-0.0023092i,-0.0020995-0.0035291i,-0.0022052-0.00416i,-0.0015946-0.0023552i,-9.7646e-05-6.328e-05i,0.00069012+0.0012295i,0.00086769+0.00048853i,0.00069604-0.00056596i,5.0347e-05+0.00062665i,-0.00027705+0.00083949i,0.00057191-1.3055e-05i,0.00054081-0.00011709i,-0.00013977-0.00062994i,-5.6889e-05-0.0010957i,-6.6162e-05-0.00072405i,-0.00045214+8.4607e-05i,-0.00052038+0.00046641i,-0.00058395+4.5002e-05i,-0.0009767-5.8974e-05i,-0.00040037+0.00047528i
0.00015964-0.0011169i,-0.00075242-6.4475e-05i,-0.00051828-0.00044139i,-0.00040366-0.0010243i,-0.0011808-0.0012044i,-0.0020937-0.0012876i,-0.001569-0.00079017i,-0.00026773-2.3683e-06i,0.00087191+0.00061559i,0.0010848+0.00022058i,0.00066995-0.00077089i,0.00016301-3.7427e-05i,-1.6652e-05+0.00065976i,-0.00044734+0.0011545i,-0.00012271+0.00091804i,0.0003858-0.0001734i,0.00061431+0.00031356i,0.001105+0.00072695i,0.00043228+0.00077237i,-0.0005576+0.00088261i,-4.8963e-05+0.0005391i,0.00076665+0.00053945i,0.0010154+0.00021181i
1.3446e-06-0.00061308i,0.00093175-0.00022142i,0.0013694+0.00017273i,0.0011717+0.0011035i,0.00038674+0.0013749i,0.00025513-0.00050454i,-2.4609e-05-0.0010377i,0.00025029+0.00076907i,0.0012653+0.0013512i,0.0012503+0.00015776i,0.00099532-0.00069596i,0.0013624-0.0011432i,0.0011107-0.00043233i,0.00033855-8.7795e-05i,0.00029401-0.00058692i,0.00052112-0.00085482i,0.00072108-0.00096002i,0.00039097-0.00063137i,0.00034497+0.00038946i,2.2341e-05+0.0010519i,-0.00054809+0.00069786i,-0.00042495-3.2162e-05i,-0.00018638-0.00025854i
0.00071659-0.00097523i,0.00016512-0.001154i,-0.0010655-0.00083577i,-0.00098174-0.00086561i,0.00030686-0.0017018i,0.0011153-0.0014736i,0.00066542-0.000445i,0.00014744+0.0011146i,0.000444+0.0016275i,0.00071586+0.00061496i,0.00033109-0.00010266i,0.00010221-0.00058789i,0.00018726-0.00046809i,0.00068912-0.00014372i,0.0011721-0.00059033i,0.00062994-0.00046057i,-4.2196e-05+0.00022383i,-0.00025366+0.00013922i,0.00010019-0.00018i,0.00027404-0.00034948i,0.00036207-0.00039552i,0.00022761-0.00022055i,-0.0005382-0.00049495i
-0.0014578+0.00052709i,-0.001366+0.00083237i,-0.00049505+0.0017237i,-0.00030707+0.001443i,-0.00051475+0.00057495i,-0.00051171-0.00028222i,-0.0009794-0.00087019i,-0.00054205+0.00017751i,0.00042695+0.0013639i,0.00054478+0.0010622i,0.00050927+0.00070256i,0.00031956+0.00078167i,2.8865e-05+0.00045896i,-0.00044857-0.00061831i,0.00042241-0.00045642i,0.0010857+0.00020071i,0.0002308+0.00026246i,-0.00073309-0.00017298i,-0.00045769-0.00062599i,-9.9774e-05-4.3962e-05i,-0.00021052+0.00032505i,-0.00013818+9.978e-05i,5.3269e-05+0.00030115i
-0.0016408+0.000403i,-0.0013412-2.5389e-05i,-0.0014679+0.00026105i,-0.0016686-0.0010595i,-0.0013836-0.0030361i,-0.0011203-0.0034691i,-0.001397-0.0018733i,-0.0010587-2.9653e-05i,-1.4266e-05+0.0011245i,0.00029372+0.00054145i,0.00041796-0.00022915i,0.00023417+3.8792e-05i,4.0111e-05-2.266e-06i,0.00010544-0.00036223i,0.00025829-0.00024386i,0.0003841-0.00063936i,0.00022114-0.0011519i,-6.7392e-05-0.00094287i,-0.00019402-0.0010711i,8.6636e-05-0.00020259i,-0.00024731+0.00032228i,-0.00061356+1.7647e-05i,-0.00020774+0.0002391i
0.0019402+0.0019025i,0.0020579+0.00010103i,0.0031658-0.00090204i,0.0033217-0.0014137i,0.0012694-0.0028238i,-0.0004929-0.0041635i,-0.00067116-0.0030224i,-0.00054024-0.00018221i,0.00024916+0.0010467i,0.00083492+0.0002501i,-2.6811e-05-0.00023773i,-0.0010992-0.00043914i,-0.0016147-8.3979e-05i,-0.0010153+0.00076965i,-0.00063183+0.00083173i,-0.0012869+0.00032069i,-0.00093148-0.00031266i,-0.00036912+0.00016569i,-0.00044888+0.0003875i,-0.00046357+0.00022105i,-0.000406+0.00049403i,-0.00083156+0.00041026i,-0.0013222+7.2536e-05i
-1.1288e-05+0.0024743i,4.6926e-06+0.001454i,-0.00057338-0.00021466i,-0.00025281-0.0012257i,0.00075307-0.0019877i,0.00065803-0.0024833i,-0.00041623-0.0008699i,-0.0010061+0.0014754i,-0.00031424+0.0016251i,0.00078709+0.00053554i,0.0014704+0.0003141i,0.001155+0.00024227i,8.5331e-05+0.00038913i,-0.00051786+0.00093052i,-0.00077676+0.0013921i,-0.00057679+0.00063021i,0.00015305-0.00066089i,0.00017496-0.00073336i,-0.00035458-0.00064633i,-0.00063281-0.00056175i,-0.00037257-0.00037794i,0.00018445-0.00058185i,0.0006313+0.00012323i
-0.00089597-1.9762e-05i,-0.0017255+0.00024985i,-0.0026022-0.00010255i,-0.0018479-8.4085e-05i,-0.0013973+1.0617e-05i,-0.0016889-0.00068338i,-0.001325-0.00054975i,-0.00039511+0.0011636i,0.00037852+0.0018577i,0.00067145+0.0011889i,0.00054937+0.00079112i,0.00031299+0.0011101i,0.00018022+0.0011197i,-0.00039384+0.0003608i,-7.8999e-05-0.00049012i,0.00063623-0.00054442i,0.001218-0.00050229i,0.0007492-0.001111i,-0.00078688-0.0010013i,-0.0013767-2.2614e-05i,-0.00093046+0.00041307i,-0.00040315+0.00075312i,-0.0001224+0.00098234i
-0.00017354-0.00041633i,-0.0011491+0.00047683i,-0.00092824+0.0012528i,4.5953e-05+0.00076008i,0.0005632-0.0013575i,-4.5043e-05-0.0019606i,-6.972e-05-0.0010223i,6.6121e-05+0.0005483i,-0.0007913+0.0015425i,-0.00091487+0.00097553i,0.00079833+0.00043578i,0.0018811+0.00081089i,0.0014947+0.000637i,0.00099159+6.8372e-05i,0.0004255+0.00017892i,9.1546e-05-0.00031886i,-9.1948e-05-0.00024775i,-0.00021913+0.00036443i,-7.9056e-05-0.00040391i,-0.00021553-0.0011245i,0.00019471-0.00054277i,2.135e-05+8.7846e-05i,-0.00086453+0.00041965i
-0.00089234-0.00012521i,-0.001353+4.8235e-05i,-0.0013217-0.00042597i,-0.00053333-0.00070482i,0.00031423-0.001934i,0.00032465-0.0026982i,-5.7421e-05-0.0012072i,7.2329e-05+0.00072643i,0.0011872+0.0011596i,0.0020414+0.00042967i,0.001355+0.00029738i,8.964e-05+0.00042975i,-0.00042654+0.00022853i,-0.00015665-0.00050233i,4.6652e-05-3.7048e-05i,9.4438e-05+0.00098871i,0.00080316+0.00085905i,0.0015801+0.00028583i,0.0019878-0.00011178i,0.001236-0.00023034i,0.0003056-0.00019629i,0.00046067+6.8029e-05i,0.0011385+0.00055498i
-0.0012252+9.7239e-05i,-0.0013366+0.00071855i,-0.00054874+0.0012519i,0.00048143+0.00015053i,0.00052174-0.0010836i,0.00018722-0.0019985i,0.00014864-0.0012032i,0.00035219+0.0013518i,0.0010737+0.0015199i,0.00116-0.00015547i,0.00083968-0.00069209i,0.00041284-0.00036873i,-0.00019647-0.00069512i,0.00016662-0.00093525i,0.00015456+0.00020981i,7.7536e-05+0.00060766i,0.00047609-0.00026622i,0.00026447-0.0013519i,0.00052533-0.0014772i,0.00069706-0.00042961i,5.1208e-05+0.00086673i,-0.00041114+0.0010628i,-0.00026214+0.00017238i
-0.001086-0.00021491i,-0.0015705+0.00035674i,-0.0017682+0.0010933i,-0.00050447+0.001424i,0.00082236+0.00096768i,0.0010662-0.00038212i,0.00044555-0.0010155i,0.00029771-9.9808e-05i,0.0011906+0.00051879i,0.0022752+0.00039891i,0.001569+7.5386e-05i,0.00086864-0.00018851i,0.00064833+8.153e-05i,7.8265e-05+7.3012e-05i,0.00042166+0.00010745i,0.0011145+0.00038827i,0.00099391+0.00037667i,3.7707e-05+0.00056575i,-0.00091235+0.00020313i,-0.00045222+0.00020542i,6.4015e-05+4.1525e-05i,-0.00038552-0.00060936i,-0.00054215-0.00025397i
0.00070248+0.0014694i,0.0018421+0.00063855i,0.0034431+0.000268i,0.004123-0.00086981i,0.0032419-0.0035568i,0.0011707-0.0045581i,-0.00081751-0.0024781i,-0.00118+0.00039341i,-2.6124e-05+0.0014012i,0.0009996+0.00026297i,0.0011577-0.00080558i,0.00060088-0.00056376i,-0.00021264-0.00067406i,6.2685e-05-0.00032972i,0.00080807+0.0005436i,0.0010662-0.00041839i,0.0008931-0.0014808i,0.00033943-0.00063658i,-0.00011622+0.00018116i,-0.00018506-0.00023036i,-0.00028399-0.0003597i,-0.0003952-8.0306e-05i,-3.6349e-05-0.00099995i
0.0015603-0.00086457i,0.00047787-0.00066827i,-0.000452-0.0017705i,-0.0018641-0.0021243i,-0.0019399-0.0020253i,-0.0011017-0.0021685i,-0.00088861-0.0012677i,-0.0004326+0.00086269i,0.00090814+0.0024873i,0.0012586+0.0021088i,0.0010795+0.0010091i,0.0011427+0.00025423i,-8.4633e-05-0.00014747i,-0.0010128-0.00035562i,-0.00015434+0.00024235i,0.00093897+0.00077843i,0.00087515+0.00061616i,0.00038541+0.00047286i,-0.0003017-0.00010042i,-0.00036568-0.0002649i,-6.5946e-05+8.0164e-05i,-0.00012768+4.3403e-05i,0.00049408+0.00059053i
0.001638+0.00037803i,0.0013976-0.0017679i,0.0010188-0.0030417i,-2.2748e-05-0.0037995i,-0.00083032-0.0043278i,-0.001543-0.0039367i,-0.0011305-0.0023279i,0.00030289+0.00055602i,0.0017356+0.0023954i,0.0013175+0.0016765i,0.0011165+0.00062748i,0.0012182+0.00099432i,0.00080089+0.00053253i,0.00074087+0.00089702i,0.00052165+0.0012645i,0.00034939+0.00023673i,0.00014865+5.0448e-05i,1.7485e-05-0.00017436i,-0.00047916+0.00025551i,-0.00052017+0.00062712i,0.00023727+0.00055027i,0.0007158+0.00025771i,0.00098576-0.00045698i
-0.00044509+0.0024277i,0.00032714+0.0019053i,0.0010265+0.00098391i,0.00076911-0.00025967i,0.0010403-0.0013304i,0.00071009-0.0014922i,-5.0562e-05-0.00068731i,-0.00022667+0.00088506i,9.6323e-06+0.001883i,0.00042773+0.0010707i,0.00064002-0.00058217i,0.00047742-0.0010501i,0.00032716-0.00069738i,0.00030034-0.00017747i,-0.00031486+0.0005331i,-0.00065778+0.00035154i,-0.0010069-0.00045004i,-0.00070619-0.0011291i,2.7296e-05-0.00042662i,0.00043531+0.00050906i,0.00096893+0.00053894i,0.00060338+0.00025507i,7.1034e-05-7.8168e-05i
0.00065394+0.00021568i,-0.0013096+0.00086611i,-0.0017705+0.00061587i,-0.0011943-0.00027742i,-0.00071847-0.0015243i,-7.0058e-05-0.0019563i,-0.00045831-0.00042923i,-0.00030924+0.00083919i,0.00051288+0.0014669i,0.0012623+0.0011583i,0.0010949+0.00064561i,0.00093633+0.00050308i,0.0010694+0.00016771i,0.00063003+4.4074e-05i,9.9907e-05-0.00037388i,0.00017532-0.00062055i,0.0011496-0.00013174i,0.001574-0.00042988i,0.00096098-0.00059274i,0.00012887-0.00034643i,-0.00027121+9.4905e-05i,-0.00014433+0.00061198i,0.0001998+0.0010917i
-0.0015312+0.00092177i,-2.7408e-05+0.00084569i,8.6535e-05+0.0011772i,-0.00078637+0.00022156i,-0.0010067-0.00081466i,-0.0012264-0.00057248i,-0.0016096-6.3712e-05i,-0.00058512+0.0012408i,0.00087839+0.0017824i,0.00094454+0.00094418i,-0.00023614+0.00013232i,-0.00036485-0.00015727i,0.0004234+0.00029346i,0.00041187+0.000208i,0.00048802-0.00063412i,0.00070984-0.00048681i,0.00044311-3.4525e-05i,0.00017361-0.00046512i,0.00047728-0.0002342i,0.00016908+0.00065424i,-0.00029632+0.00067483i,-0.00026163+9.3476e-05i,-0.00027165-7.8366e-05i
0.0012045-0.00042088i,0.00097893-0.00019787i,0.0011584-0.00020616i,0.00097474-0.0011298i,0.00096428-0.0022968i,-0.0002638-0.0022415i,-0.0010652-0.00048581i,-0.00032377+0.0013811i,0.00055329+0.0019604i,0.0011362+0.0019947i,0.00096626+0.0013834i,0.0008204+0.0010606i,0.00080845+0.0016728i,5.241e-05+0.001288i,-0.0001481+6.0536e-05i,0.00039778-0.00099947i,0.00070378-0.0013513i,0.00059354-0.00037919i,0.00017493+0.00018275i,0.00010864-0.00011338i,-0.00018592+6.2913e-05i,-0.00078081+0.00078249i,-0.00023011+0.0010025i
0.00082254+0.00076649i,0.0010082+0.00040668i,-0.00034707-0.00055865i,-0.0014614-0.0024434i,-0.0016673-0.0038953i,-0.0015644-0.0038987i,-0.001695-0.0020497i,-0.00092797-2.8319e-05i,0.00095925+0.00078494i,0.0018664+0.00017284i,0.001755-0.00014835i,0.0010727+7.8976e-05i,-4.3928e-05+0.00031157i,-0.00037991+0.00033201i,0.00024003+0.00015892i,0.001482+0.00013515i,0.0012636+0.00019257i,0.00030392+0.00027142i,-0.00014522+0.00011467i,-2.5213e-05-0.00036866i,-0.00010493-0.00074874i,-5.0335e-06-0.00039769i,0.00018716+0.00021021i
2.495e-05+0.00031105i,0.00052977+0.00032091i,0.00082996-5.7065e-05i,0.00094324-5.0015e-05i,0.0012912-0.00074798i,0.00082086-0.0014401i,0.00042127-0.00012829i,0.00026186+0.0014004i,0.00039483+0.0017534i,0.00066785+0.0019107i,-4.6985e-06+0.0011411i,0.00031205+0.000248i,0.0012386+0.00025231i,0.0013141+0.00011326i,0.00133+0.00093717i,0.00084087+0.00079591i,0.00089622-0.00046663i,0.00095958-0.0005036i,0.00047939-0.00020477i,7.6806e-05-0.00011972i,-0.00021636-0.00023216i,0.0002851+6.7513e-05i,0.00068461+0.00083904i
0.00065725+1.3492e-06i,0.001303-0.00014476i,0.00092474+0.00018483i,0.0002999-0.00026132i,0.00051668-0.0011081i,-0.00036013-0.0021033i,-0.00066699-0.0014321i,-6.7772e-05+0.0004019i,0.00081259+0.0011167i,0.0012978+0.00087241i,0.0011292+0.00056967i,0.00032348-0.00013335i,0.00014334-0.00019261i,5.9076e-05+0.00019599i,-0.00062314-5.7035e-05i,-0.00072134+2.3688e-06i,-0.00031855+1.2322e-05i,-0.00036954-0.00023153i,-0.00013183-0.00030969i,0.00033017-0.00023032i,0.00086561-8.6281e-05i,4.8644e-06+0.00056854i,-0.0013605+0.00064701i
