-0.0002571+0.00061091i,1.9826e-06-0.00092973i,-0.0019132-0.0010991i,-0.0026388+0.00052813i,-0.0015166+0.0017528i,2.2343e-06+0.0014579i,0.0011631+0.0014396i,0.0018343+0.0012741i,0.0022805+0.00019251i,0.0017707-5.1568e-05i,8.5927e-05-0.00016442i,-0.00050736-0.0001255i,-0.00023512-0.00012933i,0.00040726-0.0010712i,0.00055889-0.0010658i,-0.00016409-0.00033653i,-0.00014793-0.0001144i,0.00013402+6.2498e-05i,-5.0331e-05-0.00024809i,-0.00034354-0.00067137i,-0.00039289+0.0002153i,-0.00069081+0.00086836i,-0.00074677+0.00030198i
-3.0899e-07+6.5816e-05i,-0.00057361-0.0015083i,-0.0013767-0.00064797i,-0.00075177+0.00041168i,-4.7611e-05-0.00045505i,0.00026731-0.0013667i,0.00056336-0.002093i,0.00064969-0.0025996i,0.00065041-0.00071489i,0.00041593-0.00010592i,5.6435e-05-0.0011549i,-0.00036312-0.0007204i,-0.00094923-0.00046908i,-0.0012205-0.00089738i,-0.00085165-0.0009146i,-0.00081961-4.3219e-05i,-0.0006336-4.461e-05i,-0.00017305-0.000584i,-0.0010485-0.00095196i,-0.0011517-0.0006099i,-0.00010901+0.00056476i,-0.00036321+0.00052376i,-0.00038358-8.9314e-05i
0.003313+0.00020788i,0.0026372+0.00080337i,0.00089891-0.0001742i,-4.7042e-05-0.00077989i,0.00037787-0.0010388i,0.0014312-0.0015815i,0.0022676-0.0020335i,0.0018547-0.0013725i,0.0013377-0.0004794i,0.00039851+0.00014391i,-0.00020753+0.00069584i,-0.00020115-6.2668e-05i,-0.00062976+0.0001806i,-0.00062535+0.00059333i,-0.00072274+0.00044754i,-0.00078568+0.00033212i,-0.0003441-0.00026884i,-0.00015717-0.00061786i,-0.00058757-0.00078795i,-0.0005208-0.00016927i,-0.00060838+0.00011716i,-0.00068367+0.00017423i,-0.00066613+0.00076282i
0.0020107-0.00053265i,0.0028218-0.00048245i,0.0018195+0.00058263i,0.00047113+0.0015437i,-0.00033441+0.0010222i,0.00066743+1.8339e-05i,0.0015241-0.00099321i,0.0013448-0.0013543i,0.001228-0.00097676i,0.00042785-0.00035572i,-0.00041999+4.6734e-05i,-0.00096454-0.00025368i,-0.00064675-0.00027891i,-0.00029608-0.00034541i,-0.00032947+7.9338e-05i,-0.00063057+0.00065109i,-2.8426e-05+0.00030767i,0.00032117-0.00042727i,0.00038378-0.00076626i,0.00033402+0.00040917i,-0.00090523+0.0010606i,-0.00057187+0.00097286i,0.00072644+0.00085734i
0.002982-0.0016149i,0.0027948-0.0017121i,0.00072396-0.0019614i,-0.00037323-0.00042089i,9.7199e-05+0.0013313i,0.0005785+0.0017807i,0.0012847+0.00072823i,0.0013837-0.00036703i,0.00062869-0.00085782i,-5.7803e-06-0.0010161i,-0.00076841-0.0004453i,-0.0010621+0.00033337i,-0.00066851+0.00069108i,-0.00013022+0.00084675i,-0.00011175+0.001067i,-0.00019575+0.0012402i,0.00026585+0.00064364i,0.0006749+0.00047489i,0.00062805+0.00084767i,0.00026107+0.00061036i,0.00031852-0.00039615i,0.00039874-0.00097996i,-3.8968e-05-0.00028357i
0.0014547-0.0015739i,-1.0522e-05-0.0019149i,-0.001009-0.0016214i,-0.0012326+0.00016521i,3.912e-06+0.00091713i,0.0012135+0.00043533i,0.0011404-0.00047786i,0.0008357-0.0011772i,0.00070123-0.001384i,-0.00013179-0.001004i,-0.00021348-0.00047245i,0.00020238+0.00010235i,-0.00028692-0.0006153i,-8.5822e-05-0.0014518i,-7.8114e-05-0.00021363i,-9.1416e-05+0.00081311i,0.00079153+3.8069e-05i,0.00064645+0.00020779i,-0.00030116+0.00051321i,-0.00013842+0.00033587i,0.00043373+0.00044506i,0.0001674+0.00087733i,-0.00039688+0.00078786i
0.0040477+0.0015886i,0.0038425+0.0012276i,0.0028237+0.00026527i,0.0013637+0.00049739i,0.00043491+0.0012525i,0.00090686+0.00052393i,0.001809-0.00046045i,0.0021671-0.00019482i,0.00092006-0.00027244i,9.327e-05-0.00057075i,-0.00016027-0.00045223i,-0.00012271+0.00034764i,-0.00027351+0.00060618i,-0.0012089+2.3114e-05i,-0.0013764-0.0006503i,-0.00056303-0.00050203i,-3.4973e-05-6.1922e-06i,-0.00022957-0.00017772i,-0.00042688+0.00012321i,-0.00045762+0.00064182i,-0.00094865+0.00070468i,-0.0012898+0.00058341i,-0.00060192+0.00017015i
0.0028455+0.0009126i,0.0019958-0.0001192i,0.0011077-0.0007597i,0.0011599+5.1653e-06i,0.0010957+0.00056225i,0.00098724+8.669e-05i,0.00060116-0.00026915i,0.00068935-0.0003957i,0.0012876-0.00049285i,0.00085973-0.00080576i,0.00020429-0.001056i,0.00016779-0.001401i,0.00048715-0.00082091i,8.2363e-05-8.4179e-05i,-0.00038227-0.00024203i,-9.1596e-05+0.00028404i,0.00016424+0.00050621i,0.00030194+0.0004357i,-8.987e-05+0.0004559i,-0.0001471-0.0003295i,-0.00014166-0.00063825i,0.00024991-0.00055257i,0.00048722-0.00043394i
0.0022516-0.00036392i,0.0029439-0.00069925i,0.0016676+0.00039833i,0.00020135+0.0015228i,-0.00030693+0.0013259i,-0.00026055+0.00016831i,-0.0001557-0.00069738i,0.00021293-0.00091568i,0.00075227-0.00093465i,0.00066544-0.00069299i,0.00055802-0.00068026i,0.00019063-0.00083177i,-0.00048607-0.00014951i,-0.00088575-0.00022249i,-0.00075656-0.0010876i,0.00035139-0.001083i,0.00029285-0.00078977i,-0.00066148-0.00065755i,-0.00023625-0.00023865i,-0.00015927+1.7558e-05i,-0.00013042+0.00023261i,-0.00020333+0.00065217i,0.00016632+0.00026536i
0.0024419-0.001665i,0.0018789-0.0016889i,-0.00082963-0.00077475i,-0.0011228+0.0013087i,-3.6387e-05+0.0015752i,0.00046821+2.0112e-05i,0.00085881-0.00075497i,0.00091609-0.00095408i,4.4073e-05-0.00051162i,-0.00063283+0.00038292i,-0.0007325+0.00018944i,-0.00045436-9.8831e-05i,0.00026269+0.00027316i,0.00070688+0.00041817i,0.0003408+0.00081776i,-0.00035822+0.0012034i,-0.00067454+5.8294e-05i,-0.0004559-0.00078622i,-0.00034992-0.00071466i,8.3387e-05-0.00063899i,-0.00033071-0.00017388i,-0.00064775+4.0101e-05i,-0.00032464+0.00018443i
0.0026025+0.00046372i,0.0015707-0.0003824i,0.00081401-5.3646e-05i,0.00076454+0.00051881i,0.00099725+0.00027482i,0.001596-0.00027608i,0.0019961-0.0010528i,0.0020345-0.0013804i,0.0013509-0.0010472i,-0.00040386-0.00064047i,-0.0012163-0.00033351i,-0.0006597-0.00037676i,-0.00017408+0.00022867i,8.9839e-05+0.00037173i,-0.00012932-0.00039949i,-0.00059325-0.00051507i,-0.00071467-1.612e-05i,-4.628e-05+2.0235e-05i,0.00064262-0.00020167i,0.00029535-0.00026693i,-0.00016143-0.00048175i,0.00065142-0.00077794i,0.0014671-0.00074932i
0.0022832-0.0011049i,0.0022663-0.0015212i,0.00096011-0.0001086i,0.00054576+0.00093416i,0.0011633+0.0010128i,0.00092357-0.00027337i,0.00062701-0.001683i,0.00046917-0.0013343i,0.00015871-0.0011631i,0.00039977-0.0013481i,0.00040554-0.0008318i,0.00058745-0.00031554i,0.00024049-0.00020574i,-0.00019319+1.8025e-05i,-0.00015599+6.1158e-05i,-0.00059363-0.00042307i,-0.00055294-0.00018874i,-0.00020703+0.00016137i,-0.00037062-0.00038338i,-0.0005455-0.00045945i,-0.00033603+0.00032293i,-2.4622e-05+0.00028534i,1.0845e-05+0.00019154i
0.0047039+0.00070683i,0.0044719-0.00037052i,0.0018132-0.00020057i,-0.0003421+0.00077592i,-0.00033276+0.0010882i,-0.00019672+5.678e-05i,-0.00010357-0.0006758i,-0.00015481-0.00078777i,2.3692e-06-0.00071188i,0.0010058-0.00038588i,0.0012175+0.00011979i,-0.00055546+0.00036682i,-0.00097467+0.00037814i,-0.00073606-5.6642e-05i,-0.001181-0.0002759i,-0.00086136+0.00053758i,-0.00020505+0.00040861i,0.00023745-0.00017871i,0.00074655-0.00030778i,0.00067855-0.00025144i,0.00026584+0.00033567i,-0.00012656+0.00069707i,-0.00071214+0.00043983i
-0.0015834+0.0003377i,-0.001493-0.00017824i,-0.0015911+0.0015079i,-0.0021076+0.0030397i,-0.0010462+0.0022379i,-1.7317e-05+0.00064258i,0.00017827-0.00011894i,0.0010397-0.00049132i,0.0013801-0.0013196i,0.0010247-0.0010419i,0.00071498-0.00012735i,0.0002354+4.1947e-05i,0.00024193-1.0984e-05i,0.00032466+1.6399e-05i,0.00051818+0.00021135i,0.00080996-0.00020006i,0.00044292-0.0005267i,0.00010365-0.00032443i,-0.00020631-0.0011369i,-0.00015148-0.0015931i,-0.00016547-0.00057222i,-0.00017426+0.00012935i,0.00010864-5.004e-05i
0.0020418-0.0021891i,0.0010188-0.0016566i,-0.001171-0.0011882i,-0.0021824-7.4953e-05i,-0.0015394+0.00090751i,0.0001205+0.00015521i,0.0017288-0.00038903i,0.0020593-0.00055291i,0.0011239-0.0012002i,-0.00024414-0.00082605i,-0.0014832-0.00034338i,-0.001476-0.00055957i,-0.0002396-0.00057275i,0.0010104+0.00030256i,0.00068119+0.00069652i,-0.00049917+0.0009718i,-0.00043987+0.00067763i,-3.7293e-05+0.00030049i,-7.3016e-05+0.00022124i,0.00038127+5.5874e-05i,0.00068449+0.00047555i,0.0005374+0.00024601i,-0.00012575-0.00056604i
0.00035587-0.0001216i,-0.001311-0.00038307i,-0.0024896-0.00030451i,-0.0010471+0.00035442i,0.00050467+0.00077434i,0.00078366+0.00064688i,0.00084108-0.00060609i,0.00098898-0.0020481i,0.00073109-0.0017007i,0.00017327-0.00087521i,-0.00058291-0.00015627i,-0.00080242+0.00025652i,3.6138e-05+5.4378e-05i,0.0012421-0.00055474i,0.00094592-0.00052951i,-0.0002393-8.4797e-08i,-0.00058467-0.00016303i,-0.00054361+0.00039989i,-0.00098132+0.00021395i,-0.0005362-0.00041453i,6.435e-05-0.00072457i,-5.1386e-05-0.00091599i,-0.00017369-0.00019651i
0.00050378-0.0011098i,0.00072777-0.0014036i,-0.001085-0.00073943i,-0.0014944+3.2665e-05i,0.00012643+0.00067838i,0.0013105-1.4016e-05i,0.001154-0.0015443i,0.00048476-0.0017561i,0.00021328-0.0011242i,0.00024248-0.00045241i,0.00074216-6.3314e-05i,0.00060518-0.0011092i,-0.00053084-0.0014741i,-0.0010696-0.00075475i,-0.00060911-0.00064936i,0.00016312-0.00037888i,0.00011813-0.0001856i,-0.00028374+7.7326e-05i,-0.00052643+0.00045084i,-0.00039125+0.00015641i,-0.00019295-0.0005174i,-0.0002118-0.00018506i,-7.4219e-05+0.00036873i
0.0017952-0.00017109i,0.0017471-0.00066531i,0.00031576+9.9782e-05i,-0.00064807+0.00086532i,0.00018232+0.00059122i,0.00077877-0.00040198i,0.00065405-0.00085507i,-7.9426e-05-0.0013476i,-0.00042738-0.001079i,-0.00066646-0.00087951i,-0.00038273-0.0009728i,-4.5958e-05-0.00079917i,-0.0006441-0.00047174i,-0.0010783-0.00017061i,-0.00069665+0.00011171i,2.6121e-05+0.00032352i,0.00060682+3.8834e-05i,-0.00018651+8.197e-05i,-0.00059844+0.00030588i,2.04e-05+0.00058484i,0.0004138+0.00068993i,0.00010553+0.00061218i,-0.00010975+7.8549e-05i
0.0023911-0.00095609i,0.0016499-0.0026842i,-0.00051668-0.0033189i,-0.0011542-0.00066364i,-0.00033343+0.0016342i,0.0010021+0.00088609i,0.0013936-0.00016593i,0.0015755-0.00091116i,0.0013416-0.00069791i,0.00076019-0.00056746i,0.00067322-0.00052024i,0.00053756-0.00013677i,-1.2255e-05-8.7048e-05i,-0.00062875-4.7575e-05i,-0.00073396+0.00041395i,-0.00035705+0.0010108i,-8.7572e-05+0.00094159i,-0.00052168+6.2918e-05i,-6.2863e-05-0.00067938i,0.00095556-0.00066423i,0.00052732+0.00013905i,-6.7349e-05+0.00095759i,0.00010173+0.0012288i
0.001724-0.0015103i,0.00039704-0.0013923i,-0.001233-0.00053226i,-0.00085671+3.1244e-05i,0.00016923-0.00046791i,0.00074092-0.001056i,0.0012523-0.001685i,0.00092961-0.0019306i,0.00032403-0.0011133i,-0.00063919-0.00028607i,-0.00070403-0.00047401i,-5.654e-05-0.00011657i,0.00013129+0.00045629i,0.00026928-0.00039913i,0.00018889-7.3213e-05i,2.162e-05+0.0008774i,0.00014243+0.00091444i,0.00014294-0.0002691i,0.00016334-0.0011577i,0.00035051-0.00043955i,0.0007919+0.00046518i,0.00035739+0.00076511i,-0.00053553+0.00086153i
0.0016325-5.8664e-05i,0.0018767-0.00064135i,0.00070348+0.00036071i,0.0001771+0.0011176i,0.00071681+0.0007801i,0.0010154-0.00035969i,0.0010522-0.0011231i,0.00095203-0.00089255i,0.0010146-0.00060638i,0.00066608-0.0012975i,0.00034546-0.0013191i,-3.9257e-05-0.00016296i,-0.0005196+0.00025868i,-0.0009577+0.00021633i,-0.0013835+0.00029748i,-0.0016921+0.00072202i,-0.00098016+0.00081437i,7.3273e-05+0.00049096i,-0.00018292+0.0003681i,2.5484e-06+0.00042513i,0.00057416+0.00073885i,0.000442+0.00085025i,0.00049288+0.00091066i
0.0024267-0.00079574i,0.0019693+0.00039269i,0.0011979+0.00135i,0.0002348+0.0017335i,0.00050782+0.0011677i,0.00099479+0.00027659i,0.00084559-0.00028065i,0.00023608-0.00015778i,0.00011756+0.0001554i,0.00030708+0.00057472i,0.00010661+0.00079151i,-0.00041394+0.00031406i,-0.00072555+0.00010005i,-0.00090097+0.00058293i,-0.00054006+0.00039463i,-0.00056608-0.00045169i,-0.00079993-0.00012667i,-0.00037756+0.0003863i,-2.7645e-05+0.00025915i,0.00030067-0.00049316i,0.00061826-0.00090151i,0.00046133-0.00085834i,0.00086854-0.00018097i
0.0023112-0.0011087i,0.0017915-0.0018929i,-0.00047988-0.0017887i,-0.0018533-0.00034499i,-0.0011643+0.00059811i,0.0003815+0.00052983i,0.0010458-0.00018748i,0.0007869-0.0014471i,0.00058769-0.0011944i,-0.00029153+0.00010642i,-0.00029942+0.00029784i,-9.0024e-05-0.00013169i,-0.00060726-8.2664e-05i,-0.0012359+0.0001861i,-0.0017995-0.00025862i,-0.00096133-0.00056505i,-0.00035914-0.0002852i,-0.00046551+0.00041355i,0.00018989+0.00083759i,7.1265e-05-5.6379e-07i,-0.00038703-0.00066907i,-0.00073457-0.00055198i,-0.00098043-0.001056i
0.0029138-0.001662i,0.0025234-0.0019905i,0.00028872-0.00123i,-0.00080771-0.00063269i,-0.00015263-0.00028728i,0.00047498-0.00037041i,0.0011512-0.00033956i,0.00083472+8.0864e-05i,0.00018722-0.00037931i,-0.00018811-0.00108i,-0.00046197-0.00051043i,-0.00058256+0.00040471i,-0.00048644+0.0010153i,-0.00043871+0.0013754i,-0.00074397+0.0015118i,-0.00057744+0.0012872i,-0.00027607+0.00047632i,-0.00015225-0.00021298i,-0.00052357-0.00056785i,-0.00082394+7.851e-05i,-6.378e-05+0.00039033i,0.00050551+4.1415e-05i,0.00022303-0.00011666i
0.0028662-0.00053918i,0.0022643+0.00032037i,0.0010069+0.0012392i,0.0002395+0.0012552i,0.00050298+0.00073729i,0.00031522+0.00031228i,0.0011004-0.00041009i,0.0017318-0.00060194i,0.0011181-0.00037608i,0.00080289-0.00045669i,0.00020918-0.00069162i,-0.00023119-0.00052597i,-0.0002312+0.00018161i,-0.00023124+0.00034709i,-0.00081958-0.00078963i,-0.00095595-0.0014526i,0.00017685-0.00080619i,0.00092201-0.00016343i,0.00059111+0.00015594i,0.00031793+0.00028128i,-7.8453e-06+0.00027037i,-0.00012379-0.00079419i,0.00060636-0.00091548i
0.0043462-0.0018611i,0.0048108-0.0022149i,0.0039683-0.0020785i,0.0016653-0.0012115i,6.8927e-05-0.00066028i,0.00065303-0.00097642i,0.0016592-0.00044283i,0.0014987-0.00047503i,0.00073984-0.0011713i,0.00048063-0.00083913i,-0.00015958-0.00037149i,-0.00049739-0.00028109i,0.00052704+0.00030472i,0.00011271+0.00072669i,-0.00091926+0.00066823i,-0.00098213+0.00054964i,-0.00063687+0.0005894i,-0.00010574+0.00080285i,-0.00027143+0.0002981i,-0.001226+0.00030461i,-0.00055684+0.00035098i,0.00033203-0.00023562i,-0.00021861-0.00058873i
0.000557-0.0014065i,-2.3857e-05+0.00015233i,-0.0018066+0.0015617i,-0.0017266+0.002327i,-0.00033451+0.0023118i,0.00087388+0.002029i,0.0012777+0.0010107i,0.0010485-0.00023106i,0.00085529-0.00079667i,0.00073276-0.0012517i,-0.00021091-0.0012007i,-0.00061578-0.00064371i,-0.00054107-9.7076e-05i,-0.00082266-0.0003491i,-0.0008287-0.0006538i,0.00010012-0.00012804i,0.0006157+0.00053438i,0.00030351+6.8593e-05i,0.00030717-0.00030591i,0.00063198+0.00026439i,0.00033272+2.9453e-05i,-0.00027946+0.00032676i,0.00013313+0.00053563i
0.0005114-0.0011195i,0.00034856-0.0028593i,-0.00093575-0.0018064i,-0.00086884+5.9256e-05i,0.0010195+0.00042404i,0.0015633-8.9399e-05i,0.00086156-0.00064576i,0.00018528-0.001297i,-7.508e-05-0.00097858i,-4.608e-05+0.00042307i,0.00015132+0.0007186i,-0.00026611-8.6253e-05i,-0.00096784-0.0005296i,-0.0011177-0.0007522i,-0.00099098-0.00077756i,-0.00066599-0.00046736i,-0.00068385-0.00046874i,-0.00024784-0.00036971i,0.00033983-7.2095e-06i,0.00026176-1.5383e-05i,0.00035062-0.00065126i,0.00067688-0.0010067i,0.00066462-0.0010443i
0.0024591-0.00017859i,0.0031216+0.00091872i,0.0025091+0.0015546i,0.0012918+0.0010212i,0.00021734+0.00052719i,0.00088691-0.0009304i,0.0018603-0.0013644i,0.0010239-0.00065702i,-0.00016828-0.0007492i,-0.00037805-0.00034963i,-0.00050302+3.206e-05i,-0.00081674-5.4414e-05i,-0.0015925-1.1616e-05i,-0.0011723-0.00030752i,-0.00029481-0.00061309i,-7.8596e-05-0.000521i,-0.00047103-1.65e-05i,-0.00031258-0.00021928i,0.00061709-0.00044953i,0.00082799-0.00012747i,-1.8291e-05+0.00019177i,-0.0004588+0.00053642i,-0.00010717+0.00076993i
0.0007678-0.0010187i,0.0007273-0.00067466i,-0.00066242-3.2909e-05i,-0.0012719+0.00039966i,-0.00011958+0.00068742i,0.00065881+0.0010523i,0.00050103+0.00064454i,0.00063806-0.00013703i,8.9443e-05-0.00020496i,-0.0003787+4.472e-05i,-0.00023372+2.0855e-05i,-0.0002542-7.6193e-05i,-0.00031535+0.00017422i,-0.00030883+0.00026857i,-0.00057763-0.00030009i,-0.00039933-0.00073013i,-0.00052664-0.00060437i,-0.0004913-0.00030062i,0.00041671-0.00017851i,0.00097437-0.00010331i,0.0010118-3.0005e-05i,0.00076749-3.4838e-05i,8.0085e-05+0.00022352i
0.00095588-0.00042771i,0.00091412-0.00015329i,-0.0008596+1.8182e-05i,-0.0018459+0.00035386i,-0.001013+0.0010012i,0.00027267+0.0012019i,0.00093906+0.00018042i,0.00067175-0.00078045i,0.00045549-0.00079576i,-0.00047436-0.00082253i,-0.0004926-0.00029231i,9.7934e-05+0.00078201i,-0.00016517+3.5886e-05i,-0.00043371-9.4211e-05i,-0.00088123+0.00098722i,-0.00083689+0.00048676i,0.00021313-0.00021003i,0.00070615+0.00019211i,0.00054258+0.00069368i,-0.000189+0.00038108i,-0.00035059-0.00070114i,-0.00018803-0.00086217i,-0.00020866-0.00025538i
0.0014877-0.0043619i,0.0011087-0.005092i,-0.0006581-0.0046949i,-0.0020437-0.0012718i,-0.001493+0.0015695i,0.00077835+0.00080027i,0.0017809-0.00091121i,0.0015377-0.0023914i,0.00088625-0.0027113i,0.00010552-0.0016871i,-0.00057858-0.00032172i,-0.00052501+0.00073447i,-0.00047806+0.00094672i,-0.00028898+0.0006382i,0.00013682+0.00082346i,-0.00017061+0.00083131i,-0.00021583-5.824e-07i,0.00011203-0.00066223i,5.4195e-05-0.00080857i,-6.8354e-05-0.000812i,-0.00031315-0.00081335i,-0.00051014-0.00094629i,-0.00094697-0.00041472i
0.0044482-0.00067113i,0.0029786-0.0019145i,0.00057929-0.0017618i,-0.00074534-0.00030205i,-0.00023029+0.0010678i,0.00054119+0.0014067i,0.00091993+9.1611e-05i,0.0015825-0.0015029i,0.0013145-0.0014369i,0.00032289-0.00086056i,-7.418e-05-0.00042715i,-0.00038813-0.00036556i,-0.00082601-0.00019256i,-0.00069348+0.00068482i,-0.00064032+0.0018064i,-0.00061551+0.0019713i,-0.00031998+0.0010562i,-2.3702e-05+0.00070872i,-0.00023255+0.0007124i,-0.00016822+0.00016811i,0.00019632+0.00025834i,0.00083484-0.00026484i,0.0010122-0.00050196i
-0.0011394+0.001314i,-0.00049575+0.0012032i,-0.00014249+0.0016947i,-0.00071007+0.0016547i,0.00011421+0.00077283i,0.0021227+0.00019023i,0.002249-0.00065659i,0.0018073-0.0018006i,0.0017315-0.0014934i,0.00052093-0.00025885i,-0.0011932-0.00032945i,-0.0015577-0.00015055i,-0.00041874+0.00051766i,0.00065996-0.0003438i,0.00069568-0.0011141i,-6.4158e-06-0.00071813i,-0.0003596-0.00019514i,-7.2887e-05-0.00039854i,0.00027565-0.00050386i,-2.2318e-05-0.00015114i,-0.00068554-0.00018344i,-0.00058074-0.00013908i,-0.00045698+0.00047606i
0.0021446+0.0010726i,0.0025098-0.00037712i,0.0020459+0.0008287i,0.0011944+0.0022242i,0.0013499+0.0014297i,0.0015234-0.00030335i,0.0010342-0.00090989i,0.00038875-0.00052709i,0.00014731-0.0004688i,-0.00023342-0.00085195i,-0.00091855-0.00065403i,-0.0013575-0.00034536i,-0.0014035-0.00013455i,-0.00061166+9.8792e-05i,-0.00033734-0.00049021i,-0.00079611-0.00082637i,-0.00063044-0.00059677i,0.00033613-0.00022844i,0.00077254-0.00016195i,6.7619e-05-0.00057492i,-0.00045686-0.00016999i,-2.2548e-06+0.00058578i,0.00063796+0.0003526i
0.00086054-0.0011445i,0.0013761-0.0011617i,0.00024122-0.00057317i,-0.00051332+0.00061697i,0.00021546+0.0011387i,0.0005058+0.00021157i,0.00088156-0.0012917i,0.0012799-0.001361i,0.00098024-0.00074129i,0.00050265-0.00070197i,0.00060738+4.448e-05i,0.00068024+0.0011558i,0.00022778+0.0009799i,-0.0008081+9.908e-05i,-0.00091311+4.546e-05i,-0.00049398+0.00074839i,-0.00036812+0.00055118i,9.2782e-05+0.00034439i,0.00035193+3.3179e-05i,7.6593e-05+0.00012389i,-0.00018104+0.0010516i,-0.00024038+0.0015122i,0.00050524+0.00044629i
0.00072296+2.6508e-05i,0.001424-0.00042707i,0.00015357+0.00088427i,-0.00036455+0.0021158i,-0.00035305+0.0018073i,3.696e-05+0.00050157i,0.00063371-0.0003102i,0.00028049-0.00097931i,-2.9445e-05-0.0020048i,0.00028558-0.0011524i,0.00073678-0.0002337i,0.0010865-0.00040263i,0.00098167-0.00018473i,0.00058306+4.9965e-05i,-0.00034765+3.8887e-05i,-0.0011712+0.00028454i,-0.0009544+0.00064707i,-0.00036383+5.9628e-05i,-0.00039051-0.00011915i,-0.0001682+0.0002946i,3.6209e-05+0.00017705i,0.00011291+0.00012541i,0.0006983+0.00026707i
0.00040728-0.00013891i,0.00071069-0.00060168i,-0.00011386+0.00022771i,-0.0012878+0.0013826i,-0.00075841+0.00097493i,-0.00028722-0.00017355i,0.00020089-0.0010424i,0.00089079-0.001374i,0.00052491-0.00083113i,-0.00055404-0.00010404i,-0.0003233+0.00092972i,0.00048534+0.00089041i,0.00074826+7.8573e-05i,0.00055208-0.00036829i,0.00061494-0.00055823i,0.00027413-0.00030366i,-0.00010287-0.00029217i,-6.1963e-05+0.00011946i,-2.988e-05-1.8736e-05i,1.8008e-05-0.00051069i,0.00023738-5.9153e-05i,4.3336e-05+0.00050051i,-0.00041702+3.1532e-05i
0.00032143+9.9719e-05i,-8.3922e-05-0.00045205i,-0.00095344+0.00038403i,-0.0017263+0.0015717i,-0.00058079+0.0015299i,0.00089844+0.0009118i,0.0013039-0.00022234i,0.00090423-0.0014309i,9.8579e-05-0.0015754i,-0.0006337-0.00084848i,-0.00037563-0.00043924i,2.9334e-05-0.0006863i,-0.00046854-0.00071111i,-0.0011139-0.00028267i,-0.00073759-0.00042399i,0.00039346-0.00010955i,0.00071425-0.0001033i,0.00065318-0.00099197i,0.00032871-0.001282i,-7.6218e-05-0.00068645i,-0.00017779-3.9677e-06i,-2.8328e-05-2.5307e-06i,4.3012e-05-0.0001358i
0.0024107-0.0018575i,0.0016942-0.0024258i,-0.00015949-0.0021996i,-0.0011134+0.00014571i,-0.00069603+0.0011986i,0.00035847-0.00034868i,0.0011348-0.0015762i,0.0012731-0.00092328i,0.0003514-0.00043053i,-0.00017997+4.7123e-05i,-0.00064117+0.0001678i,-0.00025125-0.00051558i,1.8527e-05-0.00068755i,-0.00017652-0.00056221i,-8.9678e-05-0.00020375i,0.00019973-9.2018e-05i,0.00017948-0.00046092i,-7.9802e-05-0.00052741i,-0.00020814-0.00077967i,0.000351-0.00041655i,0.0011114+0.00027873i,0.00064534-0.00027318i,-5.3304e-05-0.00090013i
0.0013638-0.0014338i,0.00067292-0.0018062i,8.082e-05-0.00016453i,-0.00065495+0.0012439i,-7.1823e-06+0.0014237i,0.0015477+0.00027244i,0.0017115-0.0010977i,0.00057816-0.0012861i,0.00015338-0.00083775i,-3.888e-05-0.0011349i,-0.00030643-0.0015625i,4.2447e-06-0.001326i,0.00020582-0.0010253i,2.4116e-06-0.00032137i,-0.00057073-0.00016217i,-0.00083615-0.00068464i,-0.00075786-0.0013006i,-0.0010045-0.00079326i,-0.00053906+0.00030237i,0.00041547+0.00060859i,0.00051265+0.00039496i,9.0551e-05+0.0001037i,0.00013894-0.00013382i
0.0020331-0.00059169i,0.00092457-0.0012616i,-0.00083767-0.00057835i,-0.0017063+0.00061913i,-0.0010791+0.001918i,0.00034386+0.0013339i,0.0013851+0.00038398i,0.001466+0.00041667i,0.00102+0.00016241i,0.00053575-0.00031458i,0.00024418-0.00079165i,0.00054969-0.00053378i,0.00059494+0.00016292i,-0.00022187+0.00026719i,-0.00031537-0.00058453i,-0.0005998-0.000687i,-0.0011842-6.263e-05i,-0.0010177-0.00037744i,-0.00074265-0.00027013i,0.0001065+0.00040152i,0.00082179+0.00095239i,0.00068458+0.00073474i,0.00013846-0.00012713i
0.0051405-1.5764e-05i,0.0047703-0.00066315i,0.002736-0.0013075i,0.00066483-0.0010492i,0.0003877-0.00046801i,0.00057409-0.00060355i,0.000404-0.00096664i,0.00070089-0.0009259i,0.0010902-0.00098997i,-2.9925e-07-0.00071334i,-0.0012742-7.3317e-05i,-0.0009786+0.00019065i,-0.000461+0.00022815i,-0.00041304-5.05e-05i,-0.00095003-0.00049242i,-0.00066589+8.3568e-05i,-0.00018034+0.00056675i,-0.0004473+0.00027451i,-0.00038964+0.00027265i,-0.00047853+0.00030445i,-0.00032886+0.00017825i,0.00010118-0.00058944i,-0.00015594-0.00096336i
0.0029604-0.0013234i,0.0021944-0.0015665i,0.00098689-0.00063318i,-0.00070902+0.00021827i,-0.00065516+0.00031522i,0.00029571+1.1359e-05i,0.0006523-0.00032193i,0.00065116-0.00023871i,0.00026639+0.00029676i,-0.00030499+0.00060149i,-0.00061345+0.0006744i,-0.00051964+0.00063803i,-0.00047532-3.14e-05i,-0.00039746-0.00044757i,-0.00059103+0.00016569i,-0.00061415+0.00056852i,-1.7979e-05+0.00018661i,0.0003144-0.00019085i,0.00063126-0.00046535i,0.00053312-0.00052358i,0.00035488-0.00067929i,0.00040638-0.0005255i,0.00015386+0.00018185i
