-0.00015202+0.00051268i,0.0011526-0.0010508i,0.0021839-0.0021286i,0.0021993-0.0019763i,-0.00013155-0.0015671i,-0.0015417-0.00071185i,-0.0022038-0.00025083i,-0.0026715+1.4775e-05i,-0.0015681+0.00016088i,-0.00061215+5.4864e-05i,7.7671e-05-0.00068245i,0.00094527-0.00071414i,0.00094707-0.0007638i,0.00051365-0.0010268i,0.00033738-0.00068377i,0.00010784-0.0010731i,-0.00097663-0.0019333i,-0.00076313-0.0018475i,-2.0345e-05-0.00088809i,9.0104e-05+8.1779e-05i,5.7964e-05+0.00053981i,-0.00032168-5.3203e-05i,-0.00041464-0.00061453i
-0.00024605+0.0006094i,0.00093093+0.0018198i,0.0027854+0.0023437i,0.0039841+0.0019i,0.0036306+0.0010201i,0.0016256-0.00018552i,0.00033883-0.00097201i,-0.00036921-0.00046404i,-0.0014533+0.00072609i,-0.0010577+0.00083622i,0.0001847-0.00028971i,0.00056035-0.00017913i,0.0003227+0.00021425i,0.00037822+5.666e-05i,0.00056967+0.00012657i,0.00059372+0.00029894i,-9.0943e-05-0.0003474i,-0.00037387-0.00067831i,0.00034452-0.00070449i,0.00094886-0.00099237i,0.00074093-0.0010068i,-0.00024529-0.00044153i,1.2582e-05+0.00056596i
0.00080429-0.00098659i,0.0017831-0.00086863i,0.0019468-0.00099006i,0.0013702-0.001836i,0.0010395-0.0017402i,0.00022068-0.001169i,-0.00080076-0.00073371i,-0.0017022-0.00024766i,-0.00096725+0.00039823i,-0.00037157+0.0011522i,-0.00044867+0.0010828i,0.00010272+0.00091024i,0.00063941+0.00083037i,0.0011247+0.00018259i,0.0016921-7.7513e-05i,0.0019334+0.00057699i,0.0014506+0.0008791i,0.0010191+0.00040338i,0.00060358-0.00040119i,0.0007967-1.8341e-05i,0.00057666+5.2573e-05i,0.00030421-0.00042733i,0.00063266-2.096e-06i
0.0020626+0.00033997i,0.0029024-0.00010495i,0.0029331-0.00063415i,0.0025383-0.0020248i,0.0011406-0.0022868i,-0.00055313-0.0011369i,-0.00064922+0.00037672i,-0.00017932+0.00084081i,0.00064223+0.00079147i,0.00098434+0.00074328i,0.00050341+0.0004173i,0.00088362+9.6811e-05i,0.0015389+1.2671e-05i,0.00095646+0.0003431i,3.6925e-05-0.00024699i,0.0003526-0.00095498i,0.00080556-0.00094805i,0.00043945-0.0010252i,0.00026865-0.00018684i,-0.00037985+0.00090945i,-0.0011545+0.00092868i,-0.00083191+0.0004679i,7.0375e-05+0.00043439i
5.7822e-06-0.00035462i,0.00065616+4.8442e-05i,0.0014327+0.0010073i,0.0011386+0.0021717i,0.00072989+0.0019099i,-0.00047154+0.0005632i,-0.0011956-0.00060485i,-0.00073961-0.00052533i,-0.0011574+0.00021025i,-0.00090622+1.7407e-05i,1.461e-05-0.00019838i,0.00054663-8.6293e-05i,-0.00016631-0.00026187i,-0.00034347-0.0010945i,0.00097591-0.0016727i,0.001269-0.0013298i,0.00025811-0.0006569i,-0.00038011-7.1177e-05i,-0.00015631+0.00024802i,-0.0001217+0.00010779i,-0.00059707-0.00054585i,-0.00034727-0.00041113i,0.00014042+0.00024877i
0.00082068+0.0012301i,0.0027527+0.00044541i,0.0037944-0.00055457i,0.0036561-0.0014333i,0.003011-0.0015904i,0.0011157-0.0013477i,0.00062842-0.0011714i,0.00020688-0.0011289i,-0.00066196-0.00084464i,2.5454e-05-0.00092537i,0.00093058-0.00080678i,0.0008803-0.00026736i,0.0004285+0.00019764i,0.00088739-0.00019596i,0.00088303-0.001414i,0.00024687-0.0021239i,0.0002734-0.0012747i,0.00048173+0.00039769i,0.00051813+0.0008841i,8.8814e-05-0.00017164i,-0.00017981-0.00015008i,-0.00017098+0.00054056i,-7.8927e-05+0.0003453i
0.00076069+0.00052484i,0.0015373+0.00085593i,0.0023782+0.00038163i,0.0019156-0.00107i,0.00057053-0.0015746i,-0.00034847-0.00089753i,-0.00059406-5.6123e-05i,-0.00075698-5.3547e-05i,-0.00088349+0.00034656i,-0.00055178+0.001589i,-0.00018463+0.0015016i,-0.00034615+0.00059875i,-0.00014092+0.00050547i,0.00059716+0.00056008i,0.00065706+9.7297e-05i,0.00088055-8.8659e-07i,0.0013286+4.7595e-05i,0.0008665-0.00031881i,0.00029507-0.00016863i,0.0001443+3.7286e-05i,0.00060417+3.5278e-05i,0.00079737+0.00062979i,-0.00027014+0.0010229i
0.00035965-0.0006644i,-0.00059732-0.00034398i,-0.00051193-0.00095117i,0.00032044-0.00077149i,0.00030637-5.5584e-05i,6.1591e-05+0.0004773i,0.0003002+0.000219i,0.00052695-0.00073716i,0.00014371-0.00088436i,-0.00045237-9.9483e-05i,1.4063e-05+0.00011336i,0.00074038-1.1972e-05i,0.0011998+7.3957e-05i,0.001212+0.00047822i,0.0011279-0.0001303i,0.0015937-0.00082608i,0.001293-0.00066312i,0.00056719-0.00010302i,0.00099627-0.00018041i,0.0010124-0.00099453i,-0.00022346-0.00016336i,-0.00053039+0.00096188i,-9.9606e-05+0.00068844i
0.0012596+0.00051069i,0.0017409+0.00018351i,0.002889-0.00033012i,0.0035265-0.00082921i,0.0020934-0.0013604i,0.0007851-0.0012735i,0.0001345-0.00050256i,-0.00022125+0.00054273i,-0.0003646+0.00056499i,-0.00029375-6.9365e-05i,-6.9362e-05+0.00022127i,-0.00017822+0.00011615i,-0.00010263-0.00060891i,0.00015745-0.00065744i,0.00019565-0.00048324i,0.00012902-3.1883e-05i,0.0004239-0.00011989i,0.0011395-0.00059432i,0.0010373-0.00048634i,0.00032511-0.00068148i,-0.0002357-0.00061721i,-0.00059597-0.0002898i,-0.00066879+0.00024118i
-0.00081215+0.00077044i,0.0006107+0.0016837i,0.0011699+0.0013022i,0.0020875-0.00020102i,0.0026283-0.00059017i,0.0016677-0.00064196i,0.00020853-0.001312i,-0.0011526-0.0012417i,-0.0014129-0.00023012i,-0.00067048+0.00035008i,0.00022884+0.00031129i,0.00062043-0.00015434i,7.8241e-05-0.00091944i,-0.00011237-0.0012802i,0.0011058-0.00096537i,0.0015801-0.00053136i,0.00050714-0.00033237i,0.0002096-0.00054484i,-0.00012541-0.00032465i,-0.00043358+0.00049053i,-0.0006273+0.00037641i,-0.0012025+9.8888e-05i,-0.00095813+0.00060515i
-0.00031445+0.00017022i,0.0013414-0.00032503i,0.0024379+0.00035766i,0.0029619+3.3826e-05i,0.0028317-0.00097635i,0.0012577-0.00086558i,-0.00026639-0.00081569i,-0.00047371-0.00071736i,-0.00045194-0.00015527i,-0.00037751+1.3669e-05i,-0.00014452-0.00049839i,-0.00066161-0.00076875i,-0.001006-0.00073921i,-0.00023124-0.00031703i,0.00042823+0.00037769i,0.00039417-8.6613e-05i,0.00065191-0.00059758i,0.00058017-0.00049936i,-0.00017877-0.00041795i,-0.00029205+0.0004247i,-0.00011214+0.00095512i,0.00050458+0.00046305i,0.00044977+0.00036985i
-0.00083115-0.0011312i,-0.00030318-0.0016448i,0.00062384-0.0016852i,0.0003252-0.00063839i,-6.672e-05-0.00025427i,0.00037642-0.00090046i,0.00012465-0.0013969i,-0.00087013-0.00065183i,-0.0018645+0.00075499i,-0.001608+0.0005573i,-0.00088409+0.00010462i,-0.00033227+0.00031647i,-4.5492e-05-0.00016703i,-0.00011668-0.00052765i,0.00076833-0.00022382i,0.00099734+8.4365e-05i,0.0003107-7.6771e-05i,7.1281e-05-0.00019162i,0.00049131-6.7484e-05i,0.00014879-0.00040146i,-0.00034459-0.00026336i,-0.00085056+0.00095163i,-0.0009742+0.00050094i
-0.0013935-0.00028417i,-0.00069679+0.0005789i,0.00076217+0.0016308i,0.0017905+0.0021632i,0.001833+0.00042584i,0.00085099-0.0016265i,-0.00037966-0.0018737i,-0.0013461-0.00083556i,-0.0018435+8.2349e-05i,-0.0010901+0.00049842i,-0.00037044+0.00040025i,-0.00028852-0.0004009i,0.0002511-0.0007966i,0.00047144-0.00023115i,0.00055151-1.0459e-05i,0.00093943-0.00047259i,0.0010712+6.2745e-05i,0.00088012+0.00053542i,0.00095292-0.00029026i,0.00047804-0.00050903i,-1.9655e-05+8.1892e-05i,0.00041999+0.00010417i,0.00090833+0.00057772i
0.0018442+0.00052758i,0.002897-0.00068248i,0.0032338-0.0017781i,0.0030242-0.0033049i,0.0015432-0.0030488i,5.4832e-05-0.0020115i,-0.00014967-0.0018245i,-0.00040085-0.00092229i,-0.0005687-0.0002399i,-0.00011365+2.7338e-05i,-0.00026113-5.3834e-06i,0.00017296-4.7637e-05i,0.0014319+0.0004399i,0.00072726+0.00018239i,0.00067573-0.00020974i,0.0012384+6.3374e-05i,0.00062407+0.00034029i,0.0001597+0.00052836i,9.1275e-05+4.0252e-05i,0.00021958-0.00027494i,-0.00021235-3.346e-05i,-0.00057094+0.00033937i,-0.00023061+2.3514e-06i
-0.00038431-0.00096033i,0.00020782-0.00045598i,0.00055278+0.00024148i,0.0010998+0.00020684i,0.00051984-0.00024284i,0.00028612+0.00013864i,0.00033121+0.00035783i,-0.00011151-2.7277e-05i,-0.00019579-0.00045083i,0.00074921-0.00052591i,0.00048724-0.00046244i,-8.0483e-05-0.00071124i,8.9873e-05-0.00031985i,0.00041491+0.00012966i,0.00073631-0.00021821i,0.00061647-0.00063102i,8.8494e-05-0.00095815i,-1.4137e-05-0.0010858i,5.1504e-05-0.00063016i,-0.0001113+0.00022055i,2.8039e-05+0.00043637i,-0.0002672-0.00026756i,-0.00057712-0.00028631i
0.0017765-0.00072988i,0.0026509-0.0011969i,0.003148-0.0021995i,0.0028337-0.001876i,0.0013875-0.0013877i,-0.0007264-0.0010689i,-0.0012462-0.00024525i,-0.00041997+0.00024696i,-0.00047836+0.00038435i,-0.00023408+0.00034584i,4.6444e-05+0.00031629i,-0.00020573+0.00031363i,-0.00057367+0.00014924i,-0.00027757-6.5237e-05i,0.00031846-0.00017769i,0.00078652+0.00022444i,0.001401+0.00089951i,0.0012379+0.00060328i,0.00018241+0.00042131i,5.4331e-05+0.00050055i,-6.8498e-06+0.00060129i,-0.00017733+0.00043162i,0.00038231+0.00057215i
0.00088737+0.0030365i,0.0036681+0.0020486i,0.0051216+0.00096514i,0.0049978-0.0003333i,0.0032598-0.0018769i,0.0011581-0.0035665i,-0.0001502-0.0029716i,-0.00012583-0.00051339i,0.00016456+0.00050917i,-8.2772e-05+0.00038018i,0.00017836-0.00013981i,3.1882e-05-0.00016723i,-0.00068879+0.0009031i,-0.0016174+0.0014504i,-0.0018172+0.00087703i,-0.0008192+0.00062648i,-0.00026917+0.00045031i,-2.2275e-05+0.00040803i,2.1522e-05+0.00088363i,-0.00036704+0.00093829i,-0.00031323+0.00088469i,-3.419e-05+0.0011352i,9.6401e-05+0.00075365i
0.0011005+0.00019889i,0.0019934-0.00039541i,0.0024851-0.00033491i,0.0019219-0.00045226i,0.00069408-0.00039708i,-0.00090962-0.00048795i,-0.0015811-0.00061989i,-0.00096151+1.3255e-05i,0.00017062+0.00058995i,0.00088089+0.0012399i,0.0008697+0.0012234i,0.0006381+0.00036197i,0.00047448-0.0002524i,0.0002235-0.00057539i,-0.00025337-0.0003077i,0.0003272+0.00027649i,0.0010328+0.00035758i,0.00049832+0.00011512i,0.00012011-0.0001182i,2.0925e-05-0.00011123i,0.00029661+0.00032292i,0.00034558+8.163e-05i,0.00025978-0.00020762i
0.00016855+0.00027686i,0.00012688-0.0014405i,0.0013724-0.0019111i,0.0017908-0.0012568i,0.0010096-0.0016072i,0.00042441-0.0017203i,0.00021576-0.001034i,0.00020997-0.00083487i,7.0113e-05+1.4606e-05i,-4.4394e-05+0.00022985i,-0.00013317+0.0003547i,-0.00045218+0.00046623i,-0.00026586+0.00041609i,0.00028652+0.00068565i,0.00074848+0.00012532i,0.0010858-0.00066569i,0.00071864-0.00058865i,0.00023817-0.00025218i,0.00032034+0.00071612i,0.00070749+0.0019475i,0.0010419+0.0015006i,0.00044989+0.00045234i,-0.00076665-0.000226i
0.00030148+0.00058344i,0.00055977+0.00085643i,0.0018702+0.0002584i,0.0024703-0.00096393i,0.0021816-0.00076573i,0.0020122-0.00024408i,0.00070549+0.00036113i,-0.00099938+0.00037776i,-0.0013747-6.8568e-05i,-0.00043915-0.00057732i,0.00027714-0.00044565i,0.00010525-0.00045152i,-3.6657e-05-4.8009e-05i,0.00090546+0.00034812i,0.0015136+0.00042375i,0.0010736-0.00035717i,0.0015636-0.000823i,0.001587-0.00013978i,0.00060896-0.00038547i,-0.00042656-0.0011219i,-0.0006817-0.0010231i,-0.00041217-0.00028959i,0.00017188-7.2249e-05i
-0.00054482-0.0010534i,-0.00035468-0.00037088i,-0.00056884-0.00014638i,-0.0015587-0.0006312i,-0.0026087-0.0011833i,-0.0010595-0.00061668i,0.00016599-0.00011874i,-0.0010261-0.00064772i,-0.0015567-0.00070102i,-0.0011886-0.00039456i,-0.00047469-0.00094653i,-3.902e-05-0.00075063i,-0.00014717-0.00055781i,-0.00023001-0.00088627i,-1.8479e-05-0.0010442i,0.0003999-0.00126i,0.00068346-0.001343i,4.7402e-05-0.00048048i,-0.00041738-0.00048777i,-0.00034257-0.00083311i,-0.00073427-0.00020313i,-0.00049993-0.00057101i,0.0007778-0.00074286i
0.00060732-0.00073149i,0.001238+7.638e-05i,0.0015551-0.00015384i,0.0024076+0.00025537i,0.0014706+0.00013268i,-0.00026132-0.00067203i,-0.00067148-0.00075527i,-0.001317-0.0011441i,-0.0019384-0.00077237i,-0.0018286+0.00020181i,-0.00084002+0.00021803i,0.00011031-0.00035653i,0.00039622-0.00093037i,0.00090326-0.00094318i,0.0012794-0.00044031i,0.0003016-0.00039105i,-0.0006887-0.00088414i,-0.00097709-0.001149i,-0.00061727-0.00075134i,-0.00012308-0.00052858i,0.00013335-0.00040328i,-0.00011849-9.3041e-05i,0.00045171+0.00012849i
0.0014576-0.00074806i,0.001508-0.0009845i,0.0015887-0.0013493i,0.0010378-0.0030215i,-0.000303-0.0039195i,-0.0020761-0.0027258i,-0.0015046-0.0010046i,-0.0006678-7.4349e-05i,-0.00046052+0.00035848i,-0.0002355-7.4262e-06i,-0.00039402-0.00039685i,-0.00022242+0.00028148i,-0.00011778+0.0010277i,-0.00026586+0.00060842i,-0.00012236+0.00061882i,-0.00011569+0.00060053i,-0.0001671+0.00035015i,-0.00010448+0.00085036i,-0.00034484+0.00052785i,-0.00047864+0.00079205i,-0.00052611+0.00083311i,-0.00034424-0.00056085i,0.00049478-0.00087543i
-0.00060369+0.0014534i,-8.5058e-05+0.00054367i,0.00099522+0.00078574i,0.0014974+0.0012547i,0.0013996+9.2963e-05i,0.001201+0.00014257i,-0.00041128+0.00093648i,-0.0015931-0.00012444i,-0.0013456-0.00017713i,-0.00026299+0.00045889i,0.0001313+0.00044366i,0.00013913-1.9916e-05i,0.00063116+0.00014541i,0.00055191+0.00040495i,0.00023884+0.00016882i,0.00090111+0.00028134i,0.0017541+0.00047344i,0.00089046+9.5307e-05i,-8.7426e-05-0.00038388i,-0.00023209-0.00048076i,-0.00032203-0.00029513i,-0.00057944+6.088e-05i,-0.00084397+0.00025643i
0.0018777-3.0923e-05i,0.0027537-0.00056502i,0.00349-0.0022917i,0.0023738-0.0028372i,0.00091774-0.0023281i,7.2447e-05-0.0018176i,-5.584e-05-0.0010325i,0.00093132-0.00011056i,0.00092364-7.6695e-05i,0.0011628-0.00024384i,0.00072625+0.0001721i,0.0003741-0.00026174i,0.00017676-0.00068378i,0.00052937-0.00090758i,0.0017788-0.00063835i,0.0017407+0.00013351i,0.0010981-0.00066771i,8.7987e-05-0.0017514i,-8.3214e-05-0.00087847i,-0.00011948+0.00056384i,-0.00032397+0.00074819i,-6.926e-05+0.0011348i,-0.00040036+0.00093447i
0.0010146+0.0017185i,0.0015664+0.0017479i,0.0033873+0.0012706i,0.0038227+4.4684e-05i,0.0027646-0.00090018i,0.0012477-0.00056682i,-0.00083193-0.00017723i,-0.0010334+0.00014255i,-0.00038345+0.00027529i,0.0003621+9.3499e-05i,0.0012607-0.00043136i,0.00084635-0.00079046i,0.00051469-0.00087684i,0.00065124-0.0011116i,0.00055324-0.0013169i,0.00055553-0.0011106i,0.00028081-0.0012616i,-0.00024488-0.0012106i,0.00016168-0.00024139i,0.00085711+0.00020534i,0.00099045+0.00030184i,0.0004876+0.00054603i,-0.00035929+0.00051838i
-0.00032974-0.00023948i,0.00044001+0.0003008i,0.00058941+0.00016862i,0.00074781+0.0003738i,-8.5998e-05+0.00015159i,-0.00070679-0.00064313i,-0.00065013-0.00071036i,7.1715e-05-0.00054918i,-2.1609e-05-0.00023561i,-5.6193e-05+0.00048732i,0.00028595+0.0010158i,0.00053927+0.00046361i,0.00056175-0.00010468i,0.00043471-0.00040021i,-0.000171-0.00096785i,-0.00012133-0.00059538i,0.0003546-2.2482e-05i,5.2011e-05-0.00024412i,-3.45e-05-0.00012631i,0.00031567+0.00074739i,0.000766+0.0012452i,6.3123e-05+0.00035564i,-0.00055068+0.00030617i
0.00080073-0.0011367i,0.0019791-0.0014269i,0.0019707-0.0015214i,0.0012825-0.0013604i,0.0011858-0.00096075i,0.00032323-6.9894e-05i,-0.00035145+0.00017094i,-0.00033566-0.00035347i,-0.0010064-0.00080367i,-0.0012049-0.00099355i,9.3346e-05+0.0001172i,0.00034458+0.00088309i,-0.00046892+0.00049946i,-0.00020689+0.00042844i,-1.2724e-05+0.00073408i,0.00054099+0.00080198i,0.0011661+0.00053908i,0.0011135+0.00070989i,0.00059887+0.00055932i,-0.0010136+0.0006538i,-0.0009177+0.00088061i,0.00018182+0.00013426i,8.7924e-05-0.0010816i
-0.00012046+0.00029254i,0.00049915+0.00030518i,0.0012958-6.7546e-05i,0.0010657-0.00050453i,0.00038883-0.0012217i,-0.0012231-0.00079453i,-0.0013949+6.5028e-06i,-0.00092502+0.00049726i,-0.00066215+0.00061279i,0.00057638+0.00051563i,0.00064907+0.00047895i,0.00055201+0.00077142i,0.0010982+0.00097825i,0.0011476+0.00063371i,0.00026249+0.00038133i,0.0002356+4.9081e-05i,0.00060466+0.00018382i,-0.00013517+0.00018456i,-0.00022667-0.00053007i,-0.00029604-0.00031368i,-0.00054322+9.1428e-05i,3.5462e-05+7.0764e-05i,0.0004046+0.00025156i
-1.5597e-05-0.00010226i,0.0015335+0.0007077i,0.0027303+0.00065747i,0.0031372+5.5368e-05i,0.0028359-0.001283i,0.0025827-0.0017115i,0.001162-0.00094246i,-0.0005025-0.00042314i,-0.00018992-0.00027048i,0.00073013+0.00017571i,0.00084724+0.00074416i,0.00031464+0.00066548i,0.0001786+0.00039731i,0.00051897+0.00075077i,0.00061057+0.00044045i,0.00089796-0.00043983i,0.0014594-0.00044145i,0.0011753+0.00014012i,0.00083959+0.00036933i,0.0013695-0.00024157i,0.00093634-0.00086403i,0.00059408-0.00051443i,7.964e-05+0.00033522i
-0.00041014+0.00091916i,-4.8509e-05+1.8369e-05i,0.0017534-0.00024736i,0.0034398-0.00040776i,0.0027527-0.0013833i,0.00095716-0.0019393i,-0.00025824-0.001452i,-0.0010442-0.00053047i,-0.00069728+0.00044118i,0.00036829+0.00054976i,0.001384+1.8785e-05i,0.0017132-0.00013097i,0.00039068-0.00019735i,-0.00058693-0.00087383i,-0.00018771-0.00081704i,0.00026108-0.00066067i,0.00031567-0.0018152i,-1.137e-05-0.0016459i,-0.0005565-0.00066867i,-0.00091999-0.00069685i,-0.0013075-3.0606e-05i,-0.0012808+0.00097034i,-0.0010289+0.00097213i
0.0006357+1.8899e-05i,0.0010308+0.00089355i,0.0014113+0.00083536i,0.0019043+0.00084248i,0.00077264+0.00028279i,-0.0015278-0.00025419i,-0.0022245-0.00054884i,-0.0013405-0.00047781i,-0.00055374-0.0003453i,-0.00025916-0.00050542i,-0.00061808-1.2378e-05i,-0.00030689-2.2474e-06i,0.00069992-0.00071769i,0.00065818-0.0011169i,0.0005297-0.0010728i,0.0011587-0.0013411i,0.00084696-0.00091775i,-0.00031944-0.00043051i,-0.00046967-0.00031577i,0.00029271+8.6166e-05i,0.00052522+0.0009187i,0.00026486+0.0010995i,3.2516e-05-0.00031002i
0.0021521+0.00074513i,0.0024821-0.00043699i,0.0027701-0.0010605i,0.00205-0.0016331i,-0.00030459-0.0022715i,-0.0017069-0.0013454i,-0.0013083-0.00026378i,-0.00034805-0.00026177i,-0.00027104-0.00013248i,0.0001051+0.0011622i,0.00062903+0.0016173i,0.00093383+0.00090266i,0.0007564+0.0006114i,0.00091879+1.7491e-05i,0.00080106-0.00022299i,0.00020851+0.00036646i,0.00012065+0.00094102i,-0.00017298+0.0010363i,-0.00025106+0.00021654i,0.0002483-0.0006585i,0.00045708-0.00059932i,0.00063251+0.00032518i,0.0005183+0.00097095i
0.00015282-0.0014495i,-0.00051475-0.00080059i,0.00067735-0.001084i,0.0023494-0.0016217i,0.0014828-0.0012176i,-1.7016e-05-0.00022771i,-0.00074955+0.00063978i,-0.00063169+0.00043358i,-0.00079165-0.00015247i,-0.0013453-0.00068675i,-0.00035489-0.0006896i,-0.00024689+5.1479e-05i,-0.00083888-0.00041981i,-0.00023982-0.00034024i,0.0010527-2.8757e-05i,0.0012193-5.8538e-05i,0.00063539-0.00017544i,0.00042988-0.00024266i,0.00047976-0.00040551i,-5.8794e-05-0.00065259i,-0.00016913-0.0004987i,0.00041916-4.5061e-05i,0.00051923+0.000289i
-0.0017122-0.00044243i,-0.0012468+0.00010667i,-0.0010883+0.00066242i,-0.00044521+0.0013191i,0.0009751+0.0017518i,0.001079+0.00080671i,-6.8589e-05-0.00051838i,-0.00081293-0.00083148i,-0.00097737-0.00090549i,-0.00093722-0.00031195i,-0.00044259+0.00017378i,8.5356e-05+0.0002042i,0.00038286+8.6609e-05i,0.00061048-0.00073522i,0.0010997-0.00087615i,0.0013571-0.00057403i,0.00089202-0.00044539i,0.00012312+9.6473e-06i,-0.00052283-4.3462e-05i,-0.00022187+1.0822e-05i,0.00010365+0.00023951i,0.00043128+0.00046503i,0.00066101+0.00063432i
0.00070851+0.00051327i,0.0017045+0.00013912i,0.0028415-0.00080608i,0.0034277-0.001468i,0.0024182-0.00092403i,0.001148-0.0013914i,0.0002723-0.00097341i,0.00014036-0.00049629i,-0.00020325-0.00016376i,-0.0011687+0.00022578i,-0.0014611+5.0561e-05i,-0.0003656-0.00055166i,0.00046562-0.0012748i,0.00035391-0.0015176i,0.00041691-0.00093552i,0.00061654-0.0001648i,0.00013046-0.00048862i,-0.00039742-0.00083995i,-0.00012289-0.00056792i,0.00045324-0.0008338i,0.00032198-0.0002354i,-0.00069284+0.00072689i,-0.0014471+0.00053246i
-0.00022975-0.00022016i,-0.00014208-0.00021001i,0.00047448-0.0011155i,0.0012256-0.0013053i,-0.00030842-0.001718i,-0.0016893-0.0010709i,-0.00093842-0.00091814i,-0.00056323-0.0010633i,-0.00025247+0.0002509i,0.00042784+0.00063014i,0.00099268-0.00035658i,0.0011721-0.00042934i,0.0010594-0.00015422i,0.00098115-6.831e-05i,0.00046232-0.00047579i,6.8935e-05-0.0010407i,-0.00028636-0.00049966i,-0.00052608+0.00022012i,-0.00089585-5.561e-06i,-0.00092268-0.00076012i,-0.00097596-0.00088443i,-0.00045896-0.00041637i,-0.00038135+7.8496e-05i
0.0008216+0.00017098i,0.0017741-0.00018205i,0.001716+4.0733e-05i,0.00088317-9.06e-05i,0.00054689-0.00038682i,8.8548e-05-0.0011073i,-0.00030092-0.00095589i,-0.00044348-6.2551e-05i,-0.00031133+0.00066463i,-0.00046032+0.00072746i,-0.0015416+0.00011261i,-0.0014138-0.00017921i,7.1057e-05+0.00010671i,0.00096676-0.00043312i,0.0013103-0.00097278i,0.00023956-0.00075995i,-0.00046701-0.00085159i,-4.51e-05-0.00028314i,0.00049685+0.00014369i,0.00060527-0.0005877i,0.00065135-0.00065238i,0.00035382-2.8439e-05i,-0.00040754+0.00041786i
-0.00094487-0.00018511i,0.0011411+0.00077597i,0.0024939+0.00024077i,0.0026827-0.0010508i,0.0022987-0.00079737i,0.0013577-0.00037862i,0.00024575-0.00037325i,-0.000783-0.00058079i,-0.00091216-0.00076629i,-3.1252e-05-5.9607e-05i,0.0010982+0.00049615i,0.0010052+0.00019669i,0.00074427-0.00075617i,0.00034237-0.001193i,-6.0384e-05-0.0010414i,5.2342e-05-0.00099238i,7.6682e-05-0.00065668i,-6.8496e-05+0.00016563i,0.00035851+0.00033904i,0.00044193-6.8276e-05i,-2.1547e-05+0.000317i,0.00021044+0.0015754i,0.00065023+0.0010891i
-0.00035113-0.0015774i,0.00014395-0.000395i,-0.00016072-0.00010977i,-0.00066768-0.000116i,-0.00055327-0.00018449i,0.00027992-0.00046358i,5.3793e-05-0.00088404i,-0.00051007-0.0014582i,-0.00051598-0.00079476i,-2.0104e-05+0.00017932i,0.00075479+0.00044519i,0.00035421+0.00073462i,-0.00044311+0.00082444i,0.00040725+0.00084065i,0.0011319+0.00075197i,0.00073769+0.00035598i,0.00089065+1.7233e-05i,0.0006648-0.00069606i,0.00078633-0.000928i,0.00065653-0.00067163i,-0.00016449-0.00020538i,-0.00036951+0.00015421i,-0.00017699+8.6876e-05i
0.0002716-0.0021344i,0.00090944-0.0018877i,0.0011752-0.0021967i,0.0011512-0.0020259i,0.00065947-0.0018165i,-0.00037738-0.0018868i,-0.00056109-0.0013876i,-0.00083973-0.0010544i,-0.00088029-0.0012979i,-0.00021679-0.0008088i,0.00050503-1.0986e-06i,0.00028057+0.00031638i,0.00012029+0.00048034i,0.00060994+0.00014976i,0.00078102-0.00050155i,0.00040862-0.00088158i,0.00073822-0.0008424i,0.001116-0.00058645i,0.0014707-0.00046371i,0.00085258+7.1797e-05i,0.00031285+0.00063486i,0.00046768+0.00067751i,3.2963e-05+0.00059275i
0.00091448+0.0010713i,0.0018919+0.0014877i,0.0030195+0.0015282i,0.0029789+0.00059628i,0.0020601-0.00077737i,0.00095061-0.00063731i,-0.00010259+0.00015976i,-0.00045747+0.00034068i,-0.00024136+0.00083396i,6.4609e-05+0.001122i,0.00033849+0.00051942i,0.0010457-0.00040964i,0.0014649-0.0015039i,0.0010853-0.0016237i,0.00085486-0.00089633i,0.00045333+0.0001248i,0.00011224+0.00027632i,-0.00011801-0.00024144i,-0.00058158+0.00028474i,-0.00058743+0.0012092i,0.00012525+0.00082013i,0.00028997-0.00023342i,-0.00064624-0.00050153i
-0.00099978+0.00087404i,0.00073753+0.00096996i,0.0023417+0.0016843i,0.0025397+0.0018722i,0.0013509+0.0011961i,-0.00024706-0.0004332i,-0.0011436-0.0013755i,-0.0016996-0.00089213i,-0.0013071-9.6252e-05i,-0.00037878+9.3574e-05i,-0.00026978+4.2282e-05i,-0.00024742-6.7194e-05i,1.5202e-05-7.0406e-06i,0.00027884+0.00030252i,0.00010266+0.0002222i,0.00019062-5.6799e-05i,0.00047975-0.00029285i,0.00067992-0.00029736i,0.00093614+3.3576e-05i,0.00051539-0.00020391i,5.0318e-05-0.00069734i,-1.1808e-05-0.00015761i,-0.00025043+0.00010336i
0.00088026-0.00054792i,0.0019063+2.0846e-05i,0.0026554-0.00042737i,0.0029476-0.0010453i,0.0020166-0.00051346i,0.00038085-0.00011352i,-0.00073031-0.00060567i,-0.00068231-0.00065368i,-0.00062566-0.00053527i,-0.00093033-8.0124e-05i,-0.00054188-0.00017539i,-0.0005044-0.00059964i,-0.00035009-0.00011563i,2.7202e-05+0.00031358i,-0.00025519-0.00010799i,0.00027331-0.00017386i,0.0012155-0.00023297i,0.0010741+0.00012528i,0.0010837+0.00071798i,0.0013394+0.00079945i,0.00074372+0.00048678i,0.00031952+0.00044746i,0.00027306+0.00070018i
