-0.0012751-0.00046687i,-0.0010442-0.00036998i,-0.00012667-0.0001882i,0.00054692-0.0003189i,0.00057215-0.00018071i,0.00083663+0.00063345i,-0.00037369-0.00011319i,-0.0025013-0.00014371i,-0.0023389+0.0020973i,-0.00054902+0.0029335i,0.00038327+0.001991i,0.0007408+0.00054897i,0.00073366-0.00031616i,0.00032676-0.00094098i,0.00015727-0.0011067i,-8.001e-05-0.00018897i,-0.00045984+0.00026006i,-0.00024354+0.00020647i,0.00031963-0.00042259i,0.00037956-0.00092706i,0.00013006-0.00049286i,-2.9108e-05-0.00011134i,-4.5012e-05+0.00015847i
-0.00092674-0.00080947i,-0.0014371-0.00015422i,-0.0019038+0.0015334i,-0.0012734+0.0025387i,0.00076526+0.0019081i,0.0015189-0.00038098i,-0.00044334-0.0024354i,-0.0021532-0.0012346i,-0.0014119+0.0012736i,0.0011551+0.0019639i,0.0030397+0.00091895i,0.0021873-0.00062453i,0.00047462-0.0014368i,-0.00015119-0.0013272i,-0.00060901-0.00072978i,-0.00099781-0.00079695i,-0.001107-0.00087193i,-0.0010708-0.0012802i,-0.00084704-0.00064403i,-0.00043568+0.00037908i,-8.7942e-05+0.00030071i,-0.00025375+8.0761e-05i,-0.0009405-0.00014844i
-0.00027599+0.0002341i,0.00075585-0.00085991i,0.00080918-0.00063464i,0.00071446+0.00031318i,0.0014215+0.00065288i,0.0015671-0.0010621i,-0.00071493-0.0029517i,-0.0025842-0.0023596i,-0.0025655+0.00053899i,-0.0017204+0.0027087i,0.00054302+0.0034626i,0.002393+0.0027673i,0.0020835+0.0012178i,0.00094268+0.00025766i,0.00062352+8.7628e-05i,0.00058689+3.986e-05i,-0.00027585-0.0002691i,-0.0009421-0.00024238i,-0.0013867-2.2995e-05i,-0.0020122+0.00073744i,-0.0013144+0.00076438i,-2.8471e-05+6.1772e-05i,0.00025543+0.00039826i
-7.0756e-05-0.00014952i,0.00021596-0.00053315i,0.00063959+5.2565e-05i,0.00082382+0.00031898i,0.0020287-0.00058809i,0.002764-0.0019249i,0.001511-0.0022193i,-7.6241e-05-0.0012301i,-0.00039065-0.00012307i,-0.0012227+0.00037894i,-0.0023538+0.0011542i,-0.0020343+0.0012831i,-0.00141+0.00046045i,-0.000622+0.00084899i,0.00043528+0.0012814i,0.0012761+0.00063077i,0.0012828-0.00047935i,0.00025672-0.0010027i,-0.00044917-0.0014355i,-0.00092693-0.0010228i,-0.00097667-0.00025978i,3.4886e-05-0.00064533i,0.00030064-0.00025272i
-0.0008997+0.0005383i,6.4209e-05+0.00090085i,-2.9751e-05+0.0013633i,0.0012583+0.0020477i,0.0026572+0.0025967i,0.0028201+0.0012568i,0.0025405-0.0011045i,0.0013781-0.00068531i,0.00030645+0.00098013i,0.00069405+0.00069332i,0.00041133-0.0010171i,-0.0006455-0.0011621i,-0.00048529+0.00016727i,-0.00036213+0.0012046i,-0.00034012+0.00095473i,-0.0011839-0.00054626i,-0.0009587-0.00093053i,-0.00021702-0.00012559i,-0.00040702+2.8696e-05i,0.00025296-1.7784e-07i,0.00073245+0.00037726i,0.00018505+0.00046332i,-0.00042654+5.1056e-05i
0.0012173-0.00071428i,0.00047305-0.0010073i,0.00089427-0.0013041i,0.0015262-0.00073677i,0.001455-0.0019906i,0.0015189-0.0042366i,-0.00075819-0.00407i,-0.0025216-0.00089892i,-0.00099392+0.0024484i,0.0011652+0.0031966i,0.0026457+0.0016812i,0.0023205+0.00020202i,0.00063737+0.00017888i,7.1855e-06+0.00059514i,0.00053946+0.00086534i,0.00048023+0.00072221i,-0.00058042-0.00016381i,-0.0013552-0.0006762i,-0.00093026-9.2387e-05i,-0.00044825+0.00057202i,-0.00029447+0.00072388i,-0.00053927+0.00075513i,-0.00092833-3.1259e-05i
0.00044511+0.0018818i,0.0015486+0.0021655i,0.0025426+0.0014804i,0.0022647+0.0012298i,0.0019227+0.00050281i,0.0023098-0.00090986i,0.00093564-0.0017469i,-0.0019137-0.00075899i,-0.0031599+0.0005318i,-0.002288+0.0018496i,-0.0011866+0.0031788i,-0.00048049+0.0024928i,-0.00014736+0.0014386i,-9.625e-05+0.00099321i,-2.9721e-05-0.00013781i,3.9321e-05-0.00079848i,-0.00079667-0.00053826i,-0.0015892-0.00045642i,-0.0012385-0.00070709i,-0.00098236-0.0007359i,-0.00051434-0.00010456i,8.5784e-06+0.00090227i,0.00033104+0.00054253i
0.00023304-0.00027203i,-0.00012798-0.00031462i,0.0002153-0.0010696i,0.00092186-0.0018397i,0.0015412-0.0018079i,0.0018675-0.0023444i,0.00043259-0.0019845i,-0.001402-0.0011797i,-0.001488-0.00083056i,-0.0013573-6.8702e-05i,-0.0015347+0.00033642i,-0.00048281-0.00058282i,1.3116e-05-0.00073183i,-0.00016404-0.00050886i,-0.00012373-9.5216e-05i,-0.00037345+0.00054427i,5.4731e-05-2.6277e-05i,0.00060839-0.00060563i,-0.00014421-0.00063479i,-0.00058975-0.00087745i,-3.3658e-06-0.00086122i,0.00042595-0.00021394i,-0.00026148-0.00010939i
0.0022865+0.0015482i,0.0018753+0.0019184i,0.0018261+0.001102i,0.0021883-0.00070751i,0.003542-0.0029533i,0.0033332-0.0043666i,0.0017448-0.0042022i,0.0002788-0.0018412i,0.001123+0.0011529i,0.0022132+0.00061067i,0.0009996-0.00098484i,-0.00027052-0.00052827i,-0.0010997+0.00019312i,-0.00099278+0.00057328i,-6.89e-05+0.00089957i,0.00018179+0.00062842i,-0.00018189+7.1965e-05i,0.00024311-4.4383e-05i,0.00095212-0.000626i,0.00019495-0.001327i,-0.0005647-0.0010671i,4.9996e-05-0.00022272i,2.9983e-05+0.00013776i
0.00035184+0.00051935i,0.00024691-0.0014086i,0.00015701-0.0013302i,0.0010902-0.00055793i,0.0015757-0.001241i,0.00070939-0.0023743i,0.00028489-0.0025124i,0.00017029-0.00016655i,0.001214+0.002988i,0.001939+0.0041599i,0.0016388+0.0034768i,0.001692+0.0020207i,0.0018472+0.0011262i,0.0010713+0.0011967i,-0.00033796+0.00084606i,-0.00031686+0.0001607i,0.00019532-0.00031881i,-0.00063517-0.00053947i,-0.0015131-4.2664e-05i,-0.00074494+0.00045611i,4.4919e-05+0.00029999i,7.574e-05-6.2527e-05i,-0.00019664-0.00032506i
7.7944e-06-0.00046971i,-0.00011427+0.00019788i,-0.0011125+0.00023706i,-0.00051004-0.00046133i,0.0011983-0.0013191i,0.0023276-0.0023333i,0.0019394-0.0023093i,-0.00039282+0.00034967i,-0.0020599+0.0031625i,-0.0021301+0.0039147i,-0.0012141+0.0035281i,-0.00082901+0.0020082i,-0.00067099+0.0002926i,2.7197e-06+0.00018612i,-1.9859e-05+5.1474e-05i,-0.00074056-0.0005181i,-0.00098682-0.00081752i,-0.0010289-0.00094971i,-0.0010098-0.001074i,-0.00087065-0.0010665i,-0.00068307-0.00018428i,-0.00046703+0.00051484i,-0.00010322+0.00046628i
0.00019217-0.00046766i,-3.1336e-05-0.00076797i,-0.00045387-0.00081744i,2.987e-05-0.00030793i,0.00084279+0.00024055i,0.0012534-0.00078693i,0.00035641-0.0020596i,-0.0017126-0.001656i,-0.0026489-0.0014533i,-0.0029388-0.0011519i,-0.0023263-0.00059097i,-0.0003543-0.00024403i,0.00031488+0.00053098i,4.5456e-05+0.00078796i,0.00036443+5.0882e-05i,0.00046999-0.00055983i,-7.4614e-05-0.00047863i,-0.00053446-0.0010167i,-0.00093221-0.0017243i,-0.00076141-0.0016163i,-0.0001215-0.00099892i,2.6062e-05-0.00022928i,-6.6049e-06+1.3394e-05i
-0.001404-0.00081697i,-0.00092173-0.00011132i,-0.00083102+0.001391i,-0.00030463+0.0021837i,0.0012595+0.0015066i,0.0023686+8.0965e-05i,0.0011376-0.00095136i,-3.9305e-05-0.00067985i,0.00051253-6.9715e-05i,0.0015791-0.0001225i,0.001716-0.00059509i,0.0012401-0.0011303i,0.0012497-0.001505i,0.00082924-0.001781i,-2.3196e-06-0.0010756i,-0.0001794-0.00018492i,-1.035e-05-4.5415e-05i,0.00031692-6.5467e-06i,0.00036514-0.00046288i,0.00078072-0.00025227i,0.00062527+0.00014164i,-0.00022343+0.00067011i,-1.5874e-05+0.00098868i
-0.00026021+0.00078331i,-0.00016084+0.00093817i,0.0011073+0.00061993i,0.0021738+0.00038847i,0.0037588-0.00025773i,0.0046311-0.0016006i,0.0026199-0.0031648i,6.9285e-05-0.0018588i,-0.00010156+0.0022618i,0.0015367+0.0046095i,0.0019398+0.0035338i,0.0011273+0.001517i,0.00028909+0.0013733i,-0.000363+0.0013793i,8.7604e-05-4.5925e-05i,0.00054226-0.0012957i,-0.00018162-0.0012063i,-0.00044325-0.00070433i,-8.8451e-05-9.1808e-05i,0.00053866+0.00029506i,0.0005372-0.00017945i,4.4599e-05+0.00032527i,-0.00013354+0.0011483i
0.00077972+0.00062515i,0.0012267+0.00057313i,0.00086667+0.001454i,0.0016191+2.2654e-06i,0.0025833-0.0030205i,0.0018169-0.0038734i,-0.00026318-0.002411i,-0.0024643+0.00088439i,-0.0030518+0.0040831i,-0.0024273+0.0046421i,-0.0017193+0.003547i,-0.0012306+0.0020011i,-0.00030722+0.00085573i,-8.2176e-05+0.00091191i,-0.00066612+0.00041017i,-0.00081807-0.0003132i,-0.0012553+0.00037166i,-0.0016656+0.00091123i,-0.0013152+0.00038676i,-0.00022542+0.0006596i,0.00030793+0.00068131i,0.00062861+0.00013062i,0.00084942-1.4983e-05i
0.0026022-0.00091016i,0.0014302-0.00076056i,0.00017962-0.0018533i,-0.00049852-0.002627i,-0.00021907-0.0025565i,0.00061514-0.0025267i,0.00078802-0.0027158i,-0.0011978-0.0015271i,-0.0026069-0.00024192i,-0.0024136-8.7374e-05i,-0.0023379-0.0009071i,-0.0018955-0.00078961i,-0.0015701+0.00017965i,-0.0010218+0.00061983i,-3.4765e-05+0.00057712i,0.0001029-0.00010891i,-0.00011462-0.0013694i,-0.00016126-0.0012921i,0.00015844-0.0010351i,0.0006535-0.00048995i,0.00058338+0.00097692i,0.0008924+0.00071321i,0.0010942-2.4594e-05i
0.00098711+0.00011619i,0.0011753-0.0010689i,-0.0002304-0.0017973i,-0.0011045-0.0011473i,0.00099815-0.00092562i,0.0029573-0.001927i,0.0012465-0.0026553i,-0.00096205-0.0023242i,0.00018414-0.0011529i,0.0016485-0.00032317i,0.0017064-0.00039816i,0.001489-0.0017752i,0.00086668-0.0023723i,0.00057982-0.0005489i,0.00067209+4.4126e-05i,0.0010077-0.001056i,0.00089478-0.0010033i,0.00029065-0.00042497i,0.00031876-0.00037734i,8.5692e-05-0.00037286i,-0.00017946+0.00012361i,0.00038822+0.00040253i,0.00050699+4.7529e-05i
-0.0011925+0.0020058i,-0.0002265+0.0021357i,0.00019613+0.0027154i,0.0015676+0.0031891i,0.0042549+0.0014953i,0.0045038-0.0019161i,0.0017028-0.0028966i,-0.0002556-0.00053221i,0.00018365+0.00264i,0.0017321+0.0043996i,0.0022883+0.0037522i,0.0016334+0.0011866i,0.00088788-0.0010567i,0.00038914-0.00089201i,-0.00028875+0.00041254i,0.00020531+0.00089265i,0.00078555+0.00087714i,0.00037366+0.00066011i,2.984e-05+0.00054324i,0.00015617+8.3664e-06i,0.00012063-0.00059731i,-0.00024987-0.0001439i,-4.1201e-05+0.00061388i
0.00078364+0.0018719i,0.0015904+0.00037319i,0.0025459-0.00057638i,0.0031254-0.00077236i,0.0040644-0.0013089i,0.0039546-0.0022285i,0.0013354-0.0018156i,-0.00097958+0.00056127i,-0.0014946+0.0028035i,-0.0014861+0.0034263i,-0.0020521+0.0033787i,-0.0013514+0.0028977i,-0.0002614+0.0020266i,-0.00059048+0.0011348i,0.00013826+0.00036873i,0.0011559+0.00025564i,0.00091603-0.00015203i,7.167e-05-0.00013493i,-0.0004429-6.1675e-05i,-0.00035889-0.00015591i,0.00062822+0.00016397i,0.0013027-0.00065272i,0.000701-0.0010143i
-0.00059034+0.00054336i,-0.00052501+0.00036125i,0.00041625+0.0016109i,0.00011118+0.001304i,0.0012496-0.0018285i,0.0021579-0.0036703i,-0.00083186-0.0032781i,-0.0030527-0.0010286i,-0.0026438+0.00062778i,-0.0020373+0.00053854i,-0.0014916-0.00049829i,-0.00055095-0.0010151i,0.00044427-0.00089784i,0.00051186-0.0011731i,-3.2953e-05-0.00057742i,-0.00019589+0.0003145i,-0.00052375-0.00035564i,-0.0013668-0.00061624i,-0.0013832-0.00081542i,-0.00090943-0.00095664i,-0.00055932-8.499e-05i,-0.00011676+0.00060638i,0.00022449+0.00054367i
-0.0010625-0.00078154i,0.00051024-0.00029179i,0.0013046-0.00029339i,0.00087093-0.00030285i,0.00047419-0.00068506i,0.00044559-0.0020063i,0.00027826-0.0029547i,-6.7687e-05-0.0018374i,0.00067455-0.00014455i,0.0018226+0.00077798i,0.0022564+0.00056712i,0.0019769-0.00016395i,0.0012593-0.00036972i,0.00064399+0.00035463i,0.00075639+0.0014079i,0.0012566+0.00058557i,0.00065113-0.00054179i,-0.00016142-0.00082441i,0.00011346-0.00054056i,0.00053712-0.00034901i,0.00063644-0.00047472i,0.00032455+0.00010001i,-0.00010144+0.00072817i
8.3407e-05-0.0028021i,-0.0016873-0.0017118i,-0.0034838-0.00097355i,-0.0026522-3.6409e-05i,-0.00016243+0.00076804i,0.0030372+0.00069115i,0.0028373+8.7165e-05i,0.0015964-0.00035576i,0.0015813+0.0012041i,0.0017163+0.0029789i,0.0012906+0.0032158i,0.0014443+0.0021044i,0.0017237+0.00047188i,0.0012003-0.00014065i,0.00048352+8.595e-05i,0.00013202+0.0007948i,0.0001508+0.001051i,-0.0004327+0.00051516i,-0.00053329+0.00015907i,0.00042902-0.00085432i,0.00077581-0.0014355i,0.00076512-0.00079448i,0.00085891+5.1244e-05i
0.00048048-0.00059528i,0.00055998+0.00069613i,-7.782e-05+0.00081237i,-0.00035453+0.00022337i,0.00046868+0.00080032i,0.0018213+0.0001906i,0.0004105-0.0016374i,-0.0017085-0.0010624i,-0.0017196+0.0010856i,-0.001743+0.0023468i,-0.00238+0.0018013i,-0.001406+0.0015877i,-0.00061784+0.0017622i,-0.00032273+0.0011507i,0.00021017+0.00039542i,-0.00063587-0.00032552i,-0.0013421+0.00014232i,-0.0011106+0.00060445i,-0.00023809+0.00059676i,-8.579e-05+0.00050266i,-0.00037373+0.00069198i,-5.181e-05+0.00011334i,0.00049612-0.00030786i
-0.00098367+0.00070958i,-0.0013626+0.0004432i,-0.0016384-4.9764e-05i,-0.00089137+2.4309e-05i,0.00070348-0.00011683i,0.0011514-0.0014685i,-0.00034709-0.0026835i,-0.0016576-0.0015909i,-0.0013944+0.00072728i,-0.0015723+0.00027463i,-0.0019094-0.0010755i,-0.0016747-0.00065038i,-0.0010591+0.00032442i,-0.00078302+0.00094911i,-0.00092212+0.00075261i,-0.00020716+2.6585e-05i,0.00071679-0.00022899i,0.00086036-0.00047588i,-5.0144e-05-0.00064441i,-0.00037463-7.026e-05i,0.00016948+0.00034811i,0.0011087+0.00015637i,0.00091647-6.5747e-05i
-0.0016535-0.00028009i,-0.0008275+0.0014901i,-0.00092948+0.0022909i,0.00074562+0.0020689i,0.0037363+0.0014476i,0.0048743-0.00051167i,0.0022125-0.0022985i,-0.00040291-0.0013242i,-7.9838e-05+0.00054952i,0.0012769+0.0011847i,0.0019412+0.00012726i,0.001315-0.0008649i,0.00057216-0.00083738i,0.00027982-0.00039512i,7.9305e-05-0.00010853i,0.00027943-0.00023643i,-6.2391e-05+0.00010718i,-9.7936e-05-0.00031702i,0.00071246-0.0010396i,0.00069471-0.00048907i,0.00030794-0.00012722i,0.00039064-4.0411e-05i,-0.00018886-0.00014801i
-0.00015565+0.0010777i,8.1244e-05+0.00092401i,0.00011319+0.00091371i,0.0015158+0.00021992i,0.0025746-0.0011061i,0.0025148-0.0026438i,0.0014906-0.0028304i,-0.00037225-0.00077524i,-0.0012698+0.0018299i,-0.00073813+0.0038336i,0.00042241+0.0035881i,0.0018467+0.0017482i,0.0020352+0.00050783i,0.00097872-0.00027444i,0.00045743-0.00019841i,0.00043105+0.00051618i,0.00060125+0.00033325i,0.00041401-0.00042092i,0.00035455-0.00022581i,0.00020972+0.00035322i,-0.00019595+0.00047834i,0.00025833+0.00012745i,0.00061873-0.00043176i
-0.00042044+0.00079234i,-0.00021954+0.0010591i,-0.00093772+0.0022231i,0.00024291+0.0018409i,0.0026441+0.00048182i,0.0029723-0.00032862i,0.0013604-0.00063167i,-0.001031+0.00015918i,-0.0020722+0.0022851i,-0.0014695+0.003423i,-0.00092638+0.002634i,-0.00029838+0.00127i,-0.00064995+0.00017562i,-0.0011297-0.00020316i,-0.00059478-0.00021752i,-0.00090279-0.00078208i,-0.0012547-0.0014541i,-0.0011271-0.0013427i,-0.0010493-0.001138i,-0.00063386-0.0013958i,-0.00037154-0.0010944i,-0.00041984-0.000886i,-0.00032872-0.0003925i
-6.795e-05+0.0017177i,0.00051433+0.00082977i,0.0015229+0.00018298i,0.0027706-0.00090537i,0.0039315-0.0033195i,0.0033717-0.0038197i,0.00028908-0.003232i,-0.0020521-0.0014521i,-0.0023961-0.00038463i,-0.001411-0.0017727i,-0.0005792-0.0022039i,-0.00021078-0.0016389i,9.2531e-05-0.00061921i,0.0002214+0.00020917i,0.00047761+0.00034979i,0.00063829+7.5891e-06i,0.00052758-0.00053517i,9.7115e-05-0.00088953i,-0.00072365-0.00079698i,-0.0018613-0.00052198i,-0.0018003+0.0003714i,-0.00056593+0.00047758i,-5.5893e-05+0.00058794i
0.0011155+0.001001i,0.00090595+0.0018394i,-0.00011734+0.0015729i,-7.8866e-06-0.00034721i,0.0018329-0.0012281i,0.0020448-0.0018191i,0.0006329-0.0019119i,-0.00061553-0.00074628i,-0.00021966+0.0010797i,0.001488+0.0020081i,0.0019117+0.0015301i,0.00086918+0.00072535i,0.00020126-7.6653e-05i,0.00030159-0.00025599i,0.00055936+0.00019053i,8.0743e-05+3.0916e-05i,-0.00037622-0.00042812i,-0.00038951-0.00054202i,-4.4271e-05-0.00066663i,-0.00028766-0.00052992i,-0.00092207-0.0006642i,-0.00065361-0.00026382i,-0.00016344+0.00044017i
-0.00046268-0.0011634i,-0.00065482-0.00071158i,0.0005216+0.00031948i,0.0020005+0.0015382i,0.0024013+0.0013999i,0.0027378+8.7952e-05i,0.0019551-0.00077057i,7.7974e-05+9.7212e-05i,-6.9488e-05+0.001789i,0.00074495+0.0027688i,0.00084302+0.0034126i,0.00081374+0.0021529i,0.00080847+0.00064661i,0.00055989+0.000222i,4.9223e-05+0.00048199i,0.0003427+0.00033659i,0.00030732-0.00035139i,-0.00030366-0.00054454i,-0.00046576-0.00055345i,-0.00058242-0.00048392i,-0.00018817-0.00041128i,3.3101e-05-0.00056064i,0.00012697-0.00082782i
-0.0017986+0.0013003i,-0.00073624+0.0016317i,-0.00082114+0.0009084i,0.00093321-0.00014056i,0.0042605-0.00013792i,0.004128-0.001637i,0.0011499-0.002961i,-0.0011548-0.00031094i,-0.0017729+0.0026543i,-0.0017925+0.0027696i,-0.0016133+0.0017461i,-0.00062476+0.00091455i,0.00040694+0.00024673i,0.00052978-0.0004941i,0.00091032-0.00037857i,0.0011079-0.00067179i,0.00026065-0.0010414i,0.00021226-0.00038946i,0.00033352-0.00022544i,0.00019124-0.00030191i,0.00055513-0.0001159i,0.00095457+0.00027833i,0.00055767-0.00016638i
0.00031709+0.00047176i,-4.2837e-05-0.00022215i,0.00047244-0.00041687i,-0.00010891-0.0001082i,0.00010818-0.00065975i,0.0014245-0.002347i,0.00026966-0.0031305i,-0.0020107-0.0025271i,-0.0022259-0.0014207i,-0.0016349-0.00082685i,-0.00083981-0.00076002i,-0.00020061-0.00051884i,0.00031686-0.0002957i,0.00073168-0.00062849i,0.00043036-0.00019786i,0.00015391+6.9517e-06i,-0.00022224-0.00022017i,-0.0002249-0.00017099i,-0.00037204-0.00064291i,-0.00039668-0.00060766i,-0.00026265-4.1213e-05i,-0.00073153+0.00040773i,0.00030265+0.00062788i
-0.00021304-0.0016091i,-0.00062825-0.00039848i,-0.0012358-0.00013558i,-0.00071048-0.0010176i,0.00018996-0.0014933i,0.0020618-0.0018359i,0.0018017-0.0021069i,-0.00022532-0.0012417i,-0.00013094+0.00017758i,0.0014459+0.00081158i,0.0019116+0.00075467i,0.0013071+0.00074091i,0.00092634+0.00088174i,0.0007946+0.00042219i,0.0005421+0.00015736i,0.00011753+0.00027033i,0.00057056-2.5265e-05i,0.00034247-0.00033662i,-0.0007333-0.00030072i,-0.00088983-9.2422e-05i,-0.00049352+0.00012034i,0.00025128+0.00028374i,0.00072255+0.00098317i
0.0016011-0.00029501i,0.00045687-0.00056709i,0.00056654-0.0021988i,0.0012854-0.0025964i,0.00080659-0.0018417i,-5.7731e-05-0.0011651i,-0.00026057-0.0010951i,-0.00038111+0.00016007i,0.00019325+0.0024911i,0.00090682+0.0034737i,0.00068734+0.0028563i,4.2547e-05+0.0015773i,7.4272e-05+4.9673e-05i,0.00015685+0.00025972i,-0.00035562+0.001406i,-0.00051843+0.0009859i,-0.0007004-0.00053778i,-0.00091579-0.001092i,-0.00014302-0.00059323i,-1.041e-06-0.00051282i,-0.0006576-0.00043937i,-0.0006121-0.00027287i,-0.00058368-0.00054537i
-0.0017751+4.0381e-05i,-0.0019038+0.00059234i,-0.0013948+0.0011527i,-0.00064679+0.0011759i,0.00047026+0.00048468i,0.0013843-0.0012896i,0.00065001-0.0022217i,-0.00095624-0.00093146i,-0.0012371+0.0015285i,-0.0013514+0.0032409i,-0.0017746+0.0022642i,-0.00064206+0.00066417i,-5.4086e-05+3.4652e-05i,-0.00070571-0.00010499i,-0.00059556-0.00058214i,-2.0654e-05-0.00043715i,0.00039368+0.00023599i,-0.00022412-4.9475e-05i,-0.0011385-0.00031884i,-0.0012178-0.00074947i,-0.00065308-0.00062716i,-0.00018389+0.00039989i,-0.00038288+0.00082312i
-0.0014658+7.1889e-05i,-0.00082936+0.00057465i,0.00039311+0.00079076i,0.0024387+0.00071333i,0.0047454+0.00028088i,0.0052294-0.0014521i,0.0030868-0.0022834i,0.00012125-0.0010847i,-0.0011259-9.4636e-05i,-0.00049459-8.0331e-05i,-5.9215e-05-0.0002774i,0.00014398-0.00082695i,0.0001019-0.0017328i,-0.00050153-0.0010215i,-0.00012997+0.00033474i,-0.00025599+0.00036879i,-0.00068077+9.3064e-05i,-0.00083772-0.00033975i,-0.000208-0.0006534i,-1.4289e-05-0.00052023i,0.00012166+0.00038321i,0.001301+0.00098972i,0.0013923+0.00028651i
-0.00016255+0.00091641i,-0.000365+0.0013931i,-0.00053995+0.0014833i,0.00042072+0.0012971i,0.002044+0.0015076i,0.0023494-0.00049787i,0.00041575-0.0021885i,-0.00088643-0.0008458i,-3.7066e-06+0.00041637i,0.0010352+0.00039129i,0.0014668+0.00023344i,0.0018021+0.00029097i,0.0011763+0.00046479i,0.00029825+0.00088442i,0.00025122+0.0007503i,0.00020331+0.00027751i,7.1653e-05-0.00022953i,-0.00025323-0.00047719i,-0.00078265-0.00068457i,-0.0010766-0.00034609i,-0.0011667+0.00038113i,-0.00041704+0.00070332i,9.4174e-05+0.00014541i
-0.00040405+0.00046312i,-7.8995e-05+8.0829e-06i,-0.0013497-0.00041039i,-0.0015428-0.0007699i,-9.3702e-05-0.00057687i,0.0016238-0.00080505i,0.0012769-0.0015987i,-0.00088863-0.00029716i,-0.0013455+0.0020296i,-0.00032012+0.0031058i,-0.00022422+0.0024462i,-0.00010443+0.0015979i,0.00028594+0.0010495i,0.00050734+0.00079194i,0.00048676+0.00062976i,0.00021704+0.00070288i,0.00025544+0.00019994i,0.00027126-0.00085276i,-0.00045871-0.00085747i,-0.00047539-0.00076284i,0.0005412-0.00063773i,0.00041168-2.2716e-05i,-3.1582e-05+0.00071184i
0.00034863-0.00078914i,0.00063078-1.7365e-05i,2.8647e-05-6.7567e-05i,-0.00036293-0.00067246i,0.0011705-0.0010983i,0.0027607-0.002267i,0.0016533-0.0024431i,-0.0013723-0.00031379i,-0.0023465+0.0015533i,-0.0012316+0.0013997i,-0.0012664+0.00048013i,-0.0013094+0.00049088i,-0.00056187+0.00086716i,-0.00027409+2.9162e-05i,-0.00053167-0.0009789i,-0.00023117-0.00051361i,0.00043441-0.00050569i,0.00062538-0.00039303i,-0.00016717+0.00056675i,-0.00095876-7.6219e-05i,-0.00079894-0.00082149i,0.00012522-0.0006368i,-0.00015565-0.00041678i
0.00082231+0.0010056i,0.0015193-6.3032e-05i,0.0025227-0.00010314i,0.0026846-0.00016686i,0.0026267-0.0011327i,0.0019636-0.001752i,0.00076062-0.0019511i,-0.00070356-0.00041705i,-0.0018818+0.0010845i,-0.0013656+0.001095i,-7.8755e-05+0.00045387i,0.00037454+0.00026551i,5.9085e-05+0.0002957i,-0.00022079-2.9478e-05i,-1.1249e-05-6.8773e-05i,2.7026e-05-6.9898e-05i,-0.00023344-0.00035117i,-0.00080745-0.00088652i,-0.00066949-0.001029i,-0.00042909-0.00048887i,-0.00033298+1.3866e-05i,0.00041647+0.00041008i,0.00051363+0.00090105i
0.0010229+0.00061441i,0.0015329+0.00091035i,0.0026614+4.6727e-05i,0.0036533-0.0019728i,0.0039061-0.0029379i,0.0024803-0.0027846i,0.0010751-0.00314i,-0.00010577-0.0019015i,0.00066346+0.00081742i,0.0016406+0.0019536i,0.001014+0.0011269i,0.00062892-0.0001176i,0.00068538-0.00078838i,-0.00037785-0.00081174i,-0.00091386-0.00043789i,-0.00071365-0.00028315i,-0.00042747-0.00024129i,-0.00068016-0.0001171i,-0.0014695-1.3384e-05i,-0.0014294-3.2252e-05i,-0.00039281-0.00029059i,0.00063888-0.0003528i,0.00070884-0.00014936i
0.00094131+0.00050839i,0.0014076+0.0012625i,0.0007191+0.001125i,0.00061131+0.0010026i,0.0019396+0.000578i,0.0022742-0.00084207i,0.00073155-0.0023144i,-0.00036969-0.0012058i,0.00047458+0.0014189i,0.0010805+0.002513i,0.00051087+0.0027015i,-0.00033833+0.0018592i,-0.0008983+0.00065081i,-0.00053169+0.00010916i,7.6573e-05+0.00056208i,-3.839e-05+0.00094257i,0.00011463+0.00017375i,0.00018174-0.00013444i,0.00036639-0.00010909i,-9.1032e-05+0.00024093i,-0.00063164+0.0003864i,-0.00057793-0.00036352i,-0.00091393-0.00071013i
-0.0012973-4.9802e-05i,-0.00040069+0.00018661i,-0.00057483+0.0010609i,-0.00010564+0.00054437i,0.0015726-0.00050798i,0.0017528-0.002118i,0.00047347-0.0031828i,-0.0010848-0.0008783i,-0.0017371+0.0021756i,-0.0020045+0.0027513i,-0.0019565+0.0018174i,-0.00099233+0.0010317i,-0.00065441+0.00033543i,-0.0011727+0.0006812i,-0.0010992+0.00098327i,-7.1527e-05+0.00038864i,0.00025967+0.00019423i,-8.6258e-06-0.00027001i,-0.00027153-0.00053131i,-0.00075461-0.00012864i,-0.00068698-0.00034128i,9.9246e-05-0.00091208i,0.00030172-0.00070902i
0.00029493+0.0011347i,0.00037492+0.0015308i,0.0014184+0.001623i,0.002418+0.0013246i,0.0034964+0.00069535i,0.0039332-0.00035532i,0.0016445-0.0019378i,-0.0013487-0.0022247i,-0.0022526-0.00048957i,-0.0015789+0.00051316i,-0.00024972-2.6522e-05i,0.00078873-0.00013671i,0.00059427-0.00070145i,0.00018868-0.00061754i,7.9409e-06-0.00065226i,-0.0003838-0.0010511i,-0.00068631-0.00057191i,-0.00034924-0.0002412i,-4.4293e-05-0.00011892i,-5.2546e-05-0.00028945i,-1.992e-05-0.0006448i,0.0002828-0.00056823i,0.00021163-0.00065899i
