-0.0015292+0.00077732i,-0.00056682+2.4655e-05i,-0.0011538-0.00062578i,-0.0012654-0.00049309i,-0.0010752+0.00028204i,-0.00023609+0.00042994i,0.00046503+0.0016052i,0.00097719+0.0021046i,0.0019592+0.0014984i,0.0021807+0.00049183i,0.001555-0.00041359i,0.00046089-0.00020486i,0.00026773-0.00028296i,0.00010122-0.001281i,3.9959e-05-0.0012967i,-0.00017563-0.00053747i,-0.00022368+0.00014045i,-7.674e-05+0.00034672i,-0.00013414+0.00060566i,-0.00010181+0.0006932i,-0.00011066-0.00027871i,-0.00032787-0.00065374i,-5.7883e-05-0.00044717i
0.0094427+0.011023i,-0.016049+0.073996i,-0.094552+0.20631i,-0.1846+0.3259i,-0.19962+0.31201i,-0.13+0.21212i,-0.01787+0.17493i,0.11594+0.15663i,0.18369+0.0714i,0.12746+0.016152i,0.058536+0.029229i,0.040898+0.021229i,0.032211-0.026338i,0.032654-0.066638i,0.029291-0.067012i,0.013218-0.02836i,0.025294+0.0040493i,0.056662-0.0057478i,0.06832-0.029362i,0.065572-0.030123i,0.055377-0.027169i,0.033667-0.036223i,0.018675-0.035281i
-0.018366-0.0014418i,0.020061+0.0010851i,0.12677-0.00070004i,0.25907+0.030968i,0.33307+0.07354i,0.36702-0.0058416i,0.36717-0.20801i,0.28614-0.31578i,0.16457-0.23218i,0.080492-0.10105i,0.035751-0.029766i,0.0045943+0.023694i,0.0050321+0.082852i,0.016417+0.092099i,0.0024692+0.041462i,-0.019841-0.020658i,-0.037234-0.051146i,-0.037859-0.035645i,-0.026219-0.0091493i,-0.025676-0.003016i,-0.024258-0.007421i,-0.01546-0.012932i,-0.018279-0.017187i
0.0028722-0.020203i,-0.013469-0.047699i,-0.083598-0.087426i,-0.1634-0.11374i,-0.17505-0.069555i,-0.14411+0.05999i,-0.12823+0.12774i,-0.12608+0.080347i,-0.076321+0.024835i,-0.0017589-0.03565i,0.0071255-0.078414i,-0.0060045-0.078029i,-0.0095839-0.09065i,-0.034719-0.091702i,-0.03816-0.042339i,-0.010494+0.010017i,-0.0058204+0.035708i,-0.030931+0.046929i,-0.048919+0.047609i,-0.039919+0.03649i,-0.020537+0.026611i,-0.0065807+0.030541i,0.0015847+0.03578i
-0.034655+0.0047436i,-0.071191+0.014857i,-0.14616+0.036468i,-0.27995+0.13i,-0.35093+0.32749i,-0.23529+0.49453i,-0.086847+0.49541i,-0.06152+0.38744i,-0.072312+0.24383i,-0.046391+0.10058i,-0.0099451+0.015905i,0.021818-0.025234i,0.037204-0.056899i,0.046881-0.058745i,0.053684-0.041337i,0.037609-0.02489i,0.022293-0.0073185i,0.024967-0.0061658i,0.026302-0.022012i,0.019348-0.025753i,0.0064057-0.017146i,-0.0042994-0.011959i,0.0045111-0.010835i
0.017118+0.028317i,0.041009+0.077803i,0.08934+0.1777i,0.16381+0.24641i,0.17568+0.17919i,0.11069+0.013312i,0.095639-0.13628i,0.10315-0.20899i,0.03516-0.16005i,-0.018923-0.049982i,-0.016113+0.0050672i,-0.015176+0.038878i,0.0022428+0.089899i,0.030721+0.095858i,0.024818+0.043689i,-0.0056571-0.0075329i,-0.021388-0.018647i,0.0015233-0.0013483i,0.034682+0.014204i,0.036475+0.015767i,0.024479+0.013431i,0.022467+0.0082023i,0.015332-4.6209e-05i
0.0060002-0.013128i,0.054936-0.084861i,0.12775-0.28188i,0.12444-0.54253i,0.025907-0.63761i,-0.070722-0.53229i,-0.13641-0.40109i,-0.15385-0.29331i,-0.090416-0.20439i,-0.030461-0.1483i,-0.020209-0.087365i,0.00038203-0.0413i,0.007458-0.047027i,-0.015293-0.054346i,-0.016884-0.033096i,0.0085891-0.0043789i,0.023371+0.0053259i,0.00054374+0.0021229i,-0.032867+0.0085912i,-0.03321+0.010204i,-0.01885-0.0077557i,-0.016941-0.020733i,-0.021925-0.012984i
-0.0058688-0.0085344i,-0.096149+0.0066226i,-0.28556+0.11636i,-0.3774+0.31657i,-0.19334+0.38709i,0.041782+0.29336i,0.076097+0.30027i,0.068091+0.37611i,0.098742+0.26849i,0.050354+0.099376i,-0.003611+0.039779i,-0.023479+0.0087249i,-0.048721+0.0031123i,-0.028296+0.035212i,0.019902+0.034786i,0.034449-0.011493i,0.011786-0.057243i,-0.020819-0.07782i,-0.032931-0.080402i,-0.027755-0.065305i,-0.019705-0.038784i,-0.01653-0.01904i,-0.0081325-0.0090916i
-0.0069753+0.011811i,0.066931+0.055397i,0.30079+0.10783i,0.5817+0.073088i,0.63249-0.035756i,0.45609-0.09499i,0.30877-0.09386i,0.22458-0.067695i,0.14657+0.025875i,0.12243+0.094683i,0.098749+0.066344i,0.047135+0.059572i,0.042999+0.081427i,0.050788+0.058866i,0.032147+0.019087i,0.014124-0.0028793i,0.010517-0.00036093i,0.029454+0.021099i,0.046069+0.038178i,0.037653+0.042594i,0.018726+0.039667i,0.0042216+0.035353i,-0.0014255+0.031143i
0.0067109+0.0048549i,-0.040436-0.049514i,-0.22766-0.15759i,-0.53007-0.18362i,-0.70037-0.028438i,-0.59901+0.10831i,-0.41027+0.024273i,-0.28588-0.081329i,-0.14702-0.048648i,-0.01629-0.030249i,0.012834-0.049251i,0.01984-0.044218i,0.035591-0.071354i,-0.0018248-0.10519i,-0.048748-0.076352i,-0.050085-0.010159i,-0.028163+0.040055i,-0.013238+0.057568i,-0.011527+0.05244i,-0.015872+0.035691i,-0.014691+0.022413i,-0.0026785+0.01144i,0.0014171-0.00078055i
-0.0010538+0.010793i,0.024574+0.079312i,0.093003+0.24076i,0.16231+0.42335i,0.16185+0.5097i,0.16078+0.47097i,0.22512+0.34257i,0.23185+0.15012i,0.11784-0.018042i,0.003038-0.061162i,-0.024183-0.029387i,-0.010495-0.02496i,-0.025664-0.038426i,-0.042782-0.019437i,-0.034893+0.012055i,-0.023339+0.024217i,-0.01394+0.018977i,-0.010917-0.00030639i,-0.0084487-0.021103i,0.0056952-0.023991i,0.021188-0.019184i,0.023037-0.020915i,0.01238-0.0227i
0.013995-0.020983i,0.010844-0.11114i,-0.013916-0.29924i,-0.010808-0.48827i,0.10085-0.55527i,0.20568-0.49448i,0.16766-0.3401i,0.10331-0.1655i,0.073266-0.10905i,0.016705-0.12131i,-0.021115-0.079993i,-0.01836-0.026312i,-0.0074305+0.015843i,0.021486+0.037852i,0.049934+0.0062546i,0.044663-0.044915i,0.017994-0.07496i,-0.007245-0.069254i,-0.015577-0.029066i,-0.0073549+0.003954i,-0.0079156+0.011592i,-0.02141+0.019132i,-0.018439+0.031327i
-0.016994+0.014041i,-0.039805+0.09508i,-0.0047761+0.24562i,0.1126+0.26955i,0.15396+0.01511i,0.00072739-0.22883i,-0.1764-0.18493i,-0.18009-0.085462i,-0.098249-0.084686i,-0.057728-0.059812i,-0.036179-0.0084717i,-0.0071302+0.020499i,0.026003+0.020554i,0.03352-0.0072649i,0.0076902-0.028473i,-0.015783-0.024985i,-0.030524-0.0077758i,-0.037809+0.013324i,-0.037161+0.018738i,-0.037004+0.0081336i,-0.03038+0.001912i,-0.011823+0.0038841i,0.0033366+1.9325e-06i
0.028941-0.00021822i,0.09799-0.092969i,0.16418-0.33793i,0.072375-0.592i,-0.17134-0.53827i,-0.29979-0.21511i,-0.20903-0.019321i,-0.12956+0.010448i,-0.10035+0.084206i,-0.011557+0.12509i,0.044559+0.06188i,0.024991+0.00080853i,-0.0043401-0.01979i,-0.019031-0.00091761i,-0.0064809+0.040001i,0.020019+0.061799i,0.044465+0.066408i,0.0696+0.051883i,0.080348+0.01722i,0.065188-0.0049563i,0.042825-0.0051572i,0.031189-0.0078927i,0.019574-0.014355i
-0.030339-0.0057797i,-0.15223+0.048014i,-0.42453+0.25099i,-0.69959+0.63074i,-0.68068+0.96154i,-0.33851+0.93812i,-0.00061606+0.61987i,0.13984+0.35097i,0.14708+0.21165i,0.084378+0.10033i,0.012973+0.032175i,-0.025496+0.021338i,-0.041936+0.034861i,-0.026399+0.038871i,0.0053852+0.017352i,0.021974-0.00028541i,0.034048-0.0076141i,0.039404-0.019459i,0.029525-0.023109i,0.019555-0.013873i,0.015166-0.0077183i,0.0050293-0.0049919i,-0.0016718+0.005351i
0.030043+0.0094028i,0.14276+0.039348i,0.39329+0.10286i,0.70457+0.20129i,0.84854+0.26011i,0.71924+0.17954i,0.44931+0.018287i,0.18706-0.075759i,0.018182-0.077372i,-0.026257-0.043213i,-0.0012065-0.014672i,0.032167-0.001301i,0.056696-0.0018139i,0.04506-0.018762i,0.0066826-0.030878i,-0.016902-0.03539i,-0.039961-0.044865i,-0.073911-0.037743i,-0.086658-0.011492i,-0.069835-0.0024425i,-0.047498-0.01238i,-0.029665-0.015639i,-0.016249-0.011861i
-0.016921-0.030792i,-0.098402-0.085171i,-0.22082-0.20584i,-0.27434-0.41023i,-0.19946-0.62876i,-0.17038-0.68955i,-0.28789-0.51479i,-0.32459-0.26214i,-0.17443-0.11688i,-0.02267-0.094657i,0.01616-0.093408i,0.0051657-0.0662i,0.0031725-0.053066i,0.0012576-0.049591i,-0.0084666-0.035143i,-0.026016-0.025044i,-0.046934-0.0049394i,-0.042181+0.025077i,-0.011031+0.033736i,0.0075664+0.028193i,0.006776+0.026289i,0.0006957+0.021581i,-0.0045511+0.012659i
0.013022+0.029263i,0.072418+0.081752i,0.16844+0.11146i,0.17795+0.025405i,0.014047-0.14503i,-0.13787-0.16767i,-0.080331-0.0097287i,0.058816+0.060281i,0.0828-0.0030263i,0.019686-0.022201i,-0.010501+0.019646i,0.00016738+0.039934i,0.0016378+0.037998i,-0.00032491+0.034971i,0.0099427+0.028473i,0.028738+0.026751i,0.064362+0.021028i,0.092526-0.0084281i,0.076688-0.034912i,0.042238-0.030055i,0.023297-0.012668i,0.014022-0.0024861i,0.0097927+0.0040863i
-0.0079046-0.033728i,-0.06143-0.10893i,-0.19672-0.20863i,-0.35473-0.20664i,-0.35026-0.03471i,-0.10148+0.12145i,0.21341+0.088597i,0.34693+4.1733e-05i,0.25772-0.0083135i,0.1075+0.024328i,0.034709+0.033269i,0.02451+0.0052656i,0.016438-0.016217i,0.019163-0.014267i,0.034592-0.021707i,0.042517-0.042471i,0.031892-0.070268i,-0.0057923-0.082339i,-0.043371-0.055492i,-0.049269-0.023703i,-0.03556-0.012652i,-0.016676-0.010928i,-0.0032546-0.01376i
-0.00023134+0.030784i,0.01819+0.1322i,0.08635+0.34571i,0.21171+0.59486i,0.30593+0.6835i,0.24866+0.51783i,0.056584+0.24185i,-0.091603+0.047982i,-0.10617-0.031297i,-0.076984-0.051592i,-0.06753-0.040109i,-0.060644-0.015336i,-0.045018-0.0069302i,-0.040518-0.01787i,-0.054001-0.023176i,-0.078549-0.0082018i,-0.10704+0.032607i,-0.10527+0.081563i,-0.059879+0.095075i,-0.015406+0.070961i,-0.00073246+0.044194i,-0.0018037+0.027683i,-0.0038723+0.016906i
0.014569-0.040135i,0.046836-0.13248i,0.12298-0.31334i,0.22093-0.48894i,0.24769-0.47404i,0.12836-0.25282i,-0.07811-0.0051193i,-0.21606+0.16251i,-0.16254+0.2164i,-0.013945+0.13299i,0.036732+0.029929i,0.018031+0.021158i,0.019372+0.035502i,0.012173+0.033572i,-0.0021854+0.051627i,0.0084852+0.07786i,0.041867+0.097191i,0.077722+0.089314i,0.0841+0.047015i,0.060976+0.0099179i,0.035229-0.0015086i,0.016642+0.0011299i,0.0093303+0.0067104i
-0.030707+0.024703i,-0.088743+0.079184i,-0.22442+0.13355i,-0.41105+0.10308i,-0.50833-0.028996i,-0.39887-0.12319i,-0.14109-0.098232i,0.1-0.056245i,0.19143-0.066878i,0.14617-0.079374i,0.077253-0.060672i,0.043799-0.037255i,0.032875-0.018853i,0.035951-0.0012621i,0.052129-0.0025099i,0.068764-0.033696i,0.075919-0.082518i,0.062354-0.11627i,0.028439-0.10469i,0.00058505-0.065526i,-0.0064193-0.035072i,-0.0036258-0.019588i,-0.0021977-0.010354i
0.016561-0.017291i,0.060893-0.040517i,0.10444-0.057235i,0.080366-0.022373i,-0.02946+0.045626i,-0.067278+0.060034i,0.04023-0.02564i,0.09015-0.1693i,-0.031168-0.21196i,-0.1324-0.086205i,-0.082509+0.021123i,-0.014958+0.0032962i,-0.0075267-0.029268i,0.00074406-0.033163i,0.0030276-0.045581i,-0.027726-0.056186i,-0.072008-0.054928i,-0.10164-0.037117i,-0.087487-0.0064741i,-0.044975+0.010347i,-0.014183+0.0088772i,-0.003225+0.0019106i,-0.0033812+0.00059338i
-0.027551+0.0074393i,-0.077714+0.038789i,-0.13821+0.10314i,-0.11363+0.18124i,0.028353+0.19702i,0.1081+0.095863i,-0.0011712-0.026354i,-0.15033-0.039984i,-0.17903+0.012832i,-0.11285+0.032972i,-0.046167+0.016538i,-0.019679-0.00012481i,-0.019218-0.0059769i,-0.02727-0.0124i,-0.036334-0.0088876i,-0.033382+0.019044i,-0.018435+0.060804i,-0.00079877+0.085653i,0.013449+0.071808i,0.017713+0.035829i,0.013651+0.0084993i,0.0051143-0.0024896i,-0.00048432-0.0048433i
0.029938-0.0013312i,0.092704-0.0096001i,0.21672-0.02005i,0.35092-0.034746i,0.37958-0.046119i,0.24711-0.02104i,0.023064+0.0549i,-0.10431+0.15163i,-0.031726+0.1677i,0.059813+0.06011i,0.032278-0.019831i,-0.0040481+0.003171i,0.0072624+0.027977i,0.010141+0.029231i,0.01091+0.032735i,0.030107+0.021211i,0.055672-0.0026036i,0.069118-0.026534i,0.049628-0.042111i,0.009924-0.036921i,-0.017006-0.01713i,-0.020238+0.0029772i,-0.010148+0.007558i
-0.027555-0.0058623i,-0.079552-0.02252i,-0.17013-0.067412i,-0.23912-0.11643i,-0.18926-0.10523i,-0.021155-0.037515i,0.17317+0.019355i,0.30698+0.04969i,0.32188+0.049236i,0.22828+0.0086194i,0.10845-0.012858i,0.04229+0.0066519i,0.0298+0.0172i,0.032167+0.010994i,0.033175-0.00092041i,0.020305-0.018998i,-0.0041592-0.036882i,-0.024962-0.047766i,-0.033141-0.03641i,-0.025722-0.0082654i,-0.0087627+0.012911i,0.0061252+0.015444i,0.0098348+0.0079231i
0.014659+0.011093i,0.051073+0.039219i,0.085304+0.087032i,0.049915+0.12337i,-0.069611+0.12159i,-0.11977+0.087664i,-0.021583+0.016588i,0.0649-0.082676i,0.027325-0.11534i,-0.034069-0.036105i,-0.024141+0.026805i,0.0051131+0.0064469i,0.0074791-0.021806i,0.004931-0.026596i,0.0012461-0.025901i,-0.010005-0.016058i,-0.024764+0.0061762i,-0.032925+0.030737i,-0.018649+0.041869i,0.0085047+0.032353i,0.024713+0.0085159i,0.022879-0.013466i,0.012702-0.019022i
-0.015557-0.01642i,-0.041505-0.048124i,-0.083419-0.10088i,-0.11506-0.1207i,-0.1181-0.055i,-0.11904+0.044555i,-0.1287+0.095462i,-0.15822+0.068912i,-0.18094+0.022722i,-0.13603+0.016376i,-0.058316+0.01469i,-0.025862-0.0084367i,-0.033383-0.024492i,-0.037577-0.025403i,-0.033977-0.017888i,-0.025901-0.0044983i,-0.0097169+0.0122i,0.0097509+0.027211i,0.018711+0.026166i,0.010498+0.0094144i,-0.0076068-0.0023827i,-0.023334+0.0015159i,-0.023265+0.012029i
0.0099381+0.022405i,0.02986+0.055141i,0.072469+0.10579i,0.12856+0.10759i,0.15444+0.001926i,0.082109-0.12154i,-0.063608-0.14565i,-0.13692-0.10062i,-0.099436-0.08926i,-0.053165-0.11393i,-0.036942-0.091856i,-0.016641-0.023556i,0.005286+0.020349i,0.0066551+0.02605i,-0.0023044+0.02624i,-0.00067222+0.027056i,0.011797+0.014028i,0.01728-0.0079739i,0.0096136-0.017772i,-0.0010038-0.0067026i,-0.0049656+0.01241i,0.00050264+0.025175i,0.0066762+0.023433i
-0.0028654-0.015457i,-0.0095351-0.056635i,-0.018118-0.13031i,-0.023169-0.19279i,-0.010359-0.18651i,0.022011-0.10939i,0.060525-0.015691i,0.10313+0.053327i,0.13446+0.079585i,0.11598+0.048932i,0.063718+0.0064444i,0.035322-0.0090059i,0.036055-0.01175i,0.036955-0.0076201i,0.038888-0.0021023i,0.041243-0.0090329i,0.027562-0.021715i,0.0061178-0.025754i,-0.0018088-0.021899i,0.0049735-0.019492i,0.015354-0.023746i,0.018542-0.032571i,0.010618-0.034088i
-0.004381+0.019377i,-0.016824+0.062248i,-0.052382+0.14878i,-0.090505+0.24823i,-0.063111+0.27558i,0.059234+0.18097i,0.18625+0.034216i,0.23159-0.039832i,0.20479-0.020127i,0.13717+0.01904i,0.059691+0.025239i,0.0012309+0.0090772i,-0.025733+0.0025086i,-0.018165+0.002346i,-0.0031411-0.012107i,-0.010229-0.02688i,-0.023783-0.021048i,-0.022658-0.0063054i,-0.015328-0.0040541i,-0.018362-0.011482i,-0.030251-0.010908i,-0.036107-8.7828e-06i,-0.02764+0.0095386i
0.0039538-0.013926i,0.025226-0.038351i,0.062727-0.072356i,0.080964-0.06944i,0.026851+0.0089925i,-0.083067+0.089714i,-0.18918+0.097738i,-0.26591+0.060305i,-0.27163+0.033624i,-0.18547+0.041097i,-0.076016+0.052988i,-0.013042+0.042827i,0.0024248+0.026383i,-0.0016409+0.013949i,-0.012433+0.010327i,-0.018654+0.022515i,-0.0094081+0.036401i,0.0012199+0.034598i,-0.0019627+0.027416i,-0.0041059+0.032542i,0.0086261+0.04188i,0.024725+0.039494i,0.029126+0.024738i
-0.0054992+0.012714i,-0.030458+0.026859i,-0.079567+0.044237i,-0.12876+0.047712i,-0.12498+0.042967i,-0.072614+0.051844i,-0.042834+0.056481i,-0.075526+0.046993i,-0.10944+0.033983i,-0.079932+0.0060016i,-0.027265-0.025785i,0.0005167-0.028751i,0.010223-0.016954i,0.0092811-0.0059506i,0.010314+0.0061088i,0.025822+0.0044818i,0.038625-0.01259i,0.035231-0.02124i,0.028423-0.012742i,0.031466-0.0083074i,0.036097-0.025713i,0.026291-0.046545i,0.0075184-0.044909i
0.015203-0.0023414i,0.048562-0.0159i,0.10999-0.044392i,0.15876-0.095188i,0.13969-0.16165i,0.072842-0.20475i,0.047826-0.18258i,0.093016-0.1249i,0.13005-0.083051i,0.097647-0.06583i,0.03322-0.045626i,0.0016724-0.017258i,0.006111-0.01043i,0.011979-0.021076i,0.009073-0.029469i,-0.002528-0.037436i,-0.021389-0.042155i,-0.031667-0.037458i,-0.02663-0.029632i,-0.026712-0.026676i,-0.045359-0.02015i,-0.060317-0.0011424i,-0.050213+0.01678i
-0.0094288-0.0043807i,-0.039636-0.0083823i,-0.084342-0.02683i,-0.10568-0.062875i,-0.067212-0.085147i,0.018979-0.027011i,0.14099+0.065935i,0.26165+0.078026i,0.27913+0.021925i,0.18495-0.0086572i,0.086265-0.0033179i,0.030515-0.0041587i,-0.0039243-0.007919i,-0.022084-0.0068974i,-0.028276-0.004911i,-0.030145+0.0076337i,-0.026703+0.030478i,-0.018374+0.044533i,-0.011508+0.039554i,-0.0097642+0.034453i,2.4471e-05+0.04449i,0.020558+0.051068i,0.032053+0.039281i
0.0054143+0.00062179i,0.027441+0.018197i,0.063061+0.058287i,0.096141+0.1168i,0.10707+0.14519i,0.085957+0.084156i,0.01552-0.0092902i,-0.069052-0.043248i,-0.09964-0.030954i,-0.08407-0.0098226i,-0.054387+0.0059102i,-0.028468+0.011161i,-0.010951+0.020033i,0.0049913+0.03022i,0.016201+0.030986i,0.02129+0.025896i,0.028682+0.019387i,0.034027+0.013352i,0.030064+0.0077466i,0.029133-0.00021381i,0.037112-0.016893i,0.038645-0.039095i,0.02528-0.048314i
0.0024096-0.0020272i,-0.016476-0.022547i,-0.042597-0.047607i,-0.058516-0.050176i,-0.064927-0.004281i,-0.10116+0.071402i,-0.18392+0.11854i,-0.24661+0.13601i,-0.21189+0.12862i,-0.11555+0.079687i,-0.042216+0.034442i,-0.0016865+0.018448i,0.01894+0.0026486i,0.02491-0.014124i,0.024675-0.020161i,0.017066-0.020487i,0.0057929-0.023922i,-0.0026235-0.027175i,-0.0074164-0.024373i,-0.014397-0.021687i,-0.031282-0.020578i,-0.050381-0.012135i,-0.051427+5.7125e-05i
0.003179+0.013469i,0.01063+0.032586i,1.5529e-05+0.062353i,-0.045979+0.092051i,-0.073388+0.094619i,-0.015419+0.025358i,0.07714-0.08287i,0.10923-0.14487i,0.077654-0.14054i,0.043717-0.10756i,0.02467-0.072418i,0.010097-0.040887i,-0.0023244-0.021249i,-0.016418-0.011478i,-0.022521-0.0046483i,-0.016742-0.0025881i,-0.011921-0.0029138i,-0.012903-0.0043756i,-0.01397-0.0037654i,-0.014535+0.0074102i,-0.011146+0.028532i,0.0010184+0.046689i,0.012397+0.046949i
0.0013967-0.013671i,-0.0028264-0.035599i,-0.0033622-0.068726i,-0.0080281-0.10524i,-0.043525-0.12406i,-0.081548-0.091401i,-0.057122-0.049354i,-0.0078947-0.039861i,0.014362-0.016042i,0.021325+0.020997i,0.016355+0.026804i,0.0033701+0.016048i,-0.0028394+0.013975i,-0.0011847+0.017478i,0.0051408+0.01743i,0.012014+0.0081913i,0.013524-0.00014625i,0.012021+0.0029421i,0.010333+0.0082862i,0.014683+0.0079673i,0.029212-0.0011465i,0.041504-0.020045i,0.039011-0.033135i
-0.00069042+0.0027777i,-0.0050236+0.018924i,-0.017112+0.029143i,-0.027454+0.020793i,-0.0070251+0.0081051i,0.040816+0.028546i,0.086537+0.094564i,0.11908+0.13464i,0.11949+0.10654i,0.082552+0.06165i,0.04454+0.032629i,0.026643+0.013984i,0.02222+0.0058889i,0.021879-5.9009e-05i,0.01524-0.01062i,0.0024973-0.014435i,-0.0045732-0.0092251i,-0.0024579-0.0046168i,0.0036942-0.0022527i,0.0076254-0.005557i,1.2095e-05-0.018142i,-0.01973-0.026687i,-0.034249-0.022351i
0.0018404-0.0064159i,0.013774-0.015917i,0.047733-0.017866i,0.10407-0.013884i,0.12458-0.030307i,0.062531-0.062695i,-0.051198-0.077136i,-0.13115-0.049541i,-0.13785-0.023225i,-0.11158-0.021927i,-0.077804-0.016922i,-0.042168-0.011024i,-0.016237-0.015697i,-0.0059539-0.021104i,-0.0089981-0.01461i,-0.012954+0.0016406i,-0.010628+0.012377i,-0.0068568+0.011184i,-0.0045415+0.0029057i,-0.007037-0.0038519i,-0.013999+0.0044475i,-0.017672+0.025517i,-0.015452+0.039945i
-0.012386+0.0020577i,-0.021278+0.01246i,-0.036319+0.022006i,-0.037146+0.037299i,0.003595+0.077806i,0.050325+0.1056i,0.055104+0.087643i,0.034185+0.052098i,0.011998+0.028309i,0.00040396+0.010989i,-0.0044313+0.00581i,-0.0085151+0.014599i,-0.015054+0.015899i,-0.017508+0.01196i,-0.0056248+0.0098536i,0.01043+0.0041264i,0.01779-0.0026552i,0.013837-0.0041623i,0.0028594-0.0012855i,-0.0040907+0.0024927i,0.00042271+0.0043226i,0.01655+0.0023336i,0.032192-0.0010824i
0.0013446-0.0034555i,0.0087132-0.0033678i,0.011307+0.010038i,0.0011233+0.038913i,-0.012877+0.055429i,0.024475+0.020926i,0.095828-0.067351i,0.12406-0.1338i,0.11246-0.12985i,0.091989-0.091899i,0.063175-0.058655i,0.037846-0.032895i,0.025098-0.011429i,0.016908+0.00069797i,0.01079-0.0034251i,0.0022201-0.017123i,-0.0087489-0.023907i,-0.010542-0.020999i,-0.0049484-0.013005i,-0.0022979-0.0031407i,-0.0018567+0.00071074i,-0.0032066-0.010815i,-0.0068938-0.029158i
-0.0063957-0.0004538i,-0.017858-0.0049825i,-0.045783-0.018793i,-0.092404-0.037364i,-0.14046-0.026077i,-0.17629+0.027751i,-0.15869+0.096194i,-0.088117+0.11385i,-0.0216+0.071204i,0.0036824+0.029854i,0.0009439+0.012038i,-0.0015448-0.0016802i,-0.00010939-0.01282i,0.00048238-0.012735i,-0.003737-0.0032157i,-0.011006+0.0086924i,-0.015879+0.017595i,-0.020278+0.019967i,-0.019809+0.016277i,-0.0087912+0.010346i,-0.00028803+0.0064372i,-0.0068968+0.0090298i,-0.019863+0.015946i
0.0047898+0.0018998i,0.010086+0.0059722i,0.014407+0.007677i,0.0060677-0.0061269i,-0.018429-0.039011i,-0.015396-0.04561i,0.012455-0.016507i,0.018904+0.01034i,-0.0019664+0.025291i,-0.016329+0.035182i,-0.0034241+0.035062i,0.011162+0.028434i,0.012226+0.018322i,0.0092409+0.0038205i,0.0095898-0.0019327i,0.015304+0.0026684i,0.022979+0.0089796i,0.025479+0.015059i,0.021854+0.018433i,0.013811+0.014603i,0.0075752+0.0077476i,0.01053+0.008755i,0.019491+0.015847i
-0.0037619-0.0050673i,-0.0053046-0.013115i,0.00036911-0.027636i,0.029516-0.050774i,0.068926-0.087902i,0.042322-0.13467i,-0.054661-0.14602i,-0.12052-0.093147i,-0.10567-0.023318i,-0.056261-0.00041225i,-0.024661-0.0077348i,-0.0084583-0.0086312i,0.0018806-0.0065476i,0.0013073-0.0071963i,-0.0026223-0.010854i,-0.0025767-0.01755i,0.0017333-0.025101i,0.011486-0.031727i,0.019927-0.032112i,0.016354-0.023669i,0.0068619-0.013102i,0.0017655-0.012611i,0.0010959-0.02156i
0.00018975+0.0074948i,0.0018063+0.017849i,0.010819+0.03488i,0.030219+0.053864i,0.061527+0.077132i,0.11731+0.093854i,0.14966+0.081292i,0.12401+0.047399i,0.074685+0.0061328i,0.027488-0.016418i,-0.0057879-0.011039i,-0.021546-0.0014632i,-0.021937+0.0051231i,-0.010926+0.012807i,-0.0026662+0.014039i,-0.0045388+0.0096102i,-0.012228+0.0062597i,-0.021718-0.00097009i,-0.02835-0.011228i,-0.026228-0.014739i,-0.019197-0.010416i,-0.018273-0.0040181i,-0.024102+0.001354i
0.0029728-0.010084i,0.0047027-0.016878i,0.0040567-0.012591i,0.0056534+0.024139i,0.021887+0.078681i,0.039193+0.094116i,0.056694+0.045857i,0.05474-0.014573i,0.02776-0.02576i,0.014293-0.0046481i,0.012852+0.0056774i,0.0092116+0.0072866i,0.010106+0.0098974i,0.014751+0.007843i,0.017364+0.0037311i,0.01751+0.001279i,0.013749+0.0058926i,0.006822+0.018293i,0.00053529+0.027718i,-0.0022769+0.026125i,-0.00023347+0.016674i,0.0069358+0.011246i,0.01558+0.01422i
-0.0045987+0.0049249i,-0.012768+0.013808i,-0.028577+0.02084i,-0.06643+0.025832i,-0.12405+0.04854i,-0.14778+0.084906i,-0.12262+0.10484i,-0.066429+0.097504i,-0.0053918+0.059526i,0.020386+0.015076i,0.016596-0.0094987i,0.013641-0.018964i,0.0085131-0.025327i,-0.003278-0.024611i,-0.010096-0.018303i,-0.011819-0.014094i,-0.010243-0.014625i,-0.0031165-0.013017i,0.0078001-0.0053851i,0.01616+0.0014379i,0.01605+0.0029823i,0.014622-0.00356i,0.01618-0.015459i
0.0036452-0.002109i,0.013619-0.0092167i,0.013199-0.019359i,-0.0037776-0.037404i,-0.031015-0.077033i,-0.064087-0.1053i,-0.063514-0.089315i,-0.031517-0.06735i,-0.023051-0.055923i,-0.031783-0.03982i,-0.024878-0.02082i,-0.018204-0.0086738i,-0.021137-0.0018051i,-0.021883+0.00091936i,-0.020482+0.0050631i,-0.017285+0.013204i,-0.013384+0.015627i,-0.01139+0.0099817i,-0.0078925+0.00064497i,-0.0030817-0.0058553i,-0.0016787-0.0052765i,-0.0096613-0.0029332i,-0.024817+0.00024195i
