-0.0021191-0.00024098i,-0.0029399-0.00062462i,-0.0043191-0.00087015i,-0.0029338-0.001029i,-0.0012626-2.1024e-05i,-0.00045131+0.0011717i,-0.00085232+0.00076158i,-0.00077462+0.00048405i,-3.6462e-05-1.3898e-05i,0.00049369-0.0010579i,0.00046501-0.00089441i,-0.00013175-0.00046873i,-0.00027347-0.00089046i,-0.00050618-0.00059062i,-0.00075153-7.6925e-05i,-2.4615e-05-0.00043746i,0.00057486-0.00047393i,0.00093432-0.00026733i,0.00075358-0.00033624i,0.00013591-0.0002347i,-0.00023657+3.2565e-05i,-0.00023018-0.00018975i,-0.0004252-0.00046818i
-0.00045651-0.00041561i,0.00015041+0.00019952i,-0.0009585-7.0762e-05i,-0.0015811+0.00024485i,-0.00094387+0.00080946i,0.00040455+0.00075813i,0.00014822+0.00041224i,-1.9559e-05+0.00015466i,0.0011363+7.9444e-05i,0.00094472+0.00033722i,0.00015598+0.00061082i,0.00011753-3.8428e-05i,0.00039654-0.00016907i,0.00032242+7.0926e-05i,-6.9721e-05+8.5839e-05i,-0.00074463-3.2831e-06i,-0.00070406+9.2716e-05i,-0.00018728+0.00040264i,0.00015733-0.00041242i,0.00018851-0.00037777i,-0.00043508-7.0397e-05i,-0.00046155+0.00022448i,-0.00068911+0.00047146i
-0.0028085-0.00023127i,-0.0034749+3.0626e-05i,-0.0031987+0.00058272i,-0.0016429+0.00099495i,-0.00080949+0.00062765i,-0.0011909+0.00045023i,-0.001422+0.00055324i,-0.0012316+0.00060223i,-0.00092389+0.00028783i,-0.00035-0.00014537i,-0.0006761-1.1109e-05i,-0.00063894+0.00085503i,-0.00024128+0.00073886i,-0.00025195-0.00035954i,-0.00040622-0.00053593i,-0.00036791+0.00012459i,-2.4619e-05+5.1768e-06i,-0.00013795-0.00032351i,-2.1723e-05-6.1845e-05i,0.00052096-0.00027008i,0.0010809-0.00076453i,0.00032258-0.00073064i,-0.0013758-0.00042829i
0.0016125+0.00014983i,0.0019429-0.00073911i,0.00072546-0.00097223i,-0.00011973-0.0010522i,0.00056961-0.00095283i,0.00034986-0.0010675i,-0.00027164-0.00014461i,0.00019615+0.00090162i,0.00050966+0.0011118i,0.00043115+0.00094647i,0.00011808+0.00025176i,-0.00049944-7.1869e-05i,-0.00051013-0.00015858i,-0.00070926+6.301e-05i,-0.00093751+0.00081363i,-0.00073984+0.00084963i,-1.3223e-05+0.00038154i,2.626e-05+0.00081575i,-0.00075709+0.0010688i,-0.0011903-0.00019287i,-0.0010156-0.0012925i,-0.00088744+0.00023129i,-0.0014727+0.00081539i
0.00043732+0.00069282i,0.00035867+0.0009826i,0.00076042+0.0012191i,0.00078408+0.00028673i,0.00041512-0.00025746i,-6.1116e-05+6.2962e-05i,-0.00035072-0.0001039i,-1.0792e-05-0.00048497i,0.000425-0.0001701i,0.00093727-0.00027982i,0.0011722-0.00072095i,0.00068717-0.00047772i,0.00069015-0.00075746i,0.00072334-0.0007959i,0.00043206-0.00010775i,0.00019003+0.00025279i,0.0002846+5.6075e-05i,0.00033175+0.00039219i,9.9226e-05-0.000304i,3.1837e-05-0.0011888i,-0.00024052-0.0011119i,-0.00043557-0.00082026i,-0.00043875-0.00052061i
0.00037979+0.00022431i,0.00050531-0.0013137i,0.0016738-0.001325i,0.0019254-0.0011904i,0.0011765-0.00033768i,0.00057029+0.00013549i,-0.00020501+0.00022636i,-0.00029907+0.00034303i,-4.4953e-05+0.00041002i,1.4238e-05+0.00037667i,0.00054936+0.00077683i,0.00057051+0.0011138i,0.00064453+1.3363e-05i,0.0012231-0.00099245i,0.00033298-0.00027185i,-0.00058651+0.00039843i,-0.00046473-7.3007e-05i,0.00026533-0.00058865i,0.00048021-0.00094233i,-4.9535e-05-0.00094048i,0.00030142-0.00039379i,0.00041141+0.00014395i,-3.3179e-05+0.00053168i
0.0006855-0.00070947i,4.766e-05-0.00083386i,-0.0012849-0.00035166i,-0.0014305-0.00032477i,-6.5419e-05+0.00044089i,0.00076938+0.00056279i,0.00066849+2.7117e-05i,0.00073823+1.5008e-05i,0.00072784+0.00013829i,0.00012144-0.00018623i,-0.00073384-0.0010168i,-0.00058589-0.00081961i,0.00038617+0.00048164i,0.0010525+0.00094044i,0.0010714+0.0011264i,0.00099718+0.0010435i,0.000964+0.0003463i,0.00052714-0.00029224i,-0.00019501-0.00048324i,-0.00060606+9.3017e-06i,-0.00054062+0.00023431i,-0.00048905+0.00028086i,-0.0002808+0.00073584i
-0.00044446-0.0012578i,0.00035903-0.0017091i,0.00025403-0.001677i,-2.9801e-05+3.0495e-05i,-0.00052635+0.0019173i,0.0001115+0.0013957i,0.00075385+0.00023712i,0.00055767+0.00027743i,-0.00019024+0.00019434i,-0.00047555-0.0007466i,-0.00049864-0.00078691i,-0.00018156-0.00046573i,0.00028385-0.0009321i,0.00045635-0.00088241i,0.00036826-0.00024638i,0.00015798-0.00033799i,-0.000736-0.00069817i,-0.00065755-0.00056789i,-0.00014982-0.00053765i,-0.000625-0.00053141i,-0.00078444-0.00042806i,-0.00031702+0.00020509i,-8.2626e-05+0.00077143i
-0.00039798-0.00075313i,-0.00055829-0.001227i,-0.00047732-0.0012589i,-2.2558e-05-0.0003731i,3.447e-05-0.00013109i,0.0004068+0.00049873i,0.00083321+0.00042749i,0.001239+8.4331e-05i,0.00056564+0.00064708i,-0.00049946+0.00064281i,-0.00066813+0.00015096i,-0.00064729-0.00046556i,-0.00024124-0.00073733i,8.1591e-05-0.00037251i,4.9217e-05-0.00061166i,-0.00014464-0.0012579i,-0.00021529-0.00096701i,0.00026999-0.00071063i,0.00036284-0.00014378i,0.00028921+0.00010157i,0.00058317-0.0001914i,0.00070268-0.00030094i,0.00023645-0.00061357i
0.00041443-0.00083544i,0.00033364-0.00081869i,0.00042854+1.3785e-05i,0.0015247+0.00072663i,0.00074838+0.00085893i,-0.00051991+0.00078036i,-0.00010879+0.00014328i,0.00014514-0.00039992i,1.8141e-05+0.00056911i,-0.00010562+0.00040503i,0.00010855+5.7774e-06i,0.00078156+7.6525e-06i,0.00058553-0.00057926i,-0.00037932-9.2351e-06i,-0.00063608+0.00043343i,-0.00028539-0.00047511i,-0.00011296-0.0013345i,-7.484e-05-0.0010406i,2.8463e-06-0.00096936i,0.00023869-0.00051217i,4.1536e-05+9.8042e-05i,-0.00044734-2.2581e-05i,0.00038869-0.00062761i
-0.0023246+0.0016064i,-0.0025463+0.0010363i,-0.0027198-0.00030371i,-0.0014789-0.00077544i,0.001082-0.000806i,0.001723-0.00044689i,0.00076263-4.508e-05i,-0.00037087+0.00070214i,-0.00067009+0.00094073i,-0.00012377+0.0003682i,0.00015844+0.00020633i,-0.00033323+0.00011149i,-0.00086869-0.0005573i,-0.00097721-0.00080567i,-0.00065633-0.00075528i,-0.00014932+0.00023463i,5.6679e-05+0.0010167i,0.000283+0.0008926i,0.00071861+0.00040069i,0.0011417-0.00013432i,0.00075491-0.00016752i,0.00042411+0.00027337i,0.00011786+0.00024197i
-0.00021157-0.0013873i,0.00068485-0.0023737i,0.00015559-0.0013728i,-0.00045764+0.00080628i,-6.0132e-05+0.0019172i,0.0013231+0.0017433i,0.0013824+0.00066052i,0.00068424-0.00017991i,0.00050191-0.00049008i,0.00014053-0.00032887i,-0.00010077-0.00061914i,-9.9624e-05-0.0012703i,0.00022548-0.0010771i,0.00010582-0.00020584i,-0.00040757-2.0071e-05i,0.00028168+0.00052359i,0.00028315+0.0014072i,-0.00020401+0.00085366i,0.0004426-1.2893e-06i,0.00044063-0.00046432i,8.9192e-05-0.00044814i,0.0004124-0.00041268i,0.00070433-0.00091823i
-0.0011451-0.00011056i,-0.00010922-0.00081825i,0.00040222-0.00035739i,0.00093889+6.4975e-05i,0.00082776+0.00095782i,0.00029249+0.0011462i,-0.00041308-0.0001255i,-0.00099315-0.0016405i,-0.0011753-0.0016665i,-0.00047031-0.00053471i,-0.00023661+0.00031335i,-0.00054927-0.00053897i,-0.00073544-0.0017593i,-0.00079373-0.001388i,-0.00037002-0.00042351i,0.00039725-0.00036572i,0.0005737-0.00056757i,0.0001077-0.00056026i,-0.00034752+9.7992e-05i,-0.0004014+5.7551e-05i,0.00018481-0.00031713i,0.00030504+8.965e-05i,0.00026289+0.00064733i
-0.0003203-0.00079146i,-0.00099869-0.00038157i,-0.0019272+0.00051864i,-0.0018449+0.00053311i,-0.00080567+0.00042236i,-0.00032951-9.9454e-05i,0.00013863+0.00041714i,0.0015191+0.0011689i,0.0016756+0.0005024i,0.00054088-0.00025353i,-0.00014276-0.00065562i,0.00020565-0.0008187i,0.00059859-0.00026073i,0.00038181-0.00067449i,0.00021529-0.0010418i,-0.00012082-0.00087942i,-0.0006136-0.00047573i,-0.00074599+0.00021486i,1.1478e-06-0.00031415i,0.00088488-0.00073937i,0.00093021-0.00043352i,0.0010188-0.00027261i,0.00061463+7.8529e-05i
-0.00010827-0.00019789i,0.00046598-0.0018425i,-0.00065489-0.0016328i,-0.0017771-0.0001045i,-0.00065174+0.0011612i,0.00067647+0.0018746i,0.0011927+0.0011477i,0.001354+0.00076812i,0.00075132+0.00038402i,0.00024256+4.071e-05i,-9.3366e-05-0.00025038i,-0.00039751-0.00084829i,-0.00038933-0.00060324i,-0.00022243-0.00040432i,5.3002e-05-0.00044648i,0.00048061-0.00028347i,9.1104e-05-0.00023409i,-4.5389e-05-0.00074889i,0.00048763-0.00067075i,0.000289-0.0001359i,-0.00043764-0.00016495i,-0.00046458-0.00039991i,-0.00076673-0.00052039i
-0.0026199+0.0019558i,-0.00329+0.002155i,-0.002494+0.0019017i,-0.00071934+0.00087315i,0.00060092-0.00043346i,0.0010605-0.0015749i,-0.00058676-0.001948i,-0.0016261-0.00064863i,-0.00039376-3.8876e-06i,0.00056472-0.00027884i,0.00041255-0.00018034i,-0.00024642-0.00076856i,-0.0006155-0.0017058i,-0.0010717-0.0015562i,-0.00088191-0.0012232i,4.7969e-05-0.0009137i,3.6092e-05-0.00040936i,-0.00062001+0.00019401i,-0.00078513+0.00025085i,-0.00014527+0.00028165i,-0.00012294+0.00027451i,-0.00060157+0.00022107i,-0.00042058+0.00038218i
-0.009769-0.00153i,-0.010312+0.00080207i,-0.0098889+0.0066598i,-0.0050921+0.0085831i,0.00090914+0.0068714i,0.0044296+0.0025684i,0.0027365-0.00078965i,-0.00029997-0.00059269i,-0.0022398+0.00048189i,-0.0015117+0.00083314i,-0.00061828+0.0011577i,-0.00048229+0.00073911i,-0.00070814-0.0011038i,-0.0020374-0.0027847i,-0.0029181-0.003613i,-0.0013793-0.0022882i,0.00067029-0.00062226i,0.00045351+4.2703e-05i,-0.00088298+0.00094604i,-0.001283+0.00083917i,-0.0015136-0.00016738i,-0.0013016-0.00070551i,-0.00097912-0.00018089i
0.0038782+7.314e-05i,0.0040811-0.001134i,0.0041997-0.0032592i,0.0019775-0.0037613i,-0.00067262-0.0033442i,-0.0025186-0.0010054i,-0.0019167+0.0015576i,9.1596e-05+0.0011673i,0.0012043-0.00027111i,0.0003312-0.0006489i,-0.00087652-8.8266e-05i,-0.00040545-0.00011865i,0.00074074+0.00019635i,0.0013368+0.0012174i,0.00046996+0.0012279i,-0.00057274+0.00053951i,-0.00064033+0.0010576i,-0.00065468+0.00051572i,-0.00055095-0.00039857i,-0.00031582-0.00027512i,-0.00025285+0.00012593i,0.0012856+0.00040665i,0.0020218+0.00071245i
0.0027241-0.0024868i,0.0014862-0.0037886i,0.00019999-0.004967i,-0.0010276-0.0033085i,-0.00087601-0.00069238i,0.00029396+0.0019171i,0.0016593+0.0021285i,0.002374+0.00079972i,0.0019337-0.00063711i,0.00066038-0.0015147i,-0.00029123-0.0014039i,-0.00050904-0.00075079i,0.00025761-0.00054403i,0.00067562-0.00011191i,0.00056006+0.00013942i,0.00086275+0.00064727i,0.00089365+0.0010559i,0.00037642+0.0001302i,0.00044892-0.00047104i,0.00052544-0.00027122i,0.00075712+0.00024048i,6.5023e-05+0.00028707i,-0.00010668-0.00028158i
0.0011742+0.00089468i,0.0013762+0.00037302i,0.00088718-0.00013747i,0.00034794+0.00017376i,0.00028925+0.0011756i,0.00081258+0.0018455i,0.00086707+0.0017107i,0.0002476+0.0011861i,9.2706e-05+0.00085446i,-0.00071851+0.00076228i,-0.00037565+0.00077285i,0.00047121+0.00047469i,-2.5615e-05-0.00034159i,3.225e-05-0.00049938i,0.00012757-0.00022219i,0.00045477+2.1612e-05i,-0.00018732+0.00044612i,-0.0009148+4.3332e-05i,-0.0002673-0.00024098i,9.2394e-05+1.3648e-05i,-0.00035579+0.00013989i,-0.00056189+0.00035837i,-0.00050791+0.00018445i
0.0036103-0.0010668i,0.0044795-0.0015291i,0.0026254-0.0019923i,0.0011232-0.0015539i,0.00035402-0.0010385i,-8.4246e-06-0.00024757i,3.2417e-05+0.00090026i,-0.0002484+0.0018028i,-0.00091577+0.0012846i,-0.00093955+0.00012396i,-0.00015698-0.0001794i,5.3491e-05-0.00031124i,0.00074089+2.048e-05i,0.0015684+0.00072192i,0.00086544+0.0011291i,-0.00012874+0.0014342i,0.00020228+0.00099301i,5.8672e-05+0.00016868i,-0.00059852-0.00030445i,5.4333e-05-0.00083713i,0.00057422-0.00088033i,0.00015755-0.00036758i,0.00025486-0.00053103i
0.0010551+0.00050599i,0.00062424+0.00063157i,0.00052776-0.00072813i,0.00078448-0.0017593i,0.00069005-0.0013338i,0.00042903+6.1105e-05i,0.00010599+0.00083018i,0.00026826+0.00081939i,-2.4483e-05+0.00054302i,-0.00034395-0.0005931i,4.183e-05-0.001291i,0.00021163-0.0011685i,-3.3412e-05-0.00049256i,-2.0508e-07+0.00011568i,-0.00034788-1.3499e-05i,-0.0012621-6.4516e-05i,-0.00099657+0.00025489i,-0.00024874+0.00068455i,0.00013443+0.0010499i,0.00067794+0.0009259i,0.00071758+0.00060205i,0.00025774+0.0003667i,-0.00012568-0.0003644i
0.00096258+0.0010071i,0.00075138+0.00020527i,0.00050108+0.00051526i,0.00038824+0.00071279i,0.00074104+4.4737e-05i,0.00050852-0.0002352i,0.0003253+0.0001651i,0.00062709+0.00029256i,0.00039111+0.00039042i,7.1347e-08-9.1934e-05i,0.00017678-0.00037917i,-0.00021763-0.00021878i,0.00015679+0.00025261i,0.00037273+0.00066177i,6.2721e-05+0.00039314i,-1.4854e-05+0.00015402i,-0.00041284-6.9351e-05i,-0.0005403+0.00018346i,-6.604e-05+0.00017272i,0.00029518+0.00031072i,0.00022648+0.00031701i,0.00017276+0.0003354i,0.00053528+0.00053181i
-0.0010073-0.0020594i,-0.001364-0.0018593i,-0.0023127-0.0015232i,-0.0041752-0.00024813i,-0.0029939+0.0010066i,0.00032902+0.0011483i,0.0021665+0.00078159i,0.0014572+0.00065415i,0.00048183+8.5734e-05i,-0.00051406-9.6892e-05i,-0.00069129+6.77e-05i,-5.2352e-05+0.00018835i,0.00026951-9.0314e-05i,0.00018032-0.00090654i,0.00063473-0.0010776i,0.00049048-0.00034667i,0.00053344+0.00036421i,0.00083302+0.00030499i,0.00078415-0.0008532i,0.0007494-0.00092579i,0.00054156+0.00038086i,1.9571e-05+0.00092191i,3.2698e-05+0.00043079i
-0.0016637-0.0010592i,-0.002252-0.0015931i,-0.0025663-0.0012804i,-0.0017427-0.00027158i,-0.00062299+0.00011113i,0.0004317+0.00034979i,0.00089804-3.3954e-05i,-0.00019767+0.00070238i,-0.0010094+0.0017048i,-0.00033945+0.00066043i,-0.00029268-0.00022561i,-0.00068932-0.00013694i,-0.00074315+6.3335e-05i,-0.00040205+9.8272e-06i,2.4148e-05-1.042e-05i,0.000323-0.00044002i,2.5853e-05-0.0007912i,-3.073e-05-0.00018661i,-0.00010009+0.00037343i,-0.00089127+0.00010295i,-0.00047648-0.00017079i,0.00047556-5.289e-05i,0.00037902-0.00029965i
0.0035517+0.0014454i,0.0051804-0.00044683i,0.0047457-0.0015692i,0.001606-0.0018505i,-0.0011594-0.0017896i,-0.0020012-0.00082053i,-0.002046+0.00025934i,-0.0013413+0.0013598i,-9.2477e-05+0.0014839i,0.00050257+0.00030199i,0.0007595-0.0010217i,0.00062987-0.0013363i,7.0821e-05-6.7209e-05i,-7.277e-05+0.0011652i,-0.00026382+0.0019274i,-0.00035203+0.0013169i,-0.00018102+0.00011576i,0.00014741-0.00015213i,0.0004327+0.00083102i,0.00028489+0.0013906i,0.0005163+0.0012582i,0.00096073+0.00071995i,5.6509e-05+0.00032826i
0.0006066-0.0022837i,0.0016101-0.0026221i,0.0013337-0.0022124i,0.00079833-0.0010372i,0.0014397+5.5644e-05i,0.0016224+0.0006818i,0.0010345+0.00064547i,-6.2118e-05+0.00018146i,-0.00031716-0.00042601i,0.00060412-0.00085727i,0.00029597-0.0011173i,-0.00033518-0.001049i,-0.00022572-0.0010163i,-0.00038411-0.0012482i,-0.00060447-0.00014092i,-0.0006421+0.0005885i,0.00015345-7.538e-05i,0.00056798-0.00069741i,-0.00015586-0.0011449i,-0.00024125-0.0010796i,0.00018073-0.00024905i,0.00039945+0.00097796i,0.00031222+0.0014469i
0.001848-0.0019104i,0.00014738-0.002269i,-0.0016114-0.0022759i,-0.0019901-0.001593i,-0.00088599-0.0010847i,0.00016138-0.0005523i,0.00049892-0.00072571i,0.00044279-0.00035728i,-3.6811e-05-1.7573e-05i,-0.00066742-1.6468e-05i,-0.00059136+0.00049369i,-0.00027494+0.00020472i,-4.0336e-05-0.00078695i,0.00026064-0.00069766i,0.00068495-0.00077309i,0.0011587-0.00034602i,0.00065253+0.0004539i,-0.00021463+0.00040532i,-4.1481e-05+0.00072i,0.00038978+0.00071081i,0.00077327+0.00017983i,0.00044526-0.00014997i,0.00022411-0.00019004i
0.00096818-1.0904e-05i,0.0023632-0.0010393i,0.0030958-0.0013239i,0.0017104-0.0008284i,0.00078174-0.00010981i,0.00066623+0.0011565i,0.00049921+0.001348i,0.00042637+0.00067018i,0.00047616+0.00084302i,0.00024009+0.00092702i,0.00014608+0.00032159i,0.00027077-8.5314e-05i,0.00034121-0.00042467i,0.00071697-0.00046786i,0.00066367-0.00022848i,4.1753e-05-3.9778e-05i,-2.4989e-05-0.00026708i,0.00032542-0.00029461i,0.0002058-0.00025113i,4.8673e-05-0.00030407i,0.00026521-0.00027739i,0.00047895+9.4416e-05i,-8.1546e-05+0.00040537i
0.0001214-0.0013921i,0.00082678-0.0028182i,0.00048757-0.0025603i,2.9071e-05-0.00046745i,4.7831e-06+0.00073291i,-6.6841e-05+0.00046276i,0.00028527+0.00060078i,0.00060531+0.0011221i,0.00067206+0.00094556i,-0.00023846+0.00027275i,-0.0007544-0.00060355i,6.1852e-05-0.00062991i,0.00073267+5.7521e-05i,5.5606e-05+0.00033703i,-0.00025951+0.00042545i,-6.5901e-05+0.00021232i,-0.00012868-0.00028486i,0.00021039-0.0006101i,0.00055407-0.0005654i,0.00027503+2.8782e-05i,0.00017328-9.2251e-05i,-0.00034454-0.00050693i,-0.00087566-6.204e-05i
0.0027896+0.001127i,0.0026342+0.0015309i,0.0017155+0.00046741i,0.00014607-0.0014229i,-0.00076336-0.00093582i,-0.00056871+0.0010031i,-0.00029373+0.0013628i,0.00036902+0.00094026i,0.00049507+0.00079453i,0.0001888+0.00044098i,-0.00011804+0.00025029i,-0.00012308+0.00062736i,0.00025769+0.00037536i,0.00061351-0.00050398i,0.00021059-0.00054101i,-0.00060786-0.00042368i,-0.00083376-0.00066428i,-0.00042816-0.00017722i,0.00093038+0.00043882i,0.0013364+0.00061841i,0.0005619+0.0010091i,0.00028929+0.0010019i,-3.2572e-05+0.00061176i
0.00013948-0.0014853i,-0.00089599-0.0028175i,-0.0014603-0.0023355i,-0.0012905-0.00083169i,-0.00071659+0.00045751i,-0.00025336-5.7767e-05i,-0.00027495-0.0003676i,0.00029531+0.0002076i,0.00085518+0.00054728i,0.00053561-2.9366e-05i,0.00026188-0.0013878i,-0.00015484-0.00070313i,-0.00057848+0.00039345i,-5.3976e-05+0.00084842i,0.0005338+0.0010192i,0.00062768+0.00014329i,0.0003631-0.00023789i,0.00014645+0.00035249i,0.00015545+0.00035586i,2.0251e-05+2.6786e-05i,0.00043403-1.8612e-07i,0.00041244+0.00010969i,-0.00037325+9.6286e-05i
0.0022287+0.0047538i,0.0024594+0.0049304i,0.0020171+0.0036983i,0.0012398+0.0015383i,0.0001029+0.00020316i,-0.0012366+0.00040193i,-0.0012502+0.0010659i,6.9869e-05+0.0010263i,0.00077028+0.0011022i,0.00078947+0.0002535i,0.00017174-0.00026971i,-0.0010886-1.9662e-06i,-0.0011183+0.0001553i,-0.00087866+0.00048786i,-0.001165+0.00065848i,-0.001543+0.00056616i,-0.00079282+0.00054784i,0.000369+0.00057885i,0.00063074+0.00070614i,0.00032489+0.00053954i,-0.0002281+0.0003582i,-0.00053305+0.00047697i,-0.00017114+0.00047101i
0.0020908-0.0022399i,0.00159-0.0034322i,-9.6632e-05-0.003241i,-0.00083624-0.0013959i,-7.2327e-05-0.00012454i,0.00034581+0.00044538i,-0.00030316+0.00046005i,-0.00054742+5.1673e-05i,-6.4557e-05-0.00028478i,0.00050478-0.00052777i,0.00049891-0.0004938i,0.0001319-0.00026068i,-0.0001377-0.00043068i,-0.00020186-0.0001953i,0.00030616+0.00040443i,0.00076044+0.00033601i,0.00065573+0.00027211i,-8.0274e-05+0.00045034i,-0.0011525-0.00011725i,-0.0012671-0.00084132i,-0.00044205-0.0005953i,-0.00035594-0.00014749i,-0.00034114+0.00033474i
0.00068969+0.0014107i,3.981e-05+0.0011344i,0.00036395+0.00026191i,0.0012866-0.00041653i,0.0013402-0.00083299i,0.0010688-0.0011533i,0.00077493-0.00021185i,0.00038155+0.00024242i,0.00041376+0.00011255i,0.0013261+0.00010877i,0.00058937+0.00051129i,-4.5114e-05+0.00064833i,0.00040135+0.00051313i,1.0581e-05+0.00015859i,0.0005413+0.00050193i,0.00075539+0.00074968i,3.5475e-05-0.00036122i,-0.00015855-0.0010268i,-0.00013167-0.0004387i,0.00056096+6.7626e-05i,0.0014966-0.00010844i,0.0014659-0.0010237i,0.00034426-0.00077266i
0.0028958-0.0017714i,0.0032435-0.0034621i,0.0021939-0.0039393i,0.00022094-0.002209i,-0.00040702-0.00094398i,-0.00040831+0.0001922i,-0.00031321+0.00087363i,0.00024442+0.0010263i,0.00021881+0.00070191i,8.6353e-05+0.0001682i,0.00039935-0.00017067i,0.00098239-0.00093445i,0.00095369-0.0012311i,0.00010264-0.00060675i,-0.00046368-0.00036224i,-4.0617e-05-7.9948e-05i,0.00095756+2.2682e-05i,0.0011134+6.3513e-05i,0.00045788+0.0010051i,-0.00050009+0.00046904i,-6.1721e-05-0.00055774i,0.00072883+0.00037224i,0.00084919+0.0013925i
-0.0017555+0.00019515i,-0.0017777+0.00034122i,-0.00046428-8.1283e-05i,0.00051213+1.2296e-05i,0.0011825-0.0001809i,0.0010616+6.4505e-05i,0.00059118+0.00045973i,-0.00010339+0.00019516i,-0.00042885+0.00013184i,-4.2435e-05-0.00033911i,-2.4649e-05-0.0012247i,-0.00018218-0.0010174i,-0.00045627-0.00072815i,-0.0010455-0.00093502i,-0.00052095-0.00044i,0.00082792+3.6283e-05i,0.0011511-0.00016188i,0.00078206-0.00041989i,0.0005982-1.8835e-05i,0.00050749+0.00033789i,3.4488e-05+0.00035928i,-9.2937e-05+6.7733e-05i,-0.00044855-0.00026007i
0.0005144-0.0018878i,0.0010572-0.0019307i,0.00055532-0.0013227i,-0.00078813-0.00053466i,-0.0016486+0.00016253i,-0.0010077+0.00084404i,-2.7034e-05+0.001037i,0.00016343+0.00011793i,0.00016038-0.00070286i,0.00017682-8.3615e-05i,-5.3836e-05+0.00058092i,-3.8924e-05-5.6937e-05i,0.00017592-0.00068719i,0.00039429+9.8755e-05i,0.00072882+0.0010739i,0.00030067+0.00097647i,-3.5712e-05+0.00042459i,0.0001398-0.00015585i,2.508e-05-8.6509e-05i,-7.7649e-05+0.00032631i,-0.00033579+0.00062712i,-0.00019142+2.9031e-06i,-0.00016516+7.4465e-05i
0.0016968-0.0029188i,0.0013929-0.0050382i,0.00068565-0.0044224i,-6.5977e-05-0.0022437i,5.6674e-05+0.00010098i,0.00041633+0.0011067i,-0.00021835+0.00065048i,-0.00096931-0.00013641i,-0.0010079-0.00027632i,-0.00034089+1.3364e-05i,0.00040592-6.2674e-05i,0.00050641+0.00014354i,0.00020279-0.00093058i,-0.00011137-0.0015341i,0.00013953-0.00046626i,0.00047141-9.2525e-05i,-0.00024933-0.00020987i,-0.00069668-0.00045974i,-0.0010282-0.00054949i,-0.0015218-1.8923e-05i,-0.00086318+0.00011098i,0.0007316-7.9285e-05i,0.0010308+7.9689e-05i
0.0017309+0.00066363i,0.0011701-6.4342e-05i,6.6745e-05-0.00090713i,-0.00049247-0.0012598i,-0.0012468-0.0011977i,-0.00068424-6.1803e-05i,0.00032768+0.00057475i,5.6544e-05+0.0013526i,0.00034184+0.0013028i,0.00047172+0.00041187i,0.00013744+8.4723e-05i,-0.00021367-0.00024469i,-0.00081979-0.00038904i,-0.00065319+0.00037955i,-0.00073345+0.00037234i,-0.00087516-0.00011177i,-0.00033749+0.00029154i,-0.00028466+0.00061004i,0.00016138-0.00013722i,0.00030683-0.00091353i,-0.00022705-8.5845e-05i,-0.00024534+0.00081052i,-0.00011297+0.0004419i
0.00017508-0.0013221i,0.00096563-0.0015956i,0.00022606+6.4693e-05i,-0.00043464+0.0010418i,0.00017709+0.0012583i,0.00064756+0.001333i,0.00056158+0.0011021i,0.00021073+0.00035032i,-0.00040395-7.4853e-05i,-0.00024806+0.00016716i,-4.8307e-05+0.00021815i,0.00011471-0.00013555i,-0.00042046-0.00057703i,-0.0015339-0.00059303i,-0.0014018-0.00050931i,-0.00088255-0.00046975i,-0.00066253+0.00013855i,-0.0002949+0.00055692i,-0.00042095-0.00036906i,-0.00024449-0.00062042i,0.00023884-0.000537i,0.00031862-0.00066891i,-2.6298e-05-0.00021347i
0.00019751-0.0010064i,0.00020074-0.0015901i,-0.0012484-0.0019373i,-0.0012649-0.0015675i,-0.00025326+0.00047002i,0.00041969+0.001742i,0.00015755+0.0011132i,-0.00048638+0.00046111i,-0.00081676+0.00041189i,-0.0011509-5.9104e-05i,-0.0012143-0.00049802i,-0.0010085-0.0010016i,-0.00039434-0.0015089i,9.8471e-05-0.0015101i,0.0001177-0.0012043i,0.00010339-0.00019875i,2.1793e-05+0.00062072i,-0.00018652+0.0003069i,-0.00050798-0.00016199i,-0.00027603-9.951e-05i,-0.00015394-0.00013589i,-0.00086969-0.00027777i,-0.0012761+0.00011695i
0.0026869-0.00085747i,0.0032291-0.00098404i,0.0017775-0.00051173i,0.00019991+0.00014514i,-0.00080758+0.00054352i,-0.00041817+0.0011703i,0.00091232+0.0015544i,0.00098812+0.0018074i,0.00018769+0.0014835i,8.4288e-05-5.8204e-06i,9.569e-05-0.00095956i,-0.00034227-0.00059736i,-0.00014768+0.00053619i,0.00056457+0.00089572i,0.00042243+0.00041928i,-0.00053561+0.00039101i,-0.00090851+0.00022369i,-9.319e-05-0.00037088i,0.00088058-0.00072659i,0.00069468-0.00049403i,6.5835e-05+0.00042902i,5.0306e-05+0.00056202i,0.00041692-0.00069251i
