-0.0022766+0.00016143i,-0.00077395+0.00027899i,-0.00027883-1.8638e-05i,-0.00026748-6.2984e-05i,-9.7151e-05+0.00099764i,0.00069882+0.0015318i,0.00097195+0.00078105i,0.00034528+0.00028514i,-0.00050816+5.9001e-05i,-0.00013206-4.0638e-05i,0.00079509-0.0002377i,0.00052652-0.00086424i,-0.00078217-0.0010432i,-0.0014246-0.00091409i,-0.0010143-0.00096546i,-0.00052037-0.0005038i,-0.0012315+0.00036938i,-0.0016226+0.00048582i,-0.00072216+0.00016237i,-0.00048972+6.045e-05i,-0.00075468-0.00016408i,-0.00040702-0.00034041i,0.00024938+0.0006581i
0.0016507+0.00018038i,0.0016527+0.0024782i,0.0018171+0.0013105i,0.0015957-0.0015295i,0.0011985-0.0020299i,0.00020275-0.0011196i,-5.5466e-05-0.0011203i,-0.00017533-0.00105i,-0.00044515-0.00039193i,-0.00038925-0.00013171i,0.00012413-0.00054177i,0.00029613-0.00085879i,-0.00029298-0.00035652i,-0.00070877+0.00012115i,-0.00038418+0.00016917i,-0.00024003-0.00062371i,-0.00026705-0.00072307i,-0.00070467-0.00063771i,-0.00098887-0.0010737i,-0.0010403-0.00047247i,-0.00086824+0.00018951i,-0.00048924+0.00016868i,0.00018918+0.00029743i
0.0014573+0.0013512i,0.0017665+0.0012816i,0.0021165+0.0011594i,0.0022639+0.00030567i,0.0019762+8.2767e-05i,0.0015128-0.00055519i,0.00024611-0.0011398i,-0.00061294-0.00030776i,-0.00082687-0.00020257i,0.00015614-0.0011214i,0.0007588-0.0013102i,0.0003378-0.000767i,9.2933e-05+0.00022204i,-0.00051213+0.001871i,-0.00027671+0.0021449i,0.00019835+0.001332i,-0.00046783+0.00072056i,-0.00080476-0.00014536i,-0.00013799-0.00048358i,-0.00068297-0.00073316i,-0.00084316-0.00040495i,0.00042414-2.1186e-05i,0.0010326-0.00011893i
-4.5083e-05+0.0019109i,-0.00019948+0.00174i,1.7129e-05+0.0010102i,0.00027034-0.00029935i,0.00086801-0.00012649i,0.00083522+6.4772e-05i,0.000399-0.00050195i,-0.00032067+4.543e-05i,-0.0012345+0.00071741i,-0.00072363+0.0011499i,7.1979e-05+0.00078708i,0.00031199+0.00055579i,0.00070147+0.00052525i,0.00050489-0.00014303i,0.00091213-0.0007003i,0.00105-0.00020318i,0.00064084+0.00011481i,0.00043112-4.0659e-05i,-0.00013727-0.00043463i,-5.3633e-06-0.00026694i,0.00027463+7.331e-05i,0.00039474+2.7766e-05i,0.00037403+0.00013963i
0.0011053+0.00066936i,0.0007138+0.0017773i,0.0005203+0.0011882i,0.00020951+0.00026652i,0.00061026-0.00069018i,0.002305-0.00055456i,0.0024636+0.00027846i,0.00039541+0.00028515i,-0.00039107+0.00029038i,7.1639e-05+0.00067363i,-0.00043502-6.2838e-05i,-0.00081819-0.0010844i,-0.0006828-0.0010929i,-0.00022346-0.00071978i,0.00014486-0.00020411i,-0.00040388+6.2132e-05i,-0.00055971-0.0001596i,-0.0008507-0.00070645i,-0.00037262-0.000928i,-9.4132e-06-0.00082487i,-0.00058787-0.00010085i,-0.0004297+0.00054421i,-0.00028809+0.00049622i
0.00065668+0.00036201i,0.0010475+0.0013286i,0.00095124+0.00093832i,0.00062566-0.00010431i,0.00052188-0.0002388i,0.00031842+0.00066811i,-0.00025805+0.0005531i,-0.00039272-0.00016517i,-0.00071393+0.00046824i,-0.00096304+0.0010777i,-0.00071459+0.00058838i,0.00017447-0.00063986i,0.00047516-0.00067055i,0.00039192-1.5647e-05i,0.00023472+0.0001257i,-0.00056865+0.0001604i,-0.00079991+0.00075709i,-0.00083779+0.0003687i,-0.00091829-0.00080666i,-0.00044522-0.0011284i,1.492e-05-0.00082261i,-0.00024375-0.00043633i,-0.00035465+0.00016354i
-0.00011637-0.00051383i,0.00051531+0.00053627i,0.00043967+0.0015301i,0.00028917+0.0011204i,0.0014597+0.00074636i,0.0026957+0.00068521i,0.0019653+0.0002483i,0.00070211-0.00026864i,-0.00028686+0.00034241i,-0.0011223+4.1564e-05i,-0.00094299-0.00019849i,-2.9878e-05+0.0002733i,0.00045945+0.00028587i,-0.00053665+0.0002422i,-0.00074865+0.00032252i,-6.0943e-05+0.00090056i,-0.00021412+0.00088305i,-0.00024862+0.00018308i,-2.7403e-07+0.00021226i,-0.00025796+0.00051091i,-0.00045034+6.796e-05i,-0.00046874-0.00045765i,-0.00066279-0.00019524i
-3.4911e-05+0.0024975i,3.0294e-07+0.0021985i,0.0012925+0.0013438i,0.0010232-1.9936e-05i,0.00046576+3.8936e-05i,0.00036054+0.00062592i,0.00018624+0.00071587i,-0.00087245+0.0006607i,-0.001401+0.00063718i,-0.0002282+0.0008089i,9.6e-05+0.00060929i,-4.0238e-05+0.00027475i,0.00017606-7.9308e-05i,-0.00030997-0.00010112i,-0.00030423+0.00084249i,0.00010672+0.0013438i,-8.7332e-05+0.001193i,0.00027043+0.00070423i,0.0009228+0.00019373i,0.00041397+0.00016054i,9.1109e-06+0.0001897i,0.00036827+0.00046327i,0.00085538+0.00038806i
0.0011206+0.00096622i,0.0014963+0.00083849i,0.0015621+0.00010654i,0.00041555-0.00095365i,0.00010572-0.00073116i,0.00047825-0.00067344i,0.00021682-0.0011823i,-2.5249e-05-0.0011641i,0.00010764-0.00024982i,0.00031511+0.00068919i,0.00057156+0.00060144i,0.00082489-0.00050152i,0.00033616-0.0011436i,-9.8224e-05-0.00047389i,0.00024178-8.8791e-06i,0.00047166-0.00022134i,-0.00014538-0.00067194i,-7.2508e-05-0.00064442i,0.00045496-0.00031376i,0.00031045+0.00027606i,0.00070366+0.00019325i,0.0006401-0.00015834i,0.00033416+0.00018214i
-0.00014908+0.001106i,0.00050507+0.00095981i,0.0013902-0.00022596i,0.0015487-0.00053023i,0.0015467+3.9554e-05i,0.0017532-0.00018548i,0.0019075-0.00062867i,0.0015057-0.00017695i,0.00032981+0.00049248i,-0.00049737+0.00095622i,-0.00035437+0.0010991i,-6.8941e-05+0.00032467i,-0.00022108-0.00012999i,7.426e-06+6.4256e-06i,-0.00041874+1.5652e-05i,-0.00063089+0.00070937i,-0.00021042+0.001098i,-0.00015211+0.00075216i,-3.985e-05+0.00063636i,0.00051984+0.00061988i,0.00078214+0.00042416i,0.00013625+0.00016361i,-0.00013423+0.00013171i
-0.00017293+0.00057721i,0.0015936+0.00058256i,0.0020959+0.00025743i,0.00074386+0.00042105i,0.00041611+0.0011238i,0.0022328+0.00077666i,0.002827+5.0529e-05i,0.0003423-0.00042374i,-0.0013014-0.00025863i,-0.00097922+0.00053913i,-0.00010444+0.00054731i,0.00020314-0.00024962i,0.00024522-0.00039871i,-0.00013104+6.7484e-06i,-0.00020101+0.00040816i,-0.00011388+0.00018103i,-3.9537e-05+0.00040854i,0.00041213+0.0010117i,0.00062631+0.00076661i,9.979e-05+0.00029762i,-6.4544e-05+0.00062355i,0.00013039+0.00052825i,9.3987e-05-0.00038234i
0.0020841+0.0028251i,0.0010815+0.002626i,0.0021664+0.00063179i,0.0018607-0.0018196i,0.00069107-0.0020121i,-0.00028288-0.0010007i,-0.00058517-0.0004059i,0.00014353-7.7276e-05i,0.00028937-9.0947e-05i,-0.00035633-0.00043888i,-0.00057487-0.00040884i,-0.00059216-0.00075535i,0.00021097-0.00086882i,0.00070551-0.00011628i,0.00050982+0.00027252i,0.00058533+0.00035595i,0.00038337+9.1694e-05i,0.00033249+6.9321e-05i,0.00032801+3.3292e-05i,3.5972e-05-0.00032846i,-0.00016613+3.1554e-05i,4.2253e-05+0.0004986i,0.00059057+0.00065494i
-0.0010333+0.0011543i,-0.00040679+0.0013549i,0.00065451+0.001435i,0.00099915+0.00026147i,0.0013466+0.00039257i,0.0012657+0.00084574i,0.00061446+4.6203e-05i,-0.00064057-0.00026367i,-0.00082609+3.9067e-05i,6.2407e-05+0.00031042i,0.0004996+5.1276e-05i,0.0002427+5.1658e-05i,0.00027995+0.00036637i,-0.00038138+2.0434e-05i,-0.00090469-0.00021741i,-0.00036485+0.00013901i,-0.00040956+0.000576i,3.6862e-05+0.00021559i,-0.00031122-0.00024514i,-0.0019261-0.00039752i,-0.0014242-0.00039595i,-0.00099359-0.0006483i,-0.00073295-0.00033538i
-0.0011992-0.00029107i,8.3601e-05-0.00026475i,0.00081318+0.00095135i,0.001164+0.00097978i,0.001733+0.00021418i,0.0020875-0.0011178i,0.0014041-0.0023851i,-0.0002069-0.0018178i,-0.00078059-4.5952e-05i,-0.00057222+0.00098089i,0.0003137+0.00080009i,0.0010865+0.00039401i,0.00040936-0.00017714i,-0.00024677-0.00023371i,-0.00011688+0.00027542i,0.00014428+0.00048681i,-0.0002104+0.00011614i,-0.00031295-0.00043872i,0.00040216-0.00042141i,0.00056354-6.9683e-05i,-1.6768e-05+4.1246e-05i,-0.00016907-0.00017063i,-0.0001798-5.4386e-05i
0.00048519+0.00046993i,0.001327+0.00066291i,0.0012853+0.0007041i,0.0010105+0.00098925i,0.0010901+0.00036764i,0.0013854-0.00013572i,0.00055657-0.00051212i,-0.00010506-0.0017608i,-0.0012646-0.0010711i,-0.0011609+0.000498i,-4.7886e-05+0.00081493i,-3.3242e-05+0.00043533i,-0.00057935+0.00041538i,-0.00077765+0.00061724i,-0.00067687+0.00024654i,-0.00023099-0.00017827i,1.3386e-05-0.00039035i,-0.00014724-0.00035368i,0.00016582+0.00017337i,0.0006742+0.00083562i,0.00068953+0.00053351i,0.00042422+8.2571e-05i,0.00057382+0.00024825i
-6.9122e-05+0.00091449i,0.00040596+0.0011232i,0.00021533+0.00079029i,-6.1277e-05-0.00068544i,-0.00044472-0.00078354i,-0.00030654+8.6143e-05i,-5.7706e-05+0.00025972i,-0.00011242-7.0066e-05i,-0.00066635-0.00022919i,-0.0010096+0.00012618i,-0.00047371-0.0001844i,-0.00030372-0.00074951i,-0.00072823-0.00085381i,-0.00035679-0.0011025i,-0.00032705-0.0002243i,-0.00063513+0.00091807i,-0.001209+0.0010739i,-0.0014085+0.00016205i,-0.00043101-0.00055692i,0.00020159-3.1814e-05i,0.00025909+0.00023071i,0.00012706+9.3998e-05i,0.00056995+0.00022411i
0.00070331-0.00056999i,0.00057032+0.00038796i,0.00071871-0.00087748i,-0.00027891-0.001078i,-0.00048859+0.00030901i,0.00035391+0.0008512i,0.00055056+0.00023433i,6.782e-05+0.00035429i,0.00054029+0.00046407i,0.00019814+9.1937e-05i,-0.00093994-0.00017937i,-0.0011109-0.0003426i,-0.00038953+5.6574e-05i,-0.0002358+0.00041481i,-5.3059e-05-2.7002e-05i,-0.00018319+6.1781e-05i,-0.0010585+0.00032466i,-0.00079146+5.922e-05i,-6.5416e-05-0.0001783i,-4.8146e-05+0.00031858i,-0.00040427+0.00032094i,-0.00065718+0.00033644i,-0.00089392+0.00078753i
0.0016789+0.0013408i,0.00093016+0.0021451i,0.00053908+0.0013877i,0.00050145+0.00038611i,0.00016439+0.00050142i,-0.00028368+0.0014215i,-7.0274e-05+0.00099101i,-0.00070249-1.2971e-05i,-0.0020961-6.1173e-05i,-0.001072+0.00017797i,-7.4062e-05-0.00044054i,-3.4701e-05-0.00065679i,-0.00057985+4.6135e-06i,-0.000649+0.00054507i,0.00050204+0.00081834i,0.001346+0.00041336i,0.00069769-0.00012117i,-0.00057071-4.8741e-06i,-0.00062497+1.5876e-05i,-1.1027e-05+9.8506e-05i,0.00013249+0.00051397i,-0.00013772-0.00029702i,6.6311e-05-0.00095782i
0.001385+0.00061224i,0.0017476+0.00098389i,0.0018518+0.00051649i,0.00019509-0.00058983i,-0.001242-0.00087133i,-0.00064917-0.00046678i,-6.0218e-05-6.9415e-06i,-0.00028677+0.00056121i,-0.0013396+0.00049648i,-0.0018566-0.00057849i,-0.0012042-0.00076967i,0.0001145-0.00024912i,0.0005784-0.00045193i,-4.4775e-06-0.00051249i,0.00026003-0.00041775i,0.00066975+0.0001862i,0.00052273+0.00056881i,-0.00032442+0.00041404i,-0.0010199+0.00028557i,-0.00014744+0.00025813i,0.00051386-0.0002722i,9.6282e-05-0.00089248i,-0.00052394-0.00072847i
-0.0014179+0.00066398i,-0.0002584+0.00061904i,0.00092435+0.00091453i,0.00078239+0.0014239i,0.00079089+0.0012051i,0.0020385+0.00057493i,0.0013266-0.00061686i,-0.00070439-0.0011721i,-0.0009478-0.00088515i,0.00017614-0.00062699i,0.0010549-9.7916e-05i,0.00057106+0.00026355i,-0.00076778+0.00052626i,-0.00062165-0.00010282i,-0.00022627-0.00032997i,-0.0007652+0.00078026i,-0.00057343+0.00095385i,0.00010527+0.00041646i,0.00020252+0.00039056i,-0.00021282+0.00029105i,-0.0004664+0.00028663i,5.7171e-05+0.00040867i,0.00063004+0.00029262i
6.3161e-05+0.00038839i,0.00069279+0.00017377i,0.00080491-0.00023006i,0.00091319-3.2618e-05i,0.0016718+0.00084458i,0.0021077+0.0012369i,0.0010038+0.0011645i,-0.00079677+0.00052668i,-0.0015123-6.9657e-06i,-0.00093066+0.00040262i,-0.00069822+0.00030011i,-0.00069856-0.00030212i,-0.00070315-0.00089331i,-0.00057003-0.00043969i,-0.00024727-2.9983e-05i,0.00029703-0.00030173i,0.0004776-0.00015732i,0.00013422+0.00013937i,-0.0002695+0.00037774i,-0.00010891+2.3474e-05i,0.00062093-0.00089308i,0.0011567-0.00069935i,0.0013675+7.712e-05i
-0.0013154+0.0021829i,-0.0010119+0.0012798i,-8.7853e-05+0.0021699i,0.00090113+0.001582i,0.0016242-0.00030778i,0.0012611-0.0016905i,-4.7301e-05-0.0021675i,-0.0010885-0.0015521i,-0.00094956-0.00048048i,0.00023893+0.00029272i,0.0010782+8.2447e-05i,0.00063464-6.4688e-05i,-0.00027724-0.0001956i,-0.00043398-0.00018869i,-0.0007693+0.00035877i,-0.00079872+0.00074519i,-0.00034897+0.00031604i,-0.00028716-0.00016023i,-0.00029057+0.00011843i,-0.00025286-3.3297e-05i,-0.00031794+0.00014614i,-0.00073186+0.00051276i,-0.00071449+0.00067661i
-0.00044386+0.00194i,0.00036+0.0017207i,0.00067273+0.0017035i,0.00060573+0.00048832i,0.00040751+0.00074208i,0.00067521+0.0015893i,0.00085455+0.00029555i,-0.00025265-0.00039189i,-0.00061734-0.00013116i,1.5696e-05-0.00021615i,0.00044934-0.00013954i,6.0817e-05-0.00025857i,-0.00066914-0.00021976i,-0.00068671+0.00036762i,-0.00068768+0.00046826i,-3.9091e-05+0.00019318i,0.00033017+0.00056811i,8.4107e-05+0.0010017i,-9.826e-05+6.4439e-07i,0.00022815-0.00042922i,0.00085986-2.1219e-06i,0.0011887+5.1925e-05i,0.0010094-0.00043328i
0.0012131+0.0006925i,0.0011673+0.00041219i,0.00091377-0.00036591i,0.0013245+0.00046438i,0.0016926+0.0010945i,0.0016788+0.00021935i,0.00052936-0.00081525i,-0.00086238-0.00062898i,-0.0008284-2.2966e-05i,-0.000284+0.00026783i,-0.00011104-0.00032093i,0.00075348-0.0010945i,0.0017419-0.00061381i,0.00043068+0.00016499i,-0.0010886-0.00031231i,-0.00081497-0.00088817i,-0.00014681-0.0003849i,4.5365e-05-0.00018423i,0.00048182-0.00053888i,0.0014755-0.00031392i,0.0016251+0.00056094i,0.0004825+0.00086745i,2.0478e-05+0.00053455i
0.00063112+0.00046004i,0.0010278+0.00048949i,0.0018571+8.2939e-05i,0.0005999-0.00084172i,3.8762e-05-0.0004877i,8.4305e-05+0.00056373i,-0.00047832-0.00017179i,-0.00054787-0.00054878i,-0.00015755-0.00044352i,0.00033757-0.00010906i,-0.000104+0.00066629i,-0.00016975+0.0011249i,0.00022398+0.0014628i,0.00026281+0.00086133i,0.00018144-0.00033985i,-0.00087759-0.00086493i,-0.0010828-8.1805e-05i,-0.00030795+0.00078196i,0.0001256+0.0012744i,3.7343e-05+0.00062976i,-0.00052121+0.00021784i,-0.00086623+0.00047757i,-0.00082716+0.00040947i
0.00061299+2.1093e-05i,0.00069939-0.00019062i,0.0011459-0.00078678i,0.0012615-0.00045767i,0.001069-0.00082081i,0.00081123-0.0014586i,0.00037268-0.0017996i,-0.00030674-0.0016042i,-0.0012591-9.5657e-05i,-0.00093537+0.00037289i,-0.00037133-0.00012177i,-0.00078862-0.00028014i,-0.0004254-0.00033004i,0.00012083-0.00045616i,0.00021532-0.00022897i,7.5659e-05+0.0001799i,0.00032373+7.7177e-05i,0.00022335+5.6451e-05i,6.5065e-05+0.00022444i,0.00035459+0.00032596i,0.00033217+0.00035194i,0.00030925+0.00056524i,0.00016337+0.00042469i
8.984e-05+0.0018701i,0.00055473+0.0011453i,0.0013157+0.00016751i,0.00063285-0.00072807i,-0.00046919-0.00049046i,-0.00016624+0.00092465i,-0.00030448+0.0012089i,-0.00064544+0.00087501i,-0.0006078+0.00059564i,-0.00085257+0.0004688i,-0.00091829+0.00037507i,-0.00060444+0.00015038i,-0.00051587+0.00027012i,-0.00047979-0.00032235i,-0.0011304-0.0002147i,-0.0014031+8.2415e-05i,-0.00028998-0.00029841i,6.6144e-05-0.00061602i,0.00058025-0.00082728i,0.00051252-0.00028784i,-0.00040781+0.00012685i,0.00015409+2.3883e-05i,0.00077877-0.00013395i
-0.0001757+0.0021837i,0.00012988+0.0020587i,0.00078283+0.0016545i,0.0013886+0.0013917i,0.0021048+0.000979i,0.0016122+0.0001685i,0.000144-0.00019328i,-0.0003818+2.1696e-05i,-8.545e-05+0.00057552i,0.00040811+0.00040684i,0.00058294-0.00014825i,0.00047514-0.00010882i,0.00016582-5.9943e-05i,-0.00017341+0.00055253i,0.00011058+0.00082987i,0.00062427+0.0005849i,-4.6543e-05+0.00094107i,-0.00086923+0.0013083i,-0.00054032+0.0012645i,0.00033954+0.00078182i,0.00076249+0.00046121i,0.00077478-0.0002183i,0.0011207-0.00028324i
-0.0006218+0.0016537i,0.00011507+0.0023575i,0.0013283+0.0021849i,0.0014435+0.0013681i,0.0019803-1.7425e-06i,0.002443-0.0012569i,0.0014701-0.0015993i,0.00026739-0.00086876i,4.7875e-05+0.00034749i,0.00060335+0.00038852i,0.00065064-0.00038663i,8.9524e-05-7.3373e-06i,-0.00066419+0.00040444i,-0.00092678+0.00046848i,-0.00042815+0.00062072i,-5.7756e-05+0.00019007i,-0.00035236-0.00050311i,-0.001046-0.0001047i,-0.001124+8.311e-05i,-0.00045475-0.00041164i,0.00026972-0.00077023i,0.00026748-0.0007834i,0.00047224-0.0006805i
0.00034874+0.00031989i,-0.00020802+0.00048505i,-0.00065892-0.00077752i,-0.00054701-0.0017324i,-0.00025781-0.00057946i,0.00082125+0.00041413i,0.00092986+5.4785e-05i,0.00030368+0.00061905i,0.00046062+0.0007904i,0.00055479+2.9612e-05i,0.0005622+0.00056499i,-0.00012903+0.001348i,-0.00038735+0.00097874i,-1.3773e-05+0.00063557i,0.00068363+0.00026142i,-0.00022579-8.4246e-06i,-0.0010141-0.00043314i,-0.00092812-0.00056547i,-0.00055182+8.3201e-05i,-0.00044315+0.00078925i,0.00010248+0.00061593i,0.00090846-5.4e-05i,0.00048377-0.00068636i
-0.00066335+0.0010529i,3.9588e-06+0.0017625i,-0.0005754+0.0012054i,-2.9114e-05+0.00087482i,0.0015096+0.0010121i,0.0027081+0.0006527i,0.0019837+0.0003287i,-0.00011604-0.00019447i,-0.00082386-0.00096891i,-0.00014882-0.00050647i,0.00035808+0.00068507i,0.00055762+0.00075679i,0.00025368+0.00048858i,-0.00070802+0.00064779i,-0.00058318+0.00035196i,0.00041054+0.00019734i,0.00022849+0.00036927i,-3.5101e-06-5.4029e-05i,8.9518e-05+8.2409e-05i,0.0002012+0.00029742i,0.00015676-0.000318i,-0.00072238-0.00063903i,-0.00082554-0.00087532i
0.00058261+0.0021056i,0.00047217+0.0019361i,-0.00043715+0.0015349i,-0.0011076+0.00091536i,-0.00085387+0.00035446i,-0.00084023-0.00024318i,-7.9945e-05-0.00088804i,0.00031714-0.00078796i,-0.00057837-0.00048328i,-0.00083637-3.8347e-05i,-0.00026669-0.00011235i,0.00015223-0.00027293i,-1.1075e-05+0.00019434i,-0.00062068+9.9764e-05i,-0.00085271-0.00096505i,-0.00083637-0.001449i,-0.00017794-0.00089169i,0.0012057-3.2188e-05i,0.0015126+0.0001257i,0.00039611+0.00080612i,-0.00014552+0.001264i,0.00055597+0.0011902i,0.00051634+0.00081747i
-5.4726e-05+0.001721i,-0.00067926+0.001612i,0.00025704+0.0015184i,0.0017506+0.00034474i,0.0019849-0.00027175i,0.0023221-5.0575e-05i,0.0019992-0.00041707i,0.00046588-0.001289i,-0.0004934-0.00083517i,-0.00037898+0.00046812i,0.0006847-3.0316e-05i,0.00066493-0.00075715i,-9.8327e-05-0.00070008i,-0.0003611-0.0011543i,-0.00020109-0.0009777i,9.0078e-05-0.00020938i,-0.00010844+0.00065366i,-0.000507+0.0013618i,-0.00017073+0.00052742i,0.00022141+0.00043182i,5.9879e-06+0.0010402i,0.00092267+0.000614i,0.0017862+0.00063507i
-0.00053229-0.0009235i,0.00077237-0.0010092i,0.00052967-0.0016392i,2.4059e-05-0.00058451i,0.00065093+0.001461i,0.0015262+0.0012249i,0.0010498+8.8084e-05i,-0.00017887-0.00017051i,0.00024911+0.00035i,0.00094288+0.0014115i,0.00059313+0.0016585i,0.00022115+0.0012036i,-0.00013452+0.00027934i,0.00018769-0.0003344i,0.00028444+0.00017331i,-0.00055826+0.00035797i,-0.00063495+0.00013892i,-0.0003787-0.00021661i,-2.698e-05-0.00077663i,0.00016924-0.00034776i,2.0599e-05+0.00030946i,0.00016443+0.00039445i,-5.8382e-05+0.00047271i
0.00085845+0.00083472i,0.0013745+0.0019792i,0.0011817+0.0021333i,0.00081656+0.0014676i,0.0007852+0.00083113i,0.00027083-0.00057941i,-0.00022009-0.0022157i,-0.00054463-0.0020431i,-0.00094048-0.00087296i,-0.00071402-0.00023576i,-0.00065621+0.00072417i,-0.00020915+0.0007058i,0.00078379-0.00037895i,0.00051966-0.00016127i,-6.2943e-05+0.00045148i,-0.00025108+0.00099962i,0.00025669+0.00076262i,0.00082496+0.00055605i,7.8355e-05+0.00031383i,-0.00054075-0.00029886i,-7.6573e-05-0.00053367i,0.00040867-0.00043187i,-0.00051461-0.00084533i
-0.0012606+0.00024324i,-0.00061156-4.0251e-05i,-2.6371e-05-0.00043061i,0.0011763-0.00070787i,0.0012089-0.00048907i,0.0022506+0.00024978i,0.0026102-0.00023242i,0.00097298-0.0012058i,-8.027e-05-0.0012162i,0.00013242-0.00061058i,0.00018925+0.00036838i,0.00063079+0.00044609i,0.00059605+0.00036807i,-9.2606e-05+0.00097408i,1.1484e-05+0.0013136i,0.00013058+0.0010455i,-0.00046045+0.00089019i,-0.00026001+0.00034576i,0.00032025+0.00017799i,0.00076655+9.146e-05i,0.00075317+0.00019416i,0.001035+0.00022667i,0.00097182-6.5128e-05i
0.00010902+0.0019491i,0.0006594+0.0020255i,0.00087473+0.0014541i,0.00020045-0.00024665i,-0.00052336-0.001285i,-0.00032943-0.0012256i,-0.00011655-0.0012553i,-9.1778e-05-0.0013283i,-0.000376-0.00076965i,-0.00075088-0.00014276i,-0.0010153+0.00011561i,-0.00073469-0.00039057i,-0.00060722-0.00073519i,-0.00048651-0.00017869i,-0.00026381+0.00038253i,-0.00065066+0.00057972i,-0.00068569+3.6922e-05i,-0.00030021-0.00053564i,-2.6994e-05-0.00055397i,0.00063814-0.00029256i,0.00096428-0.00035646i,0.0012259-0.00046552i,0.0014001+3.6807e-05i
0.0011117+0.00043705i,0.0018345+0.0008723i,0.0016775+8.9767e-05i,0.001656-0.00082074i,0.0021102-0.00064024i,0.0020682-0.00085484i,0.0010654-0.0014793i,0.00034166-0.00082919i,-0.00030995+0.00034908i,-0.00021142+0.00050965i,0.00033322-0.00063939i,0.00012716-0.00094933i,-0.00018749+0.00026029i,-0.00048711+0.00062598i,-0.00033545+0.00024709i,-0.00018314-0.00046405i,0.00020647-0.00040164i,0.0010479+0.00011739i,0.0012128+0.00019829i,0.00040508+0.00020493i,-0.00062875+0.00081633i,-0.0001463+0.00069354i,0.00059471+0.00010243i
0.00029428+0.00151i,0.00060674+0.0014763i,0.00096326+0.0020072i,0.0003297+0.0024724i,-5.2871e-05+0.0021531i,-0.000191+0.0017855i,3.4333e-06+0.00073731i,-0.00064891-0.00029858i,-0.0014903-0.00071927i,-0.0003319-0.00031569i,0.00059116+0.00021883i,0.00035184+0.00028907i,0.00023278+6.0939e-05i,0.00033269+0.00016335i,-0.00016301+0.00023507i,-0.00021687+0.00019713i,7.0946e-05+0.00049818i,4.6242e-06+0.00053399i,-0.00023442+0.00010694i,-0.00022939+2.8692e-05i,-0.00016833+0.00022202i,-2.3189e-05+0.00060899i,-0.00040603+0.00079803i
-9.0327e-05+0.00026699i,0.0015479+0.00043382i,0.001666-0.00091995i,0.0014742-0.0015035i,0.00062421-0.0010929i,0.00030557-0.0009639i,0.00089232-0.00057948i,0.00061214-0.00061679i,2.1415e-05-7.9913e-06i,0.00020086+0.00047275i,-0.00010714-7.8757e-05i,-0.00058435-0.00015961i,0.00041493-8.2786e-05i,0.00064367-0.00042811i,-0.00039094+9.7323e-05i,-0.00029881+0.00063749i,0.0002454+0.00046524i,0.00064683+0.00033306i,7.6647e-05+0.00043564i,-0.00044914-0.00020133i,0.00010053-0.0004729i,0.00042737-0.00012302i,0.00029912-2.4525e-05i
0.00053931+0.00034597i,0.00048843+0.0021647i,0.00015115+0.0011292i,-0.0002033-0.00012475i,0.00043462-0.00030465i,0.00095229+0.00011332i,0.00042556-0.00039056i,0.00017918-0.00079956i,-6.1758e-05-0.00021695i,-0.00012243+7.622e-05i,7.6135e-05+0.00054253i,0.00068202+0.0015974i,0.0015128+0.0017346i,0.0020443+0.00087953i,0.0012935+0.00032005i,0.00024439-0.00020945i,-7.6896e-06-0.00080186i,-7.7186e-05-0.00090912i,0.00011348-0.00038052i,0.0001948-0.000319i,-0.00027902-1.8111e-05i,-1.0752e-05+0.00081041i,0.00033818+0.00098447i
-0.00027369+0.0022265i,0.00048125+0.0020009i,0.0020796+0.001147i,0.0024156+0.00029294i,0.0020873-0.0003094i,0.0016138-0.00087415i,0.00093681-0.0010756i,-0.00014743-0.00086748i,-0.0007533-2.2215e-06i,-0.00020491+0.00096977i,-0.00010409+0.00051533i,-0.00078393-0.00064567i,-0.00033174-0.00096411i,0.00012992-0.00026454i,-0.00013569+2.5441e-05i,-0.00022954-0.00013243i,-0.00087567+0.00019002i,-0.00088343+0.00020261i,-0.00014475+0.00035394i,0.00037824+0.00018267i,0.00042431-0.00022011i,0.00035858-0.0003374i,0.00046017-0.00023935i
0.00010234-0.0020739i,0.00080374+7.4709e-05i,2.5043e-05+0.00052521i,-0.00079619+0.0013205i,-0.00096792+0.0019237i,0.00013422+0.001673i,0.00094556+0.0010633i,0.00021246+0.00022021i,-0.00058138-0.00034427i,-0.00083555+0.00059971i,-0.000762+0.00095382i,-0.00033497+0.00024948i,-6.5145e-05-2.478e-05i,0.00015059-0.00011215i,0.00067499+0.00021364i,0.0004294+0.00050784i,-0.00074813+0.00066006i,-0.0009345+0.0006759i,-2.8095e-06+0.00092053i,0.00037613+0.0009133i,-9.2541e-06+0.00010834i,5.7902e-05-0.00066966i,2.0245e-05-0.0010528i
