-0.0044794+0.0011429i,-0.0046159+0.00095508i,-0.0040143+0.0020204i,-0.0022772+0.0027464i,0.00011136+0.0029129i,0.0018924+0.0025993i,0.0019097+0.0018141i,0.0011199+0.0011687i,0.00010602+0.0010882i,0.00035407+0.0011548i,0.0010061+0.00042904i,0.00062471-0.00048673i,3.3815e-05-0.0013045i,-0.00070122-0.00090582i,-0.0012728-0.00037656i,-0.00099107+0.00016714i,-0.00099857+0.0001955i,-0.0011389-0.00027209i,-0.001063-0.00011739i,-0.00038836+4.5251e-05i,-0.00012421-0.00027135i,-0.00033403-0.00055723i,-6.8707e-05-0.00042471i
-0.0012544-0.0010945i,-0.0026221-0.0010351i,-0.0038025-0.00086639i,-0.0032358-0.000127i,-0.0013292+0.00090251i,8.9121e-05+0.0011369i,0.00020803-0.00010721i,0.00027914-0.00090328i,-9.7624e-05-0.00079345i,-0.00030941-0.00079728i,0.00018634-0.00025239i,0.00024418+0.00013134i,0.00013302-0.00018148i,-0.0001298-0.0013014i,-0.00071077-0.0011149i,-0.0011131-8.4924e-05i,-0.00045984-0.00067721i,-0.00026486-0.00069574i,-0.00025704-0.00037585i,5.3146e-05-0.00032515i,4.1882e-05-0.00015915i,-0.00024378+1.1869e-05i,-0.00032396-0.00028576i
0.00097771-0.0016131i,0.00069644-0.0019197i,0.00014028-0.0017649i,0.00014816-0.0014982i,0.00057451+0.00025667i,0.00068751+0.0013895i,0.00079073+0.00083504i,0.0005354+0.00058617i,0.00063786+0.00075335i,0.00094367+0.00051489i,0.00060532-0.00020569i,0.00010009-0.00041297i,-0.00051978+0.00018638i,-0.00057317+0.00045605i,-0.00059639+0.00014982i,-0.00052615-0.00058257i,0.00026569-0.00067651i,0.00095287-0.00070374i,0.0005681-0.00033998i,0.00023753-0.00041968i,0.00039717-0.0003742i,0.00033539-0.00016353i,0.00035949-0.00014353i
-0.0013197+0.0018542i,-0.0006677+0.0010543i,-3.9002e-05+0.00089121i,0.00017102+0.0015294i,0.00030134+0.00090918i,0.00041286+0.00025012i,8.3271e-05+0.00090731i,0.00017627+0.0013165i,0.00086742+0.00074549i,0.001381+0.00042201i,0.00099336+0.00040449i,0.00045906-8.2525e-05i,0.00028221-0.00010559i,0.00038356+9.4821e-05i,-0.0001834+0.00066562i,-0.00041006+0.00048282i,-0.0003425+5.2127e-05i,-0.00044345-4.5266e-05i,0.00035294+0.00033647i,0.00054495+0.00066923i,0.00018239+0.00030991i,-0.00050076+0.00044821i,-0.00056983+0.00054651i
-0.00061093-0.00084115i,5.1457e-05+0.00015489i,-0.00014911+5.3126e-05i,-0.00069803+0.00044737i,-0.00034773+0.00085613i,-0.00014509+0.0007159i,-0.00057853+0.00056509i,-0.001002+0.00040683i,-0.00041783+0.00056506i,0.00062027+0.00048525i,0.00079818+0.00061368i,0.0013811+0.00053292i,0.0017008-0.00039512i,0.0011349-0.0010011i,0.0011898-0.0008141i,0.00096253-0.0012333i,-0.00019834-0.0016469i,-0.00064989-0.00039349i,-0.00079743-8.5449e-05i,-0.0003695-0.0011147i,-0.00043603-0.0013673i,-0.00082516-0.00050558i,1.9714e-07-0.00022963i
-0.00077213-0.00052305i,-0.0014951-0.00069648i,-0.0015692-0.00026388i,-0.00024567+0.00041617i,-8.9229e-05+0.0014553i,7.4379e-05+0.0018383i,0.00065829+0.0016716i,0.0005013+0.0012106i,0.00039686+0.00076199i,0.00060462+0.00099917i,0.00062222+0.0012169i,0.00021864-2.5777e-05i,0.00024023-0.00049917i,0.00019278-0.00011138i,-0.00026831-0.00011537i,-1.2911e-06-0.00051406i,0.00047622-0.00066981i,0.00018425-0.00039191i,-0.00039361+5.4648e-05i,-0.00052332+1.3283e-05i,-0.00039067-8.3264e-05i,-0.00047272+2.3089e-05i,-0.0005451-0.00020807i
0.00016474+0.0019454i,0.0012163+0.0015227i,0.001858+0.0017987i,0.0018543+0.0019874i,0.00093006+0.001257i,0.0014336-0.00014322i,0.0014514-0.00051348i,0.00037837-0.00019077i,-5.7417e-05-0.00057871i,0.00016659-0.0007523i,0.00047486-0.000181i,0.00054561-0.00020412i,0.00056429-0.00048223i,-0.00011744-0.00046467i,-0.0002149-0.00028641i,-0.00071206-4.6362e-05i,-0.00058371-9.6133e-05i,-0.00040713+0.00032342i,-0.00076838+0.00043137i,-0.0009139+1.1038e-06i,-0.0010088-0.00019221i,-0.00078539-0.00094094i,-0.00042517-0.00043985i
-0.0013856+0.0013096i,-0.00090536+0.00096262i,-0.00032077+0.0010874i,-0.00025386+0.0014169i,-0.00064232+0.0016819i,-0.00048194+0.0017436i,-0.00010215+0.0010532i,0.0003044-8.3185e-05i,0.00021067-6.9727e-05i,0.00051249+0.00042714i,0.00051704+0.00072785i,-0.00026993+0.00070955i,-0.00033607+0.00058662i,-0.00017801+0.00039863i,-0.0010492+0.00015302i,-0.0020187-0.00032041i,-0.0016043-0.0011258i,-0.00070758-0.0010526i,-0.00025231-6.4391e-05i,-3.8317e-05+0.00024611i,0.00045135-8.4276e-06i,0.00057182-0.00030638i,-5.5242e-05-0.00036155i
0.0012235+0.0012931i,0.00078344+0.00076588i,-3.3636e-05-9.4436e-05i,-0.00093293-0.00075489i,-0.00060413-0.00051606i,-0.00012606+2.7118e-05i,8.0935e-06+5.1583e-06i,0.00034692+0.00037736i,0.00027603-0.00022185i,0.00044415-0.0011571i,0.0010617-0.0011972i,0.00074788-0.00081493i,9.6274e-05-3.8823e-05i,-6.0358e-06+0.00049482i,0.00035276+0.00050441i,0.00011837+0.00072408i,0.0001578+0.00015623i,0.00056558-0.00073651i,0.00063243-0.00099793i,3.485e-05-0.00044782i,-0.000688+0.00040221i,-0.00076254+0.00077339i,-0.00079573+0.00064553i
0.00048001+0.00035521i,0.0010079+0.0003998i,0.0017804+0.00071754i,0.0010902-0.00017905i,0.00017129-0.00048241i,0.00019041+0.00027612i,0.00072635+0.00033155i,0.00048154-6.9102e-05i,0.0003613-0.00043026i,5.8927e-05-0.0003645i,-9.1375e-05-0.00025721i,0.0001661-8.9697e-05i,-0.00029881+0.00048342i,-4.8624e-05+0.0011758i,0.00019712+0.0011004i,-0.00036329+0.00013108i,-0.00061564+3.2158e-05i,-0.00048278-3.3414e-05i,-0.0010467-0.00038974i,-0.00080186-0.00054403i,0.00021523-0.00052096i,0.00020652-0.00053458i,0.00017268-0.00075819i
-0.0021816+0.00035304i,-0.002937+0.0010004i,-0.0026212+0.00079063i,-0.0014014+0.00039751i,-0.00019535+0.00029134i,0.00010881+0.00077178i,-0.00016639+0.00082364i,-0.00044786-0.00028872i,-0.00030145-0.00068589i,-0.00025905-0.00013349i,-0.00072841-0.00012765i,-0.00061846-0.00035737i,-0.0003621-0.00058141i,-0.00035986-0.0005705i,-0.0003312-0.00064266i,0.00010044-0.00096601i,0.00016403-0.00097966i,-0.00055616-0.00062597i,-0.0010199-0.00037028i,-0.00068356-0.00035193i,0.00020332-0.00068871i,0.0010809-0.00031709i,0.00036754+0.00018441i
0.0025092-0.00137i,0.0030723-0.0019708i,0.002528-0.002817i,0.0012302-0.0016851i,0.00039696-0.00021081i,-0.00050758+0.00031327i,-0.00097324+0.00092797i,9.7885e-05+0.0010546i,0.00037592+0.00014282i,-0.00066973-0.00091875i,-0.0011538-0.0005118i,-0.00094163-0.00017266i,-0.00047237-0.00011372i,0.00025223+0.00016968i,0.00049259+0.0001493i,0.00016773-0.0002551i,-0.0003011-0.00029595i,-0.00043086-8.6409e-05i,0.000141+0.00013967i,8.5642e-05-0.00049687i,-0.00062209-0.0010638i,-0.0011203-0.00031658i,-6.0329e-05-0.00011941i
-0.00023234+0.00059477i,-0.00021839+0.00026315i,0.0007896+0.00056793i,0.0011018+0.001333i,0.00096317+0.0015768i,0.00064333+0.0023064i,0.00053456+0.0021498i,0.001298+0.00069874i,0.0014898-0.00034953i,0.00084734-0.0007219i,0.00052084-0.00054083i,0.00034984+7.8587e-05i,0.00017833+0.00057583i,-0.00013957+8.7744e-05i,-0.00039076-0.00021222i,-0.00016107+0.00038455i,0.0001558+0.0011285i,0.00068117+0.00091056i,0.000914+0.00085894i,0.00017795+0.00042372i,-0.00054901+0.0001218i,-0.00081106+0.0011221i,-0.000174+0.0015223i
-0.00041968+0.00073046i,-1.9539e-05+0.0006786i,-0.00014564+0.0011298i,-0.0013774+0.0023104i,-0.001455+0.001313i,-0.00091364-0.00082692i,-0.00020691-0.00048353i,-0.00051644-0.00049796i,-0.00096931-0.00091962i,-0.0002485+0.00016802i,0.00028381+0.00082406i,-9.0119e-05+0.00027679i,8.3292e-05-0.00060218i,0.00026847-0.0010395i,7.9629e-05-0.00013784i,-0.00012774+0.0004493i,-1.5229e-05+9.127e-06i,0.00023093-0.00022977i,-5.8287e-05+5.2098e-05i,0.00031068+0.00093007i,-7.2757e-05+0.0015557i,-0.0010248+0.0012846i,-0.00101+0.00075003i
0.00038144+0.0011643i,0.0012436+0.002282i,-5.4134e-05+0.00091913i,-0.0009026-0.0010425i,-6.0654e-05-0.00066648i,0.00066895+0.00086191i,9.5359e-05+0.0019496i,-0.00026894+0.0016452i,0.00075775+0.00077566i,0.001005+0.00023904i,0.0008561-0.00036473i,0.0016557-0.00063975i,0.0015082+0.00015031i,0.00040716+0.00041107i,-0.00093201+0.00024555i,-0.0004032+0.00050838i,0.0003782+0.00055681i,-3.8374e-05+0.00036276i,0.00057533+0.00027087i,0.0013365+0.00041932i,0.0010282-0.00012249i,0.0003204-1.4686e-05i,0.00024728+0.00044076i
5.444e-05-0.0009844i,0.0001695-0.0011851i,-0.00079322-0.00060197i,-0.00025822+0.00020413i,8.6119e-05+0.001036i,-0.0005202+0.001352i,-0.00097592+0.0011059i,-0.0017191+0.00073879i,-0.0014764-0.00064461i,-0.0015347-0.0011858i,-0.001507-0.00035599i,-0.00066379-0.00015086i,0.00030879-0.00018717i,0.00016714-0.00011783i,-0.00010869+1.002e-05i,0.00030907+0.00012623i,0.0003549-0.00028243i,0.00027675-0.00031635i,-0.00026734-0.00061598i,-0.00084869-0.0012202i,-0.00048443-0.0011943i,0.00022239-0.00055338i,0.00075333-4.5083e-05i
-0.00039082-0.00025047i,1.5536e-06+0.00028573i,0.00048089+0.00036531i,7.0716e-05+0.00034669i,-0.00034591+0.0012355i,-3.8429e-05+0.001718i,0.00062743+0.0013705i,0.00071711+0.00090025i,0.00013377-0.00013334i,0.00015637-0.0007948i,-5.3036e-05-0.00073382i,0.00012892-0.000267i,-5.1299e-05+0.00015652i,-0.00011195+0.00038101i,3.3591e-05+2.0998e-05i,0.00014155+3.0692e-05i,0.00023123-5.8258e-05i,0.00089549-0.00046443i,0.001121-0.00034352i,0.00074551+2.735e-05i,0.00062332+0.00031668i,0.00073016-0.00018982i,0.00050509-0.00037297i
-0.00031756-0.00028483i,-5.7486e-05-0.00056695i,-0.00051409+0.00045992i,-0.00081127+0.0011298i,-0.00011115+0.0013134i,0.00013553+0.0016178i,0.0008086+0.0018826i,0.00096075+0.0014375i,-0.00016117+0.00056965i,-0.00014856+1.9331e-05i,0.00086215-0.0010191i,0.00098895-0.0012538i,-8.0686e-05-0.00064327i,-0.0012399-0.0008733i,-0.00047109-0.00096201i,-5.9469e-05-5.6229e-05i,-0.00055998+0.00027985i,-0.00059979-6.8573e-05i,-0.00016168-6.079e-05i,0.0004863+3.4789e-05i,-3.7355e-05+0.00025166i,-0.00047936+0.00021724i,-7.8197e-05-0.00014651i
-0.0013298+0.0012281i,0.00021548+0.0013028i,0.0013296+0.0013201i,0.0013451+0.0012016i,0.00060976+0.00043946i,2.6843e-05+0.00011604i,-0.00011989-1.7766e-05i,-0.0006586-0.00040598i,-0.00077678-0.00058721i,0.00047634-0.00039906i,0.00089266+0.00036726i,0.00068841+0.00059489i,0.00056522+0.00063031i,1.6504e-05+0.00073453i,-0.00065212+5.9567e-05i,-0.00089347-0.00018612i,-0.0010868-0.00028729i,-0.0010273-0.00058157i,-0.0010693-0.00037935i,-0.00087326-4.2869e-06i,-0.00062106+0.00018496i,-0.00093258-0.00023791i,-0.00043614-0.00024398i
0.00087596-1.5301e-05i,-3.0301e-05+0.00078341i,-6.9428e-05+0.00044829i,0.00048793-8.6967e-05i,-0.00011496+0.00041368i,-0.0010447+0.0013271i,-0.00047226+0.0014281i,0.00032717+0.000567i,0.00055942-0.00058201i,-0.00017093-0.0012093i,-0.00042859-0.00063386i,9.6984e-06-2.1218e-05i,0.00026227+0.0003648i,1.1769e-05+0.00030521i,-0.00041947+6.007e-05i,-0.00046872-0.00012981i,-0.00049196+0.00026834i,-0.00022127+0.00049203i,-4.8377e-05+3.9239e-05i,-9.9305e-05-0.00016792i,-0.00037942+2.3422e-05i,-0.00017772+0.00040193i,0.00065645+0.0002082i
-0.0021051+0.00048507i,-0.0010032-0.00071372i,-0.00065568-0.0010321i,-0.00098542-0.00035866i,-0.00041542+0.00094308i,-0.00024218+0.0016808i,-0.0001622+0.00085636i,-3.3652e-05+4.6823e-05i,-0.00034665-2.2894e-05i,-0.00049925-0.00010986i,-7.9605e-05-0.00081878i,-2.1009e-05-0.00077345i,-0.00010643-0.00021995i,-0.00021715-8.4016e-05i,-0.00018972-0.00028373i,6.8168e-05-0.00012596i,0.00051997+0.00084601i,0.00012664+0.00036019i,-0.00023297-0.00022537i,-8.0548e-05+0.00047657i,-0.00040766+0.00012831i,-0.00049282-0.00078645i,-0.0003824-0.00054807i
3.8371e-05-0.00011669i,-0.00064767+0.00092652i,-0.001461+0.00031419i,-0.00068485+0.00070677i,-0.00038026+0.0015433i,-0.00033693+0.0020688i,-0.0002717+0.001673i,-0.00024929+0.00077149i,0.00010663+0.00014089i,-2.5057e-05-6.6148e-05i,-0.00036898-0.00072186i,-0.00011762-0.0010957i,-0.00026958-0.00035305i,-0.00010309-4.2385e-05i,0.00041051-0.00045452i,0.00022485-0.00057871i,-0.00011922+0.00038577i,-0.00077656+0.00081601i,-0.00074877-5.4006e-05i,-4.0503e-05-0.00069731i,9.8122e-05-0.0011599i,-0.00061478-0.0012287i,-0.00062691-0.00091838i
-0.0021143+0.0015173i,-0.0010588+0.0021447i,-8.7008e-05+0.0029784i,0.00020019+0.0027643i,3.7668e-05+0.0017233i,-0.00017878+0.0011064i,0.00013546+0.0006649i,0.00030489+0.00019404i,0.00030767-0.00069726i,0.00074194-0.00056312i,0.0010537+0.00020159i,0.00071285-5.3716e-05i,-0.00015182-0.00020777i,-0.0011666-0.00046632i,-0.0012467+1.162e-05i,-0.00064133+0.00031751i,-0.00055734-0.00023195i,-0.00049508+1.825e-05i,-0.00037404+0.00039191i,-0.00085084+6.8759e-05i,-0.00096566-0.00095865i,-0.00065499-0.0014115i,-0.00073235-0.0011607i
-0.0014696+0.00027312i,-0.0016972-6.2019e-05i,-0.0021917+0.00039334i,-0.0015754+0.00087779i,-0.00026803+0.0013241i,0.00059313+0.001126i,0.00044764+0.0001959i,0.00020779+0.00019334i,-0.00031738+0.00028966i,-0.00039052-0.00014203i,-0.00022774+0.00038336i,-0.00030424+0.00059638i,-0.00028181+0.00096756i,-0.0002575+0.0012591i,0.00029838+0.00030827i,0.00030299+0.0001762i,-0.0001969+0.00069674i,-0.00081+0.00056684i,-0.00061888+2.6515e-05i,0.00013864-0.00019316i,0.00066825-0.00059547i,0.00025709-0.00094036i,-0.00014182-0.0010552i
0.0020588-0.0013652i,0.0011616-0.0015043i,4.0217e-05-0.0026948i,-0.00047278-0.0025848i,-0.00060244+7.2361e-06i,-0.00016953+0.0020948i,0.0003208+0.0018231i,0.00066139+0.0011613i,0.00048021+0.00063481i,-0.00027835+0.00065268i,-0.00054549+0.00057466i,6.8078e-05+0.00015976i,0.00091317-0.0003925i,0.00094367-0.00032855i,0.00063633+0.00033286i,0.00052263+0.00049985i,0.0006258+2.9618e-05i,0.00066719-0.00033255i,-0.00024731-0.00060804i,-0.00022327-0.00082531i,0.00088709-0.00028343i,0.00042044+0.00070557i,9.3616e-05+0.00096111i
0.00072436+0.00071453i,0.00067965+0.00064168i,0.00072458-6.1097e-05i,0.00087194+9.1397e-05i,0.0010362+0.00067957i,0.00043747+0.00064425i,0.00032334+1.5276e-05i,0.0010013+5.7611e-05i,0.0010823+0.00082406i,0.00063188+1.3116e-05i,0.00074593-0.00099404i,6.6946e-05-0.00067489i,-0.00044013-0.00023157i,-6.9049e-05+1.2196e-05i,0.00046439+4.67e-05i,0.00024075+0.00025487i,-0.0001536-3.4998e-05i,-0.0001969-0.00025978i,-0.00022439+0.00027492i,0.00033794+0.00053789i,0.00060582-0.0002828i,0.0008988+0.00011381i,0.00078557+0.00081486i
-0.00062492-0.00060966i,-0.00074376+0.00038741i,-0.00091634+0.00023632i,-0.0014292+0.0005776i,-0.00051118+0.0016416i,0.00061135+0.0016824i,0.00025902+0.00078117i,4.0825e-05-0.0001025i,0.00013544-0.0004884i,-0.00023971-0.00063735i,0.00024044-0.00060844i,0.00065039-0.00029975i,9.5629e-05-0.00052908i,-0.0010691+0.00014694i,-0.0014882+0.0004622i,-0.0006341-4.3261e-05i,-1.0091e-05-2.9077e-05i,-2.0451e-05-0.00014957i,-9.8752e-05+9.9542e-05i,-0.00029656+0.00010824i,-0.00058257-0.00042138i,-0.00055765-0.00043491i,0.00016651-7.8933e-05i
-0.00060298-0.00076651i,-0.00037253-1.6624e-05i,-0.00031965+0.0001024i,0.00017097+0.00023545i,0.00025684+0.00021422i,0.0003019+0.00076679i,-0.00019127+0.00084848i,-0.00091749-0.00034651i,-0.00039709-0.00070102i,-0.00057792-7.9987e-05i,-0.00066806-0.00018862i,-0.00011444-0.00061091i,-3.5538e-05-0.00023473i,-0.00055106+0.00020719i,-0.00089494+0.00037378i,-0.00092536+0.00035682i,-0.00020704+0.00036797i,0.00075458+0.000226i,0.0011918-0.00013501i,0.0006983+0.00012302i,-5.438e-05+0.00022468i,-6.6411e-05-0.00047523i,-9.8956e-05-0.00029232i
0.0025134+0.00066725i,0.00234+0.00022876i,0.00098146+0.00055004i,-0.00035927+0.00091921i,-0.00017764+4.6392e-05i,0.000596-0.00054362i,0.0005266-0.00031295i,0.0008052-0.00051866i,0.0011105-0.00097644i,0.00014359-0.00097248i,0.00049021-0.00036727i,0.0008763+3.0882e-05i,0.00086807-0.00012917i,0.00093805+0.00021448i,0.00091914+0.00094905i,0.0012635+0.0014942i,0.0010528+0.0010531i,0.0012885-9.9241e-05i,0.00070557-0.0006102i,-0.00052526-0.00023396i,-5.3969e-05-8.9488e-05i,0.00077337-0.00017195i,0.00051096+0.00019852i
-0.0010304-0.00012763i,-0.0015814-0.00060454i,-0.0019832-0.00047387i,-0.0019033-0.00011868i,-0.0015819+0.001029i,-0.0010422+0.0019883i,-0.00036144+0.0020444i,0.00024822+0.0014895i,0.00018237+0.0011878i,0.00015125+0.0009398i,0.00049899+0.00051167i,0.00031554+0.00065755i,-0.00011288+0.00047419i,-0.0001515-0.00034397i,2.491e-05-0.00054669i,0.00024021-0.00060418i,0.00040049-0.00059382i,0.00014306-0.00010825i,-0.00023641-0.00080354i,-0.00059155-0.0014339i,-0.00042499-0.00082906i,2.4674e-06-4.8395e-05i,-0.00090718+0.00014014i
0.001798-0.0013204i,0.0023048-0.0017052i,0.0007563-0.0013202i,3.436e-05-0.00058992i,-0.00022062+0.00067943i,-0.00022679+0.0017531i,-8.3805e-05+0.00027844i,0.0004075-0.0012408i,-3.4362e-05-0.0011274i,-0.0017082-0.0010317i,-0.0017597-0.0010196i,-0.0006772-0.0011621i,0.00023764-0.00078149i,0.00050589+0.00052391i,0.00016777+0.000987i,0.00018102+0.00066558i,0.00012601+0.00030627i,0.00013272-0.00014815i,0.00052433+2.6386e-05i,0.00012401+9.5527e-05i,-0.00043324-0.00052812i,-0.00048309-0.00076417i,-0.00018373-4.0074e-05i
-0.00092511+0.0026384i,-0.0004+0.002478i,3.7038e-06+0.0020036i,-0.00084245+0.0013684i,-0.00044818+0.00083617i,0.0003257+8.9414e-05i,0.00056621-8.2176e-05i,0.00039041+2.4255e-05i,6.3597e-05+0.00018686i,0.00017988-0.00025262i,0.00041119-0.00058028i,-9.5691e-06-0.0003946i,-0.00021245-3.7822e-05i,-0.00017133+0.00030331i,-0.00068637+0.00036933i,-0.00085329+0.00032348i,-0.00053853+7.4519e-05i,-0.00090793-1.6317e-05i,-0.00039694+0.00046411i,6.1965e-05+6.4278e-05i,0.00014631-0.00062775i,0.00025687-0.00022638i,0.00015801+0.00020178i
-0.00071326-0.00111i,-0.0011771-0.0010492i,-0.0015561-0.0012827i,-0.0015812-0.0010338i,-0.0020223-1.4852e-05i,-0.0013476+0.0011489i,-0.00025126+0.0021125i,0.00038207+0.001855i,0.0011315+0.00046231i,0.001303+0.00049861i,0.0002043+0.00051821i,-0.0004081-0.00032626i,-0.00053246-0.0006967i,-0.00020702-0.00056188i,0.00042832+0.00019149i,0.00010223+0.00022269i,-0.00023359-0.00036597i,0.00010589-0.00025599i,8.5969e-05+0.0002568i,8.5035e-05+0.00048698i,0.00031748+0.00045662i,-0.00019114+0.00039745i,-0.0013314+0.00032645i
0.0012079-0.00019796i,0.002093-0.00050766i,0.0023598-0.00087057i,0.0014514-0.00058912i,-7.9709e-05-0.00023147i,-0.0011569-0.00032514i,-0.0010916-0.00067827i,-0.0006573-2.7838e-06i,4.9434e-05+0.00022104i,8.293e-05+0.00026059i,-0.00027006+0.00029282i,-0.00035433+0.00010073i,-0.00033253-0.00045769i,-0.00026215-0.00085927i,0.00036194-0.00098799i,0.00069416-0.0004514i,-0.00026295+0.00016147i,-0.00026272-2.3199e-05i,0.00025845-0.00022991i,0.00030874-9.8625e-05i,-7.2306e-05-0.0003192i,-7.7429e-05-0.00074986i,0.00019209-0.00054291i
-0.00051298+0.001304i,-0.00092795+0.000364i,-0.001145+0.0011895i,-0.00054628+0.0031192i,0.00092271+0.00267i,0.0011438+0.00098137i,0.0016817+0.00049187i,0.002123+6.9523e-05i,0.00091121-0.00057783i,0.0004174-0.00070627i,0.00076826-0.00090153i,0.00095773-0.00050555i,0.00083703+8.3773e-05i,0.00013108+0.00068817i,-0.00059478+0.0010243i,-0.0012137+0.00091522i,-0.0012807+0.00045932i,-0.00086506+9.282e-05i,-0.0003631+0.00050662i,-0.0001856+0.00039418i,-0.00010337+4.4414e-06i,-3.061e-05+0.00027119i,-9.5255e-05+0.00073703i
0.00084006-0.00015731i,0.0013378-1.4709e-05i,0.0010631-0.00023264i,-0.00042009-0.00099906i,-0.00164-0.00074994i,-0.0012615+0.00031785i,-0.00063611+0.00068867i,-0.00010822+0.00023656i,1.7143e-05+0.00017775i,-0.00013069+2.6507e-05i,-0.0006929-0.00031161i,-0.00096844-0.00020981i,-0.0002181+0.00079345i,0.00048514+0.0014288i,0.00028577+0.0010669i,0.00020764+0.00080134i,0.0002831+0.0012611i,-0.00012117+0.0010985i,3.1784e-05+0.00067532i,8.6029e-05+0.00050103i,-0.00042946+0.00036629i,8.1921e-05+0.0007976i,0.00012226+0.00073147i
0.00098361+0.00035564i,0.00012545-0.0011755i,0.00016882-0.0024806i,0.00092436-0.0013849i,-0.00017763-0.00040591i,-0.00024029-0.0003455i,0.0006642-0.00043181i,0.00028372-6.271e-05i,-0.00024249+0.00011644i,-0.000497-0.00041526i,-0.0002887-0.00011715i,2.6346e-05-3.4964e-05i,0.00033665-0.00069993i,0.00032233-0.00065181i,7.6839e-05-0.00038513i,0.00057704-0.00024673i,0.0010932+5.5484e-06i,0.0011556-0.00019287i,0.00056465-0.00022774i,-0.00011304+0.00075483i,-0.00010579+0.00061602i,0.00042664-0.00010697i,0.00022552+8.6036e-05i
-0.00064301+0.00037692i,0.00047137+0.00072326i,0.001279+0.0012382i,0.0010857+0.001147i,0.00078457+0.00079502i,0.00030586+0.0011431i,0.00034385+0.0014203i,0.00070136+0.0013106i,0.00046099+0.00049064i,0.00030205+0.0001389i,0.00027477+0.00033208i,-0.00012821+0.00023565i,-0.00054857+0.00052432i,-0.0011704+0.00058858i,-0.00098601+0.00067784i,-0.00034534+2.5331e-05i,-0.00052866-0.00074012i,-0.00070747-0.00034053i,-0.00088417+0.00046093i,-0.00060962+0.00089148i,-0.00063586+0.00056809i,-7.3613e-05+0.00030805i,0.00036707+0.00070959i
-0.0023287+0.0012276i,-0.0009888+0.0016842i,-0.00046626+0.0021062i,-0.0006437+0.0016758i,-0.00037278+0.0017869i,0.0002492+0.0018128i,0.00014679+0.0016565i,-0.00048698+0.0018388i,-0.00068795+0.0016719i,0.00011583+0.0011998i,0.00063951+0.00044801i,0.00037836-0.0003132i,7.2209e-06-6.3343e-05i,-0.00037637+0.00084755i,-0.00055077+0.00049681i,-0.00034718+8.3018e-05i,-0.0003862+0.00024225i,-0.00037842+0.00013442i,4.8461e-05+0.0001371i,-3.8211e-05+1.7061e-05i,-0.0005657-0.0003859i,-0.00058145+0.00010673i,-0.00020101+0.00045152i
-0.0024056-0.00063525i,-0.0036664-0.00087488i,-0.0037478-0.00077569i,-0.0024405+0.00015388i,-0.0013268+0.0015541i,-0.0003347+0.0013026i,-3.3329e-05+3.5517e-05i,-0.00091424-0.00082833i,-0.00091702-0.0013045i,-7.1392e-05-0.0013553i,0.00016915-0.00094197i,0.00012896-0.00051676i,-0.000355-0.00041926i,-0.00044233-0.0009663i,0.00021401-0.00084126i,0.00066163-0.00039414i,0.00022173+0.00029181i,-7.417e-05+0.0010073i,1.7607e-05+0.0001319i,0.0009951-0.00063932i,0.00059311-6.1736e-05i,-0.00061617+3.1156e-05i,-0.00078518+0.00034421i
0.0014722+0.0011311i,0.0015319+0.00028844i,0.0014963-0.00065078i,0.00067813-0.000885i,0.00015666-0.00075313i,0.00039497+0.00042263i,0.00015676+0.00044261i,6.818e-07-0.00057783i,-6.3292e-05-0.00069712i,0.0004131-0.00026037i,0.00087951-0.00018499i,0.00030354-0.00040647i,6.2372e-05+0.00017193i,0.00028957+0.00074181i,-1.0808e-05-8.4462e-05i,0.00020696-0.00048812i,-0.00011493-0.00038735i,-0.0008097-0.00013518i,-0.00048276-0.00011808i,0.00011985-0.00052068i,0.00034727-0.00060461i,0.00043064+0.00027873i,0.00019099+0.00049178i
-0.00079079+0.00060877i,-0.00077555+0.0010133i,0.00051718+0.0015759i,0.0008427+0.00097448i,0.00033556+0.00047402i,0.00041419+0.0010671i,0.00041395+0.0021752i,0.0003668+0.002054i,-0.00015691+0.0009364i,0.00017903+6.0411e-05i,0.00064342-0.00061207i,-8.0691e-05-0.00027798i,-0.00048062+0.00026372i,-0.00089562+4.8845e-05i,-0.00093979+5.3232e-05i,-0.00067513-0.00029269i,-0.00033181-0.00068155i,0.00079255-0.00013651i,0.0011212+0.00066599i,0.00024863+7.9436e-05i,0.0001665-0.00070547i,8.5759e-05-0.00088898i,0.00013256-0.00067669i
0.0021901-0.001873i,0.0013347-0.0020455i,0.00031672-0.0023876i,-0.00095044-0.0017388i,-0.0013747-0.00032472i,-0.00088847+0.0011486i,-0.0001018+0.00083436i,0.00017684+0.00027003i,7.3793e-05+0.00032913i,-0.00028612+0.00021181i,-0.00021676+0.00011641i,0.00014124+0.00091716i,0.00034515+0.0014137i,0.00067802+0.00062119i,0.00073893+0.00012543i,-4.2608e-05+0.00060543i,-0.00036081+0.00082216i,-0.0001865+0.0010337i,-0.00024557+0.00081025i,9.9805e-05-0.0004828i,0.00056332-0.0013726i,0.00048635-0.00079483i,-0.00029747-0.00019887i
