0.00069136-0.0013317i,-0.0004588-0.0022068i,-0.0013136-0.0026924i,-0.0014383-0.0019795i,-0.0016821-0.00098989i,-0.0019362+3.3697e-05i,-0.0016404+0.0005515i,-0.0011256+0.00082532i,4.4639e-05+0.00023891i,0.00053352-0.00036204i,0.0010362-0.0001336i,0.0013863+3.1808e-05i,0.0013956+0.00023204i,0.0010308+0.00051787i,6.8135e-05+0.00031474i,-0.00064691+0.00031251i,-0.0010305-0.0003383i,-0.0005218-0.00060191i,0.00060687-0.00015873i,0.0004502-0.00032577i,0.00013246-0.00041261i,0.00013906+0.00031216i,-0.00021176+0.00095575i
0.0016636+0.00081399i,0.0019026-0.0011024i,0.0016744-0.0027497i,0.00094192-0.0032276i,-0.00012503-0.0024513i,-0.00073256-0.0015993i,-0.0004912-0.0005665i,0.0001516-3.6656e-05i,0.00053189+0.00024881i,0.00076293+0.00038831i,0.0011087-0.00032961i,0.00098945-0.00093118i,0.00016764-0.00062885i,-0.00078895-0.00033731i,-0.0009713-0.00015286i,-0.00058576+0.00011663i,-0.00014196+7.0447e-05i,6.5244e-05-0.00041933i,6.5507e-07-0.00025126i,-0.00020817-0.00024252i,-0.00019181-0.0005976i,-0.00057836+0.00012555i,-0.00083367+0.00038112i
-0.0011552-0.0025167i,-0.00071897-0.001359i,-0.00044397+0.0005378i,-0.00068604+0.0024719i,0.00060775+0.0021686i,0.0014106+0.0009146i,0.00050489-0.000208i,-9.3611e-05-0.00051592i,-0.0012086-0.00074049i,-0.0019967-0.00049709i,-0.00193-0.00010573i,-0.0010908+0.00033201i,-0.00030705+0.0006824i,-0.00030437+0.00083181i,-0.0001936+0.00087285i,-0.00047903+0.00063611i,-0.00062881+0.00058513i,-4.6986e-05+0.00065001i,0.00032041+0.00075421i,0.00095312+0.00038324i,0.00108-0.00023137i,0.00019163-0.00044612i,0.00027597+0.00071212i
0.001152-0.0004279i,0.0015543-0.0011229i,0.0016254-0.0020196i,0.00088132-0.0033101i,0.00052678-0.0024398i,0.0013555-0.0010056i,0.0016627-0.00098327i,0.0008167-0.00028286i,-0.00032114+4.1521e-05i,-0.0010846-0.00021764i,-0.0003959-0.00022312i,7.0731e-05-0.00014744i,-0.00053906-0.00010697i,-0.00078456+2.7521e-05i,-0.00030188+0.00047155i,-7.017e-05+0.00096189i,0.00012734+0.00062369i,0.00070611+0.00036467i,0.00026241+0.00088323i,-0.0004543+0.00088384i,-0.00025461+0.0010175i,0.00058546+0.000846i,0.00029996+0.00032204i
0.0013404+0.0013368i,0.0023143+0.00091245i,0.0029558+0.00082924i,0.0020431+0.00031621i,0.0020122-0.00040007i,0.0024123-0.0011303i,0.0014502-0.00097983i,-7.0609e-05+3.812e-05i,-0.00033182+0.0013801i,0.00053308+0.0019527i,0.00065281+0.0010111i,0.00088554+0.00029469i,0.0010712-1.6087e-05i,0.00057749-0.00093917i,0.00015819-0.0013978i,3.3302e-05-0.00093946i,0.00015698-0.00069111i,0.00047943-0.00022386i,0.0002587+0.00060978i,-0.00018981+0.00047224i,0.00043729-4.2432e-05i,0.0010228-0.0003586i,0.00033309-0.00015771i
-0.00051199-0.0020154i,-0.0010288-0.0029492i,-0.0023474-0.0041579i,-0.0021226-0.0028219i,-0.00058696-0.00072401i,0.00061504-0.0002999i,0.00020112-0.000822i,-0.00071496-0.0010341i,-0.00078897-0.00077563i,-6.474e-05+0.00028987i,0.00072859+0.00042311i,0.00092249+0.00043344i,0.00054344+0.00070782i,0.00018631+0.00053666i,-1.3936e-05+0.00013361i,0.0001546-0.00034453i,-3.0942e-06+0.0001278i,3.2465e-05+0.00058599i,0.00049816+0.00013187i,0.00080721-0.00052207i,0.00016736-0.00063124i,-0.00044648-0.00036408i,-9.4882e-05+0.00053296i
0.0014671-0.0021144i,0.0022375-0.0014402i,0.0015699-0.0017488i,-0.00037084-0.0014542i,-0.00078072-0.001139i,0.00050612-0.00069232i,0.0011723+9.5946e-05i,0.00091217+0.00032773i,0.0010177+5.1187e-06i,0.0010603-3.8926e-05i,0.00042773-0.00029889i,6.5728e-05+4.8011e-06i,-0.00049204+0.00021331i,-0.00097136-0.00041604i,-0.00090728-0.000215i,-0.00059286+0.00082807i,-0.00065249+0.00071329i,9.3e-05-4.1198e-05i,0.001314+0.00011942i,0.0010834+0.0006539i,-6.6761e-05+0.00033763i,-0.0010153+0.00046936i,-0.00098936+0.00060136i
0.0016631-0.0018908i,0.0003079-0.0034632i,-0.0019534-0.004127i,-0.0029935-0.0024929i,-0.0012031-0.00017395i,0.0016008-0.00038631i,0.0020439-0.0010332i,0.00071103-0.00045435i,-2.2159e-05-0.00086842i,-0.00021371-0.0013457i,-0.00057039-0.0011226i,-0.00014649-0.00075856i,0.00015935+0.00047218i,0.00021251+0.00090672i,0.00049853+0.00046399i,0.00015733+0.00039239i,9.4592e-05+0.00065404i,-0.00010891+0.00071089i,-0.00045064+0.00047926i,-0.00029564-5.7237e-05i,0.00012209-0.00099723i,0.0001823-0.0011577i,0.00021464-0.0005403i
0.00083741-0.0002726i,0.0016393-0.00035412i,0.0029471+0.00016706i,0.0029711+0.00024593i,0.0016364-0.00014485i,0.0019725-0.00066313i,0.0025112-0.00053393i,0.0012227-0.00089836i,0.00045652-8.9866e-05i,0.00029566+0.0012313i,-0.00021708+0.00096236i,-0.00063839+0.00061219i,-5.1126e-05+0.00038804i,0.00026333+0.00078957i,-0.00011698+0.0010214i,-0.00014977+5.2755e-06i,0.00070864-1.5428e-05i,0.00070395+0.00082259i,0.00010023+0.00035329i,-0.00027053+8.4074e-05i,-0.0009635-7.7454e-05i,-0.00013594-0.00039343i,0.00035434-9.3211e-05i
-0.00032303-0.001694i,-0.00065447-0.0026855i,-0.0018724-0.0030862i,-0.0025884-0.0016308i,-0.00063181-0.00020448i,0.0012917-0.00083634i,0.00077333-0.0018761i,-0.0006015-0.0016283i,-0.0015447-0.00066592i,-0.00082824+0.00066139i,-0.00022873+0.0010129i,6.1727e-05+0.0003988i,0.00010238+0.00035138i,-0.00052024+0.00038047i,-2.3805e-05+0.00031838i,0.00016283+0.00076024i,-0.0001536+0.0010007i,-5.8802e-05+0.00070968i,-0.00051296+0.00031793i,-0.00052641+0.00029239i,0.00015774+0.0010699i,-8.8955e-05+0.0012881i,-0.00074703+0.0010492i
0.0017275-0.0033666i,0.0018544-0.0036268i,0.0017002-0.0036576i,0.001594-0.0020031i,0.0019701-0.00091402i,0.0022801-0.0006366i,0.0020285-0.00030049i,0.0010158-0.00040966i,-0.00023227+0.00027378i,-0.0004932+0.00070167i,0.00029977+0.00056253i,0.00036902+0.0010735i,-0.00054897+0.0012606i,-0.0010209+0.00091761i,-0.00081084+0.00070477i,-0.00062019+0.0004418i,-0.00083467-0.00041147i,-0.00098001-0.0012387i,-0.00036441-0.00094684i,-0.00043589-0.00018841i,-0.00036074+0.00017579i,0.00039671+0.00072719i,6.6247e-05+0.00088187i
-0.0011941+0.0002583i,-0.0008433-0.0012471i,-0.0019529-0.00064418i,-0.0022691+0.00032954i,-0.00062637+0.0008173i,0.0018638+0.00028901i,0.0016085-0.00072533i,0.00044147-0.00032502i,0.00018775+0.00099035i,0.00089669+0.0012968i,0.001106+0.00098507i,0.00069128+0.00048825i,0.00023409+0.00013765i,-0.00015007+6.626e-05i,-0.00031568-9.1605e-05i,-0.00080074-0.00033062i,-0.00088584-0.00064707i,-0.00029178-0.00021957i,0.00025171+0.00022708i,0.00026325+0.00028882i,0.00046545+0.00050337i,0.00033077-0.00015437i,0.00045955-0.00052189i
0.0014386+0.0011238i,0.00237-0.00049563i,0.0022122-0.0015579i,0.0015087-0.0015794i,0.0016702-0.00013189i,0.0019923-0.00022429i,0.0020855-0.0015404i,0.001564-0.0013308i,0.0012548-0.0004862i,0.0013838-0.00047652i,0.0012572-0.00047332i,0.00057379-0.00024201i,0.00013655-0.00025821i,0.00096519-0.0004956i,0.0014418-0.00058186i,0.0010407-0.00032407i,0.0002111+0.00046723i,-0.00036542+0.00076233i,0.0003227+0.00031496i,0.00045259+0.00018494i,-7.4378e-05-6.2643e-06i,-0.00028732+0.0003824i,-0.00019708+0.00098108i
9.5383e-06-0.0010157i,-0.00056274-0.00032893i,-0.0011611-0.00021243i,-0.0011706+0.00029764i,0.00020873-0.0001191i,0.0025595-0.00035757i,0.0027573-0.00017319i,0.0010552-0.0012124i,-9.5707e-05-0.0020425i,-0.00042723-0.001401i,-0.00046316-0.00065429i,-0.00044185-0.00028197i,-0.0005871-0.00011581i,-0.00036665+0.00027142i,-0.00046281+0.00066333i,-0.00087033+0.00062848i,-0.00064465+0.00055776i,-0.0001274+0.00067665i,0.00070513+0.00078455i,0.00066377+0.00065216i,0.00027301+0.00062501i,4.8733e-05+0.0002368i,0.00038135+0.00044191i
0.00074288+0.001013i,0.0012603-0.00068596i,0.001487-0.0023447i,0.0013897-0.0025504i,0.0020804-0.0010894i,0.0026245-0.00062396i,0.0021699-0.0016193i,0.00078573-0.0017071i,2.0345e-05-0.0013023i,-0.0003043-0.00057461i,-0.00064248+0.0010309i,-0.00073227+0.0018264i,-0.001307+0.00057425i,-0.00078806-0.00039568i,-0.00017047-0.00041314i,-0.00047912-1.9068e-05i,-0.00037258+0.0001065i,0.00024671+0.00029282i,0.00046467-7.0463e-05i,-0.00025405-0.00054025i,-0.00069843-0.00020114i,-0.00067619+0.00045304i,-0.00053671+0.00084947i
0.001091-0.00068947i,0.0008805-0.00060033i,-0.00044467+0.0002024i,-0.0019598+0.0016828i,-0.0018976+0.0017796i,-0.00038032+0.00013135i,0.00044164-0.00087468i,0.00018728-0.00079406i,-0.0002349-0.00066259i,-0.00068914-0.00020667i,-0.00097042+0.0011268i,-0.00068141+0.0015651i,-0.00035546+0.0011915i,-0.00047779+0.00011804i,0.0004034-0.00021199i,0.00099145+8.3217e-05i,0.00071371-0.00018155i,0.00025891+5.8709e-05i,-0.00025638-0.00016293i,-0.00055144-0.00011518i,-0.00065366-4.4606e-06i,0.00010052-0.00054768i,0.00073567-0.00053622i
-0.00086513-0.0010682i,-0.00065763-0.0028296i,-1.1423e-05-0.0038862i,0.0010042-0.0029029i,0.002153-0.0015767i,0.0027469-0.0014218i,0.0018267-0.0010427i,-0.00027001-2.7351e-05i,-0.0011299+0.00094813i,-0.00061408+0.00071068i,-0.00044442+0.00027508i,-0.00039991+0.00061983i,-0.00023615+0.00056294i,-0.0006477-0.00013667i,-0.00037226-4.7262e-05i,0.00047145+0.00053105i,0.00015782+0.00022724i,-0.00031529-0.00037643i,-0.00026574-0.00070737i,-0.00065221-0.00030947i,-0.00042487+0.00024809i,0.00042399-0.0001007i,0.00079106+0.00011891i
7.4699e-05-0.0004388i,0.00078611-0.00088996i,-0.0007156+0.0011303i,-0.0013409+0.0026126i,0.00027463+0.0018357i,0.00156+0.0002849i,0.0018949-0.0004447i,0.0021252+7.3039e-05i,0.0019849+0.00058045i,0.0014819+0.0016842i,0.00052155+0.0013133i,-7.756e-05-0.00012391i,-0.00020771-0.0003927i,-0.00024905-0.0002929i,-9.7216e-05+8.9082e-05i,-0.00042291+0.00013114i,-0.00043087+1.0314e-05i,-0.0001012+0.00028547i,-0.00010865+2.5674e-05i,0.00035217-7.974e-06i,0.00029716-0.00017184i,-0.00020911-0.00036038i,-0.00039383-0.00014407i
-0.0035081-0.0019222i,-0.0029702-0.0026795i,-0.0026461-0.0022835i,-0.00099837-0.00063196i,0.0023245+0.00037921i,0.0034833-0.000481i,0.0025333-0.00040178i,0.0013633+0.00072369i,0.00033844+0.0010056i,0.00050391+0.00077542i,0.00084761+0.00042224i,0.0014592-0.00021264i,0.0016346+9.9195e-05i,0.0012959+0.00036186i,0.0013657+0.00050637i,0.0012091-0.00028344i,0.00052801+2.1816e-05i,-4.1997e-05+0.00081834i,-5.6958e-05+0.00035482i,0.00016447+0.0002161i,0.00032449+8.5744e-06i,0.00016134-0.00035239i,0.0001419+0.00010852i
0.002071-0.0015395i,0.0019058-0.0016801i,0.00088655-0.0011402i,-0.00054313-0.00022813i,-0.0010459-1.0758e-06i,0.00085199-0.00097037i,0.0022911-0.0016501i,0.0013873-0.001863i,0.00045766-0.0018049i,0.00025923-0.0011589i,-0.00042283+3.42e-05i,-0.00050102+0.00054641i,-0.00012288+5.4749e-05i,-8.246e-05+7.0684e-05i,-0.00027317+0.00051653i,-0.00044718+0.00020913i,6.2106e-05-0.00027047i,0.00047274+0.00031444i,0.00095413+0.0010234i,0.00085598+0.00065218i,0.0002699+0.000106i,0.00025111+0.00035839i,0.00038279-0.000315i
-9.0264e-06-0.0016722i,0.00041644-0.0034881i,-0.00078825-0.0036152i,-0.00075333-0.0022313i,0.00093401-0.0012597i,0.0020926-0.0020876i,0.0015911-0.0025768i,0.000155-0.00090944i,-0.00025891-0.0004626i,2.7909e-05-0.0008468i,-0.00027257-0.00053711i,0.00024392-0.00041494i,0.00038382-0.00076228i,1.3121e-08-0.00023858i,0.000302+0.0006488i,0.00025365+0.00049782i,-0.0002877-0.00013826i,-0.00034024-0.00021974i,-0.00031307-0.00032331i,-6.5654e-05-0.00045482i,-3.148e-05-0.00037483i,-0.00011241-0.00036242i,0.00033057-0.00082597i
0.0011295-0.0019749i,0.0014774-0.0014722i,0.0017915+0.00030575i,0.0020994+0.0017288i,0.0024132+0.0011695i,0.0022575+0.00058295i,0.00095173+0.00014305i,-0.0011482-0.00058769i,-0.0014098-0.00054989i,-0.00056339+0.00040738i,-0.00010403+0.0012543i,0.0003987+0.0012873i,-0.00035372+0.00037864i,-0.0010162-0.0004409i,2.5886e-05-0.00054723i,0.00048431-0.00019805i,0.00014474-0.00016861i,4.119e-05-0.00064242i,0.00034312-0.00070644i,0.00086587-0.00039511i,0.00046422-0.00053606i,-0.00019838-0.00075245i,-0.0004603-0.00029642i
-0.0006958-0.0012379i,-0.0011559-0.0030822i,-0.0038874-0.0032133i,-0.0048234-0.002448i,-0.0015982-0.001655i,0.0014644-0.0017747i,0.00036033-0.0021579i,-0.0011406-0.0011472i,-0.0011027+0.00038747i,-0.00088515+0.0013563i,0.00012546+0.0011138i,0.00062679-0.00051605i,0.00010028-0.00057447i,-0.00067297-0.00015513i,-0.00036578+0.00029164i,7.1735e-05+0.00053446i,6.2144e-05+0.00024898i,-1.4769e-05+0.00017231i,-0.00088939+0.00038981i,-0.0016639+0.00043362i,-0.0008245+0.00068564i,0.00032669+0.00070448i,0.00041946+0.00016799i
0.0012221-0.0018618i,0.0019714-0.0011779i,0.0018205+0.0002626i,0.0024538+0.0018887i,0.0025715+0.0018249i,0.0025863-0.00041085i,0.002729-0.0011088i,0.0016633+0.00018206i,0.0015164+0.0016875i,0.0012487+0.002363i,0.0010985+0.0016675i,0.00099283+0.00088339i,0.00043855+0.00045261i,0.00041779+0.00014042i,0.0015162-0.00038488i,0.001172-0.0002354i,0.00022904+0.00011395i,0.00027405+0.0008388i,-0.00050545+0.0014641i,-0.00048246+0.00079475i,-0.00030514+0.00021435i,-0.0009281-2.784e-05i,-0.00074021-0.00068268i
-0.0016899-0.0029443i,-0.0019696-0.0031706i,-0.0039791-0.0020896i,-0.0030974+0.00023444i,0.00099043+0.0015432i,0.0031168+0.00071658i,0.0022303+0.00027731i,0.0013794+0.000397i,0.0014272+0.00025992i,0.0012488+0.00021628i,0.0014973+0.00026401i,0.0015608+0.00079295i,0.0017544+0.0013632i,0.0011537+0.00090018i,0.00059831+0.00021805i,0.0006029+0.000544i,0.00040356+0.00082492i,0.00043894-6.313e-05i,0.00073321-0.00098204i,0.00066543-0.0007578i,0.00030426-0.0003792i,0.00043637+4.9418e-05i,0.001108+0.00030076i
0.00041196+0.0010578i,0.0025236+0.00025477i,0.003513-0.0013573i,0.0035526-0.0017755i,0.0040967-0.00079708i,0.0035543-0.00098596i,0.0021009-0.0021626i,0.00059651-0.0030451i,0.00048132-0.0032024i,0.00036972-0.0019286i,0.00056539-0.00042176i,0.00092714+5.9677e-06i,0.0010028-0.0011322i,0.0006367-0.0011384i,-0.00034186-0.0001093i,-0.00067709-4.0582e-06i,-0.0007665+0.00035467i,-0.00036131+0.00013739i,0.00064657+0.00011312i,0.00038222+2.6408e-05i,0.00017433-0.00018804i,0.00061862+2.2616e-05i,9.4421e-05+0.00028037i
-0.0026583-0.0036901i,-0.0027797-0.0037646i,-0.004616-0.0021479i,-0.0044399+0.00032612i,-0.0017833+0.00057218i,0.00061823-0.00060617i,0.0010757-0.0012854i,0.00022349-0.001973i,-0.0011478-0.0015277i,-0.0012058-0.0003031i,0.00022608+0.00067407i,0.00085425+0.0013567i,0.00077008+0.00097118i,0.00083117+4.7904e-05i,5.7164e-05-0.00037818i,-0.00052131+0.00036719i,-0.00064641+0.00069294i,-0.00031208-0.00022418i,0.00026124-0.00047963i,0.00051093-0.00089435i,0.00053829-0.00035358i,6.9551e-06+0.00031533i,-0.00035983+0.00014764i
0.0034641-0.00082712i,0.0038456-0.0012985i,0.0035777-0.0020065i,0.0016752-0.0023601i,0.00046182-0.00072193i,0.0010344+0.00036001i,0.00098235-0.00014899i,-0.00091961-0.00079342i,-0.001567-0.00073615i,-0.0011366-0.00035192i,-0.00083716+0.00097624i,-0.00070944+0.0013139i,-0.0014238+6.9944e-05i,-0.0013875-0.00029972i,-0.00046866-7.0586e-06i,0.00041046-0.00012049i,0.00034991+8.9514e-05i,-1.5711e-05+0.00010862i,0.00046991-0.00029635i,0.00041664-0.00035354i,-0.00025545-3.1684e-05i,-0.00032571-0.00031107i,-0.00043672-0.0006598i
0.001097-0.00018081i,0.0010908-0.0023088i,0.00018174-0.0017003i,-0.00056076+1.8987e-05i,0.0015991+0.001347i,0.0038448+0.00059048i,0.0029276-0.00047656i,0.0010134+0.00012897i,-6.779e-05+0.0011722i,-0.00036642+0.0013907i,9.9939e-05+0.00024846i,0.00031084-0.00065662i,3.3177e-05-0.00039439i,-0.00056905+0.00014471i,-0.00060901+0.0001489i,-0.00059389-0.0004247i,-0.00019266-0.00025817i,-0.00035813+0.00038298i,-0.0014303-8.5585e-05i,-0.0012094-0.00053585i,-0.00019629-0.00047251i,-8.6572e-05-0.00024268i,-0.00074278+3.8268e-06i
-0.00060876+0.0011786i,-0.0001819-9.7845e-05i,7.2648e-05-0.00067466i,0.00095756-0.0010867i,0.0017163-0.0015813i,0.0024883-0.0016558i,0.0023292-0.0010207i,0.0015364+0.00053941i,0.0011875+0.0014779i,0.0008545+0.001022i,0.00061083+0.00082857i,0.00015779+0.00085102i,0.0001214+0.00055135i,-0.0002144+0.00068922i,-0.0012057-0.00010028i,-0.00062815-0.00096258i,7.9462e-05+2.1231e-05i,-0.0001696+0.00068647i,0.00025925+0.00044239i,0.0007705-0.00041772i,0.0009127-0.0010178i,0.00081953-0.0007454i,6.2565e-05-0.0004668i
-0.0026304-0.0015959i,-0.0013627-0.0039693i,-0.0012672-0.0021896i,-0.00079435+0.0012066i,-0.0001739+0.0012744i,0.0013427-0.00036294i,0.0022787-0.0010097i,0.00205-0.00081319i,0.0014352+0.0001575i,0.00033699+0.00060696i,0.0010179+0.00071551i,0.0019973+0.00018299i,0.0022904-0.00095929i,0.0015549-0.00096633i,0.00044017-0.00064017i,-0.00033426-9.9412e-05i,-0.00079087+0.00041085i,-9.1179e-05+2.5836e-05i,0.00083117+0.00044339i,0.00067294+0.00079495i,0.00029629+0.00047351i,0.00047501-5.9364e-05i,6.9164e-05-0.00041922i
0.001431+0.0019022i,0.0015079+0.00053976i,0.0024217-0.001791i,0.0021119-0.0028273i,0.0023418-0.0030131i,0.002613-0.0035181i,0.0017132-0.0042377i,0.00044276-0.0045516i,0.00046437-0.0034899i,0.00064492-0.0015436i,0.00021148-0.00060023i,0.00051128-0.00022355i,0.0005568+0.0001818i,-0.00011451-0.00049507i,-0.00040538-0.0014894i,-0.00078062-0.0011607i,-0.0013218+0.00029262i,-0.0010062+0.00084394i,-0.00064235+0.00021202i,-0.00065503+1.4745e-05i,-4.333e-05-4.2612e-05i,0.00014712-8.2251e-05i,0.000116-4.2558e-05i
0.0019632-0.0044251i,0.0011067-0.003775i,-0.0015106-0.0020034i,-0.0026915-0.00050006i,-0.0020725+0.0010329i,-0.00047956+0.0013631i,0.00019603+0.00026431i,-0.0007858-0.0009059i,-0.0014152-0.0011638i,-0.0014741-0.00046229i,-0.001318+0.00015i,-0.0010779+0.00038963i,-0.00067394+0.00023742i,-0.00036233+0.00062231i,-0.00096759+0.0011052i,-0.0002648+0.00021396i,0.0009694-0.0008354i,9.1279e-06-0.0011916i,-0.0011366-0.001246i,-0.00075035-0.00078522i,-0.00038938-5.1899e-05i,-0.00068718+0.00071464i,-0.0002136+0.00084174i
-0.0014541+0.00052998i,-0.0008909-0.0002408i,-0.0010585-0.00048076i,-0.00028137-0.00028232i,0.0015921+0.0004908i,0.0028072-0.0001057i,0.00091183-0.001237i,-0.0023453-0.00037246i,-0.0026684+0.00058711i,-0.0012428+0.0005535i,-0.00010387+0.00057809i,0.00064257+0.0005736i,0.00024016+0.00080476i,-0.00020447+0.0011361i,-0.00026659+0.00053888i,-0.00026498-0.00033072i,-0.00034639-8.4557e-05i,-0.00058232+0.00098145i,-0.00055029+0.0010263i,-0.00029234+0.0004556i,-2.2107e-05+0.00050207i,0.00037542+0.00071381i,2.7639e-05+0.0010003i
-0.00031243-0.0019989i,0.00054635-0.0018585i,0.0013475-0.00070577i,0.0015091+0.00068364i,0.0026113+0.00193i,0.0030849+0.0016092i,0.0027975+0.00041612i,0.0019367+0.0010574i,0.00070255+0.0023104i,0.00045339+0.002148i,0.00034759+0.00099431i,-0.00019521+0.00017294i,-4.53e-05-8.0414e-05i,0.00037615+0.00013165i,0.00028366+0.00013266i,-9.2587e-05-0.00034358i,-2.4792e-06-0.00024556i,0.00068061+0.00051634i,0.00061806+0.00045693i,0.00042202+0.00034225i,0.00039982+4.2623e-05i,0.00081448-0.00041483i,0.00051797+3.7504e-05i
0.00038865-0.00071919i,0.00071554-0.0012603i,-0.00047586-0.002253i,-0.0011097-0.0024641i,0.00059706-0.0019264i,0.0016161-0.0019238i,0.0025506-0.0014644i,0.0021901-4.1988e-05i,0.00060227+0.0011571i,0.00027405+0.0017006i,0.000406+0.00064171i,0.0012013-0.00040281i,0.0014983+0.00047564i,0.00085154+0.0011783i,0.00034211+0.0012573i,0.00012359+0.00054828i,0.0004063+0.00063053i,0.00076323+0.00064421i,0.00046865+0.00034554i,-9.1644e-05+0.00043456i,-0.00020384+0.00054076i,0.00037773+0.00036585i,0.00036398+0.00019923i
-0.00059852-0.0018808i,1.0617e-05-0.0018261i,0.00078991-0.00067277i,0.001594+0.0017004i,0.0024427+0.0018757i,0.0029454-0.0001959i,0.0024944-0.0018186i,0.0020756-0.0023456i,0.0015679-0.0017815i,0.00085308-0.00069068i,0.00018643-6.3557e-05i,-0.00011577+5.8014e-05i,-0.00014381-0.00040403i,0.00091025-0.0010739i,0.0019305-0.00056598i,0.0010965-0.00047065i,-0.00027739-0.00025782i,-0.0011694-0.00058003i,-0.00072786-0.00070787i,-9.4574e-05-0.00062522i,4.9709e-05-0.00034994i,6.2467e-05+0.00025332i,-5.5059e-05+0.00043404i
-0.00093603+0.0016223i,-0.0011216-0.0002556i,-0.0015293-0.00077273i,-0.0019642-0.001237i,-0.0016778-0.0014643i,-0.00031792-0.0013233i,0.00059576-0.0013222i,0.00040314-0.0014131i,0.00043162-0.0018537i,0.00029656-0.0011129i,-0.0001001-0.00037041i,0.00017719-0.00031692i,0.00031305+3.2007e-05i,0.00012628+0.00054895i,-0.00054608+7.0849e-05i,-0.00078045-0.0011998i,-0.00061966-0.0012528i,-0.0003068-0.00086799i,-0.00068592-0.00077153i,-0.0011541-0.00075815i,-0.00059003-0.00024098i,-0.00088647+6.3983e-05i,-0.0012039-0.00023023i
0.0040242-3.6224e-05i,0.0047376-0.0014031i,0.0050031-0.0030292i,0.0031792-0.0031541i,0.0017873-0.0029517i,0.0026488-0.0024071i,0.0017781-0.0016414i,-0.00045672-0.0011776i,-0.0006242-0.0012007i,-0.00055949-0.00073377i,-0.00056032-0.00010629i,-0.00040354-5.9168e-05i,-0.00067509-3.9357e-05i,-0.0002869-0.00050101i,0.00040111-0.0011022i,0.00035159-0.00089342i,-0.00026355-0.00017088i,-0.00068266+0.00033072i,-0.00055218+0.00020347i,4.1448e-05-0.00010027i,0.00029015+0.00018588i,6.7887e-05+0.00045506i,0.00012642+0.00087873i
-0.0003181-0.0020361i,-0.000682-0.0022069i,-0.0021837-0.0014287i,-0.0027555+0.00065645i,-0.00035419+0.0018344i,0.0024874+0.0011715i,0.0026919-9.8098e-05i,0.00096398+0.00076399i,-0.00078233+0.0020344i,-0.0010262+0.0010108i,-0.00035156+0.00012741i,0.00058777+0.00057873i,0.0010349+0.0010164i,0.00087115+0.0012248i,0.00014496+0.001146i,-2.4251e-05+0.0012685i,-0.00045882+0.001714i,-0.00052649+0.0018208i,-0.00015927+0.0010207i,0.0002692-9.9231e-05i,0.0006039-7.9898e-05i,0.0004205-8.265e-05i,0.00037938-0.000283i
0.0033863-0.00066467i,0.003022-0.0019078i,0.001931-0.0032377i,0.00072457-0.0039605i,0.0009282-0.0032406i,0.0012515-0.0028028i,0.0021947-0.0017917i,0.0019198-0.00042031i,0.00056116-1.2964e-05i,-1.1815e-05+0.0003141i,-0.00028165+0.00011276i,-0.00047481-0.00067116i,-0.00057036-0.001016i,-0.00090645-0.0011665i,-0.0012165-0.00073768i,-0.00076755+0.00043916i,0.00054166+0.00080292i,0.0014505+0.00060573i,0.00072179+0.00050938i,0.00038062-0.00013909i,0.0010702-0.00089201i,0.0012473-0.0008469i,0.00094606-0.00040878i
0.00038789+0.00011724i,0.00032041-0.00042115i,-0.00020475-0.00070757i,0.00021439-0.00059988i,0.0020418-0.00040511i,0.0027115-0.00015086i,0.0017262-0.0014907i,0.0012846-0.001771i,0.0015655-2.6072e-05i,0.0012927+0.00082591i,0.00065378+0.00077685i,0.00078426+0.00013775i,0.0015557-0.0005172i,0.001339+0.00025623i,0.00044828+0.00088972i,-8.6249e-05+0.00037183i,1.1861e-05-0.00018743i,0.00065801+0.00013065i,-0.00023338+0.00037043i,-0.00070467-0.00067926i,-0.00019348-0.0007789i,-0.00037664-0.00059891i,-0.0005917-0.0002019i
0.0014139-0.00024525i,0.0024447-0.00036637i,0.0028867-0.0013732i,0.0019054-0.0021127i,0.00093791-0.0013682i,0.0013039-0.00083303i,0.0016349-0.0012535i,0.000922-0.0012221i,0.00085024-0.00079391i,0.0011741-0.00042104i,5.2134e-05-0.0006224i,-0.00087901-0.00036741i,-0.0010845+0.00022069i,-0.0015135-0.00030858i,-0.0017083-0.0007189i,-0.0010844-0.001101i,-0.00096269-0.0014221i,-0.0012985-0.0016261i,-0.00098455-0.0012521i,-3.7598e-05-0.00019978i,0.00027198+5.8893e-05i,0.00011663-0.00035241i,-0.00066536-0.00073852i
0.0018058-0.00054618i,0.00086415-0.0011114i,0.00021227-0.001387i,0.00025858-0.0012478i,0.0011309-0.0013578i,0.0018225-0.0016755i,0.001404-0.00117i,0.00033038-0.0011118i,-5.9665e-05-0.0020383i,0.00054604-0.0016703i,0.00053564-0.0010976i,-0.0001273-0.00093348i,2.9881e-05-0.00051811i,0.00079099-0.00036865i,0.0010686-0.00070029i,0.00038536-0.00094786i,-0.00017245-0.00040381i,-0.00026387-0.00056304i,-0.00036401-0.00039508i,-0.00051014+0.0003107i,-0.00074278+0.00032437i,-0.00022885+0.00012245i,0.00069124+0.00032917i
