0.00064594+0.00061753i,-0.00013755-0.00052429i,-0.00031142-0.0013559i,-0.0014161-0.0013328i,-0.0025774-0.00030076i,-0.00241+0.00068085i,-0.00092699+0.001164i,0.00066647+0.0013565i,0.0014331+0.0017728i,0.00068332+0.0016945i,0.00015231+0.0010608i,0.000171+0.00016295i,0.00038501-0.00054345i,0.00055026-0.00073811i,0.00085373-0.0010102i,0.00058191-0.0009343i,0.00056437+0.00015775i,0.00057051+0.00023954i,3.4308e-05-0.00014385i,0.00015405+0.00039781i,0.00050945+0.00042584i,0.00064708-0.0004683i,0.0011538-0.00033643i
0.0010711+3.4035e-05i,0.00076967+0.00058023i,0.00070181-0.00042864i,0.00083202-0.00083528i,-8.2158e-05-0.00042876i,-0.00018984+0.00011417i,-0.00012871+0.00083541i,-0.00035664+0.00074608i,2.8452e-05-3.3779e-05i,0.001396+0.00022877i,0.001004+0.00081694i,0.00013227+0.00067353i,0.00039049+0.00030474i,0.00090238+0.00024764i,0.00083563+5.6722e-05i,-0.00014649-8.5053e-05i,-0.00062521+0.00012307i,-0.00076874-0.0007818i,-0.00083673-0.0013305i,-0.00055306-0.00066465i,0.00040506-0.00045001i,0.0011723-0.0007125i,0.00075118-0.00078896i
-0.00029212+0.0013451i,0.00015022+0.00050541i,0.001087+0.00057045i,0.0010511+0.00043536i,2.6262e-05-0.00022273i,-0.00034051+0.00017502i,0.0001358+0.00082031i,0.00038424+0.00075352i,0.00083216+1.5666e-05i,0.0011541-0.00031357i,0.0010533-0.00061235i,0.0011287-0.00094602i,0.001385-0.0007404i,0.0011994-0.00019642i,0.00081057+6.9119e-05i,0.00023129-0.00024431i,8.4852e-05-0.00039569i,0.00031327+2.7023e-05i,-6.9951e-05+0.00033693i,-8.3314e-05+0.00024845i,-0.0003864+1.8936e-05i,-0.0012013+0.00028241i,-0.00092204+0.00012023i
0.00092125-7.0663e-05i,3.0112e-05-3.02e-05i,-0.00043916+0.00011582i,-0.00040582+4.5901e-05i,-0.0011034+0.00026485i,-0.0017578+0.00062231i,-0.00042247+0.00018632i,0.00064294-0.00012216i,0.00044288-0.00011371i,0.00018668-0.00037928i,-6.4788e-05-0.00032919i,0.00014971-0.0002763i,0.00081528+0.00033729i,0.00063946+0.0004347i,8.6695e-05+6.6885e-05i,9.1046e-05+0.00066346i,0.00013083+0.00034631i,-2.6049e-05-0.00086859i,-0.00033117-0.00127i,-0.00035355-0.0012279i,-3.0789e-05-0.00088504i,-0.00020824-2.9887e-05i,-0.00016522+0.00053228i
-0.001156+0.001842i,-0.00083202+0.00070319i,-0.00098398+0.0020424i,-4.5968e-05+0.0021595i,0.0012003+0.0010322i,0.0011354+1.1687e-05i,0.0003893-0.00056486i,-0.0004071-0.00034619i,-0.00014894-4.4578e-05i,0.0011497-6.9666e-06i,0.0018187-0.00046705i,0.0012482-0.0006178i,0.00036638-0.00078511i,-0.00024778-0.00071018i,-0.00056914-0.00060983i,-0.00089485-0.00066575i,-0.00077193-0.00086257i,0.00022702-0.00091305i,0.00086107-0.00030707i,0.00082253+0.00029676i,0.00090159+0.00033335i,0.00079218-0.00017268i,0.0010673-0.0013089i
0.0011892-0.00023365i,0.00062666+1.9865e-05i,0.00022469-0.0014967i,-0.0006132-0.0023562i,-0.0017445-0.0017325i,-0.0016489-0.00057429i,7.5248e-05+0.00023815i,0.00067166+0.00075917i,0.00055174-0.00019718i,0.00093908-0.0013506i,0.00083237-0.0011074i,0.00024545-0.00050715i,-0.00040611+0.00022308i,-0.00033975+0.00092496i,0.00046733+0.0012804i,0.00062242+0.0007951i,0.00024425-0.000109i,-9.3412e-05-0.00039752i,0.00021287+6.3282e-05i,0.00051929+0.00047459i,-3.2697e-05+0.00018849i,-0.00017238+7.4783e-05i,-0.00021065+0.00024809i
-0.00013669-0.00024145i,-0.00047262-0.00040541i,-0.0006626-0.00058305i,-0.00056276-0.00024203i,-0.00050618+0.00020658i,-0.00062023+0.00054256i,0.00018273+0.00056162i,0.00073083+0.00019669i,0.00043027-0.00028612i,0.00038837-0.00028174i,0.00028679+0.00043716i,0.00033792+0.00077337i,0.00034604-8.2139e-05i,0.00053434-0.00079829i,0.00012206-0.00080045i,-0.00078922-0.00050719i,-0.0011661-0.00030915i,-0.0011432-0.00046638i,-0.00026719-0.00023742i,0.00020573+0.00042056i,6.2085e-05+0.00017872i,0.00027793-7.9261e-05i,6.4613e-06-0.00022916i
0.0012105+0.00095191i,0.0006291+0.0007332i,0.00017107+0.00052893i,0.00061373+0.00047609i,-0.00013011-0.00046928i,-0.0013709-0.0014667i,-0.00022795-0.0009497i,0.00057315+0.00053906i,0.00083988+0.00018627i,0.0016282-0.00069495i,0.0008527-5.9544e-07i,0.00046885+0.00015862i,0.00056295-0.00044293i,-0.00017684-0.0013254i,-0.0006194-0.0013323i,-0.00064533-0.00057186i,-0.00076272-0.00045496i,-0.0009255-0.00048513i,-0.00056824-0.00049875i,-0.00046526-0.00061559i,-0.0008717-0.00022944i,-0.00066849-0.00052427i,0.0003784-0.00083783i
-0.0026191+0.00098931i,-0.002289+0.00059698i,-0.002073+0.0021282i,-0.0011714+0.0027116i,-0.00028238+0.0017575i,0.00040149+0.0019209i,0.00087882+0.001286i,0.00099511+0.00066844i,0.00058466+0.0012387i,0.00012138+0.0015127i,5.9991e-05+0.0011271i,-0.00040875+0.00039226i,7.286e-05+0.0002345i,0.0011651+0.00029782i,0.00096784+0.00041196i,0.00013892+4.1628e-05i,-0.00060897-0.00041601i,-0.00076004+5.1675e-05i,-0.00013276+0.000251i,0.00030709+0.00023331i,-0.00057842+0.00041651i,-0.00071677+0.00020568i,-0.0002147+0.0002367i
0.0010289-0.0011254i,0.00031453-0.0014523i,-0.00013907-0.0017906i,-0.00017806-0.0018232i,-0.00025505-0.0014033i,-0.00088915-0.0013324i,-0.00092693-0.0015284i,-0.00076576-0.00032081i,-0.0013773+0.00098101i,-0.0011425+0.00049136i,-0.00027554+0.00037649i,-2.8168e-05+0.00051331i,0.00030502+0.00077299i,0.00073726+0.00091225i,0.0011332+0.0005308i,0.00083421+0.00023843i,0.00054445+0.00061904i,7.5841e-05+0.00046774i,-8.1359e-05-0.00040318i,-8.0206e-05-0.0004787i,-0.00046534-0.0006968i,7.8526e-05-0.00095889i,0.00040875+9.0442e-05i
-0.0013153+0.0020872i,-0.00073867+0.0012992i,-0.00053176+0.00061361i,0.00012037+0.00081988i,5.6254e-05+0.00080766i,-0.00056307-0.00020525i,-0.00036068-5.551e-05i,0.00035343+0.00066633i,0.00055717+0.00046789i,0.001287-4.9425e-05i,0.0018048-0.00047161i,0.0011451-0.0003009i,0.0012614+6.6515e-05i,0.0014495+0.000104i,0.001319+2.6388e-05i,0.0008612-0.00014985i,0.00010937-6.9164e-05i,0.00016597-4.076e-05i,0.00047099-0.00045965i,-0.00041535-0.00065955i,-0.00081041-0.00076422i,4.8287e-05-0.00039628i,0.00043879-0.00068587i
-0.00023456-0.00038029i,-0.00013717-7.5565e-05i,-0.00011781+0.00062742i,-0.00045557+0.00015568i,-0.00046926-0.00060733i,-0.001004+0.00017945i,-0.0011882+0.0013951i,-0.00048005+0.0010017i,-0.00043261+0.00025707i,0.00025582-0.00012321i,0.0013189+7.0596e-06i,0.0011296+0.00032555i,0.00073589+0.00070077i,0.00069813+0.00058973i,0.00097878+0.00010083i,0.00041194+0.00025258i,0.00010856+8.4989e-05i,0.00045285-0.00041318i,-0.00056014+0.00021449i,-0.00094238+0.00025287i,-4.5736e-05-0.00067456i,0.00017377-0.000201i,0.00047738+0.00012218i
0.0010138-0.00051736i,0.0010618-0.00090361i,0.00076248-0.00090749i,-3.1704e-05-0.001012i,-0.00083025-0.001576i,-0.0011823-0.0012822i,-0.00091105-0.00060144i,8.2324e-05-1.9081e-05i,0.00077719+0.00071499i,0.00075399+0.00060066i,0.00064355-0.00014288i,0.00025011-0.00059964i,-0.00036859-0.00015784i,0.00017126+0.00057529i,0.00037553+0.00055343i,3.2578e-05+7.8004e-05i,-0.00035365-4.6094e-05i,-0.00048794-0.00015289i,-4.4458e-05-0.00046186i,-6.0405e-05-0.00062989i,-0.000219-0.00082853i,-0.00028385-0.00063827i,-0.00051085-0.0001121i
0.001634-0.00041578i,0.0017907-0.00026379i,0.00096478+0.00039631i,0.00019641-0.00081329i,-0.00091335-0.0014442i,-0.001508-0.0013134i,-0.0010024-0.0004666i,0.00045481+0.00028453i,0.0013589+9.8205e-05i,0.00088636+0.00012169i,-0.00053471+0.00020761i,-0.00048495+0.0005133i,0.00059807+0.00038141i,0.0004642+3.2092e-05i,4.0684e-05+0.00020086i,-0.00049227-0.00018563i,-0.0005422-0.00098869i,0.00048896-0.0012403i,0.0010128-0.00063106i,0.0010782-0.00028705i,0.00017622-0.0002665i,-0.0006846-0.00042191i,-0.00043112-0.00041597i
0.00077664+0.0026734i,0.0004846+0.0025155i,0.001824+0.00099437i,0.00063774-0.00085063i,-0.001442-0.0021701i,-0.0010443-0.00094168i,0.00031567+0.00059811i,0.00092463+0.0005533i,0.00098438-0.00017687i,0.00037266-0.00014346i,3.562e-05-0.00065169i,-9.391e-05-0.00041319i,0.00023478+0.00010776i,0.00068041-9.6027e-05i,-0.00019658-0.0003573i,-0.00062204+0.00021175i,-0.00088893+0.00093367i,-0.0011269+0.00017349i,-0.0011541-0.00070626i,-0.0012147-0.00074959i,-0.0007124-0.00024487i,-0.00050942-0.00035931i,-0.00056353+6.8535e-06i
-0.0021439-0.0011128i,-0.0024977-0.0013098i,-0.0017416-0.00045879i,-0.0011124+0.00021151i,-0.00078683-2.2155e-05i,-0.00066553+8.8468e-05i,-0.00055731+0.00039285i,-0.00029966+0.00038374i,0.00033722+8.3396e-05i,0.00081827-7.1057e-05i,-3.1922e-05+0.00016817i,-0.0002083+0.00015893i,0.00016699+0.0001532i,3.919e-05-8.9205e-05i,-0.00011364-0.00080896i,-0.00035615-0.00064917i,0.00034957+0.00010559i,0.0004699+0.00026946i,-0.00052548+0.00058202i,-8.9583e-05+0.00031176i,0.00048717+0.00033988i,0.00026827-0.00031701i,-0.00059738-0.00064731i
0.0015198-0.00061241i,0.00097076-0.0002684i,0.00013793-0.0017047i,-0.00047264-0.0028577i,-0.0011302-0.0025019i,-0.0014992-0.0011463i,-0.00080216+6.0252e-05i,-0.00066734-0.00011303i,-0.00084258-0.00090706i,-0.00097325-0.00049226i,-0.00078293+0.00022978i,0.0001059+0.00081074i,0.00046626+0.0010853i,0.00046531+0.00061649i,0.00041531-0.00079283i,0.00046203-0.0016428i,0.00021448-0.00063284i,-0.00055117-0.00055341i,-0.00041033-0.00095908i,-0.00038982-0.00010946i,-0.00037508-0.00017975i,0.00062551-0.00056379i,0.0010639-0.00019084i
0.00070785-7.6974e-05i,-0.00018859+0.0002792i,-0.00035878-0.00064766i,-0.00064498-0.0015984i,-0.0018433-0.0011414i,-0.0021271-0.00040091i,-0.00089922-0.00071746i,0.0002183-0.00058534i,0.00034273+9.6004e-05i,8.5609e-05+0.00076656i,-4.1012e-05+0.00093702i,0.00011786+0.00050876i,0.00053668+0.00050208i,0.0011197-0.00023426i,0.00084923-0.0011139i,1.7535e-05-0.00046315i,6.123e-05-0.00040365i,0.00029922-0.0010319i,-8.0062e-05-0.00081109i,-0.0004377-0.00015179i,0.00022526-0.00043314i,0.00014445-0.00082068i,-0.00082314-0.00052174i
0.0017112-0.0019428i,0.0011989-0.0011843i,0.00048787-0.001151i,-0.00046472-0.0012318i,-0.0013386-0.0010259i,-0.00088367-0.00056697i,0.00038511+2.3537e-05i,0.00074298+0.0006003i,0.0011318+0.00087339i,0.0014119+0.00027474i,0.00097186-7.0847e-05i,0.00064106+0.00027599i,0.00070803+0.0011676i,0.00093552+0.0013676i,0.00098275+0.00096481i,0.00036398+0.00054439i,0.0002091-0.00035215i,-1.7238e-05-0.0010064i,-0.00021557-0.00099043i,-0.0003333-0.00053793i,-0.00036049-0.00012935i,-0.00010799-5.5992e-05i,8.3538e-06-0.00031936i
-0.0003413-0.0011377i,-0.00069145-0.0010527i,-0.0011885-0.0017454i,-0.0020008-0.00087495i,-0.0025904-0.00031668i,-0.0018228-0.00036769i,-0.0009395-9.5451e-05i,-0.00037787+9.0801e-05i,-9.3681e-05-0.00019445i,0.000135-0.00079424i,0.00020262-0.00081775i,0.00054042-0.00011448i,0.00079202+0.00067153i,0.00060748+0.00073926i,-7.6944e-09+0.00014836i,-0.00039977-0.00024294i,-0.00020422+5.1786e-06i,-0.00019592-0.00034879i,-0.00027855-0.00040813i,-0.00028398-0.00017119i,0.00033455-9.4403e-05i,0.00069114-1.8444e-05i,0.00072148-0.00034295i
0.0012006-0.0011199i,0.0012702-0.0023682i,0.00075982-0.0029436i,-0.00064875-0.0024801i,-0.0018743-0.0014753i,-0.001822-0.00026347i,-0.0005839+0.00037606i,-0.00028918+0.00054484i,-8.4172e-05-2.8728e-05i,0.00040486-0.00076881i,-0.00018301-7.5839e-06i,-0.00019838+0.0006593i,0.00064387+0.00046255i,0.0012188+0.00077549i,0.0010449+0.0010761i,0.00013822+0.00077859i,0.00041912-0.00024097i,0.0012663-0.00064808i,0.0011262-0.00061703i,0.00061562-0.00069543i,0.00032204-0.00019996i,0.0004713+0.00031411i,-7.3911e-06+0.00049493i
0.0017459-0.00046918i,0.0016312-0.0017895i,-0.00042028-0.0027742i,-0.0016661-0.0024257i,-0.00089633-0.001202i,0.00054741+0.00016567i,0.00052546+0.001031i,5.2036e-05+0.00033118i,-4.1211e-06+2.0849e-05i,0.00010583-0.00018004i,0.00027458-0.00027563i,0.00018323+0.0006579i,-0.00023136+0.0012414i,0.00033514+0.00036774i,0.00096293-0.00021388i,-0.00016184+0.00029822i,-0.00058037-0.00018099i,-0.00036922-0.00097328i,-0.00049131-0.00074348i,-0.00038467-0.00016302i,-0.00044822-0.00028046i,-0.00046719-5.3182e-05i,-0.0001173+7.5325e-05i
0.0023142-0.0017881i,0.0021929-0.0019125i,0.0011093-0.0031413i,-0.00068275-0.0027583i,-0.0018599-0.0016599i,-0.0021534+0.00012634i,-0.00068118+0.0011911i,0.00051781+0.00050699i,5.2993e-05+0.0001471i,-0.00029641-0.00032567i,-0.00059957-0.00030132i,-0.00021014+0.000422i,0.00014736+0.00055312i,-0.00030434+5.1017e-06i,-0.00043539+0.00050949i,1.6954e-05+0.00050077i,0.0002289+0.00037258i,-5.8309e-05+0.00045043i,-0.00020223-0.00025571i,0.00019126-0.00096861i,0.0003821-0.00081792i,8.5762e-05-0.00060217i,0.00018907-0.0002609i
0.00096504-4.3314e-05i,0.00079565-0.00032859i,7.8886e-05-0.00021826i,-0.00061326+0.00019029i,-0.0001014-0.00011354i,0.00064232-1.1219e-06i,0.0012449+6.3337e-05i,0.0013535+9.0593e-05i,0.00087168+0.00019473i,0.0011307+0.00042701i,0.00098158+0.00058218i,-7.5171e-06+0.00022126i,1.2097e-05-0.00038209i,0.00061168-0.00037873i,0.00046257-8.2087e-05i,-0.00012236+0.00019549i,-0.00060527-0.00050613i,-0.0006366-0.0013523i,-0.00051081-0.0010045i,-0.00020623-0.00061938i,1.689e-05-0.00016933i,-0.00029703+0.00030107i,-0.00013364+0.00065155i
0.00089969+0.00035212i,0.00048875+0.0013099i,0.00022351+0.00047535i,0.00085867-0.00087135i,0.00022703-0.00087106i,-0.0011146-0.00029997i,-0.0011983-0.00021046i,0.00021382-0.00060153i,0.00074254-0.00042855i,0.00041639+0.00039249i,0.00040327+0.00038633i,0.00059007-4.7495e-05i,0.00065595-0.00031339i,0.0001491+0.00012134i,9.7118e-05+0.00060394i,2.9863e-05-2.8708e-05i,0.00023177-0.00094982i,0.00060114-0.00077397i,0.00016434+0.00026136i,-0.00024178-9.8236e-05i,-0.00015966-0.00012726i,0.00015029+0.00036174i,0.00027329+0.00015082i
0.0023812+0.00029721i,0.0010472-0.00055917i,-2.2505e-05-0.0023039i,-0.0004304-0.0026728i,-0.00064758-0.0015479i,-0.00096915-0.00014866i,-0.0011483+1.5919e-05i,-0.0003457-0.00073892i,0.00087465-0.00045704i,0.00031163-0.0001884i,-0.00051061+1.0405e-05i,3.1485e-05+0.0009459i,0.00096134+0.0010461i,0.00063376+0.0006182i,-0.00044086+9.3445e-05i,-0.00016209-9.182e-05i,0.0003339+8.3673e-05i,0.0008799+0.00082355i,0.0011192+0.0007269i,0.00052382-0.00013336i,-4.9396e-05+3.1203e-05i,-0.00078254+0.0001016i,-0.0012794-0.00014798i
0.0021353-0.001115i,0.0020072-0.0018626i,0.0014377-0.0029404i,4.832e-05-0.0026231i,-0.0013299-0.0011988i,-0.0013823+0.00060294i,-0.00046903+0.001198i,0.00031744+0.00084354i,-0.00044578+0.00018526i,-0.00072385-0.00074586i,-0.00040575-0.00086251i,-0.0010472+0.00012658i,-0.00066156+0.00064667i,0.00060294+0.00097111i,0.00054965+0.00085429i,0.00017328+0.00043034i,3.5665e-05+4.3296e-05i,-0.00012505-0.00055085i,9.4145e-05-0.00011104i,-0.00014673+0.00061723i,-0.00060962+0.00028179i,-0.00088078-0.00034197i,-0.0010743-7.7607e-05i
0.0010556-0.0030319i,0.001341-0.0032721i,0.00027253-0.0034953i,-0.0016028-0.0035141i,-0.0030307-0.002287i,-0.0027887+0.00011896i,-0.0012373+0.00077876i,-0.00032897-0.00012509i,-0.00076426-0.00052807i,-0.0013041-0.00056083i,-0.0011974-6.0051e-05i,-0.00062016+0.0005604i,6.6383e-05+0.00060962i,0.00035077+0.00016576i,-2.4852e-05+0.00030374i,-0.00077287+0.00034735i,-0.0010809-0.00029761i,-0.00062103-0.00092241i,-0.00038022-0.001398i,-0.00026847-0.0011336i,-0.00035231-0.00050081i,-0.00063467+0.00040495i,-0.00078811+0.00069977i
0.00080936-0.00040999i,0.00036454-0.00066598i,0.00014468-0.0012307i,-0.00031781-0.0013446i,-0.0010921-0.00068539i,-0.001369-0.00014899i,-0.00083547-0.00019345i,-7.6527e-05-5.6976e-05i,-0.00015799+2.9487e-05i,-3.8343e-05-0.00031279i,0.00019936-0.00053611i,0.00017831-0.00045259i,0.00059118-0.00018317i,0.00073466+0.00032504i,0.00028528-0.00019961i,0.00028295-0.0013426i,0.00064527-0.00158i,0.0003746-0.0013226i,2.1232e-05-0.00072225i,0.00065587+0.00015082i,0.00088074+0.00012303i,0.00019763+0.0001553i,7.2766e-05+0.0002324i
0.0004522+0.00099661i,0.00059126+0.00046353i,0.0014568-0.00024105i,0.0012948-0.00066191i,0.00094946-0.00097684i,0.00030438-0.00069759i,-0.00010211+0.00016555i,0.000447+0.00045863i,0.00068465+0.00070536i,-0.0002619+0.00042579i,-0.00039647-0.00079573i,0.00037815-0.00082753i,0.00056139-4.6133e-05i,0.00066724+0.00038787i,0.000871+0.00084182i,0.0010005+0.00036779i,0.0012488-0.00018514i,0.00065056-0.00035814i,-0.00089352-0.0010379i,-0.00090622-0.0013845i,-0.00010744-0.00063462i,-0.00016008-3.9739e-05i,-0.00029427-0.00011946i
0.00070427-0.00079279i,0.00012864-0.0008021i,-0.00031663-0.00056799i,-0.00086999-0.0003256i,-0.0011359-0.00091584i,-0.0011284-0.00063117i,-0.00094915-2.9837e-05i,-0.00055221-0.00069284i,-9.0388e-05-0.00092864i,-6.3533e-05+0.00011387i,-2.9662e-05+0.00015208i,0.00023969-0.0003969i,0.00030328-6.9317e-06i,0.00079414+3.0773e-05i,0.001364+0.00013097i,0.00048102+0.00090447i,0.00013204+0.0011537i,0.00047674+0.00075561i,0.00040768+0.00069855i,0.00017146+0.00073012i,-0.00028647+0.00054894i,-0.00023376-9.5501e-05i,-2.3943e-05-0.00010098i
-0.00016377-0.00050193i,0.00053093-0.0012357i,0.00021502-0.00072249i,-0.00039505-0.00044903i,-0.00075483+6.8849e-05i,6.1314e-05+0.00010528i,0.0011527+0.00024879i,0.0010519+0.00090793i,0.00026781+0.001077i,1.9056e-06+0.0010853i,0.00022487+0.00096067i,0.00042628+0.00068976i,0.00096083+0.00013768i,0.0015765+6.562e-05i,0.00075982+0.00032813i,-9.6678e-06-1.7091e-05i,5.5849e-05+0.00011678i,-0.00014532+0.00068341i,-0.00060445+0.00060304i,-0.00082272+0.00010963i,-0.00065891-6.1753e-05i,-0.00012447+0.00049806i,0.00048065+0.0010327i
-0.0012433+6.6127e-06i,-0.0017211+1.5986e-05i,-0.002327-0.000749i,-0.0013135-4.4288e-05i,-0.00046959+0.00090234i,-0.00015574+0.00054678i,-0.00015788-0.00080406i,0.00010786-0.0006762i,0.00083673-0.0001414i,0.0006726-0.00010853i,0.00077693+0.000184i,0.00098643+0.00017453i,0.0005784-0.00033702i,5.1051e-05-9.4291e-05i,-0.00039693+9.4562e-05i,-0.00046275-0.00019657i,0.00018733-0.00042725i,0.00053053-0.00057557i,-0.00012707-0.00067663i,0.00054264-0.00025532i,0.0016721+0.00022544i,0.0013152+0.0008341i,0.00034491+0.00028931i
-0.00075518-0.0025625i,-0.001001-0.0025783i,-0.00083048-0.0019625i,-0.00098575-0.0016892i,-0.00044947-0.00064045i,-0.00067045-2.0632e-05i,-0.0002954+0.00033581i,0.0002967+6.8035e-05i,0.00015437-0.00014752i,0.00056063+0.0014342i,0.00063768+0.0017027i,0.00050085+0.0009345i,0.00077734+0.0012759i,0.00063929+0.0013494i,0.00016764+0.00055084i,-0.00045887+0.00013956i,-0.000543-0.00092807i,1.4192e-05-0.0014465i,0.00050155-0.00056256i,0.00075436+0.00040997i,-0.00011606+0.00021986i,-0.00049765-0.00022451i,0.00010651-0.00040084i
0.00089172-0.0010749i,-0.00017735-0.00013667i,-0.0010662-0.0011322i,-0.00070926-0.0017593i,-0.00094001-0.001581i,-0.0010065-0.00096447i,-0.00087834+0.00026025i,-0.0006834+0.0001761i,0.00043755-0.00083252i,0.00025569-0.0005522i,-0.00079437+6.5872e-05i,-0.00094805-2.1595e-05i,0.00010932+7.037e-05i,0.00047996+0.00037771i,-0.00045841+0.0010505i,-0.00045823+0.00051105i,0.00060049-0.00060752i,0.00038599-0.0010729i,-0.00036893-0.00052049i,-0.00032996+7.4262e-05i,-0.0003604+7.2741e-05i,-0.00044958-5.4981e-05i,-3.724e-05-0.00046898i
0.0027842-0.0011418i,0.0017885-0.00069295i,0.00094645-0.0010799i,-0.00044044-0.00093891i,-0.0018562-0.0012477i,-0.0020026-0.0011237i,-0.00087024+6.4181e-05i,-0.00016104+0.00059562i,7.1181e-05+0.00078828i,0.00022991+0.00016816i,-0.00051788-0.00021539i,-0.00066248+0.0002173i,-3.0128e-05+0.00055505i,0.00057267+0.0012201i,0.00042626+0.0010209i,-0.00010113+0.00058563i,0.00017348+0.00027457i,0.00047037-0.00034435i,7.612e-05-9.756e-05i,-6.7796e-05+0.00031743i,3.8512e-05-7.4561e-05i,0.00018048+0.00027265i,0.00038496+0.00053934i
-0.00069848-0.00027573i,-0.0014942-0.00065704i,-0.0024139-0.00047743i,-0.0022356-0.00079023i,-0.0015818-0.001091i,-0.00069012-0.00016453i,0.00022773+0.00035079i,0.00029138+0.00091382i,0.00032889+0.0016297i,0.00029015+0.002177i,0.00019626+0.0016791i,0.0010887+0.0008999i,0.0014923+0.00031617i,0.00078972-3.2317e-05i,0.00061036-3.8826e-05i,0.00068255-0.00036948i,0.0004744-0.00064669i,0.00031297-0.00080247i,3.7413e-05-0.00060998i,-0.00041706-0.00036283i,-0.00097385+0.00036526i,-0.00033783+0.0014295i,0.00061452+0.0013562i
-0.00064409-1.2727e-05i,-0.0013898-6.1604e-05i,-0.0011477+0.00025692i,-0.00038655+0.00015636i,-0.00047096-0.0001848i,-1.049e-05-0.00049942i,0.00090419-0.00043035i,0.00081649+6.7893e-05i,0.0003266+0.00012996i,-0.00017133-0.0001767i,-0.0002158-0.00033167i,0.00030781-8.667e-06i,0.00064739+0.00011389i,0.00047182-8.4614e-05i,-2.6751e-05-0.00050252i,-0.00016379-0.0011554i,0.00018801-0.0006266i,0.0011506-0.00011198i,0.00075853-0.00013272i,-0.00025808+0.00021149i,-0.00045839+0.00048375i,0.00056122+0.00053599i,0.00073021+0.00059733i
0.00054948+0.0021461i,0.00019117+0.00019907i,0.0018499-0.00043453i,0.001678-0.0013632i,0.00029232-0.0016487i,6.831e-05-0.00078827i,0.0002049-0.00044042i,0.00086164-0.00018032i,0.0010988+0.00092018i,0.000546+0.001246i,0.00017058+0.00032768i,-0.00062748+8.1031e-06i,-0.0004094+0.00073303i,0.00019516+0.00087897i,-0.00032449+0.00020401i,-0.00069305-0.00061346i,-0.00021753-0.0016579i,0.00050035-0.0013101i,0.00047728-0.00015131i,0.00015182-5.9672e-05i,0.000117-0.00035011i,-0.00082431-0.00067443i,-0.0016387-0.0011248i
0.00011366+0.0010094i,0.00037623-4.1896e-05i,0.00061916-0.00069779i,0.00017254-0.0015776i,-0.00046358-0.0020124i,-0.00077395-0.00075253i,-0.0011088+0.00057217i,-0.0011403+0.0010958i,-0.0006669+0.00020071i,-0.00017069-0.00076052i,0.00028182-0.00026285i,-1.5435e-05+0.00037019i,-0.00016892-0.00018085i,5.8029e-05-0.00085387i,0.00069728-0.00063223i,0.00061394+0.00028536i,-0.0005027-1.6387e-05i,-0.00037791-0.0004341i,-2.3242e-05-0.00032112i,-0.00031735-0.00012093i,-0.00023744-0.00023682i,1.418e-05-0.00063041i,-0.00033249-0.00070208i
0.0022918-0.00013681i,0.001664+0.00057659i,0.0009196-0.00044131i,0.00022178-0.0021146i,-0.0010333-0.0028471i,-0.0011024-0.0019756i,-0.00025089-0.00021224i,0.00068782+0.0010269i,0.0013229+0.00094386i,0.00097317+0.00024668i,0.0003065-0.00023632i,5.7484e-05-0.00022531i,0.00019212+0.0004066i,0.00039738+0.0013466i,5.3501e-06+0.00095468i,-0.00056808-0.00020173i,-0.00046445-2.4237e-05i,0.00049288+0.00056679i,0.00028813+5.3028e-05i,4.5721e-05-0.00080011i,0.00045469-0.00059308i,-0.00053423-0.00020437i,-0.0010599-0.00038458i
0.0006798+0.0016477i,0.00097705+0.0010548i,0.0011122+0.00044236i,0.0013786+0.00021511i,0.00075716+7.9723e-05i,-0.00052137+0.00059083i,-0.00057052+0.00065362i,0.0006207+0.00023413i,0.00081264+0.00016627i,0.00046608-0.00020787i,0.00052314-0.00068123i,7.343e-05-0.00037411i,0.00034636+0.00032546i,0.00039284+0.00050772i,2.2327e-05+0.0002141i,9.8666e-05+3.1266e-05i,0.00041536+0.00056722i,0.0012618+0.0007754i,0.0008441-0.0001485i,4.6497e-05-0.00080621i,-0.00071866-0.00097881i,-0.00062482-0.0011258i,-0.0004353-0.00072862i
-0.00027362-0.0009059i,-0.0002724-0.00051345i,-0.0016441-0.00016807i,-0.0015923-0.00042773i,-0.00083507-0.0015475i,-0.00057894-0.00090012i,-0.00070794+0.00033265i,-0.00081307-1.6109e-05i,-0.00061491-0.00025881i,-0.00020867-0.00038388i,0.00024383+0.0004103i,0.00073025+0.0011215i,0.0004958+0.0010096i,0.00053918+0.00023334i,0.00054494-0.00077461i,2.8818e-06-0.00040456i,-0.00032909-0.00022777i,-0.00079632-0.00082269i,-0.00092519-0.00073434i,-0.00040333-0.00028264i,0.00037802-0.00081261i,0.00050006-0.0012538i,-0.00034703-4.3745e-05i
