-0.002402+0.0011997i,-0.0016002+0.00032854i,-0.0014519+0.00095806i,-0.00098598+0.00090415i,-0.00094428+0.0013739i,-0.00033956+0.0016513i,-0.00019024+0.0022341i,-0.00023192+0.0024737i,0.00030415+0.001805i,0.0010752+0.00046234i,0.0016033-0.00043322i,0.0017996-0.0014675i,0.0011391-0.0016728i,1.3031e-05-0.0018003i,0.00030769-0.0016782i,0.0006087-0.00030246i,0.00057695+0.00010272i,0.00027855+0.00032221i,-0.00048462+0.00036774i,-0.00050071-0.00048907i,8.4984e-05+0.00044421i,0.00011788+0.0015944i,0.00031766+0.0011541i
-0.00066659-0.0014041i,-0.0013893-0.00057186i,-0.0012569+8.152e-05i,-0.0009299+0.00053984i,-0.0010955-0.0007268i,-0.0017737-0.0012858i,-0.00205-0.00076542i,-0.0019878-0.00027702i,-0.0016221+0.00032872i,-0.00022436+0.00048412i,0.00095314+0.00055186i,0.00047936-0.00067217i,-0.00038823-0.0011384i,-0.00069347-0.00030103i,-0.00033989+4.0278e-05i,0.00013215+5.9887e-05i,0.00051406-2.2609e-06i,0.0008287-0.00027424i,0.00017738+0.00030639i,-0.00021444+0.00049208i,-0.00017426-0.0001657i,0.00034013+0.00017387i,0.00025058+0.00072844i
-0.0027268+0.0038658i,-0.0019909+0.0023891i,0.00012574+0.0012651i,0.0010266+0.00026119i,0.001516-0.00020731i,0.00071131-0.00029312i,-0.00058964-0.00019178i,-0.00098196+0.001112i,-0.0007288+0.001794i,-0.00049346+0.0015357i,-0.00020098+0.0011887i,0.00012424+0.00066424i,0.00019365+1.259e-06i,0.00038935-0.00078025i,-6.4123e-06-0.0011511i,-9.7508e-05-0.00096112i,-0.00043898-0.00016075i,-0.0007933-0.00038326i,-0.00045698-0.0014873i,-2.4497e-05-0.0011683i,-7.9282e-05+2.8659e-05i,-0.00042266+0.00032192i,-5.6056e-05-0.00047179i
-0.00039144+0.0018403i,-0.00058914+0.0024756i,0.0017+0.0020686i,0.0025859+0.00015848i,0.0012677-0.0011123i,-0.00030044-0.00076017i,-0.0014223-0.00067445i,-0.0016546-0.0010815i,-0.0014057-0.00040301i,-0.00029817-0.00012029i,0.0014784-0.00092541i,0.0015751-0.0011083i,-0.00056067-0.00075549i,-0.00055191-0.0011067i,0.00052515-0.0010079i,0.0012004-0.00067217i,0.0010514-0.00030849i,0.00044217+0.00011407i,-3.5245e-05-8.6404e-05i,-0.00052317-0.00025828i,-0.00048827+0.00023557i,-0.0011268+0.00047659i,-0.00084198+0.00027091i
0.0024453+0.00043026i,0.0008804+0.0014559i,-0.0014014+0.00089864i,-0.0024214+0.00024625i,-0.0020718+2.8848e-05i,-0.0013173+0.00034159i,-0.0015573+0.00023155i,-0.0013289+0.00017526i,-0.0005918+7.4252e-05i,-0.00078596+0.00058555i,-0.00096229+0.0012808i,-0.00072033+0.0016929i,-0.00027144+0.00048561i,0.00022016+0.00015665i,0.00017475+0.0011931i,0.00044948+0.0010134i,0.00054349+0.00098301i,0.00088324+0.0011294i,0.00078171+0.00010375i,0.00049735-0.00086604i,0.0001966-0.00048815i,9.5999e-05+0.00025698i,0.00010711+0.00089789i
-0.0033468+0.00053911i,-0.0034292+0.00057626i,-0.0015947+0.00048978i,-0.00056423+0.0002956i,-0.00052694-0.00018478i,-0.00076186-0.00094108i,-0.00032718-0.00054009i,-0.00045209+0.00031518i,-0.001329+0.00043105i,-0.00087717-0.00035876i,0.00010464-0.0011602i,0.00041659-0.0013363i,0.00051369-0.00044362i,3.9008e-05+0.00049649i,-0.00055986+0.00045989i,-1.3333e-05+8.1966e-05i,-6.6208e-05-0.00019855i,-0.00079084+0.00030309i,-0.00053771+0.00063359i,-0.0001346-4.9822e-06i,0.00039641+9.2649e-05i,0.00052784+0.00016342i,0.00017467-0.00027313i
0.0018277-0.00040244i,0.00045507-0.00056709i,-0.00027985+0.00010973i,-5.5993e-05+0.00016358i,2.3994e-05-0.00062832i,-0.00061385-0.00052487i,-0.0012153-0.0002641i,-0.0010972+0.00083893i,-0.0010126+0.00069265i,-0.00041805+0.00043617i,-8.7828e-05+0.0011981i,7.2444e-05+0.0015112i,0.00024961+0.00095649i,0.00049404+0.00044295i,0.00029811+0.00049963i,-6.624e-05+0.00056309i,-0.0008292+0.00019664i,-0.001077-0.00017691i,0.00020981-0.00064805i,0.00072733-0.00027832i,-5.142e-05+0.00022926i,-0.0004409+0.00032462i,0.00031238+0.00023212i
-0.0026303+0.0029004i,-0.0033613+0.0032955i,-0.003178+0.0020698i,-0.0011612+0.0015545i,0.00067801+0.00028814i,0.00065723-0.0011649i,2.3795e-05-0.00078954i,-0.0007224-0.0004278i,-0.00099011-0.00061202i,-0.0004756-0.00076827i,0.00014273-0.00076463i,-1.974e-05+5.8112e-05i,-0.0005668+0.0003916i,9.1852e-05+0.00017346i,0.00025164-8.4172e-05i,-0.00072283-0.00035078i,0.00017893-0.00011934i,0.0012019-0.0005342i,0.00056498-0.00042759i,0.00026488-0.0004568i,0.00034021-0.00018551i,0.00028994+0.00035955i,-0.00031147+0.00073647i
0.0020276-0.0015361i,0.0010172-0.001592i,0.00046859-0.00093823i,-0.00024919-0.00019467i,-0.0012212-0.00027187i,-0.0012432-0.00074411i,-0.00089507-0.0007205i,-0.0012206+7.6693e-05i,-0.0005898+0.00023788i,0.00034224+0.00055206i,0.00041709+0.0010691i,0.00022337+0.00070876i,-0.00018738+0.00051462i,-0.00060336+0.00081658i,-0.00053862+0.00080059i,-0.00034068+0.00038444i,-0.00016458-0.00027363i,-0.00015593-0.00031182i,-0.00080547+0.00016069i,-0.00047544+8.4947e-05i,0.00012248+0.00032418i,-7.2084e-05-9.4068e-05i,-0.00020882-0.00053375i
0.0013563+0.0019553i,0.0009131+0.0017316i,-0.00078994+0.00055433i,-0.0014006+0.00075241i,-0.0012599+0.0012879i,-0.0012051+0.0011782i,-0.001175+0.00059229i,-0.00063073+0.00066857i,0.00029938+0.00051583i,0.00043392-0.00082053i,-0.00027445-0.0012744i,-0.0010921-0.0010268i,-0.002053-0.0006617i,-0.0019108-0.00019155i,-0.0014513+0.00017424i,-0.0011443+8.8993e-05i,-0.0009039-0.00017599i,-0.00042908+0.00023187i,0.00026714+0.00082325i,0.00055511+0.0007443i,5.5358e-05+0.00065512i,0.00051277+0.00011283i,0.0012266-0.00025587i
-0.0010505-0.0034934i,-0.0018188-0.00305i,-0.0021868-0.0027757i,-0.0022073-0.0017744i,-0.0010586-0.0018109i,-0.0011698-0.0023032i,-0.0018262-0.0014607i,-0.0011662-0.00048122i,-0.00033001+0.00016878i,0.0007837+0.00062165i,0.0012393+0.00017699i,0.0011675+0.00024268i,0.00078269+0.0011612i,-0.00034749+0.0016152i,-0.001236+0.0014761i,-0.0011306+0.00076126i,-0.00041477+0.00012893i,-0.00022048-0.00081138i,-0.00040962-0.00093248i,-0.00038165-1.7593e-05i,2.2157e-06-0.00011797i,-5.283e-05-0.00057547i,-0.00016353-0.00046592i
-0.001205+0.0028433i,-0.00086859+0.0041138i,-0.00047673+0.0037807i,0.00065896+0.0027209i,0.0014692+0.0016575i,0.00057228+0.00022861i,-0.00080044-0.00018545i,-0.00091002+0.00032664i,9.9996e-05+0.00025759i,0.00037933+0.00030098i,0.00037085+0.00015873i,-0.00016806-0.00038776i,-0.00028953-0.0007207i,0.0010206-0.00068173i,0.00080284-0.0013162i,6.4648e-05-0.0013059i,0.00049036-0.00059269i,0.00085591-0.00028911i,0.00057842-0.00093553i,1.076e-05-0.0010097i,-0.00019184-0.00018179i,0.00019645+0.00021392i,7.3156e-05+0.00019223i
-0.001191-0.00017037i,-0.00070805-9.4804e-05i,0.00067435-5.2064e-05i,0.0012349-0.0016249i,0.00027375-0.0031925i,-0.0014593-0.0025204i,-0.0019957-0.0017955i,-0.0011248-0.0011335i,-8.0924e-05-0.00043442i,0.00052887-7.5577e-05i,0.00020152+0.0010421i,-0.00028773+0.00083875i,-0.00091126-0.00058755i,-0.0011654-7.4152e-05i,-0.00039172+0.0011737i,3.9751e-05+0.00038333i,2.4324e-05-8.6775e-05i,0.00029025+0.00024516i,0.000141-3.8734e-05i,-0.00049553-0.00040033i,-3.7359e-05-0.00047858i,0.00026472-0.00035089i,-1.1368e-05-1.0196e-06i
0.0028884+0.00046014i,0.002843-0.00047647i,0.0017484-0.0010812i,-0.00042255-0.0003342i,-0.00099319-5.0704e-05i,-0.00055495+0.00040518i,-0.00068333+0.00063161i,-0.0010346+0.0013308i,0.00011311+0.0014304i,0.00091726+0.00070738i,-0.00048889+0.00062224i,-0.0015049+0.0006314i,-0.0012495+0.00061595i,-0.00077246+0.00058668i,-0.00075695+0.00087817i,-0.00072202+0.0003017i,-0.00040866-0.00012012i,0.00040041+0.0002699i,0.00070467+3.0519e-05i,0.00012739-5.0642e-05i,5.0259e-05-0.00054739i,8.495e-05-0.0011612i,-0.00057056-0.00085518i
-0.0039048+0.0010038i,-0.005027+0.0020247i,-0.0040811+0.0010342i,-0.0013443-0.00061012i,-0.00047336-0.0008421i,-0.0009321-0.00027864i,-0.00084078-0.00039865i,-0.00096906+5.4087e-06i,-0.001371+0.00018879i,-0.00084695-0.00024075i,-8.6997e-05-0.0002091i,3.877e-06+0.00062027i,0.00020867+0.0011319i,0.00057973+0.00059915i,0.001223+5.8627e-05i,0.00015872+0.00035841i,-0.00073147+0.00032499i,0.00047015+0.00036879i,0.00071289+0.00050913i,0.00056084-0.00036932i,0.00042667-0.00093864i,-0.00026144-0.00034828i,4.3569e-05+0.00049785i
-0.00037991-0.0028465i,-0.00117-0.0028561i,-0.0016813-0.0016931i,-0.0020389-0.00024503i,-0.00093311+0.00042592i,4.1051e-05+2.5728e-05i,-0.00029659-0.00038835i,-0.000668+0.00031459i,-0.0002532-0.00014062i,0.00039093-0.00016861i,0.00062512+0.00092774i,0.00044644+0.00047874i,0.00065683-0.0007818i,0.00063341-0.0010285i,0.00059173-0.00097371i,0.00062474-0.0012503i,0.00046626-0.00058601i,2.0409e-05-0.00017124i,-0.00028759-1.5081e-05i,0.00027204+7.1991e-05i,0.00062997-8.0774e-05i,0.00060171+7.8135e-05i,0.00016333-0.00028927i
-0.002574+0.0022922i,-0.0024376+0.0025528i,-0.00046613+0.0016967i,0.00078731+0.00053077i,0.0012407+0.00018283i,0.0011474-0.0003321i,0.00061951-0.00091161i,0.00010235-0.0013026i,0.00075436-0.0011412i,0.0012312-0.00039263i,0.00076951-0.00011634i,0.00090044+0.00093734i,0.0003241+0.00077082i,-0.00054395+0.00038063i,5.3335e-05+0.00047739i,0.00040355+0.00018293i,8.2286e-05-3.0218e-05i,0.00031185-0.00012115i,0.00094595-0.00032279i,0.00043939-0.00045969i,-9.2692e-05-0.00071501i,0.00020373-0.0012331i,0.00048052-0.0011339i
-0.0022586-0.0012315i,-0.0018761-0.0012739i,-0.0006192-0.00074639i,-0.00075232-4.8762e-05i,-9.9626e-05-0.00030802i,0.0010385-0.00039522i,0.00026809+0.00056703i,-0.00058654+0.0017363i,-0.00014888+0.0017965i,0.0003771+0.0011853i,0.00025103+0.00044202i,0.00034462+0.00034391i,0.00048968+0.00014226i,0.0001423-0.00023272i,0.00016843-0.00040305i,0.00038286+0.00010982i,1.1177e-05+0.00043862i,-3.8826e-05-9.3232e-05i,-0.00012824-0.00011154i,-0.00046864-0.00047337i,-0.00041363-0.00068755i,-0.00044387-0.00062682i,-0.0004841-0.00059069i
0.0013064+0.0020018i,0.0011664+0.0017739i,0.0010286+0.00088003i,0.0011886-0.00020645i,0.0012283-0.00054209i,0.00071079-0.00068534i,4.2271e-05-0.00056787i,-0.00053614-0.00073198i,-0.00027299-0.0001214i,-0.00043193+0.0010604i,-0.00052911+0.00039885i,0.00010834-0.00068454i,-0.00033789-0.00026157i,-0.00095073+0.00042837i,-0.00098108+0.00055435i,-0.00073856+0.0002821i,0.00048702-0.00028708i,0.0011633-0.00081848i,0.00065521-0.00048708i,-5.9335e-05-0.00022409i,-4.944e-05-0.00030075i,-2.4646e-05-0.00022294i,-0.00062417-0.00058447i
-0.00076232-0.00058019i,-0.00082888-0.00084899i,-0.00041935-0.0015991i,-0.0014847-0.0018662i,-0.0017243-0.0012622i,-0.0016355-0.00080382i,-0.0012269-0.00044662i,-0.00078788+0.00064794i,-0.0001318+0.0013731i,0.0010394+0.0011395i,0.0014629+0.0012383i,0.00059173+0.00062064i,-0.00068341+1.1679e-05i,-0.00098779+8.1159e-05i,-1.5274e-05-0.00026477i,0.00052114-0.00021826i,0.00013605-2.7076e-05i,-0.00046297-4.2149e-05i,-0.00068259-0.0001527i,-0.00012438-1.8055e-05i,0.0002273+0.00037026i,7.2094e-05+0.00046925i,7.772e-05+0.00010461i
-0.00029597+0.00035075i,-0.00045875+0.0016298i,-0.00036432+0.0026167i,-6.3709e-05+0.0019157i,-0.00064871+1.3398e-05i,-0.00076577-0.00092864i,-0.00080087-0.001697i,-0.00084134-0.0014593i,-0.00044032-0.00011572i,0.00029354-2.009e-05i,-0.00029778-0.00056205i,-0.00066759+4.8717e-05i,-0.00071242+0.00020564i,-0.00086799+0.00029027i,4.0876e-05+0.0007452i,0.00040331+0.00018097i,0.00054648+9.6675e-05i,0.00083397+0.00025119i,0.00084737+4.7722e-05i,0.00074872-0.00020301i,0.00044664-0.00049991i,0.00021248-0.00020824i,-0.00030527+0.00046167i
-0.001388-0.0017947i,-0.0028119-0.00101i,-0.0030237-0.00098682i,-0.0020298-0.0021048i,-0.00098627-0.0021028i,-0.00043711-0.0011066i,-0.00049373-0.00042786i,-0.00054964-0.0001561i,-0.00040466+0.00040956i,0.00011137+0.0015251i,0.0002012+0.0018454i,0.00013323+0.0010054i,0.00068695-0.00016439i,0.00061396-0.00068846i,0.00087301-0.0009592i,0.0012166-0.00079617i,0.0005401-0.0007169i,-0.0002548-0.00035663i,-0.00033361+0.00041242i,6.7177e-05+0.00022914i,0.0003655+0.00012162i,0.00013643+0.00010419i,-0.0003278-0.00014227i
-0.0017401+0.00027869i,-0.0009132+0.0015893i,-0.00017592+0.0028974i,0.0017393+0.0023723i,0.0025019+0.0018781i,0.0017368+0.0019138i,0.00051439+0.00057482i,-0.00017134-0.00028417i,-0.00018515+0.0001554i,-0.00026624+0.00091117i,-0.00026073+0.001485i,0.0005655+0.0014453i,0.00040332+0.00066541i,0.00042853-0.00017521i,0.0013233+0.00030193i,0.0011417+0.00031628i,0.0008529-0.00029593i,0.00052449+7.3753e-05i,-0.00028692-0.00018733i,-0.00036453-0.00075773i,-0.00012397-0.00097164i,-0.00074009-0.00057452i,-0.0012231+0.0007909i
0.0012484+0.0010423i,0.00070153+0.00096592i,0.00042867-0.0014435i,0.00057624-0.001965i,-0.00032369-0.00059116i,-0.0010771-0.00024829i,-0.00070343-3.4399e-05i,-0.00044102+0.0011368i,-0.00014874+0.0012378i,-8.1176e-05+0.00025451i,5.301e-06+0.00023395i,3.5523e-05+0.0013429i,-9.103e-05+0.0012198i,-9.6083e-05+0.00086825i,-0.00045421+0.00086456i,-0.00059147+0.00034821i,-0.00021332+3.4598e-05i,-0.00026918+0.0001202i,0.00025228+0.00025957i,0.001426-2.1115e-05i,0.00087498-0.0003599i,0.00074821-0.00054657i,0.00057132-0.0001548i
0.0019054-0.0020923i,0.0019337-0.0012642i,0.00096014+0.00090388i,3.5815e-05+0.0024681i,-1.9548e-05+0.0015561i,0.00065063+0.00040245i,0.00015696+0.00076201i,-0.00089311+0.0013697i,-0.00063347+0.001106i,-0.00023013+0.00059748i,-2.5588e-05+0.00085355i,0.00034314+0.0006494i,0.00041389-4.5219e-05i,0.00016095+0.00067542i,0.00010028+0.0012986i,-0.00018685+0.00072407i,-0.00025174+0.00027521i,-0.00030426-0.00038171i,6.8958e-05-0.00099562i,0.00094957-0.00054395i,0.00014811+0.00022056i,-0.0016692+0.00036353i,-0.0013002+0.00014284i
-0.0028725+0.0035279i,-0.0031588+0.0029475i,-0.0024756+0.0012358i,-0.00069293-0.00056635i,0.001283-0.00064912i,0.0019373-0.00011722i,-0.00022833+0.0010438i,-0.0018257+0.00080182i,-0.00058781-0.00037593i,0.00076847+1.1299e-05i,0.00055609+0.00051587i,-0.00019087+0.00052583i,-0.00045143+0.00046902i,-0.00063268+3.9341e-06i,-0.00054192-0.00062987i,-0.00016463-0.00045192i,0.00034626-0.000469i,0.00070657-0.00022898i,9.2407e-05+0.00017569i,-1.3057e-05-8.8156e-05i,0.00093176-0.00014125i,0.0012547+0.00047066i,0.00084799+0.00020027i
-0.0012307-0.0031709i,-0.0015059-0.0017571i,-0.00095718+0.00093011i,0.00048108+0.0024665i,0.0014101+0.002322i,0.00096797+0.001212i,0.00059481+0.00021454i,0.00034916-0.00017493i,-0.00034124+0.00036934i,-0.00086677+0.00049606i,-0.00067882-5.5946e-05i,-0.00021366-0.00086086i,0.00033428-0.0014923i,0.00044579-0.00039183i,0.00032647+0.00085601i,0.00028981+0.00085464i,-0.000186+0.00036701i,-0.00045681+0.00036666i,-8.3873e-05+0.000313i,1.4456e-05+0.00029362i,-2.5315e-05+0.0012141i,-0.00044009+0.0014178i,-0.00031507+0.00084228i
0.0012059+0.0038347i,0.00063082+0.0037978i,-0.00016522+0.0025861i,-0.0011949+0.0015645i,-0.00079282+0.0010261i,0.00082609+0.00064508i,0.00060001+0.0014838i,-0.00060308+0.0022256i,-0.00087772+0.0011121i,-0.00042269-0.00032492i,0.00027817-0.00080787i,0.00053403-0.00031322i,0.0007515+0.00087195i,0.001358+0.0011524i,0.00084876+0.0007135i,0.00052426-0.000218i,0.0013282-0.00056462i,0.00042859+0.00027222i,1.6002e-05+0.00012629i,0.00074063-0.00052666i,0.00064298-4.6076e-06i,0.00014724+0.00055616i,-0.00058008+1.9384e-05i
-0.0031457-0.0007088i,-0.0033203-0.00025354i,-0.0015087+0.0018022i,0.00023766+0.0031877i,0.00017184+0.0013341i,-0.00057546-0.00061789i,-0.001277-0.00024157i,-0.0010219+0.00048184i,-5.9786e-05+0.00065391i,0.00011026+7.1415e-05i,0.00012651-0.00069366i,0.00022554-0.00037451i,0.00037899+0.00010267i,0.00022276+0.00064895i,0.00015467+0.0013008i,-4.4414e-05+0.00091318i,-0.00053161+0.00090412i,-0.00072076+0.0010408i,-0.00088381+0.00021654i,-0.00085599+7.6141e-05i,-0.00032295-0.00049627i,5.4515e-05-0.001208i,-0.00018454-0.00030877i
0.0025853+0.0016883i,0.0026186+0.00048257i,0.00037773-0.00047565i,-0.0010715-0.0013718i,-0.00065108-0.0020478i,-0.00084711-0.0015032i,-0.001582-0.00010667i,-0.0019299+0.00057906i,-0.00088149+0.00054939i,0.00038478+0.00052946i,0.00069644+0.00019174i,0.000453-0.00027946i,0.00030874+0.0001732i,-0.00039694+0.00058415i,-0.00079287+0.00070263i,-0.00077899+0.00035031i,-0.00043039-1.2685e-05i,0.00027317+6.5013e-05i,0.00062484-0.00041104i,0.00045491-0.0002771i,0.00014388+0.00052193i,-3.4245e-05+2.5322e-05i,0.00022889-0.00029632i
-0.004619+0.00076916i,-0.0045764+0.0011539i,-0.0021294+0.0021627i,0.00049771+0.0015422i,0.0017034+0.00084388i,0.002065+0.00025544i,0.0013918-9.3814e-05i,0.00026558+0.0001327i,-5.5324e-06+0.00033665i,0.0001167+0.0009872i,0.0003093+0.001398i,0.00026205+0.00030323i,-0.00082193-0.0011696i,-0.0015689-0.0012786i,-0.0011152-0.0010617i,-0.00015891-0.0013629i,0.00049431-0.0011333i,0.00034484-0.00084691i,-9.1473e-05-0.00070446i,0.00032837-0.00049344i,0.00050884-0.00032091i,7.7206e-05-0.00046819i,-0.00027244-0.0005784i
-0.00094177+5.0642e-05i,-0.0016548-4.5947e-05i,-0.0011903+0.00016388i,-0.0005026+0.00046352i,-0.00047482-0.00018346i,-0.0004406-0.0015636i,-0.00080691-0.0015408i,-0.0010032-0.0002658i,-0.00033085+0.00023402i,0.00013737+0.00046269i,0.0007806+0.00033584i,0.0013108+0.00039633i,0.00099742+0.00033268i,4.85e-05-3.5608e-05i,-0.00077192-0.00014941i,-0.00024878-0.00094371i,0.00034505-0.0013475i,3.2826e-05-0.0012912i,9.282e-05-0.0014528i,0.00043531-0.00089681i,0.0005871-0.00014032i,-8.2861e-05+0.00013339i,-0.00045241-6.7944e-06i
2.4485e-06+0.0029472i,0.00034812+0.004791i,0.000648+0.0027604i,0.0012492+0.00018111i,0.0013354-0.00045617i,0.00072446-0.00073117i,-0.00024677-0.00059135i,-0.0011187-0.00018472i,-0.00052663+2.3431e-05i,0.00033357+0.00036035i,-0.00036366+0.00033115i,-0.00097267-0.0002121i,-0.00074489-7.3841e-05i,-0.00042942+0.00010933i,-0.00043547-0.00038335i,-0.00042272-0.00051655i,0.00027023-0.00027068i,0.0014034+9.037e-06i,0.0018814+0.00033565i,0.0011097+0.0003355i,-6.1598e-05+7.0704e-05i,-0.000559-0.00046205i,-6.3733e-05-0.00044741i
-0.00138-0.0042852i,-0.0027104-0.0053547i,-0.0017921-0.0037843i,-0.0011457-0.0013385i,-0.001033-0.00057243i,-0.00078191+0.00033649i,-0.00073267+0.0004539i,-0.00023128-0.00012376i,0.00017857-0.00022556i,0.00021165-0.00068642i,0.00076405-0.00058434i,0.0010627+6.6543e-05i,0.00070473+0.00030875i,0.00047542+0.00033358i,0.00013009-3.8317e-05i,0.00022674-0.0003434i,0.00015553-0.00080159i,0.00073976-0.0014777i,0.00074775-0.00091446i,9.7502e-05-0.00038014i,0.00028377-0.00012753i,-0.00037914+0.00059675i,-0.0011764+0.00053546i
-0.00090866+0.0010081i,-0.0006367+0.0028917i,-0.00049532+0.0028611i,-0.00034383+0.0019242i,0.00025823+0.0013218i,0.00052798+0.00049036i,0.00014286+0.00071002i,-0.00087196+0.00090298i,-0.0011627+0.00039056i,-0.00078917-0.00068502i,1.082e-05-0.00097915i,-0.00026211+4.1546e-05i,4.9208e-06-0.00035311i,0.00075619-0.0012495i,0.0001708-0.00089118i,0.00021131+0.00033601i,0.0005484+0.00060265i,0.00054736+4.4843e-06i,0.00012862-0.00022863i,-0.00083304-0.00039826i,-0.00064421-0.00035085i,-8.1767e-06-0.00039156i,0.00073528+5.7352e-05i
-0.005409-0.00072731i,-0.0047345-0.0013003i,-0.0025226-0.00081294i,-0.0010748-0.00034467i,0.00023037-8.3717e-06i,0.00085158-0.00074444i,0.00015059-0.00072748i,0.00044001+0.0001997i,0.00085006+0.0002298i,0.00018383-0.00054105i,0.00056094-0.0012683i,0.0013594-0.00085207i,0.0010409-0.00028308i,0.00056616-0.00012513i,0.00073999-6.5533e-05i,0.0010368+5.5622e-06i,0.00079488-0.00017461i,0.00055251+0.00033141i,0.00026705+0.00051722i,-9.5584e-05-0.00081069i,-0.00030169-0.0010123i,-0.00025657-0.00044082i,6.4942e-05-0.00036666i
-0.00051659+0.00051748i,0.00078957+0.0018178i,0.0022185+0.0028687i,0.0019255+0.0031696i,0.00074875+0.002068i,0.00059862+0.00015783i,0.00049-0.0010633i,-0.00014074-0.00048942i,-0.00073517+8.6721e-05i,-0.00064554-0.00016589i,-0.00035701+6.0983e-05i,0.00060191+4.492e-05i,0.00053826-0.00047966i,0.00011357-0.00079666i,0.00064046-0.0012136i,0.00026903-0.0012646i,-0.00013907-0.00058441i,0.00025876-0.00024912i,0.00039702-0.00014543i,0.00011312-2.6021e-05i,-0.00041263+8.071e-05i,-0.00068399-4.7244e-05i,-0.00074787-2.1657e-06i
-0.0035992+0.00012243i,-0.0048864+0.00052429i,-0.0036552+0.0004873i,-0.0020771+0.0013088i,-0.0010174+0.0020506i,-0.00068408+0.0016784i,-0.00024105+0.00060943i,0.0001349+0.00026519i,0.00012776+0.00074185i,0.00024423+0.00042176i,0.00099068-0.00025033i,0.0013978-0.00027211i,0.0010447-0.00029155i,0.00093564-0.00018758i,0.00062977+0.0001251i,0.00053363-0.00081921i,0.00050311-0.0016372i,0.00015227-0.00055701i,-0.00017812+0.00031986i,-0.00037125-0.0003598i,-0.00056392-0.000968i,-8.2277e-05-0.00057982i,0.00015279+0.00012516i
0.0025093+0.00044628i,0.003887+0.00012902i,0.0026948-0.00030524i,0.00044906-0.0010866i,-0.00050174-0.001129i,-0.0012581-0.00074923i,-0.0013453-0.00030348i,-0.00091943+0.00013972i,-0.00082564+0.00041156i,-0.00016597+0.0009675i,0.00041352+0.00099789i,0.00070333+0.00066379i,0.00081669+0.0007541i,0.00050124+0.00037273i,0.00047477+0.00023396i,0.00043363+0.00025009i,0.00026256+9.4796e-05i,-0.00013566+0.0003247i,-0.00026725+0.00026612i,-0.00017666-0.00023142i,-9.6062e-05-0.00042668i,8.2096e-05-0.00058567i,-5.271e-05-0.00010116i
6.6652e-05+0.00051703i,-0.0010574+0.0011561i,-0.0011982+0.00053233i,-0.00063414-0.00067556i,-0.00044756-0.0012996i,-0.00082095-0.0016174i,-0.0012163-0.0014295i,-0.00088183-4.7297e-06i,-0.00023923+0.0015614i,-0.00012825+0.0011884i,0.00018491+0.00030382i,0.00054171-0.00068963i,-0.00063769-0.0013779i,-0.0011854-0.00064384i,-0.00093547+0.00011174i,-0.00077406-7.8218e-05i,-0.00048829+0.00039092i,-0.00036022+0.0010325i,-8.0048e-05+0.00025426i,0.00082069+0.00078034i,0.00073352+0.0019066i,4.4271e-05+0.00076339i,-0.00027537-0.00036148i
-0.00016566+0.0024414i,3.547e-05+0.0021319i,0.0009473+0.0016965i,0.002239+0.001039i,0.0021706+0.00059584i,0.00063573-0.00025624i,-0.00031332-0.0010338i,-0.00028192+0.00018583i,5.3387e-05+0.0017586i,-0.00036454+0.0018135i,-0.00010274+0.0010738i,0.00021958+0.00031261i,-0.00025854+0.00030922i,-0.00023134-0.00019464i,-0.00039957-0.00071281i,-0.00016894-0.00045319i,0.00025736-0.00025527i,0.00043669-0.00019207i,0.0001814-0.00015146i,-0.00039806+4.6593e-05i,0.00019927-2.6888e-05i,0.00069276-0.00026642i,-6.7567e-05+0.00033762i
-0.0022897-0.0027969i,-0.0024373-0.0012314i,-0.002331+6.1838e-05i,-0.00156+0.00018979i,0.0006316-0.0001262i,0.0016703+0.00049451i,0.0013269+0.00072199i,0.00072794-8.2308e-05i,-0.00016718-0.00025648i,-0.00076977+0.00061317i,-0.00063141+0.0012645i,0.00031815+0.00051529i,0.00076078+0.00022552i,0.00056957+0.00083502i,0.00056646+0.0011679i,0.00042331+0.0010063i,0.00020673+5.241e-05i,0.00053948-0.00024769i,0.0011421-0.00015662i,0.00068391-0.00021826i,-0.00014742-0.00018674i,0.00019669+7.7034e-05i,0.00074762+0.00082913i
0.0021105+0.00060196i,0.0030492+0.00087717i,0.0020634+0.00086097i,0.00027885+0.0010645i,-0.00021878+0.00081631i,-0.00014089+0.00050666i,-0.00017012+0.0004521i,0.00024751+0.00084502i,0.0011658+0.0013579i,0.0010266+0.00084534i,0.00010117+0.00020703i,-0.00019476+0.00014258i,0.00026847+0.00013902i,0.00062257+0.00034964i,0.00038294+0.00067745i,0.0002876+0.00038026i,0.00095339-0.00039538i,0.00044005-0.00097902i,-0.00040125-0.00087268i,9.0019e-05-0.00036248i,0.00027345-0.00010523i,-0.0001748-0.00016234i,-0.00078689-0.00050194i
