-0.0038847+0.00019336i,-0.0032615-0.0013553i,-0.0041773+0.00030783i,-0.0034129+0.0018454i,-0.0012269+0.0023895i,1.868e-05+0.0030316i,-0.0010322+0.0032202i,-0.002061+0.0023228i,-0.0010871+0.0014266i,0.0004638+0.00061494i,0.00068107+0.00020151i,0.00042226+5.5198e-05i,0.00078261+0.00032241i,0.00037785+3.6537e-06i,-0.00013296-0.00021829i,0.00011345-3.4387e-05i,0.00073781-0.00015795i,0.00080408-2.71e-05i,0.00022645-5.1168e-05i,0.00013525-7.4745e-05i,-0.00023076+0.00021595i,-0.00063516+0.00049351i,-0.0003176+9.3056e-05i
-0.00044535+0.00065176i,-0.00031624+0.00078042i,-6.2862e-05+0.00053927i,-0.00038493+0.00034474i,3.6693e-05+8.4095e-05i,-5.4719e-05-0.00033127i,-0.00090976+0.00011731i,-0.00072731+0.00070305i,0.0004167+0.00098292i,0.00049714+0.0013441i,0.00031638+0.0014974i,0.00024075+0.0011624i,0.0002888+0.00090243i,-6.2353e-05+0.00037701i,-0.00056472-4.4749e-05i,-4.4842e-05+0.00020224i,-8.5633e-05+0.00041743i,-0.00072055+0.00046206i,-0.00099806+0.00020314i,-0.001717-0.00043416i,-0.0017748-0.00013895i,-0.0011769+0.00022837i,-0.0012057-1.1405e-05i
-0.00068681-0.0025331i,-0.00020215-0.001069i,0.00022299-0.00019996i,0.00050662+0.00024724i,0.00040318+0.00073125i,9.4795e-05+0.00056932i,-0.0010122+0.00091406i,-0.001556+0.0012494i,-0.00071188+0.00061394i,-0.00015423+0.00042046i,-0.00029163+0.0014057i,2.8271e-05+0.0012559i,0.00041075-0.00015951i,0.00024406-0.00096303i,-0.00034068-0.00041095i,-0.00055276+0.0002638i,0.00013775-0.00022015i,0.0005253-0.00048345i,0.00087312-0.00014649i,0.0010941-3.0922e-05i,0.0012336-0.00012268i,0.00081708-2.0692e-05i,0.00065481-0.00029954i
-0.00020391-0.00039635i,-0.0016002+0.00070245i,-0.001776+0.0018254i,-0.00029619+0.0018823i,0.0004799+0.001327i,0.0004751+0.0011674i,-0.00030937+0.00091891i,-0.00085942+0.0006441i,-0.00023894+0.00063242i,5.3476e-05+0.001582i,0.00016418+0.0017029i,9.4776e-05+0.0010022i,0.00045799+0.00044239i,0.00012792+0.00024284i,-0.00048259+6.7339e-05i,2.6867e-05-0.00056767i,0.00021987-0.00018044i,-0.00021261+0.00037874i,-0.0005505+0.00036635i,-0.00055927+0.00086124i,0.00036505+0.0010088i,0.00084301-0.00017125i,0.00034589-0.00065676i
-0.0022057+0.0018882i,-0.002116+0.0025513i,-0.00092485+0.0029155i,0.0017317+0.0022439i,0.0030101+0.0017116i,0.0016188+0.0012949i,-0.00022118+0.0012514i,-0.00087719+0.0011759i,-0.00064619+0.001511i,-0.00021275+0.0013659i,0.00062471+0.00024275i,0.00080442-0.00012839i,4.7099e-05-0.00093287i,-3.6683e-06-0.001138i,-0.00049727-0.00020712i,-0.0011719-0.00012721i,-0.0010562-0.0008289i,-0.0012668-0.0011428i,-0.0014684-0.0011806i,-0.0015509-0.0012383i,-0.001569-0.00047069i,-0.00077718+0.0002568i,-3.6712e-05-0.00063031i
-0.0028868-0.0028707i,-0.0021268-0.0023639i,-0.0028916-0.0012408i,-0.0028266-0.00036509i,-0.00092202-9.1933e-05i,0.00011775+0.00055384i,-0.00015603+0.0010502i,0.000267+0.0010613i,0.0003765+0.00097317i,5.61e-05+0.0012218i,0.0009013+0.0015636i,0.0010479+0.0014349i,0.0004083+0.00092903i,0.00012185+0.00025962i,-0.00051967-0.00019256i,-0.00038996-0.00051515i,0.00019955-0.00091792i,0.00028197-0.00093398i,0.00042468-0.00061507i,0.00020629-0.00039251i,0.00051941-0.00057581i,0.0010418-0.00078618i,0.0010981-0.00012092i
-0.00082724-0.00038082i,-0.00054939-0.0007375i,0.00035976-6.267e-05i,0.0010156+0.0010836i,0.0014492+0.0012029i,0.0015399+0.0006166i,0.00060397+0.0010337i,-0.00014368+0.0011009i,-0.00019035+0.00080575i,-3.2561e-05+0.0013436i,0.00072802+0.0013459i,0.0011016+0.00022559i,0.00046042-9.8881e-05i,-0.00021452+0.00022741i,-0.00056321+0.00066366i,-0.00028565+0.0006035i,-9.1562e-05+0.00042211i,6.9008e-05+5.0919e-05i,-2.2983e-05+0.00041272i,-0.00069558+0.00091491i,-0.00027834+0.00072482i,3.5471e-05+0.00014618i,-0.00014317-0.00048226i
0.00040547+0.0018155i,0.00084307+0.0011289i,0.0012508+0.00075862i,0.0012008+0.0011216i,0.0012554+0.00083009i,0.0011924-0.00028746i,-0.00031245+0.00016777i,-0.00082658+0.0012736i,-0.00021746+0.0015814i,-0.00025069+0.001299i,3.88e-05+0.00088713i,0.0002371+0.00058002i,7.098e-05+0.00013446i,-0.00039277-9.2149e-05i,-0.0011418-0.00025004i,-0.0012512-0.00034856i,-0.0010834-0.00019203i,-0.00036483-4.4742e-05i,0.00042442-0.00082472i,-1.318e-05-0.0013746i,-0.00074653-0.00095369i,-0.00015258-0.00024841i,0.00023814+0.0005153i
0.00049919-0.0016359i,-0.00028515-0.0007376i,-0.0013277-0.00099899i,-0.0021261-0.0009701i,-0.0018842-0.00030314i,-0.00097831+0.00074485i,0.00024462+0.0012827i,0.0005676+0.00085628i,-0.00018356+0.0006236i,-0.00090294+0.0010679i,-0.00087663+0.0011557i,-0.00025539+0.00034612i,0.0010461+0.00060295i,0.00086102+0.0010713i,0.00027754+0.00077302i,0.00021527+0.00085155i,0.00050828+0.00031489i,0.00082626+0.00027474i,0.00097214+0.00051162i,0.0012515+0.00050599i,0.00075549+0.00025797i,-7.9787e-05-3.1074e-05i,-0.00033867+0.00038942i
-0.0030432-0.0010457i,-0.0027247-0.00099323i,-0.0034173-8.1271e-05i,-0.0022061+0.0013077i,0.00015136+0.0014575i,0.0011842+0.001168i,0.00019275+0.0010571i,-0.00069164+0.00084703i,-0.0011356+0.00084888i,-0.00059807+0.00097243i,0.00081796+0.0010948i,0.0013421+0.0008639i,0.0013036+0.00015256i,0.00085605-0.00070862i,0.00047883-0.00095258i,0.00088997-0.00053303i,0.00034904-0.00026447i,-0.00092278-8.2959e-05i,-0.0017043+0.00048359i,-0.0022215+0.0011206i,-0.0015235+0.0014221i,0.00038599+0.00081028i,0.0012493+0.00059703i
0.0010878-0.0015757i,0.00079278-0.0012211i,0.00093955-0.0012813i,0.0008996-0.0010309i,6.3561e-05-0.00052027i,-9.6047e-05+0.00018503i,0.00019557+2.8887e-05i,0.00048328+0.00069583i,0.00081859+0.0013231i,0.00047605+0.0010379i,0.00040759+0.00096621i,0.00046032+0.00085961i,0.0003365-0.00027635i,0.00056327-0.00084384i,0.00066221-0.0010818i,0.00032925-0.00066995i,0.00036106+0.00053953i,0.00037461+0.0007066i,0.00036187+0.00026035i,0.00074188-0.0004856i,0.00061265-0.00044869i,-0.00022166+8.8522e-05i,8.8161e-05+0.00063259i
0.0015131-0.00067321i,0.0001292+0.00049326i,-0.0011314-0.00034926i,-0.00081779-0.0011054i,6.9829e-05+0.00028685i,-4.8721e-05+0.0011969i,-0.00082264+0.0011128i,-0.00054481+0.0013306i,-0.00081949+0.0017286i,-0.0015915+0.0013128i,-0.0009423+0.00044987i,0.00063251+0.00034236i,0.00073141+0.0009992i,0.0003554+0.00071424i,0.00053174-8.6287e-05i,0.00028894-0.00048149i,-3.0495e-05-0.00054047i,0.00033575-0.00055467i,0.00072012-5.5093e-05i,0.0001931+0.00083557i,-2.5845e-05+0.001116i,-0.00066664+0.00072317i,-0.00088177-0.0004558i
0.00017469+0.00024418i,0.00014117-0.00034124i,0.00084996-0.00020635i,0.00086311+0.0002207i,0.00050499-3.4582e-05i,1.1881e-06+0.00015408i,-0.00083107+0.0008297i,-0.00027697+0.0016237i,-0.00011115+0.0018412i,-0.0007508+0.0012611i,-0.00065495+0.00019905i,-0.00026324+1.3824e-05i,-0.00043243+0.00011439i,-0.0001645-0.0006068i,-0.0002188-0.00073941i,-0.00058318+0.0001452i,-0.00019687+0.00021126i,7.9466e-05-0.00012315i,-0.00044901-0.00029871i,-0.0014985-0.00056263i,-0.0011252+0.00034349i,0.00030798+0.00018956i,0.00093248-0.00075983i
0.00047469+3.4364e-05i,0.00033853-0.00033635i,0.00045526-0.0013005i,0.0010366-0.0008228i,0.00074665-0.00021282i,0.00030711+5.3869e-05i,-0.00036721+0.0010168i,-0.00095244+0.0014706i,-0.00055474+0.0011779i,-0.00018242+0.00081971i,-0.00031081+0.00060056i,-0.0002073+0.00080861i,0.0002663+0.0010769i,0.00074752+0.00096395i,0.00086535+0.00057015i,0.00084796+0.00010616i,2.5739e-05-0.00046949i,-0.0004377-0.0012525i,-0.00028224-0.0013286i,-0.00012732-0.00085008i,0.00022689-0.0011262i,0.00011075-0.00096073i,-0.00038977-0.0005014i
-0.00070351+0.00063545i,0.00029119+0.00048739i,0.0013591+0.0010944i,0.00095883+0.00094298i,0.0013216+0.00048643i,0.0010329+0.00082284i,-0.00022805+0.00088594i,-0.0010187+0.0016312i,-0.00038569+0.0018105i,0.00036686+0.00074187i,0.00025215+0.00044248i,0.00067772-0.00025413i,0.00045565-0.00045482i,-0.00054979+0.00039722i,-0.00099981+7.1277e-05i,-0.00020881-0.00020332i,0.0001615+0.0002807i,-0.00018691+0.00056214i,-0.000159+0.0012001i,1.7628e-05+0.0016399i,0.00014236+0.00049017i,0.00017896-8.6614e-05i,0.0003294-0.00021189i
0.00073698+2.8907e-05i,0.0013467-0.0002285i,0.0013324+0.00019688i,0.00081292-4.5232e-05i,0.00095392-0.00037718i,0.00096531+0.00056067i,5.2341e-05+0.0015507i,-0.00074844+0.0015116i,-0.0002342+0.00068867i,0.0007909+0.00040321i,0.0011307+0.0006307i,0.00077874+0.00045593i,0.0003558-0.00045421i,-8.4773e-05-0.00069555i,-0.00036153-0.00053954i,-0.00035247-0.00034384i,-7.141e-05-0.00075391i,-7.0437e-05-0.0011187i,-0.00049331-0.0010414i,-0.00094606-0.0016452i,-0.0012628-0.0018597i,-0.00054229-0.0010346i,0.00042438+0.00024625i
0.0011778-0.00086545i,0.00070507-0.00047437i,0.00063881-0.00017121i,-0.00019795-0.00064761i,-0.00088308-0.0010107i,-0.00093043-0.00014872i,-0.00081198+0.00062868i,-0.00016642+0.00080644i,3.6766e-05+0.0012454i,-0.00043539+0.0018306i,-0.0011583+0.0017093i,-0.00102+0.0011557i,0.00071712-1.5134e-05i,0.0017108-0.00040143i,0.0007386-0.00031338i,-0.0003173-8.2292e-05i,-0.00010398-0.0001796i,0.00016936-0.0010455i,0.0009068-0.00060219i,0.0014717+0.00049092i,0.0013657-0.00026153i,0.00025431-0.00098571i,-0.00060187-0.00073607i
0.00097595+0.00083883i,0.00082012+0.0011734i,0.0011267-2.1192e-05i,0.0020759-0.00061428i,0.0018707-0.00035815i,0.00047208-0.0003396i,-6.9966e-05+0.00057973i,-0.00010166+0.0015107i,0.00014773+0.00049412i,0.00046608-0.00033483i,-0.00024128-0.00023518i,-0.00011328+0.00014249i,-3.4605e-07-0.00055214i,0.0005536-0.0013091i,0.00092714-0.00067875i,0.00039731+0.00013314i,8.2775e-05+0.00013467i,-0.00031528-0.0001483i,-0.00076089+0.00048976i,-0.00088603+0.00057247i,-0.00084015+0.00055036i,-0.00072998+0.00082708i,7.361e-05+0.00034861i
-0.00038994+0.0020577i,-0.00012706+0.002526i,0.00084393+0.0022273i,0.0019494+0.0020661i,0.0021826+0.0012728i,0.0012422-6.5509e-05i,-0.00019846+9.9792e-05i,-0.00031651+0.0014235i,0.00030098+0.0018911i,0.00036022+0.0012515i,-0.00014491+0.00031571i,-4.4872e-06-0.00070402i,-0.00047491-0.001274i,-0.00078484-0.0015168i,-0.0002892-0.0013628i,-1.527e-05-0.0006696i,0.00032209-0.00037192i,0.00039172-0.00040922i,0.00039368-0.00039977i,0.00047254-0.00067496i,0.00011268-0.00080143i,7.5815e-05-0.00023048i,-0.00013823+0.00048448i
-0.00097449-1.8871e-05i,0.00031945-0.00041023i,0.0013591-3.4776e-05i,0.0013198+0.00014448i,0.0014233+0.00083741i,0.00098508+0.00083896i,9.4673e-05+0.00055253i,-7.789e-05+0.00025339i,0.00011908-3.2255e-05i,9.6693e-05-1.6653e-05i,5.8808e-05+0.00017721i,0.00080973+0.0001884i,0.00051195-0.00019394i,-0.0002733-0.00058693i,-0.00030497-0.00050683i,0.00013648-0.0004159i,0.00039121-0.00074179i,0.00086145-0.00068083i,0.0011425+0.00041314i,0.00089428+0.0018817i,0.00038427+0.0021308i,0.00036678+0.00073664i,0.00055542-0.00028441i
-1.8275e-05-0.001684i,0.00068709-0.0018731i,-5.3943e-05-0.0015094i,-0.00040257-0.00086501i,0.00018208-5.2584e-05i,-0.0002715+0.00055697i,-0.00030916+0.00092029i,5.3015e-05+0.00076912i,-0.00054715+0.001164i,-0.00070187+0.001425i,-0.00026806+0.00084472i,-0.00010134+0.00031142i,0.00069767-0.00019673i,0.00060178-0.00040676i,-0.00040427-0.00022596i,-0.00064436+9.0737e-06i,-0.00065091-0.00060465i,-0.0011679-0.00028023i,-0.0016916+0.00032414i,-0.0014421+0.00054804i,-0.00066283+0.00038023i,0.00010322+0.00057152i,0.00017704+0.00073268i
0.0027701+0.0018072i,0.0025327+0.00035261i,0.0035687+0.00034357i,0.0031465-0.00028849i,0.0019489-0.0012498i,8.6837e-05-0.00075725i,-0.00072151+0.00052997i,0.00018854+0.0012965i,0.00063044+0.00086563i,0.00010445-9.9963e-05i,-0.00072249-0.00047038i,-0.0011575-0.00039715i,-0.00093912+0.00017082i,-0.00024123+0.00066732i,-0.00017507+0.00012445i,-0.00072209+0.00015706i,-0.00051392-0.00018085i,0.00083755-0.00079413i,0.0016173-0.00094902i,0.001546-0.00078554i,0.00099054-0.00042637i,0.00050253-0.00041914i,-0.00029931+5.1872e-06i
0.0034757-0.0027378i,0.0022054-0.0030124i,0.0016111-0.0042036i,0.0011645-0.003981i,0.00024626-0.0018596i,-0.00046091-0.00013822i,-0.0003998+0.0012459i,-0.00070068+0.0009425i,-0.0011264+0.00013977i,-0.00063537+0.00036132i,-0.00071626+0.00063463i,-0.00091395+0.0017064i,-0.00062248+0.0012229i,-0.00017509-0.00024392i,-0.00015838-0.00052734i,-0.0003157-0.00017303i,-0.00054637+0.00011393i,0.00030924+9.2358e-06i,0.00091043+0.00040964i,0.00039095+0.0012987i,-6.9288e-05+0.00091645i,-0.00011194-7.6336e-05i,-0.00010472-7.2683e-05i
-0.0012749+0.00040812i,-0.00097543+0.00075855i,-0.0010356+0.001201i,-0.00051943+0.001582i,5.4456e-05+0.0022138i,-1.5672e-07+0.0025575i,-0.00043368+0.001408i,-0.0005885+0.00033037i,-0.00046671+0.00049998i,-0.00026171+0.0010661i,-3.3164e-05+0.00097277i,0.00060519+0.00077414i,0.001492+0.00080932i,0.0017654-5.8863e-05i,0.0011787-0.00054517i,0.00069925-0.00018312i,0.00013061-0.00019264i,-0.00018805+5.2502e-05i,-0.00012959+0.00024348i,-0.00030118+0.00027657i,-0.00037205+8.4768e-05i,-0.00064346-0.00015942i,-0.0004194+0.00028773i
0.0016838+0.0020463i,0.0014636+0.0021262i,0.0020133+0.00027383i,0.0028048-0.00090405i,0.0021736-0.00071355i,-0.00013869-0.00042184i,-0.0017012-5.344e-05i,-0.00085247+0.00041384i,0.00056732+0.00063451i,0.00099511+0.00062449i,0.00090723+0.00049308i,-6.509e-05+6.3882e-05i,-0.00010311-0.00016856i,0.00065219+0.00012723i,0.00081587+0.00015926i,0.00049662+0.00010109i,0.00058713-0.00066383i,0.00079642-0.0010058i,0.001076-0.00033303i,0.0011171-0.00022531i,0.00015313-0.00055639i,-9.5528e-05-0.00065585i,-8.7029e-05-0.00098063i
0.00035976-0.00097177i,5.0908e-05-0.00081265i,-0.00013125-0.0012396i,3.8264e-06-0.0004217i,0.00081382+0.00082158i,0.0011812+0.0011541i,0.00076302+0.00097062i,0.00061927+0.00073646i,0.00074851+0.00054352i,0.00019205+0.00090126i,-0.00016217+0.0010691i,0.00079006+0.0005904i,0.0016827+0.00014057i,0.001352+0.00032977i,0.00014958+0.00043234i,-0.00039415-0.00036864i,0.00032717-0.0002845i,0.00019153+0.00021137i,-0.00019058+0.00040642i,-0.00070276+0.00091189i,-0.00065524+0.00091517i,0.00056076+0.0005276i,0.00078609+0.00068854i
-0.001124+0.0011257i,-0.00069344+0.0012317i,0.00075305+0.0015222i,0.0012438+0.0015377i,0.0010306+0.0012333i,0.00020229+0.00065866i,-0.00051006+0.0010888i,-0.00022114+0.0022099i,-0.00017593+0.0015928i,0.00015777+0.00022807i,0.0013716-0.0003677i,0.0010429-0.00066567i,-0.00026281-0.00029813i,-0.00082322-0.00017881i,-0.00097595-0.00038934i,-0.00034495-0.00050377i,0.0002641-0.00046585i,7.2868e-05-5.4015e-05i,-0.00020297+4.8446e-05i,-0.00046919-7.112e-05i,-0.00078302+0.00026479i,-0.00049262+0.0004144i,9.9539e-05-5.3104e-05i
-0.0022914-0.00049459i,-0.0021942+0.00066395i,-0.0023608+0.0015461i,-0.0012918+0.0015171i,0.00013319+0.0020294i,-0.00027706+0.0018307i,-0.0013778+0.0015409i,-0.00082247+0.0019033i,-0.0005368+0.0010127i,-0.00066946+0.00014224i,-8.8557e-05+0.00079879i,0.0010023+0.0013734i,0.0012419+0.0009125i,0.00090763+0.00052453i,0.00049273+0.00030567i,-9.5889e-05+8.6333e-05i,-0.00014804-0.00032464i,0.00020492-0.00024931i,0.00016656-0.000507i,0.00059865+0.00031572i,0.0013711+0.00088656i,0.00097558+0.00033703i,-0.00061534+9.9851e-05i
-0.0033174+0.0017473i,-0.0022588+0.0022669i,-0.0021986+0.0030875i,-0.00083438+0.0033931i,0.00092161+0.003i,0.00086364+0.00068678i,-0.00032006-0.00012504i,-0.00091219+0.00087045i,-0.00081563+0.00089368i,-0.0007824+0.0013063i,-0.00011581+0.00058945i,0.0013091-0.00067263i,0.0017179-0.00052471i,0.0014058-0.0002571i,0.00064043-0.00021811i,0.00015707-0.00056912i,0.00046401-0.00037873i,6.435e-05+0.00022238i,-0.00018774+0.0003099i,-0.00020335+0.00080592i,-0.00092739+0.0012046i,-0.001355+0.0013304i,-0.00024098+0.0010295i
-0.00055928+0.0028023i,-0.00046836+0.0026517i,0.00011148+0.0021161i,0.0014531+0.0017427i,0.0018042+0.0011541i,0.0011131-0.00010615i,-0.00091519+0.00039812i,-0.0014669+0.001989i,-0.00073991+0.0024795i,-0.00068991+0.0013583i,4.7133e-05+0.00067019i,0.00067479+4.2196e-05i,0.00045361-0.00064279i,2.1091e-06-0.000648i,-0.00015442-0.001152i,0.00043675-0.00050391i,-0.00014901+0.00090733i,-0.0010493+0.00083103i,-0.00059105+0.00027784i,9.8752e-05+3.1978e-05i,0.00026258-0.00037256i,0.00021502-0.00057418i,0.000213-0.00042088i
0.00060689+0.00071491i,0.00073418+2.2729e-05i,0.0018767+0.00014089i,0.0021552+0.00083468i,0.0013138+0.00073156i,0.00060877+0.00047094i,-6.6244e-05+0.0011607i,-0.0004643+0.0014027i,0.00017922+0.0013125i,0.00062128+0.00095574i,0.00031894+8.0208e-05i,1.2693e-05+1.7049e-05i,0.00012895-0.00039785i,0.00029366-0.00071786i,-0.00020271-0.00078924i,-0.00012397-0.0009021i,0.00025995-0.00039447i,-7.1358e-05+0.00047798i,0.00055451+0.00076631i,0.0019011+0.00041195i,0.0021791+0.00043252i,0.0015155+0.00062824i,0.00042356+0.0003219i
0.00064161-0.00053776i,0.00086723-0.0003781i,0.0005466-0.00059406i,0.0011699+6.1276e-05i,0.0013336+0.0011879i,9.7376e-05+0.0010088i,-0.0010062+0.00075973i,-0.00064656+0.0006996i,0.00070862+0.0011255i,0.00093729+0.0012007i,0.00035257+0.00074013i,-2.989e-05+5.9131e-05i,0.00035171-0.00014098i,0.00073858+0.00030543i,0.00077955+0.00065367i,0.00061547+5.8952e-05i,0.00020388-0.00018452i,0.00041383+0.00044336i,2.1264e-05+0.00073681i,-0.0006907+5.1427e-05i,-0.00065815-0.00049514i,-0.00033786-0.00035072i,-0.00029244-1.2719e-05i
0.0015734-0.00011385i,0.001082-0.00037913i,0.00093416-0.0004724i,0.0016641-0.00045047i,0.0012295-0.00018118i,0.00018426-4.237e-05i,6.2482e-05+0.00068501i,-0.00033899+0.0012877i,-0.0012541+0.00064223i,-0.0016239-0.00019011i,-0.001712-0.00073421i,-0.0010923-0.0005643i,-0.00051761-5.1656e-05i,-0.00023472+0.00032049i,0.00033003+0.00057447i,0.00031289-0.00013385i,-5.5004e-05-0.00058058i,-0.00033424+0.00012026i,-0.00056465+0.00080692i,-0.00034606+0.00071104i,-0.00020451-0.00036216i,1.1352e-05-0.0014961i,-0.00012661-0.0015804i
0.0008281-0.0013311i,-0.00041872-0.0013219i,-0.00097901-0.002667i,0.00010126-0.0018682i,0.00072327-0.00025864i,0.0010685+0.00022394i,0.00059928+0.00056732i,-0.0010219+0.00096665i,-0.00079726+0.0004852i,8.1079e-05+0.00057157i,-0.00012186+0.0011466i,6.2388e-05+0.00094354i,0.00038886+0.00032508i,-8.4845e-05-8.5529e-05i,-0.00046366-0.00033736i,-0.00014058-0.00081525i,0.00062662-0.00095132i,0.00018757-0.00033133i,2.3924e-05+0.00079129i,0.00039532+0.0016949i,0.00020535+0.0015272i,-0.00032344+0.00091258i,9.4016e-05-0.0001629i
-0.001555+0.00056556i,-0.0013559+0.00078229i,-0.0016814+0.0015753i,-0.00060438+0.0018331i,0.00074248+0.0012056i,0.00080881+0.00070753i,-8.316e-05+0.00096246i,-0.00044227+0.001017i,-0.00069788+0.00041848i,-0.00075046+0.00078899i,0.00032845+0.001323i,0.0012106+0.0010497i,0.0011356+0.00067386i,0.00077225+3.7724e-05i,0.00020378-0.00074041i,0.00070262-0.0011213i,0.0012107-0.0011683i,0.00058263-0.00051195i,-0.00029234-0.00011987i,-0.00073014-0.00078224i,-0.00044478-0.0013392i,-0.00031414-0.00084216i,-0.0003307-0.00047554i
-0.0018913-0.0028768i,-0.0010171-0.001136i,-0.0017165+0.00026105i,-0.0016182+0.0014032i,-4.7325e-05+0.0017873i,0.0010278+0.0018371i,0.0010231+0.0018081i,0.00081517+0.0010379i,0.00012544+0.00082488i,7.9342e-05+0.00083871i,0.00065254+0.00087962i,0.00078763+0.0013554i,0.00095577+0.00071988i,0.00080709+5.5114e-05i,0.00033634+0.00039711i,0.00055234+9.7661e-05i,0.00069765+6.3872e-05i,0.0006397+0.0010821i,0.00070059+0.0015703i,0.0002459+0.00037873i,1.3447e-05-0.00033559i,0.00018396+0.00014713i,-0.00046198-0.00026898i
0.00017348-0.00051532i,0.00051243-7.8121e-06i,0.0013834+0.00050645i,0.00075289+0.00093951i,0.00079669+0.0002358i,0.0010045-0.00025055i,-0.00010821+0.0006553i,-0.00041671+0.0023402i,-0.00028671+0.0027018i,-0.00011175+0.0018361i,0.0002634+0.00080165i,0.00073206+0.00014298i,0.00075966-0.00013462i,0.00045959-0.0005407i,0.00031886-0.00065403i,0.0001421-0.00010339i,0.00061143-0.00023841i,0.00027713-0.00073606i,-0.00026222+4.2066e-05i,0.00050774+0.0012651i,0.00046904+0.00091439i,-0.0007891-0.00022204i,-0.00034013+9.0228e-05i
0.00026781-0.0015336i,-3.9639e-05-0.001287i,-0.00034475-0.0012637i,0.00011904-0.0010408i,0.0006387-0.0007359i,0.00077896-0.00071084i,0.0006814+0.00026949i,0.00036843+0.0010697i,-0.00068246+0.0013499i,-0.0013337+0.00086033i,-0.00085504-5.5655e-05i,-0.00073734-0.00026257i,0.00016521+0.00036421i,0.00093476+0.00035793i,0.00047719-0.00026555i,0.00062086-0.00023347i,0.0014331-0.00019767i,0.0010827-0.0003459i,2.4078e-05-0.0005791i,-0.00065606-0.0015181i,-0.00087433-0.0018359i,-0.0011544-0.0012471i,-0.00057977-0.00047272i
-0.0017247+0.0024815i,-0.0011927+0.0016855i,-0.0013211+0.0024073i,-4.193e-05+0.0024793i,0.00099837+0.001193i,0.00080796+0.00046672i,-9.57e-05+0.0010089i,-0.00096652+0.0006376i,-0.00055522+0.00054096i,0.00022927+0.0010508i,0.00065865+0.00038787i,0.00094344+1.4468e-05i,0.001107-0.00036456i,0.00049405-0.0008483i,-0.00049594-0.00091792i,-0.00083909-0.00032343i,-0.00046407+0.00026495i,0.00021981+0.00010122i,0.0003344+0.00052975i,0.0002838+0.00057251i,0.00037489+0.00027028i,-0.00013588+4.6655e-05i,-0.00037671-0.00030409i
0.0013881+0.00054462i,0.00083272+0.001275i,0.0011303+0.00080144i,0.0015558+0.00066917i,0.0011781+0.0010211i,0.00025604+0.00086102i,0.00017478+0.0005417i,-0.00013887+0.00062153i,-0.00031704+0.00069604i,-0.00012816+0.00058941i,0.0002963+0.00045401i,0.00024252+0.00028692i,0.00041922-0.00075779i,0.001191-0.0010429i,0.0012827-0.00061965i,0.00040873+0.00019461i,-6.9538e-05+0.00023632i,0.00052468-0.000518i,0.00063312-0.00037166i,-0.00050883-0.00044821i,-0.001015-0.00018791i,-0.00061059-0.00011236i,-0.00065609+0.00020177i
0.0020382+0.00059797i,0.0015826-0.00024064i,0.0013795-0.00067609i,0.00057192-0.0004345i,-8.2236e-05+0.00034097i,-0.00034805+0.00069587i,-0.0006986+0.00025614i,-0.00041191+0.00044692i,-0.00023525+0.00062705i,-0.00025936+0.00040336i,-8.4325e-05+9.6815e-06i,0.00028288-0.00043836i,6.9715e-05-0.00015203i,-0.0010484-0.0002531i,-0.00087998-0.00044791i,-0.00030169+0.00037833i,-0.0008113+0.00042206i,-0.0012156-0.00042266i,-0.00057378-0.00038805i,0.0004085+4.7634e-05i,0.00065238-0.00067116i,0.00041893-0.0017298i,-0.00043646-0.0014832i
-6.7199e-05+0.001262i,0.00020749+0.00085488i,0.00019283+0.0010605i,0.0005259+0.001081i,0.00063525+0.00089631i,-0.00030691+0.0011277i,-0.0005966+0.00054115i,-0.00011802-8.6533e-05i,6.2471e-05+8.13e-05i,0.00028215+0.00022599i,0.00069246-0.00048891i,0.00017046-0.00078332i,-0.00011082-0.00036655i,0.00012131-9.4181e-05i,-0.00029795+0.00016754i,-0.00026842-0.00064335i,0.00018849-0.0008619i,0.00090772-7.7046e-05i,0.00058524+0.0011193i,0.00032531+0.0015749i,0.00030242+0.0010491i,0.0001038+0.0010897i,0.0004137+0.0010868i
0.0012779-0.0023528i,0.0010028-0.0022069i,0.00029132-0.0022097i,-0.00022667-0.0020505i,7.1234e-05-0.00085031i,0.00016689+0.00067224i,3.3692e-05+0.0013161i,-4.7627e-05+0.0014786i,-0.00059505+0.00098295i,-0.0011628+0.00028786i,-0.0012835-6.5217e-07i,-0.00094846-5.8478e-05i,-0.00032696+0.00014117i,0.0001365+0.00022422i,0.00044826-0.00081064i,0.0004719-0.0010723i,-0.00057332-8.4101e-05i,-0.00070649+0.00016232i,5.3348e-05-0.00043094i,-0.00025751-0.0010284i,-0.00092168-0.0010127i,-0.00071523-0.00010592i,-0.00064649+0.00035478i
0.00059162-0.00079296i,0.00052281+0.00048551i,0.00058693+0.0010664i,0.00033475-0.00054321i,0.0005653-0.0011167i,0.00042892-0.00027943i,-0.0010199+0.0004303i,-0.0012989+0.00051377i,-0.00020952+0.00072054i,0.00031594+0.00097534i,0.00064375+0.0011027i,0.0011511+0.00093046i,0.00096349-6.0583e-05i,0.00052231-0.00028966i,-3.7599e-05+0.00035284i,-0.00010058+0.00044737i,0.00040335+0.00020352i,0.00052665-0.00039954i,0.0011712-0.00098957i,0.001779-0.0014248i,0.0016529-0.00099263i,0.0010702-0.00041048i,0.00057661-0.00018443i
